energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.74187094,3.35849342,0.00289545,0.48755795,0.71711635,0.48705917,0.83028644,1.49446779,0.00266424,0.99712085
-5.73586793,3.44021102,0.00266503,0.51610876,0.72368357,0.48558004,0.86750097,1.54176697,0.00289776,1.00129948
-5.72986493,3.52024970,0.00245288,0.54446311,0.73059523,0.48341772,0.90493510,1.58805276,0.00316296,1.00523385
-5.72386193,3.59714484,0.00225923,0.57220789,0.73756763,0.48057305,0.94193629,1.63255456,0.00345867,1.00871408
-5.71785893,3.66941101,0.00208378,0.59892095,0.74430153,0.47706652,0.97783636,1.67447490,0.00378307,1.01153768
-5.71185593,3.73557014,0.00192580,0.62418146,0.75048839,0.47293429,1.01196617,1.71300868,0.00413373,1.01350878
-5.70585293,3.79418359,0.00178421,0.64758085,0.75581773,0.46822426,1.04367147,1.74736469,0.00450752,1.01443824
-5.69984992,3.84388692,0.00165764,0.66873391,0.75998527,0.46299221,1.07232935,1.77678847,0.00490061,1.01414473
-5.69384692,3.88342599,0.00154455,0.68728960,0.76270161,0.45729838,1.09736462,1.80058561,0.00530850,1.01245671
-5.68784392,3.91169290,0.00144327,0.70294110,0.76370103,0.45120445,1.11826555,1.81814443,0.00572604,1.00921534
-5.68184092,3.92775991,0.00135214,0.71543482,0.76274999,0.44477113,1.13459812,1.82895692,0.00614749,1.00427816
-5.67583792,3.93090974,0.00126950,0.72457765,0.75965511,0.43805636,1.14601834,1.83263695,0.00656661,0.99752325
-5.66983492,3.92066063,0.00119381,0.73024247,0.75427002,0.43111408,1.15228186,1.82893476,0.00697678,0.98885359
-5.66383192,3.89678466,0.00112368,0.73237137,0.74650087,0.42399358,1.15325058,1.81774707,0.00737113,0.97820148
-5.65782891,3.85931829,0.00105787,0.73097662,0.73631014,0.41673934,1.14889582,1.79912218,0.00774274,0.96553233
-5.65182591,3.80856431,0.00099535,0.72613916,0.72371861,0.40939121,1.13929796,1.77325980,0.00808473,0.95084791
-5.64582291,3.74508493,0.00093531,0.71800488,0.70880522,0.40198483,1.12464246,1.74050566,0.00839056,0.93418843
-5.63981991,3.66968612,0.00087711,0.70677866,0.69170493,0.39455228,1.10521247,1.70134100,0.00865411,0.91563347
-5.63381691,3.58339385,0.00082032,0.69271659,0.67260453,0.38712265,1.08137833,1.65636761,0.00886994,0.89530140
-5.62781391,3.48742326,0.00076469,0.67611665,0.65173671,0.37972264,1.05358443,1.60628913,0.00903342,0.87334750
-5.62181091,3.38314214,0.00071012,0.65730839,0.62937242,0.37237706,1.02233406,1.55188947,0.00914091,0.84996053
-5.61580790,3.27203048,0.00065663,0.63664195,0.60581217,0.36510915,0.98817279,1.49400941,0.00918985,0.82535807
-5.60980490,3.15563796,0.00060436,0.61447703,0.58137644,0.35794078,0.95167127,1.43352255,0.00917886,0.79978083
-5.60380190,3.03554118,0.00055349,0.59117225,0.55639563,0.35089264,0.91340801,1.37131160,0.00910781,0.77348612
-5.59779890,2.91330273,0.00050427,0.56707526,0.53120022,0.34398417,0.87395297,1.30824606,0.00897779,0.74674091
-5.59179590,2.79043360,0.00045698,0.54251419,0.50611127,0.33723369,0.83385257,1.24516218,0.00879110,0.71981481
-5.58579290,2.66836045,0.00041188,0.51779041,0.48143190,0.33065841,0.79361651,1.18284585,0.00855119,0.69297323
-5.57978989,2.54839876,0.00036922,0.49317318,0.45743986,0.32427461,0.75370712,1.12201892,0.00826250,0.66647114
-5.57378689,2.43173268,0.00032923,0.46889592,0.43438166,0.31809789,0.71453117,1.06332922,0.00793037,0.64054768
-5.56778389,2.31940158,0.00029210,0.44515440,0.41246821,0.31214360,0.67643456,1.00734425,0.00756085,0.61542169
-5.56178089,2.21229339,0.00025797,0.42210657,0.39187218,0.30642732,0.63969972,0.95454843,0.00716048,0.59128853
-5.55577789,2.11114408,0.00022693,0.39987395,0.37272705,0.30096539,0.60454566,0.90534338,0.00673614,0.56831787
-5.54977489,2.01654237,0.00019903,0.37854423,0.35512759,0.29577557,0.57113037,0.86005089,0.00629481,0.54665279
-5.54377189,1.92893872,0.00017427,0.35817499,0.33913185,0.29087747,0.53955525,0.81891779,0.00584341,0.52640979
-5.53776888,1.84865730,0.00015262,0.33879801,0.32476413,0.28629295,0.50987119,0.78212217,0.00538860,0.50767963
-5.53176588,1.77590963,0.00013399,0.32042398,0.31201894,0.28204624,0.48208572,0.74978020,0.00493660,0.49052888
-5.52576288,1.71080872,0.00011828,0.30304731,0.30086544,0.27816378,0.45617096,0.72195293,0.00449311,0.47500179
-5.51975988,1.65338268,0.00010536,0.28665070,0.29125216,0.27467374,0.43207168,0.69865258,0.00406316,0.46112248
-5.51375688,1.60358672,0.00009510,0.27120936,0.28311174,0.27160513,0.40971329,0.67984794,0.00365104,0.44889703
-5.50775388,1.56131312,0.00008733,0.25669455,0.27636546,0.26898665,0.38900924,0.66546845,0.00326028,0.43831547
-5.50175088,1.52639878,0.00008190,0.24307650,0.27092728,0.26684522,0.36986758,0.65540709,0.00289363,0.42935353
-5.49574787,1.49863011,0.00007862,0.23032653,0.26670738,0.26520428,0.35219650,0.64952190,0.00255303,0.42197407
-5.48974487,1.47774572,0.00007734,0.21841842,0.26361499,0.26408205,0.33590871,0.64763638,0.00223972,0.41612825
-5.48374187,1.46343717,0.00007790,0.20732908,0.26156064,0.26348984,0.32092457,0.64953908,0.00195424,0.41175634
-5.47773887,1.45534839,0.00008011,0.19703856,0.26045764,0.26343047,0.30717399,0.65498268,0.00169654,0.40878853
-5.47173587,1.45307452,0.00008384,0.18752962,0.26022305,0.26389713,0.29459728,0.66368299,0.00146601,0.40714558
-5.46573287,1.45616095,0.00008890,0.17878682,0.26077811,0.26487253,0.28314492,0.67531829,0.00126165,0.40673953
-5.45972986,1.46410312,0.00009516,0.17079542,0.26204830,0.26632873,0.27277654,0.68952938,0.00108207,0.40747464
-5.45372686,1.47634786,0.00010244,0.16354021,0.26396308,0.26822743,0.26345927,0.70592081,0.00092565,0.40924855
-5.44772386,1.49229667,0.00011060,0.15700423,0.26645549,0.27052098,0.25516565,0.72406332,0.00079056,0.41195374
-5.44172086,1.51131116,0.00011947,0.15116775,0.26946172,0.27315380,0.24787125,0.74349790,0.00067489,0.41547935
-5.43571786,1.53272089,0.00012889,0.14600730,0.27292064,0.27606448,0.24155231,0.76374136,0.00057669,0.41971325
-5.42971486,1.55583338,0.00013869,0.14149508,0.27677343,0.27918812,0.23618341,0.78429352,0.00049399,0.42454433
-5.42371186,1.57994603,0.00014870,0.13759857,0.28096335,0.28245893,0.23173546,0.80464560,0.00042492,0.42986487
-5.41770885,1.60435946,0.00015876,0.13428048,0.28543560,0.28581296,0.22817393,0.82428990,0.00036769,0.43557293
-5.41170585,1.62839179,0.00016869,0.13149896,0.29013731,0.28919064,0.22545762,0.84273007,0.00032061,0.44157449
-5.40570285,1.65139303,0.00017832,0.12920809,0.29501764,0.29253914,0.22353785,0.85949190,0.00028216,0.44778530
-5.39969985,1.67275906,0.00018748,0.12735858,0.30002795,0.29581423,0.22235810,0.87413391,0.00025093,0.45413229
-5.39369685,1.69194450,0.00019599,0.12589865,0.30512195,0.29898166,0.22185421,0.88625761,0.00022568,0.46055438
-5.38769385,1.70847381,0.00020371,0.12477502,0.31025594,0.30201794,0.22195496,0.89551667,0.00020531,0.46700270
-5.38169085,1.72195029,0.00021048,0.12393398,0.31538889,0.30491045,0.22258315,0.90162495,0.00018887,0.47344020
-5.37568784,1.73206241,0.00021618,0.12332249,0.32048259,0.30765689,0.22365692,0.90436279,0.00017553,0.47984060
-5.36968484,1.73858745,0.00022069,0.12288921,0.32550166,0.31026417,0.22509142,0.90358150,0.00016459,0.48618685
-5.36368184,1.74139228,0.00022391,0.12258552,0.33041347,0.31274683,0.22680067,0.89920580,0.00015546,0.49246912
-5.35767884,1.74043131,0.00022578,0.12236642,0.33518808,0.31512495,0.22869949,0.89123408,0.00014766,0.49868253
-5.35167584,1.73574189,0.00022625,0.12219127,0.33979803,0.31742194,0.23070553,0.87973658,0.00014079,0.50482470
-5.34567284,1.72743738,0.00022530,0.12202438,0.34421814,0.31966212,0.23274115,0.86485153,0.00013453,0.51089327
-5.33966983,1.71569829,0.00022294,0.12183551,0.34842533,0.32186838,0.23473526,0.84677941,0.00012866,0.51688368
-5.33366683,1.70076195,0.00021920,0.12160011,0.35239836,0.32405996,0.23662483,0.82577565,0.00012297,0.52278712
-5.32766383,1.68291114,0.00021414,0.12129939,0.35611766,0.32625054,0.23835624,0.80214187,0.00011734,0.52858892
-5.32166083,1.66246213,0.00020786,0.12092030,0.35956516,0.32844671,0.23988619,0.77621631,0.00011168,0.53426744
-5.31565783,1.63975272,0.00020046,0.12045519,0.36272417,0.33064682,0.24118231,0.74836349,0.00010595,0.53979343
-5.30965483,1.61513055,0.00019207,0.11990149,0.36557940,0.33284041,0.24222328,0.71896371,0.00010011,0.54513000
-5.30365183,1.58894229,0.00018283,0.11926113,0.36811689,0.33500807,0.24299867,0.68840266,0.00009418,0.55023304
-5.29764882,1.56152381,0.00017289,0.11853989,0.37032418,0.33712181,0.24350828,0.65706152,0.00008816,0.55505227
-5.29164582,1.53319189,0.00016241,0.11774671,0.37219042,0.33914587,0.24376117,0.62530791,0.00008210,0.55953258
-5.28564282,1.50423747,0.00015156,0.11689285,0.37370665,0.34103801,0.24377442,0.59348782,0.00007604,0.56361586
-5.27963982,1.47492068,0.00014049,0.11599112,0.37486607,0.34275105,0.24357159,0.56191895,0.00007002,0.56724302
-5.27363682,1.44546768,0.00012936,0.11505512,0.37566438,0.34423473,0.24318107,0.53088547,0.00006410,0.57035627
-5.26763382,1.41606934,0.00011831,0.11409841,0.37610018,0.34543778,0.24263427,0.50063425,0.00005833,0.57290139
-5.26163082,1.38688151,0.00010748,0.11313393,0.37617529,0.34631002,0.24196392,0.47137275,0.00005275,0.57483001
-5.25562781,1.35802685,0.00009698,0.11217333,0.37589513,0.34680446,0.24120233,0.44326826,0.00004740,0.57610173
-5.24962481,1.32959786,0.00008691,0.11122655,0.37526894,0.34687939,0.24037983,0.41644868,0.00004232,0.57668592
-5.24362181,1.30166080,0.00007736,0.11030145,0.37430997,0.34650018,0.23952340,0.39100431,0.00003755,0.57656327
-5.23761881,1.27426027,0.00006838,0.10940355,0.37303545,0.34564083,0.23865554,0.36699078,0.00003309,0.57572675
-5.23161581,1.24742384,0.00006004,0.10853591,0.37146635,0.34428519,0.23779331,0.34443265,0.00002897,0.57418210
-5.22561281,1.22116658,0.00005234,0.10769914,0.36962697,0.34242778,0.23694773,0.32332755,0.00002520,0.57194772
-5.21960980,1.19549514,0.00004532,0.10689142,0.36754421,0.34007409,0.23612334,0.30365050,0.00002177,0.56905390
-5.21360680,1.17041097,0.00003898,0.10610866,0.36524659,0.33724044,0.23531799,0.28535836,0.00001868,0.56554145
-5.20760380,1.14591261,0.00003328,0.10534467,0.36276309,0.33395332,0.23452293,0.26839398,0.00001592,0.56145974
-5.20160080,1.12199689,0.00002823,0.10459136,0.36012169,0.33024831,0.23372294,0.25269008,0.00001348,0.55686422
-5.19559780,1.09865903,0.00002377,0.10383899,0.35734785,0.32616851,0.23289668,0.23817262,0.00001133,0.55181356
-5.18959480,1.07589182,0.00001988,0.10307641,0.35446287,0.32176273,0.23201724,0.22476366,0.00000946,0.54636653
-5.18359180,1.05368384,0.00001651,0.10229123,0.35148238,0.31708327,0.23105264,0.21238359,0.00000785,0.54057877
-5.17758879,1.03201729,0.00001361,0.10147013,0.34841488,0.31218373,0.22996663,0.20095290,0.00000646,0.53449972
-5.17158579,1.01086546,0.00001115,0.10059904,0.34526063,0.30711667,0.22871948,0.19039337,0.00000529,0.52816986
-5.16558279,0.99019037,0.00000906,0.09966340,0.34201087,0.30193141,0.22726891,0.18062887,0.00000429,0.52161837
-5.15957979,0.96994077,0.00000732,0.09864842,0.33864753,0.29667205,0.22557120,0.17158584,0.00000346,0.51486148
-5.15357679,0.95005093,0.00000587,0.09753939,0.33514345,0.29137582,0.22358235,0.16319350,0.00000278,0.50790166
-5.14757379,0.93044037,0.00000467,0.09632198,0.33146321,0.28607176,0.22125936,0.15538400,0.00000221,0.50072755
-5.14157079,0.91101475,0.00000369,0.09498264,0.32756442,0.28077999,0.21856170,0.14809249,0.00000175,0.49331490
-5.13556778,0.89166788,0.00000290,0.09350903,0.32339970,0.27551136,0.21545279,0.14125719,0.00000138,0.48562825
-5.12956478,0.87228500,0.00000226,0.09189040,0.31891896,0.27026765,0.21190149,0.13481963,0.00000108,0.47762351
-5.12356178,0.85274701,0.00000175,0.09011814,0.31407208,0.26504227,0.20788369,0.12872488,0.00000084,0.46925110
-5.11755878,0.83293556,0.00000134,0.08818620,0.30881184,0.25982134,0.20338374,0.12292198,0.00000067,0.46045957
-5.11155578,0.81273862,0.00000102,0.08609157,0.30309682,0.25458514,0.19839575,0.11736441,0.00000053,0.45119952
-5.10555278,0.79205638,0.00000078,0.08383467,0.29689423,0.24930983,0.19292476,0.11201061,0.00000044,0.44142751
-5.09954977,0.77080686,0.00000058,0.08141971,0.29018252,0.24396932,0.18698753,0.10682457,0.00000038,0.43110981
-5.09354677,0.74893116,0.00000044,0.07885490,0.28295353,0.23853721,0.18061306,0.10177628,0.00000036,0.42022576
-5.08754377,0.72639797,0.00000032,0.07615265,0.27521415,0.23298872,0.17384273,0.09684223,0.00000038,0.40877059
-5.08154077,0.70320693,0.00000024,0.07332948,0.26698738,0.22730245,0.16672995,0.09200572,0.00000044,0.39675747
-5.07553777,0.67939099,0.00000018,0.07040595,0.25831272,0.22146198,0.15933950,0.08725700,0.00000055,0.38421879
-5.06953477,0.65501729,0.00000013,0.06740635,0.24924588,0.21545721,0.15174632,0.08259335,0.00000073,0.37120660
-5.06353177,0.63018691,0.00000010,0.06435830,0.23985788,0.20928537,0.14403402,0.07801892,0.00000099,0.35779213
-5.05752876,0.60503319,0.00000007,0.06129219,0.23023350,0.20295176,0.13629297,0.07354450,0.00000136,0.34406454
-5.05152576,0.57971904,0.00000006,0.05824054,0.22046923,0.19647006,0.12861815,0.06918717,0.00000187,0.33012891
-5.04552276,0.55443315,0.00000005,0.05523728,0.21067077,0.18986238,0.12110676,0.06496982,0.00000257,0.31610357
-5.03951976,0.52938555,0.00000004,0.05231696,0.20095027,0.18315894,0.11385575,0.06092082,0.00000351,0.30211694
-5.03351676,0.50480253,0.00000004,0.04951393,0.19142331,0.17639742,0.10695929,0.05707354,0.00000478,0.28830395
-5.02751376,0.48092129,0.00000005,0.04686151,0.18220582,0.16962214,0.10050628,0.05346616,0.00000646,0.27480232
-5.02151076,0.45798448,0.00000006,0.04439125,0.17341105,0.16288284,0.09457799,0.05014144,0.00000867,0.26174860
-5.01550775,0.43623495,0.00000008,0.04213211,0.16514662,0.15623338,0.08924590,0.04714683,0.00001156,0.24927434
-5.00950475,0.41591077,0.00000010,0.04010988,0.15751181,0.14973027,0.08456983,0.04453472,0.00001531,0.23750241
-5.00350175,0.39724072,0.00000014,0.03834653,0.15059517,0.14343102,0.08059633,0.04236290,0.00002013,0.22654348
-4.99749875,0.38044055,0.00000018,0.03685979,0.14447238,0.13739253,0.07735743,0.04069531,0.00002630,0.21649296
-4.99149575,0.36570982,0.00000024,0.03566275,0.13920460,0.13166943,0.07486985,0.03960298,0.00003411,0.20742828
-4.98549275,0.35322969,0.00000032,0.03476369,0.13483720,0.12631246,0.07313446,0.03916509,0.00004394,0.19940677
-4.97948974,0.34316149,0.00000042,0.03416592,0.13139895,0.12136705,0.07213631,0.03947023,0.00005621,0.19246396
-4.97348674,0.33564615,0.00000055,0.03386783,0.12890161,0.11687195,0.07184499,0.04061761,0.00007142,0.18661267
-4.96748374,0.33080454,0.00000072,0.03386309,0.12734013,0.11285823,0.07221540,0.04271828,0.00009012,0.18184256
-4.96148074,0.32873847,0.00000092,0.03414089,0.12669308,0.10934838,0.07318892,0.04589611,0.00011293,0.17812052
-4.95547774,0.32953243,0.00000118,0.03468637,0.12692371,0.10635589,0.07469500,0.05028856,0.00014055,0.17539161
-4.94947474,0.33325573,0.00000150,0.03548112,0.12798130,0.10388498,0.07665301,0.05604693,0.00017373,0.17358075
-4.94347174,0.33996508,0.00000190,0.03650376,0.12980283,0.10193080,0.07897446,0.06333612,0.00021329,0.17259496
-4.93746873,0.34970716,0.00000238,0.03773065,0.13231504,0.10047990,0.08156540,0.07233365,0.00026007,0.17232629
-4.93146573,0.36252109,0.00000296,0.03913654,0.13543658,0.09951092,0.08432908,0.08322784,0.00031498,0.17265508
-4.92546273,0.37844049,0.00000366,0.04069535,0.13908041,0.09899569,0.08716862,0.09621513,0.00037890,0.17345373
-4.91945973,0.39749486,0.00000449,0.04238083,0.14315618,0.09890036,0.08998980,0.11149634,0.00045274,0.17459066
-4.91345673,0.41971001,0.00000548,0.04416730,0.14757258,0.09918680,0.09270370,0.12927192,0.00053736,0.17593439
-4.90745373,0.44510750,0.00000664,0.04603025,0.15223961,0.09981397,0.09522922,0.14973617,0.00063356,0.17735758
-4.90145073,0.47370269,0.00000798,0.04794687,0.15707056,0.10073929,0.09749538,0.17307055,0.00074205,0.17874080
-4.89544772,0.50550161,0.00000953,0.04989649,0.16198376,0.10192000,0.09944322,0.19943615,0.00086340,0.17997607
-4.88944472,0.54049656,0.00001131,0.05186087,0.16690409,0.10331432,0.10102733,0.22896559,0.00099806,0.18096979
-4.88344172,0.57866054,0.00001332,0.05382445,0.17176397,0.10488244,0.10221690,0.26175457,0.00114625,0.18164517
-4.87743872,0.61994101,0.00001559,0.05577435,0.17650416,0.10658734,0.10299624,0.29785347,0.00130800,0.18194387
-4.87143572,0.66425299,0.00001812,0.05770041,0.18107415,0.10839536,0.10336482,0.33725934,0.00148311,0.18182704
-4.86543272,0.71147241,0.00002091,0.05959503,0.18543228,0.11027658,0.10333677,0.37990873,0.00167110,0.18127558
-4.85942971,0.76142980,0.00002397,0.06145298,0.18954563,0.11220502,0.10293981,0.42567182,0.00187127,0.18028965
-4.85342671,0.81390526,0.00002730,0.06327121,0.19338977,0.11415871,0.10221393,0.47434829,0.00208264,0.17888765
-4.84742371,0.86862507,0.00003087,0.06504858,0.19694843,0.11611964,0.10120948,0.52566532,0.00230397,0.17710462
-4.84142071,0.92526050,0.00003469,0.06678571,0.20021316,0.11807369,0.09998521,0.57927811,0.00253384,0.17499021
-4.83541771,0.98342933,0.00003871,0.06848477,0.20318304,0.12001055,0.09860596,0.63477319,0.00277062,0.17260634
-4.82941471,1.04270028,0.00004292,0.07014944,0.20586448,0.12192372,0.09714041,0.69167458,0.00301255,0.17002478
-4.82341171,1.10260047,0.00004727,0.07178483,0.20827121,0.12381052,0.09565878,0.74945294,0.00325777,0.16732463
-4.81740870,1.16262602,0.00005173,0.07339760,0.21042425,0.12567228,0.09423072,0.80753746,0.00350443,0.16458982
-4.81140570,1.22225516,0.00005624,0.07499601,0.21235208,0.12751449,0.09292329,0.86533026,0.00375068,0.16190688
-4.80540270,1.28096373,0.00006075,0.07659011,0.21409070,0.12934707,0.09179932,0.92222268,0.00399480,0.15936282
-4.79939970,1.33824207,0.00006520,0.07819185,0.21568366,0.13118468,0.09091597,0.97761313,0.00423524,0.15704328
-4.79339670,1.39361264,0.00006954,0.07981521,0.21718192,0.13304683,0.09032359,1.03092542,0.00447068,0.15503088
-4.78739370,1.44664723,0.00007371,0.08147619,0.21864335,0.13495803,0.09006495,1.08162699,0.00470004,0.15340386
-4.78139070,1.49698292,0.00007765,0.08319276,0.22013190,0.13694763,0.09017463,1.12924608,0.00492259,0.15223477
-4.77538769,1.54433554,0.00008131,0.08498454,0.22171630,0.13904945,0.09067873,1.17338691,0.00513788,0.15158938
-4.76938469,1.58850988,0.00008464,0.08687240,0.22346820,0.14130109,0.09159470,1.21374219,0.00534581,0.15152559
-4.76338169,1.62940573,0.00008760,0.08887775,0.22545985,0.14374287,0.09293135,1.25010206,0.00554655,0.15209237
-4.75737869,1.66701926,0.00009014,0.09102173,0.22776128,0.14641644,0.09468893,1.28235903,0.00574056,0.15332872
-4.75137569,1.70143934,0.00009225,0.09332409,0.23043707,0.14936302,0.09685925,1.31050856,0.00592848,0.15526252
-4.74537269,1.73283892,0.00009389,0.09580207,0.23354288,0.15262139,0.09942586,1.33464504,0.00611109,0.15790949
-4.73936968,1.76146166,0.00009507,0.09846906,0.23712187,0.15622566,0.10236427,1.35495337,0.00628921,0.16127204
-4.73336668,1.78760449,0.00009577,0.10133328,0.24120127,0.16020291,0.10564214,1.37169649,0.00646363,0.16533837
-4.72736368,1.81159702,0.00009601,0.10439654,0.24578927,0.16457090,0.10921957,1.38519938,0.00663498,0.17008162
-4.72136068,1.83377897,0.00009581,0.10765313,0.25087249,0.16933594,0.11304949,1.39583047,0.00680370,0.17545942
-4.71535768,1.85447689,0.00009518,0.11108892,0.25641427,0.17449107,0.11707821,1.40398132,0.00696994,0.18141376
-4.70935468,1.87398160,0.00009415,0.11468079,0.26235390,0.18001476,0.12124605,1.41004570,0.00713347,0.18787144
-4.70335168,1.89252781,0.00009277,0.11839651,0.26860705,0.18587008,0.12548831,1.41439917,0.00729369,0.19474500
-4.69734867,1.91027709,0.00009108,0.12219494,0.27506732,0.19200476,0.12973647,1.41738034,0.00744961,0.20193447
-4.69134567,1.92730554,0.00008912,0.12602684,0.28160909,0.19835181,0.13391960,1.41927470,0.00759984,0.20932958
-4.68534267,1.94359673,0.00008694,0.12983602,0.28809153,0.20483110,0.13796613,1.42030208,0.00774264,0.21681284
-4.67933967,1.95904072,0.00008458,0.13356107,0.29436362,0.21135162,0.14180578,1.42060819,0.00787601,0.22426303
-4.67333667,1.97343909,0.00008209,0.13713736,0.30027001,0.21781442,0.14537174,1.42026080,0.00799776,0.23155930
-4.66733367,1.98651594,0.00007954,0.14049943,0.30565745,0.22411624,0.14860287,1.41925058,0.00810562,0.23858553
-4.66133067,1.99793401,0.00007695,0.14358356,0.31038140,0.23015341,0.15144601,1.41749665,0.00819737,0.24523478
-4.65532766,2.00731524,0.00007438,0.14633037,0.31431263,0.23582614,0.15385807,1.41485612,0.00827099,0.25141370
-4.64932466,2.01426425,0.00007187,0.14868742,0.31734325,0.24104266,0.15580798,1.41113725,0.00832473,0.25704655
-4.64332166,2.01839347,0.00006948,0.15061154,0.31939199,0.24572324,0.15727816,1.40611519,0.00835730,0.26207859
