energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down
-5.70585293,1.46936804,-1.62102272,0.50074318,-0.62277915,0.62080625,-0.39174139,0.05799228,-0.04152570,0.18066717,-0.30336812,0.57102994,-0.67978531,0.00000000,-0.00000000
-5.69984992,1.45000146,-1.55880815,0.50573429,-0.58821278,0.60840359,-0.37589858,0.05651791,-0.04097170,0.17793759,-0.29593317,0.56509152,-0.64866250,0.00000000,-0.00000000
-5.69384692,1.42613919,-1.49480598,0.50984292,-0.55259378,0.59402264,-0.35960491,0.05476691,-0.04040733,0.17459405,-0.28829608,0.55757713,-0.61662388,0.00000000,-0.00000000
-5.68784392,1.39819489,-1.43005729,0.51302214,-0.51647232,0.57790138,-0.34312570,0.05277065,-0.03984553,0.17069229,-0.28058906,0.54862032,-0.58418074,0.00000000,-0.00000000
-5.68184092,1.36659307,-1.36548264,0.51521144,-0.48036067,0.56028378,-0.32669755,0.05056377,-0.03929537,0.16629129,-0.27291870,0.53835385,-0.55179769,0.00000000,-0.00000000
-5.67583792,1.33175762,-1.30186194,0.51633827,-0.44472204,0.54141344,-0.31052319,0.04818308,-0.03876178,0.16145172,-0.26536370,0.52690616,-0.51988243,0.00000000,-0.00000000
-5.66983492,1.29410194,-1.23982195,0.51632078,-0.40996214,0.52152779,-0.29476801,0.04566654,-0.03824557,0.15623450,-0.25797416,0.51439864,-0.48877857,0.00000000,-0.00000000
-5.66383192,1.25402084,-1.17983145,0.51507134,-0.37642354,0.50085308,-0.27955854,0.04305222,-0.03774364,0.15069949,-0.25077232,0.50094365,-0.45876163,0.00000000,-0.00000000
-5.65782891,1.21188466,-1.12220396,0.51250088,-0.34438288,0.47960045,-0.26498271,0.04037730,-0.03724934,0.14490442,-0.24375469,0.48664351,-0.43003824,0.00000000,-0.00000000
-5.65182591,1.16803550,-1.06710713,0.50852375,-0.31405072,0.45796294,-0.25109181,0.03767724,-0.03675305,0.13890401,-0.23689535,0.47159033,-0.40274817,0.00000000,-0.00000000
-5.64582291,1.12278565,-1.01457795,0.50306283,-0.28557383,0.43611372,-0.23790385,0.03498495,-0.03624292,0.13274941,-0.23015031,0.45586666,-0.37696892,0.00000000,-0.00000000
-5.63981991,1.07641795,-0.96454246,0.49605471,-0.25903957,0.41420531,-0.22540809,0.03233024,-0.03570565,0.12648781,-0.22346244,0.43954681,-0.35272250,0.00000000,-0.00000000
-5.63381691,1.02918795,-0.91683864,0.48745451,-0.23448182,0.39236979,-0.21357042,0.02973932,-0.03512735,0.12016230,-0.21676678,0.42269870,-0.32998369,0.00000000,-0.00000000
-5.62781391,0.98132732,-0.87124101,0.47724019,-0.21188821,0.37071989,-0.20233918,0.02723455,-0.03449442,0.11381196,-0.20999602,0.40538603,-0.30868934,0.00000000,-0.00000000
-5.62181091,0.93304817,-0.82748551,0.46541613,-0.19120801,0.34935071,-0.19165120,0.02483428,-0.03379433,0.10747205,-0.20308560,0.38767070,-0.28874820,0.00000000,-0.00000000
-5.61580790,0.88454792,-0.78529336,0.45201561,-0.17236037,0.32834195,-0.18143757,0.02255289,-0.03301640,0.10117434,-0.19597842,0.36961504,-0.27005062,0.00000000,-0.00000000
-5.60980490,0.83601407,-0.74439279,0.43710227,-0.15524241,0.30776039,-0.17162912,0.02040090,-0.03215239,0.09494754,-0.18862878,0.35128395,-0.25247774,0.00000000,-0.00000000
-5.60380190,0.78762870,-0.70453776,0.42077027,-0.13973693,0.28766250,-0.16216111,0.01838526,-0.03119698,0.08881772,-0.18100547,0.33274661,-0.23590981,0.00000000,-0.00000000
-5.59779890,0.73957223,-0.66552290,0.40314330,-0.12571940,0.26809696,-0.15297712,0.01650965,-0.03014808,0.08280875,-0.17309387,0.31407767,-0.22023332,0.00000000,-0.00000000
-5.59179590,0.69202620,-0.62719451,0.38437236,-0.11306404,0.24910690,-0.14403210,0.01477491,-0.02900702,0.07694267,-0.16489700,0.29535791,-0.20534666,0.00000000,-0.00000000
-5.58579290,0.64517500,-0.58945734,0.36463246,-0.10164895,0.23073191,-0.13529431,0.01317947,-0.02777846,0.07124003,-0.15643564,0.27667429,-0.19116443,0.00000000,-0.00000000
-5.57978989,0.59920643,-0.55227742,0.34411847,-0.09136013,0.21300954,-0.12674650,0.01171975,-0.02647025,0.06572012,-0.14774748,0.25811941,-0.17762017,0.00000000,-0.00000000
-5.57378689,0.55431116,-0.51568123,0.32304028,-0.08209458,0.19597644,-0.11838605,0.01039065,-0.02509315,0.06040116,-0.13888552,0.23979045,-0.16466783,0.00000000,-0.00000000
-5.56778389,0.51068124,-0.47975183,0.30161744,-0.07376234,0.17966908,-0.11022449,0.00918594,-0.02366037,0.05530038,-0.12991580,0.22178763,-0.15228190,0.00000000,-0.00000000
-5.56178089,0.46850784,-0.44462254,0.28007369,-0.06628779,0.16412409,-0.10228634,0.00809863,-0.02218706,0.05043406,-0.12091472,0.20421245,-0.14045660,0.00000000,-0.00000000
-5.55577789,0.42797857,-0.41046889,0.25863151,-0.05961024,0.14937829,-0.09460756,0.00712131,-0.02068979,0.04581753,-0.11196606,0.18716562,-0.12920429,0.00000000,-0.00000000
-5.54977489,0.38927449,-0.37749962,0.23750702,-0.05368390,0.13546852,-0.08723365,0.00624643,-0.01918599,0.04146516,-0.10315799,0.17074503,-0.11855325,0.00000000,-0.00000000
-5.54377189,0.35256726,-0.34594731,0.21690533,-0.04847757,0.12243138,-0.08021770,0.00546655,-0.01769334,0.03739032,-0.09458012,0.15504385,-0.10854526,0.00000000,-0.00000000
-5.53776888,0.31801661,-0.31605933,0.19701666,-0.04397400,0.11030289,-0.07361835,0.00477452,-0.01622928,0.03360541,-0.08632080,0.14014872,-0.09923301,0.00000000,-0.00000000
-5.53176588,0.28576839,-0.28808965,0.17801327,-0.04016908,0.09911825,-0.06749801,0.00416364,-0.01481055,0.03012191,-0.07846480,0.12613840,-0.09067765,0.00000000,-0.00000000
-5.52576288,0.25595331,-0.26229166,0.16004729,-0.03707107,0.08891177,-0.06192115,0.00362775,-0.01345277,0.02695049,-0.07109141,0.11308278,-0.08294648,0.00000000,-0.00000000
-5.51975988,0.22868655,-0.23891250,0.14324951,-0.03469972,0.07971683,-0.05695295,0.00316135,-0.01217019,0.02410121,-0.06427303,0.10104227,-0.07611108,0.00000000,-0.00000000
-5.51375688,0.20406819,-0.21818878,0.12772904,-0.03308556,0.07156622,-0.05265822,0.00275959,-0.01097541,0.02158378,-0.05807424,0.09006776,-0.07024565,0.00000000,-0.00000000
-5.50775388,0.18218453,-0.20034371,0.11357390,-0.03226908,0.06449249,-0.04910052,0.00241839,-0.00987931,0.01940783,-0.05255131,0.08020090,-0.06542584,0.00000000,-0.00000000
-5.50175088,0.16310998,-0.18558549,0.10085227,-0.03230010,0.05852853,-0.04634161,0.00213438,-0.00889097,0.01758329,-0.04775214,0.07147482,-0.06172782,0.00000000,-0.00000000
-5.49574787,0.14690961,-0.17410676,0.08961433,-0.03323696,0.05370825,-0.04444102,0.00190499,-0.00801773,0.01612078,-0.04371649,0.06391514,-0.05922764,0.00000000,-0.00000000
-5.48974487,0.13364189,-0.16608470,0.07989458,-0.03514575,0.05006718,-0.04345577,0.00172839,-0.00726525,0.01503195,-0.04047656,0.05754116,-0.05800071,0.00000000,-0.00000000
-5.48374187,0.12336152,-0.16168148,0.07171433,-0.03809932,0.04764307,-0.04344008,0.00160351,-0.00663767,0.01432982,-0.03805754,0.05236720,-0.05812136,0.00000000,-0.00000000
-5.47773887,0.11612202,-0.16104485,0.06508425,-0.04217615,0.04647623,-0.04444512,0.00153004,-0.00613777,0.01402905,-0.03647839,0.04840381,-0.05966236,0.00000000,-0.00000000
-5.47173587,0.11197781,-0.16430833,0.06000691,-0.04745887,0.04660963,-0.04651855,0.00150839,-0.00576717,0.01414605,-0.03575250,0.04565892,-0.06269425,0.00000000,-0.00000000
-5.46573287,0.11098549,-0.17159092,0.05647882,-0.05403254,0.04808859,-0.04970396,0.00153966,-0.00552646,0.01469902,-0.03588825,0.04413873,-0.06728447,0.00000000,-0.00000000
-5.45972986,0.11320417,-0.18299610,0.05449231,-0.06198252,0.05096000,-0.05404013,0.00162560,-0.00541546,0.01570775,-0.03688946,0.04384826,-0.07349615,0.00000000,-0.00000000
-5.45372686,0.11869462,-0.19860988,0.05403664,-0.07139201,0.05527106,-0.05956002,0.00176853,-0.00543331,0.01719329,-0.03875559,0.04479146,-0.08138663,0.00000000,-0.00000000
-5.44772386,0.12751714,-0.21849803,0.05509871,-0.08233929,0.06106745,-0.06628959,0.00197128,-0.00557864,0.01917730,-0.04148177,0.04697092,-0.09100554,0.00000000,-0.00000000
-5.44172086,0.13972815,-0.24270245,0.05766302,-0.09489451,0.06839099,-0.07424639,0.00223703,-0.00584968,0.02168133,-0.04505859,0.05038709,-0.10239273,0.00000000,-0.00000000
-5.43571786,0.15537547,-0.27123681,0.06171107,-0.10911644,0.07727683,-0.08343814,0.00256922,-0.00624431,0.02472573,-0.04947177,0.05503709,-0.11557577,0.00000000,-0.00000000
-5.42971486,0.17449256,-0.30408174,0.06722018,-0.12504886,0.08775017,-0.09386106,0.00297136,-0.00676017,0.02832848,-0.05470164,0.06091310,-0.13056744,0.00000000,-0.00000000
-5.42371186,0.19709179,-0.34117971,0.07416183,-0.14271711,0.09982283,-0.10549840,0.00344687,-0.00739463,0.03250380,-0.06072250,0.06800046,-0.14736310,0.00000000,-0.00000000
-5.41770885,0.22315712,-0.38243011,0.08249962,-0.16212454,0.11348963,-0.11831897,0.00399882,-0.00814485,0.03726067,-0.06750210,0.07627557,-0.16593810,0.00000000,-0.00000000
-5.41170585,0.25263657,-0.42768459,0.09218708,-0.18324935,0.12872482,-0.13227589,0.00462976,-0.00900776,0.04260123,-0.07500096,0.08570375,-0.18624547,0.00000000,-0.00000000
-5.40570285,0.28543488,-0.47674324,0.10316537,-0.20604167,0.14547888,-0.14730563,0.00534142,-0.00998003,0.04851930,-0.08317196,0.09623714,-0.20821391,0.00000000,-0.00000000
-5.39969985,0.32140672,-0.52935171,0.11536116,-0.23042122,0.16367575,-0.16332748,0.00613453,-0.01105812,0.05499885,-0.09196003,0.10781285,-0.23174622,0.00000000,-0.00000000
-5.39369685,0.36035118,-0.58519967,0.12868482,-0.25627558,0.18321078,-0.18024328,0.00700851,-0.01223822,0.06201279,-0.10130205,0.12035156,-0.25671836,0.00000000,-0.00000000
-5.38769385,0.40200768,-0.64392069,0.14302910,-0.28345927,0.20394965,-0.19793784,0.00796133,-0.01351628,0.06952186,-0.11112700,0.13375655,-0.28297911,0.00000000,-0.00000000
-5.38169085,0.44605393,-0.70509385,0.15826850,-0.31179353,0.22572831,-0.21627970,0.00898926,-0.01488796,0.07747402,-0.12135639,0.14791352,-0.31035053,0.00000000,-0.00000000
-5.37568784,0.49210622,-0.76824684,0.17425936,-0.34106720,0.24835414,-0.23512242,0.01008674,-0.01634871,0.08580411,-0.13190498,0.16269102,-0.33862911,0.00000000,-0.00000000
-5.36968484,0.53972220,-0.83286087,0.19084084,-0.37103841,0.27160840,-0.25430640,0.01124631,-0.01789368,0.09443412,-0.14268174,0.17794184,-0.36758770,0.00000000,-0.00000000
-5.36368184,0.58840640,-0.89837692,0.20783680,-0.40143720,0.29524992,-0.27366104,0.01245857,-0.01951782,0.10327385,-0.15359105,0.19350510,-0.39697820,0.00000000,-0.00000000
-5.35767884,0.63761840,-0.96420348,0.22505855,-0.43196912,0.31902000,-0.29300731,0.01371221,-0.02121578,0.11222221,-0.16453405,0.20920920,-0.42653481,0.00000000,-0.00000000
-5.35167584,0.68678350,-1.02972525,0.24230845,-0.46231961,0.34264837,-0.31216056,0.01499416,-0.02298198,0.12116900,-0.17541021,0.22487544,-0.45597791,0.00000000,-0.00000000
-5.34567284,0.73530554,-1.09431270,0.25938414,-0.49215908,0.36585999,-0.33093353,0.01628979,-0.02481048,0.12999725,-0.18611886,0.24032220,-0.48501842,0.00000000,-0.00000000
-5.33966983,0.78258148,-1.15733205,0.27608336,-0.52114864,0.38838236,-0.34913940,0.01758318,-0.02669498,0.13858594,-0.19656082,0.25536953,-0.51336236,0.00000000,-0.00000000
-5.33366683,0.82801716,-1.21815542,0.29220907,-0.54894624,0.40995317,-0.36659489,0.01885751,-0.02862873,0.14681317,-0.20663988,0.26984390,-0.54071573,0.00000000,-0.00000000
-5.32766383,0.87104354,-1.27617077,0.30757465,-0.57521314,0.43032769,-0.38312318,0.02009543,-0.03060437,0.15455948,-0.21626425,0.28358292,-0.56678931,0.00000000,-0.00000000
-5.32166083,0.91113272,-1.33079140,0.32200892,-0.59962045,0.44928581,-0.39855665,0.02127961,-0.03261385,0.16171142,-0.22534774,0.29643976,-0.59130350,0.00000000,-0.00000000
-5.31565783,0.94781306,-1.38146466,0.33536077,-0.62185562,0.46663817,-0.41273939,0.02239317,-0.03464823,0.16816505,-0.23381078,0.30828708,-0.61399281,0.00000000,-0.00000000
-5.30965483,0.98068259,-1.42767976,0.34750315,-0.64162875,0.48223113,-0.42552935,0.02342024,-0.03669753,0.17382928,-0.24158124,0.31902020,-0.63461012,0.00000000,-0.00000000
-5.30365183,1.00942027,-1.46897453,0.35833618,-0.65867841,0.49595044,-0.43680019,0.02434647,-0.03875053,0.17862902,-0.24859490,0.32855943,-0.65293056,0.00000000,-0.00000000
-5.29764882,1.03379444,-1.50494094,0.36778934,-0.67277700,0.50772318,-0.44644271,0.02515951,-0.04079468,0.18250783,-0.25479580,0.33685136,-0.66875482,0.00000000,-0.00000000
-5.29164582,1.05366817,-1.53522958,0.37582256,-0.68373538,0.51751826,-0.45436594,0.02584944,-0.04281589,0.18543011,-0.26013631,0.34386915,-0.68191203,0.00000000,-0.00000000
-5.28564282,1.06900141,-1.55955281,0.38242622,-0.69140673,0.52534504,-0.46049794,0.02640915,-0.04479850,0.18738272,-0.26457705,0.34961169,-0.69226204,0.00000000,-0.00000000
-5.27963982,1.07984988,-1.57768701,0.38762014,-0.69568955,0.53125070,-0.46478613,0.02683464,-0.04672523,0.18837595,-0.26808663,0.35410189,-0.69969718,0.00000000,-0.00000000
-5.27363682,1.08636099,-1.58947376,0.39145168,-0.69652961,0.53531609,-0.46719752,0.02712519,-0.04857724,0.18844381,-0.27064142,0.35738405,-0.70414346,0.00000000,-0.00000000
-5.26763382,1.08876706,-1.59482015,0.39399306,-0.69392103,0.53765073,-0.46771850,0.02728350,-0.05033427,0.18764373,-0.27222513,0.35952069,-0.70556120,0.00000000,-0.00000000
-5.26163082,1.08737659,-1.59369850,0.39533823,-0.68790624,0.53838712,-0.46635455,0.02731566,-0.05197486,0.18605569,-0.27282857,0.36058885,-0.70394520,0.00000000,-0.00000000
-5.25562781,1.08256398,-1.58614528,0.39559949,-0.67857499,0.53767479,-0.46312972,0.02723108,-0.05347673,0.18378081,-0.27244934,0.36067639,-0.69932439,0.00000000,-0.00000000
-5.24962481,1.07475858,-1.57225969,0.39490412,-0.66606232,0.53567452,-0.45808594,0.02704230,-0.05481714,0.18093954,-0.27109168,0.35987832,-0.69176100,0.00000000,-0.00000000
-5.24362181,1.06443368,-1.55220174,0.39339129,-0.65054563,0.53255308,-0.45128225,0.02676471,-0.05597351,0.17766959,-0.26876640,0.35829346,-0.68134935,0.00000000,-0.00000000
-5.23761881,1.05209613,-1.52618990,0.39120956,-0.63224090,0.52847877,-0.44279386,0.02641626,-0.05692394,0.17412366,-0.26549092,0.35602178,-0.66821419,0.00000000,-0.00000000
-5.23161581,1.03827716,-1.49449844,0.38851499,-0.61139814,0.52361816,-0.43271119,0.02601704,-0.05764789,0.17046708,-0.26128942,0.35316237,-0.65250868,0.00000000,-0.00000000
-5.22561281,1.02352478,-1.45745433,0.38547016,-0.58829621,0.51813396,-0.42113868,0.02558891,-0.05812691,0.16687558,-0.25619309,0.34981231,-0.63441200,0.00000000,-0.00000000
-5.21960980,1.00839807,-1.41543376,0.38224399,-0.56323711,0.51218431,-0.40819362,0.02515501,-0.05834526,0.16353307,-0.25024030,0.34606643,-0.61412666,0.00000000,-0.00000000
-5.21360680,0.99346337,-1.36885808,0.37901250,-0.53654001,0.50592321,-0.39400477,0.02473934,-0.05829059,0.16062965,-0.24347696,0.34201782,-0.59187543,0.00000000,-0.00000000
-5.20760380,0.97929228,-1.31818934,0.37596021,-0.50853500,0.49950211,-0.37871092,0.02436628,-0.05795456,0.15835987,-0.23595662,0.33775915,-0.56789810,0.00000000,-0.00000000
-5.20160080,0.96646120,-1.26392514,0.37328219,-0.47955688,0.49307235,-0.36245922,0.02406020,-0.05733326,0.15692107,-0.22774065,0.33338450,-0.54244789,0.00000000,-0.00000000
-5.19559780,0.95555188,-1.20659299,0.37118642,-0.44993911,0.48678804,-0.34540348,0.02384492,-0.05642763,0.15651206,-0.21889810,0.32899152,-0.51578780,0.00000000,-0.00000000
-5.18959480,0.94715251,-1.14674400,0.36989612,-0.42000808,0.48080915,-0.32770228,0.02374338,-0.05524363,0.15733176,-0.20950557,0.32468372,-0.48818667,0.00000000,-0.00000000
-5.18359180,0.94185867,-1.08494610,0.36965194,-0.39007779,0.47530441,-0.30951698,0.02377718,-0.05379234,0.15957798,-0.19964668,0.32057253,-0.45991532,0.00000000,-0.00000000
-5.17758879,0.94027352,-1.02177679,0.37071346,-0.36044527,0.47045349,-0.29100960,0.02396620,-0.05208976,0.16344611,-0.18941152,0.31677899,-0.43124258,0.00000000,-0.00000000
-5.17158579,0.94300659,-0.95781556,0.37335991,-0.33138659,0.46644833,-0.27234070,0.02432821,-0.05015660,0.16912765,-0.17889570,0.31343472,-0.40243143,0.00000000,-0.00000000
-5.16558279,0.95067066,-0.89363624,0.37788958,-0.30315381,0.46349324,-0.25366719,0.02487851,-0.04801772,0.17680851,-0.16819941,0.31068209,-0.37373536,0.00000000,-0.00000000
