energy_ev,total_up,total_down,Li_s_up,Li_s_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,2.08560606,-3.20445956,0.26219972,-0.12169229,1.32001362,-2.38187485,0.36756377,-0.95868897,0.00383401,-0.00144347,0.30078197,-1.51063909,1.02357209,-0.52959968,0.00000000,-0.00000000
-5.93396698,2.14265547,-3.16962768,0.26058951,-0.13141765,1.33063018,-2.32795565,0.37840314,-0.94631041,0.00415383,-0.00145521,0.30044264,-1.47437771,1.06297353,-0.54597194,0.00000000,-0.00000000
-5.92796398,2.19809026,-3.12630683,0.25828588,-0.14195272,1.33878164,-2.26649527,0.38897147,-0.93055224,0.00449698,-0.00146634,0.29971990,-1.43239745,1.10172965,-0.56284986,0.00000000,-0.00000000
-5.92196098,2.25106106,-3.07577505,0.25531077,-0.15331679,1.34417787,-2.19881647,0.39903015,-0.91173456,0.00486141,-0.00147675,0.29852739,-1.38547694,1.13938035,-0.58026201,0.00000000,-0.00000000
-5.91595798,2.30063791,-3.01953112,0.25168553,-0.16552788,1.34651478,-2.12638621,0.40833500,-0.89025807,0.00524417,-0.00148654,0.29677941,-1.33450666,1.17541290,-0.59826421,0.00000000,-0.00000000
-5.90995498,2.34583404,-2.95924625,0.24743152,-0.17860027,1.34548630,-2.05076971,0.41664277,-0.86659061,0.00564145,-0.00149601,0.29439363,-1.28046094,1.20927395,-0.61693728,0.00000000,-0.00000000
-5.90395198,2.38563467,-2.89670833,0.24257095,-0.19254156,1.34079818,-1.97358071,0.42371820,-0.84125099,0.00604857,-0.00150575,0.29129419,-1.22436675,1.24038440,-0.63638314,0.00000000,-0.00000000
-5.89794897,2.41902957,-2.83376077,0.23712791,-0.20734936,1.33218284,-1.89642970,0.42934150,-0.81479079,0.00646011,-0.00151659,0.28741475,-1.16727061,1.26815648,-0.65671944,0.00000000,-0.00000000
-5.89194597,2.44504790,-2.77223855,0.23112956,-0.22300774,1.31941428,-1.82087237,0.43331572,-0.78777487,0.00686997,-0.00152966,0.28270168,-1.11020502,1.29201247,-0.67807277,0.00000000,-0.00000000
-5.88594297,2.46279383,-2.71390397,0.22460730,-0.23948344,1.30232236,-1.74836014,0.43547376,-0.76076159,0.00727159,-0.00154636,0.27711679,-1.05415581,1.31140420,-0.70057064,0.00000000,-0.00000000
-5.87993997,2.47148119,-2.66038453,0.21759777,-0.25672234,1.28080541,-1.68019484,0.43568472,-0.73428332,0.00765805,-0.00156837,0.27063978,-1.00003172,1.32583251,-0.72433259,0.00000000,-0.00000000
-5.87393697,2.47046562,-2.61311569,0.21014386,-0.27464607,1.25484058,-1.61748914,0.43385917,-0.70882826,0.00802235,-0.00159762,0.26327002,-0.94863741,1.33486589,-0.74946075,0.00000000,-0.00000000
-5.86793397,2.45927263,-2.57329044,0.20229533,-0.29314926,1.22449129,-1.56113432,0.42995312,-0.68482429,0.00835761,-0.00163624,0.25502763,-0.90065082,1.33815740,-0.77603033,0.00000000,-0.00000000
-5.86193097,2.43762043,-2.54181794,0.19410933,-0.31209755,1.18991126,-1.51177633,0.42397057,-0.66262534,0.00865730,-0.00168657,0.24595382,-0.85660583,1.33545927,-0.80408040,0.00000000,-0.00000000
-5.85592796,2.40543641,-2.51929261,0.18565058,-0.33132664,1.15134508,-1.46980111,0.41596428,-0.64250098,0.00891549,-0.00175105,0.23611033,-0.81688062,1.32663448,-0.83360553,0.00000000,-0.00000000
-5.84992496,2.36286662,-2.50597491,0.17699134,-0.35064252,1.10912519,-1.43532932,0.40603504,-0.62462945,0.00912709,-0.00183215,0.22557817,-0.78169211,1.31166485,-0.86454872,0.00000000,-0.00000000
-5.84392196,2.31027785,-2.50178440,0.16821114,-0.36982311,1.06366540,-1.40822078,0.39432919,-0.60909445,0.00928806,-0.00193233,0.21445558,-0.75109642,1.29065531,-0.89679600,0.00000000,-0.00000000
-5.83791896,2.24825233,-2.50630530,0.15939636,-0.38862136,1.01545146,-1.38808790,0.38103464,-0.59588563,0.00939559,-0.00205394,0.20285538,-0.72499523,1.26383418,-0.93017308,0.00000000,-0.00000000
-5.83191596,2.17757530,-2.51880407,0.15063964,-0.40676975,0.96502903,-1.37431765,0.36637555,-0.58490280,0.00944826,-0.00219909,0.19090184,-0.70314744,1.23154947,-0.96444424,0.00000000,-0.00000000
-5.82591296,2.09921611,-2.53825817,0.14203919,-0.42398625,0.91298976,-1.36610077,0.35060595,-0.57596337,0.00944615,-0.00236957,0.17872725,-0.68518560,1.19426133,-0.99931367,0.00000000,-0.00000000
-5.81990995,2.01430364,-2.56339476,0.13369806,-0.43998142,0.85995603,-1.36246712,0.33400246,-0.56881286,0.00939089,-0.00256676,0.16646831,-0.67063623,1.15253099,-1.03442929,0.00000000,-0.00000000
-5.81390695,1.92409720,-2.59273745,0.12572334,-0.45446659,0.80656515,-1.36232545,0.31685654,-0.56313782,0.00928573,-0.00279152,0.15426258,-0.65894297,1.10700666,-1.06938879,0.00000000,-0.00000000
-5.80790395,1.82995387,-2.62465931,0.11822537,-0.46716255,0.75345361,-1.36450613,0.29946656,-0.55858051,0.00913541,-0.00304408,0.14224507,-0.64949180,1.05840683,-1.10374786,0.00000000,-0.00000000
-5.80190095,1.73329386,-2.65743978,0.11131690,-0.47780859,0.70124195,-1.36780493,0.28212991,-0.55475482,0.00894617,-0.00332396,0.13054516,-0.64163693,1.00750177,-1.13703027,0.00000000,-0.00000000
-5.79589795,1.63556488,-2.68932331,0.10511217,-0.48617143,0.65052091,-1.37102627,0.26513544,-0.55126263,0.00872552,-0.00362993,0.11928391,-0.63472656,0.95509375,-1.16873925,0.00000000,-0.00000000
-5.78989495,1.53820687,-2.71857727,0.09972602,-0.49205345,0.60183904,-1.37302429,0.24875664,-0.54770988,0.00848214,-0.00395991,0.10857191,-0.62812747,0.90199681,-1.19836997,0.00000000,-0.00000000
-5.78389195,1.44261822,-2.74354727,0.09527275,-0.49530010,0.55569235,-1.37274026,0.23324545,-0.54372190,0.00822562,-0.00431100,0.09850759,-0.62124741,0.84901661,-1.22542245,0.00000000,-0.00000000
-5.77788894,1.35012444,-2.76270761,0.09186490,-0.49580583,0.51251594,-1.36923507,0.21882710,-0.53895719,0.00796623,-0.00467945,0.08917615,-0.61355470,0.79693121,-1.24941458,0.00000000,-0.00000000
-5.77188594,1.26195008,-2.77470554,0.08961173,-0.49351845,0.47267780,-1.36171581,0.20569601,-0.53311931,0.00771461,-0.00506069,0.08064891,-0.60459435,0.74647319,-1.26989480,0.00000000,-0.00000000
-5.76588294,1.17919465,-2.77839788,0.08861751,-0.48844159,0.43647473,-1.34955573,0.19401266,-0.52596643,0.00748154,-0.00544945,0.07298316,-0.59400029,0.69831366,-1.28645397,0.00000000,-0.00000000
-5.75987994,1.10281282,-2.77287918,0.08897941,-0.48063519,0.40413026,-1.33230719,0.18390163,-0.51731837,0.00727760,-0.00583978,0.06622246,-0.58150342,0.65304865,-1.29873624,0.00000000,-0.00000000
-5.75387694,1.03359928,-2.75750106,0.09078514,-0.47021393,0.37579441,-1.30970753,0.17545063,-0.50706091,0.00711288,-0.00622525,0.06039710,-0.56693548,0.61118800,-1.30644858,0.00000000,-0.00000000
-5.74787394,0.97217834,-2.73188250,0.09411023,-0.45734386,0.35154500,-1.28167802,0.16871052,-0.49514738,0.00699671,-0.00659908,0.05552493,-0.55022893,0.57314712,-1.30936882,0.00000000,-0.00000000
-5.74187094,0.91899806,-2.69591166,0.09901498,-0.44223718,0.33139038,-1.24831657,0.16369617,-0.48159781,0.00693734,-0.00695433,0.05161223,-0.53141297,0.53924154,-1.30735208,0.00000000,-0.00000000
-5.73586793,0.87432889,-2.64973958,0.10554130,-0.42514564,0.31527322,-1.20988464,0.16038813,-0.46649556,0.00694174,-0.00728409,0.04865465,-0.51060626,0.50968435,-1.30033551,0.00000000,-0.00000000
-5.72986493,0.83826641,-2.59376697,0.11370929,-0.40635286,0.30307522,-1.16678965,0.15873494,-0.44998212,0.00701533,-0.00758172,0.04663818,-0.48800691,0.48458636,-1.28834125,0.00000000,-0.00000000
-5.72386193,0.81073769,-2.52862479,0.12351393,-0.38616581,0.29462237,-1.11956359,0.15865593,-0.43225005,0.00716180,-0.00784105,0.04553994,-0.46388022,0.46395877,-1.27147770,0.00000000,-0.00000000
-5.71785893,0.79151104,-2.45515006,0.13492190,-0.36490610,0.28969082,-1.06883921,0.16004453,-0.41353486,0.00738294,-0.00805658,0.04532899,-0.43854505,0.44771825,-1.24993903,0.00000000,-0.00000000
-5.71185593,0.78020855,-2.37435799,0.14786876,-0.34290122,0.28801298,-1.01532476,0.16277184,-0.39410586,0.00767856,-0.00822370,0.04596697,-0.41235927,0.43569391,-1.22400295,0.00000000,-0.00000000
-5.70585293,0.77632094,-2.28741137,0.16225673,-0.32047630,0.28928384,-0.95977842,0.16669050,-0.37425673,0.00804637,-0.00833886,0.04740860,-0.38570516,0.42763611,-1.19402672,0.00000000,-0.00000000
-5.69984992,0.77922443,-2.19558857,0.17795313,-0.29794662,0.29316744,-0.90298340,0.17163861,-0.35429593,0.00848203,-0.00839968,0.04960214,-0.35897518,0.42322664,-1.16044146,0.00000000,-0.00000000
-5.69384692,0.78819901,-2.10025075,0.19478992,-0.27561110,0.29930345,-0.84572453,0.17744385,-0.33453740,0.00897914,-0.00840509,0.05248972,-0.33255873,0.42208989,-1.12374479,0.00000000,-0.00000000
-5.68784392,0.80244791,-2.00280919,0.21256424,-0.25374699,0.30731371,-0.78876702,0.18392754,-0.31529177,0.00952939,-0.00835540,0.05600771,-0.30683022,0.42380496,-1.08449171,0.00000000,-0.00000000
-5.68184092,0.82111768,-1.90469340,0.23104028,-0.23260597,0.31680888,-0.73283791,0.19090871,-0.29685828,0.01012268,-0.00825230,0.06008706,-0.28213884,0.42791808,-1.04328404,0.00000000,-0.00000000
-5.67583792,0.84331882,-1.80732027,0.24995244,-0.21241141,0.32739506,-0.67861050,0.19820805,-0.27951761,0.01074740,-0.00809882,0.06465372,-0.25880021,0.43395528,-1.00075827,0.00000000,-0.00000000
-5.66983492,0.86814634,-1.71206487,0.26900993,-0.19335712,0.33868038,-0.62669193,0.20565172,-0.26352556,0.01139066,-0.00789933,0.06962915,-0.23708988,0.44143497,-0.95757214,0.00000000,-0.00000000
-5.66383192,0.89470009,-1.62023306,0.28790256,-0.17560713,0.35028152,-0.57761387,0.21307501,-0.24910775,0.01203865,-0.00765937,0.07493103,-0.21723881,0.44988018,-0.91439026,0.00000000,-0.00000000
-5.65782891,0.92210450,-1.53303615,0.30630780,-0.15929658,0.36183016,-0.53182627,0.22032574,-0.23645530,0.01267701,-0.00738555,0.08047401,-0.19943063,0.45883021,-0.87186893,0.00000000,-0.00000000
-5.65182591,0.94952737,-1.45156796,0.32389882,-0.14453345,0.37297908,-0.48969378,0.22726733,-0.22572136,0.01329125,-0.00708534,0.08617076,-0.18380060,0.46785150,-0.83064062,0.00000000,-0.00000000
-5.64582291,0.97619735,-1.37678434,0.34035321,-0.13140083,0.38340812,-0.45149473,0.23378160,-0.21701862,0.01386716,-0.00676694,0.09193306,-0.17043590,0.47654748,-0.79129855,0.00000000,-0.00000000
-5.63981991,1.00141982,-1.30948558,0.35536206,-0.11995969,0.39282952,-0.41742211,0.23977102,-0.21041758,0.01439128,-0.00643902,0.09767316,-0.15937725,0.48456720,-0.75438190,0.00000000,-0.00000000
-5.63381691,1.02459066,-1.25030190,0.36863920,-0.11025166,0.40099278,-0.38758646,0.24516065,-0.20594561,0.01485129,-0.00611056,0.10330516,-0.15062140,0.49161259,-0.72036206,0.00000000,-0.00000000
-5.62781391,1.04520776,-1.19968235,0.37992986,-0.10230191,0.40768876,-0.36202000,0.24989939,-0.20358689,0.01523645,-0.00579059,0.10874650,-0.14412441,0.49744415,-0.68963049,0.00000000,-0.00000000
-5.62181091,1.06287979,-1.15788746,0.38901880,-0.09612167,0.41275289,-0.34068199,0.25396078,-0.20328296,0.01553793,-0.00548800,0.11391946,-0.13980536,0.50188491,-0.66248873,0.00000000,-0.00000000
-5.61580790,1.07733195,-1.12498587,0.39573709,-0.09171043,0.41606739,-0.32346489,0.25734303,-0.20493411,0.01574914,-0.00521136,0.11875263,-0.13755048,0.50482267,-0.63914088,0.00000000,-0.00000000
-5.60980490,1.08840861,-1.10085531,0.39996758,-0.08905760,0.41756237,-0.31020101,0.26006856,-0.20840153,0.01586593,-0.00496872,0.12318232,-0.13721746,0.50621028,-0.61968896,0.00000000,-0.00000000
-5.60380190,1.09607248,-1.08518790,0.40164856,-0.08814357,0.41721572,-0.30066968,0.26218268,-0.21351025,0.01588675,-0.00476747,0.12715373,-0.13863975,0.50606408,-0.60413142,0.00000000,-0.00000000
-5.59779890,1.10040053,-1.07750000,0.40077553,-0.08894016,0.41505184,-0.29460459,0.26375177,-0.22005278,0.01581270,-0.00461414,0.13062200,-0.14163098,0.50446047,-0.59236485,0.00000000,-0.00000000
-5.59179590,1.10157644,-1.07714645,0.39740094,-0.09141048,0.41113908,-0.29170125,0.26486072,-0.22779360,0.01564750,-0.00451434,0.13355298,-0.14598920,0.50153070,-0.58418897,0.00000000,-0.00000000
-5.58579290,1.09988001,-1.08333891,0.39163191,-0.09550821,0.40558608,-0.29162454,0.26560982,-0.23647433,0.01539735,-0.00447259,0.13592369,-0.15150112,0.49745410,-0.57931473,0.00000000,-0.00000000
-5.57978989,1.09567364,-1.09516798,0.38362611,-0.10117636,0.39853706,-0.29401620,0.26611116,-0.24581957,0.01507068,-0.00449229,0.13772251,-0.15794616,0.49244979,-0.57737514,0.00000000,-0.00000000
-5.57378689,1.08938648,-1.11162854,0.37358582,-0.10834573,0.39016617,-0.29850217,0.26648457,-0.25554331,0.01467787,-0.00457559,0.13894904,-0.16510042,0.48676736,-0.57793865,0.00000000,-0.00000000
-5.56778389,1.08149663,-1.13164753,0.36175066,-0.11693317,0.38067118,-0.30469988,0.26685331,-0.26535569,0.01423088,-0.00472338,0.13961365,-0.17274050,0.48067664,-0.58052435,0.00000000,-0.00000000
-5.56178089,1.07251199,-1.15411334,0.34838914,-0.12683974,0.37026672,-0.31222522,0.26733961,-0.27497005,0.01374278,-0.00493528,0.13973676,-0.18064717,0.47445701,-0.58461859,0.00000000,-0.00000000
-5.55577789,1.06295061,-1.17790605,0.33378956,-0.13794907,0.35917715,-0.32069929,0.26806014,-0.28411004,0.01322733,-0.00520957,0.13934784,-0.18860875,0.46838654,-0.58969229,0.00000000,-0.00000000
-5.54977489,1.05332102,-1.20192735,0.31825051,-0.15012602,0.34762962,-0.32975471,0.26912172,-0.29251643,0.01269845,-0.00554327,0.13848419,-0.19642448,0.46273146,-0.59521832,0.00000000,-0.00000000
-5.54377189,1.04410339,-1.22512931,0.30207161,-0.16321594,0.33584719,-0.33904161,0.27061721,-0.29995366,0.01216978,-0.00593215,0.13718961,-0.20390742,0.45773615,-0.60068831,0.00000000,-0.00000000
-5.53776888,1.03573216,-1.24654112,0.28554457,-0.17704448,0.32404258,-0.34823301,0.27262196,-0.30621561,0.01165419,-0.00637081,0.13551294,-0.21088717,0.45361422,-0.60562830,0.00000000,-0.00000000
-5.53176588,1.02858069,-1.26529284,0.26894513,-0.19141836,0.31241254,-0.35702971,0.27519075,-0.31113061,0.01116336,-0.00685279,0.13350650,-0.21721221,0.45054072,-0.60961272,0.00000000,-0.00000000
-5.52576288,1.02294863,-1.28063556,0.25252613,-0.20612703,0.30113305,-0.36516446,0.27835541,-0.31456539,0.01070745,-0.00737067,0.13122468,-0.22275190,0.44864601,-0.61227617,0.00000000,-0.00000000
-5.51975988,1.01905225,-1.29195747,0.23651181,-0.22094526,0.29035560,-0.37240549,0.28212332,-0.31642784,0.01029475,-0.00791629,0.12872244,-0.22739795,0.44801125,-0.61332279,0.00000000,-0.00000000
-5.51375688,1.01701814,-1.29879530,0.22109361,-0.23563681,0.28020438,-0.37855931,0.28647661,-0.31666857,0.00993149,-0.00848085,0.12605408,-0.23106552,0.44866591,-0.61253291,0.00000000,-0.00000000
-5.50775388,1.01688038,-1.30084110,0.20642744,-0.24995900,0.27077473,-0.38347268,0.29137231,-0.31528111,0.00962170,-0.00905521,0.12327204,-0.23369382,0.45058697,-0.60976685,0.00000000,-0.00000000
-5.50175088,1.01858134,-1.29794424,0.19263245,-0.26366805,0.26213258,-0.38703383,0.29674333,-0.31230086,0.00936715,-0.00963007,0.12042599,-0.23524625,0.45370023,-0.60496601,0.00000000,-0.00000000
-5.49574787,1.02197572,-1.29010886,0.17979124,-0.27652514,0.25431491,-0.38917290,0.30250030,-0.30780283,0.00916738,-0.01019621,0.11756207,-0.23570997,0.45788331,-0.59815122,0.00000000,-0.00000000
-5.48974487,1.02683788,-1.27748690,0.16795126,-0.28830286,0.24733124,-0.38986148,0.30853412,-0.30189822,0.00901982,-0.01074477,0.11472234,-0.23509511,0.46297038,-0.58941861,0.00000000,-0.00000000
-5.48374187,1.03287186,-1.26036737,0.15712741,-0.29879173,0.24116583,-0.38911151,0.31471921,-0.29473013,0.00892000,-0.01126744,0.11194445,-0.23343349,0.46875824,-0.57893327,0.00000000,-0.00000000
-5.47773887,1.03972377,-1.23916206,0.14730548,-0.30780669,0.23578060,-0.38697326,0.32091732,-0.28646841,0.00886176,-0.01175671,0.10926149,-0.23077690,0.47501372,-0.56692103,0.00000000,-0.00000000
-5.47173587,1.04699595,-1.21438852,0.13844622,-0.31519300,0.23111854,-0.38353263,0.32698176,-0.27730401,0.00883759,-0.01220609,0.10670196,-0.22719508,0.48148192,-0.55365873,0.00000000,-0.00000000
-5.46573287,1.05426229,-1.18665068,0.13048989,-0.32083146,0.22710746,-0.37890771,0.33276187,-0.26744292,0.00883894,-0.01261018,0.10428990,-0.22277333,0.48789500,-0.53946330,0.00000000,-0.00000000
-5.45972986,1.06108417,-1.15661791,0.12336099,-0.32464247,0.22366386,-0.37324466,0.33810769,-0.25709993,0.00885663,-0.01296488,0.10204510,-0.21760984,0.49398135,-0.52468009,0.00000000,-0.00000000
-5.45372686,1.06702636,-1.12500291,0.11697304,-0.32658885,0.22069685,-0.36671297,0.34287452,-0.24649254,0.00888119,-0.01326736,0.09998331,-0.21181289,0.49947458,-0.50967081,0.00000000,-0.00000000
-5.44772386,1.07167234,-1.09253923,0.11123310,-0.32667719,0.21811186,-0.35950014,0.34692740,-0.23583490,0.00890322,-0.01351612,0.09811648,-0.20549777,0.50412226,-0.49480138,0.00000000,-0.00000000
-5.44172086,1.07463844,-1.05995880,0.10604603,-0.32495752,0.21581413,-0.35180592,0.35014519,-0.22533225,0.00891377,-0.01371090,0.09645301,-0.19878373,0.50769396,-0.48043006,0.00000000,-0.00000000
-5.43571786,1.07558651,-1.02797019,0.10131833,-0.32152144,0.21371174,-0.34383616,0.35242433,-0.21517586,0.00890464,-0.01385261,0.09499787,-0.19179080,0.50998845,-0.46689611,0.00000000,-0.00000000
-5.42971486,1.07423454,-0.99723786,0.09696134,-0.31649860,0.21171831,-0.33579645,0.35368197,-0.20553847,0.00886864,-0.01394313,0.09375273,-0.18463679,0.51083980,-0.45450932,0.00000000,-0.00000000
-5.42371186,1.07036514,-0.96836319,0.09289400,-0.31005180,0.20975502,-0.32788571,0.35385858,-0.19657051,0.00879984,-0.01398516,0.09271598,-0.17743427,0.51012225,-0.44354058,0.00000000,-0.00000000
-5.41770885,1.06383157,-0.94186752,0.08904493,-0.30237088,0.20775227,-0.32028988,0.35291986,-0.18839703,0.00869369,-0.01398197,0.09188271,-0.17028787,0.50775372,-0.43421371,0.00000000,-0.00000000
-5.41170585,1.05456141,-0.91817772,0.08535389,-0.29366556,0.20565072,-0.31317587,0.35085795,-0.18111543,0.00854712,-0.01393722,0.09124466,-0.16329178,0.50369796,-0.42669879,0.00000000,-0.00000000
-5.40570285,1.04255766,-0.89761478,0.08177271,-0.28415780,0.20340184,-0.30668616,0.34769192,-0.17479401,0.00835862,-0.01385466,0.09079010,-0.15652768,0.49796525,-0.42110716,0.00000000,-0.00000000
-5.39969985,1.02789763,-0.88038558,0.07826570,-0.27407384,0.20096803,-0.30093396,0.34346755,-0.16947128,0.00812817,-0.01373799,0.09050380,-0.15006303,0.49061178,-0.41748815,0.00000000,-0.00000000
-5.39369685,1.01072963,-0.86657839,0.07480951,-0.26363633,0.19832237,-0.29599946,0.33825649,-0.16515620,0.00785717,-0.01359060,0.09036702,-0.14394991,0.48173768,-0.41582777,0.00000000,-0.00000000
-5.38769385,0.99126781,-0.85616203,0.07139264,-0.25305700,0.19544803,-0.29192709,0.33215466,-0.16182914,0.00754831,-0.01341549,0.09035756,-0.13822434,0.47148395,-0.41604930,0.00000000,-0.00000000
-5.38169085,0.96978535,-0.84898912,0.06801456,-0.24253002,0.19233744,-0.28872408,0.32528020,-0.15944361,0.00720540,-0.01321513,0.09044996,-0.13290621,0.46002834,-0.41801598,0.00000000,-0.00000000
-5.37568784,0.94660638,-0.84480313,0.06468459,-0.23222653,0.18899135,-0.28636036,0.31777078,-0.15792879,0.00683317,-0.01299138,0.09061587,-0.12799978,0.44758030,-0.42153553,0.00000000,-0.00000000
-5.36968484,0.92209688,-0.84324935,0.06142050,-0.22229041,0.18541773,-0.28476991,0.30978054,-0.15719262,0.00643704,-0.01274553,0.09082453,-0.12349473,0.43437534,-0.42636668,0.00000000,-0.00000000
-5.36368184,0.89665500,-0.84388921,0.05824700,-0.21283541,0.18163076,-0.28385345,0.30147660,-0.15712561,0.00602289,-0.01247834,0.09104340,-0.11936773,0.42066879,-0.43222733,0.00000000,-0.00000000
-5.35767884,0.87070087,-0.84621785,0.05519416,-0.20394390,0.17764972,-0.28348251,0.29303531,-0.15760497,0.00559682,-0.01219008,0.09123902,-0.11558451,0.40672926,-0.43880422,0.00000000,-0.00000000
-5.35167584,0.84466637,-0.84968406,0.05229571,-0.19566691,0.17349815,-0.28350467,0.28463823,-0.15849924,0.00516497,-0.01188071,0.09137790,-0.11210224,0.39283188,-0.44576383,0.00000000,-0.00000000
-5.34567284,0.81898490,-0.85371204,0.04958745,-0.18802571,0.16920289,-0.28374971,0.27646798,-0.15967307,0.00473327,-0.01154998,0.09142759,-0.10887226,0.37925159,-0.45276405,0.00000000,-0.00000000
-5.33966983,0.79408153,-0.85772409,0.04710559,-0.18101445,0.16479346,-0.28403662,0.26870403,-0.16099209,0.00430728,-0.01119763,0.09135775,-0.10584287,0.36625646,-0.45946630,0.00000000,-0.00000000
-5.33366683,0.77036345,-0.86116343,0.04488526,-0.17460395,0.16030141,-0.28418092,0.26151842,-0.16232771,0.00389207,-0.01082350,0.09114119,-0.10296223,0.35410127,-0.46554763,0.00000000,-0.00000000
-5.32766383,0.74821105,-0.86351603,0.04295911,-0.16874608,0.15575985,-0.28400214,0.25507166,-0.16356161,0.00349209,-0.01042771,0.09075495,-0.10018108,0.34302153,-0.47071227,0.00000000,-0.00000000
-5.32166083,0.72796959,-0.86433073,0.04135602,-0.16337879,0.15120305,-0.28333113,0.24950863,-0.16458982,0.00311109,-0.01001078,0.09018115,-0.09745528,0.33322783,-0.47470224,0.00000000,-0.00000000
-5.31565783,0.70994172,-0.86323666,0.04010000,-0.15843120,0.14666618,-0.28201676,0.24495487,-0.16532625,0.00275209,-0.00957372,0.08940780,-0.09474795,0.32490089,-0.47730653,0.00000000,-0.00000000
-5.30965483,0.69438080,-0.85995723,0.03920926,-0.15382863,0.14218500,-0.27993186,0.24151313,-0.16570540,0.00241736,-0.00911810,0.08842929,-0.09203123,0.31818718,-0.47836845,0.00000000,-0.00000000
-5.30365183,0.68148534,-0.85432008,0.03869554,-0.14949739,0.13779575,-0.27697801,0.23926032,-0.16568431,0.00210846,-0.00864607,0.08724677,-0.08928753,0.31319537,-0.47779087,0.00000000,-0.00000000
-5.29764882,0.67139454,-0.84626262,0.03856354,-0.14536891,0.13353492,-0.27308915,0.23824507,-0.16524354,0.00182626,-0.00816036,0.08586821,-0.08651013,0.30999361,-0.47553905,0.00000000,-0.00000000
-5.29164582,0.66418529,-0.83583275,0.03881077,-0.14138319,0.12943926,-0.26823367,0.23848592,-0.16438720,0.00157104,-0.00766418,0.08430831,-0.08370337,0.30860788,-0.47164100,0.00000000,-0.00000000
-5.28564282,0.65987074,-0.82318504,0.03942750,-0.13749140,0.12554569,-0.26241514,0.23997027,-0.16314198,0.00134253,-0.00716120,0.08258808,-0.08088219,0.30902134,-0.46618531,0.00000000,-0.00000000
-5.27963982,0.65840060,-0.80857230,0.04039708,-0.13365757,0.12189139,-0.25567149,0.24265423,-0.16155534,0.00114000,-0.00665541,0.08073443,-0.07807115,0.31117495,-0.45931660,0.00000000,-0.00000000
-5.27363682,0.65966355,-0.79233329,0.04169654,-0.12985936,0.11851400,-0.24807286,0.24646343,-0.15969274,0.00096241,-0.00615100,0.07877941,-0.07530312,0.31496931,-0.45122872,0.00000000,-0.00000000
-5.26763382,0.66349174,-0.77487687,0.04329743,-0.12608786,0.11545199,-0.23971827,0.25129487,-0.15763434,0.00080842,-0.00565222,0.07675956,-0.07261754,0.32026792,-0.44215614,0.00000000,-0.00000000
-5.26163082,0.66966759,-0.75666371,0.04516699,-0.12234672,0.11274513,-0.23073117,0.25701990,-0.15547097,0.00067654,-0.00516325,0.07471519,-0.07005843,0.32690170,-0.43236387,0.00000000,-0.00000000
