energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.89194597,1.13745755,0.16470306,0.09753356,0.00121381,0.29904707,0.01397117,0.37991893,0.28130580,0.36097603
-5.88594297,1.09434518,0.15944827,0.09140110,0.00120617,0.29039629,0.01351199,0.36329614,0.27941532,0.34611754
-5.87993997,1.05975804,0.15576483,0.08613139,0.00121967,0.28454513,0.01306958,0.34896769,0.28213995,0.33355223
-5.87393697,1.03403879,0.15363363,0.08171744,0.00125487,0.28167041,0.01264722,0.33695803,0.28963940,0.32342949
-5.86793397,1.01747692,0.15303246,0.07815553,0.00131210,0.28191597,0.01224853,0.32729528,0.30203359,0.31587520
-5.86193097,1.01030625,0.15393443,0.07544496,0.00139150,0.28539353,0.01187731,0.32000841,0.31940263,0.31099214
-5.85592796,1.01270150,0.15630590,0.07358747,0.00149294,0.29218392,0.01153736,0.31512360,0.34178691,0.30886024
-5.84992496,1.02477439,0.16010421,0.07258639,0.00161608,0.30233856,0.01123228,0.31265996,0.36918767,0.30953686
-5.84392196,1.04656988,0.16527542,0.07244544,0.00176034,0.31588127,0.01096530,0.31262491,0.40156804,0.31305711
-5.83791896,1.07806296,0.17175214,0.07316744,0.00192486,0.33281046,0.01073916,0.31500965,0.43885471,0.31943439
-5.83191596,1.11915665,0.17945177,0.07475278,0.00210854,0.35310164,0.01055595,0.31978496,0.48094036,0.32866106
-5.82591296,1.16968158,0.18827528,0.07719793,0.00231002,0.37671036,0.01041704,0.32689765,0.52768686,0.34070963
-5.81990995,1.22939742,0.19810669,0.08049387,0.00252766,0.40357546,0.01032308,0.33626784,0.57892934,0.35553410
-5.81390695,1.29799632,0.20881337,0.08462466,0.00275959,0.43362253,0.01027392,0.34778741,0.63448084,0.37307182
-5.80790395,1.37510821,0.22024704,0.08956605,0.00300365,0.46676744,0.01026872,0.36131945,0.69413761,0.39324556
-5.80190095,1.46030766,0.23224579,0.09528439,0.00325745,0.50291974,0.01030595,0.37669902,0.75768446,0.41596571
-5.79589795,1.55312168,0.24463664,0.10173564,0.00351835,0.54198564,0.01038353,0.39373495,0.82490008,0.44113249
-5.78989495,1.65303793,0.25723896,0.10886478,0.00378351,0.58387025,0.01049889,0.41221270,0.89556168,0.46863793
-5.78389195,1.75951243,0.26986818,0.11660544,0.00404989,0.62847886,0.01064913,0.43189794,0.96944858,0.49836736
-5.77788894,1.87197601,0.28233999,0.12487989,0.00431431,0.67571681,0.01083109,0.45254088,1.04634424,0.53020018
-5.77188594,1.98983865,0.29447451,0.13359941,0.00457344,0.72548797,0.01104145,0.47388074,1.12603633,0.56400970
-5.76588294,2.11249125,0.30610037,0.14266495,0.00482388,0.77769132,0.01127683,0.49565053,1.20831450,0.59966208
-5.75987994,2.23930423,0.31705857,0.15196822,0.00506223,0.83221603,0.01153384,0.51758150,1.29296575,0.63701394
-5.75387694,2.36962287,0.32720573,0.16139305,0.00528509,0.88893470,0.01180907,0.53940734,1.37976727,0.67590905
-5.74787394,2.50275975,0.33641674,0.17081714,0.00548916,0.94769531,0.01209912,0.56086784,1.46847705,0.71617407
-5.74187094,2.63798445,0.34458672,0.18011401,0.00567129,1.00831215,0.01240055,0.58171193,1.55882269,0.75761352
-5.73586793,2.77451177,0.35163211,0.18915526,0.00582855,1.07055629,0.01270983,0.60170011,1.65048893,0.80000451
-5.72986493,2.91148927,0.35749099,0.19781299,0.00595829,1.13414626,0.01302330,0.62060618,1.74310489,0.84309157
-5.72386193,3.04798573,0.36212269,0.20596236,0.00605821,1.19873955,0.01333706,0.63821853,1.83623177,0.88658210
-5.71785893,3.18298178,0.36550666,0.21348420,0.00612642,1.26392601,0.01364695,0.65434087,1.92935228,0.93014293
-5.71185593,3.31536443,0.36764086,0.22026758,0.00616151,1.32922350,0.01394847,0.66879286,2.02186266,0.97339861
-5.70585293,3.44392667,0.36853978,0.22621232,0.00616256,1.39407678,0.01423679,0.68141053,2.11306842,1.01593179
-5.69984992,3.56737338,0.36823218,0.23123132,0.00612920,1.45786010,0.01450672,0.69204680,2.20218462,1.05728607
-5.69384692,3.68433432,0.36675882,0.23525262,0.00606164,1.51988376,0.01475281,0.70057224,2.28834136,1.09697157
-5.68784392,3.79338456,0.36417027,0.23822114,0.00596063,1.57940494,0.01496940,0.70687612,2.37059479,1.13447323
-5.68184092,3.89307223,0.36052492,0.24010004,0.00582754,1.63564256,0.01515079,0.71086786,2.44794376,1.16926185
-5.67583792,3.98195289,0.35588728,0.24087162,0.00566423,1.68779591,0.01529135,0.71247885,2.51935183,1.20080732
-5.66983492,4.05862942,0.35032665,0.24053781,0.00547308,1.73506636,0.01538574,0.71166458,2.58377388,1.22859385
-5.66383192,4.12179572,0.34391623,0.23912008,0.00525693,1.77668129,0.01542913,0.70840696,2.64018641,1.25213634
-5.65782891,4.17028231,0.33673244,0.23665889,0.00501898,1.81191929,0.01541737,0.70271672,2.68762037,1.27099726
-5.65182591,4.20310155,0.32885464,0.23321268,0.00476272,1.84013534,0.01534725,0.69463569,2.72519480,1.28480306
-5.64582291,4.21949005,0.32036511,0.22885639,0.00449187,1.86078489,0.01521666,0.68423864,2.75214997,1.29325948
-5.63981991,4.21894606,0.31134906,0.22367958,0.00421024,1.87344543,0.01502478,0.67163468,2.76787814,1.29616466
-5.63381691,4.20125972,0.30189474,0.21778421,0.00392166,1.87783470,0.01477215,0.65696788,2.77195052,1.29341954
-5.62781391,4.16653414,0.29209351,0.21128226,0.00362992,1.87382419,0.01446081,0.64041707,2.76413894,1.28503470
-5.62181091,4.11519629,0.28203977,0.20429307,0.00333862,1.86144761,0.01409429,0.62219457,2.74443110,1.27113339
-5.61580790,4.04799661,0.27183071,0.19694070,0.00305114,1.84090346,0.01367759,0.60254408,2.71303850,1.25195045
-5.60980490,3.96599727,0.26156585,0.18935132,0.00277053,1.81255173,0.01321710,0.58173743,2.67039666,1.22782699
-5.60380190,3.87054936,0.25134639,0.18165065,0.00249953,1.77690477,0.01272050,0.56007060,2.61715739,1.19920118
-5.59779890,3.76325999,0.24127437,0.17396170,0.00224045,1.73461272,0.01219655,0.53785886,2.55417357,1.16659549
-5.59179590,3.64595084,0.23145163,0.16640276,0.00199519,1.68644421,0.01165494,0.51543141,2.48247694,1.13060090
-5.58579290,3.52060989,0.22197881,0.15908568,0.00176524,1.63326319,0.01110606,0.49312570,2.40325009,1.09185896
-5.57978989,3.38933859,0.21295426,0.15211462,0.00155164,1.57600299,0.01056077,0.47128149,2.31779377,1.05104241
-5.57378689,3.25429683,0.20447304,0.14558511,0.00135506,1.51563884,0.01003015,0.45023517,2.22749098,1.00883529
-5.56778389,3.11764802,0.19662605,0.13958357,0.00117579,1.45315996,0.00952535,0.43031423,2.13376951,0.96591348
-5.56178089,2.98150652,0.18949940,0.13418720,0.00101377,1.38954249,0.00905732,0.41183225,2.03806442,0.92292635
-5.55577789,2.84788948,0.18317395,0.12946419,0.00086866,1.32572438,0.00863669,0.39508452,1.94178185,0.88048050
-5.54977489,2.71867474,0.17772517,0.12547425,0.00073989,1.26258314,0.00827358,0.38034423,1.84626582,0.83912595
-5.54377189,2.59556612,0.17322313,0.12226940,0.00062668,1.20091716,0.00797754,0.36785950,1.75276885,0.79934540
-5.53776888,2.48006680,0.16973281,0.11989479,0.00052812,1.14143128,0.00775742,0.35785101,1.66242742,0.76154675
-5.53176588,2.37346136,0.16731450,0.11838975,0.00044322,1.08472677,0.00762136,0.35051034,1.57624298,0.72605895
-5.52576288,2.27680615,0.16602427,0.11778867,0.00037092,1.03129584,0.00757674,0.34599887,1.49506860,0.69313122
-5.51975988,2.19092771,0.16591449,0.11812192,0.00031017,0.98152044,0.00763019,0.34444717,1.41960143,0.66293523
-5.51375688,2.11642825,0.16703425,0.11941653,0.00025993,0.93567509,0.00778764,0.34595480,1.35038067,0.63556992
-5.50775388,2.05369717,0.16942965,0.12169668,0.00021923,0.89393308,0.00805430,0.35059036,1.28779056,0.61106856
-5.50175088,2.00292736,0.17314381,0.12498393,0.00018719,0.85637546,0.00843473,0.35839180,1.23206770,0.58940732
-5.49574787,1.96413475,0.17821672,0.12929714,0.00016301,0.82300202,0.00893288,0.36936684,1.18331192,0.57051495
-5.48974487,1.93717997,0.18468467,0.13465210,0.00014600,0.79374360,0.00955211,0.38349356,1.14149982,0.55428281
-5.48374187,1.92179065,0.19257944,0.14106093,0.00013560,0.76847478,0.01029521,0.40072102,1.10650002,0.54057477
-5.47773887,1.91758324,0.20192724,0.14853110,0.00013135,0.74702649,0.01116437,0.42097007,1.07808934,0.52923661
-5.47173587,1.92408350,0.21274724,0.15706434,0.00013292,0.72919776,0.01216122,0.44413430,1.05596903,0.52010421
-5.46573287,1.94074474,0.22505009,0.16665535,0.00014008,0.71476622,0.01328669,0.47008112,1.03978041,0.51301060
-5.45972986,1.96696346,0.23883619,0.17729037,0.00015268,0.70349693,0.01454101,0.49865318,1.02911933,0.50779132
-5.45372686,2.00209208,0.25409398,0.18894582,0.00017069,0.69514942,0.01592350,0.52966995,1.02354905,0.50428836
-5.44772386,2.04544875,0.27079832,0.20158693,0.00019411,0.68948270,0.01743248,0.56292976,1.02261129,0.50235232
-5.44172086,2.09632436,0.28890897,0.21516655,0.00022299,0.68625848,0.01906508,0.59821208,1.02583537,0.50184329
-5.43571786,2.15398721,0.30836943,0.22962413,0.00025743,0.68524266,0.02081702,0.63528014,1.03274539,0.50263035
-5.42971486,2.21768573,0.32910608,0.24488510,0.00029750,0.68620536,0.02268235,0.67388394,1.04286559,0.50459008
-5.42371186,2.28664982,0.35102782,0.26086052,0.00034329,0.68891982,0.02465329,0.71376351,1.05572428,0.50760437
-5.41770885,2.36009145,0.37402613,0.27744724,0.00039481,0.69316051,0.02671996,0.75465234,1.07085635,0.51155783
-5.41170585,2.43720513,0.39797580,0.29452841,0.00045201,0.69870100,0.02887016,0.79628109,1.08780496,0.51633503
-5.40570285,2.51716882,0.42273618,0.31197465,0.00051479,0.70531163,0.03108926,0.83838123,1.10612255,0.52181807
-5.39969985,2.59914572,0.44815297,0.32964558,0.00058289,0.71275769,0.03336006,0.88068876,1.12537162,0.52788442
-5.39369685,2.68228745,0.47406060,0.34739192,0.00065599,0.72079818,0.03566275,0.92294779,1.14512553,0.53440549
-5.38769385,2.76573883,0.50028511,0.36505801,0.00073358,0.72918538,0.03797504,0.96491386,1.16496955,0.54124600
-5.38169085,2.84864437,0.52664734,0.38248473,0.00081506,0.73766555,0.04027229,1.00635701,1.18450244,0.54826406
-5.37568784,2.93015654,0.55296651,0.39951272,0.00089967,0.74598063,0.04252780,1.04706440,1.20333850,0.55531228
-5.36968484,3.00944556,0.57906391,0.41598582,0.00098651,0.75387108,0.04471330,1.08684242,1.22111039,0.56223952
-5.36368184,3.08571048,0.60476655,0.43175455,0.00107459,0.76107971,0.04679943,1.12551831,1.23747247,0.56889347
-5.35767884,3.15819108,0.62991076,0.44667956,0.00116279,0.76735636,0.04875642,1.16294099,1.25210469,0.57512363
-5.35167584,3.22618005,0.65434541,0.46063484,0.00124992,0.77246323,0.05055484,1.19898133,1.26471685,0.58078480
-5.34567284,3.28903491,0.67793467,0.47351060,0.00133475,0.77618058,0.05216644,1.23353154,1.27505313,0.58574057
-5.33966983,3.34618897,0.70056023,0.48521565,0.00141602,0.77831252,0.05356496,1.26650387,1.28289643,0.58986682
-5.33366683,3.39716076,0.72212270,0.49567911,0.00149251,0.77869262,0.05472701,1.29782848,1.28807258,0.59305495
-5.32766383,3.44156134,0.74254232,0.50485151,0.00156306,0.77718896,0.05563289,1.32745071,1.29045390,0.59521458
-5.32166083,3.47909903,0.76175873,0.51270500,0.00162660,0.77370841,0.05626731,1.35532754,1.28996202,0.59627571
-5.31565783,3.50958120,0.77972999,0.51923289,0.00168221,0.76819991,0.05662001,1.38142367,1.28656970,0.59619009
-5.30965483,3.53291300,0.79643069,0.52444825,0.00172912,0.76065648,0.05668618,1.40570715,1.28030149,0.59493178
-5.30365183,3.54909288,0.81184947,0.52838200,0.00176680,0.75111585,0.05646681,1.42814498,1.27123301,0.59249691
-5.29764882,3.55820535,0.82598593,0.53108021,0.00179488,0.73965964,0.05596868,1.44869865,1.25948894,0.58890262
-5.29164582,3.56041102,0.83884708,0.53260109,0.00181327,0.72641115,0.05520430,1.46732017,1.24523957,0.58418528
-5.28564282,3.55593471,0.85044375,0.53301161,0.00182209,0.71153164,0.05419150,1.48394866,1.22869607,0.57839808
-5.27963982,3.54505223,0.86078690,0.53238410,0.00182170,0.69521549,0.05295293,1.49850786,1.21010453,0.57160815
-5.27363682,3.52807645,0.86988424,0.53079292,0.00181265,0.67768416,0.05151535,1.51090486,1.18973899,0.56389345
-5.26763382,3.50534365,0.87773736,0.52831147,0.00179570,0.65917938,0.04990879,1.52103012,1.16789373,0.55533939
-5.26163082,3.47720087,0.88433950,0.52500972,0.00177177,0.63995580,0.04816558,1.52875908,1.14487503,0.54603568
-5.25562781,3.44399489,0.88967417,0.52095234,0.00174190,0.62027329,0.04631942,1.53395540,1.12099271,0.53607328
-5.24962481,3.40606367,0.89371469,0.51619760,0.00170721,0.60038938,0.04440431,1.53647571,1.09655189,0.52554177
-5.24362181,3.36373050,0.89642486,0.51079707,0.00166886,0.58055196,0.04245367,1.53617598,1.07184505,0.51452719
-5.23761881,3.31730129,0.89776048,0.50479611,0.00162802,0.56099267,0.04049941,1.53291916,1.04714494,0.50311050
-5.23161581,3.26706505,0.89767205,0.49823517,0.00158580,0.54192109,0.03857118,1.52658380,1.02269836,0.49136659
-5.22561281,3.21329740,0.89610815,0.49115171,0.00154326,0.52352005,0.03669579,1.51707342,0.99872131,0.47936394
-5.21960980,3.15626684,0.89301962,0.48358261,0.00150135,0.50594215,0.03489673,1.50432605,0.97539531,0.46716494
-5.21360680,3.09624324,0.88836419,0.47556702,0.00146088,0.48930757,0.03319391,1.48832359,0.95286537,0.45482658
-5.20760380,3.03350797,0.88211137,0.46714928,0.00142254,0.47370325,0.03160355,1.46910040,0.93123932,0.44240180
-5.20160080,2.96836484,0.87424734,0.45838183,0.00138687,0.45918333,0.03013822,1.44675077,0.91058870,0.42994093
-5.19559780,2.90115111,0.86477952,0.44932781,0.00135427,0.44577093,0.02880706,1.42143477,0.89095094,0.41749351
-5.18959480,2.83224780,0.85374065,0.44006335,0.00132501,0.43346084,0.02761612,1.39338204,0.87233279,0.40511009
-5.18359180,2.76208844,0.84119208,0.43067911,0.00129926,0.42222332,0.02656871,1.36289340,0.85471468,0.39284396
-5.17758879,2.69116562,0.82722609,0.42128124,0.00127709,0.41200845,0.02566596,1.33033993,0.83805591,0.38075276
-5.17158579,2.62003486,0.81196716,0.41199150,0.00125852,0.40275100,0.02490725,1.29615948,0.82230022,0.36889970
-5.16558279,2.54931523,0.79557188,0.40294651,0.00124353,0.39437557,0.02429074,1.26085072,0.80738162,0.35735454
-5.15957979,2.47968662,0.77822781,0.39429629,0.00123212,0.38680160,0.02381386,1.22496475,0.79323003,0.34619400
-5.15357679,2.41188347,0.76015090,0.38620194,0.00122429,0.37994831,0.02347369,1.18909451,0.77977674,0.33550178
-5.14757379,2.34668517,0.74158189,0.37883261,0.00122011,0.37373905,0.02326734,1.15386242,0.76695907,0.32536812
-5.14157079,2.28490325,0.72278157,0.37236200,0.00121968,0.36810516,0.02319216,1.11990651,0.75472444,0.31588881
-5.13556778,2.22736583,0.70402528,0.36696428,0.00122320,0.36298903,0.02324593,1.08786553,0.74303344,0.30716385
-5.12956478,2.17489989,0.68559660,0.36280974,0.00123093,0.35834640,0.02342690,1.05836355,0.73186185,0.29929572
-5.12356178,2.12831184,0.66778070,0.36006028,0.00124319,0.35414777,0.02373373,1.03199443,0.72120170,0.29238730
-5.11755878,2.08836710,0.65085744,0.35886488,0.00126036,0.35037893,0.02416535,1.00930671,0.71106120,0.28653962
-5.11155578,2.05576954,0.63509454,0.35935517,0.00128281,0.34704069,0.02472071,0.99078935,0.70146375,0.28184947
-5.10555278,2.03114122,0.62074092,0.36164122,0.00131096,0.34414785,0.02539850,0.97685873,0.69244600,0.27840692
-5.09954977,2.01500335,0.60802066,0.36580781,0.00134513,0.34172745,0.02619681,0.96784731,0.68405519,0.27629295
-5.09354677,2.00775907,0.59712749,0.37191107,0.00138560,0.33981655,0.02711270,0.96399417,0.67634590,0.27557711
-5.08754377,2.00967855,0.58822016,0.37997581,0.00143252,0.33845953,0.02814186,0.96543785,0.66937632,0.27631544
-5.08154077,2.02088709,0.58141878,0.38999342,0.00148589,0.33770508,0.02927819,0.97221157,0.66320433,0.27854862
-5.07553777,2.04135645,0.57680205,0.40192065,0.00154552,0.33760314,0.03051350,0.98424096,0.65788345,0.28230043
-5.06953477,2.07089994,0.57440571,0.41567904,0.00161102,0.33820166,0.03183724,1.00134446,0.65345893,0.28757650
-5.06353177,2.10917122,0.57422190,0.43115533,0.00168175,0.33954357,0.03323628,1.02323627,0.64996409,0.29436346
-5.05752876,2.15566706,0.57619956,0.44820259,0.00175684,0.34166388,0.03469482,1.04953177,0.64741699,0.30262838
-5.05152576,2.20973381,0.58024590,0.46664226,0.00183521,0.34458706,0.03619444,1.07975541,0.64581770,0.31231860
-5.04552276,2.27057753,0.58622850,0.48626696,0.00191551,0.34832471,0.03771425,1.11335061,0.64514603,0.32336180
-5.03951976,2.33727726,0.59397840,0.50684406,0.00199625,0.35287371,0.03923113,1.14969154,0.64536003,0.33566641
-5.03351676,2.40880115,0.60329354,0.52811977,0.00207574,0.35821466,0.04072013,1.18809639,0.64639510,0.34912220
-5.02751376,2.48402472,0.61394292,0.54982388,0.00215220,0.36431083,0.04215500,1.22784166,0.64816378,0.36360112
-5.02151076,2.56175070,0.62567089,0.57167471,0.00222379,0.37110749,0.04350879,1.26817718,0.65055627,0.37895823
-5.01550775,2.64072992,0.63820177,0.59338433,0.00228866,0.37853171,0.04475450,1.30834128,0.65344161,0.39503280
-5.00950475,2.71968237,0.65124457,0.61466372,0.00234505,0.38649253,0.04586584,1.34757569,0.65666939,0.41164952
-5.00350175,2.79731798,0.66449761,0.63522784,0.00239128,0.39488154,0.04681800,1.38513984,0.66007209,0.42861978
-4.99749875,2.87235660,0.67765324,0.65480027,0.00242590,0.40357390,0.04758830,1.42032411,0.66346790,0.44574307
-4.99149575,2.94354665,0.69040230,0.67311746,0.00244767,0.41242967,0.04815700,1.45246174,0.66666391,0.46280856
-4.98549275,3.00968226,0.70243856,0.68993241,0.00245563,0.42129557,0.04850782,1.48093919,0.66945965,0.47959678
-4.97948974,3.06961869,0.71346297,0.70501766,0.00244915,0.43000705,0.04862850,1.50520485,0.67165102,0.49588166
-4.97348674,3.12228604,0.72318780,0.71816764,0.00242792,0.43839079,0.04851117,1.52477590,0.67303422,0.51143271
-4.96748374,3.16670133,0.73134071,0.72920048,0.00239199,0.44626751,0.04815259,1.53924357,0.67341001,0.52601767
-4.96148074,3.20197919,0.73766868,0.73795913,0.00234175,0.45345510,0.04755422,1.54827671,0.67258789,0.53940552
-4.95547774,3.22734141,0.74194194,0.74431215,0.00227790,0.45977214,0.04672220,1.55162392,0.67039034,0.55136984
-4.94947474,3.24212564,0.74395778,0.74815406,0.00220145,0.46504159,0.04566706,1.54911440,0.66665695,0.56169274
-4.94347174,3.24579341,0.74354427,0.74940553,0.00211367,0.46909484,0.04440339,1.54065783,0.66124836,0.57016899
-4.93746873,3.23793782,0.74056381,0.74801353,0.00201606,0.47177576,0.04294939,1.52624319,0.65404995,0.57661063
-4.93146573,3.21829069,0.73491644,0.74395143,0.00191024,0.47294493,0.04132622,1.50593708,0.64497521,0.58085173
-4.92546273,3.18672941,0.72654280,0.73721928,0.00179797,0.47248376,0.03955741,1.47988130,0.63396860,0.58275313
-4.91945973,3.14328299,0.71542657,0.72784415,0.00168105,0.47029843,0.03766818,1.44828994,0.62100791,0.58220722
-4.91345673,3.08813723,0.70159633,0.71588064,0.00156128,0.46632347,0.03568471,1.41144603,0.60610591,0.57914223
-4.90745373,3.02163831,0.68512659,0.70141146,0.00144041,0.46052494,0.03363347,1.36969752,0.58931139,0.57352612
-4.90145073,2.94429450,0.66613789,0.68454794,0.00132007,0.45290292,0.03154063,1.32345274,0.57070921,0.56536960
-4.89544772,2.85677523,0.64479591,0.66543038,0.00120179,0.44349326,0.02943143,1.27317511,0.55041966,0.55472826
-4.88944472,2.75990716,0.62130947,0.64422809,0.00108690,0.43236849,0.02732977,1.21937706,0.52859685,0.54170352
-4.88344172,2.65466681,0.59592727,0.62113899,0.00097655,0.41963771,0.02525773,1.16261305,0.50542616,0.52644240
-4.87743872,2.54216922,0.56893365,0.59638848,0.00087172,0.40544558,0.02323535,1.10347176,0.48112100,0.50913583
-4.87143572,2.42365293,0.54064320,0.57022771,0.00077316,0.38997018,0.02128036,1.04256731,0.45591864,0.49001573
-4.86543272,2.30046090,0.51139440,0.54293088,0.00068141,0.37341997,0.01940813,0.98052978,0.43007545,0.46935068
-4.85942971,2.17401804,0.48154255,0.51479180,0.00059685,0.35602981,0.01763160,0.91799497,0.40386164,0.44744050
-4.85342671,2.04580562,0.45145214,0.48611952,0.00051966,0.33805619,0.01596136,0.85559384,0.37755559,0.42460966
-4.84742371,1.91733329,0.42148886,0.45723328,0.00044988,0.31977180,0.01440573,0.79394170,0.35143802,0.40120003
-4.84142071,1.79010964,0.39201166,0.42845669,0.00038739,0.30145963,0.01297093,0.73362754,0.32578616,0.37756292
-4.83541771,1.66561205,0.36336487,0.40011160,0.00033198,0.28340679,0.01166125,0.67520385,0.30086815,0.35405095
-4.82941471,1.54525698,0.33587093,0.37251158,0.00028334,0.26589815,0.01047927,0.61917716,0.27693771,0.33100982
-4.82341171,1.43037148,0.30982377,0.34595542,0.00024109,0.24921016,0.00942605,0.56599968,0.25422940,0.30877037
-4.81740870,1.32216702,0.28548300,0.32072082,0.00020480,0.23360487,0.00850134,0.51606228,0.23295447,0.28764118
-4.81140570,1.22171626,0.26306926,0.29705845,0.00017402,0.21932434,0.00770375,0.46968899,0.21329742,0.26790187
-4.80540270,1.12993348,0.24276063,0.27518673,0.00014828,0.20658564,0.00703093,0.42713324,0.19541333,0.24979734
-4.79939970,1.04755919,0.22469031,0.25528731,0.00012711,0.19557646,0.00647969,0.38857581,0.17942598,0.23353308
-4.79339670,0.97514920,0.20894546,0.23750164,0.00011007,0.18645148,0.00604615,0.35412467,0.16542669,0.21927158
-4.78739370,0.91306835,0.19556736,0.22192848,0.00009672,0.17932942,0.00572578,0.32381646,0.15347399,0.20713007
-4.78139070,0.86148880,0.18455255,0.20862259,0.00008664,0.17429107,0.00551346,0.29761961,0.14359388,0.19717930
-4.77538769,0.82039289,0.17585521,0.19759458,0.00007946,0.17137792,0.00540357,0.27543905,0.13578069,0.18944364
-4.76938469,0.78958017,0.16939036,0.18881186,0.00007483,0.17059178,0.00538994,0.25712199,0.12999852,0.18390228
-4.76338169,0.76867835,0.16503790,0.18220070,0.00007241,0.17189512,0.00546593,0.24246498,0.12618309,0.18049139
-4.75737869,0.75715776,0.16264739,0.17764924,0.00007191,0.17521220,0.00562436,0.23122163,0.12424399,0.17910730
-4.75137569,0.75434874,0.16204330,0.17501143,0.00007306,0.18043096,0.00585760,0.22311098,0.12406719,0.17961052
-4.74537269,0.75946169,0.16303065,0.17411173,0.00007560,0.18740562,0.00615749,0.21782626,0.12551791,0.18183033
-4.73936968,0.77160904,0.16540087,0.17475041,0.00007930,0.19596002,0.00651546,0.21504371,0.12844365,0.18557008
-4.73336668,0.78982877,0.16893772,0.17670930,0.00008394,0.20589147,0.00692251,0.21443130,0.13267742,0.19061277
-4.72736368,0.81310880,0.17342314,0.17975794,0.00008931,0.21697535,0.00736931,0.21565726,0.13804111,0.19672704
-4.72136068,0.84041189,0.17864281,0.18365972,0.00009523,0.22897004,0.00784627,0.21839795,0.14434909,0.20367314
-4.71535768,0.87070022,0.18439133,0.18817815,0.00010150,0.24162236,0.00834367,0.22234522,0.15141177,0.21120899
-4.70935468,0.90295931,0.19047686,0.19308282,0.00010796,0.25467329,0.00885179,0.22721288,0.15903931,0.21909602
-4.70335168,0.93622061,0.19672513,0.19815506,0.00011443,0.26786381,0.00936108,0.23274225,0.16704534,0.22710466
-4.69734867,0.96958218,0.20298261,0.20319310,0.00012077,0.28094082,0.00986230,0.23870663,0.17525061,0.23501940
-4.69134567,1.00222701,0.20911889,0.20801654,0.00012683,0.29366285,0.01034671,0.24491465,0.18348647,0.24264328
-4.68534267,1.03343847,0.21502812,0.21247015,0.00013248,0.30580556,0.01080628,0.25121239,0.19159827,0.24980161
-4.67933967,1.06261250,0.22062951,0.21642670,0.00013763,0.31716667,0.01123383,0.25748435,0.19944831,0.25634494
-4.67333667,1.08926628,0.22586698,0.21978894,0.00014216,0.32757037,0.01162318,0.26365311,0.20691858,0.26215117
-4.66733367,1.11304310,0.23070786,0.22249059,0.00014602,0.33687091,0.01196934,0.26967790,0.21391287,0.26712673
-4.66133067,1.13371355,0.23514089,0.22449633,0.00014915,0.34495540,0.01226856,0.27555210,0.22035850,0.27120695
-4.65532766,1.15117288,0.23917355,0.22580088,0.00015152,0.35174562,0.01251846,0.28129968,0.22620730,0.27435547
-4.64932466,1.16543500,0.24282889,0.22642716,0.00015315,0.35719893,0.01271800,0.28697099,0.23143607,0.27656296
-4.64332166,1.17662334,0.24614208,0.22642368,0.00015404,0.36130824,0.01286757,0.29263778,0.23604632,0.27784512
