energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
0.11105553,3.06353614,0.82342999,1.56236814,0.02346441,0.12510445,0.42599465,1.17229699,0.27643323,0.00000000
0.11705853,3.13301816,0.84232529,1.59400116,0.02186934,0.13162005,0.44452848,1.19854292,0.28246514,0.00000000
0.12306153,3.20845536,0.86379617,1.62746059,0.02039382,0.13829093,0.46454093,1.22791774,0.28877802,0.00000000
0.12906453,3.28902609,0.88759531,1.66250822,0.01905582,0.14503461,0.48586243,1.25999949,0.29526890,0.00000000
0.13506753,3.37378177,0.91341119,1.69886580,0.01787020,0.15176273,0.50828533,1.29430882,0.30182449,0.00000000
0.14107054,3.46168095,0.94088019,1.73622838,0.01684883,0.15838397,0.53156831,1.33032261,0.30832572,0.00000000
0.14707354,3.55162551,0.96959996,1.77427801,0.01600083,0.16480725,0.55544176,1.36748852,0.31465242,0.00000000
0.15307654,3.64249739,0.99914328,1.81269685,0.01533282,0.17094490,0.57961393,1.40524000,0.32068801,0.00000000
0.15907954,3.73319429,1.02907185,1.85117919,0.01484927,0.17671596,0.60377764,1.44301131,0.32632385,0.00000000
0.16508254,3.82266291,1.05894952,1.88944164,0.01455285,0.18204926,0.62761733,1.48025196,0.33146318,0.00000000
0.17108554,3.90992842,1.08835428,1.92723109,0.01444477,0.18688620,0.65081625,1.51644026,0.33602446,0.00000000
0.17708854,3.99411913,1.11688878,1.96433021,0.01452513,0.19118315,0.67306359,1.55109552,0.33994393,0.00000000
0.18309155,4.07448564,1.14418895,2.00056007,0.01479317,0.19491332,0.69406141,1.58378846,0.34317735,0.00000000
0.18909455,4.15041370,1.16993060,2.03578015,0.01524750,0.19806793,0.71353113,1.61414980,0.34570083,0.00000000
0.19509755,4.22143091,1.19383378,2.06988578,0.01588620,0.20065678,0.73121942,1.64187663,0.34751086,0.00000000
0.20110055,4.28720706,1.21566517,2.10280331,0.01670693,0.20270799,0.74690348,1.66673651,0.34862336,0.00000000
0.20710355,4.34754861,1.23523834,2.13448351,0.01770682,0.20426700,0.76039547,1.68856923,0.34907206,0.00000000
0.21310655,4.40238789,1.25241234,2.16489371,0.01888239,0.20539482,0.77154609,1.70728632,0.34890618,0.00000000
0.21910955,4.45176794,1.26708887,2.19400934,0.02022931,0.20616555,0.78024721,1.72286831,0.34818757,0.00000000
0.22511256,4.49582386,1.27920820,2.22180555,0.02174216,0.20666335,0.78643357,1.73536000,0.34698751,0.00000000
0.23111556,4.53476204,1.28874449,2.24824943,0.02341405,0.20697886,0.79008346,1.74486389,0.34538332,0.00000000
0.23711856,4.56883823,1.29570070,2.27329365,0.02523632,0.20720527,0.79121847,1.75153220,0.34345495,0.00000000
0.24312156,4.59833592,1.30010349,2.29687188,0.02719813,0.20743423,0.78990226,1.75555765,0.34128166,0.00000000
0.24912456,4.62354603,1.30199850,2.31889647,0.02928614,0.20775171,0.78623845,1.75716358,0.33893905,0.00000000
0.25512756,4.64474905,1.30144616,2.33925858,0.03148424,0.20823407,0.78036773,1.75659368,0.33649647,0.00000000
0.26113057,4.66220041,1.29851831,2.35783095,0.03377329,0.20894446,0.77246419,1.75410190,0.33401494,0.00000000
0.26713357,4.67611995,1.29329574,2.37447311,0.03613106,0.20992976,0.76273096,1.74994284,0.33154566,0.00000000
0.27313657,4.68668557,1.28586661,2.38903880,0.03853224,0.21121818,0.75139543,1.74436312,0.32912907,0.00000000
0.27913957,4.69403155,1.27632578,2.40138509,0.04094861,0.21281764,0.73870393,1.73759407,0.32679456,0.00000000
0.28514257,4.69825107,1.26477491,2.41138270,0.04334940,0.21471509,0.72491620,1.72984599,0.32456069,0.00000000
0.29114557,4.69940276,1.25132311,2.41892669,0.04570176,0.21687670,0.71029969,1.72130423,0.32243588,0.00000000
0.29714857,4.69752040,1.23608799,2.42394683,0.04797145,0.21924899,0.69512378,1.71212717,0.32041955,0.00000000
0.30315158,4.69262506,1.21919683,2.42641683,0.05012365,0.22176083,0.67965418,1.70244617,0.31850347,0.00000000
0.30915458,4.68473858,1.20078762,2.42636167,0.05212386,0.22432631,0.66414749,1.69236729,0.31667337,0.00000000
0.31515758,4.67389733,1.18100978,2.42386238,0.05393896,0.22684818,0.64884617,1.68197468,0.31491053,0.00000000
0.32116058,4.66016519,1.16002438,2.41905784,0.05553824,0.22922189,0.63397397,1.67133527,0.31319343,0.00000000
0.32716358,4.64364474,1.13800366,2.41214317,0.05689448,0.23133992,0.61973192,1.66050448,0.31149919,0.00000000
0.33316658,4.62448584,1.11512984,2.40336473,0.05798497,0.23309626,0.60629501,1.64953243,0.30980486,0.00000000
0.33916958,4.60289088,1.09159322,2.39301182,0.05879240,0.23439084,0.59380964,1.63847040,0.30808853,0.00000000
0.34517259,4.57911643,1.06758955,2.38140547,0.05930559,0.23513364,0.58239186,1.62737686,0.30633008,0.00000000
0.35117559,4.55347112,1.04331687,2.36888497,0.05952009,0.23524845,0.57212646,1.61632294,0.30451174,0.00000000
0.35717859,4.52630995,1.01897200,2.35579283,0.05943849,0.23467590,0.56306699,1.60539679,0.30261849,0.00000000
0.36318159,4.49802544,0.99474678,2.34245921,0.05907044,0.23337586,0.55523664,1.59470670,0.30063810,0.00000000
0.36918459,4.46903631,0.97082438,2.32918667,0.05843250,0.23132901,0.54862989,1.58438266,0.29856120,0.00000000
0.37518759,4.43977454,0.94737589,2.31623627,0.05754760,0.22853747,0.54321503,1.57457644,0.29638115,0.00000000
0.38119060,4.41067167,0.92455739,2.30381602,0.05644437,0.22502470,0.53893734,1.56545999,0.29409391,0.00000000
0.38719360,4.38214539,0.90250760,2.29207234,0.05515612,0.22083446,0.53572278,1.55722243,0.29169786,0.00000000
0.39319660,4.35458714,0.88134639,2.28108514,0.05371974,0.21602911,0.53348213,1.55006561,0.28919373,0.00000000
0.39919960,4.32835167,0.86117406,2.27086695,0.05217443,0.21068722,0.53211542,1.54419859,0.28658449,0.00000000
0.40520260,4.30374901,0.84207149,2.26136609,0.05056033,0.20490075,0.53151631,1.53983127,0.28387529,0.00000000
0.41120560,4.28103925,0.82410115,2.25247375,0.04891716,0.19877181,0.53157648,1.53716729,0.28107347,0.00000000
0.41720860,4.26043020,0.80730868,2.24403448,0.04728298,0.19240927,0.53218957,1.53639682,0.27818854,0.00000000
0.42321161,4.24207785,0.79172519,2.23585946,0.04569290,0.18592535,0.53325477,1.53768920,0.27523211,0.00000000
0.42921461,4.22608919,0.77736984,2.22774158,0.04417816,0.17943227,0.53467968,1.54118582,0.27221784,0.00000000
0.43521761,4.21252698,0.76425270,2.21947155,0.04276525,0.17303918,0.53638247,1.54699363,0.26916113,0.00000000
0.44122061,4.20141570,0.75237756,2.21085366,0.04147535,0.16684946,0.53829330,1.55517925,0.26607888,0.00000000
0.44722361,4.19274806,0.74174465,2.20172052,0.04032407,0.16095833,0.54035476,1.56576406,0.26298895,0.00000000
0.45322661,4.18649128,0.73235307,2.19194558,0.03932135,0.15545111,0.54252158,1.57872038,0.25990959,0.00000000
0.45922961,4.18259274,0.72420278,2.18145280,0.03847173,0.15040182,0.54475965,1.59396878,0.25685870,0.00000000
0.46523262,4.18098417,0.71729613,2.17022285,0.03777481,0.14587239,0.54704427,1.61137687,0.25385302,0.00000000
0.47123562,4.18158448,0.71163892,2.15829551,0.03722589,0.14191229,0.54935800,1.63075929,0.25090726,0.00000000
0.47723862,4.18430075,0.70724093,2.14576828,0.03681684,0.13855861,0.55168816,1.65187929,0.24803331,0.00000000
0.48324162,4.18902774,0.70411598,2.13279123,0.03653703,0.13583648,0.55402426,1.67445168,0.24523947,0.00000000
0.48924462,4.19564597,0.70228164,2.11955877,0.03637430,0.13375985,0.55635534,1.69814718,0.24252982,0.00000000
0.49524762,4.20401891,0.70175861,2.10629876,0.03631606,0.13233237,0.55866768,1.72259821,0.23990389,0.00000000
0.50125063,4.21398979,0.70256975,2.09325984,0.03635014,0.13154850,0.56094284,1.74740584,0.23735644,0.00000000
0.50725363,4.22537842,0.70473912,2.08069787,0.03646572,0.13139466,0.56315614,1.77214784,0.23487761,0.00000000
0.51325663,4.23797880,0.70829070,2.06886226,0.03665402,0.13185034,0.56527577,1.79638769,0.23245335,0.00000000
0.51925963,4.25155773,0.71324710,2.05798318,0.03690889,0.13288913,0.56726253,1.81968413,0.23006612,0.00000000
0.52526263,4.26585500,0.71962823,2.04826027,0.03722707,0.13447971,0.56907009,1.84160115,0.22769582,0.00000000
0.53126563,4.28058515,0.72744980,2.03985346,0.03760844,0.13658657,0.57064584,1.86171798,0.22532096,0.00000000
0.53726863,4.29544094,0.73672172,2.03287635,0.03805590,0.13917067,0.57193224,1.87963882,0.22291995,0.00000000
0.54327164,4.31009843,0.74744637,2.02739225,0.03857512,0.14218989,0.57286842,1.89500190,0.22047248,0.00000000
0.54927464,4.32422312,0.75961665,2.02341295,0.03917414,0.14559927,0.57339211,1.90748769,0.21796082,0.00000000
0.55527764,4.33747701,0.77321385,2.02090002,0.03986274,0.14935122,0.57344154,1.91682572,0.21537107,0.00000000
0.56128064,4.34952591,0.78820521,2.01976816,0.04065184,0.15339557,0.57295742,1.92280005,0.21269428,0.00000000
0.56728364,4.36004639,0.80454136,2.01989022,0.04155264,0.15767958,0.57188465,1.92525298,0.20992718,0.00000000
0.57328664,4.36873211,0.82215357,2.02110342,0.04257588,0.16214799,0.57017387,1.92408703,0.20707279,0.00000000
0.57928964,4.37529878,0.84095088,2.02321600,0.04373105,0.16674309,0.56778267,1.91926506,0.20414060,0.00000000
0.58529265,4.37948773,0.86081744,2.02601395,0.04502563,0.17140494,0.56467644,1.91080867,0.20114644,0.00000000
0.59129565,4.38106779,0.88160996,2.02926733,0.04646439,0.17607172,0.56082899,1.89879503,0.19811204,0.00000000
0.59729865,4.37983560,0.90315573,2.03273586,0.04804887,0.18068033,0.55622282,1.88335233,0.19506428,0.00000000
0.60330165,4.37561451,0.92525128,2.03617360,0.04977688,0.18516715,0.55084916,1.86465408,0.19203417,0.00000000
0.60930465,4.36825254,0.94766198,2.03933272,0.05164223,0.18946904,0.54470791,1.84291275,0.18905561,0.00000000
0.61530765,4.35761977,0.97012283,2.04196633,0.05363455,0.19352461,0.53780747,1.81837299,0.18616407,0.00000000
0.62131066,4.34360591,0.99234054,2.04383085,0.05573931,0.19727557,0.53016463,1.79130477,0.18339512,0.00000000
0.62731366,4.32611847,1.01399719,2.04468797,0.05793795,0.20066829,0.52180447,1.76199686,0.18078299,0.00000000
0.63331666,4.30508216,1.03475540,2.04430670,0.06020820,0.20365535,0.51276043,1.73075086,0.17835922,0.00000000
0.63931966,4.28043994,1.05426514,2.04246580,0.06252448,0.20619712,0.50307451,1.69787603,0.17615135,0.00000000
0.64532266,4.25215597,1.07217203,2.03895694,0.06485851,0.20826318,0.49279759,1.66368495,0.17418185,0.00000000
0.65132566,4.22022046,1.08812691,2.03358873,0.06717993,0.20983352,0.48198984,1.62849025,0.17246720,0.00000000
0.65732866,4.18465643,1.10179642,2.02619182,0.06945706,0.21089949,0.47072113,1.59260213,0.17101723,0.00000000
0.66333167,4.14552772,1.11287429,2.01662488,0.07165770,0.21146427,0.45907142,1.55632667,0.16983473,0.00000000
0.66933467,4.10294786,1.12109266,2.00478134,0.07374998,0.21154301,0.44713090,1.51996468,0.16891523,0.00000000
0.67533767,4.05708895,1.12623318,1.99059663,0.07570320,0.21116237,0.43499992,1.48381081,0.16824712,0.00000000
0.68134067,4.00818954,1.12813715,1.97405520,0.07748865,0.21035967,0.42278847,1.44815268,0.16781192,0.00000000
0.68734367,3.95656072,1.12671422,1.95519705,0.07908037,0.20918145,0.41061527,1.41326962,0.16758487,0.00000000
0.69334667,3.90258945,1.12194918,1.93412298,0.08045588,0.20768172,0.39860621,1.37943092,0.16753554,0.00000000
0.69934967,3.84673823,1.11390630,1.91099803,0.08159670,0.20591970,0.38689235,1.34689324,0.16762879,0.00000000
0.70535268,3.78954053,1.10273100,1.88605251,0.08248885,0.20395747,0.37560728,1.31589714,0.16782571,0.00000000
0.71135568,3.73159169,1.08864845,1.85958023,0.08312309,0.20185728,0.36488402,1.28666263,0.16808470,0.00000000
0.71735868,3.67353502,1.07195918,1.83193362,0.08349507,0.19967900,0.35485147,1.25938386,0.16836258,0.00000000
0.72336168,3.61604346,1.05303167,1.80351559,0.08360524,0.19747758,0.34563061,1.23422307,0.16861576,0.00000000
0.72936468,3.55979732,1.03229216,1.77476821,0.08345864,0.19530079,0.33733048,1.21130419,0.16880131,0.00000000
0.73536768,3.50545896,1.01021204,1.74615862,0.08306446,0.19318726,0.33004433,1.19070637,0.16887804,0.00000000
0.74137069,3.45364564,0.98729337,1.71816244,0.08243552,0.19116503,0.32384586,1.17245781,0.16880745,0.00000000
0.74737369,3.40490178,0.96405300,1.69124566,0.08158758,0.18925049,0.31878597,1.15653062,0.16855457,0.00000000
0.75337669,3.35967220,0.94100613,1.66584556,0.08053863,0.18744802,0.31489009,1.14283684,0.16808865,0.00000000
0.75937969,3.31827790,0.91864986,1.64235181,0.07930804,0.18575009,0.31215622,1.13122638,0.16738369,0.00000000
0.76538269,3.28089575,0.89744749,1.62108857,0.07791584,0.18413789,0.31055393,1.12148700,0.16641883,0.00000000
0.77138569,3.24754358,0.87781432,1.60229870,0.07638196,0.18258257,0.31002427,1.11334677,0.16517855,0.00000000
0.77738869,3.21807157,0.86010530,1.58613078,0.07472561,0.18104680,0.31048073,1.10647906,0.16365266,0.00000000
0.78339170,3.19216091,0.84460529,1.57262994,0.07296477,0.17948673,0.31181121,1.10051018,0.16183624,0.00000000
0.78939470,3.16932999,0.83152197,1.56173284,0.07111586,0.17785415,0.31388094,1.09502933,0.15972936,0.00000000
0.79539770,3.14894819,0.82098188,1.55326741,0.06919357,0.17609884,0.31653626,1.08960074,0.15733674,0.00000000
0.80140070,3.13025682,0.81302944,1.54695724,0.06721088,0.17417089,0.31960917,1.08377754,0.15466735,0.00000000
0.80740370,3.11239641,0.80762889,1.54243064,0.06517927,0.17202296,0.32292234,1.07711665,0.15173394,0.00000000
0.81340670,3.09443921,0.80466910,1.53923406,0.06310908,0.16961231,0.32629456,1.06919422,0.14855255,0.00000000
0.81940970,3.07542536,0.80397060,1.53684903,0.06100995,0.16690265,0.32954629,1.05962088,0.14514211,0.00000000
0.82541271,3.05440113,0.80529476,1.53471213,0.05889147,0.16386562,0.33250513,1.04805608,0.14152400,0.00000000
0.83141571,3.03045748,0.80835438,1.53223681,0.05676373,0.16048184,0.33501101,1.03422079,0.13772170,0.00000000
0.83741871,3.00276703,0.81282537,1.52883625,0.05463795,0.15674167,0.33692089,1.01790812,0.13376051,0.00000000
0.84342171,2.97061790,0.81835891,1.52394605,0.05252702,0.15264547,0.33811280,0.99899125,0.12966736,0.00000000
0.84942471,2.93344269,0.82459376,1.51704582,0.05044599,0.14820352,0.33848913,0.97742832,0.12547060,0.00000000
0.85542771,2.89084161,0.83116808,1.50767863,0.04841231,0.14343558,0.33797896,0.95326416,0.12119989,0.00000000
0.86143072,2.84259855,0.83773065,1.49546767,0.04644598,0.13837006,0.33653949,0.92662870,0.11688610,0.00000000
0.86743372,2.78868965,0.84395096,1.48012922,0.04456950,0.13304303,0.33415648,0.89773231,0.11256121,0.00000000
0.87343672,2.72928418,0.84952815,1.46148177,0.04280753,0.12749689,0.33084372,0.86685823,0.10825814,0.00000000
0.87943972,2.66473780,0.85419839,1.43945081,0.04118644,0.12177907,0.32664164,0.83435247,0.10401055,0.00000000
0.88544272,2.59557879,0.85774081,1.41406932,0.03973361,0.11594043,0.32161505,0.80061181,0.09985258,0.00000000
0.89144572,2.52248799,0.85998175,1.38547426,0.03847653,0.11003385,0.31585019,0.76607025,0.09581845,0.00000000
0.89744872,2.44627358,0.86079748,1.35389917,0.03744186,0.10411274,0.30945122,0.73118472,0.09194201,0.00000000
0.90345173,2.36784185,0.86011521,1.31966360,0.03665429,0.09822967,0.30253623,0.69642038,0.08825611,0.00000000
0.90945473,2.28816541,0.85791259,1.28315990,0.03613543,0.09243512,0.29523302,0.66223641,0.08479200,0.00000000
0.91545773,2.20825008,0.85421573,1.24483799,0.03590263,0.08677646,0.28767466,0.62907251,0.08157853,0.00000000
0.92146073,2.12910199,0.84909583,1.20518902,0.03596796,0.08129703,0.27999514,0.59733673,0.07864136,0.00000000
0.92746373,2.05169611,0.84266454,1.16472853,0.03633725,0.07603553,0.27232513,0.56739493,0.07600220,0.00000000
0.93346673,1.97694738,0.83506829,1.12397990,0.03700924,0.07102551,0.26478802,0.53956222,0.07367800,0.00000000
0.93946973,1.90568546,0.82648170,1.08345874,0.03797505,0.06629520,0.25749647,0.51409646,0.07168027,0.00000000
0.94547274,1.83863405,0.81710036,1.04365878,0.03921785,0.06186746,0.25054933,0.49119403,0.07001448,0.00000000
0.95147574,1.77639524,0.80713322,1.00503978,0.04071276,0.05775993,0.24402933,0.47098784,0.06867965,0.00000000
0.95747874,1.71943944,0.79679490,0.96801784,0.04242713,0.05398542,0.23800135,0.45354745,0.06766812,0.00000000
0.96348174,1.66810095,0.78629819,0.93295832,0.04432104,0.05055238,0.23251154,0.43888137,0.06696552,0.00000000
0.96948474,1.62257932,0.77584713,0.90017151,0.04634818,0.04746550,0.22758708,0.42694114,0.06655104,0.00000000
0.97548774,1.58294599,0.76563083,0.86991108,0.04845693,0.04472646,0.22323687,0.41762706,0.06639790,0.00000000
0.98149075,1.54915597,0.75581843,0.84237508,0.05059171,0.04233464,0.21945281,0.41079536,0.06647407,0.00000000
0.98749375,1.52106363,0.74655524,0.81770937,0.05269454,0.04028799,0.21621186,0.40626632,0.06674329,0.00000000
0.99349675,1.49844194,0.73796037,0.79601298,0.05470672,0.03858378,0.21347864,0.40383324,0.06716616,0.00000000
0.99949975,1.48100399,0.73012572,0.77734505,0.05657063,0.03721936,0.21120853,0.40327164,0.06770152,0.00000000
1.00550275,1.46842572,0.72311639,0.76173273,0.05823146,0.03619284,0.20935104,0.40434854,0.06830782,0.00000000
1.01150575,1.46036859,0.71697232,0.74917954,0.05963892,0.03550368,0.20785339,0.40683135,0.06894461,0.00000000
1.01750875,1.45650100,0.71171092,0.73967351,0.06074885,0.03515314,0.20666398,0.41049604,0.06957393,0.00000000
1.02351176,1.45651719,0.70733046,0.73319454,0.06152455,0.03514458,0.20573571,0.41513426,0.07016163,0.00000000
1.02951476,1.46015272,0.70381375,0.72972046,0.06193790,0.03548358,0.20502884,0.42055912,0.07067859,0.00000000
1.03551776,1.46719536,0.70113188,0.72923117,0.06197013,0.03617792,0.20451332,0.42660942,0.07110163,0.00000000
1.04152076,1.47749091,0.69924758,0.73171074,0.06161229,0.03723734,0.20417040,0.43315222,0.07141420,0.00000000
1.04752376,1.49094352,0.69811788,0.73714702,0.06086535,0.03867317,0.20399340,0.44008357,0.07160681,0.00000000
1.05352676,1.50751045,0.69769591,0.74552873,0.05973987,0.04049777,0.20398766,0.44732755,0.07167710,0.00000000
1.05952976,1.52719146,0.69793161,0.75684032,0.05825548,0.04272388,0.20416964,0.45483365,0.07162966,0.00000000
1.06553277,1.55001360,0.69877138,0.77105455,0.05643988,0.04536388,0.20456510,0.46257275,0.07147550,0.00000000
1.07153577,1.57601236,0.70015663,0.78812362,0.05432769,0.04842896,0.20520668,0.47053196,0.07123140,0.00000000
1.07753877,1.60521019,0.70202163,0.80796915,0.05195910,0.05192836,0.20613084,0.47870875,0.07091894,0.00000000
1.08354177,1.63759413,0.70429066,0.83047182,0.04937830,0.05586861,0.20737443,0.48710466,0.07056348,0.00000000
1.08954477,1.67309386,0.70687511,0.85546160,0.04663196,0.06025287,0.20897113,0.49571914,0.07019306,0.00000000
1.09554777,1.71156195,0.70967069,0.88270911,0.04376765,0.06508047,0.21094795,0.50454387,0.06983736,0.00000000
1.10155078,1.75275766,0.71255525,0.91191924,0.04083232,0.07034657,0.21332201,0.51355796,0.06952666,0.00000000
1.10755378,1.79633569,0.71538765,0.94272735,0.03787098,0.07604205,0.21609789,0.52272445,0.06929106,0.00000000
1.11355678,1.84184100,0.71800785,0.97469908,0.03492548,0.08215366,0.21926573,0.53198819,0.06915975,0.00000000
1.11955978,1.88871026,0.72023854,1.00733370,0.03203361,0.08866434,0.22280012,0.54127542,0.06916063,0.00000000
1.12556278,1.93628031,0.72188837,1.04007156,0.02922831,0.09555379,0.22666006,0.55049496,0.06932008,0.00000000
1.13156578,1.98380351,0.72275674,1.07230539,0.02653723,0.10279920,0.23078983,0.55954099,0.06966297,0.00000000
1.13756878,2.03046930,0.72264006,1.10339522,0.02398251,0.11037607,0.23512091,0.56829723,0.07021282,0.00000000
1.14357179,2.07543101,0.72133908,1.13268639,0.02158077,0.11825920,0.23957475,0.57664220,0.07099221,0.00000000
1.14957479,2.11783664,0.71866702,1.15952989,0.01934331,0.12642351,0.24406623,0.58445524,0.07202308,0.00000000
1.15557779,2.15686183,0.71445799,1.18330412,0.01727649,0.13484493,0.24850769,0.59162280,0.07332720,0.00000000
1.16158079,2.19174334,0.70857518,1.20343719,0.01538224,0.14350106,0.25281318,0.59804469,0.07492642,0.00000000
1.16758379,2.22181111,0.70091836,1.21942835,0.01365866,0.15237156,0.25690284,0.60363968,0.07684287,0.00000000
1.17358679,2.24651713,0.69143014,1.23086787,0.01210067,0.16143830,0.26070685,0.60835028,0.07909890,0.00000000
1.17958979,2.26545949,0.68010067,1.23745400,0.01070073,0.17068517,0.26416905,0.61214617,0.08171665,0.00000000
1.18559280,2.27840025,0.66697033,1.23900640,0.00944945,0.18009745,0.26724974,0.61502622,0.08471746,0.00000000
1.19159580,2.28527613,0.65213035,1.23547519,0.00833628,0.18966096,0.26992764,0.61701883,0.08812088,0.00000000
1.19759880,2.28620152,0.63572111,1.22694514,0.00735002,0.19936069,0.27220075,0.61818071,0.09194334,0.00000000
1.20360180,2.28146364,0.61792840,1.21363491,0.00647938,0.20917934,0.27408628,0.61859413,0.09619665,0.00000000
1.20960480,2.27151026,0.59897753,1.19589122,0.00571335,0.21909557,0.27561948,0.61836282,0.10088629,0.00000000
1.21560780,2.25693075,0.57912586,1.17417836,0.00504153,0.22908217,0.27685148,0.61760690,0.10600959,0.00000000
1.22161081,2.23843162,0.55865399,1.14906346,0.00445444,0.23910438,0.27784650,0.61645719,0.11155401,0.00000000
1.22761381,2.21680805,0.53785606,1.12119833,0.00394363,0.24911829,0.27867833,0.61504929,0.11749556,0.00000000
1.23361681,2.19291292,0.51702972,1.09129870,0.00350182,0.25906971,0.27942662,0.61351781,0.12379750,0.00000000
1.23961981,2.16762529,0.49646623,1.06012175,0.00312298,0.26889340,0.28017300,0.61199128,0.13040950,0.00000000
1.24562281,2.14181982,0.47644111,1.02844303,0.00280229,0.27851301,0.28099754,0.61058797,0.13726736,0.00000000
1.25162581,2.11633870,0.45720585,0.99703367,0.00253614,0.28784169,0.28197553,0.60941299,0.14429326,0.00000000
1.25762881,2.09196749,0.43898099,0.96663872,0.00232207,0.29678339,0.28317502,0.60855682,0.15139681,0.00000000
1.26363182,2.06941572,0.42195078,0.93795750,0.00215872,0.30523510,0.28465514,0.60809526,0.15847672,0.00000000
1.26963482,2.04930295,0.40625963,0.91162638,0.00204568,0.31308962,0.28646528,0.60809092,0.16542313,0.00000000
1.27563782,2.03215035,0.39201040,0.88820461,0.00198347,0.32023917,0.28864519,0.60859593,0.17212057,0.00000000
1.28164082,2.01837781,0.37926446,0.86816332,0.00197338,0.32657940,0.29122593,0.60965570,0.17845140,0.00000000
1.28764382,2.00830578,0.36804337,0.85187777,0.00201736,0.33201383,0.29423150,0.61131323,0.18429956,0.00000000
1.29364682,2.00216129,0.35833209,0.83962274,0.00211793,0.33645836,0.29768091,0.61361376,0.18955454,0.00000000
1.29964982,2.00008685,0.35008326,0.83157099,0.00227798,0.33984578,0.30159059,0.61660907,0.19411526,0.00000000
1.30565283,2.00215120,0.34322241,0.82779424,0.00250069,0.34212984,0.30597671,0.62036116,0.19789379,0.00000000
1.31165583,2.00836082,0.33765375,0.82826651,0.00278929,0.34328885,0.31085730,0.62494482,0.20081865,0.00000000
1.31765883,2.01867088,0.33326620,0.83286936,0.00314693,0.34332851,0.31625372,0.63044875,0.20283745,0.00000000
1.32366183,2.03299504,0.32993937,0.84139870,0.00357647,0.34228372,0.32219154,0.63697505,0.20391896,0.00000000
1.32966483,2.05121326,0.32754927,0.85357277,0.00408024,0.34021942,0.32870042,0.64463693,0.20405418,0.00000000
1.33566783,2.07317731,0.32597359,0.86904117,0.00465985,0.33723029,0.33581309,0.65355475,0.20325669,0.00000000
1.34167084,2.09871398,0.32509624,0.88739466,0.00531596,0.33343928,0.34356341,0.66385045,0.20156200,0.00000000
1.34767384,2.12762627,0.32481128,0.90817554,0.00604806,0.32899509,0.35198353,0.67564085,0.19902611,0.00000000
1.35367684,2.15969294,0.32502598,0.93088869,0.00685425,0.32406879,0.36110046,0.68903008,0.19572328,0.00000000
1.35967984,2.19466735,0.32566317,0.95501301,0.00773112,0.31884951,0.37093214,0.70410184,0.19174322,0.00000000
1.36568284,2.23227617,0.32666279,0.98001335,0.00867355,0.31353964,0.38148343,0.72091188,0.18718773,0.00000000
1.37168584,2.27221890,0.32798279,1.00535279,0.00967468,0.30834970,0.39274229,0.73948139,0.18216711,0.00000000
1.37768884,2.31416887,0.32959937,1.03050513,0.01072586,0.30349295,0.40467644,0.75979177,0.17679639,0.00000000
1.38369185,2.35777642,0.33150662,1.05496736,0.01181670,0.29918022,0.41723084,0.78178122,0.17119170,0.00000000
1.38969485,2.40267427,0.33371574,1.07827200,0.01293523,0.29561486,0.43032629,0.80534352,0.16546681,0.00000000
1.39569785,2.44848541,0.33625369,1.09999875,0.01406803,0.29298820,0.44385914,0.83032905,0.15973003,0.00000000
1.40170085,2.49483306,0.33916141,1.11978518,0.01520059,0.29147546,0.45770244,0.85654817,0.15408161,0.00000000
1.40770385,2.54135207,0.34249171,1.13733608,0.01631760,0.29123222,0.47170839,0.88377667,0.14861168,0.00000000
1.41370685,2.58770111,0.34630659,1.15243083,0.01740339,0.29239147,0.48571202,0.91176307,0.14339876,0.00000000
1.41970985,2.63357440,0.35067422,1.16492850,0.01844241,0.29506118,0.49953590,0.94023710,0.13850888,0.00000000
1.42571286,2.67871214,0.35566554,1.17477034,0.01941967,0.29932235,0.51299567,0.96891898,0.13399518,0.00000000
1.43171586,2.72290839,0.36135037,1.18197933,0.02032130,0.30522748,0.52590600,0.99752872,0.12989809,0.00000000
1.43771886,2.76601567,0.36779336,1.18665664,0.02113499,0.31279934,0.53808674,1.02579487,0.12624592,0.00000000
1.44372186,2.80794547,0.37504959,1.18897525,0.02185048,0.32203004,0.54936877,1.05346214,0.12305570,0.00000000
1.44972486,2.84866439,0.38316015,1.18917061,0.02245996,0.33288039,0.55959931,1.08029738,0.12033445,0.00000000
1.45572786,2.88818604,0.39214784,1.18752912,0.02295841,0.34527943,0.56864642,1.10609355,0.11808044,0.00000000
1.46173087,2.92655904,0.40201313,1.18437462,0.02334383,0.35912441,0.57640244,1.13067169,0.11628467,0.00000000
1.46773387,2.96385202,0.41273073,1.18005387,0.02361738,0.37428103,0.58278620,1.15388072,0.11493241,0.00000000
1.47373687,3.00013688,0.42424692,1.17492164,0.02378345,0.39058435,0.58774414,1.17559539,0.11400460,0.00000000
1.47973987,3.03547162,0.43647796,1.16932622,0.02384955,0.40784024,0.59125012,1.19571280,0.11347940,0.00000000
1.48574287,3.06988439,0.44930981,1.16359631,0.02382619,0.42582773,0.59330435,1.21414793,0.11333352,0.00000000
1.49174587,3.10336031,0.46259925,1.15802984,0.02372655,0.44430226,0.59393141,1.23082884,0.11354359,0.00000000
1.49774887,3.13583245,0.47617660,1.15288545,0.02356618,0.46299992,0.59317775,1.24569213,0.11408733,0.00000000
