energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,Y_p_up,Y_d_up
-5.50175088,5.90054164,0.01246744,0.47996265,0.06027157,3.64449888,1.08185404,0.58617769,1.97663547,1.09162439
-5.49574787,5.78090410,0.01236829,0.46678702,0.05828002,3.57835383,1.05356658,0.58247314,1.95873305,1.06623087
-5.48974487,5.64802748,0.01224606,0.45319959,0.05609564,3.50333182,1.02244506,0.57764073,1.93311532,1.03910604
-5.48374187,5.50389422,0.01210571,0.43937438,0.05374735,3.42065426,0.98898353,0.57185991,1.90023705,1.01071892
-5.47773887,5.35075124,0.01195266,0.42549203,0.05126680,3.33172154,0.95370814,0.56534148,1.86071229,0.98156745
-5.47173587,5.19103574,0.01179260,0.41173318,0.04868737,3.23806771,0.91716075,0.55831888,1.81529380,0.95216276
-5.46573287,5.02729424,0.01163132,0.39827198,0.04604317,3.14131010,0.87988266,0.55103848,1.76484779,0.92301276
-5.45972986,4.86209818,0.01147448,0.38526996,0.04336799,3.04309590,0.84239912,0.54374929,1.71032465,0.89460590
-5.45372686,4.69795924,0.01132739,0.37287054,0.04069448,2.94504772,0.80520503,0.53669245,1.65272724,0.86739548
-5.44772386,4.53724774,0.01119483,0.36119441,0.03805323,2.84871043,0.76875223,0.53009109,1.59307774,0.84178516
-5.44172086,4.38211737,0.01108084,0.35033586,0.03547216,2.75550112,0.73343898,0.52414084,1.53238464,0.81811625
-5.43571786,4.23443922,0.01098855,0.34036039,0.03297595,2.66666460,0.69960160,0.51900157,1.47161116,0.79665722
-5.42971486,4.09574774,0.01092003,0.33130333,0.03058562,2.58323591,0.66750875,0.51479067,1.41164649,0.77759578
-5.42371186,3.96720075,0.01087622,0.32316992,0.02831834,2.50601168,0.63735814,0.51157823,1.35328097,0.76103406
-5.41770885,3.84955517,0.01085683,0.31593643,0.02618731,2.43553138,0.60927599,0.50938428,1.29718624,0.74698687
-5.41170585,3.74315936,0.01086039,0.30955252,0.02420182,2.37206940,0.58331884,0.50817837,1.24390120,0.73538342
-5.40570285,3.64796231,0.01088421,0.30394461,0.02236743,2.31563810,0.55947777,0.50788144,1.19382404,0.72607220
-5.39969985,3.56353914,0.01092456,0.29902013,0.02068626,2.26600187,0.53768465,0.50836989,1.14721073,0.71882918
-5.39369685,3.48913180,0.01097674,0.29467250,0.01915741,2.22270139,0.51782012,0.50948179,1.10417979,0.71336879
-5.38769385,3.42370300,0.01103533,0.29078658,0.01777731,2.18508695,0.49972299,0.51102488,1.06472277,0.70935738
-5.38169085,3.36600080,0.01109437,0.28724443,0.01654031,2.15235942,0.48320062,0.51278597,1.02871992,0.70642869
-5.37568784,3.31463105,0.01114763,0.28393111,0.01543912,2.12361680,0.46803985,0.51454133,0.99595991,0.70420058
-5.36968484,3.26813412,0.01118889,0.28074027,0.01446533,2.09790414,0.45401804,0.51606766,0.96616269,0.70229242
-5.36368184,3.22506256,0.01121219,0.27757932,0.01360990,2.07426474,0.44091384,0.51715295,0.93900405,0.70034236
-5.35767884,3.18405595,0.01121210,0.27437402,0.01286363,2.05178989,0.42851722,0.51760687,0.91414073,0.69802379
-5.35167584,3.14390978,0.01118397,0.27107218,0.01221750,2.02966518,0.41663848,0.51727006,0.89123472,0.69506018
-5.34567284,3.10363497,0.01112416,0.26764643,0.01166307,2.00721108,0.40511592,0.51602203,0.86997566,0.69123785
-5.33966983,3.06250572,0.01103017,0.26409590,0.01119274,1.98391609,0.39382180,0.51378712,0.85010022,0.68641588
-5.33366683,3.02009357,0.01090081,0.26044675,0.01079989,1.95946100,0.38266673,0.51053843,0.83140769,0.68053298
-5.32766383,2.97628640,0.01073620,0.25675151,0.01047912,1.93373344,0.37160203,0.50629941,0.81377116,0.67361085
-5.32166083,2.93129192,0.01053784,0.25308735,0.01022619,1.90683212,0.36062042,0.50114313,0.79714398,0.66575412
-5.31565783,2.88562590,0.01030852,0.24955326,0.01003812,1.87906104,0.34975489,0.49518934,0.78156145,0.65714673
-5.30965483,2.84008611,0.01005223,0.24626634,0.00991308,1.85091412,0.33907597,0.48859940,0.76713779,0.64804514
-5.30365183,2.79571374,0.00977401,0.24335737,0.00985027,1.82305129,0.32868771,0.48156951,0.75405907,0.63876860
-5.29764882,2.75374450,0.00947974,0.24096587,0.00984985,1.79626760,0.31872250,0.47432242,0.74257251,0.62968705
-5.29164582,2.71555214,0.00917592,0.23923478,0.00991268,1.77145691,0.30933515,0.46709827,0.73297300,0.62120718
-5.28564282,2.68258725,0.00886946,0.23830520,0.01004022,1.74957218,0.30069647,0.46014487,0.72558777,0.61375730
-5.27963982,2.65631457,0.00856737,0.23831123,0.01023434,1.73158427,0.29298676,0.45370795,0.72076006,0.60777166
-5.27363682,2.63815164,0.00827658,0.23937517,0.01049708,1.71844138,0.28638941,0.44802184,0.71883272,0.60367499
-5.26763382,2.62941167,0.00800366,0.24160340,0.01083059,1.71103077,0.28108496,0.44330109,0.72013263,0.60186766
-5.26163082,2.63125311,0.00775464,0.24508291,0.01123693,1.71014456,0.27724578,0.43973318,0.72495663,0.60271225
-5.25562781,2.64463773,0.00753482,0.24987872,0.01171800,1.71645091,0.27503161,0.43747291,0.73355956,0.60652183
-5.24962481,2.67029885,0.00734864,0.25603225,0.01227546,1.73047148,0.27458597,0.43663838,0.74614489,0.61355038
-5.24362181,2.70872041,0.00719959,0.26356062,0.01291067,1.75256601,0.27603357,0.43730889,0.76285806,0.62398550
-5.23761881,2.76012719,0.00709016,0.27245686,0.01362471,1.78292404,0.27947865,0.43952466,0.78378279,0.63794370
-5.23161581,2.82448598,0.00702177,0.28269100,0.01441836,1.82156385,0.28500421,0.44328831,0.80894003,0.65546813
-5.22561281,2.90151675,0.00699489,0.29421189,0.01529214,1.86833814,0.29267201,0.44856799,0.83828947,0.67652870
-5.21960980,2.99071272,0.00700903,0.30694963,0.01624636,1.92294570,0.30252322,0.45530194,0.87173320,0.70102450
-5.21360680,3.09136782,0.00706281,0.32081848,0.01728114,1.98494820,0.31457952,0.46340412,0.90912096,0.72878816
-5.20760380,3.20260962,0.00715415,0.33572000,0.01839646,2.05379106,0.32884461,0.47277077,0.95025669,0.75959201
-5.20160080,3.32343614,0.00728031,0.35154636,0.01959219,2.12882718,0.34530581,0.48328737,0.99490574,0.79315550
-5.19559780,3.45275452,0.00743803,0.36818365,0.02086810,2.20934249,0.36393577,0.49483588,1.04280233,0.82915388
-5.18959480,3.58941989,0.00762372,0.38551494,0.02222380,2.29458199,0.38469416,0.50730177,1.09365690,0.86722745
-5.18359180,3.73227283,0.00783349,0.40342317,0.02365878,2.38377553,0.40752918,0.52058068,1.14716297,0.90699139
-5.17758879,3.88017424,0.00806336,0.42179370,0.02517226,2.47616208,0.43237902,0.53458428,1.20300339,0.94804570
-5.17158579,4.03203636,0.00830929,0.44051644,0.02676318,2.57101202,0.45917313,0.54924529,1.26085592,0.98998502
-5.16558279,4.18684935,0.00856732,0.45948773,0.02843002,2.66764655,0.48783337,0.56452133,1.32039789,1.03240823
-5.15957979,4.34370285,0.00883358,0.47861182,0.03017077,2.76545400,0.51827506,0.58039747,1.38131038,1.07492749
-5.15357679,4.50180224,0.00910442,0.49780214,0.03198276,2.86390236,0.55040800,0.59688743,1.44328178,1.11717667
-5.14757379,4.66047963,0.00937642,0.51698238,0.03386257,2.96254822,0.58413748,0.61403337,1.50601098,1.15881900
-5.14157079,4.81919960,0.00964641,0.53608747,0.03580593,3.06104156,0.61936520,0.63190412,1.56921042,1.19955376
-5.13556778,4.97755997,0.00991149,0.55506456,0.03780768,3.15912673,0.65599029,0.65059211,1.63260900,1.23912201
-5.12956478,5.13528790,0.01016906,0.57387401,0.03986171,3.25663942,0.69391016,0.67020887,1.69595514,1.27731119
-5.12356178,5.29223151,0.01041684,0.59249049,0.04196098,3.35349984,0.73302130,0.69087925,1.75901968,1.31395838
-5.11755878,5.44834757,0.01065283,0.61090411,0.04409755,3.44970231,0.77321982,0.71273465,1.82159890,1.34895240
-5.11155578,5.60368534,0.01087533,0.62912167,0.04626265,3.54530136,0.81440167,0.73590527,1.88351718,1.38223432
-5.10555278,5.75836706,0.01108296,0.64716769,0.04844678,3.64039489,0.85646245,0.76051178,1.94462932,1.41379656
-5.09954977,5.91256544,0.01127462,0.66508550,0.05063986,3.73510465,0.89929662,0.78665660,2.00482197,1.44368034
-5.09354677,6.06647841,0.01144950,0.68293775,0.05283138,3.82955463,0.94279606,0.81441511,2.06401408,1.47197163
-5.08754377,6.22030182,0.01160710,0.70080663,0.05501053,3.92384804,0.98684807,0.84382726,2.12215587,1.49879536
-5.08154077,6.37420055,0.01174717,0.71879329,0.05716637,4.01804363,1.03133258,0.87488969,2.17922620,1.52430828
-5.07553777,6.52827879,0.01186972,0.73701639,0.05928798,4.11213227,1.07611883,0.90754904,2.23522795,1.54869028
-5.06953477,6.68255045,0.01197498,0.75560970,0.06136454,4.20601470,1.12106161,0.94169652,2.29018162,1.57213459
-5.06353177,6.83691064,0.01206338,0.77471852,0.06338548,4.29948166,1.16599727,0.97716429,2.34411683,1.59483703
-5.05752876,6.99110934,0.01213553,0.79449495,0.06534048,4.39219730,1.21073974,1.01372372,2.39706232,1.61698465
-5.05152576,7.14472861,0.01219210,0.81509199,0.06721954,4.48368702,1.25507693,1.05108598,2.44903447,1.63874421
-5.04552276,7.29716447,0.01223386,0.83665654,0.06901297,4.57333062,1.29876778,1.08890478,2.50002513,1.66025087
-5.03951976,7.44761459,0.01226154,0.85932160,0.07071135,4.66036155,1.34154031,1.12678161,2.54998913,1.68159762
-5.03351676,7.59507304,0.01227585,0.88319773,0.07230549,4.74387284,1.38309104,1.16427314,2.59883246,1.70282594
-5.02751376,7.73833271,0.01227734,0.90836430,0.07378639,4.82282983,1.42308597,1.20090069,2.64640161,1.72391815
-5.02151076,7.87599617,0.01226642,0.93486085,0.07514519,4.89608984,1.46116324,1.23616149,2.69247512,1.74479186
-5.01550775,8.00649504,0.01224327,0.96267900,0.07637310,4.96242815,1.49693774,1.26954126,2.73675774,1.76529690
-5.00950475,8.12811790,0.01220782,0.99175536,0.07746145,5.02056968,1.53000741,1.30052771,2.77887816,1.78521513
-5.00350175,8.23904600,0.01215976,1.02196602,0.07840164,5.06922520,1.55996136,1.32862435,2.81839046,1.80426306
-4.99749875,8.33739602,0.01209850,1.05312296,0.07918525,5.10713073,1.58638926,1.35336408,2.85477978,1.82209760
-4.99149575,8.42126851,0.01202320,1.08497278,0.07980410,5.13308851,1.60889200,1.37432203,2.88747214,1.83832469
-4.98549275,8.48880045,0.01193281,1.11719813,0.08025043,5.14600795,1.62709288,1.39112708,2.91584843,1.85251067
-4.97948974,8.53822014,0.01182612,1.14942192,0.08051707,5.14494463,1.64064909,1.40347164,2.93926199,1.86419599
-4.97348674,8.56790247,0.01170185,1.18121448,0.08059767,5.12913580,1.64926293,1.41111933,2.95705931,1.87291092
-4.96748374,8.57642249,0.01155865,1.21210351,0.08048699,5.09803087,1.65269220,1.41391026,2.96860311,1.87819251
-4.96148074,8.56260551,0.01139529,1.24158663,0.08018111,5.05131544,1.65075936,1.41176382,2.97329677,1.87960234
-4.95547774,8.52557160,0.01121068,1.26914615,0.07967780,4.98892810,1.64335911,1.40467898,2.97060906,1.87674423
-4.94947474,8.46477319,0.01100399,1.29426549,0.07897674,4.91106922,1.63046392,1.39273222,2.96009816,1.86928127
-4.94347174,8.38002403,0.01077471,1.31644669,0.07807982,4.81820153,1.61212746,1.37607327,2.94143381,1.85695135
-4.93746873,8.27151874,0.01052277,1.33522818,0.07699135,4.71104257,1.58848565,1.35491902,2.91441651,1.83958067
-4.93146573,8.13984199,0.01024856,1.35020210,0.07571825,4.59054956,1.55975534,1.32954600,2.87899281,1.81709446
-4.92546273,7.98596707,0.00995299,1.36103031,0.07427011,4.45789743,1.52623077,1.30028175,2.83526591,1.78952456
-4.91945973,7.81124368,0.00963751,1.36745831,0.07265930,4.31445093,1.48827788,1.26749563,2.78350101,1.75701339
-4.91345673,7.61737535,0.00930413,1.36932644,0.07090081,4.16173222,1.44632669,1.23158933,2.72412490,1.71981407
-4.90745373,7.40638710,0.00895538,1.36657762,0.06901219,4.00138505,1.40086219,1.19298760,2.65771979,1.67828673
-4.90145073,7.18058420,0.00859430,1.35926135,0.06701323,3.83513709,1.35241389,1.15212930,2.58501140,1.63289095
-4.89544772,6.94250338,0.00822431,1.34753364,0.06492567,3.66476146,1.30154453,1.10945922,2.50685184,1.58417466
-4.88944472,6.69485769,0.00784922,1.33165270,0.06277273,3.49203889,1.24883829,1.06542062,2.42419769,1.53275997
-4.88344172,6.44047693,0.00747307,1.31197086,0.06057863,3.31872160,1.19488890,1.02044876,2.33808441,1.47932624
-4.87743872,6.18224517,0.00710004,1.28892263,0.05836801,3.14649962,1.14028789,0.97496522,2.24959781,1.42459133
-4.87143572,5.92303735,0.00673435,1.26300989,0.05616537,2.97697066,1.08561356,0.92937328,2.15984399,1.36929149
-4.86543272,5.66565692,0.00638013,1.23478456,0.05399439,2.81161379,1.03142070,0.88405398,2.06991877,1.31416084
-4.85942971,5.41277633,0.00604129,1.20482974,0.05187738,2.65176759,0.97823154,0.83936298,1.98087801,1.25991120
-4.85342671,5.16688231,0.00572148,1.17374023,0.04983470,2.49861289,0.92652805,0.79562810,1.89370992,1.20721294
-4.84742371,4.93022758,0.00542390,1.14210318,0.04788421,2.35316027,0.87674583,0.75314745,1.80931051,1.15667769
-4.84142071,4.70479059,0.00515132,1.11047999,0.04604089,2.21624239,0.82926967,0.71218800,1.72846317,1.10884354
-4.83541771,4.49224453,0.00490593,1.07939003,0.04431649,2.08851099,0.78443089,0.67298472,1.65182303,1.06416309
-4.82941471,4.29393648,0.00468935,1.04929707,0.04271929,1.97043834,0.74250653,0.63574021,1.57990678,1.02299500
-4.82341171,4.11087752,0.00450262,1.02059888,0.04125407,1.86232302,0.70372024,0.60062474,1.51308808,0.98559899
-4.81740870,3.94374373,0.00434615,0.99362029,0.03992211,1.76429956,0.66824492,0.56777686,1.45159868,0.95213468
-4.81140570,3.79288816,0.00421979,0.96861007,0.03872137,1.67635166,0.63620686,0.53730448,1.39553504,0.92266390
-4.80540270,3.65836295,0.00412285,0.94574140,0.03764679,1.59832850,0.60769118,0.50928655,1.34486983,0.89715654
-4.79939970,3.53995064,0.00405417,0.92511584,0.03669067,1.52996348,0.58274837,0.48377519,1.29946781,0.87549941
-4.79339670,3.43720334,0.00401219,0.90677040,0.03584317,1.47089510,0.56140158,0.46079838,1.25910506,0.85750768
-4.78739370,3.34948793,0.00399503,0.89068710,0.03509282,1.42068901,0.54365423,0.44036304,1.22349074,0.84293848
-4.78139070,3.27603539,0.00400060,0.87680458,0.03442714,1.37886072,0.52949774,0.42245846,1.19229012,0.83150584
-4.77538769,3.21599210,0.00402665,0.86503082,0.03383323,1.34489818,0.51891888,0.40705988,1.16514797,0.82289648
-4.76938469,3.16847084,0.00407094,0.85525638,0.03329830,1.31828350,0.51190631,0.39413208,1.14171107,0.81678575
-4.76338169,3.13259937,0.00413125,0.84736741,0.03281028,1.29851298,0.50845612,0.38363291,1.12164905,0.81285298
-4.75737869,3.10756432,0.00420553,0.84125776,0.03235825,1.28511486,0.50857591,0.37551631,1.10467240,0.81079573
-4.75137569,3.09264871,0.00429192,0.83683947,0.03193285,1.27766401,0.51228733,0.36973490,1.09054717,0.81034240
-4.74537269,3.08726133,0.00438882,0.83405132,0.03152659,1.27579319,0.51962666,0.36624189,1.07910573,0.81126262
-4.73936968,3.09095693,0.00449495,0.83286487,0.03113402,1.27920029,0.53064364,0.36499208,1.07025312,0.81337524
-4.73336668,3.10344628,0.00460934,0.83328796,0.03075183,1.28765146,0.54539836,0.36594203,1.06396903,0.81655348
-4.72736368,3.12459597,0.00473136,0.83536529,0.03037881,1.30097997,0.56395646,0.36904935,1.06030535,0.82072724
-4.72136068,3.15441806,0.00486071,0.83917643,0.03001575,1.31908093,0.58638276,0.37427109,1.05937957,0.82588255
-4.71535768,3.19305024,0.00499735,0.84483119,0.02966519,1.34190228,0.61273369,0.38156134,1.06136450,0.83205816
-4.70935468,3.24072774,0.00514151,0.85246280,0.02933111,1.36943243,0.64304892,0.39086831,1.06647479,0.83933965
-4.70335168,3.29774843,0.00529358,0.86221923,0.02901858,1.40168529,0.67734255,0.40213099,1.07495110,0.84785125
-4.69734867,3.36443306,0.00545409,0.87425317,0.02873339,1.43868352,0.71559447,0.41527570,1.08704258,0.85774593
-4.69134567,3.44108272,0.00562361,0.88871118,0.02848154,1.48044083,0.75774221,0.43021268,1.10298865,0.86919410
-4.68534267,3.52793575,0.00580268,0.90572261,0.02826891,1.52694428,0.80367390,0.44683319,1.12300075,0.88237157
-4.67933967,3.62512642,0.00599175,0.92538892,0.02810078,1.57813767,0.85322269,0.46500716,1.14724511,0.89744739
-4.67333667,3.73264752,0.00619108,0.94777381,0.02798151,1.63390665,0.90616299,0.48458169,1.17582726,0.91457197
-4.66733367,3.85031888,0.00640072,0.97289484,0.02791420,1.69406666,0.96220880,0.50538053,1.20877888,0.93386632
-4.66133067,3.97776350,0.00662044,1.00071688,0.02790049,1.75835414,1.02101432,0.52720469,1.24604774,0.95541263
-4.65532766,4.11439257,0.00684972,1.03114779,0.02794037,1.82642155,1.08217684,0.54983412,1.28749114,0.97924690
-4.64932466,4.25940033,0.00708770,1.06403655,0.02803212,1.89783656,1.14524194,0.57303047,1.33287306,1.00535382
-4.64332166,4.41176904,0.00733325,1.09917394,0.02817233,1.97208537,1.20971071,0.59654080,1.38186529,1.03366428
