energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.85592796,1.60759316,-1.60759316,0.47348068,-0.47348068,1.13841311,-1.13841311,0.00038328,-0.00038328,0.05833511,-0.05833511,0.09007967,-0.09007967,0.19145178,-0.19145178,0.13318946,-0.13318946,0.00000000,-0.00000000
-5.84992496,1.58081650,-1.58081650,0.48388256,-0.48388256,1.11540095,-1.11540095,0.00038599,-0.00038599,0.05475361,-0.05475361,0.08595871,-0.08595871,0.18912932,-0.18912932,0.13195394,-0.13195394,0.00000000,-0.00000000
-5.84392196,1.56096283,-1.56096283,0.49503676,-0.49503676,1.09664895,-1.09664895,0.00039178,-0.00039178,0.05192192,-0.05192192,0.08288767,-0.08288767,0.18826220,-0.18826220,0.13148762,-0.13148762,0.00000000,-0.00000000
-5.83791896,1.54688241,-1.54688241,0.50649669,-0.50649669,1.08146968,-1.08146968,0.00040050,-0.00040050,0.04976758,-0.04976758,0.08074125,-0.08074125,0.18864812,-0.18864812,0.13164948,-0.13164948,0.00000000,-0.00000000
-5.83191596,1.53752776,-1.53752776,0.51783105,-0.51783105,1.06924065,-1.06924065,0.00041211,-0.00041211,0.04822498,-0.04822498,0.07940191,-0.07940191,0.19010346,-0.19010346,0.13230661,-0.13230661,0.00000000,-0.00000000
-5.82591296,1.53199166,-1.53199166,0.52863752,-0.52863752,1.05942911,-1.05942911,0.00042666,-0.00042666,0.04723679,-0.04723679,0.07876257,-0.07876257,0.19246888,-0.19246888,0.13333841,-0.13333841,0.00000000,-0.00000000
-5.81990995,1.52953832,-1.52953832,0.53855566,-0.53855566,1.05161200,-1.05161200,0.00044431,-0.00044431,0.04675495,-0.04675495,0.07872885,-0.07872885,0.19561413,-0.19561413,0.13464021,-0.13464021,0.00000000,-0.00000000
-5.81390695,1.52962658,-1.52962658,0.54727843,-0.54727843,1.04549024,-1.04549024,0.00046533,-0.00046533,0.04674134,-0.04674134,0.07922076,-0.07922076,0.19944172,-0.19944172,0.13612633,-0.13612633,0.00000000,-0.00000000
-5.80790395,1.53192443,-1.53192443,0.55456180,-0.55456180,1.04089701,-1.04089701,0.00049012,-0.00049012,0.04716793,-0.04716793,0.08017386,-0.08017386,0.20388940,-0.20388940,0.13773242,-0.13773242,0.00000000,-0.00000000
-5.80190095,1.53631432,-1.53631432,0.56023212,-0.56023212,1.03779979,-1.03779979,0.00051919,-0.00051919,0.04801661,-0.04801661,0.08153987,-0.08153987,0.20893136,-0.20893136,0.13941695,-0.13941695,0.00000000,-0.00000000
-5.79589795,1.54288912,-1.54288911,0.56419070,-0.56419070,1.03629621,-1.03629621,0.00055315,-0.00055315,0.04927866,-0.04927866,0.08328672,-0.08328672,0.21457786,-0.21457786,0.14116184,-0.14116184,0.00000000,-0.00000000
-5.78989495,1.55193894,-1.55193894,0.56641553,-0.56641553,1.03660392,-1.03660392,0.00059271,-0.00059271,0.05095382,-0.05095382,0.08539802,-0.08539802,0.22087352,-0.22087352,0.14297210,-0.14297210,0.00000000,-0.00000000
-5.78389195,1.56392937,-1.56392936,0.56695982,-0.56695982,1.03904513,-1.03904513,0.00063867,-0.00063867,0.05304914,-0.05304913,0.08787203,-0.08787203,0.22789396,-0.22789396,0.14487453,-0.14487453,0.00000000,-0.00000000
-5.77788894,1.57947180,-1.57947179,0.56594748,-0.56594748,1.04402638,-1.04402638,0.00069188,-0.00069188,0.05557747,-0.05557746,0.09072008,-0.09072008,0.23574101,-0.23574101,0.14691549,-0.14691549,0.00000000,-0.00000000
-5.77188594,1.59928729,-1.59928728,0.56356560,-0.56356560,1.05201459,-1.05201459,0.00075322,-0.00075322,0.05855585,-0.05855585,0.09396458,-0.09396458,0.24453660,-0.24453660,0.14915774,-0.14915774,0.00000000,-0.00000000
-5.76588294,1.62416509,-1.62416508,0.56005433,-0.56005433,1.06351027,-1.06351027,0.00082357,-0.00082357,0.06200369,-0.06200369,0.09763656,-0.09763656,0.25441534,-0.25441534,0.15167650,-0.15167650,0.00000000,-0.00000000
-5.75987994,1.65491757,-1.65491756,0.55569446,-0.55569446,1.07901913,-1.07901913,0.00090381,-0.00090381,0.06594080,-0.06594080,0.10177293,-0.10177293,0.26551622,-0.26551622,0.15455487,-0.15455487,0.00000000,-0.00000000
-5.75387694,1.69233329,-1.69233329,0.55079331,-0.55079331,1.09902311,-1.09902311,0.00099473,-0.00099473,0.07038547,-0.07038547,0.10641348,-0.10641348,0.27797357,-0.27797357,0.15787875,-0.15787875,0.00000000,-0.00000000
-5.74787394,1.73712997,-1.73712997,0.54566956,-0.54566956,1.12395210,-1.12395210,0.00109705,-0.00109705,0.07535245,-0.07535244,0.11159770,-0.11159769,0.29190764,-0.29190764,0.16173149,-0.16173149,0.00000000,-0.00000000
-5.74187094,1.78990916,-1.78990916,0.54063773,-0.54063773,1.15415730,-1.15415730,0.00121137,-0.00121137,0.08085107,-0.08085107,0.11736154,-0.11736154,0.30741527,-0.30741527,0.16618850,-0.16618850,0.00000000,-0.00000000
-5.73586793,1.85111452,-1.85111452,0.53599297,-0.53599297,1.18988730,-1.18988730,0.00133813,-0.00133813,0.08688347,-0.08688347,0.12373429,-0.12373429,0.32456087,-0.32456087,0.17131203,-0.17131203,0.00000000,-0.00000000
-5.72986493,1.92099511,-1.92099510,0.53199691,-0.53199691,1.23126772,-1.23126772,0.00147759,-0.00147759,0.09344295,-0.09344295,0.13073555,-0.13073555,0.34336834,-0.34336834,0.17714634,-0.17714634,0.00000000,-0.00000000
-5.72386193,1.99957532,-1.99957532,0.52886525,-0.52886525,1.27828511,-1.27828511,0.00162984,-0.00162984,0.10051258,-0.10051258,0.13837250,-0.13837250,0.36381410,-0.36381410,0.18371360,-0.18371360,0.00000000,-0.00000000
-5.71785893,2.08663262,-2.08663262,0.52675757,-0.52675757,1.33077569,-1.33077569,0.00179475,-0.00179475,0.10806417,-0.10806417,0.14663762,-0.14663762,0.38582181,-0.38582181,0.19101060,-0.19101060,0.00000000,-0.00000000
-5.71185593,2.18168397,-2.18168397,0.52576989,-0.52576989,1.38841929,-1.38841929,0.00197197,-0.00197197,0.11605743,-0.11605743,0.15550678,-0.15550678,0.40925890,-0.40925889,0.19900646,-0.19900646,0.00000000,-0.00000000
-5.70585293,2.28398169,-2.28398169,0.52593026,-0.52593026,1.45073872,-1.45073871,0.00216096,-0.00216096,0.12443960,-0.12443960,0.16493804,-0.16493804,0.43393531,-0.43393531,0.20764159,-0.20764159,0.00000000,-0.00000000
-5.69984992,2.39251901,-2.39251900,0.52719761,-0.52719761,1.51710454,-1.51710454,0.00236098,-0.00236098,0.13314551,-0.13314551,0.17487097,-0.17487097,0.45960461,-0.45960461,0.21682782,-0.21682781,0.00000000,-0.00000000
-5.69384692,2.50604524,-2.50604524,0.52946377,-0.52946377,1.58674517,-1.58674517,0.00257110,-0.00257110,0.14209798,-0.14209798,0.18522677,-0.18522677,0.48596740,-0.48596740,0.22644978,-0.22644978,0.00000000,-0.00000000
-5.68784392,2.62309036,-2.62309035,0.53255855,-0.53255855,1.65876198,-1.65876197,0.00279025,-0.00279025,0.15120876,-0.15120876,0.19590901,-0.19590901,0.51267715,-0.51267715,0.23636763,-0.23636763,0.00000000,-0.00000000
-5.68184092,2.74199807,-2.74199806,0.53625770,-0.53625770,1.73214888,-1.73214888,0.00301723,-0.00301723,0.16037989,-0.16037989,0.20680515,-0.20680515,0.53934833,-0.53934832,0.24642075,-0.24642075,0.00000000,-0.00000000
-5.67583792,2.86096654,-2.86096653,0.54029310,-0.54029310,1.80581599,-1.80581598,0.00325078,-0.00325078,0.16950549,-0.16950549,0.21778874,-0.21778874,0.56556636,-0.56556636,0.25643255,-0.25643255,0.00000000,-0.00000000
-5.66983492,2.97809537,-2.97809536,0.54436486,-0.54436486,1.87861641,-1.87861641,0.00348955,-0.00348955,0.17847393,-0.17847393,0.22872216,-0.22872216,0.59089941,-0.59089941,0.26621605,-0.26621605,0.00000000,-0.00000000
-5.66383192,3.09143734,-3.09143733,0.54815467,-0.54815467,1.94937563,-1.94937563,0.00373222,-0.00373222,0.18717041,-0.18717041,0.23946002,-0.23946002,0.61491117,-0.61491117,0.27557993,-0.27557993,0.00000000,-0.00000000
-5.65782891,3.19905306,-3.19905305,0.55133970,-0.55133970,2.01692233,-2.01692232,0.00397747,-0.00397747,0.19547971,-0.19547971,0.24985284,-0.24985284,0.63717457,-0.63717457,0.28433502,-0.28433502,0.00000000,-0.00000000
-5.65182591,3.29906682,-3.29906681,0.55360645,-0.55360645,2.08011992,-2.08011992,0.00422406,-0.00422406,0.20328924,-0.20328924,0.25975113,-0.25975113,0.65728545,-0.65728545,0.29230068,-0.29230068,0.00000000,-0.00000000
-5.64582291,3.38972150,-3.38972149,0.55466402,-0.55466402,2.13789774,-2.13789773,0.00447081,-0.00447081,0.21049207,-0.21049206,0.26900950,-0.26900950,0.67487596,-0.67487596,0.29931101,-0.29931101,0.00000000,-0.00000000
-5.63981991,3.46943072,-3.46943072,0.55425604,-0.55425604,2.18928081,-2.18928080,0.00471665,-0.00471665,0.21698995,-0.21698995,0.27749081,-0.27749081,0.68962694,-0.68962694,0.30522052,-0.30522052,0.00000000,-0.00000000
-5.63381691,3.53682633,-3.53682633,0.55217095,-0.55217095,2.23341740,-2.23341740,0.00496062,-0.00496062,0.22269624,-0.22269624,0.28507006,-0.28507006,0.70127880,-0.70127880,0.30990908,-0.30990908,0.00000000,-0.00000000
-5.62781391,3.59079947,-3.59079946,0.54825024,-0.54825024,2.26960338,-2.26960337,0.00520184,-0.00520184,0.22753844,-0.22753844,0.29163800,-0.29163800,0.70964050,-0.70964050,0.31328588,-0.31328588,0.00000000,-0.00000000
-5.62181091,3.63053383,-3.63053383,0.54239425,-0.54239425,2.29730250,-2.29730250,0.00543956,-0.00543956,0.23146041,-0.23146041,0.29710418,-0.29710418,0.71459608,-0.71459608,0.31529239,-0.31529239,0.00000000,-0.00000000
-5.61580790,3.65552991,-3.65552991,0.53456558,-0.53456558,2.31616214,-2.31616214,0.00567305,-0.00567305,0.23442408,-0.23442408,0.30139942,-0.30139942,0.71610873,-0.71610873,0.31590409,-0.31590409,0.00000000,-0.00000000
-5.60980490,3.66561930,-3.66561930,0.52479000,-0.52479000,2.32602371,-2.32602371,0.00590165,-0.00590165,0.23641055,-0.23641055,0.30447756,-0.30447756,0.71422190,-0.71422190,0.31513102,-0.31513102,0.00000000,-0.00000000
-5.60380190,3.66096881,-3.66096881,0.51315497,-0.51315497,2.32692761,-2.32692761,0.00612469,-0.00612469,0.23742054,-0.23742054,0.30631648,-0.30631648,0.70905780,-0.70905780,0.31301715,-0.31301715,0.00000000,-0.00000000
-5.59779890,3.64207422,-3.64207422,0.49980602,-0.49980602,2.31911248,-2.31911248,0.00634147,-0.00634147,0.23747424,-0.23747424,0.30691826,-0.30691826,0.70081299,-0.70081299,0.30963862,-0.30963862,0.00000000,-0.00000000
-5.59179590,3.60974408,-3.60974408,0.48494129,-0.48494129,2.30300882,-2.30300882,0.00655118,-0.00655118,0.23661039,-0.23661039,0.30630864,-0.30630864,0.68975162,-0.68975162,0.30510105,-0.30510105,0.00000000,-0.00000000
-5.58579290,3.56507438,-3.56507439,0.46880452,-0.46880452,2.27922719,-2.27922719,0.00675295,-0.00675295,0.23488483,-0.23488483,0.30453575,-0.30453575,0.67619640,-0.67619640,0.29953595,-0.29953595,0.00000000,-0.00000000
-5.57978989,3.50941518,-3.50941518,0.45167697,-0.45167697,2.24854161,-2.24854161,0.00694572,-0.00694572,0.23236836,-0.23236836,0.30166816,-0.30166816,0.66051784,-0.66051784,0.29309654,-0.29309654,0.00000000,-0.00000000
-5.57378689,3.44433058,-3.44433059,0.43386868,-0.43386868,2.21186853,-2.21186853,0.00712829,-0.00712829,0.22914425,-0.22914425,0.29779248,-0.29779248,0.64312220,-0.64312220,0.28595317,-0.28595317,0.00000000,-0.00000000
-5.56778389,3.37155371,-3.37155372,0.41570938,-0.41570938,2.17024235,-2.17024235,0.00729926,-0.00729926,0.22530536,-0.22530536,0.29301047,-0.29301047,0.62443869,-0.62443869,0.27828835,-0.27828835,0.00000000,-0.00000000
-5.56178089,3.29293844,-3.29293844,0.39753951,-0.39753951,2.12478823,-2.12478823,0.00745708,-0.00745708,0.22095098,-0.22095098,0.28743600,-0.28743600,0.60490645,-0.60490645,0.27029196,-0.27029197,0.00000000,-0.00000000
-5.55577789,3.21040961,-3.21040962,0.37970167,-0.37970167,2.07669317,-2.07669317,0.00760003,-0.00760003,0.21618374,-0.21618374,0.28119186,-0.28119186,0.58496187,-0.58496187,0.26215640,-0.26215640,0.00000000,-0.00000000
-5.54977489,3.12591359,-3.12591359,0.36253270,-0.36253270,2.02717621,-2.02717621,0.00772627,-0.00772627,0.21110649,-0.21110649,0.27440656,-0.27440656,0.56502668,-0.56502668,0.25407211,-0.25407211,0.00000000,-0.00000000
-5.54377189,3.04137062,-3.04137062,0.34635662,-0.34635662,1.97745877,-1.97745878,0.00783387,-0.00783387,0.20581945,-0.20581945,0.26721134,-0.26721134,0.54549733,-0.54549733,0.24622352,-0.24622352,0.00000000,-0.00000000
-5.53776888,2.95863061,-2.95863062,0.33147853,-0.33147853,1.92873587,-1.92873587,0.00792087,-0.00792087,0.20041773,-0.20041773,0.25973742,-0.25973742,0.52673591,-0.52673591,0.23878545,-0.23878545,0.00000000,-0.00000000
-5.53176588,2.87943326,-2.87943326,0.31817954,-0.31817954,1.88214899,-1.88214900,0.00798536,-0.00798536,0.19498930,-0.19498930,0.25211356,-0.25211356,0.50906298,-0.50906298,0.23192003,-0.23192003,0.00000000,-0.00000000
-5.52576288,2.80537357,-2.80537357,0.30671271,-0.30671271,1.83876132,-1.83876132,0.00802553,-0.00802553,0.18961343,-0.18961343,0.24446402,-0.24446402,0.49275240,-0.49275240,0.22577422,-0.22577422,0.00000000,-0.00000000
-5.51975988,2.73787331,-2.73787332,0.29729989,-0.29729989,1.79953562,-1.79953562,0.00803974,-0.00803974,0.18435977,-0.18435977,0.23690690,-0.23690690,0.47802811,-0.47802811,0.22047785,-0.22047785,0.00000000,-0.00000000
-5.51375688,2.67815857,-2.67815857,0.29012942,-0.29012942,1.76531535,-1.76531535,0.00802662,-0.00802662,0.17928793,-0.17928793,0.22955287,-0.22955287,0.46506309,-0.46506310,0.21614216,-0.21614216,0.00000000,-0.00000000
-5.50775388,2.62724352,-2.62724352,0.28535450,-0.28535450,1.73680911,-1.73680911,0.00798511,-0.00798511,0.17444767,-0.17444767,0.22250428,-0.22250428,0.45398004,-0.45398004,0.21285878,-0.21285878,0.00000000,-0.00000000
-5.50175088,2.58592009,-2.58592009,0.28309218,-0.28309218,1.71457852,-1.71457852,0.00791453,-0.00791453,0.16987946,-0.16987946,0.21585448,-0.21585448,0.44485372,-0.44485372,0.21069914,-0.21069914,0.00000000,-0.00000000
-5.49574787,2.55475316,-2.55475316,0.28342268,-0.28342268,1.69902966,-1.69902967,0.00781462,-0.00781462,0.16561554,-0.16561554,0.20968752,-0.20968752,0.43771468,-0.43771468,0.20971415,-0.20971415,0.00000000,-0.00000000
-5.48974487,2.53408068,-2.53408068,0.28638914,-0.28638914,1.69040793,-1.69040794,0.00768556,-0.00768556,0.16168116,-0.16168116,0.20407788,-0.20407788,0.43255397,-0.43255397,0.20993415,-0.20993416,0.00000000,-0.00000000
-5.48374187,2.52401810,-2.52401810,0.29199750,-0.29199750,1.68879626,-1.68879626,0.00752801,-0.00752801,0.15809602,-0.15809602,0.19909036,-0.19909037,0.42932853,-0.42932853,0.21136914,-0.21136914,0.00000000,-0.00000000
-5.47773887,2.52446651,-2.52446651,0.30021662,-0.30021662,1.69411661,-1.69411661,0.00734309,-0.00734309,0.15487575,-0.15487575,0.19478005,-0.19478005,0.42796688,-0.42796688,0.21400903,-0.21400903,0.00000000,-0.00000000
-5.47173587,2.53512393,-2.53512393,0.31097851,-0.31097851,1.70613455,-1.70613455,0.00713239,-0.00713239,0.15203325,-0.15203325,0.19119217,-0.19119217,0.42837481,-0.42837481,0.21782420,-0.21782420,0.00000000,-0.00000000
-5.46573287,2.55549910,-2.55549911,0.32417881,-0.32417881,1.72446692,-1.72446692,0.00689789,-0.00689789,0.14957987,-0.14957987,0.18836197,-0.18836197,0.43044074,-0.43044074,0.22276606,-0.22276606,0.00000000,-0.00000000
-5.45972986,2.58492752,-2.58492753,0.33967741,-0.33967741,1.74859229,-1.74859229,0.00664194,-0.00664194,0.14752626,-0.14752626,0.18631456,-0.18631456,0.43404052,-0.43404052,0.22876785,-0.22876785,0.00000000,-0.00000000
-5.45372686,2.62258929,-2.62258929,0.35729946,-0.35729946,1.77786428,-1.77786428,0.00636721,-0.00636721,0.14588289,-0.14588289,0.18506461,-0.18506461,0.43904147,-0.43904147,0.23574556,-0.23574556,0.00000000,-0.00000000
-5.44772386,2.66752861,-2.66752861,0.37683676,-0.37683676,1.81152752,-1.81152752,0.00607662,-0.00607662,0.14466015,-0.14466015,0.18461614,-0.18461614,0.44530560,-0.44530560,0.24359906,-0.24359906,0.00000000,-0.00000000
-5.44172086,2.71867484,-2.71867484,0.39804971,-0.39804971,1.84873613,-1.84873613,0.00577326,-0.00577326,0.14386802,-0.14386802,0.18496222,-0.18496222,0.45269185,-0.45269185,0.25221342,-0.25221342,0.00000000,-0.00000000
-5.43571786,2.77486494,-2.77486494,0.42066978,-0.42066978,1.88857448,-1.88857448,0.00546031,-0.00546031,0.14351544,-0.14351544,0.18608475,-0.18608475,0.46105747,-0.46105747,0.26146055,-0.26146055,0.00000000,-0.00000000
-5.42971486,2.83486729,-2.83486729,0.44440282,-0.44440282,1.93008012,-1.93008012,0.00514098,-0.00514098,0.14360919,-0.14360919,0.18795443,-0.18795443,0.47025860,-0.47025860,0.27120111,-0.27120111,0.00000000,-0.00000000
-5.42371186,2.89740694,-2.89740694,0.46893298,-0.46893298,1.97226833,-1.97226833,0.00481844,-0.00481844,0.14415270,-0.14415270,0.19053079,-0.19053080,0.48015016,-0.48015016,0.28128671,-0.28128671,0.00000000,-0.00000000
-5.41770885,2.96119190,-2.96119190,0.49392757,-0.49392757,2.01415803,-2.01415803,0.00449574,-0.00449574,0.14514451,-0.14514451,0.19376254,-0.19376254,0.49058520,-0.49058520,0.29156242,-0.29156242,0.00000000,-0.00000000
-5.41170585,3.02494051,-3.02494051,0.51904257,-0.51904257,2.05479843,-2.05479843,0.00417578,-0.00417578,0.14657682,-0.14657682,0.19758815,-0.19758815,0.50141406,-0.50141406,0.30186963,-0.30186963,0.00000000,-0.00000000
-5.40570285,3.08740943,-3.08740943,0.54392889,-0.54392889,2.09329581,-2.09329581,0.00386123,-0.00386123,0.14843402,-0.14843402,0.20193676,-0.20193676,0.51248335,-0.51248335,0.31204911,-0.31204911,0.00000000,-0.00000000
-5.39969985,3.14742186,-3.14742186,0.56823920,-0.56823920,2.12883965,-2.12883965,0.00355452,-0.00355452,0.15069148,-0.15069148,0.20672941,-0.20672941,0.52363515,-0.52363515,0.32194435,-0.32194435,0.00000000,-0.00000000
-5.39369685,3.20389531,-3.20389531,0.59163525,-0.59163525,2.16072743,-2.16072743,0.00325780,-0.00325780,0.15331455,-0.15331455,0.21188065,-0.21188065,0.53470653,-0.53470653,0.33140496,-0.33140496,0.00000000,-0.00000000
-5.38769385,3.25586835,-3.25586835,0.61379533,-0.61379533,2.18838702,-2.18838702,0.00297292,-0.00297292,0.15625801,-0.15625801,0.21730033,-0.21730033,0.54552963,-0.54552963,0.34029020,-0.34029020,0.00000000,-0.00000000
-5.38169085,3.30252540,-3.30252539,0.63442179,-0.63442179,2.21139610,-2.21139610,0.00270143,-0.00270143,0.15946603,-0.15946603,0.22289583,-0.22289583,0.55593237,-0.55593237,0.34847239,-0.34847239,0.00000000,-0.00000000
-5.37568784,3.34321873,-3.34321873,0.65324828,-0.65324828,2.22949745,-2.22949744,0.00244459,-0.00244459,0.16287256,-0.16287256,0.22857433,-0.22857433,0.56573992,-0.56573992,0.35584015,-0.35584015,0.00000000,-0.00000000
-5.36968484,3.37748679,-3.37748678,0.67004640,-0.67004640,2.24260955,-2.24260955,0.00220332,-0.00220332,0.16640235,-0.16640235,0.23424530,-0.23424530,0.57477697,-0.57477697,0.36230134,-0.36230134,0.00000000,-0.00000000
-5.36368184,3.40506780,-3.40506779,0.68463158,-0.68463158,2.25083179,-2.25083179,0.00197832,-0.00197832,0.16997250,-0.16997250,0.23982297,-0.23982297,0.58287072,-0.58287071,0.36778557,-0.36778556,0.00000000,-0.00000000
-5.35767884,3.42590799,-3.42590799,0.69686784,-0.69686784,2.25444365,-2.25444365,0.00176999,-0.00176999,0.17349445,-0.17349445,0.24522878,-0.24522878,0.58985452,-0.58985452,0.37224610,-0.37224610,0.00000000,-0.00000000
-5.35167584,3.44016355,-3.44016355,0.70667118,-0.70667118,2.25389765,-2.25389765,0.00157849,-0.00157849,0.17687645,-0.17687645,0.25039352,-0.25039352,0.59557209,-0.59557209,0.37566119,-0.37566119,0.00000000,-0.00000000
-5.34567284,3.44819589,-3.44819588,0.71401149,-0.71401149,2.24980601,-2.24980600,0.00140380,-0.00140380,0.18002637,-0.18002637,0.25525927,-0.25525927,0.59988194,-0.59988194,0.37803454,-0.37803454,0.00000000,-0.00000000
