energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.93996998,2.17682594,-2.23142051,0.01322625,-0.01433056,0.21453698,-0.20894759,1.10280227,-1.15986437,0.57987612,-0.54071538,1.15198696,-1.21477436,0.00000000,-0.00000000,0.53527042,-0.55336418,0.19444021,-0.20312142
-5.93396698,2.11436283,-2.19065130,0.01209049,-0.01303895,0.21021159,-0.21024987,1.06988736,-1.13506005,0.57124385,-0.54460414,1.11657383,-1.18510310,0.00000000,-0.00000000,0.52221801,-0.54220116,0.18859708,-0.19754707
-5.92796398,2.04886254,-2.14698959,0.01101433,-0.01182130,0.20504834,-0.21084136,1.03521391,-1.10827561,0.56061941,-0.54671391,1.08043595,-1.15459092,0.00000000,-0.00000000,0.50882746,-0.53074957,0.18284279,-0.19209046
-5.92196098,1.98068534,-2.10011207,0.00999831,-0.01067807,0.19912347,-0.21063557,0.99896159,-1.07943270,0.54819764,-0.54690689,1.04367307,-1.12312013,0.00000000,-0.00000000,0.49510383,-0.51892730,0.17716747,-0.18671416
-5.91595798,1.91033431,-2.04984276,0.00904295,-0.00960938,0.19254226,-0.20956699,0.96137817,-1.04853373,0.53423113,-0.54509512,1.00644093,-1.09064476,0.00000000,-0.00000000,0.48107988,-0.50668681,0.17156996,-0.18139097
-5.90995498,1.83843756,-1.99616336,0.00814859,-0.00861493,0.18543726,-0.20759463,0.92277126,-1.01566508,0.51902332,-0.54124465,0.96894258,-1.05719311,0.00000000,-0.00000000,0.46681235,-0.49401630,0.16605681,-0.17610482
-5.90395198,1.76572468,-1.93921466,0.00731536,-0.00769406,0.17796564,-0.20470474,0.88349733,-0.98099542,0.50292000,-0.53537760,0.93141714,-1.02286530,0.00000000,-0.00000000,0.45237694,-0.48093837,0.16064079,-0.17085076
-5.89794897,1.69299927,-1.87928977,0.00654307,-0.00684568,0.17030567,-0.20091247,0.84394863,-0.94476981,0.48629941,-0.52757213,0.89412678,-0.98782645,0.00000000,-0.00000000,0.43786246,-0.46750668,0.15533901,-0.16563418
-5.89194597,1.62110927,-1.81682021,0.00583116,-0.00606828,0.16265255,-0.19626273,0.80453902,-0.90730004,0.46956173,-0.51796053,0.85734310,-0.95229624,0.00000000,-0.00000000,0.42336473,-0.45380089,0.15017077,-0.16046924
-5.88594297,1.55091694,-1.75235611,0.00517861,-0.00535992,0.15521377,-0.19082986,0.76568959,-0.86895210,0.45311817,-0.50672542,0.82133377,-0.91653570,0.00000000,-0.00000000,0.40898051,-0.43992032,0.14515554,-0.15537690
-5.87993997,1.48327004,-1.68654233,0.00458397,-0.00471819,0.14820406,-0.18471652,0.72781485,-0.83013166,0.43738018,-0.49409459,0.78635039,-0.88083253,0.00000000,-0.00000000,0.39480206,-0.42597696,0.14031094,-0.15038251
-5.87393697,1.41897561,-1.62009209,0.00404532,-0.00414031,0.14184020,-0.17805163,0.69131021,-0.79126868,0.42274911,-0.48033465,0.75261829,-0.84548580,0.00000000,-0.00000000,0.38091268,-0.41208833,0.13565113,-0.14551332
-5.86793397,1.35877733,-1.55375986,0.00356029,-0.00362306,0.13633567,-0.17098763,0.65654136,-0.75280182,0.40960669,-0.46574387,0.72032871,-0.81079112,0.00000000,-0.00000000,0.36738328,-0.39837056,0.13118557,-0.14079605
-5.86193097,1.30333710,-1.48831506,0.00312612,-0.00316293,0.13189540,-0.16369703,0.62383571,-0.71516386,0.39830624,-0.45064455,0.68963370,-0.77702731,0.00000000,-0.00000000,0.35427037,-0.38493233,0.12691821,-0.13625464
-5.85592796,1.25322112,-1.42451784,0.00273972,-0.00275608,0.12871063,-0.15636854,0.59347633,-0.67876854,0.38916510,-0.43537528,0.66064391,-0.74444515,0.00000000,-0.00000000,0.34161533,-0.37186986,0.12284726,-0.13190842
-5.84992496,1.20889042,-1.36309807,0.00239771,-0.00239849,0.12695396,-0.14920278,0.56569808,-0.64399956,0.38245795,-0.42028334,0.63342888,-0.71325880,0.00000000,-0.00000000,0.32944493,-0.35926328,0.11896539,-0.12777073
-5.84392196,1.17069541,-1.30473805,0.00209655,-0.00208600,0.12677469,-0.14240776,0.54068600,-0.61120200,0.37841117,-0.40571737,0.60801982,-0.68364023,0.00000000,-0.00000000,0.31777295,-0.34717436,0.11526040,-0.12384812
-5.83791896,1.13887389,-1.25005937,0.00183259,-0.00181441,0.12829442,-0.13619425,0.51857535,-0.58067630,0.37719816,-0.39202063,0.58441408,-0.65571655,0.00000000,-0.00000000,0.30660258,-0.33564583,0.11171621,-0.12014005
-5.83191596,1.11355179,-1.19961376,0.00160215,-0.00157951,0.13160317,-0.13077105,0.49945325,-0.55267469,0.37893543,-0.37952466,0.56258104,-0.62957030,0.00000000,-0.00000000,0.29592938,-0.32470196,0.10831414,-0.11663915
-5.82591296,1.09474581,-1.15387759,0.00140166,-0.00137722,0.13675574,-0.12634034,0.48336107,-0.52739988,0.38367951,-0.36854361,0.54246851,-0.60524213,0.00000000,-0.00000000,0.28574443,-0.31435029,0.10503430,-0.11333200
-5.81990995,1.08236726,-1.11324937,0.00122763,-0.00120360,0.14376878,-0.12309306,0.47029745,-0.50500559,0.39142456,-0.35936899,0.52400933,-0.58273547,0.00000000,-0.00000000,0.27603738,-0.30458428,0.10185700,-0.11020025
-5.81390695,1.07622645,-1.07804949,0.00107678,-0.00105494,0.15261834,-0.12120441,0.46022137,-0.48559843,0.40210068,-0.35226479,0.50712731,-0.56202256,0.00000000,-0.00000000,0.26679913,-0.29538654,0.09876403,-0.10722200
-5.80790395,1.07603724,-1.04852127,0.00094608,-0.00092780,0.16323818,-0.12082956,0.45305490,-0.46924069,0.41557301,-0.34746289,0.49174235,-0.54305124,0.00000000,-0.00000000,0.25802384,-0.28673221,0.09573984,-0.10437337
-5.80190095,1.08142137,-1.02483254,0.00083273,-0.00081902,0.17551892,-0.12209943,0.44868561,-0.45595341,0.43164170,-0.34515865,0.47777412,-0.52575170,0.00000000,-0.00000000,0.24971018,-0.27859233,0.09277232,-0.10163004
-5.79589795,1.09191270,-1.00707681,0.00073426,-0.00072576,0.18930810,-0.12511681,0.44696825,-0.44571940,0.45004292,-0.34550655,0.46514435,-0.51004284,0.00000000,-0.00000000,0.24186167,-0.27093682,0.08985331,-0.09896877
-5.78989495,1.10696142,-0.99527372,0.00064846,-0.00064551,0.20441132,-0.12995265,0.44772603,-0.43848574,0.47045114,-0.34861583,0.45377755,-0.49583756,0.00000000,-0.00000000,0.23448620,-0.26373684,0.08697880,-0.09636862
-5.78389195,1.12593873,-0.98936811,0.00057341,-0.00057610,0.22059453,-0.13664277,0.45075131,-0.43416563,0.49248278,-0.35454628,0.44360034,-0.48304682,0.00000000,-0.00000000,0.22759465,-0.25696640,0.08414873,-0.09381197
-5.77788894,1.14814228,-0.98922784,0.00050751,-0.00051564,0.23758757,-0.14518492,0.45580621,-0.43263938,0.51570151,-0.36330416,0.43453954,-0.47158206,0.00000000,-0.00000000,0.22119883,-0.25060315,0.08136650,-0.09128513
-5.77188594,1.17280305,-0.99464045,0.00044936,-0.00046258,0.25508893,-0.15553648,0.46262319,-0.43375470,0.53962527,-0.37483838,0.42651943,-0.46135616,0.00000000,-0.00000000,0.21530902,-0.24462829,0.07863823,-0.08877870
-5.76588294,1.19909420,-1.00530906,0.00039785,-0.00041561,0.27277182,-0.16761278,0.47090612,-0.43732629,0.56373513,-0.38903739,0.41945861,-0.45228298,0.00000000,-0.00000000,0.20993116,-0.23902576,0.07597184,-0.08628745
-5.75987994,1.22614217,-1.02084820,0.00035205,-0.00037369,0.29029128,-0.18128624,0.48033200,-0.44313526,0.58748589,-0.40572681,0.41326669,-0.44427559,0.00000000,-0.00000000,0.20506409,-0.23378081,0.07337604,-0.08380998
-5.75387694,1.25304041,-1.04078041,0.00031123,-0.00033600,0.30729244,-0.19638656,0.49055377,-0.45092844,0.61031834,-0.42466836,0.40784153,-0.43724380,0.00000000,-0.00000000,0.20069699,-0.22887809,0.07085923,-0.08134805
-5.74787394,1.27886584,-1.06453446,0.00027484,-0.00030189,0.32341946,-0.21270190,0.50120426,-0.46041825,0.63167289,-0.44556018,0.40306714,-0.43109118,0.00000000,-0.00000000,0.19680737,-0.22429966,0.06842863,-0.07890581
-5.74187094,1.30269781,-1.09144601,0.00024243,-0.00027090,0.33832506,-0.22998145,0.51190155,-0.47128339,0.65100417,-0.46803914,0.39881271,-0.42571211,0.00000000,-0.00000000,0.19335967,-0.22002287,0.06608940,-0.07648878
-5.73586793,1.32363922,-1.12076167,0.00021371,-0.00024268,0.35168019,-0.24793915,0.52225572,-0.48317078,0.66779619,-0.49168505,0.39493293,-0.42098928,0.00000000,-0.00000000,0.19030468,-0.21601869,0.06384404,-0.07410298
-5.72986493,1.34083908,-1.15164689,0.00018846,-0.00021703,0.36318362,-0.26625886,0.53187680,-0.49569899,0.68157737,-0.51602727,0.39126974,-0.41679207,0.00000000,-0.00000000,0.18757990,-0.21225033,0.06169204,-0.07175396
-5.72386193,1.35351587,-1.18319828,0.00016659,-0.00019381,0.37257089,-0.28460080,0.54038391,-0.50846342,0.69193502,-0.54055347,0.38765548,-0.41297599,0.00000000,-0.00000000,0.18511075,-0.20867261,0.05962979,-0.06944611
-5.71785893,1.36098053,-1.21446025,0.00014805,-0.00017297,0.37962242,-0.30260918,0.54741502,-0.52104320,0.69852837,-0.56472072,0.38391728,-0.40938354,0.00000000,-0.00000000,0.18281273,-0.20523201,0.05765081,-0.06718204
-5.71185593,1.36265823,-1.24444594,0.00013293,-0.00015454,0.38417035,-0.31992090,0.55263715,-0.53300984,0.70109990,-0.58796851,0.37988263,-0.40584649,0.00000000,-0.00000000,0.18059424,-0.20186744,0.05574617,-0.06496230
-5.70585293,1.35810777,-1.27216177,0.00012138,-0.00013861,0.38610380,-0.33617500,0.55575644,-0.54393733,0.69948404,-0.60973338,0.37538563,-0.40218957,0.00000000,-0.00000000,0.17836015,-0.19851187,0.05390522,-0.06278528
-5.69984992,1.34703758,-1.29663491,0.00011366,-0.00012534,0.38537230,-0.35102260,0.55652765,-0.55341329,0.69361320,-0.62946479,0.37027380,-0.39823538,0.00000000,-0.00000000,0.17601565,-0.19509447,0.05211648,-0.06064741
-5.69384692,1.32931776,-1.31694244,0.00011014,-0.00011494,0.38198739,-0.36413698,0.55476260,-0.56105086,0.68352052,-0.64664151,0.36441481,-0.39381040,0.00000000,-0.00000000,0.17347038,-0.19154351,0.05036863,-0.05854364
-5.68784392,1.30498714,-1.33224110,0.00011133,-0.00010773,0.37602206,-0.37522337,0.55033716,-0.56650064,0.66933940,-0.66078788,0.35770306,-0.38875160,0.00000000,-0.00000000,0.17064248,-0.18778939,0.04865163,-0.05646799
-5.68184092,1.27425539,-1.34179603,0.00011790,-0.00010411,0.36760841,-0.38402806,0.54319638,-0.56946222,0.65129975,-0.67148932,0.35006540,-0.38291343,0.00000000,-0.00000000,0.16746247,-0.18376801,0.04695783,-0.05441444
-5.67583792,1.23749970,-1.34500738,0.00013067,-0.00010459,0.35693330,-0.39034648,0.53335750,-0.56969455,0.62972117,-0.67840629,0.34146605,-0.37617461,0.00000000,-0.00000000,0.16387655,-0.17942411,0.04528299,-0.05237779
-5.66983492,1.19525648,-1.34143324,0.00015071,-0.00010982,0.34423251,-0.39402985,0.52091077,-0.56702483,0.60500340,-0.68128619,0.33191012,-0.36844451,0.00000000,-0.00000000,0.15984941,-0.17471423,0.04362725,-0.05035465
-5.66383192,1.14820834,-1.33080791,0.00017927,-0.00012060,0.32978355,-0.39499008,0.50601786,-0.56135526,0.57761454,-0.67997247,0.32144587,-0.35966860,0.00000000,-0.00000000,0.15536616,-0.16960945,0.04199592,-0.04834432
-5.65782891,1.09716706,-1.31305444,0.00021788,-0.00013793,0.31389749,-0.39320283,0.48890813,-0.55266742,0.54807758,-0.67441066,0.31016536,-0.34983274,0.00000000,-0.00000000,0.15043356,-0.16409741,0.04040012,-0.04634973
-5.65182591,1.04305335,-1.28829103,0.00026834,-0.00016301,0.29691023,-0.38870836,0.46987284,-0.54102390,0.51695588,-0.66465099,0.29820371,-0.33896604,0.00000000,-0.00000000,0.14508024,-0.15818377,0.03885717,-0.04437816
-5.64582291,0.98687435,-1.25683081,0.00033274,-0.00019727,0.27917350,-0.38161045,0.44925756,-0.52656735,0.48483824,-0.65084750,0.28573690,-0.32714223,0.00000000,-0.00000000,0.13935617,-0.15189280,0.03739080,-0.04244186
-5.63981991,0.92969989,-1.21917522,0.00041347,-0.00024241,0.26104608,-0.37207317,0.42745323,-0.50951666,0.45232423,-0.63325370,0.27297829,-0.31447933,0.00000000,-0.00000000,0.13333134,-0.14526731,0.03603112,-0.04055845
-5.63381691,0.87263838,-1.17600128,0.00051321,-0.00030041,0.24288548,-0.36031588,0.40488614,-0.49016085,0.42001025,-0.61221510,0.26017401,-0.30113792,0.00000000,-0.00000000,0.12709362,-0.13836782,0.03481439,-0.03875116
-5.62781391,0.81681333,-1.12814357,0.00063493,-0.00037353,0.22504037,-0.34660658,0.38200734,-0.46885073,0.38847692,-0.58815886,0.24759758,-0.28731781,0.00000000,-0.00000000,0.12074625,-0.13127099,0.03378253,-0.03704887
-5.62181091,0.76334114,-1.07657167,0.00078187,-0.00046434,0.20784405,-0.33125408,0.35928189,-0.44598881,0.35827806,-0.56158125,0.23554381,-0.27325366,0.00000000,-0.00000000,0.11440467,-0.12406759,0.03298256,-0.03548591
-5.61580790,0.71331078,-1.02236437,0.00095749,-0.00057571,0.19160891,-0.31459919,0.33717814,-0.42201805,0.32993146,-0.53303341,0.22432231,-0.25920948,0.00000000,-0.00000000,0.10819327,-0.11685990,0.03246575,-0.03410170
-5.60980490,0.66776579,-0.96668173,0.00116540,-0.00071075,0.17662213,-0.29700545,0.31615771,-0.39740991,0.30391167,-0.50310611,0.21425081,-0.24547249,0.00000000,-0.00000000,0.10224190,-0.10975892,0.03228665,-0.03294025
-5.60380190,0.62768861,-0.91073614,0.00140929,-0.00087284,0.16314249,-0.27884973,0.29666601,-0.37265210,0.28064466,-0.47241419,0.20564850,-0.23234650,0.00000000,-0.00000000,0.09668239,-0.10288134,0.03250206,-0.03204944
-5.59779890,0.59398740,-0.85576369,0.00169285,-0.00106553,0.15139820,-0.26051315,0.27912380,-0.34823678,0.26050413,-0.44158124,0.19882952,-0.22014515,0.00000000,-0.00000000,0.09164520,-0.09634651,0.03316980,-0.03148023
-5.59179590,0.56748509,-0.80299667,0.00201963,-0.00129249,0.14158560,-0.24237256,0.26391972,-0.32464931,0.24380946,-0.41122518,0.19409664,-0.20918520,0.00000000,-0.00000000,0.08725637,-0.09027349,0.03434739,-0.03128569
-5.58579290,0.54891030,-0.75363813,0.00239290,-0.00155742,0.13386864,-0.22479278,0.25140392,-0.30235819,0.23082476,-0.38194507,0.19173539,-0.19978002,0.00000000,-0.00000000,0.08363461,-0.08477828,0.03609076,-0.03152004
-5.57978989,0.53888988,-0.70883906,0.00281555,-0.00186393,0.12837878,-0.20811999,0.24188263,-0.28180616,0.22175882,-0.35430957,0.19200848,-0.19223358,0.00000000,-0.00000000,0.08088892,-0.07997140,0.03845275,-0.03223748
-5.57378689,0.53794255,-0.66967851,0.00328988,-0.00221544,0.12521531,-0.19267619,0.23561381,-0.26340277,0.21676556,-0.32884719,0.19515068,-0.18683483,0.00000000,-0.00000000,0.07911638,-0.07595566,0.04148169,-0.03349107
-5.56778389,0.54647330,-0.63714685,0.00381750,-0.00261500,0.12444568,-0.17875474,0.23280353,-0.24751836,0.21594473,-0.30603845,0.20136410,-0.18385265,0.00000000,-0.00000000,0.07840052,-0.07282439,0.04521995,-0.03533147
-5.56178089,0.56476833,-0.61213206,0.00439913,-0.00306516,0.12610590,-0.16661710,0.23360324,-0.23447943,0.21934257,-0.28630989,0.21081388,-0.18353142,0.00000000,-0.00000000,0.07880988,-0.07065998,0.04970245,-0.03780574
-5.55577789,0.59299020,-0.59540877,0.00503448,-0.00356784,0.13020082,-0.15649048,0.23810762,-0.22456524,0.22695230,-0.27002965,0.22362433,-0.18608693,0.00000000,-0.00000000,0.08039701,-0.06953273,0.05495532,-0.04095602
-5.54977489,0.63117331,-0.58762975,0.00572215,-0.00412412,0.13670417,-0.14856631,0.24635314,-0.21800548,0.23871433,-0.25750465,0.23987555,-0.19170298,0.00000000,-0.00000000,0.08319780,-0.06950003,0.06099457,-0.04481833
-5.54377189,0.67921967,-0.58931944,0.00645951,-0.00473412,0.14555853,-0.14299942,0.25831710,-0.21497878,0.25451626,-0.24897880,0.25960055,-0.20052823,0.00000000,-0.00000000,0.08723103,-0.07060579,0.06782497,-0.04942129
-5.53776888,0.73689543,-0.60086898,0.00724268,-0.00539688,0.15667513,-0.13990758,0.27391739,-0.21561187,0.27419272,-0.24463219,0.28278297,-0.21267354,0.00000000,-0.00000000,0.09249826,-0.07288015,0.07543908,-0.05478496
-5.53176588,0.80382830,-0.62253249,0.00806650,-0.00611024,0.16993375,-0.13937138,0.29301284,-0.21997918,0.29752529,-0.24458084,0.30935545,-0.22820959,0.00000000,-0.00000000,0.09898392,-0.07633926,0.08381651,-0.06091981
-5.52576288,0.87950662,-0.65442426,0.00892458,-0.00687076,0.18518274,-0.14143426,0.31540436,-0.22810277,0.32424271,-0.24887686,0.33919887,-0.24716493,0.00000000,-0.00000000,0.10665570,-0.08098533,0.09292349,-0.06782570
-5.51975988,0.96328048,-0.69651670,0.00980943,-0.00767374,0.20223939,-0.14610245,0.34083694,-0.23995239,0.35402177,-0.25750877,0.37214243,-0.26952435,0.00000000,-0.00000000,0.11546511,-0.08680678,0.10271273,-0.07549118
-5.51375688,1.05436548,-0.74863898,0.01071257,-0.00851320,0.22089087,-0.15334509,0.36900271,-0.25544579,0.38648905,-0.27040204,0.40796475,-0.29522768,0.00000000,-0.00000000,0.12534830,-0.09377846,0.11312369,-0.08389294
-5.50775388,1.15184967,-0.81047655,0.01162475,-0.00938196,0.24089586,-0.16309419,0.39954507,-0.27444917,0.42122389,-0.28741971,0.44639615,-0.32416913,0.00000000,-0.00000000,0.13622713,-0.10186202,0.12408315,-0.09299546
-5.50175088,1.25470405,-0.88157184,0.01253622,-0.01027181,0.26198707,-0.17524468,0.43206409,-0.29677792,0.45776280,-0.30836319,0.48712200,-0.35619720,0.00000000,-0.00000000,0.14801043,-0.11100643,0.13550620,-0.10275103
-5.49574787,1.36179679,-0.96132632,0.01343699,-0.01117364,0.28387470,-0.18965470,0.46612316,-0.32219784,0.49560543,-0.33297353,0.52978740,-0.39111527,0.00000000,-0.00000000,0.16059552,-0.12114858,0.14729760,-0.11310004
-5.48974487,1.47191142,-1.04900457,0.01431715,-0.01207775,0.30625093,-0.20614617,0.50125690,-0.35042685,0.53422227,-0.36093319,0.57400290,-0.42868306,0.00000000,-0.00000000,0.17386998,-0.13221404,0.15935349,-0.12397161
-5.48374187,1.58376852,-1.14374072,0.01516718,-0.01297407,0.32879542,-0.22450586,0.53698030,-0.38113758,0.57306393,-0.39186864,0.61935139,-0.46861892,0.00000000,-0.00000000,0.18771350,-0.14411797,0.17156335,-0.13528453
-5.47773887,1.69605071,-1.24454760,0.01597827,-0.01385249,0.35118171,-0.24448715,0.57279878,-0.41396082,0.61157184,-0.42535410,0.66539594,-0.51060309,0.00000000,-0.00000000,0.20200006,-0.15676626,0.18381228,-0.14694851
-5.47173587,1.80743021,-1.35032909,0.01674262,-0.01470321,0.37308432,-0.26581266,0.60821912,-0.44849020,0.64919018,-0.46091648,0.71168830,-0.55428192,0.00000000,-0.00000000,0.21660008,-0.17005674,0.19598331,-0.15886572
-5.46573287,1.91659797,-1.45989569,0.01745366,-0.01551706,0.39418648,-0.28817783,0.64276076,-0.48428792,0.68537859,-0.49804184,0.75777801,-0.59927308,0.00000000,-0.00000000,0.23138274,-0.18388066,0.20795993,-0.17093258
-5.45972986,2.02229357,-1.57198355,0.01810627,-0.01628580,0.41418791,-0.31125554,0.67596720,-0.52089186,0.71962515,-0.53618336,0.80322158,-0.64517167,0.00000000,-0.00000000,0.24621824,-0.19812426,0.21962852,-0.18304174
-5.45372686,2.12333452,-1.68527655,0.01869689,-0.01700243,0.43281264,-0.33470184,0.70741707,-0.55782377,0.75145916,-0.57477084,0.84759168,-0.69155706,0.00000000,-0.00000000,0.26098004,-0.21267049,0.23088070,-0.19508412
-5.44772386,2.21864384,-1.79843120,0.01922357,-0.01766142,0.44981626,-0.35816265,0.73673437,-0.59459856,0.78046316,-0.61322167,0.89048579,-0.73800045,0.00000000,-0.00000000,0.27554691,-0.22740086,0.24161545,-0.20695113
-5.44172086,2.30727469,-1.91010375,0.01968597,-0.01825886,0.46499244,-0.38128130,0.76359751,-0.63073446,0.80628357,-0.65095289,0.93153417,-0.78407275,0.00000000,-0.00000000,0.28980476,-0.24219722,0.25174109,-0.21853673
-5.43571786,2.38843112,-2.01897854,0.02008523,-0.01879259,0.47817823,-0.40370675,0.78774673,-0.66576367,0.82863946,-0.68739418,0.97040671,-0.82935274,0.00000000,-0.00000000,0.30364825,-0.25694370,0.26117674,-0.22973945
-5.42971486,2.46148371,-2.12379688,0.02042379,-0.01926218,0.48925795,-0.42510213,0.80898950,-0.69924316,0.84732905,-0.72200120,1.00681860,-0.87343509,0.00000000,-0.00000000,0.31698196,-0.27152837,0.26985360,-0.24046431
-5.42371186,2.52597981,-2.22338525,0.02070517,-0.01966890,0.49816545,-0.44515329,0.82720383,-0.73076533,0.86223353,-0.75426882,1.04053441,-0.91593812,0.00000000,-0.00000000,0.32972122,-0.28584499,0.27771571,-0.25062439
-5.41770885,2.58164757,-2.31668162,0.02093368,-0.02001554,0.50488453,-0.46357697,0.84233906,-0.75996785,0.87331808,-0.78374368,1.07137074,-0.95651086,0.00000000,-0.00000000,0.34179259,-0.29979434,0.28472037,-0.26014221
-5.41170585,2.62839396,-2.40275900,0.02111412,-0.02030621,0.50944757,-0.48012825,0.85441437,-0.78654248,0.88062992,-0.81003555,1.09919714,-0.99483937,0.00000000,-0.00000000,0.35313384,-0.31328545,0.29083812,-0.26895082
-5.40570285,2.66629688,-2.48084507,0.02125143,-0.02054601,0.51193236,-0.49460684,0.86351491,-0.81024233,0.88429364,-0.83282694,1.12393554,-1.03065199,0.00000000,-0.00000000,0.36369360,-0.32623650,0.29605245,-0.27699453
-5.39969985,2.69559183,-2.55033698,0.02135042,-0.02074078,0.51245728,-0.50686188,0.86978583,-0.83088721,0.88450387,-0.85188036,1.14555821,-1.06372328,0.00000000,-0.00000000,0.37343068,-0.33857538,0.30035916,-0.28422929
-5.39369685,2.71665402,-2.61081085,0.02141551,-0.02089667,0.51117517,-0.51679510,0.87342456,-0.84836686,0.88151588,-0.86704312,1.16408444,-1.09387680,0.00000000,-0.00000000,0.38231311,-0.35023989,0.30376545,-0.29062286
-5.38769385,2.72997685,-2.66202536,0.02145046,-0.02101986,0.50826606,-0.52436200,0.87467162,-0.86264189,0.87563440,-0.87824919,1.17957622,-1.12098635,0.00000000,-0.00000000,0.39031699,-0.36117766,0.30628895,-0.29615461
-5.38169085,2.73614809,-2.70391950,0.02145825,-0.02111617,0.50392931,-0.52957106,0.87380053,-0.87374228,0.86720136,-0.88551808,1.19213309,-1.14497597,0.00000000,-0.00000000,0.39742525,-0.37134572,0.30795648,-0.30081511
-5.37568784,2.73582478,-2.73660456,0.02144102,-0.02119079,0.49837546,-0.53248104,0.87110732,-0.88176361,0.85658314,-0.88895087,1.20188654,-1.16581852,0.00000000,-0.00000000,0.40362639,-0.38070981,0.30880293,-0.30460553
-5.36968484,2.72970828,-2.76035092,0.02140004,-0.02124805,0.49181830,-0.53319638,0.86690006,-0.88686124,0.84415800,-0.88872349,1.20899414,-1.18353318,0.00000000,-0.00000000,0.40891334,-0.38924349,0.30887002,-0.30753690
-5.36368184,2.71852065,-2.77557027,0.02133579,-0.02129128,0.48446747,-0.53186114,0.86148901,-0.88924259,0.83030417,-0.88507767,1.21363371,-1.19818187,0.00000000,-0.00000000,0.41328247,-0.39692708,0.30820520,-0.30962922
-5.35767884,2.70298324,-2.78279435,0.02124809,-0.02132265,0.47652210,-0.52865163,0.85517770,-0.88915803,0.81538928,-0.87831001,1.21599768,-1.20986485,0.00000000,-0.00000000,0.41673287,-0.40374654,0.30686060,-0.31091054
-5.35167584,2.68379844,-2.78265122,0.02113634,-0.02134326,0.46816570,-0.52376828,0.84825539,-0.88689081,0.79976146,-0.86875972,1.21628787,-1.21871575,0.00000000,-0.00000000,0.41926591,-0.40969242,0.30489201,-0.31141608
-5.34567284,2.66163512,-2.77584025,0.02099971,-0.02135315,0.45956250,-0.51742704,0.84099112,-0.88274654,0.78374254,-0.85679571,1.21471068,-1.22489615,0.00000000,-0.00000000,0.42088509,-0.41475880,0.30235807,-0.31118726
