energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-5.63381691,0.53308411,0.00167053,0.17554950,0.00004958,0.08605945,0.35689539,0.22646076
-5.62781391,0.58790258,0.00185478,0.19324623,0.00006617,0.09517370,0.39386922,0.24918304
-5.62181091,0.64435285,0.00204806,0.21137453,0.00008768,0.10463236,0.43200688,0.27242602
-5.61580790,0.70196494,0.00224956,0.22976526,0.00011535,0.11437164,0.47099875,0.29596453
-5.60980490,0.76024599,0.00245838,0.24824244,0.00015066,0.12432400,0.51051739,0.31956382
-5.60380190,0.81869844,0.00267362,0.26662989,0.00019536,0.13442066,0.55022892,0.34298821
-5.59779890,0.87684007,0.00289443,0.28475866,0.00025152,0.14459436,0.58980545,0.36601059
-5.59179590,0.93422479,0.00312000,0.30247469,0.00032148,0.15478215,0.62893807,0.38842242
-5.58579290,0.99046334,0.00334967,0.31964655,0.00040797,0.16492813,0.66734983,0.41004372
-5.57978989,1.04524279,0.00358292,0.33617279,0.00051399,0.17498603,0.70480787,0.43073253
-5.57378689,1.09834357,0.00381939,0.35198842,0.00064293,0.18492129,0.74113422,0.45039339
-5.56778389,1.14965322,0.00405893,0.36707026,0.00079844,0.19471274,0.77621447,0.46898424
-5.56178089,1.19917567,0.00430157,0.38144070,0.00098445,0.20435355,0.81000385,0.48652128
-5.55577789,1.24703536,0.00454754,0.39516962,0.00120507,0.21385143,0.84253021,0.50308151
-5.54977489,1.29347566,0.00479721,0.40837422,0.00146456,0.22322806,0.87389357,0.51880240
-5.54377189,1.33885127,0.00505105,0.42121657,0.00176715,0.23251765,0.90426227,0.53387889
-5.53776888,1.38361473,0.00530960,0.43389907,0.00211696,0.24176468,0.93386553,0.54855729
-5.53176588,1.42829723,0.00557340,0.44665761,0.00251782,0.25102095,0.96298299,0.56312659
-5.52576288,1.47348466,0.00584287,0.45975296,0.00297311,0.26034194,0.99193141,0.57790721
-5.51975988,1.51978969,0.00611828,0.47346057,0.00348555,0.26978278,1.02104939,0.59323773
-5.51375688,1.56782119,0.00639965,0.48805922,0.00405701,0.27939387,1.05068066,0.60946021
-5.50775388,1.61815255,0.00668665,0.50381913,0.00468831,0.28921653,1.08115699,0.62690474
-5.50175088,1.67129027,0.00697854,0.52098997,0.00537901,0.29927870,1.11278150,0.64587395
-5.49574787,1.72764462,0.00727413,0.53978960,0.00612725,0.30959112,1.14581341,0.66662837
-5.48974487,1.78750390,0.00757170,0.56039386,0.00692959,0.32014407,1.18045488,0.68937326
-5.48374187,1.85101360,0.00786900,0.58292821,0.00778087,0.33090489,1.21684095,0.71424787
-5.47773887,1.91816192,0.00816324,0.60746152,0.00867421,0.34181650,1.25503297,0.74131749
-5.47173587,1.98877234,0.00845113,0.63400249,0.00960094,0.35279691,1.29501598,0.77056903
-5.46573287,2.06250401,0.00872889,0.66249892,0.01055072,0.36373993,1.33670023,0.80191027
-5.45972986,2.13885993,0.00899237,0.69283981,0.01151165,0.37451703,1.37992687,0.83517303
-5.45372686,2.21720283,0.00923710,0.72486041,0.01247046,0.38498022,1.42447722,0.87012006
-5.44772386,2.29677796,0.00945845,0.75834976,0.01341284,0.39496604,1.47008545,0.90645538
-5.44172086,2.37674185,0.00965177,0.79306041,0.01432374,0.40430035,1.51645364,0.94383763
-5.43571786,2.45619541,0.00981246,0.82871983,0.01518781,0.41280388,1.56326837,0.98189552
-5.42971486,2.53421989,0.00993623,0.86504271,0.01598979,0.42029810,1.61021792,1.02024478
-5.42371186,2.60991369,0.01001918,0.90174353,0.01671507,0.42661146,1.65700881,1.05850540
-5.41770885,2.68242807,0.01005797,0.93854856,0.01735006,0.43158545,1.70338067,1.09631835
-5.41170585,2.75099988,0.01004993,0.97520664,0.01788275,0.43508044,1.74911844,1.13336066
-5.40570285,2.81497946,0.00999323,1.01149788,0.01830307,0.43698090,1.79406095,1.16935799
-5.39969985,2.87385232,0.00988692,1.04723990,0.01860334,0.43719993,1.83810531,1.20409392
-5.39369685,2.92725329,0.00973099,1.08229111,0.01877853,0.43568277,1.88120660,1.23741533
-5.38769385,2.97497256,0.00952643,1.11655081,0.01882651,0.43240927,1.92337286,1.26923359
-5.38169085,3.01695341,0.00927523,1.14995606,0.01874818,0.42739521,1.96465552,1.29952141
-5.37568784,3.05328181,0.00898030,1.18247568,0.01854753,0.42069236,2.00513583,1.32830561
-5.36968484,3.08416885,0.00864545,1.21410163,0.01823153,0.41238750,2.04490814,1.35565628
-5.36368184,3.10992713,0.00827525,1.24483848,0.01781002,0.40260023,2.08406110,1.38167303
-5.35767884,3.13094290,0.00787496,1.27469172,0.01729542,0.39147997,2.12265804,1.40646929
-5.35167584,3.14764559,0.00745031,1.30365575,0.01670243,0.37920207,2.16071793,1.43015573
-5.34567284,3.16047707,0.00700743,1.33170250,0.01604763,0.36596339,2.19819835,1.45282397
-5.33966983,3.16986233,0.00655263,1.35877146,0.01534902,0.35197743,2.23498166,1.47453164
-5.33366683,3.17618375,0.00609226,1.38476214,0.01462559,0.33746930,2.27086568,1.49529000
-5.32766383,3.17976023,0.00563253,1.40952926,0.01389680,0.32267067,2.30555956,1.51505485
-5.32166083,3.18083262,0.00517938,1.43288144,0.01318214,0.30781485,2.33868550,1.53372145
-5.31565783,3.17955594,0.00473834,1.45458340,0.01250061,0.29313219,2.36978644,1.55112392
-5.30965483,3.17599875,0.00431443,1.47436176,0.01187034,0.27884580,2.39833932,1.56703901
-5.30365183,3.17014917,0.00391206,1.49191399,0.01130816,0.26516776,2.42377350,1.58119420
-5.29764882,3.16192682,0.00353496,1.50692007,0.01082922,0.25229576,2.44549310,1.59327946
-5.29164582,3.15119934,0.00318614,1.51905621,0.01044672,0.24041021,2.46290203,1.60296198
-5.28564282,3.13780202,0.00286790,1.52800951,0.01017158,0.22967178,2.47543028,1.60990274
-5.27963982,3.12155865,0.00258178,1.53349285,0.01001227,0.22021930,2.48255973,1.61377406
-5.27363682,3.10230201,0.00232862,1.53525892,0.00997463,0.21216799,2.48384794,1.61427666
-5.26763382,3.07989211,0.00210861,1.53311244,0.01006168,0.20560804,2.47894859,1.61115541
-5.26163082,3.05423093,0.00192129,1.52691995,0.01027364,0.20060332,2.46762712,1.60421258
-5.25562781,3.02527251,0.00176567,1.51661645,0.01060779,0.19719041,2.44977089,1.59331793
-5.24962481,2.99302766,0.00164022,1.50220852,0.01105856,0.19537785,2.42539320,1.57841502
-5.24362181,2.95756332,0.00154304,1.48377393,0.01161759,0.19514564,2.39463122,1.55952348
-5.23761881,2.91899667,0.00147185,1.46145776,0.01227382,0.19644503,2.35773799,1.53673732
-5.23161581,2.87748492,0.00142409,1.43546546,0.01301371,0.19919870,2.31506936,1.51021949
-5.22561281,2.83321179,0.00139701,1.40605345,0.01382148,0.20330142,2.26706677,1.48019338
-5.21960980,2.78637211,0.00138769,1.37351799,0.01467942,0.20862116,2.21423729,1.44693182
-5.21360680,2.73715612,0.00139316,1.33818309,0.01556827,0.21500082,2.15713223,1.41074467
-5.20760380,2.68573497,0.00141041,1.30038846,0.01646767,0.22226066,2.09632589,1.37196579
-5.20160080,2.63224890,0.00143650,1.26047817,0.01735664,0.23020131,2.03239573,1.33094034
-5.19559780,2.57679929,0.00146855,1.21879087,0.01821411,0.23860752,1.96590531,1.28801336
-5.18959480,2.51944556,0.00150385,1.17565206,0.01901949,0.24725248,1.89739092,1.24352020
-5.18359180,2.46020725,0.00153986,1.13136890,0.01975326,0.25590282,1.82735258,1.19777939
-5.17758879,2.39907159,0.00157427,1.08622767,0.02039756,0.26432390,1.75624974,1.15108830
-5.17158579,2.33600602,0.00160504,1.04049392,0.02093671,0.27228558,1.68450172,1.10372156
-5.16558279,2.27097510,0.00163041,0.99441505,0.02135771,0.27956802,1.61249252,1.05593222
-5.15957979,2.20396066,0.00164894,0.94822504,0.02165075,0.28596748,1.54057928,1.00795527
-5.15357679,2.13498398,0.00165953,0.90215068,0.02180950,0.29130189,1.46910378,0.96001305
-5.14757379,2.06412856,0.00166141,0.85641884,0.02183143,0.29541598,1.39840572,0.91232200
-5.14157079,1.99156206,0.00165414,0.81126408,0.02171792,0.29818577,1.32883688,0.86510008
-5.13556778,1.91755592,0.00163765,0.76693597,0.02147435,0.29952230,1.26077495,0.81857415
-5.12956478,1.84250154,0.00161215,0.72370555,0.02111003,0.29937443,1.19463611,0.77298689
-5.12356178,1.76692183,0.00157820,0.68187044,0.02063798,0.29773056,1.13088536,0.72860241
-5.11755878,1.69147743,0.00153662,0.64175818,0.02007467,0.29461933,1.07004394,0.68571041
-5.11155578,1.61696709,0.00148846,0.60372756,0.01943968,0.29010908,1.01269313,0.64462841
-5.10555278,1.54432186,0.00143500,0.56816768,0.01875517,0.28430630,0.95947425,0.60570181
-5.09954977,1.47459328,0.00137769,0.53549482,0.01804543,0.27735292,0.91108443,0.56930182
-5.09354677,1.40893572,0.00131809,0.50614700,0.01733628,0.26942266,0.86826838,0.53582124
-5.08754377,1.34858330,0.00125788,0.48057653,0.01665445,0.26071648,0.83180602,0.50566814
-5.08154077,1.29482210,0.00119874,0.45924064,0.01602702,0.25145732,0.80249645,0.47925775
-5.07553777,1.24895835,0.00114238,0.44259040,0.01548076,0.24188420,0.78113853,0.45700270
-5.06953477,1.21228327,0.00109045,0.43105836,0.01504154,0.23224596,0.76850849,0.43930196
-5.06353177,1.18603568,0.00104453,0.42504502,0.01473369,0.22279471,0.76533522,0.42652882
-5.05752876,1.17136302,0.00100606,0.42490466,0.01457949,0.21377922,0.77227374,0.41901810
-5.05152576,1.16928198,0.00097636,0.43093076,0.01459855,0.20543840,0.78987767,0.41705313
-5.04552276,1.18063954,0.00095654,0.44334146,0.01480736,0.19799509,0.81857138,0.42085275
-5.03951976,1.20607570,0.00094751,0.46226545,0.01521874,0.19165017,0.85862274,0.43055874
-5.03351676,1.24598888,0.00094995,0.48772881,0.01584147,0.18657737,0.91011740,0.44622411
-5.02751376,1.30050526,0.00096429,0.51964333,0.01667987,0.18291877,0.97293572,0.46780271
-5.02151076,1.36945337,0.00099068,0.55779670,0.01773351,0.18078106,1.04673323,0.49514057
-5.01550775,1.45234505,0.00102901,0.60184529,0.01899694,0.18023292,1.13092604,0.52796954
-5.00950475,1.54836426,0.00107887,0.65131009,0.02045955,0.18130340,1.22468198,0.56590363
-5.00350175,1.65636460,0.00113958,0.70557612,0.02210555,0.18398140,1.32691875,0.60843850
-4.99749875,1.77487695,0.00121017,0.76389609,0.02391401,0.18821652,1.43630983,0.65495460
-4.99149575,1.90212754,0.00128940,0.82539836,0.02585911,0.19392101,1.55129875,0.70472411
-4.98549275,2.03606725,0.00137580,0.88909966,0.02791047,0.20097304,1.67012228,0.75692203
-4.97948974,2.17441193,0.00146766,0.95392246,0.03003370,0.20922112,1.79084235,0.81064139
-4.97348674,2.31469332,0.00156312,1.01871680,0.03219104,0.21848969,1.91138646,0.86491232
-4.96748374,2.45431955,0.00166013,1.08228628,0.03434221,0.22858555,2.02959566,0.91872490
-4.96148074,2.59064373,0.00175658,1.14341743,0.03644532,0.23930519,2.14327885,0.97105488
-4.95547774,2.72103836,0.00185031,1.20091169,0.03845798,0.25044257,2.25027174,1.02089180
-4.94947474,2.84297324,0.00193915,1.25361875,0.04033840,0.26179718,2.34849843,1.06726839
-4.94347174,2.95409381,0.00202103,1.30047025,0.04204658,0.27318202,2.43603320,1.10929016
-4.93746873,3.05229667,0.00209401,1.34051226,0.04354548,0.28443126,2.51116010,1.14616402
-4.93146573,3.13579925,0.00215633,1.37293530,0.04480216,0.29540702,2.57242778,1.17722467
-4.92546273,3.20320022,0.00220648,1.39710052,0.04578876,0.30600518,2.61869710,1.20195749
-4.91945973,3.25352789,0.00224322,1.41256087,0.04648339,0.31615979,2.64917933,1.22001684
-4.91345673,3.28627404,0.00226566,1.41907614,0.04687082,0.32584572,2.66346314,1.23123890
-4.90745373,3.30141141,0.00227324,1.41662127,0.04694295,0.33507959,2.66152899,1.23564809
-4.90145073,3.29939364,0.00226576,1.40538734,0.04669901,0.34391863,2.64375019,1.23345685
-4.89544772,3.28113742,0.00224341,1.38577516,0.04614551,0.35245749,2.61088049,1.22505857
-4.88944472,3.24798736,0.00220671,1.35838171,0.04529598,0.36082318,2.56402861,1.21101371
-4.88344172,3.20166481,0.00215651,1.32398004,0.04417039,0.36916814,2.50462084,1.19202985
-4.87743872,3.14420306,0.00209396,1.28349337,0.04279442,0.37766181,2.43435343,1.16893630
-4.87143572,3.07787141,0.00202047,1.23796465,0.04119847,0.38648104,2.35513669,1.14265435
-4.86543272,3.00509161,0.00193762,1.18852276,0.03941663,0.39579971,2.26903333,1.11416453
-4.85942971,2.92835025,0.00184716,1.13634692,0.03748543,0.40577811,2.17819360,1.08447213
-4.85342671,2.85011083,0.00175088,1.08263059,0.03544269,0.41655259,2.08478983,1.05457253
-4.84742371,2.77272936,0.00165064,1.02854642,0.03332628,0.42822596,1.99095307,1.02541773
-4.84142071,2.69837678,0.00154822,0.97521344,0.03117298,0.44085921,1.89871387,0.99788544
-4.83541771,2.62897135,0.00144531,0.92366768,0.02901747,0.45446496,1.80994956,0.97275184
-4.82941471,2.56612350,0.00134351,0.87483705,0.02689143,0.46900302,1.72633926,0.95066914
-4.82341171,2.51109488,0.00124418,0.82952123,0.02482286,0.48437843,1.64932801,0.93214850
-4.81740870,2.46477270,0.00114854,0.78837682,0.02283555,0.50044201,1.58010052,0.91754883
-4.81140570,2.42765975,0.00105755,0.75190806,0.02094876,0.51699356,1.51956483,0.90707163
-4.80540270,2.39987967,0.00097196,0.72046280,0.01917713,0.53378766,1.46834550,0.90076179
-4.79939970,2.38119639,0.00089230,0.69423361,0.01753073,0.55054170,1.42678593,0.89851388
-4.79339670,2.37104609,0.00081887,0.67326340,0.01601531,0.56694592,1.39495860,0.90008353
-4.78739370,2.36857963,0.00075180,0.65745503,0.01463269,0.58267500,1.37268243,0.90510295
-4.78139070,2.37271300,0.00069102,0.64658412,0.01338120,0.59740056,1.35954578,0.91309983
-4.77538769,2.38218310,0.00063634,0.64031442,0.01225630,0.61080408,1.35493378,0.92351868
-4.76938469,2.39560628,0.00058744,0.63821493,0.01125117,0.62258965,1.35805887,0.93574352
-4.76338169,2.41153699,0.00054395,0.63977820,0.01035733,0.63249578,1.36799311,0.94912109
-4.75737869,2.42852419,0.00050543,0.64443894,0.00956527,0.64030588,1.38370129,0.96298365
-4.75137569,2.44516349,0.00047147,0.65159266,0.00886501,0.64585687,1.40407385,0.97667049
-4.74537269,2.46014319,0.00044164,0.66061365,0.00824663,0.64904546,1.42795884,0.98954773
-4.73936968,2.47228316,0.00041561,0.67087200,0.00770072,0.64983199,1.45419225,1.00102563
-4.73336668,2.48056560,0.00039311,0.68174935,0.00721873,0.64824156,1.48162631,1.01057326
-4.72736368,2.48415751,0.00037399,0.69265320,0.00679328,0.64436264,1.50915547,1.01773022
-4.72136068,2.48242476,0.00035823,0.70302955,0.00641836,0.63834317,1.53573974,1.02211534
-4.71535768,2.47493841,0.00034597,0.71237383,0.00608944,0.63038458,1.56042549,1.02343253
-4.70935468,2.46147410,0.00033755,0.72024010,0.00580353,0.62073412,1.58236352,1.02147377
-4.70335168,2.44200529,0.00033349,0.72624840,0.00555916,0.60967590,1.60082454,1.01611970
-4.69734867,2.41669194,0.00033454,0.73009047,0.00535633,0.59752138,1.61521202,1.00733793
-4.69134567,2.38586546,0.00034171,0.73153365,0.00519639,0.58459961,1.62507259,0.99517948
-4.68534267,2.35001153,0.00035628,0.73042316,0.00508190,0.57124801,1.63010387,0.97977374
-4.67933967,2.30975169,0.00037981,0.72668272,0.00501645,0.55780400,1.63015991,0.96132220
-4.67333667,2.26582469,0.00041423,0.72031362,0.00500450,0.54459790,1.62525413,0.94009128
-4.66733367,2.21906845,0.00046181,0.71139232,0.00505117,0.53194745,1.61555974,0.91640457
-4.66133067,2.17040309,0.00052519,0.70006652,0.00516202,0.52015397,1.60140768,0.89063459
-4.65532766,2.12081517,0.00060746,0.68654996,0.00534283,0.50950030,1.58328180,0.86319437
-4.64932466,2.07134329,0.00071215,0.67111589,0.00559942,0.50025028,1.56181139,0.83452885
-4.64332166,2.02306474,0.00084326,0.65408944,0.00593736,0.49264962,1.53776083,0.80510625
-4.63731866,1.97708279,0.00100526,0.63583890,0.00636182,0.48692775,1.51201637,0.77540944
-4.63131566,1.93451402,0.00120311,0.61676610,0.00687724,0.48330019,1.48556990,0.74592737
-4.62531266,1.89647531,0.00144224,0.59729615,0.00748720,0.48197111,1.45949975,0.71714647
-4.61930965,1.86406953,0.00172852,0.57786649,0.00819409,0.48313543,1.43494870,0.68954215
-4.61330665,1.83836977,0.00206816,0.55891578,0.00899896,0.48698006,1.41309911,0.66357042
-4.60730365,1.82040140,0.00246769,0.54087254,0.00990124,0.49368399,1.39514567,0.63965951
-4.60130065,1.81112194,0.00293380,0.52414402,0.01089860,0.50341674,1.38226595,0.61820182
-4.59529765,1.81139869,0.00347317,0.50910543,0.01198674,0.51633509,1.37558934,0.59954606
-4.58929465,1.82198436,0.00409234,0.49608976,0.01315927,0.53257806,1.37616502,0.58398982
-4.58329165,1.84349130,0.00479742,0.48537868,0.01440763,0.55226018,1.38492954,0.57177268
-4.57728864,1.87636506,0.00559390,0.47719439,0.01572107,0.57546321,1.40267512,0.56307015
-4.57128564,1.92085838,0.00648631,0.47169307,0.01708666,0.60222691,1.43001939,0.55798841
-4.56528264,1.97700678,0.00747795,0.46895988,0.01848943,0.63253909,1.46737780,0.55656036
-4.55927964,2.04460715,0.00857057,0.46900576,0.01991251,0.66632576,1.51493974,0.55874290
-4.55327664,2.12320076,0.00976405,0.47176629,0.02133744,0.70344190,1.57264936,0.56441589
-4.54727364,2.21206210,0.01105612,0.47710256,0.02274446,0.74366364,1.64019229,0.57338287
-4.54127064,2.31019483,0.01244208,0.48480427,0.02411290,0.78668245,1.71698914,0.58537362
-4.53526763,2.41633607,0.01391456,0.49459483,0.02542168,0.83210203,1.80219649,0.60004886
-4.52926463,2.52896971,0.01546344,0.50613865,0.02664974,0.87943846,1.89471610,0.61700690
-4.52326163,2.64634930,0.01707571,0.51905028,0.02777662,0.92812392,1.99321243,0.63579246
-4.51725863,2.76653068,0.01873553,0.53290520,0.02878296,0.97751429,2.09613871,0.65590725
-4.51125563,2.88741373,0.02042438,0.54725207,0.02965101,1.02690069,2.20177086,0.67682242
-4.50525263,3.00679258,0.02212126,0.56162597,0.03036517,1.07552467,2.30824893,0.69799241
-4.49924962,3.12241281,0.02380314,0.57556234,0.03091237,1.12259685,2.41362454,0.71886976
-4.49324662,3.23203374,0.02544534,0.58861098,0.03128250,1.16731829,2.51591329,0.73892070
-4.48724362,3.33349390,0.02702222,0.60034986,0.03146869,1.20890384,2.61315006,0.75764066
-4.48124062,3.42477683,0.02850777,0.61039802,0.03146749,1.24660668,2.70344553,0.77456939
-4.47523762,3.50407492,0.02987639,0.61842728,0.03127902,1.27974277,2.78504163,0.78930502
-4.46923462,3.56984826,0.03110366,0.62417217,0.03090694,1.30771441,2.85636384,0.80151646
-4.46323162,3.62087611,0.03216711,0.62743771,0.03035838,1.33003165,2.91606830,0.81095362
-4.45722861,3.65629857,0.03304701,0.62810483,0.02964371,1.34633056,2.96308171,0.81745501
-4.45122561,3.67564643,0.03372703,0.62613310,0.02877628,1.35638753,2.99663253,0.82095224
-4.44522261,3.67885766,0.03419487,0.62156067,0.02777206,1.36012880,3.01627204,0.82147136
-4.43921961,3.66627976,0.03444274,0.61450147,0.02664920,1.35763478,3.02188456,0.81913068
-4.43321661,3.63865766,0.03446770,0.60513981,0.02542759,1.34913884,3.01368641,0.81413524
-4.42721361,3.59710754,0.03427183,0.59372250,0.02412835,1.33502065,2.99221382,0.80676815
-4.42121061,3.54307776,0.03386227,0.58054895,0.02277333,1.31579427,2.95830046,0.79737906
-4.41520760,3.47829847,0.03325097,0.56595967,0.02138462,1.29209156,2.91304564,0.78637018
-4.40920460,3.40472229,0.03245442,0.55032359,0.01998409,1.26464166,2.85777484,0.77418061
-4.40320160,3.32445839,0.03149313,0.53402480,0.01859293,1.23424739,2.79399425,0.76126950
-4.39719860,3.23970315,0.03039097,0.51744928,0.01723128,1.20175970,2.72334145,0.74809876
-4.39119560,3.15266999,0.02917448,0.50097214,0.01591791,1.16805118,2.64753440,0.73511613
-4.38519260,3.06552150,0.02787202,0.48494583,0.01466994,1.13398978,2.56832062,0.72273929
-4.37918959,2.98030640,0.02651293,0.46968990,0.01350260,1.10041378,2.48742876,0.71134156
-4.37318659,2.89890357,0.02512665,0.45548248,0.01242913,1.06810887,2.40652410,0.70123982
-4.36718359,2.82297516,0.02374192,0.44255395,0.01146066,1.03778821,2.32716941,0.69268507
-4.36118059,2.75392983,0.02238596,0.43108273,0.01060613,1.01007589,2.25079223,0.68585593
-4.35517759,2.69289701,0.02108382,0.42119341,0.00987236,0.98549433,2.17865912,0.68085507
-4.34917459,2.64071234,0.01985774,0.41295702,0.00926398,0.96445563,2.11185715,0.67770883
-4.34317159,2.59791365,0.01872669,0.40639332,0.00878358,0.94725694,2.05128239,0.67636962
-4.33716858,2.56474694,0.01770601,0.40147486,0.00843170,0.93407946,1.99763494,0.67672093
-4.33116558,2.54118081,0.01680722,0.39813237,0.00820697,0.92499095,1.95141966,0.67858467
-4.32516258,2.52692788,0.01603788,0.39626122,0.00810617,0.91995096,1.91295175,0.68173017
-4.31915958,2.52147161,0.01540164,0.39572845,0.00812433,0.91881848,1.88236589,0.68588447
-4.31315658,2.52409655,0.01489834,0.39638001,0.00825482,0.92136130,1.85962807,0.69074345
-4.30715358,2.53392052,0.01452430,0.39804776,0.00848946,0.92726659,1.84454887,0.69598306
