energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.92196098,6.61632232,-6.61632581,1.45672943,-1.45672895,3.51035511,-3.51035781,0.03314989,-0.03314991,0.27942339,-0.27942365,1.22491101,-1.22491065,0.73722964,-0.73723058,1.66880739,-1.66880735,0.00000000,-0.00000000
-5.91595798,6.73534568,-6.73534947,1.40802638,-1.40802590,3.66117181,-3.66117474,0.03394028,-0.03394030,0.28400403,-0.28400433,1.18655568,-1.18655538,0.75362402,-0.75362499,1.63651966,-1.63651960,0.00000000,-0.00000000
-5.90995498,6.86963515,-6.86963920,1.36145620,-1.36145572,3.82167623,-3.82167935,0.03473632,-0.03473634,0.29000150,-0.29000184,1.15159400,-1.15159375,0.77094955,-0.77095053,1.60582252,-1.60582243,0.00000000,-0.00000000
-5.90395198,7.01688772,-7.01689198,1.31729113,-1.31729065,3.98953096,-3.98953423,0.03552971,-0.03552973,0.29737926,-0.29737964,1.12016442,-1.12016422,0.78905228,-0.78905327,1.57679424,-1.57679413,0.00000000,-0.00000000
-5.89794897,7.17412040,-7.17412480,1.27567892,-1.27567844,4.16196292,-4.16196629,0.03631220,-0.03631222,0.30606240,-0.30606282,1.09225930,-1.09225916,0.80773664,-0.80773763,1.54940067,-1.54940053,0.00000000,-0.00000000
-5.89194597,7.33775816,-7.33776263,1.23664820,-1.23664772,4.33583328,-4.33583670,0.03707546,-0.03707547,0.31594085,-0.31594130,1.06773593,-1.06773583,0.82676955,-0.82677053,1.52350304,-1.52350285,0.00000000,-0.00000000
-5.88594297,7.50375013,-7.50375459,1.20011836,-1.20011787,4.50772634,-4.50772975,0.03781095,-0.03781097,0.32687402,-0.32687451,1.04633278,-1.04633271,0.84588650,-0.84588747,1.49887002,-1.49886979,0.00000000,-0.00000000
-5.87993997,7.66770949,-7.66771385,1.16591314,-1.16591263,4.67405387,-4.67405720,0.03850990,-0.03850991,0.33869680,-0.33869730,1.02769012,-1.02769007,0.86479926,-0.86480020,1.47519350,-1.47519321,0.00000000,-0.00000000
-5.87393697,7.82507101,-7.82507518,1.13377728,-1.13377675,4.83117091,-4.83117410,0.03916322,-0.03916322,0.35122644,-0.35122696,1.01137381,-1.01137377,0.88320511,-0.88320602,1.45210717,-1.45210682,0.00000000,-0.00000000
-5.86793397,7.97125960,-7.97126350,1.10339532,-1.10339477,4.97549808,-4.97550108,0.03976160,-0.03976160,0.36427026,-0.36427078,0.99690104,-0.99690100,0.90079723,-0.90079810,1.42920714,-1.42920671,0.00000000,-0.00000000
-5.86193097,8.10186262,-8.10186616,1.07441169,-1.07441111,5.10364523,-5.10364797,0.04029560,-0.04029560,0.37763352,-0.37763405,0.98376679,-0.98376674,0.91727591,-0.91727672,1.40607370,-1.40607319,0.00000000,-0.00000000
-5.85592796,8.21279808,-8.21280120,1.04645126,-1.04645064,5.21253088,-5.21253331,0.04075587,-0.04075586,0.39112738,-0.39112790,0.97146968,-0.97146960,0.93236008,-0.93236083,1.38229326,-1.38229267,0.00000000,-0.00000000
-5.84992496,8.30047176,-8.30047438,1.01913948,-1.01913882,5.29949246,-5.29949454,0.04113339,-0.04113338,0.40457629,-0.40457680,0.95953621,-0.95953611,0.94579874,-0.94579942,1.35747967,-1.35747899,0.00000000,-0.00000000
-5.84392196,8.36191593,-8.36191802,0.99212139,-0.99212068,5.36238215,-5.36238385,0.04141982,-0.04141980,0.41782466,-0.41782516,0.94754225,-0.94754210,0.95738168,-0.95738229,1.33129398,-1.33129320,0.00000000,-0.00000000
-5.83791896,8.39490409,-8.39490561,0.96507888,-0.96507813,5.39964445,-5.39964574,0.04160783,-0.04160780,0.43074236,-0.43074284,0.93513094,-0.93513075,0.96694911,-0.96694964,1.30346204,-1.30346116,0.00000000,-0.00000000
-5.83191596,8.39803655,-8.39803749,0.93774553,-0.93774473,5.41037201,-5.41037287,0.04169154,-0.04169151,0.44322881,-0.44322927,0.92202657,-0.92202633,0.97439952,-0.97439997,1.27378920,-1.27378824,0.00000000,-0.00000000
-5.82591296,8.37079373,-8.37079408,0.90991872,-0.90991787,5.39433751,-5.39433796,0.04166691,-0.04166688,0.45521549,-0.45521593,0.90804380,-0.90804352,0.97969556,-0.97969593,1.24217167,-1.24217062,0.00000000,-0.00000000
-5.81990995,8.31355518,-8.31355497,0.88146858,-0.88146769,5.35200079,-5.35200083,0.04153208,-0.04153204,0.46666674,-0.46666716,0.89309233,-0.89309200,0.98286735,-0.98286764,1.20860409,-1.20860296,0.00000000,-0.00000000
-5.81390695,8.22758434,-8.22758360,0.85234371,-0.85234278,5.28449104,-5.28449069,0.04128769,-0.04128765,0.47757885,-0.47757925,0.87717692,-0.87717654,0.98401318,-0.98401340,1.17318323,-1.17318202,0.00000000,-0.00000000
-5.80790395,8.11498043,-8.11497921,0.82257352,-0.82257256,5.19356587,-5.19356517,0.04093711,-0.04093706,0.48797752,-0.48797790,0.86039321,-0.86039281,0.98329738,-0.98329753,1.13610757,-1.13610630,0.00000000,-0.00000000
-5.80190095,7.97860060,-7.97859897,0.79226730,-0.79226632,5.08154938,-5.08154836,0.04048654,-0.04048649,0.49791383,-0.49791420,0.84291987,-0.84291943,0.98094533,-0.98094544,1.09767313,-1.09767181,0.00000000,-0.00000000
-5.79589795,7.82195670,-7.82195473,0.76161014,-0.76160915,4.95125283,-4.95125155,0.03994503,-0.03994498,0.50745919,-0.50745953,0.82500751,-0.82500706,0.97723597,-0.97723603,1.05826541,-1.05826406,0.00000000,-0.00000000
-5.78989495,7.64909205,-7.64908984,0.73085610,-0.73085510,4.80588190,-4.80588040,0.03932432,-0.03932426,0.51669924,-0.51669957,0.80696547,-0.80696501,0.97249188,-0.97249191,1.01834818,-1.01834681,0.00000000,-0.00000000
-5.78389195,7.46444455,-7.46444218,0.70031878,-0.70031779,4.64893510,-4.64893345,0.03863856,-0.03863849,0.52572750,-0.52572783,0.78914692,-0.78914647,0.96706752,-0.96706753,0.97844937,-0.97844801,0.00000000,-0.00000000
-5.77788894,7.27270234,-7.27269990,0.67035995,-0.67035898,4.48409799,-4.48409624,0.03790391,-0.03790384,0.53463891,-0.53463923,0.77193339,-0.77193296,0.96133617,-0.96133618,0.93914472,-0.93914338,0.00000000,-0.00000000
-5.77188594,7.07865877,-7.07865636,0.64137654,-0.64137561,4.31513772,-4.31513593,0.03713802,-0.03713795,0.54352372,-0.54352404,0.75571932,-0.75571892,0.95567610,-0.95567612,0.90103977,-0.90103847,0.00000000,-0.00000000
-5.76588294,6.88707256,-6.88707026,0.61378658,-0.61378570,4.14580223,-4.14580046,0.03635943,-0.03635936,0.55246218,-0.55246249,0.74089739,-0.74089702,0.95045664,-0.95045667,0.86475092,-0.86474969,0.00000000,-0.00000000
-5.75987994,6.70253851,-6.70253640,0.58801458,-0.58801376,3.97972746,-3.97972576,0.03558688,-0.03558681,0.56152027,-0.56152059,0.72784510,-0.72784478,0.94602483,-0.94602490,0.83088625,-0.83088510,0.00000000,-0.00000000
-5.75387694,6.52937305,-6.52937121,0.56447686,-0.56447611,3.82035564,-3.82035407,0.03483861,-0.03483855,0.57074677,-0.57074709,0.71691321,-0.71691296,0.94269326,-0.94269337,0.80002657,-0.80002551,0.00000000,-0.00000000
-5.74787394,6.37151784,-6.37151632,0.54356728,-0.54356662,3.67086644,-3.67086503,0.03413172,-0.03413166,0.58017171,-0.58017203,0.70841611,-0.70841591,0.94072951,-0.94072967,0.77270758,-0.77270664,0.00000000,-0.00000000
-5.74187094,6.23246307,-6.23246192,0.52564389,-0.52564332,3.53412206,-3.53412086,0.03348144,-0.03348139,0.58980627,-0.58980659,0.70262422,-0.70262410,0.94034774,-0.94034795,0.74940347,-0.74940265,0.00000000,-0.00000000
-5.73586793,6.11519124,-6.11519051,0.51101672,-0.51101625,3.41262656,-3.41262559,0.03290067,-0.03290062,0.59964414,-0.59964446,0.69975863,-0.69975858,0.94170266,-0.94170292,0.73051248,-0.73051178,0.00000000,-0.00000000
-5.72986493,6.02214064,-6.02214035,0.49993724,-0.49993687,3.30849850,-3.30849780,0.03239948,-0.03239943,0.60966397,-0.60966428,0.69998744,-0.69998747,0.94488597,-0.94488629,0.71634479,-0.71634423,0.00000000,-0.00000000
-5.72386193,5.95518683,-5.95518698,0.49258955,-0.49258928,3.22345598,-3.22345556,0.03198477,-0.03198472,0.61983276,-0.61983307,0.70342397,-0.70342408,0.94992538,-0.94992575,0.70711304,-0.70711262,0.00000000,-0.00000000
-5.71785893,5.91563990,-5.91564050,0.48908364,-0.48908348,3.15881194,-3.15881181,0.03166019,-0.03166015,0.63010985,-0.63011015,0.71012612,-0.71012630,0.95678596,-0.95678637,0.70292560,-0.70292532,0.00000000,-0.00000000
-5.71185593,5.90425437,-5.90425540,0.48945075,-0.48945069,3.11547798,-3.11547815,0.03142605,-0.03142601,0.64045101,-0.64045129,0.72009691,-0.72009716,0.96537363,-0.96537408,0.70378270,-0.70378255,0.00000000,-0.00000000
-5.70585293,5.92124883,-5.92125028,0.49364095,-0.49364098,3.09397448,-3.09397495,0.03127953,-0.03127950,0.65081242,-0.65081269,0.73328565,-0.73328598,0.97554046,-0.97554095,0.70957546,-0.70957543,0.00000000,-0.00000000
-5.69984992,5.96633222,-5.96633406,0.50152293,-0.50152305,3.09444509,-3.09444586,0.03121493,-0.03121490,0.66115405,-0.66115430,0.74958967,-0.74959007,0.98709131,-0.98709182,0.72008775,-0.72008784,0.00000000,-0.00000000
-5.69384692,6.03873416,-6.03873637,0.51288599,-0.51288618,3.11667392,-3.11667496,0.03122409,-0.03122406,0.67144210,-0.67144233,0.76885628,-0.76885674,0.99979144,-0.99979196,0.73500077,-0.73500095,0.00000000,-0.00000000
-5.68784392,6.13723746,-6.13723998,0.52744408,-0.52744434,3.16010429,-3.16010561,0.03129693,-0.03129690,0.68165049,-0.68165070,0.79088496,-0.79088548,1.01337459,-1.01337511,0.75390013,-0.75390039,0.00000000,-0.00000000
-5.68184092,6.26021124,-6.26021403,0.54484190,-0.54484222,3.22385836,-3.22385993,0.03142198,-0.03142195,0.69176099,-0.69176117,0.81542981,-0.81543038,1.02755128,-1.02755179,0.77628536,-0.77628569,0.00000000,-0.00000000
-5.67583792,6.40564446,-6.40564747,0.56466277,-0.56466314,3.30675732,-3.30675912,0.03158704,-0.03158701,0.70176219,-0.70176235,0.84220224,-0.84220285,1.04201676,-1.04201725,0.80158144,-0.80158182,0.00000000,-0.00000000
-5.66983492,6.57117985,-6.57118304,0.58643817,-0.58643856,3.40734270,-3.40734471,0.03177976,-0.03177973,0.71164736,-0.71164750,0.87087418,-0.87087482,1.05645865,-1.05645910,0.82915225,-0.82915265,0.00000000,-0.00000000
-5.66383192,6.75414923,-6.75415254,0.60965869,-0.60965909,3.52389931,-3.52390150,0.03198822,-0.03198819,0.72141128,-0.72141140,0.90108190,-0.90108257,1.07056380,-1.07056421,0.85831545,-0.85831587,0.00000000,-0.00000000
-5.65782891,6.95161145,-6.95161483,0.63378618,-0.63378658,3.65448100,-3.65448333,0.03220147,-0.03220143,0.73104656,-0.73104666,0.93243074,-0.93243142,1.08402450,-1.08402486,0.88835867,-0.88835907,0.00000000,-0.00000000
-5.65182591,7.16039452,-7.16039791,0.65826681,-0.65826719,3.79694017,-3.79694261,0.03240990,-0.03240986,0.74053959,-0.74053967,0.96450085,-0.96450153,1.09654395,-1.09654425,0.91855638,-0.91855675,0.00000000,-0.00000000
-5.64582291,7.37714343,-7.37714677,0.68254468,-0.68254503,3.94896213,-3.94896465,0.03260564,-0.03260560,0.74986663,-0.74986669,0.99685413,-0.99685480,1.10784097,-1.10784121,0.94818736,-0.94818768,0.00000000,-0.00000000
-5.63981991,7.59837476,-7.59837799,0.70607569,-0.70607600,4.10810507,-4.10810763,0.03278269,-0.03278265,0.75899036,-0.75899041,1.02904231,-1.02904298,1.11765418,-1.11765435,0.97655198,-0.97655223,0.00000000,-0.00000000
-5.63381691,7.82053872,-7.82054180,0.72834134,-0.72834159,4.27184587,-4.27184843,0.03293702,-0.03293697,0.76785736,-0.76785738,1.06061627,-1.06061691,1.12574564,-1.12574574,1.00298917,-1.00298934,0.00000000,-0.00000000
-5.62781391,8.04008853,-8.04009139,0.74886197,-0.74886216,4.43763156,-4.43763407,0.03306653,-0.03306648,0.77639657,-0.77639659,1.09113613,-1.09113673,1.13190405,-1.13190408,1.02689243,-1.02689251,0.00000000,-0.00000000
-5.62181091,8.25355600,-8.25355859,0.76720922,-0.76720934,4.60293558,-4.60293800,0.03317089,-0.03317084,0.78451925,-0.78451925,1.12018207,-1.12018263,1.13594777,-1.13594773,1.04772438,-1.04772437,0.00000000,-0.00000000
-5.61580790,8.45763158,-8.45763386,0.78301714,-0.78301718,4.76531727,-4.76531957,0.03325125,-0.03325120,0.79212019,-0.79212017,1.14736531,-1.14736582,1.13772743,-1.13772732,1.06502965,-1.06502953,0.00000000,-0.00000000
-5.60980490,8.64924589,-8.64924781,0.79599171,-0.79599168,4.92248248,-4.92248462,0.03330995,-0.03330990,0.79908043,-0.79908039,1.17233875,-1.17233920,1.13712835,-1.13712818,1.07844533,-1.07844509,0.00000000,-0.00000000
-5.60380190,8.82564932,-8.82565084,0.80591844,-0.80591833,5.07234266,-5.07234460,0.03335007,-0.03335002,0.80527115,-0.80527109,1.19480675,-1.19480713,1.13407266,-1.13407242,1.08770896,-1.08770861,0.00000000,-0.00000000
-5.59779890,8.98448571,-8.98448681,0.81266770,-0.81266752,5.21306946,-5.21307117,0.03337504,-0.03337498,0.81055860,-0.81055852,1.21453348,-1.21453379,1.12852093,-1.12852064,1.09266359,-1.09266314,0.00000000,-0.00000000
-5.59179590,9.12385586,-9.12385650,0.81619758,-0.81619733,5.34314168,-5.34314314,0.03338817,-0.03338812,0.81480969,-0.81480958,1.23134928,-1.23134951,1.12047336,-1.12047301,1.09325977,-1.09325921,0.00000000,-0.00000000
-5.58579290,9.24236667,-9.24236685,0.81655419,-0.81655387,5.46138169,-5.46138288,0.03339226,-0.03339221,0.81789782,-0.81789770,1.24515470,-1.24515486,1.10997020,-1.10996980,1.08955435,-1.08955370,0.00000000,-0.00000000
-5.57978989,9.33916252,-9.33916222,0.81386928,-0.81386890,5.56697851,-5.56697942,0.03338921,-0.03338916,0.81970872,-0.81970856,1.25592172,-1.25592180,1.09709143,-1.09709099,1.08170623,-1.08170550,0.00000000,-0.00000000
-5.57378689,9.41393583,-9.41393505,0.80835528,-0.80835485,5.65949561,-5.65949622,0.03337970,-0.03337965,0.82014561,-0.82014542,1.26369213,-1.26369213,1.08195545,-1.08195496,1.06996912,-1.06996831,0.00000000,-0.00000000
-5.56778389,9.46691515,-9.46691392,0.80029786,-0.80029740,5.73886211,-5.73886242,0.03336298,-0.03336293,0.81913365,-0.81913343,1.26857304,-1.26857298,1.06471673,-1.06471621,1.05468158,-1.05468071,0.00000000,-0.00000000
-5.56178089,9.49883044,-9.49882876,0.79004627,-0.79004578,5.80534709,-5.80534711,0.03333668,-0.03333664,0.81662320,-0.81662295,1.27072974,-1.27072960,1.04556252,-1.04556198,1.03625487,-1.03625396,0.00000000,-0.00000000
-5.55577789,9.51085632,-9.51085423,0.77800173,-0.77800124,5.85951776,-5.85951750,0.03329686,-0.03329682,0.81259174,-0.81259145,1.27037616,-1.27037596,1.02470846,-1.02470789,1.01515893,-1.01515800,0.00000000,-0.00000000
-5.54977489,9.50453593,-9.50453347,0.76460440,-0.76460390,5.90218324,-5.90218272,0.03323798,-0.03323794,0.80704447,-0.80704415,1.26776372,-1.26776347,1.00239340,-1.00239281,0.99190714,-0.99190619,0.00000000,-0.00000000
-5.54377189,9.48168910,-9.48168630,0.75031915,-0.75031866,5.93432686,-5.93432608,0.03315312,-0.03315308,0.80001352,-0.80001316,1.26316893,-1.26316863,0.97887351,-0.97887292,0.96704040,-0.96703945,0.00000000,-0.00000000
-5.53776888,9.44430970,-9.44430661,0.73562091,-0.73562045,5.95703048,-5.95702949,0.03303422,-0.03303418,0.79155601,-0.79155562,1.25688076,-1.25688042,0.95441605,-0.95441545,0.94111121,-0.94111027,0.00000000,-0.00000000
-5.53176588,9.39445808,-9.39445475,0.72097990,-0.72097947,5.97139537,-5.97139417,0.03287242,-0.03287239,0.78175116,-0.78175074,1.24918833,-1.24918797,0.92929291,-0.92929232,0.91466827,-0.91466736,0.00000000,-0.00000000
-5.52576288,9.33415472,-9.33415119,0.70684723,-0.70684685,5.97846405,-5.97846267,0.03265846,-0.03265842,0.77069675,-0.77069630,1.24036985,-1.24036946,0.90377445,-0.90377387,0.88824221,-0.88824134,0.00000000,-0.00000000
-5.51975988,9.26528144,-9.26527776,0.69364156,-0.69364124,5.97914809,-5.97914655,0.03238310,-0.03238307,0.75850530,-0.75850482,1.23068334,-1.23068294,0.87812387,-0.87812330,0.86233288,-0.86233207,0.00000000,-0.00000000
-5.51375688,9.18949615,-9.18949236,0.68173705,-0.68173678,5.97416624,-5.97416457,0.03203764,-0.03203761,0.74530038,-0.74529988,1.22035980,-1.22035939,0.85259231,-0.85259176,0.83739861,-0.83739786,0.00000000,-0.00000000
-5.50775388,9.10816615,-9.10816229,0.67145298,-0.67145278,5.96399686,-5.96399507,0.03161431,-0.03161428,0.73121325,-0.73121273,1.20959912,-1.20959871,0.82741521,-0.82741469,0.81384769,-0.81384701,0.00000000,-0.00000000
-5.50175088,9.02232406,-9.02232018,0.66304553,-0.66304541,5.94884772,-5.94884582,0.03110677,-0.03110674,0.71638028,-0.71637975,1.19856899,-1.19856858,0.80280977,-0.80280928,0.79203231,-0.79203171,0.00000000,-0.00000000
-5.49574787,8.93264887,-8.93264499,0.65670168,-0.65670163,5.92864522,-5.92864324,0.03051045,-0.03051043,0.70094120,-0.70094066,1.18740671,-1.18740631,0.77897385,-0.77897339,0.77224489,-0.77224438,0.00000000,-0.00000000
-5.48974487,8.83947299,-8.83946914,0.65253556,-0.65253558,5.90304386,-5.90304179,0.02982293,-0.02982291,0.68503840,-0.68503786,1.17622380,-1.17622342,0.75608622,-0.75608580,0.75471681,-0.75471638,0.00000000,-0.00000000
-5.48374187,8.74281460,-8.74281079,0.65058718,-0.65058727,5.87145535,-5.87145320,0.02904413,-0.02904411,0.66881719,-0.66881666,1.16511289,-1.16511253,0.73430811,-0.73430773,0.73961939,-0.73961905,0.00000000,-0.00000000
-5.47773887,8.64243272,-8.64242898,0.65082359,-0.65082375,5.83309575,-5.83309353,0.02817647,-0.02817645,0.65242703,-0.65242650,1.15415630,-1.15415598,0.71378579,-0.71378546,0.72706677,-0.72706652,0.00000000,-0.00000000
-5.47173587,8.53790119,-8.53789754,0.65314228,-0.65314251,5.78704771,-5.78704542,0.02722496,-0.02722494,0.63602334,-0.63602283,1.14343577,-1.14343547,0.69465401,-0.69465374,0.71712051,-0.71712035,0.00000000,-0.00000000
-5.46573287,8.42869637,-8.42869283,0.65737669,-0.65737698,5.73233374,-5.73233138,0.02619709,-0.02619707,0.61976987,-0.61976938,1.13304229,-1.13304204,0.67703997,-0.67703975,0.70979537,-0.70979531,0.00000000,-0.00000000
-5.45972986,8.31429241,-8.31428901,0.66330356,-0.66330390,5.66799620,-5.66799378,0.02510272,-0.02510270,0.60384101,-0.60384054,1.12308554,-1.12308533,0.66106730,-0.66106715,0.70506605,-0.70506608,0.00000000,-0.00000000
-5.45372686,8.19425773,-8.19425448,0.67065178,-0.67065217,5.59317876,-5.59317628,0.02395379,-0.02395377,0.58842390,-0.58842347,1.11370186,-1.11370170,0.64685994,-0.64685985,0.70287426,-0.70287438,0.00000000,-0.00000000
-5.44772386,8.06834597,-8.06834289,0.67911257,-0.67911299,5.50720433,-5.50720180,0.02276405,-0.02276403,0.57371984,-0.57371945,1.10506023,-1.10506014,0.63454521,-0.63454519,0.70313601,-0.70313621,0.00000000,-0.00000000
-5.44172086,7.93657527,-7.93657239,0.68835037,-0.68835081,5.40964463,-5.40964205,0.02154863,-0.02154861,0.55994466,-0.55994433,1.09736568,-1.09736566,0.62425603,-0.62425609,0.70574839,-0.70574868,0.00000000,-0.00000000
-5.43571786,7.79929035,-7.79928771,0.69801425,-0.69801470,5.30037696,-5.30037436,0.02032363,-0.02032361,0.54732789,-0.54732761,1.09085952,-1.09085957,0.61613174,-0.61613189,0.71059584,-0.71059621,0.00000000,-0.00000000
-5.42971486,7.65720311,-7.65720074,0.70774937,-0.70774983,5.17962490,-5.17962230,0.01910564,-0.01910562,0.53611029,-0.53611008,1.08581631,-1.08581645,0.61031746,-0.61031770,0.71755539,-0.71755585,0.00000000,-0.00000000
-5.42371186,7.51140855,-7.51140650,0.71720809,-0.71720854,5.04798022,-5.04797763,0.01791127,-0.01791126,0.52653986,-0.52653973,1.08253747,-1.08253772,0.60696177,-0.60696211,0.72650072,-0.72650125,0.00000000,-0.00000000
-5.41770885,7.36337467,-7.36337298,0.72606034,-0.72606078,4.90640484,-4.90640229,0.01675670,-0.01675669,0.51886624,-0.51886618,1.08134160,-1.08134196,0.60621271,-0.60621315,0.73730488,-0.73730549,0.00000000,-0.00000000
-5.41170585,7.21490633,-7.21490505,0.73400289,-0.73400331,4.75621270,-4.75621023,0.01565725,-0.01565724,0.51333344,-0.51333347,1.08255189,-1.08255237,0.60821213,-0.60821268,0.74984161,-0.74984228,0.00000000,-0.00000000
-5.40570285,7.06808477,-7.06808394,0.74076729,-0.74076768,4.59903260,-4.59903023,0.01462695,-0.01462694,0.51017142,-0.51017155,1.08648115,-1.08648175,0.61308857,-0.61308923,0.76398516,-0.76398590,0.00000000,-0.00000000
-5.39969985,6.92518584,-6.92518550,0.74612604,-0.74612640,4.43675420,-4.43675197,0.01367823,-0.01367822,0.50958657,-0.50958680,1.09341504,-1.09341578,0.62094896,-0.62094975,0.77960882,-0.77960962,0.00000000,-0.00000000
-5.39369685,6.78858134,-6.78858154,0.74989701,-0.74989733,4.27146028,-4.27145822,0.01282162,-0.01282161,0.51175158,-0.51175192,1.10359442,-1.10359530,0.63186951,-0.63187041,0.79658213,-0.79658300,0.00000000,-0.00000000
-5.38769385,6.66062881,-6.66062957,0.75194580,-0.75194608,4.10534907,-4.10534719,0.01206553,-0.01206553,0.51679521,-0.51679565,1.11719749,-1.11719851,0.64588606,-0.64588709,0.81476722,-0.81476814,0.00000000,-0.00000000
-5.38169085,6.54355572,-6.54355706,0.75218617,-0.75218639,3.94065096,-3.94064930,0.01141612,-0.01141612,0.52479233,-0.52479288,1.13432281,-1.13432398,0.66298471,-0.66298586,0.83401432,-0.83401528,0.00000000,-0.00000000
-5.37568784,6.43934451,-6.43934643,0.75057842,-0.75057860,3.77954412,-3.77954270,0.01087715,-0.01087715,0.53575497,-0.53575563,1.15497404,-1.15497535,0.68309290,-0.68309417,0.85415702,-0.85415803,0.00000000,-0.00000000
-5.36968484,6.34962470,-6.34962720,0.74712613,-0.74712626,3.62407337,-3.62407221,0.01045003,-0.01045003,0.54962463,-0.54962539,1.17904726,-1.17904869,0.70607176,-0.70607314,0.87500757,-0.87500862,0.00000000,-0.00000000
-5.36368184,6.27557819,-6.27558125,0.74187117,-0.74187125,3.47607651,-3.47607561,0.01013381,-0.01013381,0.56626659,-0.56626744,1.20632165,-1.20632320,0.73171014,-0.73171163,0.89635262,-0.89635369,0.00000000,-0.00000000
-5.35767884,6.21786290,-6.21786648,0.73488762,-0.73488765,3.33712170,-3.33712106,0.00992527,-0.00992528,0.58546646,-0.58546739,1.23645435,-1.23645600,0.75972084,-0.75972242,0.91794988,-0.91795097,0.00000000,-0.00000000
-5.35167584,6.17655923,-6.17656326,0.72627468,-0.72627467,3.20845869,-3.20845830,0.00981909,-0.00981910,0.60692945,-0.60693045,1.26897976,-1.26898149,0.78973942,-0.78974108,0.93952612,-0.93952720,0.00000000,-0.00000000
-5.34567284,6.15114245,-6.15114687,0.71614925,-0.71614919,3.09098607,-3.09098592,0.00980801,-0.00980802,0.63028247,-0.63028353,1.30331383,-1.30331562,0.82132610,-0.82132782,0.96077676,-0.96077783,0.00000000,-0.00000000
