energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.87393697,3.34780783,0.02268131,0.16831049,0.99365279,0.19796998,0.05075273,1.76627696,0.39778524,0.25450037
-5.86793397,3.26568666,0.02078815,0.16314623,0.97682731,0.19760615,0.04716745,1.72486495,0.38932908,0.24676790
-5.86193097,3.19673369,0.01898413,0.15811396,0.96360839,0.19795906,0.04376282,1.69118304,0.38216963,0.23993384
-5.85592796,3.13917050,0.01727339,0.15316264,0.95349780,0.19892903,0.04053940,1.66423553,0.37606073,0.23388061
-5.84992496,3.09114392,0.01565944,0.14824788,0.94594396,0.20040628,0.03749814,1.64296841,0.37075422,0.22849136
-5.84392196,3.05077191,0.01414505,0.14333348,0.94036100,0.20227335,0.03464022,1.62629553,0.36600616,0.22365238
-5.83791896,3.01618786,0.01273222,0.13839261,0.93614748,0.20440786,0.03196691,1.61312419,0.36158280,0.21925525
-5.83191596,2.98558248,0.01142208,0.13340870,0.93270425,0.20668548,0.02947941,1.60237978,0.35726599,0.21519860
-5.82591296,2.95724247,0.01021489,0.12837591,0.92945099,0.20898304,0.02717877,1.59302905,0.35285814,0.21138970
-5.81990995,2.92958543,0.00911000,0.12329930,0.92584115,0.21118175,0.02506583,1.58410147,0.34818648,0.20774564
-5.81390695,2.90119050,0.00810591,0.11819457,0.92137485,0.21317038,0.02314123,1.57470859,0.34310663,0.20419431
-5.80790395,2.87082427,0.00720032,0.11308752,0.91560977,0.21484844,0.02140546,1.56406085,0.33750537,0.20067502
-5.80190095,2.83746161,0.00639024,0.10801313,0.90816966,0.21612914,0.01985893,1.55148187,0.33130253,0.19713895
-5.79589795,2.80030136,0.00567213,0.10301441,0.89875071,0.21694210,0.01850215,1.53641980,0.32445202,0.19354923
-5.78989495,2.75877654,0.00504202,0.09814094,0.88712555,0.21723582,0.01733587,1.51845580,0.31694203,0.18988087
-5.78389195,2.71255923,0.00449572,0.09344732,0.87314519,0.21697959,0.01636128,1.49730940,0.30879419,0.18612045
-5.77788894,2.66156019,0.00402900,0.08899145,0.85673890,0.21616508,0.01558016,1.47284084,0.30006210,0.18226559
-5.77188594,2.60592328,0.00363778,0.08483275,0.83791215,0.21480728,0.01499511,1.44505025,0.29082888,0.17832430
-5.76588294,2.54601498,0.00331832,0.08103042,0.81674299,0.21294483,0.01460961,1.41407391,0.28120415,0.17431415
-5.75987994,2.48240935,0.00306742,0.07764176,0.79337682,0.21063986,0.01442821,1.38017748,0.27132037,0.17026137
-5.75387694,2.41586868,0.00288254,0.07472067,0.76801992,0.20797697,0.01445647,1.34374652,0.26132864,0.16619979
-5.74787394,2.34732038,0.00276200,0.07231624,0.74093194,0.20506167,0.01470106,1.30527437,0.25139419,0.16216979
-5.74187094,2.27783057,0.00270506,0.07047169,0.71241744,0.20201820,0.01516955,1.26534770,0.24169163,0.15821719
-5.73586793,2.20857481,0.00271201,0.06922344,0.68281683,0.19898659,0.01587036,1.22462996,0.23240000,0.15439215
-5.72986493,2.14080682,0.00278422,0.06860056,0.65249687,0.19611934,0.01681241,1.18384314,0.22369796,0.15074802
-5.72386193,2.07582556,0.00292416,0.06862443,0.62184087,0.19357746,0.01800488,1.14374821,0.21575903,0.14734032
-5.71785893,2.01494171,0.00313533,0.06930872,0.59123897,0.19152629,0.01945681,1.10512467,0.20874716,0.14422568
-5.71185593,1.95944412,0.00342223,0.07065960,0.56107850,0.19013094,0.02117665,1.06874978,0.20281263,0.14146093
-5.70585293,1.91056718,0.00379025,0.07267622,0.53173489,0.18955169,0.02317177,1.03537786,0.19808855,0.13910221
-5.69984992,1.86945997,0.00424548,0.07535140,0.50356302,0.18993940,0.02544797,1.00572047,0.19468791,0.13720424
-5.69384692,1.83715803,0.00479457,0.07867254,0.47688957,0.19143113,0.02800893,0.98042778,0.19270131,0.13581962
-5.68784392,1.81455860,0.00544450,0.08262264,0.45200625,0.19414610,0.03085574,0.96007188,0.19219561,0.13499834
-5.68184092,1.80240019,0.00620233,0.08718150,0.42916424,0.19818216,0.03398639,0.94513245,0.19321336,0.13478733
-5.67583792,1.80124708,0.00707494,0.09232704,0.40856995,0.20361290,0.03739542,0.93598537,0.19577321,0.13523020
-5.66983492,1.81147941,0.00806875,0.09803667,0.39038221,0.21048551,0.04107354,0.93289454,0.19987132,0.13636704
-5.66383192,1.83328920,0.00918941,0.10428872,0.37471081,0.21881949,0.04500743,0.93600724,0.20548376,0.13823439
-5.65782891,1.86668240,0.01044156,0.11106395,0.36161669,0.22860627,0.04917966,0.94535324,0.21256989,0.14086531
-5.65182591,1.91148716,0.01182850,0.11834700,0.35111341,0.23980969,0.05356868,0.96084755,0.22107668,0.14428949
-5.64582291,1.96736768,0.01335191,0.12612791,0.34317004,0.25236742,0.05814905,0.98229679,0.23094392,0.14853355
-5.63981991,2.03384342,0.01501165,0.13440349,0.33771525,0.26619309,0.06289170,1.00940883,0.24211011,0.15362125
-5.63381691,2.11031252,0.01680550,0.14317865,0.33464240,0.28117919,0.06776434,1.04180529,0.25451890,0.15957386
-5.62781391,2.19607878,0.01872901,0.15246765,0.33381547,0.29720051,0.07273208,1.07903632,0.26812587,0.16641045
-5.62181091,2.29038066,0.02077534,0.16229502,0.33507550,0.31411788,0.07775798,1.12059706,0.28290542,0.17414817
-5.61580790,2.39242123,0.02293516,0.17269639,0.33824736,0.33178218,0.08280373,1.16594504,0.29885736,0.18280246
-5.60980490,2.50139756,0.02519665,0.18371893,0.34314659,0.35003833,0.08783043,1.21451774,0.31601304,0.19238719
-5.60380190,2.61652827,0.02754552,0.19542141,0.34958598,0.36872907,0.09279919,1.26574960,0.33444062,0.20291461
-5.59779890,2.73707787,0.02996505,0.20787387,0.35738172,0.38769842,0.09767184,1.31908785,0.35424903,0.21439523
-5.59179590,2.86237694,0.03243629,0.22115676,0.36635897,0.40679464,0.10241146,1.37400644,0.37559056,0.22683742
-5.58579290,2.99183698,0.03493823,0.23535952,0.37635656,0.42587265,0.10698292,1.43001767,0.39866154,0.24024693
-5.57978989,3.12495966,0.03744808,0.25057862,0.38723081,0.44479577,0.11135315,1.48668111,0.42370099,0.25462617
-5.57378689,3.26133976,0.03994160,0.26691497,0.39885834,0.46343685,0.11549145,1.54360971,0.45098696,0.26997324
-5.56778389,3.40066210,0.04239347,0.28447069,0.41113792,0.48167883,0.11936955,1.60047295,0.48083061,0.28628095
-5.56178089,3.54269249,0.04477773,0.30334540,0.42399122,0.49941467,0.12296166,1.65699719,0.51356782,0.30353551
-5.55577789,3.68726349,0.04706823,0.32363192,0.43736265,0.51654699,0.12624434,1.71296343,0.54954842,0.32171526
-5.54977489,3.83425561,0.04923915,0.34541158,0.45121829,0.53298730,0.12919638,1.76820293,0.58912341,0.34078926
-5.54377189,3.98357516,0.05126554,0.36874927,0.46554402,0.54865514,0.13179863,1.82259089,0.63263017,0.36071583
-5.53776888,4.13512968,0.05312377,0.39368827,0.48034293,0.56347714,0.13403382,1.87603891,0.68037624,0.38144124
-5.53176588,4.28880230,0.05479214,0.42024512,0.49563210,0.57738621,0.13588647,1.92848651,0.73262210,0.40289835
-5.52576288,4.44442622,0.05625133,0.44840470,0.51143898,0.59032091,0.13734284,1.97989225,0.78956356,0.42500552
-5.51975988,4.60176041,0.05748487,0.47811576,0.52779724,0.60222503,0.13839096,2.03022485,0.85131427,0.44766559
-5.51375688,4.76046765,0.05847950,0.50928697,0.54474243,0.61304749,0.13902082,2.07945464,0.91788934,0.47076525
-5.50775388,4.92009577,0.05922559,0.54178387,0.56230741,0.62274253,0.13922464,2.12754566,0.98919052,0.49417455
-5.50175088,5.08006293,0.05971727,0.57542679,0.58051768,0.63127012,0.13899725,2.17444856,1.06499384,0.51774688
-5.49574787,5.23964748,0.05995267,0.60999001,0.59938673,0.63859654,0.13833655,2.22009449,1.14494040,0.54131928
-5.48974487,5.39798279,0.05993390,0.64520218,0.61891151,0.64469515,0.13724404,2.26439009,1.22853090,0.56471308
-5.48374187,5.55405749,0.05966701,0.68074821,0.63906814,0.64954705,0.13572532,2.30721360,1.31512446,0.58773512
-5.47773887,5.70672097,0.05916184,0.71627267,0.65980804,0.65314182,0.13379063,2.34841209,1.40394220,0.61017931
-5.47173587,5.85469442,0.05843169,0.75138467,0.68105457,0.65547801,0.13145526,2.38779998,1.49407574,0.63182873
-5.46573287,5.99658705,0.05749304,0.78566422,0.70270038,0.65656347,0.12873983,2.42515866,1.58450065,0.65245819
-5.45972986,6.13091729,0.05636505,0.81866993,0.72460569,0.65641547,0.12567052,2.46023751,1.67409480,0.67183725
-5.45372686,6.25613861,0.05506907,0.84994789,0.74659752,0.65506047,0.12227899,2.49275607,1.76166112,0.68973376
-5.44772386,6.37066943,0.05362818,0.87904158,0.76847017,0.65253377,0.11860217,2.52240765,1.84595426,0.70591776
-5.44172086,6.47292653,0.05206656,0.90550241,0.78998695,0.64887878,0.11468185,2.54886420,1.92571029,0.72016580
-5.43571786,6.56136104,0.05040900,0.92890070,0.81088330,0.64414624,0.11056398,2.57178262,1.99967858,0.73226555
-5.42971486,6.63449629,0.04868033,0.94883671,0.83087132,0.63839323,0.10629793,2.59081226,2.06665471,0.74202061
-5.42371186,6.69096640,0.04690500,0.96495133,0.84964558,0.63168212,0.10193541,2.60560363,2.12551319,0.74925538
-5.41770885,6.72955445,0.04510658,0.97693606,0.86689024,0.62407949,0.09752943,2.61581812,2.17523886,0.75381989
-5.41170585,6.74922896,0.04330741,0.98454200,0.88228717,0.61565507,0.09313307,2.62113839,2.21495574,0.75559442
-5.40570285,6.74917752,0.04152830,0.98758735,0.89552492,0.60648071,0.08879823,2.62127915,2.24395217,0.75449363
-5.39969985,6.72883615,0.03978821,0.98596337,0.90630816,0.59662943,0.08457446,2.61599793,2.26170130,0.75047023
-5.39369685,6.68791321,0.03810413,0.97963825,0.91436730,0.58617449,0.08050775,2.60510538,2.26787615,0.74351777
-5.38769385,6.62640683,0.03649088,0.96865899,0.91946784,0.57518859,0.07663949,2.58847459,2.26235858,0.73367264
-5.38169085,6.54461481,0.03496102,0.95315105,0.92141918,0.56374303,0.07300549,2.56604908,2.24524196,0.72101488
-5.37568784,6.44313648,0.03352479,0.93331587,0.92008235,0.55190694,0.06963528,2.53784884,2.21682742,0.70566795
-5.36968484,6.32286607,0.03219007,0.90942609,0.91537645,0.53974648,0.06655144,2.50397430,2.17761387,0.68779723
-5.36368184,6.18497771,0.03096240,0.88181905,0.90728339,0.52732406,0.06376927,2.46460775,2.12828238,0.66760733
-5.35767884,6.03090221,0.02984494,0.85088833,0.89585085,0.51469754,0.06129657,2.42001217,2.06967547,0.64533820
-5.35167584,5.86229658,0.02883854,0.81707403,0.88119312,0.50191938,0.05913365,2.37052752,2.00277229,0.62126022
-5.34567284,5.68100716,0.02794176,0.78085186,0.86348995,0.48903591,0.05727355,2.31656438,1.92866077,0.59566834
-5.33966983,5.48902780,0.02715096,0.74272160,0.84298322,0.47608659,0.05570245,2.25859546,1.84850769,0.56887553
-5.33366683,5.28845454,0.02646041,0.70319532,0.81997181,0.46310341,0.05440018,2.19714516,1.76352797,0.54120568
-5.32766383,5.08143860,0.02586238,0.66278558,0.79480461,0.45011044,0.05334098,2.13277767,1.67495428,0.51298641
-5.32166083,4.87013927,0.02534734,0.62199429,0.76787207,0.43712367,0.05249429,2.06608419,1.58400792,0.48454173
-5.31565783,4.65667852,0.02490417,0.58130234,0.73959654,0.42415109,0.05182574,1.99766971,1.49187202,0.45618517
-5.30965483,4.44309874,0.02452040,0.54116036,0.71042182,0.41119304,0.05129812,1.92814000,1.39966773,0.42821327
-5.30365183,4.23132512,0.02418253,0.50198094,0.68080208,0.39824305,0.05087248,1.85808922,1.30843411,0.40089998
-5.29764882,4.02313350,0.02387635,0.46413227,0.65119084,0.38528891,0.05050921,1.78808861,1.21911194,0.37449185
-5.29164582,3.82012458,0.02358732,0.42793355,0.62202994,0.37231416,0.05016913,1.71867660,1.13253187,0.34920424
-5.28564282,3.62370491,0.02330099,0.39365189,0.59373921,0.35929984,0.04981456,1.65035064,1.04940671,0.32521874
-5.27963982,3.43507458,0.02300337,0.36150101,0.56670681,0.34622651,0.04941031,1.58356080,0.97032791,0.30268156
-5.27363682,3.25522154,0.02268139,0.33164125,0.54128069,0.33307638,0.04892456,1.51870512,0.89576578,0.28170304
-5.26763382,3.08492193,0.02232326,0.30418110,0.51776124,0.31983557,0.04832972,1.45612694,0.82607315,0.26235823
-5.26163082,2.92474586,0.02191883,0.27917980,0.49639533,0.30649623,0.04760301,1.39611363,0.76149197,0.24468820
-5.25562781,2.77506772,0.02145993,0.25665100,0.47737188,0.29305854,0.04672699,1.33889701,0.70216221,0.22870228
-5.24962481,2.63608025,0.02094056,0.23656708,0.46081897,0.27953244,0.04568991,1.28465489,0.64813276,0.21438072
-5.24362181,2.50781140,0.02035707,0.21886417,0.44680264,0.26593899,0.04448578,1.23351376,0.59937353,0.20167799
-5.23761881,2.39014334,0.01970828,0.20344737,0.43532722,0.25231124,0.04311441,1.18555235,0.55578840,0.19052623
-5.23161581,2.28283272,0.01899545,0.19019635,0.42633745,0.23869475,0.04158112,1.14080584,0.51722854,0.18083897
-5.22561281,2.18553181,0.01822215,0.17897076,0.41972195,0.22514740,0.03989636,1.09927081,0.48350568,0.17251487
-5.21960980,2.09780987,0.01739418,0.16961577,0.41531843,0.21173887,0.03807519,1.06091052,0.45440504,0.16544146
-5.21360680,2.01917449,0.01651924,0.16196725,0.41292009,0.19854951,0.03613661,1.02566076,0.42969746,0.15949875
-5.20760380,1.94909266,0.01560669,0.15585672,0.41228330,0.18566883,0.03410275,0.99343598,0.40915078,0.15456269
-5.20160080,1.88701115,0.01466714,0.15111598,0.41313637,0.17319364,0.03199809,0.96413575,0.39253993,0.15050839
-5.19559780,1.83237614,0.01371214,0.14758129,0.41518897,0.16122585,0.02984857,0.93765138,0.37965581,0.14721317
-5.18959480,1.78465169,0.01275376,0.14509711,0.41814216,0.14987011,0.02768075,0.91387259,0.37031265,0.14455926
-5.18359180,1.74333678,0.01180418,0.14351934,0.42169845,0.13923136,0.02552100,0.89269408,0.36435378,0.14243628
-5.17758879,1.70798030,0.01087539,0.14271802,0.42557180,0.12941228,0.02339471,0.87402163,0.36165555,0.14074334
-5.17158579,1.67819381,0.00997879,0.14257943,0.42949692,0.12051083,0.02132571,0.85777752,0.36212947,0.13939086
-5.16558279,1.65366115,0.00912497,0.14300760,0.43323768,0.11261789,0.01933568,0.84390495,0.36572229,0.13830192
-5.15957979,1.63414461,0.00832342,0.14392512,0.43659417,0.10581502,0.01744375,0.83237105,0.37241399,0.13741332
-5.15357679,1.61948701,0.00758238,0.14527331,0.43940817,0.10017242,0.01566620,0.82316824,0.38221378,0.13667606
-5.14757379,1.60960931,0.00690873,0.14701169,0.44156664,0.09574706,0.01401637,0.81631360,0.39515395,0.13605545
-5.14157079,1.60450355,0.00630791,0.14911676,0.44300324,0.09258104,0.01250462,0.81184611,0.41128192,0.13553078
-5.13556778,1.60422118,0.00578390,0.15158020,0.44369763,0.09070026,0.01113841,0.80982180,0.43065051,0.13509439
-5.12956478,1.60885699,0.00533931,0.15440642,0.44367264,0.09011320,0.00992259,0.81030675,0.45330689,0.13475050
-5.12356178,1.61852937,0.00497542,0.15760974,0.44298947,0.09081011,0.00885966,0.81336832,0.47928066,0.13451352
-5.11755878,1.63335773,0.00469235,0.16121113,0.44174122,0.09276248,0.00795020,0.81906503,0.50857141,0.13440613
-5.11155578,1.65343854,0.00448919,0.16523489,0.44004493,0.09592281,0.00719333,0.82743569,0.54113657,0.13445718
-5.10555278,1.67882114,0.00436419,0.16970518,0.43803280,0.10022484,0.00658720,0.83848845,0.57688009,0.13469949
-5.09954977,1.70948525,0.00431499,0.17464284,0.43584286,0.10558429,0.00612958,0.85219058,0.61564270,0.13516771
-5.09354677,1.74532174,0.00433882,0.18006246,0.43360981,0.11189998,0.00581834,0.86845990,0.65719431,0.13589638
-5.08754377,1.78611818,0.00443275,0.18597005,0.43145636,0.11905568,0.00565210,0.88715852,0.70122924,0.13691831
-5.08154077,1.83155077,0.00459388,0.19236135,0.42948577,0.12692242,0.00563074,0.90808978,0.74736478,0.13826341
-5.07553777,1.88118369,0.00481965,0.19922090,0.42777579,0.13536154,0.00575599,0.93099876,0.79514332,0.13995796
-5.06953477,1.93447643,0.00510799,0.20652200,0.42637448,0.14422821,0.00603188,0.95557694,0.84403830,0.14202456
-5.06353177,1.99079951,0.00545761,0.21422750,0.42529802,0.15337561,0.00646528,0.98147086,0.89346398,0.14448260
-5.05752876,2.04945814,0.00586811,0.22229143,0.42453071,0.16265948,0.00706629,1.00829492,0.94278859,0.14734933
-5.05152576,2.10972280,0.00634023,0.23066135,0.42402696,0.17194305,0.00784858,1.03564756,0.99135067,0.15064140
-5.04552276,2.17086552,0.00687593,0.23928133,0.42371524,0.18110208,0.00882969,1.06313035,1.03847774,0.15437680
-5.03951976,2.23219980,0.00747850,0.24809536,0.42350368,0.19002986,0.01003114,1.09036887,1.08350659,0.15857705
-5.03351676,2.29312205,0.00815259,0.25705089,0.42328683,0.19864195,0.01147849,1.11703437,1.12580422,0.16326950
-5.02751376,2.35315196,0.00890416,0.26610248,0.42295336,0.20688042,0.01320119,1.14286484,1.16478863,0.16848944
-5.02151076,2.41196943,0.00974044,0.27521510,0.42239400,0.21471724,0.01523230,1.16768430,1.19994821,0.17428205
-5.01550775,2.46944555,0.01066970,0.28436713,0.42150945,0.22215680,0.01760798,1.19141896,1.23085914,0.18070379
-5.00950475,2.52566550,0.01170106,0.29355261,0.42021767,0.22923722,0.02036684,1.21410919,1.25719974,0.18782323
-5.00350175,2.58094164,0.01284415,0.30278280,0.41846028,0.23603030,0.02354900,1.23591637,1.27876142,0.19572115
-4.99749875,2.63581555,0.01410874,0.31208692,0.41620758,0.24264008,0.02719496,1.25712392,1.29545555,0.20448979
-4.99149575,2.69104835,0.01550428,0.32151194,0.41346221,0.24919998,0.03134432,1.27813218,1.30731625,0.21423136
-4.98549275,2.74759949,0.01703945,0.33112151,0.41026109,0.25586846,0.03603424,1.29944715,1.31449894,0.22505566
-4.97948974,2.80659442,0.01872160,0.34099413,0.40667572,0.26282346,0.04129779,1.32166332,1.31727495,0.23707696
-4.97348674,2.86928270,0.02055627,0.35122052,0.40281086,0.27025568,0.04716218,1.34544144,1.31602263,0.25041027
-4.96748374,2.93698818,0.02254667,0.36190045,0.39880179,0.27836106,0.05364697,1.37148192,1.31121525,0.26516715
-4.96148074,3.01105344,0.02469320,0.37313913,0.39481022,0.28733261,0.06076228,1.40049525,1.30340653,0.28145112
-4.95547774,3.09278120,0.02699304,0.38504326,0.39101914,0.29735206,0.06850709,1.43317060,1.29321429,0.29935302
-4.94947474,3.18337497,0.02943987,0.39771705,0.38762695,0.30858163,0.07686780,1.47014423,1.28130295,0.31894638
-4.94347174,3.28388188,0.03202360,0.41125807,0.38484091,0.32115624,0.08581696,1.51196891,1.26836539,0.34028302
-4.93746873,3.39513979,0.03473030,0.42575333,0.38287045,0.33517650,0.09531245,1.55908592,1.25510476,0.36338907
-4.93146573,3.51773115,0.03754224,0.44127550,0.38192028,0.35070286,0.10529701,1.61180071,1.24221663,0.38826150
-4.92546273,3.65194504,0.04043802,0.45787935,0.38218363,0.36775108,0.11569829,1.67026330,1.23037184,0.41486523
-4.91945973,3.79774898,0.04339289,0.47559848,0.38383587,0.38628923,0.12642947,1.73445426,1.22020044,0.44313103
-4.91345673,3.95477124,0.04637917,0.49444241,0.38702842,0.40623638,0.13739031,1.80417668,1.21227661,0.47295406
-4.90745373,4.12229413,0.04936677,0.51439397,0.39188326,0.42746302,0.14846885,1.87905440,1.20710519,0.50419326
-4.90145073,4.29925815,0.05232379,0.53540704,0.39848808,0.44979313,0.15954354,1.95853653,1.20510951,0.53667142
-4.89544772,4.48427674,0.05521721,0.55740481,0.40689213,0.47300794,0.17048581,2.04190793,1.20662118,0.57017609
-4.88944472,4.67566085,0.05801360,0.58027840,0.41710294,0.49685105,0.18116304,2.12830517,1.21187163,0.60446121
-4.88344172,4.87145252,0.06067985,0.60388624,0.42908389,0.52103496,0.19144165,2.21673733,1.22098606,0.63924950
-4.87743872,5.06946633,0.06318389,0.62805404,0.44275299,0.54524847,0.20119047,2.30611083,1.23397988,0.67423566
-4.87143572,5.26733777,0.06549537,0.65257572,0.45798268,0.56916501,0.21028393,2.39525752,1.25075815,0.70909034
-4.86543272,5.46257723,0.06758626,0.67721532,0.47460104,0.59245139,0.21860521,2.48296509,1.27111839,0.74346493
-4.85942971,5.65262865,0.06943141,0.70171015,0.49239442,0.61477674,0.22604903,2.56800891,1.29475701,0.77699729
-4.85342671,5.83493162,0.07100902,0.72577522,0.51111158,0.63582158,0.23252411,2.64918464,1.32127982,0.80931829
-4.84742371,6.00698591,0.07230101,0.74910904,0.53046936,0.65528638,0.23795513,2.72534050,1.35021656,0.84005927
-4.84142071,6.16641722,0.07329329,0.77140091,0.55016002,0.67289984,0.24228407,2.79540888,1.38103958,0.86886034
-4.83541771,6.31104301,0.07397595,0.79233949,0.56985996,0.68842627,0.24547109,2.85843626,1.41318634,0.89537944
-4.82941471,6.43893706,0.07434336,0.81162259,0.58923987,0.70167220,0.24749472,2.91361105,1.44608520,0.91930197
-4.82341171,6.54849134,0.07439419,0.82896796,0.60797588,0.71249189,0.24835154,2.96028865,1.47918384,0.94035082
-4.81740870,6.63847340,0.07413138,0.84412452,0.62576145,0.72079169,0.24805532,2.99801320,1.51197910,0.95829641
-4.81140570,6.70807766,0.07356200,0.85688381,0.64231956,0.72653305,0.24663577,3.02653536,1.54404717,0.97296649
-4.80540270,6.75696834,0.07269711,0.86709100,0.65741469,0.72973429,0.24413694,3.04582569,1.57507248,0.98425507
-4.79939970,6.78531224,0.07155151,0.87465479,0.67086397,0.73047076,0.24061536,3.05608296,1.60487386,0.99213023
-4.79339670,6.79379910,0.07014349,0.87955580,0.68254705,0.72887366,0.23613806,3.05773686,1.63342622,0.99664010
-4.78739370,6.78364753,0.06849453,0.88185265,0.69241392,0.72512724,0.23078058,3.05144470,1.66087635,0.99791671
-4.78139070,6.75659504,0.06662891,0.88168533,0.70049040,0.71946461,0.22462502,3.03808159,1.68755128,0.99617710
-4.77538769,6.71487061,0.06457334,0.87927528,0.70688061,0.71216197,0.21775816,3.01872397,1.71395816,0.99172150
-4.76938469,6.66114917,0.06235654,0.87492205,0.71176627,0.70353165,0.21026985,2.99462625,1.74077488,0.98492816
-4.76338169,6.59848803,0.06000872,0.86899620,0.71540258,0.69391372,0.20225145,2.96719087,1.76883101,0.97624498
-4.75737869,6.53024591,0.05756108,0.86192862,0.71811059,0.68366677,0.19379464,2.93793207,1.79907934,0.96617769
-4.75137569,6.45998623,0.05504527,0.85419647,0.72026633,0.67315770,0.18499027,2.90843417,1.83255850,0.95527508
-4.74537269,6.39136737,0.05249279,0.84630606,0.72228696,0.66275116,0.17592749,2.88030537,1.87034798,0.94411157
-4.73936968,6.32802318,0.04993445,0.83877352,0.72461447,0.65279866,0.16669294,2.85512837,1.91351720,0.93326779
-4.73336668,6.27343796,0.04739973,0.83210382,0.72769758,0.64362797,0.15737011,2.83440950,1.96307067,0.92330976
-4.72736368,6.23082075,0.04491622,0.82676913,0.73197258,0.63553306,0.14803871,2.81952809,2.01989172,0.91476768
-4.72136068,6.20298415,0.04250909,0.82318760,0.73784403,0.62876497,0.13877409,2.81168817,2.08468748,0.90811523
-4.71535768,6.19223295,0.04020058,0.82170342,0.74566617,0.62352407,0.12964671,2.81187444,2.15793782,0.90375016
-4.70935468,6.20026778,0.03800957,0.82256925,0.75572594,0.61995402,0.12072154,2.82081451,2.23985090,0.90197742
-4.70335168,6.22810865,0.03595124,0.82593196,0.76822837,0.61813762,0.11205757,2.83894930,2.33032790,0.90299530
-4.69734867,6.27604228,0.03403682,0.83182242,0.78328518,0.61809495,0.10370722,2.86641293,2.42893897,0.90688568
-4.69134567,6.34359646,0.03227348,0.84014995,0.80090705,0.61978375,0.09571587,2.90302354,2.53491208,0.91360867
-4.68534267,6.42954323,0.03066425,0.85070180,0.82100002,0.62310218,0.08812143,2.94828549,2.64713583,0.92300210
-4.67933967,6.53193149,0.02920818,0.86314791,0.84336613,0.62789375,0.08095400,3.00140322,2.76417655,0.93478606
-4.67333667,6.64814824,0.02790053,0.87705073,0.86770841,0.63395442,0.07423564,3.06130638,2.88430952,0.94857217
-4.66733367,6.77500610,0.02673314,0.89187979,0.89363990,0.64104128,0.06798038,3.12668533,3.00556318,0.96387744
-4.66133067,6.90885378,0.02569479,0.90703040,0.92069626,0.64888277,0.06219425,3.19603556,3.12577470,0.98014199
-4.65532766,7.04570462,0.02477180,0.92184571,0.94835150,0.65718968,0.05687565,3.26770914,3.24265473,0.99674991
-4.64932466,7.18137779,0.02394854,0.93564113,0.97603592,0.66566662,0.05201583,3.33997102,3.35385851,1.01305240
-4.64332166,7.31164593,0.02320809,0.94772999,1.00315568,0.67402340,0.04759954,3.41105777,3.45706045,1.02839195
