energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.18959480,3.28229226,1.03465423,1.32629864,0.02197341,0.58401818,0.01280251,1.15500981
-5.18359180,3.31417064,1.03957804,1.33749857,0.02365256,0.59390066,0.01350366,1.16967774
-5.17758879,3.35168071,1.04656446,1.35073300,0.02536792,0.60361192,0.01423693,1.18741559
-5.17158579,3.39402315,1.05560087,1.36562471,0.02709527,0.61295926,0.01499041,1.20795126
-5.16558279,3.44022881,1.06661733,1.38173594,0.02880826,0.62174740,0.01575106,1.23092736
-5.15957979,3.48919356,1.07948791,1.39858530,0.03047908,0.62978328,0.01650516,1.25591403
-5.15357679,3.53971539,1.09403290,1.41566523,0.03207937,0.63688077,0.01723877,1.28242326
-5.14757379,3.59053213,1.11002151,1.43245920,0.03358105,0.64286500,0.01793820,1.30992378
-5.14157079,3.64035812,1.12717533,1.44845793,0.03495728,0.64757612,0.01859047,1.33785609
-5.13556778,3.68791858,1.14517213,1.46317396,0.03618334,0.65087263,0.01918380,1.36564697
-5.12956478,3.73198052,1.16365044,1.47615422,0.03723748,0.65263387,0.01970804,1.39272302
-5.12356178,3.77137946,1.18221453,1.48699013,0.03810167,0.65276183,0.02015496,1.41852302
-5.11755878,3.80504135,1.20044022,1.49532505,0.03876223,0.65118228,0.02051862,1.44250866
-5.11155578,3.83199978,1.21788138,1.50085927,0.03921024,0.64784510,0.02079546,1.46417369
-5.10555278,3.85140825,1.23407717,1.50335238,0.03944183,0.64272410,0.02098445,1.48305151
-5.09954977,3.86254821,1.24856026,1.50262347,0.03945823,0.63581612,0.02108705,1.49872114
-5.09354677,3.86483318,1.26086566,1.49854940,0.03926563,0.62713988,0.02110703,1.51081183
-5.08754377,3.85780970,1.27054046,1.49106165,0.03887482,0.61673435,0.02105030,1.51900656
-5.08154077,3.84115590,1.27715404,1.48014197,0.03830070,0.60465699,0.02092455,1.52304442
-5.07553777,3.81467816,1.28030861,1.46581750,0.03756160,0.59098191,0.02073884,1.52272233
-5.06953477,3.77830681,1.27964982,1.44815561,0.03667850,0.57579795,0.02050321,1.51789608
-5.06353177,3.73209104,1.27487708,1.42725873,0.03567417,0.55920694,0.02022812,1.50848086
-5.05752876,3.67619366,1.26575301,1.40325970,0.03457231,0.54132197,0.01992404,1.49445139
-5.05152576,3.61088575,1.25211192,1.37631744,0.03339667,0.52226588,0.01960093,1.47584156
-5.04552276,3.53654130,1.23386651,1.34661341,0.03217024,0.50216982,0.01926783,1.45274371
-5.03951976,3.45363181,1.21101275,1.31434866,0.03091454,0.48117197,0.01893248,1.42530728
-5.03351676,3.36272066,1.18363242,1.27974145,0.02964904,0.45941627,0.01860107,1.39373688
-5.02751376,3.26445698,1.15189311,1.24302548,0.02839067,0.43705118,0.01827798,1.35828964
-5.02151076,3.15956892,1.11604567,1.20444846,0.02715357,0.41422840,0.01796572,1.31927172
-5.01550775,3.04885590,1.07641897,1.16427093,0.02594895,0.39110152,0.01766492,1.27703404
-5.00950475,2.93317989,1.03341222,1.12276524,0.02478512,0.36782452,0.01737443,1.23196703
-5.00350175,2.81345551,0.98748509,1.08021444,0.02366761,0.34455014,0.01709148,1.18449466
-4.99749875,2.69063894,0.93914599,1.03691109,0.02259950,0.32142817,0.01681195,1.13506766
-4.99149575,2.56571593,0.88893893,0.99315577,0.02158179,0.29860357,0.01653069,1.08415610
-4.98549275,2.43968875,0.83742957,0.94925535,0.02061376,0.27621462,0.01624189,1.03224160
-4.97948974,2.31356272,0.78519105,0.90552084,0.01969353,0.25439096,0.01593944,0.97980924
-4.97348674,2.18833235,0.73278993,0.86226501,0.01881841,0.23325185,0.01561733,0.92733940
-4.96748374,2.06496749,0.68077311,0.81979951,0.01798543,0.21290445,0.01526996,0.87529986
-4.96148074,1.94439992,0.62965584,0.77843182,0.01719161,0.19344244,0.01489255,0.82413822
-4.95547774,1.82751050,0.57991150,0.73846183,0.01643435,0.17494483,0.01448131,0.77427491
-4.94947474,1.71511741,0.53196325,0.70017827,0.01571162,0.15747519,0.01403374,0.72609698
-4.94347174,1.60796558,0.48617774,0.66385499,0.01502206,0.14108119,0.01354870,0.67995270
-4.93746873,1.50671751,0.44286109,0.62974720,0.01436508,0.12579464,0.01302650,0.63614720
-4.93146573,1.41194585,0.40225691,0.59808775,0.01374080,0.11163176,0.01246888,0.59493911
-4.92546273,1.32412761,0.36454640,0.56908365,0.01314995,0.09859398,0.01187892,0.55653842
-4.91945973,1.24364036,0.32985027,0.54291276,0.01259374,0.08666895,0.01126094,0.52110532
-4.91345673,1.17076034,0.29823221,0.51972102,0.01207361,0.07583189,0.01062026,0.48875031
-4.90745373,1.10566256,0.26970365,0.49962014,0.01159109,0.06604712,0.00996298,0.45953535
-4.90145073,1.04842287,0.24422950,0.48268588,0.01114757,0.05726976,0.00929578,0.43347611
-4.89544772,0.99902199,0.22173457,0.46895719,0.01074408,0.04944749,0.00862558,0.41054523
-4.88944472,0.95735139,0.20211034,0.45843605,0.01038117,0.04252230,0.00795936,0.39067649
-4.88344172,0.92322080,0.18522185,0.45108811,0.01005879,0.03643228,0.00730387,0.37376978
-4.87743872,0.89636726,0.17091438,0.44684424,0.00977620,0.03111316,0.00666546,0.35969665
-4.87143572,0.87646523,0.15901987,0.44560273,0.00953198,0.02649990,0.00604987,0.34830644
-4.86543272,0.86313763,0.14936265,0.44723223,0.00932402,0.02252793,0.00546212,0.33943254
-4.85942971,0.85596720,0.14176470,0.45157515,0.00914965,0.01913428,0.00490640,0.33289870
-4.85342671,0.85450790,0.13604993,0.45845147,0.00900574,0.01625857,0.00438605,0.32852512
-4.84742371,0.85829570,0.13204775,0.46766270,0.00888882,0.01384364,0.00390356,0.32613398
-4.84142071,0.86685863,0.12959577,0.47899578,0.00879525,0.01183616,0.00346056,0.32555432
-4.83541771,0.87972526,0.12854159,0.49222681,0.00872139,0.01018691,0.00305795,0.32662592
-4.82941471,0.89643177,0.12874379,0.50712443,0.00866374,0.00885102,0.00269598,0.32920201
-4.82341171,0.91652694,0.13007212,0.52345268,0.00861909,0.00778797,0.00237434,0.33315087
-4.81740870,0.93957538,0.13240709,0.54097334,0.00858461,0.00696156,0.00209237,0.33835604
-4.81140570,0.96515869,0.13563887,0.55944771,0.00855793,0.00633970,0.00184913,0.34471536
-4.80540270,0.99287508,0.13966591,0.57863794,0.00853719,0.00589420,0.00164359,0.35213893
-4.79939970,1.02233756,0.14439310,0.59830788,0.00852104,0.00560050,0.00147477,0.36054610
-4.79339670,1.05317120,0.14972999,0.61822379,0.00850860,0.00543735,0.00134185,0.36986185
-4.78739370,1.08501017,0.15558886,0.63815501,0.00849943,0.00538653,0.00124434,0.38001291
-4.78139070,1.11749481,0.16188316,0.65787476,0.00849341,0.00543252,0.00118211,0.39092383
-4.77538769,1.15026961,0.16852617,0.67716131,0.00849071,0.00556224,0.00115555,0.40251353
-4.76938469,1.18298246,0.17543014,0.69579973,0.00849162,0.00576486,0.00116557,0.41469244
-4.76338169,1.21528554,0.18250602,0.71358427,0.00849653,0.00603156,0.00121369,0.42736081
-4.75737869,1.24683820,0.18966375,0.73032138,0.00850578,0.00635544,0.00130198,0.44040804
-4.75137569,1.27731184,0.19681317,0.74583354,0.00851965,0.00673138,0.00143311,0.45371344
-4.74537269,1.30639668,0.20386555,0.75996352,0.00853828,0.00715609,0.00161027,0.46714822
-4.73936968,1.33381013,0.21073555,0.77257912,0.00856164,0.00762807,0.00183707,0.48057875
-4.73336668,1.35930625,0.21734365,0.78357799,0.00858956,0.00814768,0.00211749,0.49387077
-4.72736368,1.38268566,0.22361878,0.79289229,0.00862171,0.00871729,0.00245569,0.50689427
-4.72136068,1.40380521,0.22950102,0.80049279,0.00865765,0.00934138,0.00285588,0.51952879
-4.71535768,1.42258662,0.23494426,0.80639219,0.00869688,0.01002674,0.00332214,0.53166862
-4.70935468,1.43902336,0.23991851,0.81064721,0.00873883,0.01078261,0.00385819,0.54322745
-4.70335168,1.45318517,0.24441180,0.81335931,0.00878298,0.01162090,0.00446721,0.55414233
-4.69734867,1.46521963,0.24843149,0.81467383,0.00882884,0.01255637,0.00515161,0.56437637
-4.69134567,1.47535058,0.25200493,0.81477743,0.00887599,0.01360675,0.00591280,0.57392004
-4.68534267,1.48387320,0.25517933,0.81389400,0.00892407,0.01479292,0.00675103,0.58279106
-4.67933967,1.49114604,0.25802091,0.81227902,0.00897280,0.01613900,0.00766514,0.59103265
-4.67333667,1.49758019,0.26061326,0.81021274,0.00902193,0.01767232,0.00865250,0.59871046
-4.66733367,1.50362628,0.26305511,0.80799246,0.00907119,0.01942341,0.00970883,0.60590829
-4.66133067,1.50975995,0.26545752,0.80592430,0.00912028,0.02142584,0.01082819,0.61272293
-4.65532766,1.51646664,0.26794055,0.80431488,0.00916878,0.02371596,0.01200296,0.61925844
-4.64932466,1.52422639,0.27062977,0.80346331,0.00921614,0.02633242,0.01322392,0.62562037
-4.64332166,1.53349955,0.27365249,0.80365387,0.00926157,0.02931567,0.01448037,0.63191020
-4.63731866,1.54471395,0.27713403,0.80514962,0.00930408,0.03270713,0.01576031,0.63822045
-4.63131566,1.55825396,0.28119403,0.80818726,0.00934241,0.03654827,0.01705069,0.64463063
-4.62531266,1.57445198,0.28594298,0.81297315,0.00937509,0.04087939,0.01833768,0.65120441
-4.61930965,1.59358204,0.29147892,0.81968068,0.00940039,0.04573822,0.01960701,0.65798785
-4.61330665,1.61585578,0.29788446,0.82844867,0.00941646,0.05115838,0.02084430,0.66500900
-4.60730365,1.64142024,0.30522411,0.83938077,0.00942132,0.05716754,0.02203539,0.67227847
-4.60130065,1.67035722,0.31354182,0.85254551,0.00941296,0.06378554,0.02316672,0.67979100
-4.59529765,1.70268353,0.32285897,0.86797663,0.00938944,0.07102241,0.02422558,0.68752762
-4.58929465,1.73835188,0.33317249,0.88567364,0.00934899,0.07887634,0.02520044,0.69545826
-4.58329165,1.77725178,0.34445343,0.90560215,0.00929006,0.08733179,0.02608113,0.70354441
-4.57728864,1.81921021,0.35664586,0.92769389,0.00921140,0.09635777,0.02685899,0.71174160
-4.57128564,1.86399199,0.36966617,0.95184642,0.00911218,0.10590639,0.02752700,0.72000152
-4.56528264,1.91129966,0.38340283,0.97792248,0.00899194,0.11591190,0.02807981,0.72827354
-4.55927964,1.96077342,0.39771679,1.00574911,0.00885069,0.12629017,0.02851369,0.73650566
-4.55327664,2.01199108,0.41244250,1.03511692,0.00868887,0.13693883,0.02882649,0.74464471
-4.54727364,2.06446896,0.42738978,1.06577966,0.00850732,0.14773814,0.02901750,0.75263614
-4.54127064,2.11766387,0.44234641,1.09745444,0.00830727,0.15855253,0.02908731,0.76042322
-4.53526763,2.17097702,0.45708175,1.12982312,0.00809024,0.16923302,0.02903768,0.76794604
-4.52926463,2.22376013,0.47135116,1.16253489,0.00785802,0.17962026,0.02887136,0.77514035
-4.52326163,2.27532419,0.48490126,1.19521049,0.00761254,0.18954830,0.02859194,0.78193658
-4.51725863,2.32495084,0.49747603,1.22744798,0.00735584,0.19884897,0.02820376,0.78825897
-4.51125563,2.37190638,0.50882331,1.25883021,0.00708997,0.20735655,0.02771173,0.79402522
-4.50525263,2.41545806,0.51870180,1.28893363,0.00681694,0.21491282,0.02712137,0.79914644
-4.49924962,2.45489189,0.52688800,1.31733828,0.00653867,0.22137202,0.02643864,0.80352769
-4.49324662,2.48953142,0.53318300,1.34363842,0.00625696,0.22660565,0.02567002,0.80706891
-4.48724362,2.51875641,0.53741874,1.36745338,0.00597343,0.23050690,0.02482246,0.80966628
-4.48124062,2.54202047,0.53946338,1.38843798,0.00568957,0.23299437,0.02390336,0.81121387
-4.47523762,2.55886678,0.53922559,1.40629202,0.00540668,0.23401500,0.02292064,0.81160557
-4.46923462,2.56894083,0.53665751,1.42076831,0.00512594,0.23354610,0.02188266,0.81073704
-4.46323162,2.57199977,0.53175628,1.43167881,0.00484839,0.23159620,0.02079829,0.80850777
-4.45722861,2.56791767,0.52456387,1.43889863,0.00457499,0.22820483,0.01967675,0.80482310
-4.45122561,2.55668665,0.51516556,1.44236764,0.00430660,0.22344124,0.01852763,0.79959616
-4.44522261,2.53841394,0.50368678,1.44208986,0.00404405,0.21740195,0.01736077,0.79274972
-4.43921961,2.51331524,0.49028879,1.43813069,0.00378812,0.21020749,0.01618608,0.78421803
-4.43321661,2.48170500,0.47516321,1.43061239,0.00353958,0.20199828,0.01501344,0.77394853
-4.42721361,2.44398432,0.45852586,1.41970817,0.00329920,0.19292997,0.01385253,0.76190363
-4.42121061,2.40062759,0.44061011,1.40563548,0.00306772,0.18316840,0.01271262,0.74806241
-4.41520760,2.35216848,0.42166003,1.38864898,0.00284587,0.17288451,0.01160242,0.73242236
-4.40920460,2.29918644,0.40192382,1.36903371,0.00263435,0.16224924,0.01052990,0.71500107
-4.40320160,2.24229429,0.38164759,1.34709894,0.00243383,0.15142883,0.00950215,0.69583784
-4.39719860,2.18212753,0.36106983,1.32317295,0.00224490,0.14058056,0.00852526,0.67499511
-4.39119560,2.11933570,0.34041674,1.29759904,0.00206808,0.12984919,0.00760422,0.65255959
-4.38519260,2.05457592,0.31989848,1.27073269,0.00190379,0.11936407,0.00674286,0.62864299
-4.37918959,1.98850838,0.29970641,1.24293990,0.00175234,0.10923714,0.00594386,0.60338222
-4.37318659,1.92179353,0.28001129,1.21459626,0.00161393,0.09956166,0.00520874,0.57693890
-4.36718359,1.85509032,0.26096237,1.18608658,0.00148863,0.09041177,0.00453793,0.54949817
-4.36118059,1.78905498,0.24268728,1.15780445,0.00137638,0.08184281,0.00393083,0.52126664
-4.35517759,1.72433943,0.22529248,1.13015132,0.00127699,0.07389216,0.00338594,0.49246961
-4.34917459,1.66158889,0.20886426,1.10353461,0.00119015,0.06658069,0.00290099,0.46334741
-4.34317159,1.60143788,0.19347001,1.07836444,0.00111545,0.05991457,0.00247304,0.43415115
-4.33716858,1.54450427,0.17915961,1.05504859,0.00105236,0.05388724,0.00209865,0.40513793
-4.33116558,1.49138122,0.16596698,1.03398567,0.00100027,0.04848163,0.00177401,0.37656562
-4.32516258,1.44262680,0.15391136,1.01555635,0.00095849,0.04367229,0.00149508,0.34868764
-4.31915958,1.39875166,0.14299862,1.00011293,0.00092624,0.03942746,0.00125771,0.32174763
-4.31315658,1.36020518,0.13322231,0.98796754,0.00090272,0.03571093,0.00105771,0.29597459
-4.30715358,1.32736075,0.12456453,0.97937960,0.00088705,0.03248375,0.00089100,0.27157842
