energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.78389195,1.49125862,0.35105601,0.24382728,0.00721093,0.02737824,0.18397855,0.47091063,0.00579722,0.79364340
-5.77788894,1.48346585,0.34550898,0.24285403,0.00692664,0.02532675,0.18338605,0.47679639,0.00522820,0.78311996
-5.77188594,1.47828931,0.34047083,0.24237829,0.00661115,0.02361432,0.18367792,0.48326083,0.00472085,0.77391951
-5.76588294,1.47579959,0.33597756,0.24242072,0.00626941,0.02220142,0.18480911,0.49029728,0.00427555,0.76616250
-5.75987994,1.47608064,0.33207685,0.24300192,0.00590675,0.02105338,0.18673847,0.49789547,0.00389216,0.75998363
-5.75387694,1.47921790,0.32882387,0.24414076,0.00552872,0.02014031,0.18942654,0.50603895,0.00357017,0.75552376
-5.74787394,1.48528702,0.32627718,0.24585275,0.00514093,0.01943681,0.19283319,0.51470326,0.00330874,0.75292191
-5.74187094,1.49434411,0.32449466,0.24814881,0.00474887,0.01892160,0.19691549,0.52385483,0.00310689,0.75230762
-5.73586793,1.50641769,0.32352984,0.25103407,0.00435781,0.01857705,0.20162592,0.53345080,0.00296347,0.75379400
-5.72986493,1.52150287,0.32342878,0.25450715,0.00397261,0.01838866,0.20691090,0.54343957,0.00287731,0.75747181
-5.72386193,1.53955749,0.32422734,0.25855960,0.00359768,0.01834455,0.21270986,0.55376214,0.00284716,0.76340445
-5.71785893,1.56050038,0.32594920,0.26317557,0.00323687,0.01843494,0.21895476,0.56435407,0.00287173,0.77162415
-5.71185593,1.58421111,0.32860433,0.26833175,0.00289340,0.01865158,0.22557009,0.57514771,0.00294965,0.78212908
-5.70585293,1.61053111,0.33218806,0.27399733,0.00256989,0.01898732,0.23247333,0.58607463,0.00307941,0.79488140
-5.69984992,1.63926534,0.33668051,0.28013416,0.00226829,0.01943561,0.23957575,0.59706791,0.00325932,0.80980599
-5.69384692,1.67018442,0.34204642,0.28669676,0.00198994,0.01999007,0.24678356,0.60806407,0.00348739,0.82678984
-5.68784392,1.70302649,0.34823526,0.29363245,0.00173561,0.02064412,0.25399919,0.61900448,0.00376126,0.84568190
-5.68184092,1.73749865,0.35518147,0.30088128,0.00150551,0.02139057,0.26112284,0.62983603,0.00407809,0.86629316
-5.67583792,1.77327778,0.36280491,0.30837604,0.00129942,0.02222137,0.26805392,0.64051106,0.00443450,0.88839725
-5.66983492,1.81001077,0.37101135,0.31604211,0.00111669,0.02312732,0.27469259,0.65098655,0.00482647,0.91173121
-5.66383192,1.84731421,0.37969317,0.32379744,0.00095638,0.02409787,0.28094124,0.66122253,0.00524931,0.93599673
-5.65782891,1.88477399,0.38873004,0.33155251,0.00081727,0.02512096,0.28670579,0.67118000,0.00569758,0.96086198
-5.65182591,1.92194500,0.39798990,0.33921055,0.00069798,0.02618297,0.29189699,0.68081846,0.00616515,0.98596410
-5.64582291,1.95835168,0.40733014,0.34666792,0.00059700,0.02726874,0.29643151,0.69009331,0.00664517,1.01091253
-5.63981991,1.99348959,0.41659904,0.35381489,0.00051276,0.02836161,0.30023298,0.69895338,0.00713022,1.03529350
-5.63381691,2.02682880,0.42563758,0.36053675,0.00044368,0.02944365,0.30323295,0.70733888,0.00761233,1.05867559
-5.62781391,2.05781927,0.43428169,0.36671539,0.00038820,0.03049590,0.30537174,0.71517999,0.00808317,1.08061654
-5.62181091,2.08589847,0.44236480,0.37223137,0.00034482,0.03149872,0.30659928,0.72239634,0.00853424,1.10067142
-5.61580790,2.11050157,0.44972099,0.37696633,0.00031208,0.03243223,0.30687592,0.72889744,0.00895703,1.11840177
-5.60980490,2.13107384,0.45618827,0.38080593,0.00028866,0.03327677,0.30617321,0.73458434,0.00934326,1.13338579
-5.60380190,2.14708520,0.46161240,0.38364294,0.00027330,0.03401349,0.30447459,0.73935235,0.00968512,1.14522922
-5.59779890,2.15804642,0.46585072,0.38538066,0.00026485,0.03462487,0.30177614,0.74309486,0.00997550,1.15357647
-5.59179590,2.16352631,0.46877616,0.38593637,0.00026225,0.03509528,0.29808714,0.74570820,0.01020820,1.15812165
-5.58579290,2.16316931,0.47028110,0.38524459,0.00026454,0.03541156,0.29343058,0.74709719,0.01037813,1.15861900
-5.57978989,2.15671252,0.47028100,0.38326025,0.00027084,0.03556351,0.28784342,0.74718134,0.01048151,1.15489230
-5.57378689,2.14400145,0.46871764,0.37996130,0.00028035,0.03554428,0.28137676,0.74590120,0.01051594,1.14684265
-5.56778389,2.12500354,0.46556175,0.37535088,0.00029236,0.03535071,0.27409556,0.74322468,0.01048056,1.13445439
-5.56178089,2.09981878,0.46081495,0.36945873,0.00030621,0.03498359,0.26607820,0.73915299,0.01037604,1.11779863
-5.55577789,2.06868663,0.45451084,0.36234184,0.00032134,0.03444769,0.25741560,0.73372575,0.01020454,1.09703424
-5.54977489,2.03198884,0.44671522,0.35408429,0.00033721,0.03375176,0.24820996,0.72702512,0.00996971,1.07240617
-5.54377189,1.99024765,0.43752530,0.34479623,0.00035339,0.03290832,0.23857322,0.71917854,0.00967648,1.04424096
-5.53776888,1.94411932,0.42706795,0.33461191,0.00036947,0.03193338,0.22862499,0.71035984,0.00933097,1.01293968
-5.53176588,1.89438288,0.41549707,0.32368703,0.00038514,0.03084600,0.21849033,0.70078860,0.00894026,0.97896838
-5.52576288,1.84192439,0.40299004,0.31219532,0.00040012,0.02966778,0.20829712,0.69072754,0.00851214,0.94284654
-5.51975988,1.78771710,0.38974340,0.30032446,0.00041423,0.02842220,0.19817328,0.68047802,0.00805489,0.90513372
-5.51375688,1.73279794,0.37596796,0.28827165,0.00042731,0.02713401,0.18824387,0.67037353,0.00757704,0.86641515
-5.50775388,1.67824127,0.36188345,0.27623876,0.00043928,0.02582847,0.17862814,0.66077136,0.00708706,0.82728653
-5.50175088,1.62513049,0.34771282,0.26442740,0.00045012,0.02453068,0.16943667,0.65204270,0.00659321,0.78833879
-5.49574787,1.57452855,0.33367650,0.25303397,0.00045984,0.02326486,0.16076868,0.64456132,0.00610325,0.75014323
-5.48974487,1.52744834,0.31998675,0.24224489,0.00046852,0.02205369,0.15270963,0.63869127,0.00562429,0.71323763
-5.48374187,1.48482375,0.30684226,0.23223221,0.00047624,0.02091773,0.14532916,0.63477406,0.00516264,0.67811365
-5.47773887,1.44748269,0.29442319,0.22314957,0.00048313,0.01987489,0.13867949,0.63311560,0.00472370,0.64520613
-5.47173587,1.41612264,0.28288682,0.21512882,0.00048933,0.01894005,0.13279434,0.63397365,0.00431185,0.61488428
-5.46573287,1.39128982,0.27236395,0.20827725,0.00049498,0.01812471,0.12768838,0.63754613,0.00393046,0.58744523
-5.45972986,1.37336259,0.26295606,0.20267552,0.00050019,0.01743682,0.12335728,0.64396085,0.00358186,0.56310997
-5.45372686,1.36253971,0.25473344,0.19837636,0.00050509,0.01688064,0.11977829,0.65326717,0.00326738,0.54202154
-5.44772386,1.35883385,0.24773421,0.19540402,0.00050977,0.01645686,0.11691145,0.66543001,0.00298740,0.52424565
-5.44172086,1.36207069,0.24196431,0.19375442,0.00051425,0.01616264,0.11470126,0.68032654,0.00274147,0.50977338
-5.43571786,1.37189363,0.23739843,0.19339609,0.00051857,0.01599189,0.11307882,0.69774583,0.00252834,0.49852577
-5.42971486,1.38777400,0.23398178,0.19427164,0.00052267,0.01593561,0.11196435,0.71739160,0.00234617,0.49036015
-5.42371186,1.40902648,0.23163272,0.19629998,0.00052650,0.01598227,0.11126999,0.73888811,0.00219256,0.48507774
-5.41770885,1.43482920,0.23024604,0.19937886,0.00052991,0.01611825,0.11090284,0.76178902,0.00206473,0.48243223
-5.41170585,1.46424795,0.22969684,0.20338797,0.00053277,0.01632841,0.11076796,0.78558895,0.00195962,0.48213913
-5.40570285,1.49626355,0.22984483,0.20819232,0.00053489,0.01659662,0.11077149,0.80973742,0.00187403,0.48388534
-5.39969985,1.52980161,0.23053899,0.21364579,0.00053606,0.01690627,0.11082354,0.83365468,0.00180468,0.48733885
-5.39369685,1.56376343,0.23162231,0.21959490,0.00053607,0.01724089,0.11084088,0.85674869,0.00174837,0.49215811
-5.38769385,1.59705731,0.23293656,0.22588249,0.00053472,0.01758468,0.11074933,0.87843275,0.00170200,0.49800093
-5.38169085,1.62862883,0.23432688,0.23235147,0.00053179,0.01792296,0.11048576,0.89814300,0.00166269,0.50453264
-5.37568784,1.65748933,0.23564613,0.23884827,0.00052712,0.01824269,0.10999959,0.91535512,0.00162783,0.51143345
-5.36968484,1.68274155,0.23675876,0.24522615,0.00052056,0.01853281,0.10925395,0.92959951,0.00159511,0.51840465
-5.36368184,1.70360152,0.23754419,0.25134816,0.00051201,0.01878459,0.10822617,0.94047441,0.00156253,0.52517393
-5.35767884,1.71941617,0.23789962,0.25708967,0.00050140,0.01899185,0.10690792,0.94765647,0.00152847,0.53149938
-5.35167584,1.72967610,0.23774202,0.26234057,0.00048874,0.01915110,0.10530482,0.95090828,0.00149166,0.53717248
-5.34567284,1.73402317,0.23700958,0.26700695,0.00047406,0.01926159,0.10343555,0.95008280,0.00145116,0.54201998
-5.33966983,1.73225297,0.23566233,0.27101226,0.00045746,0.01932528,0.10133075,0.94512444,0.00140639,0.54590463
-5.33366683,1.72431225,0.23368201,0.27429804,0.00043908,0.01934672,0.09903136,0.93606698,0.00135706,0.54872506
-5.32766383,1.71029166,0.23107136,0.27682410,0.00041911,0.01933280,0.09658691,0.92302856,0.00130315,0.55041476
-5.32166083,1.69041436,0.22785267,0.27856833,0.00039778,0.01929247,0.09405350,0.90620394,0.00124490,0.55094023
-5.31565783,1.66502118,0.22406588,0.27952596,0.00037534,0.01923641,0.09149169,0.88585477,0.00118273,0.55029859
-5.30965483,1.63455307,0.21976615,0.27970858,0.00035207,0.01917657,0.08896438,0.86229809,0.00111725,0.54851462
-5.30365183,1.59953182,0.21502112,0.27914269,0.00032824,0.01912574,0.08653468,0.83589394,0.00104916,0.54563746
-5.29764882,1.56053969,0.20990792,0.27786812,0.00030415,0.01909706,0.08426385,0.80703246,0.00097925,0.54173702
-5.29164582,1.51819907,0.20451004,0.27593618,0.00028008,0.01910349,0.08220938,0.77612124,0.00090834,0.53690021
-5.28564282,1.47315270,0.19891426,0.27340768,0.00025630,0.01915735,0.08042327,0.74357325,0.00083729,0.53122722
-5.27963982,1.42604520,0.19320757,0.27035087,0.00023306,0.01926980,0.07895044,0.70979598,0.00076688,0.52482773
-5.27363682,1.37750653,0.18747434,0.26683937,0.00021057,0.01945040,0.07782747,0.67518196,0.00069788,0.51781732
-5.26763382,1.32813762,0.18179380,0.26295010,0.00018904,0.01970670,0.07708149,0.64010105,0.00063098,0.51031396
-5.26163082,1.27849852,0.17623779,0.25876126,0.00016861,0.02004386,0.07672945,0.60489448,0.00056678,0.50243485
-5.25562781,1.22909912,0.17086895,0.25435044,0.00014942,0.02046439,0.07677761,0.56987073,0.00050578,0.49429340
-5.24962481,1.18039251,0.16573933,0.24979279,0.00013155,0.02096795,0.07722132,0.53530315,0.00044838,0.48599663
-5.24362181,1.13277076,0.16088952,0.24515940,0.00011507,0.02155122,0.07804517,0.50142907,0.00039487,0.47764282
-5.23761881,1.08656290,0.15634813,0.24051578,0.00009999,0.02220789,0.07922342,0.46845033,0.00034544,0.46931959
-5.23161581,1.04203506,0.15213186,0.23592064,0.00008632,0.02292879,0.08072071,0.43653474,0.00030019,0.46110241
-5.22561281,0.99939220,0.14824596,0.23142475,0.00007403,0.02370208,0.08249317,0.40581840,0.00025914,0.45305353
-5.21960980,0.95878142,0.14468508,0.22707024,0.00006307,0.02451355,0.08448981,0.37640845,0.00022220,0.44522144
-5.21360680,0.92029642,0.14143459,0.22289002,0.00005338,0.02534708,0.08665413,0.34838612,0.00018926,0.43764094
-5.20760380,0.88398303,0.13847213,0.21890760,0.00004488,0.02618518,0.08892610,0.32180973,0.00016012,0.43033369
-5.20160080,0.84984547,0.13576958,0.21513728,0.00003748,0.02700954,0.09124434,0.29671762,0.00013456,0.42330947
-5.19559780,0.81785323,0.13329508,0.21158461,0.00003110,0.02780179,0.09354842,0.27313083,0.00011232,0.41656807
-5.18959480,0.78794850,0.13101535,0.20824730,0.00002563,0.02854420,0.09578131,0.25105545,0.00009313,0.41010170
-5.18359180,0.76005383,0.12889798,0.20511647,0.00002098,0.02922041,0.09789190,0.23048468,0.00007669,0.40389800
-5.17758879,0.73408003,0.12691378,0.20217818,0.00001706,0.02981624,0.09983735,0.21140056,0.00006273,0.39794356
-5.17158579,0.70993407,0.12503891,0.19941531,0.00001379,0.03032033,0.10158541,0.19377547,0.00005097,0.39222766
-5.16558279,0.68752675,0.12325698,0.19680963,0.00001106,0.03072483,0.10311639,0.17757346,0.00004113,0.38674622
-5.15957979,0.66678008,0.12156071,0.19434394,0.00000882,0.03102594,0.10442479,0.16275138,0.00003296,0.38150576
-5.15357679,0.64763388,0.11995334,0.19200432,0.00000698,0.03122430,0.10552055,0.14926001,0.00002624,0.37652702
-5.14757379,0.63005156,0.11844954,0.18978219,0.00000549,0.03132526,0.10642966,0.13704513,0.00002074,0.37184810
-5.14157079,0.61402467,0.11707582,0.18767618,0.00000429,0.03133899,0.10719425,0.12604861,0.00001629,0.36752696
-5.13556778,0.59957604,0.11587044,0.18569364,0.00000333,0.03128036,0.10787199,0.11620945,0.00001270,0.36364278
-5.12956478,0.58676113,0.11488270,0.18385166,0.00000257,0.03116866,0.10853488,0.10746489,0.00000984,0.36029644
-5.12356178,0.57566771,0.11417169,0.18217759,0.00000196,0.03102716,0.10926733,0.09975146,0.00000757,0.35760949
-5.11755878,0.56641335,0.11380444,0.18070886,0.00000149,0.03088242,0.11016371,0.09300596,0.00000578,0.35572194
-5.11155578,0.55914107,0.11385366,0.17949222,0.00000113,0.03076354,0.11132526,0.08716630,0.00000439,0.35478865
-5.10555278,0.55401305,0.11439498,0.17858219,0.00000085,0.03070119,0.11285662,0.08217228,0.00000331,0.35497439
-5.09954977,0.55120257,0.11550388,0.17803906,0.00000063,0.03072664,0.11486202,0.07796608,0.00000247,0.35644785
-5.09354677,0.55088458,0.11725239,0.17792619,0.00000047,0.03087059,0.11744127,0.07449263,0.00000184,0.35937466
-5.08754377,0.55322516,0.11970578,0.17830700,0.00000034,0.03116214,0.12068567,0.07169971,0.00000136,0.36390982
-5.08154077,0.55837049,0.12291920,0.17924159,0.00000025,0.03162766,0.12467416,0.06953785,0.00000099,0.37018983
-5.07553777,0.56643570,0.12693460,0.18078330,0.00000018,0.03228979,0.12946955,0.06796007,0.00000072,0.37832484
-5.06953477,0.57749422,0.13177793,0.18297528,0.00000013,0.03316648,0.13511536,0.06692146,0.00000052,0.38839133
-5.06353177,0.59156818,0.13745683,0.18584738,0.00000009,0.03427021,0.14163312,0.06637863,0.00000038,0.40042553
-5.05752876,0.60862038,0.14395887,0.18941332,0.00000007,0.03560735,0.14902036,0.06628917,0.00000027,0.41441806
-5.05152576,0.62854828,0.15125046,0.19366857,0.00000005,0.03717770,0.15724936,0.06661109,0.00000019,0.43031006
-5.04552276,0.65118032,0.15927646,0.19858883,0.00000003,0.03897429,0.16626676,0.06730235,0.00000013,0.44799094
-5.03951976,0.67627492,0.16796053,0.20412933,0.00000002,0.04098328,0.17599398,0.06832048,0.00000009,0.46729810
-5.03351676,0.70352227,0.17720624,0.21022493,0.00000002,0.04318418,0.18632851,0.06962246,0.00000007,0.48801850
-5.02751376,0.73254880,0.18689885,0.21679113,0.00000001,0.04555026,0.19714602,0.07116468,0.00000005,0.50989220
-5.02151076,0.76292442,0.19690781,0.22372586,0.00000001,0.04804908,0.20830321,0.07290325,0.00000003,0.53261770
-5.01550775,0.79417208,0.20708970,0.23091200,0.00000001,0.05064327,0.21964126,0.07479442,0.00000002,0.55585891
-5.00950475,0.82577944,0.21729176,0.23822058,0.00000000,0.05329146,0.23098990,0.07679527,0.00000002,0.57925347
-5.00350175,0.85721215,0.22735565,0.24551447,0.00000000,0.05594932,0.24217174,0.07886459,0.00000002,0.60242223
-4.99749875,0.88792826,0.23712146,0.25265246,0.00000000,0.05857065,0.25300702,0.08096392,0.00000002,0.62497938
-4.99149575,0.91739331,0.24643177,0.25949351,0.00000000,0.06110857,0.26331825,0.08305866,0.00000002,0.64654295
-4.98549275,0.94509540,0.25513567,0.26590108,0.00000001,0.06351674,0.27293495,0.08511932,0.00000003,0.66674541
-4.97948974,0.97056001,0.26309256,0.27174734,0.00000001,0.06575053,0.28169809,0.08712269,0.00000004,0.68524384
-4.97348674,0.99336371,0.27017570,0.27691708,0.00000001,0.06776811,0.28946426,0.08905307,0.00000006,0.70172950
-4.96748374,1.01314673,0.27627536,0.28131134,0.00000002,0.06953158,0.29610930,0.09090335,0.00000009,0.71593645
-4.96148074,1.02962373,0.28130148,0.28485045,0.00000002,0.07100780,0.30153149,0.09267596,0.00000013,0.72764899
-4.95547774,1.04259265,0.28518588,0.28747658,0.00000003,0.07216929,0.30565401,0.09438362,0.00000018,0.73670778
-4.94947474,1.05194121,0.28788382,0.28915564,0.00000005,0.07299479,0.30842680,0.09604988,0.00000027,0.74301443
-4.94347174,1.05765121,0.28937506,0.28987845,0.00000007,0.07346979,0.30982762,0.09770933,0.00000039,0.74653447
-4.93746873,1.05980010,0.28966427,0.28966133,0.00000010,0.07358676,0.30986248,0.09940756,0.00000056,0.74729874
-4.93146573,1.05856016,0.28878084,0.28854589,0.00000014,0.07334531,0.30856522,0.10120071,0.00000080,0.74540298
-4.92546273,1.05419496,0.28677810,0.28659820,0.00000020,0.07275207,0.30599644,0.10315467,0.00000113,0.74100580
-4.91945973,1.04705340,0.28373200,0.28390719,0.00000028,0.07182041,0.30224177,0.10534390,0.00000160,0.73432498
-4.91345673,1.03756113,0.27973918,0.28058248,0.00000039,0.07057005,0.29740944,0.10784981,0.00000224,0.72563215
-4.90745373,1.02620981,0.27491454,0.27675160,0.00000055,0.06902642,0.29162729,0.11075884,0.00000311,0.71524593
-4.90145073,1.01354409,0.26938835,0.27255655,0.00000075,0.06721992,0.28503930,0.11416005,0.00000429,0.70352371
-4.89544772,1.00014677,0.26330292,0.26815000,0.00000103,0.06518511,0.27780164,0.11814255,0.00000588,0.69085206
-4.88944472,0.98662238,0.25680889,0.26369095,0.00000140,0.06295970,0.27007847,0.12279254,0.00000800,0.67763621
-4.88344172,0.97357963,0.25006130,0.25934017,0.00000188,0.06058359,0.26203742,0.12819033,0.00001081,0.66428855
-4.87743872,0.96161316,0.24321538,0.25525538,0.00000252,0.05809780,0.25384502,0.13440720,0.00001450,0.65121661
-4.87143572,0.95128518,0.23642235,0.25158641,0.00000335,0.05554341,0.24566220,0.14150242,0.00001932,0.63881092
-4.86543272,0.94310766,0.22982527,0.24847040,0.00000442,0.05296059,0.23763985,0.14952054,0.00002555,0.62743286
-4.85942971,0.93752567,0.22355501,0.24602734,0.00000580,0.05038757,0.22991477,0.15848896,0.00003356,0.61740318
-4.85342671,0.93490259,0.21772659,0.24435603,0.00000754,0.04785984,0.22260604,0.16841617,0.00004377,0.60899154
-4.84742371,0.93550793,0.21243605,0.24353057,0.00000974,0.04540940,0.21581196,0.17929063,0.00005669,0.60240735
-4.84142071,0.93950827,0.20775779,0.24359781,0.00001249,0.04306412,0.20960771,0.19108047,0.00007292,0.59779262
-4.83541771,0.94696193,0.20374282,0.24457556,0.00001591,0.04084736,0.20404377,0.20373413,0.00009313,0.59521692
-4.82941471,0.95781778,0.20041769,0.24645198,0.00002011,0.03877767,0.19914528,0.21718192,0.00011812,0.59467487
-4.82341171,0.97191834,0.19778440,0.24918599,0.00002523,0.03686876,0.19491224,0.23133859,0.00014878,0.59608634
-4.81740870,0.98900731,0.19582125,0.25270897,0.00003144,0.03512957,0.19132067,0.24610676,0.00018611,0.59929949
-4.81140570,1.00874123,0.19448456,0.25692742,0.00003889,0.03356458,0.18832462,0.26138119,0.00023122,0.60409655
-4.80540270,1.03070491,0.19371132,0.26172680,0.00004776,0.03217421,0.18585900,0.27705359,0.00028529,0.61020216
-4.79939970,1.05443004,0.19342260,0.26697616,0.00005824,0.03095546,0.18384305,0.29301789,0.00034961,0.61729407
-4.79339670,1.07941604,0.19352757,0.27253354,0.00007050,0.02990252,0.18218437,0.30917557,0.00042553,0.62501565
-4.78739370,1.10515231,0.19392808,0.27825173,0.00008473,0.02900755,0.18078330,0.32544088,0.00051444,0.63298972
-4.78139070,1.13114066,0.19452337,0.28398429,0.00010111,0.02826145,0.17953743,0.34174552,0.00061777,0.64083313
-4.77538769,1.15691700,0.19521501,0.28959141,0.00011978,0.02765464,0.17834603,0.35804261,0.00073691,0.64817135
-4.76938469,1.18207092,0.19591151,0.29494534,0.00014088,0.02717781,0.17711430,0.37430961,0.00087321,0.65465251
-4.76338169,1.20626244,0.19653267,0.29993515,0.00016451,0.02682258,0.17575712,0.39054999,0.00102793,0.65996013
-4.75737869,1.22923488,0.19701328,0.30447059,0.00019073,0.02658203,0.17420218,0.40679352,0.00120218,0.66382408
-4.75137569,1.25082335,0.19730615,0.30848480,0.00021953,0.02645118,0.17239246,0.42309512,0.00139688,0.66602928
-4.74537269,1.27095838,0.19738419,0.31193578,0.00025088,0.02642723,0.17028782,0.43953226,0.00161275,0.66642167
-4.73936968,1.28966461,0.19724158,0.31480653,0.00028464,0.02650974,0.16786579,0.45620101,0.00185021,0.66491150
-4.73336668,1.30705475,0.19689394,0.31710401,0.00032062,0.02670056,0.16512147,0.47321098,0.00210939,0.66147363
-4.72736368,1.32331927,0.19637751,0.31885678,0.00035857,0.02700373,0.16206672,0.49067933,0.00239005,0.65614516
-4.72136068,1.33871236,0.19574739,0.32011172,0.00039813,0.02742516,0.15872854,0.50872427,0.00269164,0.64902049
-4.71535768,1.35353528,0.19507505,0.32092989,0.00043889,0.02797221,0.15514700,0.52745828,0.00301322,0.64024427
-4.70935468,1.36811793,0.19444504,0.32138185,0.00048036,0.02865330,0.15137269,0.54698159,0.00335349,0.63000277
-4.70335168,1.38279980,0.19395136,0.32154277,0.00052198,0.02947731,0.14746390,0.56737611,0.00371082,0.61851397
-4.69734867,1.39791141,0.19369339,0.32148754,0.00056315,0.03045312,0.14348381,0.58870028,0.00408329,0.60601729
-4.69134567,1.41375727,0.19377179,0.32128621,0.00060321,0.03158907,0.13949759,0.61098501,0.00446873,0.59276314
-4.68534267,1.43060117,0.19428447,0.32100012,0.00064151,0.03289251,0.13556994,0.63423107,0.00486477,0.57900315
-4.67933967,1.44865463,0.19532287,0.32067868,0.00067737,0.03436942,0.13176271,0.65840785,0.00526893,0.56498125
-4.67333667,1.46806892,0.19696859,0.32035725,0.00071014,0.03602412,0.12813317,0.68345373,0.00567873,0.55092618
-4.66733367,1.48893092,0.19929067,0.32005600,0.00073918,0.03785909,0.12473258,0.70927794,0.00609171,0.53704548
-4.66133067,1.51126283,0.20234350,0.31977983,0.00076395,0.03987488,0.12160530,0.73576362,0.00650558,0.52352128
-4.65532766,1.53502540,0.20616539,0.31951941,0.00078394,0.04207017,0.11878841,0.76277221,0.00691826,0.51050779
-4.64932466,1.56012437,0.21077792,0.31925301,0.00079876,0.04444186,0.11631163,0.79014847,0.00732798,0.49813040
-4.64332166,1.58641932,0.21618598,0.31894917,0.00080811,0.04698530,0.11419768,0.81772614,0.00773331,0.48648629
