energy_ev,total_up,Cu_p_up,Cu_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-5.70585293,0.95335784,0.17959918,0.19851761,0.02676090,0.30835460,0.01238343,0.14328356
-5.69984992,0.96423348,0.18651959,0.20113384,0.02643430,0.31436413,0.01258080,0.14227391
-5.69384692,0.97850435,0.19394674,0.20437707,0.02620232,0.32121607,0.01283938,0.14206999
-5.68784392,0.99580349,0.20175982,0.20815647,0.02605917,0.32873505,0.01315486,0.14268189
-5.68184092,1.01561599,0.20981340,0.21235113,0.02599471,0.33670030,0.01352046,0.14409505
-5.67583792,1.03730022,0.21794213,0.21681482,0.02599508,0.34485389,0.01392716,0.14627182
-5.66983492,1.06011399,0.22596637,0.22138187,0.02604338,0.35291051,0.01436401,0.14915387
-5.66383192,1.08324453,0.23369849,0.22587377,0.02612054,0.36056855,0.01481852,0.15266497
-5.65782891,1.10584090,0.24094965,0.23010634,0.02620614,0.36752198,0.01527710,0.15671416
-5.65182591,1.12704740,0.24753671,0.23389703,0.02627938,0.37347251,0.01572556,0.16119914
-5.64582291,1.14603670,0.25328897,0.23707208,0.02631991,0.37814139,0.01614963,0.16600978
-5.63981991,1.16204113,0.25805453,0.23947333,0.02630868,0.38128055,0.01653548,0.17103157
-5.63381691,1.17438115,0.26170598,0.24096422,0.02622866,0.38268245,0.01687029,0.17614895
-5.62781391,1.18248981,0.26414517,0.24143492,0.02606544,0.38218830,0.01714271,0.18124852
-5.62181091,1.18593243,0.26530691,0.24080637,0.02580775,0.37969437,0.01734335,0.18622190
-5.61580790,1.18442102,0.26516149,0.23903295,0.02544770,0.37515606,0.01746518,0.19096844
-5.60980490,1.17782308,0.26371592,0.23610409,0.02498102,0.36858980,0.01750386,0.19539755
-5.60380190,1.16616483,0.26101397,0.23204433,0.02440703,0.36007259,0.01745799,0.19943086
-5.59779890,1.14962909,0.25713490,0.22691240,0.02372849,0.34973944,0.01732932,0.20300396
-5.59179590,1.12854822,0.25219119,0.22079901,0.02295138,0.33777885,0.01712279,0.20606803
-5.58579290,1.10339285,0.24632522,0.21382382,0.02208452,0.32442656,0.01684659,0.20859109
-5.57978989,1.07475694,0.23970515,0.20613158,0.02113910,0.30995801,0.01651202,0.21055900
-5.57378689,1.04334023,0.23252023,0.19788774,0.02012823,0.29467985,0.01613337,0.21197619
-5.56778389,1.00992861,0.22497563,0.18927372,0.01906637,0.27892080,0.01572769,0.21286602
-5.56178089,0.97537341,0.21728702,0.18048202,0.01796881,0.26302241,0.01531449,0.21327080
-5.55577789,0.94057012,0.20967509,0.17171136,0.01685121,0.24732992,0.01491542,0.21325139
-5.54977489,0.90643726,0.20236017,0.16316201,0.01572905,0.23218360,0.01455385,0.21288628
-5.54377189,0.87389576,0.19555692,0.15503139,0.01461730,0.21791076,0.01425448,0.21227019
-5.53776888,0.84384926,0.18946949,0.14751010,0.01353000,0.20481874,0.01404286,0.21151208
-5.53176588,0.81716540,0.18428690,0.14077828,0.01248005,0.19318874,0.01394491,0.21073259
-5.52576288,0.79465838,0.18017887,0.13500244,0.01147894,0.18327080,0.01398645,0.21006090
-5.51975988,0.77707272,0.17729213,0.13033273,0.01053663,0.17527979,0.01419258,0.20963102
-5.51375688,0.76506818,0.17574720,0.12690048,0.00966147,0.16939226,0.01458721,0.20957764
-5.50775388,0.75920595,0.17563564,0.12481619,0.00886020,0.16574428,0.01519242,0.21003157
-5.50175088,0.75993606,0.17701780,0.12416764,0.00813790,0.16442996,0.01602790,0.21111496
-5.49574787,0.76758599,0.17992122,0.12501843,0.00749809,0.16550068,0.01711030,0.21293646
-5.48974487,0.78235081,0.18433947,0.12740653,0.00694281,0.16896481,0.01845266,0.21558646
-5.48374187,0.80428494,0.19023172,0.13134322,0.00647267,0.17478795,0.02006374,0.21913273
-5.47773887,0.83329589,0.19752293,0.13681217,0.00608699,0.18289362,0.02194747,0.22361654
-5.47173587,0.86914037,0.20610477,0.14376884,0.00578387,0.19316435,0.02410239,0.22904957
-5.46573287,0.91142320,0.21583727,0.15214026,0.00556034,0.20544322,0.02652118,0.23541173
-5.45972986,0.95959950,0.22655134,0.16182523,0.00541244,0.21953595,0.02919028,0.24265016
-5.45372686,1.01298048,0.23805200,0.17269509,0.00533534,0.23521350,0.03208960,0.25067938
-5.44772386,1.07074343,0.25012254,0.18459518,0.00532347,0.25221539,0.03519251,0.25938283
-5.44172086,1.13194590,0.26252933,0.19734699,0.00537065,0.27025376,0.03846585,0.26861574
-5.43571786,1.19554442,0.27502743,0.21075117,0.00547020,0.28901821,0.04187030,0.27820929
-5.42971486,1.26041747,0.28736676,0.22459134,0.00561512,0.30818147,0.04536089,0.28797602
-5.42371186,1.32539270,0.29929880,0.23863885,0.00579827,0.32740596,0.04888779,0.29771632
-5.41770885,1.38927748,0.31058347,0.25265824,0.00601253,0.34635101,0.05239733,0.30722581
-5.41170585,1.45089251,0.32099627,0.26641341,0.00625099,0.36468080,0.05583321,0.31630330
-5.40570285,1.50910708,0.33033522,0.27967439,0.00650723,0.38207272,0.05913800,0.32475911
-5.39969985,1.56287516,0.33842744,0.29222438,0.00677546,0.39822591,0.06225465,0.33242344
-5.39369685,1.61127075,0.34513521,0.30386685,0.00705080,0.41286980,0.06512827,0.33915438
-5.38769385,1.65352124,0.35036120,0.31443248,0.00732947,0.42577217,0.06770779,0.34484527
-5.38169085,1.68903734,0.35405269,0.32378548,0.00760897,0.43674650,0.06994768,0.34943109
-5.37568784,1.71743795,0.35620455,0.33182919,0.00788830,0.44565820,0.07180960,0.35289361
-5.36968484,1.73856906,0.35686094,0.33851044,0.00816800,0.45242947,0.07326376,0.35526493
-5.36368184,1.75251515,0.35611548,0.34382251,0.00845032,0.45704234,0.07429012,0.35662928
-5.35767884,1.75960259,0.35410998,0.34780653,0.00873913,0.45953987,0.07487928,0.35712299
-5.35167584,1.76039427,0.35103164,0.35055102,0.00903993,0.46002519,0.07503296,0.35693238
-5.34567284,1.75567541,0.34710873,0.35218959,0.00935967,0.45865847,0.07476413,0.35628972
-5.33966983,1.74643068,0.34260505,0.35289680,0.00970659,0.45565164,0.07409675,0.35546719
-5.33366683,1.73381327,0.33781305,0.35288222,0.01008986,0.45126131,0.07306506,0.35476917
-5.32766383,1.71910684,0.33304610,0.35238299,0.01051926,0.44577982,0.07171255,0.35452284
-5.32166083,1.70368168,0.32862988,0.35165501,0.01100476,0.43952500,0.07009053,0.35506756
-5.31565783,1.68894673,0.32489338,0.35096319,0.01155599,0.43282887,0.06825644,0.35674337
-5.30965483,1.67629924,0.32215967,0.35057117,0.01218183,0.42602585,0.06627200,0.35987881
-5.30365183,1.66707405,0.32073672,0.35073089,0.01288977,0.41944095,0.06420116,0.36477878
-5.29764882,1.66249451,0.32090867,0.35167248,0.01368551,0.41337836,0.06210802,0.37171261
-5.29164582,1.66362712,0.32292772,0.35359493,0.01457242,0.40811109,0.06005482,0.38090295
-5.28564282,1.67134157,0.32700692,0.35665794,0.01555114,0.40387189,0.05809998,0.39251589
-5.27963982,1.68627796,0.33331411,0.36097535,0.01661925,0.40084598,0.05629643,0.40665269
-5.27363682,1.70882245,0.34196714,0.36661035,0.01777105,0.39916578,0.05469005,0.42334339
-5.26763382,1.73909227,0.35303052,0.37357279,0.01899748,0.39890786,0.05331860,0.44254278
-5.26163082,1.77693085,0.36651359,0.38181862,0.02028610,0.40009221,0.05221075,0.46412874
-5.25562781,1.82191288,0.38237024,0.39125156,0.02162135,0.40268366,0.05138568,0.48790320
-5.24962481,1.87335939,0.40050011,0.40172681,0.02298486,0.40659552,0.05085286,0.51359568
-5.24362181,1.93036176,0.42075131,0.41305670,0.02435591,0.41169503,0.05061225,0.54086936
-5.23761881,1.99181396,0.44292441,0.42501800,0.02571209,0.41781036,0.05065478,0.56932947
-5.23161581,2.05645132,0.46677768,0.43736056,0.02703001,0.42473883,0.05096307,0.59853387
-5.22561281,2.12289440,0.49203334,0.44981682,0.02828613,0.43225587,0.05151241,0.62800520
-5.21960980,2.18969604,0.51838457,0.46211194,0.02945759,0.44012435,0.05227189,0.65724456
-5.21360680,2.25538985,0.54550323,0.47397399,0.03052316,0.44810379,0.05320561,0.68574584
-5.20760380,2.31853816,0.57304791,0.48514377,0.03146402,0.45595916,0.05427403,0.71301058
-5.20160080,2.37777773,0.60067213,0.49538406,0.03226464,0.46346882,0.05543524,0.73856260
-5.19559780,2.43186164,0.62803259,0.50448774,0.03291343,0.47043146,0.05664627,0.76196195
-5.18959480,2.47969604,0.65479712,0.51228467,0.03340331,0.47667164,0.05786435,0.78281785
-5.18359180,2.52037066,0.68065225,0.51864706,0.03373211,0.48204403,0.05904796,0.80079999
-5.17758879,2.55318228,0.70531023,0.52349323,0.03390280,0.48643616,0.06015794,0.81564800
-5.17158579,2.57765091,0.72851531,0.52678973,0.03392345,0.48976970,0.06115829,0.82717885
-5.16558279,2.59352834,0.75004925,0.52855178,0.03380712,0.49200048,0.06201696,0.83529178
-5.15957979,2.60079950,0.76973583,0.52884218,0.03357139,0.49311727,0.06270643,0.83997093
-5.15357679,2.59967685,0.78744445,0.52776884,0.03323786,0.49313957,0.06320418,0.84128555
-5.14757379,2.59058860,0.80309258,0.52548107,0.03283140,0.49211460,0.06349298,0.83938785
-5.14157079,2.57416155,0.81664714,0.52216484,0.03237933,0.49011367,0.06356108,0.83450871
-5.13556778,2.55119939,0.82812473,0.51803728,0.03191045,0.48722823,0.06340229,0.82695139
-5.12956478,2.52265757,0.83759074,0.51334063,0.03145414,0.48356565,0.06301583,0.81708369
-5.12356178,2.48961554,0.84515728,0.50833577,0.03103932,0.47924502,0.06240624,0.80532858
-5.11755878,2.45324740,0.85097999,0.50329566,0.03069356,0.47439303,0.06158300,0.79215387
-5.11155578,2.41479178,0.85525389,0.49849877,0.03044223,0.46914005,0.06056019,0.77806113
-5.10555278,2.37552163,0.85820813,0.49422262,0.03030773,0.46361649,0.05935594,0.76357419
-5.09954977,2.33671475,0.86009992,0.49073764,0.03030892,0.45794945,0.05799191,0.74922745
-5.09354677,2.29962537,0.86120777,0.48830133,0.03046062,0.45225971,0.05649259,0.73555444
-5.08754377,2.26545739,0.86182400,0.48715279,0.03077341,0.44665904,0.05488461,0.72307666
-5.08154077,2.23533954,0.86224695,0.48750779,0.03125343,0.44124783,0.05319599,0.71229302
-5.07553777,2.21030280,0.86277290,0.48955423,0.03190246,0.43611302,0.05145535,0.70367000
-5.06953477,2.19126017,0.86368797,0.49344812,0.03271813,0.43132637,0.04969112,0.69763265
-5.06353177,2.17898906,0.86526021,0.49931005,0.03369417,0.42694304,0.04793076,0.69455654
-5.05752876,2.17411631,0.86773210,0.50722229,0.03482089,0.42300043,0.04620007,0.69476064
-5.05152576,2.17710611,0.87131364,0.51722632,0.03608559,0.41951744,0.04452249,0.69850135
-5.04552276,2.18825067,0.87617624,0.52932104,0.03747311,0.41649405,0.04291852,0.70596741
-5.03951976,2.20766389,0.88244753,0.54346161,0.03896633,0.41391136,0.04140526,0.71727605
-5.03351676,2.23527799,0.89020732,0.55955888,0.04054670,0.41173197,0.03999605,0.73247000
-5.02751376,2.27084323,0.89948471,0.57747968,0.04219465,0.40990095,0.03870024,0.75151572
-5.02151076,2.31393058,0.91025649,0.59704768,0.04389003,0.40834713,0.03752311,0.77430260
-5.01550775,2.36393760,0.92244682,0.61804522,0.04561240,0.40698501,0.03646588,0.80064325
-5.00950475,2.42009721,0.93592821,0.64021580,0.04734133,0.40571701,0.03552596,0.83027489
-5.00350175,2.48148961,0.95052381,0.66326748,0.04905651,0.40443619,0.03469717,0.86286189
-4.99749875,2.54705702,0.96601081,0.68687714,0.05073790,0.40302928,0.03397021,0.89799945
-4.99149575,2.61562131,0.98212503,0.71069539,0.05236578,0.40138003,0.03333312,0.93521853
-4.98549275,2.68590419,0.99856651,0.73435243,0.05392074,0.39937265,0.03277183,0.97399207
-4.97948974,2.75654999,1.01500604,0.75746443,0.05538373,0.39689536,0.03227078,1.01374250
-4.97348674,2.82615057,1.03109238,0.77964068,0.05673601,0.39384390,0.03181352,1.05385055
-4.96748374,2.89327217,1.04646024,0.80049108,0.05795921,0.39012476,0.03138332,1.09366554
-4.96148074,2.95648387,1.06073880,0.81963410,0.05903541,0.38565825,0.03096373,1.13251679
-4.95547774,3.01438715,1.07356056,0.83670493,0.05994726,0.38038111,0.03053912,1.16972638
-4.94947474,3.06564613,1.08457052,0.85136368,0.06067815,0.37424861,0.03009515,1.20462287
-4.94347174,3.10901790,1.09343549,0.86330341,0.06121253,0.36723624,0.02961915,1.23655591
-4.93746873,3.14338232,1.09985331,0.87225787,0.06153614,0.35934073,0.02910041,1.26491135
-4.93146573,3.16777061,1.10356190,0.87800869,0.06163646,0.35058051,0.02853043,1.28912656
-4.92546273,3.18139186,1.10434786,0.88039175,0.06150308,0.34099557,0.02790304,1.30870548
-4.91945973,3.18365679,1.10205443,0.87930272,0.06112812,0.33064689,0.02721443,1.32323295
-4.91345673,3.17419789,1.09658853,0.87470132,0.06050663,0.31961518,0.02646317,1.33238778
-4.90745373,3.15288501,1.08792667,0.86661430,0.05963697,0.30799935,0.02565009,1.33595397
-4.90145073,3.11983582,1.07611937,0.85513686,0.05852112,0.29591448,0.02477815,1.33382968
-4.89544772,3.07542024,1.06129387,0.84043250,0.05716488,0.28348955,0.02385224,1.32603331
-4.88944472,3.02025845,1.04365491,0.82273110,0.05557797,0.27086492,0.02287898,1.31270638
-4.88344172,2.95521198,1.02348320,0.80232521,0.05377406,0.25818953,0.02186644,1.29411278
-4.87743872,2.88136772,1.00113158,0.77956459,0.05177057,0.24561812,0.02082388,1.27063426
-4.87143572,2.80001492,0.97701873,0.75484907,0.04958842,0.23330823,0.01976150,1.24276211
-4.86543272,2.71261553,0.95162027,0.72861984,0.04725165,0.22141721,0.01869015,1.21108510
-4.85942971,2.62076835,0.92545754,0.70134930,0.04478684,0.21009918,0.01762108,1.17627390
-4.85342671,2.52616809,0.89908414,0.67352982,0.04222254,0.19950197,0.01656563,1.13906251
-4.84742371,2.43056020,0.87307056,0.64566167,0.03958859,0.18976417,0.01553503,1.10022723
-4.84142071,2.33569307,0.84798730,0.61824040,0.03691538,0.18101209,0.01454017,1.06056386
-4.83541771,2.24326886,0.82438710,0.59174415,0.03423310,0.17335695,0.01359131,1.02086396
-4.82941471,2.15489494,0.80278668,0.56662113,0.03157107,0.16689210,0.01269794,0.98189103
-4.82341171,2.07203725,0.78364893,0.54327791,0.02895700,0.16169044,0.01186858,0.94435751
-4.81740870,1.99597755,0.76736601,0.52206858,0.02641644,0.15780217,0.01111060,0.90890344
-4.81140570,1.92777605,0.75424421,0.50328547,0.02397227,0.15525274,0.01043007,0.87607769
-4.80540270,1.86824080,0.74449122,0.48715152,0.02164425,0.15404132,0.00983165,0.84632234
-4.79939970,1.81790511,0.73820632,0.47381474,0.01944881,0.15413974,0.00931853,0.81996095
-4.79339670,1.77701386,0.73537425,0.46334479,0.01739883,0.15549199,0.00889229,0.79719104
-4.78739370,1.74551941,0.73586283,0.45573205,0.01550364,0.15801451,0.00855297,0.77808115
-4.78139070,1.72308721,0.73942486,0.45088905,0.01376910,0.16159709,0.00829899,0.76257246
-4.77538769,1.70911115,0.74570419,0.44865435,0.01219772,0.16610468,0.00812726,0.75048495
-4.76938469,1.70273802,0.75424597,0.44879872,0.01078900,0.17137991,0.00803325,0.74152775
-4.76338169,1.70290031,0.76451068,0.45103351,0.00953973,0.17724656,0.00801108,0.73531336
-4.75737869,1.70835622,0.77589160,0.45502083,0.00844437,0.18351360,0.00805373,0.73137488
-4.75137569,1.71773525,0.78773498,0.46038533,0.00749546,0.18998000,0.00815324,0.72918591
-4.74537269,1.72958792,0.79936221,0.46672718,0.00668410,0.19644006,0.00830090,0.72818192
-4.73936968,1.74243753,0.81009316,0.47363563,0.00600029,0.20268907,0.00848754,0.72778260
-4.73336668,1.75483220,0.81926967,0.48070301,0.00543344,0.20852910,0.00870378,0.72741398
-4.72736368,1.76539507,0.82627830,0.48753827,0.00497264,0.21377483,0.00894035,0.72652977
-4.72136068,1.77287088,0.83057140,0.49377997,0.00460709,0.21825901,0.00918830,0.72463088
-4.71535768,1.77616714,0.83168564,0.49910787,0.00432630,0.22183747,0.00943933,0.72128252
-4.70935468,1.77438836,0.82925723,0.50325300,0.00412036,0.22439337,0.00968601,0.71612824
-4.70335168,1.76686221,0.82303330,0.50600565,0.00398010,0.22584056,0.00992198,0.70890052
-4.69734867,1.75315662,0.81287891,0.50722107,0.00389719,0.22612591,0.01014212,0.69942747
-4.69134567,1.73308747,0.79877960,0.50682265,0.00386421,0.22523044,0.01034268,0.68763569
-4.68534267,1.70671675,0.78083942,0.50480247,0.00387466,0.22316923,0.01052133,0.67354914
-4.67933967,1.67434158,0.75927465,0.50121942,0.00392288,0.21999022,0.01067716,0.65728439
-4.67333667,1.63647491,0.73440356,0.49619469,0.00400401,0.21577177,0.01081064,0.63904251
-4.66733367,1.59381885,0.70663294,0.48990527,0.00411388,0.21061927,0.01092350,0.61909817
-4.66133067,1.54723225,0.67644186,0.48257548,0.00424882,0.20466092,0.01101857,0.59778644
-4.65532766,1.49769400,0.64436374,0.47446717,0.00440560,0.19804281,0.01109961,0.57548807
-4.64932466,1.44626387,0.61096733,0.46586889,0.00458120,0.19092362,0.01117101,0.55261390
-4.64332166,1.39404261,0.57683758,0.45708471,0.00477273,0.18346921,0.01123765,0.52958910
-4.63731866,1.34213312,0.54255715,0.44842305,0.00497727,0.17584720,0.01130452,0.50683789
-4.63131566,1.29160423,0.50868934,0.44018604,0.00519176,0.16822190,0.01137658,0.48476945
-4.62531266,1.24345833,0.47576292,0.43265994,0.00541296,0.16074970,0.01145847,0.46376532
-4.61930965,1.19860407,0.44425945,0.42610672,0.00563737,0.15357519,0.01155431,0.44416886
-4.61330665,1.15783481,0.41460327,0.42075741,0.00586123,0.14682798,0.01166758,0.42627697
-4.60730365,1.12181308,0.38715437,0.41680698,0.00608059,0.14062039,0.01180093,0.41033416
-4.60130065,1.09106132,0.36220416,0.41441117,0.00629135,0.13504604,0.01195617,0.39652894
-4.59529765,1.06595848,0.33997392,0.41368495,0.00648934,0.13017922,0.01213418,0.38499261
-4.58929465,1.04674200,0.32061568,0.41470264,0.00667055,0.12607504,0.01233497,0.37579997
-4.58329165,1.03351439,0.30421526,0.41749941,0.00683117,0.12277035,0.01255771,0.36897180
-4.57728864,1.02625368,0.29079704,0.42207395,0.00696785,0.12028509,0.01280081,0.36447887
-4.57128564,1.02482657,0.28033000,0.42839195,0.00707787,0.11862411,0.01306206,0.36224688
-4.56528264,1.02900353,0.27273467,0.43639025,0.00715928,0.11777936,0.01333871,0.36216223
-4.55927964,1.03847488,0.26789058,0.44598131,0.00721111,0.11773211,0.01362767,0.36407813
-4.55327664,1.05286712,0.26564386,0.45705773,0.00723350,0.11845534,0.01392559,0.36782077
-4.54727364,1.07175886,0.26581475,0.46949687,0.00722782,0.11991600,0.01422905,0.37319552
-4.54127064,1.09469596,0.26820476,0.48316516,0.00719675,0.12207722,0.01453462,0.37999263
-4.53526763,1.12120558,0.27260330,0.49792234,0.00714432,0.12490029,0.01483906,0.38799274
-4.52926463,1.15080901,0.27879385,0.51362544,0.00707592,0.12834654,0.01513936,0.39697176
-4.52326163,1.18303335,0.28655935,0.53013264,0.00699823,0.13237894,0.01543281,0.40670540
-4.51725863,1.21742198,0.29568712,0.54730702,0.00691914,0.13696357,0.01571714,0.41697323
-4.51125563,1.25354423,0.30597307,0.56502031,0.00684758,0.14207092,0.01599050,0.42756231
-4.50525263,1.29100404,0.31722541,0.58315666,0.00679332,0.14767694,0.01625153,0.43827052
-4.49924962,1.32944807,0.32926781,0.60161647,0.00676676,0.15376412,0.01649939,0.44890958
-4.49324662,1.36857300,0.34194206,0.62032018,0.00677866,0.16032222,0.01673375,0.45930774
-4.48724362,1.40813213,0.35511025,0.63921201,0.00683980,0.16734901,0.01695481,0.46931223
-4.48124062,1.44794104,0.36865649,0.65826351,0.00696067,0.17485073,0.01716324,0.47879142
-4.47523762,1.48788213,0.38248808,0.67747655,0.00715114,0.18284234,0.01736020,0.48763657
-4.46923462,1.52790760,0.39653618,0.69688568,0.00742010,0.19134756,0.01754723,0.49576324
-4.46323162,1.56804060,0.41075591,0.71655954,0.00777508,0.20039847,0.01772622,0.50311217
-4.45722861,1.60837411,0.42512582,0.73660091,0.00822194,0.21003481,0.01789931,0.50964960
-4.45122561,1.64906726,0.43964668,0.75714532,0.00876455,0.22030280,0.01806874,0.51536699
-4.44522261,1.69033869,0.45433966,0.77835788,0.00940450,0.23125341,0.01823678,0.52028004
-4.43921961,1.73245696,0.46924374,0.80042821,0.01014086,0.24294027,0.01840555,0.52442699
-4.43321661,1.77572785,0.48441251,0.82356344,0.01097001,0.25541690,0.01857690,0.52786627
-4.42721361,1.82047876,0.49991027,0.84797933,0.01188552,0.26873357,0.01875220,0.53067340
-4.42121061,1.86704055,0.51580755,0.87388971,0.01287812,0.28293377,0.01893227,0.53293735
-4.41520760,1.91572726,0.53217622,0.90149451,0.01393579,0.29805028,0.01911717,0.53475637
-4.40920460,1.96681451,0.54908410,0.93096675,0.01504386,0.31410116,0.01930613,0.53623346
-4.40320160,2.02051717,0.56658941,0.96243923,0.01618531,0.33108570,0.01949746,0.53747152
-4.39719860,2.07696754,0.58473512,0.99599115,0.01734108,0.34898052,0.01968851,0.53856859
-4.39119560,2.13619468,0.60354341,1.03163573,0.01849052,0.36773607,0.01987565,0.53961295
-4.38519260,2.19810624,0.62301039,1.06930921,0.01961190,0.38727373,0.02005432,0.54067873
-4.37918959,2.26247351,0.64310138,1.10886195,0.02068300,0.40748361,0.02021917,0.54182176
-4.37318659,2.32892081,0.66374684,1.15005239,0.02168172,0.42822335,0.02036412,0.54307614
-4.36718359,2.39691990,0.68483926,1.19254416,0.02258676,0.44931806,0.02048262,0.54445147
-4.36118059,2.46579012,0.70623124,1.23590699,0.02337825,0.47056136,0.02056783,0.54593104
-4.35517759,2.53470462,0.72773472,1.27962140,0.02403838,0.49171785,0.02061287,0.54747095
-4.34917459,2.60270298,0.74912189,1.32308755,0.02455198,0.51252677,0.02061110,0.54900027
-4.34317159,2.66871004,0.77012748,1.36563789,0.02490705,0.53270697,0.02055635,0.55042238
-4.33716858,2.73156069,0.79045289,1.40655354,0.02509509,0.55196304,0.02044321,0.55161737
-4.33116558,2.79002996,0.80977185,1.44508372,0.02511145,0.56999241,0.02026725,0.55244559
-4.32516258,2.84286761,0.82773771,1.48046783,0.02495546,0.58649325,0.02002521,0.55275209
-4.31915958,2.88883599,0.84399216,1.51195917,0.02463045,0.60117291,0.01971519,0.55237215
-4.31315658,2.92675004,0.85817515,1.53884966,0.02414362,0.61375655,0.01933676,0.55113731
-4.30715358,2.95551774,0.86993578,1.56049428,0.02350585,0.62399573,0.01889099,0.54888214
