energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Sb_p_up,Sb_p_down,Sb_d_up,Sb_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.90395198,1.40459855,-1.40459855,0.52707328,-0.52707328,0.67220896,-0.67220896,0.10305859,-0.10305859,0.00468506,-0.00468506,0.71144732,-0.71144732,0.00000000,-0.00000000
-5.89794897,1.44770951,-1.44770951,0.53977102,-0.53977102,0.69535007,-0.69535007,0.10081223,-0.10081223,0.00488051,-0.00488051,0.73706651,-0.73706651,0.00000000,-0.00000000
-5.89194597,1.48950172,-1.48950172,0.55260298,-0.55260298,0.71740293,-0.71740293,0.09868157,-0.09868157,0.00509316,-0.00509316,0.76198196,-0.76198196,0.00000000,-0.00000000
-5.88594297,1.52909725,-1.52909725,0.56526888,-0.56526888,0.73795306,-0.73795306,0.09658545,-0.09658545,0.00531847,-0.00531847,0.78577846,-0.78577846,0.00000000,-0.00000000
-5.87993997,1.56561047,-1.56561047,0.57745267,-0.57745267,0.75658727,-0.75658727,0.09445184,-0.09445184,0.00555159,-0.00555159,0.80802477,-0.80802477,0.00000000,-0.00000000
-5.87393697,1.59816693,-1.59816693,0.58882769,-0.58882769,0.77290347,-0.77290347,0.09221932,-0.09221932,0.00578738,-0.00578738,0.82828239,-0.82828239,0.00000000,-0.00000000
-5.86793397,1.62592428,-1.62592428,0.59906325,-0.59906325,0.78652110,-0.78652110,0.08983808,-0.08983808,0.00602053,-0.00602053,0.84611604,-0.84611604,0.00000000,-0.00000000
-5.86193097,1.64809435,-1.64809435,0.60783255,-0.60783255,0.79709186,-0.79709186,0.08727059,-0.08727059,0.00624565,-0.00624565,0.86110554,-0.86110554,0.00000000,-0.00000000
-5.85592796,1.66396556,-1.66396556,0.61482161,-0.61482161,0.80431017,-0.80431017,0.08449174,-0.08449174,0.00645737,-0.00645737,0.87285840,-0.87285840,0.00000000,-0.00000000
-5.84992496,1.67292483,-1.67292483,0.61973870,-0.61973870,0.80792301,-0.80792301,0.08148865,-0.08148865,0.00665047,-0.00665047,0.88102274,-0.88102274,0.00000000,-0.00000000
-5.84392196,1.67447781,-1.67447781,0.62232401,-0.62232401,0.80773875,-0.80773875,0.07826012,-0.07826012,0.00682003,-0.00682003,0.88529977,-0.88529977,0.00000000,-0.00000000
-5.83791896,1.66826659,-1.66826659,0.62235885,-0.62235885,0.80363438,-0.80363438,0.07481573,-0.07481573,0.00696152,-0.00696152,0.88545536,-0.88545536,0.00000000,-0.00000000
-5.83191596,1.65408400,-1.65408400,0.61967413,-0.61967413,0.79556098,-0.79556098,0.07117468,-0.07117468,0.00707098,-0.00707098,0.88133002,-0.88133002,0.00000000,-0.00000000
-5.82591296,1.63188380,-1.63188380,0.61415745,-0.61415745,0.78354710,-0.78354710,0.06736439,-0.06736439,0.00714510,-0.00714510,0.87284687,-0.87284687,0.00000000,-0.00000000
-5.81990995,1.60178624,-1.60178624,0.60575867,-0.60575867,0.76769992,-0.76769992,0.06341901,-0.06341901,0.00718132,-0.00718132,0.86001712,-0.86001713,0.00000000,-0.00000000
-5.81390695,1.56407883,-1.56407883,0.59449347,-0.59449347,0.74820406,-0.74820406,0.05937780,-0.05937780,0.00717796,-0.00717796,0.84294297,-0.84294297,0.00000000,-0.00000000
-5.80790395,1.51921222,-1.51921222,0.58044492,-0.58044492,0.72531828,-0.72531828,0.05528349,-0.05528349,0.00713421,-0.00713421,0.82181757,-0.82181757,0.00000000,-0.00000000
-5.80190095,1.46779147,-1.46779147,0.56376285,-0.56376285,0.69937016,-0.69937016,0.05118073,-0.05118073,0.00705022,-0.00705022,0.79692241,-0.79692241,0.00000000,-0.00000000
-5.79589795,1.41056328,-1.41056328,0.54466125,-0.54466125,0.67074905,-0.67074905,0.04711464,-0.04711464,0.00692708,-0.00692708,0.76862199,-0.76862199,0.00000000,-0.00000000
-5.78989495,1.34839979,-1.34839979,0.52341372,-0.52341372,0.63989763,-0.63989763,0.04312951,-0.04312951,0.00676682,-0.00676682,0.73735642,-0.73735642,0.00000000,-0.00000000
-5.78389195,1.28227988,-1.28227988,0.50034741,-0.50034741,0.60730267,-0.60730267,0.03926773,-0.03926773,0.00657231,-0.00657231,0.70363207,-0.70363207,0.00000000,-0.00000000
-5.77788894,1.21326876,-1.21326876,0.47583570,-0.47583570,0.57348516,-0.57348516,0.03556890,-0.03556890,0.00634725,-0.00634725,0.66801106,-0.66801106,0.00000000,-0.00000000
-5.77188594,1.14249705,-1.14249705,0.45029002,-0.45029002,0.53899054,-0.53899054,0.03206930,-0.03206930,0.00609608,-0.00609608,0.63109987,-0.63109987,0.00000000,-0.00000000
-5.76588294,1.07114007,-1.07114007,0.42415128,-0.42415128,0.50437920,-0.50437920,0.02880150,-0.02880150,0.00582380,-0.00582380,0.59353779,-0.59353779,0.00000000,-0.00000000
-5.75987994,1.00039825,-1.00039825,0.39788124,-0.39788124,0.47021785,-0.47021785,0.02579432,-0.02579432,0.00553595,-0.00553595,0.55598563,-0.55598563,0.00000000,-0.00000000
-5.75387694,0.93147943,-0.93147943,0.37195421,-0.37195421,0.43707181,-0.43707181,0.02307296,-0.02307296,0.00523844,-0.00523844,0.51911514,-0.51911514,0.00000000,-0.00000000
-5.74787394,0.86558329,-0.86558329,0.34684943,-0.34684943,0.40549850,-0.40549850,0.02065934,-0.02065934,0.00493742,-0.00493742,0.48359940,-0.48359940,0.00000000,-0.00000000
-5.74187094,0.80388847,-0.80388847,0.32304413,-0.32304413,0.37604228,-0.37604228,0.01857265,-0.01857265,0.00463920,-0.00463920,0.45010449,-0.45010449,0.00000000,-0.00000000
-5.73586793,0.74754207,-0.74754207,0.30100768,-0.30100768,0.34923039,-0.34923039,0.01682994,-0.01682994,0.00435009,-0.00435009,0.41928246,-0.41928246,0.00000000,-0.00000000
-5.72986493,0.69765159,-0.69765159,0.28119662,-0.28119662,0.32557007,-0.32557007,0.01544685,-0.01544685,0.00407633,-0.00407633,0.39176548,-0.39176548,0.00000000,-0.00000000
-5.72386193,0.65527857,-0.65527857,0.26405050,-0.26405050,0.30554642,-0.30554642,0.01443835,-0.01443835,0.00382400,-0.00382400,0.36816109,-0.36816109,0.00000000,-0.00000000
-5.71785893,0.62143355,-0.62143354,0.24998848,-0.24998848,0.28962077,-0.28962077,0.01381946,-0.01381946,0.00359889,-0.00359889,0.34904814,-0.34904814,0.00000000,-0.00000000
-5.71185593,0.59707139,-0.59707139,0.23940634,-0.23940634,0.27822916,-0.27822916,0.01360586,-0.01360586,0.00340648,-0.00340648,0.33497310,-0.33497310,0.00000000,-0.00000000
-5.70585293,0.58308627,-0.58308627,0.23267367,-0.23267367,0.27178048,-0.27178048,0.01381446,-0.01381446,0.00325184,-0.00325184,0.32644629,-0.32644629,0.00000000,-0.00000000
-5.69984992,0.58030529,-0.58030529,0.23013086,-0.23013086,0.27065396,-0.27065396,0.01446383,-0.01446383,0.00313958,-0.00313958,0.32393754,-0.32393754,0.00000000,-0.00000000
-5.69384692,0.58948025,-0.58948025,0.23208573,-0.23208573,0.27519548,-0.27519548,0.01557445,-0.01557445,0.00307380,-0.00307380,0.32787093,-0.32787093,0.00000000,-0.00000000
-5.68784392,0.61127668,-0.61127668,0.23880938,-0.23880938,0.28571265,-0.28571265,0.01716880,-0.01716880,0.00305801,-0.00305801,0.33861819,-0.33861819,0.00000000,-0.00000000
-5.68184092,0.64625987,-0.64625987,0.25053130,-0.25053130,0.30246821,-0.30246821,0.01927130,-0.01927130,0.00309512,-0.00309512,0.35649062,-0.35649062,0.00000000,-0.00000000
-5.67583792,0.69487783,-0.69487783,0.26743337,-0.26743337,0.32567200,-0.32567200,0.02190812,-0.02190812,0.00318735,-0.00318735,0.38172937,-0.38172937,0.00000000,-0.00000000
-5.66983492,0.75744122,-0.75744122,0.28964312,-0.28964312,0.35547132,-0.35547132,0.02510677,-0.02510677,0.00333618,-0.00333618,0.41449415,-0.41449415,0.00000000,-0.00000000
-5.66383192,0.83410098,-0.83410098,0.31722604,-0.31722604,0.39194016,-0.39194016,0.02889567,-0.02889567,0.00354234,-0.00354234,0.45485075,-0.45485075,0.00000000,-0.00000000
-5.65782891,0.92482445,-0.92482445,0.35017756,-0.35017756,0.43506769,-0.43506769,0.03330358,-0.03330358,0.00380567,-0.00380567,0.50275780,-0.50275780,0.00000000,-0.00000000
-5.65182591,1.02937121,-1.02937121,0.38841488,-0.38841488,0.48474657,-0.48474657,0.03835903,-0.03835903,0.00412514,-0.00412514,0.55805336,-0.55805335,0.00000000,-0.00000000
-5.64582291,1.14727020,-1.14727020,0.43176924,-0.43176924,0.54076173,-0.54076173,0.04408969,-0.04408969,0.00449878,-0.00449878,0.62044220,-0.62044220,0.00000000,-0.00000000
-5.63981991,1.27779966,-1.27779966,0.47997921,-0.47997920,0.60278068,-0.60278068,0.05052186,-0.05052186,0.00492367,-0.00492367,0.68948485,-0.68948485,0.00000000,-0.00000000
-5.63381691,1.41997195,-1.41997195,0.53268557,-0.53268557,0.67034589,-0.67034589,0.05767996,-0.05767996,0.00539587,-0.00539587,0.76458909,-0.76458908,0.00000000,-0.00000000
-5.62781391,1.57252467,-1.57252467,0.58942855,-0.58942855,0.74287037,-0.74287037,0.06558611,-0.06558611,0.00591049,-0.00591049,0.84500518,-0.84500518,0.00000000,-0.00000000
-5.62181091,1.73392007,-1.73392007,0.64964775,-0.64964775,0.81963707,-0.81963707,0.07425990,-0.07425990,0.00646169,-0.00646169,0.92982568,-0.92982568,0.00000000,-0.00000000
-5.61580790,1.90235388,-1.90235388,0.71268549,-0.71268549,0.89980279,-0.89980278,0.08371817,-0.08371817,0.00704272,-0.00704272,1.01799058,-1.01799058,0.00000000,-0.00000000
-5.60980490,2.07577460,-2.07577459,0.77779375,-0.77779375,0.98240714,-0.98240714,0.09397497,-0.09397497,0.00764605,-0.00764605,1.10829832,-1.10829831,0.00000000,-0.00000000
-5.60380190,2.25191377,-2.25191377,0.84414490,-0.84414490,1.06638670,-1.06638670,0.10504148,-0.10504148,0.00826346,-0.00826346,1.19942319,-1.19942319,0.00000000,-0.00000000
-5.59779890,2.42832713,-2.42832712,0.91084628,-0.91084628,1.15059438,-1.15059438,0.11692611,-0.11692611,0.00888621,-0.00888621,1.28993890,-1.28993890,0.00000000,-0.00000000
-5.59179590,2.60244573,-2.60244573,0.97695821,-0.97695821,1.23382361,-1.23382361,0.12963445,-0.12963445,0.00950522,-0.00950522,1.37834802,-1.37834802,0.00000000,-0.00000000
-5.58579290,2.77163600,-2.77163600,1.04151508,-1.04151508,1.31483672,-1.31483672,0.14316915,-0.14316915,0.01011123,-0.01011123,1.46311663,-1.46311663,0.00000000,-0.00000000
-5.57978989,2.93326644,-2.93326644,1.10354879,-1.10354879,1.39239658,-1.39239658,0.15752978,-0.15752978,0.01069509,-0.01069509,1.54271308,-1.54271308,0.00000000,-0.00000000
-5.57378689,3.08477868,-3.08477868,1.16211364,-1.16211364,1.46530037,-1.46530037,0.17271232,-0.17271232,0.01124791,-0.01124791,1.61564943,-1.61564943,0.00000000,-0.00000000
-5.56778389,3.22375995,-3.22375995,1.21631174,-1.21631174,1.53241388,-1.53241388,0.18870860,-0.18870860,0.01176135,-0.01176135,1.68052407,-1.68052407,0.00000000,-0.00000000
-5.56178089,3.34801385,-3.34801384,1.26531782,-1.26531782,1.59270520,-1.59270520,0.20550532,-0.20550532,0.01222778,-0.01222778,1.73606367,-1.73606367,0.00000000,-0.00000000
-5.55577789,3.45562624,-3.45562623,1.30840239,-1.30840239,1.64527593,-1.64527593,0.22308299,-0.22308299,0.01264050,-0.01264050,1.78116261,-1.78116261,0.00000000,-0.00000000
-5.54977489,3.54502320,-3.54502320,1.34495218,-1.34495218,1.68938864,-1.68938864,0.24141454,-0.24141454,0.01299391,-0.01299391,1.81491813,-1.81491813,0.00000000,-0.00000000
-5.54377189,3.61501833,-3.61501833,1.37448702,-1.37448702,1.72448923,-1.72448923,0.26046385,-0.26046385,0.01328360,-0.01328360,1.83665958,-1.83665958,0.00000000,-0.00000000
-5.53776888,3.66484714,-3.66484714,1.39667238,-1.39667238,1.75022309,-1.75022309,0.28018425,-0.28018425,0.01350651,-0.01350651,1.84597030,-1.84597030,0.00000000,-0.00000000
-5.53176588,3.69418694,-3.69418694,1.41132704,-1.41132704,1.76644425,-1.76644425,0.30051707,-0.30051707,0.01366090,-0.01366090,1.84270111,-1.84270111,0.00000000,-0.00000000
-5.52576288,3.70316143,-3.70316143,1.41842578,-1.41842578,1.77321724,-1.77321724,0.32139047,-0.32139047,0.01374640,-0.01374640,1.82697476,-1.82697476,0.00000000,-0.00000000
-5.51975988,3.69232978,-3.69232978,1.41809692,-1.41809691,1.77081149,-1.77081149,0.34271862,-0.34271862,0.01376394,-0.01376394,1.79918112,-1.79918112,0.00000000,-0.00000000
-5.51375688,3.66266116,-3.66266116,1.41061518,-1.41061518,1.75968871,-1.75968871,0.36440150,-0.36440150,0.01371568,-0.01371568,1.75996341,-1.75996341,0.00000000,-0.00000000
-5.50775388,3.61549598,-3.61549598,1.39639030,-1.39639030,1.74048396,-1.74048396,0.38632535,-0.38632535,0.01360490,-0.01360490,1.71019606,-1.71019606,0.00000000,-0.00000000
-5.50175088,3.55249615,-3.55249615,1.37595215,-1.37595215,1.71398142,-1.71398142,0.40836392,-0.40836392,0.01343583,-0.01343583,1.65095541,-1.65095541,0.00000000,-0.00000000
-5.49574787,3.47558683,-3.47558683,1.34993324,-1.34993324,1.68108615,-1.68108615,0.43038065,-0.43038065,0.01321355,-0.01321355,1.58348455,-1.58348455,0.00000000,-0.00000000
-5.48974487,3.38689269,-3.38689269,1.31904952,-1.31904952,1.64279327,-1.64279328,0.45223172,-0.45223172,0.01294374,-0.01294374,1.50915407,-1.50915408,0.00000000,-0.00000000
-5.48374187,3.28867175,-3.28867175,1.28408053,-1.28408053,1.60015610,-1.60015610,0.47376996,-0.47376996,0.01263259,-0.01263259,1.42942042,-1.42942042,0.00000000,-0.00000000
-5.47773887,3.18324975,-3.18324975,1.24584971,-1.24584971,1.55425454,-1.55425454,0.49484951,-0.49484951,0.01228660,-0.01228660,1.34578371,-1.34578372,0.00000000,-0.00000000
-5.47173587,3.07295777,-3.07295777,1.20520576,-1.20520576,1.50616533,-1.50616533,0.51533105,-0.51533105,0.01191245,-0.01191245,1.25974678,-1.25974678,0.00000000,-0.00000000
-5.46573287,2.96007560,-2.96007560,1.16300553,-1.16300553,1.45693503,-1.45693504,0.53508739,-0.53508739,0.01151688,-0.01151688,1.17277695,-1.17277695,0.00000000,-0.00000000
-5.45972986,2.84678249,-2.84678249,1.12009914,-1.12009914,1.40755688,-1.40755688,0.55400904,-0.55400904,0.01110655,-0.01110655,1.08627191,-1.08627191,0.00000000,-0.00000000
-5.45372686,2.73511667,-2.73511667,1.07731732,-1.07731732,1.35895186,-1.35895187,0.57200959,-0.57200959,0.01068802,-0.01068802,1.00153076,-1.00153076,0.00000000,-0.00000000
-5.44772386,2.62694419,-2.62694420,1.03546110,-1.03546110,1.31195462,-1.31195462,0.58903046,-0.58903046,0.01026764,-0.01026764,0.91973077,-0.91973077,0.00000000,-0.00000000
-5.44172086,2.52393708,-2.52393708,0.99529381,-0.99529381,1.26730381,-1.26730381,0.60504477,-0.60504477,0.00985155,-0.00985155,0.84191028,-0.84191028,0.00000000,-0.00000000
-5.43571786,2.42756035,-2.42756035,0.95753483,-0.95753483,1.22563704,-1.22563704,0.62005991,-0.62005991,0.00944561,-0.00944561,0.76895774,-0.76895774,0.00000000,-0.00000000
-5.42971486,2.33906680,-2.33906680,0.92285499,-0.92285499,1.18748955,-1.18748955,0.63411878,-0.63411878,0.00905544,-0.00905544,0.70160651,-0.70160651,0.00000000,-0.00000000
-5.42371186,2.25949845,-2.25949845,0.89187282,-0.89187282,1.15329625,-1.15329625,0.64729936,-0.64729936,0.00868639,-0.00868639,0.64043491,-0.64043491,0.00000000,-0.00000000
-5.41770885,2.18969288,-2.18969289,0.86515148,-0.86515148,1.12339615,-1.12339616,0.65971254,-0.65971254,0.00834353,-0.00834353,0.58587076,-0.58587076,0.00000000,-0.00000000
-5.41170585,2.13029322,-2.13029322,0.84319572,-0.84319572,1.09803861,-1.09803861,0.67149828,-0.67149828,0.00803166,-0.00803166,0.53819952,-0.53819952,0.00000000,-0.00000000
-5.40570285,2.08175998,-2.08175998,0.82644860,-0.82644860,1.07739036,-1.07739036,0.68282028,-0.68282028,0.00775530,-0.00775530,0.49757510,-0.49757510,0.00000000,-0.00000000
-5.39969985,2.04438372,-2.04438372,0.81528781,-0.81528781,1.06154298,-1.06154298,0.69385909,-0.69385909,0.00751864,-0.00751864,0.46403242,-0.46403242,0.00000000,-0.00000000
-5.39369685,2.01829723,-2.01829723,0.81002131,-0.81002131,1.05051997,-1.05051997,0.70480433,-0.70480433,0.00732557,-0.00732557,0.43750091,-0.43750091,0.00000000,-0.00000000
-5.38769385,2.00348674,-2.00348674,0.81088263,-0.81088263,1.04428315,-1.04428315,0.71584601,-0.71584601,0.00717960,-0.00717960,0.41781815,-0.41781815,0.00000000,-0.00000000
-5.38169085,1.99980149,-1.99980149,0.81802578,-0.81802578,1.04273820,-1.04273820,0.72716570,-0.72716570,0.00708385,-0.00708385,0.40474310,-0.40474310,0.00000000,-0.00000000
-5.37568784,2.00696180,-2.00696180,0.83152024,-0.83152024,1.04573921,-1.04573921,0.73892774,-0.73892774,0.00704097,-0.00704097,0.39796840,-0.39796840,0.00000000,-0.00000000
-5.36968484,2.02456572,-2.02456572,0.85134635,-0.85134635,1.05309223,-1.05309223,0.75127104,-0.75127104,0.00705315,-0.00705315,0.39713165,-0.39713165,0.00000000,-0.00000000
-5.36368184,2.05209473,-2.05209473,0.87739166,-0.87739166,1.06455823,-1.06455823,0.76430192,-0.76430192,0.00712202,-0.00712202,0.40182522,-0.40182522,0.00000000,-0.00000000
-5.35767884,2.08891908,-2.08891908,0.90944862,-0.90944862,1.07985552,-1.07985552,0.77808821,-0.77808821,0.00724865,-0.00724865,0.41160503,-0.41160503,0.00000000,-0.00000000
-5.35167584,2.13430342,-2.13430342,0.94721400,-0.94721400,1.09866213,-1.09866213,0.79265515,-0.79265515,0.00743351,-0.00743351,0.42599793,-0.42599793,0.00000000,-0.00000000
-5.34567284,2.18741331,-2.18741331,0.99029048,-0.99029047,1.12061831,-1.12061831,0.80798295,-0.80798295,0.00767643,-0.00767643,0.44450833,-0.44450832,0.00000000,-0.00000000
-5.33966983,2.24732327,-2.24732327,1.03819056,-1.03819056,1.14532958,-1.14532958,0.82400639,-0.82400639,0.00797660,-0.00797660,0.46662386,-0.46662386,0.00000000,-0.00000000
-5.33366683,2.31302666,-2.31302666,1.09034287,-1.09034287,1.17237049,-1.17237049,0.84061634,-0.84061634,0.00833256,-0.00833256,0.49182072,-0.49182072,0.00000000,-0.00000000
-5.32766383,2.38344761,-2.38344761,1.14610084,-1.14610084,1.20128917,-1.20128917,0.85766297,-0.85766297,0.00874218,-0.00874218,0.51956851,-0.51956851,0.00000000,-0.00000000
-5.32166083,2.45745502,-2.45745502,1.20475341,-1.20475341,1.23161284,-1.23161284,0.87496059,-0.87496059,0.00920272,-0.00920272,0.54933505,-0.54933505,0.00000000,-0.00000000
-5.31565783,2.53387834,-2.53387834,1.26553755,-1.26553755,1.26285408,-1.26285408,0.89229376,-0.89229376,0.00971078,-0.00971078,0.58059110,-0.58059110,0.00000000,-0.00000000
-5.30965483,2.61152474,-2.61152474,1.32765206,-1.32765206,1.29451774,-1.29451774,0.90942417,-0.90942417,0.01026233,-0.01026233,0.61281512,-0.61281511,0.00000000,-0.00000000
-5.30365183,2.68919707,-2.68919707,1.39027200,-1.39027200,1.32610836,-1.32610836,0.92609816,-0.92609816,0.01085277,-0.01085277,0.64549800,-0.64549800,0.00000000,-0.00000000
-5.29764882,2.76571190,-2.76571190,1.45256335,-1.45256335,1.35713759,-1.35713759,0.94205419,-0.94205419,0.01147685,-0.01147685,0.67814781,-0.67814781,0.00000000,-0.00000000
-5.29164582,2.83991705,-2.83991704,1.51369720,-1.51369720,1.38713159,-1.38713159,0.95703014,-0.95703014,0.01212880,-0.01212880,0.71029435,-0.71029435,0.00000000,-0.00000000
-5.28564282,2.91070781,-2.91070781,1.57286306,-1.57286306,1.41563783,-1.41563783,0.97076988,-0.97076988,0.01280224,-0.01280224,0.74149344,-0.74149344,0.00000000,-0.00000000
-5.27963982,2.97704145,-2.97704145,1.62928086,-1.62928086,1.44223124,-1.44223124,0.98302911,-0.98302911,0.01349025,-0.01349025,0.77133087,-0.77133087,0.00000000,-0.00000000
-5.27363682,3.03794950,-3.03794950,1.68221127,-1.68221127,1.46651945,-1.46651945,0.99358001,-0.99358001,0.01418541,-0.01418541,0.79942585,-0.79942585,0.00000000,-0.00000000
-5.26763382,3.09254760,-3.09254760,1.73096443,-1.73096443,1.48814699,-1.48814699,1.00221491,-1.00221491,0.01487979,-0.01487979,0.82543389,-0.82543389,0.00000000,-0.00000000
-5.26163082,3.14004296,-3.14004296,1.77490685,-1.77490685,1.50679837,-1.50679837,1.00874884,-1.00874884,0.01556503,-0.01556503,0.84904909,-0.84904909,0.00000000,-0.00000000
-5.25562781,3.17973957,-3.17973957,1.81346679,-1.81346679,1.52220021,-1.52220021,1.01302103,-1.01302103,0.01623243,-0.01623243,0.87000577,-0.87000577,0.00000000,-0.00000000
-5.24962481,3.21104139,-3.21104139,1.84613831,-1.84613831,1.53412245,-1.53412245,1.01489574,-1.01489574,0.01687297,-0.01687297,0.88807953,-0.88807953,0.00000000,-0.00000000
-5.24362181,3.23345413,-3.23345413,1.87248433,-1.87248433,1.54237881,-1.54237881,1.01426238,-1.01426239,0.01747752,-0.01747752,0.90308781,-0.90308781,0.00000000,-0.00000000
-5.23761881,3.24658592,-3.24658592,1.89213895,-1.89213895,1.54682670,-1.54682670,1.01103533,-1.01103533,0.01803693,-0.01803693,0.91488991,-0.91488991,0.00000000,-0.00000000
-5.23161581,3.25014745,-3.25014745,1.90480946,-1.90480946,1.54736691,-1.54736691,1.00515361,-1.00515361,0.01854221,-0.01854221,0.92338676,-0.92338676,0.00000000,-0.00000000
-5.22561281,3.24395195,-3.24395196,1.91027830,-1.91027830,1.54394298,-1.54394298,0.99658072,-0.99658072,0.01898472,-0.01898472,0.92852024,-0.92852024,0.00000000,-0.00000000
-5.21960980,3.22791534,-3.22791535,1.90840500,-1.90840500,1.53654068,-1.53654068,0.98530453,-0.98530453,0.01935639,-0.01935639,0.93027246,-0.93027246,0.00000000,-0.00000000
-5.21360680,3.20205654,-3.20205654,1.89912832,-1.89912832,1.52518746,-1.52518746,0.97133769,-0.97133769,0.01964996,-0.01964996,0.92866467,-0.92866467,0.00000000,-0.00000000
-5.20760380,3.16649807,-3.16649807,1.88246833,-1.88246833,1.50995200,-1.50995200,0.95471812,-0.95471812,0.01985913,-0.01985913,0.92375611,-0.92375611,0.00000000,-0.00000000
-5.20160080,3.12146661,-3.12146661,1.85852848,-1.85852848,1.49094371,-1.49094372,0.93550995,-0.93550995,0.01997883,-0.01997883,0.91564263,-0.91564263,0.00000000,-0.00000000
-5.19559780,3.06729325,-3.06729325,1.82749698,-1.82749698,1.46831218,-1.46831218,0.91380438,-0.91380438,0.02000539,-0.02000539,0.90445502,-0.90445502,0.00000000,-0.00000000
-5.18959480,3.00441284,-3.00441284,1.78964754,-1.78964754,1.44224625,-1.44224625,0.88972062,-0.88972062,0.01993667,-0.01993667,0.89035709,-0.89035709,0.00000000,-0.00000000
-5.18359180,2.93336215,-2.93336216,1.74533872,-1.74533872,1.41297273,-1.41297273,0.86340639,-0.86340639,0.01977218,-0.01977218,0.87354330,-0.87354330,0.00000000,-0.00000000
-5.17758879,2.85477626,-2.85477626,1.69501171,-1.69501171,1.38075456,-1.38075456,0.83503811,-0.83503811,0.01951316,-0.01951316,0.85423602,-0.85423602,0.00000000,-0.00000000
-5.17158579,2.76938274,-2.76938275,1.63918618,-1.63918619,1.34588818,-1.34588818,0.80482022,-0.80482022,0.01916255,-0.01916255,0.83268225,-0.83268225,0.00000000,-0.00000000
-5.16558279,2.67799356,-2.67799356,1.57845395,-1.57845395,1.30870020,-1.30870020,0.77298382,-0.77298382,0.01872496,-0.01872496,0.80914993,-0.80914993,0.00000000,-0.00000000
