energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.57378689,1.63727173,0.55426171,0.42470498,0.00186098,0.06402427,0.47707579,0.17710378,1.04707560,0.00000000
-5.56778389,1.56824174,0.52864604,0.40002925,0.00175420,0.06239607,0.44840623,0.17285605,1.00270247,0.00000000
-5.56178089,1.49977106,0.50407494,0.37573248,0.00166065,0.06060776,0.42055626,0.16848327,0.95906516,0.00000000
-5.55577789,1.43253904,0.48081339,0.35206007,0.00158140,0.05867813,0.39385776,0.16401509,0.91659897,0.00000000
-5.54977489,1.36710081,0.45906571,0.32921469,0.00151707,0.05662599,0.36859020,0.15947332,0.87565138,0.00000000
-5.54377189,1.30388590,0.43897476,0.30735578,0.00146789,0.05446984,0.34497747,0.15487258,0.83648158,0.00000000
-5.53776888,1.24320219,0.42062349,0.28660070,0.00143365,0.05222764,0.32318661,0.15022132,0.79926366,0.00000000
-5.53176588,1.18524468,0.40403850,0.26702739,0.00141373,0.04991668,0.30332861,0.14552318,0.76409296,0.00000000
-5.52576288,1.13010786,0.38919548,0.24867821,0.00140718,0.04755360,0.28546098,0.14077851,0.73099490,0.00000000
-5.51975988,1.07780091,0.37602591,0.23156462,0.00141268,0.04515436,0.26959176,0.13598601,0.69993571,0.00000000
-5.51375688,1.02826459,0.36442481,0.21567246,0.00142866,0.04273434,0.25568489,0.13114437,0.67083431,0.00000000
-5.50775388,0.98138874,0.35425914,0.20096736,0.00145329,0.04030843,0.24366651,0.12625368,0.64357471,0.00000000
-5.50175088,0.93702962,0.34537628,0.18740022,0.00148460,0.03789114,0.23343192,0.12131675,0.61801821,0.00000000
-5.49574787,0.89502615,0.33761255,0.17491223,0.00152048,0.03549665,0.22485289,0.11634008,0.59401506,0.00000000
-5.48974487,0.85521440,0.33080118,0.16343955,0.00155877,0.03313886,0.21778500,0.11133450,0.57141484,0.00000000
-5.48374187,0.81743994,0.32477958,0.15291721,0.00159732,0.03083138,0.21207480,0.10631550,0.55007552,0.00000000
-5.47773887,0.78156753,0.31939572,0.14328236,0.00163407,0.02858752,0.20756640,0.10130319,0.52987071,0.00000000
-5.47173587,0.74748823,0.31451333,0.13447671,0.00166706,0.02642014,0.20410739,0.09632200,0.51069509,0.00000000
-5.46573287,0.71512368,0.31001596,0.12644818,0.00169452,0.02434156,0.20155384,0.09140003,0.49246796,0.00000000
-5.45972986,0.68442782,0.30580963,0.11915187,0.00171490,0.02236336,0.19977428,0.08656817,0.47513494,0.00000000
-5.45372686,0.65538631,0.30182433,0.11255034,0.00172691,0.02049621,0.19865250,0.08185915,0.45866795,0.00000000
-5.44772386,0.62801385,0.29801410,0.10661333,0.00172956,0.01874972,0.19808926,0.07730640,0.44306373,0.00000000
-5.44172086,0.60234994,0.29435602,0.10131717,0.00172215,0.01713218,0.19800279,0.07294288,0.42834102,0.00000000
-5.43571786,0.57845342,0.29084819,0.09664367,0.00170430,0.01565051,0.19832827,0.06880001,0.41453681,0.00000000
-5.42971486,0.55639630,0.28750671,0.09257910,0.00167596,0.01431009,0.19901635,0.06490659,0.40170186,0.00000000
-5.42371186,0.53625741,0.28436221,0.08911286,0.00163736,0.01311475,0.20003087,0.06128793,0.38989594,0.00000000
-5.41770885,0.51811612,0.28145580,0.08623645,0.00158902,0.01206674,0.20134607,0.05796515,0.37918295,0.00000000
-5.41170585,0.50204683,0.27883496,0.08394242,0.00153170,0.01116682,0.20294338,0.05495463,0.36962645,0.00000000
-5.40570285,0.48811436,0.27654950,0.08222367,0.00146638,0.01041440,0.20480820,0.05226775,0.36128562,0.00000000
-5.39969985,0.47637066,0.27464796,0.08107306,0.00139420,0.00980775,0.20692678,0.04991081,0.35421216,0.00000000
-5.39369685,0.46685301,0.27317445,0.08048331,0.00131644,0.00934420,0.20928351,0.04788525,0.34844811,0.00000000
-5.38769385,0.45958387,0.27216644,0.08044732,0.00123445,0.00902052,0.21185879,0.04618799,0.34402487,0.00000000
-5.38169085,0.45457236,0.27165331,0.08095883,0.00114962,0.00883317,0.21462757,0.04481208,0.34096341,0.00000000
-5.37568784,0.45181732,0.27165600,0.08201340,0.00106330,0.00877870,0.21755885,0.04374737,0.33927565,0.00000000
-5.36968484,0.45131170,0.27218753,0.08360959,0.00097684,0.00885408,0.22061596,0.04298148,0.33896691,0.00000000
-5.36368184,0.45304800,0.27325449,0.08575044,0.00089148,0.00905702,0.22375766,0.04250068,0.34003923,0.00000000
-5.35767884,0.45702436,0.27485927,0.08844488,0.00080833,0.00938628,0.22694011,0.04229093,0.34249531,0.00000000
-5.35167584,0.46325076,0.27700283,0.09170916,0.00072841,0.00984187,0.23011927,0.04233881,0.34634268,0.00000000
-5.34567284,0.47175484,0.27968768,0.09556810,0.00065256,0.01042525,0.23325383,0.04263241,0.35159779,0.00000000
-5.33966983,0.48258672,0.28292089,0.10005599,0.00058148,0.01113936,0.23630813,0.04316207,0.35828952,0.00000000
-5.33366683,0.49582230,0.28671670,0.10521711,0.00051570,0.01198860,0.23925509,0.04392094,0.36646179,0.00000000
-5.32766383,0.51156458,0.29109845,0.11110562,0.00045561,0.01297870,0.24207866,0.04490534,0.37617477,0.00000000
-5.32166083,0.52994242,0.29609957,0.11778493,0.00040145,0.01411642,0.24477563,0.04611478,0.38750456,0.00000000
-5.31565783,0.55110668,0.30176339,0.12532621,0.00035331,0.01540922,0.24735663,0.04755180,0.40054093,0.00000000
-5.30965483,0.57522346,0.30814162,0.13380638,0.00031120,0.01686471,0.24984613,0.04922143,0.41538305,0.00000000
-5.30365183,0.60246456,0.31529142,0.14330526,0.00027498,0.01849017,0.25228133,0.05113044,0.43213340,0.00000000
-5.29764882,0.63299547,0.32327126,0.15390216,0.00024447,0.02029179,0.25471005,0.05328632,0.45088976,0.00000000
-5.29164582,0.66696126,0.33213550,0.16567193,0.00021939,0.02227405,0.25718750,0.05569601,0.47173581,0.00000000
-5.28564282,0.70447115,0.34192820,0.17868070,0.00019944,0.02443899,0.25977234,0.05836460,0.49473074,0.00000000
-5.27963982,0.74558244,0.35267635,0.19298139,0.00018427,0.02678550,0.26252205,0.06129382,0.51989840,0.00000000
-5.27363682,0.79028488,0.36438304,0.20860934,0.00017352,0.02930871,0.26548805,0.06448066,0.54721667,0.00000000
-5.26763382,0.83848635,0.37702103,0.22557817,0.00016684,0.03199946,0.26871071,0.06791603,0.57660784,0.00000000
-5.26163082,0.89000096,0.39052722,0.24387619,0.00016388,0.03484387,0.27221485,0.07158367,0.60793059,0.00000000
-5.25562781,0.94454041,0.40479848,0.26346355,0.00016433,0.03782314,0.27600578,0.07545929,0.64097439,0.00000000
-5.24962481,1.00170959,0.41968932,0.28427036,0.00016791,0.04091350,0.28006643,0.07951007,0.67545680,0.00000000
-5.24362181,1.06100692,0.43501166,0.30619593,0.00017438,0.04408638,0.28435564,0.08369464,0.71102418,0.00000000
-5.23761881,1.12182985,0.45053700,0.32910916,0.00018357,0.04730883,0.28880787,0.08796345,0.74725610,0.00000000
-5.23161581,1.18348576,0.46600104,0.35285032,0.00019538,0.05054408,0.29333448,0.09225961,0.78367354,0.00000000
-5.22561281,1.24520801,0.48111074,0.37723399,0.00020978,0.05375243,0.29782641,0.09652020,0.81975069,0.00000000
-5.21960980,1.30617659,0.49555356,0.40205331,0.00022681,0.05689221,0.30215838,0.10067802,0.85493010,0.00000000
-5.21360680,1.36554286,0.50900858,0.42708518,0.00024662,0.05992095,0.30619427,0.10466367,0.88864052,0.00000000
-5.20760380,1.42245708,0.52115901,0.45209636,0.00026943,0.06279664,0.30979344,0.10840786,0.92031677,0.00000000
-5.20160080,1.47609780,0.53170550,0.47685014,0.00029554,0.06547899,0.31281776,0.11184399,0.94942072,0.00000000
-5.19559780,1.52570155,0.54037960,0.50111344,0.00032536,0.06793081,0.31513884,0.11491064,0.97546234,0.00000000
-5.18959480,1.57059152,0.54695673,0.52466374,0.00035937,0.07011924,0.31664517,0.11755414,0.99801987,0.00000000
-5.18359180,1.61020391,0.55126786,0.54729589,0.00039812,0.07201687,0.31724869,0.11973081,1.01675811,0.00000000
-5.17758879,1.64411046,0.55320941,0.56882821,0.00044222,0.07360276,0.31689048,0.12140896,1.03144373,0.00000000
-5.17158579,1.67203620,0.55275070,0.58910768,0.00049230,0.07486325,0.31554525,0.12257051,1.04195694,0.00000000
-5.16558279,1.69387138,0.54993853,0.60801411,0.00054903,0.07579250,0.31322429,0.12321202,1.04829885,0.00000000
-5.15957979,1.70967699,0.54489865,0.62546283,0.00061306,0.07639285,0.30997683,0.12334529,1.05059395,0.00000000
-5.15357679,1.71968351,0.53783385,0.64140600,0.00068499,0.07667489,0.30588959,0.12299732,1.04908765,0.00000000
-5.14757379,1.72428287,0.52901879,0.65583234,0.00076535,0.07665721,0.30108460,0.12220969,1.04413880,0.00000000
-5.14157079,1.72401384,0.51879166,0.66876532,0.00085454,0.07636607,0.29571535,0.12103740,1.03620751,0.00000000
-5.13556778,1.71954158,0.50754305,0.68025984,0.00095283,0.07583467,0.28996148,0.11954722,1.02583867,0.00000000
-5.12956478,1.71163199,0.49570241,0.69039758,0.00106028,0.07510232,0.28402210,0.11781557,1.01364196,0.00000000
-5.12356178,1.70112214,0.48372275,0.69928117,0.00117674,0.07421346,0.27810834,0.11592609,1.00026904,0.00000000
-5.11755878,1.68888780,0.47206408,0.70702751,0.00130182,0.07321654,0.27243512,0.11396691,0.98638900,0.00000000
-5.11155578,1.67580961,0.46117643,0.71376038,0.00143484,0.07216278,0.26721276,0.11202788,0.97266294,0.00000000
-5.10555278,1.66273917,0.45148300,0.71960293,0.00157485,0.07110497,0.26263866,0.11019769,0.95971890,0.00000000
-5.09954977,1.65046637,0.44336423,0.72467010,0.00172058,0.07009621,0.25888953,0.10856110,0.94812791,0.00000000
-5.09354677,1.63968950,0.43714337,0.72906157,0.00187050,0.06918876,0.25611430,0.10719641,0.93838242,0.00000000
-5.08754377,1.63098913,0.43307407,0.73285550,0.00202283,0.06843289,0.25442827,0.10617317,0.93087767,0.00000000
-5.08154077,1.62480690,0.43133065,0.73610334,0.00217552,0.06787589,0.25390851,0.10555025,0.92589695,0.00000000
-5.07553777,1.62143009,0.43200122,0.73882607,0.00232634,0.06756119,0.25459082,0.10537439,0.92360120,0.00000000
-5.06953477,1.62098257,0.43508400,0.74101202,0.00247294,0.06752769,0.25646832,0.10567921,0.92402343,0.00000000
-5.06353177,1.62342250,0.44048708,0.74261651,0.00261288,0.06780919,0.25949178,0.10648471,0.92706810,0.00000000
-5.05752876,1.62854688,0.44803143,0.74356320,0.00274370,0.06843408,0.26357162,0.10779733,0.93251553,0.00000000
-5.05152576,1.63600287,0.45745723,0.74374739,0.00286303,0.06942520,0.26858152,0.10961053,0.94003123,0.00000000
-5.04552276,1.64530535,0.46843322,0.74304088,0.00296863,0.07079993,0.27436356,0.11190587,0.94917961,0.00000000
-5.03951976,1.65586014,0.48056873,0.74129845,0.00305848,0.07257045,0.28073454,0.11465451,0.95944181,0.00000000
-5.03351676,1.66699184,0.49342796,0.73836543,0.00313084,0.07474426,0.28749341,0.11781920,0.97023675,0.00000000
-5.02751376,1.67797538,0.50654600,0.73408620,0.00318432,0.07732475,0.29442946,0.12135654,0.98094473,0.00000000
-5.02151076,1.68806975,0.51944593,0.72831316,0.00321791,0.08031210,0.30133082,0.12521951,0.99093252,0.00000000
-5.01550775,1.69655277,0.53165645,0.72091565,0.00323105,0.08370410,0.30799312,0.12936012,0.99957919,0.00000000
-5.00950475,1.70275526,0.54272933,0.71178856,0.00322361,0.08749720,0.31422781,0.13373222,1.00630143,0.00000000
-5.00350175,1.70609323,0.55225594,0.70085995,0.00319593,0.09168746,0.31986990,0.13829407,1.01057748,0.00000000
-4.99749875,1.70609676,0.55988237,0.68809755,0.00314880,0.09627155,0.32478469,0.14301088,1.01196874,0.00000000
-4.99149575,1.70243421,0.56532240,0.67351363,0.00308340,0.10124754,0.32887325,0.14785695,1.01013809,0.00000000
-4.98549275,1.69493075,0.56836791,0.65716799,0.00300131,0.10661562,0.33207643,0.15281747,1.00486427,0.00000000
-4.97948974,1.68358029,0.56889629,0.63916902,0.00290443,0.11237857,0.33437719,0.15788975,0.99605180,0.00000000
-4.97348674,1.66855042,0.56687454,0.61967266,0.00279490,0.11854186,0.33580107,0.16308395,0.98373582,0.00000000
-4.96748374,1.65017981,0.56235997,0.59887932,0.00267506,0.12511358,0.33641491,0.16842305,0.96808204,0.00000000
-4.96148074,1.62896844,0.55549738,0.57702891,0.00254737,0.13210389,0.33632375,0.17394225,0.94938137,0.00000000
-4.95547774,1.60556082,0.54651303,0.55439420,0.00241430,0.13952423,0.33566605,0.17968761,0.92803994,0.00000000
-4.94947474,1.58072296,0.53570545,0.53127279,0.00227828,0.14738609,0.33460750,0.18571405,0.90456457,0.00000000
-4.94347174,1.55531409,0.52343366,0.50797815,0.00214165,0.15569959,0.33333359,0.19208278,0.87954449,0.00000000
-4.93746873,1.53025415,0.51010322,0.48482993,0.00200656,0.16447179,0.33204137,0.19885820,0.85363003,0.00000000
-4.93146573,1.50648867,0.49615066,0.46214421,0.00187494,0.17370484,0.33093065,0.20610439,0.82750908,0.00000000
-4.92546273,1.48495215,0.48202699,0.44022389,0.00174845,0.18339414,0.33019512,0.21388141,0.80188236,0.00000000
-4.91945973,1.46653173,0.46818092,0.41934977,0.00162845,0.19352652,0.33001376,0.22224143,0.77743837,0.00000000
-4.91345673,1.45203243,0.45504239,0.39977250,0.00151600,0.20407864,0.33054284,0.23122504,0.75482892,0.00000000
-4.90745373,1.44214539,0.44300711,0.38170586,0.00141184,0.21501567,0.33190897,0.24085774,0.73464635,0.00000000
-4.90145073,1.43742041,0.43242260,0.36532147,0.00131638,0.22629039,0.33420336,0.25114687,0.71740292,0.00000000
-4.89544772,1.43824362,0.42357632,0.35074505,0.00122975,0.23784272,0.33747766,0.26207915,0.70351342,0.00000000
-4.88944472,1.44482128,0.41668618,0.33805445,0.00115183,0.24959987,0.34174141,0.27361886,0.69328127,0.00000000
-4.88344172,1.45717019,0.41189377,0.32727928,0.00108224,0.26147702,0.34696130,0.28570688,0.68688873,0.00000000
-4.87743872,1.47511493,0.40926055,0.31840207,0.00102042,0.27337852,0.35306218,0.29826054,0.68439145,0.00000000
-4.87143572,1.49829207,0.40876703,0.31136104,0.00096565,0.28519970,0.35992974,0.31117444,0.68571737,0.00000000
-4.86543272,1.52616106,0.41031485,0.30605397,0.00091709,0.29682915,0.36741484,0.32432211,0.69067017,0.00000000
-4.85942971,1.55802141,0.41373187,0.30234329,0.00087387,0.30815137,0.37533919,0.33755860,0.69893683,0.00000000
-4.85342671,1.59303545,0.41877969,0.30006188,0.00083505,0.31904972,0.38350223,0.35072382,0.71009930,0.00000000
-4.84742371,1.63025600,0.42516370,0.29901959,0.00079974,0.32940964,0.39168886,0.36364658,0.72364954,0.00000000
-4.84142071,1.66865792,0.43254489,0.29901005,0.00076706,0.33912186,0.39967783,0.37614927,0.73900773,0.00000000
-4.83541771,1.70717254,0.44055337,0.29981768,0.00073624,0.34808563,0.40725047,0.38805294,0.75554280,0.00000000
-4.82941471,1.74472391,0.44880277,0.30122468,0.00070656,0.35621190,0.41419935,0.39918265,0.77259471,0.00000000
-4.82341171,1.78026573,0.45690531,0.30301769,0.00067745,0.36342623,0.42033683,0.40937308,0.78949777,0.00000000
-4.81740870,1.81281788,0.46448679,0.30499426,0.00064844,0.36967149,0.42550293,0.41847397,0.80560407,0.00000000
-4.81140570,1.84150134,0.47120108,0.30696862,0.00061917,0.37491029,0.42957253,0.42635550,0.82030646,0.00000000
-4.80540270,1.86557055,0.47674363,0.30877703,0.00058942,0.37912701,0.43246159,0.43291325,0.83306016,0.00000000
-4.79939970,1.88444205,0.48086343,0.31028227,0.00055906,0.38232952,0.43413211,0.43807271,0.84340222,0.00000000
-4.79339670,1.89771867,0.48337299,0.31137748,0.00052809,0.38455051,0.43459586,0.44179310,0.85096826,0.00000000
-4.78739370,1.90520820,0.48415610,0.31198906,0.00049656,0.38584835,0.43391656,0.44407040,0.85550582,0.00000000
-4.78139070,1.90693594,0.48317290,0.31207877,0.00046463,0.38630751,0.43221055,0.44493950,0.85688379,0.00000000
-4.77538769,1.90315056,0.48046219,0.31164482,0.00043249,0.38603843,0.42964581,0.44447520,0.85509755,0.00000000
-4.76938469,1.89432274,0.47614080,0.31072193,0.00040037,0.38517686,0.42643930,0.44279215,0.85026963,0.00000000
-4.76338169,1.88113643,0.47040001,0.30938048,0.00036855,0.38388244,0.42285262,0.44004343,0.84264576,0.00000000
-4.75737869,1.86447265,0.46349922,0.30772451,0.00033728,0.38233658,0.41918607,0.43641796,0.83258638,0.00000000
-4.75137569,1.84538599,0.45575696,0.30588867,0.00030683,0.38073951,0.41577111,0.43213646,0.82055393,0.00000000
-4.74537269,1.82507428,0.44753958,0.30403422,0.00027744,0.37930639,0.41296135,0.42744622,0.80709627,0.00000000
-4.73936968,1.80484198,0.43924805,0.30234396,0.00024934,0.37826256,0.41112236,0.42261452,0.79282679,0.00000000
-4.73336668,1.78605842,0.43130332,0.30101631,0.00022271,0.37783780,0.41062032,0.41792102,0.77840202,0.00000000
-4.72736368,1.77011183,0.42413071,0.30025859,0.00019770,0.37825977,0.41181002,0.41364920,0.76449734,0.00000000
-4.72136068,1.75836070,0.41814395,0.30027976,0.00017442,0.37974668,0.41502226,0.41007710,0.75178191,0.00000000
-4.71535768,1.75208406,0.41372950,0.30128270,0.00015295,0.38249946,0.42055135,0.40746761,0.74089360,0.00000000
-4.70935468,1.75243236,0.41123157,0.30345641,0.00013333,0.38669351,0.42864289,0.40605878,0.73241492,0.00000000
-4.70335168,1.76038092,0.41093859,0.30696830,0.00011556,0.39247061,0.43948235,0.40605436,0.72685086,0.00000000
-4.69734867,1.77668774,0.41307146,0.31195698,0.00009962,0.39993113,0.45318498,0.40761511,0.72460957,0.00000000
-4.69134567,1.80185753,0.41777423,0.31852577,0.00008546,0.40912697,0.46978741,0.41085115,0.72598654,0.00000000
-4.68534267,1.83611375,0.42510739,0.32673731,0.00007300,0.42005584,0.48924149,0.41581596,0.73115300,0.00000000
-4.67933967,1.87938003,0.43504414,0.33660956,0.00006218,0.43265703,0.51141065,0.42250206,0.74014902,0.00000000
-4.67333667,1.93127227,0.44746986,0.34811330,0.00005288,0.44680913,0.53606920,0.43083898,0.75288161,0.00000000
-4.66733367,1.99110205,0.46218471,0.36117158,0.00004503,0.46233009,0.56290466,0.44069358,0.76912785,0.00000000
-4.66133067,2.05789198,0.47890939,0.37566098,0.00003853,0.47897967,0.59152338,0.45187281,0.78854311,0.00000000
-4.65532766,2.13040250,0.49729384,0.39141492,0.00003328,0.49646447,0.62145933,0.46412902,0.81067396,0.00000000
-4.64932466,2.20716971,0.51692856,0.40822880,0.00002923,0.51444548,0.65218584,0.47716769,0.83497518,0.00000000
-4.64332166,2.28655297,0.53735820,0.42586697,0.00002628,0.53254797,0.68313013,0.49065717,0.86083045,0.00000000
