energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.70585293,1.94908969,0.85485963,0.62067226,0.00099026,0.08732008,0.26710595,0.90483322,0.30568637,0.00000000
-5.69984992,1.96960443,0.87653730,0.61950108,0.00099182,0.08725245,0.28058584,0.91614774,0.31555992,0.00000000
-5.69384692,1.99334017,0.90099959,0.61883636,0.00100085,0.08740204,0.29486743,0.92847305,0.32675203,0.00000000
-5.68784392,2.02019743,0.92782499,0.61870136,0.00101808,0.08772892,0.30982779,0.94196433,0.33903525,0.00000000
-5.68184092,2.04997978,0.95649972,0.61909731,0.00104431,0.08819165,0.32532002,0.95673969,0.35215726,0.00000000
-5.67583792,2.08238852,0.98642633,0.62000051,0.00108039,0.08874869,0.34117450,0.97287173,0.36584515,0.00000000
-5.66983492,2.11702226,1.01693609,0.62136109,0.00112723,0.08935959,0.35720118,0.99038078,0.37981063,0.00000000
-5.66383192,2.15338201,1.04730504,0.62310353,0.00118583,0.08998619,0.37319319,1.00923063,0.39375608,0.00000000
-5.65782891,2.19088163,1.07677333,0.62512902,0.00125723,0.09059359,0.38893144,1.02932658,0.40738129,0.00000000
-5.65182591,2.22886363,1.10456721,0.62731953,0.00134256,0.09115103,0.40419022,1.05051635,0.42039081,0.00000000
-5.64582291,2.26661951,1.12992292,0.62954330,0.00144299,0.09163252,0.41874364,1.07259355,0.43250163,0.00000000
-5.63981991,2.30341362,1.15211140,0.63166142,0.00155974,0.09201741,0.43237239,1.09530368,0.44345086,0.00000000
-5.63381691,2.33850949,1.17046285,0.63353515,0.00169403,0.09229067,0.44487083,1.11835236,0.45300312,0.00000000
-5.62781391,2.37119702,1.18438980,0.63503326,0.00184711,0.09244302,0.45605373,1.14141533,0.46095726,0.00000000
-5.62181091,2.40081904,1.19340776,0.63603916,0.00202016,0.09247084,0.46576263,1.16414983,0.46715219,0.00000000
-5.61580790,2.42679585,1.19715229,0.63645713,0.00221428,0.09237594,0.47387123,1.18620670,0.47147127,0.00000000
-5.60980490,2.44864623,1.19539154,0.63621729,0.00243046,0.09216504,0.48028969,1.20724275,0.47384529,0.00000000
-5.60380190,2.46600389,1.18803380,0.63527903,0.00266947,0.09184916,0.48496748,1.22693268,0.47425362,0.00000000
-5.59779890,2.47862842,1.17512948,0.63363254,0.00293185,0.09144276,0.48789474,1.24498023,0.47272359,0.00000000
-5.59179590,2.48641016,1.15686742,0.63129850,0.00321783,0.09096283,0.48910203,1.26112793,0.46932806,0.00000000
-5.58579290,2.48936907,1.13356595,0.62832586,0.00352726,0.09042779,0.48865843,1.27516504,0.46418123,0.00000000
-5.57978989,2.48764750,1.10565889,0.62478793,0.00385959,0.08985642,0.48666815,1.28693363,0.45743300,0.00000000
-5.57378689,2.48149779,1.07367748,0.62077703,0.00421377,0.08926671,0.48326585,1.29633227,0.44926210,0.00000000
-5.56778389,2.47126526,1.03822905,0.61639812,0.00458829,0.08867482,0.47861086,1.30331754,0.43986835,0.00000000
-5.56178089,2.45736792,0.99997371,0.61176180,0.00498110,0.08809411,0.47288064,1.30790317,0.42946446,0.00000000
-5.55577789,2.44027405,0.95960001,0.60697721,0.00538964,0.08753435,0.46626375,1.31015708,0.41826780,0.00000000
-5.54977489,2.42047896,0.91780102,0.60214525,0.00581085,0.08700111,0.45895278,1.31019638,0.40649257,0.00000000
-5.54377189,2.39848226,0.87525175,0.59735250,0.00624123,0.08649544,0.45113743,1.30818067,0.39434261,0.00000000
-5.53776888,2.37476674,0.83258901,0.59266637,0.00667686,0.08601374,0.44299818,1.30430397,0.38200543,0.00000000
-5.53176588,2.34978000,0.79039449,0.58813153,0.00711349,0.08554800,0.43470065,1.29878564,0.36964739,0.00000000
-5.52576288,2.32391948,0.74918160,0.58376804,0.00754666,0.08508621,0.42639101,1.29186070,0.35741049,0.00000000
-5.51975988,2.29752148,0.70938650,0.57957095,0.00797175,0.08461310,0.41819246,1.28376993,0.34541061,0.00000000
-5.51375688,2.27085456,0.67136329,0.57551167,0.00838414,0.08411107,0.41020293,1.27475027,0.33373731,0.00000000
-5.50775388,2.24411718,0.63538344,0.57154065,0.00877929,0.08356120,0.40249396,1.26502591,0.32245507,0.00000000
-5.50175088,2.21743961,0.60163882,0.56759135,0.00915286,0.08294453,0.39511080,1.25480041,0.31160571,0.00000000
-5.49574787,2.19088958,0.57024810,0.56358524,0.00950083,0.08224318,0.38807351,1.24425032,0.30121190,0.00000000
-5.48974487,2.16448132,0.54126578,0.55943731,0.00981960,0.08144165,0.38137911,1.23352050,0.29128134,0.00000000
-5.48374187,2.13818730,0.51469310,0.55506199,0.01010608,0.08052788,0.37500446,1.22272155,0.28181154,0.00000000
-5.47773887,2.11195199,0.49049018,0.55037908,0.01035777,0.07949427,0.36890985,1.21192927,0.27279460,0.00000000
-5.47173587,2.08570710,0.46858864,0.54531935,0.01057283,0.07833847,0.36304301,1.20118643,0.26422212,0.00000000
-5.46573287,2.05938745,0.44890405,0.53982960,0.01075016,0.07706399,0.35734348,1.19050671,0.25608963,0.00000000
-5.45972986,2.03294690,0.43134761,0.53387703,0.01088943,0.07568060,0.35174704,1.17988066,0.24840062,0.00000000
-5.45372686,2.00637364,0.41583654,0.52745262,0.01099111,0.07420442,0.34619024,1.16928334,0.24116990,0.00000000
-5.44772386,1.97970435,0.40230286,0.52057363,0.01105656,0.07265783,0.34061465,1.15868333,0.23442617,0.00000000
-5.44172086,1.95303646,0.39070027,0.51328493,0.01108798,0.07106917,0.33497095,1.14805259,0.22821379,0.00000000
-5.43571786,1.92653824,0.38100894,0.50565935,0.01108851,0.06947221,0.32922252,1.13737657,0.22259372,0.00000000
-5.42971486,1.90045594,0.37323814,0.49779696,0.01106220,0.06790543,0.32334864,1.12666394,0.21764358,0.00000000
-5.42371186,1.87511783,0.36742678,0.48982329,0.01101405,0.06641122,0.31734701,1.11595533,0.21345697,0.00000000
-5.41770885,1.85093456,0.36364192,0.48188667,0.01094997,0.06503491,0.31123567,1.10533044,0.21014198,0.00000000
-5.41170585,1.82839567,0.36197539,0.47415466,0.01087683,0.06382371,0.30505417,1.09491294,0.20781907,0.00000000
-5.40570285,1.80806203,0.36253876,0.46680971,0.01080238,0.06282561,0.29886398,1.08487280,0.20661829,0.00000000
-5.39969985,1.79055428,0.36545688,0.46004414,0.01073522,0.06208824,0.29274813,1.07542553,0.20667601,0.00000000
-5.39369685,1.77653728,0.37086033,0.45405452,0.01068469,0.06165767,0.28680997,1.06682849,0.20813119,0.00000000
-5.38769385,1.76670103,0.37887704,0.44903570,0.01066079,0.06157722,0.28117127,1.05937394,0.21112128,0.00000000
-5.38169085,1.76173846,0.38962342,0.44517453,0.01067397,0.06188632,0.27596943,1.05337940,0.21577783,0.00000000
-5.37568784,1.76232088,0.40319544,0.44264351,0.01073498,0.06261935,0.27135419,1.04917550,0.22222204,0.00000000
-5.36968484,1.76907197,0.41965994,0.44159453,0.01085454,0.06380452,0.26748357,1.04709196,0.23056009,0.00000000
-5.36368184,1.78254131,0.43904659,0.44215305,0.01104315,0.06546286,0.26451957,1.04744243,0.24087866,0.00000000
-5.35767884,1.80317856,0.46134089,0.44441274,0.01131064,0.06760723,0.26262333,1.05050898,0.25324058,0.00000000
-5.35167584,1.83130951,0.48647848,0.44843096,0.01166591,0.07024155,0.26195029,1.05652705,0.26768078,0.00000000
-5.34567284,1.86711516,0.51434112,0.45422532,0.01211645,0.07336005,0.26264524,1.06567165,0.28420272,0.00000000
-5.33966983,1.91061477,0.54475458,0.46177133,0.01266802,0.07694681,0.26483755,1.07804567,0.30277536,0.00000000
-5.33366683,1.96165389,0.57748862,0.47100149,0.01332419,0.08097540,0.26863663,1.09367077,0.32333086,0.00000000
-5.32766383,2.01989806,0.61225905,0.48180576,0.01408604,0.08540882,0.27412794,1.11248157,0.34576308,0.00000000
-5.32166083,2.08483253,0.64873203,0.49403357,0.01495183,0.09019971,0.28136935,1.13432317,0.36992700,0.00000000
-5.31565783,2.15576814,0.68653030,0.50749718,0.01591671,0.09529075,0.29038834,1.15895234,0.39563906,0.00000000
-5.30965483,2.23185335,0.72524125,0.52197645,0.01697262,0.10061541,0.30117969,1.18604221,0.42267857,0.00000000
-5.30365183,2.31209180,0.76442649,0.53722471,0.01810821,0.10609900,0.31370410,1.21519015,0.45079013,0.00000000
-5.29764882,2.39536480,0.80363248,0.55297550,0.01930888,0.11165990,0.32788742,1.24592851,0.47968697,0.00000000
-5.29164582,2.48045783,0.84240176,0.56895008,0.02055696,0.11721113,0.34362075,1.27773764,0.50905533,0.00000000
-5.28564282,2.56608999,0.88028433,0.58486509,0.02183205,0.12266211,0.36076116,1.31006050,0.53855954,0.00000000
-5.27963982,2.65094529,0.91684870,0.60044032,0.02311142,0.12792055,0.37913330,1.34231831,0.56784796,0.00000000
-5.27363682,2.73370451,0.95169202,0.61540616,0.02437058,0.13289455,0.39853146,1.37392654,0.59655936,0.00000000
-5.26763382,2.81307661,0.98444899,0.62951043,0.02558390,0.13749467,0.41872250,1.40431053,0.62432979,0.00000000
-5.26163082,2.88782861,1.01479915,0.64252434,0.02672539,0.14163605,0.43944915,1.43292035,0.65079969,0.00000000
-5.25562781,2.95681305,1.04247227,0.65424753,0.02776942,0.14524047,0.46043406,1.45924431,0.67562100,0.00000000
-5.24962481,3.01899230,1.06725177,0.66451186,0.02869152,0.14823826,0.48138417,1.48282078,0.69846414,0.00000000
-5.24362181,3.07345918,1.08897613,0.67318399,0.02946922,0.15057001,0.50199568,1.50324821,0.71902480,0.00000000
-5.23761881,3.11945348,1.10753828,0.68016684,0.03008275,0.15218808,0.52195930,1.52019291,0.73703011,0.00000000
-5.23161581,3.15637428,1.12288332,0.68539973,0.03051566,0.15305775,0.54096590,1.53339485,0.75224425,0.00000000
-5.22561281,3.18378779,1.13500465,0.68885762,0.03075546,0.15315809,0.55871234,1.54267120,0.76447332,0.00000000
-5.21960980,3.20143113,1.14393892,0.69054929,0.03079396,0.15248243,0.57490744,1.54791782,0.77356923,0.00000000
-5.21360680,3.20921177,1.14976024,0.69051475,0.03062755,0.15103853,0.58927801,1.54910873,0.77943266,0.00000000
-5.20760380,3.20720321,1.15257372,0.68882211,0.03025731,0.14884828,0.60157467,1.54629365,0.78201495,0.00000000
-5.20160080,3.19563695,1.15250902,0.68556385,0.02968892,0.14594712,0.61157744,1.53959381,0.78131879,0.00000000
-5.19559780,3.17489123,1.14971393,0.68085284,0.02893245,0.14238310,0.61910078,1.52919605,0.77739787,0.00000000
-5.18959480,3.14547664,1.14434841,0.67481807,0.02800194,0.13821562,0.62399805,1.51534546,0.77035526,0.00000000
-5.18359180,3.10801928,1.13657915,0.66760036,0.02691493,0.13351398,0.62616511,1.49833670,0.76034078,0.00000000
-5.17758879,3.06324161,1.12657483,0.65934801,0.02569179,0.12835563,0.62554296,1.47850421,0.74754728,0.00000000
-5.17158579,3.01194164,1.11450220,0.65021248,0.02435507,0.12282437,0.62211918,1.45621153,0.73220597,0.00000000
-5.16558279,2.95497088,1.10052290,0.64034431,0.02292872,0.11700841,0.61592830,1.43184002,0.71458091,0.00000000
-5.15957979,2.89321170,1.08479107,0.62988914,0.02143738,0.11099841,0.60705074,1.40577738,0.69496291,0.00000000
-5.15357679,2.82755466,1.06745167,0.61898412,0.01990563,0.10488560,0.59561062,1.37840616,0.67366291,0.00000000
-5.14757379,2.75887661,1.04863950,0.60775456,0.01835731,0.09875988,0.58177223,1.35009287,0.65100498,0.00000000
-5.14157079,2.68802007,1.02847886,0.59631117,0.01681493,0.09270817,0.56573555,1.32117796,0.62731941,0.00000000
-5.13556778,2.61577480,1.00708378,0.58474778,0.01529917,0.08681281,0.54773072,1.29196705,0.60293580,0.00000000
-5.12956478,2.54286208,0.98455875,0.57313970,0.01382843,0.08115023,0.52801187,1.26272389,0.57817649,0.00000000
-5.12356178,2.46992222,0.96100003,0.56154282,0.01241859,0.07578978,0.50685046,1.23366526,0.55335057,0.00000000
-5.11755878,2.39750594,0.93649745,0.54999351,0.01108282,0.07079282,0.48452841,1.20495803,0.52874850,0.00000000
-5.11155578,2.32606966,0.91113661,0.53850942,0.00983148,0.06621203,0.46133139,1.17671856,0.50463762,0.00000000
-5.10555278,2.25597503,0.88500164,0.52709102,0.00867218,0.06209087,0.43754232,1.14901436,0.48125850,0.00000000
-5.09954977,2.18749244,0.85817830,0.51572414,0.00760993,0.05846333,0.41343557,1.12186793,0.45882236,0.00000000
-5.09354677,2.12080834,0.83075740,0.50438313,0.00664725,0.05535383,0.38927191,1.09526254,0.43750940,0.00000000
-5.08754377,2.05603586,0.80283856,0.49303477,0.00578450,0.05277728,0.36529444,1.06914958,0.41746823,0.00000000
-5.08154077,1.99322803,0.77453405,0.48164267,0.00502012,0.05073938,0.34172547,1.04345706,0.39881616,0.00000000
-5.07553777,1.93239300,0.74597263,0.47017197,0.00435094,0.04923695,0.31876462,1.01809874,0.38164040,0.00000000
-5.06953477,1.87351027,0.71730327,0.45859414,0.00377252,0.04825844,0.29658791,0.99298348,0.36600000,0.00000000
-5.06353177,1.81654719,0.68869853,0.44689167,0.00327943,0.04778465,0.27534784,0.96802413,0.35192845,0.00000000
-5.05752876,1.76147490,0.66035736,0.43506240,0.00286558,0.04778941,0.25517441,0.94314574,0.33943678,0.00000000
-5.05152576,1.70828283,0.63250733,0.42312328,0.00252445,0.04824044,0.23617682,0.91829249,0.32851700,0.00000000
-5.04552276,1.65699129,0.60540580,0.41111338,0.00224935,0.04910037,0.21844570,0.89343319,0.31914582,0.00000000
-5.03951976,1.60766154,0.57934029,0.39909597,0.00203363,0.05032771,0.20205569,0.86856504,0.31128838,0.00000000
-5.03351676,1.56040294,0.55462744,0.38715957,0.00187085,0.05187801,0.18706818,0.84371573,0.30490198,0.00000000
-5.02751376,1.51537699,0.53161092,0.37541787,0.00175491,0.05370504,0.17353390,0.81894373,0.29993962,0.00000000
-5.02151076,1.47279830,0.51065781,0.36400855,0.00168016,0.05576199,0.16149535,0.79433702,0.29635317,0.00000000
-5.01550775,1.43293225,0.49215372,0.35309094,0.00164145,0.05800267,0.15098879,0.77001035,0.29409617,0.00000000
-5.00950475,1.39608980,0.47649636,0.34284266,0.00163423,0.06038274,0.14204568,0.74610129,0.29312607,0.00000000
-5.00350175,1.36261944,0.46408783,0.33345520,0.00165450,0.06286078,0.13469353,0.72276542,0.29340579,0.00000000
-4.99749875,1.33289660,0.45532544,0.32512874,0.00169885,0.06539928,0.12895608,0.70017069,0.29490458,0.00000000
-4.99149575,1.30731088,0.45059146,0.31806619,0.00176442,0.06796548,0.12485280,0.67849154,0.29759808,0.00000000
-4.98549275,1.28625140,0.45024158,0.31246667,0.00184887,0.07053193,0.12239770,0.65790264,0.30146750,0.00000000
-4.97948974,1.27009063,0.45459264,0.30851859,0.00195030,0.07307688,0.12159760,0.63857274,0.30649800,0.00000000
-4.97348674,1.25916708,0.46390970,0.30639260,0.00206720,0.07558427,0.12244989,0.62065860,0.31267620,0.00000000
-4.96748374,1.25376739,0.47839285,0.30623442,0.00219836,0.07804356,0.12493993,0.60429922,0.31998696,0.00000000
-4.96148074,1.25410824,0.49816420,0.30815803,0.00234281,0.08044906,0.12903827,0.58961043,0.32840955,0.00000000
-4.95547774,1.26031874,0.52325553,0.31223915,0.00249970,0.08279917,0.13469789,0.57667995,0.33791339,0.00000000
-4.94947474,1.27242391,0.55359716,0.31850952,0.00266820,0.08509522,0.14185150,0.56556310,0.34845351,0.00000000
-4.94347174,1.29033001,0.58900862,0.32695204,0.00284747,0.08734019,0.15040941,0.55627911,0.35996621,0.00000000
-4.93746873,1.31381262,0.62919185,0.33749715,0.00303653,0.08953726,0.16025788,0.54880832,0.37236499,0.00000000
-4.93146573,1.34250812,0.67372743,0.35002056,0.00323419,0.09168832,0.17125825,0.54309031,0.38553717,0.00000000
-4.92546273,1.37590948,0.72207451,0.36434268,0.00343904,0.09379261,0.18324704,0.53902320,0.39934163,0.00000000
-4.91945973,1.41336710,0.77357483,0.38022990,0.00364934,0.09584538,0.19603717,0.53646411,0.41360778,0.00000000
-4.91345673,1.45409530,0.82746138,0.39739774,0.00386309,0.09783691,0.20942028,0.53523121,0.42813613,0.00000000
-4.90745373,1.49718480,0.88287165,0.41551615,0.00407796,0.09975181,0.22317025,0.53510709,0.44270056,0.00000000
-4.90145073,1.54162135,0.93886554,0.43421676,0.00429136,0.10156869,0.23704790,0.53584381,0.45705251,0.00000000
-4.89544772,1.58631040,0.99444777,0.45310208,0.00450049,0.10326033,0.25080678,0.53716948,0.47092690,0.00000000
-4.88944472,1.63010720,1.04859398,0.47175638,0.00470242,0.10479420,0.26419979,0.53879624,0.48404976,0.00000000
-4.88344172,1.67185158,1.10028007,0.48975792,0.00489417,0.10613353,0.27698652,0.54042948,0.49614733,0.00000000
-4.87743872,1.71040605,1.14851348,0.50669220,0.00507286,0.10723869,0.28894098,0.54177806,0.50695619,0.00000000
-4.87143572,1.74469594,1.19236546,0.52216563,0.00523581,0.10806896,0.29985936,0.54256507,0.51623403,0.00000000
-4.86543272,1.77374958,1.23100271,0.53581911,0.00538067,0.10858444,0.30956752,0.54253871,0.52377059,0.00000000
-4.85942971,1.79673690,1.26371721,0.54734094,0.00550560,0.10874825,0.31792779,0.54148284,0.52939809,0.00000000
-4.85342671,1.81300440,1.28995268,0.55647837,0.00560930,0.10852851,0.32484472,0.53922658,0.53300062,0.00000000
-4.84742371,1.82210463,1.30932639,0.56304733,0.00569123,0.10790041,0.33026959,0.53565260,0.53452202,0.00000000
-4.84142071,1.82381857,1.32164514,0.56693979,0.00575160,0.10684794,0.33420308,0.53070345,0.53397163,0.00000000
-4.83541771,1.81816955,1.32691440,0.56812823,0.00579146,0.10536522,0.33669632,0.52438566,0.53142754,0.00000000
-4.82941471,1.80542766,1.32534021,0.56666718,0.00581273,0.10345755,0.33784976,0.51677127,0.52703710,0.00000000
-4.82341171,1.78610416,1.31732325,0.56269142,0.00581817,0.10114179,0.33781016,0.50799661,0.52101450,0.00000000
-4.81740870,1.76093587,1.30344539,0.55641102,0.00581132,0.09844637,0.33676555,0.49825820,0.51363535,0.00000000
-4.81140570,1.73085993,1.28444916,0.54810340,0.00579641,0.09541062,0.33493839,0.48780605,0.50522848,0.00000000
-4.80540270,1.69697995,1.26121077,0.53810263,0.00577823,0.09208375,0.33257722,0.47693443,0.49616521,0.00000000
-4.79939970,1.66052496,1.23470805,0.52678654,0.00576196,0.08852323,0.32994705,0.46597048,0.48684646,0.00000000
-4.79339670,1.62280281,1.20598454,0.51456216,0.00575297,0.08479289,0.32731888,0.45526124,0.47768832,0.00000000
-4.78739370,1.58515023,1.17611126,0.50185020,0.00575660,0.08096075,0.32495884,0.44515961,0.46910651,0.00000000
-4.78139070,1.54888160,1.14614795,0.48906913,0.00577796,0.07709665,0.32311742,0.43600974,0.46150063,0.00000000
-4.77538769,1.51523881,1.11710521,0.47661980,0.00582169,0.07326983,0.32201920,0.42813272,0.45523858,0.00000000
-4.76938469,1.48534425,1.08990943,0.46487098,0.00589174,0.06954664,0.32185347,0.42181301,0.45064210,0.00000000
-4.76338169,1.46015919,1.06537165,0.45414673,0.00599116,0.06598839,0.32276633,0.41728636,0.44797387,0.00000000
-4.75737869,1.44044905,1.04416177,0.44471580,0.00612193,0.06264944,0.32485442,0.41472968,0.44742680,0.00000000
-4.75137569,1.42675717,1.02678895,0.43678375,0.00628484,0.05957572,0.32816063,0.41425332,0.44911594,0.00000000
-4.74537269,1.41938801,1.01358894,0.43048782,0.00647938,0.05680360,0.33267201,0.41589626,0.45307341,0.00000000
-4.73936968,1.41840041,1.00471855,0.42589482,0.00670367,0.05435926,0.33831987,0.41962418,0.45924653,0.00000000
-4.73336668,1.42361100,1.00015741,0.42300188,0.00695451,0.05225844,0.34498219,0.42533082,0.46749930,0.00000000
-4.72736368,1.43460742,0.99971656,0.42174008,0.00722744,0.05050674,0.35248811,0.43284232,0.47761713,0.00000000
-4.72136068,1.45077077,1.00305336,0.42198052,0.00751681,0.04910024,0.36062444,0.44192458,0.48931464,0.00000000
-4.71535768,1.47130598,1.00969186,0.42354259,0.00781600,0.04802655,0.36914379,0.45229326,0.50224635,0.00000000
-4.70935468,1.49527880,1.01904765,0.42620386,0.00811759,0.04726616,0.37777412,0.46362597,0.51601964,0.00000000
-4.70335168,1.52165772,1.03045588,0.42971123,0.00841365,0.04679396,0.38622921,0.47557628,0.53020966,0.00000000
-4.69734867,1.54935892,1.04320130,0.43379269,0.00869597,0.04658098,0.39421966,0.48778879,0.54437544,0.00000000
-4.69134567,1.57729235,1.05654897,0.43816924,0.00895639,0.04659612,0.40146399,0.49991474,0.55807666,0.00000000
-4.68534267,1.60440695,1.06977440,0.44256641,0.00918710,0.04680792,0.40769931,0.51162745,0.57089035,0.00000000
-4.67933967,1.62973311,1.08219181,0.44672496,0.00938090,0.04718615,0.41269132,0.52263682,0.58242679,0.00000000
-4.67333667,1.65242069,1.09317960,0.45041033,0.00953148,0.04770327,0.41624295,0.53270234,0.59234403,0.00000000
-4.66733367,1.67177089,1.10220193,0.45342052,0.00963367,0.04833562,0.41820156,0.54164397,0.60036048,0.00000000
-4.66133067,1.68726096,1.10882582,0.45559212,0.00968364,0.04906430,0.41846429,0.54935029,0.60626483,0.00000000
-4.65532766,1.69856058,1.11273312,0.45680447,0.00967901,0.04987575,0.41698139,0.55578359,0.60992315,0.00000000
-4.64932466,1.70553945,1.11372719,0.45698166,0.00961897,0.05076195,0.41375742,0.56098152,0.61128273,0.00000000
-4.64332166,1.70826592,1.11173416,0.45609261,0.00950428,0.05172031,0.40885028,0.56505529,0.61037251,0.00000000
