energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Li_s_up,Li_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,2.09881995,-2.85466854,0.02796649,-0.01141337,0.34906220,-0.41297088,1.89678568,-2.83907017,0.50288734,-0.35668674,0.14053629,-0.40856060,0.90479578,-1.44972741,0.00000000,-0.00000000
-5.93396698,2.02897226,-2.77685874,0.02771441,-0.01085134,0.33600634,-0.40755396,1.80207872,-2.79041061,0.49632237,-0.34613395,0.13569881,-0.38184981,0.87387630,-1.40315262,0.00000000,-0.00000000
-5.92796398,1.95664843,-2.69452574,0.02730011,-0.01034293,0.32184087,-0.40172400,1.70547990,-2.73810763,0.48819248,-0.33518091,0.13160751,-0.35487282,0.84307977,-1.35386082,0.00000000,-0.00000000
-5.92196098,1.88198649,-2.60886033,0.02673016,-0.00989006,0.30669765,-0.39556509,1.60766127,-2.68295290,0.47847957,-0.32397279,0.12814383,-0.32793230,0.81233325,-1.30257868,0.00000000,-0.00000000
-5.91595798,1.80519538,-2.52101277,0.02601484,-0.00949482,0.29073102,-0.38915207,1.50933081,-2.62565041,0.46719994,-0.31265499,0.12518985,-0.30132147,0.78157431,-1.25001587,0.00000000,-0.00000000
-5.90995498,1.72654966,-2.43205975,0.02516778,-0.00915934,0.27411270,-0.38254773,1.41121279,-2.56679327,0.45440316,-0.30136917,0.12263199,-0.27531690,0.75075462,-1.19684561,0.00000000,-0.00000000
-5.90395198,1.64638175,-2.34297766,0.02420553,-0.00888585,0.25702622,-0.37580101,1.31402795,-2.50684767,0.44016981,-0.29024996,0.12036429,-0.25017236,0.71984258,-1.14368837,0.00000000,-0.00000000
-5.89794897,1.56507227,-2.25462300,0.02314703,-0.00867667,0.23966111,-0.36894618,1.21847421,-2.44614475,0.42460850,-0.27942236,0.11829130,-0.22611395,0.68882523,-1.09109947,0.00000000,-0.00000000
-5.89194597,1.48303921,-2.16772090,0.02201302,-0.00853424,0.22220717,-0.36200301,1.12520918,-2.38488075,0.40785201,-0.26900000,0.11633044,-0.20333675,0.65770936,-1.03956065,0.00000000,-0.00000000
-5.88594297,1.40072660,-2.08286156,0.02082541,-0.00846120,0.20484906,-0.35497807,1.03483486,-2.32312520,0.39005310,-0.25908436,0.11441381,-0.18200284,0.62652186,-0.98947612,0.00000000,-0.00000000
-5.87993997,1.31859317,-2.00050441,0.01960663,-0.00846047,0.18776141,-0.34786689,0.94788534,-2.26083650,0.37137996,-0.24976466,0.11248931,-0.16224073,0.59530955,-0.94117258,0.00000000,-0.00000000
-5.87393697,1.23710142,-1.92098898,0.01837902,-0.00853531,0.17110458,-0.34065687,0.86481772,-2.19788361,0.35201154,-0.24111860,0.11052128,-0.14414613,0.56413834,-0.89490307,0.00000000,-0.00000000
-5.86793397,1.15670753,-1.84455127,0.01716422,-0.00868942,0.15502130,-0.33333071,0.78600623,-2.13407260,0.33213305,-0.23321356,0.10849031,-0.12778373,0.53309182,-0.85085394,0.00000000,-0.00000000
-5.86193097,1.07785227,-1.77134403,0.01598262,-0.00892693,0.13963413,-0.32587019,0.71173981,-2.06917601,0.31193152,-0.22610815,0.10639257,-0.11318991,0.50226934,-0.80915413,0.00000000,-0.00000000
-5.85592796,1.00095307,-1.70145917,0.01485290,-0.00925242,0.12504390,-0.31825983,0.64222250,-2.00296327,0.29159175,-0.21985390,0.10423850,-0.10037609,0.47178364,-0.76988610,0.00000000,-0.00000000
-5.84992496,0.92639727,-1.63495047,0.01379166,-0.00967087,0.11132896,-0.31049036,0.57757660,-1.93523027,0.27129265,-0.21449683,0.10205095,-0.08933238,0.44175801,-0.73309725,0.00000000,-0.00000000
-5.84392196,0.85453652,-1.57185485,0.01281302,-0.01018751,0.09854533,-0.30256161,0.51784794,-1.86582613,0.25120403,-0.21007863,0.09986290,-0.08003143,0.41232305,-0.69881115,0.00000000,-0.00000000
-5.83791896,0.78568238,-1.51221070,0.01192849,-0.01080764,0.08672753,-0.29448461,0.46301277,-1.79467573,0.23148384,-0.20663742,0.09771476,-0.07243208,0.38361313,-0.66703765,0.00000000,-0.00000000
-5.83191596,0.72010282,-1.45607181,0.01114677,-0.01153640,0.07589002,-0.28628288,0.41298589,-1.72179661,0.21227599,-0.20420780,0.09565149,-0.06648276,0.35576273,-0.63778131,0.00000000,-0.00000000
-5.82591296,0.65801983,-1.40351615,0.01047371,-0.01237839,0.06602911,-0.27799259,0.36762928,-1.64730941,0.19370857,-0.20282017,0.09371957,-0.06212433,0.32890258,-0.61104745,0.00000000,-0.00000000
-5.81990995,0.59960780,-1.35464902,0.00991229,-0.01333735,0.05712530,-0.26966172,0.32676106,-1.57144142,0.17589266,-0.20249932,0.09196394,-0.05929239,0.30315590,-0.58684570,0.00000000,-0.00000000
-5.81390695,0.54499284,-1.30960027,0.00946275,-0.01441570,0.04914570,-0.26134830,0.29016420,-1.49452316,0.15892158,-0.20326231,0.09042514,-0.05791883,0.27863487,-0.56519078,0.00000000,-0.00000000
-5.80790395,0.49425283,-1.26851625,0.00912270,-0.01561412,0.04204661,-0.25311765,0.25759479,-1.41697851,0.14287055,-0.20511581,0.08913669,-0.05793271,0.25543740,-0.54610071,0.00000000,-0.00000000
-5.80190095,0.44741840,-1.23154711,0.00888732,-0.01693107,0.03577607,-0.24503906,0.22878973,-1.33930918,0.12779684,-0.20805299,0.08812280,-0.05926056,0.23364441,-0.52959259,0.00000000,-0.00000000
-5.79589795,0.40447467,-1.19883043,0.00874959,-0.01836244,0.03027626,-0.23718195,0.20347355,-1.26207454,0.11374021,-0.21205035,0.08739672,-0.06182589,0.21331774,-0.51567656,0.00000000,-0.00000000
-5.78989495,0.36536381,-1.17047273,0.00870058,-0.01990112,0.02548578,-0.22961186,0.18136451,-1.18586829,0.10072378,-0.21706449,0.08695946,-0.06554841,0.19449879,-0.50434833,0.00000000,-0.00000000
-5.78389195,0.32998851,-1.14653023,0.00872978,-0.02153675,0.02134160,-0.22238649,0.16217990,-1.11129339,0.08875516,-0.22302937,0.08679930,-0.07034275,0.17720794,-0.49558113,0.00000000,-0.00000000
-5.77788894,0.29821629,-1.12699029,0.00882538,-0.02325553,0.01778079,-0.21555206,0.14564058,-1.03893677,0.07782783,-0.22985416,0.08689188,-0.07611704,0.16144492,-0.48931759,0.00000000,-0.00000000
-5.77188594,0.26988453,-1.11175518,0.00897467,-0.02504015,0.01474200,-0.20914037,0.13147493,-0.96934519,0.06792275,-0.23742192,0.08720093,-0.08277146,0.14718988,-0.48546238,0.00000000,-0.00000000
-5.76588294,0.24480633,-1.10062934,0.00916440,-0.02686990,0.01216655,-0.20316648,0.11942222,-0.90300365,0.05901013,-0.24558943,0.08767962,-0.09019693,0.13440546,-0.48387620,0.00000000,-0.00000000
-5.75987994,0.22277699,-1.09331136,0.00938114,-0.02872090,0.00999936,-0.19762742,0.10923564,-0.84031742,0.05105136,-0.25418815,0.08827252,-0.09827409,0.12303949,-0.48437167,0.00000000,-0.00000000
-5.75387694,0.20358098,-1.08939126,0.00961167,-0.03056647,0.00818960,-0.19250191,0.10068489,-0.78159834,0.04400089,-0.26302660,0.08891795,-0.10687278,0.11302836,-0.48671157,0.00000000,-0.00000000
-5.74787394,0.18699931,-1.08835364,0.00984336,-0.03237771,0.00669106,-0.18775109,0.09355857,-0.72705606,0.03780831,-0.27189388,0.08955072,-0.11585203,0.10430099,-0.49060965,0.00000000,-0.00000000
-5.74187094,0.17281703,-1.08958678,0.01006446,-0.03412412,0.00546241,-0.18332022,0.08766639,-0.67679440,0.03242021,-0.28056450,0.09010512,-0.12506076,0.09678308,-0.49573427,0.00000000,-0.00000000
-5.73586793,0.16083077,-1.09239725,0.01026450,-0.03577446,0.00446732,-0.17914128,0.08284114,-0.63081261,0.02778216,-0.28880424,0.09051802,-0.13433919,0.09040159,-0.50171458,0.00000000,-0.00000000
-5.72986493,0.15085599,-1.09602950,0.01043453,-0.03729755,0.00367435,-0.17513630,0.07894057,-0.58901124,0.02384042,-0.29637682,0.09073189,-0.14352093,0.08508931,-0.50814928,0.00000000,-0.00000000
-5.72386193,0.14273382,-1.09968949,0.01056739,-0.03866325,0.00305686,-0.17122118,0.07584904,-0.55120211,0.02054365,-0.30305109,0.09069774,-0.15243574,0.08078921,-0.51461740,0.00000000,-0.00000000
-5.71785893,0.13633730,-1.10257114,0.01065789,-0.03984337,0.00259283,-0.16730978,0.07347903,-0.51712143,0.01784434,-0.30860849,0.09037772,-0.16091294,0.07745859,-0.52069071,0.00000000,-0.00000000
-5.71185593,0.13157671,-1.10388433,0.01070295,-0.04081258,0.00226461,-0.16331813,0.07177238,-0.48644536,0.01570012,-0.31285031,0.08974735,-0.16878523,0.07507275,-0.52594714,0.00000000,-0.00000000
-5.70585293,0.12840403,-1.10288304,0.01070168,-0.04154927,0.00205867,-0.15916840,0.07070124,-0.45880698,0.01407485,-0.31560452,0.08879735,-0.17589280,0.07362807,-0.52998463,0.00000000,-0.00000000
-5.69984992,0.12681619,-1.09889224,0.01065539,-0.04203626,0.00196532,-0.15479248,0.07026869,-0.43381386,0.01293947,-0.31673176,0.08753488,-0.18208766,0.07314448,-0.53243461,0.00000000,-0.00000000
-5.69384692,0.12685704,-1.09133228,0.01056750,-0.04226144,0.00197844,-0.15013505,0.07050902,-0.41106517,0.01227260,-0.31613026,0.08598425,-0.18723775,0.07366710,-0.53297470,0.00000000,-0.00000000
-5.68784392,0.12861807,-1.07973957,0.01044344,-0.04221817,0.00209521,-0.14515586,0.07148748,-0.39016780,0.01206099,-0.31373940,0.08418706,-0.19123094,0.07526704,-0.53133975,0.00000000,-0.00000000
-5.68184092,0.13223763,-1.06378273,0.01029043,-0.04190552,0.00231583,-0.13983131,0.07329960,-0.37075059,0.01229959,-0.30954184,0.08220179,-0.19397841,0.07804132,-0.52733098,0.00000000,-0.00000000
-5.67583792,0.13789871,-1.04327351,0.01011725,-0.04132839,0.00264327,-0.13415508,0.07606989,-0.35247647,0.01299150,-0.30356398,0.08010288,-0.19541745,0.08211182,-0.52082272,0.00000000,-0.00000000
-5.66983492,0.14582519,-1.01817211,0.00993392,-0.04049729,0.00308292,-0.12813798,0.07994998,-0.33505190,0.01414758,-0.29587492,0.07797925,-0.19551351,0.08762329,-0.51176644,0.00000000,-0.00000000
-5.66383192,0.15627668,-0.98858695,0.00975139,-0.03942809,0.00364236,-0.12180709,0.08511606,-0.31823363,0.01578585,-0.28658388,0.07593247,-0.19426121,0.09474036,-0.50019206,0.00000000,-0.00000000
-5.65782891,0.16954178,-0.95476893,0.00958113,-0.03814150,0.00433097,-0.11520410,0.09176564,-0.30183275,0.01793065,-0.27583628,0.07407450,-0.19168455,0.10364365,-0.48620644,0.00000000,-0.00000000
-5.65182591,0.18593002,-0.91710084,0.00943480,-0.03666243,0.00515965,-0.10838316,0.10011355,-0.28571607,0.02061148,-0.26380861,0.07252512,-0.18783601,0.11452494,-0.46998942,0.00000000,-0.00000000
-5.64582291,0.20576235,-0.87608256,0.00932381,-0.03501924,0.00614032,-0.10140835,0.11038713,-0.26980520,0.02386168,-0.25070253,0.07140913,-0.18279477,0.12758144,-0.45178736,0.00000000,-0.00000000
-5.63981991,0.22936048,-0.83231288,0.00925898,-0.03324297,0.00728560,-0.09435082,0.12282067,-0.25407358,0.02771679,-0.23673822,0.07085328,-0.17666407,0.14300933,-0.43190484,0.00000000,-0.00000000
-5.63381691,0.25703511,-0.78646895,0.00925020,-0.03136637,0.00860823,-0.08728593,0.13764898,-0.23854183,0.03221278,-0.22214756,0.07098307,-0.16956785,0.16099657,-0.41069490,0.00000000,-0.00000000
-5.62781391,0.28907326,-0.73928441,0.00930609,-0.02942311,0.01012058,-0.08029034,0.15510030,-0.22327201,0.03738401,-0.20716724,0.07191947,-0.16164673,0.18171523,-0.38854811,0.00000000,-0.00000000
-5.62181091,0.32572500,-0.69152714,0.00943372,-0.02744691,0.01183406,-0.07343941,0.17538837,-0.20836100,0.04326103,-0.19203221,0.07377548,-0.15305377,0.20531333,-0.36588129,0.00000000,-0.00000000
-5.61580790,0.36718975,-0.64397753,0.00963841,-0.02547069,0.01375851,-0.06680477,0.19870401,-0.19393356,0.04986835,-0.17696957,0.07665273,-0.14394983,0.23190654,-0.34312610,0.00000000,-0.00000000
-5.60980490,0.41360273,-0.59740825,0.00992352,-0.02352592,0.01590157,-0.06045236,0.22520615,-0.18013545,0.05722205,-0.16219330,0.08063809,-0.13449916,0.26156993,-0.32071800,0.00000000,-0.00000000
-5.60380190,0.46502165,-0.55256595,0.01029039,-0.02164197,0.01826797,-0.05444085,0.25501268,-0.16712685,0.06532745,-0.14789977,0.08580028,-0.12486500,0.29432998,-0.29908609,0.00000000,-0.00000000
-5.59779890,0.52141440,-0.51015559,0.01073825,-0.01984561,0.02085896,-0.04882052,0.28819127,-0.15507636,0.07417694,-0.13426431,0.09218673,-0.11520566,0.33015709,-0.27864392,0.00000000,-0.00000000
-5.59179590,0.58264797,-0.47082752,0.01126422,-0.01816062,0.02367163,-0.04363260,0.32475043,-0.14415582,0.08374785,-0.12143871,0.09982058,-0.10567112,0.36895910,-0.25978162,0.00000000,-0.00000000
-5.58579290,0.64847934,-0.43516766,0.01186342,-0.01660751,0.02669838,-0.03890905,0.36463130,-0.13453601,0.09400079,-0.10954977,0.10869807,-0.09640022,0.41057582,-0.24285941,0.00000000,-0.00000000
-5.57978989,0.71854856,-0.40369047,0.01252904,-0.01520335,0.02992647,-0.03467263,0.40770044,-0.12638327,0.10487820,-0.09869876,0.11878628,-0.08751855,0.45477513,-0.22820259,0.00000000,-0.00000000
-5.57378689,0.79237483,-0.37683483,0.01325253,-0.01396173,0.03333760,-0.03093743,0.45374403,-0.11985704,0.11630355,-0.08896173,0.13002153,-0.07913712,0.50125086,-0.21609783,0.00000000,-0.00000000
-5.56778389,0.86935575,-0.35496225,0.01402378,-0.01289273,0.03690776,-0.02770949,0.50246397,-0.11510823,0.12818098,-0.08039057,0.14230840,-0.07135176,0.54962257,-0.20679086,0.00000000,-0.00000000
-5.56178089,0.94877034,-0.33835732,0.01483141,-0.01200307,0.04060713,-0.02498775,0.55347618,-0.11227835,0.14039571,-0.07301456,0.15551952,-0.06424319,0.59943775,-0.20048525,0.00000000,-0.00000000
-5.55577789,1.02978591,-0.32722978,0.01566297,-0.01129622,0.04440027,-0.02276499,0.60631153,-0.11149915,0.15281508,-0.06684247,0.16949640,-0.05787777,0.65017627,-0.19734209,0.00000000,-0.00000000
-5.54977489,1.11146910,-0.32171788,0.01650525,-0.01077257,0.04824643,-0.02102890,0.66041965,-0.11289272,0.16529039,-0.06186489,0.18405113,-0.05230874,0.70125738,-0.19748062,0.00000000,-0.00000000
-5.54377189,1.19280101,-0.32189266,0.01734456,-0.01042970,0.05210015,-0.01976308,0.71517580,-0.11657174,0.17765948,-0.05805672,0.19896920,-0.04757791,0.75204912,-0.20097922,0.00000000,-0.00000000
-5.53776888,1.27269625,-0.32776270,0.01816703,-0.01026252,0.05591202,-0.01894801,0.76989097,-0.12263983,0.18975005,-0.05537973,0.21401338,-0.04371764,0.80188020,-0.20787699,0.00000000,-0.00000000
-5.53176588,1.35002573,-0.33927904,0.01895889,-0.01026358,0.05962965,-0.01856193,0.82382503,-0.13119171,0.20138364,-0.05378506,0.22892866,-0.04075302,0.85005388,-0.21817549,0.00000000,-0.00000000
-5.52576288,1.42364249,-0.35634008,0.01970673,-0.01042325,0.06319888,-0.01858161,0.87620288,-0.14231313,0.21238014,-0.05321558,0.24344807,-0.03870401,0.89586385,-0.23184061,0.00000000,-0.00000000
-5.51975988,1.49241012,-0.37879618,0.02039775,-0.01072996,0.06656511,-0.01898293,0.92623314,-0.15608033,0.22256284,-0.05360810,0.25729936,-0.03758750,0.93861147,-0.24880451,0.00000000,-0.00000000
-5.51375688,1.55523271,-0.40645387,0.02102004,-0.01117043,0.06967472,-0.01974139,0.97312899,-0.17255895,0.23176365,-0.05489528,0.27021219,-0.03741917,0.97762400,-0.26896744,0.00000000,-0.00000000
-5.50775388,1.61108570,-0.43907959,0.02156274,-0.01172986,0.07247661,-0.02083245,1.01613044,-0.19180239,0.23982845,-0.05700734,0.28192577,-0.03821494,1.01227324,-0.29219956,0.00000000,-0.00000000
-5.50175088,1.65904630,-0.47640288,0.02201626,-0.01239221,0.07492377,-0.02223174,1.05452746,-0.21384950,0.24662243,-0.05987354,0.29219650,-0.03999208,1.04199390,-0.31834253,0.00000000,-0.00000000
-5.49574787,1.69832259,-0.51811903,0.02237241,-0.01314035,0.07697473,-0.02391516,1.08768290,-0.23872154,0.25203499,-0.06342331,0.30080532,-0.04276966,1.06630118,-0.34721107,0.00000000,-0.00000000
-5.48974487,1.72828017,-0.56389121,0.02262458,-0.01395634,0.07859506,-0.02585887,1.11505458,-0.26641864,0.25598424,-0.06758714,0.30756465,-0.04656854,1.08480681,-0.37859428,0.00000000,-0.00000000
-5.48374187,1.74846531,-0.61335207,0.02276781,-0.01482164,0.07975854,-0.02803919,1.13621554,-0.29691565,0.25842076,-0.07229729,0.31232430,-0.05141069,1.09723296,-0.41225689,0.00000000,-0.00000000
-5.47773887,1.75862358,-0.66610495,0.02279886,-0.01571738,0.08044828,-0.03043247,1.15087156,-0.33015751,0.25933054,-0.07748812,0.31497640,-0.05731793,1.10342354,-0.44794035,0.00000000,-0.00000000
-5.47173587,1.75871337,-0.72172456,0.02271628,-0.01662461,0.08065754,-0.03301482,1.15887529,-0.36605446,0.25873694,-0.08309631,0.31545886,-0.06431001,1.10335224,-0.48536378,0.00000000,-0.00000000
-5.46573287,1.74891341,-0.77975751,0.02252042,-0.01752458,0.08039022,-0.03576195,1.16023625,-0.40447710,0.25670151,-0.08906073,0.31375740,-0.07240222,1.09712707,-0.52422493,0.00000000,-0.00000000
-5.45972986,1.72962401,-0.83972242,0.02221340,-0.01839903,0.07966108,-0.03864880,1.15512618,-0.44525163,0.25332375,-0.09532223,0.30990590,-0.08160251,1.08499114,-0.56420095,0.00000000,-0.00000000
-5.45372686,1.70146183,-0.90111004,0.02179907,-0.01923043,0.07849570,-0.04164939,1.14387939,-0.48815557,0.24873968,-0.10182312,0.30398520,-0.09190828,1.06731943,-0.60494926,0.00000000,-0.00000000
-5.44772386,1.66524816,-0.96338346,0.02128295,-0.02000232,0.07692999,-0.04473649,1.12698804,-0.53291420,0.24311931,-0.10850661,0.29612019,-0.10330294,1.04461173,-0.64610851,0.00000000,-0.00000000
-5.44172086,1.62199102,-1.02597841,0.02067210,-0.02069950,0.07500950,-0.04788146,1.10509222,-0.57919801,0.23666306,-0.11531603,0.28647566,-0.11575247,1.01748173,-0.68729964,0.00000000,-0.00000000
-5.43571786,1.57286159,-1.08830424,0.01997496,-0.02130838,0.07278846,-0.05105411,1.07896525,-0.62662158,0.22959726,-0.12219408,0.27525075,-0.12920220,0.98664276,-0.72812736,0.00000000,-0.00000000
-5.42971486,1.51916569,-1.14974545,0.01920122,-0.02181711,0.07032844,-0.05422259,1.04949453,-0.67474407,0.22216889,-0.12908198,0.26267251,-0.14357388,0.95289035,-0.76818195,0.00000000,-0.00000000
-5.42371186,1.46231112,-1.20966438,0.01836160,-0.02221584,0.06769706,-0.05735341,1.01765844,-0.72307160,0.21463964,-0.13591877,0.24898881,-0.15876336,0.91708232,-0.80704173,0.00000000,-0.00000000
-5.41770885,1.40377189,-1.26740501,0.01746760,-0.02249681,0.06496629,-0.06041159,0.98450024,-0.77106181,0.20727955,-0.14264064,0.23446081,-0.17463912,0.88011692,-0.84427621,0.00000000,-0.00000000
-5.41170585,1.34505053,-1.32229837,0.01653132,-0.02265454,0.06221090,-0.06336085,0.95109959,-0.81813052,0.20036045,-0.14918056,0.21935546,-0.19104169,0.84290964,-0.87945011,0.00000000,-0.00000000
-5.40570285,1.28763946,-1.37366957,0.01556512,-0.02268582,0.05950672,-0.06616398,0.91854268,-0.86366082,0.19414923,-0.15546810,0.20393825,-0.20778425,0.80636945,-0.91212836,0.00000000,-0.00000000
-5.39969985,1.23298264,-1.42084664,0.01458143,-0.02258974,0.05692904,-0.06878332,0.88789196,-0.90701415,0.18890130,-0.16142962,0.18846648,-0.22465440,0.77137515,-0.94188204,0.00000000,-0.00000000
-5.39369685,1.18243868,-1.46317114,0.01359245,-0.02236769,0.05455100,-0.07118137,0.86015628,-0.94754357,0.18485430,-0.16698882,0.17318330,-0.24141728,0.73875244,-0.96829537,0.00000000,-0.00000000
-5.38769385,1.13724635,-1.50001045,0.01260991,-0.02202321,0.05244217,-0.07332149,0.83626256,-0.98460854,0.18222225,-0.17206770,0.15831271,-0.25781993,0.70925259,-0.99097360,0.00000000,-0.00000000
-5.38169085,1.09849357,-1.53077153,0.01164482,-0.02156188,0.05066726,-0.07516871,0.81702973,-1.01759110,0.18119028,-0.17658789,0.14405557,-0.27359674,0.68353303,-1.00955167,0.00000000,-0.00000000
-5.37568784,1.06709059,-1.55491565,0.01070727,-0.02099114,0.04928501,-0.07669061,0.80314581,-1.04591272,0.18191008,-0.18047244,0.13058678,-0.28847611,0.66214061,-1.02370336,0.00000000,-0.00000000
-5.36968484,1.04374821,-1.57197380,0.00980624,-0.02032008,0.04834729,-0.07785824,0.79514877,-1.06905128,0.18449614,-0.18364778,0.11805347,-0.30218772,0.64549800,-1.03315071,0.00000000,-0.00000000
-5.36368184,1.02896155,-1.58156199,0.00894948,-0.01955916,0.04789840,-0.07864699,0.79341196,-1.08655766,0.18902281,-0.18604610,0.10657433,-0.31447049,0.63389349,-1.03767326,0.00000000,-0.00000000
-5.35767884,1.02299976,-1.58339583,0.00814335,-0.01871997,0.04797455,-0.07903752,0.79813428,-1.09807100,0.19552241,-0.18760776,0.09623981,-0.32508061,0.62747460,-1.03711673,0.00000000,-0.00000000
-5.35167584,1.02590202,-1.57730380,0.00739281,-0.01781492,0.04860362,-0.07901651,0.80933573,-1.10333226,0.20398427,-0.18828381,0.08711317,-0.33379952,0.62624565,-1.03140080,0.00000000,-0.00000000
-5.34567284,1.03747974,-1.56323832,0.00670137,-0.01685693,0.04980495,-0.07857734,0.82685835,-1.10219530,0.21435471,-0.18803830,0.07923216,-0.34044132,0.63006935,-1.02052539,0.00000000,-0.00000000
-5.33966983,1.05732509,-1.54128414,0.00607110,-0.01585919,0.05158938,-0.07772061,0.85037257,-1.09463505,0.22653814,-0.18685056,0.07261118,-0.34485932,0.63867248,-1.00457525,0.00000000,-0.00000000
-5.33366683,1.08482546,-1.51166344,0.00550274,-0.01483480,0.05395941,-0.07645445,0.87938893,-1.08075241,0.24039905,-0.18471694,0.06724379,-0.34695145,0.65165536,-0.98372250,0.00000000,-0.00000000
-5.32766383,1.11918342,-1.47473731,0.00499572,-0.01379655,0.05690938,-0.07479465,0.91327468,-1.06077559,0.25576489,-0.18165220,0.06310539,-0.34666413,0.66850504,-0.95822680,0.00000000,-0.00000000
-5.32166083,1.15944164,-1.43100330,0.00454832,-0.01275664,0.06042575,-0.07276454,0.95127497,-1.03505783,0.27242992,-0.17769043,0.06015587,-0.34399459,0.68861167,-0.92843320,0.00000000,-0.00000000
-5.31565783,1.20451204,-1.38108909,0.00415784,-0.01172650,0.06448746,-0.07039471,0.99253773,-1.00407170,0.29015966,-0.17288522,0.05834224,-0.33899135,0.71128773,-0.89476752,0.00000000,-0.00000000
-5.30965483,1.25320808,-1.32574243,0.00382070,-0.01071657,0.06906621,-0.06772241,1.03614161,-0.96840008,0.30869604,-0.16730937,0.05760105,-0.33175297,0.73578934,-0.85772958,0.00000000,-0.00000000
-5.30365183,1.30427947,-1.26581769,0.00353266,-0.00973616,0.07412681,-0.06479087,1.08112589,-0.92872437,0.32776303,-0.16105395,0.05786059,-0.32242502,0.76133921,-0.81788422,0.00000000,-0.00000000
-5.29764882,1.35644792,-1.20225958,0.00328897,-0.00879336,0.07962749,-0.06164840,1.12652137,-0.88581043,0.34707260,-0.15422676,0.05904279,-0.31119553,0.78715022,-0.77585086,0.00000000,-0.00000000
-5.29164582,1.40844292,-1.13608461,0.00308455,-0.00789496,0.08552021,-0.05834739,1.17138107,-0.84049280,0.36633080,-0.14695031,0.06106488,-0.29828907,0.81244914,-0.73229157,0.00000000,-0.00000000
-5.28564282,1.45903636,-1.06836117,0.00291418,-0.00704642,0.09175095,-0.05494320,1.21480961,-0.79365793,0.38524389,-0.13935945,0.06384068,-0.28395975,0.83649939,-0.68789853,0.00000000,-0.00000000
-5.27963982,1.50707478,-1.00018884,0.00277259,-0.00625190,0.09826004,-0.05149304,1.25599006,-0.74622705,0.40352427,-0.13159864,0.06728175,-0.26848361,0.85862227,-0.64338102,0.00000000,-0.00000000
-5.27363682,1.55150839,-0.93267784,0.00265466,-0.00551425,0.10498252,-0.04805486,1.29420736,-0.69913928,0.42089616,-0.12381900,0.07129820,-0.25215047,0.87821580,-0.59945258,0.00000000,-0.00000000
-5.26763382,1.59141569,-0.86692916,0.00255552,-0.00483513,0.11184858,-0.04468624,1.32886724,-0.65333556,0.43710074,-0.11617535,0.07579941,-0.23525598,0.89477056,-0.55681881,0.00000000,-0.00000000
-5.26163082,1.62602326,-0.80401607,0.00247063,-0.00421512,0.11878406,-0.04144342,1.35951007,-0.60974372,0.45190084,-0.10882322,0.08069455,-0.21809380,0.90788203,-0.51616589,0.00000000,-0.00000000
