energy_ev,total_up,Hg_p_up,Hg_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.89194597,1.87561638,0.27336670,0.29161922,0.39031485,0.67999687,0.00792915,0.08802774,0.04722216,0.77913372
-5.88594297,1.84087718,0.26090560,0.29447068,0.38903140,0.66261822,0.00868491,0.08374225,0.04626781,0.75799060
-5.87993997,1.80275571,0.24832954,0.29719276,0.38771031,0.64302623,0.00946515,0.07942418,0.04518104,0.73522569
-5.87393697,1.76183737,0.23580365,0.29974925,0.38644657,0.62149262,0.01026249,0.07512705,0.04397758,0.71119494
-5.86793397,1.71867675,0.22348009,0.30209631,0.38531061,0.59829963,0.01106881,0.07089970,0.04267368,0.68623866
-5.86193097,1.67378831,0.21149517,0.30418418,0.38434652,0.57373502,0.01187552,0.06678530,0.04128594,0.66067477
-5.85592796,1.62764066,0.19996738,0.30595940,0.38357187,0.54808743,0.01267388,0.06282070,0.03983117,0.63479382
-5.84992496,1.58065436,0.18899649,0.30736737,0.38297903,0.52164220,0.01345533,0.05903611,0.03832623,0.60885587
-5.84392196,1.53320298,0.17866360,0.30835539,0.38253791,0.49467753,0.01421190,0.05545506,0.03678798,0.58308910
-5.83791896,1.48561708,0.16903218,0.30887575,0.38220003,0.46746124,0.01493661,0.05209475,0.03523317,0.55769000
-5.83191596,1.43819033,0.16014981,0.30888888,0.38190341,0.44024786,0.01562381,0.04896656,0.03367840,0.53282509
-5.82591296,1.39118726,0.15205060,0.30836634,0.38157824,0.41327622,0.01626956,0.04607683,0.03214006,0.50863358
-5.81990995,1.34485178,0.14475794,0.30729346,0.38115274,0.38676749,0.01687187,0.04342775,0.03063425,0.48523095
-5.81390695,1.29941560,0.13828743,0.30567142,0.38055905,0.36092353,0.01743095,0.04101834,0.02917667,0.46271290
-5.80790395,1.25510592,0.13264976,0.30351874,0.37973858,0.33592576,0.01794927,0.03884547,0.02778253,0.44115943
-5.80190095,1.21215171,0.12785328,0.30087191,0.37864665,0.31193423,0.01843157,0.03690474,0.02646645,0.42063870
-5.79589795,1.17078788,0.12390609,0.29778521,0.37725614,0.28908715,0.01888475,0.03519136,0.02524219,0.40121041
-5.78989495,1.13125718,0.12081756,0.29432961,0.37555982,0.26750067,0.01931759,0.03370074,0.02412256,0.38292850
-5.78389195,1.09380933,0.11859900,0.29059075,0.37357134,0.24726892,0.01974040,0.03242904,0.02311908,0.36584300
-5.77788894,1.05869763,0.11726366,0.28666608,0.37132475,0.22846438,0.02016451,0.03137339,0.02224181,0.35000095
-5.77188594,1.02617298,0.11682586,0.28266131,0.36887272,0.21113840,0.02060175,0.03053189,0.02149903,0.33544641
-5.76588294,0.99647571,0.11729940,0.27868618,0.36628334,0.19532205,0.02106379,0.02990352,0.02089695,0.32221960
-5.75987994,0.96982582,0.11869541,0.27484991,0.36363597,0.18102706,0.02156147,0.02948775,0.02043944,0.31035531
-5.75387694,0.94641204,0.12101956,0.27125636,0.36101613,0.16824702,0.02210413,0.02928400,0.02012782,0.29988072
-5.74787394,0.92638068,0.12426917,0.26799935,0.35851001,0.15695878,0.02269900,0.02929109,0.01996058,0.29081289
-5.74187094,0.90982489,0.12843007,0.26515811,0.35619870,0.14712398,0.02335059,0.02950651,0.01993327,0.28315621
-5.73586793,0.89677513,0.13347371,0.26279336,0.35415260,0.13869082,0.02406028,0.02992575,0.02003840,0.27689994
-5.72986493,0.88719180,0.13935457,0.26094412,0.35242645,0.13159600,0.02482596,0.03054170,0.02026544,0.27201620
-5.72386193,0.88096046,0.14600823,0.25962534,0.35105510,0.12576682,0.02564188,0.03134405,0.02060091,0.26845865
-5.71785893,0.87789045,0.15335015,0.25882675,0.35005050,0.12112354,0.02649865,0.03231894,0.02102862,0.26616201
-5.71185593,0.87771712,0.16127544,0.25851282,0.34940003,0.11758190,0.02738346,0.03344879,0.02152993,0.26504260
-5.70585293,0.88010803,0.16965965,0.25862396,0.34906628,0.11505576,0.02828045,0.03471225,0.02208423,0.26500002
-5.69984992,0.88467311,0.17836069,0.25907897,0.34898854,0.11345993,0.02917126,0.03608449,0.02266939,0.26591999
-5.69384692,0.89097845,0.18722181,0.25977859,0.34908572,0.11271311,0.03003576,0.03753772,0.02326241,0.26767829
-5.68784392,0.89856338,0.19607575,0.26061006,0.34926080,0.11274078,0.03085287,0.03904189,0.02384008,0.27014578
-5.68184092,0.90696024,0.20474969,0.26145255,0.34940656,0.11347810,0.03160148,0.04056564,0.02437964,0.27319419
-5.67583792,0.91571588,0.21307101,0.26218308,0.34941223,0.11487263,0.03226145,0.04207750,0.02485954,0.27670261
-5.66983492,0.92441399,0.22087359,0.26268277,0.34917092,0.11688676,0.03281453,0.04354706,0.02526011,0.28056418
-5.66383192,0.93269726,0.22800439,0.26284307,0.34858725,0.11949980,0.03324535,0.04494643,0.02556420,0.28469293
-5.65782891,0.94028808,0.23432992,0.26257173,0.34758500,0.12270954,0.03354219,0.04625159,0.02575777,0.28903010
-5.65182591,0.94700694,0.23974252,0.26179806,0.34611418,0.12653313,0.03369773,0.04744372,0.02583036,0.29354990
-5.64582291,0.95278727,0.24416588,0.26047741,0.34415725,0.13100729,0.03370959,0.04851050,0.02577541,0.29826411
-5.63981991,0.95768602,0.24755979,0.25859446,0.34173415,0.13618765,0.03358064,0.04944714,0.02559045,0.30322537
-5.63381691,0.96188908,0.24992359,0.25616529,0.33890573,0.14214722,0.03331916,0.05025724,0.02527718,0.30852885
-5.62781391,0.96571131,0.25129842,0.25323793,0.33577554,0.14897393,0.03293878,0.05095338,0.02484133,0.31431205
-5.62181091,0.96959062,0.25176782,0.24989157,0.33248960,0.15676728,0.03245810,0.05155732,0.02429242,0.32075273
-5.61580790,0.97407635,0.25145685,0.24623424,0.32923428,0.16563412,0.03190024,0.05209992,0.02364336,0.32806477
-5.60980490,0.97981214,0.25052956,0.24239912,0.32623221,0.17568379,0.03129211,0.05262064,0.02290992,0.33649213
-5.60380190,0.98751374,0.24918480,0.23853973,0.32373635,0.18702250,0.03066357,0.05316666,0.02211016,0.34630098
-5.59779890,0.99794269,0.24765070,0.23482400,0.32202239,0.19974744,0.03004638,0.05379170,0.02126367,0.35777021
-5.59179590,1.01187658,0.24617776,0.23142769,0.32137977,0.21394066,0.02947316,0.05455439,0.02039095,0.37118067
-5.58579290,1.03007721,0.24503085,0.22852725,0.32210155,0.22966299,0.02897627,0.05551645,0.01951259,0.38680336
-5.57978989,1.05325768,0.24448038,0.22629260,0.32447358,0.24694828,0.02858660,0.05674052,0.01864858,0.40488714
-5.57378689,1.08204976,0.24479291,0.22487995,0.32876326,0.26579828,0.02833250,0.05828791,0.01781770,0.42564627
-5.56778389,1.11697284,0.24622157,0.22442512,0.33520840,0.28617829,0.02823873,0.06021608,0.01703683,0.44924840
-5.56178089,1.15840556,0.24899645,0.22503756,0.34400642,0.30801397,0.02832551,0.06257624,0.01632052,0.47580322
-5.55577789,1.20656141,0.25331545,0.22679529,0.35530454,0.33118941,0.02860770,0.06541089,0.01568056,0.50535260
-5.54977489,1.26146927,0.25933586,0.22974099,0.36919106,0.35554671,0.02909420,0.06875153,0.01512571,0.53786235
-5.54377189,1.32295982,0.26716688,0.23387949,0.38568830,0.38088707,0.02978743,0.07261656,0.01466151,0.57321615
-5.53776888,1.39065836,0.27686352,0.23917657,0.40474743,0.40697360,0.03068312,0.07700952,0.01429026,0.61121203
-5.53176588,1.46398477,0.28842190,0.24555929,0.42624548,0.43353570,0.03177024,0.08191773,0.01401108,0.65156155
-5.52576288,1.54216065,0.30177647,0.25291779,0.44998468,0.46027499,0.03303118,0.08731134,0.01382010,0.69389197
-5.51975988,1.62422370,0.31679900,0.26110851,0.47569435,0.48687267,0.03444212,0.09314294,0.01371071,0.73775155
-5.51375688,1.70904922,0.33329966,0.26995863,0.50303538,0.51299800,0.03597364,0.09934777,0.01367392,0.78261778
-5.50775388,1.79537794,0.35103014,0.27927180,0.53160720,0.53831773,0.03759148,0.10584451,0.01369878,0.82790868
-5.50175088,1.88184974,0.36968891,0.28883462,0.56095723,0.56250604,0.03925748,0.11253669,0.01377282,0.87299661
-5.49574787,1.96704188,0.38892830,0.29842400,0.59059245,0.58525475,0.04093072,0.11931471,0.01388257,0.91722456
-5.48974487,2.04951082,0.40836354,0.30781476,0.61999294,0.60628325,0.04256868,0.12605844,0.01401401,0.95992411
-5.48374187,2.12783590,0.42758329,0.31678749,0.64862672,0.62534786,0.04412852,0.13264030,0.01415312,1.00043468
-5.47773887,2.20066350,0.44616136,0.32513612,0.67596567,0.64225021,0.04556838,0.13892874,0.01428630,1.03812330
-5.47173587,2.26674984,0.46366942,0.33267505,0.70150166,0.65684419,0.04684869,0.14479207,0.01440080,1.07240418
-5.46573287,2.32500078,0.47968999,0.33924547,0.72476248,0.66904126,0.04793335,0.15010237,0.01448513,1.10275722
-5.45972986,2.37450698,0.49382947,0.34472057,0.74532677,0.67881373,0.04879084,0.15473950,0.01452938,1.12874479
-5.45372686,2.41457279,0.50573055,0.34900951,0.76283736,0.68619600,0.04939519,0.15859484,0.01452540,1.15002596
-5.44772386,2.44473776,0.51508361,0.35205991,0.77701240,0.69128347,0.04972675,0.16157490,0.01446706,1.16636759
-5.44172086,2.46478953,0.52163654,0.35385866,0.78765375,0.69422936,0.04977268,0.16360430,0.01435029,1.17765163
-5.43571786,2.47476774,0.52520268,0.35443120,0.79465226,0.69523936,0.04952729,0.16462832,0.01417311,1.18387842
-5.42971486,2.47495843,0.52566650,0.35383907,0.79798954,0.69456451,0.04899204,0.16461464,0.01393557,1.18516564
-5.42371186,2.46587947,0.52298669,0.35217608,0.79773630,0.69249248,0.04817539,0.16355441,0.01363961,1.18174306
-5.41770885,2.44825746,0.51719675,0.34956303,0.79404711,0.68933779,0.04709226,0.16146240,0.01328890,1.17394322
-5.41170585,2.42299735,0.50840287,0.34614142,0.78715205,0.68543139,0.04576340,0.15837648,0.01288856,1.16218855
-5.40570285,2.39114618,0.49677930,0.34206642,0.77734547,0.68111006,0.04421455,0.15435616,0.01244491,1.14697548
-5.39969985,2.35385281,0.48256151,0.33749938,0.76497255,0.67670615,0.04247539,0.14948050,0.01196514,1.12885640
-5.39369685,2.31232544,0.46603733,0.33260032,0.75041425,0.67253829,0.04057844,0.14384543,0.01145701,1.10842026
-5.38769385,2.26778921,0.44753672,0.32752075,0.73407152,0.66890321,0.03855794,0.13756053,0.01092852,1.08627277
-5.38169085,2.22144569,0.42742036,0.32239721,0.71634946,0.66606938,0.03644868,0.13074548,0.01038763,1.06301722
-5.37568784,2.17443617,0.40606786,0.31734580,0.69764227,0.66427231,0.03428491,0.12352634,0.00984194,1.03923660
-5.36968484,2.12781033,0.38386590,0.31245797,0.67831962,0.66371204,0.03209935,0.11603185,0.00929851,1.01547794
-5.36368184,2.08250143,0.36119691,0.30779785,0.65871528,0.66455237,0.02992231,0.10838975,0.00876365,0.99223943
-5.35767884,2.03930884,0.33842860,0.30340100,0.63911811,0.66692203,0.02778101,0.10072346,0.00824274,0.96996060
-5.35167584,1.99888803,0.31590486,0.29927491,0.61976612,0.67091731,0.02569904,0.09314907,0.00774021,0.94901591
-5.34567284,1.96174800,0.29393813,0.29540083,0.60084343,0.67660572,0.02369604,0.08577282,0.00725944,0.92971162
-5.33966983,1.92825530,0.27280355,0.29173706,0.58248022,0.68403037,0.02178756,0.07868906,0.00680283,0.91228562
-5.33366683,1.89864376,0.25273482,0.28822330,0.56475543,0.69321446,0.01998507,0.07197882,0.00637181,0.89691001
-5.32766383,1.87302851,0.23392193,0.28478576,0.54770180,0.70416529,0.01829619,0.06570883,0.00596700,0.88369568
-5.32166083,1.85142281,0.21651049,0.28134289,0.53131282,0.71687752,0.01672498,0.05993115,0.00558830,0.87269834
-5.31565783,1.83375622,0.20060258,0.27781114,0.51555102,0.73133502,0.01527242,0.05468320,0.00523504,0.86392532
-5.30965483,1.81989247,0.18625886,0.27411057,0.50035700,0.74751133,0.01393688,0.04998829,0.00490618,0.85734248
-5.30365183,1.80964596,0.17350174,0.27017006,0.48565862,0.76536831,0.01271469,0.04585644,0.00460050,0.85288070
-5.29764882,1.80279566,0.16231930,0.26593166,0.47137982,0.78485325,0.01160073,0.04228549,0.00431672,0.85044148
-5.29164582,1.79909595,0.15266970,0.26135410,0.45744862,0.80589439,0.01058896,0.03926240,0.00405369,0.84990136
-5.28564282,1.79828391,0.14448595,0.25641516,0.44380398,0.82839551,0.00967297,0.03676476,0.00381058,0.85111510
-5.27963982,1.80008337,0.13768064,0.25111303,0.43040120,0.85222971,0.00884648,0.03476224,0.00358695,0.85391759
-5.27363682,1.80420601,0.13215072,0.24546648,0.41721586,0.87723329,0.00810369,0.03321821,0.00338289,0.85812481
-5.26763382,1.81035035,0.12778199,0.23951409,0.40424625,0.90320017,0.00743969,0.03209123,0.00319913,0.86353399
-5.26163082,1.81819952,0.12445327,0.23331264,0.39151443,0.92987757,0.00685072,0.03133658,0.00303703,0.86992367
-5.25562781,1.82741895,0.12204034,0.22693475,0.37906602,0.95696358,0.00633433,0.03090759,0.00289871,0.87705388
-5.24962481,1.83765485,0.12041937,0.22046610,0.36696914,0.98410707,0.00588954,0.03075701,0.00278698,0.88466700
-5.24362181,1.84853464,0.11947005,0.21400241,0.35531256,1.01091041,0.00551690,0.03083821,0.00270536,0.89248972
-5.23761881,1.85966987,0.11907827,0.20764632,0.34420350,1.03693510,0.00521846,0.03110622,0.00265809,0.90023633
-5.23161581,1.87066211,0.11913850,0.20150441,0.33376515,1.06171042,0.00499777,0.03151873,0.00264999,0.90761353
-5.22561281,1.88111197,0.11955575,0.19568445,0.32413421,1.08474479,0.00485971,0.03203692,0.00268644,0.91432678
-5.21960980,1.89063090,0.12024709,0.19029298,0.31545849,1.10553954,0.00481042,0.03262610,0.00277326,0.92008800
-5.21360680,1.89885527,0.12114286,0.18543334,0.30789459,1.12360447,0.00485706,0.03325627,0.00291661,0.92462430
-5.20760380,1.90546179,0.12218742,0.18120396,0.30160567,1.13847441,0.00500760,0.03390244,0.00312280,0.92768732
-5.20160080,1.91018321,0.12333946,0.17769709,0.29675919,1.14972604,0.00527059,0.03454486,0.00339815,0.92906259
-5.19559780,1.91282296,0.12457179,0.17499765,0.29352449,1.15699408,0.00565484,0.03516899,0.00374879,0.92857834
-5.18959480,1.91326760,0.12587074,0.17318237,0.29206998,1.15998591,0.00616909,0.03576534,0.00418045,0.92611311
-5.18359180,1.91149572,0.12723497,0.17231884,0.29255986,1.15849386,0.00682167,0.03632910,0.00469820,0.92160161
-5.17758879,1.90758250,0.12867382,0.17246454,0.29515016,1.15240453,0.00762012,0.03685962,0.00530626,0.91503829
-5.17158579,1.90169890,0.13020523,0.17366573,0.29998410,1.14170454,0.00857075,0.03735971,0.00600767,0.90647836
-5.16558279,1.89410539,0.13185324,0.17595614,0.30718658,1.12648240,0.00967824,0.03783485,0.00680410,0.89603591
-5.15957979,1.88513999,0.13364517,0.17935543,0.31685807,1.10692640,0.01094525,0.03829229,0.00769559,0.88387927
-5.15357679,1.87520113,0.13560862,0.18386752,0.32906790,1.08331863,0.01237195,0.03874007,0.00868031,0.87022365
-5.14757379,1.86472623,0.13776841,0.18947879,0.34384731,1.05602548,0.01395573,0.03918607,0.00975440,0.85532145
-5.14157079,1.85416686,0.14014355,0.19615634,0.36118247,1.02548494,0.01569081,0.03963707,0.01091186,0.83945078
-5.13556778,1.84396228,0.14274452,0.20384639,0.38100811,0.99219175,0.01756807,0.04009793,0.01214445,0.82290272
-5.12956478,1.83451273,0.14557086,0.21247313,0.40320189,0.95668070,0.01957486,0.04057082,0.01344174,0.80596809
-5.12356178,1.82615420,0.14860934,0.22193795,0.42758026,0.91950935,0.02169497,0.04105475,0.01479116,0.78892457
-5.11755878,1.81913644,0.15183279,0.23211959,0.45389619,0.88124075,0.02390881,0.04154516,0.01617826,0.77202468
-5.11155578,1.81360569,0.15519961,0.24287496,0.48183903,0.84242711,0.02619354,0.04203384,0.01758695,0.75548554
-5.10555278,1.80959320,0.15865416,0.25404105,0.51103699,0.80359508,0.02852361,0.04250903,0.01899988,0.73948084
-5.09954977,1.80701075,0.16212790,0.26543780,0.54106238,0.76523328,0.03087117,0.04295576,0.02039891,0.72413556
-5.09354677,1.80565327,0.16554134,0.27687206,0.57143961,0.72778258,0.03320685,0.04335639,0.02176563,0.70952356
-5.08754377,1.80520893,0.16880667,0.28814236,0.60165585,0.69162925,0.03550050,0.04369136,0.02308195,0.69566833
-5.08154077,1.80527588,0.17183102,0.29904462,0.63117417,0.65710124,0.03772209,0.04394005,0.02433069,0.68254657
-5.07553777,1.80538501,0.17452002,0.30937828,0.65944855,0.62446736,0.03984265,0.04408176,0.02549616,0.67009450
-5.06953477,1.80502724,0.17678173,0.31895286,0.68594038,0.59393916,0.04183516,0.04409673,0.02656474,0.65821636
-5.06353177,1.80368368,0.17853057,0.32759440,0.71013551,0.56567505,0.04367551,0.04396711,0.02752540,0.64679448
-5.05752876,1.80085705,0.17969097,0.33515167,0.73156129,0.53978623,0.04534327,0.04367792,0.02837005,0.63570036
-5.05152576,1.79610202,0.18020080,0.34150160,0.74980259,0.51634367,0.04682239,0.04321783,0.02909388,0.62480595
-5.04552276,1.78905292,0.18001418,0.34655376,0.76451620,0.49538569,0.04810172,0.04257982,0.02969548,0.61399440
-5.03951976,1.77944687,0.17910353,0.35025356,0.77544258,0.47692543,0.04917533,0.04176163,0.03017687,0.60316967
-5.03351676,1.76714081,0.17746089,0.35258401,0.78241461,0.46095755,0.05004255,0.04076599,0.03054333,0.59226431
-5.02751376,1.75212141,0.17509832,0.35356573,0.78536267,0.44746393,0.05070790,0.03960061,0.03080307,0.58124505
-5.02151076,1.73450718,0.17204739,0.35325548,0.78431583,0.43641774,0.05118062,0.03827798,0.03096682,0.57011575
-5.01550775,1.71454251,0.16835784,0.35174289,0.77939904,0.42778577,0.05147412,0.03681492,0.03104723,0.55891764
-5.00950475,1.69258397,0.16409543,0.34914581,0.77082643,0.42152896,0.05160518,0.03523199,0.03105821,0.54772683
-5.00350175,1.66907979,0.15933914,0.34560438,0.75889116,0.41760110,0.05159299,0.03355270,0.03101421,0.53664937
-4.99749875,1.64454359,0.15417790,0.34127416,0.74395215,0.41594603,0.05145811,0.03180271,0.03092946,0.52581409
-4.99149575,1.61952407,0.14870696,0.33631864,0.72641862,0.41649351,0.05122140,0.03000886,0.03081729,0.51536373
-4.98549275,1.59457240,0.14302418,0.33090156,0.70673301,0.41915435,0.05090295,0.02819826,0.03068936,0.50544508
-4.97948974,1.57020935,0.13722637,0.32517945,0.68535339,0.42381518,0.05052106,0.02639742,0.03055520,0.49619858
-4.97348674,1.54689407,0.13140591,0.31929476,0.66273601,0.43033347,0.05009140,0.02463138,0.03042167,0.48774816
-4.96748374,1.52499647,0.12564778,0.31336993,0.63931905,0.43853327,0.04962633,0.02292309,0.03029267,0.48019197
-4.96148074,1.50477480,0.12002715,0.30750267,0.61550816,0.44820221,0.04913438,0.02129278,0.03016903,0.47359456
-4.95547774,1.48635962,0.11460765,0.30176278,0.59166452,0.45909013,0.04862006,0.01975758,0.03004853,0.46798101
-4.94947474,1.46974539,0.10944036,0.29619054,0.56809595,0.47090976,0.04808383,0.01833129,0.02992609,0.46333337
-4.94347174,1.45478982,0.10456346,0.29079668,0.54505113,0.48333947,0.04752235,0.01702432,0.02979411,0.45958968
-4.93746873,1.44122119,0.10000275,0.28556405,0.52271728,0.49602835,0.04692895,0.01584378,0.02964298,0.45664568
-4.93146573,1.42865314,0.09577261,0.28045065,0.50122105,0.50860342,0.04629426,0.01479373,0.02946168,0.45435902
-4.92546273,1.41660612,0.09187775,0.27539397,0.48063243,0.52067874,0.04560702,0.01387557,0.02923843,0.45255591
-4.91945973,1.40453416,0.08831520,0.27031627,0.46097122,0.53186617,0.04485495,0.01308850,0.02896139,0.45103975
-4.91345673,1.39185566,0.08507673,0.26513050,0.44221558,0.54178723,0.04402571,0.01243009,0.02861937,0.44960132
-4.90745373,1.37798639,0.08215142,0.25974657,0.42431198,0.55008556,0.04310782,0.01189685,0.02820249,0.44803005
-4.90145073,1.36237299,0.07952818,0.25407763,0.40718607,0.55643943,0.04209150,0.01148489,0.02770277,0.44612570
-4.89544772,1.34452528,0.07719823,0.24804594,0.39075362,0.56057359,0.04096947,0.01119044,0.02711463,0.44370989
-4.88944472,1.32404580,0.07515728,0.24158817,0.37493112,0.56227009,0.03973753,0.01101047,0.02643527,0.44063694
-4.88344172,1.30065504,0.07340739,0.23465990,0.35964543,0.56137727,0.03839508,0.01094312,0.02566490,0.43680338
-4.87743872,1.27421136,0.07195831,0.22723899,0.34484200,0.55781668,0.03694536,0.01098810,0.02480686,0.43215583
-4.87143572,1.24472481,0.07082843,0.21932791,0.33049142,0.55158752,0.03539556,0.01114702,0.02386760,0.42669662
-4.86543272,1.21236410,0.07004510,0.21095489,0.31659407,0.54276834,0.03375675,0.01142348,0.02285651,0.42048722
-4.85942971,1.17745702,0.06964438,0.20217386,0.30318272,0.53151598,0.03204368,0.01182323,0.02178567,0.41364901
-4.85342671,1.14048402,0.06967037,0.19306340,0.29032315,0.51806174,0.03027439,0.01235400,0.02066946,0.40636159
-4.84742371,1.10206595,0.07017392,0.18372469,0.27811286,0.50270504,0.02846980,0.01302540,0.01952419,0.39885859
-4.84142071,1.06294624,0.07121094,0.17427872,0.26667813,0.48580464,0.02665316,0.01384860,0.01836758,0.39142131
-4.83541771,1.02396881,0.07284040,0.16486286,0.25616963,0.46776815,0.02484955,0.01483594,0.01721831,0.38437022
-4.82941471,0.98605269,0.07512198,0.15562704,0.24675688,0.44903992,0.02308531,0.01600049,0.01609551,0.37805500
-4.82341171,0.95016437,0.07811357,0.14672968,0.23862192,0.43008805,0.02138754,0.01735555,0.01501830,0.37284332
-4.81740870,0.91728922,0.08186870,0.13833362,0.23195251,0.41139090,0.01978363,0.01891408,0.01400538,0.36910879
-4.81140570,0.88840290,0.08643405,0.13060209,0.22693511,0.39342370,0.01830091,0.02068814,0.01307464,0.36721869
-4.80540270,0.86444391,0.09184693,0.12369492,0.22374801,0.37664565,0.01696628,0.02268837,0.01224287,0.36752179
-4.79939970,0.84628792,0.09813317,0.11776504,0.22255482,0.36148791,0.01580596,0.02492340,0.01152549,0.37033670
-4.79339670,0.83472482,0.10530520,0.11295535,0.22349849,0.34834297,0.01484531,0.02739943,0.01093638,0.37594123
-4.78739370,0.83043871,0.11336048,0.10939595,0.22669614,0.33755549,0.01410867,0.03011975,0.01048771,0.38456296
-4.78139070,0.83399142,0.12228041,0.10720171,0.23223467,0.32941492,0.01361921,0.03308444,0.01018991,0.39637130
-4.77538769,0.84580956,0.13202969,0.10647027,0.24016737,0.32414998,0.01339877,0.03629004,0.01005158,0.41147142
-4.76938469,0.86617518,0.14255607,0.10728020,0.25051141,0.32192501,0.01346771,0.03972942,0.01007949,0.42989994
-4.76338169,0.89521993,0.15379069,0.10968958,0.26324642,0.32283818,0.01384465,0.04339160,0.01027858,0.45162262
-4.75737869,0.93292257,0.16564875,0.11373465,0.27831391,0.32692146,0.01454618,0.04726177,0.01065197,0.47653402
-4.75137569,0.97910951,0.17803069,0.11942873,0.29561767,0.33414220,0.01558643,0.05132129,0.01120098,0.50445907
-4.74537269,1.03345811,0.19082366,0.12676124,0.31502499,0.34440615,0.01697660,0.05554783,0.01192514,0.53515641
-4.73936968,1.09550252,0.20390337,0.13569695,0.33636867,0.35756173,0.01872438,0.05991548,0.01282219,0.56832349
-4.73336668,1.16464173,0.21713617,0.14617534,0.35944969,0.37340532,0.02083324,0.06439502,0.01388805,0.60360307
-4.72736368,1.24014959,0.23038131,0.15811023,0.38404056,0.39168745,0.02330179,0.06895417,0.01511686,0.64059101
-4.72136068,1.32118656,0.24349332,0.17138971,0.40988915,0.41211948,0.02612300,0.07355789,0.01650091,0.67884514
-4.71535768,1.40681319,0.25632449,0.18587645,0.43672295,0.43438083,0.02928348,0.07816873,0.01803067,0.71789480
-4.70935468,1.49600498,0.26872737,0.20140840,0.46425375,0.45812640,0.03276294,0.08274729,0.01969479,0.75725100
-4.70335168,1.58766865,0.28055723,0.21780015,0.49218257,0.48299409,0.03653360,0.08725268,0.02148010,0.79641680
-4.69734867,1.68065981,0.29167446,0.23484484,0.52020474,0.50861226,0.04055996,0.09164304,0.02337171,0.83489764
-4.69134567,1.77380173,0.30194693,0.25231683,0.54801517,0.53460697,0.04479869,0.09587621,0.02535309,0.87221146
-4.68534267,1.86590522,0.31125222,0.26997507,0.57531357,0.56060899,0.04919882,0.09991043,0.02740620,0.90789836
-4.67933967,1.95578954,0.31947976,0.28756726,0.60180968,0.58626034,0.05370234,0.10370512,0.02951176,0.94152956
-4.67333667,2.04230384,0.32653284,0.30483466,0.62722823,0.61122040,0.05824495,0.10722177,0.03164945,0.97271547
-4.66733367,2.12434911,0.33233046,0.32151764,0.65131379,0.63517145,0.06275733,0.11042494,0.03379828,1.00111278
-4.66133067,2.20090007,0.33680910,0.33736168,0.67383516,0.65782361,0.06716656,0.11328324,0.03593694,1.02643043
-4.65532766,2.27102657,0.33992421,0.35212370,0.69458939,0.67891911,0.07139794,0.11577042,0.03804428,1.04843425
-4.64932466,2.33391396,0.34165155,0.36557862,0.71340521,0.69823579,0.07537696,0.11786642,0.04009974,1.06695039
-4.64332166,2.38888184,0.34198828,0.37752574,0.73014583,0.71558996,0.07903145,0.11955845,0.04208388,1.08186734
