energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.52576288,2.42139617,0.15615669,0.05326150,0.50692678,0.36130570,0.62304680,0.44627531,0.02984590,1.10612107
-5.51975988,2.57659258,0.16250951,0.05851428,0.53506136,0.38266876,0.66621673,0.47543330,0.03100107,1.17689338
-5.51375688,2.72723684,0.16816229,0.06395635,0.56190724,0.40318593,0.70844604,0.50365193,0.03201025,1.24536779
-5.50775388,2.87103968,0.17299679,0.06953048,0.58708433,0.42252440,0.74906403,0.53049240,0.03285512,1.31047803
-5.50175088,3.00577541,0.17691113,0.07517229,0.61023562,0.44036626,0.78742501,0.55552093,0.03352040,1.37119408
-5.49574787,3.12933214,0.17982191,0.08081100,0.63103451,0.45641522,0.82292612,0.57831848,0.03399417,1.42654741
-5.48974487,3.23976332,0.18166598,0.08637069,0.64919198,0.47040328,0.85502547,0.59849074,0.03426817,1.47565634
-5.48374187,3.33533832,0.18240171,0.09177184,0.66446333,0.48209715,0.88325957,0.61567812,0.03433794,1.51775066
-5.47773887,3.41459012,0.18200969,0.09693324,0.67665435,0.49130417,0.90725928,0.62956532,0.03420289,1.55219438
-5.47173587,3.47635793,0.18049289,0.10177414,0.68562657,0.49787731,0.92676330,0.63989011,0.03386623,1.57850537
-5.46573287,3.51982265,0.17787618,0.10621665,0.69130150,0.50171923,0.94162850,0.64645090,0.03333487,1.59637107
-5.45972986,3.54453328,0.17420527,0.11018823,0.69366360,0.50278497,0.95183616,0.64911283,0.03261913,1.60565932
-5.45372686,3.55042290,0.16954510,0.11362420,0.69276189,0.50108326,0.95749388,0.64781205,0.03173248,1.60642352
-5.44772386,3.53781293,0.16397770,0.11647012,0.68871001,0.49667626,0.95883250,0.64255797,0.03069112,1.59890184
-5.44172086,3.50740516,0.15759965,0.11868397,0.68168471,0.48967768,0.95619819,0.63343339,0.02951353,1.58351016
-5.43571786,3.46026141,0.15051919,0.12023809,0.67192271,0.48024939,0.95003967,0.62059237,0.02822006,1.56082888
-5.42971486,3.39777129,0.14285310,0.12112055,0.65971601,0.46859648,0.94089108,0.60425613,0.02683240,1.53158402
-5.42371186,3.32160919,0.13472352,0.12133614,0.64540561,0.45496104,0.92935113,0.58470676,0.02537314,1.49662325
-5.41770885,3.23368197,0.12625467,0.12090676,0.62937396,0.43961488,0.91605932,0.56227938,0.02386535,1.45688789
-5.41170585,3.13606954,0.11756978,0.11987120,0.61203611,0.42285136,0.90167034,0.53735282,0.02233218,1.41338191
-5.40570285,3.03096062,0.10878818,0.11828435,0.59383007,0.40497681,0.88682778,0.51033922,0.02079652,1.36713934
-5.39969985,2.92058634,0.10002269,0.11621577,0.57520628,0.38630172,0.87213834,0.48167310,0.01928080,1.31919148
-5.39369685,2.80715453,0.09137743,0.11374779,0.55661693,0.36713221,0.85814775,0.45180024,0.01780683,1.27053529
-5.38769385,2.69278740,0.08294596,0.11097307,0.53850500,0.34776189,0.84531959,0.42116677,0.01639573,1.22210441
-5.38169085,2.57946507,0.07480995,0.10799183,0.52129375,0.32846472,0.83401782,0.39020898,0.01506803,1.17474397
-5.37568784,2.46897734,0.06703832,0.10490879,0.50537659,0.30948885,0.82449409,0.35934425,0.01384384,1.12919026
-5.36968484,2.36288544,0.05968674,0.10182995,0.49110790,0.29105187,0.81688017,0.32896319,0.01274309,1.08605612
-5.36368184,2.26249509,0.05279768,0.09885931,0.47879487,0.27333742,0.81118593,0.29942347,0.01178598,1.04582243
-5.35767884,2.16884158,0.04640076,0.09609573,0.46869069,0.25649343,0.80730278,0.27104538,0.01099339,1.00883605
-5.35167584,2.08268709,0.04051347,0.09362990,0.46098909,0.24063184,0.80501249,0.24410914,0.01038752,0.97531398
-5.34567284,2.00452963,0.03514218,0.09154163,0.45582053,0.22582980,0.80400069,0.21885404,0.00999246,0.94535334
-5.33966983,1.93462277,0.03028334,0.08989759,0.45324992,0.21213216,0.80387435,0.19547924,0.00983486,0.91894651
-5.33366683,1.87300452,0.02592479,0.08874934,0.45327600,0.19955512,0.80418245,0.17414600,0.00994465,0.89600041
-5.32766383,1.81953350,0.02204723,0.08813204,0.45583236,0.18809073,0.80443850,0.15498130,0.01035563,0.87635885
-5.32166083,1.77393029,0.01862563,0.08806353,0.46078988,0.17771199,0.80414407,0.13808239,0.01110612,0.85982669
-5.31565783,1.73582151,0.01563067,0.08854407,0.46796076,0.16837829,0.80281196,0.12352194,0.01223937,0.84619448
-5.30965483,1.70478434,0.01303002,0.08955661,0.47710379,0.16004083,0.79998801,0.11135375,0.01380396,0.83526224
-5.30365183,1.68038911,0.01078959,0.09106753,0.48793081,0.15264781,0.79527061,0.10161830,0.01585386,0.82686131
-5.29764882,1.66223801,0.00887463,0.09302797,0.50011429,0.14614909,0.78832702,0.09434816,0.01844829,0.82087293
-5.29164582,1.64999785,0.00725061,0.09537551,0.51329573,0.14050013,0.77890593,0.08957286,0.02165129,0.81724288
-5.28564282,1.64342571,0.00588399,0.09803633,0.52709474,0.13566505,0.76684576,0.08732293,0.02553091,0.81599128
-5.27963982,1.64238611,0.00474285,0.10092763,0.54111866,0.13161868,0.75207873,0.08763298,0.03015799,0.81721723
-5.27363682,1.64685942,0.00379731,0.10396030,0.55497240,0.12834752,0.73463051,0.09054376,0.03560457,0.82109800
-5.26763382,1.65694103,0.00301986,0.10704174,0.56826831,0.12584965,0.71461592,0.09610283,0.04194183,0.82788288
-5.26163082,1.67283178,0.00238550,0.11007872,0.58063584,0.12413365,0.69223101,0.10436421,0.04923769,0.83788191
-5.25562781,1.69482014,0.00187187,0.11298020,0.59173064,0.12321656,0.66774213,0.11538664,0.05755390,0.85145023
-5.24962481,1.72325729,0.00145918,0.11566000,0.60124293,0.12312107,0.64147282,0.12923079,0.06694300,0.86896844
-5.24362181,1.75852637,0.00113016,0.11803924,0.60890479,0.12387213,0.61378901,0.14595546,0.07744485,0.89082024
-5.23761881,1.80100740,0.00086987,0.12004841,0.61449617,0.12549311,0.58508361,0.16561290,0.08908322,0.91736813
-5.23161581,1.85103978,0.00066558,0.12162915,0.61784934,0.12800186,0.55576105,0.18824349,0.10186224,0.94892832
-5.22561281,1.90888391,0.00050653,0.12273544,0.61885169,0.13140665,0.52622243,0.21387007,0.11576317,0.98574605
-5.21960980,1.97468411,0.00038371,0.12333440,0.61744674,0.13570251,0.49685199,0.24249200,0.13074141,1.02797239
-5.21360680,2.04843439,0.00028968,0.12340656,0.61363325,0.14086793,0.46800531,0.27407941,0.14672409,1.07564363
-5.20760380,2.12994877,0.00021834,0.12294567,0.60746262,0.14686217,0.43999958,0.30856775,0.16360834,1.12866419
-5.20160080,2.21883784,0.00016474,0.12195793,0.59903451,0.15362341,0.41310610,0.34585293,0.18126044,1.18679386
-5.19559780,2.31449255,0.00012489,0.12046097,0.58849111,0.16106772,0.38754530,0.38578723,0.19951598,1.24964015
-5.18959480,2.41607634,0.00009562,0.11848240,0.57601014,0.16908904,0.36348398,0.42817630,0.21818110,1.31665604
-5.18359180,2.52252617,0.00007442,0.11605806,0.56179697,0.17756013,0.34103490,0.47277720,0.23703492,1.38714354
-5.17758879,2.63256273,0.00005933,0.11323025,0.54607635,0.18633453,0.32025831,0.51929778,0.25583316,1.46026288
-5.17158579,2.74470960,0.00004883,0.11004577,0.52908388,0.19524938,0.30116538,0.56739738,0.27431286,1.53504736
-5.16558279,2.85732104,0.00004174,0.10655404,0.51105792,0.20412911,0.28372289,0.61668897,0.29219816,1.61042312
-5.15957979,2.96861735,0.00003717,0.10280533,0.49223199,0.21278986,0.26785927,0.66674264,0.30920695,1.68523349
-5.15357679,3.07672670,0.00003442,0.09884922,0.47282821,0.22104429,0.25347127,0.71709055,0.32505809,1.75826686
-5.14757379,3.17973204,0.00003299,0.09473324,0.45305188,0.22870685,0.24043113,0.76723314,0.33947915,1.82828727
-5.14157079,3.27572136,0.00003250,0.09050183,0.43308740,0.23559910,0.22859400,0.81664673,0.35221409,1.89406659
-5.13556778,3.36283956,0.00003268,0.08619565,0.41309561,0.24155490,0.21780510,0.86479219,0.36303089,1.95441726
-5.12956478,3.43934010,0.00003332,0.08185109,0.39321259,0.24642540,0.20790661,0.91112479,0.37172850,2.00822447
-5.12356178,3.50363471,0.00003432,0.07750015,0.37354974,0.25008340,0.19874406,0.95510503,0.37814308,2.05447673
-5.11755878,3.55433951,0.00003560,0.07317052,0.35419509,0.25242716,0.19017190,0.99621027,0.38215306,2.09229397
-5.11155578,3.59031594,0.00003715,0.06888589,0.33521557,0.25338327,0.18205835,1.03394711,0.38368297,2.12095221
-5.10555278,3.61070562,0.00003903,0.06466636,0.31666006,0.25290873,0.17428934,1.06786426,0.38270574,2.13990432
-5.09954977,3.61495777,0.00004135,0.06052898,0.29856288,0.25099194,0.16677159,1.09756573,0.37924341,2.14879629
-5.09354677,3.60284907,0.00004430,0.05648833,0.28094752,0.24765280,0.15943474,1.12272407,0.37336632,2.14747874
-5.08754377,3.57449522,0.00004815,0.05255707,0.26383043,0.24294173,0.15223267,1.14309343,0.36519069,2.13601354
-5.08154077,3.53035453,0.00005328,0.04874647,0.24722449,0.23693793,0.14514408,1.15852195,0.35487474,2.11467562
-5.07553777,3.47122365,0.00006021,0.04506685,0.23114220,0.22974672,0.13817228,1.16896329,0.34261364,2.08395015
-5.06953477,3.39822591,0.00006965,0.04152795,0.21559832,0.22149633,0.13134450,1.17448678,0.32863338,2.04452538
-5.06353177,3.31279308,0.00008249,0.03813917,0.20061201,0.21233411,0.12471066,1.17528569,0.31318386,1.99728156
-5.05752876,3.21664116,0.00009991,0.03490977,0.18620830,0.20242249,0.11834185,1.17168334,0.29653159,1.94327633
-5.05152576,3.11174120,0.00012338,0.03184897,0.17241914,0.19193470,0.11232849,1.16413637,0.27895217,1.88372718
-5.04552276,3.00028590,0.00015478,0.02896596,0.15928385,0.18105059,0.10677840,1.15323499,0.26072287,1.81999122
-5.03951976,2.88465292,0.00019647,0.02626997,0.14684925,0.16995256,0.10181482,1.13969966,0.24211570,1.75354305
-5.03351676,2.76736567,0.00025132,0.02377019,0.13516944,0.15882185,0.09757440,1.12437399,0.22339102,1.68595077
-5.02751376,2.65105228,0.00032289,0.02147582,0.12430545,0.14783516,0.09420530,1.10821369,0.20479201,1.61885082
-5.02151076,2.53840344,0.00041548,0.01939610,0.11432473,0.13716186,0.09186534,1.09227154,0.18654009,1.55392188
-5.01550775,2.43212964,0.00053421,0.01754036,0.10530070,0.12696169,0.09072027,1.07767834,0.16883144,1.49285802
-5.00950475,2.33491833,0.00068521,0.01591819,0.09731234,0.11738304,0.09094209,1.06562030,0.15183453,1.43734167
-5.00350175,2.24939147,0.00087562,0.01453955,0.09044385,0.10856179,0.09270742,1.05731305,0.13568885,1.38901634
-4.99749875,2.17806390,0.00111374,0.01341501,0.08478450,0.10062068,0.09619590,1.05397306,0.12050455,1.34945966
-4.99149575,2.12330290,0.00140907,0.01255604,0.08042845,0.09366908,0.10158838,1.05678696,0.10636309,1.32015689
-4.98549275,2.08728947,0.00177237,0.01197521,0.07747469,0.08780322,0.10906514,1.06687982,0.09331863,1.30247517
-4.97948974,2.07198169,0.00221562,0.01168649,0.07602694,0.08310665,0.11880378,1.08528316,0.08140019,1.29763898
-4.97348674,2.07908073,0.00275203,0.01170544,0.07619331,0.07965093,0.13097685,1.11290385,0.07061416,1.30670708
-4.96748374,2.10999987,0.00339589,0.01204943,0.07808583,0.07749641,0.14574914,1.15049483,0.06094733,1.33055139
-4.96148074,2.16583729,0.00416242,0.01273763,0.08181957,0.07669294,0.16327467,1.19862879,0.05236994,1.36983820
-4.95547774,2.24735285,0.00506754,0.01379107,0.08751123,0.07728062,0.18369315,1.25767579,0.04483893,1.42501210
-4.94947474,2.35494962,0.00612753,0.01523237,0.09527726,0.07929025,0.20712612,1.32778557,0.03830104,1.49628310
-4.94347174,2.48866041,0.00735865,0.01708547,0.10523122,0.08274363,0.23367269,1.40887553,0.03269569,1.58361727
-4.93746873,2.64813974,0.00877662,0.01937505,0.11748056,0.08765355,0.26340498,1.50062471,0.02795770,1.68673124
-4.93146573,2.83266149,0.01039613,0.02212590,0.13212258,0.09402351,0.29636325,1.60247422,0.02401961,1.80509070
-4.92546273,3.04112237,0.01223016,0.02536195,0.14923985,0.10184713,0.33255096,1.71363419,0.02081362,1.93791321
-4.91945973,3.27205114,0.01428935,0.02910530,0.16889494,0.11110725,0.37192984,1.83309713,0.01827320,2.08417525
-4.91345673,3.52362355,0.01658129,0.03337491,0.19112483,0.12177485,0.41441510,1.95965725,0.01633431,2.24262344
-4.90745373,3.79368265,0.01910984,0.03818534,0.21593499,0.13380770,0.45987112,2.09193507,0.01493621,2.41178990
-4.90145073,4.07976418,0.02187448,0.04354524,0.24329352,0.14714904,0.50810768,2.22840660,0.01402201,2.59001126
-4.89544772,4.37912644,0.02486968,0.04945593,0.27312557,0.16172609,0.55887710,2.36743602,0.01353883,2.77545129
-4.88944472,4.68878442,0.02808443,0.05590997,0.30530833,0.17744879,0.61187247,2.50731062,0.01343784,2.96612640
-4.88344172,5.00554734,0.03150184,0.06288975,0.33966691,0.19420867,0.66672729,2.64627712,0.01367399,3.15993393
-4.87743872,5.32605948,0.03509898,0.07036638,0.37597156,0.21187810,0.72301663,2.78257788,0.01420564,3.35468245
-4.87143572,5.64684345,0.03884681,0.07829870,0.41393630,0.23030993,0.78026014,2.91448613,0.01499415,3.54812384
-4.86543272,5.96434596,0.04271041,0.08663263,0.45321945,0.24933771,0.83792698,3.04033912,0.01600330,3.73798660
-4.85942971,6.27498529,0.04664939,0.09530098,0.49342614,0.26877652,0.89544280,3.15856836,0.01719886,3.92200999
-4.85342671,6.57520052,0.05061854,0.10422357,0.53411293,0.28842447,0.95219876,3.26772644,0.01854806,4.09797853
-4.84742371,6.86150205,0.05456866,0.11330789,0.57479462,0.30806501,1.00756254,3.36650985,0.02001921,4.26375664
-4.84142071,7.13052307,0.05844767,0.12245031,0.61495320,0.32746988,1.06089111,3.45377766,0.02158139,4.41732278
-4.83541771,7.37907173,0.06220180,0.13153766,0.65404864,0.34640282,1.11154508,3.52856610,0.02320418,4.55680285
-4.82941471,7.60418322,0.06577694,0.14044946,0.69153139,0.36462391,1.15890410,3.59009901,0.02485762,4.68050228
-4.82341171,7.80317136,0.06912010,0.14906043,0.72685612,0.38189449,1.20238300,3.63779460,0.02651222,4.78693640
-4.81740870,7.97367850,0.07218085,0.15724350,0.75949622,0.39798233,1.24144793,3.67126876,0.02813903,4.87485836
-4.81140570,8.11372287,0.07491272,0.16487301,0.78895855,0.41266722,1.27563212,3.69033523,0.02970991,4.94328406
-4.80540270,8.22174181,0.07727460,0.17182811,0.81479785,0.42574645,1.30455034,3.69500316,0.03119783,4.99151330
-4.79939970,8.29662963,0.07923182,0.17799623,0.83663022,0.43704011,1.32791164,3.68547215,0.03257726,5.01914653
-4.79339670,8.33776830,0.08075723,0.18327639,0.85414505,0.44639611,1.34552965,3.66212520,0.03382456,5.02609624
-4.78739370,8.34504957,0.08183190,0.18758232,0.86711489,0.45369445,1.35732997,3.62551960,0.03491843,5.01259250
-4.78139070,8.31888687,0.08244558,0.19084521,0.87540289,0.45885078,1.36335417,3.57637588,0.03584037,4.97918196
-4.77538769,8.26021585,0.08259696,0.19301598,0.87896726,0.46181897,1.36376019,3.51556485,0.03657505,4.92671984
-4.76938469,8.17048253,0.08229347,0.19406694,0.87786285,0.46259256,1.35881896,3.44409279,0.03711068,4.85635484
-4.76338169,8.05161865,0.08155098,0.19399278,0.87223937,0.46120506,1.34890727,3.36308470,0.03743931,4.76950680
-4.75737869,7.90600423,0.08039309,0.19281091,0.86233676,0.45772903,1.33449733,3.27376571,0.03755699,4.66783765
-4.75137569,7.73641798,0.07885028,0.19056097,0.84847750,0.45227395,1.31614307,3.17744087,0.03746390,4.55321624
-4.74537269,7.54597694,0.07695880,0.18730369,0.83105657,0.44498303,1.29446418,3.07547340,0.03716431,4.42767798
-4.73936968,7.33806696,0.07475951,0.18311912,0.81052931,0.43602896,1.27012819,2.96926194,0.03666646,4.29338060
-4.73336668,7.11626668,0.07229650,0.17810418,0.78739769,0.42560894,1.24383170,2.86021716,0.03598233,4.15255749
-4.72736368,6.88426744,0.06961581,0.17236984,0.76219583,0.41393906,1.21628133,2.74973839,0.03512733,4.00747031
-4.72136068,6.64579241,0.06676409,0.16603789,0.73547513,0.40124827,1.18817541,2.63919098,0.03411983,3.86036242
-4.71535768,6.40451779,0.06378736,0.15923751,0.70778982,0.38777238,1.16018707,2.52988498,0.03298071,3.71341505
-4.70935468,6.16399916,0.06072987,0.15210179,0.67968331,0.37374801,1.13294941,2.42305601,0.03173278,3.56870750
-4.70335168,5.92760552,0.05763312,0.14476428,0.65167607,0.35940701,1.10704328,2.31984879,0.03040018,3.42818281
-4.69734867,5.69846324,0.05453512,0.13735576,0.62425518,0.34497141,1.08298804,2.22130395,0.02900785,3.29361988
-4.69134567,5.47941144,0.05146970,0.13000132,0.59786598,0.33064903,1.06123539,2.12834837,0.02758081,3.16661251
-4.68534267,5.27296957,0.04846621,0.12281779,0.57290599,0.31663002,1.04216628,2.04178924,0.02614369,3.04855575
-4.67933967,5.08131736,0.04554930,0.11591168,0.54972093,0.30308417,1.02609062,1.96231172,0.02472015,2.94063905
-4.67333667,4.90628641,0.04273897,0.10937754,0.52860302,0.29015925,1.01324941,1.89047984,0.02333240,2.84384578
-4.66733367,4.74936211,0.04005075,0.10329690,0.50979118,0.27798014,1.00381868,1.82674020,0.02200076,2.75895801
-4.66133067,4.61169404,0.03749604,0.09773761,0.49347286,0.26664877,0.99791476,1.77142766,0.02074339,2.68656526
-4.65532766,4.49411265,0.03508266,0.09275371,0.47978727,0.25624475,0.99560008,1.72477237,0.01957595,2.62707599
-4.64932466,4.39714981,0.03281535,0.08838561,0.46882965,0.24682654,0.99688886,1.68690717,0.01851145,2.58073018
-4.64332166,4.32106091,0.03069644,0.08466073,0.46065607,0.23843298,1.00175229,1.65787460,0.01756013,2.54761180
