energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.66383192,3.50171090,0.01889017,0.00000000,0.01043813,0.80774748,0.04315403,1.29690932,0.66831005,0.89758256
-5.65782891,3.39464421,0.01787917,0.00000000,0.01014917,0.79304271,0.04126384,1.24891201,0.63712863,0.88113567
-5.65182591,3.29651408,0.01692929,0.00000000,0.00988070,0.77964304,0.03953497,1.20507226,0.60878105,0.86619195
-5.64582291,3.20833130,0.01604735,0.00000000,0.00963450,0.76777245,0.03797853,1.16576549,0.58362479,0.85299618
-5.63981991,3.13095532,0.01523938,0.00000000,0.00941207,0.75764441,0.03660375,1.13128486,0.56197712,0.84178455
-5.63381691,3.06509566,0.01451059,0.00000000,0.00921464,0.74945916,0.03541793,1.10184591,0.54411386,0.83278329
-5.62781391,3.01131557,0.01386548,0.00000000,0.00904310,0.74340092,0.03442642,1.07759286,0.53026886,0.82620727
-5.62181091,2.97003757,0.01330785,0.00000000,0.00889805,0.73963496,0.03363256,1.05860624,0.52063379,0.82225853
-5.61580790,2.94155037,0.01284091,0.00000000,0.00877972,0.73830465,0.03303760,1.04491139,0.51535828,0.82112466
-5.60980490,2.92601681,0.01246723,0.00000000,0.00868804,0.73952860,0.03264064,1.03648749,0.51455025,0.82297716
-5.60380190,2.92348232,0.01218888,0.00000000,0.00862254,0.74339800,0.03243859,1.03327653,0.51827633,0.82796956
-5.59779890,2.93388365,0.01200739,0.00000000,0.00858242,0.74997418,0.03242608,1.03519196,0.52656218,0.83623555
-5.59179590,2.95705713,0.01192377,0.00000000,0.00856653,0.75928652,0.03259542,1.04212650,0.53939284,0.84788678
-5.58579290,2.99274647,0.01193858,0.00000000,0.00857340,0.77133078,0.03293665,1.05395886,0.55671287,0.86301058
-5.57978989,3.04060939,0.01205188,0.00000000,0.00860124,0.78606780,0.03343753,1.07055891,0.57842647,0.88166744
-5.57378689,3.10022312,0.01226323,0.00000000,0.00864799,0.80342278,0.03408363,1.09179121,0.60439742,0.90388818
-5.56778389,3.17108824,0.01257172,0.00000000,0.00871138,0.82328495,0.03485848,1.11751665,0.63444902,0.92967100
-5.56178089,3.25263115,0.01297589,0.00000000,0.00878895,0.84550790,0.03574375,1.14759219,0.66836414,0.95897831
-5.55577789,3.34420483,0.01347375,0.00000000,0.00887813,0.86991032,0.03671950,1.18186860,0.70588538,0.99173339
-5.54977489,3.44508826,0.01406268,0.00000000,0.00897626,0.89627741,0.03776451,1.22018657,0.74671555,1.02781718
-5.54377189,3.55448467,0.01473946,0.00000000,0.00908069,0.92436275,0.03885659,1.26237111,0.79051858,1.06706505
-5.53776888,3.67151914,0.01550015,0.00000000,0.00918881,0.95389074,0.03997304,1.30822489,0.83692104,1.10926406
-5.53176588,3.79523580,0.01634005,0.00000000,0.00929812,0.98455962,0.04109103,1.35752073,0.88551430,1.15415061
-5.52576288,3.92459556,0.01725366,0.00000000,0.00940626,1.01604495,0.04218811,1.40999380,0.93585760,1.20140898
-5.51975988,4.05847467,0.01823460,0.00000000,0.00951106,1.04800365,0.04324269,1.46533411,0.98748190,1.25067080
-5.51375688,4.19566510,0.01927555,0.00000000,0.00961058,1.08007842,0.04423444,1.52317985,1.03989482,1.30151574
-5.50775388,4.33487716,0.02036825,0.00000000,0.00970312,1.11190266,0.04514483,1.58311210,1.09258644,1.35347372
-5.50175088,4.47474516,0.02150344,0.00000000,0.00978725,1.14310570,0.04595747,1.64465156,1.14503605,1.40602864
-5.49574787,4.61383645,0.02267088,0.00000000,0.00986183,1.17331835,0.04665852,1.70725766,1.19671980,1.45862382
-5.48974487,4.75066441,0.02385941,0.00000000,0.00992599,1.20217860,0.04723694,1.77033050,1.24711906,1.51066931
-5.48374187,4.88370545,0.02505695,0.00000000,0.00997914,1.22933757,0.04768478,1.83321594,1.29572930,1.56155074
-5.47773887,5.01142013,0.02625068,0.00000000,0.01002093,1.25446533,0.04799725,1.89521381,1.34206942,1.61063991
-5.47173587,5.13227819,0.02742716,0.00000000,0.01005131,1.27725675,0.04817283,1.95558937,1.38569110,1.65730670
-5.46573287,5.24478700,0.02857253,0.00000000,0.01007043,1.29743707,0.04821322,2.01358766,1.42618814,1.70093208
-5.45972986,5.34752280,0.02967275,0.00000000,0.01007869,1.31476720,0.04812321,2.06845056,1.46320521,1.74092185
-5.45372686,5.43916381,0.03071390,0.00000000,0.01007667,1.32904849,0.04791053,2.11943577,1.49644604,1.77672068
-5.44772386,5.51852410,0.03168243,0.00000000,0.01006518,1.34012702,0.04758555,2.16583732,1.52568044,1.80782595
-5.44172086,5.58458701,0.03256556,0.00000000,0.01004520,1.34789706,0.04716097,2.20700651,1.55075014,1.83380094
-5.43571786,5.63653662,0.03335160,0.00000000,0.01001787,1.35230378,0.04665144,2.24237263,1.57157290,1.85428673
-5.42971486,5.67378587,0.03403025,0.00000000,0.00998452,1.35334491,0.04607315,2.27146250,1.58814496,1.86901256
-5.42371186,5.69599993,0.03459297,0.00000000,0.00994660,1.35107143,0.04544341,2.29391768,1.60054127,1.87780392
-5.41770885,5.70311339,0.03503326,0.00000000,0.00990575,1.34558700,0.04478019,2.30950880,1.60891370,1.88058822
-5.41170585,5.69534004,0.03534687,0.00000000,0.00986371,1.33704619,0.04410164,2.31814596,1.61348691,1.87739758
-5.40570285,5.67317441,0.03553196,0.00000000,0.00982235,1.32565143,0.04342566,2.31988467,1.61455193,1.86836868
-5.39969985,5.63738425,0.03558928,0.00000000,0.00978362,1.31164867,0.04276949,2.31492683,1.61245755,1.85373949
-5.39369685,5.58899373,0.03552205,0.00000000,0.00974954,1.29532181,0.04214922,2.30361649,1.60759975,1.83384294
-5.38769385,5.52925756,0.03533602,0.00000000,0.00972216,1.27698589,0.04157947,2.28643044,1.60040924,1.80909774
-5.38169085,5.45962644,0.03503917,0.00000000,0.00970350,1.25697934,0.04107300,2.26396377,1.59133770,1.77999654
-5.37568784,5.38170504,0.03464158,0.00000000,0.00969550,1.23565536,0.04064039,2.23691093,1.58084297,1.74709196
-5.36968484,5.29720385,0.03415499,0.00000000,0.00970001,1.21337268,0.04028980,2.20604307,1.56937391,1.71098088
-5.36368184,5.20788676,0.03359248,0.00000000,0.00971866,1.19048611,0.04002673,2.17218251,1.55735535,1.67228755
-5.35767884,5.11551652,0.03296800,0.00000000,0.00975287,1.16733702,0.03985387,2.13617544,1.54517385,1.63164625
-5.35167584,5.02180046,0.03229590,0.00000000,0.00980374,1.14424433,0.03977104,2.09886419,1.53316496,1.58968417
-5.34567284,4.92833884,0.03159046,0.00000000,0.00987206,1.12149625,0.03977519,2.06106015,1.52160246,1.54700497
-5.33966983,4.83657831,0.03086545,0.00000000,0.00995822,1.09934312,0.03986045,2.02351868,1.51069025,1.50417395
-5.33366683,4.74777260,0.03013368,0.00000000,0.01006226,1.07799182,0.04001832,1.98691728,1.50055735,1.46170520
-5.32766383,4.66295248,0.02940667,0.00000000,0.01018379,1.05760191,0.04023791,1.95183780,1.49125628,1.42005126
-5.32166083,4.58290635,0.02869438,0.00000000,0.01032208,1.03828371,0.04050631,1.91875372,1.48276507,1.37959575
-5.31565783,4.50817240,0.02800495,0.00000000,0.01047606,1.02009858,0.04080896,1.88802282,1.47499285,1.34064898
-5.30965483,4.43904261,0.02734466,0.00000000,0.01064437,1.00306122,0.04113018,1.85988575,1.46778889,1.30344691
-5.30365183,4.37557835,0.02671791,0.00000000,0.01082544,0.98714404,0.04145369,1.83447005,1.46095458,1.26815313
-5.29764882,4.31763642,0.02612728,0.00000000,0.01101757,0.97228332,0.04176319,1.81179960,1.45425796,1.23486374
-5.29164582,4.26490391,0.02557371,0.00000000,0.01121902,0.95838683,0.04204292,1.79180846,1.44744991,1.20361467
-5.28564282,4.21693989,0.02505676,0.00000000,0.01142810,0.94534255,0.04227828,1.77435840,1.44028127,1.17439109
-5.27963982,4.17322110,0.02457486,0.00000000,0.01164322,0.93302793,0.04245633,1.75925878,1.43251992,1.14713800
-5.27363682,4.13318914,0.02412567,0.00000000,0.01186304,0.92131922,0.04256629,1.74628759,1.42396683,1.12177172
-5.26763382,4.09629601,0.02370641,0.00000000,0.01208643,0.91010035,0.04259989,1.73521223,1.41447035,1.09819121
-5.26163082,4.06204557,0.02331419,0.00000000,0.01231258,0.89927073,0.04255170,1.72580886,1.40393767,1.07628884
-5.25562781,4.03002810,0.02294632,0.00000000,0.01254098,0.88875171,0.04241924,1.71787902,1.39234306,1.05595991
-5.24962481,3.99994637,0.02260057,0.00000000,0.01277143,0.87849119,0.04220306,1.71126260,1.37973222,1.03711039
-5.24362181,3.97163158,0.02227541,0.00000000,0.01300395,0.86846619,0.04190661,1.70584646,1.36622259,1.01966255
-5.23761881,3.94504859,0.02197011,0.00000000,0.01323880,0.85868332,0.04153604,1.70156838,1.35199964,1.00355839
-5.23161581,3.92029055,0.02168490,0.00000000,0.01347633,0.84917711,0.04109983,1.69841617,1.33730941,0.98876062
-5.22561281,3.89756368,0.02142090,0.00000000,0.01371692,0.84000656,0.04060840,1.69642228,1.32244777,0.97525159
-5.21960980,3.87716375,0.02118019,0.00000000,0.01396089,0.83124998,0.04007355,1.69565465,1.30774713,0.96303027
-5.21360680,3.85944636,0.02096563,0.00000000,0.01420840,0.82299877,0.03950795,1.69620447,1.29356157,0.95210780
-5.20760380,3.84479346,0.02078079,0.00000000,0.01445934,0.81535061,0.03892457,1.69817211,1.28025127,0.94250218
-5.20160080,3.83357901,0.02062981,0.00000000,0.01471332,0.80840255,0.03833611,1.70165246,1.26816740,0.93423260
-5.19559780,3.82613646,0.02051721,0.00000000,0.01496955,0.80224463,0.03775452,1.70672080,1.25763844,0.92731412
-5.18959480,3.82273086,0.02044777,0.00000000,0.01522691,0.79695456,0.03719053,1.71342056,1.24895884,0.92175320
-5.18359180,3.82353774,0.02042642,0.00000000,0.01548389,0.79259389,0.03665339,1.72175396,1.24238085,0.91754460
-5.17758879,3.82863080,0.02045807,0.00000000,0.01573872,0.78920601,0.03615053,1.73167647,1.23811009,0.91467007
-5.17158579,3.83797930,0.02054761,0.00000000,0.01598939,0.78681618,0.03568753,1.74309548,1.23630508,0.91309899
-5.16558279,3.85145574,0.02069980,0.00000000,0.01623379,0.78543372,0.03526810,1.75587358,1.23708086,0.91279108
-5.15957979,3.86885326,0.02091932,0.00000000,0.01646984,0.78505608,0.03489420,1.76983627,1.24051636,0.91370109
-5.15357679,3.88991183,0.02121076,0.00000000,0.01669567,0.78567464,0.03456625,1.78478359,1.24666503,0.91578508
-5.14757379,3.91435109,0.02157863,0.00000000,0.01690969,0.78728186,0.03428345,1.80050491,1.25556792,0.91900797
-5.14157079,3.94190767,0.02202742,0.00000000,0.01711081,0.78987905,0.03404416,1.81679596,1.26726820,0.92335174
-5.13556778,3.97237404,0.02256161,0.00000000,0.01729853,0.79348436,0.03384629,1.83347661,1.28182598,0.92882362
-5.12956478,4.00563575,0.02318566,0.00000000,0.01747302,0.79814018,0.03368770,1.85040837,1.29933230,0.93546355
-5.12356178,4.04170427,0.02390397,0.00000000,0.01763523,0.80391933,0.03356661,1.86750998,1.31992098,0.94335026
-5.11755878,4.08074225,0.02472081,0.00000000,0.01778683,0.81092948,0.03348198,1.88477010,1.34377729,0.95260528
-5.11155578,4.12307896,0.02564017,0.00000000,0.01793023,0.81931511,0.03343374,1.90225581,1.37114243,0.96339433
-5.10555278,4.16921410,0.02666555,0.00000000,0.01806848,0.82925682,0.03342304,1.92011618,1.40231322,0.97592566
-5.09954977,4.21980863,0.02779973,0.00000000,0.01820510,0.84096757,0.03345231,1.93858043,1.43763638,0.99044511
-5.09354677,4.27566248,0.02904446,0.00000000,0.01834398,0.85468581,0.03352531,1.95795046,1.47749750,1.00722790
-5.08754377,4.33767967,0.03040015,0.00000000,0.01848911,0.87066574,0.03364700,1.97858803,1.52230483,1.02656718
-5.08154077,4.40682222,0.03186549,0.00000000,0.01864436,0.88916491,0.03382334,2.00089707,1.57246849,1.04875985
-5.07553777,4.48405491,0.03343710,0.00000000,0.01881329,0.91042965,0.03406102,2.02530224,1.62837611,1.07409016
-5.06953477,4.57028401,0.03510926,0.00000000,0.01899886,0.93467911,0.03436707,2.05222462,1.69036602,1.10281177
-5.06353177,4.66629303,0.03687357,0.00000000,0.01920326,0.96208855,0.03474849,2.08205631,1.75869954,1.13512931
-5.05752876,4.77267935,0.03871877,0.00000000,0.01942773,0.99277291,0.03521180,2.11513502,1.83353384,1.17118026
-5.05152576,4.88979542,0.04063066,0.00000000,0.01967245,1.02677145,0.03576259,2.15172059,1.91489711,1.21101816
-5.04552276,5.01769810,0.04259207,0.00000000,0.01993645,1.06403447,0.03640514,2.19197460,2.00266759,1.25459828
-5.03951976,5.15610953,0.04458300,0.00000000,0.02021761,1.10441293,0.03714202,2.23594448,2.09655796,1.30176649
-5.03351676,5.30439217,0.04658088,0.00000000,0.02051278,1.14765166,0.03797380,2.28355317,2.19610633,1.35225230
-5.02751376,5.46153997,0.04856097,0.00000000,0.02081786,1.19338688,0.03889886,2.33459495,2.30067461,1.40566646
-5.02151076,5.62618693,0.05049692,0.00000000,0.02112803,1.24114827,0.03991322,2.38873794,2.40945506,1.46150373
-5.01550775,5.79663318,0.05236134,0.00000000,0.02143797,1.29036585,0.04101061,2.44553311,2.52148478,1.51915081
-5.00950475,5.97088789,0.05412656,0.00000000,0.02174221,1.34038158,0.04218249,2.50442945,2.63566802,1.57789946
-5.00350175,6.14672714,0.05576547,0.00000000,0.02203537,1.39046534,0.04341829,2.56479452,2.75080546,1.63696416
-4.99749875,6.32176456,0.05725227,0.00000000,0.02231257,1.43983479,0.04470572,2.62593929,2.86562910,1.69550405
-4.99149575,6.49353111,0.05856334,0.00000000,0.02256965,1.48767826,0.04603110,2.68714589,2.97884134,1.75264785
-4.98549275,6.65956046,0.05967802,0.00000000,0.02280355,1.53317986,0.04737987,2.74769679,3.08915638,1.80752110
-4.97948974,6.81747582,0.06057927,0.00000000,0.02301251,1.57554556,0.04873703,2.80690389,3.19534175,1.85927424
-4.97348674,6.96507391,0.06125435,0.00000000,0.02319624,1.61402929,0.05008764,2.86413579,3.29625821,1.90711050
-4.96748374,7.10040212,0.06169518,0.00000000,0.02335611,1.64795775,0.05141735,2.91884202,3.39089570,1.95031209
-4.96148074,7.22182510,0.06189869,0.00000000,0.02349512,1.67675289,0.05271287,2.97057269,3.47840384,1.98826382
-4.95547774,7.32807766,0.06186690,0.00000000,0.02361794,1.69995100,0.05396236,3.01899287,3.55811520,2.02047278
-4.94947474,7.41830162,0.06160688,0.00000000,0.02373075,1.71721763,0.05515582,3.06389081,3.62956048,2.04658342
-4.94347174,7.49206504,0.06113045,0.00000000,0.02384109,1.72835763,0.05628535,3.10517981,3.69247480,2.06638724
-4.93746873,7.54936321,0.06045378,0.00000000,0.02395761,1.73331993,0.05734530,3.14289369,3.74679494,2.07982685
-4.93146573,7.59060190,0.05959680,0.00000000,0.02408973,1.73219686,0.05833238,3.17717647,3.79264804,2.08699416
-4.92546273,7.61656383,0.05858249,0.00000000,0.02424735,1.72521823,0.05924562,3.20826668,3.83033232,2.08812305
-4.91945973,7.62836076,0.05743609,0.00000000,0.02444045,1.71274038,0.06008622,3.23647757,3.86029128,2.08357675
-4.91345673,7.62737353,0.05618425,0.00000000,0.02467867,1.69523091,0.06085733,3.26217420,3.88308280,2.07383087
-4.90745373,7.61518353,0.05485412,0.00000000,0.02497094,1.67324969,0.06156377,3.28574879,3.89934500,2.05945273
-4.90145073,7.59349887,0.05347257,0.00000000,0.02532513,1.64742732,0.06221163,3.30759565,3.90976063,2.04107813
-4.89544772,7.56407891,0.05206530,0.00000000,0.02574763,1.61844171,0.06280785,3.32808688,3.91502208,2.01938654
-4.88944472,7.52866052,0.05065622,0.00000000,0.02624310,1.58699408,0.06335979,3.34755013,3.91579844,1.99507592
-4.88344172,7.48888923,0.04926679,0.00000000,0.02681415,1.55378524,0.06387472,3.36624933,3.91270652,1.96883809
-4.87743872,7.44625804,0.04791556,0.00000000,0.02746117,1.51949313,0.06435941,3.38436912,3.90628671,1.94133574
-4.87143572,7.40205600,0.04661788,0.00000000,0.02818216,1.48475247,0.06481965,3.40200365,3.89698475,1.91318185
-4.86543272,7.35732817,0.04538569,0.00000000,0.02897265,1.45013714,0.06525988,3.41914988,3.88513988,1.88492214
-4.85942971,7.31284794,0.04422747,0.00000000,0.02982572,1.41614599,0.06568286,3.43570552,3.87097934,1.85702115
-4.85342671,7.26910204,0.04314837,0.00000000,0.03073203,1.38319215,0.06608942,3.45147149,3.85461917,1.82985220
-4.84742371,7.22628803,0.04215041,0.00000000,0.03167997,1.35159632,0.06647825,3.46615839,3.83607060,1.80369134
-4.84142071,7.18432368,0.04123278,0.00000000,0.03265589,1.32158379,0.06684586,3.47939677,3.81525135,1.77871526
-4.83541771,7.14286704,0.04039224,0.00000000,0.03364435,1.29328532,0.06718659,3.49075036,3.79200079,1.75500301
-4.82941471,7.10134590,0.03962356,0.00000000,0.03462847,1.26674131,0.06749267,3.49973187,3.76609803,1.73254116
-4.82341171,7.05899514,0.03891999,0.00000000,0.03559032,1.24190910,0.06775452,3.50582058,3.73728176,1.71123206
-4.81740870,7.01490007,0.03827373,0.00000000,0.03651135,1.21867295,0.06796099,3.50848115,3.70527090,1.69090470
-4.81140570,6.96804428,0.03767642,0.00000000,0.03737289,1.19685598,0.06809977,3.50718301,3.66978509,1.67132758
-4.80540270,6.91735997,0.03711953,0.00000000,0.03815662,1.17623380,0.06815784,3.50141983,3.63056424,1.65222326
-4.79939970,6.86177929,0.03659480,0.00000000,0.03884508,1.15654904,0.06812199,3.49072841,3.58738640,1.63328372
-4.79339670,6.80028486,0.03609456,0.00000000,0.03942215,1.13752640,0.06797935,3.47470658,3.54008349,1.61418631
-4.78739370,6.73195800,0.03561200,0.00000000,0.03987353,1.11888757,0.06771798,3.45302965,3.48855455,1.59460952
-4.78139070,6.65602319,0.03514140,0.00000000,0.04018717,1.10036561,0.06732740,3.42546482,3.43277612,1.57424820
-4.77538769,6.57188747,0.03467825,0.00000000,0.04035361,1.08171826,0.06679911,3.39188334,3.37280969,1.55282772
-4.76938469,6.47917346,0.03421938,0.00000000,0.04036630,1.06273986,0.06612705,3.35226983,3.30880617,1.53011658
-4.76338169,6.37774506,0.03376293,0.00000000,0.04022179,1.04327146,0.06530804,3.30672857,3.24100731,1.50593722
-4.75737869,6.26772505,0.03330838,0.00000000,0.03991986,1.02320890,0.06434201,3.25548638,3.16974432,1.48017461
-4.75137569,6.14950378,0.03285641,0.00000000,0.03946352,1.00250856,0.06323222,3.19889194,3.09543361,1.45278239
-4.74537269,6.02373885,0.03240883,0.00000000,0.03885891,0.98119083,0.06198532,3.13741148,3.01856996,1.42378640
-4.73936968,5.89134564,0.03196838,0.00000000,0.03811516,0.95934100,0.06061129,3.07162074,2.93971744,1.39328553
-4.73336668,5.75347893,0.03153858,0.00000000,0.03724404,0.93710782,0.05912328,3.00219359,2.85949818,1.36144989
-4.72736368,5.61150636,0.03112351,0.00000000,0.03625965,0.91469965,0.05753726,2.92988736,2.77857957,1.32851639
-4.72136068,5.46697457,0.03072761,0.00000000,0.03517798,0.89237857,0.05587168,2.85552556,2.69766010,1.29478196
-4.71535768,5.32156929,0.03035544,0.00000000,0.03401641,0.87045245,0.05414691,2.77997845,2.61745449,1.26059475
-4.70935468,5.17707084,0.03001150,0.00000000,0.03279324,0.84926554,0.05238476,2.70414215,2.53867846,1.22634360
-4.70335168,5.03530680,0.02969997,0.00000000,0.03152712,0.82918773,0.05060781,2.62891722,2.46203374,1.19244632
-4.69734867,4.89810349,0.02942458,0.00000000,0.03023660,0.81060301,0.04883882,2.55518727,2.38819374,1.15933724
-4.69134567,4.76723809,0.02918839,0.00000000,0.02893961,0.79389746,0.04710013,2.48379867,2.31779051,1.12745453
-4.68534267,4.64439317,0.02899365,0.00000000,0.02765307,0.77944714,0.04541305,2.41554185,2.25140321,1.09722782
-4.67933967,4.53111510,0.02884173,0.00000000,0.02639247,0.76760640,0.04379736,2.35113508,2.18954860,1.06906660
-4.67333667,4.42877771,0.02873295,0.00000000,0.02517161,0.75869686,0.04227082,2.29121110,2.13267367,1.04334986
-4.66733367,4.33855225,0.02866659,0.00000000,0.02400238,0.75299748,0.04084884,2.23630699,2.08115066,1.02041719
-4.66133067,4.26138433,0.02864083,0.00000000,0.02289460,0.75073586,0.03954415,2.18685756,2.03527436,1.00056184
-4.65532766,4.19797829,0.02865278,0.00000000,0.02185596,0.75208123,0.03836661,2.14319216,1.99526165,0.98402558
-4.64932466,4.14878894,0.02869850,0.00000000,0.02089206,0.75713896,0.03732316,2.10553488,1.96125305,0.97099574
-4.64332166,4.11402054,0.02877305,0.00000000,0.02000644,0.76594707,0.03641777,2.07400774,1.93331607,0.96160410
