energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.86193097,2.42933511,0.61126431,0.36622588,0.00469397,0.22431930,0.48062030,0.52018025,0.02528300,1.32727811
-5.85592796,2.34034828,0.58558157,0.35409674,0.00483120,0.20864771,0.45090570,0.50477243,0.02475483,1.28300061
-5.84992496,2.25399780,0.56069005,0.34246406,0.00498540,0.19306401,0.42197464,0.49025910,0.02417817,1.23977982
-5.84392196,2.17125890,0.53686716,0.33142945,0.00515531,0.17775065,0.39413026,0.47683146,0.02355179,1.19811842
-5.83791896,2.09292014,0.51433849,0.32106869,0.00533903,0.16287027,0.36762944,0.46463712,0.02287497,1.15842235
-5.83191596,2.01957606,0.49327469,0.31143200,0.00553396,0.14856305,0.34267953,0.45377915,0.02214778,1.12099645
-5.82591296,1.95162729,0.47379050,0.30254530,0.00573693,0.13494511,0.31943697,0.44431691,0.02137131,1.08604414
-5.81990995,1.88928807,0.45594590,0.29441221,0.00594418,0.12210779,0.29800784,0.43626851,0.02054775,1.05367097
-5.81390695,1.83260030,0.43974932,0.28701668,0.00615152,0.11011784,0.27845022,0.42961476,0.01968052,1.02389175
-5.80790395,1.78145323,0.42516246,0.28032629,0.00635439,0.09901838,0.26077809,0.42430434,0.01877427,0.99664078
-5.80190095,1.73560768,0.41210672,0.27429585,0.00654798,0.08883058,0.24496644,0.42026002,0.01783481,0.97178452
-5.79589795,1.69472350,0.40047064,0.26887117,0.00672742,0.07955577,0.23095747,0.41738551,0.01686896,0.94913615
-5.78989495,1.65838878,0.39011812,0.26399301,0.00688784,0.07117807,0.21866725,0.41557258,0.01588441,0.92847119
-5.78389195,1.62614958,0.38089700,0.25960079,0.00702460,0.06366715,0.20799276,0.41470825,0.01488952,0.90954347
-5.77788894,1.59753858,0.37264761,0.25563608,0.00713337,0.05698114,0.19881879,0.41468148,0.01389299,0.89210075
-5.77188594,1.57210160,0.36521081,0.25204564,0.00721031,0.05106951,0.19102447,0.41538920,0.01290374,0.87589932
-5.76588294,1.54942077,0.35843542,0.24878403,0.00725219,0.04587582,0.18448920,0.41674134,0.01193053,0.86071692
-5.75987994,1.52913342,0.35218455,0.24581547,0.00725650,0.04134023,0.17909764,0.41866460,0.01098184,0.84636353
-5.75387694,1.51094622,0.34634071,0.24311511,0.00722151,0.03740175,0.17474373,0.42110492,0.01006561,0.83268973
-5.74787394,1.49464405,0.34080956,0.24066967,0.00714638,0.03400010,0.17133364,0.42402839,0.00918909,0.81959232
-5.74187094,1.48009361,0.33552222,0.23847726,0.00703116,0.03107735,0.16878750,0.42742081,0.00835873,0.80701714
-5.73586793,1.46724201,0.33043617,0.23654676,0.00687679,0.02857902,0.16704010,0.43128590,0.00758009,0.79495924
-5.72986493,1.45611078,0.32553477,0.23489650,0.00668508,0.02645500,0.16604055,0.43564227,0.00685780,0.78346050
-5.72386193,1.44678597,0.32082561,0.23355261,0.00645865,0.02466009,0.16575104,0.44051956,0.00619559,0.77260513
-5.71785893,1.43940534,0.31633784,0.23254703,0.00620082,0.02315423,0.16614486,0.44595389,0.00559631,0.76251330
-5.71185593,1.43414350,0.31211870,0.23191531,0.00591554,0.02190258,0.16720398,0.45198306,0.00506200,0.75333360
-5.70585293,1.43119605,0.30822956,0.23169442,0.00560722,0.02087530,0.16891610,0.45864170,0.00459398,0.74523456
-5.69984992,1.43076380,0.30474161,0.23192061,0.00528061,0.02004730,0.17127174,0.46595692,0.00419296,0.73839592
-5.69384692,1.43303789,0.30173151,0.23262745,0.00494065,0.01939776,0.17426125,0.47394447,0.00385910,0.73300000
-5.68784392,1.43818662,0.29927726,0.23384419,0.00459234,0.01890969,0.17787207,0.48260591,0.00359215,0.72922362
-5.68184092,1.44634458,0.29745430,0.23559441,0.00424056,0.01856937,0.18208623,0.49192676,0.00339150,0.72723074
-5.67583792,1.45760439,0.29633217,0.23789504,0.00388999,0.01836580,0.18687844,0.50187580,0.00325626,0.72716624
-5.66983492,1.47201124,0.29597161,0.24075574,0.00354496,0.01829019,0.19221453,0.51240553,0.00318529,0.72915072
-5.66383192,1.48956003,0.29642235,0.24417864,0.00320936,0.01833540,0.19805054,0.52345360,0.00317724,0.73327646
-5.65782891,1.51019505,0.29772140,0.24815825,0.00288663,0.01849550,0.20433226,0.53494523,0.00323052,0.73960445
-5.65182591,1.53381143,0.29989182,0.25268164,0.00257961,0.01876525,0.21099536,0.54679614,0.00334329,0.74816234
-5.64582291,1.56025815,0.30294211,0.25772867,0.00229062,0.01913972,0.21796594,0.55891598,0.00351341,0.75894304
-5.63981991,1.58934177,0.30686576,0.26327230,0.00202138,0.01961391,0.22516151,0.57121178,0.00373835,0.77190398
-5.63381691,1.62083047,0.31164123,0.26927878,0.00177306,0.02018237,0.23249226,0.58359122,0.00401517,0.78696667
-5.62781391,1.65445780,0.31723208,0.27570779,0.00154632,0.02083892,0.23986256,0.59596543,0.00434037,0.80401648
-5.62181091,1.68992578,0.32358716,0.28251238,0.00134136,0.02157641,0.24717271,0.60825116,0.00470987,0.82290256
-5.61580790,1.72690713,0.33064100,0.28963888,0.00115792,0.02238645,0.25432063,0.62037205,0.00511894,0.84343788
-5.60980490,1.76504653,0.33831416,0.29702652,0.00099543,0.02325932,0.26120370,0.63225909,0.00556212,0.86539939
-5.60380190,1.80396102,0.34651369,0.30460717,0.00085301,0.02418382,0.26772049,0.64385012,0.00603322,0.88852848
-5.59779890,1.84323988,0.35513365,0.31230496,0.00072955,0.02514726,0.27377244,0.65508850,0.00652533,0.91253185
-5.59179590,1.88244419,0.36405584,0.32003606,0.00062379,0.02613549,0.27926548,0.66592122,0.00703087,0.93708300
-5.58579290,1.92110685,0.37315070,0.32770864,0.00053435,0.02713301,0.28411145,0.67629644,0.00754163,0.96182458
-5.57978989,1.95873333,0.38227849,0.33522311,0.00045980,0.02812313,0.28822951,0.68616095,0.00804893,0.98637174
-5.57378689,1.99480377,0.39129081,0.34247284,0.00039870,0.02908830,0.29154735,0.69545765,0.00854375,1.01031676
-5.56778389,2.02877692,0.40003259,0.34934516,0.00034961,0.03001037,0.29400234,0.70412348,0.00901692,1.03323494
-5.56178089,2.06009629,0.40834438,0.35572306,0.00031114,0.03087105,0.29554252,0.71208793,0.00945935,1.05469180
-5.55577789,2.08819860,0.41606520,0.36148718,0.00028199,0.03165232,0.29612755,0.71927248,0.00986223,1.07425163
-5.54977489,2.11252463,0.42303568,0.36651849,0.00026091,0.03233691,0.29572949,0.72559109,0.01021731,1.09148707
-5.54377189,2.13253244,0.42910160,0.37070116,0.00024674,0.03290887,0.29433349,0.73095177,0.01051708,1.10598955
-5.53776888,2.14771235,0.43411765,0.37392593,0.00023843,0.03335395,0.29193834,0.73525942,0.01075509,1.11738029
-5.53176588,2.15760344,0.43795134,0.37609353,0.00023500,0.03366021,0.28855688,0.73841976,0.01092607,1.12532127
-5.52576288,2.16181075,0.44048682,0.37711820,0.00023557,0.03381832,0.28421615,0.74034425,0.01102614,1.12952601
-5.51975988,2.16002250,0.44162862,0.37693111,0.00023933,0.03382202,0.27895747,0.74095581,0.01105295,1.12976930
-5.51375688,2.15202642,0.44130498,0.37548342,0.00024556,0.03366832,0.27283612,0.74019508,0.01100573,1.12589584
-5.50775388,2.13772451,0.43947076,0.37274895,0.00025362,0.03335774,0.26592087,0.73802688,0.01088536,1.11782697
-5.50175088,2.11714515,0.43610964,0.36872625,0.00026294,0.03289433,0.25829316,0.73444647,0.01069430,1.10556544
-5.49574787,2.09045213,0.43123559,0.36343999,0.00027301,0.03228565,0.25004599,0.72948535,0.01043655,1.08919774
-5.48974487,2.05794967,0.42489353,0.35694150,0.00028339,0.03154262,0.24128253,0.72321614,0.01011746,1.06889392
-5.48374187,2.02008322,0.41715903,0.34930857,0.00029371,0.03067924,0.23211439,0.71575618,0.00974363,1.04490478
-5.47773887,1.97743550,0.40813707,0.34064431,0.00030367,0.02971227,0.22265966,0.70726959,0.00932263,1.01755658
-5.47173587,1.93071786,0.39795990,0.33107523,0.00031303,0.02866074,0.21304064,0.69796747,0.00886278,0.98724331
-5.46573287,1.88075689,0.38678401,0.32074856,0.00032160,0.02754544,0.20338147,0.68810607,0.00837289,0.95441682
-5.45972986,1.82847657,0.37478631,0.30982888,0.00032925,0.02638839,0.19380552,0.67798285,0.00786199,0.91957537
-5.45372686,1.77487656,0.36215965,0.29849417,0.00033593,0.02521225,0.18443279,0.66793036,0.00733907,0.88325061
-5.44772386,1.72100704,0.34910781,0.28693156,0.00034162,0.02403966,0.17537722,0.65830801,0.00681285,0.84599396
-5.44172086,1.66794103,0.33584011,0.27533268,0.00034634,0.02289269,0.16674418,0.64949200,0.00629153,0.80836246
-5.43571786,1.61674497,0.32256589,0.26388900,0.00035018,0.02179229,0.15862802,0.64186360,0.00578261,0.77090491
-5.42971486,1.56844865,0.30948898,0.25278724,0.00035323,0.02075768,0.15110991,0.63579622,0.00529275,0.73414852
-5.42371186,1.52401541,0.29680231,0.24220493,0.00035564,0.01980597,0.14425596,0.63164171,0.00482762,0.69858675
-5.41770885,1.48431367,0.28468301,0.23230635,0.00035753,0.01895171,0.13811575,0.62971636,0.00439184,0.66466852
-5.41170585,1.45009090,0.27328794,0.22323899,0.00035907,0.01820656,0.13272124,0.63028738,0.00398897,0.63278916
-5.40570285,1.42195081,0.26274997,0.21513044,0.00036040,0.01757908,0.12808622,0.63356013,0.00362146,0.60328342
-5.39969985,1.40033478,0.25317505,0.20808605,0.00036163,0.01707457,0.12420621,0.63966703,0.00329070,0.57642047
-5.39369685,1.38550817,0.24464016,0.20218716,0.00036289,0.01669500,0.12105893,0.64865850,0.00299712,0.55240113
-5.38769385,1.37755207,0.23719223,0.19749010,0.00036425,0.01643911,0.11860529,0.66049649,0.00274023,0.53135722
-5.38169085,1.37636084,0.23084798,0.19402580,0.00036574,0.01630249,0.11679084,0.67505103,0.00251873,0.51335284
-5.37568784,1.38164566,0.22559478,0.19180012,0.00036737,0.01627781,0.11554777,0.69210002,0.00233064,0.49838756
-5.36968484,1.39294389,0.22139236,0.19079479,0.00036910,0.01635521,0.11479723,0.71133255,0.00217345,0.48640115
-5.36368184,1.40963415,0.21817537,0.19096884,0.00037085,0.01652259,0.11445208,0.73235555,0.00204418,0.47727959
-5.35767884,1.43095630,0.21585659,0.19226055,0.00037252,0.01676614,0.11441980,0.75470383,0.00193958,0.47086215
-5.35167584,1.45603592,0.21433083,0.19458979,0.00037395,0.01707082,0.11460562,0.77785296,0.00185621,0.46694909
-5.34567284,1.48391223,0.21347911,0.19786064,0.00037500,0.01742095,0.11491566,0.80123478,0.00179054,0.46530980
-5.33966983,1.51356835,0.21317325,0.20196422,0.00037547,0.01780071,0.11526005,0.82425471,0.00173910,0.46569095
-5.33366683,1.54396293,0.21328040,0.20678170,0.00037518,0.01819480,0.11555581,0.84631034,0.00169853,0.46782458
-5.32766383,1.57406188,0.21366758,0.21218724,0.00037395,0.01858891,0.11572951,0.86681040,0.00166569,0.47143560
-5.32166083,1.60286896,0.21420602,0.21805102,0.00037161,0.01897033,0.11571947,0.88519344,0.00163769,0.47624880
-5.31565783,1.62945423,0.21477496,0.22424204,0.00036801,0.01932832,0.11547762,0.90094527,0.00161195,0.48199510
-5.30965483,1.65297918,0.21526514,0.23063090,0.00036304,0.01965455,0.11497070,0.91361467,0.00158626,0.48841678
-5.30365183,1.67271783,0.21558148,0.23709216,0.00035661,0.01994337,0.11418098,0.92282637,0.00155878,0.49527195
-5.29764882,1.68807292,0.21564523,0.24350663,0.00034867,0.02019198,0.11310633,0.92829123,0.00152803,0.50233791
-5.29164582,1.69858693,0.21539528,0.24976320,0.00033923,0.02040050,0.11175975,0.92981277,0.00149294,0.50941361
-5.28564282,1.70394758,0.21478879,0.25576043,0.00032832,0.02057189,0.11016825,0.92729025,0.00145279,0.51632113
-5.27963982,1.70398779,0.21380100,0.26140772,0.00031602,0.02071180,0.10837129,0.92071807,0.00140720,0.52290635
-5.27363682,1.69868053,0.21242443,0.26662620,0.00030245,0.02082822,0.10641873,0.91018169,0.00135610,0.52903876
-5.26763382,1.68812889,0.21066742,0.27134918,0.00028776,0.02093109,0.10436842,0.89585041,0.00129972,0.53461064
-5.26163082,1.67255213,0.20855211,0.27552231,0.00027214,0.02103177,0.10228348,0.87796751,0.00123849,0.53953564
-5.25562781,1.65226852,0.20611205,0.27910346,0.00025577,0.02114251,0.10022951,0.85683826,0.00117304,0.54374686
-5.24962481,1.62767591,0.20338950,0.28206219,0.00023887,0.02127576,0.09827166,0.83281647,0.00110416,0.54719468
-5.24362181,1.59923108,0.20043254,0.28437916,0.00022167,0.02144355,0.09647183,0.80629038,0.00103271,0.54984434
-5.23761881,1.56742880,0.19729216,0.28604520,0.00020436,0.02165682,0.09488605,0.77766837,0.00095964,0.55167344
-5.23161581,1.53278161,0.19401948,0.28706034,0.00018718,0.02192485,0.09356208,0.74736532,0.00088588,0.55266958
-5.22561281,1.49580117,0.19066320,0.28743271,0.00017030,0.02225467,0.09253745,0.71579018,0.00081235,0.55282803
-5.21960980,1.45698196,0.18726728,0.28717752,0.00015391,0.02265061,0.09183793,0.68333502,0.00073994,0.55214987
-5.21360680,1.41678773,0.18386920,0.28631596,0.00013817,0.02311397,0.09147648,0.65036615,0.00066944,0.55064034
-5.20760380,1.37564127,0.18049861,0.28487425,0.00012320,0.02364278,0.09145280,0.61721736,0.00060155,0.54830778
-5.20160080,1.33391760,0.17717653,0.28288285,0.00010911,0.02423174,0.09175338,0.58418535,0.00053686,0.54516292
-5.19559780,1.29194050,0.17391512,0.28037572,0.00009597,0.02487230,0.09235218,0.55152738,0.00047585,0.54121883
-5.18959480,1.24998230,0.17071802,0.27738984,0.00008384,0.02555289,0.09321180,0.51946088,0.00041889,0.53649125
-5.18359180,1.20826653,0.16758116,0.27396479,0.00007274,0.02625933,0.09428518,0.48816476,0.00036622,0.53099947
-5.17758879,1.16697295,0.16449405,0.27014258,0.00006267,0.02697530,0.09551774,0.45778214,0.00031797,0.52476758
-5.17158579,1.12624449,0.16144149,0.26596756,0.00005363,0.02768305,0.09684986,0.42842409,0.00027418,0.51782602
-5.16558279,1.08619536,0.15840550,0.26148634,0.00004558,0.02836406,0.09821964,0.40017394,0.00023478,0.51021338
-5.15957979,1.04691988,0.15536757,0.25674791,0.00003847,0.02899992,0.09956585,0.37309196,0.00019966,0.50197825
-5.15357679,1.00850135,0.15231082,0.25180367,0.00003225,0.02957310,0.10083088,0.34721988,0.00016863,0.49318109
-5.14757379,0.97102044,0.14922233,0.24670750,0.00002684,0.03006783,0.10196364,0.32258518,0.00014143,0.48389584
-5.14157079,0.93456273,0.14609517,0.24151569,0.00002219,0.03047089,0.10292235,0.29920470,0.00011780,0.47421136
-5.13556778,0.89922493,0.14293027,0.23628692,0.00001822,0.03077233,0.10367694,0.27708773,0.00009744,0.46423238
-5.12956478,0.86511961,0.13973798,0.23108205,0.00001485,0.03096613,0.10421110,0.25623826,0.00008004,0.45408006
-5.12356178,0.83237835,0.13653919,0.22596377,0.00001203,0.03105064,0.10452385,0.23665651,0.00006529,0.44389188
-5.11755878,0.80115309,0.13336597,0.22099628,0.00000967,0.03102899,0.10463052,0.21833985,0.00005289,0.43382104
-5.11155578,0.77161588,0.13026177,0.21624465,0.00000772,0.03090920,0.10456314,0.20128304,0.00004255,0.42403513
-5.10555278,0.74395707,0.12728104,0.21177430,0.00000612,0.03070418,0.10437017,0.18547811,0.00003399,0.41471418
-5.09954977,0.71838202,0.12448835,0.20765015,0.00000482,0.03043151,0.10411552,0.17091386,0.00002697,0.40604812
-5.09354677,0.69510672,0.12195698,0.20393590,0.00000377,0.03011303,0.10387698,0.15757527,0.00002125,0.39823356
-5.08754377,0.67435233,0.11976708,0.20069306,0.00000293,0.02977428,0.10374404,0.14544278,0.00001663,0.39147008
-5.08154077,0.65633891,0.11800342,0.19798002,0.00000226,0.02944377,0.10381509,0.13449170,0.00001292,0.38595601
-5.07553777,0.64127870,0.11675271,0.19585100,0.00000173,0.02915207,0.10419422,0.12469178,0.00000997,0.38188382
-5.06953477,0.62936894,0.11610081,0.19435498,0.00000132,0.02893087,0.10498765,0.11600691,0.00000764,0.37943520
-5.06353177,0.62078461,0.11612965,0.19353457,0.00000100,0.02881193,0.10629989,0.10839516,0.00000581,0.37877593
-5.05752876,0.61567123,0.11691413,0.19342485,0.00000075,0.02882596,0.10822983,0.10180894,0.00000439,0.38005070
-5.05152576,0.61413788,0.11851912,0.19405222,0.00000056,0.02900160,0.11086679,0.09619544,0.00000329,0.38337804
-5.04552276,0.61625069,0.12099652,0.19543325,0.00000041,0.02936431,0.11428681,0.09149721,0.00000246,0.38884538
-5.03951976,0.62202696,0.12438266,0.19757355,0.00000030,0.02993546,0.11854919,0.08765288,0.00000182,0.39650463
-5.03351676,0.63143010,0.12869604,0.20046672,0.00000022,0.03073142,0.12369352,0.08459791,0.00000134,0.40636818
-5.02751376,0.64436565,0.13393548,0.20409351,0.00000016,0.03176289,0.12973715,0.08226543,0.00000097,0.41840574
-5.02151076,0.66067841,0.14007885,0.20842105,0.00000012,0.03303431,0.13667346,0.08058705,0.00000071,0.43254199
-5.01550775,0.68015111,0.14708238,0.21340241,0.00000008,0.03454352,0.14447070,0.07949358,0.00000051,0.44865531
-5.00950475,0.70250448,0.15488061,0.21897639,0.00000006,0.03628154,0.15307175,0.07891578,0.00000036,0.46657764
-5.00350175,0.72739908,0.16338697,0.22506770,0.00000004,0.03823265,0.16239458,0.07878495,0.00000026,0.48609564
-4.99749875,0.75443885,0.17249502,0.23158752,0.00000003,0.04037461,0.17233357,0.07903355,0.00000018,0.50695312
-4.99149575,0.78317647,0.18208038,0.23843449,0.00000002,0.04267910,0.18276159,0.07959571,0.00000013,0.52885481
-4.98549275,0.81312037,0.19200315,0.24549610,0.00000001,0.04511233,0.19353278,0.08040769,0.00000009,0.55147144
-4.97948974,0.84374347,0.20211092,0.25265057,0.00000001,0.04763583,0.20448595,0.08140840,0.00000006,0.57444597
-4.97348674,0.87449333,0.21224217,0.25976911,0.00000001,0.05020741,0.21544855,0.08253988,0.00000004,0.59740093
-4.96748374,0.90480350,0.22222997,0.26671851,0.00000001,0.05278217,0.22624094,0.08374776,0.00000003,0.61994657
-4.96148074,0.93410590,0.23190597,0.27336410,0.00000000,0.05531367,0.23668103,0.08498187,0.00000002,0.64168974
-4.95547774,0.96184375,0.24110439,0.27957289,0.00000000,0.05775506,0.24658889,0.08619678,0.00000002,0.66224311
-4.94947474,0.98748469,0.24966603,0.28521684,0.00000000,0.06006031,0.25579144,0.08735245,0.00000002,0.68123450
-4.94347174,1.01053385,0.25744209,0.29017617,0.00000000,0.06218531,0.26412689,0.08841493,0.00000002,0.69831617
-4.93746873,1.03054641,0.26429783,0.29434265,0.00000000,0.06408907,0.27144887,0.08935702,0.00000003,0.71317361
-4.93146573,1.04713919,0.27011572,0.29762259,0.00000001,0.06573463,0.27763011,0.09015905,0.00000004,0.72553366
-4.92546273,1.06000117,0.27479831,0.29993975,0.00000001,0.06709003,0.28256565,0.09080955,0.00000005,0.73517187
-4.91945973,1.06890243,0.27827053,0.30123774,0.00000001,0.06812904,0.28617536,0.09130594,0.00000007,0.74191859
-4.91345673,1.07370139,0.28048143,0.30148212,0.00000002,0.06883174,0.28840584,0.09165517,0.00000011,0.74566401
-4.90745373,1.07435007,0.28140539,0.30066193,0.00000003,0.06918496,0.28923161,0.09187421,0.00000016,0.74636171
-4.90145073,1.07089734,0.28104270,0.29879075,0.00000004,0.06918251,0.28865556,0.09199042,0.00000024,0.74403079
-4.89544772,1.06348989,0.27941958,0.29590714,0.00000005,0.06882526,0.28670874,0.09204174,0.00000034,0.73875655
-4.88944472,1.05237095,0.27658761,0.29207453,0.00000008,0.06812101,0.28344943,0.09207673,0.00000049,0.73068953
-4.88344172,1.03787670,0.27262253,0.28738043,0.00000011,0.06708419,0.27896159,0.09215420,0.00000071,0.72004310
-4.87743872,1.02043044,0.26762261,0.28193515,0.00000016,0.06573540,0.27335270,0.09234272,0.00000101,0.70708945
-4.87143572,1.00053439,0.26170641,0.27586976,0.00000022,0.06410087,0.26675105,0.09271971,0.00000143,0.69215421
-4.86543272,0.97875946,0.25501012,0.26933355,0.00000031,0.06221169,0.25930256,0.09337019,0.00000202,0.67560951
-4.85942971,0.95573282,0.24768447,0.26249089,0.00000043,0.06010301,0.25116726,0.09438522,0.00000282,0.65786587
-4.85342671,0.93212378,0.23989127,0.25551762,0.00000060,0.05781312,0.24251537,0.09585994,0.00000391,0.63936278
-4.84742371,0.90862789,0.23179963,0.24859688,0.00000082,0.05538253,0.23352314,0.09789133,0.00000538,0.62055830
-4.84142071,0.88594982,0.22358196,0.24191468,0.00000111,0.05285297,0.22436862,0.10057564,0.00000736,0.60191781
-4.83541771,0.86478534,0.21540982,0.23565509,0.00000150,0.05026638,0.21522734,0.10400566,0.00001000,0.58390215
-4.82941471,0.84580277,0.20744970,0.22999530,0.00000202,0.04766396,0.20626797,0.10826776,0.00001349,0.56695540
-4.82341171,0.82962455,0.19985893,0.22510069,0.00000269,0.04508527,0.19764827,0.11343904,0.00001807,0.55149275
-4.81740870,0.81680952,0.19278165,0.22112000,0.00000356,0.04256739,0.18951120,0.11958448,0.00002403,0.53788871
-4.81140570,0.80783642,0.18634523,0.21818081,0.00000468,0.04014415,0.18198148,0.12675440,0.00003174,0.52646606
-4.80540270,0.80308951,0.18065696,0.21638554,0.00000611,0.03784553,0.17516261,0.13498227,0.00004164,0.51748601
-4.79939970,0.80284665,0.17580149,0.21580804,0.00000791,0.03569718,0.16913445,0.14428312,0.00005425,0.51113995
-4.79339670,0.80727079,0.17183874,0.21649111,0.00001018,0.03372008,0.16395158,0.15465260,0.00007018,0.50754313
-4.78739370,0.81640507,0.16880279,0.21844489,0.00001299,0.03193035,0.15964232,0.16606682,0.00009017,0.50673067
-4.78139070,0.83017212,0.16670146,0.22164640,0.00001647,0.03033929,0.15620864,0.17848307,0.00011506,0.50865610
-4.77538769,0.84837768,0.16551686,0.22604022,0.00002073,0.02895347,0.15362682,0.19184149,0.00014581,0.51319264
-4.76938469,0.87071872,0.16520683,0.23154031,0.00002590,0.02777507,0.15184901,0.20606752,0.00018351,0.52013725
-4.76338169,0.89679564,0.16570733,0.23803305,0.00003212,0.02680234,0.15080554,0.22107533,0.00022939,0.52921741
-4.75737869,0.92612837,0.16693546,0.24538122,0.00003956,0.02603013,0.15040796,0.23677181,0.00028478,0.54010048
-4.75137569,0.95817572,0.16879340,0.25342893,0.00004837,0.02545058,0.15055268,0.25306115,0.00035116,0.55240522
-4.74537269,0.99235707,0.17117273,0.26200729,0.00005872,0.02505384,0.15112508,0.26984977,0.00043009,0.56571507
-4.73936968,1.02807550,0.17395921,0.27094041,0.00007077,0.02482882,0.15200390,0.28705116,0.00052321,0.57959279
-4.73336668,1.06474139,0.17703771,0.28005164,0.00008469,0.02476394,0.15306585,0.30459065,0.00063224,0.59359559
-4.72736368,1.10179512,0.18029705,0.28916965,0.00010061,0.02484789,0.15419007,0.32240953,0.00075891,0.60729031
-4.72136068,1.13872803,0.18363465,0.29813411,0.00011866,0.02507025,0.15526242,0.34046847,0.00090492,0.62026791
-4.71535768,1.17510041,0.18696061,0.30680059,0.00013896,0.02542205,0.15617934,0.35874997,0.00107193,0.63215658
-4.70935468,1.21055576,0.19020123,0.31504463,0.00016155,0.02589625,0.15685116,0.37725954,0.00126147,0.64263304
-4.70335168,1.24483062,0.19330163,0.32276458,0.00018648,0.02648796,0.15720474,0.39602573,0.00147491,0.65143133
-4.69734867,1.27775951,0.19622743,0.32988325,0.00021370,0.02719467,0.15718529,0.41509877,0.00171337,0.65834909
-4.69134567,1.30927498,0.19896551,0.33634826,0.00024314,0.02801621,0.15675750,0.43454805,0.00197774,0.66325075
-4.68534267,1.33940279,0.20152369,0.34213114,0.00027466,0.02895465,0.15590567,0.45445850,0.00226853,0.66606794
-4.67933967,1.36825277,0.20392945,0.34722528,0.00030804,0.03001396,0.15463325,0.47492606,0.00258591,0.66679698
-4.67333667,1.39600601,0.20622777,0.35164296,0.00034300,0.03119971,0.15296152,0.49605262,0.00292963,0.66549396
-4.66733367,1.42289937,0.20847826,0.35541158,0.00037919,0.03251859,0.15092775,0.51794064,0.00329902,0.66226762
-4.66133067,1.44920824,0.21075170,0.35856949,0.00041621,0.03397790,0.14858283,0.54068784,0.00369298,0.65727063
-4.65532766,1.47522867,0.21312618,0.36116170,0.00045357,0.03558502,0.14598864,0.56438221,0.00410996,0.65068985
-4.64932466,1.50126001,0.21568312,0.36323571,0.00049075,0.03734694,0.14321514,0.58909772,0.00454805,0.64273608
-4.64332166,1.52758900,0.21850331,0.36483770,0.00052719,0.03926973,0.14033750,0.61489083,0.00500496,0.63363395
