energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.80790395,2.17822739,0.01123070,0.20658349,0.32491152,0.99111328,0.77171563,0.04051309,0.99005140
-5.80190095,2.18248547,0.01159358,0.20782419,0.32911951,1.02256308,0.76293682,0.03974086,0.99982396
-5.79589795,2.18748232,0.01205688,0.20882358,0.33365127,1.05431419,0.75323473,0.03888164,1.01136528
-5.78989495,2.19405410,0.01263155,0.20963667,0.33863587,1.08637104,0.74296660,0.03796026,1.02503084
-5.78389195,2.20292854,0.01332654,0.21031814,0.34418985,1.11870172,0.73247437,0.03700156,1.04109410
-5.77788894,2.21469594,0.01414838,0.21092012,0.35041157,1.15123145,0.72207390,0.03602968,1.05973340
-5.77188594,2.22978506,0.01510082,0.21149020,0.35737575,1.18383738,0.71204530,0.03506734,1.08102193
-5.76588294,2.24844482,0.01618450,0.21206940,0.36512866,1.21634491,0.70262478,0.03413521,1.10492152
-5.75987994,2.27073218,0.01739671,0.21269040,0.37368407,1.24852586,0.69399824,0.03325132,1.13128003
-5.75387694,2.29650664,0.01873122,0.21337591,0.38301995,1.28009863,0.68629673,0.03243064,1.15983268
-5.74787394,2.32543137,0.02017819,0.21413747,0.39307642,1.31073054,0.67959376,0.03168468,1.19020704
-5.74187094,2.35698094,0.02172422,0.21497445,0.40375480,1.34004232,0.67390473,0.03102125,1.22193159
-5.73586793,2.39045528,0.02335243,0.21587352,0.41491801,1.36761491,0.66918815,0.03044436,1.25444743
-5.72986493,2.42499943,0.02504272,0.21680863,0.42639236,1.39299821,0.66534881,0.02995421,1.28712290
-5.72386193,2.45962830,0.02677213,0.21774136,0.43797076,1.41572174,0.66224255,0.02954735,1.31927038
-5.71785893,2.49325578,0.02851525,0.21862183,0.44941731,1.43530682,0.65968256,0.02921689,1.35016497
-5.71185593,2.52472718,0.03024482,0.21939011,0.46047321,1.45127992,0.65744686,0.02895289,1.37906429
-5.70585293,2.55285393,0.03193237,0.21997804,0.47086381,1.46318666,0.65528685,0.02874281,1.40522885
-5.69984992,2.57644955,0.03354895,0.22031147,0.48030654,1.47060607,0.65293639,0.02857199,1.42794238
-5.69384692,2.59436565,0.03506593,0.22031289,0.48851962,1.47316437,0.65012141,0.02842430,1.44653157
-5.68784392,2.60552696,0.03645579,0.21990424,0.49523102,1.47054799,0.64656941,0.02828272,1.46038453
-5.68184092,2.60896422,0.03769299,0.21900987,0.50018756,1.46251514,0.64201884,0.02812998,1.46896757
-5.67583792,2.60384400,0.03875470,0.21755954,0.50316355,1.44890550,0.63622792,0.02794920,1.47183978
-5.66983492,2.58949441,0.03962161,0.21549134,0.50396884,1.42964772,0.62898261,0.02772448,1.46866505
-5.66383192,2.56542607,0.04027851,0.21275430,0.50245576,1.40476433,0.62010360,0.02744142,1.45922114
-5.65782891,2.53134766,0.04071483,0.20931076,0.49852474,1.37437394,0.60945207,0.02708767,1.44340566
-5.65182591,2.48717549,0.04092504,0.20513819,0.49212835,1.33869061,0.59693405,0.02665325,1.42123878
-5.64582291,2.43303702,0.04090881,0.20023061,0.48327355,1.29802041,0.58250328,0.02613086,1.39286261
-5.63981991,2.36926815,0.04067108,0.19459933,0.47202207,1.25275525,0.56616256,0.02551611,1.35853728
-5.63381691,2.29640443,0.04022184,0.18827310,0.45848890,1.20336442,0.54796358,0.02480757,1.31863393
-5.62781391,2.21516659,0.03957583,0.18129768,0.44283901,1.15038382,0.52800514,0.02400677,1.27362483
-5.62181091,2.12644097,0.03875196,0.17373478,0.42528229,1.09440361,0.50643008,0.02311804,1.22407082
-5.61580790,2.03125547,0.03777268,0.16566049,0.40606727,1.03605455,0.48342092,0.02214835,1.17060676
-5.60980490,1.93075197,0.03666314,0.15716321,0.38547348,0.97599346,0.45919443,0.02110693,1.11392516
-5.60380190,1.82615621,0.03545033,0.14834127,0.36380325,0.91488847,0.43399534,0.02000499,1.05475868
-5.59779890,1.71874621,0.03416206,0.13930020,0.34137293,0.85340440,0.40808947,0.01885525,0.99386213
-5.59179590,1.60982023,0.03282608,0.13014999,0.31850416,0.79218876,0.38175656,0.01767151,0.93199433
-5.58579290,1.50066554,0.03146909,0.12100212,0.29551542,0.73185883,0.35528296,0.01646822,0.86990060
-5.57978989,1.39252886,0.03011589,0.11196686,0.27271430,0.67299011,0.32895457,0.01526001,0.80829634
-5.57378689,1.28658951,0.02878865,0.10315062,0.25039056,0.61610646,0.30305022,0.01406130,0.74785223
-5.56778389,1.18393595,0.02750626,0.09465359,0.22881049,0.56167213,0.27783565,0.01288588,0.68918140
-5.56178089,1.08554649,0.02628388,0.08656768,0.20821248,0.51008580,0.25355840,0.01174663,0.63282897
-5.55577789,0.99227442,0.02513268,0.07897486,0.18880393,0.46167667,0.23044355,0.01065522,0.57926412
-5.54977489,0.90483779,0.02405971,0.07194587,0.17075965,0.41670258,0.20869064,0.00962189,0.52887491
-5.54377189,0.82381402,0.02306798,0.06553929,0.15422137,0.37535002,0.18847154,0.00865538,0.48196573
-5.53776888,0.74963885,0.02215674,0.05980100,0.13929864,0.33773587,0.16992945,0.00776275,0.43875732
-5.53176588,0.68260960,0.02132180,0.05476405,0.12607053,0.30391067,0.15317887,0.00694948,0.39938919
-5.52576288,0.62289188,0.02055612,0.05044873,0.11458829,0.27386322,0.13830646,0.00621939,0.36392417
-5.51975988,0.57052946,0.01985034,0.04686301,0.10487841,0.24752606,0.12537267,0.00557483,0.33235457
-5.51375688,0.52545637,0.01919350,0.04400313,0.09694614,0.22478180,0.11441392,0.00501671,0.30460988
-5.50775388,0.48751058,0.01857368,0.04185443,0.09077905,0.20546988,0.10544522,0.00454468,0.28056522
-5.50175088,0.45644866,0.01797867,0.04039221,0.08635039,0.18939354,0.09846300,0.00415729,0.26005051
-5.49574787,0.43196058,0.01739663,0.03958281,0.08362230,0.17632685,0.09344800,0.00385214,0.24285964
-5.48974487,0.41368423,0.01681664,0.03938464,0.08254847,0.16602156,0.09036802,0.00362603,0.22875957
-5.48374187,0.40121905,0.01622913,0.03974936,0.08307624,0.15821370,0.08918044,0.00347513,0.21749892
-5.47773887,0.39413847,0.01562630,0.04062298,0.08514818,0.15262983,0.08983437,0.00339509,0.20881586
-5.47173587,0.39200091,0.01500235,0.04194705,0.08870289,0.14899275,0.09227224,0.00338119,0.20244518
-5.46573287,0.39435912,0.01435358,0.04365986,0.09367538,0.14702690,0.09643105,0.00342844,0.19812437
-5.45972986,0.40076793,0.01367847,0.04569760,0.09999671,0.14646323,0.10224286,0.00353161,0.19559882
-5.45372686,0.41079043,0.01297753,0.04799560,0.10759336,0.14704360,0.10963498,0.00368536,0.19462597
-5.44772386,0.42400268,0.01225319,0.05048953,0.11638612,0.14852485,0.11852960,0.00388429,0.19497863
-5.44172086,0.43999730,0.01150947,0.05311659,0.12628895,0.15068240,0.12884300,0.00412290,0.19644757
-5.43571786,0.45838599,0.01075177,0.05581674,0.13720763,0.15331353,0.14048462,0.00439574,0.19884332
-5.42971486,0.47880146,0.00998644,0.05853387,0.14903872,0.15624028,0.15335592,0.00469731,0.20199756
-5.42371186,0.50089882,0.00922049,0.06121694,0.16166860,0.15931203,0.16734928,0.00502221,0.20576403
-5.41770885,0.52435694,0.00846124,0.06382109,0.17497305,0.16240763,0.18234709,0.00536508,0.21001915
-5.41170585,0.54887973,0.00771594,0.06630866,0.18881724,0.16543727,0.19822121,0.00572069,0.21466246
-5.40570285,0.57419777,0.00699157,0.06865007,0.20305635,0.16834380,0.21483279,0.00608396,0.21961689
-5.39969985,0.60007021,0.00629449,0.07082467,0.21753681,0.17110369,0.23203287,0.00645005,0.22482899
-5.39369685,0.62628720,0.00563034,0.07282133,0.23209818,0.17372745,0.24966347,0.00681438,0.23026906
-5.38769385,0.65267264,0.00500383,0.07463903,0.24657563,0.17625946,0.26755963,0.00717279,0.23593123
-5.38169085,0.67908742,0.00441870,0.07628711,0.26080297,0.17877738,0.28555202,0.00752153,0.24183347
-5.37568784,0.70543276,0.00387767,0.07778541,0.27461609,0.18139074,0.30347040,0.00785745,0.24801735
-5.36968484,0.73165370,0.00338244,0.07916424,0.28785671,0.18423911,0.32114763,0.00817805,0.25454771
-5.36368184,0.75774229,0.00293378,0.08046412,0.30037624,0.18748950,0.33842419,0.00848157,0.26151195
-5.35767884,0.78374031,0.00253156,0.08173522,0.31203955,0.19133320,0.35515299,0.00876712,0.26901899
-5.35167584,0.80974123,0.00217492,0.08303676,0.32272855,0.19598197,0.37120427,0.00903473,0.27719775
-5.34567284,0.83589097,0.00186233,0.08443603,0.33234523,0.20166371,0.38647033,0.00928541,0.28619516
-5.33966983,0.86238733,0.00159178,0.08600730,0.34081423,0.20861750,0.40086986,0.00952120,0.29617351
-5.33366683,0.88947772,0.00136087,0.08783046,0.34808450,0.21708826,0.41435160,0.00974515,0.30730731
-5.32766383,0.91745516,0.00116694,0.08998949,0.35413024,0.22732092,0.42689719,0.00996133,0.31977944
-5.32166083,0.94665225,0.00100723,0.09257074,0.35895085,0.23955433,0.43852290,0.01017473,0.33377682
-5.31565783,0.97743338,0.00087889,0.09566099,0.36257002,0.25401497,0.44928032,0.01039119,0.34948553
-5.30965483,1.01018514,0.00077918,0.09934545,0.36503389,0.27091046,0.45925580,0.01061721,0.36708557
-5.30365183,1.04530525,0.00070544,0.10370551,0.36640848,0.29042331,0.46856867,0.01085985,0.38674534
-5.29764882,1.08319038,0.00065523,0.10881658,0.36677650,0.31270466,0.47736851,0.01112643,0.40861614
-5.29164582,1.12422344,0.00062630,0.11474574,0.36623366,0.33786856,0.48583140,0.01142437,0.43282669
-5.28564282,1.16876068,0.00061668,0.12154953,0.36488480,0.36598673,0.49415554,0.01176088,0.45947817
-5.27963982,1.21711941,0.00062465,0.12927180,0.36283998,0.39708399,0.50255646,0.01214271,0.48863971
-5.27363682,1.26956694,0.00064880,0.13794173,0.36021065,0.43113471,0.51126204,0.01257589,0.52034482
-5.26763382,1.32631119,0.00068796,0.14757210,0.35710637,0.46806020,0.52050776,0.01306545,0.55458879
-5.26163082,1.38749368,0.00074126,0.15815783,0.35363194,0.50772745,0.53053228,0.01361518,0.59132726
-5.25562781,1.45318516,0.00080812,0.16967502,0.34988524,0.54994906,0.54157376,0.01422742,0.63047619
-5.24962481,1.52338434,0.00088820,0.18208029,0.34595575,0.59448466,0.55386688,0.01490291,0.67191308
-5.24362181,1.59801951,0.00098141,0.19531075,0.34192391,0.64104381,0.56764083,0.01564063,0.71547965
-5.23761881,1.67695341,0.00108790,0.20928442,0.33786109,0.68929023,0.58311808,0.01643775,0.76098569
-5.23161581,1.75999060,0.00120808,0.22390126,0.33383023,0.73884750,0.60051405,0.01728965,0.80821414
-5.22561281,1.84688727,0.00134251,0.23904472,0.32988696,0.78930594,0.62003731,0.01818991,0.85692694
-5.21960980,1.93736261,0.00149199,0.25458385,0.32608103,0.84023056,0.64189017,0.01913049,0.90687157
-5.21360680,2.03111121,0.00165744,0.27037591,0.32245790,0.89116991,0.66626936,0.02010186,0.95778780
-5.20760380,2.12781542,0.00183996,0.28626934,0.31906032,0.94166539,0.69336643,0.02109323,1.00941441
-5.20160080,2.22715712,0.00204070,0.30210722,0.31592968,0.99126097,0.72336752,0.02209285,1.06149536
-5.19559780,2.32882775,0.00226090,0.31773084,0.31310699,1.03951278,0.75645224,0.02308828,1.11378524
-5.18959480,2.43253613,0.00250179,0.33298350,0.31063342,1.08599841,0.79279127,0.02406674,1.16605352
-5.18359180,2.53801316,0.00276454,0.34771433,0.30855028,1.13032550,0.83254260,0.02501543,1.21808746
-5.17758879,2.64501314,0.00305020,0.36178200,0.30689841,1.17213941,0.87584619,0.02592190,1.26969338
-5.17158579,2.75331136,0.00335965,0.37505822,0.30571705,1.21112971,0.92281703,0.02677435,1.32069630
-5.16558279,2.86269788,0.00369348,0.38743090,0.30504215,1.24703517,0.97353683,0.02756193,1.37093789
-5.15957979,2.97296781,0.00405197,0.39880686,0.30490435,1.27964730,1.02804443,0.02827502,1.42027283
-5.15357679,3.08390846,0.00443497,0.40911396,0.30532666,1.30881215,1.08632530,0.02890546,1.46856388
-5.14757379,3.19528401,0.00484188,0.41830267,0.30632208,1.33443043,1.14830069,0.02944666,1.51567580
-5.14157079,3.30681869,0.00527154,0.42634682,0.30789118,1.35645600,1.21381687,0.02989381,1.56146864
-5.13556778,3.41817928,0.00572225,0.43324369,0.31002004,1.37489273,1.28263505,0.03024382,1.60579086
-5.12956478,3.52895821,0.00619168,0.43901327,0.31267842,1.38979001,1.35442283,0.03049540,1.64847255
-5.12356178,3.63865844,0.00667692,0.44369684,0.31581863,1.40123698,1.42874752,0.03064896,1.68931949
-5.11755878,3.74668109,0.00717444,0.44735469,0.31937481,1.40935586,1.50507231,0.03070647,1.72810839
-5.11155578,3.85231715,0.00768016,0.45006336,0.32326313,1.41429453,1.58275557,0.03067133,1.76458375
-5.10555278,3.95474396,0.00818947,0.45191214,0.32738254,1.41621883,1.66105396,0.03054817,1.79845669
-5.09954977,4.05302747,0.00869736,0.45299931,0.33161640,1.41530472,1.73912947,0.03034256,1.82940607
-5.09354677,4.14613052,0.00919843,0.45342794,0.33583477,1.41173078,1.81606080,0.03006084,1.85708197
-5.08754377,4.23292762,0.00968710,0.45330167,0.33989736,1.40567137,1.89085889,0.02970977,1.88111165
-5.08154077,4.31222595,0.01015764,0.45272055,0.34365703,1.39729051,1.96248645,0.02929635,1.90110782
-5.07553777,4.38279238,0.01060437,0.45177702,0.34696369,1.38673713,2.02988109,0.02882753,1.91667906
-5.06953477,4.44338564,0.01102175,0.45055245,0.34966860,1.37414155,2.09198153,0.02831001,1.92744197
-5.06353177,4.49279284,0.01140453,0.44911417,0.35162865,1.35961349,2.14775599,0.02775003,1.93303471
-5.05752876,4.52986892,0.01174790,0.44751322,0.35271078,1.34324172,2.19623189,0.02715326,1.93313135
-5.05152576,4.55357776,0.01204757,0.44578305,0.35279612,1.32509534,2.23652596,0.02652466,1.92745634
-5.04552276,4.56303320,0.01229992,0.44393898,0.35178387,1.30522653,2.26787341,0.02586842,1.91579872
-5.03951976,4.55753852,0.01250209,0.44197873,0.34959468,1.28367478,2.28965529,0.02518801,1.89802520
-5.03351676,4.53662251,0.01265207,0.43988377,0.34617349,1.26047232,2.30142276,0.02448613,1.87409169
-5.02751376,4.50007069,0.01274878,0.43762164,0.34149162,1.23565042,2.30291743,0.02376487,1.84405262
-5.02151076,4.44795024,0.01279214,0.43514891,0.33554816,1.20924627,2.29408668,0.02302577,1.80806773
-5.01550775,4.38062735,0.01278309,0.43241481,0.32837051,1.18131023,2.27509345,0.02227001,1.76640581
-5.00950475,4.29877620,0.01272367,0.42936527,0.32001410,1.15191269,2.24631982,0.02149854,1.71944539
-5.00350175,4.20337876,0.01261702,0.42594712,0.31056130,1.12115065,2.20836422,0.02071225,1.66767197
-4.99749875,4.09571532,0.01246743,0.42211233,0.30011949,1.08915313,2.16203211,0.01991221,1.61167212
-4.99149575,3.97734569,0.01228033,0.41782201,0.28881845,1.05608560,2.10832041,0.01909972,1.55212436
-4.98549275,3.85008158,0.01206230,0.41304995,0.27680709,1.02215268,2.04839596,0.01827656,1.48978730
-4.97948974,3.71595081,0.01182108,0.40778554,0.26424964,0.98759927,1.98356882,0.01744506,1.42548517
-4.97348674,3.57715451,0.01156556,0.40203590,0.25132145,0.95270978,1.91526100,0.01660815,1.36009146
-4.96748374,3.43601847,0.01130574,0.39582714,0.23820452,0.91780547,1.84497171,0.01576946,1.29451095
-4.96148074,3.29494024,0.01105274,0.38920463,0.22508290,0.88323997,1.77424010,0.01493329,1.22966093
-4.95547774,3.15633343,0.01081872,0.38223227,0.21213812,0.84939306,1.70460662,0.01410458,1.16645190
-4.94947474,3.02257111,0.01061685,0.37499086,0.19954482,0.81666302,1.63757415,0.01328881,1.10576870
-4.94347174,2.89592976,0.01046125,0.36757560,0.18746664,0.78545765,1.57457006,0.01249194,1.04845223
-4.93746873,2.77853563,0.01036684,0.36009283,0.17605256,0.75618448,1.51691017,0.01172019,0.99528255
-4.93146573,2.67231505,0.01034930,0.35265626,0.16543376,0.72924042,1.46576582,0.01097998,0.94696376
-4.92546273,2.57894995,0.01042485,0.34538276,0.15572110,0.70500134,1.42213486,0.01027763,0.90411088
-4.91945973,2.49984018,0.01061013,0.33838809,0.14700324,0.68381182,1.38681738,0.00961929,0.86723930
-4.91345673,2.43607332,0.01092196,0.33178258,0.13934550,0.66597565,1.36039689,0.00901067,0.83675671
-4.90745373,2.38840304,0.01137709,0.32566720,0.13278940,0.65174732,1.34322750,0.00845694,0.81295798
-4.90145073,2.35723651,0.01199188,0.32012999,0.12735289,0.64132478,1.33542741,0.00796248,0.79602261
-4.89544772,2.34263102,0.01278202,0.31524320,0.12303125,0.63484378,1.33687897,0.00753083,0.78601515
-4.88944472,2.34429992,0.01376206,0.31106109,0.11979856,0.63237400,1.34723521,0.00716454,0.78288805
-4.88344172,2.36162751,0.01494506,0.30761867,0.11760977,0.63391690,1.36593273,0.00686508,0.78648696
-4.87743872,2.39369226,0.01634203,0.30493118,0.11640309,0.63940557,1.39221058,0.00663280,0.79655813
-4.87143572,2.43929755,0.01796151,0.30299453,0.11610279,0.64870624,1.42513440,0.00646690,0.81275752
-4.86543272,2.49700874,0.01980897,0.30178639,0.11662229,0.66162154,1.46362518,0.00636550,0.83466138
-4.85942971,2.56519525,0.02188631,0.30126807,0.11786724,0.67789523,1.50649172,0.00632560,0.86177771
-4.85342671,2.64207636,0.02419133,0.30138685,0.11973881,0.69721817,1.55246555,0.00634323,0.89355831
-4.84742371,2.72576878,0.02671720,0.30207874,0.12213676,0.71923523,1.60023730,0.00641352,0.92941104
-4.84142071,2.81433482,0.02945209,0.30327137,0.12496242,0.74355297,1.64849323,0.00653083,0.96871187
-4.83541771,2.90582925,0.03237875,0.30488703,0.12812151,0.76974763,1.69595062,0.00668891,1.01081633
-4.82941471,2.99834361,0.03547436,0.30684545,0.13152653,0.79737333,1.74139097,0.00688106,1.05507037
-4.82341171,3.09004662,0.03871034,0.30906643,0.13509886,0.82597021,1.78368973,0.00710029,1.10082007
-4.81740870,3.17921961,0.04205256,0.31147206,0.13877046,0.85507224,1.82184182,0.00733953,1.14742046
-4.81140570,3.26428632,0.04546152,0.31398858,0.14248516,0.88421473,1.85498213,0.00759176,1.19424310
-4.80540270,3.34383649,0.04889288,0.31654772,0.14619942,0.91294131,1.88240049,0.00785023,1.24068276
-4.79939970,3.41664313,0.05229817,0.31908768,0.14988273,0.94081042,1.90355089,0.00810861,1.28616305
-4.79339670,3.48167366,0.05562569,0.32155377,0.15351744,0.96740143,1.91805507,0.00836112,1.33014127
-4.78739370,3.53809518,0.05882162,0.32389862,0.15709832,0.99232014,1.92570062,0.00860268,1.37211262
-4.78139070,3.58527466,0.06183132,0.32608236,0.16063147,1.01520412,1.92643417,0.00882903,1.41161398
-4.77538769,3.62277470,0.06460071,0.32807261,0.16413304,1.03572754,1.92035041,0.00903674,1.44822734
-4.76938469,3.65034568,0.06707781,0.32984451,0.16762747,1.05360589,1.90767768,0.00922335,1.48158308
-4.76338169,3.66791530,0.06921421,0.33138086,0.17114546,1.06860025,1.88876116,0.00938729,1.51136306
-4.75737869,3.67557630,0.07096664,0.33267241,0.17472166,1.08052143,1.86404442,0.00952793,1.53730373
-4.75137569,3.67357302,0.07229829,0.33371842,0.17839220,1.08923364,1.83405050,0.00964550,1.55919896
-4.74537269,3.66228751,0.07318012,0.33452737,0.18219206,1.09465770,1.79936308,0.00974104,1.57690270
-4.73936968,3.64222564,0.07359180,0.33511792,0.18615241,1.09677364,1.76060862,0.00981624,1.59033123
-4.73336668,3.61400339,0.07352255,0.33551997,0.19029803,1.09562252,1.71843994,0.00987339,1.59946479
-4.72736368,3.57833370,0.07297153,0.33577581,0.19464481,1.09130727,1.67352167,0.00991520,1.60434851
-4.72136068,3.53601356,0.07194797,0.33594114,0.19919763,1.08399240,1.62651770,0.00994468,1.60509228
-4.71535768,3.48791159,0.07047096,0.33608591,0.20394844,1.07390251,1.57808081,0.00996498,1.60186962
-4.70935468,3.43495569,0.06856891,0.33629489,0.20887496,1.06131931,1.52884428,0.00997926,1.59491525
-4.70335168,3.37812071,0.06627864,0.33666766,0.21393982,1.04657735,1.47941533,0.00999059,1.58452137
-4.69734867,3.31841585,0.06364433,0.33731811,0.21909037,1.03005832,1.43037012,0.01000181,1.57103274
-4.69134567,3.25687172,0.06071610,0.33837318,0.22425920,1.01218392,1.38224994,0.01001550,1.55484039
-4.68534267,3.19452691,0.05754856,0.33997085,0.22936532,0.99340765,1.33555827,0.01003388,1.53637439
-4.67933967,3.13241394,0.05419917,0.34225735,0.23431603,0.97420548,1.29075839,0.01005880,1.51609557
-4.67333667,3.07154470,0.05072663,0.34538354,0.23900953,0.95506572,1.24827123,0.01009177,1.49448650
-4.66733367,3.01289543,0.04718929,0.34950054,0.24333797,0.93647832,1.20847326,0.01013395,1.47204202
-4.66133067,2.95739127,0.04364367,0.35475464,0.24719109,0.91892389,1.17169415,0.01018620,1.44925940
-4.65532766,2.90589070,0.04014306,0.36128176,0.25046007,0.90286258,1.13821433,0.01024915,1.42662835
-4.64932466,2.85917006,0.03673643,0.36920143,0.25304157,0.88872321,1.10826218,0.01032330,1.40462126
-4.64332166,2.81790828,0.03346743,0.37861066,0.25484174,0.87689289,1.08201116,0.01040900,1.38368356
-4.63731866,2.78267239,0.03037374,0.38957789,0.25577990,0.86770723,1.05957677,0.01050661,1.36422454
-4.63131566,2.75390387,0.02748653,0.40213722,0.25579194,0.86144146,1.04101378,0.01061650,1.34660874
-4.62531266,2.73190650,0.02483030,0.41628324,0.25483299,0.85830261,1.02631375,0.01073905,1.33114800
-4.61930965,2.71683586,0.02242276,0.43196685,0.25287949,0.85842300,1.01540315,0.01087476,1.31809426
-4.61330665,2.70869114,0.02027508,0.44909200,0.24993029,0.86185505,1.00814240,0.01102411,1.30763341
-4.60730365,2.70730967,0.01839217,0.46751404,0.24600702,0.86856780,1.00432603,0.01118763,1.29988015
-4.60130065,2.71236454,0.01677313,0.48703943,0.24115344,0.87844511,1.00368415,0.01136577,1.29487422
-4.59529765,2.72336593,0.01541184,0.50742729,0.23543396,0.89128580,1.00588552,0.01155885,1.29257804
-4.58929465,2.73966646,0.01429752,0.52839271,0.22893140,0.90680583,1.01054222,0.01176698,1.29287606
-4.58329165,2.76047086,0.01341545,0.54961182,0.22174407,0.92464262,1.01721618,0.01198993,1.29557608
-4.57728864,2.78485020,0.01274763,0.57072868,0.21398232,0.94436158,1.02542728,0.01222708,1.30041243
-4.57128564,2.81176071,0.01227344,0.59136363,0.20576479,0.96546488,1.03466320,0.01247727,1.30705157
-4.56528264,2.84006698,0.01197029,0.61112305,0.19721442,0.98740232,1.04439063,0.01273884,1.31509968
-4.55927964,2.86856912,0.01181428,0.62961015,0.18845463,1.00958425,1.05406769,0.01300946,1.32411261
-4.55327664,2.89603346,0.01178079,0.64643639,0.17960551,1.03139622,1.06315711,0.01328622,1.33360774
-4.54727364,2.92122560,0.01184501,0.66123307,0.17078052,1.05221501,1.07113981,0.01356561,1.34307775
-4.54127064,2.94294510,0.01198246,0.67366278,0.16208358,1.07142565,1.07752832,0.01384355,1.35200558
-4.53526763,2.96006032,0.01216947,0.68343006,0.15360675,1.08843885,1.08187971,0.01411552,1.35988049
-4.52926463,2.97154221,0.01238359,0.69029098,0.14542854,1.10270825,1.08380728,0.01437663,1.36621421
-4.52326163,2.97649563,0.01260398,0.69406103,0.13761289,1.11374688,1.08299069,0.01462181,1.37055689
-4.51725863,2.97418672,0.01281173,0.69462118,0.13020873,1.12114206,1.07918410,0.01484590,1.37251185
-4.51125563,2.96406519,0.01299012,0.69192172,0.12325022,1.12456831,1.07222183,0.01504389,1.37174869
-4.50525263,2.94578033,0.01312485,0.68598362,0.11675750,1.12379742,1.06202137,0.01521100,1.36801392
-4.49924962,2.91918997,0.01320422,0.67689757,0.11073780,1.11870539,1.04858364,0.01534292,1.36113874
-4.49324662,2.88436182,0.01321919,0.66482044,0.10518703,1.10927579,1.03199028,0.01543589,1.35104333
