energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.89794897,3.31474595,-4.45237207,0.71235012,-0.72205931,2.07171442,-2.32322554,0.40465319,-1.01247472,0.33550198,-0.69571853,0.00792233,-0.00587064,0.19738219,-0.75806029,0.04007873,-0.05159271,0.46802403,-0.48447638
-5.89194597,3.34085653,-4.45922363,0.73621113,-0.72983331,2.09457819,-2.33348841,0.40620391,-1.00542493,0.33686027,-0.69086391,0.00812563,-0.00618033,0.19258953,-0.74780072,0.03936361,-0.05166700,0.46954786,-0.49251184
-5.88594297,3.36837732,-4.45751869,0.76124748,-0.73686930,2.11800883,-2.34177788,0.40881974,-0.99514947,0.33903979,-0.68342588,0.00829588,-0.00648197,0.18855543,-0.73449146,0.03852925,-0.05158710,0.47047944,-0.49981377
-5.87993997,3.39681275,-4.44725082,0.78724164,-0.74320717,2.14164675,-2.34798844,0.41234225,-0.98174746,0.34198427,-0.67350850,0.00843132,-0.00677255,0.18522650,-0.71828257,0.03758426,-0.05134435,0.47085953,-0.50624119
-5.87393697,3.42574809,-4.42859166,0.81398367,-0.74890231,2.16517392,-2.35206075,0.41662094,-0.96539408,0.34564640,-0.66126665,0.00853084,-0.00704914,0.18255584,-0.69938484,0.03654071,-0.05093276,0.47075049,-0.51167453
-5.86793397,3.45485122,-4.40187675,0.84127414,-0.75402094,2.18831750,-2.35397660,0.42151511,-0.94633377,0.34998699,-0.64690088,0.00859408,-0.00730886,0.18050354,-0.67806293,0.03541372,-0.05034907,0.47023290,-0.51601883
-5.86193097,3.48386997,-4.36758739,0.86892632,-0.75863555,2.21085080,-2.35375338,0.42689533,-0.92487115,0.35497373,-0.63065103,0.00862132,-0.00754902,0.17903678,-0.65462699,0.03422098,-0.04959289,0.46940150,-0.51920610
-5.85592796,3.51262550,-4.32632946,0.89676752,-0.76282067,2.23259168,-2.35143822,0.43264437,-0.90136004,0.36057958,-0.61278878,0.00861359,-0.00776715,0.17812964,-0.62942319,0.03298219,-0.04866671,0.46836053,-0.52119667
-5.84992496,3.54100226,-4.27881006,0.92463962,-0.76664905,2.25339879,-2.34710223,0.43865772,-0.87619134,0.36678091,-0.59360966,0.00857251,-0.00796106,0.17776246,-0.60282339,0.03171847,-0.04757592,0.46721892,-0.52197957
-5.84392196,3.56893543,-4.22581287,0.95239874,-0.77018851,2.27316612,-2.34083497,0.44484368,-0.84977999,0.37355556,-0.57342454,0.00850029,-0.00812892,0.17792099,-0.57521470,0.03045166,-0.04632867,0.46608532,-0.52157186
-5.83791896,3.59639673,-4.16817296,0.97991426,-0.77349939,2.29181625,-2.33273909,0.45112314,-0.82255181,0.38088087,-0.55255125,0.00839963,-0.00826925,0.17859533,-0.54698893,0.02920368,-0.04493575,0.46506335,-0.52001693
-5.83191596,3.62337962,-4.10675183,1.00706713,-0.77663269,2.30929311,-2.32292545,0.45742913,-0.79493059,0.38873167,-0.53130637,0.00827361,-0.00838097,0.17977864,-0.51853268,0.02799586,-0.04341036,0.46424728,-0.51738183
-5.82591296,3.64988474,-4.04241326,1.03374768,-0.77962890,2.32555473,-2.31150846,0.46370617,-0.76732594,0.39707858,-0.50999753,0.00812560,-0.00846343,0.18146590,-0.49021808,0.02684829,-0.04176788,0.46371811,-0.51375385
-5.81990995,3.67590658,-3.97600063,1.05985306,-0.78251741,2.34056648,-2.29860181,0.46990955,-0.74012229,0.40588643,-0.48891647,0.00795912,-0.00851634,0.18365252,-0.46239463,0.02577931,-0.04002548,0.46354051,-0.50923634
-5.81390695,3.70142192,-3.90831626,1.08528442,-0.78531656,2.35429534,-2.28431456,0.47600452,-0.71366940,0.41511292,-0.46833308,0.00777776,-0.00853984,0.18633312,-0.43538228,0.02480495,-0.03820184,0.46376039,-0.50394408
-5.80790395,3.72638077,-3.84010334,1.10994397,-0.78803412,2.36670551,-2.26874774,0.48196553,-0.68827454,0.42470770,-0.44849035,0.00758505,-0.00853439,0.18950034,-0.40946585,0.02393856,-0.03631667,0.46440339,-0.49799851
-5.80190095,3.75070000,-3.77203087,1.13373218,-0.79066827,2.37775555,-2.25199150,0.48777534,-0.66419666,0.43461170,-0.42960066,0.00738436,-0.00850080,0.19314381,-0.38489092,0.02319049,-0.03439034,0.46547416,-0.49152283
-5.79589795,3.77425982,-3.70468233,1.15654512,-0.79320900,2.38739708,-2.23412306,0.49342423,-0.64164249,0.44475685,-0.41184310,0.00717881,-0.00844013,0.19724932,-0.36186117,0.02256788,-0.03244348,0.46695651,-0.48463752
-5.78989495,3.79690318,-3.63854821,1.17827217,-0.79563985,2.39557512,-2.21520564,0.49890908,-0.62076470,0.45506609,-0.39536213,0.00697121,-0.00835367,0.20179816,-0.34053718,0.02207457,-0.03049652,0.46881429,-0.47745625
-5.78389195,3.81843777,-3.57402312,1.19879424,-0.79794001,2.40222974,-2.19528876,0.50423237,-0.60166203,0.46545384,-0.38026736,0.00676396,-0.00824288,0.20676663,-0.32103653,0.02171110,-0.02856939,0.47099296,-0.47008262
-5.77788894,3.83864034,-3.51140737,1.21798262,-0.80008674,2.40729889,-2.17440988,0.50940107,-0.58438124,0.47582668,-0.36663449,0.00655908,-0.00810936,0.21212580,-0.30343524,0.02147480,-0.02668112,0.47342177,-0.46260777
-5.77188594,3.85726294,-3.45091350,1.23569847,-0.80205811,2.41072201,-2.15259781,0.51442532,-0.56892082,0.48608441,-0.35450729,0.00635812,-0.00795480,0.21784137,-0.28777026,0.02136005,-0.02484960,0.47601643,-0.45510904
-5.76588294,3.87404072,-3.39267730,1.25179324,-0.80383598,2.41244420,-2.12987791,0.51931697,-0.55523616,0.49612143,-0.34390052,0.00616220,-0.00778094,0.22387373,-0.27404294,0.02135849,-0.02309136,0.47868213,-0.44764969
-5.75987994,3.88870067,-3.33677326,1.26610991,-0.80540921,2.41242058,-2.10627897,0.52408789,-0.54324598,0.50582834,-0.33480360,0.00597199,-0.00758954,0.23017814,-0.26222333,0.02145943,-0.02142138,0.48131685,-0.44027980
-5.75387694,3.90097106,-3.28323374,1.27848506,-0.80677703,2.41062044,-2.08184180,0.52874813,-0.53283977,0.51509381,-0.32718494,0.00578777,-0.00738240,0.23670506,-0.25225504,0.02165025,-0.01985305,0.48381480,-0.43303808
-5.74787394,3.91059098,-3.23207112,1.28875203,-0.80795238,2.40703114,-2.05662897,0.53330395,-0.52388577,0.52380670,-0.32099669,0.00560948,-0.00716129,0.24340054,-0.24406055,0.02191684,-0.01839812,0.48607000,-0.42595461
-5.74187094,3.91731987,-3.18330166,1.29674476,-0.80896509,2.40166141,-2.03073551,0.53775580,-0.51623944,0.53185826,-0.31617965,0.00543673,-0.00692802,0.25020675,-0.23754670,0.02224413,-0.01706673,0.48797967,-0.41905421
-5.73586793,3.92094644,-3.13697003,1.30230252,-0.80986480,2.39454385,-2.00429963,0.54209641,-0.50975185,0.53914456,-0.31266828,0.00526891,-0.00668438,0.25706251,-0.23261022,0.02261654,-0.01586748,0.48944764,-0.41236027
-5.72986493,3.92129700,-3.09317277,1.30527524,-0.81072314,2.38573678,-1.97751302,0.54630902,-0.50427768,0.54556886,-0.31039543,0.00510521,-0.00643221,0.26390398,-0.22914309,0.02301851,-0.01480752,0.49038744,-0.40589861
-5.72386193,3.91824271,-3.05207935,1.30552924,-0.81163523,2.37532510,-1.95062962,0.55036593,-0.49968264,0.55104400,-0.30929659,0.00494475,-0.00617336,0.27066533,-0.22703740,0.02343492,-0.01389271,0.49072514,-0.39970120
-5.71785893,3.91170573,-3.01394913,1.30295328,-0.81271993,2.36342028,-1.92397222,0.55422748,-0.49584982,0.55549470,-0.30931352,0.00478657,-0.00590970,0.27727952,-0.22618979,0.02385158,-0.01312770,0.49040174,-0.39380949
-5.71185593,3.90166387,-2.97914272,1.29746442,-0.81411887,2.35015956,-1.89793602,0.55784157,-0.49268479,0.55885959,-0.31039703,0.00462976,-0.00564316,0.28367911,-0.22650502,0.02425556,-0.01251607,0.48937520,-0.38827679
-5.70585293,3.88815375,-2.94812673,1.28901371,-0.81599385,2.33570414,-1.87298830,0.56114384,-0.49011915,0.56109302,-0.31250869,0.00447348,-0.00537569,0.28979710,-0.22789869,0.02463555,-0.01206041,0.48762184,-0.38316984
-5.69984992,3.87127211,-2.92147055,1.27759107,-0.81852259,2.32023662,-1.84966384,0.56405852,-0.48811244,0.56216643,-0.31562148,0.00431702,-0.00510929,0.29556786,-0.23029899,0.02498204,-0.01176237,0.48513724,-0.37856912
-5.69384692,3.85117523,-2.89983503,1.26322938,-0.82189274,2.30395756,-1.82855560,0.56650003,-0.48665219,0.56206925,-0.31971915,0.00415982,-0.00484594,0.30092803,-0.23364729,0.02528757,-0.01162269,0.48193649,-0.37456789
-5.68784392,3.82807634,-2.88395256,1.24600731,-0.82629431,2.28708126,-1.81030061,0.56837528,-0.48575218,0.56080933,-0.32479452,0.00400152,-0.00458765,0.30581748,-0.23789776,0.02554672,-0.01164116,0.47805377,-0.37126994
-5.68184092,3.80224094,-2.87459924,1.22605077,-0.83191051,2.26983080,-1.79556132,0.56958661,-0.48544892,0.55841276,-0.33084654,0.00384193,-0.00433633,0.31018028,-0.24301582,0.02575617,-0.01181659,0.47354133,-0.36878610
-5.67583792,3.77398006,-2.87255990,1.20353278,-0.83890751,2.25243239,-1.78500283,0.57003531,-0.48579658,0.55492311,-0.33787646,0.00368110,-0.00409386,0.31396562,-0.24897567,0.02591454,-0.01214664,0.46846776,-0.36722962
-5.66983492,3.74364167,-2.87858744,1.17867175,-0.84742350,2.23510921,-1.77926692,0.56962554,-0.48686051,0.55040019,-0.34588321,0.00351925,-0.00386197,0.31712878,-0.25575698,0.02602233,-0.01262777,0.46291579,-0.36671065
-5.66383192,3.71160041,-2.89335840,1.15172809,-0.85755755,2.21807473,-1.77894382,0.56826846,-0.48870980,0.54491815,-0.35485824,0.00335678,-0.00364224,0.31963198,-0.26334092,0.02608158,-0.01325504,0.45697949,-0.36733011
-5.65782891,3.67824598,-2.91742692,1.12299936,-0.86935889,2.20152598,-1.78454309,0.56588657,-0.49140917,0.53856331,-0.36478026,0.00319424,-0.00343603,0.32144523,-0.27170585,0.02609568,-0.01402198,0.45076113,-0.36917323
-5.65182591,3.64397073,-2.95117965,1.09281398,-0.88281745,2.18563667,-1.79646507,0.56241771,-0.49501076,0.53143154,-0.37561006,0.00303228,-0.00324446,0.32254703,-0.28082275,0.02606899,-0.01492049,0.44436771,-0.37230324
-5.64582291,3.60915694,-2.99479418,1.06152392,-0.89785606,2.17055080,-1.81497432,0.55781894,-0.49954619,0.52362548,-0.38728592,0.00287167,-0.00306839,0.32292503,-0.29065098,0.02600655,-0.01594069,0.43790738,-0.37675540
-5.63981991,3.57416441,-3.04820359,1.02949665,-0.91432524,2.15637684,-1.84017668,0.55206975,-0.50501939,0.51525166,-0.39971981,0.00271319,-0.00290835,0.32257653,-0.30113434,0.02591371,-0.01707090,0.43148591,-0.38253190
-5.63381691,3.53931904,-3.11106934,0.99710656,-0.93200089,2.14318288,-1.87200127,0.54517470,-0.51140074,0.50641771,-0.41279484,0.00255764,-0.00276456,0.32150883,-0.31219791,0.02579584,-0.01829761,0.42520331,-0.38959787
-5.62781391,3.50490305,-3.18276480,0.96472655,-0.95058544,2.13099314,-1.91018870,0.53716520,-0.51862271,0.49722969,-0.42636408,0.00240581,-0.00263693,0.31973940,-0.32374586,0.02565801,-0.01960560,0.41915070,-0.39787886
-5.62181091,3.47114733,-3.26237063,0.93271976,-0.96971269,2.11978617,-1.95428645,0.52810030,-0.52657762,0.48778978,-0.44025104,0.00225841,-0.00252501,0.31729595,-0.33566041,0.02550476,-0.02097801,0.41340780,-0.40725989
-5.61580790,3.43822657,-3.34868320,0.90143215,-0.98895627,2.10949486,-2.00365201,0.51806666,-0.53511739,0.47819434,-0.45425180,0.00211610,-0.00242809,0.31421617,-0.34780209,0.02533989,-0.02239661,0.40804082,-0.41758633
-5.60980490,3.40625737,-3.44023626,0.87118602,-1.00784168,2.10000852,-2.05746408,0.50717730,-0.54405564,0.46853250,-0.46813892,0.00197941,-0.00234515,0.31054741,-0.36001131,0.02516638,-0.02384209,0.40310112,-0.42866657
-5.60380190,3.37529963,-3.53533530,0.84227478,-1.02586141,2.09117719,-2.11474161,0.49556956,-0.55317202,0.45888513,-0.48166682,0.00184879,-0.00227494,0.30634601,-0.37211134,0.02498631,-0.02529435,0.39862452,-0.44027646
-5.59779890,3.34536106,-3.63210368,0.81495910,-1.04249264,2.08281795,-2.17437018,0.48340198,-0.56221855,0.44932448,-0.49457861,0.00172456,-0.00221601,0.30167654,-0.38391244,0.02480090,-0.02673301,0.39463132,-0.45216541
-5.59179590,3.31640481,-3.72853861,0.78946449,-1.05721656,2.07472319,-2.23513470,0.47085046,-0.57092782,0.43991418,-0.50661400,0.00160691,-0.00216677,0.29661079,-0.39521708,0.02461058,-0.02813775,0.39112697,-0.46406380
-5.58579290,3.28835968,-3.82257458,0.76598034,-1.06953865,2.06667047,-2.29575714,0.45810365,-0.57902257,0.43070977,-0.51751788,0.00149596,-0.00212551,0.29122652,-0.40582599,0.02441516,-0.02948886,0.38810346,-0.47569157
-5.57978989,3.26113224,-3.91215157,0.74466032,-1.07900865,2.05843365,-2.35493778,0.44535790,-0.58622624,0.42175956,-0.52704914,0.00139169,-0.00209049,0.28560618,-0.41554472,0.02421403,-0.03076764,0.38554107,-0.48676750
-5.57378689,3.23462045,-3.99528487,0.72562388,-1.08523945,2.04979462,-2.41139802,0.43281178,-0.59227398,0.41310571,-0.53498941,0.00129403,-0.00205999,0.27983529,-0.42419035,0.02400643,-0.03195690,0.38341061,-0.49701874
-5.56778389,3.20872759,-4.07013324,0.70895871,-1.08792370,2.04055523,-2.46392308,0.42066053,-0.59692342,0.40478554,-0.54115114,0.00120281,-0.00203234,0.27400092,-0.43159809,0.02379168,-0.03304130,0.38167592,-0.50619031
-5.56178089,3.18337593,-4.13506241,0.69472386,-1.08684748,2.03054860,-2.51140256,0.40909048,-0.59996494,0.39683289,-0.54538457,0.00111783,-0.00200598,0.26818993,-0.43762739,0.02356952,-0.03400775,0.38029640,-0.51405405
-5.55577789,3.15851920,-4.18870079,0.68295328,-1.08190011,2.01964945,-2.55286706,0.39827385,-0.60123059,0.38927930,-0.54758346,0.00103886,-0.00197949,0.26248730,-0.44216718,0.02334036,-0.03484565,0.37922957,-0.52041650
-5.54977489,3.13415301,-4.22998500,0.67365934,-1.07307971,2.00778269,-2.58751933,0.38836381,-0.60060145,0.38215523,-0.54768895,0.00096565,-0.00195162,0.25697437,-0.44514006,0.02310551,-0.03554709,0.37843338,-0.52512568
-5.54377189,3.11032278,-4.25819314,0.66683633,-1.06049424,1.99492985,-2.61475855,0.37949038,-0.59801295,0.37549088,-0.54569168,0.00089796,-0.00192135,0.25172730,-0.44650520,0.02286746,-0.03610693,0.37786834,-0.52807609
-5.53776888,3.08712852,-4.27296439,0.66246343,-1.04435783,1.98113310,-2.63419682,0.37175687,-0.59345791,0.36931677,-0.54163186,0.00083556,-0.00188783,0.24681547,-0.44625976,0.02263002,-0.03652280,0.37749915,-0.52921202
-5.53176588,3.06472632,-4.27430441,0.66050715,-1.02498280,1.96649659,-2.64566722,0.36523734,-0.58698718,0.36366404,-0.53559739,0.00077825,-0.00185045,0.24230018,-0.44443883,0.02239843,-0.03679507,0.37729598,-0.52852882
-5.52576288,3.04332652,-4.26257633,0.66092298,-1.00276767,1.95118506,-2.64922331,0.35997499,-0.57870784,0.35856432,-0.52772016,0.00072586,-0.00180883,0.23823347,-0.44111386,0.02217943,-0.03692661,0.37723524,-0.52607227
-5.51975988,3.02318866,-4.23847835,0.66365635,-0.97818185,1.93541992,-2.64513028,0.35598154,-0.56877903,0.35404929,-0.51817068,0.00067828,-0.00176276,0.23465724,-0.43638971,0.02198124,-0.03692262,0.37729993,-0.52193599
-5.51375688,3.00461372,-4.20300919,0.66864268,-0.95174783,1.91947310,-2.63384853,0.35323766,-0.55740579,0.35014994,-0.50715143,0.00063541,-0.00171225,0.23160261,-0.43040046,0.02181343,-0.03679033,0.37747952,-0.51625707
-5.50775388,2.98793409,-4.15742339,0.67580670,-0.92402176,1.90365903,-2.61601058,0.35169435,-0.54483096,0.34689553,-0.49488917,0.00059720,-0.00165747,0.22908955,-0.42330420,0.02168683,-0.03653869,0.37776954,-0.50921014
-5.50175088,2.97350204,-4.10317901,0.68506113,-0.89557329,1.88832541,-2.59239275,0.35127533,-0.53132587,0.34431240,-0.48162666,0.00056365,-0.00159874,0.22712682,-0.41527713,0.02161325,-0.03617804,0.37817083,-0.50100023
-5.49574787,2.96167748,-4.04188024,0.69630481,-0.86696584,1.87384316,-2.56388303,0.35188015,-0.51717996,0.34242255,-0.46761422,0.00053477,-0.00153649,0.22571225,-0.40650715,0.02160525,-0.03571984,0.37868865,-0.49185472
-5.48974487,2.95281567,-3.97521799,0.70942046,-0.83873797,1.86059641,-2.53144697,0.35338808,-0.50269008,0.34124223,-0.45310148,0.00051057,-0.00147125,0.22483323,-0.39718743,0.02167578,-0.03517629,0.37933164,-0.48201467
-5.48374187,2.94725570,-3.90491120,0.72427235,-0.81138673,1.84897285,-2.49609325,0.35566254,-0.48814981,0.34078054,-0.43832965,0.00049110,-0.00140361,0.22446750,-0.38751002,0.02183784,-0.03456013,0.38011078,-0.47172618
-5.47773887,2.94531026,-3.83265160,0.74070400,-0.78535376,1.83935506,-2.45884051,0.35855586,-0.47383933,0.34103802,-0.42352472,0.00047636,-0.00133421,0.22458416,-0.37766001,0.02210411,-0.03388443,0.38103844,-0.46123186
-5.47173587,2.94725732,-3.76005439,0.75853614,-0.76101438,1.83211312,-2.42068711,0.36191427,-0.46001627,0.34200553,-0.40889182,0.00046635,-0.00126371,0.22514488,-0.36781039,0.02248657,-0.03316239,0.38212748,-0.45076302
-5.46573287,2.95333385,-3.68861664,0.77756526,-0.73867026,1.82759869,-2.38258497,0.36558289,-0.44690795,0.34366325,-0.39461081,0.00046105,-0.00119275,0.22610524,-0.35811775,0.02299610,-0.03240725,0.38339055,-0.44053273
-5.45972986,2.96373172,-3.61968509,0.79756274,-0.71854558,1.82614065,-2.34541847,0.36941052,-0.43470517,0.34597994,-0.38083336,0.00046036,-0.00112198,0.22741620,-0.34871904,0.02364210,-0.03163227,0.38483952,-0.43073017
-5.45372686,2.97859575,-3.55443405,0.81827500,-0.70078662,1.82804215,-2.30998920,0.37325419,-0.42355795,0.34891258,-0.36768150,0.00046416,-0.00105199,0.22902555,-0.33972949,0.02443218,-0.03085070,0.38648505,-0.42151627
-5.44772386,2.99802351,-3.49385375,0.83942454,-0.68546475,1.83357873,-2.27700657,0.37698305,-0.41357314,0.35240630,-0.35524751,0.00047223,-0.00098335,0.23087945,-0.33124158,0.02537184,-0.03007587,0.38833631,-0.41302099
-5.44172086,3.02206652,-3.43874888,0.86071214,-0.67258221,1.84299723,-2.24708436,0.38048183,-0.40481404,0.35639470,-0.34359516,0.00048432,-0.00091658,0.23292384,-0.32332517,0.02646424,-0.02932121,0.39040075,-0.40534204
-5.43571786,3.05073226,-3.38974627,0.88182029,-0.66208031,1.85651495,-2.22074263,0.38365345,-0.39730182,0.36080048,-0.33276202,0.00050007,-0.00085215,0.23510581,-0.31602862,0.02770995,-0.02860039,0.39268392,-0.39854517
-5.42971486,3.08398642,-3.34731049,0.90241770,-0.65384945,1.87431847,-2.19841418,0.38642091,-0.39101874,0.36553655,-0.32276274,0.00051908,-0.00079049,0.23737483,-0.30938066,0.02910684,-0.02792740,0.39518930,-0.39266587
-5.42371186,3.12175477,-3.31176548,0.92216493,-0.64774043,1.89656182,-2.18045451,0.38872837,-0.38591267,0.37050740,-0.31359297,0.00054085,-0.00073195,0.23968378,-0.30339313,0.03065000,-0.02731662,0.39791798,-0.38771220
-5.41770885,3.16392408,-3.28332016,0.94072096,-0.64357626,1.92336330,-2.16715393,0.39054130,-0.38190291,0.37561086,-0.30523367,0.00056484,-0.00067688,0.24198980,-0.29806395,0.03233172,-0.02678286,0.40086831,-0.38366865
-5.41170585,3.21034175,-3.26209576,0.95775060,-0.64116402,1.95480097,-2.15875054,0.39184598,-0.37888667,0.38074006,-0.29765560,0.00059045,-0.00062557,0.24425496,-0.29338055,0.03414153,-0.02634140,0.40403544,-0.38050059
-5.40570285,3.26081368,-3.24815269,0.97293237,-0.64030613,1.99090626,-2.15544256,0.39264808,-0.37674607,0.38578572,-0.29082368,0.00061704,-0.00057826,0.24644665,-0.28932319,0.03606635,-0.02600786,0.40741066,-0.37815922
-5.39969985,3.31510038,-3.24151464,0.98596654,-0.64081047,2.03165610,-2.15739878,0.39297064,-0.37535505,0.39063854,-0.28470103,0.00064394,-0.00053519,0.24853775,-0.28586816,0.03809060,-0.02579813,0.41098064,-0.37658642
-5.39369685,3.37291141,-3.24218820,0.99658315,-0.64249907,2.07696349,-2.16476591,0.39285142,-0.37458614,0.39519168,-0.27925249,0.00067047,-0.00049656,0.25050655,-0.28299056,0.04019649,-0.02572814,0.41472661,-0.37571951
-5.38769385,3.43389828,-3.25017627,1.00454949,-0.64521499,2.12666714,-2.17767199,0.39233977,-0.37431637,0.39934323,-0.27444741,0.00069598,-0.00046254,0.25233646,-0.28066660,0.04236428,-0.02581356,0.41862347,-0.37549536
-5.38169085,3.49764649,-3.26548435,1.00967672,-0.64882719,2.18052060,-2.19622521,0.39149312,-0.37443248,0.40299857,-0.27026168,0.00071981,-0.00043329,0.25401545,-0.27887521,0.04457258,-0.02606941,0.42263889,-0.37585389
-5.37568784,3.56366713,-3.28811904,1.01182538,-0.65323320,2.23818183,-2.22050794,0.39037329,-0.37483476,0.40607262,-0.26667884,0.00074138,-0.00040897,0.25553537,-0.27759894,0.04679869,-0.02650967,0.42673255,-0.37674057
-5.36968484,3.63138905,-3.31807874,1.01090929,-0.65835986,2.29920391,-2.25056622,0.38904267,-0.37543978,0.40849169,-0.26369035,0.00076014,-0.00038968,0.25689105,-0.27682409,0.04901902,-0.02714671,0.43085549,-0.37810796
-5.36368184,3.70015222,-3.35533733,1.00689788,-0.66416197,2.36302783,-2.28639509,0.38756046,-0.37618169,0.41019507,-0.26129497,0.00077566,-0.00037554,0.25807930,-0.27654009,0.05120944,-0.02799077,0.43494973,-0.37991624
-5.35767884,3.76920340,-3.39982169,0.99981656,-0.67061922,2.42897837,-2.32792085,0.38597925,-0.37701217,0.41113617,-0.25949736,0.00078755,-0.00036662,0.25909788,-0.27673823,0.05334566,-0.02904932,0.43894813,-0.38213268
-5.35167584,3.83769489,-3.45138490,0.98974518,-0.67773160,2.49626374,-2.37498141,0.38434181,-0.37789915,0.41128323,-0.25830607,0.00079556,-0.00036297,0.25994438,-0.27740983,0.05540365,-0.03032655,0.44277471,-0.38473026
-5.34567284,3.90468712,-3.50977699,0.97681463,-0.68551373,2.56397980,-2.42730621,0.38267850,-0.37882448,0.41061954,-0.25773095,0.00079951,-0.00036461,0.26061529,-0.27854393,0.05736000,-0.03182269,0.44634531,-0.38768561
