energy_ev,total_up,Ag_p_up,Ag_d_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.54977489,3.72554107,0.44715163,2.14737173,0.21238565,1.18084509,0.01854968,0.04067588,0.03991081,0.23055635
-5.54377189,3.69342357,0.45255207,2.13217316,0.21228663,1.16399561,0.01846043,0.04073421,0.04004002,0.23047309
-5.53776888,3.66351886,0.45843359,2.11757205,0.21266443,1.14852491,0.01834484,0.04080067,0.04012726,0.23041596
-5.53176588,3.63489272,0.46465042,2.10314005,0.21351378,1.13398448,0.01819884,0.04086475,0.04017006,0.23035505
-5.52576288,3.60657792,0.47104966,2.08845526,0.21482329,1.11989006,0.01801907,0.04091575,0.04016640,0.23026122
-5.51975988,3.57762939,0.47747802,2.07312762,0.21657682,1.10574714,0.01780306,0.04094343,0.04011491,0.23010832
-5.51375688,3.54717435,0.48378811,2.05682023,0.21875454,1.09107603,0.01754943,0.04093855,0.04001510,0.22987488
-5.50775388,3.51445482,0.48984364,2.03926554,0.22133362,1.07543536,0.01725800,0.04089331,0.03986742,0.22954517
-5.50175088,3.47886071,0.49552355,2.02027577,0.22428861,1.05844290,0.01692986,0.04080182,0.03967328,0.22910979
-5.49574787,3.43995239,0.50072469,1.99974716,0.22759138,1.03979296,0.01656731,0.04066031,0.03943503,0.22856541
-5.48974487,3.39747213,0.50536313,1.97765846,0.23121088,1.01926969,0.01617380,0.04046738,0.03915578,0.22791411
-5.48374187,3.35134497,0.50937416,1.95406390,0.23511252,0.99675583,0.01575379,0.04022397,0.03883919,0.22716212
-5.47773887,3.30166960,0.51271098,1.92908192,0.23925758,0.97223692,0.01531256,0.03993339,0.03848922,0.22631825
-5.47173587,3.24870098,0.51534245,1.90288043,0.24360255,0.94580091,0.01485603,0.03960109,0.03810988,0.22539206
-5.46573287,3.19282658,0.51725010,1.87566020,0.24809869,0.91763355,0.01439049,0.03923445,0.03770492,0.22439208
-5.45972986,3.13453814,0.51842480,1.84763768,0.25269186,0.88801003,0.01392241,0.03884248,0.03727759,0.22332404
-5.45372686,3.07440150,0.51886325,1.81902852,0.25732271,0.85728357,0.01345821,0.03843549,0.03683042,0.22218952
-5.44772386,3.01302647,0.51856492,1.79003306,0.26192738,0.82587156,0.01300406,0.03802473,0.03636509,0.22098491
-5.44172086,2.95103864,0.51752936,1.76082470,0.26643870,0.79424016,0.01256574,0.03762208,0.03588236,0.21970094
-5.43571786,2.88905480,0.51575445,1.73154183,0.27078787,0.76288802,0.01214847,0.03723972,0.03538209,0.21832276
-5.42971486,2.82766300,0.51323543,1.70228376,0.27490657,0.73232990,0.01175687,0.03688988,0.03486328,0.21683063
-5.42371186,2.76740794,0.50996503,1.67311043,0.27872947,0.70308091,0.01139487,0.03658464,0.03432434,0.21520107
-5.41770885,2.70878173,0.50593447,1.64404586,0.28219689,0.67564168,0.01106570,0.03633578,0.03376321,0.21340853
-5.41170585,2.65221980,0.50113536,1.61508452,0.28525753,0.65048521,0.01077193,0.03615466,0.03317774,0.21142742
-5.40570285,2.59810114,0.49556224,1.58619989,0.28787106,0.62804538,0.01051548,0.03605219,0.03256590,0.20923426
-5.39969985,2.54675184,0.48921551,1.55735430,0.29001044,0.60870752,0.01029768,0.03603882,0.03192612,0.20680992
-5.39369685,2.49845084,0.48210455,1.52850894,0.29166367,0.59280102,0.01011933,0.03612453,0.03125757,0.20414175
-5.38769385,2.45343662,0.47425070,1.49963319,0.29283500,0.58059394,0.00998078,0.03631883,0.03056035,0.20122543
-5.38169085,2.41191365,0.46568980,1.47071230,0.29354545,0.57228961,0.00988194,0.03663079,0.02983572,0.19806638
-5.37568784,2.37405768,0.45647416,1.44175293,0.29383247,0.56802508,0.00982239,0.03706901,0.02908612,0.19468071
-5.36968484,2.34001925,0.44667363,1.41278592,0.29374891,0.56787119,0.00980134,0.03764162,0.02831526,0.19109562
-5.36368184,2.30992499,0.43637584,1.38386633,0.29336126,0.57183425,0.00981771,0.03835615,0.02752802,0.18734912
-5.35767884,2.28387675,0.42568534,1.35507078,0.29274726,0.57985907,0.00987014,0.03921947,0.02673030,0.18348931
-5.35167584,2.26194885,0.41472194,1.32649246,0.29199306,0.59183332,0.00995693,0.04023766,0.02592885,0.17957298
-5.34567284,2.24418411,0.40361808,1.29823445,0.29119008,0.60759293,0.01007611,0.04141583,0.02513102,0.17566388
-5.33966983,2.23058935,0.39251556,1.27040193,0.29043174,0.62692863,0.01022539,0.04275797,0.02434443,0.17183065
-5.33366683,2.22113131,0.38156180,1.24309434,0.28981028,0.64959336,0.01040218,0.04426678,0.02357673,0.16814452
-5.32766383,2.21573388,0.37090575,1.21639803,0.28941386,0.67531039,0.01060360,0.04594348,0.02283529,0.16467692
-5.32166083,2.21427746,0.36069384,1.19038036,0.28932400,0.70378219,0.01082649,0.04778764,0.02212692,0.16149725
-5.31565783,2.21660094,0.35106602,1.16508577,0.28961359,0.73469960,0.01106748,0.04979707,0.02145765,0.15867072
-5.30965483,2.22250682,0.34215226,1.14053424,0.29034552,0.76775124,0.01132304,0.05196767,0.02083257,0.15625652
-5.30365183,2.23176939,0.33406951,1.11672246,0.29157183,0.80263283,0.01158952,0.05429334,0.02025569,0.15430636
-5.29764882,2.24414580,0.32691935,1.09362752,0.29333359,0.83905612,0.01186329,0.05676596,0.01972986,0.15286338
-5.29164582,2.25938942,0.32078640,1.07121309,0.29566119,0.87675712,0.01214080,0.05937527,0.01925680,0.15196144
-5.28564282,2.27726474,0.31573737,1.04943741,0.29857519,0.91550328,0.01241871,0.06210896,0.01883711,0.15162492
-5.27963982,2.29756272,0.31182093,1.02826272,0.30208740,0.95509928,0.01269394,0.06495261,0.01847039,0.15186877
-5.27363682,2.32011564,0.30906823,1.00766516,0.30620218,0.99539128,0.01296384,0.06788977,0.01815534,0.15269897
-5.26763382,2.34481020,0.30749389,0.98764456,0.31091778,1.03626919,0.01322619,0.07090200,0.01788988,0.15411315
-5.26163082,2.37159778,0.30709761,0.96823321,0.31622759,1.07766696,0.01347933,0.07396904,0.01767136,0.15610148
-5.25562781,2.40050115,0.30786590,0.94950294,0.32212115,1.11956072,0.01372213,0.07706884,0.01749668,0.15864757
-5.24962481,2.43161665,0.30977414,0.93156995,0.32858488,1.16196489,0.01395405,0.08017783,0.01736244,0.16172940
-5.24362181,2.46511156,0.31278864,0.91459688,0.33560245,1.20492611,0.01417514,0.08327104,0.01726507,0.16532023
-5.23761881,2.50121652,0.31686859,0.89879188,0.34315464,1.24851557,0.01438592,0.08632245,0.01720094,0.16938934
-5.23161581,2.54021303,0.32196785,0.88440464,0.35121894,1.29281960,0.01458739,0.08930522,0.01716646,0.17390263
-5.22561281,2.58241667,0.32803648,0.87171948,0.35976867,1.33792926,0.01478091,0.09219211,0.01715811,0.17882307
-5.21960980,2.62815653,0.33502187,0.86104577,0.36877176,1.38392903,0.01496809,0.09495585,0.01717255,0.18411083
-5.21360680,2.67775206,0.34286951,0.85270628,0.37818936,1.43088536,0.01515066,0.09756957,0.01720657,0.18972338
-5.20760380,2.73148834,0.35152339,0.84702391,0.38797430,1.47883537,0.01533038,0.10000731,0.01725716,0.19561524
-5.20160080,2.78959100,0.36092590,0.84430756,0.39806946,1.52777632,0.01550887,0.10224448,0.01732151,0.20173775
-5.19559780,2.85220233,0.37101748,0.84483783,0.40840638,1.57765641,0.01568752,0.10425832,0.01739698,0.20803862
-5.18959480,2.91935968,0.38173594,0.84885344,0.41890404,1.62836733,0.01586739,0.10602840,0.01748115,0.21446154
-5.18359180,2.99097761,0.39301559,0.85653880,0.42946805,1.67973907,0.01604912,0.10753697,0.01757182,0.22094586
-5.17758879,3.06683484,0.40478627,0.86801370,0.43999036,1.73153734,0.01623288,0.10876938,0.01766702,0.22742631
-5.17158579,3.14656700,0.41697244,0.88332536,0.45034956,1.78346403,0.01641835,0.10971431,0.01776504,0.23383300
-5.16558279,3.22966597,0.42949251,0.90244355,0.46041200,1.83516069,0.01660473,0.11036404,0.01786452,0.24009170
-5.15957979,3.31548617,0.44225838,0.92525883,0.47003356,1.88621539,0.01679081,0.11071454,0.01796446,0.24612439
-5.15357679,3.40325794,0.45517553,0.95158413,0.47906228,1.93617263,0.01697503,0.11076551,0.01806432,0.25185026
-5.14757379,3.49210787,0.46814361,0.98115974,0.48734181,1.98454625,0.01715563,0.11052040,0.01816410,0.25718709
-5.14157079,3.58108542,0.48105767,1.01366131,0.49471556,2.03083491,0.01733080,0.10998631,0.01826442,0.26205304
-5.13556778,3.66919494,0.49381007,1.04871072,0.50103147,2.07453949,0.01749886,0.10917386,0.01836661,0.26636885
-5.12956478,3.75543170,0.50629296,1.08588924,0.50614727,2.11518187,0.01765844,0.10809702,0.01847282,0.27006024
-5.12356178,3.83882061,0.51840148,1.12475240,0.50993602,2.15232415,0.01780872,0.10677293,0.01858604,0.27306070
-5.11755878,3.91845552,0.53003725,1.16484600,0.51229170,2.18558741,0.01794961,0.10522172,0.01871021,0.27531428
-5.11155578,3.99353741,0.54111227,1.20572227,0.51313455,2.21466914,0.01808192,0.10346628,0.01885023,0.27677837
-5.10555278,4.06340942,0.55155288,1.24695578,0.51241596,2.23935823,0.01820756,0.10153205,0.01901195,0.27742631
-5.09954977,4.12758672,0.56130349,1.28815793,0.51012258,2.25954678,0.01832961,0.09944682,0.01920213,0.27724968
-5.09354677,4.18577961,0.57033003,1.32898964,0.50627937,2.27523795,0.01845240,0.09724047,0.01942838,0.27626005
-5.08754377,4.23790824,0.57862259,1.36917144,0.50095145,2.28654922,0.01858154,0.09494469,0.01969899,0.27449014
-5.08154077,4.28410809,0.58619726,1.40849049,0.49424447,2.29371076,0.01872384,0.09259265,0.02002275,0.27199416
-5.07553777,4.32472532,0.59309681,1.44680407,0.48630343,2.29705878,0.01888716,0.09021864,0.02040872,0.26884741
-5.06953477,4.36030217,0.59939022,1.48403948,0.47730993,2.29702417,0.01908027,0.08785760,0.02086597,0.26514490
-5.06353177,4.39155262,0.60517080,1.52019020,0.46747785,2.29411673,0.01931259,0.08554455,0.02140318,0.26099915
-5.05752876,4.41932940,0.61055302,1.55530848,0.45704754,2.28890581,0.01959385,0.08331398,0.02202835,0.25653716
-5.05152576,4.44458375,0.61566817,1.58949465,0.44627877,2.28199822,0.01993378,0.08119914,0.02274841,0.25189664
-5.04552276,4.46831981,0.62065885,1.62288379,0.43544271,2.27401464,0.02034177,0.07923126,0.02356879,0.24722167
-5.03951976,4.49154565,0.62567265,1.65563019,0.42481317,2.26556542,0.02082642,0.07743872,0.02449311,0.24265795
-5.03351676,4.51522349,0.63085529,1.68789048,0.41465748,2.25722725,0.02139528,0.07584623,0.02552283,0.23834785
-5.02751376,4.54022134,0.63634344,1.71980625,0.40522752,2.24952164,0.02205444,0.07447397,0.02665694,0.23442549
-5.02151076,4.56726835,0.64225775,1.75148692,0.39675102,2.24289629,0.02280826,0.07333687,0.02789179,0.23101206
-5.01550775,4.59691618,0.64869630,1.78299388,0.38942378,2.23771013,0.02365915,0.07244392,0.02922093,0.22821161
-5.00950475,4.62950799,0.65572889,1.81432659,0.38340292,2.23422269,0.02460741,0.07179763,0.03063508,0.22610748
-5.00350175,4.66515658,0.66339246,1.84541137,0.37880157,2.23258809,0.02565111,0.07139373,0.03212223,0.22475963
-4.99749875,4.70373264,0.67168793,1.87609363,0.37568517,2.23285379,0.02678613,0.07122096,0.03366783,0.22420277
-4.99149575,4.74486364,0.68057851,1.90613382,0.37406952,2.23496393,0.02800618,0.07126121,0.03525505,0.22444569
-4.98549275,4.78794331,0.68998983,1.93520757,0.37392071,2.23876688,0.02930297,0.07148981,0.03686522,0.22547154
-4.97948974,4.83215119,0.69981162,1.96291006,0.37515684,2.24402657,0.03066642,0.07187613,0.03847831,0.22723913
-4.97348674,4.87648158,0.70990120,1.98876449,0.37765152,2.25043676,0.03208487,0.07238435,0.04007349,0.22968525
-4.96748374,4.91978040,0.72008827,2.01223456,0.38123888,2.25763759,0.03354545,0.07297448,0.04162976,0.23272782
-4.96148074,4.96078855,0.73018113,2.03274038,0.38572009,2.26523371,0.03503432,0.07360356,0.04312656,0.23626964
-4.95547774,4.99818996,0.73997378,2.04967729,0.39087083,2.27281302,0.03653707,0.07422694,0.04454444,0.24020273
-4.94947474,5.03066246,0.74925380,2.06243685,0.39644959,2.27996550,0.03803901,0.07479974,0.04586567,0.24441294
-4.94347174,5.05692955,0.75781036,2.07042922,0.40220647,2.28630135,0.03952551,0.07527822,0.04707480,0.24878459
-4.93746873,5.07581101,0.76544236,2.07310591,0.40789201,2.29146798,0.04098229,0.07562121,0.04815913,0.25320499
-4.93146573,5.08627070,0.77196599,2.06998216,0.41326580,2.29516536,0.04239571,0.07579144,0.04910915,0.25756867
-4.92546273,5.08745968,0.77722165,2.06065786,0.41810450,2.29715936,0.04375300,0.07575669,0.04991878,0.26178107
-4.91945973,5.07875331,0.78107975,2.04483620,0.42220911,2.29729284,0.04504250,0.07549077,0.05058558,0.26576149
-4.91345673,5.05978090,0.78344528,2.02233933,0.42541098,2.29549435,0.04625384,0.07497435,0.05111076,0.26944542
-4.90745373,5.03044706,0.78426097,1.99312028,0.42757671,2.29178411,0.04737813,0.07419541,0.05149916,0.27278595
-4.90145073,4.99094402,0.78350882,1.95727058,0.42861145,2.28627751,0.04840812,0.07314954,0.05175904,0.27575429
-4.89544772,4.94175446,0.78121024,1.91502345,0.42846089,2.27918564,0.04933828,0.07183991,0.05190182,0.27833957
-4.88944472,4.88364488,0.77742463,1.86675209,0.42711164,2.27081327,0.05016503,0.07027698,0.05194171,0.28054774
-4.88344172,4.81764958,0.77224655,1.81296342,0.42459022,2.26155388,0.05088674,0.06847796,0.05189533,0.28239986
-4.87743872,4.74504593,0.76580186,1.75428728,0.42096070,2.25188204,0.05150390,0.06646612,0.05178119,0.28392984
-4.87143572,4.66732160,0.75824274,1.69146157,0.41632121,2.24234295,0.05201912,0.06426984,0.05161921,0.28518169
-4.86543272,4.58613471,0.74974213,1.62531390,0.41079939,2.23353950,0.05243724,0.06192153,0.05143023,0.28620659
-4.85942971,4.50326832,0.74048764,1.55674044,0.40454711,2.22611671,0.05276523,0.05945656,0.05123546,0.28705979
-4.85342671,4.42058033,0.73067533,1.48668268,0.39773467,2.22074395,0.05301222,0.05691201,0.05105600,0.28779755
-4.84742371,4.33995057,0.72050347,1.41610311,0.39054461,2.21809520,0.05318928,0.05432555,0.05091234,0.28847425
-4.84142071,4.26322643,0.71016668,1.34596047,0.38316544,2.21882764,0.05330929,0.05173431,0.05082391,0.28913978
-4.83541771,4.19216863,0.69985040,1.27718558,0.37578545,2.22355912,0.05338658,0.04917383,0.05080862,0.28983727
-4.82941471,4.12839881,0.68972604,1.21065847,0.36858685,2.23284502,0.05343661,0.04667715,0.05088245,0.29060122
-4.82341171,4.07335028,0.67994686,1.14718760,0.36174024,2.24715512,0.05347545,0.04427407,0.05105907,0.29145613
-4.81740870,4.02822345,0.67064452,1.08749164,0.35539971,2.26685122,0.05351924,0.04199052,0.05134945,0.29241553
-4.81140570,3.99394725,0.66192656,1.03218454,0.34969853,2.29216629,0.05358360,0.03984812,0.05176154,0.29348148
-4.80540270,3.97114763,0.65387469,0.98176400,0.34474563,2.32318588,0.05368293,0.03786393,0.05229993,0.29464453
-4.79939970,3.96012432,0.64654390,0.93660379,0.34062279,2.35983270,0.05382971,0.03605034,0.05296563,0.29588397
-4.79339670,3.96083649,0.63996244,0.89694995,0.33738279,2.40185520,0.05403390,0.03441510,0.05375582,0.29716851
-4.78739370,3.97289826,0.63413262,0.86292089,0.33504825,2.44882072,0.05430219,0.03296155,0.05466369,0.29845727
-4.78139070,3.99558426,0.62903241,0.83451119,0.33361149,2.50011418,0.05463757,0.03168889,0.05567840,0.29970093
-4.77538769,4.02784564,0.62461788,0.81159901,0.33303522,2.55494257,0.05503880,0.03059263,0.05678505,0.30084325
-4.76938469,4.06833640,0.62082643,0.79395678,0.33325410,2.61234579,0.05550021,0.02966509,0.05796490,0.30182271
-4.76338169,4.11544984,0.61758073,0.78126467,0.33417723,2.67121390,0.05601152,0.02889593,0.05919554,0.30257436
-4.75737869,4.16736440,0.61479349,0.77312657,0.33569135,2.73031083,0.05655802,0.02827279,0.06045138,0.30303185
-4.75137569,4.22209792,0.61237281,0.76908793,0.33766496,2.78830403,0.05712078,0.02778193,0.06170415,0.30312957
-4.74537269,4.27756908,0.61022819,0.76865500,0.33995304,2.84379953,0.05767726,0.02740884,0.06292364,0.30280495
-4.73936968,4.33166436,0.60827688,0.77131489,0.34240235,2.89538153,0.05820192,0.02713889,0.06407848,0.30200081
-4.73336668,4.38230840,0.60645062,0.77655578,0.34485720,2.94165518,0.05866719,0.02695797,0.06513711,0.30066774
-4.72736368,4.42753564,0.60470241,0.78388665,0.34716548,2.98129118,0.05904437,0.02685301,0.06606882,0.29876652
-4.72136068,4.46556067,0.60301301,0.79285603,0.34918469,3.01307057,0.05930483,0.02681254,0.06684480,0.29627035
-4.71535768,4.49484462,0.60139709,0.80306899,0.35078791,3.03592788,0.05942109,0.02682711,0.06743922,0.29316696
-4.70935468,4.51415503,0.59990851,0.81420184,0.35186927,3.04899083,0.05936800,0.02688971,0.06783032,0.28946045
-4.70335168,4.52261649,0.59864458,0.82601414,0.35234882,3.05161483,0.05912375,0.02699600,0.06800131,0.28517276
-4.69734867,4.51974987,0.59774883,0.83835735,0.35217656,3.04341058,0.05867085,0.02714451,0.06794122,0.28034463
-4.69134567,4.50549800,0.59741224,0.85117989,0.35133532,3.02426334,0.05799694,0.02733671,0.06764552,0.27503609
-4.68534267,4.48023633,0.59787250,0.86452833,0.34984244,2.99434285,0.05709532,0.02757695,0.06711651,0.26932624
-4.67933967,4.44476772,0.59941123,0.87854458,0.34775007,2.95410309,0.05596534,0.02787230,0.06636351,0.26331244
-4.67333667,4.40030087,0.60234911,0.89345907,0.34514397,2.90427179,0.05461252,0.02823223,0.06540270,0.25710876
-4.66733367,4.34841301,0.60703883,0.90958004,0.34214095,2.84582962,0.05304841,0.02866824,0.06425676,0.25084372
-4.66133067,4.29099781,0.61385604,0.92727937,0.33888483,2.77998010,0.05129022,0.02919329,0.06295419,0.24465737
-4.65532766,4.23020024,0.62318837,0.94697515,0.33554122,2.70811103,0.04936028,0.02982125,0.06152838,0.23869785
-4.64932466,4.16834091,0.63542297,0.96911181,0.33229117,2.63174922,0.04728526,0.03056615,0.06001651,0.23311734
-4.64332166,4.10783247,0.65093266,0.99413825,0.32932404,2.55251024,0.04509527,0.03144149,0.05845821,0.22806766
