energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-4.97948974,0.63056625,0.21865099,0.33941004,0.00002832,0.01559224,0.00099972,0.07363411,0.03476583,0.13250729
-4.97348674,0.65930799,0.23048315,0.36690580,0.00003387,0.01594142,0.00108094,0.07125623,0.03343433,0.13252124
-4.96748374,0.69472128,0.24360388,0.39915689,0.00004079,0.01636648,0.00117547,0.06961626,0.03262808,0.13358810
-4.96148074,0.73683608,0.25800339,0.43648985,0.00004925,0.01685723,0.00128412,0.06863661,0.03231356,0.13554895
-4.95547774,0.78576376,0.27370918,0.47927752,0.00005944,0.01740445,0.00140782,0.06823990,0.03246015,0.13826397
-4.94947474,0.84170063,0.29078958,0.52793537,0.00007156,0.01800027,0.00154771,0.06835126,0.03304088,0.14161521
-4.94347174,0.90492541,0.30935545,0.58291408,0.00008580,0.01863834,0.00170504,0.06890026,0.03403300,0.14550812
-4.93746873,0.97579060,0.32955990,0.64468834,0.00010239,0.01931402,0.00188113,0.06982232,0.03541808,0.14987195
-4.93146573,1.05470750,0.35159568,0.71374184,0.00012151,0.02002431,0.00207736,0.07105973,0.03718179,0.15465891
-4.92546273,1.14212548,0.37569032,0.79054885,0.00014337,0.02076781,0.00229508,0.07256209,0.03931340,0.15984229
-4.91945973,1.23850598,0.40209900,0.87555284,0.00016816,0.02154450,0.00253555,0.07428650,0.04180501,0.16541358
-4.91345673,1.34429220,0.43109518,0.96914284,0.00019602,0.02235538,0.00279985,0.07619725,0.04465049,0.17137870
-4.90745373,1.45987570,0.46295934,1.07162853,0.00022709,0.02320215,0.00308877,0.07826528,0.04784436,0.17775367
-4.90145073,1.58556133,0.49796604,1.18321498,0.00026147,0.02408674,0.00340280,0.08046737,0.05138050,0.18455967
-4.89544772,1.72153226,0.53636983,1.30397853,0.00029921,0.02501086,0.00374199,0.08278518,0.05525087,0.19181806
-4.88944472,1.86781671,0.57839047,1.43384478,0.00034032,0.02597553,0.00410588,0.08520424,0.05944422,0.19954530
-4.88344172,2.02425831,0.62419805,1.57257023,0.00038476,0.02698063,0.00449348,0.08771290,0.06394501,0.20774825
-4.87743872,2.19049190,0.67389872,1.71972867,0.00043243,0.02802456,0.00490317,0.09030129,0.06873243,0.21641993
-4.87143572,2.36592619,0.72752155,1.87470343,0.00048319,0.02910390,0.00533274,0.09296052,0.07377967,0.22553611
-4.86543272,2.54973485,0.78500740,2.03668638,0.00053683,0.03021321,0.00577934,0.09568191,0.07905355,0.23505286
-4.85942971,2.74085684,0.84620013,2.20468434,0.00059310,0.03134497,0.00623951,0.09845645,0.08451435,0.24490516
-4.85342671,2.93800679,0.91084097,2.37753298,0.00065171,0.03248964,0.00670924,0.10127454,0.09011613,0.25500682
-4.84742371,3.13969535,0.97856633,2.55391828,0.00071231,0.03363581,0.00718407,0.10412580,0.09580730,0.26525157
-4.84142071,3.34425925,1.04890933,2.73240497,0.00077454,0.03477050,0.00765913,0.10699924,0.10153160,0.27551546
-4.83541771,3.54990017,1.12130540,2.91147105,0.00083801,0.03587966,0.00812930,0.10988349,0.10722932,0.28566040
-4.82941471,3.75473096,1.19510172,3.08954716,0.00090231,0.03694864,0.00858933,0.11276726,0.11283889,0.29553872
-4.82341171,3.95682760,1.26957041,3.26505919,0.00096703,0.03796281,0.00903399,0.11563986,0.11829859,0.30499856
-4.81740870,4.15428446,1.34392515,3.43647252,0.00103176,0.03890827,0.00945825,0.11849182,0.12354849,0.31388982
-4.81140570,4.34527074,1.41734063,3.60233560,0.00109611,0.03977244,0.00985737,0.12131551,0.12853233,0.32207048
-4.80540270,4.52808541,1.48897406,3.76132133,0.00115969,0.04054484,0.01022710,0.12410574,0.13319950,0.32941285
-4.79939970,4.70120816,1.55798815,3.91226391,0.00122216,0.04121760,0.01056382,0.12686027,0.13750684,0.33580960
-4.79339670,4.86334402,1.62357443,4.05418965,0.00128319,0.04178606,0.01086460,0.12958018,0.14142024,0.34117915
-4.78739370,5.01345948,1.68497616,4.18634029,0.00134247,0.04224917,0.01112732,0.13227010,0.14491597,0.34547029
-4.78139070,5.15080843,1.74150966,4.30818740,0.00139975,0.04260974,0.01135075,0.13493824,0.14798166,0.34866560
-4.77538769,5.27494664,1.79258345,4.41943760,0.00145478,0.04287460,0.01153454,0.13759622,0.15061690,0.35078369
-4.76938469,5.38573405,1.83771405,4.52002793,0.00150735,0.04305452,0.01167923,0.14025866,0.15283335,0.35187995
-4.76338169,5.48332477,1.87653809,4.61011190,0.00155727,0.04316396,0.01178621,0.14294254,0.15465442,0.35204584
-4.75737869,5.56814529,1.90881998,4.69003682,0.00160436,0.04322068,0.01185764,0.14566643,0.15611452,0.35140672
-4.75137569,5.64086190,1.93445496,4.76031349,0.00164846,0.04324514,0.01189637,0.14844944,0.15725779,0.35011813
-4.74537269,5.70233883,1.95346736,4.82157991,0.00168941,0.04325978,0.01190579,0.15131013,0.15813651,0.34836090
-4.73936968,5.75358935,1.96600429,4.87456074,0.00172708,0.04328816,0.01188970,0.15426526,0.15880915,0.34633502
-4.73336668,5.79572184,1.97232496,4.92002445,0.00176133,0.04335404,0.01185215,0.15732855,0.15933816,0.34425267
-4.72736368,5.82988371,1.97278632,4.95874047,0.00179203,0.04348037,0.01179727,0.16050944,0.15978760,0.34233065
-4.72136068,5.85720577,1.96782557,4.99143826,0.00181907,0.04368833,0.01172911,0.16381194,0.16022068,0.34078246
-4.71535768,5.87874955,1.95794049,5.01877036,0.00184234,0.04399639,0.01165149,0.16723368,0.16069740,0.33981049
-4.70935468,5.89546032,1.94366851,5.04128127,0.00186175,0.04441943,0.01156785,0.17076515,0.16127226,0.33959856
-4.70335168,5.90812785,1.92556538,5.05938355,0.00187725,0.04496803,0.01148115,0.17438918,0.16199231,0.34030517
-4.69734867,5.91735684,1.90418450,5.07334234,0.00188880,0.04564790,0.01139375,0.17808082,0.16289544,0.34205782
-4.69134567,5.92354842,1.88005786,5.08326909,0.00189640,0.04645952,0.01130737,0.18180756,0.16400921,0.34494852
-4.68534267,5.92689344,1.85367925,5.08912458,0.00190009,0.04739804,0.01122304,0.18552988,0.16535003,0.34903086
-4.67933967,5.92737802,1.82549053,5.09073130,0.00189997,0.04845332,0.01114111,0.18920222,0.16692297,0.35431873
-4.67333667,5.92480083,1.79587146,5.08779439,0.00189616,0.04961030,0.01106127,0.19277434,0.16872206,0.36078672
-4.66733367,5.91880137,1.76513339,5.07993019,0.00188885,0.05084952,0.01098262,0.19619296,0.17073110,0.36837217
-4.66133067,5.90889759,1.73351690,5.06670091,0.00187829,0.05214794,0.01090378,0.19940369,0.17292495,0.37697889
-4.65532766,5.89453108,1.70119343,5.04765374,0.00186476,0.05347981,0.01082293,0.20235318,0.17527130,0.38648220
-4.64932466,5.87511731,1.66827051,5.02236228,0.00184860,0.05481773,0.01073803,0.20499132,0.17773268,0.39673518
-4.64332166,5.85009833,1.63480014,4.99046838,0.00183019,0.05613382,0.01064686,0.20727352,0.18026877,0.40757563
