energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.03351676,2.72770470,0.01119375,0.13790067,0.70827887,1.54065464,0.01660411,0.69473760,0.68860799,0.05981111
-5.02751376,2.80441142,0.01070412,0.14329582,0.71254351,1.60681816,0.01698287,0.70078092,0.69051484,0.05960882
-5.02151076,2.87667080,0.01021724,0.14886436,0.71566414,1.67052972,0.01734214,0.70564233,0.69085431,0.05923860
-5.01550775,2.94450905,0.00974354,0.15463987,0.71798608,1.73141174,0.01768281,0.70956726,0.68989734,0.05872421
-5.00950475,3.00800638,0.00929265,0.16065663,0.71988374,1.78912303,0.01800550,0.71281132,0.68793227,0.05809071
-5.00350175,3.06729027,0.00887319,0.16694830,0.72174846,1.84336767,0.01831052,0.71563121,0.68525352,0.05736352
-4.99749875,3.12252999,0.00849263,0.17354677,0.72397632,1.89390433,0.01859781,0.71827622,0.68215068,0.05656764
-4.99149575,3.17393236,0.00815713,0.18048086,0.72695603,1.94055545,0.01886696,0.72098060,0.67889817,0.05572690
-4.98549275,3.22173858,0.00787155,0.18777527,0.73105741,1.98321583,0.01911722,0.72395694,0.67574594,0.05486335
-4.97948974,3.26622181,0.00763934,0.19544943,0.73662051,2.02186013,0.01934759,0.72739078,0.67291143,0.05399673
-4.97348674,3.30768506,0.00746260,0.20351644,0.74394556,2.05654863,0.01955689,0.73143650,0.67057293,0.05314414
-4.96748374,3.34645882,0.00734211,0.21198192,0.75328409,2.08743067,0.01974388,0.73621442,0.66886463,0.05231980
-4.96148074,3.38289795,0.00727736,0.22084298,0.76483111,2.11474541,0.01990738,0.74180914,0.66787334,0.05153491
-4.95547774,3.41737731,0.00726668,0.23008710,0.77871862,2.13881936,0.02004642,0.74826900,0.66763696,0.05079769
-4.94947474,3.45028571,0.00730731,0.23969107,0.79501046,2.16006047,0.02016034,0.75560649,0.66814463,0.05011344
-4.94347174,3.48201802,0.00739553,0.24961996,0.81369866,2.17894871,0.02024890,0.76379960,0.66933863,0.04948476
-4.93746873,3.51296526,0.00752678,0.25982630,0.83470130,2.19602313,0.02031241,0.77279377,0.67111775,0.04891176
-4.93146573,3.54350284,0.00769582,0.27024935,0.85786202,2.21186564,0.02035173,0.78250454,0.67334210,0.04839236
-4.92546273,3.57397716,0.00789683,0.28081467,0.88295127,2.22708198,0.02036835,0.79282052,0.67583911,0.04792257
-4.91945973,3.60469112,0.00812359,0.29143407,0.90966937,2.24228039,0.02036439,0.80360683,0.67841059,0.04749687
-4.91345673,3.63588907,0.00836961,0.30200600,0.93765132,2.25804871,0.02034253,0.81470868,0.68084041,0.04710846
-4.90745373,3.66774190,0.00862828,0.31241640,0.96647353,2.27493069,0.02030594,0.82595512,0.68290282,0.04674964
-4.90145073,3.70033303,0.00889302,0.32254018,0.99566233,2.29340248,0.02025821,0.83716295,0.68437081,0.04641206
-4.89544772,3.73364607,0.00915740,0.33224327,1.02470417,2.31385017,0.02020321,0.84814058,0.68502444,0.04608700
-4.88944472,3.76755498,0.00941530,0.34138531,1.05305736,2.33654936,0.02014487,0.85869190,0.68465874,0.04576565
-4.88344172,3.80181727,0.00966098,0.34982287,1.08016507,2.36164768,0.02008710,0.86862011,0.68309094,0.04543927
-4.87743872,3.83607099,0.00988925,0.35741323,1.10546931,2.38915103,0.02003355,0.87773142,0.68016677,0.04509942
-4.87143572,3.86983591,0.01009547,0.36401853,1.12842553,2.41891448,0.01998742,0.88583865,0.67576560,0.04473815
-4.86543272,3.90251914,0.01027569,0.36951020,1.14851732,2.45063814,0.01995133,0.89276465,0.66980426,0.04434807
-4.85942971,3.93342554,0.01042664,0.37377353,1.16527083,2.48386878,0.01992710,0.89834551,0.66223952,0.04392251
-4.85342671,3.96177266,0.01054575,0.37671207,1.17826834,2.51800720,0.01991565,0.90243361,0.65306895,0.04345565
-4.84742371,3.98671018,0.01063115,0.37825188,1.18716060,2.55232147,0.01991686,0.90490037,0.64233054,0.04294252
-4.84142071,4.00734335,0.01068164,0.37834519,1.19167733,2.58596589,0.01992955,0.90563882,0.63010080,0.04237913
-4.83541771,4.02275979,0.01069664,0.37697348,1.19163565,2.61800518,0.01995140,0.90456578,0.61649171,0.04176250
-4.82941471,4.03205900,0.01067613,0.37414968,1.18694591,2.64744318,0.01997899,0.90162380,0.60164661,0.04109069
-4.82341171,4.03438336,0.01062054,0.36991945,1.17761490,2.67325516,0.02000790,0.89678273,0.58573532,0.04036284
-4.81740870,4.02894982,0.01053071,0.36436131,1.16374602,2.69442269,0.02003278,0.89004083,0.56894855,0.03957918
-4.81140570,4.01508064,0.01040779,0.35758576,1.14553667,2.70996956,0.02004756,0.88142546,0.55149210,0.03874104
-4.80540270,3.99223225,0.01025317,0.34973313,1.12327264,2.71899744,0.02004564,0.87099321,0.53358086,0.03785084
-4.79939970,3.96002055,0.01006842,0.34097039,1.09731991,2.72071976,0.02002013,0.85882942,0.51543288,0.03691206
-4.79339670,3.91824162,0.00985521,0.33148696,1.06811400,2.71449222,0.01996416,0.84504703,0.49726375,0.03592921
-4.78739370,3.86688641,0.00961528,0.32148952,1.03614724,2.69983859,0.01987107,0.82978465,0.47928135,0.03490777
-4.78139070,3.80614867,0.00935046,0.31119619,1.00195449,2.67647040,0.01973479,0.81320389,0.46168110,0.03385406
-4.77538769,3.73642517,0.00906259,0.30083010,0.96609766,2.64429971,0.01955003,0.79548589,0.44464180,0.03277517
-4.76938469,3.65830807,0.00875356,0.29061265,0.92914961,2.60344400,0.01931256,0.77682696,0.42832210,0.03167881
-4.76338169,3.57256913,0.00842534,0.28075669,0.89167808,2.55422307,0.01901938,0.75743368,0.41285750,0.03057310
-4.75737869,3.48013653,0.00807996,0.27145991,0.85422991,2.49714785,0.01866889,0.73751722,0.39835809,0.02946643
-4.75137569,3.38206482,0.00771955,0.26289850,0.81731634,2.43290156,0.01826094,0.71728742,0.38490681,0.02836717
-4.74537269,3.27949940,0.00734636,0.25522161,0.78139975,2.36231434,0.01779691,0.69694646,0.37255842,0.02728354
-4.73936968,3.17363706,0.00696276,0.24854652,0.74688220,2.28633222,0.01727964,0.67668278,0.36133896,0.02622328
-4.73336668,3.06568450,0.00657126,0.24295492,0.71409625,2.20598225,0.01671331,0.65666516,0.35124593,0.02519346
-4.72736368,2.95681669,0.00617450,0.23849037,0.68329827,2.12233534,0.01610336,0.63703757,0.34224906,0.02420029
-4.72136068,2.84813738,0.00577520,0.23515705,0.65466440,2.03646871,0.01545619,0.61791488,0.33429168,0.02324889
-4.71535768,2.74064357,0.00537617,0.23291985,0.62828938,1.94942987,0.01477904,0.59937976,0.32729285,0.02234318
-4.70935468,2.63519588,0.00498028,0.23170595,0.60418808,1.86220365,0.01407962,0.58148101,0.32115008,0.02148578
-4.70335168,2.53249636,0.00459034,0.23140765,0.58229980,1.77568408,0.01336593,0.56423346,0.31574277,0.02067795
-4.69734867,2.43307465,0.00420914,0.23188653,0.56249500,1.69065209,0.01264598,0.54761946,0.31093620,0.01991965
-4.69134567,2.33728338,0.00383932,0.23297873,0.54458422,1.60776006,0.01192752,0.53159198,0.30658619,0.01920961
-4.68534267,2.24530269,0.00348334,0.23450122,0.52832893,1.52752357,0.01121789,0.51607927,0.30254408,0.01854549
-4.67933967,2.15715356,0.00314348,0.23625868,0.51345362,1.45032047,0.01052379,0.50099070,0.29866217,0.01792407
-4.67333667,2.07271889,0.00282170,0.23805098,0.49965892,1.37639669,0.00985120,0.48622372,0.29479918,0.01734153
-4.66733367,1.99177113,0.00251971,0.23968075,0.48663500,1.30587831,0.00920529,0.47167137,0.29082579,0.01679373
-4.66133067,1.91400456,0.00223888,0.24096079,0.47407482,1.23878852,0.00859038,0.45723017,0.28662976,0.01627652
-4.65532766,1.83907036,0.00198028,0.24172114,0.46168680,1.17506837,0.00800996,0.44280774,0.28212072,0.01578604
-4.64932466,1.76661235,0.00174466,0.24181538,0.44920623,1.11459977,0.00746672,0.42832998,0.27723411,0.01531905
-4.64332166,1.69630134,0.00153246,0.24112598,0.43640518,1.05722926,0.00696269,0.41374728,0.27193429,0.01487314
