energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.83791896,9.45258425,1.77959148,0.83130214,0.06319306,0.07187109,0.21185527,3.06843791,0.45540274,3.57319838
-5.83191596,9.49648027,1.78556328,0.84247805,0.06723545,0.07384532,0.20902320,3.08345869,0.46640589,3.57466180
-5.82591296,9.51127472,1.78489209,0.85156163,0.07136885,0.07569166,0.20534768,3.08878936,0.47656894,3.56481878
-5.81990995,9.49773097,1.77777000,0.85874414,0.07554851,0.07739096,0.20091814,3.08490067,0.48581028,3.54374266
-5.81390695,9.45701885,1.76445544,0.86425836,0.07972993,0.07892353,0.19583644,3.07237939,0.49404864,3.51169482
-5.80790395,9.39065159,1.74526487,0.86837010,0.08386932,0.08026935,0.19021390,3.05190670,0.50120330,3.46909977
-5.80190095,9.30042299,1.72056433,0.87136891,0.08792412,0.08140849,0.18416824,3.02423676,0.50719509,3.41652023
-5.79589795,9.18834650,1.69076112,0.87355819,0.09185345,0.08232168,0.17782059,2.99017591,0.51194804,3.35463272
-5.78989495,9.05659775,1.65629563,0.87524504,0.09561861,0.08299092,0.17129261,2.95056304,0.51539162,3.28420454
-5.78389195,8.90746117,1.61763349,0.87673005,0.09918346,0.08340024,0.16470384,2.90625131,0.51746343,3.20607224
-5.77788894,8.74328130,1.57525798,0.87829725,0.10251478,0.08353640,0.15816932,2.85809145,0.51811215,3.12112203
-5.77188594,8.56641850,1.52966268,0.88020455,0.10558252,0.08338966,0.15179752,2.80691653,0.51730043,3.03027199
-5.76588294,8.37920903,1.48134445,0.88267483,0.10835998,0.08295442,0.14568860,2.75352827,0.51500768,2.93445611
-5.75987994,8.18392906,1.43079665,0.88588794,0.11082389,0.08222980,0.13993307,2.69868480,0.51123228,2.83460996
-5.75387694,7.98276234,1.37850271,0.88997389,0.11295437,0.08122001,0.13461073,2.64308975,0.50599332,2.73165781
-5.74787394,7.77777121,1.32492994,0.89500742,0.11473483,0.07993460,0.12978999,2.58738276,0.49933141,2.62650121
-5.74187094,7.57087105,1.27052393,0.90100422,0.11615184,0.07838846,0.12552746,2.53213135,0.49130873,2.52000858
-5.73586793,7.36380821,1.21570340,0.90791897,0.11719489,0.07660161,0.12186789,2.47782444,0.48200813,2.41300616
-5.72986493,7.15814192,1.16085583,0.91564545,0.11785625,0.07459879,0.11884428,2.42486754,0.47153137,2.30626986
-5.72386193,6.95523052,1.10633391,0.92401870,0.11813073,0.07240882,0.11647824,2.37357989,0.45999658,2.20051848
-5.71785893,6.75622276,1.05245294,0.93281951,0.11801557,0.07006385,0.11478062,2.32419386,0.44753508,2.09640798
-5.71185593,6.56205452,0.99948932,0.94178097,0.11751033,0.06759836,0.11375215,2.27685667,0.43428783,1.99452724
-5.70585293,6.37345155,0.94768024,0.95059715,0.11661690,0.06504820,0.11338437,2.23163467,0.42040154,1.89539503
-5.69984992,6.19093830,0.89722444,0.95893358,0.11533959,0.06244947,0.11366049,2.18852008,0.40602482,1.79945866
-5.69384692,6.01485270,0.84828410,0.96643925,0.11368523,0.05983747,0.11455647,2.14744017,0.39130450,1.70709388
-5.68784392,5.84536660,0.80098770,0.97275967,0.11166341,0.05724571,0.11604203,2.10826858,0.37638235,1.61860642
-5.68184092,5.68251072,0.75543371,0.97755047,0.10928671,0.05470491,0.11808171,2.07083831,0.36139223,1.53423465
-5.67583792,5.52620333,0.71169484,0.98049105,0.10657098,0.05224230,0.12063589,2.03495584,0.34645795,1.45415362
-5.66983492,5.37628081,0.66982258,0.98129747,0.10353559,0.04988093,0.12366172,2.00041570,0.33169175,1.37847981
-5.66383192,5.23252876,0.62985188,0.97973421,0.10020360,0.04763925,0.12711405,1.96701477,0.31719340,1.30727680
-5.65782891,5.09471171,0.59180553,0.97562407,0.09660192,0.04553087,0.13094613,1.93456547,0.30305001,1.24056116
-5.65182591,4.96259987,0.55569811,0.96885566,0.09276132,0.04356449,0.13511024,1.90290711,0.28933629,1.17830861
-5.64582291,4.83599132,0.52153927,0.95938832,0.08871631,0.04174404,0.13955817,1.87191483,0.27611530,1.12045997
-5.63981991,4.71472846,0.48933619,0.94725387,0.08450493,0.04006896,0.14424150,1.84150548,0.26343945,1.06692681
-5.63381691,4.59870779,0.45909509,0.93255535,0.08016830,0.03853467,0.14911170,1.81164018,0.25135169,1.01759654
-5.62781391,4.48788276,0.43082182,0.91546270,0.07575019,0.03713313,0.15412019,1.78232350,0.23988677,0.97233684
-5.62181091,4.38225957,0.40452160,0.89620552,0.07129627,0.03585347,0.15921807,1.75359919,0.22907233,0.93099935
-5.61580790,4.28188666,0.38019790,0.87506348,0.06685345,0.03468270,0.16435594,1.72554295,0.21892999,0.89342268
-5.60980490,4.18683878,0.35785077,0.85235463,0.06246899,0.03360646,0.16948351,1.69825265,0.20947605,0.85943464
-5.60380190,4.09719712,0.33747473,0.82842243,0.05818965,0.03260971,0.17454928,1.67183676,0.20072213,0.82885397
-5.59779890,4.01302700,0.31905644,0.80362203,0.05406077,0.03167748,0.17950019,1.64640183,0.19267545,0.80149151
-5.59179590,3.93435513,0.30257249,0.77830663,0.05012544,0.03079546,0.18428141,1.62203978,0.18533896,0.77715111
-5.58579290,3.86114815,0.28798734,0.75281446,0.04642360,0.02995063,0.18883624,1.59881612,0.17871136,0.75563030
-5.57978989,3.79329426,0.27525186,0.72745708,0.04299134,0.02913178,0.19310618,1.57675972,0.17278694,0.73672099
-5.57378689,3.73058953,0.26430242,0.70250961,0.03986019,0.02832994,0.19703132,1.55585510,0.16755555,0.72021019
-5.56778389,3.67273007,0.25506078,0.67820320,0.03705655,0.02753879,0.20055085,1.53603761,0.16300258,0.70588107
-5.56178089,3.61931101,0.24743478,0.65472003,0.03460128,0.02675499,0.20360393,1.51719213,0.15910908,0.69351415
-5.55577789,3.56983271,0.24131992,0.63219110,0.03250935,0.02597843,0.20613081,1.49915526,0.15585217,0.68288905
-5.54977489,3.52371414,0.23660178,0.61069661,0.03078965,0.02521249,0.20807407,1.48172117,0.15320569,0.67378641
-5.54377189,3.48031308,0.23315912,0.59026895,0.02944496,0.02446430,0.20938022,1.46465075,0.15114116,0.66599038
-5.53776888,3.43895222,0.23086770,0.57089786,0.02847198,0.02374491,0.21000122,1.44768355,0.14962906,0.65929127
-5.53176588,3.39895006,0.22960457,0.55253752,0.02786152,0.02306955,0.20989619,1.43055212,0.14864045,0.65348867
-5.52576288,3.35965507,0.22925267,0.53511493,0.02759883,0.02245785,0.20903299,1.41299776,0.14814887,0.64839464
-5.51975988,3.32048161,0.22970559,0.51853927,0.02766401,0.02193413,0.20738972,1.39478708,0.14813251,0.64383713
-5.51375688,3.28094582,0.23087237,0.50271161,0.02803254,0.02152760,0.20495590,1.37572840,0.14857651,0.63966338
-5.50775388,3.24069986,0.23268194,0.48753438,0.02867591,0.02127268,0.20173350,1.35568723,0.14947550,0.63574327
-5.50175088,3.19956287,0.23508727,0.47292041,0.02956235,0.02120921,0.19773744,1.33460001,0.15083600,0.63197254
-5.49574787,3.15754718,0.23806892,0.45880080,0.03065760,0.02138265,0.19299582,1.31248556,0.15267892,0.62827561
-5.48974487,3.11487850,0.24163786,0.44513160,0.03192586,0.02184417,0.18754958,1.28945352,0.15504173,0.62460810
-5.48374187,3.07200912,0.24583742,0.43189880,0.03333061,0.02265065,0.18145187,1.26570954,0.15798035,0.62095870
-5.47773887,3.02962319,0.25074425,0.41912171,0.03483566,0.02386448,0.17476684,1.24155677,0.16157065,0.61735045
-5.47173587,2.98863365,0.25646811,0.40685445,0.03640600,0.02555316,0.16756817,1.21739369,0.16590930,0.61384116
-5.46573287,2.95017043,0.26315055,0.39518571,0.03800877,0.02778865,0.15993728,1.19370813,0.17111388,0.61052296
-5.45972986,2.91555987,0.27096219,0.38423681,0.03961412,0.03064633,0.15196125,1.17106763,0.17732221,0.60752070
-5.45372686,2.88629547,0.28009873,0.37415806,0.04119591,0.03420377,0.14373066,1.15010646,0.18469064,0.60498929
-5.44772386,2.86400034,0.29077558,0.36512387,0.04273234,0.03853894,0.13533735,1.13150937,0.19339126,0.60310970
-5.44172086,2.85038201,0.30322115,0.35732651,0.04420647,0.04372821,0.12687219,1.11599272,0.20360801,0.60208377
-5.43571786,2.84718030,0.31766888,0.35096896,0.04560640,0.04984385,0.11842309,1.10428322,0.21553154,0.60212766
-5.42971486,2.85610948,0.33434811,0.34625698,0.04692539,0.05695128,0.11007305,1.09709493,0.22935294,0.60346412
-5.42371186,2.87879588,0.35347399,0.34339070,0.04816174,0.06510598,0.10189859,1.09510496,0.24525640,0.60631365
-5.41770885,2.91671278,0.37523670,0.34255597,0.04931837,0.07435024,0.09396841,1.09892871,0.26341091,0.61088484
-5.41170585,2.97111430,0.39979027,0.34391578,0.05040235,0.08470976,0.08634242,1.10909509,0.28396120,0.61736404
-5.40570285,3.04297061,0.42724136,0.34760196,0.05142418,0.09619038,0.07907104,1.12602272,0.30701834,0.62590492
-5.39969985,3.13290674,0.45763858,0.35370741,0.05239694,0.10877492,0.07219489,1.14999776,0.33265016,0.63661819
-5.39369685,3.24114768,0.49096261,0.36227933,0.05333536,0.12242045,0.06574476,1.18115427,0.36087206,0.64956199
-5.38769385,3.36747236,0.52711793,0.37331345,0.05425490,0.13705606,0.05974179,1.21945798,0.39163868,0.66473362
-5.38169085,3.51117913,0.56592633,0.38674969,0.05517080,0.15258138,0.05419799,1.26469427,0.42483673,0.68206284
-5.37568784,3.67106522,0.60712303,0.40246946,0.05609718,0.16886596,0.04911690,1.31646118,0.46027970,0.70140753
-5.36968484,3.84542229,0.65035560,0.42029481,0.05704632,0.18574967,0.04449436,1.37416810,0.49770474,0.72255184
-5.36368184,4.03204965,0.69518612,0.43998948,0.05802801,0.20304427,0.04031948,1.43704068,0.53677223,0.74520737
-5.35767884,4.22828621,0.74109675,0.46126216,0.05904917,0.22053609,0.03657557,1.50413229,0.57706816,0.76901741
-5.35167584,4.43106131,0.78749891,0.48377173,0.06011357,0.23798998,0.03324120,1.57434205,0.61810979,0.79356435
-5.34567284,4.63696381,0.83374582,0.50713460,0.06122184,0.25515437,0.03029122,1.64643933,0.65935431,0.81838015
-5.33966983,4.84232786,0.87914820,0.53093393,0.06237164,0.27176737,0.02769770,1.71909409,0.70021073,0.84295944
-5.33366683,5.04333288,0.92299285,0.55473045,0.06355794,0.28756373,0.02543096,1.79091229,0.74005438,0.86677500
-5.32766383,5.23611428,0.96456315,0.57807459,0.06477351,0.30228245,0.02346037,1.86047533,0.77824397,0.88929477
-5.32166083,5.41688101,1.00316118,0.60051942,0.06600948,0.31567468,0.02175524,1.92638189,0.81414023,0.90999983
-5.31565783,5.58203509,1.03813015,0.62163404,0.06725593,0.32751177,0.02028547,1.98729100,0.84712574,0.92840251
-5.30965483,5.72828831,1.06887662,0.64101670,0.06850245,0.33759291,0.01902224,2.04196415,0.87662498,0.94406369
-5.30365183,5.85277076,1.09489112,0.65830726,0.06973875,0.34575220,0.01793850,2.08930499,0.90212373,0.95660862
-5.29764882,5.95312660,1.11576662,0.67319840,0.07095504,0.35186471,0.01700939,2.12839482,0.92318705,0.96574034
-5.29164582,6.02759232,1.13121366,0.68544495,0.07214246,0.35585136,0.01621262,2.15852216,0.93947489,0.97125014
-5.28564282,6.07505406,1.14107154,0.69487116,0.07329322,0.35768218,0.01552862,2.17920507,0.95075465,0.97302455
-5.27963982,6.09508090,1.14531494,0.70137528,0.07440069,0.35737802,0.01494069,2.19020529,0.95690998,0.97104844
-5.27363682,6.08793281,1.14405556,0.70493145,0.07545935,0.35501033,0.01443505,2.19153322,0.95794552,0.96540413
-5.26763382,6.05454234,1.13753862,0.70558871,0.07646453,0.35069923,0.01400068,2.18344376,0.95398710,0.95626672
-5.26163082,5.99647126,1.12613431,0.70346714,0.07741220,0.34460974,0.01362929,2.16642286,0.94527744,0.94389558
-5.25562781,5.91584376,1.11032442,0.69875136,0.07829856,0.33694642,0.01331498,2.14116567,0.93216761,0.92862280
-5.24962481,5.81525943,1.09068478,0.69168172,0.07911964,0.32794657,0.01305405,2.10854693,0.91510437,0.91083891
-5.24362181,5.69768998,1.06786416,0.68254354,0.07987096,0.31787231,0.01284463,2.06958529,0.89461408,0.89097674
-5.23761881,5.56636435,1.04256052,0.67165488,0.08054717,0.30700181,0.01268635,2.02540284,0.87128395,0.86949412
-5.23161581,5.42464733,1.01549568,0.65935351,0.08114178,0.29562003,0.01257996,1.97718196,0.84574120,0.84685623
-5.22561281,5.27591709,0.98738939,0.64598360,0.08164698,0.28400946,0.01252703,1.92612116,0.81863128,0.82351843
-5.21960980,5.12344677,0.95893404,0.63188278,0.08205363,0.27244100,0.01252961,1.87339202,0.79059594,0.79991027
-5.21360680,4.97029513,0.93077085,0.61737001,0.08235127,0.26116559,0.01258995,1.82009895,0.76225205,0.77642129
-5.20760380,4.81921056,0.90346873,0.60273503,0.08252832,0.25040669,0.01271032,1.76724351,0.73417204,0.75338930
-5.20160080,4.67255215,0.87750655,0.58822952,0.08257238,0.24035398,0.01289286,1.71569465,0.70686676,0.73109125
-5.19559780,4.53223043,0.85325947,0.57406056,0.08247057,0.23115853,0.01313960,1.66616599,0.68077127,0.70973723
-5.18959480,4.39966972,0.83098989,0.56038650,0.08221000,0.22292947,0.01345246,1.61920101,0.65623413,0.68946758
-5.18359180,4.27579275,0.81084326,0.54731524,0.08177826,0.21573232,0.01383350,1.57516630,0.63351044,0.67035296
-5.17758879,4.16102731,0.79284881,0.53490521,0.08116387,0.20958902,0.01428513,1.53425316,0.61275882,0.65239743
-5.17158579,4.05533389,0.77692501,0.52316859,0.08035684,0.20447952,0.01481058,1.49648699,0.59404217,0.63554413
-5.16558279,3.95825212,0.76288946,0.51207672,0.07934908,0.20034482,0.01541431,1.46174386,0.57733220,0.61968310
-5.15957979,3.86896336,0.75047260,0.50156736,0.07813484,0.19709143,0.01610259,1.42977327,0.56251724,0.60466107
-5.15357679,3.78636609,0.73933461,0.49155337,0.07671102,0.19459684,0.01688414,1.40022581,0.54941290,0.59029235
-5.14757379,3.70916029,0.72908455,0.48193232,0.07507746,0.19271584,0.01777071,1.37268436,0.53777508,0.57637065
-5.14157079,3.63593686,0.71930107,0.47259665,0.07323708,0.19128747,0.01877777,1.34669727,0.52731463,0.56268105
-5.13556778,3.56526785,0.70955349,0.46344371,0.07119601,0.19014223,0.01992503,1.32181186,0.51771305,0.54901179
-5.12956478,3.49579365,0.69942254,0.45438539,0.06896356,0.18910922,0.02123697,1.29760681,0.50863844,0.53516524
-5.12356178,3.42630328,0.68851979,0.44535672,0.06655215,0.18802311,0.02274316,1.27372178,0.49976118,0.52096778
-5.11755878,3.35580440,0.67650501,0.43632304,0.06397714,0.18673047,0.02447844,1.24988308,0.49076858,0.50627816
-5.11155578,3.28358029,0.66310076,0.42728550,0.06125655,0.18509536,0.02648283,1.22592415,0.48137799,0.49099405
-5.10555278,3.20923153,0.64810381,0.41828452,0.05841083,0.18300397,0.02880121,1.20180006,0.47134800,0.47505662
-5.09954977,3.13270106,0.63139286,0.40940114,0.05546242,0.18036819,0.03148270,1.17759535,0.46048713,0.45845301
-5.09354677,3.05428166,0.61293262,0.40075600,0.05243541,0.17712791,0.03457961,1.15352494,0.44866002,0.44121666
-5.08754377,2.97460618,0.59277407,0.39250628,0.04935502,0.17325216,0.03814626,1.12992828,0.43579088,0.42342569
-5.08154077,2.89462133,0.57105121,0.38484053,0.04624718,0.16873905,0.04223722,1.10725684,0.42186413,0.40519931
-5.07553777,2.81554645,0.54797460,0.37797160,0.04313802,0.16361455,0.04690548,1.08605584,0.40692258,0.38669256
-5.06953477,2.73881966,0.52382209,0.37212823,0.04005336,0.15793024,0.05220017,1.06694093,0.39106306,0.36808975
-5.06353177,2.66603399,0.49892743,0.36754544,0.03701829,0.15176020,0.05816421,1.05057106,0.37443018,0.34959679
-5.05752876,2.59886668,0.47366723,0.36445439,0.03405663,0.14519720,0.06483173,1.03761882,0.35720831,0.33143292
-5.05152576,2.53900498,0.44844700,0.36307203,0.03119058,0.13834843,0.07222556,1.02873953,0.33961247,0.31382208
-5.04552276,2.48807178,0.42368693,0.36359116,0.02844029,0.13133091,0.08035476,1.02454068,0.32187838,0.29698440
-5.03951976,2.44755456,0.39980787,0.36617143,0.02582358,0.12426683,0.08921231,1.02555294,0.30425239,0.28112814
-5.03351676,2.41874068,0.37721815,0.37093156,0.02335569,0.11727900,0.09877325,1.03220421,0.28698155,0.26644232
-5.02751376,2.40266162,0.35630159,0.37794338,0.02104907,0.11048665,0.10899308,1.04479766,0.27030428,0.25309043
-5.02151076,2.40004857,0.33740701,0.38722795,0.01891329,0.10400159,0.11980692,1.06349491,0.25444211,0.24120532
-5.01550775,2.41130085,0.32083960,0.39875385,0.01695505,0.09792498,0.13112913,1.08830482,0.23959253,0.23088540
-5.00950475,2.43646818,0.30685396,0.41243805,0.01517818,0.09234470,0.14285377,1.11907847,0.22592346,0.22219237
-5.00350175,2.47524719,0.29564911,0.42814902,0.01358378,0.08733344,0.15485577,1.15551042,0.21356909,0.21515029
-4.99749875,2.52699179,0.28736526,0.44571224,0.01217042,0.08294742,0.16699284,1.19714596,0.20262749,0.20974602
-4.99149575,2.59073647,0.28208216,0.46491776,0.01093435,0.07922587,0.17910815,1.24339417,0.19315964,0.20593101
-4.98549275,2.66523115,0.27981900,0.48552943,0.00986981,0.07619106,0.19103369,1.29354588,0.18518997,0.20362410
-4.97948974,2.74898564,0.28053553,0.50729549,0.00896930,0.07384894,0.20259412,1.34679580,0.17870817,0.20271532
-4.97348674,2.84032160,0.28413428,0.52995992,0.00822401,0.07219023,0.21361120,1.40226785,0.17367211,0.20307036
-4.96748374,2.93742949,0.29046371,0.55327411,0.00762407,0.07119196,0.22390838,1.45904244,0.17001157,0.20453563
-4.96148074,3.03842819,0.29932214,0.57700823,0.00715898,0.07081926,0.23331554,1.51618467,0.16763274,0.20694350
-4.95547774,3.14142481,0.31046231,0.60096171,0.00681794,0.07102744,0.24167371,1.57277234,0.16642301,0.21011779
-4.94947474,3.24457249,0.32359659,0.62497257,0.00659016,0.07176412,0.24883947,1.62792268,0.16625606,0.21387902
-4.94347174,3.34612418,0.33840273,0.64892477,0.00646521,0.07297148,0.25468894,1.68081689,0.16699693,0.21804958
-4.93746873,3.44448067,0.35453015,0.67275368,0.00643326,0.07458846,0.25912126,1.73072175,0.16850697,0.22245839
-4.93146573,3.53823165,0.37160679,0.69644914,0.00648536,0.07655293,0.26206123,1.77700765,0.17064845,0.22694515
-4.92546273,3.62618883,0.38924646,0.72005605,0.00661360,0.07880362,0.26346130,1.81916274,0.17328883,0.23136400
-4.91945973,3.70741058,0.40705671,0.74367271,0.00681131,0.08128202,0.26330254,1.85680286,0.17630444,0.23558650
-4.91345673,3.78121786,0.42464709,0.76744678,0.00707314,0.08393396,0.26159487,1.88967738,0.17958368,0.23950407
-4.90745373,3.84720170,0.44163774,0.79156937,0.00739509,0.08671095,0.25837630,1.91767095,0.18302955,0.24302956
-4.90145073,3.90522260,0.45766812,0.81626746,0.00777454,0.08957125,0.25371144,1.94080156,0.18656150,0.24609826
-4.89544772,3.95540257,0.47240571,0.84179522,0.00821012,0.09248070,0.24768924,1.95921519,0.19011671,0.24866815
-4.88944472,3.99811052,0.48555437,0.86842469,0.00870165,0.09541308,0.24042007,1.97317768,0.19365058,0.25071945
-4.88344172,4.03394222,0.49686217,0.89643625,0.00924986,0.09835031,0.23203243,1.98306411,0.19713664,0.25225363
-4.87743872,4.06369557,0.50612832,0.92610963,0.00985619,0.10128220,0.22266912,1.98934649,0.20056580,0.25329166
-4.87143572,4.08834254,0.51320892,0.95771554,0.01052249,0.10420597,0.21248341,1.99258007,0.20394505,0.25387185
-4.86543272,4.10899860,0.51802137,0.99150876,0.01125063,0.10712540,0.20163496,1.99338891,0.20729559,0.25404717
-4.85942971,4.12689079,0.52054707,1.02772255,0.01204216,0.11004981,0.19028594,1.99245110,0.21065063,0.25388214
-4.85342671,4.14332545,0.52083240,1.06656482,0.01289794,0.11299280,0.17859731,1.99048408,0.21405276,0.25344953
-4.84742371,4.15965638,0.51898782,1.10821600,0.01381770,0.11597088,0.16672536,1.98823035,0.21755125,0.25282683
-4.84142071,4.17725436,0.51518512,1.15282849,0.01479973,0.11900201,0.15481871,1.98644390,0.22119922,0.25209277
-4.83541771,4.19747867,0.50965298,1.20052754,0.01584056,0.12210427,0.14301569,1.98587757,0.22505095,0.25132387
-4.82941471,4.22165123,0.50267097,1.25141311,0.01693472,0.12529453,0.13144230,1.98727146,0.22915943,0.25059134
-4.82341171,4.25103382,0.49456220,1.30556249,0.01807456,0.12858741,0.12021058,1.99134246,0.23357436,0.24995835
-4.81740870,4.28680865,0.48568508,1.36303295,0.01925024,0.13199454,0.10941760,1.99877499,0.23834060,0.24947790
-4.81140570,4.33006245,0.47642440,1.42386422,0.02044976,0.13552414,0.09914488,2.01021286,0.24349725,0.24919122
-4.80540270,4.38177410,0.46718208,1.48808008,0.02165919,0.13918093,0.08945833,2.02625217,0.24907748,0.24912706
-4.79939970,4.44280542,0.45836806,1.55568885,0.02286293,0.14296657,0.08040856,2.04743518,0.25510888,0.24930161
-4.79339670,4.51389497,0.45039142,1.62668234,0.02404420,0.14688038,0.07203162,2.07424481,0.26161454,0.24971928
-4.78739370,4.59565414,0.44365212,1.70103318,0.02518557,0.15092039,0.06434997,2.10709985,0.26861459,0.25037419
-4.78139070,4.68856495,0.43853344,1.77869030,0.02626957,0.15508467,0.05737377,2.14635033,0.27612808,0.25125219
-4.77538769,4.79297874,0.43539527,1.85957293,0.02727939,0.15937277,0.05110223,2.19227312,0.28417501,0.25233355
-4.76938469,4.90911505,0.43456811,1.94356307,0.02819959,0.16378717,0.04552513,2.24506732,0.29277829,0.25359572
-4.76338169,5.03705979,0.43634789,2.03049708,0.02901682,0.16833455,0.04062436,2.30484950,0.30196529,0.25501646
-4.75737869,5.17676204,0.44099139,2.12015667,0.02972046,0.17302677,0.03637539,2.37164837,0.31176887,0.25657658
-4.75137569,5.32802896,0.44871204,2.21226009,0.03030319,0.17788146,0.03274869,2.44539918,0.32222755,0.25826262
-4.74537269,5.49051837,0.45967617,2.30645393,0.03076144,0.18292198,0.02971096,2.52593753,0.33338467,0.26006876
-4.73936968,5.66372908,0.47399926,2.40230643,0.03109574,0.18817679,0.02722630,2.61299302,0.34528648,0.26199823
-4.73336668,5.84698894,0.49174237,2.49930262,0.03131078,0.19367815,0.02525711,2.70618274,0.35797910,0.26406372
-4.72736368,6.03944146,0.51290853,2.59684207,0.03141540,0.19946009,0.02376480,2.80500517,0.37150434,0.26628698
-4.72136068,6.24003160,0.53743916,2.69423954,0.03142234,0.20555584,0.02271036,2.90883468,0.38589472,0.26869750
-4.71535768,6.44749208,0.56521081,2.79072881,0.03134775,0.21199470,0.02205473,3.01691750,0.40116768,0.27133025
-4.70935468,6.66033169,0.59603212,2.88547000,0.03121066,0.21879863,0.02175895,3.12836940,0.41731958,0.27422274
-4.70335168,6.87682703,0.62964166,2.97756016,0.03103213,0.22597863,0.02178431,3.24217615,0.43431970,0.27741146
-4.69734867,7.09501971,0.66570663,3.06604716,0.03083444,0.23353133,0.02209230,3.35719703,0.45210477,0.28092797
-4.69134567,7.31272050,0.70382315,3.14994652,0.03064009,0.24143578,0.02264457,3.47217231,0.47057440,0.28479483
-4.68534267,7.52752219,0.74351823,3.22826079,0.03047081,0.24965100,0.02340280,3.58573515,0.48958800,0.28902183
-4.67933967,7.73682242,0.78425391,3.30000104,0.03034663,0.25811419,0.02432874,3.69642835,0.50896334,0.29360244
-4.67333667,7.93785755,0.82543386,3.36420985,0.03028489,0.26674002,0.02538413,3.80272613,0.52847723,0.29851116
-4.66733367,8.12774797,0.86641254,3.41998525,0.03029953,0.27542111,0.02653083,3.90306117,0.54786848,0.30370168
-4.66133067,8.30355481,0.90650690,3.46650497,0.03040035,0.28402961,0.02773099,3.99585640,0.56684309,0.30910606
-4.65532766,8.46234727,0.94501074,3.50305042,0.03059257,0.29242017,0.02894734,4.07956138,0.58508178,0.31463527
-4.64932466,8.60127920,0.98121116,3.52902961,0.03087658,0.30043401,0.03014360,4.15269209,0.60224945,0.32018080
-4.64332166,8.71767271,1.01440683,3.54399864,0.03124787,0.30790400,0.03128495,4.21387338,0.61800641,0.32561754
