energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.87393697,3.56685942,-2.10605680,1.56106055,-0.76161743,1.00709542,-0.55210497,0.00156305,-0.00156444,0.94556017,-0.70855655,0.13792241,-0.03365999,0.64803825,-0.34546750,0.34143267,-0.27490116,0.24296757,-0.11619518
-5.86793397,3.58630985,-2.04394814,1.56565207,-0.72807141,0.99916625,-0.52167680,0.00170129,-0.00161217,0.93539369,-0.67202718,0.13885631,-0.03144634,0.66423475,-0.34721557,0.36049419,-0.28322717,0.24686033,-0.11585534
-5.86193097,3.59854423,-1.98779514,1.56729275,-0.69773799,0.98918182,-0.49347123,0.00184549,-0.00165513,0.92291034,-0.63852479,0.13928211,-0.02932447,0.67969377,-0.34911062,0.37995377,-0.29156554,0.25015459,-0.11570930
-5.85592796,3.60386761,-1.93847681,1.56591066,-0.67138642,0.97731470,-0.46774490,0.00199546,-0.00169270,0.90824729,-0.60851754,0.13924316,-0.02733456,0.69442797,-0.35119365,0.39971373,-0.29985130,0.25286322,-0.11576863
-5.84992496,3.60267901,-1.89666842,1.56147733,-0.64971428,0.96375910,-0.44468441,0.00215103,-0.00172437,0.89157628,-0.58238639,0.13879140,-0.02551347,0.70845405,-0.35349153,0.41966372,-0.30800731,0.25500877,-0.11603602
-5.84392196,3.59544666,-1.86284935,1.55400633,-0.63333979,0.94872255,-0.42441146,0.00231207,-0.00174964,0.87309790,-0.56042721,0.13798510,-0.02389446,0.72178770,-0.35601775,0.43968004,-0.31594687,0.25662170,-0.11650588
-5.83791896,3.58268099,-1.83731812,1.54355012,-0.62279621,0.93241720,-0.40698992,0.00247840,-0.00176817,0.85303473,-0.54285573,0.13688647,-0.02250703,0.73443855,-0.35877383,0.45962531,-0.32357696,0.25773837,-0.11716529
-5.83191596,3.56490675,-1.82021317,1.53019549,-0.61852825,0.91505140,-0.39243461,0.00264986,-0.00177967,0.83162386,-0.52981471,0.13555908,-0.02137690,0.74640553,-0.36175126,0.47934870,-0.33080187,0.25839886,-0.11799530
-5.82591296,3.54263567,-1.81153773,1.51405780,-0.62089009,0.89682183,-0.38072104,0.00282622,-0.00178400,0.80910891,-0.52138261,0.13406526,-0.02052619,0.75767282,-0.36493389,0.49868663,-0.33752702,0.25864477,-0.11897245
-5.81990995,3.51634091,-1.81118695,1.49527443,-0.63014462,0.87790664,-0.37179551,0.00300719,-0.00178115,0.78573207,-0.51758326,0.13246364,-0.01997351,0.76820661,-0.36830046,0.51746410,-0.34366293,0.25851699,-0.12007040
-5.81390695,3.48643482,-1.81897562,1.47399779,-0.64646359,0.85845986,-0.36558525,0.00319235,-0.00177123,0.76172652,-0.51839562,0.13080689,-0.01973431,0.77795295,-0.37182734,0.53549661,-0.34912890,0.25805364,-0.12126168
-5.80790395,3.45325095,-1.83466468,1.45038847,-0.66992834,0.83860746,-0.36200769,0.00338114,-0.00175451,0.73730952,-0.52376323,0.12913977,-0.01982105,0.78683673,-0.37549103,0.55259270,-0.35385638,0.25728825,-0.12251933
-5.80190095,3.41703134,-1.85798511,1.42460869,-0.70053086,0.81844518,-0.36097881,0.00357284,-0.00173139,0.71267656,-0.53360263,0.12749759,-0.02024353,0.79476192,-0.37927053,0.56855709,-0.35779176,0.25624826,-0.12381844
-5.79589795,3.37791963,-1.88865792,1.39681673,-0.73817512,0.79803810,-0.36241983,0.00376648,-0.00170242,0.68799687,-0.54781044,0.12590513,-0.02100906,0.80161307,-0.38314940,0.58319431,-0.36089851,0.25495388,-0.12513738
-5.78989495,3.33596024,-1.92640936,1.36716234,-0.78267847,0.77742208,-0.36626222,0.00396088,-0.00166828,0.66341030,-0.56626863,0.12437611,-0.02212265,0.80725807,-0.38711729,0.59631269,-0.36315850,0.25341738,-0.12645890
-5.78389195,3.29110372,-1.97098086,1.33578367,-0.83377324,0.75660679,-0.37245072,0.00415461,-0.00162977,0.63902590,-0.58884795,0.12291315,-0.02358711,0.81155201,-0.39117114,0.60772872,-0.36457259,0.25164286,-0.12777077
-5.77788894,3.24321776,-2.02213338,1.30280549,-0.89110872,0.73558017,-0.38094431,0.00434596,-0.00158783,0.61492204,-0.61540931,0.12150831,-0.02540312,0.81434203,-0.39531582,0.61727144,-0.36516031,0.24962647,-0.12906616
-5.77188594,3.19210324,-2.07964658,1.26833906,-0.95425348,0.71431391,-0.39171522,0.00453300,-0.00154346,0.59114805,-0.64580333,0.12014409,-0.02756915,0.81547296,-0.39956438,0.62478696,-0.36495890,0.24735706,-0.13034370
-5.76588294,3.13751450,-2.14331306,1.23248334,-1.02269839,0.69276977,-0.40474603,0.00471356,-0.00149777,0.56772721,-0.67986815,0.11879492,-0.03008148,0.81479345,-0.40393788,0.63014262,-0.36402156,0.24481730,-0.13160716
-5.75987994,3.07918258,-2.21292866,1.19532745,-1.09586059,0.67090618,-0.42002517,0.00488529,-0.00145194,0.54466095,-0.71742578,0.11742898,-0.03293403,0.81216242,-0.40846491,0.63323094,-0.36241533,0.24198504,-0.13286490
-5.75387694,3.01684027,-2.28827967,1.15695413,-1.17308832,0.64868484,-0.43754111,0.00504570,-0.00140718,0.52193381,-0.75827750,0.11601036,-0.03611823,0.80745550,-0.41318081,0.63397301,-0.36021854,0.23883505,-0.13412917
-5.74787394,2.95024771,-2.36912798,1.11744393,-1.25366706,0.62607694,-0.45727542,0.00519225,-0.00136476,0.49951907,-0.80219848,0.11450136,-0.03962297,0.80057120,-0.41812676,0.63232131,-0.35751799,0.23534096,-0.13541516
-5.74187094,2.87921721,-2.45519549,1.07687963,-1.33682687,0.60306868,-0.47919549,0.00532241,-0.00132593,0.47738453,-0.84893237,0.11286488,-0.04343440,0.79143652,-0.42334868,0.62826174,-0.35440626,0.23147716,-0.13673998
-5.73586793,2.80363613,-2.54614872,1.03535082,-1.42175086,0.57966583,-0.50324682,0.00543374,-0.00129198,0.45549823,-0.89818603,0.11106680,-0.04753594,0.78001186,-0.42889609,0.62181492,-0.35097897,0.22722092,-0.13812171
-5.72986493,2.72348665,-2.64158476,0.99295802,-1.50758491,0.55589719,-0.52934584,0.00552398,-0.00126416,0.43383378,-0.94962500,0.10907821,-0.05190823,0.76629492,-0.43482085,0.61303658,-0.34733239,0.22255423,-0.13957832
-5.72386193,2.63886177,-2.74101943,0.94981619,-1.59344827,0.53181672,-0.55737320,0.00559117,-0.00124373,0.41237507,-1.00287003,0.10687734,-0.05652918,0.75032352,-0.44117594,0.60201717,-0.34356130,0.21746558,-0.14112682
-5.71785893,2.54997664,-2.84387834,0.90605741,-1.67844498,0.50750451,-0.58716830,0.00563372,-0.00123188,0.39112007,-1.05749502,0.10445131,-0.06137412,0.73217718,-0.44801406,0.58888053,-0.33975731,0.21195148,-0.14278239
-5.71185593,2.45717494,-2.94949152,0.86183241,-1.76167571,0.48306640,-0.61852514,0.00565046,-0.00122979,0.37008364,-1.11302670,0.10179731,-0.06641592,0.71197746,-0.45538622,0.57378192,-0.33600751,0.20601758,-0.14455773
-5.70585293,2.36093009,-3.05709176,0.81731099,-1.84224991,0.45863247,-0.65118992,0.00564076,-0.00123856,0.34929922,-1.16894610,0.09892347,-0.07162525,0.68988692,-0.46334009,0.55690518,-0.33239354,0.19967957,-0.14646250
-5.69984992,2.26184126,-3.16581707,0.77268121,-1.91929784,0.43435453,-0.68486052,0.00560452,-0.00125926,0.32881938,-1.22469214,0.09584923,-0.07697086,0.66610698,-0.47191837,0.53845941,-0.32899095,0.19296351,-0.14850285
-5.69384692,2.16062453,-3.27471698,0.72814742,-1.99198238,0.41040271,-0.71918809,0.00554227,-0.00129289,0.30871520,-1.27966713,0.09260515,-0.08241986,0.64087447,-0.48115676,0.51867502,-0.32586891,0.18590595,-0.15068117
-5.68784392,2.05809952,-3.38276269,0.68392727,-2.05951027,0.38696142,-0.75378066,0.00545513,-0.00134037,0.28907467,-1.33324436,0.08923235,-0.08793802,0.61445721,-0.49108197,0.49779947,-0.32309000,0.17855348,-0.15299584
-5.68184092,1.95517214,-3.48886070,0.64024776,-2.12114273,0.36422480,-0.78820890,0.00534484,-0.00140252,0.27000013,-1.38477751,0.08578143,-0.09349007,0.58714868,-0.50170942,0.47609262,-0.32071014,0.17096201,-0.15544114
-5.67583792,1.85281409,-3.59186942,0.59734075,-2.17620534,0.34239187,-0.82201374,0.00521370,-0.00148010,0.25160494,-1.43361168,0.08231100,-0.09903993,0.55926192,-0.51304096,0.45382198,-0.31877849,0.16319562,-0.15800712
-5.66983492,1.75203983,-3.69061848,0.55543784,-2.22409699,0.32166153,-0.85471582,0.00506454,-0.00157373,0.23400957,-1.47909588,0.07888591,-0.10455093,0.53112293,-0.52506256,0.43125780,-0.31733738,0.15532519,-0.16067963
-5.66383192,1.65388181,-3.78392999,0.51476520,-2.26429801,0.30222756,-0.88582628,0.00490066,-0.00168390,0.21733732,-1.52059649,0.07557515,-0.10998595,0.50306368,-0.53774213,0.40866823,-0.31642199,0.14742671,-0.16344033
-5.65782891,1.55936475,-3.87064129,0.47553837,-2.29637747,0.28427374,-0.91485873,0.00472574,-0.00181095,0.20170976,-1.55751140,0.07244960,-0.11530753,0.47541489,-0.55102761,0.38631450,-0.31606011,0.13957948,-0.16626670
-5.65182591,1.46947968,-3.94962859,0.43795725,-2.31999942,0.26796917,-0.94134186,0.00454378,-0.00195502,0.18724225,-1.58928437,0.06957958,-0.12047790,0.44849892,-0.56484546,0.36444637,-0.31627158,0.13186406,-0.16913220
-5.64582291,1.38515847,-4.01983083,0.40220162,-2.33492838,0.25346389,-0.96483231,0.00435894,-0.00211608,0.17403955,-1.61541908,0.06703250,-0.12545899,0.42262278,-0.57909981,0.34329771,-0.31706783,0.12436034,-0.17200634
-5.63981991,1.30724955,-4.08027326,0.36842722,-2.34103370,0.24088475,-0.98492730,0.00417552,-0.00229384,0.16219180,-1.63549253,0.06487039,-0.13021242,0.39807148,-0.59367227,0.32308243,-0.31845131,0.11714543,-0.17485496
-5.63381691,1.23649533,-4.13009005,0.33676249,-2.33829292,0.23033179,-1.00127660,0.00399780,-0.00248774,0.15177082,-1.64916713,0.06314771,-0.13469951,0.37510188,-0.60842260,0.30399085,-0.32041502,0.11029175,-0.17764051
-5.62781391,1.17351199,-4.16854541,0.30730618,-2.32679393,0.22187493,-1.01359325,0.00382996,-0.00269697,0.14282715,-1.65620124,0.06190924,-0.13888132,0.35393725,-0.62319043,0.28618634,-0.32294219,0.10386516,-0.18032248
-5.62181091,1.11877208,-4.19505262,0.28012576,-2.30673566,0.21555121,-1.02166290,0.00367602,-0.00292038,0.13538751,-1.65645751,0.06118830,-0.14271880,0.33476247,-0.63779784,0.26980260,-0.32600619,0.09792331,-0.18285794
-5.61580790,1.07259036,-4.20919048,0.25525661,-2.27842738,0.21136257,-1.02535099,0.00353970,-0.00315654,0.12945317,-1.64990889,0.06100526,-0.14617295,0.31772019,-0.65205306,0.25494139,-0.32957073,0.09251415,-0.18520223
-5.60980490,1.03511335,-4.21071668,0.23270215,-2.24228602,0.20927421,-1.02460793,0.00342444,-0.00340372,0.12499883,-1.63664182,0.06136641,-0.14920525,0.30290791,-0.66575509,0.24167097,-0.33359049,0.08767475,-0.18730981
-5.60380190,1.00631287,-4.19957762,0.21243463,-2.19883173,0.20921362,-1.01947173,0.00333327,-0.00365986,0.12197247,-1.61685656,0.06226331,-0.15177812,0.29037612,-0.67869905,0.23002508,-0.33801207,0.08343034,-0.18913519
-5.59779890,0.98598382,-4.17591440,0.19439668,-2.14868124,0.21107044,-1.01006815,0.00326878,-0.00392267,0.12029581,-1.59086455,0.06367248,-0.15385555,0.28012751,-0.69068231,0.22000278,-0.34277544,0.07979373,-0.19063407
-5.59179590,0.97374647,-4.14006452,0.17850345,-2.09253900,0.21469710,-0.99660823,0.00323313,-0.00418961,0.11986557,-1.55908265,0.06555568,-0.15540394,0.27211737,-0.70151093,0.21156902,-0.34781572,0.07676500,-0.19176447
-5.58579290,0.96905334,-4.09255932,0.16464535,-2.03118617,0.21991045,-0.97938341,0.00322800,-0.00445798,0.12055543,-1.52202462,0.06786053,-0.15639298,0.26625505,-0.71100636,0.20465591,-0.35306534,0.07433154,-0.19248796
-5.57978989,0.97120059,-4.03411675,0.15269117,-1.96546741,0.22649430,-0.95875825,0.00325459,-0.00472499,0.12221870,-1.48028987,0.07052171,-0.15679672,0.26240665,-0.71901191,0.19916495,-0.35845633,0.07246843,-0.19277095
-5.57378689,0.97934390,-3.96562976,0.14249163,-1.89627573,0.23420301,-0.93516108,0.00331363,-0.00498781,0.12469158,-1.43454990,0.07346250,-0.15659456,0.26039872,-0.72539888,0.19496992,-0.36392287,0.07113913,-0.19258579
-5.56778389,0.99251843,-3.88815023,0.13388309,-1.82453558,0.24276604,-0.90907293,0.00340536,-0.00524371,0.12779688,-1.38553274,0.07659679,-0.15577239,0.26002303,-0.73007191,0.19192058,-0.36940373,0.07029653,-0.19191190
-5.56178089,1.00966260,-3.80286872,0.12669156,-1.75118470,0.25189351,-0.88101490,0.00352957,-0.00549011,0.13134832,-1.33400596,0.07983142,-0.15432355,0.26104222,-0.73297330,0.18984700,-0.37484452,0.06988422,-0.19073669
-5.55577789,1.02964489,-3.71109043,0.12073664,-1.67715505,0.26128249,-0.85153470,0.00368559,-0.00572471,0.13515501,-1.28075872,0.08306877,-0.15224974,0.26319616,-0.73408614,0.18856444,-0.38019972,0.06983806,-0.18905620
-5.54977489,1.05129311,-3.61420784,0.11583556,-1.60335345,0.27062409,-0.82119250,0.00387234,-0.00594556,0.13902619,-1.22658333,0.08620959,-0.14956173,0.26620898,-0.73343589,0.18787868,-0.38543412,0.07008793,-0.18687563
-5.54377189,1.07342511,-3.51367057,0.11180703,-1.53064243,0.27961097,-0.79054664,0.00408826,-0.00615118,0.14277607,-1.17225697,0.08915590,-0.14627983,0.26979642,-0.73109046,0.18759157,-0.39052378,0.07055967,-0.18420941
-5.53776888,1.09488011,-3.41095321,0.10847491,-1.45982204,0.28794516,-0.76013962,0.00433142,-0.00634056,0.14622842,-1.11852412,0.09181387,-0.14243406,0.27367333,-0.72715852,0.18750668,-0.39545623,0.07117707,-0.18108109
-5.53176588,1.11454943,-3.30752196,0.10567161,-1.39161300,0.29534581,-0.73048486,0.00459943,-0.00651329,0.14922106,-1.06608007,0.09409666,-0.13806409,0.27756109,-0.72178624,0.18743484,-0.40022999,0.07186394,-0.17752282
-5.52576288,1.13140572,-3.20480080,0.10324115,-1.32664195,0.30155664,-0.70205436,0.00488953,-0.00666952,0.15160990,-1.01555615,0.09592699,-0.13321876,0.28119474,-0.71515242,0.18719931,-0.40485332,0.07254613,-0.17357456
-5.51975988,1.14452946,-3.10413836,0.10104175,-1.26542924,0.30635286,-0.67526788,0.00519851,-0.00680999,0.15327233,-0.96750689,0.09723935,-0.12795536,0.28432952,-0.70746224,0.18664054,-0.40934224,0.07315345,-0.16928303
-5.51375688,1.15313202,-3.00677620,0.09894798,-1.20837960,0.30954711,-0.65048370,0.00552279,-0.00693598,0.15411008,-0.92239966,0.09798194,-0.12233851,0.28674667,-0.69893980,0.18562023,-0.41371800,0.07362147,-0.16470036
-5.50775388,1.15657413,-2.91381969,0.09685239,-1.15577619,0.31099434,-0.62799130,0.00585838,-0.00704927,0.15405121,-0.88060679,0.09811799,-0.11643891,0.28825827,-0.68981981,0.18402456,-0.41800396,0.07389305,-0.15988256
-5.50175088,1.15437949,-2.82621231,0.09466654,-1.10777808,0.31059536,-0.60800605,0.00620094,-0.00715200,0.15305126,-0.84240055,0.09762666,-0.11033173,0.28871103,-0.68033882,0.18176654,-0.42222220,0.07391963,-0.15488791
-5.49574787,1.14624275,-2.74471422,0.09232160,-1.06442131,0.30829887,-0.59066607,0.00654575,-0.00724660,0.15109353,-0.80795091,0.09650324,-0.10409493,0.28798890,-0.67072626,0.17878740,-0.42638999,0.07366228,-0.14977522
-5.48974487,1.13203196,-2.66988603,0.08976832,-1.02562348,0.30410198,-0.57603122,0.00688782,-0.00733565,0.14818847,-0.77732616,0.09475899,-0.09780747,0.28601443,-0.66119574,0.17505702,-0.43051637,0.07309228,-0.14460216
-5.48374187,1.11178543,-2.60207814,0.08697655,-0.99119166,0.29804915,-0.56408428,0.00722190,-0.00742170,0.14437219,-0.75049621,0.09242021,-0.09154749,0.28274901,-0.65193710,0.17057335,-0.43459894,0.07219154,-0.13942364
-5.47773887,1.08570333,-2.54142642,0.08393432,-0.96083344,0.29022964,-0.55473421,0.00754255,-0.00750715,0.13970426,-0.72733850,0.08952699,-0.08539059,0.27819194,-0.64310939,0.16536100,-0.43862135,0.07095253,-0.13429036
-5.47173587,1.05413469,-2.48785417,0.08064653,-0.93417050,0.28077362,-0.54782130,0.00784429,-0.00759408,0.13426482,-0.70764612,0.08613142,-0.07940817,0.27237849,-0.63483536,0.15946905,-0.44255126,0.06937795,-0.12924755
-5.46573287,1.01756052,-2.44108067,0.07713343,-0.91075443,0.26984714,-0.54312405,0.00812162,-0.00768413,0.12815115,-0.69113801,0.08229551,-0.07366603,0.26537716,-0.62719748,0.15296832,-0.44633941,0.06748016,-0.12433399
-5.45972986,0.97657394,-2.40063589,0.07342882,-0.89008405,0.25764622,-0.54036766,0.00836922,-0.00777838,0.12147397,-0.67747072,0.07808887,-0.06822311,0.25728622,-0.62023584,0.14594811,-0.44991943,0.06528025,-0.11958132
-5.45372686,0.93185843,-2.36588112,0.06957822,-0.87162368,0.24439029,-0.53923363,0.00858201,-0.00787722,0.11435346,-0.66625135,0.07358622,-0.06313061,0.24822985,-0.61394798,0.13851275,-0.45320886,0.06280698,-0.11501364
-5.44772386,0.88416521,-2.33603462,0.06563711,-0.85482180,0.23031543,-0.53937040,0.00875536,-0.00798037,0.10691533,-0.65705139,0.06886490,-0.05843129,0.23835405,-0.60829070,0.13077811,-0.45611102,0.06009558,-0.11064742
-5.44172086,0.83429080,-2.31020162,0.06166915,-0.83912918,0.21566750,-0.54040452,0.00888515,-0.00808681,0.09928703,-0.64942080,0.06400246,-0.05415911,0.22782252,-0.60318362,0.12286817,-0.45851794,0.05718640,-0.10649180
-5.43571786,0.78305574,-2.28740744,0.05774474,-0.82401625,0.20069569,-0.54195213,0.00896798,-0.00819479,0.09159427,-0.64290207,0.05907439,-0.05033915,0.21681276,-0.59851448,0.11491197,-0.46031406,0.05412360,-0.10254904
-5.42971486,0.73128533,-2.26663256,0.05393976,-0.80898874,0.18564658,-0.54363035,0.00900121,-0.00830196,0.08395795,-0.63704370,0.05415211,-0.04698777,0.20551247,-0.59414581,0.10704088,-0.46138055,0.05095382,-0.09881528
-5.42371186,0.67979307,-2.24684832,0.05033462,-0.79360145,0.17075901,-0.54506828,0.00898312,-0.00840537,0.07649164,-0.63141288,0.04930133,-0.04411297,0.19411651,-0.58992255,0.09938646,-0.46160010,0.04772493,-0.09528152
-5.41770885,0.62936715,-2.22705202,0.04701370,-0.77746949,0.15625983,-0.54591721,0.00891298,-0.00850170,0.06929963,-0.62560683,0.04458065,-0.04171498,0.18282437,-0.58568045,0.09207887,-0.46086189,0.04448494,-0.09193465
-5.41170585,0.58076046,-2.20629985,0.04406509,-0.76027686,0.14236075,-0.54585987,0.00879106,-0.00858734,0.06247558,-0.61926261,0.04004064,-0.03978694,0.17183831,-0.58125448,0.08524587,-0.45906641,0.04128099,-0.08875865
-5.40570285,0.53468397,-2.18373667,0.04158066,-0.74178214,0.12925623,-0.54461830,0.00861866,-0.00865859,0.05610181,-0.61206527,0.03572328,-0.03831567,0.16136207,-0.57648717,0.07901244,-0.45613006,0.03815858,-0.08573575
-5.39969985,0.49180333,-2.15862143,0.03965631,-0.72182124,0.11712242,-0.54196031,0.00839812,-0.00871185,0.05024911,-0.60375385,0.03166167,-0.03728250,0.15160013,-0.57123613,0.07350082,-0.45198907,0.03516094,-0.08284756
-5.39369685,0.45273844,-2.13034733,0.03839252,-0.70030729,0.10611696,-0.53770426,0.00813274,-0.00874375,0.04497709,-0.59412557,0.02788021,-0.03666403,0.14275750,-0.56538059,0.06883102,-0.44660274,0.03232859,-0.08007610
-5.38769385,0.41806519,-2.09845611,0.03789482,-0.67722785,0.09637971,-0.53172199,0.00782667,-0.00875137,0.04033490,-0.58303782,0.02439495,-0.03643299,0.13503968,-0.55882660,0.06512153,-0.43995570,0.02969904,-0.07740474
-5.38169085,0.38831898,-2.06264609,0.03827431,-0.65263965,0.08803398,-0.52394012,0.00748484,-0.00873232,0.03636228,-0.57040819,0.02121425,-0.03655883,0.12865285,-0.55151053,0.06249025,-0.43205907,0.02730671,-0.07481891
-5.37568784,0.36399897,-2.02277381,0.03964794,-0.62666138,0.08118822,-0.51433947,0.00711279,-0.00868488,0.03309072,-0.55621268,0.01833958,-0.03700848,0.12380399,-0.54340087,0.06105518,-0.42295064,0.02518285,-0.07230669
-5.36968484,0.34557247,-1.97884960,0.04213845,-0.59946469,0.07593782,-0.50295283,0.00671651,-0.00860810,0.03054481,-0.54048208,0.01576644,-0.03774680,0.12070064,-0.53449833,0.06093505,-0.41269385,0.02335565,-0.06985907
-5.36368184,0.33347851,-1.93102743,0.04587383,-0.57126416,0.07236692,-0.48986126,0.00630229,-0.00850177,0.02874340,-0.52329704,0.01348537,-0.03873712,0.11955024,-0.52483411,0.06224938,-0.40137585,0.02185032,-0.06747020
-5.35767884,0.32812990,-1.87958990,0.05098621,-0.54230642,0.07054986,-0.47518903,0.00587650,-0.00836648,0.02770070,-0.50478183,0.01148297,-0.03994161,0.12055874,-0.51446669,0.06511805,-0.38910459,0.02068920,-0.06513725
-5.35167584,0.32991305,-1.82492924,0.05760992,-0.51285913,0.07055215,-0.45909757,0.00544547,-0.00820357,0.02742710,-0.48509724,0.00974283,-0.04132167,0.12392841,-0.50347739,0.06966009,-0.37600527,0.01989184,-0.06286027
-5.34567284,0.33918518,-1.76752548,0.06587888,-0.48320010,0.07243086,-0.44177854,0.00501530,-0.00801504,0.02792966,-0.46443295,0.00824651,-0.04283831,0.12985455,-0.49196490,0.07599174,-0.36221617,0.01947498,-0.06064181
