energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.84392196,4.42250428,0.03224630,0.24011599,0.46049417,0.03580533,2.34187538,0.87554068,0.32422807
-5.83791896,4.64674642,0.03290611,0.26045085,0.47535792,0.03877262,2.44471152,0.90610334,0.34447983
-5.83191596,4.86537890,0.03348471,0.28064519,0.48956014,0.04174102,2.54427465,0.93536728,0.36440314
-5.82591296,5.07568895,0.03397645,0.30041622,0.50298051,0.04467355,2.63939466,0.96304774,0.38373639
-5.81990995,5.27483377,0.03437526,0.31947116,0.51549313,0.04753183,2.72883827,0.98883767,0.40220780
-5.81390695,5.45991704,0.03467482,0.33751482,0.52697063,0.05027727,2.81134273,1.01241570,0.41954285
-5.80790395,5.62807638,0.03486875,0.35425790,0.53728899,0.05287225,2.88565532,1.03345629,0.43547249
-5.80190095,5.77657819,0.03495085,0.36942550,0.54633283,0.05528143,2.95057700,1.05164172,0.44974174
-5.79589795,5.90291548,0.03491540,0.38276552,0.55400098,0.05747295,3.00500813,1.06667519,0.46211838
-5.78989495,6.00490387,0.03475750,0.39405677,0.56021187,0.05941963,3.04799391,1.07829445,0.47240125
-5.78389195,6.08077062,0.03447341,0.40311606,0.56490840,0.06109999,3.07876686,1.08628498,0.48042776
-5.77788894,6.12923177,0.03406088,0.40980433,0.56806208,0.06249907,3.09678408,1.09049210,0.48608022
-5.77188594,6.14955287,0.03351942,0.41403126,0.56967593,0.06360900,3.10175670,1.09083097,0.48929061
-5.76588294,6.14158937,0.03285060,0.41575824,0.56978602,0.06442927,3.09366986,1.08729401,0.49004362
-5.75987994,6.10580417,0.03205819,0.41499948,0.56846140,0.06496669,3.07279147,1.07995495,0.48837753
-5.75387694,6.04326058,0.03114822,0.41182126,0.56580247,0.06523506,3.03966921,1.06896936,0.48438313
-5.74787394,5.95559074,0.03012904,0.40633933,0.56193752,0.06525450,2.99511545,1.05457128,0.47820053
-5.74187094,5.84494062,0.02901119,0.39871451,0.55701798,0.06505046,2.94018067,1.03706627,0.47001401
-5.73586793,5.71389439,0.02780721,0.38914681,0.55121217,0.06465264,2.87611687,1.01682098,0.46004525
-5.72986493,5.56538195,0.02653140,0.37786828,0.54469817,0.06409354,2.80433258,0.99424995,0.44854521
-5.72386193,5.40257447,0.02519949,0.36513489,0.53765617,0.06340713,2.72634224,0.96980034,0.43578505
-5.71785893,5.22877353,0.02382825,0.35121799,0.53026052,0.06262732,2.64371236,0.94393536,0.42204674
-5.71185593,5.04729976,0.02243511,0.33639552,0.52267233,0.06178664,2.55800786,0.91711754,0.40761356
-5.70585293,4.86138671,0.02103776,0.32094363,0.51503268,0.06091496,2.47074107,0.88979265,0.39276122
-5.69984992,4.67408561,0.01965378,0.30512876,0.50745723,0.06003849,2.38332662,0.86237535,0.37774992
-5.69384692,4.48818552,0.01830028,0.28920089,0.50003230,0.05917906,2.29704425,0.83523725,0.36281777
-5.68784392,4.30615286,0.01699363,0.27338781,0.49281296,0.05835364,2.21301155,0.80869818,0.34817582
-5.68184092,4.13009247,0.01574924,0.25789093,0.48582300,0.05757429,2.13216782,0.78302101,0.33400493
-5.67583792,3.96173155,0.01458143,0.24288254,0.47905715,0.05684840,2.05526961,0.75841034,0.32045451
-5.66983492,3.80242603,0.01350332,0.22850453,0.47248514,0.05617924,1.98289749,0.73501492,0.30764318
-5.66383192,3.65318766,0.01252689,0.21486863,0.46605762,0.05556679,1.91547339,0.71293368,0.29566100
-5.65782891,3.51472902,0.01166303,0.20205787,0.45971345,0.05500883,1.85328672,0.69222467,0.28457331
-5.65182591,3.38752229,0.01092162,0.19012912,0.45338803,0.05450214,1.79652710,0.67291640,0.27442552
-5.64582291,3.27186726,0.01031173,0.17911654,0.44702208,0.05404373,1.74532138,0.65502064,0.26524877
-5.63981991,3.16796327,0.00984174,0.16903542,0.44057043,0.05363216,1.69977199,0.63854579,0.25706578
-5.63381691,3.07597989,0.00951951,0.15988639,0.43401012,0.05326864,1.65999389,0.62350983,0.24989657
-5.62781391,2.99612113,0.00935250,0.15165954,0.42734742,0.05295799,1.62614742,0.60995198,0.24376369
-5.62181091,2.92867878,0.00934785,0.14433825,0.42062327,0.05270941,1.59846463,0.59794218,0.23869645
-5.61580790,2.87407097,0.00951235,0.13790250,0.41391664,0.05253679,1.57726711,0.58758772,0.23473395
-5.60980490,2.83286313,0.00985244,0.13233146,0.40734573,0.05245884,1.56297378,0.57903652,0.23192664
-5.60380190,2.80576982,0.01037400,0.12760533,0.40106671,0.05249876,1.55609799,0.57247664,0.23033630
-5.59779890,2.79363689,0.01108214,0.12370630,0.39527003,0.05268354,1.55723356,0.56813211,0.23003443
-5.59179590,2.79740486,0.01198088,0.12061863,0.39017448,0.05304304,1.56703048,0.56625510,0.23109904
-5.58579290,2.81805547,0.01307280,0.11832804,0.38601912,0.05360859,1.58616122,0.56711484,0.23361016
-5.57978989,2.85654443,0.01435856,0.11682034,0.38305362,0.05441159,1.61527961,0.57098379,0.23764417
-5.57378689,2.91372427,0.01583646,0.11607962,0.38152727,0.05548174,1.65497427,0.57812192,0.24326739
-5.56778389,2.99026190,0.01750200,0.11608613,0.38167738,0.05684537,1.70571939,0.58875978,0.25052925
-5.56178089,3.08655565,0.01934742,0.11681399,0.38371743,0.05852366,1.76782547,0.60308138,0.25945553
-5.55577789,3.20265703,0.02136133,0.11822902,0.38782575,0.06053109,1.84139296,0.62120781,0.27004192
-5.54977489,3.33820185,0.02352844,0.12028684,0.39413510,0.06287399,1.92627150,0.64318243,0.28224850
-5.54377189,3.49235532,0.02582939,0.12293145,0.40272376,0.06554938,2.02202741,0.66895863,0.29599545
-5.53776888,3.66377477,0.02824073,0.12609435,0.41360853,0.06854420,2.12792139,0.69839069,0.31116015
-5.53176588,3.85059284,0.03073503,0.12969436,0.42674003,0.07183490,2.24289826,0.73122844,0.32757613
-5.52576288,4.05042317,0.03328126,0.13363821,0.44200040,0.07538738,2.36558967,0.76711608,0.34503385
-5.51975988,4.26038906,0.03584522,0.13782190,0.45920372,0.07915745,2.49433038,0.80559531,0.36328347
-5.51375688,4.47717481,0.03839023,0.14213272,0.47809901,0.08309166,2.62718773,0.84611275,0.38203948
-5.50775388,4.69709822,0.04087793,0.14645196,0.49837577,0.08712852,2.76200353,0.88803151,0.40098707
-5.50175088,4.91620146,0.04326921,0.15065816,0.51967180,0.09120007,2.89644685,0.93064641,0.41979012
-5.49574787,5.13035692,0.04552529,0.15463072,0.54158310,0.09523367,3.02807572,0.97320234,0.43810029
-5.48974487,5.33538382,0.04760877,0.15825378,0.56367538,0.09915412,3.15440528,1.01491508,0.45556711
-5.48374187,5.52717086,0.04948477,0.16142010,0.58549680,0.10288577,3.27297980,1.05499375,0.47184846
-5.47773887,5.70179987,0.05112200,0.16403490,0.60659146,0.10635475,3.38144548,1.09266405,0.48662112
-5.47173587,5.85566583,0.05249379,0.16601934,0.62651319,0.10949112,3.47762140,1.12719151,0.49959101
-5.46573287,5.98558831,0.05357896,0.16731366,0.64483915,0.11223094,3.55956581,1.15790387,0.51050263
-5.45972986,6.08891042,0.05436258,0.16787975,0.66118280,0.11451805,3.62563523,1.18421180,0.51914748
-5.45372686,6.16358167,0.05483650,0.16770305,0.67520585,0.11630571,3.67453439,1.20562737,0.52537100
-5.44772386,6.20822212,0.05499975,0.16679381,0.68662884,0.11755785,3.70535544,1.22177970,0.52907803
-5.44172086,6.22216593,0.05485862,0.16518765,0.69523999,0.11825000,3.71760511,1.23242727,0.53023646
-5.43571786,6.20548362,0.05442665,0.16294528,0.70090216,0.11836989,3.71121946,1.23746675,0.52887898
-5.42971486,6.15898268,0.05372425,0.16015171,0.70355778,0.11791762,3.68656605,1.23693802,0.52510316
-5.42371186,6.08418759,0.05277828,0.15691464,0.70323147,0.11690553,3.64443385,1.23102541,0.51906958
-5.41770885,5.98330044,0.05162132,0.15336240,0.70003051,0.11535772,3.58601184,1.22005525,0.51099837
-5.41170585,5.85914428,0.05029085,0.14964129,0.69414301,0.11330918,3.51285731,1.20448971,0.50116422
-5.40570285,5.71509125,0.04882832,0.14591254,0.68583384,0.11080479,3.42685517,1.18491736,0.48989003
-5.39969985,5.55497826,0.04727807,0.14234885,0.67543854,0.10789793,3.33016987,1.16204044,0.47753938
-5.39369685,5.38301273,0.04568626,0.13913069,0.66335516,0.10464898,3.22519143,1.13665935,0.46450809
-5.38769385,5.20367090,0.04409969,0.13644230,0.65003427,0.10112365,3.11447708,1.10965456,0.45121496
-5.38169085,5.02159125,0.04256470,0.13446755,0.63596738,0.09739122,3.00069011,1.08196630,0.43809206
-5.37568784,4.84146542,0.04112605,0.13338561,0.62167397,0.09352272,2.88653724,1.05457239,0.42557450
-5.36968484,4.66792865,0.03982587,0.13336658,0.60768740,0.08958910,2.77470588,1.02846460,0.41409015
-5.36368184,4.50545182,0.03870267,0.13456702,0.59453999,0.08565943,2.66780242,1.00462392,0.40404927
-5.35767884,4.35823705,0.03779049,0.13712555,0.58274775,0.08179923,2.56829275,0.98399534,0.39583436
-5.35167584,4.23011864,0.03711807,0.14115847,0.57279504,0.07806886,2.47844608,0.96746244,0.38979038
-5.34567284,4.12447120,0.03670828,0.14675563,0.56511958,0.07452214,2.40028296,0.95582253,0.38621552
-5.33966983,4.04412687,0.03657757,0.15397652,0.56009841,0.07120509,2.33552873,0.94976289,0.38535281
-5.33366683,3.99130343,0.03673566,0.16284678,0.55803516,0.06815502,2.28557315,0.94983886,0.38738272
-5.32766383,3.96754535,0.03718542,0.17335525,0.55914915,0.06539981,2.25143745,0.95645431,0.39241703
-5.32166083,3.97367947,0.03792280,0.18545177,0.56356674,0.06295746,2.23374951,0.96984544,0.40049422
-5.31565783,4.00978736,0.03893715,0.19904573,0.57131548,0.06083605,2.23272828,0.99006848,0.41157657
-5.30965483,4.07519561,0.04021152,0.21400576,0.58232118,0.05903389,2.24817803,1.01699194,0.42554920
-5.30365183,4.16848562,0.04172331,0.23016038,0.59640841,0.05754006,2.27949309,1.05029404,0.44222120
-5.29764882,4.28752347,0.04344497,0.24730007,0.61330442,0.05633526,2.32567343,1.08946574,0.46132896
-5.29164582,4.42951019,0.04534496,0.26518050,0.63264647,0.05539282,2.38535113,1.13381954,0.48254173
-5.28564282,4.59105185,0.04738871,0.28352708,0.65399266,0.05468009,2.45682734,1.18250426,0.50546933
-5.27963982,4.76824834,0.04953977,0.30204085,0.67683561,0.05415993,2.53811909,1.23452550,0.52967192
-5.27363682,4.95679855,0.05176096,0.32040535,0.70061898,0.05379237,2.62701484,1.28877139,0.55467154
-5.26763382,5.15211922,0.05401551,0.33829456,0.72475585,0.05353632,2.72113717,1.34404299,0.57996510
-5.26163082,5.34947380,0.05626814,0.35538147,0.74864857,0.05335134,2.81801069,1.39908840,0.60503832
-5.25562781,5.54410695,0.05848606,0.37134708,0.77170917,0.05319928,2.91513303,1.45263943,0.62938031
-5.24962481,5.73138007,0.06063982,0.38588943,0.79337947,0.05304588,3.01004643,1.50344960,0.65249805
-5.24362181,5.90690295,0.06270388,0.39873240,0.81315011,0.05286213,3.10040730,1.55033206,0.67393032
-5.23761881,6.06665653,0.06465710,0.40963378,0.83057773,0.05262541,3.18405140,1.59219593,0.69326048
-5.23161581,6.20710215,0.06648284,0.41839236,0.84529937,0.05232039,3.25905201,1.62807973,0.71012770
-5.22561281,6.32527327,0.06816889,0.42485376,0.85704379,0.05193956,3.32376915,1.65718045,0.72423602
-5.21960980,6.41884617,0.06970713,0.42891460,0.86563892,0.05148349,3.37688804,1.67887726,0.73536105
-5.21360680,6.48618729,0.07109302,0.43052502,0.87101544,0.05096076,3.41744550,1.69274882,0.74335405
-5.20760380,6.52637587,0.07232483,0.42968934,0.87320624,0.05038750,3.44484367,1.69858356,0.74814322
-5.20160080,6.53920170,0.07340285,0.42646485,0.87234191,0.04978679,3.45885083,1.69638259,0.74973236
-5.19559780,6.52513896,0.07432845,0.42095891,0.86864259,0.04918758,3.45958982,1.68635526,0.74819693
-5.18959480,6.48529813,0.07510322,0.41332444,0.86240666,0.04862363,3.44751501,1.66890763,0.74367792
-5.18359180,6.42135895,0.07572813,0.40375411,0.85399682,0.04813206,3.42337934,1.64462447,0.73637380
-5.17758879,6.33548819,0.07620288,0.39247349,0.84382430,0.04775194,3.38819319,1.61424572,0.72653111
-5.17158579,6.23024630,0.07652532,0.37973353,0.83233200,0.04752275,3.34317723,1.57863837,0.71443414
-5.16558279,6.10848753,0.07669128,0.36580274,0.81997726,0.04748285,3.28971155,1.53876519,0.70039413
-5.15957979,5.97325787,0.07669445,0.35095936,0.80721512,0.04766799,3.22928314,1.49565147,0.68473865
-5.15357679,5.82769510,0.07652665,0.33548398,0.79448259,0.04810989,3.16343414,1.45035118,0.66780145
-5.14757379,5.67493472,0.07617830,0.31965274,0.78218468,0.04883507,3.09371259,1.40391393,0.64991327
-5.14157079,5.51802485,0.07563905,0.30373145,0.77068254,0.04986370,3.02162743,1.35735384,0.63139381
-5.13556778,5.35985266,0.07489862,0.28797072,0.76028411,0.05120885,2.94860912,1.31162134,0.61254513
-5.12956478,5.20308381,0.07394777,0.27260223,0.75123736,0.05287580,2.87597669,1.26757896,0.59364652
-5.12356178,5.05011603,0.07277922,0.25783611,0.74372627,0.05486176,2.80491197,1.22598151,0.57495093
-5.11755878,4.90304664,0.07138865,0.24385945,0.73786948,0.05715578,2.73644098,1.18746127,0.55668281
-5.11155578,4.76365374,0.06977547,0.23083565,0.73372124,0.05973892,2.67142259,1.15251830,0.53903719
-5.10555278,4.63338976,0.06794357,0.21890471,0.73127471,0.06258480,2.61054377,1.12151586,0.52217998
-5.09954977,4.51338590,0.06590179,0.20818401,0.73046692,0.06566021,2.55432102,1.09468079,0.50624900
-5.09354677,4.40446567,0.06366413,0.19876951,0.73118528,0.06892616,2.50310697,1.07210831,0.49135569
-5.08754377,4.30716539,0.06124977,0.19073719,0.73327505,0.07233892,2.45710133,1.05377086,0.47758724
-5.08154077,4.22175966,0.05868276,0.18414444,0.73654758,0.07585133,2.41636513,1.03953019,0.46500879
-5.07553777,4.14828979,0.05599149,0.17903130,0.74078861,0.07941416,2.38083719,1.02915204,0.45366564
-5.06953477,4.08659341,0.05320797,0.17542139,0.74576665,0.08297755,2.35035196,1.02232258,0.44358521
-5.06353177,4.03633349,0.05036685,0.17332254,0.75124080,0.08649233,2.32465769,1.01866579,0.43477874
-5.05752876,3.99702561,0.04750438,0.17272694,0.75696794,0.08991136,2.30343412,1.01776107,0.42724253
-5.05152576,3.96806232,0.04465725,0.17361101,0.76270902,0.09319071,2.28630899,1.01916023,0.42095880
-5.04552276,3.94873410,0.04186148,0.17593487,0.76823427,0.09629059,2.27287290,1.02240341,0.41589613
-5.03951976,3.93824636,0.03915123,0.17964164,0.77332729,0.09917612,2.26269189,1.02703315,0.41200957
-5.03351676,3.93573263,0.03655785,0.18465670,0.77778802,0.10181781,2.25531771,1.03260643,0.40924044
-5.02751376,3.94026431,0.03410893,0.19088690,0.78143452,0.10419175,2.25029561,1.03870422,0.40751605
-5.02151076,3.95085730,0.03182763,0.19822019,0.78410383,0.10627955,2.24716971,1.04493862,0.40674931
-5.01550775,3.96647667,0.02973212,0.20652543,0.78565189,0.10806803,2.24548628,1.05095743,0.40683853
-5.00950475,3.98603995,0.02783527,0.21565291,0.78595291,0.10954865,2.24479521,1.05644643,0.40766743
-5.00350175,4.00842041,0.02614458,0.22543535,0.78489816,0.11071684,2.24465017,1.06112961,0.40910552
-4.99749875,4.03245106,0.02466226,0.23568975,0.78239469,0.11157114,2.24460812,1.06476772,0.41100894
-4.99149575,4.05693054,0.02338553,0.24621984,0.77836394,0.11211239,2.24422856,1.06715565,0.41322193
-4.98549275,4.08063159,0.02230709,0.25681937,0.77274074,0.11234284,2.24307313,1.06811899,0.41557881
-4.97948974,4.10231259,0.02141570,0.26727599,0.76547254,0.11226545,2.24070615,1.06751035,0.41790661
-4.97348674,4.12073263,0.02069691,0.27737569,0.75651930,0.11188330,2.23669632,1.06520576,0.42002831
-4.96748374,4.13466979,0.02013381,0.28690763,0.74585394,0.11119915,2.23061993,1.06110163,0.42176650
-4.96148074,4.14294251,0.01970786,0.29566920,0.73346327,0.11021527,2.22206561,1.05511245,0.42294745
-4.95547774,4.14443324,0.01939963,0.30347104,0.71934955,0.10893353,2.21064064,1.04716942,0.42340546
-4.94947474,4.13811339,0.01918966,0.31014188,0.70353232,0.10735559,2.19597845,1.03722008,0.42298718
-4.94347174,4.12306854,0.01905907,0.31553296,0.68605045,0.10548343,2.17774711,1.02522889,0.42155585
-4.93746873,4.09852268,0.01899021,0.31952181,0.66696405,0.10331991,2.15565816,1.01117865,0.41899522
-4.93146573,4.06386001,0.01896715,0.32201532,0.64635618,0.10086951,2.12947548,0.99507252,0.41521295
-4.92546273,4.01864351,0.01897606,0.32295184,0.62433397,0.09813905,2.09902342,0.97693637,0.41014335
-4.91945973,3.96262884,0.01900542,0.32230241,0.60102894,0.09513838,2.06419386,0.95682132,0.40374931
-4.91345673,3.89577329,0.01904615,0.32007097,0.57659649,0.09188104,2.02495168,0.93480606,0.39602346
-4.90745373,3.81823901,0.01909159,0.31629366,0.55121428,0.08838468,1.98133829,0.91099882,0.38698830
-4.90145073,3.73039060,0.01913731,0.31103720,0.52507960,0.08467136,1.93347314,0.88553883,0.37669553
-4.89544772,3.63278739,0.01918090,0.30439666,0.49840568,0.08076759,1.88155297,0.85859715,0.36522451
-4.88944472,3.52617083,0.01922165,0.29649260,0.47141717,0.07670421,1.82584913,0.83037683,0.35268005
-4.88344172,3.41144797,0.01926011,0.28746781,0.44434479,0.07251592,1.76670298,0.80111256,0.33918955
-4.87743872,3.28967206,0.01929774,0.27748389,0.41741965,0.06824080,1.70451983,0.77106972,0.32489978
-4.87143572,3.16202126,0.01933644,0.26671785,0.39086728,0.06391946,1.63976176,0.74054320,0.30997342
-4.86543272,3.02977691,0.01937819,0.25535882,0.36490185,0.05959425,1.57293984,0.70985602,0.29458549
-4.85942971,2.89430211,0.01942469,0.24360506,0.33972075,0.05530829,1.50460603,0.67935797,0.27891994
-4.85342671,2.75702182,0.01947711,0.23166144,0.31549989,0.05110456,1.43534535,0.64942445,0.26316644
-4.84742371,2.61940495,0.01953589,0.21973732,0.29238997,0.04702499,1.36576845,0.62045548,0.24751757
-4.84142071,2.48294909,0.01960067,0.20804492,0.27051370,0.04310970,1.29650496,0.59287512,0.23216638
-4.83541771,2.34916787,0.01967031,0.19679818,0.24996442,0.03939631,1.22819763,0.56713106,0.21730450
-4.82941471,2.21958089,0.01974300,0.18621199,0.23080581,0.03591946,1.16149738,0.54369437,0.20312059
-4.82341171,2.09570580,0.01981649,0.17650162,0.21307287,0.03271047,1.09705898,0.52305916,0.18979929
-4.81740870,1.97905186,0.01988834,0.16788243,0.19677394,0.02979717,1.03553739,0.50574184,0.17752047
-4.81140570,1.87111423,0.01995629,0.16056945,0.18189373,0.02720395,0.97758424,0.49227971,0.16645864
-4.80540270,1.77336794,0.02001858,0.15477681,0.16839700,0.02495189,0.92384432,0.48322845,0.15678259
-4.79939970,1.68726064,0.02007436,0.15071687,0.15623270,0.02305897,0.87495160,0.47915810,0.14865481
-4.79339670,1.61420321,0.02012396,0.14859876,0.14533841,0.02154046,0.83152446,0.48064728,0.14223085
-4.78739370,1.55555727,0.02016919,0.14862640,0.13564466,0.02040916,0.79415979,0.48827523,0.13765832
-4.78139070,1.51261905,0.02021355,0.15099573,0.12707907,0.01967582,0.76342578,0.50261155,0.13507546
-4.77538769,1.48659905,0.02026228,0.15589117,0.11956990,0.01934930,0.73985316,0.52420346,0.13460929
-4.76938469,1.47859749,0.02032235,0.16348137,0.11304916,0.01943676,0.72392475,0.55356077,0.13637306
-4.76338169,1.48957553,0.02040233,0.17391415,0.10745474,0.01994368,0.71606364,0.59113864,0.14046331
-4.75737869,1.52032302,0.02051210,0.18731085,0.10273196,0.02087374,0.71661991,0.63731865,0.14695632
-4.75137569,1.57142338,0.02066249,0.20376027,0.09883414,0.02222854,0.72585639,0.69238872,0.15590418
-4.74537269,1.64321711,0.02086476,0.22331231,0.09572246,0.02400719,0.74393391,0.75652257,0.16733054
-4.73936968,1.73576525,0.02113009,0.24597173,0.09336516,0.02620578,0.77089661,0.82975976,0.18122633
-4.73336668,1.84881465,0.02146893,0.27169220,0.09173606,0.02881673,0.80665799,0.91198710,0.19754544
-4.72736368,1.98176714,0.02189038,0.30037111,0.09081271,0.03182809,0.85098861,1.00292274,0.21620095
-4.72136068,2.13365440,0.02240158,0.33184534,0.09057427,0.03522284,0.90350601,1.10210372,0.23706182
-4.71535768,2.30312091,0.02300710,0.36588851,0.09099920,0.03897821,0.96366792,1.20887820,0.25995055
-4.70935468,2.48841663,0.02370846,0.40220989,0.09206308,0.04306514,1.03076942,1.32240318,0.28464199
-4.70335168,2.68740126,0.02450372,0.44045522,0.09373650,0.04744782,1.10394462,1.44164827,0.31086352
-4.69734867,2.89756126,0.02538723,0.48020981,0.09598339,0.05208353,1.18217364,1.56540622,0.33829683
-4.69134567,3.11604048,0.02634947,0.52100378,0.09875967,0.05692263,1.26429499,1.69231009,0.36658137
-4.68534267,3.33968465,0.02737715,0.56231966,0.10201240,0.06190891,1.34902362,1.82085706,0.39531961
-4.67933967,3.56509931,0.02845336,0.60360213,0.10567947,0.06698025,1.43497447,1.94943840,0.42408405
-4.67333667,3.78872005,0.02955799,0.64426976,0.10968980,0.07206953,1.52069107,2.07637466,0.45242580
-4.66733367,4.00689342,0.03066825,0.68372830,0.11396408,0.07710592,1.60467864,2.19995517,0.47988471
-4.66133067,4.21596614,0.03175932,0.72138534,0.11841593,0.08201649,1.68544069,2.31848033,0.50600055
-4.65532766,4.41237971,0.03280513,0.75666554,0.12295352,0.08672794,1.76151797,2.43030534,0.53032504
-4.64932466,4.59276721,0.03377927,0.78902621,0.12748140,0.09116869,1.83152865,2.53388366,0.55243426
-4.64332166,4.75404877,0.03465583,0.81797238,0.13190268,0.09527100,1.89420797,2.62780862,0.57194093
-4.63731866,4.89352217,0.03541039,0.84307095,0.13612123,0.09897314,1.94844634,2.71085173,0.58850623
-4.63131566,5.00894506,0.03602088,0.86396336,0.14004392,0.10222161,1.99332399,2.78199618,0.60185048
-4.62531266,5.09860564,0.03646843,0.88037620,0.14358284,0.10497317,2.02814123,2.84046445,0.61176248
-4.61930965,5.16137912,0.03673812,0.89212959,0.14665731,0.10719665,2.05244286,2.88573926,0.61810696
-4.61330665,5.19676769,0.03681960,0.89914271,0.14919568,0.10887456,2.06603583,2.91757708,0.62082993
-4.60730365,5.20492264,0.03670755,0.90143669,0.15113688,0.11000424,2.06899956,2.93601419,0.61996164
-4.60130065,5.18664775,0.03640198,0.89913446,0.15243160,0.11059864,2.06168829,2.94136524,0.61561714
-4.59529765,5.14338408,0.03590837,0.89245793,0.15304323,0.11068662,2.04472552,2.93421465,0.60799441
-4.58929465,5.07717665,0.03523759,0.88172239,0.15294829,0.11031273,2.01899065,2.91540154,0.59737003
-4.58329165,4.99062462,0.03440568,0.86732872,0.15213670,0.10953653,1.98559820,2.88599880,0.58409280
-4.57728864,4.88681652,0.03343348,0.84975342,0.15061162,0.10843132,1.94587047,2.84728734,0.56857536
-4.57128564,4.76925313,0.03234602,0.82953712,0.14838896,0.10708250,1.90130430,2.80072631,0.55128432
-4.56528264,4.64176039,0.03117193,0.80727182,0.14549673,0.10558537,1.85353320,2.74792031,0.53272906
-4.55927964,4.50839517,0.02994258,0.78358739,0.14197405,0.10404267,1.80428586,2.69058454,0.51344979
-4.55327664,4.37334666,0.02869135,0.75913756,0.13786999,0.10256169,1.75534219,2.63050860,0.49400513
-4.54727364,4.24083602,0.02745265,0.73458600,0.13324228,0.10125128,1.70848828,2.56951979,0.47495950
-4.54127064,4.11501698,0.02626111,0.71059258,0.12815584,0.10021862,1.66547125,2.50944661,0.45687081
-4.53526763,3.99987945,0.02515063,0.68780026,0.12268121,0.09956597,1.62795524,2.45208296,0.44027862
-4.52926463,3.89915857,0.02415361,0.66682263,0.11689302,0.09938749,1.59747948,2.39915368,0.42569290
-4.52326163,3.81625060,0.02330010,0.64823252,0.11086827,0.09976622,1.57541961,2.35228182,0.41358380
-4.51725863,3.75413756,0.02261716,0.63255154,0.10468475,0.10077126,1.56295279,2.31295819,0.40437234
-4.51125563,3.71532167,0.02212817,0.62024080,0.09841943,0.10245532,1.56102773,2.28251356,0.39842213
-4.50525263,3.70177077,0.02185236,0.61169285,0.09214694,0.10485270,1.57034005,2.26209396,0.39603233
-4.49924962,3.71487558,0.02180437,0.60722487,0.08593817,0.10797771,1.59131358,2.25263948,0.39743168
-4.49324662,3.75541947,0.02199395,0.60707305,0.07985894,0.11182371,1.62408823,2.25486693,0.40277374
