energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.58579290,3.95984509,1.19417810,2.07238757,0.00066839,0.75851652,0.61025298,0.00000000,1.28020138,0.43176621
-5.57978989,3.96224359,1.17467762,2.10220012,0.00064419,0.74613994,0.61067392,0.00000000,1.26152451,0.42380342
-5.57378689,3.95937060,1.15317689,2.12839492,0.00062194,0.73321226,0.61000764,0.00000000,1.24245884,0.41537929
-5.56778389,3.95188203,1.13007136,2.15081816,0.00060218,0.72014845,0.60827626,0.00000000,1.22379866,0.40668480
-5.56178089,3.94048705,1.10575705,2.16936997,0.00058551,0.70736309,0.60551525,0.00000000,1.20633117,0.39791289
-5.55577789,3.92592046,1.08061895,2.18399882,0.00057255,0.69525994,0.60177140,0.00000000,1.19081612,0.38925359
-5.54977489,3.90891828,1.05502130,2.19469594,0.00056395,0.68422272,0.59710112,0.00000000,1.17796788,0.38088962
-5.54377189,3.89019702,1.02930007,2.20148996,0.00056038,0.67460757,0.59156885,0.00000000,1.16844016,0.37299281
-5.53776888,3.87043704,1.00375749,2.20444196,0.00056251,0.66673699,0.58524565,0.00000000,1.16281379,0.36572124
-5.53176588,3.85026978,0.97865860,2.20364097,0.00057098,0.66089545,0.57820796,0.00000000,1.16158741,0.35921712
-5.52576288,3.83026865,0.95422956,2.19919984,0.00058643,0.65732648,0.57053641,0.00000000,1.16517105,0.35360533
-5.51975988,3.81094299,0.93065749,2.19125154,0.00060947,0.65623092,0.56231458,0.00000000,1.17388202,0.34899261
-5.51375688,3.79273422,0.90809134,2.17994582,0.00064063,0.65776617,0.55362772,0.00000000,1.18794301,0.34546702
-5.50775388,3.77601381,0.88664368,2.16544609,0.00068039,0.66204605,0.54456135,0.00000000,1.20748149,0.34309781
-5.50175088,3.76108186,0.86639284,2.14792654,0.00072912,0.66914098,0.53519970,0.00000000,1.23253030,0.34193532
-5.49574787,3.74816617,0.84738534,2.12756952,0.00078709,0.67907813,0.52562398,0.00000000,1.26302866,0.34201091
-5.48974487,3.73742108,0.82963825,2.10456303,0.00085443,0.69184143,0.51591063,0.00000000,1.29882348,0.34333677
-5.48374187,3.72892596,0.81314143,2.07909863,0.00093110,0.70737129,0.50612948,0.00000000,1.33967053,0.34590557
-5.47773887,3.72268347,0.79785956,2.05136957,0.00101688,0.72556391,0.49634203,0.00000000,1.38523565,0.34968998
-5.47173587,3.71861767,0.78373406,2.02156944,0.00111135,0.74627036,0.48659985,0.00000000,1.43509583,0.35464207
-5.46573287,3.71657257,0.77068482,1.98989136,0.00121385,0.76929561,0.47694338,0.00000000,1.48874066,0.36069267
-5.45972986,3.71631157,0.75861201,1.95652767,0.00132351,0.79439768,0.46740107,0.00000000,1.54557427,0.36775087
-5.45372686,3.71751848,0.74739804,1.92167047,0.00143924,0.82128737,0.45798902,0.00000000,1.60491847,0.37570383
-5.44772386,3.71980076,0.73690974,1.88551263,0.00155968,0.84962879,0.44871124,0.00000000,1.66601738,0.38441697
-5.44172086,3.72269545,0.72700109,1.84824952,0.00168330,0.87904114,0.43956046,0.00000000,1.72804415,0.39373478
-5.43571786,3.72567826,0.71751625,1.81008123,0.00180837,0.90910199,0.43051950,0.00000000,1.79011019,0.40348238
-5.42971486,3.72817598,0.70829326,1.77121510,0.00193300,0.93935235,0.42156322,0.00000000,1.85127707,0.41346788
-5.42371186,3.72958225,0.69916817,1.73186847,0.00205519,0.96930351,0.41266084,0.00000000,1.91057141,0.42348563
-5.41770885,3.72927616,0.68997961,1.69227128,0.00217290,0.99844589,0.40377864,0.00000000,1.96700246,0.43332031
-5.41170585,3.72664338,0.68057365,1.65266837,0.00228410,1.02625947,0.39488274,0.00000000,2.01958224,0.44275181
-5.40570285,3.72109884,0.67080878,1.61332114,0.00238681,1.05222582,0.38594195,0.00000000,2.06734758,0.45156066
-5.39969985,3.71211000,0.66056079,1.57450850,0.00247921,1.07584102,0.37693045,0.00000000,2.10938346,0.45953398
-5.39369685,3.69921960,0.64972737,1.53652666,0.00255966,1.09662924,0.36783012,0.00000000,2.14484664,0.46647151
-5.38769385,3.68206672,0.63823214,1.49968788,0.00262682,1.11415613,0.35863247,0.00000000,2.17298877,0.47219160
-5.38169085,3.66040487,0.62602792,1.46431794,0.00267966,1.12804163,0.34933999,0.00000000,2.19317770,0.47653676
-5.37568784,3.63411622,0.61309912,1.43075228,0.00271750,1.13797136,0.33996692,0.00000000,2.20491622,0.47937851
-5.36968484,3.60322095,0.59946291,1.39933105,0.00274012,1.14370618,0.33053927,0.00000000,2.20785717,0.48062139
-5.36368184,3.56788106,0.58516935,1.37039295,0.00274768,1.14508935,0.32109430,0.00000000,2.20181416,0.48020573
-5.35767884,3.52839839,0.57030018,1.34426823,0.00274080,1.14205087,0.31167931,0.00000000,2.18676741,0.47810919
-5.35167584,3.48520671,0.55496651,1.32127099,0.00272055,1.13460897,0.30234995,0.00000000,2.16286436,0.47434692
-5.34567284,3.43885813,0.53930531,1.30169108,0.00268838,1.12286841,0.29316807,0.00000000,2.13041502,0.46897033
-5.33966983,3.39000465,0.52347499,1.28578586,0.00264612,1.10701597,0.28419928,0.00000000,2.08988236,0.46206465
-5.33366683,3.33937542,0.50765017,1.27377232,0.00259592,1.08731317,0.27551037,0.00000000,2.04186809,0.45374524
-5.32766383,3.28775115,0.49201596,1.26581965,0.00254020,1.06408682,0.26716670,0.00000000,1.98709477,0.44415305
-5.32166083,3.23593675,0.47676188,1.26204278,0.00248155,1.03771770,0.25922974,0.00000000,1.92638496,0.43344930
-5.31565783,3.18473377,0.46207583,1.26249726,0.00242269,1.00862813,0.25175484,0.00000000,1.86063843,0.42180988
-5.30965483,3.13491386,0.44813829,1.26717550,0.00236638,0.97726902,0.24478937,0.00000000,1.79080861,0.40941949
-5.30365183,3.08719484,0.43511702,1.27600508,0.00231533,0.94410688,0.23837138,0.00000000,1.71787908,0.39646605
-5.29764882,3.04222043,0.42316253,1.28884888,0.00227215,0.90961160,0.23252863,0.00000000,1.64284126,0.38313547
-5.29164582,3.00054463,0.41240436,1.30550760,0.00223929,0.87424525,0.22727836,0.00000000,1.56667385,0.36960713
-5.28564282,2.96262164,0.40294853,1.32572458,0.00221895,0.83845255,0.22262740,0.00000000,1.49032488,0.35605003
-5.27963982,2.92880162,0.39487599,1.34919285,0.00221307,0.80265303,0.21857295,0.00000000,1.41469659,0.34262000
-5.27363682,2.89933240,0.38824226,1.37556462,0.00222328,0.76723528,0.21510370,0.00000000,1.34063339,0.32945774
-5.26763382,2.87436698,0.38307811,1.40446273,0.00225086,0.73255309,0.21220140,0.00000000,1.26891293,0.31668786
-5.26163082,2.85397614,0.37939122,1.43549399,0.00229679,0.69892359,0.20984265,0.00000000,1.20024010,0.30441874
-5.25562781,2.83816541,0.37716868,1.46826383,0.00236167,0.66662693,0.20800088,0.00000000,1.13524348,0.29274312
-5.24962481,2.82689520,0.37638011,1.50239190,0.00244579,0.63590754,0.20664836,0.00000000,1.07447403,0.28173932
-5.24362181,2.82010273,0.37698120,1.53752791,0.00254913,0.60697627,0.20575819,0.00000000,1.01840524,0.27147282
-5.23761881,2.81772448,0.37891741,1.57336704,0.00267138,0.58001334,0.20530602,0.00000000,0.96743445,0.26199802
-5.23161581,2.81971749,0.38212762,1.60966409,0.00281197,0.55517148,0.20527154,0.00000000,0.92188466,0.25336014
-5.22561281,2.82607805,0.38654752,1.64624573,0.00297010,0.53257909,0.20563964,0.00000000,0.88200651,0.24559683
-5.21960980,2.83685659,0.39211247,1.68301995,0.00314477,0.51234298,0.20640103,0.00000000,0.84797998,0.23873961
-5.21360680,2.85216738,0.39875978,1.71998204,0.00333485,0.49455050,0.20755250,0.00000000,0.81991573,0.23281488
-5.20760380,2.87219229,0.40643016,1.75721658,0.00353902,0.47927080,0.20909660,0.00000000,0.79785574,0.22784439
-5.20160080,2.89717796,0.41506834,1.79489487,0.00375589,0.46655528,0.21104093,0.00000000,0.78177351,0.22384531
-5.19559780,2.92742618,0.42462298,1.83326775,0.00398395,0.45643701,0.21339684,0.00000000,0.77157373,0.22082975
-5.18959480,2.96327765,0.43504558,1.87265361,0.00422162,0.44892930,0.21617791,0.00000000,0.76709175,0.21880379
-5.18359180,3.00508979,0.44628895,1.91342203,0.00446727,0.44402361,0.21939804,0.00000000,0.76809314,0.21776621
-5.17758879,3.05320939,0.45830495,1.95597341,0.00471922,0.44168681,0.22306930,0.00000000,0.77427354,0.21770696
-5.17158579,3.10794160,0.47104203,2.00071553,0.00497571,0.44185820,0.22719975,0.00000000,0.78525936,0.21860539
-5.16558279,3.16951678,0.48444260,2.04803782,0.00523498,0.44444655,0.23179128,0.00000000,0.80060942,0.22042866
-5.15957979,3.23805702,0.49844049,2.09828485,0.00549524,0.44932733,0.23683754,0.00000000,0.81981798,0.22313011
-5.15357679,3.31354432,0.51295879,2.15172990,0.00575465,0.45634052,0.24232221,0.00000000,0.84231943,0.22664809
-5.14757379,3.39579225,0.52790822,2.20855045,0.00601141,0.46528933,0.24821754,0.00000000,0.86749457,0.23090508
-5.14157079,3.48442306,0.54318618,2.26880658,0.00626368,0.47593985,0.25448348,0.00000000,0.89467881,0.23580741
-5.13556778,3.57885179,0.55867669,2.33242368,0.00650967,0.48802208,0.26106717,0.00000000,0.92317210,0.24124553
-5.12956478,3.67827869,0.57425126,2.39918052,0.00674762,0.50123225,0.26790317,0.00000000,0.95225050,0.24709500
-5.12356178,3.78169094,0.58977066,2.46870350,0.00697584,0.51523662,0.27491410,0.00000000,0.98117919,0.25321807
-5.11755878,3.88787413,0.60508764,2.54046760,0.00719270,0.52967676,0.28201200,0.00000000,1.00922653,0.25946599
-5.11155578,3.99543346,0.62005039,2.61380432,0.00739671,0.54417609,0.28910011,0.00000000,1.03567898,0.26568191
-5.10555278,4.10282423,0.63450673,2.68791634,0.00758647,0.55834767,0.29607517,0.00000000,1.05985618,0.27170427
-5.09954977,4.20839061,0.64830866,2.76189850,0.00776073,0.57180298,0.30283001,0.00000000,1.08112606,0.27737068
-5.09354677,4.31041125,0.66131716,2.83476435,0.00791840,0.58416135,0.30925654,0.00000000,1.09891921,0.28252204
-5.08754377,4.40715011,0.67340706,2.90547711,0.00805855,0.59505980,0.31524871,0.00000000,1.11274222,0.28700682
-5.08154077,4.49691032,0.68447151,2.97298374,0.00818041,0.60416292,0.32070564,0.00000000,1.12218952,0.29068532
-5.07553777,4.57808902,0.69442605,3.03625082,0.00828335,0.61117233,0.32553458,0.00000000,1.12695338,0.29343377
-5.06953477,4.64923091,0.70321203,3.09430064,0.00836693,0.61583556,0.32965363,0.00000000,1.12683166,0.29514811
-5.06353177,4.70907833,0.71079913,3.14624594,0.00843082,0.61795377,0.33299421,0.00000000,1.12173313,0.29574726
-5.05752876,4.75661594,0.71718689,3.19132207,0.00847480,0.61738823,0.33550314,0.00000000,1.11168027,0.29517581
-5.05152576,4.79110821,0.72240534,3.22891511,0.00849878,0.61406516,0.33714419,0.00000000,1.09680935,0.29340606
-5.04552276,4.81212833,0.72651451,3.25858501,0.00850273,0.60797883,0.33789920,0.00000000,1.07736797,0.29043925
-5.03951976,4.81957758,0.72960291,3.28008284,0.00848669,0.59919275,0.33776869,0.00000000,1.05371013,0.28630599
-5.03351676,4.81369447,0.73178523,3.29336159,0.00845073,0.58783898,0.33677198,0.00000000,1.02628889,0.28106590
-5.02751376,4.79505354,0.73319902,3.29858027,0.00839497,0.57411556,0.33494679,0.00000000,0.99564718,0.27480643
-5.02151076,4.76455396,0.73400092,3.29610120,0.00831957,0.55828216,0.33234841,0.00000000,0.96240676,0.26764102
-5.01550775,4.72339855,0.73436219,3.28648078,0.00822470,0.54065417,0.32904857,0.00000000,0.92725587,0.25970649
-5.00950475,4.67306410,0.73446400,3.27045417,0.00811062,0.52159543,0.32513384,0.00000000,0.89093583,0.25115997
-5.00350175,4.61526402,0.73449247,3.24891448,0.00797761,0.50150982,0.32070387,0.00000000,0.85422698,0.24217532
-4.99749875,4.55190477,0.73463365,3.22288736,0.00782607,0.48083208,0.31586934,0.00000000,0.81793425,0.23293920
-4.99149575,4.48503742,0.73506866,3.19350171,0.00765650,0.46001801,0.31074975,0.00000000,0.78287265,0.22364698
-4.98549275,4.41680576,0.73596902,3.16195779,0.00746956,0.43953452,0.30547114,0.00000000,0.74985296,0.21449845
-4.97948974,4.34939254,0.73749232,3.12949334,0.00726609,0.41984958,0.30016364,0.00000000,0.71966774,0.20569359
-4.97348674,4.28496526,0.73977832,3.09734919,0.00704713,0.40142240,0.29495898,0.00000000,0.69307795,0.19742838
-4.96748374,4.22562272,0.74294563,3.06673490,0.00681393,0.38469406,0.28998802,0.00000000,0.67080013,0.18989078
-4.96148074,4.17334380,0.74708891,3.03879570,0.00656802,0.37007872,0.28537823,0.00000000,0.65349437,0.18325694
-4.95547774,4.12993934,0.75227675,3.01458141,0.00631112,0.35795546,0.28125116,0.00000000,0.64175313,0.17768763
-4.94947474,4.09700834,0.75855030,2.99501813,0.00604523,0.34866097,0.27772005,0.00000000,0.63609094,0.17332506
-4.94347174,4.07589918,0.76592253,2.98088350,0.00577252,0.34248313,0.27488741,0.00000000,0.63693516,0.17028998
-4.93746873,4.06767678,0.77437831,2.97278584,0.00549535,0.33965550,0.27284281,0.00000000,0.64461789,0.16867922
-4.93146573,4.07309613,0.78387522,2.97114781,0.00521621,0.34035280,0.27166078,0.00000000,0.65936927,0.16856358
-4.92546273,4.09258290,0.79434510,2.97619492,0.00493766,0.34468749,0.27139903,0.00000000,0.68131232,0.16998621
-4.91945973,4.12622144,0.80569622,2.98794884,0.00466228,0.35270748,0.27209687,0.00000000,0.71045956,0.17296149
-4.91345673,4.17375054,0.81781617,3.00622598,0.00439258,0.36439494,0.27377403,0.00000000,0.74671167,0.17747435
-4.90745373,4.23456695,0.83057520,3.03064095,0.00413094,0.37966651,0.27642991,0.00000000,0.78985844,0.18348025
-4.90145073,4.30773693,0.84383002,3.06061505,0.00387957,0.39837468,0.28004333,0.00000000,0.83958214,0.19090571
-4.89544772,4.39201555,0.85742779,3.09538932,0.00364042,0.42031060,0.28457271,0.00000000,0.89546352,0.19964946
-4.88944472,4.48587341,0.87121037,3.13404213,0.00341512,0.44520823,0.28995694,0.00000000,0.95699027,0.20958425
-4.88344172,4.58753048,0.88501836,3.17551052,0.00320498,0.47274983,0.29611669,0.00000000,1.02356811,0.22055932
-4.87743872,4.69499619,0.89869501,3.21861517,0.00301092,0.50257266,0.30295631,0.00000000,1.09453395,0.23240348
-4.87143572,4.80611495,0.91208976,3.26208821,0.00283350,0.53427688,0.31036620,0.00000000,1.16917093,0.24492876
-4.86543272,4.91861615,0.92506113,3.30460335,0.00267287,0.56743429,0.31822567,0.00000000,1.24672466,0.25793458
-4.85942971,5.03016708,0.93747907,3.34480760,0.00252882,0.60159778,0.32640599,0.00000000,1.32642010,0.27121225
-4.85342671,5.13842777,0.94922648,3.38135400,0.00240081,0.63631116,0.33477380,0.00000000,1.40747818,0.28454986
-4.84742371,5.24110577,0.96019998,3.41293435,0.00228798,0.67111898,0.34319452,0.00000000,1.48913146,0.29773712
-4.84142071,5.33600978,0.97030980,3.43831153,0.00218923,0.70557604,0.35153567,0.00000000,1.57063804,0.31057025
-4.83541771,5.42110010,0.97947899,3.45635021,0.00210324,0.73925621,0.35967012,0.00000000,1.65129301,0.32285661
-4.82941471,5.49453483,0.98764190,3.46604562,0.00202855,0.77176025,0.36747892,0.00000000,1.73043684,0.33441894
-4.82341171,5.55471011,0.99474219,3.46654926,0.00196362,0.80272230,0.37485376,0.00000000,1.80746049,0.34509902
-4.81740870,5.60029357,1.00073046,3.45719109,0.00190686,0.83181491,0.38169894,0.00000000,1.88180699,0.35476071
-4.81140570,5.63024988,1.00556174,3.43749755,0.00185669,0.85875247,0.38793277,0.00000000,1.95296973,0.36329214
-4.80540270,5.64385799,1.00919305,3.40720477,0.00181161,0.88329294,0.39348841,0.00000000,2.02048787,0.37060717
-4.79939970,5.64071966,1.01158133,3.36626668,0.00177021,0.90523814,0.39831419,0.00000000,2.08393960,0.37664590
-4.79339670,5.62075950,1.01268176,3.31485771,0.00173120,0.92443263,0.40237341,0.00000000,2.14293401,0.38137443
-4.78739370,5.58421681,1.01244688,3.25336987,0.00169345,0.94076144,0.40564370,0.00000000,2.19710269,0.38478390
-4.78139070,5.53162988,1.01082641,3.18240427,0.00165597,0.95414711,0.40811606,0.00000000,2.24609217,0.38688875
-4.77538769,5.46381368,1.00776807,3.10275728,0.00161798,0.96454627,0.40979363,0.00000000,2.28955811,0.38772461
-4.76938469,5.38183189,1.00321917,3.01540156,0.00157883,0.97194604,0.41069036,0.00000000,2.32716223,0.38734567
-4.76338169,5.28696445,0.99712909,2.92146252,0.00153804,0.97636082,0.41082957,0.00000000,2.35857268,0.38582189
-4.75737869,5.18067173,0.98945245,2.82219070,0.00149528,0.97782949,0.41024253,0.00000000,2.38346823,0.38323603
-4.75137569,5.06455649,0.98015277,2.71893095,0.00145038,0.97641326,0.40896715,0.00000000,2.40154623,0.37968076
-4.74537269,4.94032449,0.96920632,2.61308900,0.00140325,0.97219432,0.40704669,0.00000000,2.41253432,0.37525578
-4.73936968,4.80974482,0.95660599,2.50609655,0.00135393,0.96527528,0.40452865,0.00000000,2.41620483,0.37006524
-4.73336668,4.67461058,0.94236482,2.39937558,0.00130255,0.95577908,0.40146366,0.00000000,2.41239129,0.36421524
-4.72736368,4.53670068,0.92651881,2.29430313,0.00124931,0.94384949,0.39790443,0.00000000,2.40100559,0.35781172
-4.72136068,4.39774311,0.90912893,2.19217715,0.00119446,0.92965162,0.39390479,0.00000000,2.38205448,0.35095848
-4.71535768,4.25938036,0.89028194,2.09418479,0.00113829,0.91337234,0.38951855,0.00000000,2.35565412,0.34375546
-4.70935468,4.12313719,0.87008999,2.00137363,0.00108115,0.89522021,0.38479844,0.00000000,2.32204114,0.33629723
-4.70335168,3.99039142,0.84868889,1.91462698,0.00102339,0.87542465,0.37979489,0.00000000,2.28157927,0.32867160
-4.69734867,3.86234796,0.82623509,1.83464385,0.00096540,0.85423413,0.37455477,0.00000000,2.23476052,0.32095845
-4.69134567,3.74001669,0.80290149,1.76192423,0.00090756,0.83191329,0.36912010,0.00000000,2.18220038,0.31322858
-4.68534267,3.62419479,0.77887234,1.69676016,0.00085027,0.80873877,0.36352676,0.00000000,2.12462699,0.30554282
-4.67933967,3.51545393,0.75433744,1.63923296,0.00079394,0.78499403,0.35780339,0.00000000,2.06286457,0.29795120
-4.67333667,3.41413304,0.72948603,1.58921677,0.00073897,0.76096316,0.35197034,0.00000000,1.99781156,0.29049234
-4.66733367,3.32033713,0.70450068,1.54638824,0.00068578,0.73692401,0.34603907,0.00000000,1.93041486,0.28319312
-4.66133067,3.23394245,0.67955172,1.51024235,0.00063477,0.71314097,0.34001183,0.00000000,1.86164108,0.27606851
-4.65532766,3.15460836,0.65479222,1.48011361,0.00058638,0.68985767,0.33388186,0.00000000,1.79244660,0.26912187
-4.64932466,3.08179586,0.63035425,1.45520221,0.00054102,0.66729023,0.32763412,0.00000000,1.72374771,0.26234548
-4.64332166,3.01479243,0.60634620,1.43460421,0.00049914,0.64562112,0.32124648,0.00000000,1.65639254,0.25572152
