energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.35767884,3.17808093,0.54834699,2.15880772,0.00231269,0.04903870,0.05066576,0.50588921,0.02313597,0.57351962
-5.35167584,3.00350926,0.53694694,2.00392613,0.00217503,0.04798041,0.04906138,0.49952931,0.02272379,0.55849330
-5.34567284,2.83276016,0.52530283,1.85395208,0.00204989,0.04693816,0.04751247,0.49232703,0.02227503,0.54301479
-5.33966983,2.66667183,0.51327520,1.70987416,0.00193468,0.04589114,0.04599485,0.48420307,0.02178744,0.52706152
-5.33366683,2.50589523,0.50073966,1.57247144,0.00182735,0.04482060,0.04448862,0.47508924,0.02125949,0.51061521
-5.32766383,2.35089653,0.48758852,1.44231432,0.00172626,0.04371009,0.04297766,0.46493024,0.02069030,0.49366202
-5.32166083,2.20196842,0.47373281,1.31977335,0.00163018,0.04254562,0.04144927,0.45368579,0.02007965,0.47619346
-5.31565783,2.05924864,0.45910453,1.20503447,0.00153815,0.04131591,0.03989394,0.44133297,0.01942800,0.45820801
-5.30965483,1.92274398,0.44365875,1.09811953,0.00144946,0.04001258,0.03830506,0.42786845,0.01873652,0.43971311
-5.30365183,1.79235775,0.42737564,0.99891036,0.00136362,0.03863026,0.03667879,0.41331050,0.01800708,0.42072733
-5.29764882,1.66791861,0.41026182,0.90717491,0.00128030,0.03716674,0.03501393,0.39770045,0.01724234,0.40128239
-5.29164582,1.54920905,0.39235118,0.82259407,0.00119931,0.03562296,0.03331174,0.38110347,0.01644569,0.38142477
-5.28564282,1.43599165,0.37370467,0.74478762,0.00112055,0.03400296,0.03157581,0.36360849,0.01562130,0.36121677
-5.27963982,1.32803197,0.35440930,0.67333845,0.00104406,0.03231367,0.02981187,0.34532722,0.01477405,0.34073680
-5.27363682,1.22511711,0.33457601,0.60781398,0.00096994,0.03056470,0.02802753,0.32639219,0.01390949,0.32007878
-5.26763382,1.12706929,0.31433673,0.54778442,0.00089838,0.02876798,0.02623204,0.30695393,0.01303369,0.29935080
-5.26163082,1.03375455,0.29384046,0.49283743,0.00082964,0.02693732,0.02443595,0.28717735,0.01215322,0.27867288
-5.25562781,0.94508666,0.27324889,0.44258926,0.00076405,0.02508793,0.02265079,0.26723751,0.01127492,0.25817416
-5.24962481,0.86102686,0.25273138,0.39669244,0.00070201,0.02323590,0.02088863,0.24731503,0.01040580,0.23798956
-5.24362181,0.78158035,0.23245994,0.35484055,0.00064400,0.02139765,0.01916178,0.22759133,0.00955288,0.21825618
-5.23761881,0.70679030,0.21260410,0.31677047,0.00059058,0.01958944,0.01748236,0.20824398,0.00872302,0.19910963
-5.23161581,0.63673054,0.19332628,0.28226270,0.00054240,0.01782685,0.01586195,0.18944242,0.00792282,0.18068064
-5.22561281,0.57149790,0.17477752,0.25114039,0.00050025,0.01612433,0.01431133,0.17134421,0.00715850,0.16309195
-5.21960980,0.51120517,0.15709409,0.22326757,0.00046504,0.01449488,0.01284021,0.15409210,0.00643580,0.14645589
-5.21360680,0.45597534,0.14039483,0.19854721,0.00043785,0.01294974,0.01145703,0.13781190,0.00576000,0.13087266
-5.20760380,0.40593782,0.12477958,0.17691940,0.00041999,0.01149821,0.01016889,0.12261146,0.00513588,0.11642946
-5.20160080,0.36122704,0.11032848,0.15836012,0.00041299,0.01014757,0.00898153,0.10858051,0.00456778,0.10320046
-5.19559780,0.32198342,0.09710223,0.14288055,0.00041872,0.00890305,0.00789935,0.09579162,0.00405973,0.09124769
-5.18959480,0.28835689,0.08514330,0.13052731,0.00043941,0.00776797,0.00692556,0.08430201,0.00361558,0.08062278
-5.18359180,0.26051248,0.07447787,0.12138322,0.00047774,0.00674382,0.00606235,0.07415622,0.00323914,0.07136933
-5.17758879,0.23863780,0.06511836,0.11556875,0.00053688,0.00583053,0.00531115,0.06538944,0.00293447,0.06352597
-5.17158579,0.22295157,0.05706645,0.11324366,0.00062063,0.00502675,0.00467290,0.05803129,0.00270606,0.05712987
-5.16558279,0.21371279,0.05031642,0.11460864,0.00073344,0.00433007,0.00414834,0.05211000,0.00255911,0.05222038
-5.15957979,0.21122965,0.04485850,0.11990661,0.00088052,0.00373739,0.00373835,0.04765669,0.00249979,0.04884294
-5.15357679,0.21586748,0.04068229,0.12942315,0.00106796,0.00324518,0.00344421,0.04470951,0.00253550,0.04705270
-5.14757379,0.22805493,0.03777976,0.14348573,0.00130272,0.00284982,0.00326794,0.04331760,0.00267508,0.04691788
-5.14157079,0.24828767,0.03614812,0.16246141,0.00159274,0.00254778,0.00321248,0.04354450,0.00292900,0.04852266
-5.13556778,0.27712885,0.03579194,0.18675258,0.00194700,0.00233590,0.00328191,0.04547100,0.00330956,0.05196928
-5.12956478,0.31520577,0.03672491,0.21679035,0.00237550,0.00221155,0.00348158,0.04919708,0.00383091,0.05737937
-5.12356178,0.36320225,0.03897072,0.25302567,0.00288926,0.00217274,0.00381815,0.05484293,0.00450909,0.06489416
-5.11755878,0.42184624,0.04256335,0.29591768,0.00350026,0.00221821,0.00429953,0.06254889,0.00536191,0.07467364
-5.11155578,0.49189260,0.04754649,0.34591960,0.00422138,0.00234742,0.00493477,0.07247405,0.00640880,0.08689435
-5.10555278,0.57410082,0.05397223,0.40346203,0.00506619,0.00256050,0.00573385,0.08479362,0.00767043,0.10174588
-5.09954977,0.66920803,0.06189895,0.46893408,0.00604880,0.00285820,0.00670727,0.09969491,0.00916832,0.11942600
-5.09354677,0.77789756,0.07138847,0.54266265,0.00718352,0.00324169,0.00786572,0.11737186,0.01092424,0.14013437
-5.08754377,0.90076375,0.08250249,0.62489042,0.00848458,0.00371239,0.00921948,0.13801822,0.01295953,0.16406493
-5.08154077,1.03827382,0.09529850,0.71575323,0.00996567,0.00427175,0.01077789,0.16181947,0.01529427,0.19139713
-5.07553777,1.19072799,0.10982511,0.81525766,0.01163946,0.00492098,0.01254863,0.18894356,0.01794635,0.22228610
-5.06953477,1.35821921,0.12611714,0.92325980,0.01351707,0.00566080,0.01453706,0.21953074,0.02093047,0.25685209
-5.06353177,1.54059405,0.14419042,1.03944612,0.01560748,0.00649118,0.01674546,0.25368278,0.02425708,0.29516944
-5.05752876,1.73741654,0.16403674,1.16331764,0.01791686,0.00741104,0.01917236,0.29145188,0.02793126,0.33725559
-5.05152576,1.94793686,0.18561891,1.29417832,0.02044794,0.00841808,0.02181190,0.33282976,0.03195170,0.38306039
-5.04552276,2.17106679,0.20886645,1.43112887,0.02319936,0.00950853,0.02465320,0.37773742,0.03630970,0.43245650
-5.03951976,2.40536382,0.23367186,1.57306664,0.02616505,0.01067708,0.02767997,0.42601601,0.04098831,0.48523113
-5.03351676,2.64902569,0.25988797,1.71869270,0.02933371,0.01191675,0.03087022,0.47741945,0.04596167,0.54107988
-5.02751376,2.89989691,0.28732648,1.86652632,0.03268833,0.01321896,0.03419614,0.53160932,0.05119452,0.59960303
-5.02151076,3.15548830,0.31575786,2.01492734,0.03620592,0.01457363,0.03762427,0.58815241,0.05664210,0.66030497
-5.01550775,3.41301040,0.34491287,2.16212622,0.03985730,0.01596937,0.04111585,0.64652156,0.06225027,0.72259688
-5.00950475,3.66942084,0.37448583,2.30626157,0.04360725,0.01739376,0.04462742,0.70609993,0.06795605,0.78580317
-5.00350175,3.92148508,0.40413947,2.44542417,0.04741468,0.01883379,0.04811174,0.76618897,0.07368845,0.84917170
-4.99749875,4.16584965,0.43351166,2.57770655,0.05123321,0.02027628,0.05151885,0.82602018,0.07936978,0.91188771
-4.99149575,4.39912569,0.46222357,2.70125641,0.05501189,0.02170847,0.05479739,0.88477039,0.08491718,0.97309129
-4.98549275,4.61798064,0.48988928,2.81433235,0.05869618,0.02311852,0.05789608,0.94158039,0.09024455,1.03189793
-4.97948974,4.81923479,0.51612639,2.91535967,0.06222913,0.02449621,0.06076530,0.99557623,0.09526471,1.08742155
-4.97348674,4.99995922,0.54056739,3.00298408,0.06555280,0.02583344,0.06335872,1.04589264,0.09989171,1.13879930
-4.96748374,5.15757119,0.56287118,3.07612113,0.06860977,0.02712487,0.06563493,1.09169765,0.10404331,1.18521699
-4.96148074,5.28992309,0.58273446,3.13399906,0.07134473,0.02836835,0.06755899,1.13221749,0.10764343,1.22593449
-4.95547774,5.39538072,0.59990226,3.17619305,0.07370616,0.02956533,0.06910376,1.16676070,0.11062447,1.26030964
-4.94947474,5.47288740,0.61417729,3.20264906,0.07564792,0.03072113,0.07025112,1.19474053,0.11292952,1.28781986
-4.94347174,5.52201058,0.62542754,3.21369595,0.07713073,0.03184505,0.07099274,1.21569439,0.11451425,1.30808041
-4.93746873,5.54296835,0.63359170,3.21004479,0.07812350,0.03295033,0.07133070,1.22929978,0.11534841,1.32085824
-4.93146573,5.53663419,0.63868217,3.19277521,0.07860443,0.03405396,0.07127759,1.23538559,0.11541692,1.32608103
-4.92546273,5.50451909,0.64078534,3.16330874,0.07856176,0.03517626,0.07085629,1.23393846,0.11472048,1.32384053
-4.91945973,5.44873146,0.64005916,3.12337014,0.07799428,0.03634036,0.07009942,1.22510379,0.11327567,1.31439034
-4.91345673,5.37191588,0.63672791,3.07493791,0.07691140,0.03757151,0.06904830,1.20918125,0.11111448,1.29813790
-4.90745373,5.27717332,0.63107446,3.02018591,0.07533291,0.03889628,0.06775168,1.18661514,0.10828343,1.27563104
-4.90145073,5.16796569,0.62343032,2.96141842,0.07328838,0.04034164,0.06626415,1.15797979,0.10484215,1.24753978
-4.89544772,5.04800885,0.61416379,2.90100108,0.07081619,0.04193405,0.06464437,1.12396092,0.10086162,1.21463396
-4.88944472,4.92115849,0.60366689,2.84129056,0.06796235,0.04369845,0.06295309,1.08533360,0.09642204,1.17775784
-4.88344172,4.79129343,0.59234152,2.78456584,0.06477903,0.04565735,0.06125119,1.04293792,0.09161052,1.13780277
-4.87743872,4.66220136,0.58058551,2.73296357,0.06132295,0.04782995,0.05959767,0.99765335,0.08651858,1.09567897
-4.87143572,4.53747130,0.56877911,2.68842018,0.05765366,0.05023131,0.05804775,0.95037293,0.08123964,1.05228779
-4.86543272,4.42039700,0.55727262,2.65262269,0.05383183,0.05287169,0.05665117,0.90197827,0.07586656,1.00849546
-4.85942971,4.31389471,0.54637549,2.62696998,0.04991758,0.05575603,0.05545069,0.85331647,0.07048931,0.96510935
-4.85342671,4.22043793,0.53634744,2.61254549,0.04596889,0.05888352,0.05448085,0.80517949,0.06519285,0.92285769
-4.84742371,4.14201088,0.52739186,2.61010202,0.04204022,0.06224740,0.05376711,0.75828688,0.06005528,0.88237320
-4.84142071,4.08008146,0.51965163,2.62005864,0.03818135,0.06583481,0.05332527,0.71327215,0.05514629,0.84418128
-4.83541771,4.03559357,0.51320752,2.64250902,0.03443640,0.06962694,0.05316129,0.67067304,0.05052596,0.80869271
-4.82941471,4.00897776,0.50807896,2.67724039,0.03084324,0.07359912,0.05327142,0.63092568,0.04624395,0.77620100
-4.82341171,4.00017846,0.50422718,2.72376144,0.02743303,0.07772118,0.05364270,0.59436258,0.04233894,0.74688405
-4.81740870,4.00869533,0.50156028,2.78133772,0.02423009,0.08195785,0.05425369,0.56121396,0.03883847,0.72080968
-4.81140570,4.03363592,0.49993998,2.84903235,0.02125201,0.08626921,0.05507556,0.53161213,0.03575911,0.69794444
-4.80540270,4.07377667,0.49918968,2.92575022,0.01850997,0.09061129,0.05607325,0.50559830,0.03310679,0.67816515
-4.79939970,4.12762894,0.49910330,3.01028359,0.01600919,0.09493665,0.05720694,0.48313131,0.03087748,0.66127227
-4.79339670,4.19350709,0.49945459,3.10135717,0.01374954,0.09919511,0.05843348,0.46409759,0.02905799,0.64700446
-4.78739370,4.26959577,0.50000643,3.19767101,0.01172631,0.10333444,0.05970793,0.44832198,0.02762697,0.63505372
-4.78139070,4.35401398,0.50051986,3.29793982,0.00993090,0.10730119,0.06098513,0.43557869,0.02655597,0.62508023
-4.77538769,4.44487384,0.50076232,3.40092741,0.00835164,0.11104152,0.06222108,0.42560223,0.02581064,0.61672658
-4.76938469,4.54033248,0.50051516,3.50547552,0.00697455,0.11450215,0.06337433,0.41809780,0.02535196,0.60963088
-4.76338169,4.63863612,0.49957997,3.61052657,0.00578408,0.11763132,0.06440715,0.41275088,0.02513746,0.60343830
-4.75737869,4.73815570,0.49778368,3.71514003,0.00476375,0.12037985,0.06528655,0.40923609,0.02512248,0.59781097
-4.75137569,4.83741390,0.49498254,3.81850261,0.00389672,0.12270222,0.06598511,0.40722497,0.02526137,0.59243610
-4.74537269,4.93510399,0.49106468,3.91993270,0.00316634,0.12455771,0.06648151,0.40639283,0.02550867,0.58703225
-4.73936968,5.03010090,0.48595165,4.01887947,0.00255655,0.12591152,0.06676095,0.40642469,0.02582020,0.58135387
-4.73336668,5.12146559,0.47959869,4.11491760,0.00205216,0.12673585,0.06681525,0.40702036,0.02615405,0.57519416
-4.72736368,5.20844353,0.47199410,4.20773844,0.00163915,0.12701098,0.06664278,0.40789870,0.02647151,0.56838657
-4.72136068,5.29045853,0.46315776,4.29713848,0.00130482,0.12672616,0.06624823,0.40880122,0.02673787,0.56080494
-4.71535768,5.36710312,0.45313888,4.38300631,0.00103788,0.12588034,0.06564212,0.40949513,0.02692302,0.55236271
-4.70935468,5.43812641,0.44201325,4.46530882,0.00082855,0.12448277,0.06484025,0.40977581,0.02700198,0.54301115
-4.70335168,5.50342076,0.42988009,4.54407764,0.00066853,0.12255329,0.06386299,0.40946881,0.02695525,0.53273711
-4.69734867,5.56300788,0.41685859,4.61939658,0.00055103,0.12012232,0.06273457,0.40843144,0.02676897,0.52156019
-4.69134567,5.61702547,0.40308438,4.69139056,0.00047069,0.11723062,0.06148221,0.40655395,0.02643497,0.50952976
-4.68534267,5.66571465,0.38870597,4.76021676,0.00042358,0.11392866,0.06013541,0.40376027,0.02595059,0.49672171
-4.67933967,5.70940893,0.37388129,4.82605791,0.00040713,0.11027572,0.05872510,0.40000836,0.02531840,0.48323531
-4.67333667,5.74852467,0.35877445,4.88911803,0.00042008,0.10633864,0.05728305,0.39529019,0.02454580,0.46919003
-4.66733367,5.78355321,0.34355274,4.94962041,0.00046246,0.10219040,0.05584122,0.38963120,0.02364443,0.45472262
-4.66133067,5.81505443,0.32838397,5.00780749,0.00053554,0.09790841,0.05443132,0.38308945,0.02262958,0.43998435
-4.65532766,5.84365153,0.31343422,5.06394215,0.00064179,0.09357261,0.05308446,0.37575428,0.02151950,0.42513846
-4.64932466,5.87002646,0.29886587,5.11830994,0.00078489,0.08926358,0.05183099,0.36774458,0.02033460,0.41035794
-4.64332166,5.89491560,0.28483613,5.17122149,0.00096970,0.08506050,0.05070047,0.35920673,0.01909680,0.39582351
