energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.59779890,0.97730667,0.00296705,0.10328250,0.20872494,0.01439289,0.49131585,0.24320312,0.13233967
-5.59179590,0.91207430,0.00270828,0.09827887,0.18985149,0.01300061,0.45547084,0.22911474,0.12427877
-5.58579290,0.84706729,0.00246110,0.09303105,0.17174112,0.01167245,0.42019234,0.21473489,0.11615364
-5.57978989,0.78295307,0.00222734,0.08761352,0.15452910,0.01041797,0.38581607,0.20022180,0.10805672
-5.57378689,0.72035714,0.00200848,0.08210240,0.13832235,0.00924432,0.35264677,0.18573203,0.10007773
-5.56778389,0.65985623,0.00180574,0.07657417,0.12320030,0.00815632,0.32095589,0.17141750,0.09230248
-5.56178089,0.60197324,0.00162005,0.07110431,0.10921657,0.00715668,0.29098045,0.15742274,0.08481190
-5.55577789,0.54717400,0.00145210,0.06576608,0.09640129,0.00624621,0.26292289,0.14388249,0.07768124
-5.54977489,0.49586552,0.00130241,0.06062943,0.08476388,0.00542406,0.23695191,0.13091980,0.07097945
-5.54377189,0.44839584,0.00117131,0.05575994,0.07429604,0.00468801,0.21320396,0.11864453,0.06476872
-5.53776888,0.40505500,0.00105902,0.05121798,0.06497486,0.00403474,0.19178541,0.10715231,0.05910420
-5.53176588,0.36607707,0.00096565,0.04705802,0.05676597,0.00346008,0.17277503,0.09652398,0.05403387
-5.52576288,0.33164306,0.00089126,0.04332802,0.04962641,0.00295928,0.15622674,0.08682554,0.04959846
-5.51975988,0.30188432,0.00083587,0.04006908,0.04350743,0.00252719,0.14217250,0.07810838,0.04583155
-5.51375688,0.27688633,0.00079948,0.03731510,0.03835687,0.00215854,0.13062512,0.07041001,0.04275974
-5.50775388,0.25669259,0.00078208,0.03509270,0.03412130,0.00184801,0.12158086,0.06375499,0.04040274
-5.50175088,0.24130855,0.00078367,0.03342107,0.03074780,0.00159044,0.11502195,0.05815614,0.03877368
-5.49574787,0.23070534,0.00080423,0.03231208,0.02818546,0.00138089,0.11091866,0.05361589,0.03787926
-5.48974487,0.22482326,0.00084378,0.03177032,0.02638651,0.00121477,0.10923124,0.05012778,0.03772002
-5.48374187,0.22357504,0.00090229,0.03179331,0.02530725,0.00108783,0.10991139,0.04767789,0.03829051
-5.47773887,0.22684876,0.00097975,0.03237164,0.02490874,0.00099628,0.11290366,0.04624638,0.03957958
-5.47173587,0.23451069,0.00107608,0.03348932,0.02515729,0.00093671,0.11814657,0.04580889,0.04157057
-5.46573287,0.24640792,0.00119118,0.03512406,0.02602484,0.00090617,0.12557359,0.04633789,0.04424168
-5.45972986,0.26237110,0.00132485,0.03724771,0.02748924,0.00090212,0.13511421,0.04780389,0.04756627
-5.45372686,0.28221732,0.00147682,0.03982675,0.02953443,0.00092246,0.14669498,0.05017651,0.05151337
-5.44772386,0.30575324,0.00164670,0.04282295,0.03215065,0.00096542,0.16024069,0.05342552,0.05604824
-5.44172086,0.33277864,0.00183400,0.04619408,0.03533455,0.00102964,0.17567579,0.05752155,0.06113307
-5.43571786,0.36309038,0.00203805,0.04989481,0.03908932,0.00111407,0.19292598,0.06243687,0.06672789
-5.42971486,0.39648673,0.00225806,0.05387774,0.04342481,0.00121797,0.21191997,0.06814586,0.07279151
-5.42371186,0.43277213,0.00249305,0.05809456,0.04835748,0.00134086,0.23259143,0.07462545,0.07928266
-5.41770885,0.47176202,0.00274188,0.06249727,0.05391037,0.00148252,0.25488096,0.08185532,0.08616122
-5.41170585,0.51328771,0.00300321,0.06703957,0.06011289,0.00164295,0.27873793,0.08981804,0.09338939
-5.40570285,0.55720080,0.00327551,0.07167819,0.06700039,0.00182233,0.30412218,0.09849894,0.10093299
-5.39969985,0.60337709,0.00355708,0.07637424,0.07461357,0.00202097,0.33100514,0.10788583,0.10876250
-5.39369685,0.65171930,0.00384599,0.08109450,0.08299749,0.00223933,0.35937047,0.11796858,0.11685404
-5.38769385,0.70215861,0.00414013,0.08581247,0.09220039,0.00247793,0.38921385,0.12873842,0.12519007
-5.38169085,0.75465441,0.00443721,0.09050931,0.10227206,0.00273732,0.42054179,0.14018703,0.13375974
-5.37568784,0.80919222,0.00473474,0.09517445,0.11326190,0.00301807,0.45336954,0.15230555,0.14255890
-5.36968484,0.86577964,0.00503007,0.09980586,0.12521665,0.00332067,0.48771774,0.16508322,0.15158971
-5.36368184,0.92444022,0.00532037,0.10440998,0.13817780,0.00364553,0.52360821,0.17850605,0.16085976
-5.35767884,0.98520545,0.00560271,0.10900132,0.15217875,0.00399289,0.56105868,0.19255529,0.17038082
-5.35167584,1.04810521,0.00587405,0.11360159,0.16724193,0.00436278,0.60007683,0.20720586,0.18016727
-5.34567284,1.11315689,0.00613127,0.11823853,0.18337578,0.00475498,0.64065385,0.22242481,0.19023412
-5.33966983,1.18035398,0.00637127,0.12294446,0.20057195,0.00516895,0.68275784,0.23816986,0.20059490
-5.33366683,1.24965444,0.00659096,0.12775451,0.21880275,0.00560381,0.72632744,0.25438814,0.21125943
-5.32766383,1.32096981,0.00678737,0.13270475,0.23801902,0.00605825,0.77126610,0.27101512,0.22223167
-5.32166083,1.39415554,0.00695771,0.13783016,0.25814859,0.00653055,0.81743732,0.28797389,0.23350766
-5.31565783,1.46900331,0.00709942,0.14316266,0.27909555,0.00701852,0.86466132,0.30517485,0.24507379
-5.30965483,1.54523581,0.00721029,0.14872922,0.30074021,0.00751951,0.91271341,0.32251580,0.25690552
-5.30365183,1.62250451,0.00728847,0.15455010,0.32294017,0.00803038,0.96132424,0.33988247,0.26896651
-5.29764882,1.70039068,0.00733262,0.16063744,0.34553218,0.00854755,1.01018214,0.35714965,0.28120837
-5.29164582,1.77840972,0.00734190,0.16699404,0.36833505,0.00906698,1.05893747,0.37418262,0.29357097
-5.28564282,1.85601873,0.00731603,0.17361259,0.39115345,0.00958425,1.10720903,0.39083923,0.30598331
-5.27963982,1.93262706,0.00725537,0.18047523,0.41378232,0.01009461,1.15459202,0.40697220,0.31836492
-5.27363682,2.00760937,0.00716085,0.18755345,0.43601210,0.01059303,1.20066761,0.42243192,0.33062771
-5.26763382,2.08032050,0.00703406,0.19480844,0.45763409,0.01107432,1.24501325,0.43706937,0.34267813
-5.26163082,2.15011154,0.00687712,0.20219168,0.47844613,0.01153319,1.28721365,0.45073929,0.35441954
-5.25562781,2.21634624,0.00669273,0.20964587,0.49825806,0.01196439,1.32687158,0.46330334,0.36575463
-5.24962481,2.27841705,0.00648401,0.21710608,0.51689677,0.01236284,1.36361821,0.47463331,0.37658781
-5.24362181,2.33575992,0.00625449,0.22450113,0.53421066,0.01272372,1.39712235,0.48461402,0.38682731
-5.23761881,2.38786728,0.00600799,0.23175502,0.55007321,0.01304264,1.42709824,0.49314611,0.39638705
-5.23161581,2.43429877,0.00574847,0.23878850,0.56438548,0.01331578,1.45331159,0.50014838,0.40518809
-5.22561281,2.47468917,0.00547998,0.24552072,0.57707747,0.01354001,1.47558360,0.50555973,0.41315965
-5.21960980,2.50875356,0.00520653,0.25187078,0.58810826,0.01371303,1.49379293,0.50934063,0.42023967
-5.21360680,2.53628963,0.00493198,0.25775939,0.59746495,0.01383353,1.50787564,0.51147398,0.42637504
-5.20760380,2.55717739,0.00465994,0.26311037,0.60516050,0.01390125,1.51782324,0.51196544,0.43152141
-5.20160080,2.57137661,0.00439369,0.26785219,0.61123052,0.01391714,1.52367923,0.51084325,0.43564279
-5.19559780,2.57892250,0.00413617,0.27191941,0.61572945,0.01388343,1.52553434,0.50815738,0.43871101
-5.18959480,2.57992012,0.00388985,0.27525404,0.61872607,0.01380365,1.52352098,0.50397829,0.44070514
-5.18359180,2.57453821,0.00365676,0.27780687,0.62029893,0.01368272,1.51780734,0.49839520,0.44161101
-5.17758879,2.56300283,0.00343850,0.27953864,0.62053170,0.01352692,1.50859146,0.49151399,0.44142091
-5.17158579,2.54559153,0.00323621,0.28042119,0.61950890,0.01334387,1.49609575,0.48345484,0.44013359
-5.16558279,2.52262812,0.00305064,0.28043843,0.61731223,0.01314247,1.48056229,0.47434976,0.43775448
-5.15957979,2.49447870,0.00288215,0.27958714,0.61401761,0.01293277,1.46224895,0.46434002,0.43429635
-5.15357679,2.46154866,0.00273083,0.27787764,0.60969322,0.01272587,1.44142676,0.45357365,0.42978015
-5.14757379,2.42428092,0.00259650,0.27533421,0.60439846,0.01253371,1.41837823,0.44220322,0.42423617
-5.14157079,2.38315511,0.00247881,0.27199523,0.59818408,0.01236885,1.39339675,0.43038376,0.41770527
-5.13556778,2.33868742,0.00237728,0.26791308,0.59109318,0.01224427,1.36678679,0.41827120,0.41024015
-5.12956478,2.29143077,0.00229138,0.26315369,0.58316321,0.01217305,1.33886477,0.40602113,0.40190658
-5.12356178,2.24197493,0.00222055,0.25779577,0.57442870,0.01216810,1.30996017,0.39378811,0.39278425
-5.11755878,2.19094606,0.00216426,0.25192976,0.56492450,0.01224184,1.28041661,0.38172544,0.38296740
-5.11155578,2.13900538,0.00212205,0.24565634,0.55468944,0.01240589,1.25059275,0.36998543,0.37256487
-5.10555278,2.08684655,0.00209351,0.23908479,0.54377003,0.01267078,1.22086242,0.35871998,0.36169969
-5.09954977,2.03519155,0.00207832,0.23233097,0.53222410,0.01304558,1.19161400,0.34808161,0.35050797
-5.09354677,1.98478485,0.00207622,0.22551516,0.52012398,0.01353770,1.16324876,0.33822455,0.33913726
-5.08754377,1.93638574,0.00208702,0.21875972,0.50755924,0.01415256,1.13617799,0.32930591,0.32774424
-5.08154077,1.89075910,0.00211053,0.21218667,0.49463853,0.01489343,1.11081897,0.32148677,0.31649198
-5.07553777,1.84866437,0.00214659,0.20591530,0.48149067,0.01576123,1.08758972,0.31493276,0.30554667
-5.06953477,1.81084325,0.00219497,0.20005977,0.46826459,0.01675441,1.06690264,0.30981432,0.29507402
-5.06353177,1.77800619,0.00225541,0.19472687,0.45512828,0.01786890,1.04915713,0.30630607,0.28523559
-5.05752876,1.75081814,0.00232751,0.19001396,0.44226663,0.01909809,1.03473141,0.30458541,0.27618489
-5.05152576,1.72988367,0.00241075,0.18600713,0.42987807,0.02043290,1.02397371,0.30483004,0.26806363
-5.04552276,1.71573214,0.00250445,0.18277958,0.41817031,0.02186186,1.01719309,0.30721444,0.26099828
-5.03951976,1.70880290,0.00260777,0.18039030,0.40735501,0.02337133,1.01465007,0.31190523,0.25509674
-5.03351676,1.70943121,0.00271966,0.17888304,0.39764179,0.02494567,1.01654743,0.31905546,0.25044563
-5.02751376,1.71783511,0.00283888,0.17828555,0.38923143,0.02656756,1.02302141,0.32879796,0.24710797
-5.02151076,1.73410355,0.00296404,0.17860909,0.38230884,0.02821823,1.03413356,0.34123800,0.24512147
-5.01550775,1.75818640,0.00309355,0.17984820,0.37703577,0.02987785,1.04986365,0.35644548,0.24449737
-5.00950475,1.78988649,0.00322572,0.18198076,0.37354361,0.03152584,1.07010389,0.37444699,0.24521999
-5.00350175,1.82885440,0.00335870,0.18496829,0.37192667,0.03314126,1.09465474,0.39521826,0.24724680
-4.99749875,1.87458616,0.00349062,0.18875644,0.37223605,0.03470316,1.12322273,0.41867729,0.25050922
-4.99149575,1.92642457,0.00361954,0.19327583,0.37447463,0.03619092,1.15542055,0.44467870,0.25491401
-4.98549275,1.98356431,0.00374358,0.19844309,0.37859322,0.03758462,1.19076967,0.47300976,0.26034523
-4.97948974,2.04506141,0.00386089,0.20416217,0.38448834,0.03886535,1.22870575,0.50338846,0.26666680
-4.97348674,2.10984709,0.00396976,0.21032598,0.39200168,0.04001555,1.26858697,0.53546404,0.27372564
-4.96748374,2.17674627,0.00406864,0.21681831,0.40092153,0.04101927,1.30970531,0.56882008,0.28135521
-4.96148074,2.24450058,0.00415621,0.22351601,0.41098610,0.04186242,1.35130077,0.60298049,0.28937960
-4.95547774,2.31179551,0.00423140,0.23029153,0.42188889,0.04253302,1.39257824,0.63741821,0.29761783
-4.94947474,2.37729130,0.00429345,0.23701566,0.43328592,0.04302138,1.43272672,0.67156660,0.30588856
-4.94347174,2.43965663,0.00434192,0.24356053,0.44480464,0.04332029,1.47094029,0.70483313,0.31401477
-4.93746873,2.49760421,0.00437677,0.24980268,0.45605433,0.04342510,1.50644022,0.73661498,0.32182859
-4.93146573,2.54992690,0.00439830,0.25562625,0.46663747,0.04333386,1.53849739,0.76631601,0.32917585
-4.92546273,2.59553306,0.00440725,0.26092607,0.47616184,0.04304732,1.56645409,0.79336432,0.33592033
-4.91945973,2.63347943,0.00440471,0.26561053,0.48425279,0.04256899,1.58974429,0.81722978,0.34194757
-4.91345673,2.66300029,0.00439217,0.26960423,0.49056517,0.04190500,1.60791137,0.83744068,0.34716787
-4.90745373,2.68353111,0.00437146,0.27285005,0.49479441,0.04106410,1.62062247,0.85359877,0.35151859
-4.90145073,2.69472566,0.00434471,0.27531073,0.49668635,0.04005746,1.62767857,0.86539198,0.35496540
-4.89544772,2.69646538,0.00431431,0.27696979,0.49604535,0.03889845,1.62901979,0.87260418,0.35750249
-4.88944472,2.68886045,0.00428284,0.27783165,0.49274028,0.03760242,1.62472543,0.87512157,0.35915172
-4.88344172,2.67224217,0.00425298,0.27792104,0.48670823,0.03618638,1.61500863,0.87293533,0.35996068
-4.87743872,2.64714690,0.00422744,0.27728161,0.47795577,0.03466867,1.60020581,0.86614044,0.35999963
-4.87143572,2.61429214,0.00420885,0.27597385,0.46655762,0.03306857,1.58076127,0.85493069,0.35935771
-4.86543272,2.57454591,0.00419968,0.27407239,0.45265308,0.03140589,1.55720769,0.83959020,0.35813832
-4.85942971,2.52889072,0.00420213,0.27166281,0.43644007,0.02970057,1.53014338,0.82048194,0.35645403
-4.85342671,2.47838412,0.00421804,0.26883815,0.41816745,0.02797226,1.50020758,0.79803360,0.35442135
-4.84742371,2.42411758,0.00424881,0.26569524,0.39812575,0.02623994,1.46805480,0.77272183,0.35215539
-4.84142071,2.36717592,0.00429531,0.26233115,0.37663683,0.02452151,1.43432970,0.74505543,0.34976506
-4.83541771,2.30859930,0.00435787,0.25883984,0.35404302,0.02283349,1.39964373,0.71555834,0.34734868
-4.82941471,2.24934954,0.00443618,0.25530920,0.33069612,0.02119073,1.36455467,0.68475319,0.34499048
-4.82341171,2.19028245,0.00452933,0.25181868,0.30694678,0.01960616,1.32955002,0.65314631,0.34275815
-4.81740870,2.13212740,0.00463578,0.24843755,0.28313468,0.01809068,1.29503513,0.62121453,0.34070137
-4.81140570,2.07547478,0.00475345,0.24522382,0.25957985,0.01665304,1.26132647,0.58939450,0.33885161
-4.80540270,2.02077181,0.00487974,0.24222389,0.23657540,0.01529982,1.22865017,0.55807482,0.33722296
-4.79939970,1.96832640,0.00501165,0.23947289,0.21438188,0.01403548,1.19714586,0.52759108,0.33581402
-4.79339670,1.91831842,0.00514587,0.23699546,0.19322334,0.01286249,1.16687525,0.49822384,0.33461060
-4.78739370,1.87081737,0.00527896,0.23480712,0.17328510,0.01178145,1.13783484,0.47019947,0.33358912
-4.78139070,1.82580500,0.00540743,0.23291577,0.15471312,0.01079132,1.10997189,0.44369344,0.33272033
-4.77538769,1.78320131,0.00552795,0.23132348,0.13761497,0.00988964,1.08320258,0.41883579,0.33197315
-4.76938469,1.74289225,0.00563747,0.23002811,0.12206190,0.00907283,1.05743127,0.39571820,0.33131843
-4.76338169,1.70475723,0.00573343,0.22902480,0.10809212,0.00833641,1.03256968,0.37440210,0.33073222
-4.75737869,1.66869502,0.00581380,0.22830717,0.09571470,0.00767528,1.00855494,0.35492744,0.33019849
-4.75137569,1.63464641,0.00587731,0.22786814,0.08491406,0.00708399,0.98536555,0.33732130,0.32971112
-4.74537269,1.60261256,0.00592346,0.22770027,0.07565456,0.00655699,0.96303427,0.32160620,0.32927496
-4.73936968,1.57266810,0.00595263,0.22779577,0.06788513,0.00608880,0.94165749,0.30780726,0.32890602
-4.73336668,1.54496856,0.00596608,0.22814601,0.06154364,0.00567422,0.92140053,0.29595824,0.32863081
-4.72736368,1.51975176,0.00596596,0.22874081,0.05656073,0.00530848,0.90249861,0.28610596,0.32848486
-4.72136068,1.49733351,0.00595524,0.22956752,0.05286320,0.00498733,0.88525363,0.27831288,0.32851058
-4.71535768,1.47809792,0.00593765,0.23060998,0.05037667,0.00470713,0.87002678,0.27265807,0.32875465
-4.70935468,1.46248300,0.00591751,0.23184761,0.04902750,0.00446487,0.85722751,0.26923607,0.32926507
-4.70335168,1.45096246,0.00589963,0.23325467,0.04874412,0.00425824,0.84729921,0.26815429,0.33008810
-4.69734867,1.44402465,0.00588908,0.23479985,0.04945759,0.00408554,0.84070238,0.26952855,0.33126533
-4.69134567,1.44214968,0.00589100,0.23644620,0.05110162,0.00394569,0.83789590,0.27347746,0.33283095
-4.68534267,1.44578584,0.00591041,0.23815162,0.05361215,0.00383818,0.83931726,0.28011553,0.33480950
-4.67933967,1.45532628,0.00595193,0.23986977,0.05692649,0.00376299,0.84536238,0.28954554,0.33721402
-4.67333667,1.47108696,0.00601964,0.24155150,0.06098225,0.00372053,0.85636601,0.30185044,0.34004497
-4.66733367,1.49328679,0.00611682,0.24314666,0.06571621,0.00371157,0.87258333,0.31708507,0.34328964
-4.66133067,1.52203068,0.00624579,0.24460631,0.07106316,0.00373719,0.89417347,0.33526819,0.34692235
-4.65532766,1.55729610,0.00640780,0.24588518,0.07695491,0.00379866,0.92118569,0.35637507,0.35090514
-4.64932466,1.59892393,0.00660285,0.24694422,0.08331957,0.00389748,0.95354871,0.38033109,0.35518920
-4.64332166,1.64661363,0.00682972,0.24775325,0.09008112,0.00403523,0.99106368,0.40700657,0.35971671
-4.63731866,1.69992335,0.00708585,0.24829344,0.09715942,0.00421361,1.03340120,0.43621324,0.36442320
-4.63131566,1.75827491,0.00736745,0.24855960,0.10447055,0.00443438,1.08010254,0.46770258,0.36924026
-4.62531266,1.82096358,0.00766954,0.24856221,0.11192762,0.00469933,1.13058529,0.50116612,0.37409850
-4.61930965,1.88717275,0.00798610,0.24832896,0.11944194,0.00501024,1.18415328,0.53623794,0.37893077
-4.61330665,1.95599278,0.00831022,0.24790596,0.12692453,0.00536892,1.24001065,0.57249941,0.38367542
-4.60730365,2.02644388,0.00863434,0.24735836,0.13428780,0.00577709,1.29727961,0.60948597,0.38827962
-4.60130065,2.09750208,0.00895043,0.24677051,0.14144742,0.00623639,1.35502154,0.64669602,0.39270256
-4.59529765,2.16812756,0.00925031,0.24624556,0.14832422,0.00674833,1.41226058,0.68360149,0.39691848
-4.58929465,2.23729440,0.00952587,0.24590453,0.15484596,0.00731417,1.46800913,0.71965996,0.40091935
-4.58329165,2.30402055,0.00976936,0.24588481,0.16094891,0.00793487,1.52129415,0.75432770,0.40471718
-4.57728864,2.36739696,0.00997363,0.24633812,0.16657918,0.00861095,1.57118356,0.78707341,0.40834574
-4.57128564,2.42661452,0.01013238,0.24742794,0.17169351,0.00934236,1.61681157,0.81739197,0.41186156
-4.56528264,2.48098780,0.01024034,0.24932633,0.17625982,0.01012831,1.65740205,0.84481785,0.41534419
-4.55927964,2.52997433,0.01029345,0.25221026,0.18025707,0.01096713,1.69228916,0.86893745,0.41889543
-4.55327664,2.57318860,0.01028898,0.25625736,0.18367477,0.01185609,1.72093427,0.88940016,0.42263764
-4.54727364,2.61040997,0.01022560,0.26164116,0.18651199,0.01279124,1.74293869,0.90592743,0.42671084
-4.54127064,2.64158407,0.01010337,0.26852590,0.18877595,0.01376723,1.75805175,0.91831980,0.43126878
-4.53526763,2.66681750,0.00992378,0.27706088,0.19048038,0.01477724,1.76617391,0.92646137,0.43647393
-4.52926463,2.68636597,0.00968960,0.28737461,0.19164360,0.01581287,1.76735499,0.93032176,0.44249140
-4.52326163,2.70061649,0.00940482,0.29956875,0.19228660,0.01686410,1.76178761,0.92995546,0.44948214
-4.51725863,2.71006431,0.00907446,0.31371217,0.19243111,0.01791937,1.74979641,0.92549863,0.45759550
-4.51125563,2.71528574,0.00870445,0.32983528,0.19209792,0.01896564,1.73182343,0.91716360,0.46696138
-4.50525263,2.71690828,0.00830134,0.34792488,0.19130544,0.01998860,1.70841057,0.90523128,0.47768260
-4.49924962,2.71557944,0.00787220,0.36791988,0.19006867,0.02097292,1.68017985,0.89004192,0.48982742
-4.49324662,2.71193597,0.00742434,0.38970809,0.18839858,0.02190259,1.64781239,0.87198458,0.50342310
