energy_ev,total_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.67583792,3.98881314,0.79831030,2.00354621,0.84742453,0.51070082,0.00509092,0.20606156,1.71577088,0.00000000
-5.66983492,4.00635500,0.77993864,2.05585013,0.83325039,0.50950291,0.00460427,0.19590954,1.69836937,0.00000000
-5.66383192,4.02466111,0.76116051,2.10937831,0.81885945,0.50811122,0.00415436,0.18592530,1.68021610,0.00000000
-5.65782891,4.04331209,0.74213271,2.16352885,0.80432638,0.50648623,0.00374198,0.17619200,1.66138423,0.00000000
-5.65182591,4.06170166,0.72298907,2.21758133,0.78970081,0.50457821,0.00336705,0.16677788,1.64188796,0.00000000
-5.64582291,4.07904985,0.70383822,2.27070943,0.77500659,0.50232812,0.00302875,0.15773578,1.62168455,0.00000000
-5.63981991,4.09442392,0.68476256,2.32199821,0.76024208,0.49966886,0.00272565,0.14910314,1.60067881,0.00000000
-5.63381691,4.10676607,0.66581832,2.37046545,0.74538174,0.49652722,0.00245579,0.14090262,1.57873018,0.00000000
-5.62781391,4.11492711,0.64703661,2.41508663,0.73037876,0.49282611,0.00221683,0.13314315,1.55566171,0.00000000
-5.62181091,4.11770470,0.62842554,2.45482255,0.71516871,0.48848718,0.00200616,0.12582146,1.53127081,0.00000000
-5.61580790,4.11388480,0.60997304,2.48864870,0.69967393,0.48343369,0.00182102,0.11892380,1.50534103,0.00000000
-5.60980490,4.10228453,0.59165046,2.51558534,0.68380855,0.47759343,0.00165859,0.11242797,1.47765452,0.00000000
-5.60380190,4.08179486,0.57341658,2.53472715,0.66748381,0.47090158,0.00151608,0.10630541,1.44800450,0.00000000
-5.59779890,4.05142137,0.55522191,2.54527131,0.65061346,0.46330350,0.00139080,0.10052330,1.41620717,0.00000000
-5.59179590,4.01032141,0.53701302,2.54654293,0.63311896,0.45475716,0.00128023,0.09504658,1.38211264,0.00000000
-5.58579290,3.95783637,0.51873686,2.53801698,0.61493429,0.44523522,0.00118206,0.08983983,1.34561440,0.00000000
-5.57978989,3.89351766,0.50034464,2.51933562,0.59601008,0.43472670,0.00109420,0.08486886,1.30665692,0.00000000
-5.57378689,3.81714563,0.48179541,2.49032065,0.57631702,0.42323806,0.00101482,0.08010211,1.26524111,0.00000000
-5.56778389,3.72874072,0.46305897,2.45098034,0.55584825,0.41079383,0.00094238,0.07551171,1.22142760,0.00000000
-5.56178089,3.62856673,0.44411823,2.40151060,0.53462082,0.39743658,0.00087555,0.07107421,1.17533762,0.00000000
-5.55577789,3.51712612,0.42497079,2.34229059,0.51267615,0.38322646,0.00081329,0.06677101,1.12715164,0.00000000
-5.54977489,3.39514790,0.40562987,2.27387286,0.49007949,0.36824017,0.00075476,0.06258854,1.07710588,0.00000000
-5.54377189,3.26356873,0.38612457,2.19696863,0.46691843,0.35256949,0.00069934,0.05851810,1.02548696,0.00000000
-5.53776888,3.12350819,0.36649938,2.11242891,0.44330070,0.33631946,0.00064657,0.05455553,0.97262491,0.00000000
-5.53176588,2.97623937,0.34681320,2.02122205,0.41935129,0.31960622,0.00059616,0.05070071,0.91888502,0.00000000
-5.52576288,2.82315589,0.32713783,1.92440881,0.39520897,0.30255462,0.00054792,0.04695688,0.86465870,0.00000000
-5.51975988,2.66573685,0.30755598,1.82311585,0.37102264,0.28529569,0.00050178,0.04332991,0.81035395,0.00000000
-5.51375688,2.50551080,0.28815904,1.71850849,0.34694735,0.26796401,0.00045772,0.03982757,0.75638566,0.00000000
-5.50775388,2.34402003,0.26904459,1.61176371,0.32314040,0.25069512,0.00041576,0.03645869,0.70316608,0.00000000
-5.50175088,2.18278629,0.25031377,1.50404429,0.29975745,0.23362294,0.00037597,0.03323253,0.65109581,0.00000000
-5.49574787,2.02327891,0.23206866,1.39647475,0.27694902,0.21687735,0.00033841,0.03015805,0.60055554,0.00000000
-5.48974487,1.86688607,0.21440961,1.29011969,0.25485712,0.20058189,0.00030315,0.02724341,0.55189868,0.00000000
-5.48374187,1.71488986,0.19743281,1.18596511,0.23361246,0.18485171,0.00027023,0.02449551,0.50544506,0.00000000
-5.47773887,1.56844557,0.18122795,1.08490289,0.21333200,0.16979169,0.00023968,0.02191961,0.46147579,0.00000000
-5.47173587,1.42856536,0.16587608,0.98771883,0.19411702,0.15549492,0.00021152,0.01951916,0.42022922,0.00000000
-5.46573287,1.29610649,0.15144786,0.89508408,0.17605168,0.14204132,0.00018571,0.01729564,0.38189810,0.00000000
-5.45972986,1.17176395,0.13800198,0.80755009,0.15920203,0.12949664,0.00016222,0.01524857,0.34662787,0.00000000
-5.45372686,1.05606730,0.12558396,0.72554678,0.14361551,0.11791174,0.00014097,0.01337555,0.31451586,0.00000000
-5.44772386,0.94938143,0.11422527,0.64938375,0.12932091,0.10732210,0.00012188,0.01167239,0.28561161,0.00000000
-5.44172086,0.85191082,0.10394280,0.57925418,0.11632863,0.09774767,0.00010483,0.01013331,0.25991787,0.00000000
-5.43571786,0.76370694,0.09473864,0.51524105,0.10463137,0.08919303,0.00008971,0.00875119,0.23739252,0.00000000
-5.42971486,0.68467828,0.08660021,0.45732529,0.09420513,0.08164772,0.00007637,0.00751774,0.21795102,0.00000000
-5.42371186,0.61460249,0.07950072,0.40539551,0.08501046,0.07508697,0.00006469,0.00642383,0.20146952,0.00000000
-5.41770885,0.55314029,0.07339993,0.35925871,0.07699391,0.06947254,0.00005451,0.00545972,0.18778847,0.00000000
-5.41170585,0.49985068,0.06824515,0.31865195,0.07008974,0.06475393,0.00004570,0.00461529,0.17671670,0.00000000
-5.40570285,0.45420691,0.06397254,0.28325420,0.06422166,0.06086971,0.00003811,0.00388027,0.16803577,0.00000000
-5.39969985,0.41561301,0.06050863,0.25269842,0.05930482,0.05774903,0.00003163,0.00324446,0.16150481,0.00000000
-5.39369685,0.38342046,0.05777204,0.22658333,0.05524776,0.05531341,0.00002611,0.00269788,0.15686554,0.00000000
-5.38769385,0.35694461,0.05567530,0.20448479,0.05195440,0.05347846,0.00002144,0.00223092,0.15384745,0.00000000
-5.38169085,0.33548069,0.05412684,0.18596648,0.04932612,0.05215588,0.00001752,0.00183447,0.15217327,0.00000000
-5.37568784,0.31831911,0.05303300,0.17058981,0.04726367,0.05125542,0.00001424,0.00149996,0.15156433,0.00000000
-5.36968484,0.30475975,0.05230012,0.15792289,0.04566914,0.05068679,0.00001152,0.00121949,0.15174603,0.00000000
-5.36368184,0.29412515,0.05183647,0.14754842,0.04444768,0.05036169,0.00000926,0.00098578,0.15245307,0.00000000
-5.35767884,0.28577238,0.05155423,0.13907053,0.04350921,0.05019555,0.00000741,0.00079226,0.15343450,0.00000000
-5.35167584,0.27910330,0.05137123,0.13212051,0.04276989,0.05010931,0.00000590,0.00063302,0.15445836,0.00000000
-5.34567284,0.27357334,0.05121257,0.12636135,0.04215337,0.05003092,0.00000467,0.00050283,0.15531587,0.00000000
-5.33966983,0.26869841,0.05101197,0.12149118,0.04159186,0.04989662,0.00000367,0.00039704,0.15582495,0.00000000
-5.33366683,0.26406006,0.05071287,0.11724557,0.04102692,0.04965200,0.00000288,0.00031165,0.15583313,0.00000000
-5.32766383,0.25930881,0.05026922,0.11339884,0.04041000,0.04925277,0.00000224,0.00024315,0.15521956,0.00000000
-5.32166083,0.25416558,0.04964603,0.10976426,0.03970271,0.04866518,0.00000173,0.00018855,0.15389625,0.00000000
-5.31565783,0.24842137,0.04881947,0.10619350,0.03887684,0.04786615,0.00000133,0.00014533,0.15180835,0.00000000
-5.30965483,0.24193529,0.04777680,0.10257508,0.03791406,0.04684316,0.00000102,0.00011132,0.14893360,0.00000000
-5.30365183,0.23463097,0.04651590,0.09883222,0.03680547,0.04559372,0.00000078,0.00008474,0.14528091,0.00000000
-5.29764882,0.22649170,0.04504457,0.09492008,0.03555090,0.04412468,0.00000059,0.00006411,0.14088816,0.00000000
-5.29164582,0.21755440,0.04337964,0.09082250,0.03415799,0.04245128,0.00000044,0.00004819,0.13581929,0.00000000
-5.28564282,0.20790270,0.04154576,0.08654839,0.03264117,0.04059600,0.00000033,0.00003600,0.13016086,0.00000000
-5.27963982,0.19765949,0.03957423,0.08212795,0.03102057,0.03858727,0.00000024,0.00002672,0.12401822,0.00000000
-5.27363682,0.18697904,0.03750156,0.07760878,0.02932079,0.03645814,0.00000018,0.00001970,0.11751137,0.00000000
-5.26763382,0.17603916,0.03536815,0.07305201,0.02756975,0.03424489,0.00000013,0.00001444,0.11077073,0.00000000
-5.26163082,0.16503340,0.03321685,0.06852857,0.02579746,0.03198563,0.00000010,0.00001051,0.10393295,0.00000000
-5.25562781,0.15416379,0.03109166,0.06411565,0.02403493,0.02971907,0.00000007,0.00000760,0.09713690,0.00000000
-5.24962481,0.14363401,0.02903649,0.05989350,0.02231317,0.02748327,0.00000005,0.00000546,0.09051991,0.00000000
-5.24362181,0.13364332,0.02709402,0.05594248,0.02066224,0.02531462,0.00000004,0.00000390,0.08421441,0.00000000
-5.23761881,0.12438126,0.02530468,0.05234054,0.01911045,0.02324694,0.00000003,0.00000276,0.07834496,0.00000000
-5.23161581,0.11602309,0.02370586,0.04916097,0.01768374,0.02131072,0.00000002,0.00000195,0.07302575,0.00000000
-5.22561281,0.10872607,0.02233111,0.04647056,0.01640511,0.01953262,0.00000001,0.00000136,0.06835852,0.00000000
-5.21960980,0.10262647,0.02120958,0.04432806,0.01529425,0.01793504,0.00000001,0.00000095,0.06443093,0.00000000
-5.21360680,0.09783723,0.02036557,0.04278290,0.01436723,0.01653586,0.00000001,0.00000066,0.06131530,0.00000000
-5.20760380,0.09444623,0.01981810,0.04187419,0.01363631,0.01534838,0.00000001,0.00000046,0.05906769,0.00000000
-5.20160080,0.09251502,0.01958067,0.04162988,0.01310982,0.01438128,0.00000001,0.00000032,0.05772730,0.00000000
-5.19559780,0.09207799,0.01966105,0.04206613,0.01279217,0.01363874,0.00000001,0.00000023,0.05731601,0.00000000
-5.18959480,0.09314190,0.02006108,0.04318683,0.01268381,0.01312061,0.00000002,0.00000018,0.05783825,0.00000000
-5.18359180,0.09568560,0.02077664,0.04498321,0.01278133,0.01282259,0.00000002,0.00000016,0.05928094,0.00000000
-5.17758879,0.09966021,0.02179757,0.04743368,0.01307754,0.01273655,0.00000004,0.00000016,0.06161362,0.00000000
-5.17158579,0.10498943,0.02310769,0.05050371,0.01356163,0.01285077,0.00000005,0.00000018,0.06478878,0.00000000
-5.16558279,0.11157031,0.02468494,0.05414601,0.01421930,0.01315030,0.00000008,0.00000024,0.06874236,0.00000000
-5.15957979,0.11927432,0.02650157,0.05830082,0.01503304,0.01361725,0.00000011,0.00000033,0.07339444,0.00000000
-5.15357679,0.12794895,0.02852440,0.06289654,0.01598230,0.01423122,0.00000017,0.00000047,0.07865029,0.00000000
-5.14757379,0.13741983,0.03071527,0.06785063,0.01704387,0.01496964,0.00000024,0.00000067,0.08440164,0.00000000
-5.14157079,0.14749344,0.03303163,0.07307079,0.01819224,0.01580827,0.00000035,0.00000096,0.09052838,0.00000000
-5.13556778,0.15796047,0.03542722,0.07845660,0.01940002,0.01672163,0.00000050,0.00000137,0.09690060,0.00000000
-5.12956478,0.16859990,0.03785293,0.08390137,0.02063842,0.01768358,0.00000070,0.00000194,0.10338103,0.00000000
-5.12356178,0.17918363,0.04025785,0.08929450,0.02187790,0.01866787,0.00000099,0.00000273,0.10982783,0.00000000
-5.11755878,0.18948176,0.04259037,0.09452399,0.02308871,0.01964883,0.00000139,0.00000382,0.11609780,0.00000000
-5.11155578,0.19926833,0.04479943,0.09947932,0.02424161,0.02060200,0.00000192,0.00000531,0.12204970,0.00000000
-5.10555278,0.20832739,0.04683586,0.10405443,0.02530855,0.02150489,0.00000265,0.00000731,0.12754796,0.00000000
-5.09954977,0.21645920,0.04865368,0.10815083,0.02626339,0.02233771,0.00000363,0.00001001,0.13246625,0.00000000
-5.09354677,0.22348635,0.05021142,0.11168060,0.02708257,0.02308413,0.00000493,0.00001361,0.13669108,0.00000000
-5.08754377,0.22925964,0.05147335,0.11456936,0.02774578,0.02373202,0.00000664,0.00001837,0.14012523,0.00000000
-5.08154077,0.23366339,0.05241060,0.11675887,0.02823649,0.02427415,0.00000890,0.00002462,0.14269073,0.00000000
-5.07553777,0.23661999,0.05300207,0.11820927,0.02854246,0.02470886,0.00001183,0.00003277,0.14433145,0.00000000
-5.06953477,0.23809362,0.05323514,0.11890094,0.02865606,0.02504063,0.00001561,0.00004329,0.14501507,0.00000000
-5.06353177,0.23809272,0.05310609,0.11883566,0.02857449,0.02528057,0.00002045,0.00005680,0.14473434,0.00000000
-5.05752876,0.23667142,0.05262033,0.11803728,0.02829988,0.02544678,0.00002661,0.00007400,0.14350764,0.00000000
-5.05152576,0.23392960,0.05179226,0.11655173,0.02783916,0.02556466,0.00003436,0.00009574,0.14137877,0.00000000
-5.04552276,0.23001173,0.05064488,0.11444635,0.02720382,0.02566693,0.00004407,0.00012300,0.13841595,0.00000000
-5.03951976,0.22510445,0.04920916,0.11180870,0.02640958,0.02579369,0.00005610,0.00015692,0.13471014,0.00000000
-5.03351676,0.21943311,0.04752314,0.10874472,0.02547584,0.02599216,0.00007091,0.00019882,0.13037274,0.00000000
-5.02751376,0.21325721,0.04563089,0.10537650,0.02442511,0.02631637,0.00008898,0.00025018,0.12553273,0.00000000
-5.02151076,0.20686508,0.04358129,0.10183958,0.02328232,0.02682665,0.00011086,0.00031267,0.12033343,0.00000000
-5.01550775,0.20056791,0.04142675,0.09828004,0.02207410,0.02758892,0.00013713,0.00038812,0.11492897,0.00000000
-5.00950475,0.19469326,0.03922189,0.09485129,0.02082806,0.02867385,0.00016841,0.00047855,0.10948068,0.00000000
-5.00350175,0.18957840,0.03702222,0.09171084,0.01957202,0.03015584,0.00020533,0.00058613,0.10415345,0.00000000
-4.99749875,0.18556342,0.03488294,0.08901705,0.01833338,0.03211182,0.00024854,0.00071317,0.09911219,0.00000000
-4.99149575,0.18298451,0.03285777,0.08692591,0.01713846,0.03461988,0.00029870,0.00086211,0.09451858,0.00000000
-4.98549275,0.18216729,0.03099802,0.08558799,0.01601197,0.03775775,0.00035639,0.00103548,0.09052811,0.00000000
-4.97948974,0.18342055,0.02935174,0.08514554,0.01497657,0.04160114,0.00042218,0.00123588,0.08728749,0.00000000
-4.97348674,0.18703022,0.02796311,0.08572985,0.01405251,0.04622188,0.00049652,0.00146593,0.08493238,0.00000000
-4.96748374,0.19325388,0.02687193,0.08745878,0.01325739,0.05168611,0.00057975,0.00172823,0.08358568,0.00000000
-4.96148074,0.20231565,0.02611340,0.09043463,0.01260604,0.05805221,0.00067207,0.00202537,0.08335607,0.00000000
-4.95547774,0.21440163,0.02571794,0.09474217,0.01211047,0.06536889,0.00077351,0.00235985,0.08433694,0.00000000
-4.94947474,0.22965587,0.02571123,0.10044700,0.01177992,0.07367317,0.00088386,0.00273409,0.08660566,0.00000000
-4.94347174,0.24817693,0.02611431,0.10759415,0.01162097,0.08298854,0.00100269,0.00315040,0.09022309,0.00000000
-4.93746873,0.27001504,0.02694377,0.11620690,0.01163776,0.09332325,0.00112934,0.00361098,0.09523321,0.00000000
-4.93146573,0.29516989,0.02821203,0.12628592,0.01183221,0.10466876,0.00126285,0.00411795,0.10166304,0.00000000
-4.92546273,0.32358922,0.02992757,0.13780868,0.01220427,0.11699861,0.00140200,0.00467331,0.10952251,0.00000000
-4.91945973,0.35516801,0.03209525,0.15072909,0.01275228,0.13026749,0.00154531,0.00527904,0.11880444,0.00000000
-4.91345673,0.38974856,0.03471647,0.16497751,0.01347320,0.14441079,0.00169104,0.00593709,0.12948451,0.00000000
-4.90745373,0.42712141,0.03778939,0.18046105,0.01436297,0.15934462,0.00183721,0.00664947,0.14152129,0.00000000
-4.90145073,0.46702699,0.04130904,0.19706421,0.01541676,0.17496621,0.00198169,0.00741821,0.15485617,0.00000000
-4.89544772,0.50915827,0.04526729,0.21464989,0.01662929,0.19115483,0.00212218,0.00824549,0.16941338,0.00000000
-4.88944472,0.55316416,0.04965287,0.23306073,0.01799507,0.20777322,0.00225631,0.00913362,0.18509997,0.00000000
-4.88344172,0.59865384,0.05445114,0.25212093,0.01950862,0.22466941,0.00238170,0.01008504,0.20180594,0.00000000
-4.87743872,0.64520182,0.05964393,0.27163833,0.02116474,0.24167899,0.00249599,0.01110233,0.21940437,0.00000000
-4.87143572,0.69235383,0.06520923,0.29140698,0.02295866,0.25862771,0.00259698,0.01218815,0.23775189,0.00000000
-4.86543272,0.73963338,0.07112094,0.31121008,0.02488628,0.27533445,0.00268266,0.01334520,0.25668920,0.00000000
-4.85942971,0.78654902,0.07734852,0.33082325,0.02694440,0.29161432,0.00275126,0.01457609,0.27604211,0.00000000
-4.85342671,0.83260219,0.08385676,0.35001820,0.02913091,0.30728204,0.00280136,0.01588327,0.29562281,0.00000000
-4.84742371,0.87729562,0.09060565,0.36856678,0.03144512,0.32215539,0.00283188,0.01726886,0.31523171,0.00000000
-4.84142071,0.92014224,0.09755033,0.38624523,0.03388807,0.33605862,0.00284218,0.01873453,0.33465974,0.00000000
-4.83541771,0.96067443,0.10464127,0.40283878,0.03646298,0.34882597,0.00283203,0.02028139,0.35369120,0.00000000
-4.82941471,0.99845376,0.11182465,0.41814641,0.03917574,0.36030501,0.00280165,0.02190992,0.37210730,0.00000000
-4.82341171,1.03308082,0.11904306,0.43198574,0.04203556,0.37035987,0.00275169,0.02361985,0.38969011,0.00000000
-4.81740870,1.06420527,0.12623640,0.44419795,0.04505570,0.37887434,0.00268322,0.02541026,0.40622717,0.00000000
-4.81140570,1.09153579,0.13334319,0.45465260,0.04825432,0.38575466,0.00259766,0.02727964,0.42151650,0.00000000
-4.80540270,1.11484978,0.14030209,0.46325225,0.05165537,0.39093212,0.00249677,0.02922603,0.43537194,0.00000000
-4.79939970,1.13400253,0.14705370,0.46993670,0.05528963,0.39436519,0.00238256,0.03124734,0.44762871,0.00000000
-4.79339670,1.14893549,0.15354261,0.47468666,0.05919564,0.39604144,0.00225725,0.03334169,0.45814886,0.00000000
-4.78739370,1.15968344,0.15971956,0.47752673,0.06342067,0.39597883,0.00212317,0.03550783,0.46682663,0.00000000
-4.78139070,1.16637995,0.16554364,0.47852742,0.06802145,0.39422658,0.00198272,0.03774562,0.47359315,0.00000000
-4.77538769,1.16926080,0.17098441,0.47780612,0.07306476,0.39086540,0.00183826,0.04005657,0.47842062,0.00000000
-4.76938469,1.16866506,0.17602388,0.47552675,0.07862759,0.38600712,0.00169209,0.04244429,0.48132533,0.00000000
-4.76338169,1.16503322,0.18065807,0.47189813,0.08479689,0.37979353,0.00154635,0.04491495,0.48236957,0.00000000
-4.75737869,1.15890218,0.18489822,0.46717069,0.09166879,0.37239455,0.00140302,0.04747763,0.48166218,0.00000000
-4.75137569,1.15089693,0.18877133,0.46163183,0.09934714,0.36400556,0.00126384,0.05014447,0.47935749,0.00000000
-4.74537269,1.14171858,0.19232012,0.45559964,0.10794133,0.35484400,0.00113029,0.05293067,0.47565267,0.00000000
-4.73936968,1.13212904,0.19560219,0.44941525,0.11756337,0.34514519,0.00100359,0.05585426,0.47078352,0.00000000
-4.73336668,1.12293239,0.19868846,0.44343391,0.12832421,0.33515754,0.00088469,0.05893557,0.46501858,0.00000000
-4.72736368,1.11495340,0.20166085,0.43801502,0.14032932,0.32513708,0.00077428,0.06219649,0.45865199,0.00000000
-4.72136068,1.10901374,0.20460928,0.43351146,0.15367368,0.31534167,0.00067279,0.06565945,0.45199501,0.00000000
-4.71535768,1.10590669,0.20762807,0.43025855,0.16843626,0.30602479,0.00058041,0.06934615,0.44536683,0.00000000
-4.70935468,1.10637116,0.21081194,0.42856304,0.18467425,0.29742941,0.00049712,0.07327615,0.43908471,0.00000000
-4.70335168,1.11106615,0.21425179,0.42869260,0.20241727,0.28978178,0.00042273,0.07746531,0.43345413,0.00000000
-4.69734867,1.12054666,0.21803045,0.43086631,0.22166183,0.28328571,0.00035689,0.08192424,0.42875915,0.00000000
-4.69134567,1.13524225,0.22221861,0.43524644,0.24236640,0.27811731,0.00029916,0.08665676,0.42525360,0.00000000
-4.68534267,1.15543920,0.22687135,0.44193218,0.26444737,0.27442051,0.00024897,0.09165855,0.42315339,0.00000000
-4.67933967,1.18126742,0.23202520,0.45095537,0.28777622,0.27230345,0.00020573,0.09691604,0.42263026,0.00000000
-4.67333667,1.21269277,0.23769623,0.46227883,0.31217823,0.27183603,0.00016880,0.10240569,0.42380751,0.00000000
-4.66733367,1.24951552,0.24387914,0.47579715,0.33743295,0.27304856,0.00013753,0.10809363,0.42675757,0.00000000
-4.66133067,1.29137511,0.25054747,0.49134030,0.36327649,0.27593167,0.00011127,0.11393586,0.43150187,0.00000000
-4.65532766,1.33776150,0.25765506,0.50867971,0.38940591,0.28043744,0.00008943,0.11987888,0.43801277,0.00000000
-4.64932466,1.38803251,0.26513859,0.52753694,0.41548545,0.28648175,0.00007141,0.12586094,0.44621760,0.00000000
-4.64332166,1.44143678,0.27292124,0.54759430,0.44115465,0.29394769,0.00005667,0.13181364,0.45600451,0.00000000
