energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.90995498,5.26499058,0.01138353,0.12632964,3.00130010,0.52613005,0.06772445,3.28103082,0.65226281,0.33202899
-5.90395198,5.12888457,0.01105275,0.12550660,2.93030903,0.51320409,0.06590697,3.19463848,0.64361058,0.32568326
-5.89794897,4.99322589,0.01073021,0.12462090,2.85598030,0.50107686,0.06434136,3.10912578,0.63407863,0.31925401
-5.89194597,4.86001585,0.01042419,0.12371606,2.77944019,0.48983311,0.06305222,3.02575213,0.62390698,0.31286432
-5.88594297,4.73123640,0.01014254,0.12283792,2.70183242,0.47956358,0.06206031,2.94575905,0.61334897,0.30664247
-5.87993997,4.60880561,0.00989254,0.12203347,2.62429268,0.47036423,0.06138207,2.87034190,0.60266423,0.30071899
-5.87393697,4.49453197,0.00968064,0.12134967,2.54792244,0.46233444,0.06102920,2.80062090,0.59211136,0.29522353
-5.86793397,4.39006943,0.00951237,0.12083228,2.47376320,0.45557450,0.06100821,2.73761259,0.58194045,0.29028162
-5.86193097,4.29687532,0.00939221,0.12052468,2.40277208,0.45018251,0.06132024,2.68220329,0.57238591,0.28601143
-5.85592796,4.21617310,0.00932350,0.12046687,2.33579992,0.44625090,0.06196084,2.63512556,0.56365985,0.28252073
-5.84992496,4.14892161,0.00930840,0.12069450,2.27357266,0.44386295,0.06292001,2.59693906,0.55594636,0.27990418
-5.84392196,4.09579262,0.00934793,0.12123825,2.21667697,0.44308942,0.06418239,2.56801660,0.54939700,0.27824099
-5.83791896,4.05715737,0.00944194,0.12212321,2.16555067,0.44398557,0.06572752,2.54853613,0.54412763,0.27759322
-5.83191596,4.03308310,0.00958922,0.12336868,2.12047824,0.44658867,0.06753037,2.53847914,0.54021667,0.27800457
-5.82591296,4.02333950,0.00978762,0.12498807,2.08159161,0.45091626,0.06956200,2.53763540,0.53770502,0.27949988
-5.81990995,4.02741475,0.01003415,0.12698902,2.04887608,0.45696507,0.07179028,2.54561395,0.53659743,0.28208518
-5.81390695,4.04454034,0.01032513,0.12937375,2.02218093,0.46471062,0.07418079,2.56185968,0.53686526,0.28574843
-5.80790395,4.07372330,0.01065638,0.13213949,2.00123401,0.47410769,0.07669775,2.58567466,0.53845053,0.29046068
-5.80190095,4.11378425,0.01102335,0.13527909,1.98565955,0.48509114,0.07930499,2.61624325,0.54127079,0.29617777
-5.79589795,4.16339937,0.01142132,0.13878162,1.97499826,0.49757746,0.08196687,2.65265959,0.54522484,0.30284227
-5.78989495,4.22114414,0.01184554,0.14263300,1.96872847,0.51146642,0.08464926,2.69395639,0.55019860,0.31038568
-5.78389195,4.28553702,0.01229139,0.14681657,1.96628748,0.52664307,0.08732025,2.73913342,0.55607110,0.31873064
-5.77788894,4.35508091,0.01275446,0.15131357,1.96709199,0.54297964,0.08995093,2.78718481,0.56272009,0.32779316
-5.77188594,4.42830082,0.01323071,0.15610352,1.97055679,0.56033738,0.09251585,2.83712368,0.57002703,0.33748458
-5.76588294,4.50377621,0.01371647,0.16116443,1.97611087,0.57856816,0.09499344,2.88800347,0.57788117,0.34771338
-5.75987994,4.58016703,0.01420853,0.16647280,1.98321066,0.59751575,0.09736618,2.93893517,0.58618257,0.35838650
-5.75387694,4.65623285,0.01470411,0.17200351,1.99134980,0.61701680,0.09962057,2.98910010,0.59484399,0.36941042
-5.74787394,4.73084477,0.01520088,0.17772952,2.00006567,0.63690144,0.10174699,3.03775801,0.60379143,0.38069171
-5.74187094,4.80299044,0.01569684,0.18362147,2.00894252,0.65699364,0.10373933,3.08425079,0.61296350,0.39213727
-5.73586793,4.87177273,0.01619033,0.18964709,2.01761169,0.67711126,0.10559452,3.12800208,0.62230969,0.40365417
-5.72986493,4.93640290,0.01667986,0.19577068,2.02574934,0.69706614,0.10731197,3.16851320,0.63178768,0.41514922
-5.72386193,4.99618959,0.01716406,0.20195251,2.03307215,0.71666404,0.10889284,3.20535648,0.64135988,0.42652838
-5.71785893,5.05052475,0.01764156,0.20814829,2.03933176,0.73570480,0.11033939,3.23816635,0.65098950,0.43769599
-5.71185593,5.09886795,0.01811088,0.21430877,2.04430840,0.75398280,0.11165426,3.26662943,0.66063643,0.44855416
-5.70585293,5.14073052,0.01857031,0.22037955,2.04780446,0.77128771,0.11283976,3.29047421,0.67025318,0.45900217
-5.69984992,5.17566065,0.01901787,0.22630106,2.04963836,0.78740578,0.11389728,3.30946123,0.67978117,0.46893621
-5.69384692,5.20323069,0.01945121,0.23200888,2.04963931,0.80212176,0.11482678,3.32337432,0.68914769,0.47824943
-5.68784392,5.22302754,0.01986760,0.23743433,2.04764318,0.81522124,0.11562634,3.33201364,0.69826364,0.48683247
-5.68184092,5.23464667,0.02026389,0.24250546,2.04348972,0.82649379,0.11629194,3.33519068,0.70702235,0.49457445
-5.67583792,5.23769045,0.02063654,0.24714834,2.03702126,0.83573651,0.11681733,3.33272568,0.71529959,0.50136453
-5.66983492,5.23177068,0.02098167,0.25128872,2.02808283,0.84275817,0.11719401,3.32444750,0.72295472,0.50709399
-5.66383192,5.21651539,0.02129514,0.25485402,2.01652367,0.84738366,0.11741148,3.31019576,0.72983317,0.51165884
-5.65782891,5.19157947,0.02157265,0.25777556,2.00219993,0.84945874,0.11745751,3.28982531,0.73577011,0.51496290
-5.65182591,5.15665868,0.02180985,0.25999101,1.98497840,0.84885478,0.11731859,3.26321255,0.74059515,0.51692121
-5.64582291,5.11150621,0.02200251,0.26144700,1.96474095,0.84547345,0.11698051,3.23026322,0.74413803,0.51746374
-5.63981991,5.05595101,0.02214665,0.26210171,1.94138958,0.83925102,0.11642900,3.19092137,0.74623494,0.51653918
-5.63381691,4.98991701,0.02223871,0.26192748,1.91485161,0.83016219,0.11565041,3.14517882,0.74673538,0.51411872
-5.62781391,4.91344206,0.02227571,0.26091313,1.88508498,0.81822314,0.11463244,3.09308470,0.74550911,0.51019956
-5.62181091,4.82669579,0.02225539,0.25906611,1.85208327,0.80349375,0.11336491,3.03475461,0.74245300,0.50480813
-5.61580790,4.72999525,0.02217634,0.25641417,1.81588033,0.78607876,0.11184039,2.97037878,0.73749747,0.49800266
-5.60980490,4.62381767,0.02203814,0.25300662,1.77655428,0.76612774,0.11005492,2.90022883,0.73061219,0.48987514
-5.60380190,4.50880928,0.02184138,0.24891496,1.73423067,0.74383401,0.10800851,2.82466281,0.72181076,0.48055235
-5.59779890,4.38578979,0.02158780,0.24423293,1.68908479,0.71943212,0.10570559,2.74412803,0.71115419,0.47019606
-5.59179590,4.25575190,0.02128021,0.23907587,1.64134284,0.69319437,0.10315533,2.65916157,0.69875293,0.45900211
-5.58579290,4.11985560,0.02092254,0.23357937,1.59128198,0.66542606,0.10037184,2.57038819,0.68476734,0.44719849
-5.57978989,3.97941716,0.02051973,0.22789732,1.53922916,0.63645987,0.09737411,2.47851558,0.66940649,0.43504235
-5.57378689,3.83589279,0.02007769,0.22219925,1.48555869,0.60664935,0.09418593,2.38432700,0.65292532,0.42281603
-5.56778389,3.69085744,0.01960312,0.21666713,1.43068848,0.57636188,0.09083557,2.28867128,0.63562011,0.41082202
-5.56178089,3.54597893,0.01910339,0.21149163,1.37507515,0.54597113,0.08735529,2.19245062,0.61782248,0.39937725
-5.55577789,3.40298830,0.01858633,0.20686797,1.31920793,0.51584943,0.08378079,2.09660607,0.59989200,0.38880650
-5.54977489,3.26364685,0.01806004,0.20299149,1.26360147,0.48636014,0.08015050,2.00210150,0.58220761,0.37943532
-5.54377189,3.12971095,0.01753273,0.20005297,1.20878779,0.45785029,0.07650471,1.90990602,0.56515818,0.37158256
-5.53776888,3.00289547,0.01701243,0.19823386,1.15530749,0.43064373,0.07288479,1.82097567,0.54913236,0.36555264
-5.53176588,2.88483672,0.01650685,0.19770156,1.10370040,0.40503484,0.06933214,1.73623463,0.53450824,0.36162778
-5.52576288,2.77705609,0.01602314,0.19860475,1.05449591,0.38128309,0.06588735,1.65655659,0.52164282,0.36006038
-5.51975988,2.68092518,0.01556776,0.20106903,1.00820323,0.35960847,0.06258920,1.58274674,0.51086189,0.36106575
-5.51375688,2.59763345,0.01514630,0.20519282,0.96530172,0.34018792,0.05947378,1.51552487,0.50245052,0.36481528
-5.50775388,2.52815931,0.01476337,0.21104374,0.92623161,0.32315273,0.05657365,1.45551012,0.49664432,0.37143038
-5.50175088,2.47324537,0.01442249,0.21865543,0.89138515,0.30858709,0.05391711,1.40320765,0.49362201,0.38097718
-5.49574787,2.43337851,0.01412607,0.22802504,0.86109859,0.29652757,0.05152756,1.35899781,0.49349924,0.39346230
-5.48974487,2.40877561,0.01387535,0.23911138,0.83564491,0.28696376,0.04942297,1.32312793,0.49632408,0.40882978
-5.48374187,2.39937504,0.01367041,0.25183385,0.81522757,0.27983976,0.04761556,1.29570703,0.50207422,0.42695936
-5.47773887,2.40483466,0.01351025,0.26607223,0.79997537,0.27505670,0.04611152,1.27670370,0.51065601,0.44766616
-5.47173587,2.42453621,0.01339280,0.28166744,0.78993849,0.27247604,0.04491101,1.26594709,0.52190550,0.47070195
-5.46573287,2.45759645,0.01331504,0.29842324,0.78508578,0.27192372,0.04400820,1.26313107,0.53559136,0.49575819
-5.45972986,2.50288473,0.01327310,0.31610899,0.78530346,0.27319490,0.04339154,1.26782151,0.55141978,0.52247060
-5.45372686,2.55904696,0.01326237,0.33446356,0.79039517,0.27605939,0.04304414,1.27946652,0.56904117,0.55042569
-5.44772386,2.62453539,0.01327765,0.35320019,0.80008354,0.28026746,0.04294428,1.29740932,0.58805862,0.57916881
-5.44172086,2.69764370,0.01331327,0.37201245,0.81401334,0.28555601,0.04306608,1.32090358,0.60803782,0.60821390
-5.43571786,2.77654662,0.01336325,0.39058113,0.83175615,0.29165498,0.04338019,1.34913066,0.62851828,0.63705469
-5.42971486,2.85934308,0.01342142,0.40858189,0.85281669,0.29829376,0.04385463,1.38121851,0.64902549,0.66517701
-5.42371186,2.94410175,0.01348154,0.42569357,0.87664077,0.30520755,0.04445565,1.41626151,0.66908376,0.69207213
-5.41770885,3.02890774,0.01353747,0.44160686,0.90262481,0.31214336,0.04514860,1.45334088,0.68822920,0.71725043
-5.41170585,3.11190906,0.01358329,0.45603313,0.93012675,0.31886571,0.04589885,1.49154494,0.70602268,0.74025535
-5.40570285,3.19136139,0.01361336,0.46871301,0.95847846,0.32516158,0.04667263,1.52998886,0.72206207,0.76067675
-5.39969985,3.26566969,0.01362251,0.47942450,0.98699903,0.33084479,0.04743784,1.56783300,0.73599357,0.77816351
-5.39369685,3.33342530,0.01360607,0.48799025,1.01500903,0.33575937,0.04816478,1.60429966,0.74752162,0.79243463
-5.38769385,3.39343720,0.01356000,0.49428359,1.04184515,0.33978205,0.04882678,1.63868757,0.75641708,0.80328851
-5.38169085,3.44475645,0.01348096,0.49823323,1.06687493,0.34282375,0.04940069,1.67038378,0.76252329,0.81060982
-5.37568784,3.48669290,0.01336636,0.49982614,1.08951107,0.34482992,0.04986726,1.69887275,0.76575999,0.81437383
-5.36968484,3.51882374,0.01321445,0.49910859,1.10922489,0.34577998,0.05021142,1.72374241,0.76612465,0.81464767
-5.36368184,3.54099372,0.01302431,0.49618527,1.12555850,0.34568567,0.05042228,1.74468718,0.76369148,0.81158867
-5.35767884,3.55330716,0.01279593,0.49121627,1.13813523,0.34458861,0.05049319,1.76150813,0.75860794,0.80543954
-5.35167584,3.55611252,0.01253016,0.48441224,1.14666789,0.34255711,0.05042150,1.77411041,0.75108898,0.79652067
-5.34567284,3.54998013,0.01222877,0.47602772,1.15096463,0.33968241,0.05020831,1.78249835,0.74140928,0.78521970
-5.33966983,3.53567448,0.01189433,0.46635295,1.15093216,0.33607446,0.04985809,1.78676861,0.72989374,0.77197892
-5.33366683,3.51412228,0.01153026,0.45570447,1.14657622,0.33185763,0.04937824,1.78710186,0.71690667,0.75728074
-5.32766383,3.48637781,0.01114070,0.44441486,1.13799924,0.32716627,0.04877860,1.78375343,0.70284004,0.74163204
-5.32166083,3.45358708,0.01073043,0.43282207,1.12539543,0.32214047,0.04807097,1.77704345,0.68810127,0.72554787
-5.31565783,3.41695218,0.01030479,0.42125872,1.10904334,0.31692213,0.04726857,1.76734678,0.67310108,0.70953520
-5.30965483,3.37769705,0.00986955,0.41004183,1.08929635,0.31165137,0.04638559,1.75508309,0.65824164,0.69407734
-5.30365183,3.33703586,0.00943077,0.39946337,1.06657132,0.30646342,0.04543671,1.74070740,0.64390562,0.67961962
-5.29764882,3.29614462,0.00899468,0.38978189,1.04133589,0.30148599,0.04443677,1.72470091,0.63044627,0.66655678
-5.29164582,3.25613658,0.00856753,0.38121568,1.01409479,0.29683717,0.04340036,1.70756244,0.61817893,0.65522256
-5.28564282,3.21804158,0.00815544,0.37393753,0.98537571,0.29262368,0.04234161,1.68980012,0.60737409,0.64588177
-5.27963982,3.18278922,0.00776427,0.36807123,0.95571500,0.28893961,0.04127393,1.67192327,0.59825203,0.63872490
-5.27363682,3.15119563,0.00739945,0.36368994,0.92564376,0.28586534,0.04020982,1.65443425,0.59097919,0.63386555
-5.26763382,3.12395323,0.00706588,0.36081629,0.89567445,0.28346678,0.03916077,1.63782001,0.58566614,0.63134036
-5.26163082,3.10162309,0.00676782,0.35942419,0.86628861,0.28179466,0.03813713,1.62254331,0.58236705,0.63111146
-5.25562781,3.08462927,0.00650875,0.35944208,0.83792568,0.28088395,0.03714803,1.60903329,0.58108060,0.63307104
-5.24962481,3.07325461,0.00629134,0.36075748,0.81097328,0.28075334,0.03620130,1.59767567,0.58175211,0.63704781
-5.24362181,3.06763788,0.00611734,0.36322253,0.78575908,0.28140470,0.03530337,1.58880253,0.58427665,0.64281494
-5.23761881,3.06777186,0.00598757,0.36666027,0.76254445,0.28282267,0.03445927,1.58268204,0.58850317,0.65009908
-5.23161581,3.07350273,0.00590192,0.37087138,0.74151988,0.28497436,0.03367250,1.57950860,0.59423931,0.65859008
-5.22561281,3.08453076,0.00585929,0.37564114,0.72280243,0.28780926,0.03294500,1.57939376,0.60125675,0.66795105
-5.21960980,3.10041303,0.00585769,0.38074630,0.70643512,0.29125947,0.03227712,1.58235875,0.60929721,0.67782849
-5.21360680,3.12056849,0.00589429,0.38596179,0.69238833,0.29524033,0.03166759,1.58832903,0.61807871,0.68786213
-5.20760380,3.14428623,0.00596545,0.39106693,0.68056327,0.29965156,0.03111357,1.59713158,0.62730227,0.69769439
-5.20160080,3.17073737,0.00606687,0.39585123,0.67079748,0.30437903,0.03061074,1.60849554,0.63665889,0.70697917
-5.19559780,3.19899121,0.00619370,0.40011951,0.66287211,0.30929716,0.03015337,1.62205636,0.64583670,0.71538998
-5.18959480,3.22803578,0.00634069,0.40369639,0.65652109,0.31427188,0.02973460,1.63736408,0.65452842,0.72262741
-5.18359180,3.25680310,0.00650231,0.40643020,0.65144181,0.31916440,0.02934665,1.65389535,0.66243880,0.72842570
-5.17758879,3.28419864,0.00667297,0.40819615,0.64730709,0.32383532,0.02898118,1.67106936,0.66929217,0.73255872
-5.17158579,3.30913461,0.00684715,0.40889893,0.64377814,0.32814927,0.02862964,1.68826709,0.67483988,0.73484515
-5.16558279,3.33056622,0.00701959,0.40847480,0.64051804,0.33197979,0.02828376,1.70485321,0.67886752,0.73515297
-5.15957979,3.34752960,0.00718549,0.40689303,0.63720547,0.33521423,0.02793597,1.72020002,0.68120170,0.73340324
-5.15357679,3.35918016,0.00734063,0.40415690,0.63354795,0.33775850,0.02757988,1.73371218,0.68171630,0.72957322
-5.14757379,3.36482981,0.00748154,0.40030416,0.62929440,0.33954146,0.02721077,1.74485150,0.68033786,0.72369867
-5.14157079,3.36398136,0.00760566,0.39540708,0.62424641,0.34051866,0.02682598,1.75316042,0.67705007,0.71587537
-5.13556778,3.35635853,0.00771139,0.38957188,0.61826767,0.34067534,0.02642534,1.75828334,0.67189697,0.70625973
-5.12956478,3.34193015,0.00779823,0.38293773,0.61129148,0.34002847,0.02601144,1.75998472,0.66498481,0.69506837
-5.12356178,3.32092720,0.00786677,0.37567521,0.60332574,0.33862772,0.02558981,1.75816316,0.65648243,0.68257666
-5.11755878,3.29385171,0.00791877,0.36798413,0.59445535,0.33655533,0.02516909,1.75286083,0.64661997,0.66911600
-5.11155578,3.26147681,0.00795709,0.36009084,0.58484188,0.33392487,0.02476097,1.74426785,0.63568587,0.65506985
-5.10555278,3.22483767,0.00798565,0.35224486,0.57472056,0.33087890,0.02438003,1.73272134,0.62402226,0.64086843
-5.09954977,3.18521336,0.00800937,0.34471489,0.56439457,0.32758565,0.02404356,1.71869921,0.61201857,0.62698201
-5.09354677,3.14410000,0.00803403,0.33778428,0.55422686,0.32423492,0.02377110,1.70280898,0.60010378,0.61391292
-5.08754377,3.10317604,0.00806614,0.33174588,0.54462994,0.32103327,0.02358404,1.68577196,0.58873710,0.60218625
-5.08154077,3.06426068,0.00811276,0.32689632,0.53605367,0.31819870,0.02350500,1.66840348,0.57839762,0.59233941
-5.07553777,3.02926661,0.00818132,0.32353000,0.52897171,0.31595512,0.02355722,1.65158983,0.56957290,0.58491072
-5.06953477,3.00014865,0.00827944,0.32193255,0.52386696,0.31452670,0.02376386,1.63626268,0.56274698,0.58042720
-5.06353177,2.97884967,0.00841468,0.32237430,0.52121636,0.31413223,0.02414729,1.62337194,0.55838797,0.57939191
-5.05752876,2.96724560,0.00859433,0.32510351,0.52147559,0.31497981,0.02472834,1.61385768,0.55693558,0.58227104
-5.05152576,2.96709082,0.00882521,0.33033981,0.52506396,0.31726185,0.02552562,1.60862222,0.55878896,0.58948116
-5.04552276,2.97996575,0.00911345,0.33826795,0.53235005,0.32115049,0.02655480,1.60850295,0.56429504,0.60137700
-5.03951976,3.00722796,0.00946425,0.34903193,0.54363826,0.32679358,0.02782804,1.61424669,0.57373789,0.61824011
-5.03351676,3.04996821,0.00988171,0.36272996,0.55915682,0.33431119,0.02935343,1.62648624,0.58732917,0.64026874
-5.02751376,3.10897270,0.01036866,0.37941019,0.57904743,0.34379268,0.03113456,1.64571982,0.60520025,0.66756941
-5.02151076,3.18469260,0.01092647,0.39906753,0.60335685,0.35529443,0.03317020,1.67229372,0.62739600,0.70015056
-5.01550775,3.27722197,0.01155494,0.42164176,0.63203079,0.36883809,0.03545412,1.70638885,0.65387078,0.73791838
-5.00950475,3.38628478,0.01225222,0.44701698,0.66491020,0.38440946,0.03797503,1.74801145,0.68448656,0.78067540
-5.00350175,3.51123171,0.01301470,0.47502256,0.70173030,0.40195805,0.04071668,1.79698840,0.71901358,0.82812182
-4.99749875,3.65104722,0.01383705,0.50543565,0.74212243,0.42139721,0.04365809,1.85296722,0.75713361,0.87985984
-4.99149575,3.80436704,0.01471224,0.53798529,0.78561887,0.44260503,0.04677398,1.91542116,0.79844563,0.93540087
-4.98549275,3.96950594,0.01563160,0.57235803,0.83166069,0.46542583,0.05003523,1.98365924,0.84247427,0.99417573
-4.97948974,4.14449547,0.01658497,0.60820495,0.87960857,0.48967254,0.05340956,2.05684120,0.88868054,1.05554743
-4.97348674,4.32713079,0.01756091,0.64514996,0.92875644,0.51512976,0.05686227,2.13399718,0.93647473,1.11882644
-4.96748374,4.51502546,0.01854691,0.68279904,0.97834779,0.54155759,0.06035708,2.21405169,0.98523116,1.18328766
-4.96148074,4.70567279,0.01952970,0.72075023,1.02759417,0.56869625,0.06385695,2.29585128,1.03430438,1.24818900
-4.95547774,4.89651166,0.02049558,0.75860392,1.07569542,0.59627133,0.06732501,2.37819510,1.08304610,1.31279043
-4.94947474,5.08499483,0.02143075,0.79597309,1.12186110,0.62399965,0.07072541,2.45986751,1.13082251,1.37637323
-4.94347174,5.26865720,0.02232172,0.83249312,1.16533225,0.65159551,0.07402414,2.53967145,1.17703113,1.43825839
-4.93746873,5.44518149,0.02315565,0.86783079,1.20540295,0.67877717,0.07718976,2.61646157,1.22111666,1.49782362
-4.93146573,5.61245877,0.02392077,0.90169193,1.24144051,0.70527339,0.08019402,2.68917568,1.26258515,1.55451818
-4.92546273,5.76864143,0.02460665,0.93382771,1.27290380,0.73082962,0.08301233,2.75686328,1.30101591,1.60787498
-4.91945973,5.91218627,0.02520453,0.96403894,1.29935869,0.75521380,0.08562406,2.81871008,1.33607069,1.65751945
-4.91345673,6.04188608,0.02570758,0.99217855,1.32049004,0.77822129,0.08801275,2.87405727,1.36749968,1.70317485
-4.90745373,6.15688825,0.02611102,1.01815194,1.33610960,0.79967886,0.09016601,2.92241485,1.39514422,1.74466393
-4.90145073,6.25669993,0.02641222,1.04191534,1.34615947,0.81944746,0.09207545,2.96346845,1.41893616,1.78190680
-4.89544772,6.34117961,0.02661075,1.06347230,1.35071092,0.83742367,0.09373623,2.99707927,1.43889382,1.81491547
-4.88944472,6.41051589,0.02670824,1.08286849,1.34995859,0.85353979,0.09514675,3.02327747,1.45511511,1.84378525
-4.88344172,6.46519482,0.02670827,1.10018528,1.34421040,0.86776249,0.09630802,3.04224936,1.46776798,1.86868367
-4.87743872,6.50595783,0.02661615,1.11553219,1.33387352,0.88009024,0.09722315,3.05431917,1.47707892,1.88983749
-4.87143572,6.53375268,0.02643861,1.12903900,1.31943725,0.89054961,0.09789674,3.05992662,1.48332016,1.90751870
-4.86543272,6.54968014,0.02618348,1.14084765,1.30145342,0.89919073,0.09833428,3.05960152,1.48679615,1.92202999
-4.85942971,6.55493962,0.02585937,1.15110447,1.28051548,0.90608215,0.09854172,3.05393698,1.48783016,1.93369084
-4.85342671,6.55077647,0.02547529,1.15995322,1.25723713,0.91130550,0.09852501,3.04356259,1.48675159,1.94282447
-4.84742371,6.53843373,0.02504032,1.16752909,1.23223151,0.91495027,0.09828986,3.02911920,1.48388455,1.94974663
-4.84142071,6.51911077,0.02456329,1.17395403,1.20609193,0.91710900,0.09784156,3.01123653,1.47953827,1.95475637
-4.83541771,6.49393054,0.02405252,1.17933359,1.17937490,0.91787324,0.09718505,2.99051474,1.47399958,1.95812936
-4.82941471,6.46391663,0.02351563,1.18375523,1.15258615,0.91733047,0.09632500,2.96751060,1.46752773,1.96011356
-4.82341171,6.42998071,0.02295934,1.18728815,1.12617013,0.91556212,0.09526617,2.94272895,1.46035144,1.96092755
-4.81740870,6.39291993,0.02238944,1.18998457,1.10050322,0.91264285,0.09401375,2.91661915,1.45266823,1.96076099
-4.81140570,6.35342365,0.02181077,1.19188212,1.07589064,0.90864097,0.09257392,2.88957646,1.44464566,1.95977715
-4.80540270,6.31208771,0.02122723,1.19300720,1.05256699,0.90361994,0.09095427,2.86194763,1.43642414,1.95811687
-4.79939970,6.26943442,0.02064191,1.19337904,1.03069990,0.89764074,0.08916444,2.83403957,1.42812094,1.95590357
-4.79339670,6.22593605,0.02005721,1.19301396,1.01039643,0.89076489,0.08721655,2.80613021,1.41983488,1.95324871
-4.78739370,6.18203910,0.01947502,1.19192970,0.99171135,0.88305767,0.08512562,2.77848014,1.41165127,1.95025723
-4.78139070,6.13818724,0.01889686,1.19014944,0.97465678,0.87459141,0.08290988,2.75134372,1.40364657,1.94703227
-4.77538769,6.09484039,0.01832406,1.18770515,0.95921228,0.86544832,0.08059091,2.72497854,1.39589258,1.94367908
-4.76938469,6.05248830,0.01775794,1.18464014,0.94533473,0.85572266,0.07819357,2.69965215,1.38845958,1.94030743
-4.76338169,6.01165687,0.01719989,1.18101061,0.93296738,0.84552196,0.07574582,2.67564518,1.38141836,1.93703242
-4.75737869,5.97290666,0.01665148,1.17688595,0.92204738,0.83496708,0.07327825,2.65325055,1.37484104,1.93397363
-4.75137569,5.93682296,0.01611454,1.17234797,0.91251153,0.82419099,0.07082346,2.63276832,1.36880044,1.93125247
-4.74537269,5.90399800,0.01559114,1.16748884,0.90429991,0.81333627,0.06841530,2.61449656,1.36336831,1.92898785
-4.73936968,5.87500599,0.01508354,1.16240794,0.89735734,0.80255141,0.06608788,2.59871858,1.35861239,1.92729046
-4.73336668,5.85037252,0.01459420,1.15720775,0.89163262,0.79198602,0.06387454,2.58568744,1.35459245,1.92625590
-4.72736368,5.83054006,0.01412560,1.15198892,0.88707602,0.78178523,0.06180672,2.57560846,1.35135585,1.92595698
-4.72136068,5.81583180,0.01368021,1.14684474,0.88363512,0.77208359,0.05991284,2.56862127,1.34893251,1.92643579
-4.71535768,5.80641609,0.01326030,1.14185547,0.88124961,0.76299875,0.05821719,2.56478232,1.34733004,1.92769586
-4.70935468,5.80227393,0.01286787,1.13708253,0.87984551,0.75462539,0.05673891,2.56404927,1.34652895,1.92969500
-4.70335168,5.80317166,0.01250450,1.13256314,0.87932949,0.74702974,0.05549117,2.56626842,1.34647863,1.93233925
-4.69734867,5.80864119,0.01217127,1.12830562,0.87958364,0.74024495,0.05448043,2.57116625,1.34709415,1.93547856
-4.69134567,5.81796925,0.01186871,1.12428564,0.88046144,0.73426776,0.05370606,2.57834577,1.34825425,1.93890435
-4.68534267,5.83019717,0.01159672,1.12044376,0.88178522,0.72905667,0.05316010,2.58728846,1.34980085,1.94234967
-4.67933967,5.84413201,0.01135457,1.11668450,0.88334553,0.72453174,0.05282735,2.59736195,1.35154006,1.94549181
-4.67333667,5.85836922,0.01114093,1.11287709,0.88490265,0.72057615,0.05268575,2.60783345,1.35324507,1.94795791
-4.66733367,5.87132661,0.01095394,1.10885807,0.88619034,0.71703962,0.05270700,2.61788870,1.35466072,1.94933330
-4.66133067,5.88128885,0.01079126,1.10443571,0.88692173,0.71374334,0.05285743,2.62665568,1.35550996,1.94917258
-4.65532766,5.88646084,0.01065021,1.09939624,0.88679726,0.71048664,0.05309913,2.63323235,1.35550191,1.94701326
-4.64932466,5.88502834,0.01052785,1.09351178,0.88551433,0.70705472,0.05339124,2.63671724,1.35434142,1.94239135
-4.64332166,5.87522329,0.01042117,1.08654964,0.88277827,0.70322745,0.05369133,2.63624170,1.35173984,1.93485867
