energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.84392196,1.52312541,0.24848081,0.17875915,0.03402951,0.06203020,0.24271277,0.98452441,0.47486247,0.00000000
-5.83791896,1.54049390,0.25784641,0.17422180,0.03223831,0.06522470,0.25006819,0.99219679,0.48756747,0.00000000
-5.83191596,1.55711704,0.26914633,0.16994055,0.03041463,0.06884209,0.25882158,0.99595160,0.50039716,0.00000000
-5.82591296,1.57271553,0.28223183,0.16591359,0.02857106,0.07284600,0.26886722,0.99571698,0.51322945,0.00000000
-5.81990995,1.58699030,0.29689520,0.16213279,0.02672094,0.07718596,0.28005692,0.99149172,0.52592076,0.00000000
-5.81390695,1.59962897,0.31287375,0.15858448,0.02487808,0.08179814,0.29220255,0.98334667,0.53830822,0.00000000
-5.80790395,1.61031393,0.32985571,0.15525037,0.02305659,0.08660661,0.30508021,0.97142474,0.55021310,0.00000000
-5.80190095,1.61873199,0.34748789,0.15210862,0.02127056,0.09152508,0.31843588,0.95593946,0.56144546,0.00000000
-5.79589795,1.62458576,0.36538505,0.14913508,0.01953381,0.09645906,0.33199258,0.93717222,0.57180978,0.00000000
-5.78989495,1.62760632,0.38314066,0.14630463,0.01785960,0.10130845,0.34545874,0.91546837,0.58111174,0.00000000
-5.78389195,1.62756703,0.40033869,0.14359271,0.01626044,0.10597044,0.35853771,0.89123222,0.58916561,0.00000000
-5.77788894,1.62429804,0.41656622,0.14097690,0.01474784,0.11034263,0.37093796,0.86492102,0.59580232,0.00000000
-5.77188594,1.61770076,0.43142624,0.13843848,0.01333219,0.11432627,0.38238370,0.83703824,0.60087760,0.00000000
-5.76588294,1.60776172,0.44455028,0.13596410,0.01202266,0.11782948,0.39262552,0.80812591,0.60427991,0.00000000
-5.75987994,1.59456490,0.45561039,0.13354727,0.01082711,0.12077028,0.40145053,0.77875648,0.60593781,0.00000000
-5.75387694,1.57830196,0.46432983,0.13118974,0.00975214,0.12307943,0.40869167,0.74952398,0.60582630,0.00000000
-5.74787394,1.55927934,0.47049225,0.12890263,0.00880312,0.12470277,0.41423572,0.72103474,0.60397164,0.00000000
-5.74187094,1.53792163,0.47394872,0.12670732,0.00798427,0.12560308,0.41802958,0.69389769,0.60045450,0.00000000
-5.73586793,1.51477074,0.47462242,0.12463588,0.00729881,0.12576132,0.42008461,0.66871435,0.59541100,0.00000000
-5.72986493,1.49048033,0.47251085,0.12273116,0.00674908,0.12517727,0.42047866,0.64606856,0.58903157,0.00000000
-5.72386193,1.46580545,0.46768524,0.12104644,0.00633668,0.12386935,0.41935577,0.62651618,0.58155743,0.00000000
-5.71785893,1.44158739,0.46028739,0.11964454,0.00606265,0.12187385,0.41692336,0.61057476,0.57327492,0.00000000
-5.71185593,1.41873408,0.45052404,0.11859651,0.00592760,0.11924348,0.41344707,0.59871346,0.56450765,0.00000000
-5.70585293,1.39819663,0.43865897,0.11797995,0.00593176,0.11604536,0.40924343,0.59134344,0.55560688,0.00000000
-5.69984992,1.38094281,0.42500331,0.11787683,0.00607516,0.11235844,0.40467044,0.58880881,0.54694055,0.00000000
-5.69384692,1.36792829,0.40990444,0.11837103,0.00635758,0.10827071,0.40011666,0.59137853,0.53888122,0.00000000
-5.68784392,1.36006692,0.39373400,0.11954573,0.00677859,0.10387606,0.39598895,0.59923935,0.53179373,0.00000000
-5.68184092,1.35820110,0.37687558,0.12148050,0.00733753,0.09927116,0.39269944,0.61249028,0.52602287,0.00000000
-5.67583792,1.36307335,0.35971258,0.12424847,0.00803341,0.09455231,0.39065221,0.63113848,0.52188173,0.00000000
-5.66983492,1.37530037,0.34261678,0.12791347,0.00886477,0.08981256,0.39022996,0.65509713,0.51964120,0.00000000
-5.66383192,1.39535042,0.32593795,0.13252737,0.00982959,0.08513916,0.39178133,0.68418512,0.51952101,0.00000000
-5.65782891,1.42352493,0.30999504,0.13812761,0.01092511,0.08061131,0.39560907,0.71812887,0.52168278,0.00000000
-5.65182591,1.45994495,0.29506903,0.14473508,0.01214762,0.07629853,0.40195960,0.75656622,0.52622508,0.00000000
-5.64582291,1.50454299,0.28139766,0.15235237,0.01349232,0.07225941,0.41101403,0.79905233,0.53318093,0.00000000
-5.63981991,1.55706023,0.26917216,0.16096245,0.01495311,0.06854099,0.42288117,0.84506750,0.54251744,0.00000000
-5.63381691,1.61704925,0.25853579,0.17052784,0.01652246,0.06517855,0.43759246,0.89402670,0.55413775,0.00000000
-5.62781391,1.68388198,0.24958424,0.18099024,0.01819129,0.06219597,0.45509904,0.94529053,0.56788479,0.00000000
-5.62181091,1.75676247,0.24236748,0.19227077,0.01994884,0.05960635,0.47527112,0.99817729,0.58354693,0.00000000
-5.61580790,1.83474393,0.23689292,0.20427059,0.02178269,0.05741306,0.49789949,1.05197592,0.60086481,0.00000000
-5.60980490,1.91674935,0.23312964,0.21687215,0.02367872,0.05561092,0.52269921,1.10595920,0.61953925,0.00000000
-5.60380190,2.00159507,0.23101315,0.22994087,0.02562122,0.05418764,0.54931550,1.15939710,0.63923974,0.00000000
-5.59779890,2.08801649,0.23045065,0.24332729,0.02759301,0.05312517,0.57733150,1.21156984,0.65961319,0.00000000
-5.59179590,2.17469518,0.23132632,0.25686962,0.02957565,0.05240108,0.60627784,1.26178025,0.68029262,0.00000000
-5.58579290,2.26028673,0.23350647,0.27039669,0.03154969,0.05198988,0.63564382,1.30936537,0.70090548,0.00000000
-5.57978989,2.34344865,0.23684433,0.28373120,0.03349500,0.05186405,0.66488981,1.35370696,0.72108144,0.00000000
-5.57378689,2.42286772,0.24118434,0.29669322,0.03539113,0.05199505,0.69346066,1.39424086,0.74045945,0.00000000
-5.56778389,2.49728622,0.24636585,0.30910385,0.03721769,0.05235395,0.72079970,1.43046503,0.75869407,0.00000000
-5.56178089,2.56552661,0.25222616,0.32078893,0.03895481,0.05291195,0.74636296,1.46194638,0.77546087,0.00000000
-5.55577789,2.62651421,0.25860298,0.33158280,0.04058351,0.05364065,0.76963321,1.48832633,0.79046118,0.00000000
-5.54977489,2.67929748,0.26533625,0.34133186,0.04208618,0.05451214,0.79013331,1.50932509,0.80342592,0.00000000
-5.54377189,2.72306553,0.27226954,0.34989795,0.04344695,0.05549900,0.80743860,1.52474486,0.81411889,0.00000000
-5.53776888,2.75716273,0.27925095,0.35716140,0.04465202,0.05657410,0.82118773,1.53447187,0.82233937,0.00000000
-5.53176588,2.78109994,0.28613389,0.36302362,0.04569004,0.05771049,0.83109171,1.53847736,0.82792420,0.00000000
-5.52576288,2.79456244,0.29277755,0.36740926,0.04655228,0.05888115,0.83694084,1.53681758,0.83074941,0.00000000
-5.51975988,2.79741416,0.29904745,0.37026770,0.04723288,0.06005887,0.83860928,1.52963272,0.83073135,0.00000000
-5.51375688,2.78969844,0.30481601,0.37157399,0.04772890,0.06121619,0.83605708,1.51714487,0.82782752,0.00000000
-5.50775388,2.77163508,0.30996324,0.37132909,0.04804038,0.06232540,0.82932967,1.49965494,0.82203685,0.00000000
-5.50175088,2.74361399,0.31437769,0.36955949,0.04817032,0.06335879,0.81855493,1.47753855,0.81339965,0.00000000
-5.49574787,2.70618554,0.31795757,0.36631620,0.04812456,0.06428885,0.80393782,1.45124087,0.80199704,0.00000000
-5.48974487,2.66004791,0.32061211,0.36167317,0.04791161,0.06508880,0.78575301,1.42127042,0.78794994,0.00000000
-5.48374187,2.60603187,0.32226309,0.35572518,0.04754249,0.06573309,0.76433575,1.38819194,0.77141748,0.00000000
-5.47773887,2.54508336,0.32284650,0.34858536,0.04703045,0.06619807,0.74007137,1.35261827,0.75259495,0.00000000
-5.47173587,2.47824439,0.32231427,0.34038232,0.04639072,0.06646266,0.71338382,1.31520155,0.73171116,0.00000000
-5.46573287,2.40663283,0.32063587,0.33125712,0.04564022,0.06650915,0.68472380,1.27662364,0.70902529,0.00000000
-5.45972986,2.33142155,0.31779980,0.32136012,0.04479727,0.06632382,0.65455677,1.23758620,0.68482327,0.00000000
-5.45372686,2.25381741,0.31381476,0.31084777,0.04388127,0.06589764,0.62335140,1.19880044,0.65941365,0.00000000
-5.44772386,2.17504063,0.30871041,0.29987947,0.04291238,0.06522678,0.59156868,1.16097689,0.63312325,0.00000000
-5.44172086,2.09630492,0.30253774,0.28861459,0.04191124,0.06431301,0.55965211,1.12481526,0.60629234,0.00000000
-5.43571786,2.01879867,0.29536870,0.27720965,0.04089859,0.06316391,0.52801914,1.09099481,0.57926974,0.00000000
-5.42971486,1.94366740,0.28729539,0.26581571,0.03989496,0.06179287,0.49705401,1.06016508,0.55240779,0.00000000
-5.42371186,1.87199779,0.27842849,0.25457603,0.03892033,0.06021896,0.46710211,1.03293747,0.52605721,0.00000000
-5.41770885,1.80480309,0.26889509,0.24362393,0.03799374,0.05846644,0.43846579,1.00987733,0.50056207,0.00000000
-5.41170585,1.74301020,0.25883594,0.23308098,0.03713293,0.05656424,0.41140166,0.99149700,0.47625487,0.00000000
-5.40570285,1.68744809,0.24840216,0.22305538,0.03635394,0.05454511,0.38611920,0.97824943,0.45345167,0.00000000
-5.39969985,1.63883770,0.23775156,0.21364059,0.03567071,0.05244473,0.36278059,0.97052241,0.43244751,0.00000000
-5.39369685,1.59778296,0.22704461,0.20491420,0.03509471,0.05030062,0.34150156,0.96863339,0.41351198,0.00000000
-5.38769385,1.56476309,0.21644030,0.19693707,0.03463455,0.04815099,0.32235311,0.97282455,0.39688498,0.00000000
-5.38169085,1.54012584,0.20609198,0.18975270,0.03429564,0.04603360,0.30536389,0.98325823,0.38277281,0.00000000
-5.37568784,1.52408185,0.19614328,0.18338682,0.03407994,0.04398459,0.29052317,1.00001237,0.37134438,0.00000000
-5.36968484,1.51670005,0.18672442,0.17784735,0.03398570,0.04203737,0.27778414,1.02307609,0.36272778,0.00000000
-5.36368184,1.51790416,0.17794886,0.17312458,0.03400742,0.04022162,0.26706753,1.05234539,0.35700713,0.00000000
-5.35767884,1.52747059,0.16991047,0.16919172,0.03413576,0.03856243,0.25826532,1.08761899,0.35421978,0.00000000
-5.35167584,1.54502787,0.16268141,0.16600580,0.03435772,0.03707959,0.25124469,1.12859460,0.35435400,0.00000000
-5.34567284,1.57005793,0.15631062,0.16350886,0.03465686,0.03578707,0.24585188,1.17486584,0.35734719,0.00000000
-5.33966983,1.60189956,0.15082308,0.16162962,0.03501370,0.03469276,0.24191616,1.22592025,0.36308479,0.00000000
-5.33366683,1.63975446,0.14621980,0.16028533,0.03540625,0.03379827,0.23925376,1.28113884,0.37139997,0.00000000
-5.32766383,1.68269609,0.14247857,0.15938410,0.03581061,0.03309915,0.23767179,1.33979756,0.38207429,0.00000000
-5.32166083,1.72968168,0.13955534,0.15882741,0.03620174,0.03258512,0.23697210,1.40107131,0.39483953,0.00000000
-5.31565783,1.77956754,0.13738630,0.15851281,0.03655424,0.03224057,0.23695516,1.46404093,0.40938065,0.00000000
-5.30965483,1.83112787,0.13589042,0.15833685,0.03684325,0.03204524,0.23742372,1.52770347,0.42534012,0.00000000
-5.30365183,1.88307675,0.13497250,0.15819800,0.03704528,0.03197497,0.23818655,1.59098604,0.44232366,0.00000000
-5.29764882,1.93409330,0.13452656,0.15799949,0.03713908,0.03200261,0.23906183,1.65276329,0.45990731,0.00000000
-5.29164582,1.98284946,0.13443938,0.15765208,0.03710637,0.03209896,0.23988044,1.71187849,0.47764585,0.00000000
-5.28564282,2.02803976,0.13459425,0.15707658,0.03693257,0.03223379,0.24048896,1.76716772,0.49508231,0.00000000
-5.27963982,2.06841235,0.13487460,0.15620593,0.03660730,0.03237682,0.24075228,1.81748668,0.51175857,0.00000000
-5.27363682,2.10280027,0.13516758,0.15498704,0.03612480,0.03249867,0.24055583,1.86173943,0.52722645,0.00000000
-5.26763382,2.13015192,0.13536737,0.15338203,0.03548416,0.03257184,0.23980733,1.89890786,0.54105927,0.00000000
-5.26163082,2.14955970,0.13537810,0.15136895,0.03468936,0.03257146,0.23843796,1.92808098,0.55286323,0.00000000
-5.25562781,2.16028550,0.13511650,0.14894205,0.03374914,0.03247603,0.23640297,1.94848279,0.56228831,0.00000000
-5.24962481,2.16178219,0.13451387,0.14611147,0.03267670,0.03226799,0.23368167,1.95949738,0.56903826,0.00000000
-5.24362181,2.15371002,0.13351769,0.14290238,0.03148929,0.03193420,0.23027683,1.96069030,0.57287918,0.00000000
-5.23761881,2.13594727,0.13209254,0.13935372,0.03020762,0.03146615,0.22621339,1.95182493,0.57364642,0.00000000
-5.23161581,2.10859457,0.13022053,0.13551659,0.02885524,0.03086013,0.22153672,1.93287329,0.57124944,0.00000000
-5.22561281,2.07197273,0.12790113,0.13145223,0.02745782,0.03011722,0.21631036,1.90402035,0.56567437,0.00000000
-5.21960980,2.02661397,0.12515050,0.12722992,0.02604241,0.02924309,0.21061330,1.86566194,0.55698424,0.00000000
-5.21360680,1.97324717,0.12200037,0.12292469,0.02463679,0.02824771,0.20453705,1.81839593,0.54531684,0.00000000
-5.20760380,1.91277752,0.11849643,0.11861515,0.02326874,0.02714493,0.19818257,1.76300724,0.53088023,0.00000000
-5.20160080,1.84626156,0.11469653,0.11438128,0.02196552,0.02595203,0.19165707,1.70044721,0.51394619,0.00000000
-5.19559780,1.77487868,0.11066856,0.11030248,0.02075332,0.02468905,0.18507101,1.63180831,0.49484190,0.00000000
-5.18959480,1.69990028,0.10648820,0.10645594,0.01965688,0.02337828,0.17853529,1.55829523,0.47394016,0.00000000
-5.18359180,1.62265772,0.10223667,0.10291511,0.01869921,0.02204353,0.17215877,1.48119348,0.45164860,0.00000000
-5.17758879,1.54451043,0.09799844,0.09974871,0.01790140,0.02070955,0.16604616,1.40183710,0.42839833,0.00000000
-5.17158579,1.46681524,0.09385910,0.09701984,0.01728250,0.01940137,0.16029648,1.32157631,0.40463247,0.00000000
-5.16558279,1.39089778,0.08990338,0.09478554,0.01685949,0.01814373,0.15500193,1.24174668,0.38079495,0.00000000
-5.15957979,1.31802696,0.08621336,0.09309645,0.01664727,0.01696056,0.15024730,1.16364057,0.35731994,0.00000000
-5.15357679,1.24939274,0.08286694,0.09199675,0.01665871,0.01587448,0.14610979,1.08848175,0.33462229,0.00000000
-5.14757379,1.18608774,0.07993649,0.09152410,0.01690462,0.01490640,0.14265928,1.01740382,0.31308909,0.00000000
-5.14157079,1.12909259,0.07748786,0.09170963,0.01739376,0.01407518,0.13995886,0.95143269,0.29307261,0.00000000
-5.13556778,1.07926483,0.07557945,0.09257790,0.01813272,0.01339733,0.13806561,0.89147325,0.27488457,0.00000000
-5.12956478,1.03733116,0.07426160,0.09414668,0.01912577,0.01288682,0.13703140,0.83830024,0.25879184,0.00000000
-5.12356178,1.00388248,0.07357609,0.09642654,0.02037465,0.01255493,0.13690379,0.79255272,0.24501350,0.00000000
-5.11755878,0.97937128,0.07355578,0.09942035,0.02187822,0.01241011,0.13772674,0.75473213,0.23371903,0.00000000
-5.11155578,0.96411091,0.07422440,0.10312241,0.02363211,0.01245800,0.13954112,0.72520312,0.22502766,0.00000000
-5.10555278,0.95827629,0.07559643,0.10751754,0.02562826,0.01270137,0.14238504,0.70419671,0.21900864,0.00000000
-5.09954977,0.96190580,0.07767700,0.11257998,0.02785455,0.01314019,0.14629381,0.69181542,0.21568235,0.00000000
-5.09354677,0.97490403,0.08046201,0.11827233,0.03029431,0.01377175,0.15129964,0.68803965,0.21502201,0.00000000
-5.08754377,0.99704557,0.08393829,0.12454448,0.03292604,0.01459077,0.15743104,0.69273517,0.21695612,0.00000000
-5.08154077,1.02797967,0.08808386,0.13133283,0.03572312,0.01558961,0.16471196,0.70566136,0.22137133,0.00000000
-5.07553777,1.06723621,0.09286845,0.13855976,0.03865378,0.01675849,0.17316073,0.72647992,0.22811584,0.00000000
-5.06953477,1.11423305,0.09825402,0.14613361,0.04168112,0.01808582,0.18278891,0.75476412,0.23700330,0.00000000
-5.06353177,1.16828514,0.10419571,0.15394917,0.04476347,0.01955850,0.19360004,0.79000847,0.24781723,0.00000000
-5.05752876,1.22861568,0.11064276,0.16188884,0.04785496,0.02116237,0.20558843,0.83163880,0.26031583,0.00000000
-5.05152576,1.29436943,0.11753980,0.16982444,0.05090624,0.02288261,0.21873804,0.87902281,0.27423741,0.00000000
-5.04552276,1.36462820,0.12482826,0.17761977,0.05386557,0.02470423,0.23302149,0.93148110,0.28930622,0.00000000
-5.03951976,1.43842863,0.13244794,0.18513381,0.05668002,0.02661260,0.24839926,0.98829861,0.30523872,0.00000000
-5.03351676,1.51478167,0.14033872,0.19222445,0.05929688,0.02859395,0.26481919,1.04873641,0.32175013,0.00000000
-5.02751376,1.59269368,0.14844229,0.19875279,0.06166518,0.03063594,0.28221611,1.11204376,0.33856126,0.00000000
-5.02151076,1.67118830,0.15670387,0.20458762,0.06373729,0.03272810,0.30051182,1.17747012,0.35540529,0.00000000
-5.01550775,1.74932850,0.16507388,0.20961015,0.06547047,0.03486236,0.31961536,1.24427697,0.37203445,0.00000000
-5.00950475,1.82623815,0.17350936,0.21371851,0.06682839,0.03703344,0.33942352,1.31174926,0.38822629,0.00000000
-5.00350175,1.90112214,0.18197522,0.21683201,0.06778242,0.03923920,0.35982167,1.37920599,0.40378932,0.00000000
-4.99749875,1.97328444,0.19044522,0.21889490,0.06831280,0.04148091,0.38068489,1.44600995,0.41856790,0.00000000
-4.99149575,2.04214341,0.19890251,0.21987942,0.06840943,0.04376337,0.40187952,1.51157630,0.43244601,0.00000000
-4.98549275,2.10724382,0.20733995,0.21978792,0.06807238,0.04609503,0.42326490,1.57537979,0.44534991,0.00000000
-4.97948974,2.16826525,0.21575998,0.21865408,0.06731209,0.04848788,0.44469566,1.63696069,0.45724944,0.00000000
-4.97348674,2.22502653,0.22417413,0.21654303,0.06614913,0.05095731,0.46602422,1.69592930,0.46815797,0.00000000
-4.96748374,2.27748633,0.23260233,0.21355037,0.06461367,0.05352182,0.48710371,1.75196901,0.47813089,0.00000000
-4.96148074,2.32573990,0.24107177,0.20980016,0.06274456,0.05620265,0.50779123,1.80483816,0.48726285,0.00000000
-4.95547774,2.37001208,0.24961570,0.20544186,0.06058814,0.05902327,0.52795126,1.85437055,0.49568360,0.00000000
-4.94947474,2.41064700,0.25827194,0.20064635,0.05819685,0.06200883,0.54745922,1.90047473,0.50355280,0.00000000
-4.94347174,2.44809471,0.26708131,0.19560126,0.05562760,0.06518545,0.56620500,1.94313209,0.51105378,0.00000000
-4.93746873,2.48289500,0.27608591,0.19050560,0.05294001,0.06857946,0.58409626,1.98239368,0.51838663,0.00000000
-4.93146573,2.51565880,0.28532738,0.18556402,0.05019470,0.07221654,0.60106123,2.01837573,0.52576055,0.00000000
-4.92546273,2.54704737,0.29484508,0.18098079,0.04745150,0.07612081,0.61705093,2.05125355,0.53338597,0.00000000
-4.91945973,2.57774957,0.30467416,0.17695369,0.04476781,0.08031379,0.63204041,2.08125396,0.54146643,0.00000000
-4.91345673,2.60845745,0.31484368,0.17366809,0.04219705,0.08481331,0.64602893,2.10864581,0.55019053,0.00000000
-4.90745373,2.63984048,0.32537457,0.17129118,0.03978733,0.08963242,0.65903886,2.13372867,0.55972403,0.00000000
-4.90145073,2.67251872,0.33627752,0.16996673,0.03758032,0.09477814,0.67111324,2.15681962,0.57020248,0.00000000
-4.89544772,2.70703561,0.34755096,0.16981037,0.03561036,0.10025036,0.68231199,2.17823830,0.58172432,0.00000000
-4.88944472,2.74383071,0.35917887,0.17090555,0.03390380,0.10604064,0.69270682,2.19829049,0.59434487,0.00000000
-4.88344172,2.78321360,0.37112877,0.17330037,0.03247865,0.11213115,0.70237512,2.21725074,0.60807120,0.00000000
-4.87743872,2.82533959,0.38334979,0.17700521,0.03134444,0.11849376,0.71139302,2.23534475,0.62285824,0.00000000
-4.87143572,2.87018869,0.39577105,0.18199145,0.03050230,0.12508923,0.71982806,2.25273226,0.63860617,0.00000000
-4.86543272,2.91754891,0.40830041,0.18819114,0.02994529,0.13186684,0.72773195,2.26949170,0.65515946,0.00000000
-4.85942971,2.96700536,0.42082379,0.19549785,0.02965893,0.13876415,0.73513390,2.28560736,0.67230750,0.00000000
-4.85342671,3.01793634,0.43320521,0.20376858,0.02962191,0.14570731,0.74203492,2.30096053,0.68978717,0.00000000
-4.84742371,3.06951758,0.44528773,0.21282683,0.02980690,0.15261174,0.74840383,2.31532535,0.70728730,0.00000000
-4.84142071,3.12073551,0.45689525,0.22246676,0.03018155,0.15938334,0.75417512,2.32837047,0.72445518,0.00000000
-4.83541771,3.17041000,0.46783555,0.23245830,0.03070957,0.16592013,0.75924919,2.33966698,0.74090491,0.00000000
-4.82941471,3.21722659,0.47790426,0.24255328,0.03135186,0.17211446,0.76349504,2.34870291,0.75622761,0.00000000
-4.82341171,3.25977778,0.48689004,0.25249218,0.03206770,0.17785563,0.76675551,2.35490436,0.77000312,0.00000000
-4.81740870,3.29661231,0.49458061,0.26201156,0.03281593,0.18303289,0.76885489,2.35766249,0.78181305,0.00000000
-4.81140570,3.32629067,0.50076963,0.27085178,0.03355619,0.18753875,0.76960877,2.35636567,0.79125443,0.00000000
-4.80540270,3.34744504,0.50526411,0.27876482,0.03424999,0.19127247,0.76883540,2.35043530,0.79795385,0.00000000
-4.79939970,3.35884079,0.50789205,0.28552185,0.03486181,0.19414356,0.76636832,2.33936384,0.80158118,0.00000000
-4.79339670,3.35943703,0.50851001,0.29092046,0.03536006,0.19607518,0.76206931,2.32275287,0.80186249,0.00000000
-4.78739370,3.34844313,0.50701026,0.29479097,0.03571787,0.19700732,0.75584114,2.30034947,0.79859149,0.00000000
-4.78139070,3.32536836,0.50332702,0.29700188,0.03591381,0.19689945,0.74763921,2.27207865,0.79163899,0.00000000
-4.77538769,3.29006191,0.49744163,0.29746400,0.03593230,0.19573275,0.73748145,2.23806991,0.78095986,0.00000000
-4.76938469,3.24274112,0.48938621,0.29613323,0.03576398,0.19351161,0.72545582,2.19867628,0.76659710,0.00000000
-4.76338169,3.18400593,0.47924568,0.29301176,0.03540576,0.19026437,0.71172486,2.15448436,0.74868285,0.00000000
-4.75737869,3.11483858,0.46715782,0.28814781,0.03486072,0.18604334,0.69652691,2.10631441,0.72743616,0.00000000
-4.75137569,3.03658796,0.45331153,0.28163370,0.03413780,0.18092393,0.68017377,2.05520996,0.70315760,0.00000000
-4.74537269,2.95093895,0.43794316,0.27360256,0.03325132,0.17500310,0.66304477,2.00241700,0.67622090,0.00000000
-4.73936968,2.85986777,0.42133102,0.26422372,0.03222031,0.16839704,0.64557743,1.94935316,0.64706203,0.00000000
-4.73336668,2.76558496,0.40378844,0.25369697,0.03106776,0.16123827,0.62825489,1.89756801,0.61616607,0.00000000
-4.72736368,2.67046826,0.38565543,0.24224606,0.02981967,0.15367226,0.61159084,1.84869588,0.58405255,0.00000000
-4.72136068,2.57698811,0.36728952,0.23011152,0.02850412,0.14585364,0.59611226,1.80440294,0.55125978,0.00000000
-4.71535768,2.48762877,0.34905591,0.21754340,0.02715029,0.13794236,0.58234097,1.76633086,0.51832892,0.00000000
-4.70935468,2.40480823,0.33131755,0.20479383,0.02578747,0.13009960,0.57077457,1.73603907,0.48578835,0.00000000
-4.70335168,2.33080013,0.31442534,0.19211004,0.02444407,0.12248397,0.56186774,1.71494827,0.45413893,0.00000000
-4.69734867,2.26766075,0.29870892,0.17972788,0.02314683,0.11524774,0.55601456,1.70428731,0.42384083,0.00000000
-4.69134567,2.21716384,0.28446831,0.16786601,0.02191999,0.10853357,0.55353280,1.70504581,0.39530212,0.00000000
-4.68534267,2.18074570,0.27196672,0.15672111,0.02078467,0.10247149,0.55465077,1.71793451,0.36886972,0.00000000
-4.67933967,2.15946252,0.26142463,0.14646399,0.01975841,0.09717641,0.55949729,1.74335509,0.34482272,0.00000000
-4.67333667,2.15396131,0.25301539,0.13723679,0.01885477,0.09274611,0.56809543,1.78138074,0.32336830,0.00000000
-4.66733367,2.16446544,0.24686228,0.12915123,0.01808316,0.08925969,0.58036007,1.83174854,0.30464015,0.00000000
-4.66133067,2.19077484,0.24303717,0.12228783,0.01744887,0.08677649,0.59609973,1.89386401,0.28869939,0.00000000
-4.65532766,2.23228084,0.24156068,0.11669614,0.01695311,0.08533551,0.61502240,1.96681794,0.27553768,0.00000000
-4.64932466,2.28799464,0.24240361,0.11239569,0.01659329,0.08495522,0.63674532,2.04941485,0.26508237,0.00000000
-4.64332166,2.35658808,0.24548981,0.10937773,0.01636342,0.08563367,0.66080833,2.14021221,0.25720326,0.00000000
