energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.71185593,2.71499862,0.97032349,0.34602723,0.00280618,0.30840269,1.73398270,0.88054999,0.00694974,1.11739152
-5.70585293,2.74727610,0.96491804,0.34814926,0.00269539,0.32403705,1.81154771,0.89137294,0.00670816,1.11060494
-5.69984992,2.78279890,0.95936864,0.35084409,0.00258788,0.34020198,1.89193462,0.90353934,0.00646711,1.10453199
-5.69384692,2.82257517,0.95405604,0.35428442,0.00248689,0.35690069,1.97514350,0.91743249,0.00623283,1.09972040
-5.68784392,2.86748361,0.94931858,0.35862112,0.00239540,0.37413275,2.06111690,0.93339633,0.00601113,1.09664840
-5.68184092,2.91824934,0.94544334,0.36397850,0.00231608,0.39189444,2.14973950,0.95172702,0.00580727,1.09571057
-5.67583792,2.97542558,0.94265976,0.37045025,0.00225114,0.41017933,2.24083969,0.97266654,0.00562585,1.09720706
-5.66983492,3.03938148,0.94113571,0.37809637,0.00220231,0.42897877,2.33419281,0.99639820,0.00547069,1.10133623
-5.66383192,3.11029564,0.94097593,0.38694100,0.00217080,0.44828246,2.42952562,1.02304384,0.00534484,1.10819093
-5.65782891,3.18815499,0.94222265,0.39697117,0.00215724,0.46807877,2.52652151,1.05266277,0.00525050,1.11775823
-5.65182591,3.27275847,0.94485830,0.40813653,0.00216169,0.48835481,2.62482607,1.08525204,0.00518907,1.12992244
-5.64582291,3.36372489,0.94880987,0.42034997,0.00218361,0.50909613,2.72405273,1.12074787,0.00516110,1.14447123
-5.63981991,3.46050441,0.95395472,0.43348923,0.00222193,0.53028604,2.82378799,1.15902804,0.00516640,1.16110455
-5.63381691,3.56239294,0.96012759,0.44739934,0.00227504,0.55190449,2.92359627,1.19991504,0.00520403,1.17944585
-5.62781391,3.66854919,0.96712845,0.46189587,0.00234088,0.57392659,3.02302430,1.24317976,0.00527241,1.19905542
-5.62181091,3.77801374,0.97473090,0.47676906,0.00241699,0.59632085,3.12160511,1.28854580,0.00536936,1.21944528
-5.61580790,3.88973005,0.98269099,0.49178864,0.00250060,0.61904721,3.21886184,1.33569417,0.00549220,1.24009529
-5.60980490,4.00256702,0.99075613,0.50670929,0.00258868,0.64205508,3.31431168,1.38426857,0.00563784,1.26046993
-5.60380190,4.11534303,0.99867390,0.52127669,0.00267810,0.66528148,3.40747026,1.43388114,0.00580289,1.28003546
-5.59779890,4.22685121,1.00620068,0.53523399,0.00276567,0.68864958,3.49785672,1.48411887,0.00598370,1.29827687
-5.59179590,4.33588567,1.01310979,0.54832853,0.00284828,0.71206773,3.58499998,1.53455060,0.00617653,1.31471418
-5.58579290,4.44126853,1.01919901,0.56031876,0.00292298,0.73542916,3.66844602,1.58473478,0.00637760,1.32891761
-5.57978989,4.54187703,1.02429741,0.57098091,0.00298705,0.75861249,3.74776662,1.63422774,0.00658323,1.34052124
-5.57378689,4.63667040,1.02827119,0.58011549,0.00303814,0.78148312,3.82256912,1.68259263,0.00678991,1.34923454
-5.56778389,4.72471560,1.03102842,0.58755310,0.00307428,0.80389556,3.89250716,1.72940860,0.00699443,1.35485153
-5.56178089,4.80521115,1.03252259,0.59315955,0.00309397,0.82569658,3.95729191,1.77428020,0.00719395,1.35725705
-5.55577789,4.87750814,1.03275463,0.59683989,0.00309619,0.84672915,4.01670311,1.81684654,0.00738611,1.35642998
-5.54977489,4.94112748,1.03177355,0.59854128,0.00308049,0.86683699,4.07059944,1.85678991,0.00756909,1.35244313
-5.54377189,4.99577244,1.02967532,0.59825451,0.00304691,0.88586955,4.11892736,1.89384352,0.00774169,1.34545979
-5.53776888,5.04133579,1.02660017,0.59601399,0.00299602,0.90368710,4.16172775,1.92779784,0.00790336,1.33572687
-5.53176588,5.07790085,1.02272827,0.59189636,0.00292888,0.92016577,4.19913957,1.95850535,0.00805425,1.32356506
-5.52576288,5.10573613,1.01827373,0.58601751,0.00284700,0.93520216,4.23140011,1.98588322,0.00819520,1.30935609
-5.51975988,5.12528341,1.01347729,0.57852836,0.00275226,0.94871738,4.25884132,2.00991390,0.00832775,1.29352775
-5.51375688,5.13713961,1.00859778,0.56960940,0.00264688,0.96066008,4.28188191,2.03064324,0.00845404,1.27653722
-5.50775388,5.14203286,1.00390263,0.55946421,0.00253329,0.97100854,4.30101548,2.04817640,0.00857682,1.25885333
-5.50175088,5.14079369,0.99965785,0.54831246,0.00241409,0.97977147,4.31679457,2.06267143,0.00869930,1.24093864
-5.49574787,5.13432247,0.99611777,0.53638239,0.00229198,0.98698749,4.32981134,2.07433091,0.00882507,1.22323196
-5.48974487,5.12355433,0.99351498,0.52390331,0.00216960,0.99272331,4.34067538,2.08339188,0.00895795,1.20613221
-5.48374187,5.10942307,0.99205089,0.51109844,0.00204954,0.99707068,4.34998960,2.09011454,0.00910186,1.18998418
-5.47773887,5.09282551,0.99188725,0.49817824,0.00193421,1.00014210,4.35832503,2.09477012,0.00926069,1.17506688
-5.47173587,5.07458787,0.99313901,0.48533465,0.00182582,1.00206567,4.36619567,2.09762863,0.00943811,1.16158493
-5.46573287,5.05543541,0.99586885,0.47273640,0.00172625,1.00297909,4.37403440,2.09894678,0.00963742,1.14966324
-5.45972986,5.03596669,1.00008351,0.46052551,0.00163711,1.00302325,4.38217102,2.09895687,0.00986149,1.13934518
-5.45372686,5.01663337,1.00573215,0.44881506,0.00155961,1.00233567,4.39081344,2.09785693,0.01011252,1.13059418
-5.44772386,4.99772638,1.01270687,0.43768837,0.00149459,1.00104398,4.40003277,2.09580264,0.01039208,1.12329858
-5.44172086,4.97936884,1.02084521,0.42719935,0.00144253,0.99925997,4.40975315,2.09290147,0.01070093,1.11727936
-5.43571786,4.96151604,1.02993467,0.41737404,0.00140348,0.99707429,4.41974684,2.08920913,0.01103905,1.11230035
-5.42971486,4.94396232,1.03971911,0.40821321,0.00137715,0.99455222,4.42963491,2.08472864,0.01140564,1.10808027
-5.42371186,4.92635462,1.04990669,0.39969573,0.00136287,0.99173070,4.43889367,2.07941208,0.01179910,1.10430611
-5.41770885,4.90821194,1.06017917,0.39178257,0.00135968,0.98861668,4.44686685,2.07316489,0.01221716,1.10064712
-5.41170585,4.88895020,1.07020227,0.38442115,0.00136631,0.98518712,4.45278333,2.06585262,0.01265693,1.09676893
-5.40570285,4.86791134,1.07963663,0.37755000,0.00138127,0.98139050,4.45577979,2.05730993,0.01311504,1.09234708
-5.39969985,4.84439559,1.08814912,0.37110322,0.00140289,0.97714983,4.45492786,2.04735138,0.01358774,1.08707964
-5.39369685,4.81769586,1.09542414,0.36501481,0.00142935,0.97236712,4.44926485,2.03578360,0.01407112,1.08069837
-5.38769385,4.78713274,1.10117436,0.35922265,0.00145876,0.96692909,4.43782706,2.02241834,0.01456115,1.07297812
-5.38169085,4.75208886,1.10515077,0.35367185,0.00148921,0.96071380,4.41968466,2.00708584,0.01505391,1.06374435
-5.37568784,4.71204131,1.10715146,0.34831758,0.00151885,0.95359799,4.39397687,1.98964778,0.01554567,1.05287844
-5.36968484,4.66659061,1.10702896,0.34312712,0.00154588,0.94546466,4.35994611,1.97000928,0.01603302,1.04032083
-5.36368184,4.61548508,1.10469574,0.33808122,0.00156867,0.93621060,4.31696992,1.94812928,0.01651289,1.02607208
-5.35767884,4.55863949,1.10012763,0.33317460,0.00158577,0.92575343,4.26458922,1.92402871,0.01698265,1.01019163
-5.35167584,4.49614686,1.09336494,0.32841573,0.00159594,0.91403777,4.20253178,1.89779593,0.01744008,0.99279473
-5.34567284,4.42828278,1.08451128,0.32382589,0.00159820,0.90104018,4.13072983,1.86958899,0.01788334,0.97404736
-5.33966983,4.35550186,1.07372979,0.31943743,0.00159183,0.88677269,4.04933082,1.83963462,0.01831093,0.95415958
-5.33366683,4.27842600,1.06123704,0.31529148,0.00157640,0.87128457,3.95870080,1.80822357,0.01872154,0.93337740
-5.32766383,4.19782497,1.04729473,0.31143517,0.00155174,0.85466237,3.85942009,1.77570262,0.01911401,0.91197343
-5.32166083,4.11458983,1.03219930,0.30791831,0.00151799,0.83702808,3.75227111,1.74246347,0.01948714,0.89023664
-5.31565783,4.02970029,1.01627003,0.30478997,0.00147552,0.81853570,3.63821896,1.70892889,0.01983960,0.86846160
-5.30965483,3.94418743,0.99983600,0.30209477,0.00142493,0.79936624,3.51838527,1.67553686,0.02016978,0.84693741
-5.30365183,3.85909358,0.98322245,0.29986939,0.00136705,0.77972148,3.39401652,1.64272352,0.02047571,0.82593684
-5.29764882,3.77543124,0.96673722,0.29813916,0.00130283,0.75981700,3.26644806,1.61090574,0.02075498,0.80570604
-5.29164582,3.69414332,0.95065795,0.29691514,0.00123338,0.73987465,3.13706558,1.58046428,0.02100469,0.78645520
-5.28564282,3.61606659,0.93522053,0.29619175,0.00115989,0.72011515,3.00726560,1.55172867,0.02122147,0.76835061
-5.27963982,3.54190068,0.92060964,0.29594507,0.00108360,0.70075106,2.87841682,1.52496443,0.02140148,0.75150837
-5.27363682,3.47218415,0.90695178,0.29613201,0.00100573,0.68198062,2.75182413,1.50036375,0.02154058,0.73599029
-5.26763382,3.40727923,0.89431111,0.29669041,0.00092749,0.66398286,2.62869672,1.47803991,0.02163439,0.72180195
-5.26163082,3.34736608,0.88268864,0.29754002,0.00085003,0.64691404,2.51012177,1.45802621,0.02167847,0.70889327
-5.25562781,3.29244705,0.87202463,0.29858455,0.00077441,0.63090582,2.39704460,1.44027919,0.02166854,0.69716155
-5.24962481,3.24236082,0.86220422,0.29971451,0.00070158,0.61606501,2.29025603,1.42468633,0.02160065,0.68645692
-5.24362181,3.19680553,0.85306601,0.30081092,0.00063237,0.60247499,2.19038705,1.41107761,0.02147142,0.67658996
-5.23761881,3.15536972,0.84441322,0.30174958,0.00056748,0.59019845,2.09791070,1.39924050,0.02127822,0.66734125
-5.23161581,3.11756912,0.83602673,0.30240586,0.00050746,0.57928132,2.01315034,1.38893720,0.02101937,0.65847231
-5.22561281,3.08288724,0.82767939,0.30265967,0.00045276,0.56975752,1.93629364,1.37992353,0.02069429,0.64973753
-5.21960980,3.05081713,0.81915081,0.30240040,0.00040368,0.56165392,1.86741065,1.37196781,0.02030361,0.64089644
-5.21360680,3.02090185,0.81024173,0.30153158,0.00036040,0.55499538,1.80647474,1.36486908,0.01984922,0.63172576
-5.20760380,2.99277104,0.80078727,0.29997512,0.00032302,0.54980918,1.75338473,1.35847301,0.01933433,0.62203051
-5.20160080,2.96617136,0.79066828,0.29767466,0.00029152,0.54612854,1.70798662,1.35268479,0.01876339,0.61165390
-5.19559780,2.94098866,0.77982013,0.29459816,0.00026580,0.54399491,1.67009341,1.34747806,0.01814202,0.60048513
-5.18959480,2.91726066,0.76823848,0.29073939,0.00024571,0.54345865,1.63950181,1.34289911,0.01747687,0.58846503
-5.18359180,2.89517891,0.75598166,0.28611827,0.00023103,0.54457818,1.61600474,1.33906615,0.01677546,0.57558913
-5.17758879,2.87507997,0.74316961,0.28078016,0.00022149,0.54741723,1.59939895,1.33616345,0.01604594,0.56190804
-5.17158579,2.85742612,0.72997934,0.27479392,0.00021679,0.55204061,1.58948757,1.33443064,0.01529690,0.54752513
-5.16558279,2.84277647,0.71663719,0.26824910,0.00021659,0.55850845,1.58607737,1.33414773,0.01453710,0.53259179
-5.15957979,2.83175020,0.70340837,0.26125218,0.00022052,0.56686933,1.58897151,1.33561653,0.01377525,0.51730031
-5.15357679,2.82498381,0.69058419,0.25392218,0.00022819,0.57715266,1.59795831,1.33913953,0.01301973,0.50187504
-5.14757379,2.82308481,0.67846777,0.24638582,0.00023918,0.58936076,1.61279706,1.34499739,0.01227843,0.48656208
-5.14157079,2.82658449,0.66735893,0.23877249,0.00025308,0.60346117,1.63320231,1.35342628,0.01155851,0.47161810
-5.13556778,2.83589223,0.65753900,0.23120916,0.00026942,0.61937961,1.65882769,1.36459630,0.01086628,0.45729890
-5.12956478,2.85125410,0.64925633,0.22381567,0.00028773,0.63699419,1.68925090,1.37859219,0.01020704,0.44384811
-5.12356178,2.87271793,0.64271316,0.21670039,0.00030754,0.65613114,1.72396097,1.39539746,0.00958503,0.43148671
-5.11755878,2.90010685,0.63805455,0.20995659,0.00032835,0.67656258,1.76234907,1.41488274,0.00900338,0.42040364
-5.11155578,2.93300273,0.63535972,0.20365948,0.00034966,0.69800654,1.80370377,1.43679913,0.00846409,0.41074802
-5.10555278,2.97074058,0.63463632,0.19786424,0.00037097,0.72012921,1.84721149,1.46077692,0.00796808,0.40262315
-5.09954977,3.01241419,0.63581778,0.19260488,0.00039179,0.74254979,1.89196243,1.48632976,0.00751529,0.39608253
-5.09354677,3.05689300,0.63876379,0.18789402,0.00041163,0.76484743,1.93696213,1.51286431,0.00710471,0.39112801
-5.08754377,3.10284927,0.64326388,0.18372354,0.00043003,0.78657047,1.98114830,1.53969483,0.00673459,0.38770997
-5.08154077,3.14879460,0.64904389,0.18006599,0.00044657,0.80724727,2.02341250,1.56606213,0.00640252,0.38572947
-5.07553777,3.19312400,0.65577494,0.17687673,0.00046086,0.82639855,2.06262573,1.59115614,0.00610558,0.38504228
-5.06953477,3.23416576,0.66308460,0.17409649,0.00047255,0.84355053,2.09766689,1.61414100,0.00584055,0.38546437
-5.06353177,3.27023482,0.67056965,0.17165452,0.00048138,0.85824849,2.12745306,1.63418183,0.00560403,0.38677882
-5.05752876,3.29968769,0.67780996,0.16947176,0.00048713,0.87007020,2.15097017,1.65047184,0.00539260,0.38874362
-5.05152576,3.32097643,0.68438293,0.16746432,0.00048965,0.87863861,2.16730289,1.66225890,0.00520296,0.39110019
-5.04552276,3.33269983,0.68987788,0.16554682,0.00048886,0.88363341,2.17566238,1.66887051,0.00503209,0.39358221
-5.03951976,3.33364977,0.69390991,0.16363561,0.00048478,0.88480096,2.17541088,1.66973612,0.00487731,0.39592455
-5.03351676,3.32285115,0.69613271,0.16165174,0.00047747,0.88196223,2.16608203,1.66440624,0.00473641,0.39787185
-5.02751376,3.29959403,0.69624996,0.15952364,0.00046708,0.87501847,2.14739619,1.65256752,0.00460773,0.39918665
-5.02151076,3.26345708,0.69402477,0.15718932,0.00045381,0.86395442,2.11927013,1.63405341,0.00449019,0.39965668
-5.01550775,3.21432158,0.68928717,0.15459823,0.00043792,0.84883901,2.08182086,1.60885019,0.00438331,0.39910120
-5.00950475,3.15237591,0.68193917,0.15171253,0.00041973,0.82982345,2.03536332,1.57709811,0.00428728,0.39737621
-5.00350175,3.07811035,0.67195745,0.14850806,0.00039959,0.80713695,1.98040226,1.53908794,0.00420287,0.39437837
-4.99749875,2.99230289,0.65939360,0.14497463,0.00037785,0.78108021,1.91761852,1.49525290,0.00413142,0.39004748
-4.99149575,2.89599649,0.64437196,0.14111602,0.00035491,0.75201688,1.84785040,1.44615657,0.00407481,0.38436765
-4.98549275,2.79046894,0.62708519,0.13694946,0.00033115,0.72036344,1.77207074,1.39247710,0.00403537,0.37736695
-4.97948974,2.67719634,0.60778781,0.13250471,0.00030696,0.68657783,1.69136059,1.33498843,0.00401575,0.36911565
-4.97348674,2.55781156,0.58678785,0.12782287,0.00028269,0.65114716,1.60688044,1.27453902,0.00401887,0.35972322
-4.96748374,2.43405902,0.56443714,0.12295474,0.00025868,0.61457509,1.51983996,1.21202897,0.00404772,0.34933400
-4.96148074,2.30774746,0.54112028,0.11795906,0.00023524,0.57736910,1.43146726,1.14838610,0.00410530,0.33812189
-4.95547774,2.18070184,0.51724291,0.11290051,0.00021262,0.54002824,1.34297866,1.08454178,0.00419440,0.32628414
-4.94947474,2.05471620,0.49321964,0.10784754,0.00019106,0.50303154,1.25554979,1.02140729,0.00431749,0.31403451
-4.94347174,1.93150852,0.46946180,0.10287023,0.00017073,0.46682759,1.17028899,0.95985117,0.00447655,0.30159600
-4.93746873,1.81267916,0.44636573,0.09803810,0.00015177,0.43182538,1.08821356,0.90067843,0.00467289,0.28919347
-4.93146573,1.69967374,0.42430171,0.09341804,0.00013429,0.39838675,1.01022947,0.84461202,0.00490707,0.27704638
-4.92546273,1.59375158,0.40360395,0.08907245,0.00011832,0.36682054,0.93711500,0.79227699,0.00517871,0.26536191
-4.91945973,1.49596052,0.38456196,0.08505748,0.00010389,0.33737847,0.86950859,0.74418786,0.00548644,0.25432877
-4.91345673,1.40711848,0.36741350,0.08142176,0.00009099,0.31025286,0.80790094,0.70073940,0.00582780,0.24411181
-4.90745373,1.32780236,0.35233925,0.07820528,0.00007956,0.28557614,0.75263149,0.66220094,0.00619918,0.23484783
-4.90145073,1.25834427,0.33945944,0.07543881,0.00006955,0.26342197,0.70388905,0.62871442,0.00659587,0.22664244
-4.89544772,1.19883499,0.32883245,0.07314366,0.00006087,0.24380790,0.66171634,0.60029605,0.00701208,0.21956838
-4.88944472,1.14913445,0.32045527,0.07133188,0.00005342,0.22669944,0.62601821,0.57684146,0.00744101,0.21366513
-4.88344172,1.10888862,0.31426595,0.07000689,0.00004709,0.21201517,0.59657294,0.55813415,0.00787502,0.20893985
-4.87743872,1.07755214,0.31014780,0.06916444,0.00004176,0.19963285,0.57304627,0.54385692,0.00830578,0.20536965
-4.87143572,1.05441585,0.30793513,0.06879399,0.00003732,0.18939619,0.55500760,0.53360575,0.00872447,0.20290493
-4.86543272,1.03863813,0.30742041,0.06888030,0.00003366,0.18112198,0.54194779,0.52690587,0.00912207,0.20147371
-4.85942971,1.02927902,0.30836250,0.06940521,0.00003065,0.17460754,0.53329793,0.52322926,0.00948958,0.20098673
-4.85342671,1.02533581,0.31049562,0.07034956,0.00002821,0.16963802,0.52844873,0.52201317,0.00981831,0.20134296
-4.84742371,1.02577902,0.31353891,0.07169504,0.00002624,0.16599348,0.52676965,0.52267893,0.01010016,0.20243542
-4.84142071,1.02958731,0.31720598,0.07342598,0.00002464,0.16345558,0.52762759,0.52465050,0.01032787,0.20415682
-4.83541771,1.03578045,0.32121438,0.07553093,0.00002335,0.16181357,0.53040440,0.52737218,0.01049530,0.20640501
-4.82941471,1.04344891,0.32529452,0.07800385,0.00002229,0.16086962,0.53451293,0.53032479,0.01059757,0.20908772
-4.82341171,1.05177943,0.32919780,0.08084501,0.00002143,0.16044321,0.53941107,0.53304004,0.01063130,0.21212655
-4.81740870,1.06007555,0.33270365,0.08406133,0.00002072,0.16037466,0.54461373,0.53511240,0.01059464,0.21546000
-4.81140570,1.06777266,0.33562538,0.08766630,0.00002013,0.16052759,0.54970217,0.53620832,0.01048739,0.21904536
-4.80540270,1.07444710,0.33781452,0.09167929,0.00001965,0.16079047,0.55433079,0.53607248,0.01031096,0.22285941
-4.79939970,1.07981929,0.33916369,0.09612439,0.00001927,0.16107712,0.55823117,0.53453099,0.01006832,0.22689796
-4.79339670,1.08375086,0.33960786,0.10102875,0.00001899,0.16132630,0.56121330,0.53149159,0.00976387,0.23117425
-4.78739370,1.08623635,0.33912407,0.10642053,0.00001884,0.16150043,0.56316420,0.52694079,0.00940328,0.23571631
-4.78139070,1.08738982,0.33772964,0.11232640,0.00001885,0.16158360,0.56404397,0.52093854,0.00899331,0.24056339
-4.77538769,1.08742728,0.33547909,0.11876901,0.00001903,0.16157882,0.56387961,0.51361035,0.00854152,0.24576178
-4.76938469,1.08664588,0.33245976,0.12576416,0.00001945,0.16150490,0.56275681,0.50513765,0.00805606,0.25136014
-4.76338169,1.08540077,0.32878659,0.13331817,0.00002015,0.16139284,0.56081017,0.49574663,0.00754541,0.25740459
-4.75737869,1.08408077,0.32459606,0.14142534,0.00002119,0.16128215,0.55821220,0.48569624,0.00701809,0.26393392
-4.75137569,1.08308405,0.32003978,0.15006574,0.00002263,0.16121698,0.55516161,0.47526568,0.00648243,0.27097496
-4.74537269,1.08279465,0.31527773,0.15920348,0.00002454,0.16124242,0.55187122,0.46474213,0.00594638,0.27853866
-4.73936968,1.08356104,0.31047169,0.16878552,0.00002699,0.16140106,0.54855617,0.45440903,0.00541727,0.28661667
-4.73336668,1.08567735,0.30577889,0.17874111,0.00003006,0.16172984,0.54542266,0.44453531,0.00490168,0.29517901
-4.72736368,1.08936812,0.30134619,0.18898195,0.00003380,0.16225745,0.54265775,0.43536604,0.00440536,0.30417257
-4.72136068,1.09477694,0.29730500,0.19940308,0.00003830,0.16300221,0.54042060,0.42711465,0.00393309,0.31352080
-4.71535768,1.10195929,0.29376700,0.20988452,0.00004361,0.16397062,0.53883531,0.41995695,0.00348870,0.32312444
-4.70935468,1.11087978,0.29082092,0.22029356,0.00004978,0.16515658,0.53798578,0.41402694,0.00307503,0.33286333
-4.70335168,1.12141363,0.28853025,0.23048771,0.00005687,0.16654117,0.53791260,0.40941460,0.00269400,0.34259918
-4.69734867,1.13335213,0.28693219,0.24031819,0.00006490,0.16809324,0.53861211,0.40616542,0.00234666,0.35217928
-4.69134567,1.14641182,0.28603750,0.24963385,0.00007388,0.16977044,0.54003753,0.40428167,0.00203323,0.36144087
-4.68534267,1.16024678,0.28583153,0.25828527,0.00008381,0.17152093,0.54210223,0.40372515,0.00175327,0.37021612
-4.67933967,1.17446345,0.28627614,0.26612911,0.00009467,0.17328550,0.54468471,0.40442141,0.00150572,0.37833747
-4.67333667,1.18863745,0.28731248,0.27303239,0.00010642,0.17500003,0.54763527,0.40626499,0.00128905,0.38564315
-4.66733367,1.20233163,0.28886460,0.27887653,0.00011897,0.17659825,0.55078395,0.40912567,0.00110135,0.39198260
-4.66133067,1.21511469,0.29084353,0.28356112,0.00013225,0.17801464,0.55394940,0.41285543,0.00094045,0.39722180
-4.65532766,1.22657973,0.29315194,0.28700718,0.00014614,0.17918730,0.55694822,0.41729589,0.00080400,0.40124807
-4.64932466,1.23636216,0.29568896,0.28915988,0.00016050,0.18006077,0.55960454,0.42228608,0.00068954,0.40397434
-4.64332166,1.24415620,0.29835522,0.28999045,0.00017518,0.18058861,0.56175917,0.42767020,0.00059464,0.40534268
