energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.80790395,1.92746599,-1.92741105,0.54063209,-0.54060399,1.37120569,-1.37117390,0.31805346,-0.31803875,0.12991000,-0.12990159,0.00150225,-0.00150217,0.08492193,-0.08492219,0.18386174,-0.18385084,0.00000000,-0.00000000
-5.80190095,1.96712923,-1.96707106,0.54878042,-0.54875534,1.39216784,-1.39213292,0.33387165,-0.33385629,0.13578609,-0.13577758,0.00160412,-0.00160403,0.08795926,-0.08795892,0.19129931,-0.19128885,0.00000000,-0.00000000
-5.79589795,2.01035021,-2.01028913,0.55615821,-0.55613638,1.41556294,-1.41552506,0.35055284,-0.35053695,0.14197493,-0.14196637,0.00171900,-0.00171890,0.09149659,-0.09149562,0.19895275,-0.19894283,0.00000000,-0.00000000
-5.78989495,2.05685624,-2.05679263,0.56267183,-0.56265341,1.44127805,-1.44123745,0.36796323,-0.36794690,0.14843081,-0.14842221,0.00184589,-0.00184578,0.09552342,-0.09552180,0.20673777,-0.20672847,0.00000000,-0.00000000
-5.78389195,2.10627189,-2.10620614,0.56823917,-0.56822425,1.46911216,-1.46906912,0.38596119,-0.38594451,0.15510647,-0.15509788,0.00198352,-0.00198340,0.10002348,-0.10002121,0.21456917,-0.21456056,0.00000000,-0.00000000
-5.77788894,2.15812176,-2.15805431,0.57278961,-0.57277822,1.49877748,-1.49873235,0.40439910,-0.40438214,0.16195325,-0.16194468,0.00213042,-0.00213030,0.10497519,-0.10497226,0.22236098,-0.22235311,0.00000000,-0.00000000
-5.77188594,2.21183788,-2.21176921,0.57626383,-0.57625591,1.52990459,-1.52985778,0.42312564,-0.42310847,0.16892113,-0.16891259,0.00228493,-0.00228480,0.11035237,-0.11034878,0.23002678,-0.23001969,0.00000000,-0.00000000
-5.76588294,2.26677121,-2.26670181,0.57861349,-0.57860894,1.56205103,-1.56200301,0.44198851,-0.44197118,0.17595907,-0.17595056,0.00244521,-0.00244508,0.11612502,-0.11612077,0.23748024,-0.23747394,0.00000000,-0.00000000
-5.75987994,2.32220698,-2.32213738,0.57980111,-0.57979975,1.59471321,-1.59466445,0.46083746,-0.46082002,0.18301535,-0.18300688,0.00260932,-0.00260919,0.12226031,-0.12225542,0.24463585,-0.24463035,0.00000000,-0.00000000
-5.75387694,2.37738335,-2.37731407,0.57979996,-0.57980160,1.62734098,-1.62729201,0.47952738,-0.47950988,0.19003809,-0.19002964,0.00277526,-0.00277512,0.12872349,-0.12871797,0.25141000,-0.25140529,0.00000000,-0.00000000
-5.74787394,2.43151256,-2.43144413,0.57859436,-0.57859874,1.65935458,-1.65930592,0.49792144,-0.49790389,0.19697576,-0.19696734,0.00294100,-0.00294086,0.13547878,-0.13547263,0.25772225,-0.25771834,0.00000000,-0.00000000
-5.74187094,2.48380389,-2.48373684,0.57618007,-0.57618694,1.69016301,-1.69011521,0.51589402,-0.51587644,0.20377791,-0.20376951,0.00310460,-0.00310447,0.14249014,-0.14248339,0.26349695,-0.26349381,0.00000000,-0.00000000
-5.73586793,2.53348754,-2.53342237,0.57256525,-0.57257431,1.71918336,-1.71913693,0.53333341,-0.53331583,0.21039589,-0.21038750,0.00326425,-0.00326412,0.14972193,-0.14971460,0.26866495,-0.26866255,0.00000000,-0.00000000
-5.72986493,2.57983843,-2.57977562,0.56777149,-0.56778245,1.74586018,-1.74581562,0.55014408,-0.55012650,0.21678361,-0.21677522,0.00341829,-0.00341817,0.15713930,-0.15713140,0.27316554,-0.27316386,0.00000000,-0.00000000
-5.72386193,2.62219902,-2.62213901,0.56183528,-0.56184786,1.76968424,-1.76964200,0.56624839,-0.56623082,0.22289833,-0.22288995,0.00356533,-0.00356522,0.16470841,-0.16469998,0.27694847,-0.27694749,0.00000000,-0.00000000
-5.71785893,2.66000027,-2.65994344,0.55480956,-0.55482346,1.79020975,-1.79017023,0.58158773,-0.58157020,0.22870150,-0.22869313,0.00370428,-0.00370418,0.17239646,-0.17238751,0.27997588,-0.27997555,0.00000000,-0.00000000
-5.71185593,2.69277977,-2.69272645,0.54676523,-0.54678018,1.80706961,-1.80703316,0.59612298,-0.59610549,0.23415945,-0.23415110,0.00383434,-0.00383425,0.18017141,-0.18016200,0.28222415,-0.28222444,0.00000000,-0.00000000
-5.70585293,2.72019645,-2.72014689,0.53779262,-0.53780836,1.81998785,-1.81995474,0.60983418,-0.60981675,0.23924406,-0.23923575,0.00395507,-0.00395499,0.18800166,-0.18799183,0.28368547,-0.28368634,0.00000000,-0.00000000
-5.69984992,2.74204125,-2.74199563,0.52800259,-0.52801887,1.82878898,-1.82875938,0.62271959,-0.62270226,0.24393338,-0.24392512,0.00406638,-0.00406631,0.19585550,-0.19584529,0.28436909,-0.28437049,0.00000000,-0.00000000
-5.69384692,2.75824335,-2.75820179,0.51752710,-0.51754370,1.83340372,-1.83337774,0.63479404,-0.63477686,0.24821205,-0.24820385,0.00416849,-0.00416843,0.20370050,-0.20368997,0.28430213,-0.28430401,0.00000000,-0.00000000
-5.68784392,2.76887192,-2.76883441,0.50651923,-0.50653594,1.83387128,-1.83384895,0.64608666,-0.64606966,0.25207162,-0.25206352,0.00426192,-0.00426186,0.21150296,-0.21149218,0.28352982,-0.28353213,0.00000000,-0.00000000
-5.68184092,2.77413321,-2.77409971,0.49515235,-0.49516898,1.83033789,-1.83031914,0.65663812,-0.65662138,0.25551080,-0.25550281,0.00434742,-0.00434738,0.21922734,-0.21921639,0.28211524,-0.28211791,0.00000000,-0.00000000
-5.67583792,2.77436364,-2.77433399,0.48361848,-0.48363485,1.82305201,-1.82303667,0.66649757,-0.66648115,0.25853546,-0.25852760,0.00442595,-0.00442591,0.22683593,-0.22682488,0.28013843,-0.28014140,0.00000000,-0.00000000
-5.66983492,2.77001899,-2.76999296,0.47212575,-0.47214170,1.81235641,-1.81234427,0.67571932,-0.67570331,0.26115859,-0.26115088,0.00449852,-0.00449849,0.23428859,-0.23427754,0.27769490,-0.27769808,0.00000000,-0.00000000
-5.66383192,2.76166058,-2.76163785,0.46089502,-0.46091041,1.79867781,-1.79866857,0.68435948,-0.68434398,0.26340011,-0.26339257,0.00456619,-0.00456617,0.24154292,-0.24153195,0.27489361,-0.27489693,0.00000000,-0.00000000
-5.65782891,2.74993901,-2.74991920,0.45015570,-0.45017039,1.78251445,-1.78250773,0.69247282,-0.69245793,0.26528658,-0.26527922,0.00462995,-0.00462993,0.24855455,-0.24854375,0.27185447,-0.27185783,0.00000000,-0.00000000
-5.65182591,2.73557640,-2.73555906,0.44014092,-0.44015480,1.76442228,-1.76441766,0.70010977,-0.70009559,0.26685084,-0.26684365,0.00469062,-0.00469061,0.25527782,-0.25526730,0.26870540,-0.26870871,0.00000000,-0.00000000
-5.64582291,2.71934775,-2.71933237,0.43108225,-0.43109520,1.74500050,-1.74499751,0.70731394,-0.70730058,0.26813149,-0.26812447,0.00474884,-0.00474883,0.26166677,-0.26165662,0.26557913,-0.26558230,0.00000000,-0.00000000
-5.63981991,2.70206219,-2.70204822,0.42320404,-0.42321599,1.72487685,-1.72487500,0.71412012,-0.71410770,0.26917237,-0.26916550,0.00480493,-0.00480492,0.26767631,-0.26766660,0.26260981,-0.26261275,0.00000000,-0.00000000
-5.63381691,2.68454475,-2.68453159,0.41671782,-0.41672868,1.70469333,-1.70469210,0.72055284,-0.72054146,0.27002192,-0.27001517,0.00485892,-0.00485890,0.27326356,-0.27325439,0.25992954,-0.25993215,0.00000000,-0.00000000
-5.62781391,2.66761900,-2.66760602,0.41181670,-0.41182643,1.68509262,-1.68509146,0.72662552,-0.72661530,0.27073239,-0.27072572,0.00491046,-0.00491045,0.27838941,-0.27838084,0.25766499,-0.25766718,0.00000000,-0.00000000
-5.62181091,2.65209082,-2.65207739,0.40867025,-0.40867880,1.66670547,-1.66670385,0.73234023,-0.73233124,0.27135898,-0.27135233,0.00495890,-0.00495888,0.28301989,-0.28301198,0.25593410,-0.25593579,0.00000000,-0.00000000
-5.61580790,2.63873349,-2.63871898,0.40741978,-0.40742713,1.65013930,-1.65013670,0.73768787,-0.73768020,0.27195877,-0.27195209,0.00500324,-0.00500322,0.28712759,-0.28712037,0.25484312,-0.25484423,0.00000000,-0.00000000
-5.60980490,2.62827389,-2.62825770,0.40817438,-0.40818055,1.63596787,-1.63596379,0.74264887,-0.74264259,0.27258956,-0.27258279,0.00504221,-0.00504219,0.29069268,-0.29068619,0.25448387,-0.25448436,0.00000000,-0.00000000
-5.60380190,2.62137972,-2.62136127,0.41100775,-0.41101276,1.62472194,-1.62471594,0.74719415,-0.74718931,0.27330842,-0.27330148,0.00507434,-0.00507431,0.29370378,-0.29369802,0.25493150,-0.25493131,0.00000000,-0.00000000
-5.59779890,2.61864745,-2.61862622,0.41595579,-0.41595969,1.61688085,-1.61687251,0.75128626,-0.75128290,0.27417010,-0.27416293,0.00509798,-0.00509796,0.29615820,-0.29615318,0.25624249,-0.25624160,0.00000000,-0.00000000
-5.59179590,2.62059069,-2.62056627,0.42301520,-0.42301808,1.61286455,-1.61285354,0.75488057,-0.75487872,0.27522523,-0.27521775,0.00511149,-0.00511147,0.29806191,-0.29805759,0.25845324,-0.25845164,0.00000000,-0.00000000
-5.58579290,2.62762889,-2.62760095,0.43214286,-0.43214483,1.61302616,-1.61301222,0.75792653,-0.75792620,0.27651835,-0.27651052,0.00511322,-0.00511320,0.29942880,-0.29942517,0.26157895,-0.26157666,0.00000000,-0.00000000
-5.57978989,2.64007606,-2.64004441,0.44325616,-0.44325733,1.61764463,-1.61762759,0.76036865,-0.76036985,0.27808584,-0.27807760,0.00510170,-0.00510168,0.30027963,-0.30027664,0.26561305,-0.26561010,0.00000000,-0.00000000
-5.57378689,2.65812974,-2.65809433,0.45623401,-0.45623456,1.62691756,-1.62689735,0.76214751,-0.76215024,0.27995379,-0.27994513,0.00507563,-0.00507562,0.30064041,-0.30063803,0.27052697,-0.27052343,0.00000000,-0.00000000
-5.56778389,2.68186025,-2.68182122,0.47091872,-0.47091883,1.64095416,-1.64093081,0.76320044,-0.76320470,0.28213597,-0.28212688,0.00503406,-0.00503405,0.30054048,-0.30053867,0.27627037,-0.27626633,0.00000000,-0.00000000
-5.56178089,2.71120079,-2.71115845,0.48711849,-0.48711834,1.65976844,-1.65974212,0.76346216,-0.76346795,0.28463194,-0.28462245,0.00497637,-0.00497637,0.30001037,-0.30000909,0.28277176,-0.28276733,0.00000000,-0.00000000
-5.55577789,2.74593889,-2.74589374,0.50461045,-0.50461028,1.68327314,-1.68324413,0.76286531,-0.76287264,0.28742550,-0.28741567,0.00490234,-0.00490234,0.29907953,-0.29907875,0.28993952,-0.28993483,0.00000000,-0.00000000
-5.54977489,2.78570990,-2.78566266,0.52314442,-0.52314443,1.71127448,-1.71124318,0.76134100,-0.76134988,0.29048356,-0.29047348,0.00481217,-0.00481218,0.29777417,-0.29777388,0.29766338,-0.29765858,0.00000000,-0.00000000
-5.54377189,2.82999349,-2.82994507,0.54244697,-0.54244742,1.74346851,-1.74343547,0.75881941,-0.75882988,0.29375560,-0.29374539,0.00470648,-0.00470650,0.29611534,-0.29611554,0.30581624,-0.30581151,0.00000000,-0.00000000
-5.53776888,2.87811389,-2.87806538,0.56222617,-0.56222729,1.77943960,-1.77940546,0.75523073,-0.75524281,0.29717384,-0.29716365,0.00458628,-0.00458630,0.29411734,-0.29411806,0.31425649,-0.31425200,0.00000000,-0.00000000
-5.53176588,2.92924480,-2.92919747,0.58217659,-0.58217861,1.81866146,-1.81862697,0.75050626,-0.75051999,0.30065417,-0.30064419,0.00445292,-0.00445295,0.29178678,-0.29178806,0.32283067,-0.32282661,0.00000000,-0.00000000
-5.52576288,2.98241957,-2.98237481,0.60198483,-0.60198799,1.86050153,-1.86046752,0.74457995,-0.74459541,0.30409790,-0.30408833,0.00430806,-0.00430810,0.28912210,-0.28912398,0.33137661,-0.33137318,0.00000000,-0.00000000
-5.51975988,3.03654724,-3.03650654,0.62133544,-0.62133993,1.90422897,-1.90419635,0.73739045,-0.73740768,0.30739437,-0.30738544,0.00415357,-0.00415362,0.28611391,-0.28611647,0.33972690,-0.33972430,0.00000000,-0.00000000
-5.51375688,3.09043462,-3.09039951,0.63991707,-0.63992307,1.94902670,-1.94899641,0.72888344,-0.72890249,0.31042438,-0.31041631,0.00399146,-0.00399152,0.28274593,-0.28274924,0.34771276,-0.34771116,0.00000000,-0.00000000
-5.50775388,3.14281435,-3.14278635,0.65742905,-0.65743670,1.99400764,-1.99398062,0.71901444,-0.71903536,0.31306425,-0.31305729,0.00382382,-0.00382388,0.27899669,-0.27900083,0.35516812,-0.35516769,0.00000000,-0.00000000
-5.50175088,3.19237850,-3.19235907,0.67358802,-0.67359743,2.03823494,-2.03821212,0.70775195,-0.70777477,0.31519056,-0.31518493,0.00365269,-0.00365276,0.27484169,-0.27484675,0.36193400,-0.36193488,0.00000000,-0.00000000
-5.49574787,3.23781693,-3.23780739,0.68813478,-0.68814602,2.08074615,-2.08072838,0.69508071,-0.69510544,0.31668518,-0.31668109,0.00348006,-0.00348013,0.27025614,-0.27026220,0.36786287,-0.36786517,0.00000000,-0.00000000
-5.48974487,3.27785930,-3.27786079,0.70084101,-0.70085407,2.12058046,-2.12056852,0.68100507,-0.68103169,0.31744048,-0.31743810,0.00330773,-0.00330781,0.26521797,-0.26522508,0.37282309,-0.37282689,0.00000000,-0.00000000
-5.48374187,3.31131929,-3.31133270,0.71151576,-0.71153059,2.15680856,-2.15680311,0.66555216,-0.66558060,0.31736452,-0.31736399,0.00313732,-0.00313740,0.25971089,-0.25971911,0.37670309,-0.37670843,0.00000000,-0.00000000
-5.47773887,3.33713937,-3.33716530,0.72001160,-0.72002810,2.18856389,-2.18856540,0.64877476,-0.64880491,0.31638582,-0.31638722,0.00297020,-0.00297029,0.25372757,-0.25373689,0.37941529,-0.37942216,0.00000000,-0.00000000
-5.47173587,3.35443430,-3.35447302,0.72623007,-0.72624806,2.21507421,-2.21508301,0.63075372,-0.63078542,0.31445761,-0.31446097,0.00280749,-0.00280758,0.24727236,-0.24728277,0.38089947,-0.38090781,0.00000000,-0.00000000
-5.46573287,3.36253147,-3.36258286,0.73012629,-0.73014554,2.23569229,-2.23570849,0.61159955,-0.61163260,0.31156128,-0.31156657,0.00265004,-0.00265012,0.24036379,-0.24037524,0.38112551,-0.38113524,0.00000000,-0.00000000
-5.45972986,3.36100614,-3.36106971,0.73171249,-0.73173269,2.24992425,-2.24994777,0.59145337,-0.59148750,0.30770874,-0.30771588,0.00249844,-0.00249853,0.23303638,-0.23304877,0.38009540,-0.38010637,0.00000000,-0.00000000
-5.45372686,3.34970993,-3.34978480,0.73106019,-0.73108101,2.25745437,-2.25748489,0.57048675,-0.57052164,0.30294377,-0.30295259,0.00235308,-0.00235316,0.22534180,-0.22535500,0.37784427,-0.37785629,0.00000000,-0.00000000
-5.44772386,3.32879086,-3.32887578,0.72830090,-0.72832195,2.25816490,-2.25820191,0.54890064,-0.54893591,0.29734195,-0.29735223,0.00221411,-0.00221420,0.21734926,-0.21736311,0.37444043,-0.37445327,0.00000000,-0.00000000
-5.44172086,3.29870376,-3.29879712,0.72362511,-0.72364595,2.25215000,-2.25219277,0.52692322,-0.52695847,0.29100944,-0.29102092,0.00208156,-0.00208165,0.20914515,-0.20915943,0.36998436,-0.36999775,0.00000000,-0.00000000
-5.43571786,3.26021015,-3.26031005,0.71727943,-0.71729959,2.23972263,-2.23977026,0.50480679,-0.50484157,0.28408042,-0.28409276,0.00195532,-0.00195541,0.20083178,-0.20084624,0.36460661,-0.36462027,0.00000000,-0.00000000
-5.42971486,3.21436702,-3.21447131,0.70956187,-0.70958088,2.22141389,-2.22146533,0.48282367,-0.48285749,0.27671332,-0.27672618,0.00183523,-0.00183531,0.19252546,-0.19253985,0.35846460,-0.35847823,0.00000000,-0.00000000
-5.42371186,3.16250450,-3.16261082,0.70081530,-0.70083267,2.19796430,-2.19801835,0.46126126,-0.46129364,0.26908612,-0.26909910,0.00172109,-0.00172117,0.18435392,-0.18436795,0.35173853,-0.35175181,0.00000000,-0.00000000
-5.41770885,3.10619278,-3.10629865,0.69141897,-0.69143424,2.17030693,-2.17036232,0.44041650,-0.44044695,0.26139065,-0.26140334,0.00161272,-0.00161280,0.17645308,-0.17646646,0.34462625,-0.34463886,0.00000000,-0.00000000
-5.41170585,3.04719917,-3.04730208,0.68177857,-0.68179127,2.13954279,-2.13959820,0.42058978,-0.42061781,0.25382632,-0.25383832,0.00150998,-0.00151006,0.16896350,-0.16897592,0.33733757,-0.33734921,0.00000000,-0.00000000
-5.40570285,2.98743658,-2.98753406,0.67231469,-0.67232443,2.10690891,-2.10696299,0.40207849,-0.40210364,0.24659353,-0.24660444,0.00141281,-0.00141289,0.16202649,-0.16203766,0.33008794,-0.33009833,0.00000000,-0.00000000
-5.39969985,2.92890504,-2.92899472,0.66345039,-0.66345681,2.07374013,-2.07379158,0.38517060,-0.38519244,0.23988682,-0.23989628,0.00132125,-0.00132131,0.15578010,-0.15578974,0.32309191,-0.32310080,0.00000000,-0.00000000
-5.39369685,2.87362825,-2.87370795,0.65559797,-0.65560078,2.04142587,-2.04147347,0.37013822,-0.37015639,0.23388832,-0.23389600,0.00123541,-0.00123547,0.15035515,-0.15036300,0.31655644,-0.31656362,0.00000000,-0.00000000
-5.38769385,2.82358742,-2.82365523,0.64914551,-0.64914451,2.01136332,-2.01140595,0.35723160,-0.35724576,0.22876148,-0.22876709,0.00115554,-0.00115559,0.14587136,-0.14587721,0.31067454,-0.31067984,0.00000000,-0.00000000
-5.38169085,2.78065484,-2.78070915,0.64444370,-0.64443876,1.98490878,-1.98494545,0.34667350,-0.34668341,0.22464556,-0.22464888,0.00108197,-0.00108202,0.14243384,-0.14243750,0.30561929,-0.30562260,0.00000000,-0.00000000
-5.37568784,2.74652956,-2.74656913,0.64179339,-0.64178449,1.96332895,-1.96335887,0.33865434,-0.33865983,0.22165089,-0.22165177,0.00101515,-0.00101519,0.14012989,-0.14013122,0.30153862,-0.30153987,0.00000000,-0.00000000
-5.36968484,2.72267772,-2.72270171,0.64143449,-0.64142172,1.94775423,-1.94777679,0.33332814,-0.33332911,0.21985518,-0.21985354,0.00095559,-0.00095562,0.13902627,-0.13902519,0.29855102,-0.29855022,0.00000000,-0.00000000
-5.36368184,2.71027985,-2.71028784,0.64353659,-0.64352013,1.93913568,-1.93915046,0.33080930,-0.33080575,0.21930105,-0.21929686,0.00090391,-0.00090393,0.13916707,-0.13916355,0.29674239,-0.29673960,0.00000000,-0.00000000
-5.35767884,2.71018725,-2.71017924,0.64819178,-0.64817192,1.93820765,-1.93821448,0.33117056,-0.33116257,0.21999463,-0.21998797,0.00086076,-0.00086078,0.14057214,-0.14056620,0.29616420,-0.29615953,0.00000000,-0.00000000
-5.35167584,2.72288923,-2.72286566,0.65541013,-0.65538725,1.94545759,-1.94545650,0.33444186,-0.33442958,0.22190561,-0.22189662,0.00082689,-0.00082689,0.14323607,-0.14322778,0.29683298,-0.29682659,0.00000000,-0.00000000
-5.34567284,2.74849271,-2.74845442,0.66511797,-0.66509253,1.96110441,-1.96109564,0.34061031,-0.34059400,0.22496843,-0.22495731,0.00080307,-0.00080306,0.14712787,-0.14711738,0.29873122,-0.29872332,0.00000000,-0.00000000
