energy_ev,total_up,Cd_p_up,Cd_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.86193097,0.35100146,0.18112399,0.03268325,0.15023032,0.05973749,0.01069890,0.03976935,0.14010816,0.00000000
-5.85592796,0.37562762,0.19042246,0.03556446,0.16138800,0.06440737,0.01198357,0.04194412,0.14782653,0.00000000
-5.84992496,0.40682096,0.20399111,0.03899936,0.17541709,0.07000128,0.01342406,0.04509037,0.15832603,0.00000000
-5.84392196,0.44428079,0.22174610,0.04296122,0.19221055,0.07644473,0.01501345,0.04919481,0.17148017,0.00000000
-5.83791896,0.48762279,0.24356005,0.04741473,0.21162318,0.08365016,0.01674153,0.05423433,0.18713149,0.00000000
-5.83191596,0.53637395,0.26925683,0.05231561,0.23346902,0.09151676,0.01859461,0.06017456,0.20508970,0.00000000
-5.82591296,0.58996843,0.29860616,0.05761030,0.25751914,0.09993049,0.02055544,0.06696855,0.22512993,0.00000000
-5.81990995,0.64774526,0.33131846,0.06323589,0.28350012,0.10876466,0.02260328,0.07455532,0.24699154,0.00000000
-5.81390695,0.70894857,0.36704059,0.06912036,0.31109367,0.11788096,0.02471398,0.08285875,0.27037775,0.00000000
-5.80790395,0.77273084,0.40535308,0.07518314,0.33993764,0.12713101,0.02686032,0.09178674,0.29495640,0.00000000
-5.80190095,0.83815988,0.44576938,0.08133598,0.36962856,0.13635858,0.02901237,0.10123085,0.32036196,0.00000000
-5.79589795,0.90422960,0.48773752,0.08748427,0.39972612,0.14540219,0.03113804,0.11106655,0.34619917,0.00000000
-5.78989495,0.96987489,0.53064473,0.09352863,0.42975934,0.15409837,0.03320375,0.12115411,0.37204816,0.00000000
-5.78389195,1.03399031,0.57382500,0.09936689,0.45923471,0.16228514,0.03517515,0.13134029,0.39747119,0.00000000
-5.77788894,1.09545231,0.61656982,0.10489638,0.48764597,0.16980590,0.03701804,0.14146075,0.42202087,0.00000000
-5.77188594,1.15314424,0.65814176,0.11001632,0.51448525,0.17651334,0.03869921,0.15134313,0.44524958,0.00000000
-5.76588294,1.20598344,0.69779074,0.11463046,0.53925539,0.18227338,0.04018738,0.16081087,0.46671990,0.00000000
-5.75987994,1.25294931,0.73477231,0.11864966,0.56148280,0.18696885,0.04145410,0.16968754,0.48601556,0.00000000
-5.75387694,1.29311123,0.76836739,0.12199442,0.58073052,0.19050287,0.04247461,0.17780145,0.50275262,0.00000000
-5.74787394,1.32565521,0.79790251,0.12459722,0.59661072,0.19280157,0.04322860,0.18499062,0.51659016,0.00000000
-5.74187094,1.34990792,0.82276991,0.12640451,0.60879632,0.19381627,0.04370085,0.19110755,0.52724027,0.00000000
-5.73586793,1.36535711,0.84244630,0.12737840,0.61703101,0.19352486,0.04388167,0.19602383,0.53447670,0.00000000
-5.72986493,1.37166739,0.85650953,0.12749780,0.62113725,0.19193224,0.04376725,0.19963430,0.53814174,0.00000000
-5.72386193,1.36869049,0.86465241,0.12675904,0.62102191,0.18907004,0.04335979,0.20186048,0.53815111,0.00000000
-5.71785893,1.35646965,0.86669277,0.12517595,0.61667915,0.18499534,0.04266734,0.20265316,0.53449649,0.00000000
-5.71185593,1.33523763,0.86257942,0.12277938,0.60819042,0.17978872,0.04170359,0.20199406,0.52724552,0.00000000
-5.70585293,1.30540857,0.85239361,0.11961610,0.59572164,0.17355143,0.04048739,0.19989639,0.51653940,0.00000000
-5.69984992,1.26756402,0.83634588,0.11574729,0.57951753,0.16640212,0.03904214,0.19640426,0.50258803,0.00000000
-5.69384692,1.22243358,0.81476846,0.11124652,0.55989344,0.15847303,0.03739503,0.19159111,0.48566290,0.00000000
-5.68784392,1.17087124,0.78810350,0.10619742,0.53722500,0.14990592,0.03557619,0.18555705,0.46608818,0.00000000
-5.68184092,1.11382827,0.75688783,0.10069106,0.51193606,0.14084788,0.03361777,0.17842535,0.44423026,0.00000000
-5.67583792,1.05232400,0.72173481,0.09482328,0.48448551,0.13144722,0.03155305,0.17033822,0.42048630,0.00000000
-5.66983492,0.98741556,0.68331421,0.08869187,0.45535342,0.12184954,0.02941544,0.16145211,0.39527225,0.00000000
-5.66383192,0.92016797,0.64233098,0.08239396,0.42502719,0.11219416,0.02723766,0.15193264,0.36901075,0.00000000
-5.65782891,0.85162573,0.59950387,0.07602354,0.39398830,0.10261105,0.02505092,0.14194952,0.34211962,0.00000000
-5.65182591,0.78278682,0.55554480,0.06966920,0.36269999,0.09321828,0.02288426,0.13167161,0.31500114,0.00000000
-5.64582291,0.71458019,0.51113975,0.06341232,0.33159648,0.08412012,0.02076394,0.12126227,0.28803266,0.00000000
-5.63981991,0.64784721,0.46693185,0.05732555,0.30107399,0.07540574,0.01871302,0.11087526,0.26155869,0.00000000
-5.63381691,0.58332764,0.42350728,0.05147177,0.27148377,0.06714858,0.01675111,0.10065130,0.23588486,0.00000000
-5.62781391,0.52165027,0.38138428,0.04590342,0.24312731,0.05940637,0.01489419,0.09071529,0.21127365,0.00000000
-5.62181091,0.46332827,0.34100544,0.04066232,0.21625373,0.05222159,0.01315461,0.08117444,0.18794208,0.00000000
-5.61580790,0.40875887,0.30273332,0.03577976,0.19105925,0.04562260,0.01154118,0.07211702,0.16606119,0.00000000
-5.60980490,0.35822724,0.26684930,0.03127706,0.16768862,0.03962502,0.01005945,0.06361206,0.14575722,0.00000000
-5.60380190,0.31191377,0.23355525,0.02716633,0.14623824,0.03423352,0.00871193,0.05570959,0.12711429,0.00000000
-5.59779890,0.26990429,0.20297781,0.02345151,0.12676071,0.02944390,0.00749851,0.04844160,0.11017826,0.00000000
-5.59179590,0.23220257,0.17517464,0.02012953,0.10927054,0.02524523,0.00641690,0.04182345,0.09496166,0.00000000
-5.58579290,0.19874431,0.15014232,0.01719168,0.09375060,0.02162211,0.00546300,0.03585572,0.08144925,0.00000000
-5.57978989,0.16941207,0.12782530,0.01462491,0.08015911,0.01855702,0.00463144,0.03052621,0.06960408,0.00000000
-5.57378689,0.14405043,0.10812539,0.01241324,0.06843684,0.01603248,0.00391596,0.02581225,0.05937366,0.00000000
-5.56778389,0.12248092,0.09091143,0.01053907,0.05851417,0.01403324,0.00330988,0.02168294,0.05069611,0.00000000
-5.56178089,0.10451623,0.07602869,0.00898444,0.05031794,0.01254822,0.00280646,0.01810138,0.04350610,0.00000000
-5.55577789,0.08997324,0.06330772,0.00773214,0.04377775,0.01157236,0.00239930,0.01502674,0.03774027,0.00000000
-5.54977489,0.07868472,0.05257234,0.00676679,0.03883160,0.01110817,0.00208261,0.01241621,0.03334217,0.00000000
-5.54377189,0.07050933,0.04364671,0.00607560,0.03543077,0.01116710,0.00185150,0.01022669,0.03026653,0.00000000
-5.53776888,0.06533988,0.03636123,0.00564919,0.03354385,0.01177055,0.00170220,0.00841617,0.02848268,0.00000000
-5.53176588,0.06310961,0.03055741,0.00548203,0.03315972,0.01295068,0.00163220,0.00694494,0.02797730,0.00000000
-5.52576288,0.06379654,0.02609151,0.00557289,0.03428968,0.01475076,0.00164036,0.00577651,0.02875622,0.00000000
-5.51975988,0.06742582,0.02283719,0.00592497,0.03696838,0.01722523,0.00172703,0.00487827,0.03084532,0.00000000
-5.51375688,0.07407003,0.02068710,0.00654601,0.04125384,0.02043923,0.00189397,0.00422190,0.03429057,0.00000000
-5.50775388,0.08384738,0.01955359,0.00744804,0.04722625,0.02446785,0.00214439,0.00378368,0.03915708,0.00000000
-5.50175088,0.09691803,0.01936862,0.00864717,0.05498586,0.02939466,0.00248284,0.00354449,0.04552729,0.00000000
-5.49574787,0.11347829,0.02008297,0.01016300,0.06464971,0.03530996,0.00291505,0.00348974,0.05349814,0.00000000
-5.48974487,0.13375302,0.02166480,0.01201801,0.07634737,0.04230833,0.00344780,0.00360918,0.06317746,0.00000000
-5.48374187,0.15798616,0.02409779,0.01423675,0.09021585,0.05048576,0.00408864,0.00389652,0.07467942,0.00000000
-5.47773887,0.18642974,0.02737884,0.01684481,0.10639353,0.05993628,0.00484565,0.00434909,0.08811932,0.00000000
-5.47173587,0.21933133,0.03151538,0.01986777,0.12501357,0.07074815,0.00572714,0.00496732,0.10360761,0.00000000
-5.46573287,0.25692062,0.03652255,0.02332997,0.14619672,0.08299971,0.00674128,0.00575420,0.12124361,0.00000000
-5.45972986,0.29939510,0.04242013,0.02725318,0.17004393,0.09675507,0.00789573,0.00671471,0.14110875,0.00000000
-5.45372686,0.34690565,0.04922946,0.03165530,0.19662895,0.11205962,0.00919727,0.00785523,0.16325988,0.00000000
-5.44772386,0.39954237,0.05697027,0.03654901,0.22599128,0.12893582,0.01065139,0.00918287,0.18772279,0.00000000
-5.44172086,0.45732141,0.06565770,0.04194049,0.25812972,0.14737918,0.01226188,0.01070486,0.21448622,0.00000000
-5.43571786,0.52017321,0.07529942,0.04782820,0.29299702,0.16735482,0.01403050,0.01242788,0.24349672,0.00000000
-5.42971486,0.58793312,0.08589309,0.05420195,0.33049573,0.18879485,0.01595659,0.01435748,0.27465468,0.00000000
-5.42371186,0.66033474,0.09742413,0.06104203,0.37047586,0.21159663,0.01803681,0.01649746,0.30781182,0.00000000
-5.41770885,0.73700666,0.10986396,0.06831874,0.41273428,0.23562230,0.02026494,0.01884932,0.34277043,0.00000000
-5.41170585,0.81747311,0.12316878,0.07599216,0.45701638,0.26069958,0.02263166,0.02141184,0.37928445,0.00000000
-5.40570285,0.90115876,0.13727896,0.08401233,0.50301987,0.28662404,0.02512460,0.02418060,0.41706277,0.00000000
-5.39969985,0.98739777,0.15211899,0.09231979,0.55040077,0.31316282,0.02772831,0.02714774,0.45577450,0.00000000
-5.39369685,1.07544724,0.16759821,0.10084647,0.59878160,0.34005988,0.03042445,0.03030172,0.49505637,0.00000000
-5.38769385,1.16450452,0.18361209,0.10951697,0.64776142,0.36704256,0.03319206,0.03362728,0.53452202,0.00000000
-5.38169085,1.25372820,0.20004416,0.11825021,0.69692743,0.39382938,0.03600793,0.03710541,0.57377285,0.00000000
-5.37568784,1.34226174,0.21676852,0.12696134,0.74586769,0.42013880,0.03884705,0.04071359,0.61241010,0.00000000
-5.36968484,1.42925930,0.23365275,0.13556386,0.79418452,0.44569861,0.04168319,0.04442599,0.65004773,0.00000000
-5.36368184,1.51391234,0.25056115,0.14397195,0.84150780,0.47025566,0.04448952,0.04821391,0.68632548,0.00000000
-5.35767884,1.59547621,0.26735822,0.15210281,0.88750782,0.49358543,0.04723930,0.05204623,0.72092157,0.00000000
-5.35167584,1.67329536,0.28391211,0.15987897,0.93190684,0.51550114,0.04990656,0.05588996,0.75356449,0.00000000
-5.34567284,1.74682619,0.30009797,0.16723055,0.97448891,0.53586198,0.05246687,0.05971088,0.78404324,0.00000000
-5.33966983,1.81565640,0.31580101,0.17409719,1.01510737,0.55457990,0.05489797,0.06347420,0.81221558,0.00000000
-5.33366683,1.87951987,0.33091915,0.18042977,1.05368963,0.57162495,0.05718046,0.06714518,0.83801381,0.00000000
-5.32766383,1.93830645,0.34536508,0.18619173,1.09023885,0.58702852,0.05929834,0.07068983,0.86144770,0.00000000
-5.32166083,1.99206589,0.35906780,0.19135993,1.12483242,0.60088450,0.06123953,0.07407555,0.88260451,0.00000000
-5.31565783,2.04100585,0.37197333,0.19592507,1.15761705,0.61334818,0.06299616,0.07727169,0.90164587,0.00000000
-5.30965483,2.08548367,0.38404479,0.19989165,1.18880072,0.62463276,0.06456485,0.08025010,0.91880158,0.00000000
-5.30365183,2.12599221,0.39526182,0.20327733,1.21864153,0.63500360,0.06594676,0.08298560,0.93436069,0.00000000
-5.29764882,2.16314020,0.40561924,0.20611195,1.24743401,0.64477024,0.06714747,0.08545632,0.94865993,0.00000000
-5.29164582,2.19762755,0.41512521,0.20843600,1.27549320,0.65427650,0.06817675,0.08764405,0.96207007,0.00000000
-5.28564282,2.23021655,0.42379894,0.21029876,1.30313713,0.66388876,0.06904812,0.08953443,0.97498068,0.00000000
-5.27963982,2.26169997,0.43166796,0.21175607,1.33066844,0.67398301,0.06977829,0.09111707,0.98778370,0.00000000
-5.27363682,2.29286692,0.43876523,0.21286794,1.35835573,0.68493071,0.07038641,0.09238560,1.00085670,0.00000000
-5.26763382,2.32446788,0.44512616,0.21369590,1.38641548,0.69708422,0.07089325,0.09333765,1.01454612,0.00000000
-5.26163082,2.35717990,0.45078560,0.21430035,1.41499534,0.71076204,0.07132026,0.09397467,1.02915134,0.00000000
-5.25562781,2.39157343,0.45577504,0.21473794,1.44415942,0.72623446,0.07168859,0.09430182,1.04491001,0.00000000
-5.24962481,2.42808170,0.46012006,0.21505906,1.47387643,0.74371000,0.07201803,0.09432760,1.06198526,0.00000000
-5.24362181,2.46697419,0.46383817,0.21530560,1.50401124,0.76332332,0.07232607,0.09406359,1.08045521,0.00000000
-5.23761881,2.50833497,0.46693701,0.21550901,1.53432038,0.78512484,0.07262695,0.09352399,1.10030529,0.00000000
-5.23161581,2.55204708,0.46941319,0.21568873,1.56445191,0.80907277,0.07293085,0.09272520,1.12142357,0.00000000
-5.22561281,2.59778374,0.47125155,0.21585123,1.59394998,0.83502782,0.07324322,0.09168528,1.14359949,0.00000000
-5.21960980,2.64500706,0.47242512,0.21598939,1.62226406,0.86275092,0.07356431,0.09042347,1.16652606,0.00000000
-5.21360680,2.69297456,0.47289560,0.21608262,1.64876269,0.89190437,0.07388897,0.08895963,1.18980553,0.00000000
-5.20760380,2.74075388,0.47261452,0.21609749,1.67275156,0.92205644,0.07420658,0.08731368,1.21295867,0.00000000
-5.20160080,2.78724526,0.47152489,0.21598895,1.69349519,0.95268958,0.07450137,0.08550516,1.23543715,0.00000000
-5.19559780,2.83121152,0.46956347,0.21570206,1.71024169,0.98321202,0.07475291,0.08355274,1.25663900,0.00000000
-5.18959480,2.87131473,0.46666341,0.21517430,1.72224933,1.01297273,0.07493687,0.08147383,1.27592652,0.00000000
-5.18359180,2.90615835,0.46275741,0.21433814,1.72881431,1.04127915,0.07502598,0.07928435,1.29264621,0.00000000
-5.17758879,2.93433343,0.45778104,0.21312405,1.72929812,1.06741730,0.07499119,0.07699848,1.30614993,0.00000000
-5.17158579,2.95446738,0.45167628,0.21146355,1.72315357,1.09067355,0.07480292,0.07462862,1.31581670,0.00000000
-5.16558279,2.96527309,0.44439514,0.20929238,1.70994828,1.11035729,0.07443240,0.07218547,1.32107417,0.00000000
-5.15957979,2.96559678,0.43590300,0.20655358,1.68938439,1.12582358,0.07385299,0.06967813,1.32141912,0.00000000
-5.15357679,2.95446234,0.42618188,0.20320020,1.66131367,1.13649500,0.07304144,0.06711442,1.31643593,0.00000000
-5.14757379,2.93111030,0.41523312,0.19919780,1.62574735,1.14188166,0.07197905,0.06450119,1.30581258,0.00000000
-5.14157079,2.89502974,0.40307960,0.19452635,1.58285997,1.14159862,0.07065263,0.06184477,1.28935312,0.00000000
-5.13556778,2.84598174,0.38976725,0.18918159,1.53298730,1.13537985,0.06905517,0.05915138,1.26698643,0.00000000
-5.12956478,2.78401314,0.37536583,0.18317577,1.47661828,1.12308827,0.06718641,0.05642762,1.23877065,0.00000000
-5.12356178,2.70946019,0.35996885,0.17653769,1.41438140,1.10472124,0.06505294,0.05368091,1.20489315,0.00000000
-5.11755878,2.62294185,0.34369270,0.16931211,1.34702615,1.08041137,0.06266813,0.05091985,1.16566614,0.00000000
-5.11155578,2.52534302,0.32667498,0.16155851,1.27540061,1.05042264,0.06005175,0.04815454,1.12151795,0.00000000
-5.10555278,2.41778868,0.30907208,0.15334929,1.20042591,1.01514197,0.05722934,0.04539684,1.07298055,0.00000000
-5.09954977,2.30161007,0.29105608,0.14476756,1.12306909,0.97506663,0.05423138,0.04266044,1.02067380,0.00000000
-5.09354677,2.17830444,0.27281128,0.13590449,1.04431533,0.93078824,0.05109221,0.03996094,0.96528711,0.00000000
-5.08754377,2.04949046,0.25453021,0.12685654,0.96514093,0.88297388,0.04784898,0.03731570,0.90755948,0.00000000
-5.08154077,1.91686102,0.23640960,0.11772255,0.88648792,0.83234539,0.04454039,0.03474367,0.84825855,0.00000000
-5.07553777,1.78213565,0.21864624,0.10860083,0.80924151,0.77965767,0.04120553,0.03226512,0.78815976,0.00000000
-5.06953477,1.64701440,0.20143306,0.09958654,0.73421096,0.72567685,0.03788273,0.02990129,0.72802633,0.00000000
-5.06353177,1.51313510,0.18495542,0.09076922,0.66211449,0.67115938,0.03460850,0.02767397,0.66859080,0.00000000
-5.05752876,1.38203536,0.16938785,0.08223076,0.59356851,0.61683268,0.03141663,0.02560506,0.61053887,0.00000000
-5.05152576,1.25512072,0.15489124,0.07404379,0.52908130,0.56337812,0.02833747,0.02371608,0.55449590,0.00000000
-5.04552276,1.13363951,0.14161058,0.06627046,0.46905093,0.51141680,0.02539735,0.02202777,0.50101649,0.00000000
-5.03951976,1.01866512,0.12967322,0.05896181,0.41376716,0.46149849,0.02261825,0.02055953,0.45057721,0.00000000
-5.03351676,0.91108559,0.11918769,0.05215752,0.36341679,0.41409396,0.02001761,0.01932904,0.40357263,0.00000000
-5.02751376,0.81160024,0.11024290,0.04588616,0.31809190,0.36959057,0.01760841,0.01835180,0.36031428,0.00000000
-5.02151076,0.72072282,0.10290792,0.04016574,0.27780029,0.32829114,0.01539928,0.01764072,0.32103244,0.00000000
-5.01550775,0.63879024,0.09723191,0.03500471,0.24247745,0.29041570,0.01339491,0.01720576,0.28588034,0.00000000
-5.00950475,0.56597604,0.09324446,0.03040306,0.21199939,0.25610572,0.01159642,0.01705357,0.25494024,0.00000000
-5.00350175,0.50230728,0.09095601,0.02635372,0.18619565,0.22543042,0.01000192,0.01718717,0.22823101,0.00000000
-4.99749875,0.44768387,0.09035846,0.02284399,0.16486202,0.19839468,0.00860708,0.01760568,0.20571660,0.00000000
-4.99149575,0.40189919,0.09142577,0.01985702,0.14777235,0.17494785,0.00740567,0.01830408,0.18731511,0.00000000
-4.98549275,0.36466094,0.09411466,0.01737318,0.13468919,0.15499322,0.00639016,0.01927301,0.17290768,0.00000000
-4.97948974,0.33561128,0.09836531,0.01537147,0.12537298,0.13839746,0.00555228,0.02049864,0.16234719,0.00000000
-4.97348674,0.31434560,0.10410208,0.01383055,0.11958949,0.12499975,0.00488344,0.02196266,0.15546618,0.00000000
-4.96748374,0.30042921,0.11123434,0.01272980,0.11711551,0.11462019,0.00437518,0.02364226,0.15208380,0.00000000
-4.96148074,0.29341155,0.11965733,0.01204998,0.11774274,0.10706734,0.00401946,0.02551033,0.15201167,0.00000000
-4.95547774,0.29283764,0.12925316,0.01177375,0.12127992,0.10214450,0.00380891,0.02753572,0.15505843,0.00000000
-4.94947474,0.29825665,0.13989201,0.01188586,0.12755330,0.09965484,0.00373694,0.02968358,0.16103302,0.00000000
-4.94347174,0.30922762,0.15143347,0.01237319,0.13640560,0.09940522,0.00379776,0.03191598,0.16974664,0.00000000
-4.93746873,0.32532238,0.16372813,0.01322440,0.14769357,0.10120867,0.00398637,0.03419248,0.18101346,0.00000000
-4.93146573,0.34612598,0.17661927,0.01442954,0.16128448,0.10488580,0.00429836,0.03647098,0.19465022,0.00000000
-4.92546273,0.37123489,0.18994489,0.01597936,0.17705163,0.11026496,0.00472975,0.03870859,0.21047479,0.00000000
-4.91945973,0.40025336,0.20353971,0.01786448,0.19486917,0.11718164,0.00527669,0.04086260,0.22830392,0.00000000
-4.91345673,0.43278840,0.21723739,0.02007450,0.21460657,0.12547699,0.00593516,0.04289152,0.24795040,0.00000000
-4.90745373,0.46844376,0.23087274,0.02259708,0.23612288,0.13499587,0.00670065,0.04475617,0.26921979,0.00000000
-4.90145073,0.50681358,0.24428390,0.02541689,0.25926119,0.14558454,0.00756781,0.04642065,0.29190703,0.00000000
-4.89544772,0.54747611,0.25731443,0.02851481,0.28384355,0.15708823,0.00853018,0.04785335,0.31579322,0.00000000
-4.88944472,0.58998806,0.26981534,0.03186709,0.30966661,0.16934885,0.00957983,0.04902784,0.34064268,0.00000000
-4.88344172,0.63388021,0.28164689,0.03544477,0.33649842,0.18220294,0.01070724,0.04992358,0.36620090,0.00000000
-4.87743872,0.67865465,0.29268028,0.03921333,0.36407655,0.19548022,0.01190106,0.05052653,0.39219324,0.00000000
-4.87143572,0.72378419,0.30279910,0.04313255,0.39210778,0.20900274,0.01314816,0.05082956,0.41832491,0.00000000
-4.86543272,0.76871426,0.31190077,0.04715676,0.42026970,0.22258487,0.01443357,0.05083264,0.44428237,0.00000000
-4.85942971,0.81286766,0.31989778,0.05123540,0.44821417,0.23603420,0.01574076,0.05054284,0.46973622,0.00000000
-4.85342671,0.85565216,0.32671896,0.05531389,0.47557284,0.24915341,0.01705181,0.04997425,0.49434570,0.00000000
-4.84742371,0.89647112,0.33231074,0.05933485,0.50196463,0.26174306,0.01834784,0.04914757,0.51776483,0.00000000
-4.84142071,0.93473676,0.33663848,0.06323967,0.52700498,0.27360535,0.01960952,0.04808970,0.53965004,0.00000000
-4.83541771,0.96988593,0.33968794,0.06697026,0.55031666,0.28454858,0.02081760,0.04683318,0.55966913,0.00000000
-4.82941471,1.00139768,0.34146681,0.07047107,0.57154183,0.29439235,0.02195354,0.04541557,0.57751127,0.00000000
-4.82341171,1.02881203,0.34200635,0.07369118,0.59035468,0.30297299,0.02300023,0.04387879,0.59289755,0.00000000
-4.81740870,1.05174920,0.34136309,0.07658646,0.60647438,0.31014931,0.02394260,0.04226848,0.60559185,0.00000000
-4.81140570,1.06992816,0.33962045,0.07912162,0.61967743,0.31580812,0.02476835,0.04063339,0.61541127,0.00000000
-4.80540270,1.08318371,0.33689023,0.08127207,0.62980912,0.31986929,0.02546852,0.03902484,0.62223572,0.00000000
-4.79939970,1.09148102,0.33331375,0.08302561,0.63679313,0.32229012,0.02603800,0.03749622,0.62601614,0.00000000
-4.79339670,1.09492674,0.32906247,0.08438361,0.64063889,0.32306865,0.02647590,0.03610255,0.62678072,0.00000000
-4.78739370,1.09377571,0.32433803,0.08536184,0.64144626,0.32224578,0.02678587,0.03490014,0.62463876,0.00000000
-4.78139070,1.08843277,0.31937143,0.08599074,0.63940680,0.31990588,0.02697611,0.03394627,0.61978185,0.00000000
-4.77538769,1.07944908,0.31442113,0.08631510,0.63480177,0.31617586,0.02705931,0.03329886,0.61248198,0.00000000
-4.76938469,1.06751269,0.30977021,0.08639325,0.62799643,0.31122264,0.02705238,0.03301612,0.60308660,0.00000000
-4.76338169,1.05343344,0.30572214,0.08629554,0.61943084,0.30524904,0.02697596,0.03315622,0.59201064,0.00000000
-4.75737869,1.03812248,0.30259554,0.08610236,0.60960740,0.29848816,0.02685377,0.03377677,0.57972567,0.00000000
-4.75137569,1.02256679,0.30071755,0.08590167,0.59907535,0.29119651,0.02671189,0.03493422,0.56674643,0.00000000
-4.74537269,1.00779978,0.30041631,0.08578598,0.58841302,0.28364610,0.02657776,0.03668309,0.55361538,0.00000000
-4.73936968,0.99486867,0.30201237,0.08584922,0.57820814,0.27611581,0.02647926,0.03907510,0.54088567,0.00000000
-4.73336668,0.98480007,0.30580949,0.08618320,0.56903740,0.26888238,0.02644354,0.04215799,0.52910330,0.00000000
-4.72736368,0.97856483,0.31208506,0.08687411,0.56144556,0.26221137,0.02649604,0.04597433,0.51878900,0.00000000
-4.72136068,0.97704374,0.32108040,0.08799908,0.55592546,0.25634849,0.02665937,0.05056007,0.51042080,0.00000000
-4.71535768,0.98099530,0.33299146,0.08962286,0.55289934,0.25151176,0.02695234,0.05594305,0.50441778,0.00000000
-4.70935468,0.99102691,0.34796012,0.09179488,0.55270251,0.24788456,0.02738909,0.06214143,0.50112577,0.00000000
-4.70335168,1.00757068,0.36606671,0.09454676,0.55556997,0.24561014,0.02797840,0.06916218,0.50080559,0.00000000
-4.69734867,1.03086494,0.38732395,0.09789038,0.56162655,0.24478769,0.02872308,0.07699960,0.50362421,0.00000000
-4.69134567,1.06094223,0.41167273,0.10181656,0.57088107,0.24547008,0.02961970,0.08563411,0.50964938,0.00000000
-4.68534267,1.09762435,0.43897995,0.10629456,0.58322472,0.24766344,0.03065847,0.09503125,0.51884773,0.00000000
-4.67933967,1.14052485,0.46903877,0.11127221,0.59843384,0.25132848,0.03182334,0.10514098,0.53108659,0.00000000
-4.67333667,1.18905885,0.50157123,0.11667697,0.61617704,0.25638356,0.03309241,0.11589752,0.54613930,0.00000000
-4.66733367,1.24245998,0.53623327,0.12241762,0.63602623,0.26270928,0.03443850,0.12721955,0.56369390,0.00000000
-4.66133067,1.29980377,0.57262220,0.12838674,0.65747141,0.27015435,0.03582996,0.13901098,0.58336473,0.00000000
-4.65532766,1.36003676,0.61028626,0.13446382,0.67993836,0.27854253,0.03723169,0.15116225,0.60470647,0.00000000
-4.64932466,1.42200992,0.64873590,0.14051885,0.70280870,0.28768019,0.03860619,0.16355212,0.62722998,0.00000000
-4.64332166,1.48451537,0.68745664,0.14641641,0.72544135,0.29736426,0.03991489,0.17604996,0.65041931,0.00000000
