energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,Y_p_up,Y_d_up
-5.55577789,2.41943188,0.01419911,0.52352831,1.13700877,0.00000000,0.66200333,0.26670461,0.73556026,0.75178946
-5.54977489,2.39949383,0.01410142,0.52911147,1.11239659,0.00000000,0.64697100,0.25877953,0.73674800,0.75205209
-5.54377189,2.37350321,0.01394976,0.53265760,1.08614635,0.00000000,0.63084904,0.25062670,0.73516295,0.74998449
-5.53776888,2.34177390,0.01374344,0.53403394,1.05867925,0.00000000,0.61384549,0.24240877,0.73092484,0.74550873
-5.53176588,2.30477800,0.01348295,0.53314641,1.03047713,0.00000000,0.59620025,0.23429893,0.72422341,0.73859655
-5.52576288,2.26314163,0.01316996,0.52994301,1.00207471,0.00000000,0.57818213,0.22647861,0.71531640,0.72927200
-5.51975988,2.21763547,0.01280742,0.52441597,0.97404991,0.00000000,0.56008481,0.21913483,0.70452533,0.71761233
-5.51375688,2.16916001,0.01239949,0.51660250,0.94701216,0.00000000,0.54222163,0.21245722,0.69222912,0.70374722
-5.50775388,2.11872544,0.01195149,0.50658401,0.92158900,0.00000000,0.52491930,0.20663464,0.67885548,0.68785604
-5.50175088,2.06742655,0.01146977,0.49448394,0.89841097,0.00000000,0.50851052,0.20185143,0.66487045,0.67016335
-5.49574787,2.01641331,0.01096158,0.48046419,0.87809527,0.00000000,0.49332569,0.19828331,0.65076610,0.65093275
-5.48974487,1.96685774,0.01043483,0.46472029,0.86122838,0.00000000,0.47968396,0.19609303,0.63704701,0.63045919
-5.48374187,1.91991817,0.00989791,0.44747560,0.84834822,0.00000000,0.46788377,0.19542568,0.62421564,0.60906015
-5.47773887,1.87670212,0.00935945,0.42897465,0.83992630,0.00000000,0.45819330,0.19640406,0.61275721,0.58706580
-5.47173587,1.83822906,0.00882802,0.40947605,0.83635053,0.00000000,0.45084106,0.19912399,0.60312457,0.56480885
-5.46573287,1.80539442,0.00831195,0.38924507,0.83790917,0.00000000,0.44600716,0.20364982,0.59572345,0.54261419
-5.45972986,1.77893646,0.00781903,0.36854645,0.84477676,0.00000000,0.44381538,0.21001043,0.59089877,0.52078890
-5.45372686,1.75940713,0.00735636,0.34763744,0.85700241,0.00000000,0.44432670,0.21819567,0.58892238,0.49961302
-5.44772386,1.74714835,0.00693010,0.32676152,0.87450127,0.00000000,0.44753432,0.22815374,0.58998269,0.47933138
-5.44172086,1.74227477,0.00654535,0.30614297,0.89704949,0.00000000,0.45336072,0.23978938,0.59417676,0.46014694
-5.43571786,1.74466390,0.00620606,0.28598236,0.92428325,0.00000000,0.46165673,0.25296336,0.60150497,0.44221572
-5.42971486,1.75395411,0.00591488,0.26645325,0.95570197,0.00000000,0.47220300,0.26749307,0.61186867,0.42564361
-5.42371186,1.76955097,0.00567324,0.24769995,0.99067605,0.00000000,0.48471374,0.28315466,0.62507094,0.41048521
-5.41770885,1.79064174,0.00548125,0.22983650,1.02845892,0.00000000,0.49884274,0.29968641,0.64082049,0.39674444
-5.41170585,1.81621778,0.00533784,0.21294673,1.06820337,0.00000000,0.51419165,0.31679369,0.65873870,0.38437723
-5.40570285,1.84510412,0.00524079,0.19708528,1.10898167,0.00000000,0.53032020,0.33415513,0.67836957,0.37329572
-5.39969985,1.87599523,0.00518687,0.18227959,1.14980908,0.00000000,0.54675806,0.35143001,0.69919233,0.36337410
-5.39369685,1.90749583,0.00517198,0.16853249,1.18966990,0.00000000,0.56301808,0.36826674,0.72063635,0.35445553
-5.38769385,1.93816516,0.00519132,0.15582533,1.22754547,0.00000000,0.57861033,0.38431195,0.74209795,0.34635997
-5.38169085,1.96656324,0.00523955,0.14412157,1.26244295,0.00000000,0.59305662,0.39922021,0.76295836,0.33889258
-5.37568784,1.99129735,0.00531100,0.13337037,1.29342408,0.00000000,0.60590483,0.41266369,0.78260253,0.33185220
-5.36968484,2.01106706,0.00539986,0.12351032,1.31963284,0.00000000,0.61674273,0.42434172,0.80043793,0.32503973
-5.36368184,2.02470624,0.00550036,0.11447300,1.34032108,0.00000000,0.62521065,0.43398971,0.81591289,0.31826595
-5.35767884,2.03122047,0.00560697,0.10618629,1.35487113,0.00000000,0.63101266,0.44138716,0.82853367,0.31135863
-5.35167584,2.02981858,0.00571457,0.09857731,1.36281463,0.00000000,0.63392579,0.44636437,0.83787995,0.30416859
-5.34567284,2.01993730,0.00581863,0.09157500,1.36384692,0.00000000,0.63380708,0.44880772,0.84361795,0.29657454
-5.33966983,2.00125829,0.00591535,0.08511222,1.35783645,0.00000000,0.63059809,0.44866319,0.84551103,0.28848672
-5.33366683,1.97371699,0.00600177,0.07912744,1.34482905,0.00000000,0.62432692,0.44593810,0.84342718,0.27984909
-5.32766383,1.93750342,0.00607590,0.07356595,1.32504679,0.00000000,0.61510751,0.44070083,0.83734347,0.27064020
-5.32166083,1.89305486,0.00613678,0.06838063,1.29888172,0.00000000,0.60313646,0.43307882,0.82734703,0.26087281
-5.31565783,1.84104123,0.00618452,0.06353246,1.26688466,0.00000000,0.58868748,0.42325468,0.81363297,0.25059230
-5.30965483,1.78234368,0.00622031,0.05899055,1.22974976,0.00000000,0.57210360,0.41146075,0.79649895,0.23987406
-5.30365183,1.71802760,0.00624642,0.05473201,1.18829512,0.00000000,0.55378762,0.39797224,0.77633698,0.22882004
-5.29764882,1.64931104,0.00626611,0.05074160,1.14344056,0.00000000,0.53419107,0.38309929,0.75362261,0.21755465
-5.29164582,1.57752984,0.00628355,0.04701114,1.09618316,0.00000000,0.51380203,0.36717822,0.72890177,0.20622020
-5.28564282,1.50410074,0.00630370,0.04353895,1.04757140,0.00000000,0.49313235,0.35056222,0.70277607,0.19497213
-5.27963982,1.43048374,0.00633214,0.04032906,0.99867883,0.00000000,0.47270445,0.33361198,0.67588656,0.18397408
-5.27363682,1.35814481,0.00637490,0.03739052,0.95057798,0.00000000,0.45303837,0.31668632,0.64889688,0.17339313
-5.26763382,1.28852002,0.00643822,0.03473664,0.90431524,0.00000000,0.43463908,0.30013334,0.62247588,0.16339528
-5.26163082,1.22298202,0.00652833,0.03238423,0.86088729,0.00000000,0.41798469,0.28428212,0.59728052,0.15414120
-5.25562781,1.16280953,0.00665122,0.03035295,0.82121966,0.00000000,0.40351555,0.26943535,0.57393922,0.14578245
-5.24962481,1.10916054,0.00681236,0.02866450,0.78614771,0.00000000,0.39162460,0.25586296,0.55303618,0.13845820
-5.24362181,1.06304935,0.00701648,0.02734203,0.75640044,0.00000000,0.38264903,0.24379685,0.53509696,0.13229231
-5.23761881,1.02532792,0.00726733,0.02640942,0.73258709,0.00000000,0.37686345,0.23342684,0.52057564,0.12739107
-5.23161581,0.99667150,0.00756743,0.02589057,0.71518690,0.00000000,0.37447455,0.22489790,0.50984376,0.12384123
-5.22561281,0.97756849,0.00791793,0.02580872,0.70454176,0.00000000,0.37561728,0.21830862,0.50318130,0.12170864
-5.21960980,0.96831453,0.00831844,0.02618569,0.70085186,0.00000000,0.38035263,0.21371081,0.50076978,0.12103708
-5.21360680,0.96901044,0.00876692,0.02704113,0.70417420,0.00000000,0.38866680,0.21111037,0.50268763,0.12184766
-5.20760380,0.97956402,0.00925967,0.02839166,0.71442376,0.00000000,0.40047196,0.21046915,0.50890788,0.12413837
-5.20160080,0.99969533,0.00979126,0.03025008,0.73137735,0.00000000,0.41560821,0.21170786,0.51929825,0.12788401
-5.19559780,1.02894515,0.01035467,0.03262444,0.75467975,0.00000000,0.43384701,0.21470980,0.53362361,0.13303638
-5.18959480,1.06668657,0.01094139,0.03551720,0.78385219,0.00000000,0.45489567,0.21932532,0.55155072,0.13952470
-5.18359180,1.11213917,0.01154158,0.03892438,0.81830290,0.00000000,0.47840304,0.22537699,0.57265532,0.14725635
-5.17758879,1.16438579,0.01214434,0.04283477,0.85733947,0.00000000,0.50396615,0.23266506,0.59643136,0.15611788
-5.17158579,1.22239145,0.01273797,0.04722925,0.90018305,0.00000000,0.53113778,0.24097341,0.62230220,0.16597630
-5.16558279,1.28502419,0.01331032,0.05208026,0.94598397,0.00000000,0.55943477,0.25007546,0.64963369,0.17668076
-5.15957979,1.35107746,0.01384910,0.05735142,0.99383858,0.00000000,0.58834700,0.25974020,0.67774880,0.18806454
-5.15357679,1.41929379,0.01434227,0.06299748,1.04280719,0.00000000,0.61734692,0.26973793,0.70594342,0.19994744
-5.14757379,1.48838924,0.01477840,0.06896441,1.09193257,0.00000000,0.64589932,0.27984563,0.73350322,0.21213851
-5.14157079,1.55707823,0.01514700,0.07518990,1.14025884,0.00000000,0.67347146,0.28985192,0.75972087,0.22443923
-5.13556778,1.62409827,0.01543887,0.08160412,1.18685037,0.00000000,0.69954312,0.29956122,0.78391338,0.23664696
-5.12956478,1.68823405,0.01564635,0.08813085,1.23081013,0.00000000,0.72361653,0.30879726,0.80543906,0.24855874
-5.12356178,1.74834041,0.01576359,0.09468890,1.27129726,0.00000000,0.74522599,0.31740566,0.82371345,0.25997534
-5.11755878,1.80336357,0.01578668,0.10119384,1.30754333,0.00000000,0.76394692,0.32525562,0.83822399,0.27070540
-5.11155578,1.85236022,0.01571378,0.10756003,1.33886692,0.00000000,0.77940414,0.33224073,0.84854276,0.28056972
-5.10555278,1.89451390,0.01554514,0.11370279,1.36468606,0.00000000,0.79127935,0.33827878,0.85433691,0.28940538
-5.09954977,1.92914842,0.01528306,0.11954083,1.38452838,0.00000000,0.79931729,0.34331085,0.85537653,0.29706978
-5.09354677,1.95573782,0.01493181,0.12499863,1.39803845,0.00000000,0.80333078,0.34729963,0.85153953,0.30344434
-5.08754377,1.97391289,0.01449742,0.13000895,1.40498238,0.00000000,0.80320426,0.35022712,0.84281348,0.30843768
-5.08154077,1.98346400,0.01398750,0.13451518,1.40524940,0.00000000,0.79889569,0.35209199,0.82929431,0.31198841
-5.07553777,1.98434040,0.01341094,0.13847353,1.39885051,0.00000000,0.79043694,0.35290659,0.81118187,0.31406715
-5.06953477,1.97664604,0.01277766,0.14185498,1.38591430,0.00000000,0.77793243,0.35269404,0.78877265,0.31467790
-5.06353177,1.96063232,0.01209824,0.14464696,1.36668016,0.00000000,0.76155608,0.35148532,0.76244986,0.31385863
-5.05752876,1.93668807,0.01138365,0.14685455,1.34148909,0.00000000,0.74154669,0.34931673,0.73267131,0.31168100
-5.05152576,1.90532711,0.01064489,0.14850133,1.31077265,0.00000000,0.71820188,0.34622776,0.69995549,0.30824939
-5.04552276,1.86717409,0.00989276,0.14962972,1.27504022,0.00000000,0.69187060,0.34225950,0.66486653,0.30369907
-5.03951976,1.82294889,0.00913753,0.15030075,1.23486532,0.00000000,0.66294469,0.33745358,0.62799844,0.29819364
-5.03351676,1.77345026,0.00838876,0.15059346,1.19087118,0.00000000,0.63184947,0.33185183,0.58995940,0.29192186
-5.02751376,1.71953900,0.00765509,0.15060361,1.14371624,0.00000000,0.59903388,0.32549638,0.55135637,0.28509384
-5.02151076,1.66212125,0.00694411,0.15044202,1.09407989,0.00000000,0.56496034,0.31843034,0.51278087,0.27793677
-5.01550775,1.60213207,0.00626228,0.15023236,1.04264883,0.00000000,0.53009466,0.31069888,0.47479607,0.27069028
-5.00950475,1.54051972,0.00561488,0.15010852,0.99010443,0.00000000,0.49489642,0.30235048,0.43792566,0.26360149
-5.00350175,1.47823075,0.00500597,0.15021164,0.93711134,0.00000000,0.45980991,0.29343839,0.40264484,0.25691994
-4.99749875,1.41619606,0.00443852,0.15068675,0.88430741,0.00000000,0.42525608,0.28402202,0.36937333,0.25089246
-4.99149575,1.35531804,0.00391440,0.15167925,0.83229524,0.00000000,0.39162562,0.27416806,0.33847071,0.24575801
-4.98549275,1.29645872,0.00343450,0.15333115,0.78163521,0.00000000,0.35927326,0.26395140,0.31023385,0.24174281
-4.97948974,1.24042914,0.00299889,0.15577733,0.73284005,0.00000000,0.32851362,0.25345561,0.28489645,0.23905558
-4.97348674,1.18797973,0.00260691,0.15914175,0.68637095,0.00000000,0.29961834,0.24277293,0.26263027,0.23788318
-4.96748374,1.13979200,0.00225734,0.16353386,0.64263504,0.00000000,0.27281481,0.23200378,0.24354808,0.23838669
-4.96148074,1.09647126,0.00194855,0.16904520,0.60198418,0.00000000,0.24828611,0.22125587,0.22770782,0.24069794
-4.95547774,1.05854084,0.00167864,0.17574642,0.56471488,0.00000000,0.22617236,0.21064283,0.21511777,0.24491666
-4.94947474,1.02643756,0.00144556,0.18368464,0.53106936,0.00000000,0.20657303,0.20028254,0.20574238,0.25110828
-4.94347174,1.00050876,0.00124727,0.19288145,0.50123740,0.00000000,0.18955020,0.19029534,0.19950861,0.25930241
-4.93746873,0.98101099,0.00108187,0.20333147,0.47535912,0.00000000,0.17513257,0.18080202,0.19631227,0.26949212
-4.93146573,0.96811043,0.00094764,0.21500160,0.45352835,0.00000000,0.16331984,0.17192196,0.19602440,0.28163400
-4.92546273,0.96188512,0.00084322,0.22783104,0.43579668,0.00000000,0.15408740,0.16377138,0.19849737,0.29564898
-4.91945973,0.96232907,0.00076764,0.24173199,0.42217785,0.00000000,0.14739102,0.15646191,0.20357050,0.31142409
-4.91345673,0.96935808,0.00072037,0.25659118,0.41265258,0.00000000,0.14317139,0.15009935,0.21107519,0.32881484
-4.90745373,0.98281736,0.00070142,0.27227208,0.40717356,0.00000000,0.14135825,0.14478296,0.22083945,0.34764848
-4.90145073,1.00249049,0.00071130,0.28861781,0.40567053,0.00000000,0.14187412,0.14060495,0.23269169,0.36772787
-4.89544772,1.02810961,0.00075113,0.30545463,0.40805525,0.00000000,0.14463729,0.13765042,0.24646387,0.38883587
-4.88944472,1.05936636,0.00082254,0.32259598,0.41422624,0.00000000,0.14956421,0.13599740,0.26199389,0.41074031
-4.88344172,1.09592317,0.00092773,0.33984683,0.42407311,0.00000000,0.15657104,0.13571719,0.27912730,0.43319915
-4.87743872,1.13742434,0.00106936,0.35700837,0.43748025,0.00000000,0.16557454,0.13687456,0.29771827,0.45596588
-4.87143572,1.18350644,0.00125056,0.37388274,0.45432980,0.00000000,0.17649207,0.13952796,0.31762996,0.47879492
-4.86543272,1.23380751,0.00147478,0.39027772,0.47450364,0.00000000,0.18924103,0.14372941,0.33873421,0.50144681
-4.85942971,1.28797449,0.00174573,0.40601128,0.49788439,0.00000000,0.20373761,0.14952401,0.36091062,0.52369310
-4.85342671,1.34566858,0.00206722,0.42091565,0.52435524,0.00000000,0.21989503,0.15694911,0.38404519,0.54532076
-4.84742371,1.40656803,0.00244303,0.43484103,0.55379851,0.00000000,0.23762137,0.16603274,0.40802839,0.56613589
-4.84142071,1.47036832,0.00287668,0.44765860,0.58609316,0.00000000,0.25681722,0.17679173,0.43275290,0.58596676
-4.83541771,1.53677945,0.00337130,0.45926278,0.62111104,0.00000000,0.27737314,0.18922912,0.45811100,0.60466585
-4.82941471,1.60552057,0.00392940,0.46957269,0.65871217,0.00000000,0.29916717,0.20333127,0.48399177,0.62211106
-4.82341171,1.67631212,0.00455261,0.47853278,0.69873925,0.00000000,0.32206255,0.21906457,0.51027820,0.63820591
-4.81740870,1.74886584,0.00524153,0.48611247,0.74101158,0.00000000,0.34590582,0.23637205,0.53684429,0.65287871
-4.81140570,1.82287323,0.00599550,0.49230501,0.78531875,0.00000000,0.37052526,0.25517008,0.56355235,0.66608089
-4.80540270,1.89799322,0.00681237,0.49712541,0.83141448,0.00000000,0.39573005,0.27534542,0.59025060,0.67778446
-4.79939970,1.97383968,0.00768844,0.50060770,0.87901095,0.00000000,0.42131005,0.29675274,0.61677125,0.68797878
-4.79339670,2.04996987,0.00861827,0.50280159,0.92777418,0.00000000,0.44703637,0.31921310,0.64292918,0.69666674
-4.78739370,2.12587454,0.00959464,0.50376860,0.97732066,0.00000000,0.47266273,0.34251346,0.66852142,0.70386076
-4.78139070,2.20097079,0.01060858,0.50357806,1.02721588,0.00000000,0.49792771,0.36640746,0.69332754,0.70957853
-4.77538769,2.27459831,0.01164943,0.50230292,1.07697494,0.00000000,0.52255783,0.39061761,0.71711105,0.71383904
-4.76938469,2.34601997,0.01270499,0.50001581,1.12606557,0.00000000,0.54627143,0.41483907,0.73962196,0.71665893
-4.76338169,2.41442708,0.01376173,0.49678549,1.17391379,0.00000000,0.56878334,0.43874489,0.76060043,0.71804951
-4.75737869,2.47894980,0.01480513,0.49267379,1.21991223,0.00000000,0.58981018,0.46199275,0.77978162,0.71801457
-4.75137569,2.53867261,0.01582000,0.48773336,1.26343109,0.00000000,0.60907625,0.48423295,0.79690160,0.71654924
-4.74537269,2.59265477,0.01679093,0.48200627,1.30383150,0.00000000,0.62631974,0.50511746,0.81170421,0.71363989
-4.73936968,2.63995509,0.01770276,0.47552353,1.34048099,0.00000000,0.64129923,0.52430973,0.82394866,0.70926522
-4.73336668,2.67966018,0.01854104,0.46830555,1.37277056,0.00000000,0.65380017,0.54149473,0.83341762,0.70339842
-4.72736368,2.71091511,0.01929257,0.46036359,1.40013267,0.00000000,0.66364113,0.55638895,0.83992553,0.69601033
-4.72136068,2.73295508,0.01994582,0.45170194,1.42205954,0.00000000,0.67067968,0.56874985,0.84332667,0.68707339
-4.71535768,2.74513661,0.02049142,0.44232078,1.43812086,0.00000000,0.67481752,0.57838419,0.84352271,0.67656623
-4.70935468,2.74696663,0.02092253,0.43221948,1.44798023,0.00000000,0.67600475,0.58515502,0.84046922,0.66447841
-4.70335168,2.73812790,0.02123509,0.42140014,1.45140921,0.00000000,0.67424298,0.58898672,0.83418087,0.65081530
-4.69734867,2.71849921,0.02142808,0.40987107,1.44829866,0.00000000,0.66958718,0.58986803,0.82473489,0.63560236
-4.69134567,2.68816917,0.02150359,0.39764994,1.43866622,0.00000000,0.66214595,0.58785262,0.81227253,0.61888893
-4.68534267,2.64744253,0.02146676,0.38476652,1.42265980,0.00000000,0.65208035,0.58305734,0.79699832,0.60075091
-4.67933967,2.59683834,0.02132569,0.37126456,1.40055657,0.00000000,0.63960097,0.57565803,0.77917689,0.58129226
-4.67333667,2.53707986,0.02109114,0.35720293,1.37275725,0.00000000,0.62496347,0.56588308,0.75912758,0.56064513
-4.66733367,2.46907631,0.02077615,0.34265575,1.33977607,0.00000000,0.60846259,0.55400504,0.73721676,0.53896861
-4.66133067,2.39389720,0.02039562,0.32771152,1.30222639,0.00000000,0.59042477,0.54033063,0.71384812,0.51644598
-4.65532766,2.31274027,0.01996575,0.31247144,1.26080286,0.00000000,0.57119972,0.52518961,0.68945136,0.49328068
-4.64932466,2.22689453,0.01950344,0.29704675,1.21626060,0.00000000,0.55115106,0.50892300,0.66446969,0.46969123
-4.64332166,2.13770005,0.01902569,0.28155557,1.16939247,0.00000000,0.53064656,0.49187124,0.63934656,0.44590523
