energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.60980490,2.94408315,0.01439621,0.11763659,0.17473098,0.61090809,0.27775299,1.93868792,0.00000000
-5.60380190,2.92415164,0.01504163,0.11808234,0.17219343,0.59937889,0.27813745,1.92277096,0.00000000
-5.59779890,2.91076722,0.01579956,0.11899263,0.17036514,0.58956721,0.27927908,1.91095359,0.00000000
-5.59179590,2.90414124,0.01666513,0.12041942,0.16928071,0.58159046,0.28125883,1.90327471,0.00000000
-5.58579290,2.90427671,0.01763157,0.12240427,0.16896723,0.57552529,0.28413518,1.89963917,0.00000000
-5.57978989,2.91095876,0.01869019,0.12497618,0.16944204,0.57140371,0.28794077,1.89981529,0.00000000
-5.57378689,2.92375220,0.01983041,0.12814979,0.17071060,0.56921043,0.29267982,1.90343703,0.00000000
-5.56778389,2.94200661,0.02103983,0.13192394,0.17276444,0.56888163,0.29832651,1.91001079,0.00000000
-5.56178089,2.96486896,0.02230433,0.13628066,0.17557949,0.57030508,0.30482429,1.91892680,0.00000000
-5.55577789,2.99130355,0.02360829,0.14118473,0.17911482,0.57332181,0.31208624,1.92947485,0.00000000
-5.54977489,3.02011863,0.02493476,0.14658379,0.18331192,0.57772921,0.31999658,1.94086381,0.00000000
-5.54377189,3.04999902,0.02626580,0.15240895,0.18809464,0.58328558,0.32841316,1.95224438,0.00000000
-5.53776888,3.07954365,0.02758277,0.15857611,0.19336980,0.58971601,0.33717095,1.96273426,0.00000000
-5.53176588,3.10730679,0.02886674,0.16498780,0.19902863,0.59671931,0.34608646,1.97144493,0.00000000
-5.52576288,3.13184177,0.03009893,0.17153560,0.20494889,0.60397603,0.35496303,1.97750908,0.00000000
-5.51975988,3.15174562,0.03126114,0.17810304,0.21099775,0.61115719,0.36359663,1.98010791,0.00000000
-5.51375688,3.16570337,0.03233627,0.18456901,0.21703536,0.61793348,0.37178230,1.97849721,0.00000000
-5.50775388,3.17253055,0.03330883,0.19081147,0.22291893,0.62398473,0.37932078,1.97203151,0.00000000
-5.50175088,3.17121252,0.03416536,0.19671141,0.22850729,0.62900939,0.38602526,1.96018557,0.00000000
-5.49574787,3.16093961,0.03489499,0.20215697,0.23366568,0.63273364,0.39172804,1.94257236,0.00000000
-5.48974487,3.14113674,0.03548983,0.20704752,0.23827067,0.63491997,0.39628676,1.91895735,0.00000000
-5.48374187,3.11148687,0.03594535,0.21129756,0.24221494,0.63537493,0.39959015,1.88926836,0.00000000
-5.47773887,3.07194747,0.03626072,0.21484034,0.24541172,0.63395571,0.40156292,1.85360095,0.00000000
-5.47173587,3.02275940,0.03643898,0.21763101,0.24779881,0.63057554,0.40216970,1.81221924,0.00000000
-5.46573287,2.96444806,0.03648724,0.21964918,0.24934181,0.62520745,0.40141787,1.76555195,0.00000000
-5.45972986,2.89781654,0.03641662,0.22090072,0.25003648,0.61788649,0.39935903,1.71418413,0.00000000
-5.45372686,2.82393092,0.03624217,0.22141873,0.24991019,0.60871004,0.39608911,1.65884456,0.00000000
-5.44772386,2.74409800,0.03598263,0.22126367,0.24902210,0.59783643,0.39174701,1.60038924,0.00000000
-5.44172086,2.65983582,0.03566005,0.22052239,0.24746230,0.58548156,0.38651175,1.53978150,0.00000000
-5.43571786,2.57283775,0.03529928,0.21930632,0.24534965,0.57191376,0.38059812,1.47806905,0.00000000
-5.42971486,2.48493083,0.03492737,0.21774853,0.24282848,0.55744701,0.37425102,1.41635866,0.00000000
-5.42371186,2.39802940,0.03457279,0.21600006,0.24006423,0.54243242,0.36773848,1.35578900,0.00000000
-5.41770885,2.31408509,0.03426466,0.21422524,0.23723805,0.52724855,0.36134364,1.29750233,0.00000000
-5.41170585,2.23503438,0.03403177,0.21259647,0.23454064,0.51229053,0.35535584,1.24261569,0.00000000
-5.40570285,2.16274513,0.03390167,0.21128837,0.23216547,0.49795844,0.35006116,1.19219222,0.00000000
-5.39969985,2.09896350,0.03389970,0.21047161,0.23030165,0.48464527,0.34573268,1.14721342,0.00000000
-5.39369685,2.04526275,0.03404798,0.21030665,0.22912670,0.47272482,0.34262074,1.10855296,0.00000000
-5.38769385,2.00299539,0.03436454,0.21093753,0.22879944,0.46253996,0.34094362,1.07695285,0.00000000
-5.38169085,1.97325042,0.03486248,0.21248599,0.22945344,0.45439160,0.34087897,1.05300246,0.00000000
-5.37568784,1.95681683,0.03554925,0.21504624,0.23119111,0.44852889,0.34255635,1.03712131,0.00000000
-5.36968484,1.95415506,0.03642612,0.21868040,0.23407877,0.44514080,0.34605111,1.02954591,0.00000000
-5.36368184,1.96537750,0.03748781,0.22341513,0.23814304,0.44434963,0.35138006,1.03032152,0.00000000
-5.35767884,1.99023904,0.03872238,0.22923928,0.24336850,0.44620667,0.35849906,1.03929893,0.00000000
-5.35167584,2.02813858,0.04011126,0.23610300,0.24969703,0.45069009,0.36730275,1.05613684,0.00000000
-5.34567284,2.07813191,0.04162963,0.24391823,0.25702863,0.45770548,0.37762652,1.08030984,0.00000000
-5.33966983,2.13895594,0.04324702,0.25256066,0.26522406,0.46708879,0.38925071,1.11112217,0.00000000
-5.33366683,2.20906418,0.04492807,0.26187322,0.27410897,0.47861186,0.40190706,1.14772684,0.00000000
-5.32766383,2.28667252,0.04663361,0.27167087,0.28347954,0.49199033,0.41528715,1.18915009,0.00000000
-5.32166083,2.36981434,0.04832188,0.28174665,0.29310951,0.50689368,0.42905264,1.23432023,0.00000000
-5.31565783,2.45640310,0.04994986,0.29187887,0.30275819,0.52295709,0.44284690,1.28210041,0.00000000
-5.30965483,2.54430063,0.05147471,0.30183898,0.31217928,0.53979473,0.45630772,1.33132413,0.00000000
-5.30365183,2.63138873,0.05285533,0.31140004,0.32113012,0.55701400,0.46908050,1.38083251,0.00000000
-5.29764882,2.71564145,0.05405372,0.32034532,0.32938100,0.57423022,0.48083149,1.42951198,0.00000000
-5.29164582,2.79519544,0.05503642,0.32847676,0.33672415,0.59108112,0.49126053,1.47633108,0.00000000
-5.28564282,2.86841565,0.05577574,0.33562298,0.34298203,0.60724068,0.50011270,1.52037495,0.00000000
-5.27963982,2.93395355,0.05625074,0.34164639,0.34801459,0.62243167,0.50718854,1.56087629,0.00000000
-5.27363682,2.99079585,0.05644807,0.34644923,0.35172509,0.63643649,0.51235219,1.59724140,0.00000000
-5.26763382,3.03830118,0.05636243,0.34997818,0.35406440,0.64910579,0.51553730,1.62907033,0.00000000
-5.26163082,3.07622354,0.05599682,0.35222742,0.35503338,0.66036446,0.51675033,1.65617017,0.00000000
-5.25562781,3.10472118,0.05536240,0.35323995,0.35468339,0.67021491,0.51607117,1.67856093,0.00000000
-5.24962481,3.12435053,0.05447811,0.35310714,0.35311478,0.67873734,0.51365093,1.69647360,0.00000000
-5.24362181,3.13604527,0.05336997,0.35196651,0.35047352,0.68608705,0.50970717,1.71034052,0.00000000
-5.23761881,3.14108147,0.05207012,0.34999779,0.34694603,0.69248888,0.50451666,1.72077813,0.00000000
-5.23161581,3.14102987,0.05061569,0.34741746,0.34275247,0.69822899,0.49840592,1.72856305,0.00000000
-5.22561281,3.13769750,0.04904749,0.34447202,0.33813872,0.70364436,0.49174015,1.73460208,0.00000000
-5.21960980,3.13306083,0.04740858,0.34143007,0.33336748,0.70911031,0.48491079,1.73989753,0.00000000
-5.21360680,3.12919307,0.04574284,0.33857384,0.32870871,0.71502671,0.47832229,1.74550909,0.00000000
-5.20760380,3.12818869,0.04409350,0.33619006,0.32442999,0.72180325,0.47237876,1.75251385,0.00000000
-5.20160080,3.13208803,0.04250183,0.33456095,0.32078699,0.72984443,0.46747072,1.76196603,0.00000000
-5.19559780,3.14280486,0.04100585,0.33395533,0.31801461,0.73953484,0.46396282,1.77485788,0.00000000
-5.18959480,3.16205990,0.03963930,0.33462032,0.31631897,0.75122531,0.46218262,1.79208349,0.00000000
-5.18359180,3.19132254,0.03843072,0.33677391,0.31587068,0.76522033,0.46241112,1.81440676,0.00000000
-5.17758879,3.23176298,0.03740287,0.34059864,0.31679954,0.78176738,0.46487516,1.84243471,0.00000000
-5.17158579,3.28421643,0.03657226,0.34623650,0.31919094,0.80104839,0.46974190,1.87659725,0.00000000
-5.16558279,3.34916048,0.03594903,0.35378536,0.32308391,0.82317363,0.47711570,1.91713391,0.00000000
-5.15957979,3.42670613,0.03553694,0.36329686,0.32847105,0.84817835,0.48703721,1.96408817,0.00000000
-5.15357679,3.51660257,0.03533374,0.37477585,0.33530010,0.87602203,0.49948466,2.01730919,0.00000000
-5.14757379,3.61825501,0.03533155,0.38818143,0.34347719,0.90659040,0.51437732,2.07646093,0.00000000
-5.14157079,3.73075460,0.03551754,0.40342929,0.35287147,0.93969994,0.53158076,2.14103798,0.00000000
-5.13556778,3.85291876,0.03587463,0.42039547,0.36332098,0.97510473,0.55091365,2.21038739,0.00000000
-5.12956478,3.98334001,0.03638238,0.43892115,0.37463941,1.01250522,0.57215583,2.28373536,0.00000000
-5.12356178,4.12044100,0.03701780,0.45881836,0.38662353,1.05155864,0.59505721,2.36021756,0.00000000
-5.11755878,4.26253340,0.03775630,0.47987645,0.39906087,1.09189046,0.61934715,2.43891176,0.00000000
-5.11155578,4.40787796,0.03857252,0.50186882,0.41173736,1.13310657,0.64474387,2.51887124,0.00000000
-5.10555278,4.55474341,0.03944111,0.52456000,0.42444471,1.17480549,0.67096370,2.59915764,0.00000000
-5.09954977,4.70146165,0.04033746,0.54771252,0.43698705,1.21659035,0.69772966,2.67887174,0.00000000
-5.09354677,4.84647739,0.04123834,0.57109359,0.44918678,1.25807998,0.72477919,2.75718101,0.00000000
-5.08754377,4.98839017,0.04212230,0.59448126,0.46088930,1.29891890,0.75187084,2.83334280,0.00000000
-5.08154077,5.12598765,0.04297013,0.61766992,0.47196656,1.33878566,0.77878970,2.90672237,0.00000000
-5.07553777,5.25826912,0.04376501,0.64047505,0.48231927,1.37739956,0.80535158,2.97680515,0.00000000
-5.06953477,5.38445886,0.04449269,0.66273701,0.49187779,1.41452526,0.83140580,3.04320292,0.00000000
-5.06353177,5.50400935,0.04514148,0.68432401,0.50060174,1.44997555,0.85683671,3.10565397,0.00000000
-5.05752876,5.61659487,0.04570215,0.70513401,0.50847845,1.48361200,0.88156407,3.16401747,0.00000000
-5.05152576,5.72209628,0.04616785,0.72509563,0.51552025,1.51534376,0.90554220,3.21826260,0.00000000
-5.04552276,5.82057829,0.04653386,0.74416823,0.52176098,1.54512461,0.92875831,3.26845315,0.00000000
-5.03951976,5.91226047,0.04679742,0.76234088,0.52725179,1.57294850,0.95122989,3.31472867,0.00000000
-5.03351676,5.99748383,0.04695749,0.77963063,0.53205644,1.59884384,0.97300153,3.35728297,0.00000000
-5.02751376,6.07667436,0.04701454,0.79607984,0.53624642,1.62286675,0.99414104,3.39634129,0.00000000
-5.02151076,6.15030534,0.04697038,0.81175291,0.53989598,1.64509373,1.01473524,3.43213719,0.00000000
-5.01550775,6.21885987,0.04682796,0.82673216,0.54307745,1.66561389,1.03488532,3.46489009,0.00000000
-5.00950475,6.28279505,0.04659129,0.84111336,0.54585677,1.68452108,1.05470189,3.49478469,0.00000000
-5.00350175,6.34250901,0.04626528,0.85500059,0.54828965,1.70190624,1.07429980,3.52195282,0.00000000
-4.99749875,6.39831186,0.04585568,0.86850094,0.55041828,1.71785020,1.09379278,3.54645865,0.00000000
-4.99149575,6.45040130,0.04536902,0.88171886,0.55226880,1.73241709,1.11328790,3.56828763,0.00000000
-4.98549275,6.49884370,0.04481251,0.89475056,0.55384951,1.74564872,1.13288006,3.58733958,0.00000000
-4.97948974,6.54356085,0.04419397,0.90767853,0.55514995,1.75756001,1.15264655,3.60342605,0.00000000
-4.97348674,6.58432304,0.04352172,0.92056643,0.55614064,1.76813570,1.17264174,3.61627207,0.00000000
-4.96748374,6.62074833,0.04280447,0.93345447,0.55677379,1.77732846,1.19289233,3.62552204,0.00000000
-4.96148074,6.65230825,0.04205114,0.94635573,0.55698467,1.78505856,1.21339307,3.63074968,0.00000000
-4.95547774,6.67833988,0.04127071,0.95925330,0.55669363,1.79121519,1.23410350,3.63147146,0.00000000
-4.94947474,6.69806401,0.04047198,0.97209875,0.55580886,1.79565940,1.25494563,3.62716332,0.00000000
-4.94347174,6.71060906,0.03966339,0.98481187,0.55422965,1.79822877,1.27580310,3.61727992,0.00000000
-4.93746873,6.71504040,0.03885276,0.99728190,0.55185004,1.79874368,1.29652181,3.60127597,0.00000000
-4.93146573,6.71039419,0.03804714,1.00937022,0.54856294,1.79701495,1.31691218,3.57862883,0.00000000
-4.92546273,6.69571494,0.03725258,1.02091448,0.54426433,1.79285276,1.33675326,3.54886188,0.00000000
-4.91945973,6.67009566,0.03647400,1.03173406,0.53885770,1.78607653,1.35579846,3.51156755,0.00000000
-4.91345673,6.63271924,0.03571514,1.04163666,0.53225827,1.77652518,1.37378284,3.46642956,0.00000000
-4.90745373,6.58289956,0.03497851,1.05042575,0.52439718,1.76406765,1.39043183,3.41324335,0.00000000
-4.90145073,6.52012070,0.03426545,1.05790848,0.51522519,1.74861283,1.40547077,3.35193387,0.00000000
-4.89544772,6.44407232,0.03357622,1.06390368,0.50471601,1.73011866,1.41863516,3.28257014,0.00000000
-4.88944472,6.35467971,0.03291023,1.06824966,0.49286884,1.70859966,1.42968083,3.20537564,0.00000000
-4.88344172,6.25212668,0.03226619,1.07081115,0.47971036,1.68413262,1.43839366,3.12073413,0.00000000
-4.87743872,6.13686983,0.03164245,1.07148520,0.46529567,1.65685980,1.44459822,3.02919032,0.00000000
-4.87143572,6.00964314,0.03103723,1.07020563,0.44970843,1.62698952,1.44816496,2.93144513,0.00000000
-4.86543272,5.87145206,0.03044894,1.06694569,0.43305999,1.59479386,1.44901530,2.82834543,0.00000000
-4.85942971,5.72355673,0.02987645,1.06171896,0.41548762,1.56060339,1.44712446,2.72086849,0.00000000
-4.85342671,5.56744479,0.02931929,1.05457816,0.39715177,1.52479918,1.44252177,2.61010135,0.00000000
-4.84742371,5.40479425,0.02877786,1.04561221,0.37823258,1.48780217,1.43528841,2.49721586,0.00000000
-4.84142071,5.23742794,0.02825352,1.03494152,0.35892562,1.45006053,1.42555268,2.38344013,0.00000000
-4.83541771,5.06726130,0.02774863,1.02271183,0.33943714,1.41203537,1.41348304,2.27002740,0.00000000
-4.82941471,4.89624550,0.02726647,1.00908704,0.31997896,1.37418565,1.39927939,2.15822347,0.00000000
-4.82341171,4.72630867,0.02681117,0.99424133,0.30076313,1.33695282,1.38316296,2.04923398,0.00000000
-4.81740870,4.55929757,0.02638744,0.97835113,0.28199667,1.30074607,1.36536562,1.94419276,0.00000000
-4.81140570,4.39692249,0.02600033,0.96158740,0.26387654,1.26592890,1.34611899,1.84413257,0.00000000
-4.80540270,4.24070800,0.02565494,0.94410863,0.24658499,1.23280760,1.32564422,1.74995933,0.00000000
-4.79939970,4.09195150,0.02535603,0.92605495,0.23028548,1.20162235,1.30414290,1.66243093,0.00000000
-4.79339670,3.95169175,0.02510770,0.90754379,0.21511933,1.17254119,1.28178970,1.58214138,0.00000000
-4.78739370,3.82068855,0.02491303,0.88866711,0.20120317,1.14565735,1.25872707,1.50951092,0.00000000
-4.78139070,3.69941438,0.02477380,0.86949055,0.18862716,1.12098988,1.23506240,1.44478248,0.00000000
-4.77538769,3.58805821,0.02469023,0.85005436,0.17745425,1.09848759,1.21086764,1.38802427,0.00000000
-4.76938469,3.48654112,0.02466079,0.83037600,0.16772008,1.07803609,1.18618142,1.33913867,0.00000000
-4.76338169,3.39454254,0.02468211,0.81045434,0.15943391,1.05946743,1.16101343,1.29787645,0.00000000
-4.75737869,3.31153571,0.02474894,0.79027503,0.15258007,1.04257197,1.13535082,1.26385588,0.00000000
-4.75137569,3.23683041,0.02485426,0.76981679,0.14712010,1.02711171,1.10916612,1.23658565,0.00000000
-4.74537269,3.16962056,0.02498943,0.74905807,0.14299540,1.01283450,1.08242610,1.21549045,0.00000000
-4.73936968,3.10903431,0.02514445,0.72798393,0.14013013,0.99948834,1.05510118,1.19993808,0.00000000
-4.73336668,3.05418404,0.02530823,0.70659241,0.13843436,0.98683513,1.02717461,1.18926677,0.00000000
-4.72736368,3.00421382,0.02546904,0.68490027,0.13780726,0.97466313,0.99865101,1.18281151,0.00000000
-4.72136068,2.95834199,0.02561487,0.66294758,0.13814022,0.96279766,0.96956358,1.17992822,0.00000000
-4.71535768,2.91589707,0.02573387,0.64080113,0.13931977,0.95110948,0.93997982,1.18001486,0.00000000
-4.70935468,2.87634518,0.02581479,0.61855613,0.14123025,0.93952044,0.91000511,1.18252843,0.00000000
-4.70335168,2.83930814,0.02584738,0.59633652,0.14375610,0.92800640,0.87978421,1.18699752,0.00000000
-4.69734867,2.80457155,0.02582272,0.57429345,0.14678378,0.91659714,0.84950044,1.19302989,0.00000000
-4.69134567,2.77208269,0.02573360,0.55260242,0.15020324,0.90537340,0.81937266,1.20031497,0.00000000
-4.68534267,2.74193899,0.02557468,0.53145884,0.15390904,0.89446136,0.78965008,1.20862162,0.00000000
-4.67933967,2.71436777,0.02534269,0.51107250,0.15780106,0.88402466,0.76060537,1.21779125,0.00000000
-4.67333667,2.68969866,0.02503645,0.49166114,0.16178485,0.87425473,0.73252623,1.22772731,0.00000000
-4.66733367,2.66833052,0.02465689,0.47344327,0.16577174,0.86535951,0.70570587,1.23838156,0.00000000
-4.66133067,2.65069462,0.02420694,0.45663084,0.16967877,0.85755158,0.68043297,1.24973840,0.00000000
-4.65532766,2.63721632,0.02369130,0.44142185,0.17342841,0.85103587,0.65698142,1.26179800,0.00000000
-4.64932466,2.62827718,0.02311623,0.42799329,0.17694833,0.84599782,0.63560046,1.27455950,0.00000000
-4.64332166,2.62417968,0.02248924,0.41649476,0.18017113,0.84259236,0.61650557,1.28800513,0.00000000
-4.63731866,2.62511625,0.02181874,0.40704297,0.18303417,0.84093441,0.59987050,1.30208633,0.00000000
-4.63131566,2.63114420,0.02111371,0.39971735,0.18547958,0.84109100,0.58582090,1.31671249,0.00000000
-4.62531266,2.64216791,0.02038329,0.39455689,0.18745429,0.84307572,0.57442961,1.33174306,0.00000000
-4.61930965,2.65792884,0.01963650,0.39155842,0.18891044,0.84684547,0.56571395,1.34698349,0.00000000
-4.61330665,2.67800400,0.01888193,0.39067632,0.18980577,0.85229967,0.55963500,1.36218497,0.00000000
-4.60730365,2.70181280,0.01812741,0.39182359,0.19010426,0.85928208,0.55609896,1.37704822,0.00000000
-4.60130065,2.72863173,0.01737989,0.39487436,0.18977685,0.86758496,0.55496038,1.39123089,0.00000000
-4.59529765,2.75761616,0.01664525,0.39966766,0.18880217,0.87695545,0.55602731,1.40435814,0.00000000
-4.58929465,2.78782816,0.01592823,0.40601232,0.18716733,0.88710393,0.55906788,1.41603589,0.00000000
-4.58329165,2.81826879,0.01523241,0.41369279,0.18486856,0.89771391,0.56381834,1.42586590,0.00000000
-4.57728864,2.84791349,0.01456026,0.42247572,0.18191173,0.90845309,0.56999202,1.43346176,0.00000000
-4.57128564,2.87574872,0.01391323,0.43211715,0.17831273,0.91898518,0.57728900,1.43846515,0.00000000
-4.56528264,2.90080849,0.01329190,0.44236987,0.17409749,0.92898194,0.58540620,1.44056130,0.00000000
-4.55927964,2.92220888,0.01269613,0.45299104,0.16930180,0.93813510,0.59404738,1.43949292,0.00000000
-4.55327664,2.93917941,0.01212527,0.46374954,0.16397081,0.94616764,0.60293296,1.43507196,0.00000000
-4.54727364,2.95109001,0.01157835,0.47443309,0.15815818,0.95284412,0.61180926,1.42718848,0.00000000
-4.54127064,2.95747255,0.01105425,0.48485487,0.15192504,0.95797968,0.62045692,1.41581642,0.00000000
-4.53526763,2.95803643,0.01055190,0.49485943,0.14533859,0.96144750,0.62869830,1.40101586,0.00000000
-4.52926463,2.95267779,0.01007043,0.50432782,0.13847060,0.96318446,0.63640369,1.38293181,0.00000000
-4.52326163,2.94148236,0.00960925,0.51318182,0.13139566,0.96319491,0.64349621,1.36178967,0.00000000
-4.51725863,2.92472198,0.00916820,0.52138714,0.12418947,0.96155245,0.64995528,1.33788754,0.00000000
-4.51125563,2.90284546,0.00874753,0.52895548,0.11692704,0.95839971,0.65581859,1.31158593,0.00000000
-4.50525263,2.87646418,0.00834793,0.53594549,0.10968098,0.95394620,0.66118255,1.28329522,0.00000000
-4.49924962,2.84633322,0.00797051,0.54246240,0.10251998,0.94846424,0.66620114,1.25346172,0.00000000
-4.49324662,2.81332895,0.00761674,0.54865652,0.09550738,0.94228316,0.67108327,1.22255275,0.00000000
