energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.93996998,1.79731826,-1.20220050,0.71080917,-0.51560933,0.65858801,-0.37510058,0.00083708,-0.00062504,0.46762686,-0.32890717,0.00905550,-0.01011952,0.56873839,-0.39814959,0.26866872,-0.16993571,0.04814714,-0.03512035
-5.93396698,1.79126260,-1.22030592,0.70166468,-0.50778798,0.64654197,-0.38895407,0.00100545,-0.00060367,0.45163830,-0.33635318,0.00889753,-0.01021444,0.58494940,-0.40060974,0.28015931,-0.16920629,0.05109059,-0.03518521
-5.92796398,1.78709920,-1.24681814,0.69226863,-0.50682362,0.63482482,-0.40414367,0.00120766,-0.00060513,0.43553410,-0.34597000,0.00876025,-0.01031216,0.60245796,-0.40630074,0.29252660,-0.17031799,0.05431431,-0.03554002
-5.92196098,1.78583759,-1.28092819,0.68280024,-0.51209133,0.62398047,-0.42056432,0.00144718,-0.00062967,0.41970007,-0.35760219,0.00865384,-0.01041026,0.62140526,-0.41485075,0.30580279,-0.17306504,0.05782703,-0.03615575
-5.91595798,1.78850707,-1.32177087,0.67347471,-0.52291228,0.61454423,-0.43809558,0.00172758,-0.00067778,0.40452313,-0.37106872,0.00858961,-0.01050687,0.64194707,-0.42587766,0.32002163,-0.17723573,0.06163836,-0.03700310
-5.90995498,1.79611243,-1.36842929,0.66453056,-0.53856517,0.60702328,-0.45659741,0.00205248,-0.00075014,0.39037780,-0.38616113,0.00857979,-0.01060061,0.66424311,-0.43899512,0.33521338,-0.18261637,0.06575802,-0.03805316
-5.90395198,1.80959136,-1.41993933,0.65621760,-0.55829690,0.60187830,-0.47590635,0.00242540,-0.00084763,0.37761369,-0.40264194,0.00863715,-0.01069050,0.68844602,-0.45381827,0.35139970,-0.18899511,0.07019491,-0.03927806
-5.89794897,1.82977494,-1.47529499,0.64878568,-0.58133297,0.59950715,-0.49583257,0.00284965,-0.00097127,0.36654439,-0.42024362,0.00877472,-0.01077592,0.71469060,-0.46996931,0.36858880,-0.19616565,0.07495623,-0.04065159
-5.89194597,1.85735271,-1.53345565,0.64247466,-0.60688770,0.60023097,-0.51615819,0.00332821,-0.00112216,0.35743818,-0.43866863,0.00900543,-0.01085653,0.74308344,-0.48708317,0.38677101,-0.20393072,0.08004653,-0.04214971
-5.88594297,1.89284318,-1.59335613,0.63750562,-0.63417472,0.60428333,-0.53663736,0.00386351,-0.00130146,0.35051075,-0.45759080,0.00934167,-0.01093228,0.77369349,-0.50481330,0.40591494,-0.21210562,0.08546675,-0.04375105
-5.87993997,1.93657070,-1.65392003,0.63407356,-0.66241779,0.61180260,-0.55699832,0.00445735,-0.00151028,0.34591997,-0.47665843,0.00979496,-0.01100335,0.80654373,-0.52283756,0.42596444,-0.22052154,0.09121332,-0.04543741
-5.87393697,1.98864899,-1.71407682,0.63234147,-0.69086220,0.62282774,-0.57694757,0.00511069,-0.00174964,0.34376285,-0.49549916,0.01037553,-0.01107023,0.84160438,-0.54086431,0.44683646,-0.22902871,0.09727734,-0.04719407
-5.86793397,2.04897167,-1.77278239,0.63243575,-0.71878647,0.63729740,-0.59617618,0.00582353,-0.00202040,0.34407450,-0.51372691,0.01109190,-0.01113371,0.87878762,-0.55863838,0.46841995,-0.23749936,0.10364378,-0.04901020
-5.86193097,2.11720949,-1.82904274,0.63444298,-0.74551447,0.65505224,-0.61436817,0.00659476,-0.00232317,0.34682900,-0.53095044,0.01195050,-0.01119503,0.91794423,-0.57594695,0.49057576,-0.24583035,0.11029085,-0.05087910
-5.85592796,2.19281406,-1.88194009,0.63840771,-0.77042747,0.67584020,-0.63121050,0.00742203,-0.00265829,0.35194183,-0.54678358,0.01295531,-0.01125599,0.95886201,-0.59262500,0.51313763,-0.25394528,0.11718954,-0.05279838
-5.84992496,2.27502757,-1.93066019,0.64433138,-0.79297585,0.69932417,-0.64640444,0.00830170,-0.00302576,0.35927376,-0.56085668,0.01410749,-0.01131904,1.00126612,-0.60855994,0.53591426,-0.26179615,0.12430317,-0.05477007
-5.84392196,2.36289776,-1.97451953,0.65217206,-0.81268996,0.72509195,-0.65967755,0.00922872,-0.00342520,0.36863581,-0.57282869,0.01540508,-0.01138747,1.04482135,-0.62369537,0.55869229,-0.26936432,0.13158733,-0.05680056
-5.83791896,2.45529744,-2.01299111,0.66184505,-0.82918976,0.75266758,-0.67079578,0.01019662,-0.00385584,0.37979503,-0.58239940,0.01684278,-0.01146553,1.08913610,-0.63803353,0.58124008,-0.27666071,0.13898983,-0.05890054
-5.83191596,2.55094781,-2.04572711,0.67322411,-0.84219253,0.78152402,-0.67957502,0.01119754,-0.00431651,0.39248089,-0.58932120,0.01841173,-0.01155853,1.13376807,-0.65163618,0.60331230,-0.28372520,0.14645098,-0.06108468
-5.82591296,2.64844481,-2.07257706,0.68614342,-0.85151853,0.81109629,-0.68589137,0.01222227,-0.00480566,0.40639191,-0.59340973,0.02009943,-0.01167297,1.17823142,-0.66462386,0.62465495,-0.29062519,0.15390405,-0.06337133
-5.81990995,2.74628764,-2.09360028,0.70040009,-0.85709390,0.84079505,-0.68968948,0.01326034,-0.00532139,0.42120258,-0.59455270,0.02188973,-0.01181653,1.22200529,-0.67717321,0.64501075,-0.29745330,0.16127594,-0.06578198
-5.81390695,2.84290896,-2.10907140,0.71575733,-0.85895085,0.87001982,-0.69098854,0.01430020,-0.00586153,0.43657016,-0.59271659,0.02376296,-0.01199810,1.26454344,-0.68951251,0.66412471,-0.30432434,0.16848810,-0.06834072
-5.80790395,2.93670588,-2.11947834,0.73194823,-0.85722482,0.89817197,-0.68988538,0.01532937,-0.00642365,0.45214148,-0.58795054,0.02569610,-0.01222760,1.30528464,-0.70191532,0.68174969,-0.31137143,0.17545768,-0.07107350
-5.80190095,3.02607150,-2.12551239,0.74868016,-0.85214873,0.92466692,-0.68655447,0.01633471,-0.00700517,0.46755951,-0.58038730,0.02766316,-0.01251591,1.34366390,-0.71469241,0.69765171,-0.31874161,0.18209883,-0.07400740
-5.79589795,3.10942620,-2.12805024,0.76563980,-0.84404437,0.94894547,-0.68124473,0.01730264,-0.00760343,0.48246982,-0.57024104,0.02963559,-0.01287453,1.37912390,-0.72818223,0.71161497,-0.32659096,0.18832430,-0.07716980
-5.78989495,3.18524845,-2.12812866,0.78249876,-0.83331142,0.97048429,-0.67427308,0.01821949,-0.00821576,0.49652672,-0.55780211,0.03158291,-0.01331529,1.41112671,-0.74274002,0.72344640,-0.33507931,0.19404707,-0.08058743
-5.78389195,3.25210454,-2.12691229,0.79891977,-0.82041430,0.98880525,-0.66601518,0.01907174,-0.00883954,0.50939930,-0.54342879,0.03347330,-0.01384993,1.43916525,-0.75872607,0.73297956,-0.34436489,0.19918221,-0.08428552
-5.77788894,3.30867698,-2.12565593,0.81456337,-0.80586749,1.00348372,-0.65689350,0.01984641,-0.00947229,0.52077714,-0.52753648,0.03527443,-0.01448960,1.46277448,-0.77649328,0.74007798,-0.35459884,0.20364880,-0.08828679
-5.77188594,3.35379087,-2.12566240,0.82909489,-0.79021978,1.01415577,-0.64736340,0.02053132,-0.01011162,0.53037581,-0.51058482,0.03695422,-0.01524437,1.48154182,-0.79637452,0.74463767,-0.36591996,0.20737184,-0.09261058
-5.76588294,3.38643802,-2.12823768,0.84219166,-0.77403809,1.02052422,-0.63789764,0.02111546,-0.01075533,0.53794199,-0.49306308,0.03848170,-0.01612269,1.49511668,-0.81867001,0.74658894,-0.37844959,0.21028421,-0.09727184
-5.75987994,3.40579812,-2.13464500,0.85355015,-0.75789144,1.02236348,-0.62897016,0.02158922,-0.01140132,0.54325832,-0.47547472,0.03982788,-0.01713077,1.50321879,-0.84363518,0.74589744,-0.39228693,0.21232845,-0.10228027
-5.75387694,3.41125642,-2.14605928,0.86289285,-0.74233549,1.01952326,-0.62103961,0.02194468,-0.01204757,0.54614759,-0.45832157,0.04096655,-0.01827208,1.50564502,-0.87146922,0.74256438,-0.40750478,0.21345848,-0.10763942
-5.74787394,3.40241754,-2.16352388,0.86997465,-0.72789817,1.01193088,-0.61453350,0.02217580,-0.01269204,0.54647640,-0.44208828,0.04187506,-0.01954686,1.50227452,-0.90230475,0.73662601,-0.42414574,0.21364103,-0.11334587
-5.74187094,3.37911459,-2.18791086,0.87458843,-0.71506682,0.99959231,-0.60983331,0.02227862,-0.01333261,0.54415806,-0.42722779,0.04253500,-0.02095166,1.49307193,-0.93619865,0.72815232,-0.44221904,0.21285684,-0.11938847
-5.73586793,3.34141343,-2.21988631,0.87656960,-0.70427693,0.98259167,-0.60726145,0.02225131,-0.01396694,0.53915453,-0.41414816,0.04293271,-0.02247905,1.47808854,-0.97312462,0.71724510,-0.46169791,0.21110146,-0.12574765
-5.72986493,3.28961149,-2.25988173,0.87579942,-0.69590284,0.96108927,-0.60707019,0.02209429,-0.01459235,0.53147734,-0.40320132,0.04305972,-0.02411740,1.45746122,-1.01296731,0.70403526,-0.48251761,0.20838571,-0.13239490
-5.72386193,3.22423100,-2.30807242,0.87220696,-0.69025041,0.93531807,-0.60943319,0.02181019,-0.01520568,0.52118735,-0.39467399,0.04291296,-0.02585079,1.43140924,-1.05551860,0.68867964,-0.50457410,0.20473570,-0.13929232
-5.71785893,3.14600660,-2.36436360,0.86576958,-0.68755147,0.90557856,-0.61443963,0.02140375,-0.01580326,0.50839326,-0.38878107,0.04249485,-0.02765916,1.40022883,-1.10047586,0.67135723,-0.52772345,0.20019243,-0.14639237
-5.71185593,3.05586751,-2.42838450,0.85651180,-0.68796035,0.87223202,-0.62209126,0.02088175,-0.01638072,0.49324890,-0.38566151,0.04181317,-0.02951850,1.36428583,-1.14744262,0.65226509,-0.55178198,0.19481094,-0.15363783
-5.70585293,2.95491461,-2.49949074,0.84450293,-0.69155194,0.83569246,-0.63230220,0.02025278,-0.01693305,0.47594921,-0.38537665,0.04088079,-0.03140133,1.32400649,-1.19593159,0.63161385,-0.57652721,0.18865905,-0.16096201
-5.69984992,2.84439319,-2.57677482,0.82985318,-0.69832148,0.79641717,-0.64490160,0.01952705,-0.01745453,0.45672516,-0.38791098,0.03971522,-0.03327724,1.27986681,-1.24537019,0.60962314,-0.60169974,0.18181575,-0.16828920
-5.69384692,2.72566211,-2.65908430,0.81270885,-0.70818572,0.75489627,-0.65963872,0.01871609,-0.01793878,0.43583761,-0.39317502,0.03833803,-0.03511361,1.23238082,-1.29510866,0.58651696,-0.62700596,0.17436922,-0.17553547
-5.68784392,2.60016043,-2.74504737,0.79324659,-0.72098534,0.71164149,-0.67619047,0.01783248,-0.01837891,0.41357033,-0.40101013,0.03677417,-0.03687649,1.18208813,-1.34443063,0.56251917,-0.65212184,0.16641470,-0.18260968
-5.68184092,2.46937283,-2.83310483,0.77166716,-0.73648861,0.66717449,-0.69417078,0.01688950,-0.01876762,0.39022260,-0.41119488,0.03505116,-0.03853150,1.12954134,-1.39256626,0.53784922,-0.67669771,0.15805207,-0.18941498
-5.67583792,2.33479480,-2.92154766,0.74818903,-0.75439601,0.62201520,-0.71314171,0.01590085,-0.01909741,0.36610135,-0.42345270,0.03319833,-0.04004484,1.07529366,-1.43870742,0.51271835,-0.70036404,0.14938351,-0.19585047
-5.66983492,2.19789910,-3.00855913,0.72304199,-0.77434598,0.57667047,-0.73262577,0.01488029,-0.01936083,0.34151343,-0.43746045,0.03124591,-0.04138434,1.01988725,-1.48202509,0.48732617,-0.72273820,0.14051105,-0.20181323
-5.66383192,2.06010454,-3.09226025,0.69646129,-0.79592144,0.53162341,-0.75211896,0.01384136,-0.01955074,0.31675813,-0.45285749,0.02922426,-0.04252038,0.96384271,-1.52168820,0.46185805,-0.74343220,0.13153430,-0.20720059
-5.65782891,1.92274808,-3.17075723,0.66868230,-0.81865742,0.48732384,-0.77110440,0.01279706,-0.01966061,0.29212031,-0.46925520,0.02716307,-0.04342691,0.90764996,-1.55688373,0.43648298,-0.76206110,0.12254839,-0.21191260
-5.65182591,1.78706131,-3.24218961,0.63993606,-0.84204945,0.44418015,-0.78906582,0.01175962,-0.01968481,0.26786426,-0.48624635,0.02509066,-0.04408221,0.85176083,-1.58683732,0.41135228,-0.77825205,0.11364206,-0.21585456
-5.64582291,1.65415167,-3.30477771,0.61044575,-0.86556290,0.40255269,-0.80550077,0.01074027,-0.01961883,0.24422864,-0.50341442,0.02303336,-0.04446965,0.79658350,-1.61083387,0.38659899,-0.79165368,0.10489618,-0.21893972
-5.63981991,1.52498896,-3.35686802,0.58042412,-0.88864307,0.36274902,-0.81993312,0.00974905,-0.01945962,0.22142256,-0.52034247,0.02101504,-0.04457815,0.74247887,-1.62823747,0.36233786,-0.80194548,0.09638260,-0.22109174
-5.63381691,1.40039716,-3.39697518,0.55007187,-0.91072610,0.32502096,-0.83192453,0.00879471,-0.01920570,0.19962281,-0.53662152,0.01905672,-0.04440256,0.68975866,-1.63850979,0.33866602,-0.80884698,0.08816326,-0.22224715
-5.62781391,1.28105146,-3.42381942,0.51957684,-0.93125037,0.28956349,-0.84108460,0.00788460,-0.01885736,0.17897240,-0.55185840,0.01717631,-0.04394379,0.63868540,-1.64122642,0.31566408,-0.81212622,0.08028979,-0.22235740
-5.62181091,1.16748000,-3.43635827,0.48911393,-0.94966836,0.25651544,-0.84707960,0.00702462,-0.01841670,0.15958027,-0.56568285,0.01538848,-0.04320872,0.58947375,-1.63609043,0.29339764,-0.81160732,0.07280342,-0.22139071
-5.61580790,1.06006985,-3.43381177,0.45884552,-0.96545870,0.22596174,-0.84963940,0.00621925,-0.01788769,0.14152210,-0.57775395,0.01370464,-0.04220994,0.54229315,-1.62294249,0.27191897,-0.80717672,0.06573516,-0.21933330
-5.60980490,0.95907645,-3.41568037,0.42892220,-0.97813807,0.19793703,-0.84856271,0.00547156,-0.01727605,0.12484204,-0.58776586,0.01213305,-0.04096530,0.49727143,-1.60176731,0.25126894,-0.79878776,0.05910633,-0.21619029
-5.60380190,0.86463576,-3.38175519,0.39948368,-0.98727269,0.17243046,-0.84372037,0.00478334,-0.01658917,0.10955532,-0.59545274,0.01067895,-0.03949725,0.45449897,-1.57269577,0.23147876,-0.78646356,0.05292923,-0.21198589
-5.59779890,0.77677823,-3.33212027,0.37065963,-0.99248898,0.14939123,-0.83505675,0.00415516,-0.01583585,0.09565140,-0.60059292,0.00934483,-0.03783209,0.41403332,-1.53600294,0.21257178,-0.77029770,0.04720809,-0.20676310
-5.59179590,0.69544383,-3.26714706,0.34257037,-0.99348313,0.12873472,-0.82258935,0.00358649,-0.01502613,0.08309754,-0.60301230,0.00813070,-0.03599913,0.37590379,-1.49210166,0.19456495,-0.75045293,0.04194003,-0.20058284
-5.58579290,0.62049742,-3.18748131,0.31532736,-0.99002908,0.11034886,-0.80640654,0.00307590,-0.01417094,0.07184262,-0.60258677,0.00703448,-0.03402976,0.34011597,-1.44153211,0.17747011,-0.72715774,0.03711618,-0.19352247
-5.57978989,0.55174377,-3.09402298,0.28903328,-0.98198470,0.09410052,-0.78666369,0.00262118,-0.01328180,0.06182101,-0.59924392,0.00605227,-0.03195650,0.30665595,-1.38494769,0.16129494,-0.70070084,0.03272269,-0.18567386
-5.57378689,0.48894180,-2.98789996,0.26378192,-0.96929582,0.07984166,-0.76357776,0.00221949,-0.01237050,0.05295628,-0.59296364,0.00517877,-0.02981207,0.27549406,-1.32309764,0.14604366,-0.67142398,0.02874190,-0.17714102
-5.56778389,0.43181759,-2.87043651,0.23965779,-0.95199795,0.06741504,-0.73742061,0.00186753,-0.01144876,0.04516477,-0.58377788,0.00440760,-0.02762854,0.24658819,-1.25680712,0.13171749,-0.63971301,0.02515327,-0.16803741
-5.56178089,0.38007603,-2.74311757,0.21673552,-0.93021550,0.05665941,-0.70851124,0.00156169,-0.01052793,0.03835876,-0.57176923,0.00373161,-0.02543649,0.21988668,-1.18695560,0.11831480,-0.60598787,0.02193435,-0.15848302
-5.55577789,0.33341094,-2.60755014,0.19507920,-0.90415852,0.04741405,-0.67720713,0.00129818,-0.00961870,0.03244928,-0.55706862,0.00314322,-0.02326436,0.19533065,-1.11445414,0.10583124,-0.57069171,0.01906160,-0.14860133
-5.54977489,0.29151369,-2.46542308,0.17474179,-0.87411704,0.03952261,-0.64389504,0.00107317,-0.00873085,0.02734851,-0.53985191,0.00263462,-0.02113790,0.17285612,-1.04022260,0.09425966,-0.53427948,0.01651115,-0.13851624
-5.54377189,0.25408045,-2.31846643,0.15576466,-0.84045302,0.03283624,-0.60898154,0.00088289,-0.00787307,0.02297171,-0.52033546,0.00219803,-0.01907969,0.15239576,-0.96516755,0.08359011,-0.49720674,0.01425941,-0.12834919
-5.53776888,0.22081817,-2.16841174,0.13817734,-0.80359050,0.02721607,-0.57288342,0.00072375,-0.00705282,0.01923876,-0.49877087,0.00182592,-0.01710890,0.13388054,-0.89016153,0.07380981,-0.45991865,0.01228361,-0.11821639
-5.53176588,0.19144960,-2.01695437,0.12199772,-0.76400394,0.02253501,-0.53601839,0.00059237,-0.00627622,0.01607530,-0.47543883,0.00151108,-0.01524112,0.11724129,-0.81602446,0.06490331,-0.42283996,0.01056226,-0.10822642
-5.52576288,0.16571737,-1.86571889,0.10723251,-0.72220541,0.01867907,-0.49879614,0.00048571,-0.00554801,0.01341351,-0.45064241,0.00124679,-0.01348835,0.10241027,-0.74350772,0.05685271,-0.38636606,0.00907551,-0.09847818
-5.51975988,0.14338759,-1.71622847,0.09387820,-0.67873104,0.01554809,-0.46161025,0.00040110,-0.00487158,0.01119261,-0.42469985,0.00102689,-0.01185908,0.08932281,-0.67328120,0.04963812,-0.35085539,0.00780543,-0.08905922
-5.51375688,0.12425289,-1.56987887,0.08192245,-0.63412716,0.01305619,-0.42483081,0.00033626,-0.00424903,0.00935910,-0.39793706,0.00084583,-0.01035849,0.07791911,-0.60592373,0.04323828,-0.31662354,0.00673631,-0.08004460
-5.50775388,0.10813521,-1.42791766,0.07134580,-0.58893677,0.01113177,-0.38879821,0.00028937,-0.00368123,0.00786682,-0.37068021,0.00069871,-0.00898876,0.06814612,-0.54191689,0.03763136,-0.28393902,0.00585477,-0.07149613
-5.50175088,0.09488829,-1.29142879,0.06212373,-0.54368664,0.00971741,-0.35381800,0.00025910,-0.00316797,0.00667685,-0.34324846,0.00058127,-0.00774934,0.05995946,-0.48164225,0.03279587,-0.25302071,0.00515002,-0.06346211
-5.49574787,0.08439993,-1.16132278,0.05422895,-0.49887558,0.00876943,-0.32015705,0.00024457,-0.00270810,0.00575731,-0.31594718,0.00048991,-0.00663738,0.05332553,-0.42538167,0.02871176,-0.22403715,0.00461389,-0.05597745
-5.48974487,0.07659407,-1.03833224,0.04763377,-0.45496431,0.00825742,-0.28804095,0.00024545,-0.00229966,0.00508310,-0.28906185,0.00042163,-0.00564809,0.04822337,-0.37332070,0.02536150,-0.19710729,0.00424100,-0.04906424
-5.48374187,0.07143238,-0.92301254,0.04231251,-0.41236695,0.00816361,-0.25765265,0.00026189,-0.00194008,0.00463553,-0.26285282,0.00037409,-0.00477517,0.04464651,-0.32555432,0.02273119,-0.17230269,0.00402874,-0.04273256
-5.47773887,0.06891544,-0.81574716,0.03824373,-0.37144468,0.00848213,-0.22913239,0.00029461,-0.00162634,0.00440204,-0.23755103,0.00034547,-0.00401116,0.04260450,-0.28209483,0.02081158,-0.14965101,0.00397733,-0.03698163
-5.47173587,0.06908318,-0.71675712,0.03541223,-0.33250141,0.00921821,-0.20257866,0.00034479,-0.00135509,0.00437576,-0.21335492,0.00033451,-0.00334783,0.04212397,-0.24288139,0.01959899,-0.12914031,0.00408976,-0.03180107
-5.46573287,0.07201451,-0.62611393,0.03381069,-0.29578151,0.01038725,-0.17805024,0.00041418,-0.00112284,0.00455513,-0.19042838,0.00034043,-0.00277650,0.04324920,-0.20779048,0.01909598,-0.11072424,0.00437171,-0.02717239
-5.45972986,0.07782577,-0.54375516,0.03344074,-0.26146966,0.01201375,-0.15556905,0.00050501,-0.00092604,0.00494345,-0.16890000,0.00036291,-0.00228834,0.04604193,-0.17664719,0.01931175,-0.09432749,0.00483136,-0.02307047
-5.45372686,0.08666791,-0.46950210,0.03431347,-0.22969250,0.01413009,-0.13512374,0.00061999,-0.00076128,0.00554842,-0.14886331,0.00040201,-0.00187460,0.05058037,-0.14923648,0.02026222,-0.07985166,0.00547912,-0.01946509
-5.44772386,0.09872211,-0.40307870,0.03644933,-0.20052195,0.01677515,-0.11667377,0.00076227,-0.00062529,0.00638156,-0.13037811,0.00045814,-0.00152683,0.05695726,-0.12531436,0.02196971,-0.06718090,0.00632734,-0.01632242
-5.44172086,0.11419380,-0.34413103,0.03987719,-0.17397992,0.01999271,-0.10015387,0.00093540,-0.00051512,0.00745761,-0.11347263,0.00053200,-0.00123701,0.06527694,-0.10461845,0.02446223,-0.05618757,0.00738983,-0.01360634
-5.43571786,0.13330486,-0.29224682,0.04463272,-0.15004411,0.02382957,-0.08547872,0.00114326,-0.00042815,0.00879386,-0.09814656,0.00062450,-0.00099773,0.07565130,-0.08687776,0.02777226,-0.04673731,0.00868132,-0.01127980
-5.42971486,0.15628408,-0.24697432,0.05075602,-0.12865455,0.02833349,-0.07254757,0.00138996,-0.00036215,0.01040930,-0.08437447,0.00073671,-0.00080220,0.08819470,-0.07182144,0.03193519,-0.03869389,0.01021681,-0.00930590
-5.42371186,0.18335587,-0.20784019,0.05828851,-0.10972072,0.03355089,-0.06124882,0.00167975,-0.00031536,0.01232375,-0.07210978,0.00086976,-0.00064436,0.10301797,-0.05918655,0.03698721,-0.03192325,0.01201085,-0.00764890
-5.41770885,0.21472751,-0.17436601,0.06726919,-0.09312876,0.03952435,-0.05146436,0.00201688,-0.00028650,0.01455689,-0.06128884,0.00102480,-0.00051889,0.12022141,-0.04872449,0.04296292,-0.02629715,0.01407670,-0.00627500
-5.41170585,0.25057513,-0.14608311,0.07773048,-0.07874861,0.04628992,-0.04307357,0.00240549,-0.00027477,0.01712712,-0.05183513,0.00120285,-0.00042117,0.13988725,-0.04020647,0.04989254,-0.02169610,0.01642545,-0.00515308
-5.40570285,0.29102896,-0.12254562,0.08969351,-0.06644096,0.05387445,-0.03595693,0.00284938,-0.00027994,0.02005042,-0.04366327,0.00140480,-0.00034734,0.16207160,-0.03342774,0.05779896,-0.01801167,0.01906510,-0.00425515
-5.39969985,0.33615832,-0.10334153,0.10316347,-0.05606354,0.06229280,-0.02999912,0.00335189,-0.00030226,0.02333920,-0.03668288,0.00163121,-0.00029421,0.18679635,-0.02821087,0.06669463,-0.01514834,0.02199972,-0.00355681
-5.39369685,0.38595705,-0.08810185,0.11812484,-0.04747692,0.07154533,-0.02509173,0.00391570,-0.00034257,0.02700103,-0.03080206,0.00188233,-0.00025927,0.21404139,-0.02440812,0.07657848,-0.01302466,0.02522851,-0.00303748
-5.38769385,0.44033012,-0.07650783,0.13453699,-0.04054946,0.08161554,-0.02113541,0.00454263,-0.00040220,0.03103758,-0.02593040,0.00215792,-0.00024059,0.24373748,-0.02190288,0.08743306,-0.01157408,0.02874514,-0.00268057
-5.38169085,0.49908226,-0.06829624,0.15233039,-0.03516153,0.09246823,-0.01804152,0.00523347,-0.00048303,0.03544351,-0.02198160,0.00245722,-0.00023684,0.27576034,-0.02061051,0.09922201,-0.01074526,0.03253713,-0.00247358
-5.37568784,0.56190938,-0.06326286,0.17140360,-0.03120873,0.10404807,-0.01573335,0.00598780,-0.00058741,0.04020565,-0.01887553,0.00277890,-0.00024720,0.30992636,-0.02047841,0.11188807,-0.01050203,0.03658545,-0.00240808
-5.36968484,0.62839362,-0.06126418,0.19162138,-0.02860439,0.11627905,-0.01414685,0.00680391,-0.00071819,0.04530233,-0.01653974,0.00312094,-0.00027131,0.34599038,-0.02148562,0.12535175,-0.01082300,0.04086437,-0.00247966
-5.36368184,0.69800278,-0.06221743,0.21281414,-0.02728104,0.12906460,-0.01323092,0.00767862,-0.00087859,0.05070304,-0.01491052,0.00348067,-0.00030923,0.38364585,-0.02364175,0.13951096,-0.01170084,0.04534170,-0.00268779
-5.35767884,0.77009461,-0.06609890,0.23477893,-0.02719115,0.14228871,-0.01294729,0.00860732,-0.00107224,0.05636839,-0.01393339,0.00385473,-0.00036139,0.42252783,-0.02698551,0.15424152,-0.01314134,0.04997916,-0.00303566
-5.35167584,0.84392648,-0.07294071,0.25728206,-0.02830693,0.15581799,-0.01327013,0.00958388,-0.00130302,0.06225055,-0.01356319,0.00423910,-0.00042852,0.46221883,-0.03158258,0.16939882,-0.01516208,0.05473330,-0.00352995
-5.34567284,0.91867045,-0.08282596,0.28006345,-0.03061936,0.16950479,-0.01418514,0.01060083,-0.00157498,0.06829395,-0.01376370,0.00462912,-0.00051159,0.50225772,-0.03752300,0.18482061,-0.01779096,0.05955659,-0.00418052
