energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.68784392,5.23254328,0.01870360,0.62156744,4.01303621,2.85599328,0.46901225,0.19619709,0.03330057,1.20155144
-5.68184092,5.16575726,0.01868014,0.59983051,3.92422704,2.81154763,0.46206014,0.19986274,0.03350674,1.20338117
-5.67583792,5.10536265,0.01867225,0.58004874,3.84319139,2.76962256,0.45545902,0.20373629,0.03371426,1.20613185
-5.66983492,5.05102807,0.01867547,0.56220219,3.76966897,2.73020930,0.44918054,0.20776646,0.03391866,1.20965112
-5.66383192,5.00230291,0.01868484,0.54623625,3.70329064,2.69323618,0.44319281,0.21190067,0.03411508,1.21377182
-5.65782891,4.95863805,0.01869509,0.53206630,3.64360225,2.65857358,0.43746377,0.21608707,0.03429842,1.21831796
-5.65182591,4.91941092,0.01870090,0.51958316,3.59009143,2.62604134,0.43196477,0.22027668,0.03446351,1.22311169
-5.64582291,4.88395436,0.01869708,0.50865917,3.54221621,2.59541864,0.42667417,0.22442578,0.03460527,1.22798099
-5.63981991,4.85158823,0.01867888,0.49915474,3.49943439,2.56645587,0.42158082,0.22849817,0.03471902,1.23276792
-5.63381691,4.82165263,0.01864215,0.49092510,3.46123224,2.53888839,0.41668719,0.23246743,0.03480061,1.23733688
-5.62781391,4.79354138,0.01858361,0.48382703,3.42715138,2.51245134,0.41201206,0.23631893,0.03484672,1.24158255
-5.62181091,4.76673415,0.01850097,0.47772521,3.39681231,2.48689520,0.40759254,0.24005144,0.03485502,1.24543706
-5.61580790,4.74082569,0.01839313,0.47249803,3.36993365,2.46200106,0.40348539,0.24367839,0.03482440,1.24887595
-5.60980490,4.71555077,0.01826022,0.46804263,3.34634586,2.43759506,0.39976733,0.24722852,0.03475510,1.25192260
-5.60380190,4.69080331,0.01810366,0.46427873,3.32599866,2.41356122,0.39653458,0.25074593,0.03464882,1.25465067
-5.59779890,4.66664867,0.01792613,0.46115138,3.30896175,2.38985185,0.39390128,0.25428948,0.03450878,1.25718449
-5.59179590,4.64332835,0.01773151,0.45863223,3.29541861,2.36649519,0.39199713,0.25793155,0.03433965,1.25969719
-5.58579290,4.62125654,0.01752475,0.45671936,3.28565344,2.34359960,0.39096404,0.26175613,0.03414755,1.26240659
-5.57978989,4.60100872,0.01731167,0.45543574,3.28003204,2.32135415,0.39095223,0.26585635,0.03393984,1.26556905
-5.57378689,4.58330256,0.01709882,0.45482616,3.27897723,2.30002561,0.39211562,0.27033152,0.03372496,1.26947141
-5.56778389,4.56897206,0.01689317,0.45495311,3.28294022,2.27995164,0.39460698,0.27528380,0.03351215,1.27442158
-5.56178089,4.55893609,0.01670193,0.45589139,3.29236922,2.26153092,0.39857285,0.28081467,0.03331116,1.28073797
-5.55577789,4.55416288,0.01653227,0.45772220,3.30767692,2.24521026,0.40414867,0.28702129,0.03313196,1.28873852
-5.54977489,4.55563205,0.01639108,0.46052653,3.32920849,2.23146960,0.41145406,0.29399294,0.03298437,1.29872960
-5.54377189,4.56429614,0.01628479,0.46437861,3.35721189,2.22080546,0.42058876,0.30180774,0.03287773,1.31099548
-5.53776888,4.58104335,0.01621914,0.46933943,3.39181186,2.21371377,0.43162912,0.31052974,0.03282062,1.32578881
-5.53176588,4.60666328,0.01619909,0.47545095,3.43298923,2.21067268,0.44462550,0.32020645,0.03282052,1.34332241
-5.52576288,4.64181723,0.01622867,0.48273108,3.48056650,2.21212637,0.45960052,0.33086711,0.03288363,1.36376283
-5.51975988,4.68701427,0.01631096,0.49116988,3.53420065,2.21847044,0.47654836,0.34252146,0.03301462,1.38722580
-5.51375688,4.74259412,0.01644808,0.50072711,3.59338366,2.23003953,0.49543493,0.35515938,0.03321655,1.41377376
-5.50775388,4.80871731,0.01664123,0.51133121,3.65745067,2.24709768,0.51619904,0.36875115,0.03349076,1.44341537
-5.50175088,4.88536292,0.01689073,0.52287993,3.72559561,2.26983174,0.53875445,0.38324840,0.03383691,1.47610703
-5.49574787,4.97233359,0.01719620,0.53524242,3.79689355,2.29834804,0.56299259,0.39858574,0.03425298,1.51175606
-5.48974487,5.06926720,0.01755659,0.54826278,3.87032857,2.33267227,0.58878602,0.41468290,0.03473545,1.55022543
-5.48374187,5.17565451,0.01797036,0.56176475,3.94482600,2.37275244,0.61599227,0.43144734,0.03527939,1.59133957
-5.47773887,5.29086140,0.01843564,0.57555748,4.01928721,2.41846463,0.64445811,0.44877717,0.03587871,1.63489116
-5.47173587,5.41415460,0.01895028,0.58944182,4.09262534,2.46962106,0.67402391,0.46656439,0.03652635,1.68064825
-5.46573287,5.54472939,0.01951198,0.60321704,4.16380015,2.52598011,0.70452810,0.48469817,0.03721454,1.72836169
-5.45972986,5.68173786,0.02011836,0.61668743,4.23185012,2.58725750,0.73581155,0.50306814,0.03793500,1.77777243
-5.45372686,5.82431656,0.02076697,0.62966846,4.29592050,2.65313830,0.76772167,0.52156768,0.03867925,1.82861850
-5.44772386,5.97161211,0.02145529,0.64199234,4.35528555,2.72328895,0.80011632,0.54009692,0.03943873,1.88064148
-5.44172086,6.12280396,0.02218069,0.65351248,4.40936434,2.79736897,0.83286719,0.55856554,0.04020510,1.93359232
-5.43571786,6.27712341,0.02294032,0.66410684,4.45772921,2.87504166,0.86586280,0.57689527,0.04097032,1.98723652
-5.42971486,6.43386841,0.02373102,0.67367988,4.50010674,2.95598354,0.89901093,0.59502194,0.04172687,2.04135843
-5.42371186,6.59241380,0.02454918,0.68216324,4.53637150,3.03989202,0.93224040,0.61289714,0.04246781,2.09576484
-5.41770885,6.75221694,0.02539060,0.68951507,4.56653309,3.12649121,0.96550229,0.63048942,0.04318688,2.15028773
-5.41170585,6.91281879,0.02625033,0.69571812,4.59071762,3.21553555,0.99877027,0.64778485,0.04387855,2.20478611
-5.40570285,7.07384076,0.02712258,0.70077688,4.60914484,3.30681114,1.03204028,0.66478717,0.04453808,2.25914706
-5.39969985,7.23497761,0.02800063,0.70471393,4.62210244,3.40013489,1.06532931,0.68151718,0.04516147,2.31328567
-5.39369685,7.39598690,0.02887675,0.70756581,4.62991932,3.49535129,1.09867322,0.69801157,0.04574552,2.36714406
-5.38769385,7.55667540,0.02974222,0.70937870,4.63293932,3.59232696,1.13212369,0.71432107,0.04628775,2.42068913
-5.38169085,7.71688298,0.03058741,0.71020414,4.63149706,3.69094319,1.16574419,0.73050786,0.04678642,2.47390911
-5.37568784,7.87646444,0.03140186,0.71009522,4.62589733,3.79108656,1.19960498,0.74664230,0.04724043,2.52680870
-5.36968484,8.03526987,0.03217453,0.70910323,4.61639895,3.89263791,1.23377723,0.76279910,0.04764932,2.57940295
-5.36368184,8.19312402,0.03289396,0.70727515,4.60320401,3.99546014,1.26832644,0.77905273,0.04801317,2.63170970
-5.35767884,8.34980529,0.03354865,0.70465198,4.58645281,4.09938512,1.30330514,0.79547249,0.04833257,2.68374083
-5.35167584,8.50502518,0.03412731,0.70126794,4.56622440,4.20420040,1.33874532,0.81211716,0.04860852,2.73549261
-5.34567284,8.65840877,0.03461924,0.69715061,4.54254254,4.30963621,1.37465078,0.82902944,0.04884237,2.78693530
-5.33966983,8.80947742,0.03501468,0.69232181,4.51538613,4.41535369,1.41098976,0.84623057,0.04903576,2.83800271
-5.33366683,8.95763447,0.03530514,0.68679926,4.48470340,4.52093484,1.44768830,0.86371511,0.04919051,2.88858213
-5.32766383,9.10215516,0.03548369,0.68059858,4.45042851,4.62587529,1.48462468,0.88144645,0.04930859,2.93850532
-5.32166083,9.24218185,0.03554524,0.67373582,4.41249953,4.72958055,1.52162547,0.89935310,0.04939205,2.98754133
-5.31565783,9.37672555,0.03548670,0.66622990,4.37087642,4.83136646,1.55846349,0.91732622,0.04944294,3.03539172
-5.30965483,9.50467457,0.03530713,0.65810515,4.32555791,4.93046445,1.59485814,0.93521846,0.04946334,3.08168894
-5.30365183,9.62481105,0.03500776,0.64939352,4.27659627,5.02603205,1.63047825,0.95284457,0.04945530,3.12599832
-5.29764882,9.73583555,0.03459200,0.64013638,4.22410921,5.11716869,1.66494765,0.96998364,0.04942085,3.16782405
-5.29164582,9.83639947,0.03406525,0.63038581,4.16828811,5.20293671,1.69785344,0.98638324,0.04936206,3.20661930
-5.28564282,9.92514474,0.03343479,0.62020536,4.10940250,5.28238698,1.72875688,1.00176535,0.04928104,3.24180041
-5.27963982,10.00074945,0.03270952,0.60967005,4.04780043,5.35458843,1.75720645,1.01583393,0.04918003,3.27276474
-5.27363682,10.06197775,0.03189964,0.59886577,3.98390495,5.41866008,1.78275275,1.02828398,0.04906141,3.29891153
-5.26763382,10.10773168,0.03101637,0.58788808,3.91820697,5.47380437,1.80496451,1.03881160,0.04892780,3.31966503
-5.26163082,10.13710256,0.03007160,0.57684038,3.85125485,5.51933997,1.82344514,1.04712489,0.04878208,3.33449860
-5.25562781,10.14941890,0.02907754,0.56583162,3.78364133,5.55473233,1.83784879,1.05295489,0.04862741,3.34295875
-5.24962481,10.14428815,0.02804642,0.55497361,3.71598844,5.57962018,1.84789535,1.05606636,0.04846725,3.34468770
-5.24362181,10.12162950,0.02699019,0.54437799,3.64893089,5.59383647,1.85338339,1.05626770,0.04830526,3.33944323
-5.23761881,10.08169543,0.02592027,0.53415310,3.58309880,5.59742210,1.85420040,1.05341947,0.04814528,3.32711458
-5.23161581,10.02508016,0.02484731,0.52440073,3.51910023,5.59063158,1.85032972,1.04744128,0.04799117,3.30773341
-5.22561281,9.95271388,0.02378108,0.51521297,3.45750422,5.57392992,1.84185367,1.03831637,0.04784668,3.28147906
-5.21960980,9.86584253,0.02273032,0.50666922,3.39882490,5.54798075,1.82895263,1.02609394,0.04771523,3.24867776
-5.21360680,9.76599365,0.02170269,0.49883351,3.34350722,5.51362586,1.81190011,1.01088887,0.04759976,3.20979543
-5.20760380,9.65492968,0.02070475,0.49175219,3.29191475,5.47185736,1.79105397,0.99287884,0.04750248,3.16542473
-5.20160080,9.53459105,0.01974201,0.48545207,3.24431987,5.42378374,1.76684412,0.97229918,0.04742473,3.11626659
-5.19559780,9.40703184,0.01881898,0.47993923,3.20089698,5.37059153,1.73975745,0.94943535,0.04736676,3.06310744
-5.18959480,9.27435146,0.01793922,0.47519825,3.16171863,5.31350479,1.71032060,0.92461384,0.04732764,3.00679313
-5.18359180,9.13862591,0.01710550,0.47119227,3.12675508,5.25374433,1.67908152,0.89819155,0.04730522,2.94820105
-5.17758879,9.00184216,0.01631986,0.46786365,3.09587715,5.19248911,1.64659070,0.87054439,0.04729614,2.88821166
-5.17158579,8.86583917,0.01558376,0.46513523,3.06886239,5.13084138,1.61338299,0.84205566,0.04729587,2.82768113
-5.16558279,8.73225834,0.01489815,0.46291239,3.04540444,5.06979764,1.57996085,0.81310454,0.04729897,2.76741621
-5.15957979,8.60250563,0.01426360,0.46108551,3.02512522,5.01022623,1.54677979,0.78405542,0.04729923,2.70815248
-5.15357679,8.47772686,0.01368040,0.45953312,3.00758956,4.95285269,1.51423663,0.75524839,0.04729007,2.65053701
-5.14757379,8.35879662,0.01314858,0.45812536,2.99232171,4.89825279,1.48266087,0.72699120,0.04726481,2.59511586
-5.14157079,8.24632063,0.01266799,0.45672778,2.97882306,4.84685315,1.45230970,0.69955310,0.04721713,2.54232685
-5.13556778,8.14065026,0.01223835,0.45520531,2.96659041,4.79893861,1.42336629,0.67316051,0.04714138,2.49249737
-5.12956478,8.04190743,0.01185925,0.45342634,2.95513392,4.75466515,1.39594158,0.64799471,0.04703303,2.44584716
-5.12356178,7.95001751,0.01153018,0.45126659,2.94399413,4.71407700,1.37007906,0.62419138,0.04688890,2.40249523
-5.11755878,7.86474741,0.01125049,0.44861280,2.93275722,4.67712621,1.34576218,0.60184185,0.04670753,2.36247032
-5.11155578,7.78574621,0.01101940,0.44536612,2.92106796,4.64369322,1.32292381,0.58099590,0.04648929,2.32572389
-5.10555278,7.71258536,0.01083597,0.44144488,2.90863981,4.61360668,1.30145724,0.56166573,0.04623649,2.29214484
-5.09954977,7.64479626,0.01069910,0.43678689,2.89526191,4.58666145,1.28122804,0.54383080,0.04595337,2.26157489
-5.09354677,7.58190317,0.01060749,0.43135110,2.88080279,4.56263361,1.26208621,0.52744326,0.04564601,2.23382377
-5.08754377,7.52345011,0.01055963,0.42511849,2.86521082,4.54129200,1.24387814,0.51243374,0.04532208,2.20868370
-5.08154077,7.46902103,0.01055378,0.41809233,2.84851170,4.52240599,1.22645780,0.49871696,0.04499060,2.18594233
-5.07553777,7.41825329,0.01058799,0.41029772,2.83080332,4.50574975,1.20969692,0.48619722,0.04466157,2.16539401
-5.06953477,7.37084483,0.01066011,0.40178049,2.81224864,4.49110360,1.19349369,0.47477346,0.04434560,2.14684900
-5.06353177,7.32655632,0.01076780,0.39260551,2.79306714,4.47825322,1.17778003,0.46434368,0.04405347,2.13014078
-5.05752876,7.28520948,0.01090857,0.38285453,2.77352554,4.46698779,1.16252703,0.45480880,0.04379577,2.11513144
-5.05152576,7.24668327,0.01107984,0.37262354,2.75392843,4.45709823,1.14774877,0.44607581,0.04358251,2.10171545
-5.04552276,7.21090958,0.01127896,0.36201996,2.73460958,4.44837650,1.13350439,0.43806029,0.04342283,2.08982202
-5.03951976,7.17786984,0.01150333,0.35115954,2.71592408,4.44061709,1.11989857,0.43068825,0.04332472,2.07941644
-5.03351676,7.14759372,0.01175043,0.34016326,2.69824202,4.43362115,1.10708039,0.42389749,0.04329486,2.07050052
-5.02751376,7.12016062,0.01201789,0.32915421,2.68194358,4.42720389,1.09524080,0.41763843,0.04333853,2.06311242
-5.02151076,7.09570424,0.01230359,0.31825465,2.66741556,4.42120502,1.08460873,0.41187445,0.04345960,2.05732607
-5.01550775,7.07441988,0.01260568,0.30758323,2.65504927,4.41550198,1.07544593,0.40658197,0.04366059,2.05324990
-5.00950475,7.05657361,0.01292269,0.29725247,2.64523903,4.41002522,1.06804064,0.40175014,0.04394275,2.05102522
-5.00350175,7.04251217,0.01325350,0.28736652,2.63838114,4.40477431,1.06270031,0.39738022,0.04430627,2.05082368
-4.99749875,7.03267196,0.01359742,0.27801934,2.63487234,4.39983374,1.05974316,0.39348475,0.04475042,2.05284393
-4.99149575,7.02758536,0.01395417,0.26929306,2.63510742,4.39538674,1.05948908,0.39008636,0.04527370,2.05730702
-4.98549275,7.02788257,0.01432385,0.26125683,2.63947516,4.39172577,1.06224969,0.38721634,0.04587407,2.06445042
-4.97948974,7.03428740,0.01470691,0.25396589,2.64835215,4.38925814,1.06831783,0.38491297,0.04654900,2.07452049
-4.97348674,7.04760570,0.01510407,0.24746097,2.66209427,4.38850556,1.07795680,0.38321939,0.04729560,2.08776329
-4.96748374,7.06870538,0.01551625,0.24176803,2.68102561,4.39009675,1.09138941,0.38218140,0.04811059,2.10441376
-4.96148074,7.09848801,0.01594444,0.23689819,2.70542483,4.39475244,1.10878723,0.38184480,0.04899033,2.12468353
-4.95547774,7.13785205,0.01638959,0.23284796,2.73550971,4.40326295,1.13026041,0.38225262,0.04993067,2.14874753
-4.94947474,7.18764898,0.01685246,0.22959968,2.77142005,4.41645848,1.15584842,0.38344220,0.05092685,2.17673011
-4.94347174,7.24863374,0.01733351,0.22712219,2.81320018,4.43517336,1.18551208,0.38544213,0.05197338,2.20869103
-4.93746873,7.32141191,0.01783275,0.22537174,2.86078185,4.46020538,1.21912729,0.38826932,0.05306379,2.24461218
-4.93146573,7.40638608,0.01834959,0.22429301,2.91396887,4.49227228,1.25648092,0.39192626,0.05419058,2.28438577
-4.92546273,7.50370466,0.01888279,0.22382049,2.97242450,4.53196730,1.29726909,0.39639855,0.05534502,2.32780467
-4.91945973,7.61321600,0.01943030,0.22387986,3.03566291,4.57971620,1.34109817,0.40165296,0.05651710,2.37455577
-4.91345673,7.73443090,0.01998928,0.22438969,3.10304563,4.63573819,1.38748869,0.40763608,0.05769558,2.42421693
-4.90745373,7.86649638,0.02055601,0.22526320,3.17378388,4.70001297,1.43588223,0.41427368,0.05886802,2.47625799
-4.90145073,8.00818282,0.02112597,0.22641020,3.24694732,4.77225597,1.48565125,0.42147090,0.06002097,2.53004619
-4.89544772,8.15788638,0.02169387,0.22773910,3.32147930,4.85190368,1.53611167,0.42911334,0.06114028,2.58485618
-4.88944472,8.31364737,0.02225372,0.22915889,3.39621859,4.93811009,1.58653791,0.43706898,0.06221141,2.63988429
-4.88344172,8.47318494,0.02279904,0.23058124,3.46992702,5.02975526,1.63617991,0.44519097,0.06321990,2.69426687
-4.87743872,8.63394720,0.02332295,0.23192241,3.54132194,5.12546592,1.68428166,0.45332122,0.06415185,2.74710202
-4.87143572,8.79317510,0.02381842,0.23310509,3.60911254,5.22364771,1.73010055,0.46129460,0.06499445,2.79747388
-4.86543272,8.94797793,0.02427848,0.23406002,3.67203832,5.32252797,1.77292680,0.46894365,0.06573650,2.84447864
-4.85942971,9.09541725,0.02469641,0.23472740,3.72890811,5.42020729,1.81210238,0.47610352,0.06636899,2.88725100
-4.85342671,9.23259570,0.02506600,0.23505797,3.77863798,5.51471781,1.84703859,0.48261703,0.06688549,2.92499020
-4.84742371,9.35674712,0.02538177,0.23501375,3.82028617,5.60408569,1.87723163,0.48833957,0.06728258,2.95698436
-4.84142071,9.46532377,0.02563913,0.23456849,3.85308366,5.68639495,1.90227576,0.49314356,0.06756015,2.98263210
-4.83541771,9.55607717,0.02583458,0.23370767,3.87645881,5.75985001,1.92187327,0.49692240,0.06772153,3.00146069
-4.82941471,9.62712887,0.02596581,0.23242819,3.89005519,5.82283406,1.93584130,0.49959362,0.06777354,3.01313983
-4.82341171,9.67702842,0.02603180,0.23073776,3.89374186,5.87396077,1.94411497,0.50110111,0.06772639,3.01749071
-4.81740870,9.70479614,0.02603285,0.22865393,3.88761574,5.91211725,1.94674714,0.50141649,0.06759340,3.01449002
-4.81140570,9.70994925,0.02597059,0.22620294,3.87199632,5.93649646,1.94390463,0.50053930,0.06739062,3.00426888
-4.80540270,9.69251073,0.02584792,0.22341833,3.84741309,5.94661805,1.93586148,0.49849632,0.06713636,2.98710706
-4.79939970,9.65300105,0.02566887,0.22033953,3.81458656,5.94233697,1.92298936,0.49533999,0.06685052,2.96342265
-4.79339670,9.59241378,0.02543855,0.21701032,3.77440401,5.92384002,1.90574587,0.49114587,0.06655398,2.93375811
-4.78739370,9.51217669,0.02516292,0.21347737,3.72789118,5.89163090,1.88466110,0.48600966,0.06626786,2.89876325
-4.78139070,9.41410074,0.02484863,0.20978884,3.67618137,5.84650501,1.86032314,0.48004353,0.06601279,2.85917594
-4.77538769,9.30031943,0.02450282,0.20599313,3.62048325,5.78951551,1.83336305,0.47337238,0.06580823,2.81580164
-4.76938469,9.17322164,0.02413293,0.20213782,3.56204885,5.72193253,1.80443982,0.46612979,0.06567183,2.76949222
-4.76338169,9.03538076,0.02374648,0.19826875,3.50214269,5.64519777,1.77422572,0.45845426,0.06561882,2.72112525
-4.75737869,8.88948314,0.02335092,0.19442938,3.44201313,5.56087646,1.74339253,0.45048555,0.06566156,2.67158403
-4.75137569,8.73825834,0.02295339,0.19066029,3.38286664,5.47060882,1.71259879,0.44236145,0.06580922,2.62173920
-4.74537269,8.58441352,0.02256067,0.18699895,3.32584539,5.37606300,1.68247830,0.43421507,0.06606751,2.57243212
-4.73936968,8.43057373,0.02217895,0.18347952,3.27200839,5.27889108,1.65362992,0.42617256,0.06643859,2.52446034
-4.73336668,8.27922936,0.02181380,0.18013290,3.22231607,5.18068933,1.62660873,0.41835145,0.06692113,2.47856526
-4.72736368,8.13269154,0.02147006,0.17698680,3.17761823,5.08296391,1.60191837,0.41085947,0.06751046,2.43542198
-4.72136068,7.99305575,0.02115179,0.17406582,3.13864486,4.98710232,1.58000460,0.40379386,0.06819881,2.39563111
-4.71535768,7.86217361,0.02086222,0.17139165,3.10599955,4.89435096,1.56124986,0.39724105,0.06897570,2.35971251
-4.70935468,7.74163224,0.02060375,0.16898315,3.08015493,4.80579866,1.54596880,0.39127665,0.06982834,2.32810068
-4.70335168,7.63274071,0.02037794,0.16685639,3.06144994,4.72236584,1.53440463,0.38596566,0.07074213,2.30114148
-4.69734867,7.53652267,0.02018552,0.16502471,3.05008845,4.64479876,1.52672632,0.38136275,0.07170116,2.27909021
-4.69134567,7.45371433,0.02002640,0.16349863,3.04613918,4.57366833,1.52302666,0.37751256,0.07268870,2.26211062
-4.68534267,7.38476717,0.01989971,0.16228581,3.04953673,4.50937276,1.52332123,0.37444994,0.07368776,2.25027498
-4.67933967,7.32985469,0.01980383,0.16139084,3.06008400,4.45214348,1.52754828,0.37220012,0.07468149,2.24356501
-4.67333667,7.28888268,0.01973645,0.16081517,3.07745586,4.40205381,1.53556993,0.37077867,0.07565367,2.24187376
-4.66733367,7.26150285,0.01969459,0.16055691,3.10120455,4.35902997,1.54717454,0.37019139,0.07658908,2.24500847
-4.66133067,7.24712965,0.01967472,0.16061080,3.13076696,4.32286403,1.56208055,0.37043397,0.07747379,2.25269458
-4.65532766,7.24496022,0.01967279,0.16096812,3.16547407,4.29322871,1.57994195,0.37149175,0.07829543,2.26458084
-4.64932466,7.25399755,0.01968433,0.16161682,3.20456266,4.26969378,1.60035527,0.37333922,0.07904345,2.28024581
-4.64332166,7.27307690,0.01970457,0.16254162,3.24718950,4.25174389,1.62286832,0.37593977,0.07970918,2.29920566
