energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up
-5.69384692,3.72009627,0.00702083,0.18465785,0.55947546,0.83782301,1.33786309,0.98130125,0.00390841,2.08903310
-5.68784392,3.65411503,0.00699183,0.17715773,0.53184776,0.83194035,1.30785707,0.97411668,0.00362487,2.04835354
-5.68184092,3.58539222,0.00696166,0.16966500,0.50511271,0.82591281,1.27675639,0.96483553,0.00337245,2.00569259
-5.67583792,3.51475960,0.00692844,0.16225687,0.47949269,0.81984034,1.24486824,0.95367549,0.00315383,1.96154497
-5.66983492,3.44309391,0.00688994,0.15502070,0.45519355,0.81382953,1.21250315,0.94089169,0.00297138,1.91642520
-5.66383192,3.37130568,0.00684369,0.14805256,0.43240289,0.80799255,1.17997224,0.92677121,0.00282717,1.87086161
-5.65782891,3.30032634,0.00678712,0.14145567,0.41128912,0.80244628,1.14758440,0.91162598,0.00272293,1.82538907
-5.65182591,3.23109363,0.00671767,0.13533894,0.39200105,0.79731156,1.11564313,0.89578446,0.00266008,1.78054023
-5.64582291,3.16453542,0.00663296,0.12981542,0.37466811,0.79271251,1.08444298,0.87958205,0.00263967,1.73683547
-5.63981991,3.10155237,0.00653090,0.12500094,0.35940098,0.78877589,1.05426560,0.86335084,0.00266238,1.69477164
-5.63381691,3.04299961,0.00640982,0.12101282,0.34629263,0.78563037,1.02537519,0.84740890,0.00272845,1.65480992
-5.62781391,2.98966824,0.00626852,0.11796867,0.33541946,0.78340585,0.99801374,0.83204969,0.00283763,1.61736327
-5.62181091,2.94226702,0.00610640,0.11598540,0.32684269,0.78223247,0.97239576,0.81753196,0.00298914,1.58278396
-5.61580790,2.90140514,0.00592348,0.11517827,0.32060956,0.78223952,0.94870315,0.80407071,0.00318163,1.55135172
-5.60980490,2.86757675,0.00572041,0.11566015,0.31675454,0.78355395,0.92708008,0.79182952,0.00341307,1.52326333
-5.60380190,2.84114792,0.00549843,0.11754065,0.31530027,0.78629867,0.90762835,0.78091491,0.00368075,1.49862420
-5.59779890,2.82234684,0.00525940,0.12092543,0.31625823,0.79059040,0.89040355,0.77137272,0.00398125,1.47744251
-5.59179590,2.81125763,0.00500565,0.12591531,0.31962912,0.79653725,0.87541228,0.76318705,0.00431038,1.45962658
-5.58579290,2.80781827,0.00473996,0.13260530,0.32540293,0.80423590,0.86261064,0.75628168,0.00466325,1.44498573
-5.57978989,2.81182291,0.00446540,0.14108341,0.33355863,0.81376847,0.85190438,0.75052406,0.00503427,1.43323492
-5.57378689,2.82292839,0.00418527,0.15142916,0.34406367,0.82519925,0.84315074,0.74573166,0.00541721,1.42400316
-5.56778389,2.84066488,0.00390295,0.16371184,0.35687304,0.83857119,0.83616202,0.74168049,0.00580530,1.41684553
-5.56178089,2.86445007,0.00362178,0.17798838,0.37192826,0.85390241,0.83071090,0.73811529,0.00619138,1.41125837
-5.55577789,2.89360634,0.00334498,0.19430084,0.38915610,0.87118279,0.82653736,0.73476110,0.00656801,1.40669712
-5.54977489,2.92738005,0.00307552,0.21267369,0.40846720,0.89037076,0.82335683,0.73133540,0.00692767,1.40259588
-5.54377189,2.96496195,0.00281607,0.23311068,0.42975466,0.91139055,0.82086941,0.72756048,0.00726292,1.39838798
-5.53776888,3.00550785,0.00256891,0.25559171,0.45289263,0.93412982,0.81876956,0.72317527,0.00756665,1.39352645
-5.53176588,3.04815849,0.00233590,0.28006951,0.47773497,0.95843802,0.81675593,0.71794615,0.00783225,1.38750350
-5.52576288,3.09205769,0.00211844,0.30646655,0.50411417,0.98412554,0.81454083,0.71167616,0.00805378,1.37986792
-5.51975988,3.13636819,0.00191749,0.33467221,0.53184044,1.01096367,0.81185884,0.70421227,0.00822621,1.37023980
-5.51375688,3.18028442,0.00173356,0.36454043,0.56070121,1.03868563,0.80847427,0.69545029,0.00834554,1.35832162
-5.50775388,3.22304204,0.00156673,0.39588812,0.59046113,1.06698859,0.80418700,0.68533735,0.00840891,1.34390544
-5.50175088,3.26392411,0.00141671,0.42849440,0.62086250,1.09553677,0.79883662,0.67387187,0.00841471,1.32687584
-5.49574787,3.30226404,0.00128289,0.46210097,0.65162643,1.12396566,0.79230458,0.66110108,0.00836263,1.30720863
-5.48974487,3.33744581,0.00116439,0.49641360,0.68245465,1.15188726,0.78451448,0.64711638,0.00825362,1.28496553
-5.48374187,3.36890196,0.00106009,0.53110498,0.71303212,1.17889633,0.77543058,0.63204686,0.00808988,1.26028539
-5.47773887,3.39611011,0.00096877,0.56581892,0.74303033,1.20457752,0.76505458,0.61605138,0.00787477,1.23337241
-5.47173587,3.41858885,0.00088907,0.60017574,0.77211147,1.22851318,0.75342127,0.59930975,0.00761265,1.20448232
-5.46573287,3.43589384,0.00081961,0.63377903,0.79993326,1.25029180,0.74059303,0.58201355,0.00730877,1.17390733
-5.45972986,3.44761472,0.00075902,0.66622333,0.82615447,1.26951670,0.72665389,0.56435699,0.00696906,1.14196069
-5.45372686,3.45337371,0.00070599,0.69710271,0.85044091,1.28581487,0.71170341,0.54652848,0.00659991,1.10896186
-5.44772386,3.45282620,0.00065927,0.72601986,0.87247189,1.29884568,0.69585068,0.52870318,0.00620802,1.07522302
-5.44172086,3.44566366,0.00061773,0.75259550,0.89194672,1.30830909,0.67920901,0.51103695,0.00580014,1.04103758
-5.43571786,3.43161889,0.00058037,0.77647755,0.90859129,1.31395324,0.66189131,0.49366199,0.00538293,1.00667125
-5.42971486,3.41047351,0.00054632,0.79734997,0.92216434,1.31558110,0.64400665,0.47668417,0.00496273,0.97235595
-5.42371186,3.38206714,0.00051483,0.81494073,0.93246321,1.31305595,0.62565784,0.46018225,0.00454544,0.93828670
-5.41770885,3.34630790,0.00048531,0.82902869,0.93932890,1.30630551,0.60694026,0.44420877,0.00413639,0.90462146
-5.41170585,3.30318335,0.00045729,0.83944907,0.94265018,1.29532455,0.58794179,0.42879254,0.00374026,0.87148357
-5.40570285,3.25277122,0.00043041,0.84609730,0.94236661,1.28017595,0.56874374,0.41394246,0.00336097,0.83896658
-5.39969985,3.19524903,0.00040441,0.84893117,0.93847032,1.26099008,0.54942257,0.39965226,0.00300171,0.80714071
-5.39369685,3.13090188,0.00037915,0.84797107,0.93100653,1.23796254,0.53005218,0.38590598,0.00266490,0.77606067
-5.38769385,3.06012771,0.00035452,0.84329848,0.92007264,1.21135039,0.51070657,0.37268365,0.00235223,0.74577391
-5.38169085,2.98343946,0.00033050,0.83505269,0.90581614,1.18146697,0.49146251,0.35996700,0.00206470,0.71632887
-5.37568784,2.90146385,0.00030712,0.82342591,0.88843117,1.14867548,0.47240207,0.34774459,0.00180268,0.68778263
-5.36968484,2.81493639,0.00028441,0.80865709,0.86815408,1.11338156,0.45361471,0.33601638,0.00156601,0.66020741
-5.36368184,2.72469287,0.00026245,0.79102459,0.84525800,1.07602521,0.43519891,0.32479720,0.00135406,0.63369558
-5.35767884,2.63165732,0.00024133,0.77083814,0.82004675,1.03707220,0.41726291,0.31411922,0.00116583,0.60836279
-5.35167584,2.53682700,0.00022113,0.74843027,0.79284823,0.99700545,0.39992489,0.30403302,0.00100004,0.58434923
-5.34567284,2.44125478,0.00020196,0.72414770,0.76400748,0.95631639,0.38331221,0.29460751,0.00085521,0.56181877
-5.33966983,2.34602966,0.00018390,0.69834294,0.73387982,0.91549693,0.36755989,0.28592850,0.00072974,0.54095621
-5.33366683,2.25225607,0.00016702,0.67136633,0.70282406,0.87503188,0.35280844,0.27809612,0.00062197,0.52196277
-5.32766383,2.16103269,0.00015140,0.64355892,0.67119615,0.83539226,0.33920100,0.27122129,0.00053026,0.50504998
-5.32166083,2.07343144,0.00013710,0.61524627,0.63934330,0.79702950,0.32688011,0.26542126,0.00045300,0.49043250
-5.31565783,1.99047735,0.00012416,0.58673337,0.60759878,0.76037057,0.31598400,0.26081467,0.00038870,0.47832004
-5.30965483,1.91312976,0.00011264,0.55830070,0.57627745,0.72581408,0.30664283,0.25751612,0.00033596,0.46890890
-5.30365183,1.84226532,0.00010257,0.53020157,0.54567207,0.69372717,0.29897481,0.25563076,0.00029354,0.46237346
-5.29764882,1.77866312,0.00009396,0.50266057,0.51605030,0.66444312,0.29308252,0.25524898,0.00026033,0.45885806
-5.29164582,1.72299203,0.00008685,0.47587301,0.48765260,0.63825947,0.28904937,0.25644144,0.00023534,0.45846954
-5.28564282,1.67580045,0.00008123,0.45000541,0.46069063,0.61543647,0.28693658,0.25925474,0.00021777,0.46127083
-5.27963982,1.63750829,0.00007713,0.42519663,0.43534636,0.59619548,0.28678047,0.26370791,0.00020691,0.46727584
-5.27363682,1.60840117,0.00007453,0.40155955,0.41177168,0.58071741,0.28859048,0.26978974,0.00020217,0.47644582
-5.26763382,1.58862671,0.00007343,0.37918313,0.39008834,0.56914074,0.29234767,0.27745720,0.00020305,0.48868736
-5.26163082,1.57819263,0.00007380,0.35813459,0.37038829,0.56155912,0.29800397,0.28663496,0.00020914,0.50385209
-5.25562781,1.57696676,0.00007562,0.33846161,0.35273423,0.55801863,0.30548216,0.29721606,0.00022009,0.52173819
-5.24962481,1.58467857,0.00007886,0.32019432,0.33716026,0.55851448,0.31467652,0.30906360,0.00023556,0.54209354
-5.24362181,1.60092243,0.00008344,0.30334709,0.32367278,0.56298759,0.32545418,0.32201361,0.00025525,0.56462052
-5.23761881,1.62516258,0.00008932,0.28791996,0.31225141,0.57132101,0.33765730,0.33587874,0.00027885,0.58898234
-5.23161581,1.65673970,0.00009639,0.27389973,0.30285005,0.58333667,0.35110576,0.35045285,0.00030603,0.61481054
-5.22561281,1.69487952,0.00010456,0.26126078,0.29539814,0.59879277,0.36560054,0.36551624,0.00033642,0.64171363
-5.21960980,1.73870327,0.00011370,0.24996557,0.28980198,0.61738213,0.38092768,0.38084128,0.00036962,0.66928642
-5.21360680,1.78724042,0.00012366,0.23996505,0.28594641,0.63873208,0.39686258,0.39619835,0.00040517,0.69711986
-5.20760380,1.83944344,0.00013429,0.23119894,0.28369666,0.66240611,0.41317470,0.41136180,0.00044257,0.72481095
-5.20160080,1.89420491,0.00014541,0.22359606,0.28290056,0.68790767,0.42963244,0.42611572,0.00048124,0.75197245
-5.19559780,1.95037665,0.00015682,0.21707485,0.28339107,0.71468629,0.44600809,0.44025926,0.00052056,0.77824197
-5.18959480,2.00679061,0.00016830,0.21154407,0.28498919,0.74214628,0.46208264,0.45361142,0.00055989,0.80329019
-5.18359180,2.06228132,0.00017965,0.20690383,0.28750711,0.76965767,0.47765033,0.46601500,0.00059851,0.82682789
-5.17758879,2.11570913,0.00019063,0.20304696,0.29075172,0.79656947,0.49252280,0.47733958,0.00063573,0.84861137
-5.17158579,2.16598369,0.00020102,0.19986072,0.29452827,0.82222475,0.50653258,0.48748354,0.00067081,0.86844636
-5.16558279,2.21208697,0.00021061,0.19722881,0.29864415,0.84597705,0.51953594,0.49637492,0.00070308,0.88618990
-5.15957979,2.25309477,0.00021919,0.19503367,0.30291267,0.86720751,0.53141482,0.50397112,0.00073185,0.90175047
-5.15357679,2.28819610,0.00022657,0.19315895,0.30715662,0.88534203,0.54207794,0.51025755,0.00075653,0.91508611
-5.14757379,2.31670946,0.00023258,0.19149197,0.31121172,0.89986770,0.55146080,0.51524531,0.00077659,0.92620082
-5.14157079,2.33809537,0.00023709,0.18992628,0.31492946,0.91034767,0.55952491,0.51896786,0.00079156,0.93513931
-5.13556778,2.35196464,0.00024000,0.18836389,0.31817955,0.91643389,0.56625596,0.52147713,0.00080113,0.94198036
-5.12956478,2.35808179,0.00024122,0.18671732,0.32085176,0.91787694,0.57166123,0.52283904,0.00080506,0.94682925
-5.12356178,2.35636371,0.00024073,0.18491124,0.32285695,0.91453262,0.57576636,0.52312873,0.00080326,0.94980941
-5.11755878,2.34687347,0.00023853,0.18288368,0.32412755,0.90636487,0.57861148,0.52242584,0.00079576,0.95105388
-5.11155578,2.32980970,0.00023467,0.18058665,0.32461719,0.89344495,0.58024717,0.52080985,0.00078269,0.95069694
-5.10555278,2.30549198,0.00022922,0.17798637,0.32429971,0.87594685,0.58073019,0.51835598,0.00076434,0.94886624
-5.09954977,2.27434313,0.00022230,0.17506287,0.32316759,0.85413935,0.58011937,0.51513156,0.00074109,0.94567596
-5.09354677,2.23686918,0.00021405,0.17180914,0.32122983,0.82837495,0.57847186,0.51119327,0.00071339,0.94122116
-5.08754377,2.19363809,0.00020463,0.16822994,0.31850951,0.79907637,0.57583982,0.50658525,0.00068182,0.93557370
-5.08154077,2.14525823,0.00019422,0.16434017,0.31504108,0.76672124,0.57226784,0.50133808,0.00064697,0.92877982
-5.07553777,2.09235763,0.00018302,0.16016313,0.31086758,0.73182572,0.56779119,0.49546891,0.00060951,0.92085955
-5.06953477,2.03556496,0.00017122,0.15572856,0.30603799,0.69492778,0.56243494,0.48898232,0.00057010,0.91180792
-5.06353177,1.97549298,0.00015905,0.15107074,0.30060472,0.65657088,0.55621401,0.48187224,0.00052941,0.90159778
-5.05752876,1.91272510,0.00014667,0.14622667,0.29462143,0.61728874,0.54913417,0.47412449,0.00048811,0.89018428
-5.05152576,1.84780547,0.00013429,0.14123439,0.28814137,0.57759166,0.54119391,0.46571992,0.00044680,0.87751052
-5.04552276,1.78123269,0.00012208,0.13613155,0.28121603,0.53795498,0.53238697,0.45663804,0.00040605,0.86351418
-5.03951976,1.71345721,0.00011018,0.13095434,0.27389451,0.49880982,0.52270555,0.44686077,0.00036638,0.84813488
-5.03351676,1.64488203,0.00009872,0.12573666,0.26622319,0.46053627,0.51214390,0.43637622,0.00032821,0.83132158
-5.02751376,1.57586635,0.00008782,0.12050966,0.25824601,0.42345925,0.50070209,0.42518229,0.00029190,0.81304004
-5.02151076,1.50673147,0.00007757,0.11530156,0.25000507,0.38784658,0.48838978,0.41328991,0.00025775,0.79327960
-5.01550775,1.43776841,0.00006802,0.11013776,0.24154156,0.35390935,0.47522971,0.40072572,0.00022597,0.77205915
-5.00950475,1.36924627,0.00005922,0.10504116,0.23289683,0.32180415,0.46126077,0.38753406,0.00019668,0.74943194
-5.00350175,1.30142076,0.00005119,0.10003264,0.22411359,0.29163677,0.44654040,0.37377819,0.00016996,0.72548884
-4.99749875,1.23454211,0.00004393,0.09513155,0.21523696,0.26346711,0.43114615,0.35954064,0.00014582,0.70036011
-4.99149575,1.16886170,0.00003743,0.09035636,0.20631543,0.23731486,0.41517634,0.34492273,0.00012421,0.67421526
-4.98549275,1.10463691,0.00003166,0.08572510,0.19740144,0.21316550,0.39874968,0.33004308,0.00010504,0.64726121
-4.97948974,1.04213388,0.00002659,0.08125580,0.18855162,0.19097647,0.38200381,0.31503545,0.00008819,0.61973869
-4.97348674,0.98162786,0.00002217,0.07696671,0.17982665,0.17068307,0.36509286,0.30004561,0.00007352,0.59191687
-4.96748374,0.92340111,0.00001835,0.07287639,0.17129057,0.15220398,0.34818397,0.28522774,0.00006085,0.56408662
-4.96148074,0.86773857,0.00001508,0.06900354,0.16300968,0.13544620,0.33145304,0.27074012,0.00005000,0.53655251
-4.95547774,0.81492141,0.00001231,0.06536666,0.15505105,0.12030930,0.31507979,0.25674057,0.00004079,0.50962384
-4.94947474,0.76521888,0.00000997,0.06198357,0.14748059,0.10668895,0.29924225,0.24338163,0.00003303,0.48360514
-4.94347174,0.71887907,0.00000802,0.05887070,0.14036094,0.09447975,0.28411110,0.23080571,0.00002656,0.45878639
-4.93746873,0.67611892,0.00000640,0.05604233,0.13374918,0.08357739,0.26984396,0.21914036,0.00002121,0.43543349
-4.93146573,0.63711428,0.00000508,0.05350975,0.12769445,0.07388018,0.25657989,0.20849400,0.00001681,0.41377927
-4.92546273,0.60199047,0.00000400,0.05128045,0.12223580,0.06529008,0.24443440,0.19895204,0.00001323,0.39401541
-4.91945973,0.57081410,0.00000312,0.04935734,0.11740014,0.05771332,0.23349521,0.19057374,0.00001034,0.37628570
-4.91345673,0.54358643,0.00000242,0.04773812,0.11320067,0.05106064,0.22381885,0.18338988,0.00000802,0.36068086
-4.90745373,0.52023893,0.00000187,0.04641476,0.10963567,0.04524739,0.21542841,0.17740133,0.00000618,0.34723514
-4.90145073,0.50063127,0.00000143,0.04537328,0.10668788,0.04019338,0.20831246,0.17257864,0.00000473,0.33592498
-4.89544772,0.48455200,0.00000108,0.04459368,0.10432450,0.03582276,0.20242523,0.16886264,0.00000359,0.32666960
-4.88944472,0.47172190,0.00000082,0.04405016,0.10249779,0.03206377,0.19768807,0.16616612,0.00000271,0.31933378
-4.88344172,0.46180009,0.00000061,0.04371164,0.10114627,0.02884861,0.19399215,0.16437643,0.00000204,0.31373253
-4.87743872,0.45439264,0.00000046,0.04354243,0.10019655,0.02611334,0.19120229,0.16335906,0.00000153,0.30963757
-4.87143572,0.44906328,0.00000034,0.04350321,0.09956563,0.02379777,0.18916172,0.16296191,0.00000115,0.30678534
-4.86543272,0.44534602,0.00000025,0.04355216,0.09916360,0.02184555,0.18769771,0.16302030,0.00000087,0.30488625
-4.85942971,0.44275890,0.00000018,0.04364619,0.09889668,0.02020421,0.18662763,0.16336228,0.00000067,0.30363478
-4.85342671,0.44081850,0.00000013,0.04374232,0.09867042,0.01882535,0.18576537,0.16381426,0.00000055,0.30272004
-4.84742371,0.43905455,0.00000010,0.04379902,0.09839286,0.01766480,0.18492781,0.16420661,0.00000049,0.30183625
-4.84142071,0.43702401,0.00000008,0.04377750,0.09797763,0.01668289,0.18394096,0.16437907,0.00000048,0.30069295
-4.83541771,0.43432404,0.00000006,0.04364298,0.09734678,0.01584463,0.18264564,0.16418567,0.00000053,0.29902429
-4.82941471,0.43060346,0.00000005,0.04336570,0.09643322,0.01512003,0.18090252,0.16349914,0.00000064,0.29659720
-4.82341171,0.42557209,0.00000005,0.04292184,0.09518275,0.01448429,0.17859613,0.16221445,0.00000083,0.29321802
-4.81740870,0.41900782,0.00000006,0.04229408,0.09355543,0.01391805,0.17563791,0.16025147,0.00000112,0.28873750
-4.81140570,0.41076104,0.00000007,0.04147202,0.09152647,0.01340763,0.17196810,0.15755667,0.00000153,0.28305391
-4.80540270,0.40075654,0.00000008,0.04045231,0.08908648,0.01294528,0.16755649,0.15410380,0.00000210,0.27611425
-4.79939970,0.38899278,0.00000011,0.03923847,0.08624105,0.01252938,0.16240199,0.14989347,0.00000287,0.26791356
-4.79339670,0.37553873,0.00000014,0.03784052,0.08300993,0.01216471,0.15653119,0.14495192,0.00000391,0.25849252
-4.78739370,0.36052869,0.00000019,0.03627441,0.07942560,0.01186279,0.14999599,0.13932883,0.00000531,0.24793348
-4.78139070,0.34415528,0.00000026,0.03456125,0.07553149,0.01164220,0.14287038,0.13309447,0.00000715,0.23635516
-4.77538769,0.32666121,0.00000034,0.03272640,0.07137993,0.01152904,0.13524675,0.12633627,0.00000958,0.22390638
-4.76938469,0.30833022,0.00000045,0.03079856,0.06702992,0.01155737,0.12723172,0.11915505,0.00001273,0.21075918
-4.76338169,0.28947759,0.00000059,0.02880872,0.06254474,0.01176984,0.11894192,0.11166104,0.00001681,0.19710153
-4.75737869,0.27044095,0.00000078,0.02678922,0.05798978,0.01221834,0.11049970,0.10396989,0.00002205,0.18313011
-4.75137569,0.25157144,0.00000100,0.02477284,0.05343027,0.01296466,0.10202913,0.09619894,0.00002871,0.16904347
-4.74537269,0.23322590,0.00000129,0.02279200,0.04892943,0.01408127,0.09365243,0.08846364,0.00003713,0.15503573
-4.73936968,0.21576008,0.00000165,0.02087806,0.04454678,0.01565200,0.08548678,0.08087461,0.00004769,0.14129111
-4.73336668,0.19952322,0.00000209,0.01906080,0.04033682,0.01777270,0.07764188,0.07353506,0.00006082,0.12797942
-4.72736368,0.18485391,0.00000262,0.01736804,0.03634799,0.02055175,0.07021807,0.06653888,0.00007705,0.11525269
-4.72136068,0.17207725,0.00000328,0.01582540,0.03262210,0.02411030,0.06330512,0.05996931,0.00009693,0.10324279
-4.71535768,0.16150322,0.00000406,0.01445621,0.02919394,0.02858229,0.05698165,0.05389817,0.00012112,0.09206020
-4.70935468,0.15342585,0.00000500,0.01328157,0.02609129,0.03411396,0.05131515,0.04838562,0.00015031,0.08179375
-4.70335168,0.14812325,0.00000612,0.01232046,0.02333521,0.04086303,0.04636240,0.04348043,0.00018530,0.07251122
-4.69734867,0.14585782,0.00000742,0.01158993,0.02094039,0.04899714,0.04217036,0.03922059,0.00022689,0.06426068
-4.69134567,0.14687669,0.00000894,0.01110542,0.01891589,0.05869184,0.03877722,0.03563422,0.00027598,0.05707240
-4.68534267,0.15141180,0.00001070,0.01088092,0.01726574,0.07012781,0.03621372,0.03274066,0.00033348,0.05096110
-4.67933967,0.15967960,0.00001270,0.01092929,0.01598977,0.08348745,0.03450433,0.03055167,0.00040033,0.04592849
-4.67333667,0.17188007,0.00001498,0.01126245,0.01508441,0.09895095,0.03366857,0.02907262,0.00047747,0.04196575
-4.66733367,0.18819498,0.00001754,0.01189151,0.01454337,0.11669164,0.03372197,0.02830361,0.00056584,0.03905607
-4.66133067,0.20878537,0.00002039,0.01282688,0.01435843,0.13687111,0.03467696,0.02824049,0.00066634,0.03717691
-4.65532766,0.23378836,0.00002353,0.01407827,0.01452002,0.15963399,0.03654344,0.02887568,0.00077979,0.03630202
-4.64932466,0.26331335,0.00002697,0.01565465,0.01501780,0.18510269,0.03932908,0.03019883,0.00090695,0.03640309
-4.64332166,0.29743800,0.00003068,0.01756409,0.01584113,0.21337239,0.04303939,0.03219733,0.00104848,0.03745118
