energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.54377189,3.77519018,0.00453170,0.50482433,1.27622204,2.12938470,0.03463090,0.87732009
-5.53776888,3.70428377,0.00472763,0.49231395,1.24988740,2.09305786,0.03359604,0.86116292
-5.53176588,3.63068738,0.00493620,0.47943414,1.22258184,2.05586851,0.03251461,0.84346223
-5.52576288,3.55475358,0.00515654,0.46613472,1.19454177,2.01786246,0.03139673,0.82453029
-5.51975988,3.47696073,0.00538755,0.45238907,1.16605366,1.97914975,0.03025277,0.80471088
-5.51375688,3.39790394,0.00562794,0.43819642,1.13744388,1.93990593,0.02909305,0.78436889
-5.50775388,3.31827717,0.00587624,0.42358254,1.10906588,1.90036814,0.02792762,0.76387841
-5.50175088,3.23884782,0.00613080,0.40859903,1.08128524,1.86082615,0.02676604,0.74360992
-5.49574787,3.16042544,0.00638981,0.39332102,1.05446344,1.82160944,0.02561710,0.72391731
-5.48974487,3.08382647,0.00665136,0.37784376,1.02894137,1.78307109,0.02448875,0.70512515
-5.48374187,3.00983730,0.00691339,0.36227821,1.00502320,1.74556965,0.02338791,0.68751713
-5.47773887,2.93917791,0.00717372,0.34674589,0.98296177,1.70945039,0.02232048,0.67132603
-5.47173587,2.87246829,0.00743009,0.33137338,0.96294610,1.67502691,0.02129130,0.65672587
-5.46573287,2.81019958,0.00768012,0.31628673,0.94509173,1.64256453,0.02030422,0.64382659
-5.45972986,2.75271151,0.00792134,0.30160608,0.92943446,1.61226621,0.01936224,0.63267148
-5.45372686,2.70017747,0.00815119,0.28744079,0.91592763,1.58426206,0.01846764,0.62323749
-5.44772386,2.65259784,0.00836707,0.27388532,0.90444323,1.55860278,0.01762220,0.61543841
-5.44172086,2.60980188,0.00856628,0.26101593,0.89477668,1.53525743,0.01682741,0.60913065
-5.43571786,2.57145791,0.00874613,0.24888844,0.88665492,1.51411554,0.01608468,0.60412132
-5.42971486,2.53709102,0.00890393,0.23753708,0.87974754,1.49499343,0.01539560,0.60017824
-5.42371186,2.50610730,0.00903703,0.22697437,0.87368021,1.47764400,0.01476210,0.59704121
-5.41770885,2.47782314,0.00914288,0.21719200,0.86804990,1.46176976,0.01418668,0.59443415
-5.41170585,2.45149789,0.00921911,0.20816259,0.86244094,1.44703785,0.01367251,0.59207739
-5.40570285,2.42636825,0.00926354,0.19984230,0.85644142,1.43309661,0.01322351,0.58969957
-5.39969985,2.40168252,0.00927429,0.19217386,0.84965898,1.41959235,0.01284441,0.58704866
-5.39369685,2.37673302,0.00924985,0.18509008,0.84173546,1.40618581,0.01254071,0.58390157
-5.38769385,2.35088520,0.00918913,0.17851751,0.83235978,1.39256711,0.01231856,0.58007200
-5.38169085,2.32360212,0.00909152,0.17238009,0.82127850,1.37846868,0.01218464,0.57541632
-5.37568784,2.29446323,0.00895695,0.16660256,0.80830394,1.36367552,0.01214590,0.56983718
-5.36968484,2.26317694,0.00878594,0.16111362,0.79331939,1.34803229,0.01220934,0.56328499
-5.36368184,2.22958650,0.00857961,0.15584849,0.77628159,1.33144704,0.01238166,0.55575719
-5.35767884,2.19366938,0.00833970,0.15075101,0.75722035,1.31389158,0.01266894,0.54729558
-5.35167584,2.15553041,0.00806855,0.14577508,0.73623571,1.29539843,0.01307624,0.53798186
-5.34567284,2.11538944,0.00776911,0.14088548,0.71349277,1.27605497,0.01360723,0.52793185
-5.33966983,2.07356446,0.00744485,0.13605811,0.68921469,1.25599490,0.01426384,0.51728868
-5.33366683,2.03045120,0.00709974,0.13127961,0.66367423,1.23538789,0.01504589,0.50621531
-5.32766383,1.98650067,0.00673814,0.12654657,0.63718426,1.21442785,0.01595078,0.49488694
-5.32166083,1.94219567,0.00636477,0.12186433,0.61008781,1.19332077,0.01697326,0.48348352
-5.31565783,1.89802784,0.00598458,0.11724547,0.58274798,1.17227268,0.01810526,0.47218284
-5.30965483,1.85447622,0.00560264,0.11270822,0.55553819,1.15147844,0.01933579,0.46115450
-5.30365183,1.81198852,0.00522410,0.10827470,0.52883298,1.13111217,0.02065096,0.45055484
-5.29764882,1.77096580,0.00485406,0.10396932,0.50299979,1.11131947,0.02203410,0.44052323
-5.29164582,1.73175131,0.00449748,0.09981715,0.47839168,1.09221228,0.02346601,0.43117958
-5.28564282,1.69462357,0.00415911,0.09584268,0.45534126,1.07386609,0.02492528,0.42262311
-5.27963982,1.65979393,0.00384342,0.09206862,0.43415570,1.05631996,0.02638877,0.41493241
-5.27363682,1.62740824,0.00355455,0.08851508,0.41511277,1.03957898,0.02783213,0.40816644
-5.26763382,1.59755208,0.00329623,0.08519900,0.39845790,1.02361900,0.02923043,0.40236639
-5.26163082,1.57025895,0.00307178,0.08213374,0.38440185,1.00839316,0.03055882,0.39755809
-5.25562781,1.54552051,0.00288402,0.07932899,0.37311907,0.99383973,0.03179327,0.39375468
-5.24962481,1.52329774,0.00273533,0.07679080,0.36474632,0.97989063,0.03291122,0.39095933
-5.24362181,1.50353237,0.00262757,0.07452173,0.35938149,0.96648000,0.03389228,0.38916763
-5.23761881,1.48615733,0.00256210,0.07252108,0.35708248,0.95355225,0.03471885,0.38836952
-5.23161581,1.47110555,0.00253975,0.07078516,0.35786598,0.94106900,0.03537662,0.38855057
-5.22561281,1.45831654,0.00256087,0.06930756,0.36170621,0.92901442,0.03585501,0.38969248
-5.21960980,1.44774021,0.00262526,0.06807934,0.36853359,0.91739872,0.03614742,0.39177283
-5.21360680,1.43933786,0.00273223,0.06708920,0.37823350,0.90625952,0.03625142,0.39476403
-5.20760380,1.43308037,0.00288060,0.06632357,0.39064535,0.89566111,0.03616870,0.39863173
-5.20160080,1.42894402,0.00306866,0.06576668,0.40556204,0.88569174,0.03590493,0.40333273
-5.19559780,1.42690438,0.00329426,0.06540059,0.42273028,0.87645915,0.03546951,0.40881277
-5.18959480,1.42692905,0.00355476,0.06520519,0.44185180,0.86808481,0.03487510,0.41500437
-5.18359180,1.42896999,0.00384712,0.06515827,0.46258587,0.86069722,0.03413720,0.42182501
-5.17758879,1.43295638,0.00416787,0.06523564,0.48455330,0.85442488,0.03327350,0.42917599
-5.17158579,1.43878872,0.00451318,0.06541134,0.50734190,0.84938948,0.03230332,0.43694212
-5.16558279,1.44633484,0.00487892,0.06565795,0.53051372,0.84569962,0.03124699,0.44499243
-5.15957979,1.45542851,0.00526070,0.06594708,0.55361365,0.84344564,0.03012523,0.45318205
-5.15357679,1.46587070,0.00565392,0.06624989,0.57617958,0.84269592,0.02895862,0.46135525
-5.14757379,1.47743389,0.00605388,0.06653781,0.59775346,0.84349456,0.02776710,0.46934959
-5.14157079,1.48986901,0.00645579,0.06678335,0.61789326,0.84586094,0.02656958,0.47700102
-5.13556778,1.50291487,0.00685489,0.06696083,0.63618499,0.84979073,0.02538366,0.48414976
-5.12956478,1.51630931,0.00724651,0.06704729,0.65225454,0.85525839,0.02422540,0.49064660
-5.12356178,1.52980154,0.00762614,0.06702324,0.66577872,0.86222093,0.02310924,0.49635943
-5.11755878,1.54316486,0.00798950,0.06687335,0.67649488,0.87062245,0.02204801,0.50117948
-5.11155578,1.55620884,0.00833259,0.06658696,0.68420882,0.88039927,0.02105299,0.50502715
-5.10555278,1.56879032,0.00865175,0.06615849,0.68880036,0.89148518,0.02013407,0.50785691
-5.09954977,1.58082257,0.00894371,0.06558753,0.69022655,0.90381650,0.01929993,0.50966119
-5.09354677,1.59228200,0.00920562,0.06487876,0.68852209,0.91733674,0.01855834,0.51047294
-5.08754377,1.60321214,0.00943510,0.06404163,0.68379712,0.93200044,0.01791634,0.51036675
-5.08154077,1.61372482,0.00963025,0.06308980,0.67623247,0.94777630,0.01738057,0.50945859
-5.07553777,1.62399843,0.00978968,0.06204044,0.66607252,0.96464929,0.01695749,0.50790400
-5.06953477,1.63427376,0.00991250,0.06091330,0.65361618,0.98262194,0.01665364,0.50589510
-5.06353177,1.64484750,0.00999839,0.05972981,0.63920632,1.00171480,0.01647584,0.50365634
-5.05752876,1.65606425,0.01004756,0.05851199,0.62321821,1.02196617,0.01643143,0.50143933
-5.05152576,1.66830731,0.01006079,0.05728153,0.60604764,1.04343134,0.01652836,0.49951712
-5.04552276,1.68198902,0.01003944,0.05605887,0.58809901,1.06618149,0.01677541,0.49817785
-5.03951976,1.69754116,0.00998544,0.05486241,0.56977407,1.09030235,0.01718222,0.49771846
-5.03351676,1.71540587,0.00990134,0.05370795,0.55146180,1.11589283,0.01775943,0.49843835
-5.02751376,1.73602742,0.00979028,0.05260828,0.53352950,1.14306365,0.01851868,0.50063342
-5.02151076,1.75984517,0.00965598,0.05157303,0.51631569,1.17193600,0.01947267,0.50459051
-5.01550775,1.78728761,0.00950279,0.05060868,0.50012465,1.20264027,0.02063514,0.51058246
-5.00950475,1.81876767,0.00933559,0.04971881,0.48522281,1.23531471,0.02202078,0.51886377
-5.00350175,1.85467879,0.00915984,0.04890456,0.47183686,1.27010381,0.02364518,0.52966693
-4.99749875,1.89539172,0.00898147,0.04816510,0.46015341,1.30715647,0.02552463,0.54319932
-4.99149575,1.94125147,0.00880686,0.04749832,0.45031994,1.34662343,0.02767596,0.55964066
-4.98549275,1.99257407,0.00864272,0.04690149,0.44244686,1.38865413,0.03011619,0.57914087
-4.97948974,2.04964275,0.00849604,0.04637186,0.43661026,1.43339250,0.03286221,0.60181825
-4.97348674,2.11270306,0.00837394,0.04590731,0.43285514,1.48097181,0.03593035,0.62775783
-4.96748374,2.18195678,0.00828357,0.04550681,0.43119884,1.53150831,0.03933584,0.65700984
-4.96148074,2.25755435,0.00823195,0.04517076,0.43163427,1.58509384,0.04309224,0.68958819
-4.95547774,2.33958594,0.00822584,0.04490120,0.43413303,1.64178740,0.04721080,0.72546882
-4.94947474,2.42807115,0.00827159,0.04470184,0.43864792,1.70160594,0.05169978,0.76458816
-4.94347174,2.52294778,0.00837496,0.04457790,0.44511510,1.76451466,0.05656377,0.80684140
-4.93746873,2.62406008,0.00854101,0.04453588,0.45345562,1.83041722,0.06180298,0.85208091
-4.93146573,2.73114712,0.00877398,0.04458310,0.46357651,1.89914629,0.06741260,0.90011481
-4.92546273,2.84383184,0.00907708,0.04472724,0.47537134,1.97045506,0.07338223,0.95070585
-4.91945973,2.96161177,0.00945251,0.04497575,0.48872059,2.04401022,0.07969538,1.00357072
-4.91345673,3.08385193,0.00990128,0.04533524,0.50349166,2.11938687,0.08632915,1.05838000
-4.90745373,3.20978071,0.01042317,0.04581094,0.51953887,2.19606607,0.09325399,1.11475892
-4.90145073,3.33848945,0.01101673,0.04640611,0.53670352,2.27343529,0.10043365,1.17228901
-4.89544772,3.46893600,0.01167922,0.04712164,0.55481399,2.35079216,0.10782537,1.23051081
-4.88944472,3.59995273,0.01240665,0.04795560,0.57368618,2.42735174,0.11538008,1.28892756
-4.88344172,3.73025896,0.01319381,0.04890302,0.59312415,2.50225730,0.12304297,1.34701015
-4.87743872,3.85847784,0.01403429,0.04995579,0.61292107,2.57459452,0.13075400,1.40420295
-4.87143572,3.98315720,0.01492062,0.05110256,0.63286055,2.64340868,0.13844872,1.45993072
-4.86543272,4.10279402,0.01584430,0.05232895,0.65271817,2.70772462,0.14605905,1.51360627
-4.85942971,4.21586166,0.01679595,0.05361772,0.67226331,2.76656862,0.15351426,1.56463886
-4.85342671,4.32083929,0.01776543,0.05494910,0.69126120,2.81899156,0.16074188,1.61244297
-4.84742371,4.41624232,0.01874197,0.05630123,0.70947511,2.86409260,0.16766874,1.65644742
-4.84142071,4.50065322,0.01971432,0.05765065,0.72666868,2.90104244,0.17422200,1.69610453
-4.83541771,4.57275156,0.02067097,0.05897282,0.74260841,2.92910543,0.18033012,1.73089911
-4.82941471,4.63134258,0.02160027,0.06024270,0.75706614,2.94765955,0.18592391,1.76035716
-4.82341171,4.67538331,0.02249065,0.06143539,0.76982175,2.95621374,0.19093751,1.78405417
-4.81740870,4.70400574,0.02333084,0.06252665,0.78066581,2.95442176,0.19530936,1.80162268
-4.81140570,4.71653630,0.02411006,0.06349356,0.78940248,2.94209225,0.19898321,1.81275925
-4.80540270,4.71251123,0.02481824,0.06431502,0.79585242,2.91919459,0.20190903,1.81723049
-4.79939970,4.69168758,0.02544622,0.06497228,0.79985585,2.88586037,0.20404400,1.81487826
-4.79339670,4.65404941,0.02598597,0.06544936,0.80127565,2.84238046,0.20535337,1.80562368
-4.78739370,4.59980928,0.02643075,0.06573345,0.80000051,2.78919793,0.20581135,1.78947014
-4.78139070,4.52940479,0.02677529,0.06581520,0.79594797,2.72689688,0.20540187,1.76650496
-4.77538769,4.44349036,0.02701588,0.06568886,0.78906732,2.65618783,0.20411929,1.73689970
-4.76938469,4.34292436,0.02715048,0.06535244,0.77934218,2.57788997,0.20196889,1.70090897
-4.76338169,4.22875183,0.02717876,0.06480760,0.76679257,2.49291101,0.19896724,1.65886769
-4.75737869,4.10218312,0.02710204,0.06405958,0.75147642,2.40222527,0.19514231,1.61118663
-4.75137569,3.96456894,0.02692328,0.06311691,0.73349023,2.30685058,0.19053331,1.55834631
-4.74537269,3.81737243,0.02664692,0.06199111,0.71296885,2.20782492,0.18519028,1.50088923
-4.73936968,3.66213884,0.02627871,0.06069618,0.69008426,2.10618335,0.17917338,1.43941055
-4.73336668,3.50046376,0.02582551,0.05924818,0.66504325,2.00293605,0.17255178,1.37454731
-4.72736368,3.33396061,0.02529506,0.05766462,0.63808403,1.89904800,0.16540245,1.30696657
-4.72136068,3.16422858,0.02469569,0.05596389,0.60947183,1.79542098,0.15780852,1.23735263
-4.71535768,2.99282175,0.02403605,0.05416470,0.57949360,1.69287838,0.14985752,1.16639381
-4.70935468,2.82122060,0.02332488,0.05228554,0.54845199,1.59215310,0.14163954,1.09476922
-4.70335168,2.65080657,0.02257075,0.05034418,0.51665879,1.49387903,0.13324517,1.02313585
-4.69734867,2.48284074,0.02178182,0.04835725,0.48442810,1.39858596,0.12476360,0.95211657
-4.69134567,2.31844697,0.02096571,0.04633991,0.45206956,1.30669816,0.11628073,0.88228930
-4.68534267,2.15860016,0.02012937,0.04430569,0.41988174,1.21853630,0.10787744,0.81417791
-4.67933967,2.00411970,0.01927901,0.04226631,0.38814616,1.13432261,0.09962811,0.74824492
-4.67333667,1.85566815,0.01842007,0.04023170,0.35712202,1.05418867,0.09159941,0.68488641
-4.66733367,1.71375486,0.01755727,0.03821013,0.32704180,0.97818547,0.08384938,0.62442903
-4.66133067,1.57874397,0.01669468,0.03620832,0.29810801,0.90629519,0.07642685,0.56712933
-4.65532766,1.45086632,0.01583583,0.03423174,0.27049106,0.83844392,0.06937122,0.51317514
-4.64932466,1.33023419,0.01498385,0.03228485,0.24432819,0.77451488,0.06271248,0.46268881
-4.64332166,1.21685827,0.01414162,0.03037142,0.21972364,0.71436140,0.05647165,0.41573222
-4.63731866,1.11066573,0.01331193,0.02849482,0.19674974,0.65781926,0.05066130,0.37231300
-4.63131566,1.01151856,0.01249762,0.02665825,0.17544896,0.60471778,0.04528642,0.33239174
-4.62531266,0.91923146,0.01170172,0.02486506,0.15583669,0.55488939,0.04034536,0.29588989
-4.61930965,0.83358848,0.01092757,0.02311883,0.13790453,0.50817743,0.03583084,0.26269777
-4.61330665,0.75435789,0.01017888,0.02142354,0.12162402,0.46444204,0.03173109,0.23268265
-4.60730365,0.68130495,0.00945983,0.01978360,0.10695055,0.42356413,0.02803087,0.20569635
-4.60130065,0.61420232,0.00877511,0.01820386,0.09382730,0.38544754,0.02471256,0.18158238
-4.59529765,0.55283801,0.00812987,0.01668953,0.08218906,0.35001953,0.02175704,0.16018216
-4.58929465,0.49702106,0.00752977,0.01524607,0.07196584,0.31722989,0.01914457,0.14134053
-4.58329165,0.44658495,0.00698093,0.01387907,0.06308606,0.28704890,0.01685548,0.12491015
-4.57728864,0.40138919,0.00648988,0.01259408,0.05547945,0.25946451,0.01487077,0.11075503
-4.57128564,0.36131913,0.00606351,0.01139646,0.04907934,0.23447890,0.01317254,0.09875304
-4.56528264,0.32628452,0.00570898,0.01029119,0.04382456,0.21210481,0.01174427,0.08879751
-4.55927964,0.29621693,0.00543367,0.00928274,0.03966079,0.19236175,0.01057106,0.08079798
-4.55327664,0.27106635,0.00524508,0.00837499,0.03654138,0.17527235,0.00963967,0.07468011
-4.54727364,0.25079711,0.00515072,0.00757104,0.03442774,0.16085883,0.00893845,0.07038490
-4.54127064,0.23538331,0.00515803,0.00687322,0.03328920,0.14913977,0.00845730,0.06786729
-4.53526763,0.22480377,0.00527421,0.00628303,0.03310252,0.14012717,0.00818737,0.06709413
-4.52926463,0.21903676,0.00550608,0.00580110,0.03385089,0.13382367,0.00812088,0.06804168
-4.52326163,0.21805425,0.00585993,0.00542720,0.03552274,0.13022006,0.00825075,0.07069269
-4.51725863,0.22181606,0.00634129,0.00516028,0.03811011,0.12929288,0.00857033,0.07503316
-4.51125563,0.23026377,0.00695473,0.00499849,0.04160689,0.13100221,0.00907297,0.08104883
-4.50525263,0.24331451,0.00770360,0.00493923,0.04600685,0.13528955,0.00975173,0.08872151
-4.49924962,0.26085492,0.00858976,0.00497922,0.05130163,0.14207577,0.01059900,0.09802546
-4.49324662,0.28273532,0.00961331,0.00511451,0.05747863,0.15125934,0.01160625,0.10892379
-4.48724362,0.30876448,0.01077233,0.00534060,0.06451912,0.16271476,0.01276372,0.12136518
-4.48124062,0.33870525,0.01206263,0.00565248,0.07239645,0.17629137,0.01406031,0.13528095
-4.47523762,0.37227130,0.01347746,0.00604474,0.08107454,0.19181273,0.01548344,0.15058280
-4.46923462,0.40912545,0.01500739,0.00651164,0.09050686,0.20907660,0.01701907,0.16716118
-4.46323162,0.44887989,0.01664016,0.00704726,0.10063571,0.22785580,0.01865181,0.18488461
-4.45722861,0.49109837,0.01836062,0.00764561,0.11139219,0.24790004,0.02036513,0.20359994
-4.45122561,0.53530091,0.02015076,0.00830080,0.12269668,0.26893871,0.02214172,0.22313376
-4.44522261,0.58097074,0.02198990,0.00900721,0.13445998,0.29068488,0.02396388,0.24329484
-4.43921961,0.62756376,0.02385489,0.00975970,0.14658507,0.31284029,0.02581409,0.26387781
-4.43321661,0.67452012,0.02572049,0.01055380,0.15896941,0.33510143,0.02767558,0.28466768
-4.42721361,0.72127774,0.02755984,0.01138594,0.17150778,0.35716643,0.02953299,0.30544544
-4.42121061,0.76728724,0.02934503,0.01225364,0.18409551,0.37874255,0.03137300,0.32599424
-4.41520760,0.81202766,0.03104772,0.01315572,0.19663191,0.39955408,0.03318498,0.34610599
-4.40920460,0.85502235,0.03263989,0.01409241,0.20902379,0.41935017,0.03496153,0.36558812
-4.40320160,0.89585409,0.03409456,0.01506553,0.22118887,0.43791234,0.03669898,0.38427009
-4.39719860,0.93417886,0.03538654,0.01607846,0.23305875,0.45506119,0.03839768,0.40200935
-4.39119560,0.96973719,0.03649321,0.01713616,0.24458145,0.47066200,0.04006214,0.41869630
-4.38519260,1.00236267,0.03739514,0.01824502,0.25572306,0.48462882,0.04170104,0.43425808
-4.37918959,1.03198673,0.03807674,0.01941267,0.26646867,0.49692684,0.04332692,0.44866079
-4.37318659,1.05863949,0.03852668,0.02064765,0.27682208,0.50757275,0.04495574,0.46191000
-4.36718359,1.08244628,0.03873832,0.02195905,0.28680461,0.51663312,0.04660615,0.47404943
-4.36118059,1.10361998,0.03870982,0.02335598,0.29645266,0.52422063,0.04829869,0.48515777
-4.35517759,1.12244933,0.03844425,0.02484709,0.30581442,0.53048846,0.05005470,0.49534378
-4.34917459,1.13928374,0.03794939,0.02643990,0.31494562,0.53562296,0.05189520,0.50473985
-4.34317159,1.15451527,0.03723750,0.02814026,0.32390463,0.53983496,0.05383969,0.51349429
-4.33716858,1.16855879,0.03632486,0.02995173,0.33274718,0.54335022,0.05590499,0.52176288
-4.33116558,1.18183121,0.03523118,0.03187498,0.34152097,0.54639933,0.05810408,0.52969989
-4.32516258,1.19473098,0.03397901,0.03390741,0.35026053,0.54920784,0.06044509,0.53744936
-4.31915958,1.20761899,0.03259295,0.03604268,0.35898261,0.55198687,0.06293058,0.54513689
-4.31315658,1.22080175,0.03109892,0.03827053,0.36768248,0.55492487,0.06555688,0.55286252
-4.30715358,1.23451807,0.02952337,0.04057668,0.37633133,0.55818088,0.06831387,0.56069517
