energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.53176588,6.79331158,4.15718447,1.53960975,0.02473349,1.51614333,0.08898132,3.10564654,1.53803210,0.97790242
-5.52576288,7.03487217,4.33830093,1.59004170,0.02512126,1.59053560,0.09284687,3.20539894,1.59465630,1.00004301
-5.51975988,7.26720541,4.52003631,1.63803914,0.02539890,1.66317177,0.09670001,3.30130168,1.64993581,1.02033406
-5.51375688,7.48844662,4.70124832,1.68312269,0.02555959,1.73312822,0.10052437,3.39296467,1.70354369,1.03879672
-5.50775388,7.69685416,4.88076919,1.72485722,0.02559917,1.79949165,0.10430496,3.48004560,1.75514581,1.05545716
-5.50175088,7.89081194,5.05739950,1.76285507,0.02551611,1.86137582,0.10802759,3.56223620,1.80439801,1.07033733
-5.49574787,8.06883372,5.22990575,1.79677940,0.02531143,1.91793919,0.11167838,3.63924950,1.85094455,1.08344686
-5.48974487,8.22956975,5.39702258,1.82634766,0.02498857,1.96840271,0.11524324,3.71080899,1.89441835,1.09477649
-5.48374187,8.37181634,5.55746000,1.85133531,0.02455323,2.01206723,0.11870751,3.77664069,1.93444318,1.10429356
-5.47773887,8.49452837,5.70991593,1.87157944,0.02401311,2.04832979,0.12205573,3.83646880,1.97063777,1.11193993
-5.47173587,8.59683477,5.85309398,1.88698235,0.02337764,2.07669813,0.12527159,3.89001526,2.00262207,1.11763232
-5.46573287,8.67805612,5.98572615,1.89751468,0.02265771,2.09680284,0.12833809,3.93700347,2.03002524,1.12126532
-5.45972986,8.73772384,6.10659949,1.90321796,0.02186535,2.10840662,0.13123791,3.97716593,2.05249538,1.12271671
-5.45372686,8.77559948,6.21458593,1.90420616,0.02101342,2.11141022,0.13395391,4.01025537,2.06971034,1.12185497
-5.44772386,8.79169286,6.30867371,1.90066601,0.02011525,2.10585487,0.13646986,4.03605840,2.08138928,1.11854841
-5.44172086,8.78627728,6.38799885,1.89285570,0.01918439,2.09192099,0.13877116,4.05441093,2.08730434,1.11267542
-5.43571786,8.75990018,6.45187489,1.88110182,0.01823428,2.06992311,0.14084577,4.06521383,2.08729177,1.10413522
-5.42971486,8.71338750,6.49981913,1.86579415,0.01727795,2.04030135,0.14268488,4.06844781,2.08126187,1.09285831
-5.42371186,8.64784023,6.53157348,1.84737829,0.01632783,2.00360954,0.14428369,4.06418590,2.06920723,1.07881618
-5.41770885,8.56462203,6.54711839,1.82634611,0.01539547,1.96050039,0.14564186,4.05260262,2.05120845,1.06202937
-5.41170585,8.46533702,6.54667863,1.80322394,0.01449137,1.91170835,0.14676381,4.03397851,2.02743725,1.04257354
-5.40570285,8.35179771,6.53071992,1.77855892,0.01362484,1.85803055,0.14765865,4.00869957,1.99815638,1.02058303
-5.39969985,8.22598321,6.49993617,1.75290376,0.01280383,1.80030653,0.14833990,3.97725105,1.96371633,0.99625165
-5.39369685,8.08998906,6.45522743,1.72680041,0.01203487,1.73939740,0.14882476,3.94020566,1.92454889,0.96983052
-5.38769385,7.94597023,6.39766947,1.70076327,0.01132301,1.67616516,0.14913322,3.89820671,1.88115779,0.94162323
-5.38169085,7.79607970,6.32847629,1.67526263,0.01067179,1.61145275,0.14928685,3.85194696,1.83410680,0.91197824
-5.37568784,7.64240540,6.24895752,1.65070923,0.01008323,1.54606562,0.14930740,3.80214445,1.78400605,0.88127916
-5.36968484,7.48690882,6.16047299,1.62744062,0.00955789,1.48075523,0.14921536,3.74951678,1.73149697,0.84993333
-5.36368184,7.33136847,6.06438709,1.60571018,0.00909494,1.41620516,0.14902852,3.69475550,1.67723704,0.81835928
-5.35767884,7.17733159,5.96202558,1.58567959,0.00869222,1.35302012,0.14876063,3.63850244,1.62188474,0.78697379
-5.35167584,7.02607711,5.85463752,1.56741526,0.00834640,1.29171831,0.14842032,3.58132954,1.56608586,0.75617922
-5.34567284,6.87859228,5.74336455,1.55088917,0.00805311,1.23272720,0.14801033,3.52372368,1.51046164,0.72635178
-5.33966983,6.73556481,5.62921951,1.53598440,0.00780710,1.17638283,0.14752705,3.46607779,1.45559939,0.69783133
-5.33366683,6.59739140,5.51307558,1.52250520,0.00760245,1.12293255,0.14696066,3.40868878,1.40204602,0.67091313
-5.32766383,6.46420257,5.39566650,1.51019145,0.00743273,1.07254096,0.14629555,3.35176280,1.35030454,0.64584212
-5.32166083,6.33590270,5.27759770,1.49873678,0.00729124,1.02529857,0.14551129,3.29542738,1.30083371,0.62280963
-5.31565783,6.21222309,5.15936724,1.48780958,0.00717122,0.98123286,0.14458396,3.23974992,1.25405035,0.60195291
-5.30965483,6.09278519,5.04139486,1.47707593,0.00706602,0.94032088,0.14348779,3.18476105,1.21033403,0.58335716
-5.30365183,5.97717000,4.92405668,1.46622313,0.00696936,0.90250297,0.14219704,3.13048150,1.17003340,0.56705997
-5.29764882,5.86498958,4.80772273,1.45498257,0.00687545,0.86769656,0.14068798,3.07695041,1.13347344,0.55305774
-5.29164582,5.75595596,4.69279419,1.44315062,0.00677922,0.83580950,0.13894083,3.02425300,1.10096273,0.54131362
-5.28564282,5.64994307,4.57973701,1.43060624,0.00667639,0.80675215,0.13694158,2.97254563,1.07279993,0.53176660
-5.27963982,5.54703738,4.46910899,1.41732415,0.00656364,0.78044745,0.13468352,2.92207611,1.04927862,0.52434088
-5.27363682,5.44757373,4.36157769,1.40338271,0.00643863,0.75683865,0.13216841,2.87319754,1.03068974,0.51895531
-5.26763382,5.35215360,4.25792697,1.38896578,0.00630006,0.73589404,0.12940720,2.82637449,1.01732119,0.51553206
-5.26163082,5.26164399,4.15905111,1.37435834,0.00614767,0.71760862,0.12642024,2.78218041,1.00945405,0.51400421
-5.25562781,5.17715652,4.06593586,1.35993577,0.00598217,0.70200264,0.12323695,2.74128605,1.00735554,0.51432176
-5.24962481,5.10000718,3.97962704,1.34614744,0.00580522,0.68911699,0.11989504,2.70443916,1.01126870,0.51645575
-5.24362181,5.03165876,3.90118810,1.33349507,0.00561928,0.67900597,0.11643919,2.67243610,1.02139919,0.52040028
-5.23761881,4.97364867,3.83164887,1.32250718,0.00542750,0.67172779,0.11291935,2.64608689,1.03789999,0.52617232
-5.23161581,4.92750612,3.77194835,1.31371084,0.00523356,0.66733345,0.10938877,2.62617533,1.06085473,0.53380939
-5.22561281,4.89466307,3.72287518,1.30760220,0.00504152,0.66585480,0.10590184,2.61341629,1.09026073,0.54336509
-5.21960980,4.87636390,3.68500942,1.30461747,0.00485565,0.66729244,0.10251177,2.60841263,1.12601276,0.55490285
-5.21360680,4.87357897,3.65866945,1.30510586,0.00468026,0.67160445,0.09926842,2.61161410,1.16788882,0.56848823
-5.20760380,4.88692672,3.64386768,1.30930603,0.00451951,0.67869652,0.09621627,2.62328048,1.21553888,0.58417998
-5.20160080,4.91660893,3.64027826,1.31732734,0.00437733,0.68841433,0.09339260,2.64345127,1.26847769,0.60202056
-5.19559780,4.96236284,3.64721921,1.32913686,0.00425719,0.70053869,0.09082609,2.67192365,1.32608236,0.62202645
-5.18959480,5.02343284,3.66365081,1.34455303,0.00416207,0.71478378,0.08853582,2.70824009,1.38759532,0.64417875
-5.18359180,5.09856338,3.68819095,1.36324619,0.00409432,0.73079890,0.08653068,2.75168650,1.45213295,0.66841464
-5.17758879,5.18601393,3.71914726,1.38474595,0.00405558,0.74817348,0.08480928,2.80130118,1.51869978,0.69462010
-5.17158579,5.28359500,3.75456470,1.40845517,0.00404678,0.76644547,0.08336032,2.85589434,1.58620805,0.72262430
-5.16558279,5.38872380,3.79228660,1.43366955,0.00406808,0.78511250,0.08216335,2.91407734,1.65350173,0.75219600
-5.15957979,5.49849659,3.83002615,1.45960198,0.00411887,0.80364551,0.08118985,2.97430029,1.71938438,0.78304225
-5.15357679,5.60977431,3.86544477,1.48541033,0.00419781,0.82150393,0.08040468,3.03489636,1.78264942,0.81480947
-5.14757379,5.71927740,3.89623349,1.51022725,0.00430285,0.83815195,0.07976766,3.09413061,1.84211171,0.84708711
-5.14157079,5.82368516,3.92019328,1.53319036,0.00443129,0.85307477,0.07923532,3.15025133,1.89663898,0.87941363
-5.13556778,5.91973543,3.93531030,1.55347172,0.00457983,0.86579435,0.07876261,3.20154142,1.94518171,0.91128488
-5.12956478,6.00431998,3.93982259,1.57030480,0.00474468,0.87588363,0.07830464,3.24636772,1.98680027,0.94216452
-5.12356178,6.07457199,3.93227500,1.58300812,0.00492165,0.88297875,0.07781828,3.28322635,2.02068815,0.97149613
-5.11755878,6.12794203,3.91156023,1.59100453,0.00510621,0.88678868,0.07726351,3.31078224,2.04619028,0.99871665
-5.11155578,6.16226034,3.87694429,1.59383550,0.00529361,0.88710189,0.07660469,3.32790169,2.06281601,1.02327071
-5.10555278,6.17578356,3.82807606,1.59117010,0.00547904,0.88378991,0.07581142,3.33367689,2.07024627,1.04462528
-5.09954977,6.16722519,3.76498114,1.58280875,0.00565763,0.87680764,0.07485928,3.32744221,2.06833492,1.06228422
-5.09354677,6.13576993,3.68804115,1.56868197,0.00582467,0.86619077,0.07373022,3.30878203,2.05710460,1.07580207
-5.08754377,6.08107275,3.59796060,1.54884460,0.00597566,0.85205037,0.07241273,3.27753066,2.03673756,1.08479676
-5.08154077,6.00324410,3.49572347,1.52346641,0.00610641,0.83456536,0.07090181,3.23376494,2.00756226,1.08896066
-5.07553777,5.90282355,3.38254270,1.49281973,0.00621316,0.81397306,0.06919869,3.17779073,1.97003656,1.08806964
-5.06953477,5.78074380,3.25980533,1.45726528,0.00629265,0.79055867,0.06731050,3.11012420,1.92472865,1.08198978
-5.06353177,5.63828795,3.12901646,1.41723689,0.00634221,0.76464412,0.06524970,3.03146936,1.87229651,1.07068156
-5.05752876,5.47704214,2.99174478,1.37322610,0.00635978,0.73657688,0.06303352,2.94269301,1.81346700,1.05420137
-5.05152576,5.29884601,2.84957200,1.32576746,0.00634402,0.70671925,0.06068331,2.84479826,1.74901546,1.03270021
-5.04552276,5.10574289,2.70404832,1.27542488,0.00629429,0.67543853,0.05822390,2.73889773,1.67974641,1.00641985
-5.03951976,4.89993133,2.55665508,1.22277974,0.00621065,0.64309841,0.05568294,2.62618720,1.60647609,0.97568640
-5.03351676,4.68371918,2.40877560,1.16842074,0.00609388,0.61005177,0.05309026,2.50792046,1.53001701,0.94090165
-5.02751376,4.45948100,2.26167428,1.11293576,0.00594545,0.57663501,0.05047729,2.38538574,1.45116495,0.90253251
-5.02151076,4.22961917,2.11648373,1.05690537,0.00576743,0.54316386,0.04787647,2.25988403,1.37068816,0.86109883
-5.01550775,3.99652889,1.97419917,1.00089809,0.00556248,0.50993062,0.04532070,2.13270944,1.28931891,0.81716020
-5.00950475,3.76256670,1.83567910,0.94546673,0.00533370,0.47720262,0.04284288,2.00513143,1.20774705,0.77130203
-5.00350175,3.53002245,1.70165082,0.89114574,0.00508461,0.44522172,0.04047539,1.87837903,1.12661530,0.72412148
-4.99749875,3.30109408,1.57271964,0.83844899,0.00481902,0.41420461,0.03824959,1.75362660,1.04651607,0.67621365
-4.99149575,3.07786502,1.44938023,0.78786775,0.00454091,0.38434354,0.03619539,1.63198127,0.96798934,0.62815852
-4.98549275,2.86228362,1.33202902,0.73986853,0.00425435,0.35580745,0.03434077,1.51447169,0.89152152,0.58050891
-4.97948974,2.65614469,1.22097654,0.69489060,0.00396338,0.32874317,0.03271129,1.40203804,0.81754484,0.53377989
-4.97348674,2.46107274,1.11645883,0.65334303,0.00367192,0.30327652,0.03132963,1.29552339,0.74643733,0.48843990
-4.96748374,2.27850726,1.01864744,0.61560134,0.00338371,0.27951330,0.03021510,1.19566618,0.67852308,0.44490367
-4.96148074,2.10969003,0.92765768,0.58200369,0.00310219,0.25754002,0.02938318,1.10309417,0.61407292,0.40352712
-4.95547774,1.95565477,0.84355497,0.55284688,0.00283047,0.23742439,0.02884511,1.01831972,0.55330533,0.36460427
-4.94947474,1.81721961,0.76635949,0.52838234,0.00257128,0.21921563,0.02860747,0.94173672,0.49638777,0.32836607
-4.94347174,1.69498258,0.69604933,0.50881230,0.00232693,0.20294464,0.02867182,0.87361928,0.44343837,0.29498103
-4.93746873,1.58932048,0.63256255,0.49428650,0.00209930,0.18862404,0.02903450,0.81412215,0.39452812,0.26455759
-4.93146573,1.50039145,0.57579846,0.48489956,0.00188985,0.17624833,0.02968640,0.76328325,0.34968352,0.23714781
-4.92546273,1.42814134,0.52561866,0.48068934,0.00169963,0.16579405,0.03061298,0.72102801,0.30888970,0.21275235
-4.91945973,1.37231373,0.48184807,0.48163628,0.00152927,0.15722020,0.03179432,0.68717576,0.27209412,0.19132634
-4.91345673,1.33246358,0.44427626,0.48766397,0.00137905,0.15046884,0.03320536,0.66144785,0.23921062,0.17278583
-4.90745373,1.30797409,0.41265933,0.49864078,0.00124892,0.14546601,0.03481632,0.64347740,0.21012378,0.15701468
-4.90145073,1.29807610,0.38672240,0.51438255,0.00113856,0.14212289,0.03659319,0.63282045,0.18469355,0.14387146
-4.89544772,1.30186958,0.36616269,0.53465624,0.00104740,0.14033720,0.03849844,0.62896798,0.16275994,0.13319624
-4.88944472,1.31834628,0.35065317,0.55918420,0.00097467,0.13999489,0.04049182,0.63135869,0.14414759,0.12481698
-4.88344172,1.34641268,0.33984655,0.58764884,0.00091945,0.14097194,0.04253127,0.63939183,0.12867015,0.11855528
-4.87743872,1.38491247,0.33337956,0.61969759,0.00088070,0.14313629,0.04457390,0.65243991,0.11613423,0.11423153
-4.87143572,1.43264776,0.33087716,0.65494761,0.00085731,0.14634977,0.04657705,0.66986072,0.10634289,0.11166905
-4.86543272,1.48839812,0.33195665,0.69299025,0.00084809,0.15047006,0.04849930,0.69100833,0.09909857,0.11069748
-4.85942971,1.55093720,0.33623140,0.73339501,0.00085184,0.15535247,0.05030144,0.71524285,0.09420534,0.11115509
-4.85342671,1.61904622,0.34331407,0.77571280,0.00086733,0.16085165,0.05194747,0.74193861,0.09147051,0.11289022
-4.84742371,1.69152451,0.35281945,0.81947868,0.00089335,0.16682306,0.05340534,0.77049081,0.09070571,0.11576183
-4.84142071,1.76719704,0.36436664,0.86421399,0.00092865,0.17312433,0.05464770,0.80032053,0.09172737,0.11963924
-4.83541771,1.84491928,0.37758087,0.90942816,0.00097204,0.17961640,0.05565234,0.83087820,0.09435680,0.12440121
-4.82941471,1.92358015,0.39209495,0.95462042,0.00102231,0.18616447,0.05640258,0.86164591,0.09842004,0.12993450
-4.82341171,2.00210366,0.40755059,0.99928175,0.00107828,0.19263895,0.05688741,0.89213869,0.10374750,0.13613214
-4.81740870,2.07945031,0.42359973,1.04289740,0.00113877,0.19891626,0.05710146,0.92190526,0.11017378,0.14289148
-4.81140570,2.15461907,0.43990613,1.08495049,0.00120263,0.20487965,0.05704480,0.95052868,0.11753758,0.15011240
-4.80540270,2.22665115,0.45614738,1.12492683,0.00126875,0.21042012,0.05672259,0.97762722,0.12568205,0.15769568
-4.79939970,2.29463614,0.47201760,1.16232148,0.00133604,0.21543737,0.05614465,1.00285597,0.13445564,0.16554188
-4.79339670,2.35772151,0.48723073,1.19664697,0.00140347,0.21984090,0.05532488,1.02590951,0.14371349,0.17355080
-4.78739370,2.41512568,0.50152478,1.22744352,0.00147008,0.22355132,0.05428066,1.04652577,0.15331947,0.18162167
-4.78139070,2.46615496,0.51466675,1.25429086,0.00153503,0.22650168,0.05303220,1.06449131,0.16314881,0.18965408
-4.77538769,2.51022400,0.52645829,1.27682169,0.00159756,0.22863901,0.05160198,1.07964791,0.17309139,0.19754981
-4.76938469,2.54687924,0.53674192,1.29473606,0.00165711,0.22992589,0.05001409,1.09190035,0.18305530,0.20521538
-4.76338169,2.57582440,0.54540750,1.30781639,0.00171329,0.23034194,0.04829377,1.10122490,0.19297084,0.21256537
-4.75737869,2.59694678,0.55239875,1.31594221,0.00176592,0.22988532,0.04646694,1.10767820,0.20279448,0.21952618
-4.75137569,2.61034273,0.55771941,1.31910400,0.00181511,0.22857394,0.04455981,1.11140583,0.21251264,0.22604030
-4.74537269,2.61634078,0.56143879,1.31741527,0.00186121,0.22644639,0.04259865,1.11264992,0.22214505,0.23207053
-4.73936968,2.61552054,0.56369616,1.31112200,0.00190493,0.22356252,0.04060956,1.11175516,0.23174725,0.23760421
-4.73336668,2.60872580,0.56470394,1.30060890,0.00194729,0.22000346,0.03861835,1.10917240,0.24141217,0.24265695
-4.72736368,2.59707020,0.56474913,1.28640159,0.00198966,0.21587114,0.03665047,1.10545930,0.25127034,0.24727563
-4.72136068,2.58193424,0.56419297,1.26916439,0.00203375,0.21128722,0.03473100,1.10127756,0.26148864,0.25154057
-4.71535768,2.56495275,0.56346856,1.24969342,0.00208162,0.20639137,0.03288461,1.09738618,0.27226735,0.25556636
-4.70935468,2.54799232,0.56307656,1.22890471,0.00213566,0.20133894,0.03113560,1.09463080,0.28383558,0.25950149
-4.70335168,2.53311874,0.56357882,1.20781772,0.00219855,0.19629814,0.02950785,1.09392897,0.29644486,0.26352640
-4.69734867,2.52255494,0.56559031,1.18753432,0.00227322,0.19144662,0.02802481,1.09625166,0.31036125,0.26785010
-4.69134567,2.51863038,0.56976945,1.16921395,0.00236280,0.18696776,0.02670941,1.10260157,0.32585591,0.27270523
-4.68534267,2.52372356,0.57680719,1.15404559,0.00247054,0.18304659,0.02558392,1.11398859,0.34319468,0.27834181
-4.67933967,2.54019916,0.58741520,1.14321732,0.00259977,0.17986559,0.02466979,1.13140365,0.36262683,0.28501973
-4.67333667,2.57034221,0.60231350,1.13788456,0.00275379,0.17760054,0.02398739,1.15579148,0.38437354,0.29300028
-4.66733367,2.61629149,0.62221797,1.13913786,0.00293578,0.17641638,0.02355574,1.18802357,0.40861658,0.30253698
-4.66133067,2.67997448,0.64782802,1.14797140,0.00314873,0.17646345,0.02339212,1.22887217,0.43548767,0.31386608
-4.65532766,2.76304633,0.67981470,1.16525300,0.00339531,0.17787404,0.02351174,1.27898645,0.46505909,0.32719695
-4.64932466,2.86683484,0.71880955,1.19169683,0.00367780,0.18075949,0.02392725,1.33887151,0.49733598,0.34270298
-4.64332166,2.99229348,0.76539413,1.22783951,0.00399799,0.18520781,0.02464830,1.40887111,0.53225075,0.36051295
