energy_ev,total_up,Au_p_up,Au_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.90395198,1.11222609,0.17079297,0.71315322,0.47168553,0.06495241,0.00063640,0.06183930,0.00436117,0.25331774
-5.89794897,1.08490662,0.16782027,0.69308510,0.46174089,0.06303246,0.00058233,0.06064955,0.00449598,0.24966802
-5.89194597,1.06115389,0.16602186,0.67508047,0.45434585,0.06131846,0.00053442,0.05983901,0.00461227,0.24662385
-5.88594297,1.04066219,0.16528147,0.65904136,0.44933432,0.05978065,0.00049273,0.05935901,0.00470670,0.24406902
-5.87993997,1.02311948,0.16548405,0.64485242,0.44653497,0.05839147,0.00045725,0.05916230,0.00477641,0.24189863
-5.87393697,1.00821639,0.16651815,0.63238568,0.44577439,0.05712618,0.00042789,0.05920406,0.00481910,0.24002116
-5.86793397,0.99565291,0.16827741,0.62150463,0.44687899,0.05596313,0.00040448,0.05944264,0.00483314,0.23835951
-5.86193097,0.98514272,0.17066136,0.61206730,0.44967554,0.05488392,0.00038678,0.05983999,0.00481756,0.23685110
-5.85592796,0.97641498,0.17357541,0.60392840,0.45399044,0.05387335,0.00037444,0.06036183,0.00477213,0.23544709
-5.84992496,0.96921387,0.17693020,0.59694033,0.45964789,0.05291917,0.00036708,0.06097752,0.00469732,0.23411075
-5.84392196,0.96329609,0.18064047,0.59095336,0.46646743,0.05201176,0.00036422,0.06165971,0.00459428,0.23281526
-5.83791896,0.95842699,0.18462359,0.58581511,0.47426092,0.05114359,0.00036536,0.06238386,0.00446478,0.23154102
-5.83191596,0.95437579,0.18879786,0.58136962,0.48282964,0.05030881,0.00036991,0.06312760,0.00431115,0.23027277
-5.82591296,0.95091075,0.19308094,0.57745631,0.49196171,0.04950262,0.00037727,0.06387007,0.00413619,0.22899672
-5.81990995,0.94779487,0.19738843,0.57390931,0.50143028,0.04872089,0.00038681,0.06459131,0.00394305,0.22769788
-5.81390695,0.94478288,0.20163289,0.57055737,0.51099293,0.04795972,0.00039789,0.06527168,0.00373512,0.22635789
-5.80790395,0.94161996,0.20572335,0.56722466,0.52039238,0.04721521,0.00040984,0.06589146,0.00351596,0.22495341
-5.80190095,0.93804280,0.20956547,0.56373269,0.52935879,0.04648332,0.00042206,0.06643062,0.00328913,0.22345530
-5.79589795,0.93378297,0.21306239,0.55990352,0.53761371,0.04575997,0.00043393,0.06686878,0.00305810,0.22182857
-5.78989495,0.92857289,0.21611623,0.55556412,0.54487556,0.04504120,0.00044490,0.06718540,0.00282619,0.22003315
-5.78389195,0.92215409,0.21863022,0.55055191,0.55086644,0.04432361,0.00045445,0.06736015,0.00259647,0.21802543
-5.77788894,0.91428732,0.22051136,0.54472119,0.55532012,0.04360482,0.00046214,0.06737354,0.00237168,0.21576052
-5.77188594,0.90476417,0.22167347,0.53795016,0.55799056,0.04288410,0.00046760,0.06720757,0.00215422,0.21319499
-5.76588294,0.89341927,0.22204042,0.53014813,0.55866079,0.04216306,0.00047054,0.06684660,0.00194609,0.21028994
-5.75987994,0.88014256,0.22154934,0.52126256,0.55715141,0.04144628,0.00047077,0.06627819,0.00174890,0.20701424
-5.75387694,0.86489057,0.22015366,0.51128542,0.55332840,0.04074199,0.00046815,0.06549395,0.00156387,0.20334766
-5.74787394,0.84769615,0.21782577,0.50025843,0.54710964,0.04006263,0.00046268,0.06449025,0.00139183,0.19928366
-5.74187094,0.82867583,0.21455904,0.48827686,0.53846975,0.03942518,0.00045442,0.06326889,0.00123328,0.19483175
-5.73586793,0.80803416,0.21036916,0.47549157,0.52744304,0.03885150,0.00044350,0.06183747,0.00108841,0.19001910
-5.72986493,0.78606481,0.20529461,0.46210890,0.51412416,0.03836825,0.00043016,0.06020962,0.00095713,0.18489135
-5.72386193,0.76314783,0.19939630,0.44838859,0.49866655,0.03800671,0.00041469,0.05840493,0.00083916,0.17951259
-5.71785893,0.73974337,0.19275624,0.43463939,0.48127863,0.03780227,0.00039743,0.05644862,0.00073400,0.17396430
-5.71185593,0.71638162,0.18547540,0.42121258,0.46221780,0.03779371,0.00037878,0.05437097,0.00064107,0.16834352
-5.70585293,0.69364950,0.17767076,0.40849364,0.44178272,0.03802215,0.00035916,0.05220653,0.00055966,0.16276000
-5.69984992,0.67217451,0.16947178,0.39689218,0.42030401,0.03852988,0.00033903,0.04999309,0.00048902,0.15733281
-5.69384692,0.65260618,0.16101631,0.38683059,0.39813396,0.03935892,0.00031885,0.04777051,0.00042840,0.15218617
-5.68784392,0.63559604,0.15244628,0.37873174,0.37563555,0.04054945,0.00029907,0.04557944,0.00037702,0.14744501
-5.68184092,0.62177670,0.14390320,0.37300615,0.35317146,0.04213814,0.00028015,0.04346000,0.00033415,0.14323026
-5.67583792,0.61174091,0.13552383,0.37003914,0.33109329,0.04415651,0.00026252,0.04145046,0.00029909,0.13965412
-5.66983492,0.60602135,0.12743605,0.37017831,0.30973168,0.04662926,0.00024659,0.03958596,0.00027119,0.13681560
-5.66383192,0.60507201,0.11975520,0.37372187,0.28938750,0.04957276,0.00023271,0.03789743,0.00024985,0.13479641
-5.65782891,0.60925177,0.11258101,0.38090816,0.27032451,0.05299374,0.00022125,0.03641058,0.00023452,0.13365751
-5.65182591,0.61881088,0.10599517,0.39190675,0.25276367,0.05688829,0.00021247,0.03514514,0.00022472,0.13343636
-5.64582291,0.63388087,0.10005968,0.40681148,0.23687929,0.06124112,0.00020665,0.03411437,0.00022000,0.13414517
-5.63981991,0.65446825,0.09481602,0.42563564,0.22279700,0.06602532,0.00020399,0.03332476,0.00021996,0.13577006
-5.63381691,0.68045237,0.09028504,0.44830942,0.21059351,0.07120253,0.00020465,0.03277607,0.00022423,0.13827130
-5.62781391,0.71158745,0.08646772,0.47467996,0.20029813,0.07672361,0.00020875,0.03246154,0.00023246,0.14158469
-5.62181091,0.74750887,0.08334658,0.50451374,0.19189576,0.08252980,0.00021636,0.03236847,0.00024434,0.14562391
-5.61580790,0.78774347,0.08088772,0.53750151,0.18533120,0.08855436,0.00022751,0.03247890,0.00025955,0.15028388
-5.60980490,0.83172354,0.07904340,0.57326543,0.18051455,0.09472470,0.00024218,0.03277059,0.00027779,0.15544498
-5.60380190,0.87880402,0.07775500,0.61136832,0.17732732,0.10096477,0.00026029,0.03321810,0.00029876,0.16097796
-5.59779890,0.92828228,0.07695629,0.65132469,0.17562906,0.10719787,0.00028172,0.03379400,0.00032214,0.16674932
-5.59179590,0.97941972,0.07657679,0.69261307,0.17526422,0.11334955,0.00030629,0.03447015,0.00034761,0.17262706
-5.58579290,1.03146439,0.07654512,0.73468936,0.17606881,0.11935057,0.00033378,0.03521896,0.00037483,0.17848635
-5.57978989,1.08367369,0.07679228,0.77700057,0.17787692,0.12513978,0.00036390,0.03601463,0.00040346,0.18421508
-5.57378689,1.13533634,0.07725459,0.81899860,0.18052650,0.13066672,0.00039633,0.03683429,0.00043314,0.18971883
-5.56778389,1.18579256,0.07787633,0.86015340,0.18386461,0.13589384,0.00043066,0.03765899,0.00046349,0.19492524
-5.56178089,1.23445185,0.07861186,0.89996518,0.18775166,0.14079822,0.00046646,0.03847451,0.00049411,0.19978731
-5.55577789,1.28080744,0.07942722,0.93797511,0.19206470,0.14537260,0.00050324,0.03927191,0.00052462,0.20428566
-5.54977489,1.32444702,0.08030114,0.97377437,0.19669978,0.14962572,0.00054046,0.04004790,0.00055459,0.20842946
-5.54377189,1.36505927,0.08122543,1.00701094,0.20157311,0.15358189,0.00057756,0.04080483,0.00058364,0.21225610
-5.53776888,1.40243591,0.08220471,1.03739437,0.20662133,0.15727976,0.00061394,0.04155053,0.00061134,0.21582934
-5.53176588,1.43646951,0.08325552,1.06469819,0.21180069,0.16077034,0.00064900,0.04229778,0.00063731,0.21923628
-5.52576288,1.46714702,0.08440489,1.08876004,0.21708542,0.16411428,0.00068212,0.04306358,0.00066119,0.22258301
-5.51975988,1.49453964,0.08568837,1.10947986,0.22246531,0.16737867,0.00071270,0.04386818,0.00068260,0.22598921
-5.51375688,1.51878948,0.08714758,1.12681616,0.22794264,0.17063333,0.00074017,0.04473390,0.00070125,0.22958191
-5.50775388,1.54009386,0.08882753,1.14078080,0.23352867,0.17394683,0.00076401,0.04568388,0.00071685,0.23348873
-5.50175088,1.55868799,0.09077362,1.15143264,0.23923974,0.17738251,0.00078373,0.04674066,0.00072917,0.23783079
-5.49574787,1.57482696,0.09302857,1.15887041,0.24509337,0.18099451,0.00079894,0.04792484,0.00073803,0.24271566
-5.48974487,1.58876796,0.09562943,1.16322519,0.25110421,0.18482420,0.00080931,0.04925363,0.00074331,0.24823075
-5.48374187,1.60075352,0.09860467,1.16465295,0.25728037,0.18889709,0.00081463,0.05073964,0.00074496,0.25443730
-5.47773887,1.61099663,0.10197159,1.16332734,0.26361993,0.19322036,0.00081477,0.05238977,0.00074298,0.26136544
-5.47173587,1.61966830,0.10573414,1.15943316,0.27010809,0.19778123,0.00080970,0.05420425,0.00073743,0.26901031
-5.46573287,1.62688817,0.10988121,1.15316063,0.27671485,0.20254618,0.00079953,0.05617603,0.00072846,0.27732979
-5.45972986,1.63271845,0.11438550,1.14470062,0.28339345,0.20746111,0.00078442,0.05829038,0.00071624,0.28624360
-5.45372686,1.63716139,0.11920307,1.13424092,0.29007958,0.21245240,0.00076469,0.06052483,0.00070104,0.29563409
-5.44772386,1.64016021,0.12427351,1.12196352,0.29669146,0.21742890,0.00074069,0.06284942,0.00068313,0.30534860
-5.44172086,1.64160341,0.12952090,1.10804290,0.30313075,0.22228474,0.00071287,0.06522724,0.00066284,0.31520340
-5.43571786,1.64133202,0.13485531,1.09264512,0.30928441,0.22690274,0.00068176,0.06761536,0.00064054,0.32498894
-5.42971486,1.63914934,0.14017509,1.07592764,0.31502719,0.23115853,0.00064791,0.06996593,0.00061659,0.33447631
-5.42371186,1.63483268,0.14536959,1.05803965,0.32022501,0.23492484,0.00061189,0.07222754,0.00059136,0.34342460
-5.41770885,1.62814632,0.15032239,1.03912267,0.32473889,0.23807612,0.00057431,0.07434686,0.00056524,0.35158896
-5.41170585,1.61885509,0.15491493,1.01931134,0.32842930,0.24049307,0.00053576,0.07627024,0.00053858,0.35872887
-5.40570285,1.60673786,0.15903025,0.99873414,0.33116094,0.24206701,0.00049679,0.07794553,0.00051171,0.36461642
-5.39969985,1.59160028,0.16255689,0.97751385,0.33280753,0.24270385,0.00045796,0.07932381,0.00048494,0.36904426
-5.39369685,1.57328621,0.16539265,0.95576777,0.33325662,0.24232754,0.00041973,0.08036105,0.00045851,0.37183284
-5.38769385,1.55168729,0.16744812,0.93360753,0.33241408,0.24088286,0.00038255,0.08101968,0.00043266,0.37283674
-5.38169085,1.52675027,0.16864988,0.91113852,0.33020823,0.23833747,0.00034677,0.08126993,0.00040757,0.37194976
-5.37568784,1.49848195,0.16894313,0.88845887,0.32659323,0.23468311,0.00031269,0.08109090,0.00038335,0.36910872
-5.36968484,1.46695148,0.16829377,0.86565823,0.32155183,0.22993605,0.00028056,0.08047141,0.00036012,0.36429574
-5.36368184,1.43229015,0.16668982,0.84281634,0.31509717,0.22413663,0.00025054,0.07941048,0.00033791,0.35753900
-5.35767884,1.39468885,0.16414205,0.82000155,0.30727367,0.21734806,0.00022273,0.07791750,0.00031676,0.34891199
-5.35167584,1.35439339,0.16068393,0.79726948,0.29815691,0.20965458,0.00019719,0.07601206,0.00029667,0.33853135
-5.34567284,1.31169825,0.15637088,0.77466210,0.28785262,0.20115897,0.00017390,0.07372352,0.00027760,0.32655339
-5.33966983,1.26693901,0.15127884,0.75220718,0.27649476,0.19197963,0.00015283,0.07109023,0.00025954,0.31316956
-5.33366683,1.22048415,0.14550224,0.72991847,0.26424275,0.18224734,0.00013389,0.06815856,0.00024243,0.29860100
-5.32766383,1.17272667,0.13915160,0.70779665,0.25127820,0.17210184,0.00011698,0.06498172,0.00022626,0.28309255
-5.32166083,1.12407592,0.13235063,0.68583109,0.23780102,0.16168834,0.00010195,0.06161844,0.00021099,0.26690636
-5.31565783,1.07495017,0.12523325,0.66400248,0.22402532,0.15115420,0.00008869,0.05813158,0.00019663,0.25031546
-5.30965483,1.02577026,0.11794041,0.64228620,0.21017517,0.14064573,0.00007703,0.05458671,0.00018319,0.23359744
-5.30365183,0.97695440,0.11061697,0.62065645,0.19648042,0.13030534,0.00006683,0.05105074,0.00017071,0.21702858
-5.29764882,0.92891437,0.10340872,0.59909082,0.18317266,0.12026909,0.00005794,0.04759056,0.00015928,0.20087846
-5.29164582,0.88205312,0.09645959,0.57757516,0.17048165,0.11066464,0.00005024,0.04427189,0.00014901,0.18540526
-5.28564282,0.83676344,0.08990908,0.55610853,0.15863199,0.10160960,0.00004360,0.04115816,0.00014005,0.17085185
-5.27963982,0.79342768,0.08389012,0.53470782,0.14784036,0.09321044,0.00003792,0.03830962,0.00013262,0.15744257
-5.27363682,0.75241803,0.07852709,0.51341190,0.13831321,0.08556165,0.00003311,0.03578251,0.00012697,0.14538080
-5.26763382,0.71409719,0.07393424,0.49228496,0.13024480,0.07874544,0.00002908,0.03362848,0.00012340,0.13484719
-5.26163082,0.67881879,0.07021434,0.47141889,0.12381568,0.07283156,0.00002580,0.03189396,0.00012228,0.12599838
-5.25562781,0.64692737,0.06745747,0.45093442,0.11919140,0.06787748,0.00002323,0.03061979,0.00012403,0.11896629
-5.24962481,0.61875759,0.06574011,0.43098097,0.11652131,0.06392867,0.00002136,0.02984081,0.00012915,0.11385757
-5.24362181,0.59463230,0.06512414,0.41173523,0.11593750,0.06101894,0.00002021,0.02958550,0.00013820,0.11075331
-5.23761881,0.57485937,0.06565605,0.39339836,0.11755354,0.05917081,0.00001981,0.02987567,0.00015180,0.10970874
-5.23161581,0.55972730,0.06736607,0.37619205,0.12146320,0.05839592,0.00002023,0.03072604,0.00017066,0.11075298
-5.22561281,0.54949952,0.07026729,0.36035349,0.12773874,0.05869521,0.00002157,0.03214396,0.00019553,0.11388860
-5.21960980,0.54440774,0.07435484,0.34612959,0.13642914,0.06005916,0.00002394,0.03412894,0.00022726,0.11909115
-5.21360680,0.54464450,0.07960505,0.33377058,0.14755798,0.06246793,0.00002751,0.03667229,0.00026670,0.12630866
-5.20760380,0.55035534,0.08597474,0.32352329,0.16112110,0.06589136,0.00003247,0.03975674,0.00031480,0.13546104
-5.20160080,0.56163110,0.09340061,0.31562456,0.17708431,0.07028904,0.00003904,0.04335610,0.00037247,0.14643972
-5.19559780,0.57850067,0.10179900,0.31029471,0.19538096,0.07561037,0.00004748,0.04743502,0.00044067,0.15910746
-5.18959480,0.60092482,0.11106585,0.30773167,0.21590992,0.08179473,0.00005810,0.05194891,0.00052030,0.17329864
-5.18359180,0.62879149,0.12107728,0.30810568,0.23853381,0.08877182,0.00007122,0.05684398,0.00061222,0.18882004
-5.17758879,0.66191292,0.13169056,0.31155496,0.26307791,0.09646212,0.00008722,0.06205758,0.00071717,0.20545243
-5.17158579,0.70002491,0.14274579,0.31818219,0.28932980,0.10477770,0.00010648,0.06751876,0.00083580,0.22295282
-5.16558279,0.74278844,0.15406821,0.32805211,0.31704003,0.11362325,0.00012942,0.07314912,0.00096854,0.24105776
-5.15957979,0.78979371,0.16547116,0.34119000,0.34592377,0.12289741,0.00015647,0.07886399,0.00111562,0.25948745
-5.15357679,0.84056647,0.17675966,0.35758115,0.37566374,0.13249438,0.00018804,0.08457382,0.00127705,0.27795075
-5.14757379,0.89457653,0.18773459,0.37717116,0.40591430,0.14230576,0.00022455,0.09018600,0.00145249,0.29615096
-5.14157079,0.95124803,0.19819726,0.39986698,0.43630674,0.15222256,0.00026638,0.09560671,0.00164133,0.31379223
-5.13556778,1.00997124,0.20795436,0.42553846,0.46645575,0.16213733,0.00031387,0.10074315,0.00184260,0.33058634
-5.12956478,1.07011513,0.21682294,0.45402047,0.49596675,0.17194632,0.00036729,0.10550570,0.00205497,0.34625966
-5.12356178,1.13104043,0.22463537,0.48511527,0.52444409,0.18155153,0.00042683,0.10981022,0.00227676,0.36056000
-5.11755878,1.19211251,0.23124401,0.51859508,0.55149976,0.19086258,0.00049256,0.11358023,0.00250594,0.37326297
-5.11155578,1.25271355,0.23652538,0.55420483,0.57676222,0.19979833,0.00056444,0.11674898,0.00274016,0.38417770
-5.10555278,1.31225362,0.24038364,0.59166491,0.59988532,0.20828810,0.00064228,0.11926119,0.00297679,0.39315154
-5.09954977,1.37018018,0.24275328,0.63067403,0.62055666,0.21627255,0.00072574,0.12107463,0.00321296,0.40007360
-5.09354677,1.42598584,0.24360079,0.67091204,0.63850532,0.22370402,0.00081431,0.12216117,0.00344564,0.40487697
-5.08754377,1.47921416,0.24292533,0.71204290,0.65350853,0.23054645,0.00090729,0.12250747,0.00367168,0.40753943
-5.08154077,1.52946349,0.24075834,0.75371775,0.66539707,0.23677495,0.00100384,0.12211528,0.00388794,0.40808278
-5.07553777,1.57638890,0.23716203,0.79557822,0.67405915,0.24237479,0.00110293,0.12100119,0.00409133,0.40657072
-5.06953477,1.61970253,0.23222700,0.83726001,0.67944270,0.24734033,0.00120339,0.11919598,0.00427893,0.40310549
-5.06353177,1.65917248,0.22606897,0.87839679,0.68155592,0.25167354,0.00130390,0.11674359,0.00444806,0.39782342
-5.05752876,1.69462081,0.21882478,0.91862464,0.68046605,0.25538251,0.00140306,0.11369973,0.00459636,0.39088964
-5.05152576,1.72592081,0.21064792,0.95758681,0.67629657,0.25847999,0.00149938,0.11013019,0.00472187,0.38249215
-5.04552276,1.75299420,0.20170378,0.99493899,0.66922274,0.26098203,0.00159135,0.10610896,0.00482311,0.37283577
-5.03951976,1.77580835,0.19216474,1.03035500,0.65946593,0.26290685,0.00167744,0.10171622,0.00489908,0.36213586
-5.03351676,1.79437408,0.18220541,1.06353282,0.64728679,0.26427407,0.00175621,0.09703628,0.00494937,0.35061251
-5.02751376,1.80874407,0.17199816,1.09420073,0.63297765,0.26510423,0.00182628,0.09215559,0.00497410,0.33848512
-5.02151076,1.81901215,0.16170908,1.12212364,0.61685441,0.26541880,0.00188644,0.08716079,0.00497400,0.32596765
-5.01550775,1.82531339,0.15149452,1.14710914,0.59924838,0.26524054,0.00193564,0.08213699,0.00495033,0.31326476
-5.00950475,1.82782497,0.14149833,1.16901326,0.58049820,0.26459420,0.00197303,0.07716624,0.00490489,0.30056880
-5.00350175,1.82676763,0.13184978,1.18774552,0.56094230,0.26350760,0.00199802,0.07232618,0.00483997,0.28805775
-4.99749875,1.82240740,0.12266221,1.20327317,0.54091212,0.26201280,0.00201029,0.06768908,0.00475833,0.27589397
-4.99149575,1.81505731,0.11403247,1.21562432,0.52072627,0.26014747,0.00200975,0.06332100,0.00466306,0.26422390
-4.98549275,1.80507870,0.10604088,1.22488970,0.50068583,0.25795615,0.00199661,0.05928129,0.00455758,0.25317827
-4.97948974,1.79288168,0.09875190,1.23122289,0.48107088,0.25549144,0.00197135,0.05562229,0.00444555,0.24287306
-4.97348674,1.77892440,0.09221520,1.23483890,0.46213827,0.25281484,0.00193469,0.05238924,0.00433077,0.23341066
-4.96748374,1.76371078,0.08646711,1.23601096,0.44412054,0.24999725,0.00188758,0.04962031,0.00421711,0.22488136
-4.96148074,1.74778637,0.08153232,1.23506544,0.42722595,0.24711901,0.00183117,0.04734683,0.00410845,0.21736490
-4.95547774,1.73173218,0.07742567,1.23237497,0.41163939,0.24426937,0.00176677,0.04559351,0.00400858,0.21093185
-4.94947474,1.71615629,0.07415402,1.22834991,0.39752399,0.24154543,0.00169584,0.04437876,0.00392114,0.20564486
-4.94347174,1.70168335,0.07171793,1.22342809,0.38502311,0.23905045,0.00161989,0.04371503,0.00384956,0.20155954
-4.93746873,1.68894196,0.07011322,1.21806333,0.37426253,0.23689168,0.00154050,0.04360908,0.00379697,0.19872492
-4.93146573,1.67855018,0.06933224,1.21271279,0.36535244,0.23517763,0.00145927,0.04406223,0.00376618,0.19718351
-4.92546273,1.67109964,0.06936480,1.20782361,0.35838920,0.23401501,0.00137775,0.04507055,0.00375960,0.19697083
-4.91945973,1.66713846,0.07019877,1.20381922,0.35345635,0.23350528,0.00129744,0.04662502,0.00377920,0.19811459
-4.91345673,1.66715367,0.07182034,1.20108559,0.35062497,0.23374113,0.00121975,0.04871154,0.00382651,0.20063336
-4.90745373,1.67155371,0.07421380,1.19995815,0.34995312,0.23480285,0.00114596,0.05131096,0.00390254,0.20453493
-4.90145073,1.68065155,0.07736115,1.20070957,0.35148435,0.23675486,0.00107723,0.05439902,0.00400778,0.20981446
-4.89544772,1.69464926,0.08124128,1.20353896,0.35524543,0.23964247,0.00101456,0.05794631,0.00414218,0.21645247
-4.88944472,1.71362462,0.08582897,1.20856296,0.36124319,0.24348905,0.00095878,0.06191814,0.00430513,0.22441274
-4.88344172,1.73752037,0.09109379,1.21580904,0.36946090,0.24829376,0.00091056,0.06627457,0.00449550,0.23364048
-4.87743872,1.76613689,0.09699889,1.22521138,0.37985426,0.25402988,0.00087036,0.07097036,0.00471157,0.24406058
-4.87143572,1.79912862,0.10349985,1.23660960,0.39234743,0.26064392,0.00083849,0.07595510,0.00495110,0.25557646
-4.86543272,1.83600492,0.11054369,1.24975045,0.40682938,0.26805551,0.00081505,0.08117342,0.00521133,0.26806928
-4.85942971,1.87613539,0.11806816,1.26429268,0.42315095,0.27615823,0.00079998,0.08656537,0.00548900,0.28139796
-4.85342671,1.91876006,0.12600136,1.27981490,0.44112301,0.28482122,0.00079303,0.09206691,0.00578041,0.29539994
-4.84742371,1.96300439,0.13426183,1.29582651,0.46051595,0.29389179,0.00079381,0.09761072,0.00608146,0.30989275
-4.84142071,2.00789890,0.14275917,1.31178117,0.48106097,0.30319875,0.00080175,0.10312703,0.00638771,0.32467665
-4.83541771,2.05240307,0.15139516,1.32709284,0.50245318,0.31255667,0.00081617,0.10854486,0.00669446,0.33953806
-4.82941471,2.09543317,0.16006557,1.34115360,0.52435682,0.32177066,0.00083625,0.11379325,0.00699682,0.35425398
-4.82341171,2.13589311,0.16866246,1.35335298,0.54641244,0.33064189,0.00086109,0.11880288,0.00728985,0.36859729
-4.81740870,2.17270760,0.17707702,1.36309810,0.56824609,0.33897334,0.00088969,0.12350765,0.00756864,0.38234267
-4.81140570,2.20485660,0.18520285,1.36983404,0.58948012,0.34657597,0.00092103,0.12784647,0.00782842,0.39527313
-4.80540270,2.23140995,0.19293959,1.37306372,0.60974547,0.35327477,0.00095407,0.13176511,0.00806473,0.40718684
-4.79939970,2.25156096,0.20019662,1.37236665,0.62869471,0.35891482,0.00098777,0.13521792,0.00827350,0.41790404
-4.79339670,2.26465774,0.20689683,1.36741596,0.64601550,0.36336686,0.00102117,0.13816960,0.00845126,0.42727369
-4.78739370,2.27023106,0.21298020,1.35799295,0.66144378,0.36653231,0.00105337,0.14059664,0.00859517,0.43517965
-4.78139070,2.26801753,0.21840685,1.34399879,0.67477603,0.36834755,0.00108360,0.14248863,0.00870322,0.44154592
-4.77538769,2.25797706,0.22315968,1.32546277,0.68587987,0.36878713,0.00111123,0.14384914,0.00877429,0.44634087
-4.76938469,2.24030363,0.22724605,1.30254677,0.69470259,0.36786596,0.00113583,0.14469622,0.00880825,0.44957997
-4.76338169,2.21542875,0.23069870,1.27554576,0.70127683,0.36564012,0.00115716,0.14506240,0.00880599,0.45132700
-4.75737869,2.18401702,0.23357547,1.24488414,0.70572315,0.36220639,0.00117518,0.14499424,0.00876945,0.45169345
-4.75137569,2.14695386,0.23595808,1.21110797,0.70824909,0.35770035,0.00119011,0.14455122,0.00870165,0.45083606
-4.74537269,2.10532518,0.23794969,1.17487323,0.70914463,0.35229314,0.00120239,0.14380426,0.00860655,0.44895262
-4.73936968,2.06038977,0.23967143,1.13693044,0.70877399,0.34618689,0.00121266,0.14283355,0.00848905,0.44627599
-4.73336668,2.01354495,0.24125797,1.09810599,0.70756420,0.33960894,0.00122180,0.14172607,0.00835478,0.44306651
-4.72736368,1.96628662,0.24285227,1.05928085,0.70599048,0.33280515,0.00123085,0.14057270,0.00821001,0.43960323
-4.72136068,1.92016487,0.24459977,1.02136704,0.70455929,0.32603234,0.00124103,0.13946501,0.00806139,0.43617409
-4.71535768,1.87673680,0.24664214,0.98528293,0.70378948,0.31955021,0.00125364,0.13849195,0.00791576,0.43306556
-4.70935468,1.83751801,0.24911102,0.95192775,0.70419242,0.31361309,0.00127006,0.13773655,0.00777992,0.43055210
-4.70335168,1.80393458,0.25212190,0.92215642,0.70625190,0.30846169,0.00129167,0.13727264,0.00766034,0.42888588
-4.69734867,1.77727717,0.25576845,0.89675530,0.71040462,0.30431521,0.00131980,0.13716192,0.00756297,0.42828722
-4.69134567,1.75865898,0.26011762,0.87641964,0.71702212,0.30136411,0.00135569,0.13745140,0.00749295,0.42893606
-4.68534267,1.74897890,0.26520565,0.86173354,0.72639491,0.29976383,0.00140041,0.13817131,0.00745444,0.43096494
-4.67933967,1.74889142,0.27103530,0.85315291,0.73871943,0.29962958,0.00145482,0.13933360,0.00745042,0.43445361
-4.67333667,1.75878412,0.27757425,0.85099203,0.75408844,0.30103255,0.00151952,0.14093119,0.00748253,0.43942567
-4.66733367,1.77876363,0.28475501,0.85541408,0.77248517,0.30399744,0.00159478,0.14293788,0.00755101,0.44584713
-4.66133067,1.80865051,0.29247614,0.86642598,0.79378150,0.30850168,0.00168056,0.14530891,0.00765461,0.45362715
-4.65532766,1.84798313,0.30060487,0.88387748,0.81774018,0.31447610,0.00177644,0.14798239,0.00779065,0.46262078
-4.64932466,1.89603031,0.30898092,0.90746475,0.84402100,0.32180704,0.00188164,0.15088124,0.00795505,0.47263350
-4.64332166,1.95181225,0.31742151,0.93673807,0.87219063,0.33034001,0.00199499,0.15391576,0.00814246,0.48342757
