energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.89194597,2.78229737,-1.72488759,2.20889844,-1.18411416,0.89834996,-0.28266103,0.00086164,-0.00164138,0.91605271,-0.43674345,0.06705137,-0.02937358,0.47784896,-0.39399344,0.21807695,-0.30236221,0.12361505,-0.13373263
-5.88594297,2.83616268,-1.66536503,2.28596515,-1.14195744,0.90823893,-0.27346859,0.00095770,-0.00158509,0.93088842,-0.41993143,0.06911945,-0.02792337,0.49077520,-0.38334077,0.23234627,-0.29229570,0.12470786,-0.12921541
-5.87993997,2.89397091,-1.60812537,2.36947061,-1.10241396,0.91651847,-0.26586855,0.00107529,-0.00152487,0.94525032,-0.40513388,0.07134386,-0.02675668,0.50577034,-0.37237080,0.24897187,-0.28121502,0.12635469,-0.12447001
-5.87393697,2.95660294,-1.55461105,2.46001483,-1.06668829,0.92347995,-0.26007579,0.00121522,-0.00146224,0.95944549,-0.39272499,0.07375522,-0.02589610,0.52300093,-0.36143492,0.26791599,-0.26936889,0.12860100,-0.11960367
-5.86793397,3.02489438,-1.50629479,2.55806327,-1.03603082,0.92946229,-0.25630010,0.00137811,-0.00139891,0.97380468,-0.38307586,0.07637973,-0.02536113,0.54259448,-0.35089818,0.28910023,-0.25702962,0.13148315,-0.11472813
-5.86193097,3.09958062,-1.46465084,2.66390077,-1.01172148,0.93483525,-0.25474213,0.00156432,-0.00133676,0.98866365,-0.37654952,0.07923735,-0.02516824,0.56462931,-0.34113071,0.31240363,-0.24448642,0.13502599,-0.10995687
-5.85592796,3.18124072,-1.43112548,2.77758745,-0.99505176,0.93998066,-0.25558933,0.00177394,-0.00127779,1.00434298,-0.37349574,0.08234018,-0.02533098,0.58912502,-0.33249909,0.33766139,-0.23203850,0.13924060,-0.10540231
-5.84992496,3.27024318,-1.40710753,2.89891923,-0.98730549,0.94527260,-0.25901183,0.00200670,-0.00122411,1.02112755,-0.37424548,0.08569100,-0.02586005,0.61603421,-0.32535792,0.36466451,-0.21998810,0.14412222,-0.10117311
-5.84392196,3.36669665,-1.39389976,3.02739541,-0.98973824,0.95105741,-0.26515837,0.00226199,-0.00117790,1.03924666,-0.37910526,0.08928230,-0.02676336,0.64523588,-0.32004188,0.39316033,-0.20863387,0.14964857,-0.09737161
-5.83791896,3.47040864,-1.39269166,3.16219602,-1.00355563,0.95763463,-0.27415245,0.00253875,-0.00114135,1.05885593,-0.38835136,0.09309559,-0.02804601,0.67653099,-0.31685850,0.42285430,-0.19826456,0.15577873,-0.09409150
-5.83191596,3.58085498,-1.40453428,3.30217091,-1.02989061,0.96523986,-0.28608858,0.00283547,-0.00111667,1.08002213,-0.40222383,0.09710121,-0.02971037,0.70964063,-0.31608184,0.45341283,-0.18915340,0.16245254,-0.09141587
-5.82591296,3.69716233,-1.43031738,3.44584229,-1.06977965,0.97403041,-0.30102899,0.00315019,-0.00110600,1.10271177,-0.42092053,0.10125864,-0.03175595,0.74420696,-0.31794708,0.48446754,-0.18155314,0.16959071,-0.08941555
-5.81990995,3.81810548,-1.47074927,3.59142186,-1.12413817,0.98407454,-0.31900052,0.00348049,-0.00111142,1.12678429,-0.44459112,0.10551725,-0.03417939,0.77979728,-0.32264630,0.51562065,-0.17569184,0.17709566,-0.08814782
-5.81390695,3.94212029,-1.52633937,3.73684275,-1.19373512,0.99534491,-0.33999206,0.00382346,-0.00113491,1.15199030,-0.47333112,0.10981757,-0.03697430,0.81591108,-0.33032522,0.54645158,-0.17176943,0.18485311,-0.08765561
-5.80790395,4.06733258,-1.59738361,3.87980586,-1.27916716,1.00771651,-0.36395237,0.00417581,-0.00117827,1.17797515,-0.50717602,0.11409288,-0.04013112,0.85199008,-0.34108107,0.57652468,-0.16995492,0.19273433,-0.08796693
-5.80190095,4.19160228,-1.68395260,4.01783923,-1.38083264,1.02096934,-0.39078833,0.00453386,-0.00124317,1.20428783,-0.54609569,0.11827120,-0.04363696,0.88743097,-0.35496133,0.60539777,-0.17038441,0.20059905,-0.08909477
-5.79589795,4.31258132,-1.78588254,4.14836856,-1.49890598,1.03479571,-0.42036379,0.00489365,-0.00133103,1.23039477,-0.58998906,0.12227752,-0.04747537,0.92160049,-0.37196342,0.63263139,-0.17315954,0.20829898,-0.09103723
-5.78989495,4.42778313,-1.90276885,4.26879583,-1.63331311,1.04881169,-0.45249887,0.00525100,-0.00144304,1.25569809,-0.63867937,0.12603622,-0.05162620,0.95385233,-0.39203511,0.65779851,-0.17834653,0.21568171,-0.09377799
-5.78389195,4.53466083,-2.03396262,4.37658302,-1.78370888,1.06257238,-0.48696989,0.00560168,-0.00158014,1.27955728,-0.69191010,0.12947344,-0.05606533,0.98354516,-0.41507555,0.68049427,-0.18597564,0.22259488,-0.09728693
-5.77788894,4.63069088,-2.17856988,4.46933697,-1.94945735,1.07559011,-0.52350989,0.00594143,-0.00174293,1.30131343,-0.74934183,0.13251952,-0.06076457,1.01006134,-0.44093685,0.70034562,-0.19604094,0.22889051,-0.10152102
-5.77188594,4.71345845,-2.33545405,4.54489167,-2.12961632,1.08735470,-0.56180981,0.00626622,-0.00193173,1.32031477,-0.81055034,0.13511118,-0.06569149,1.03282532,-0.46942621,0.71702037,-0.20850048,0.23442931,-0.10642531
-5.76588294,4.78074083,-2.50324186,4.60138409,-2.32292716,1.09735487,-0.60152046,0.00657226,-0.00214648,1.33594227,-0.87502627,0.13719351,-0.07080938,1.05132120,-0.50030828,0.73023553,-0.22327671,0.23908472,-0.11193398
-5.75987994,4.83058519,-2.68033304,4.63732000,-2.52781128,1.10509974,-0.64225520,0.00685622,-0.00238680,1.34763405,-0.94217650,0.13872163,-0.07607724,1.06510871,-0.53330810,0.73976441,-0.24025723,0.24274657,-0.11797161
-5.75387694,4.86137727,-2.86491438,4.65162670,-2.74237457,1.11013939,-0.68359365,0.00711532,-0.00265192,1.35490755,-1.01132779,0.13966199,-0.08144997,1.07383692,-0.56811422,0.74544250,-0.25929587,0.24532434,-0.12445440
-5.74787394,4.87189814,-3.05497845,4.64369019,-2.96442053,1.11208354,-0.72508618,0.00734745,-0.00294074,1.35737826,-1.08173259,0.13999321,-0.08687854,1.07725526,-0.60438239,0.74717169,-0.28021415,0.24674968,-0.13129153
-5.74187094,4.86136658,-3.24834740,4.61337512,-3.19147314,1.11061754,-0.76625956,0.00755125,-0.00325181,1.35477430,-1.15257760,0.13970658,-0.09231044,1.07522134,-0.64173951,0.74492284,-0.30280315,0.24697826,-0.13838655
-5.73586793,4.82946566,-3.44270210,4.56102684,-3.42080982,1.10551495,-0.80662353,0.00772620,-0.00358335,1.34694616,-1.22299485,0.13880610,-0.09769022,1.06770534,-0.67978814,0.73873654,-0.32682584,0.24599085,-0.14563880
-5.72986493,4.77635233,-3.63561660,4.48745552,-3.64950427,1.09664622,-0.84567843,0.00787263,-0.00393329,1.33387132,-1.29207548,0.13730817,-0.10296016,1.05479083,-0.71811150,0.72872200,-0.35201995,0.24379365,-0.15294493
-5.72386193,4.70265036,-3.82459770,4.39390342,-3.87447907,1.08398315,-0.88292382,0.00799175,-0.00429933,1.31565357,-1.35888600,0.13524094,-0.10806114,1.03667205,-0.75627887,0.71505426,-0.37810128,0.24041775,-0.16020048
-5.71785893,4.60942705,-4.00712917,4.28199724,-4.09256663,1.06759907,-0.91786784,0.00808561,-0.00467897,1.29251740,-1.42248684,0.13264337,-0.11293363,1.01364780,-0.79385159,0.69796962,-0.40476761,0.23591797,-0.16730139
-5.71185593,4.49815533,-4.18071990,4.15368789,-4.30057728,1.04766491,-0.95003738,0.00815703,-0.00506953,1.26479763,-1.48195266,0.12956415,-0.11751878,0.98611229,-0.83038945,0.67775962,-0.43170305,0.23037094,-0.17414570
-5.70585293,4.37066316,-4.34295463,4.01118077,-4.49537242,1.02444136,-0.97898858,0.00820951,-0.00546828,1.23292522,-1.53639396,0.12606032,-0.12175963,0.95454328,-0.86545745,0.65476376,-0.45858285,0.22387264,-0.18063511
-5.69984992,4.22907283,-4.49154623,3.85686008,-4.67394036,0.99826777,-1.00431751,0.00824710,-0.00587240,1.19740988,-1.58497924,0.12219599,-0.12560231,0.91948811,-0.89863286,0.62936111,-0.48507855,0.21653554,-0.18667660
-5.69384692,4.07573302,-4.62438769,3.69321044,-4.83347224,0.96954839,-1.02567074,0.00827425,-0.00627913,1.15882051,-1.62695704,0.11804085,-0.12899732,0.88154812,-0.92951238,0.60196121,-0.51086339,0.20848526,-0.19218397
-5.68784392,3.91314651,-4.73960217,3.52273959,-4.97143525,0.93873660,-1.04275519,0.00829563,-0.00668571,1.11776442,-1.66167691,0.11366880,-0.13190068,0.84136211,-0.95771924,0.57299448,-0.53561785,0.19985714,-0.19707928
-5.68184092,3.74389665,-4.83558930,3.34790517,-5.08564024,0.90631812,-1.05534721,0.00831593,-0.00708948,1.07486644,-1.68860858,0.10915656,-0.13427507,0.79958940,-0.98291008,0.54290249,-0.55903520,0.19079260,-0.20129415
-5.67583792,3.57057538,-4.91106597,3.17104850,-5.17430126,0.87279378,-1.06330020,0.00833969,-0.00748788,1.03074863,-1.70735848,0.10458234,-0.13609076,0.75689306,-1.00478144,0.51212829,-0.58082690,0.18143561,-0.20477092
-5.66983492,3.39571542,-4.96509988,2.99433781,-5.23608432,0.83866287,-1.06655054,0.00837109,-0.00787846,0.98601178,-1.71768279,0.10002458,-0.13732636,0.71392393,-1.02307555,0.48110721,-0.60072773,0.17192920,-0.20746360
-5.66383192,3.22172869,-4.99713450,2.81972241,-5.27014374,0.80440754,-1.06512156,0.00841377,-0.00825886,0.94121909,-1.71949650,0.09556075,-0.13796943,0.67130577,-1.03758541,0.45025817,-0.61850053,0.16241220,-0.20933853
-5.65782891,3.05085290,-5.00700432,2.64889899,-5.27614434,0.77047902,-1.05912513,0.00847067,-0.00862682,0.89688271,-1.71287794,0.09126616,-0.13801676,0.62962200,-1.04815881,0.41997586,-0.63394040,0.15301627,-0.21037489
-5.65182591,2.88510722,-4.99493957,2.48329040,-5.25426881,0.73728602,-1.04876085,0.00854388,-0.00898013,0.85345346,-1.69806847,0.08721285,-0.13747441,0.58940429,-1.05470135,0.39062385,-0.64687827,0.14386330,-0.21056482
-5.64582291,2.72625796,-4.96156008,2.32403661,-5.20520985,0.70518560,-1.03431258,0.00863458,-0.00931662,0.81131392,-1.67546728,0.08346846,-0.13635761,0.55112320,-1.05717821,0.36252877,-0.65718376,0.13506311,-0.20991338
-5.63981991,2.57579436,-4.90785847,2.17199703,-5.13014762,0.67447678,-1.01614251,0.00874290,-0.00963412,0.77077472,-1.64562133,0.08009511,-0.13469022,0.51518097,-1.05561464,0.33597564,-0.66476730,0.12671167,-0.20843817
-5.63381691,2.43491416,-4.83517298,2.02776294,-5.03071349,0.64539677,-0.99468276,0.00886797,-0.00993045,0.73207403,-1.60921082,0.07714830,-0.13250416,0.48190649,-1.05009528,0.31120429,-0.66958129,0.11888964,-0.20616873
-5.62781391,2.30451843,-4.74515113,1.89167829,-4.90894149,0.61811973,-0.97042473,0.00900789,-0.01020337,0.69537966,-1.56703060,0.07467579,-0.12983859,0.45155240,-1.04076210,0.28840703,-0.67162052,0.11166145,-0.20314574
-5.62181091,2.18521470,-4.63970510,1.76386697,-4.76720966,0.59275780,-0.94390655,0.00915979,-0.01045060,0.66079358,-1.51996827,0.07271650,-0.12673886,0.42429421,-1.02781121,0.26772739,-0.67092159,0.10507472,-0.19941996
-5.61580790,2.07732719,-4.52096082,1.64426463,-4.60817336,0.56936421,-0.91569905,0.00931995,-0.01066983,0.62835814,-1.46897974,0.07129946,-0.12325551,0.40023123,-1.01148852,0.24925983,-0.66756150,0.09916015,-0.19505105
-5.60980490,1.98091301,-4.39120201,1.53265289,-4.43469334,0.54793777,-0.88639063,0.00948392,-0.01085873,0.59806355,-1.41506301,0.07044281,-0.11944310,0.37938920,-0.99208440,0.23305061,-0.66165534,0.09393172,-0.19010627
-5.60380190,1.89578300,-4.25281153,1.42869424,-4.24976084,0.52842873,-0.85657159,0.00964666,-0.01101503,0.56985601,-1.35923133,0.07015297,-0.11535906,0.36172436,-0.96992741,0.21909937,-0.65335312,0.08938736,-0.18465899
-5.59779890,1.82152604,-4.10821152,1.33196571,-4.05642257,0.51074525,-0.82681841,0.00980278,-0.01113653,0.54364615,-1.30248649,0.07042396,-0.11106254,0.34712875,-0.94537740,0.20736162,-0.64283589,0.08550986,-0.17878730
-5.59179590,1.75753577,-3.95980454,1.24199020,-3.85770776,0.49476033,-0.79767857,0.00994668,-0.01122124,0.51931710,-1.24579316,0.07123691,-0.10661332,0.33543653,-0.91881793,0.19775196,-0.63031110,0.08226809,-0.17257238
-5.58579290,1.70303872,-3.80991725,1.15826412,-3.65655949,0.48031883,-0.76965633,0.01007277,-0.01126746,0.49673212,-1.19005529,0.07255992,-0.10207082,0.32643105,-0.89064838,0.19014784,-0.61600743,0.07961856,-0.16609706
-5.57978989,1.65712321,-3.66074833,1.08028074,-3.45577222,0.46724425,-0.74320006,0.01017571,-0.01127386,0.47574130,-1.13609503,0.07434821,-0.09749313,0.31985266,-0.86127584,0.18439394,-0.60016912,0.07750706,-0.15944423
-5.57378689,1.61876824,-3.51432205,1.00754888,-3.25793690,0.45534517,-0.71869137,0.01025050,-0.01123957,0.45618742,-1.08463497,0.07654463,-0.09293620,0.31540675,-0.83110698,0.18030699,-0.58305008,0.07587062,-0.15269543
-5.56778389,1.58687219,-3.37244855,0.93960675,-3.06539479,0.44442117,-0.69643654,0.01029277,-0.01116434,0.43791071,-1.03628409,0.07908063,-0.08845311,0.31277225,-0.80054004,0.17768093,-0.56490776,0.07463947,-0.14592939
-5.56178089,1.56028079,-3.23669172,0.87603120,-2.88020075,0.43426823,-0.67666041,0.01029881,-0.01104853,0.42075269,-0.99152765,0.08187752,-0.08409342,0.31161010,-0.76995725,0.17629237,-0.54599722,0.07373917,-0.13922074
-5.55577789,1.53781428,-3.10834528,0.81644286,-2.70409631,0.42468353,-0.65950287,0.01026575,-0.01089325,0.40455915,-0.95072131,0.08484824,-0.07990263,0.31157171,-0.73971771,0.17590626,-0.52656532,0.07309274,-0.13263878
-5.54977489,1.51829358,-2.98841731,0.76050764,-2.53849248,0.41546975,-0.64501803,0.01019162,-0.01070034,0.38918230,-0.91408926,0.08789944,-0.07592169,0.31230723,-0.71015093,0.17628165,-0.50684546,0.07262277,-0.12624637
-5.54377189,1.50056527,-2.87762332,0.70793541,-2.38446211,0.40643887,-0.63317612,0.01007535,-0.01047239,0.37448251,-0.88172638,0.09093383,-0.07218664,0.31347357,-0.68155127,0.17717737,-0.48705290,0.07225343,-0.12009901
-5.53776888,1.48352522,-2.77638742,0.65847654,-2.24274111,0.39741554,-0.62386775,0.00991685,-0.01021269,0.36032949,-0.85360398,0.09385285,-0.06872825,0.31474183,-0.65417324,0.17835768,-0.46738080,0.07191242,-0.11424400
-5.53176588,1.46614061,-2.68485138,0.61191704,-2.11373786,0.38824012,-0.61691060,0.00971693,-0.00992521,0.34660331,-0.82957888,0.09655939,-0.06557176,0.31580429,-0.62822785,0.17959758,-0.44799729,0.07153269,-0.10871987
-5.52576288,1.44747012,-2.60289060,0.56807304,-1.99754991,0.37877131,-0.61205796,0.00947724,-0.00961445,0.33319529,-0.80940523,0.09896065,-0.06273666,0.31638064,-0.60388010,0.18068781,-0.42904336,0.07105396,-0.10355594
-5.51975988,1.42668190,-2.53013636,0.52678509,-1.89398686,0.36888845,-0.60900898,0.00920022,-0.00928533,0.32000876,-0.79274854,0.10097085,-0.06023653,0.31622334,-0.58124756,0.18143928,-0.41063193,0.07042402,-0.09877210
-5.51375688,1.40306887,-2.46600318,0.48791292,-1.80259842,0.35849351,-0.60742010,0.00888900,-0.00894305,0.30695994,-0.77920138,0.10251380,-0.05807898,0.31512213,-0.56040014,0.18168697,-0.39284781,0.06959970,-0.09437884
-5.50775388,1.37606113,-2.40972034,0.45133079,-1.72270657,0.34751262,-0.60691726,0.00854723,-0.00859291,0.29397871,-0.76830014,0.10352516,-0.05626558,0.31290748,-0.54136089,0.18129297,-0.37574873,0.06854758,-0.09037744
-5.50175088,1.34523489,-2.36036630,0.41692384,-1.65344059,0.33589721,-0.60710850,0.00817902,-0.00824016,0.28100935,-0.75954225,0.10395436,-0.05479201,0.30945292,-0.52410799,0.18014888,-0.35936717,0.06724432,-0.08676040
-5.49574787,1.31031776,-2.31690502,0.38458545,-1.59377409,0.32362456,-0.60759647,0.00778881,-0.00788979,0.26801121,-0.75240338,0.10376594,-0.05364814,0.30467629,-0.50857759,0.17817719,-0.34371293,0.06567677,-0.08351210
-5.48974487,1.27119008,-2.27822298,0.35421558,-1.54256290,0.31069783,-0.60799043,0.00738117,-0.00754639,0.25495915,-0.74635396,0.10294054,-0.05281837,0.29853980,-0.49466762,0.17533184,-0.32877635,0.06384171,-0.08060960
-5.48374187,1.22788225,-2.24316581,0.32572007,-1.49858298,0.29714550,-0.60791751,0.00696078,-0.00721400,0.24184375,-0.74087485,0.10147514,-0.05228198,0.29104898,-0.48224235,0.17159784,-0.31453182,0.06174531,-0.07802366
-5.47773887,1.18056810,-2.21057379,0.29901069,-1.46056735,0.28302008,-0.60703281,0.00653226,-0.00689597,0.22867112,-0.73547144,0.09938280,-0.05201369,0.28225061,-0.47113757,0.16699004,-0.30094164,0.05940237,-0.07571987
-5.47173587,1.12955448,-2.17931515,0.27400583,-1.42724150,0.26839629,-0.60502805,0.00610010,-0.00659493,0.21546236,-0.72968626,0.09669190,-0.05198424,0.27222963,-0.46116624,0.16155115,-0.28795976,0.05683530,-0.07365987
-5.46573287,1.07526763,-2.14831659,0.25063157,-1.39735637,0.25336856,-0.60163879,0.00566854,-0.00631264,0.20225255,-0.72310955,0.09344479,-0.05216124,0.26110530,-0.45212455,0.15534899,-0.27553557,0.05407304,-0.07180269
-5.45972986,1.01823662,-2.11659041,0.22882305,-1.36971845,0.23804814,-0.59664996,0.00524157,-0.00605004,0.18908940,-0.71538793,0.08969600,-0.05250996,0.24902674,-0.44379816,0.14847331,-0.26361729,0.05114973,-0.07010606
-5.45372686,0.95907491,-2.08325785,0.20852588,-1.34321639,0.22255967,-0.58989960,0.00482279,-0.00580727,0.17603141,-0.70623083,0.08551014,-0.05299440,0.23616797,-0.43596846,0.14103215,-0.25215502,0.04810342,-0.06852779
-5.44772386,0.89846045,-2.04756820,0.18969759,-1.31684378,0.20703761,-0.58128098,0.00441545,-0.00558367,0.16314577,-0.69541493,0.08095950,-0.05357826,0.22272278,-0.42841879,0.13314800,-0.24110334,0.04497478,-0.06702699
-5.44172086,0.83711553,-2.00891360,0.17230898,-1.28971781,0.19162251,-0.57074306,0.00402237,-0.00537791,0.15050608,-0.68278642,0.07612156,-0.05422612,0.20889961,-0.42094042,0.12495394,-0.23042337,0.04180576,-0.06556532
-5.43571786,0.77578691,-1.96683938,0.15634538,-1.26109342,0.17645729,-0.55828941,0.00364596,-0.00518808,0.13818985,-0.66826139,0.07107638,-0.05490447,0.19491655,-0.41333813,0.11658993,-0.22008431,0.03863850,-0.06410800
-5.42971486,0.71522732,-1.92104983,0.14180775,-1.23037303,0.16168382,-0.54397568,0.00328820,-0.00501182,0.12627609,-0.65182421,0.06590417,-0.05558281,0.18099690,-0.40543533,0.10819935,-0.21006439,0.03551421,-0.06262478
-5.42371186,0.65617887,-1.87140963,0.12871370,-1.19711160,0.14743979,-0.52790588,0.00295065,-0.00484647,0.11484300,-0.63352436,0.06068293,-0.05623467,0.16736511,-0.39707850,0.09992600,-0.20035134,0.03247233,-0.06109058
-5.41770885,0.59935895,-1.81794087,0.11709848,-1.16101736,0.13385607,-0.51022756,0.00263448,-0.00468921,0.10396586,-0.61347160,0.05548641,-0.05683839,0.15424358,-0.38814096,0.09191163,-0.19094243,0.02954980,-0.05948610
-5.41170585,0.54544918,-1.76081613,0.10701585,-1.12194815,0.12105464,-0.49112610,0.00234047,-0.00453720,0.09371531,-0.59182990,0.05038238,-0.05737788,0.14185015,-0.37852570,0.08429404,-0.18184395,0.02678056,-0.05779807
-5.40570285,0.49508739,-1.70034749,0.09853899,-1.07990384,0.10914713,-0.47081837,0.00206906,-0.00438773,0.08415598,-0.56881013,0.04543121,-0.05784305,0.13039634,-0.36816736,0.07720583,-0.17307047,0.02419526,-0.05601936
-5.39969985,0.44886288,-1.63697228,0.09176130,-1.03501521,0.09823397,-0.44954577,0.00182037,-0.00423831,0.07534551,-0.54466195,0.04068492,-0.05823004,0.12008647,-0.35703325,0.07077379,-0.16464374,0.02182105,-0.05414884
-5.39369685,0.40731457,-1.57123558,0.08679716,-0.98752969,0.08840413,-0.42756708,0.00159423,-0.00408681,0.06733411,-0.51966497,0.03618656,-0.05854115,0.11111736,-0.34512330,0.06511875,-0.15659130,0.01968166,-0.05219106
-5.38769385,0.37093174,-1.50377013,0.08378243,-0.93779473,0.07973543,-0.40515113,0.00139024,-0.00393151,0.06016445,-0.49411941,0.03196994,-0.05878453,0.10367859,-0.33246908,0.06035604,-0.14894497,0.01779751,-0.05015576
-5.38169085,0.34015685,-1.43527432,0.08287474,-0.88623926,0.07229517,-0.38256953,0.00120779,-0.00377116,0.05387196,-0.46833664,0.02805980,-0.05897351,0.09795314,-0.31913188,0.05659619,-0.14173919,0.01618599,-0.04805713
-5.37568784,0.31538969,-1.36648866,0.08425320,-0.83335411,0.06614117,-0.36008968,0.00104612,-0.00360499,0.04848540,-0.44262972,0.02447218,-0.05912574,0.09411816,-0.30519989,0.05394587,-0.13500931,0.01486172,-0.04591306
-5.36968484,0.29699218,-1.29817160,0.08811753,-0.77967196,0.06132285,-0.33796810,0.00090431,-0.00343274,0.04402766,-0.41730427,0.02121506,-0.05926202,0.09234566,-0.29078472,0.05250891,-0.12878985,0.01383691,-0.04374423
-5.36368184,0.28529298,-1.23107551,0.09468625,-0.72574769,0.05788236,-0.31644442,0.00078138,-0.00325463,0.04051663,-0.39264979,0.01828923,-0.05940497,0.09280282,-0.27601729,0.05238717,-0.12311283,0.01312167,-0.04157317
-5.35767884,0.28059123,-1.16592348,0.10419386,-0.67213970,0.05585554,-0.29573602,0.00067627,-0.00307130,0.03796613,-0.36893187,0.01568920,-0.05957758,0.09565180,-0.26104336,0.05368107,-0.11800626,0.01272426,-0.03942327
-5.35167584,0.28315853,-1.10338787,0.11688670,-0.61939282,0.05527262,-0.27603349,0.00058790,-0.00288376,0.03638664,-0.34638533,0.01340428,-0.05980168,0.10104868,-0.24601890,0.05648972,-0.11349275,0.01265128,-0.03731786
-5.34567284,0.29323887,-1.04407133,0.13301735,-0.56802345,0.05615843,-0.25749715,0.00051520,-0.00269334,0.03578591,-0.32520853,0.01141958,-0.06009639,0.10914154,-0.23110551,0.06091050,-0.10958844,0.01290775,-0.03527936
