energy_ev,total_up,Li_s_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.60380190,0.63486258,0.00911217,0.03065189,0.29490415,0.00264395,0.04123372,0.04183261,0.29557809
-5.59779890,0.60822462,0.00808982,0.02816965,0.28375324,0.00242441,0.03949790,0.04026801,0.28287804
-5.59179590,0.57997775,0.00723505,0.02593003,0.27126866,0.00226938,0.03762360,0.03850938,0.26965262
-5.58579290,0.55042171,0.00654382,0.02387745,0.25762645,0.00217825,0.03562659,0.03658271,0.25603098
-5.57978989,0.51992037,0.00601118,0.02197080,0.24303087,0.00215038,0.03352787,0.03451785,0.24217269
-5.57378689,0.48888229,0.00563154,0.02018107,0.22770515,0.00218513,0.03135224,0.03234720,0.22825869
-5.56778389,0.45774126,0.00539889,0.01848905,0.21188239,0.00228181,0.02912687,0.03010442,0.21448220
-5.56178089,0.42693759,0.00530688,0.01688323,0.19579700,0.00243967,0.02688000,0.02782324,0.20103989
-5.55577789,0.39690084,0.00534896,0.01535787,0.17967685,0.00265780,0.02463973,0.02553636,0.18812371
-5.54977489,0.36803439,0.00551833,0.01391142,0.16373649,0.00293510,0.02243298,0.02327450,0.17591342
-5.54377189,0.34070236,0.00580793,0.01254502,0.14817155,0.00327010,0.02028462,0.02106564,0.16457032
-5.53776888,0.31521923,0.00621036,0.01126143,0.13315445,0.00366095,0.01821678,0.01893436,0.15423208
-5.53176588,0.29184214,0.00671776,0.01006413,0.11883143,0.00410526,0.01624841,0.01690148,0.14500890
-5.52576288,0.27076615,0.00732173,0.00895664,0.10532096,0.00460003,0.01439494,0.01498379,0.13698100
-5.51975988,0.25212226,0.00801318,0.00794215,0.09271333,0.00514155,0.01266822,0.01319402,0.13019751
-5.51375688,0.23597804,0.00878231,0.00702332,0.08107142,0.00572541,0.01107653,0.01154090,0.12467660
-5.50775388,0.22234073,0.00961851,0.00620228,0.07043241,0.00634642,0.00962483,0.01002941,0.12040686
-5.50175088,0.21116246,0.01051042,0.00548083,0.06081032,0.00699865,0.00831497,0.00866110,0.11734978
-5.49574787,0.20234728,0.01144600,0.00486083,0.05219918,0.00767550,0.00714618,0.00743449,0.11544321
-5.48974487,0.19575966,0.01241262,0.00434470,0.04457657,0.00836979,0.00611540,0.00634556,0.11460567
-5.48374187,0.19123414,0.01339733,0.00393621,0.03790757,0.00907393,0.00521786,0.00538820,0.11474124
-5.47773887,0.18858573,0.01438706,0.00364130,0.03214876,0.00978004,0.00444749,0.00455471,0.11574514
-5.47173587,0.18762083,0.01536903,0.00346919,0.02725227,0.01048023,0.00379743,0.00383629,0.11750944
-5.46573287,0.18814837,0.01633101,0.00343365,0.02316981,0.01116675,0.00326045,0.00322345,0.11992919
-5.45972986,0.18999084,0.01726183,0.00355454,0.01985654,0.01183229,0.00282943,0.00270646,0.12290848
-5.45372686,0.19299515,0.01815169,0.00385950,0.01727480,0.01247019,0.00249770,0.00227562,0.12636653
-5.44772386,0.19704300,0.01899265,0.00438605,0.01539768,0.01307464,0.00225942,0.00192165,0.13024359
-5.44172086,0.20206079,0.01977896,0.00518386,0.01421247,0.01364090,0.00210986,0.00163587,0.13450662
-5.43571786,0.20802885,0.02050743,0.00631740,0.01372390,0.01416543,0.00204571,0.00141040,0.13915465
-5.42971486,0.21498997,0.02117771,0.00786889,0.01395728,0.01464599,0.00206534,0.00123836,0.14422380
-5.42371186,0.22305718,0.02179253,0.00994152,0.01496152,0.01508173,0.00216901,0.00111390,0.14979180
-5.41770885,0.23242076,0.02235784,0.01266298,0.01681197,0.01547312,0.00235910,0.00103235,0.15598222
-5.41170585,0.24335440,0.02288287,0.01618914,0.01961311,0.01582195,0.00264035,0.00099022,0.16296803
-5.40570285,0.25622038,0.02338013,0.02070788,0.02350097,0.01613119,0.00302001,0.00098524,0.17097480
-5.39969985,0.27147380,0.02386534,0.02644285,0.02864521,0.01640482,0.00350811,0.00101638,0.18028317
-5.39369685,0.28966553,0.02435723,0.03365704,0.03525077,0.01664770,0.00411757,0.00108381,0.19123070
-5.38769385,0.31144377,0.02487734,0.04265596,0.04355877,0.01686531,0.00486445,0.00118894,0.20421293
-5.38169085,0.33755387,0.02544975,0.05379008,0.05384668,0.01706355,0.00576803,0.00133435,0.21968338
-5.37568784,0.36883602,0.02610068,0.06745635,0.06642738,0.01724858,0.00685093,0.00152376,0.23815244
-5.36968484,0.40622040,0.02685816,0.08409835,0.08164692,0.01742660,0.00813914,0.00176200,0.26018475
-5.36368184,0.45071929,0.02775155,0.10420489,0.09988082,0.01760367,0.00966198,0.00205491,0.28639492
-5.35767884,0.50341565,0.02881107,0.12830655,0.12152862,0.01778568,0.01145188,0.00240931,0.31744109
-5.35167584,0.56544758,0.03006728,0.15696992,0.14700655,0.01797817,0.01354416,0.00283281,0.35401628
-5.34567284,0.63798843,0.03155044,0.19078932,0.17673830,0.01818638,0.01597647,0.00333371,0.39683699
-5.33966983,0.72222195,0.03328986,0.23037559,0.21114366,0.01841517,0.01878821,0.00392083,0.44662896
-5.33366683,0.81931266,0.03531322,0.27634212,0.25062544,0.01866909,0.02201965,0.00460324,0.50411000
-5.32766383,0.93037131,0.03764570,0.32928788,0.29555458,0.01895241,0.02571092,0.00539004,0.56996972
-5.32166083,1.05641583,0.04030916,0.38977773,0.34625393,0.01926912,0.02990069,0.00629004,0.64484656
-5.31565783,1.19832867,0.04332117,0.45832033,0.40298124,0.01962298,0.03462481,0.00731142,0.72930227
-5.30965483,1.35681135,0.04669408,0.53534420,0.46591176,0.02001753,0.03991464,0.00846136,0.82379454
-5.30365183,1.53233776,0.05043399,0.62117243,0.53512148,0.02045601,0.04579533,0.00974561,0.92864858
-5.29764882,1.72510807,0.05453979,0.71599721,0.61057149,0.02094135,0.05228405,0.01116811,1.04402855
-5.29164582,1.93500505,0.05900227,0.81985495,0.69209460,0.02147599,0.05938815,0.01273055,1.16991019
-5.28564282,2.16155535,0.06380331,0.93260317,0.77938504,0.02206176,0.06710346,0.01443198,1.30605589
-5.27963982,2.40389786,0.06891524,1.05390055,0.87199198,0.02269967,0.07541267,0.01626845,1.45199370
-5.27363682,2.66076161,0.07430050,1.18319110,0.96931781,0.02338968,0.08428407,0.01823270,1.60700162
-5.26763382,2.93045532,0.07991151,1.31969385,1.07062165,0.02413049,0.09367052,0.02031394,1.77009869
-5.26163082,3.21087052,0.08569092,1.46239900,1.17502860,0.02491930,0.10350890,0.02249770,1.94004397
-5.25562781,3.49949948,0.09157224,1.61007145,1.28154470,0.02575164,0.11372006,0.02476583,2.11534437
-5.24962481,3.79346885,0.09748084,1.76126227,1.38907778,0.02662120,0.12420934,0.02709658,2.29427204
-5.24362181,4.08958906,0.10333541,1.91432853,1.49646332,0.02751976,0.13486766,0.02946487,2.47489135
-5.23761881,4.38441864,0.10904977,2.06746124,1.60249500,0.02843721,0.14557324,0.03184262,2.65509544
-5.23161581,4.67434225,0.11453508,2.21872118,1.70595851,0.02936162,0.15619392,0.03419931,2.83265136
-5.22561281,4.95565976,0.11970229,2.36608160,1.80566754,0.03027949,0.16659010,0.03650260,3.00525278
-5.21960980,5.22468378,0.12446492,2.50747668,1.90050034,0.03117600,0.17661809,0.03871908,3.17057846
-5.21360680,5.47784176,0.12874183,2.64085427,1.98943525,0.03203544,0.18613393,0.04081510,3.32635460
-5.20760380,5.71177888,0.13246016,2.76423101,2.07158341,0.03284173,0.19499750,0.04275770,3.47041862
-5.20160080,5.92345751,0.13555807,2.87574785,2.14621728,0.03357891,0.20307673,0.04451552,3.60078187
-5.19559780,6.11024900,0.13798734,2.97372404,2.21279323,0.03423185,0.21025191,0.04605977,3.71568882
-5.18959480,6.27001394,0.13971564,3.05670727,2.27096717,0.03478679,0.21641972,0.04736510,3.81367021
-5.18359180,6.40116736,0.14072839,3.12351829,2.32060240,0.03523206,0.22149709,0.04841044,3.89358785
-5.17758879,6.50272608,0.14103010,3.17328792,2.36176899,0.03555861,0.22542452,0.04917973,3.95466936
-5.17158579,6.57433620,0.14064517,3.20548533,2.39473485,0.03576063,0.22816887,0.04966253,3.99653118
-5.16558279,6.61627963,0.13961804,3.21993619,2.41994889,0.03583592,0.22972544,0.04985443,4.01918910
-5.15957979,6.62945959,0.13801278,3.21683028,2.43801698,0.03578630,0.23011925,0.04975732,4.02305588
-5.15357679,6.61536593,0.13591190,3.19671814,2.44967217,0.03561779,0.22940555,0.04937950,4.00892616
-5.14757379,6.57602209,0.13341470,3.16049696,2.45574047,0.03534066,0.22766940,0.04873552,3.97794951
-5.14157079,6.51391630,0.13063496,3.10938655,2.45710433,0.03496933,0.22502444,0.04784591,3.93159282
-5.13556778,6.43192009,0.12769807,3.04489613,2.45466540,0.03452215,0.22161079,0.04673671,3.87159382
-5.12956478,6.33319805,0.12473785,2.96878343,2.44930873,0.03402093,0.21759224,0.04543880,3.79990766
-5.12356178,6.22111237,0.12189286,2.88300758,2.44187022,0.03349036,0.21315265,0.04398714,3.71864880
-5.11755878,6.09912626,0.11930259,2.78967753,2.43310869,0.03295732,0.20849191,0.04241985,3.63003054
-5.11155578,5.97070982,0.11710341,2.69099785,2.42368422,0.03245007,0.20382128,0.04077728,3.53630429
-5.10555278,5.83925161,0.11542446,2.58921348,2.41414325,0.03199725,0.19935852,0.03910090,3.43970084
-5.09954977,5.70797872,0.11438373,2.48655542,2.40491120,0.03162699,0.19532270,0.03743228,3.34237536
-5.09354677,5.57988744,0.11408415,2.38518869,2.39629234,0.03136581,0.19192907,0.03581202,3.24635768
-5.08754377,5.45768593,0.11461012,2.28716402,2.38847662,0.03123769,0.18938389,0.03427869,3.15350910
-5.08154077,5.34374976,0.11602436,2.19437444,2.38155250,0.03126305,0.18787958,0.03286793,3.06548654
-5.07553777,5.24009046,0.11836536,2.10851774,2.37552464,0.03145793,0.18759014,0.03161152,2.98371447
-5.06953477,5.14833667,0.12164537,2.03106542,2.37033494,0.03183320,0.18866710,0.03053664,2.90936492
-5.06353177,5.06972724,0.12584917,1.96323882,2.36588556,0.03239398,0.19123605,0.02966524,2.84334539
-5.05752876,5.00511514,0.13093365,1.90599254,2.36206210,0.03313927,0.19539386,0.02901357,2.78629442
-5.05152576,4.95498101,0.13682822,1.86000548,2.35875575,0.03406170,0.20120671,0.02859186,2.73858446
-5.04552276,4.91945506,0.14343614,1.82567940,2.35588299,0.03514762,0.20870893,0.02840419,2.70033133
-5.03951976,4.89834623,0.15063679,1.80314490,2.35340185,0.03637736,0.21790286,0.02844852,2.67140999
-5.03351676,4.89117733,0.15828877,1.79227454,2.35132415,0.03772576,0.22875949,0.02871696,2.65147581
-5.02751376,4.89722538,0.16623391,1.79270274,2.34972334,0.03916293,0.24122015,0.02919611,2.63999088
-5.02151076,4.91556618,0.17430197,1.80385195,2.34873795,0.04065522,0.25519905,0.02986773,2.63625469
-5.01550775,4.94512231,0.18231589,1.82496440,2.34857109,0.04216637,0.27058660,0.03070944,2.63943863
-5.00950475,4.98471394,0.19009760,1.85513862,2.34948634,0.04365878,0.28725353,0.03169560,2.64862352
-5.00350175,5.03311135,0.19747387,1.89336987,2.35180107,0.04509493,0.30505544,0.03279835,2.66283956
-4.99749875,5.08908845,0.20428232,1.93859316,2.35587773,0.04643874,0.32383787,0.03398868,2.68110752
-4.99149575,5.15147577,0.21037704,1.98972765,2.36211404,0.04765701,0.34344149,0.03523756,2.70248034
-4.98549275,5.21921175,0.21563382,2.04572103,2.37093278,0.04872072,0.36370727,0.03651709,2.72608380
-4.97948974,5.29139033,0.21995462,2.10559217,2.38277172,0.04960617,0.38448134,0.03780162,2.75115490
-4.97348674,5.36730309,0.22327106,2.16847038,2.39807404,0.05029597,0.40561943,0.03906876,2.77707646
-4.96748374,5.44647378,0.22554687,2.23362984,2.41727937,0.05077975,0.42699050,0.04030027,2.80340635
-4.96148074,5.52868306,0.22677907,2.30051739,2.44081540,0.05105463,0.44847950,0.04148277,2.82989992
-4.95547774,5.61398166,0.22699782,2.36877232,2.46908986,0.05112529,0.46998906,0.04260826,2.85652414
-4.94947474,5.70269018,0.22626495,2.43823721,2.50248242,0.05100386,0.49143996,0.04367438,2.88346229
-4.94347174,5.79538436,0.22467124,2.50895873,2.54133626,0.05070939,0.51277040,0.04468437,2.91110838
-4.93746873,5.89286540,0.22233249,2.58117832,2.58594876,0.05026707,0.53393413,0.04564684,2.94005085
-4.93146573,5.99611551,0.21938457,2.65531258,2.63656139,0.04970717,0.55489736,0.04657518,2.97104566
-4.92546273,6.10623983,0.21597774,2.73192434,2.69334831,0.04906383,0.57563482,0.04748674,3.00497939
-4.91945973,6.22439692,0.21227039,2.81168530,2.75640427,0.04837363,0.59612509,0.04840182,3.04282370
-4.91345673,6.35172046,0.20842250,2.89533208,2.82573193,0.04767405,0.61634546,0.04934241,3.08558280
-4.90745373,6.48923616,0.20458917,2.98361766,2.90122937,0.04700203,0.63626671,0.05033088,3.13423634
-4.90145073,6.63777798,0.20091447,3.07726069,2.98267866,0.04639242,0.65584806,0.05138849,3.18968044
-4.89544772,6.79790832,0.19752584,3.17689539,3.06973649,0.04587670,0.67503281,0.05253401,3.25266978
-4.88944472,6.96984703,0.19452936,3.28302449,3.16192787,0.04548174,0.69374474,0.05378237,3.32376390
-4.88344172,7.15341368,0.19200600,3.39597810,3.25864406,0.04522889,0.71188577,0.05514344,3.40328075
-4.87743872,7.34798716,0.19000911,3.51588056,3.35914544,0.04513330,0.72933504,0.05662103,3.49126022
-4.87143572,7.55248577,0.18856307,3.64262741,3.46257019,0.04520357,0.74594952,0.05821217,3.58743991
-4.86543272,7.76536999,0.18766336,3.77587368,3.56794886,0.04544163,0.76156630,0.05990668,3.69124512
-4.85942971,7.98466872,0.18727778,3.91503437,3.67422483,0.04584303,0.77600641,0.06168710,3.80179370
-4.85342671,8.20802860,0.18734890,4.05929697,3.78028021,0.04639747,0.78908023,0.06352895,3.91791621
-4.84742371,8.43278438,0.18779752,4.20764545,3.88496595,0.04708956,0.80059399,0.06540139,4.03819059
-4.84142071,8.65604713,0.18852699,4.35889418,3.98713509,0.04789983,0.81035741,0.06726811,4.16098978
-4.83541771,8.87480593,0.18942815,4.51172992,4.08567721,0.04880589,0.81819169,0.06908863,4.28454005
-4.82941471,9.08603757,0.19038460,4.66475910,4.17955220,0.04978368,0.82393785,0.07081971,4.40698696
-4.82341171,9.28681836,0.19127817,4.81655778,4.26782153,0.05080870,0.82746467,0.07241701,4.52646554
-4.81740870,9.47443190,0.19199422,4.96572111,4.34967481,0.05185725,0.82867589,0.07383680,4.64117098
-4.81140570,9.64646675,0.19242658,5.11090938,4.42445015,0.05290757,0.82751638,0.07503764,4.74942595
-4.80540270,9.80089858,0.19248191,5.25088791,4.49164690,0.05394074,0.82397667,0.07598209,4.84974092
-4.79939970,9.93615224,0.19208331,5.38455852,4.55092990,0.05494151,0.81809591,0.07663813,4.94086435
-4.79339670,10.05114060,0.19117303,5.51098086,4.60212501,0.05589872,0.80996270,0.07698046,5.02182006
-4.78739370,10.14527828,0.18971423,5.62938266,4.64520617,0.05680559,0.79971410,0.07699150,5.09193000
-4.78139070,10.21847006,0.18769169,5.73915860,4.68027510,0.05765971,0.78753253,0.07666203,5.15082153
-4.77538769,10.27107547,0.18511162,5.83985850,4.70753495,0.05846272,0.77364096,0.07599152,5.19841918
-4.76938469,10.30385234,0.18200043,5.93116612,4.72726000,0.05921988,0.75829644,0.07498812,5.23492193
-4.76338169,10.31788356,0.17840276,6.01287060,4.73976362,0.05993933,0.74178246,0.07366828,5.26076782
-4.75737869,10.31449223,0.17437886,6.08483299,4.74536693,0.06063130,0.72440032,0.07205606,5.27658854
-4.75137569,10.29515092,0.17000137,6.14695078,4.74437046,0.06130721,0.70646016,0.07018221,5.28315702
-4.74537269,10.26139101,0.16535186,6.19912335,4.73703103,0.06197870,0.68827182,0.06808297,5.28133170
-4.73936968,10.21471786,0.16051719,6.24122114,4.72354542,0.06265681,0.67013617,0.06579875,5.27200076
-4.73336668,10.15653680,0.15558596,6.27306124,4.70404214,0.06335112,0.65233709,0.06337269,5.25603004
-4.72736368,10.08809418,0.15064509,6.29439121,4.67858165,0.06406910,0.63513443,0.06084924,5.23421736
-4.72136068,10.01043613,0.14577678,6.30488280,4.64716496,0.06481559,0.61875825,0.05827274,5.20725591
-4.71535768,9.92438653,0.14105594,6.30413598,4.60974973,0.06559249,0.60340441,0.05568607,5.17570834
-4.70935468,9.83054415,0.13654811,6.29169332,4.56627225,0.06639859,0.58923157,0.05312949,5.13999240
-4.70335168,9.72929753,0.13230791,6.26706373,4.51667353,0.06722967,0.57635956,0.05063964,5.10037819
-4.69734867,9.62085484,0.12837820,6.22975396,4.46092705,0.06807869,0.56486903,0.04824868,5.05699638
-4.69134567,9.50528509,0.12478957,6.17930567,4.39906576,0.06893613,0.55480231,0.04598378,5.00985567
-4.68534267,9.38256664,0.12156056,6.11533547,4.33120603,0.06979046,0.54616510,0.04386667,4.95886777
-4.67933967,9.25263816,0.11869808,6.03757515,4.25756626,0.07062868,0.53892897,0.04191352,4.90387713
-4.67333667,9.11544800,0.11619839,5.94590915,4.17847866,0.07143681,0.53303444,0.04013497,4.84469324
-4.66733367,8.97099786,0.11404818,5.84040683,4.09439295,0.07220047,0.52839430,0.03853631,4.78112257
-4.66133067,8.81937783,0.11222591,5.72134712,4.00587154,0.07290532,0.52489725,0.03711787,4.71299820
-4.65532766,8.66079047,0.11070321,5.58923400,3.91357653,0.07353750,0.52241158,0.03587546,4.64020502
-4.64932466,8.49556329,0.10944637,5.44480169,3.81824925,0.07408396,0.52078890,0.03480096,4.56269929
-4.64332166,8.32414953,0.10841774,5.28900925,3.72068407,0.07453273,0.51986791,0.03388296,4.48052173
-4.63731866,8.14711864,0.10757710,5.12302500,3.62169827,0.07487309,0.51947819,0.03310743,4.39380416
-4.63131566,7.96513872,0.10688297,4.94820184,3.52210032,0.07509573,0.51944405,0.03245838,4.30276993
-4.62531266,7.77895363,0.10629380,4.76604511,3.42265903,0.07519279,0.51958853,0.03191865,4.20772943
-4.61930965,7.58935806,0.10576909,4.57817517,3.32407576,0.07515800,0.51973767,0.03147049,4.10907173
-4.61330665,7.39717393,0.10527042,4.38628692,3.22696191,0.07498671,0.51972487,0.03109632,4.00725410
-4.60730365,7.20323102,0.10476239,4.19210899,3.13182330,0.07467604,0.51939558,0.03077931,3.90279098
-4.60130065,7.00835443,0.10421357,3.99736470,3.03905255,0.07422504,0.51861220,0.03050395,3.79624392
-4.59529765,6.81336052,0.10359727,3.80373723,2.94893006,0.07363485,0.51725908,0.03025664,3.68821375
-4.58929465,6.61906222,0.10289239,3.61284050,2.86163335,0.07290897,0.51524751,0.03002611,3.57933582
-4.58329165,6.42628345,0.10208410,3.42619717,2.77725413,0.07205352,0.51252055,0.02980385,3.47027887
-4.57728864,6.23588151,0.10116446,3.24522431,2.69582158,0.07107755,0.50905751,0.02958439,3.36174733
-4.57128564,6.04877542,0.10013294,3.07122692,2.61733032,0.06999325,0.50487773,0.02936560,3.25448667
-4.56528264,5.86597735,0.09899678,2.90539856,2.54177068,0.06881616,0.50004361,0.02914877,3.14929072
-4.55927964,5.68862404,0.09777116,2.74882832,2.46915919,0.06756531,0.49466247,0.02893865,3.04700977
-4.55327664,5.51800451,0.09647914,2.60251243,2.39956687,0.06626317,0.48888710,0.02874340,2.94855797
-4.54727364,5.35558095,0.09515135,2.46736887,2.33314335,0.06493551,0.48291492,0.02857435,2.85491836
-4.54127064,5.20299936,0.09382537,2.34425295,2.27013475,0.06361103,0.47698546,0.02844572,2.76714418
-4.53526763,5.06208776,0.09254487,2.23397195,2.21089422,0.06232084,0.47137632,0.02837418,2.68635495
-4.52926463,4.93483998,0.09135840,2.13729707,2.15588393,0.06109775,0.46639746,0.02837836,2.61372653
-4.52326163,4.82338438,0.09031788,2.05497089,2.10566834,0.05997539,0.46238405,0.02847817,2.55047439
-4.51725863,4.72993766,0.08947693,1.98770937,2.06089891,0.05898712,0.45968803,0.02869416,2.49783015
-4.51125563,4.65674488,0.08888893,1.93619743,2.02229104,0.05816492,0.45866860,0.02904678,2.45701159
-4.50525263,4.60600798,0.08860496,1.90107797,1.99059437,0.05753814,0.45968204,0.02955554,2.42918711
-4.49924962,4.57980555,0.08867175,1.88293446,1.96655820,0.05713225,0.46307104,0.03023832,2.41543601
-4.49324662,4.58000781,0.08912960,1.88226782,1.95089391,0.05696767,0.46915410,0.03111055,2.41670612
