energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.66983492,4.17903010,0.01624467,0.38774461,0.48612720,0.19210608,0.95978793,1.32182337,0.08124239,1.65813206
-5.66383192,4.14986335,0.01546046,0.39597269,0.47842145,0.19033167,0.93792504,1.32319660,0.07620722,1.63770521
-5.65782891,4.13517571,0.01469471,0.40661785,0.47179462,0.18965732,0.92468952,1.32900263,0.07116500,1.62184155
-5.65182591,4.13473388,0.01395240,0.41943580,0.46650266,0.19001429,0.91916671,1.33908338,0.06617066,1.61076958
-5.64582291,4.14799176,0.01323809,0.43413772,0.46278741,0.19131714,0.92042145,1.35317182,0.06127652,1.60460721
-5.63981991,4.17406603,0.01255559,0.45039166,0.46086882,0.19346394,0.92749935,1.37088501,0.05653089,1.60334779
-5.63381691,4.21172861,0.01190789,0.46782600,0.46093839,0.19633726,0.93943002,1.39172298,0.05197689,1.60685236
-5.62781391,4.25941741,0.01129692,0.48603513,0.46315416,0.19980579,0.95523294,1.41507394,0.04765154,1.61484855
-5.62181091,4.31526548,0.01072353,0.50458710,0.46763711,0.20372675,0.97392608,1.44022592,0.04358509,1.62693631
-5.61580790,4.37714755,0.01018752,0.52303318,0.47446903,0.20794885,0.99453737,1.46638435,0.03980071,1.64260015
-5.60980490,4.44274172,0.00968762,0.54091895,0.48369183,0.21231591,1.01611850,1.49269481,0.03631438,1.66122702
-5.60380190,4.50960303,0.00922170,0.55779642,0.49530792,0.21667085,1.03776081,1.51826987,0.03313508,1.68212889
-5.59779890,4.57524515,0.00878684,0.57323669,0.50928151,0.22085985,1.05861217,1.54221863,0.03026522,1.70456858
-5.59179590,4.63722564,0.00837960,0.58684256,0.52554061,0.22473665,1.07789432,1.56367731,0.02770119,1.72778732
-5.58579290,4.69323021,0.00799620,0.59826046,0.54397949,0.22816659,1.09491949,1.58183942,0.02543412,1.75103257
-5.57978989,4.74115171,0.00763274,0.60719113,0.56446129,0.23103040,1.10910550,1.59598371,0.02345066,1.77358452
-5.57378689,4.77915964,0.00728547,0.61339847,0.58682087,0.23322732,1.11998851,1.60549872,0.02173389,1.79478003
-5.56778389,4.80575722,0.00695095,0.61671631,0.61086756,0.23467768,1.12723253,1.60990258,0.02026412,1.81403288
-5.56178089,4.81982346,0.00662627,0.61705247,0.63638809,0.23532464,1.13063552,1.60885719,0.01901976,1.83084964
-5.55577789,4.82063898,0.00630919,0.61439033,0.66314959,0.23513516,1.13013135,1.60217643,0.01797810,1.84484087
-5.54977489,4.80789548,0.00599829,0.60878756,0.69090284,0.23410016,1.12578795,1.58982811,0.01711597,1.85572743
-5.54377189,4.78168946,0.00569302,0.60037235,0.71938603,0.23223394,1.11780153,1.57192999,0.01641039,1.86334243
-5.53776888,4.74250199,0.00539377,0.58933726,0.74832902,0.22957297,1.10648739,1.54874047,0.01583904,1.86762933
-5.53176588,4.69116700,0.00510188,0.57593125,0.77745841,0.22617417,1.09226774,1.52064484,0.01538070,1.86863693
-5.52576288,4.62883078,0.00481962,0.56045003,0.80650336,0.22211283,1.07565726,1.48813812,0.01501559,1.86651226
-5.51975988,4.55690603,0.00455017,0.54322563,0.83520223,0.21748039,1.05724697,1.45180565,0.01472563,1.86149225
-5.51375688,4.47702333,0.00429751,0.52461537,0.86330991,0.21238216,1.03768726,1.41230273,0.01449463,1.85389494
-5.50775388,4.39098298,0.00406640,0.50499095,0.89060562,0.20693519,1.01767053,1.37033432,0.01430842,1.84411112
-5.50175088,4.30070928,0.00386225,0.48472797,0.91690080,0.20126635,0.99791414,1.32663584,0.01415494,1.83259658
-5.49574787,4.20820908,0.00369103,0.46419635,0.94204683,0.19551078,0.97914395,1.28195588,0.01402432,1.81986549
-5.48974487,4.11553552,0.00355920,0.44375195,0.96594180,0.18981059,0.96207886,1.23704118,0.01390890,1.80648459
-5.48374187,4.02475699,0.00347357,0.42372946,0.98853616,0.18431396,0.94741640,1.19262437,0.01380320,1.79306807
-5.47773887,3.93793112,0.00344120,0.40443676,1.00983643,0.17917453,0.93581932,1.14941428,0.01370389,1.78027260
-5.47173587,3.85708264,0.00346934,0.38615072,1.02990669,0.17455084,0.92790333,1.10808866,0.01360975,1.76879179
-5.46573287,3.78418366,0.00356524,0.36911426,1.04886742,0.17060592,0.92422559,1.06928898,0.01352152,1.75934958
-5.45972986,3.72113506,0.00373608,0.35353471,1.06689150,0.16750675,0.92527401,1.03361657,0.01344181,1.75269164
-5.45372686,3.66974712,0.00398880,0.33958306,1.08419725,0.16542344,0.93145708,1.00162978,0.01337484,1.74957447
-5.44772386,3.63171818,0.00432999,0.32739409,1.10103873,0.16452802,0.94309442,0.97384128,0.01332629,1.75075162
-5.44172086,3.60861039,0.00476566,0.31706705,1.11769354,0.16499271,0.96040782,0.95071520,0.01330298,1.75695706
-5.43571786,3.60182187,0.00530110,0.30866680,1.13444864,0.16698759,0.98351317,0.93266357,0.01331256,1.76888565
-5.42971486,3.61255554,0.00594067,0.30222521,1.15158490,0.17067757,1.01241350,0.92004183,0.01336316,1.78717142
-5.42371186,3.64178521,0.00668758,0.29774275,1.16936111,0.17621871,1.04699347,0.91314333,0.01346302,1.81236401
-5.41770885,3.69022024,0.00754364,0.29519029,1.18799826,0.18375400,1.08701588,0.91219296,0.01362006,1.84490461
-5.41170585,3.75827058,0.00850910,0.29451097,1.20766512,0.19340861,1.13212071,0.91734010,0.01384152,1.88510229
-5.40570285,3.84601417,0.00958239,0.29562234,1.22846580,0.20528479,1.18182711,0.92865139,0.01413353,1.93311209
-5.39969985,3.95316939,0.01075995,0.29841871,1.25043016,0.21945679,1.23553898,0.94610391,0.01450076,1.98891632
-5.39369685,4.07907470,0.01203605,0.30277390,1.27350765,0.23596590,1.29255436,0.96957922,0.01494610,2.05231009
-5.38769385,4.22267794,0.01340273,0.30854443,1.29756502,0.25481588,1.35207890,0.99885913,0.01547039,2.12289257
-5.38169085,4.38253730,0.01484967,0.31557316,1.32238821,0.27596932,1.41324349,1.03362365,0.01607225,2.20006465
-5.37568784,4.55683556,0.01636428,0.32369361,1.34768839,0.29934489,1.47512574,1.07345180,0.01674796,2.28303390
-5.36968484,4.74340842,0.01793172,0.33273477,1.37311191,0.32481605,1.53677501,1.11782555,0.01749146,2.37082707
-5.36368184,4.93978750,0.01953511,0.34252646,1.39825396,0.35221124,1.59724030,1.16613743,0.01829444,2.46231024
-5.35767884,5.14325728,0.02115577,0.35290520,1.42267504,0.38131588,1.65560020,1.21770162,0.01914657,2.55621627
-5.35167584,5.35092494,0.02277354,0.36372035,1.44591983,0.41187611,1.71099375,1.27176866,0.02003575,2.65117872
-5.34567284,5.55980118,0.02436720,0.37484036,1.46753725,0.44360453,1.76265127,1.32754338,0.02094854,2.74577129
-5.33966983,5.76688926,0.02591496,0.38615904,1.48710114,0.47618751,1.80992372,1.38420556,0.02187058,2.83855146
-5.33366683,5.96927918,0.02739494,0.39760134,1.50423025,0.50929421,1.85230950,1.44093265,0.02278718,2.92810649
-5.32766383,6.16424336,0.02878576,0.40912863,1.51860682,0.54258681,1.88947740,1.49692385,0.02368381,3.01310024
-5.32166083,6.34932980,0.03006714,0.42074297,1.52999285,0.57573167,1.92128465,1.55142435,0.02454674,3.09231873
-5.31565783,6.52244888,0.03122040,0.43249024,1.53824319,0.60841087,1.94778913,1.60374903,0.02536357,3.16471258
-5.30965483,6.68194964,0.03222906,0.44446190,1.54331483,0.64033371,1.96925497,1.65330441,0.02612380,3.22943451
-5.30365183,6.82668210,0.03307930,0.45679498,1.54527206,0.67124758,1.98615119,1.69960783,0.02681927,3.28587006
-5.29764882,6.95604231,0.03376039,0.46967046,1.54428696,0.70094765,1.99914303,1.74230312,0.02744458,3.33366023
-5.29164582,7.06999770,0.03426503,0.48330961,1.54063528,0.72928477,2.00907618,1.78117183,0.02799735,3.37271472
-5.28564282,7.16909091,0.03458953,0.49796865,1.53468781,0.75617133,2.01695423,1.81613946,0.02847841,3.40321520
-5.27963982,7.25442136,0.03473399,0.51393151,1.52689734,0.78158449,2.02391010,1.84727640,0.02889182,3.42560796
-5.27363682,7.32760485,0.03470229,0.53150102,1.51778196,0.80556661,2.03117226,1.87479337,0.02924476,3.44058637
-5.26763382,7.39071212,0.03450191,0.55098881,1.50790505,0.82822280,2.04002700,1.89903156,0.02954730,3.44906341
-5.26163082,7.44618898,0.03414378,0.57270412,1.49785301,0.84971554,2.05177798,1.92044783,0.02981205,3.45213560
-5.25562781,7.49676084,0.03364191,0.59694207,1.48821137,0.87025665,2.06770457,1.93959570,0.03005366,3.45103947
-5.24962481,7.54532578,0.03301299,0.62397171,1.47954057,0.89009680,2.08902045,1.95710294,0.03028829,3.44710259
-5.24362181,7.59484061,0.03227587,0.65402444,1.47235212,0.90951320,2.11683403,1.97364685,0.03053292,3.44169115
-5.23761881,7.64820491,0.03145105,0.68728311,1.46708651,0.92879585,2.15211193,1.98992839,0.03080474,3.43615633
-5.23161581,7.70814809,0.03056011,0.72387248,1.46409351,0.94823318,2.19564706,2.00664639,0.03112046,3.43178192
-5.22561281,7.77712454,0.02962509,0.76385124,1.46361618,0.96809756,2.24803225,2.02447303,0.03149563,3.42973530
-5.21960980,7.85722115,0.02866797,0.80720600,1.46577891,0.98863160,2.30964021,2.04403170,0.03194405,3.43102405
-5.21360680,7.95008136,0.02771012,0.85384750,1.47058051,1.01003568,2.38061063,2.06587820,0.03247731,3.43645994
-5.20760380,8.05684860,0.02677181,0.90360923,1.47789243,1.03245734,2.46084436,2.09048592,0.03310430,3.44663189
-5.20160080,8.17813107,0.02587178,0.95624828,1.48746241,1.05598310,2.55000490,2.11823563,0.03383096,3.46188876
-5.19559780,8.31398870,0.02502687,1.01144858,1.49892341,1.08063286,2.64752668,2.14940978,0.03466013,3.48233259
-5.18959480,8.46394198,0.02425179,1.06882617,1.51180752,1.10635722,2.75262945,2.18419147,0.03559152,3.50782218
-5.18359180,8.62700099,0.02355887,1.12793617,1.52556411,1.13303763,2.86433805,2.22266735,0.03662179,3.53798654
-5.17758879,8.80171224,0.02295797,1.18828128,1.53958155,1.16048934,2.98150639,2.26483403,0.03774485,3.57224705
-5.17158579,8.98621984,0.02245639,1.24932116,1.55321142,1.18846689,3.10284442,2.31060694,0.03895215,3.60984699
-5.16558279,9.17833701,0.02205895,1.31048244,1.56579410,1.21667168,3.22694709,2.35983077,0.04023311,3.64988653
-5.15957979,9.37562375,0.02176800,1.37116887,1.57668446,1.24476134,3.35232385,2.41229028,0.04157557,3.69136129
-5.15357679,9.57546606,0.02158355,1.43077130,1.58527664,1.27236024,3.47742792,2.46772067,0.04296637,3.73320231
-5.14757379,9.77515284,0.02150346,1.48867711,1.59102651,1.29907076,3.60068423,2.52581645,0.04439175,3.77431547
-5.14157079,9.97194685,0.02152356,1.54427901,1.59347106,1.32448464,3.72051550,2.58623819,0.04583790,3.81361839
-5.13556778,10.16314683,0.02163789,1.59698294,1.59224366,1.34819419,3.83536599,2.64861671,0.04729131,3.85007333
-5.12956478,10.34613881,0.02183888,1.64621528,1.58708475,1.36980273,3.94372270,2.71255455,0.04873916,3.88271471
-5.12356178,10.51843586,0.02211757,1.69142913,1.57784755,1.38893402,4.04413423,2.77762489,0.05016953,3.91067057
-5.11755878,10.67770609,0.02246382,1.73211009,1.56449867,1.40524056,4.13522736,2.84336831,0.05157155,3.93317749
-5.11155578,10.82178993,0.02286651,1.76778148,1.54711396,1.41841046,4.21572193,2.90928824,0.05293546,3.94958905
-5.10555278,10.94870852,0.02331374,1.79800943,1.52586990,1.42817290,4.28444435,2.97484579,0.05425255,3.95937831
-5.09954977,11.05666537,0.02379308,1.82240771,1.50103128,1.43430231,4.34034037,3.03945523,0.05551506,3.96213521
-5.09354677,11.14404410,0.02429171,1.84064273,1.47293608,1.43662119,4.38248738,3.10248103,0.05671592,3.95755976
-5.08754377,11.20940492,0.02479670,1.85243859,1.44197836,1.43500186,4.41010666,3.16323754,0.05784861,3.94545251
-5.08154077,11.25148250,0.02529518,1.85758225,1.40859026,1.42936731,4.42257566,3.22099218,0.05890686,3.92570348
-5.07553777,11.26918737,0.02577459,1.85592866,1.37322407,1.41969115,4.41944026,3.27497280,0.05988444,3.89828078
-5.06953477,11.26161257,0.02622287,1.84740575,1.33633535,1.40599712,4.40042661,3.32437949,0.06077494,3.86322020
-5.06353177,11.22804624,0.02662872,1.83201891,1.29836779,1.38835804,4.36545223,3.36840098,0.06157167,3.82061661
-5.05752876,11.16799048,0.02698182,1.80985478,1.25974053,1.36689448,4.31463557,3.40623519,0.06226757,3.77061769
-5.05152576,11.08118546,0.02727302,1.78108394,1.22083837,1.34177313,4.24830327,3.43711335,0.06285527,3.71342061
-5.04552276,10.96763761,0.02749454,1.74596214,1.18200500,1.31320495,4.16699441,3.46032659,0.06332713,3.64927139
-5.03951976,10.82764957,0.02764017,1.70482987,1.14353943,1.28144310,4.07146069,3.47525389,0.06367553,3.57846683
-5.03351676,10.66184949,0.02770537,1.65810998,1.10569532,1.24678050,3.96266213,3.48138991,0.06389308,3.50135833
-5.02751376,10.47121692,0.02768739,1.60630320,1.06868290,1.20954716,3.84175752,3.47837116,0.06397296,3.41835700
-5.02151076,10.25710246,0.02758532,1.54998160,1.03267302,1.17010694,3.71008937,3.46599915,0.06390928,3.32993894
-5.01550775,10.02123858,0.02740007,1.48977996,0.99780271,1.12885393,3.56916340,3.44425906,0.06369748,3.23664994
-5.00950475,9.76573960,0.02713434,1.42638533,0.96418175,1.08620816,3.42062266,3.41333277,0.06333464,3.13910862
-5.00350175,9.49308906,0.02679246,1.36052503,0.93189940,1.04261074,3.26621698,3.37360539,0.06281985,3.03800704
-4.99749875,9.20611382,0.02638026,1.29295351,0.90103096,0.99851840,3.10776853,3.32566468,0.06215439,2.93410843
-4.99149575,8.90794462,0.02590485,1.22443845,0.87164346,0.95439734,2.94713445,3.27029323,0.06134192,2.82824124
-4.98549275,8.60196408,0.02537433,1.15574667,0.84380013,0.91071665,2.78616805,3.20845348,0.06038854,2.72128972
-4.97948974,8.29174333,0.02479754,1.08763023,0.81756344,0.86794131,2.62667964,3.14126617,0.05930275,2.61418083
-4.97348674,7.98096968,0.02418371,1.02081331,0.79299638,0.82652485,2.47039870,3.06998298,0.05809524,2.50786798
-4.96748374,7.67336772,0.02354222,0.95598012,0.77016225,0.78690203,2.31893860,2.99595462,0.05677873,2.40331215
-4.96148074,7.37261716,0.02288225,0.89376434,0.74912275,0.74948161,2.17376509,2.92059539,0.05536755,2.30146131
-4.95547774,7.08227039,0.02221250,0.83474027,0.72993489,0.71463954,2.03616981,2.84534579,0.05387730,2.20322883
-4.94947474,6.80567291,0.02154100,0.77941585,0.71264683,0.68271263,1.90724959,2.77163453,0.05232437,2.10947215
-4.94347174,6.54588979,0.02087489,0.72822759,0.69729322,0.65399321,1.78789202,2.70084122,0.05072551,2.02097255
-4.93746873,6.30564056,0.02022028,0.68153746,0.68389025,0.62872465,1.67876784,2.63426106,0.04909735,1.93841710
-4.93146573,6.08724484,0.01958217,0.63963155,0.67243102,0.60709819,1.58032980,2.57307255,0.04745601,1.86238359
-4.92546273,5.89258007,0.01896442,0.60272039,0.66288148,0.58925104,1.49281805,2.51830904,0.04581670,1.79332914
-4.91945973,5.72305263,0.01836980,0.57094059,0.65517739,0.57526595,1.41627122,2.47083487,0.04419344,1.73158302
-4.91345673,5.57958238,0.01780005,0.54435770,0.64922240,0.56517215,1.35054260,2.43132640,0.04259878,1.67734391
-4.90745373,5.46260061,0.01725602,0.52296984,0.64488765,0.55894782,1.29532046,2.40025827,0.04104371,1.63068164
-4.90145073,5.37206079,0.01673783,0.50671203,0.64201280,0.55652384,1.25015137,2.37789488,0.03953751,1.59154326
-4.89544772,5.30746068,0.01624504,0.49546077,0.64040852,0.55778883,1.21446552,2.36428705,0.03808782,1.55976308
-4.88944472,5.26787482,0.01577685,0.48903891,0.63986037,0.56259515,1.18760300,2.35927369,0.03670064,1.53507601
-4.88344172,5.25199541,0.01533234,0.48722047,0.64013391,0.57076580,1.16883977,2.36248822,0.03538046,1.51713359
-4.87743872,5.25818011,0.01491058,0.48973542,0.64098072,0.58210180,1.15741269,2.37336949,0.03413046,1.50552196
-4.87143572,5.28450496,0.01451089,0.49627434,0.64214516,0.59638982,1.15254251,2.39117695,0.03295260,1.49978081
-4.86543272,5.32882070,0.01413296,0.50649301,0.64337149,0.61340979,1.15345443,2.41500967,0.03184790,1.49942256
-4.85942971,5.38881110,0.01377695,0.52001691,0.64441108,0.63294203,1.15939555,2.44382902,0.03081658,1.50395097
-4.85342671,5.46205175,0.01344364,0.53644587,0.64502943,0.65477374,1.16964911,2.47648452,0.02985825,1.51287839
-4.84742371,5.54606807,0.01313442,0.55535876,0.64501272,0.67870445,1.18354525,2.51174264,0.02897211,1.52574114
-4.84142071,5.63839156,0.01285139,0.57631852,0.64417373,0.70455024,1.20046848,2.54831790,0.02815707,1.54211244
-4.83541771,5.73661328,0.01259730,0.59887754,0.64235692,0.73214649,1.21986194,2.58490586,0.02741187,1.56161262
-4.82941471,5.83843365,0.01237554,0.62258345,0.63944261,0.76134905,1.24122893,2.62021733,0.02673522,1.58391635
-4.82341171,5.94170812,0.01219007,0.64698545,0.63535009,0.79203383,1.26413196,2.65301294,0.02612584,1.60875705
-4.81740870,6.04448790,0.01204534,0.67164106,0.63003990,0.82409478,1.28818994,2.68213734,0.02558256,1.63592843
-4.81140570,6.14505538,0.01194620,0.69612326,0.62351495,0.85744042,1.31307397,2.70655205,0.02510430,1.66528353
-4.80540270,6.24195398,0.01189776,0.72002805,0.61582098,0.89198926,1.33850233,2.72536596,0.02469018,1.69673169
-4.79939970,6.33401207,0.01190529,0.74298198,0.60704599,0.92766427,1.36423511,2.73786259,0.02433948,1.73023393
-4.79339670,6.42036090,0.01197410,0.76464978,0.59731912,0.96438693,1.39006907,2.74352302,0.02405168,1.76579723
-4.78739370,6.50044656,0.01210938,0.78474159,0.58680882,1.00207132,1.41583307,2.74204393,0.02382647,1.80346849
-4.78139070,6.57403615,0.01231609,0.80301970,0.57572055,1.04061858,1.44138448,2.73334974,0.02366377,1.84332851
-4.77538769,6.64121824,0.01259886,0.81930442,0.56429393,1.07991243,1.46660675,2.71759865,0.02356370,1.88548671
-4.76938469,6.70239804,0.01296186,0.83347890,0.55279956,1.11981605,1.49140833,2.69518210,0.02352668,1.93007686
-4.76338169,6.75828748,0.01340870,0.84549259,0.54153538,1.16017070,1.51572294,2.66671762,0.02355340,1.97725418
-4.75737869,6.80989045,0.01394236,0.85536320,0.53082264,1.20079632,1.53951101,2.63303534,0.02364484,2.02719385
-4.75137569,6.85848350,0.01456510,0.86317688,0.52100146,1.24149433,1.56276217,2.59515846,0.02380236,2.08009087
-4.74537269,6.90559181,0.01527842,0.86908661,0.51242585,1.28205238,1.58549831,2.55427811,0.02402766,2.13616084
-4.73936968,6.95296053,0.01608298,0.87330857,0.50545830,1.32225099,1.60777683,2.51172366,0.02432289,2.19564137
-4.73336668,7.00252104,0.01697859,0.87611659,0.50046368,1.36187163,1.62969345,2.46892881,0.02469060,2.25879310
-4.72736368,7.05635191,0.01796417,0.87783466,0.49780253,1.40070570,1.65138415,2.42739481,0.02513379,2.32589981
-4.72136068,7.11663376,0.01903772,0.87882757,0.49782371,1.43856377,1.67302543,2.38865134,0.02565585,2.39726655
-4.71535768,7.18559785,0.02019627,0.87948982,0.50085631,1.47528431,1.69483253,2.35421612,0.02626058,2.47321493
-4.70935468,7.26546790,0.02143591,0.88023308,0.50720104,1.51074117,1.71705503,2.32555423,0.02695202,2.55407485
-4.70335168,7.35839518,0.02275172,0.88147237,0.51712102,1.54484911,1.73996953,2.30403773,0.02773438,2.64017202
-4.69734867,7.46638715,0.02413777,0.88361134,0.53083234,1.57756673,1.76386923,2.29090675,0.02861184,2.73181102
-4.69134567,7.59123080,0.02558706,0.88702708,0.54849449,1.60889629,1.78905055,2.28723273,0.02958833,2.82925391
-4.68534267,7.73441227,0.02709153,0.89205484,0.57020112,1.63888028,1.81579696,2.29388465,0.03066726,2.93269494
-4.67933967,7.89703521,0.02864203,0.89897318,0.59597132,1.66759459,1.84436075,2.31149932,0.03185119,3.04223224
-4.67333667,8.07974109,0.03022831,0.90799020,0.62574223,1.69513861,1.87494344,2.34045646,0.03314152,3.15783785
-4.66733367,8.28263531,0.03183906,0.91923126,0.65936298,1.72162277,1.90767584,2.38085964,0.03453812,3.27932797
-4.66133067,8.50522348,0.03346195,0.93272889,0.69659093,1.74715425,1.94259902,2.43252399,0.03603893,3.40633531
-4.65532766,8.74636268,0.03508374,0.94841546,0.73709035,1.77182179,1.97964747,2.49497148,0.03763973,3.53828595
-4.64932466,9.00423215,0.03669041,0.96611902,0.78043408,1.79568081,2.01863566,2.56743474,0.03933376,3.67438298
-4.64332166,9.27632775,0.03826736,0.98556285,0.82610850,1.81873985,2.05924935,2.64886983,0.04111158,3.81359892
