energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.63381691,1.07073930,0.22318344,0.12558982,0.00084161,0.03567643,0.13382842,0.59489238,0.30229367,0.00000000
-5.62781391,1.11798609,0.23702632,0.13546103,0.00092335,0.04129190,0.14794898,0.60275108,0.33110499,0.00000000
-5.62181091,1.17289239,0.25250188,0.14657815,0.00101836,0.04755647,0.16376907,0.61327720,0.36357854,0.00000000
-5.61580790,1.23613384,0.26968660,0.15898745,0.00112758,0.05449470,0.18135834,0.62690552,0.39989711,0.00000000
-5.60980490,1.30823349,0.28862049,0.17270958,0.00125176,0.06212302,0.20075970,0.64400980,0.44018237,0.00000000
-5.60380190,1.38953514,0.30930218,0.18773574,0.00139132,0.07044785,0.22198476,0.66489187,0.48448353,0.00000000
-5.59779890,1.48018152,0.33168498,0.20402460,0.00154636,0.07946374,0.24500983,0.68977342,0.53276713,0.00000000
-5.59179590,1.58009777,0.35567421,0.22150009,0.00171658,0.08915163,0.26977262,0.71879081,0.58490834,0.00000000
-5.58579290,1.68898118,0.38112571,0.24005021,0.00190125,0.09947722,0.29616967,0.75199260,0.64068442,0.00000000
-5.57978989,1.80629735,0.40784587,0.25952696,0.00209916,0.11038971,0.32405490,0.78934003,0.69977055,0.00000000
-5.57378689,1.93128312,0.43559310,0.27974748,0.00230868,0.12182075,0.35323924,0.83071006,0.76173864,0.00000000
-5.56778389,2.06295639,0.46408089,0.30049651,0.00252767,0.13368397,0.38349145,0.87590059,0.82605924,0.00000000
-5.56178089,2.20013251,0.49298237,0.32153000,0.00275358,0.14587495,0.41454030,0.92463768,0.89210698,0.00000000
-5.55577789,2.34144708,0.52193632,0.34258009,0.00298345,0.15827185,0.44607807,0.97658414,0.95916955,0.00000000
-5.54977489,2.48538455,0.55055462,0.36336110,0.00321397,0.17073665,0.47776540,1.03134908,1.02646031,0.00000000
-5.54377189,2.63031185,0.57843093,0.38357653,0.00344158,0.18311710,0.50923739,1.08849805,1.09313437,0.00000000
-5.53776888,2.77451637,0.60515037,0.40292686,0.00366257,0.19524939,0.54011086,1.14756330,1.15830779,0.00000000
-5.53176588,2.91624702,0.63030006,0.42111789,0.00387313,0.20696136,0.56999266,1.20805383,1.22107961,0.00000000
-5.52576288,3.05375738,0.65348012,0.43786936,0.00406955,0.21807648,0.59848868,1.26946484,1.28055592,0.00000000
-5.51975988,3.18534964,0.67431492,0.45292352,0.00424827,0.22841810,0.62521352,1.33128656,1.33587529,0.00000000
-5.51375688,3.30941796,0.69246403,0.46605335,0.00440601,0.23781422,0.64980023,1.39301213,1.38623471,0.00000000
-5.50775388,3.42448991,0.70763276,0.47707018,0.00453993,0.24610237,0.67191010,1.45414460,1.43091506,0.00000000
-5.50175088,3.52926467,0.71958160,0.48583022,0.00464768,0.25313448,0.69124189,1.51420305,1.46930501,0.00000000
-5.49574787,3.62264667,0.72813440,0.49223993,0.00472751,0.25878156,0.70754035,1.57272781,1.50092242,0.00000000
-5.48974487,3.70377355,0.73318477,0.49625982,0.00477833,0.26293799,0.72060353,1.62928501,1.52543222,0.00000000
-5.48374187,3.77203728,0.73470059,0.49790655,0.00479976,0.26552518,0.73028875,1.68347052,1.54265988,0.00000000
-5.47773887,3.82709789,0.73272613,0.49725322,0.00479210,0.26649449,0.73651675,1.73491340,1.55259976,0.00000000
-5.47173587,3.86888893,0.72738176,0.49442776,0.00475638,0.26582919,0.73927407,1.78327902,1.55541769,0.00000000
-5.46573287,3.89761459,0.71886122,0.48960938,0.00469429,0.26354544,0.73861327,1.82827183,1.55144768,0.00000000
-5.45972986,3.91373838,0.70742629,0.48302330,0.00460809,0.25969211,0.73465112,1.86963785,1.54118247,0.00000000
-5.45372686,3.91796367,0.69339917,0.47493376,0.00450056,0.25434957,0.72756478,1.90716688,1.52525828,0.00000000
-5.44772386,3.91120671,0.67715273,0.46563575,0.00437485,0.24762736,0.71758599,1.94069421,1.50443411,0.00000000
-5.44172086,3.89456293,0.65909896,0.45544547,0.00423440,0.23966095,0.70499350,1.97010180,1.47956651,0.00000000
-5.43571786,3.86926779,0.63967601,0.44469019,0.00408279,0.23060757,0.69010421,1.99531872,1.45158051,0.00000000
-5.42971486,3.83665335,0.61933444,0.43369754,0.00392362,0.22064149,0.67326301,2.01632059,1.42143808,0.00000000
-5.42371186,3.79810225,0.59852306,0.42278496,0.00376034,0.20994876,0.65483208,2.03312798,1.39010519,0.00000000
-5.41770885,3.75500055,0.57767496,0.41224938,0.00359622,0.19872173,0.63517981,2.04580345,1.35851894,0.00000000
-5.41170585,3.70869131,0.55719436,0.40235779,0.00343416,0.18715353,0.61466988,2.05444728,1.32755593,0.00000000
-5.40570285,3.66043040,0.53744468,0.39333887,0.00327667,0.17543282,0.59365091,2.05919182,1.29800334,0.00000000
-5.39969985,3.61134629,0.51873836,0.38537603,0.00312579,0.16373887,0.57244705,2.06019456,1.27053373,0.00000000
-5.39369685,3.56240524,0.50132878,0.37860223,0.00298303,0.15223725,0.55134986,2.05763017,1.24568456,0.00000000
-5.38769385,3.51438313,0.48540455,0.37309650,0.00284941,0.14107618,0.53061172,2.05168178,1.22384332,0.00000000
-5.38169085,3.46784509,0.47108641,0.36888264,0.00272543,0.13038380,0.51044107,2.04253188,1.20523867,0.00000000
-5.37568784,3.42313360,0.45842671,0.36592982,0.00261111,0.12026619,0.49099945,2.03035347,1.18993796,0.00000000
-5.36968484,3.38036547,0.44741148,0.36415517,0.00250607,0.11080636,0.47240046,2.01530175,1.17785102,0.00000000
-5.36368184,3.33943793,0.43796490,0.36342835,0.00240954,0.10206404,0.45471065,1.99750718,1.16874000,0.00000000
-5.35767884,3.30004341,0.42995592,0.36357764,0.00232051,0.09407633,0.43795205,1.97707011,1.16223476,0.00000000
-5.35167584,3.26169247,0.42320664,0.36439760,0.00223775,0.08685897,0.42210625,1.95405771,1.15785293,0.00000000
-5.34567284,3.22374384,0.41750215,0.36565775,0.00215993,0.08040833,0.40711977,1.92850325,1.15502381,0.00000000
-5.33966983,3.18544041,0.41260117,0.36711203,0.00208569,0.07470371,0.39291035,1.90040807,1.15311495,0.00000000
-5.33366683,3.14594948,0.40824732,0.36850868,0.00201370,0.06971011,0.37937399,1.86974623,1.15146034,0.00000000
-5.32766383,3.10440570,0.40418014,0.36960000,0.00194278,0.06538110,0.36639216,1.83647150,1.14938882,0.00000000
-5.32166083,3.05995469,0.40014587,0.37015180,0.00187188,0.06166179,0.35383908,1.80052658,1.14625169,0.00000000
-5.31565783,3.01179546,0.39590712,0.36995194,0.00180018,0.05849171,0.34158870,1.76185386,1.14144831,0.00000000
-5.30965483,2.95921993,0.39125144,0.36881786,0.00172709,0.05580753,0.32952096,1.72040706,1.13444871,0.00000000
-5.30365183,2.90164752,0.38599826,0.36660262,0.00165226,0.05354552,0.31752739,1.67616318,1.12481232,0.00000000
-5.29764882,2.83865361,0.38000417,0.36319931,0.00157558,0.05164368,0.30551555,1.62913381,1.11220229,0.00000000
-5.29164582,2.76999046,0.37316623,0.35854373,0.00149718,0.05004350,0.29341245,1.57937517,1.09639480,0.00000000
-5.28564282,2.69559984,0.36542350,0.35261524,0.00141738,0.04869125,0.28116678,1.52699607,1.07728334,0.00000000
-5.27963982,2.61561684,0.35675665,0.34543570,0.00133669,0.04753900,0.26874991,1.47216332,1.05487779,0.00000000
-5.27363682,2.53036500,0.34718586,0.33706685,0.00125572,0.04654507,0.25615577,1.41510415,1.02929883,0.00000000
-5.26763382,2.44034300,0.33676727,0.32760607,0.00117520,0.04567426,0.24339977,1.35610533,1.00076783,0.00000000
-5.26163082,2.34620390,0.32558806,0.31718091,0.00109589,0.04489760,0.23051672,1.29550907,0.96959324,0.00000000
-5.25562781,2.24872801,0.31376067,0.30594261,0.00101856,0.04419197,0.21755809,1.23370580,0.93615389,0.00000000
-5.24962481,2.14879095,0.30141629,0.29405901,0.00094393,0.04353942,0.20458872,1.17112430,0.90088042,0.00000000
-5.24362181,2.04732856,0.28869810,0.28170720,0.00087267,0.04292630,0.19168318,1.10821957,0.86423562,0.00000000
-5.23761881,1.94530045,0.27575449,0.26906615,0.00080536,0.04234239,0.17892201,1.04545928,0.82669470,0.00000000
-5.23161581,1.84365411,0.26273260,0.25630987,0.00074245,0.04177995,0.16638797,0.98330941,0.78872634,0.00000000
-5.22561281,1.74329111,0.24977252,0.24360121,0.00068426,0.04123282,0.15416252,0.92221997,0.75077544,0.00000000
-5.21960980,1.64503724,0.23700221,0.23108655,0.00063100,0.04069559,0.14232265,0.86261146,0.71324822,0.00000000
-5.21360680,1.54961758,0.22453351,0.21889178,0.00058272,0.04016294,0.13093819,0.80486292,0.67650024,0.00000000
-5.20760380,1.45763761,0.21245924,0.20711941,0.00053935,0.03962905,0.12006964,0.74930191,0.64082769,0.00000000
-5.20160080,1.36957103,0.20085139,0.19584707,0.00050072,0.03908734,0.10976666,0.69619716,0.60646216,0.00000000
-5.19559780,1.28575428,0.18976058,0.18512723,0.00046654,0.03853023,0.10006706,0.64575392,0.57356890,0.00000000
-5.18959480,1.20638780,0.17921652,0.17498823,0.00043645,0.03794920,0.09099653,0.59811225,0.54224832,0.00000000
-5.18359180,1.13154346,0.16922948,0.16543625,0.00041004,0.03733493,0.08256878,0.55334811,0.51254057,0.00000000
-5.17758879,1.06117722,0.15979255,0.15645820,0.00038684,0.03667770,0.07478627,0.51147708,0.48443243,0.00000000
-5.17158579,0.99514618,0.15088457,0.14802533,0.00036636,0.03596773,0.06764128,0.47246028,0.45786633,0.00000000
-5.16558279,0.93322867,0.14247341,0.14009713,0.00034813,0.03519574,0.06111734,0.43621215,0.43275054,0.00000000
-5.15957979,0.87514606,0.13451953,0.13262551,0.00033168,0.03435340,0.05519082,0.40260935,0.40897008,0.00000000
-5.15357679,0.82058513,0.12697953,0.12555890,0.00031658,0.03343393,0.04983269,0.37150049,0.38639763,0.00000000
-5.14757379,0.76921973,0.11980946,0.11884604,0.00030244,0.03243245,0.04501024,0.34271588,0.36490398,0.00000000
-5.14157079,0.72073052,0.11296793,0.11243940,0.00028892,0.03134642,0.04068878,0.31607693,0.34436731,0.00000000
-5.13556778,0.67482217,0.10641856,0.10629799,0.00027575,0.03017588,0.03683320,0.29140484,0.32468112,0.00000000
-5.12956478,0.63123713,0.10013202,0.10038952,0.00026271,0.02892357,0.03340931,0.26852791,0.30576036,0.00000000
-5.12356178,0.58976566,0.09408736,0.09469182,0.00024963,0.02759493,0.03038500,0.24728762,0.28754567,0.00000000
-5.11755878,0.55025194,0.08827278,0.08919352,0.00023642,0.02619801,0.02773104,0.22754303,0.27000562,0.00000000
-5.11155578,0.51259626,0.08268567,0.08389408,0.00022302,0.02474316,0.02542171,0.20917355,0.25313706,0.00000000
-5.10555278,0.47675372,0.07733220,0.07880314,0.00020945,0.02324270,0.02343511,0.19208021,0.23696372,0.00000000
-5.09954977,0.44272958,0.07222633,0.07393933,0.00019573,0.02171049,0.02175320,0.17618543,0.22153318,0.00000000
-5.09354677,0.41057213,0.06738845,0.06932864,0.00018193,0.02016141,0.02036160,0.16143156,0.20691269,0.00000000
-5.08754377,0.38036349,0.06284371,0.06500244,0.00016815,0.01861084,0.01924924,0.14777845,0.19318396,0.00000000
-5.08154077,0.35220909,0.05862016,0.06099536,0.00015449,0.01707415,0.01840776,0.13520025,0.18043737,0.00000000
-5.07553777,0.32622651,0.05474678,0.05734298,0.00014107,0.01556617,0.01783082,0.12368171,0.16876590,0.00000000
-5.06953477,0.30253422,0.05125154,0.05407964,0.00012799,0.01410077,0.01751331,0.11321434,0.15825903,0.00000000
-5.06353177,0.28124091,0.04815954,0.05123627,0.00011537,0.01269046,0.01745050,0.10379255,0.14899705,0.00000000
-5.05752876,0.26243568,0.04549134,0.04883852,0.00010331,0.01134610,0.01763722,0.09540998,0.14104574,0.00000000
-5.05152576,0.24617966,0.04326151,0.04690503,0.00009189,0.01007666,0.01806695,0.08805635,0.13445187,0.00000000
-5.04552276,0.23249925,0.04147746,0.04544617,0.00008117,0.00888913,0.01873117,0.08171467,0.12923958,0.00000000
-5.03951976,0.22138109,0.04013860,0.04446296,0.00007121,0.00778843,0.01961857,0.07635916,0.12540766,0.00000000
-5.03351676,0.21276896,0.03923579,0.04394650,0.00006204,0.00677752,0.02071460,0.07195379,0.12292785,0.00000000
-5.02751376,0.20656254,0.03875113,0.04387771,0.00005368,0.00585747,0.02200103,0.06845146,0.12174426,0.00000000
-5.02151076,0.20261808,0.03865818,0.04422748,0.00004613,0.00502763,0.02345575,0.06579384,0.12177374,0.00000000
-5.01550775,0.20075068,0.03892230,0.04495713,0.00003937,0.00428588,0.02505271,0.06391180,0.12290725,0.00000000
-5.00950475,0.20073823,0.03950150,0.04601930,0.00003337,0.00362882,0.02676215,0.06272640,0.12501220,0.00000000
-5.00350175,0.20232672,0.04034739,0.04735908,0.00002810,0.00305210,0.02855090,0.06215031,0.12793558,0.00000000
-4.99749875,0.20523674,0.04140647,0.04891548,0.00002353,0.00255062,0.03038298,0.06208971,0.13150782,0.00000000
-4.99149575,0.20917087,0.04262157,0.05062306,0.00001959,0.00211886,0.03222035,0.06244643,0.13554728,0.00000000
-4.98549275,0.21382189,0.04393344,0.05241387,0.00001626,0.00175107,0.03402381,0.06312036,0.13986521,0.00000000
-4.97948974,0.21888139,0.04528249,0.05421938,0.00001347,0.00144154,0.03575402,0.06401197,0.14427099,0.00000000
-4.97348674,0.22404855,0.04661055,0.05597264,0.00001119,0.00118481,0.03737268,0.06502500,0.14857756,0.00000000
-4.96748374,0.22903900,0.04786266,0.05761037,0.00000938,0.00097582,0.03884373,0.06606898,0.15260685,0.00000000
-4.96148074,0.23359330,0.04898880,0.05907502,0.00000801,0.00081015,0.04013454,0.06706181,0.15619501,0.00000000
-4.95547774,0.23748496,0.04994558,0.06031675,0.00000706,0.00068408,0.04121711,0.06793216,0.15919730,0.00000000
-4.94947474,0.24052771,0.05069773,0.06129527,0.00000653,0.00059481,0.04206923,0.06862158,0.16149247,0.00000000
-4.94347174,0.24258183,0.05121952,0.06198141,0.00000643,0.00054050,0.04267539,0.06908650,0.16298656,0.00000000
-4.93746873,0.24355954,0.05149581,0.06235855,0.00000678,0.00052044,0.04302771,0.06929982,0.16361588,0.00000000
-4.93146573,0.24342906,0.05152308,0.06242361,0.00000763,0.00053513,0.04312656,0.06925224,0.16334919,0.00000000
-4.92546273,0.24221751,0.05130999,0.06218788,0.00000905,0.00058638,0.04298099,0.06895322,0.16218898,0.00000000
-4.91945973,0.24001248,0.05087787,0.06167740,0.00001112,0.00067744,0.04260898,0.06843166,0.16017177,0.00000000
-4.91345673,0.23696237,0.05026081,0.06093310,0.00001398,0.00081304,0.04203742,0.06773613,0.15736763,0.00000000
-4.90745373,0.23327539,0.04950556,0.06001054,0.00001776,0.00099953,0.04130189,0.06693485,0.15387866,0.00000000
-4.90145073,0.22921745,0.04867119,0.05897939,0.00002267,0.00124494,0.04044617,0.06611532,0.14983684,0.00000000
-4.89544772,0.22510887,0.04782849,0.05792259,0.00002891,0.00155903,0.03952163,0.06538360,0.14540105,0.00000000
-4.88944472,0.22132010,0.04705917,0.05693522,0.00003675,0.00195333,0.03858635,0.06486333,0.14075354,0.00000000
-4.88344172,0.21826641,0.04645482,0.05612310,0.00004648,0.00244117,0.03770414,0.06469438,0.13609596,0.00000000
-4.87743872,0.21640172,0.04611576,0.05560120,0.00005845,0.00303756,0.03694341,0.06503124,0.13164495,0.00000000
-4.87143572,0.21621145,0.04614956,0.05549172,0.00007303,0.00375913,0.03637590,0.06604102,0.12762752,0.00000000
-4.86543272,0.21820458,0.04666949,0.05592202,0.00009064,0.00462392,0.03607532,0.06790110,0.12427622,0.00000000
-4.85942971,0.22290473,0.04779266,0.05702224,0.00011170,0.00565108,0.03611592,0.07079639,0.12182430,0.00000000
-4.85342671,0.23084026,0.04963795,0.05892279,0.00013669,0.00686053,0.03657097,0.07491612,0.12050073,0.00000000
-4.84742371,0.24253347,0.05232376,0.06175145,0.00016609,0.00827246,0.03751118,0.08045015,0.12052534,0.00000000
-4.84142071,0.25848870,0.05596540,0.06563039,0.00020037,0.00990676,0.03900306,0.08758480,0.12210395,0.00000000
-4.83541771,0.27917948,0.06067230,0.07067283,0.00023999,0.01178227,0.04110722,0.09649808,0.12542358,0.00000000
-4.82941471,0.30503469,0.06654488,0.07697961,0.00028539,0.01391608,0.04387675,0.10735453,0.13064781,0.00000000
-4.82341171,0.33642402,0.07367126,0.08463551,0.00033695,0.01632260,0.04735542,0.12029946,0.13791222,0.00000000
-4.81740870,0.37364279,0.08212378,0.09370558,0.00039497,0.01901263,0.05157605,0.13545294,0.14732011,0.00000000
-4.81140570,0.41689670,0.09195533,0.10423144,0.00045966,0.02199247,0.05655890,0.15290356,0.15893841,0.00000000
-4.80540270,0.46628683,0.10319581,0.11622772,0.00053111,0.02526293,0.06231020,0.17270210,0.17279409,0.00000000
-4.79939970,0.52179552,0.11584865,0.12967880,0.00060925,0.02881847,0.06882076,0.19485543,0.18887092,0.00000000
-4.79339670,0.58327389,0.12988759,0.14453608,0.00069388,0.03264642,0.07606502,0.21932103,0.20710705,0.00000000
-4.78739370,0.65043159,0.14525402,0.16071579,0.00078459,0.03672640,0.08400019,0.24600210,0.22739333,0.00000000
-4.78139070,0.72282975,0.16185492,0.17809775,0.00088079,0.04102984,0.09256596,0.27474403,0.24957258,0.00000000
-4.77538769,0.79987772,0.17956163,0.19652508,0.00098169,0.04551991,0.10168456,0.30533218,0.27344016,0.00000000
-4.76938469,0.88083435,0.19820973,0.21580512,0.00108629,0.05015157,0.11126134,0.33749149,0.29874569,0.00000000
-4.76338169,0.96481436,0.21759996,0.23571164,0.00119342,0.05487211,0.12118594,0.37088810,0.32519624,0.00000000
-4.75737869,1.05080020,0.23750054,0.25598840,0.00130170,0.05962186,0.13133400,0.40513314,0.35246100,0.00000000
-4.75137569,1.13765941,0.25765077,0.27635410,0.00140961,0.06433540,0.14156936,0.43978883,0.38017735,0.00000000
-4.74537269,1.22416749,0.27776591,0.29650860,0.00151551,0.06894292,0.15174693,0.47437683,0.40795832,0.00000000
-4.73936968,1.30903575,0.29754342,0.31614037,0.00161767,0.07337207,0.16171585,0.50838872,0.43540123,0.00000000
-4.73336668,1.39094346,0.31667022,0.33493487,0.00171433,0.07754984,0.17132316,0.54129832,0.46209738,0.00000000
-4.72736368,1.46857320,0.33483086,0.35258356,0.00180372,0.08140474,0.18041760,0.57257553,0.48764234,0.00000000
-4.72136068,1.54064833,0.35171630,0.36879335,0.00188415,0.08486902,0.18885363,0.60170117,0.51164658,0.00000000
-4.71535768,1.60597090,0.36703298,0.38329593,0.00195405,0.08788088,0.19649532,0.62818222,0.53374611,0.00000000
-4.70935468,1.66345865,0.38051177,0.39585672,0.00201199,0.09038663,0.20322014,0.65156691,0.55361250,0.00000000
-4.70335168,1.71217936,0.39191645,0.40628293,0.00205678,0.09234253,0.20892232,0.67145897,0.57096213,0.00000000
-4.69734867,1.75138104,0.40105138,0.41443041,0.00208748,0.09371649,0.21351581,0.68753038,0.58556406,0.00000000
-4.69134567,1.78051660,0.40776786,0.42020892,0.00210343,0.09448933,0.21693661,0.69953212,0.59724636,0.00000000
-4.68534267,1.79926174,0.41196915,0.42358556,0.00210429,0.09465556,0.21914436,0.70730223,0.60590051,0.00000000
-4.67933967,1.80752531,0.41361353,0.42458619,0.00209004,0.09422379,0.22012327,0.71077113,0.61148376,0.00000000
-4.67333667,1.80545151,0.41271570,0.42329464,0.00206099,0.09321654,0.21988225,0.70996353,0.61401934,0.00000000
-4.66733367,1.79341391,0.40934603,0.41984984,0.00201776,0.09166964,0.21845417,0.70499718,0.61359452,0.00000000
-4.66133067,1.77200144,0.40362796,0.41444099,0.00196125,0.08963110,0.21589460,0.69607836,0.61035669,0.00000000
-4.65532766,1.74199719,0.39573366,0.40730079,0.00189265,0.08715956,0.21227971,0.68349436,0.60450759,0.00000000
-4.64932466,1.70435091,0.38587798,0.39869732,0.00181334,0.08432245,0.20770380,0.66760335,0.59629600,0.00000000
-4.64332166,1.66014645,0.37431123,0.38892466,0.00172488,0.08119378,0.20227630,0.64882208,0.58600935,0.00000000
