energy_ev,total_up,Au_p_up,Au_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
0.20710355,1.14668067,0.26276926,0.09677726,0.24481181,0.58212177,0.02037699,0.06462797,0.24174609,0.00000000
0.21310655,1.13284344,0.26471061,0.09887621,0.24294557,0.56885185,0.02193092,0.06209622,0.24184018,0.00000000
0.21910955,1.12294561,0.26741746,0.10147726,0.24242396,0.55655098,0.02364792,0.06045179,0.24282886,0.00000000
0.22511256,1.11677813,0.27081257,0.10450978,0.24317343,0.54529543,0.02550308,0.05961015,0.24461233,0.00000000
0.23111556,1.11405057,0.27480379,0.10789361,0.24509164,0.53513112,0.02746857,0.05947825,0.24707474,0.00000000
0.23711856,1.11439620,0.27928479,0.11153986,0.24805035,0.52607306,0.02951390,0.05995689,0.25008534,0.00000000
0.24312156,1.11738033,0.28413648,0.11535211,0.25189936,0.51810645,0.03160633,0.06094311,0.25350025,0.00000000
0.24912456,1.12251185,0.28922933,0.11922801,0.25647138,0.51118916,0.03371136,0.06233263,0.25716508,0.00000000
0.25512756,1.12925791,0.29442653,0.12306129,0.26158770,0.50525575,0.03579347,0.06402213,0.26091806,0.00000000
0.26113057,1.13706127,0.29958781,0.12674410,0.26706445,0.50022278,0.03781692,0.06591160,0.26459396,0.00000000
0.26713357,1.14535966,0.30457396,0.13016972,0.27271933,0.49599513,0.03974662,0.06790652,0.26802856,0.00000000
0.27313657,1.15360646,0.30925171,0.13323539,0.27837835,0.49247305,0.04154907,0.06991988,0.27106341,0.00000000
0.27913957,1.16129179,0.31349886,0.13584520,0.28388247,0.48955950,0.04319336,0.07187409,0.27355092,0.00000000
0.28514257,1.16796272,0.31720917,0.13791305,0.28909373,0.48716745,0.04465198,0.07370256,0.27535933,0.00000000
0.29114557,1.17324181,0.32029697,0.13936527,0.29390059,0.48522645,0.04590169,0.07535104,0.27637743,0.00000000
0.29714857,1.17684261,0.32270098,0.14014303,0.29822217,0.48368825,0.04692414,0.07677863,0.27651869,0.00000000
0.30315158,1.17858140,0.32438720,0.14020427,0.30201122,0.48253089,0.04770639,0.07795828,0.27572464,0.00000000
0.30915458,1.17838404,0.32535050,0.13952503,0.30525554,0.48176100,0.04824119,0.07887702,0.27396722,0.00000000
0.31515758,1.17628766,0.32561495,0.13810023,0.30797778,0.48141398,0.04852703,0.07953557,0.27124993,0.00000000
0.32116058,1.17243667,0.32523258,0.13594373,0.31023361,0.48155201,0.04856799,0.07994761,0.26760779,0.00000000
0.32716358,1.16707319,0.32428072,0.13308765,0.31210822,0.48225985,0.04837337,0.08013855,0.26310582,0.00000000
0.33316658,1.16052223,0.32285796,0.12958112,0.31371141,0.48363856,0.04795708,0.08014386,0.25783645,0.00000000
0.33916958,1.15317237,0.32107892,0.12548835,0.31517145,0.48579749,0.04733691,0.08000713,0.25191557,0.00000000
0.34517259,1.14545272,0.31906809,0.12088617,0.31662795,0.48884493,0.04653366,0.07977780,0.24547773,0.00000000
0.35117559,1.13780761,0.31695302,0.11586127,0.31822422,0.49287792,0.04557017,0.07950868,0.23867050,0.00000000
0.35717859,1.13067012,0.31485735,0.11050707,0.32009948,0.49797182,0.04447035,0.07925350,0.23164842,0.00000000
0.36318159,1.12443609,0.31289394,0.10492051,0.32238125,0.50417031,0.04325822,0.07906434,0.22456674,0.00000000
0.36918459,1.11944000,0.31115853,0.09919895,0.32517849,0.51147648,0.04195704,0.07898937,0.21757526,0.00000000
0.37518759,1.11593400,0.30972438,0.09343708,0.32857572,0.51984552,0.04058854,0.07907071,0.21081271,0.00000000
0.38119060,1.11407140,0.30863799,0.08772434,0.33262853,0.52917957,0.03917227,0.07934268,0.20440176,0.00000000
0.38719360,1.11389541,0.30791641,0.08214251,0.33736067,0.53932518,0.03772521,0.07983046,0.19844494,0.00000000
0.39319660,1.11533386,0.30754605,0.07676400,0.34276285,0.55007359,0.03626147,0.08054923,0.19302171,0.00000000
0.39919960,1.11820011,0.30748317,0.07165047,0.34879340,0.56116399,0.03479224,0.08150380,0.18818671,0.00000000
0.40520260,1.12220007,0.30765600,0.06685212,0.35538055,0.57228958,0.03332584,0.08268875,0.18396922,0.00000000
0.41120560,1.12694499,0.30796839,0.06240739,0.36242635,0.58310639,0.03186803,0.08408899,0.18037383,0.00000000
0.41720860,1.13196913,0.30830462,0.05834326,0.36981183,0.59324429,0.03042231,0.08568087,0.17738222,0.00000000
0.42321161,1.13675145,0.30853532,0.05467581,0.37740315,0.60231986,0.02899043,0.08743350,0.17495586,0.00000000
0.42921461,1.14074000,0.30852396,0.05141130,0.38505836,0.60995033,0.02757285,0.08931046,0.17303950,0.00000000
0.43521761,1.14337777,0.30813367,0.04854728,0.39263424,0.61576805,0.02616928,0.09127163,0.17156513,0.00000000
0.44122061,1.14412854,0.30723396,0.04607409,0.39999306,0.61943471,0.02477919,0.09327505,0.17045628,0.00000000
0.44722361,1.14250140,0.30570703,0.04397621,0.40700850,0.62065470,0.02340221,0.09527884,0.16963233,0.00000000
0.45322661,1.13807288,0.30345334,0.04223375,0.41357083,0.61918686,0.02203855,0.09724284,0.16901271,0.00000000
0.45922961,1.13050540,0.30039610,0.04082379,0.41959069,0.61485421,0.02068926,0.09913017,0.16852067,0.00000000
0.46523262,1.11956150,0.29648473,0.03972157,0.42500158,0.60755110,0.01935644,0.10090842,0.16808656,0.00000000
0.47123562,1.10511322,0.29169679,0.03890160,0.42976087,0.59724764,0.01804329,0.10255052,0.16765050,0.00000000
0.47723862,1.08714647,0.28603882,0.03833848,0.43384935,0.58399120,0.01675416,0.10403530,0.16716437,0.00000000
0.48324162,1.06576046,0.27954566,0.03800761,0.43726960,0.56790491,0.01549445,0.10534763,0.16659301,0.00000000
0.48924462,1.04116253,0.27227875,0.03788573,0.44004317,0.54918356,0.01427049,0.10647839,0.16591493,0.00000000
0.49524762,1.01365912,0.26432337,0.03795123,0.44220713,0.52808695,0.01308931,0.10742399,0.16512228,0.00000000
0.50125063,0.98364340,0.25578513,0.03818454,0.44381017,0.50493130,0.01195852,0.10818590,0.16422042,0.00000000
0.50725363,0.95158079,0.24678591,0.03856822,0.44490864,0.48007902,0.01088602,0.10876989,0.16322713,0.00000000
0.51325663,0.91799302,0.23745956,0.03908722,0.44556290,0.45392753,0.00987984,0.10918537,0.16217161,0.00000000
0.51925963,0.88344191,0.22794759,0.03972906,0.44583440,0.42689756,0.00894799,0.10944468,0.16109334,0.00000000
0.52526263,0.84851361,0.21839508,0.04048396,0.44578351,0.39942155,0.00809827,0.10956254,0.16004104,0.00000000
0.53126563,0.81380404,0.20894697,0.04134519,0.44546848,0.37193249,0.00733823,0.10955568,0.15907168,0.00000000
0.53726863,0.77990615,0.19974493,0.04230926,0.44494549,0.34485376,0.00667507,0.10944255,0.15824966,0.00000000
0.54327164,0.74739924,0.19092481,0.04337626,0.44426976,0.31859017,0.00611561,0.10924335,0.15764612,0.00000000
0.54927464,0.71684060,0.18261483,0.04455017,0.44349755,0.29352040,0.00566633,0.10898017,0.15733849,0.00000000
0.55527764,0.68875917,0.17493423,0.04583908,0.44268882,0.26999106,0.00533336,0.10867729,0.15740995,0.00000000
0.56128064,0.66365125,0.16799266,0.04725535,0.44191020,0.24831224,0.00512251,0.10836146,0.15794897,0.00000000
0.56728364,0.64197752,0.16188980,0.04881566,0.44123794,0.22875452,0.00503926,0.10806234,0.15904870,0.00000000
0.57328664,0.62416100,0.15671537,0.05054082,0.44076028,0.21154732,0.00508881,0.10781265,0.16080598,0.00000000
0.57928964,0.61058541,0.15254921,0.05245536,0.44057904,0.19687825,0.00527595,0.10764828,0.16332007,0.00000000
0.58529265,0.60159316,0.14946132,0.05458687,0.44081003,0.18489338,0.00560505,0.10760804,0.16669075,0.00000000
0.59129565,0.59748273,0.14751168,0.05696504,0.44158184,0.17569808,0.00607990,0.10773318,0.17101595,0.00000000
0.59729865,0.59850476,0.14674989,0.05962037,0.44303315,0.16935814,0.00670350,0.10806645,0.17638872,0.00000000
0.60330165,0.60485701,0.14721428,0.06258274,0.44530831,0.16590110,0.00747786,0.10865082,0.18289357,0.00000000
0.60930465,0.61667777,0.14893085,0.06587955,0.44855133,0.16531761,0.00840372,0.10952787,0.19060244,0.00000000
0.61530765,0.63403828,0.15191170,0.06953395,0.45289869,0.16756260,0.00948021,0.11073584,0.19957026,0.00000000
0.62131066,0.65693436,0.15615329,0.07356275,0.45847107,0.17255644,0.01070460,0.11230745,0.20983037,0.00000000
0.62731366,0.68527794,0.16163461,0.07797459,0.46536483,0.18018600,0.01207191,0.11426768,0.22139016,0.00000000
0.63331666,0.71888916,0.16831529,0.08276808,0.47364346,0.19030574,0.01357466,0.11663151,0.23422704,0.00000000
0.63931966,0.75749006,0.17613409,0.08793033,0.48332996,0.20273903,0.01520259,0.11940188,0.24828525,0.00000000
0.64532266,0.80070052,0.18500774,0.09343578,0.49440050,0.21727982,0.01694254,0.12256795,0.26347367,0.00000000
0.65132566,0.84803754,0.19483045,0.09924563,0.50678006,0.23369491,0.01877827,0.12610392,0.27966500,0.00000000
0.65732866,0.89891839,0.20547427,0.10530777,0.52034060,0.25172696,0.02069054,0.12996835,0.29669651,0.00000000
0.66333167,0.95266835,0.21679038,0.11155738,0.53490194,0.27109841,0.02265721,0.13410424,0.31437253,0.00000000
0.66933467,1.00853331,0.22861145,0.11791825,0.55023576,0.29151640,0.02465349,0.13843992,0.33246877,0.00000000
0.67533767,1.06569724,0.24075506,0.12430475,0.56607259,0.31267871,0.02665233,0.14289062,0.35073845,0.00000000
0.68134067,1.12330424,0.25302811,0.13062442,0.58211170,0.33428071,0.02862492,0.14736095,0.36892007,0.00000000
0.68734367,1.18048466,0.26523222,0.13678117,0.59803349,0.35602306,0.03054130,0.15174795,0.38674653,0.00000000
0.69334667,1.23638424,0.27716974,0.14267881,0.61351385,0.37762011,0.03237109,0.15594474,0.40395541,0.00000000
0.69934967,1.29019505,0.28865033,0.14822492,0.62823973,0.39880849,0.03408421,0.15984465,0.42029977,0.00000000
0.70535268,1.34118688,0.29949769,0.15333484,0.64192514,0.41935568,0.03565173,0.16334548,0.43555902,0.00000000
0.71135568,1.38873744,0.30955609,0.15793540,0.65432674,0.43906797,0.03704668,0.16635380,0.44954932,0.00000000
0.71735868,1.43235964,0.31869645,0.16196853,0.66525789,0.45779753,0.03824483,0.16878906,0.46213291,0.00000000
0.72336168,1.47172446,0.32682164,0.16539422,0.67460057,0.47544796,0.03922542,0.17058724,0.47322581,0.00000000
0.72936468,1.50667781,0.33387052,0.16819284,0.68231418,0.49197803,0.03997177,0.17170387,0.48280338,0.00000000
0.73536768,1.53725020,0.33982066,0.17036661,0.68844055,0.50740325,0.04047185,0.17211626,0.49090332,0.00000000
0.74137069,1.56365833,0.34468949,0.17194016,0.69310496,0.52179489,0.04071857,0.17182478,0.49762590,0.00000000
0.74737369,1.58629794,0.34853361,0.17295996,0.69651255,0.53527651,0.04071006,0.17085318,0.50313105,0.00000000
0.75337669,1.60572801,0.35144650,0.17349286,0.69894053,0.54801775,0.04044972,0.16924775,0.50763267,0.00000000
0.75937969,1.62264660,0.35355443,0.17362354,0.70072610,0.56022578,0.03994607,0.16707567,0.51138987,0.00000000
0.76538269,1.63785925,0.35501091,0.17345110,0.70225089,0.57213435,0.03921253,0.16442220,0.51469593,0.00000000
0.77138569,1.65224120,0.35598981,0.17308489,0.70392233,0.58399128,0.03826697,0.16138730,0.51786509,0.00000000
0.77738869,1.66669516,0.35667758,0.17263980,0.70615319,0.59604452,0.03713126,0.15808147,0.52121794,0.00000000
0.78339170,1.68210666,0.35726474,0.17223115,0.70934000,0.60852766,0.03583059,0.15462126,0.52506616,0.00000000
0.78939470,1.69929903,0.35793735,0.17196957,0.71384173,0.62164563,0.03439286,0.15112461,0.52969716,0.00000000
0.79539770,1.71899042,0.35886863,0.17195594,0.71995977,0.63556108,0.03284788,0.14770624,0.53535961,0.00000000
0.80140070,1.74175510,0.36021122,0.17227678,0.72792021,0.65038247,0.03122675,0.14447325,0.54225052,0.00000000
0.80740370,1.76799092,0.36209060,0.17300027,0.73785957,0.66615434,0.02956108,0.14152136,0.55050452,0.00000000
0.81340670,1.79789500,0.36459980,0.17417311,0.74981472,0.68285046,0.02788234,0.13893168,0.56018603,0.00000000
0.81940970,1.83144870,0.36779577,0.17581832,0.76371753,0.70037021,0.02622129,0.13676836,0.57128464,0.00000000
0.82541271,1.86841313,0.37169765,0.17793425,0.77939468,0.71853864,0.02460739,0.13507718,0.58371409,0.00000000
0.83141571,1.90833524,0.37628685,0.18049465,0.79657276,0.73711015,0.02306833,0.13388504,0.59731490,0.00000000
0.83741871,1.95056466,0.38150899,0.18344995,0.81488828,0.75577585,0.02162968,0.13320040,0.61186049,0.00000000
0.84342171,1.99428020,0.38727766,0.18672965,0.83390229,0.77417420,0.02031453,0.13301467,0.62706665,0.00000000
0.84942471,2.03852500,0.39347962,0.19024567,0.85311888,0.79190459,0.01914326,0.13330435,0.64260374,0.00000000
0.85542771,2.08224854,0.39998117,0.19389657,0.87200651,0.80854315,0.01813333,0.13403386,0.65811119,0.00000000
0.86143072,2.12435328,0.40663545,0.19757232,0.89002132,0.82366001,0.01729912,0.13515889,0.67321334,0.00000000
0.86743372,2.16374388,0.41329006,0.20115952,0.90663096,0.83683726,0.01665183,0.13663004,0.68753611,0.00000000
0.87343672,2.19937629,0.41979469,0.20454671,0.92133809,0.84768668,0.01619939,0.13839662,0.70072343,0.00000000
0.87943972,2.23030438,0.42600840,0.20762963,0.93370215,0.85586627,0.01594639,0.14041036,0.71245277,0.00000000
0.88544272,2.25572188,0.43180596,0.21031603,0.94335835,0.86109499,0.01589402,0.14262897,0.72244888,0.00000000
0.89144572,2.27499759,0.43708319,0.21252998,0.95003324,0.86316472,0.01604003,0.14501915,0.73049532,0.00000000
0.89744872,2.28770221,0.44176081,0.21421533,0.95355583,0.86194914,0.01637872,0.14755918,0.73644297,0.00000000
0.90345173,2.29362575,0.44578680,0.21533832,0.95386408,0.85740897,0.01690095,0.15024081,0.74021544,0.00000000
0.90945473,2.29278481,0.44913716,0.21588908,0.95100648,0.84959346,0.01759417,0.15307036,0.74181106,0.00000000
0.91545773,2.28541971,0.45181504,0.21588215,0.94513873,0.83863813,0.01844250,0.15606911,0.74130145,0.00000000
0.92146073,2.27198189,0.45384854,0.21535579,0.93651597,0.82475903,0.01942690,0.15927281,0.73882700,0.00000000
0.92746373,2.25311238,0.45528713,0.21437036,0.92548090,0.80824374,0.02052535,0.16273046,0.73458940,0.00000000
0.93346673,2.22961292,0.45619723,0.21300569,0.91244875,0.78943989,0.02171321,0.16650226,0.72884184,0.00000000
0.93946973,2.20241101,0.45665708,0.21135772,0.89788970,0.76874161,0.02296355,0.17065697,0.72187735,0.00000000
0.94547274,2.17252102,0.45675129,0.20953433,0.88230971,0.74657481,0.02424770,0.17526864,0.71401598,0.00000000
0.95147574,2.14100313,0.45656543,0.20765090,0.86623088,0.72338191,0.02553574,0.18041286,0.70559143,0.00000000
0.95747874,2.10892203,0.45618095,0.20582539,0.85017189,0.69960674,0.02679726,0.18616272,0.69693772,0.00000000
0.96348174,2.07730724,0.45567069,0.20417352,0.83462975,0.67568039,0.02800201,0.19258462,0.68837655,0.00000000
0.96948474,2.04711669,0.45509521,0.20280395,0.82006318,0.65200843,0.02912073,0.19973398,0.68020589,0.00000000
0.97548774,2.01920489,0.45450014,0.20181385,0.80687853,0.62896004,0.03012592,0.20765116,0.67269015,0.00000000
0.98149075,1.99429689,0.45391453,0.20128484,0.79541846,0.60685944,0.03099266,0.21635779,0.66605230,0.00000000
0.98749375,1.97296872,0.45335041,0.20127970,0.78595376,0.58597970,0.03169938,0.22585350,0.66046818,0.00000000
0.99349675,1.95563491,0.45280328,0.20183969,0.77867841,0.56653911,0.03222853,0.23611343,0.65606310,0.00000000
0.99949975,1.94254324,0.45225374,0.20298284,0.77370782,0.54870005,0.03256721,0.24708656,0.65291074,0.00000000
1.00550275,1.93377662,0.45166992,0.20470306,0.77108026,0.53257024,0.03270764,0.25869504,0.65103435,0.00000000
1.01150575,1.92926190,0.45101067,0.20697029,0.77076105,0.51820609,0.03264748,0.27083462,0.65040999,0.00000000
1.01750875,1.92878486,0.45022932,0.20973151,0.77264933,0.50561794,0.03239000,0.28337626,0.65097178,0.00000000
1.02351176,1.93201089,0.44927787,0.21291278,0.77658704,0.49477686,0.03194410,0.29616891,0.65261873,0.00000000
1.02951476,1.93851030,0.44811139,0.21642208,0.78236955,0.48562251,0.03132413,0.30904352,0.65522300,0.00000000
1.03551776,1.94778726,0.44669254,0.22015297,0.78975756,0.47807194,0.03054953,0.32181806,0.65863913,0.00000000
1.04152076,1.95931130,0.44499596,0.22398881,0.79848979,0.47202868,0.02964439,0.33430349,0.66271402,0.00000000
1.04752376,1.97255000,0.44301246,0.22780756,0.80829588,0.46739195,0.02863681,0.34631043,0.66729709,0.00000000
1.05352676,1.98700158,0.44075280,0.23148679,0.81890909,0.46406549,0.02755818,0.35765632,0.67225036,0.00000000
1.05952976,2.00222606,0.43825091,0.23490887,0.83007809,0.46196572,0.02644243,0.36817267,0.67745804,0.00000000
1.06553277,2.01787360,0.43556646,0.23796596,0.84157766,0.46102894,0.02532515,0.37771209,0.68283498,0.00000000
1.07153577,2.03370858,0.43278658,0.24056470,0.85321748,0.46121715,0.02424273,0.38615484,0.68833388,0.00000000
1.07753877,2.04962833,0.43002656,0.24263036,0.86484891,0.46252233,0.02323158,0.39341434,0.69395067,0.00000000
1.08354177,2.06567524,0.42742953,0.24411017,0.87636924,0.46496898,0.02232724,0.39944149,0.69972771,0.00000000
1.08954477,2.08204155,0.42516483,0.24497579,0.88772325,0.46861460,0.02156367,0.40422750,0.70575462,0.00000000
1.09554777,2.09906599,0.42342516,0.24522468,0.89890188,0.47354820,0.02097254,0.40780492,0.71216654,0.00000000
1.10155078,2.11722217,0.42242236,0.24488033,0.90993817,0.47988666,0.02058257,0.41024680,0.71913960,0.00000000
1.10755378,2.13709877,0.42238181,0.24399135,0.92090036,0.48776909,0.02041903,0.41166396,0.72688380,0.00000000
1.11355678,2.15937192,0.42353565,0.24262930,0.93188274,0.49734926,0.02050324,0.41220041,0.73563331,0.00000000
1.11955978,2.18477084,0.42611477,0.24088552,0.94299445,0.50878640,0.02085215,0.41202709,0.74563465,0.00000000
1.12556278,2.21403794,0.43033995,0.23886696,0.95434690,0.52223471,0.02147804,0.41133414,0.75713300,0.00000000
1.13156578,2.24788505,0.43641230,0.23669128,0.96604055,0.53783188,0.02238825,0.41032221,0.77035734,0.00000000
1.13756878,2.28694772,0.44450337,0.23448133,0.97815165,0.55568724,0.02358497,0.40919295,0.78550507,0.00000000
1.14357179,2.33173981,0.45474537,0.23235940,0.99071979,0.57587007,0.02506507,0.40813941,0.80272677,0.00000000
1.14957479,2.38261046,0.46722192,0.23044141,1.00373704,0.59839850,0.02682007,0.40733666,0.82211189,0.00000000
1.15557779,2.43970587,0.48195970,0.22883133,1.01713935,0.62322976,0.02883609,0.40693307,0.84367626,0.00000000
1.16158079,2.50293777,0.49892160,0.22761615,1.03080082,0.65025224,0.03109389,0.40704284,0.86735195,0.00000000
1.16758379,2.57196062,0.51800168,0.22686153,1.04453122,0.67927989,0.03356908,0.40774002,0.89298033,0.00000000
1.17358679,2.64615896,0.53902241,0.22660847,1.05807713,0.71004933,0.03623225,0.40905432,0.92030870,0.00000000
1.17958979,2.72464595,0.56173432,0.22687094,1.07112665,0.74222012,0.03904936,0.41096897,0.94899091,0.00000000
1.18559280,2.80627366,0.58581852,0.22763493,1.08331764,0.77537819,0.04198220,0.41342076,0.97859214,0.00000000
1.19159580,2.88965512,0.61089192,0.22885846,1.09424910,0.80904263,0.04498890,0.41630209,1.00859783,0.00000000
1.19759880,2.97319760,0.63651524,0.23047311,1.10349512,0.84267560,0.04802463,0.41946516,1.03842647,0.00000000
1.20360180,3.05514592,0.66220358,0.23238642,1.11062083,0.87569526,0.05104242,0.42272782,1.06744593,0.00000000
1.20960480,3.13363422,0.68743926,0.23448557,1.11519947,0.90749106,0.05399407,0.42588109,1.09499257,0.00000000
1.21560780,3.20674424,0.71168649,0.23664175,1.11682978,0.93744106,0.05683113,0.42869768,1.12039249,0.00000000
1.22161081,3.27256754,0.73440730,0.23871523,1.11515279,0.96493053,0.05950601,0.43094134,1.14298394,0.00000000
1.22761381,3.32926926,0.75507813,0.24056090,1.10986728,0.98937105,0.06197306,0.43237655,1.16213994,0.00000000
1.23361681,3.37515066,0.77320641,0.24203392,1.10074303,1.01021939,0.06418974,0.43277799,1.17729025,0.00000000
1.23961981,3.40870768,0.78834634,0.24299536,1.08763135,1.02699531,0.06611768,0.43193958,1.18794141,0.00000000
1.24562281,3.42868318,0.80011339,0.24331744,1.07047231,1.03929756,0.06772373,0.42968256,1.19369436,0.00000000
1.25162581,3.43411054,0.80819661,0.24288837,1.04929848,1.04681739,0.06898079,0.42586237,1.19425848,0.00000000
1.25762881,3.42434678,0.81236849,0.24161635,1.02423494,1.04934882,0.06986864,0.42037402,1.18946171,0.00000000
1.26363182,3.39909394,0.81249166,0.23943277,0.99549574,1.04679546,0.07037439,0.41315582,1.17925616,0.00000000
1.26963482,3.35840776,0.80852237,0.23629445,0.96337697,1.03917339,0.07049286,0.40419138,1.16371907,0.00000000
1.27563782,3.30269354,0.80051048,0.23218474,0.92824688,1.02660998,0.07022665,0.39350984,1.14304907,0.00000000
1.28164082,3.23268947,0.78859606,0.22711373,0.89053356,1.00933886,0.06958594,0.38118435,1.11755801,0.00000000
1.28764382,3.14943831,0.77300264,0.22111726,0.85071076,0.98769110,0.06858806,0.36732914,1.08765875,0.00000000
1.29364682,3.05424889,0.75402778,0.21425517,0.80928254,0.96208312,0.06725687,0.35209504,1.05384960,0.00000000
1.29964982,2.94864927,0.73203097,0.20660859,0.76676754,0.93300183,0.06562188,0.33566405,1.01669599,0.00000000
1.30565283,2.83433367,0.70741992,0.19827668,0.72368330,0.90098775,0.06371717,0.31824301,0.97681051,0.00000000
1.31165583,2.71310567,0.68063555,0.18937273,0.68053159,0.86661679,0.06158030,0.30005674,0.93483192,0.00000000
1.31765883,2.58682008,0.65213655,0.18002013,0.63778507,0.83048144,0.05925102,0.28134094,0.89140437,0.00000000
1.32366183,2.45732601,0.62238416,0.17034803,0.59587582,0.79317237,0.05677002,0.26233519,0.84715753,0.00000000
1.32966483,2.32641347,0.59182779,0.16048722,0.55518613,0.75526096,0.05417772,0.24327625,0.80268846,0.00000000
1.33566783,2.19576533,0.56089217,0.15056616,0.51604179,0.71728355,0.05151314,0.22439187,0.75854600,0.00000000
1.34167084,2.06691667,0.52996640,0.14070740,0.47870787,0.67972804,0.04881285,0.20589544,0.71521816,0.00000000
1.34767384,1.94122242,0.49939530,0.13102458,0.44338717,0.64302307,0.04611017,0.18798147,0.67312283,0.00000000
1.35367684,1.81983429,0.46947332,0.12161987,0.41022103,0.60753027,0.04343450,0.17082207,0.63260205,0.00000000
1.35967984,1.70368718,0.44044104,0.11258225,0.37929235,0.57353960,0.04081090,0.15456447,0.59391980,0.00000000
1.36568284,1.59349490,0.41248423,0.10398628,0.35063058,0.54126770,0.03825982,0.13932953,0.55726312,0.00000000
1.37168584,1.48975461,0.38573528,0.09589161,0.32421810,0.51085920,0.03579714,0.12521126,0.52274625,0.00000000
1.37768884,1.39275894,0.36027670,0.08834310,0.29999784,0.48239055,0.03343430,0.11227723,0.49041722,0.00000000
1.38369185,1.30261455,0.33614631,0.08137141,0.27788141,0.45587609,0.03117861,0.10056974,0.46026657,0.00000000
1.38969485,1.21926564,0.31334371,0.07499406,0.25775759,0.43127579,0.02903379,0.09010762,0.43223722,0.00000000
1.39569785,1.14252070,0.29183751,0.06921685,0.23950057,0.40850421,0.02700041,0.08088855,0.40623529,0.00000000
1.40170085,1.07208116,0.27157299,0.06403544,0.22297758,0.38744016,0.02507658,0.07289172,0.38214086,0.00000000
1.40770385,1.00757011,0.25247956,0.05943712,0.20805578,0.36793657,0.02325856,0.06608064,0.35981839,0.00000000
1.41370685,0.94855995,0.23447785,0.05540257,0.19460789,0.34983002,0.02154131,0.06040601,0.33912623,0.00000000
1.41970985,0.89459763,0.21748600,0.05190750,0.18251668,0.33294977,0.01991912,0.05580858,0.31992474,0.00000000
1.42571286,0.84522680,0.20142494,0.04892418,0.17167800,0.31712575,0.01838605,0.05222170,0.30208299,0.00000000
1.43171586,0.80000601,0.18622252,0.04642273,0.16200244,0.30219541,0.01693635,0.04957367,0.28548356,0.00000000
1.43771886,0.75852279,0.17181648,0.04437223,0.15341575,0.28800926,0.01556475,0.04778981,0.27002577,0.00000000
1.44372186,0.72040345,0.15815617,0.04274142,0.14585794,0.27443509,0.01426669,0.04679401,0.25562707,0.00000000
1.44972486,0.68531884,0.14520328,0.04149932,0.13928154,0.26136086,0.01303841,0.04651008,0.24222298,0.00000000
1.45572786,0.65298644,0.13293150,0.04061540,0.13364894,0.24869632,0.01187699,0.04686261,0.22976573,0.00000000
1.46173087,0.62316931,0.12132556,0.04005971,0.12892929,0.23637353,0.01078032,0.04777755,0.21822185,0.00000000
1.46773387,0.59567253,0.11037956,0.03980274,0.12509513,0.22434649,0.00974697,0.04918252,0.20756912,0.00000000
1.47373687,0.57033796,0.10009510,0.03981518,0.12211895,0.21258996,0.00877608,0.05100685,0.19779309,0.00000000
1.47973987,0.54703788,0.09047915,0.04006765,0.11997009,0.20109775,0.00786719,0.05318152,0.18888361,0.00000000
1.48574287,0.52566837,0.08154207,0.04053037,0.11861206,0.18988066,0.00702009,0.05563902,0.18083155,0.00000000
1.49174587,0.50614297,0.07329575,0.04117295,0.11800045,0.17896425,0.00623463,0.05831320,0.17362600,0.00000000
1.49774887,0.48838710,0.06575212,0.04196421,0.11808172,0.16838647,0.00551062,0.06113918,0.16725219,0.00000000
1.50375188,0.47233382,0.05892198,0.04287217,0.11879275,0.15819553,0.00484769,0.06405342,0.16169009,0.00000000
1.50975488,0.45792098,0.05281433,0.04386419,0.12006132,0.14844784,0.00424521,0.06699396,0.15691402,0.00000000
1.51575788,0.44509002,0.04743610,0.04490729,0.12180741,0.13920626,0.00370225,0.06990084,0.15289302,0.00000000
1.52176088,0.43378643,0.04279225,0.04596860,0.12394527,0.13053858,0.00321755,0.07271678,0.14959207,0.00000000
1.52776388,0.42396157,0.03888624,0.04701602,0.12638618,0.12251633,0.00278952,0.07538798,0.14697397,0.00000000
1.53376688,0.41557586,0.03572064,0.04801894,0.12904158,0.11521379,0.00241629,0.07786519,0.14500183,0.00000000
1.53976988,0.40860265,0.03329800,0.04894915,0.13182659,0.10870729,0.00209577,0.08010485,0.14364180,0.00000000
1.54577289,0.40303264,0.03162165,0.04978164,0.13466349,0.10307452,0.00182564,0.08207029,0.14286604,0.00000000
1.55177589,0.39887826,0.03069648,0.05049552,0.13748514,0.09839408,0.00160351,0.08373290,0.14265546,0.00000000
1.55777889,0.39617749,0.03052948,0.05107478,0.14023789,0.09474481,0.00142690,0.08507329,0.14300230,0.00000000
1.56378189,0.39499672,0.03113005,0.05150901,0.14288406,0.09220520,0.00129335,0.08608216,0.14391200,0.00000000
1.56978489,0.39543225,0.03250995,0.05179383,0.14540360,0.09085242,0.00120040,0.08676096,0.14540448,0.00000000
1.57578789,0.39761001,0.03468286,0.05193125,0.14779483,0.09076124,0.00114571,0.08712227,0.14751450,0.00000000
1.58179090,0.40168334,0.03766352,0.05192965,0.15007436,0.09200258,0.00112700,0.08718975,0.15029105,0.00000000
1.58779390,0.40782863,0.04146644,0.05180359,0.15227592,0.09464166,0.00114207,0.08699773,0.15379580,0.00000000
1.59379690,0.41623892,0.04610428,0.05157332,0.15444832,0.09873593,0.00118879,0.08659031,0.15810046,0.00000000
