energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up
-5.78389195,3.51562987,0.69135182,2.40088630,0.00969944,0.21895895,0.02200385,0.61144644
-5.77788894,3.46537436,0.68738981,2.36034893,0.00996950,0.21681009,0.02107811,0.60763202
-5.77188594,3.41724213,0.68471591,2.32087455,0.01024007,0.21491202,0.02017805,0.60419425
-5.76588294,3.37098075,0.68319269,2.28234756,0.01050520,0.21318760,0.01931136,0.60107003
-5.75987994,3.32625737,0.68263169,2.24462063,0.01075856,0.21155504,0.01848449,0.59817339
-5.75387694,3.28267728,0.68280020,2.20752528,0.01099362,0.20992944,0.01770259,0.59540015
-5.74787394,3.23980537,0.68342973,2.17088364,0.01120397,0.20822481,0.01696947,0.59263321
-5.74187094,3.19718915,0.68422614,2.13452056,0.01138349,0.20635636,0.01628761,0.58974813
-5.73586793,3.15438210,0.68488060,2.09827528,0.01152663,0.20424294,0.01565820,0.58661892
-5.72986493,3.11096585,0.68508114,2.06201196,0.01162856,0.20180961,0.01508132,0.58312356
-5.72386193,3.06657031,0.68452421,2.02562832,0.01168540,0.19899005,0.01455599,0.57914923
-5.71785893,3.02089057,0.68292566,1.98906206,0.01169428,0.19572875,0.01408040,0.57459704
-5.71185593,2.97370001,0.68003089,1.95229462,0.01165348,0.19198292,0.01365204,0.56938592
-5.70585293,2.92485917,0.67562368,1.91535235,0.01156243,0.18772382,0.01326791,0.56345584
-5.69984992,2.87432022,0.66953340,1.87830503,0.01142174,0.18293774,0.01292468,0.55677008
-5.69384692,2.82212727,0.66164044,1.84126218,0.01123310,0.17762636,0.01261885,0.54931665
-5.68784392,2.76841286,0.65187963,1.80436748,0.01099927,0.17180652,0.01234693,0.54110883
-5.68184092,2.71339127,0.64024175,1.76779199,0.01072387,0.16550956,0.01210557,0.53218492
-5.67583792,2.65734937,0.62677302,1.73172658,0.01041133,0.15878009,0.01189167,0.52260722
-5.66983492,2.60063580,0.61157277,1.69637440,0.01006669,0.15167439,0.01170246,0.51246037
-5.66383192,2.54364930,0.59478946,1.66194389,0.00969544,0.14425841,0.01153562,0.50184917
-5.65782891,2.48682687,0.57661518,1.62864269,0.00930336,0.13660568,0.01138925,0.49089594
-5.65182591,2.43063241,0.55727910,1.59667298,0.00889636,0.12879488,0.01126197,0.47973749
-5.64582291,2.37554622,0.53703988,1.56622836,0.00848036,0.12090753,0.01115284,0.46852190
-5.63981991,2.32205565,0.51617754,1.53749221,0.00806113,0.11302566,0.01106138,0.45740498
-5.63381691,2.27064693,0.49498501,1.51063758,0.00764418,0.10522964,0.01098753,0.44654668
-5.62781391,2.22179812,0.47375965,1.48582806,0.00723467,0.09759616,0.01093155,0.43610731
-5.62181091,2.17597282,0.45279489,1.46321948,0.00683733,0.09019656,0.01089398,0.42624376
-5.61580790,2.13361445,0.43237239,1.44296181,0.00645643,0.08309533,0.01087550,0.41710565
-5.60980490,2.09514061,0.41275486,1.42520073,0.00609567,0.07634906,0.01087690,0.40883149
-5.60380190,2.06093717,0.39417955,1.41007858,0.00575823,0.07000561,0.01089892,0.40154494
-5.59779890,2.03135185,0.37685278,1.39773403,0.00544666,0.06410361,0.01094214,0.39535117
-5.59179590,2.00668716,0.36094546,1.38830043,0.00516298,0.05867232,0.01100693,0.39033351
-5.58579290,1.98719253,0.34658974,1.38190260,0.00490858,0.05373169,0.01109328,0.38655034
-5.57978989,1.97305601,0.33387676,1.37865201,0.00468429,0.04929268,0.01120077,0.38403257
-5.57378689,1.96439579,0.32285563,1.37864080,0.00449037,0.04535777,0.01132847,0.38278164
-5.56778389,1.96125200,0.31353353,1.38193475,0.00432653,0.04192167,0.01147492,0.38276823
-5.56178089,1.96357954,0.30587699,1.38856589,0.00419197,0.03897211,0.01163805,0.38393191
-5.55577789,1.97124243,0.29981424,1.39852525,0.00408540,0.03649070,0.01181528,0.38618170
-5.54977489,1.98401066,0.29523861,1.41175637,0.00400510,0.03445394,0.01200345,0.38939773
-5.54377189,2.00155985,0.29201278,1.42815037,0.00394897,0.03283411,0.01219898,0.39343392
-5.53776888,2.02347451,0.28997394,1.44754291,0.00391460,0.03160025,0.01239791,0.39812179
-5.53176588,2.04925501,0.28893950,1.46971364,0.00389932,0.03071908,0.01259610,0.40327525
-5.52576288,2.07832854,0.28871329,1.49438847,0.00390031,0.03015590,0.01278931,0.40869624
-5.51975988,2.11006366,0.28909214,1.52124463,0.00391466,0.02987533,0.01297344,0.41418102
-5.51375688,2.14378831,0.28987239,1.54991858,0.00393950,0.02984212,0.01314471,0.41952698
-5.50775388,2.17881030,0.29085635,1.58001634,0.00397207,0.03002171,0.01329986,0.42453948
-5.50175088,2.21443957,0.29185840,1.61112585,0.00400982,0.03038082,0.01343634,0.42903866
-5.49574787,2.25001111,0.29271046,1.64283074,0.00405050,0.03088785,0.01355249,0.43286567
-5.48974487,2.28490729,0.29326674,1.67472456,0.00409226,0.03151327,0.01364768,0.43588818
-5.48374187,2.31857847,0.29340747,1.70642490,0.00413371,0.03222984,0.01372247,0.43800489
-5.47773887,2.35056075,0.29304169,1.73758633,0.00417396,0.03301273,0.01377863,0.43914868
-5.47173587,2.38048972,0.29210872,1.76791148,0.00421266,0.03383966,0.01381921,0.43928839
-5.46573287,2.40810954,0.29057852,1.79715950,0.00425004,0.03469080,0.01384846,0.43842903
-5.45972986,2.43327656,0.28845081,1.82515138,0.00428686,0.03554878,0.01387176,0.43661051
-5.45372686,2.45595736,0.28575309,1.85177161,0.00432441,0.03639849,0.01389548,0.43390482
-5.44772386,2.47622103,0.28253756,1.87696616,0.00436443,0.03722697,0.01392674,0.43041194
-5.44172086,2.49422615,0.27887725,1.90073669,0.00440900,0.03802315,0.01397317,0.42625456
-5.43571786,2.51020295,0.27486134,1.92313124,0.00446051,0.03877772,0.01404263,0.42157195
-5.42971486,2.52443153,0.27059016,1.94423193,0.00452147,0.03948281,0.01414284,0.41651329
-5.42371186,2.53721731,0.26616979,1.96414020,0.00459439,0.04013187,0.01428108,0.41123063
-5.41770885,2.54886471,0.26170669,1.98296039,0.00468166,0.04071938,0.01446381,0.40587204
-5.41170585,2.55965071,0.25730259,2.00078273,0.00478539,0.04124074,0.01469636,0.40057503
-5.40570285,2.56979935,0.25304974,2.01766640,0.00490728,0.04169201,0.01498261,0.39546063
-5.39969985,2.57945877,0.24902674,2.03362390,0.00504845,0.04206984,0.01532476,0.39062839
-5.39369685,2.58868182,0.24529520,2.04860765,0.00520940,0.04237128,0.01572308,0.38615240
-5.38769385,2.59741154,0.24189719,2.06249956,0.00538983,0.04259370,0.01617583,0.38207864
-5.38169085,2.60547231,0.23885373,2.07510457,0.00558865,0.04273470,0.01667920,0.37842346
-5.37568784,2.61256732,0.23616417,2.08614846,0.00580393,0.04279203,0.01722735,0.37517363
-5.36968484,2.61828280,0.23380669,2.09528066,0.00603286,0.04276359,0.01781256,0.37228747
-5.36368184,2.62209910,0.23173959,2.10208193,0.00627185,0.04264737,0.01842550,0.36969740
-5.35767884,2.62340831,0.22990362,2.10607697,0.00651657,0.04244149,0.01905553,0.36731355
-5.35167584,2.62153792,0.22822500,2.10675165,0.00676208,0.04214424,0.01969118,0.36502836
-5.34567284,2.61577975,0.22661907,2.10357421,0.00700295,0.04175415,0.02032060,0.36272193
-5.33966983,2.60542289,0.22499446,2.09601957,0.00723348,0.04127008,0.02093220,0.36026804
-5.33366683,2.58978937,0.22325760,2.08359590,0.00744781,0.04069137,0.02151523,0.35754042
-5.32766383,2.56827110,0.22131732,2.06587208,0.00764022,0.04001798,0.02206042,0.35441919
-5.32166083,2.54036627,0.21908941,2.04250499,0.00780527,0.03925065,0.02256064,0.35079716
-5.31565783,2.50571378,0.21650097,2.01326515,0.00793804,0.03839115,0.02301150,0.34658568
-5.30965483,2.46412379,0.21349436,1.97805952,0.00803431,0.03744237,0.02341190,0.34171996
-5.30365183,2.41560312,0.21003057,1.93695029,0.00809074,0.03640859,0.02376449,0.33616348
-5.29764882,2.36037403,0.20609190,1.89016856,0.00810501,0.03529555,0.02407605,0.32991137
-5.29164582,2.29888533,0.20168382,1.83812215,0.00807594,0.03411065,0.02435768,0.32299268
-5.28564282,2.23181513,0.19683596,1.78139692,0.00800354,0.03286296,0.02462487,0.31547123
-5.27963982,2.16006475,0.19160217,1.72075134,0.00788903,0.03156322,0.02489739,0.30744515
-5.27363682,2.08474381,0.18605956,1.65710426,0.00773485,0.03022384,0.02519900,0.29904502
-5.26763382,2.00714672,0.18030669,1.59151621,0.00754456,0.02885871,0.02555694,0.29043059
-5.26163082,1.92872144,0.17446088,1.52516473,0.00732274,0.02748300,0.02600130,0.28178625
-5.25562781,1.85103124,0.16865464,1.45931456,0.00707486,0.02611290,0.02656414,0.27331530
-5.24962481,1.77571102,0.16303157,1.39528368,0.00680711,0.02476525,0.02727848,0.26523336
-5.24362181,1.70441932,0.15774162,1.33440632,0.00652616,0.02345713,0.02817720,0.25776088
-5.23761881,1.63878803,0.15293601,1.27799416,0.00623900,0.02220543,0.02929173,0.25111526
-5.23161581,1.58037116,0.14876198,1.22729713,0.00595266,0.02102636,0.03065079,0.24550276
-5.22561281,1.53059470,0.14535746,1.18346502,0.00567402,0.01993500,0.03227905,0.24111049
-5.21960980,1.49070904,0.14284592,1.14751113,0.00540961,0.01894480,0.03419578,0.23809879
-5.21360680,1.46174577,0.14133153,1.12027932,0.00516536,0.01806716,0.03641366,0.23659434
-5.20760380,1.44448028,0.14089484,1.10241540,0.00494648,0.01731105,0.03893767,0.23668419
-5.20160080,1.43940147,0.14158909,1.09434393,0.00475727,0.01668266,0.04176415,0.23841107
-5.19559780,1.44668978,0.14343729,1.09625119,0.00460101,0.01618521,0.04488011,0.24177008
-5.18959480,1.46620439,0.14643019,1.10807511,0.00447988,0.01581876,0.04826286,0.24670706
-5.18359180,1.49748026,0.15052530,1.12950246,0.00439494,0.01558018,0.05187984,0.25311855
-5.17758879,1.53973543,0.15564690,1.15997379,0.00434604,0.01546320,0.05568892,0.26085357
-5.17158579,1.59188855,0.16168715,1.19869612,0.00433195,0.01545854,0.05963896,0.26971718
-5.16558279,1.65258651,0.16850830,1.24466322,0.00435033,0.01555419,0.06367079,0.27947562
-5.15957979,1.72024150,0.17594594,1.29668311,0.00439787,0.01573573,0.06771847,0.28986295
-5.15357679,1.79307660,0.18381318,1.35341224,0.00447040,0.01598679,0.07171096,0.30058908
-5.14757379,1.86917868,0.19190581,1.41339530,0.00456303,0.01628947,0.07557396,0.31134878
-5.14157079,1.94655692,0.20000799,1.47510964,0.00467033,0.01662494,0.07923201,0.32183132
-5.13556778,2.02320520,0.20789867,1.53701295,0.00478648,0.01697399,0.08261075,0.33173064
-5.12956478,2.09716617,0.21535815,1.59759250,0.00490548,0.01731761,0.08563918,0.34075538
-5.12356178,2.16659471,0.22217490,1.65541430,0.00502133,0.01763756,0.08825193,0.34863854
-5.11755878,2.22981856,0.22815210,1.70917040,0.00512825,0.01791693,0.09039142,0.35514642
-5.11155578,2.28539351,0.23311388,1.75772236,0.00522079,0.01814067,0.09200978,0.36008636
-5.10555278,2.33215118,0.23691087,1.80013926,0.00529405,0.01829599,0.09307048,0.36331317
-5.09954977,2.36923729,0.23942497,1.83572850,0.00534381,0.01837275,0.09354964,0.36473375
-5.09354677,2.39613877,0.24057305,1.86405812,0.00536660,0.01836374,0.09343687,0.36430999
-5.08754377,2.41269851,0.24030950,1.88496954,0.00535985,0.01826486,0.09273575,0.36205968
-5.08154077,2.41911717,0.23862757,1.89858004,0.00532191,0.01807519,0.09146377,0.35805544
-5.07553777,2.41594173,0.23555935,1.90527490,0.00525206,0.01779700,0.08965183,0.35242178
-5.06953477,2.40404147,0.23117454,1.90568932,0.00515056,0.01743561,0.08734336,0.34533050
-5.06353177,2.38457234,0.22557803,1.90068093,0.00501851,0.01699920,0.08459303,0.33699449
-5.05752876,2.35893130,0.21890639,1.89129424,0.00485788,0.01649849,0.08146509,0.32766034
-5.05152576,2.32870280,0.21132354,1.87871829,0.00467138,0.01594647,0.07803160,0.31760015
-5.04552276,2.29559973,0.20301571,1.86423983,0.00446232,0.01535795,0.07437038,0.30710269
-5.03951976,2.26140153,0.19418600,1.84919387,0.00423456,0.01474916,0.07056294,0.29646451
-5.03351676,2.22789228,0.18504873,1.83491394,0.00399231,0.01413731,0.06669246,0.28598119
-5.02751376,2.19680142,0.17582390,1.82268445,0.00374006,0.01354016,0.06284180,0.27593918
-5.02151076,2.16974960,0.16673187,1.81369703,0.00348241,0.01297563,0.05909176,0.26660838
-5.01550775,2.14820200,0.15798855,1.80901292,0.00322399,0.01246142,0.05551946,0.25823588
-5.00950475,2.13343073,0.14980121,1.80953290,0.00296937,0.01201463,0.05219711,0.25104083
-5.00350175,2.12648769,0.14236502,1.81597582,0.00272293,0.01165154,0.04919096,0.24521069
-4.99749875,2.12818853,0.13586039,1.82886655,0.00248887,0.01138733,0.04656059,0.24089885
-4.99149575,2.13910790,0.13045112,1.84853336,0.00227112,0.01123589,0.04435847,0.23822356
-4.98549275,2.15958533,0.12628326,1.87511443,0.00207335,0.01120973,0.04262979,0.23726811
-4.97948974,2.18974091,0.12348473,1.90857279,0.00189896,0.01131980,0.04141248,0.23808215
-4.97348674,2.22949917,0.12216538,1.94871827,0.00175109,0.01157552,0.04073740,0.24068385
-4.96748374,2.27861928,0.12241759,1.99523497,0.00163266,0.01198466,0.04062868,0.24506292
-4.96148074,2.33672942,0.12431696,2.04771249,0.00154640,0.01255335,0.04110408,0.25118399
-4.95547774,2.40336298,0.12792322,2.10567869,0.00149489,0.01328604,0.04217539,0.25899033
-4.94947474,2.47799431,0.13328098,2.16863206,0.00148056,0.01418547,0.04384878,0.26840766
-4.94347174,2.56007162,0.14042026,2.23607172,0.00150579,0.01525264,0.04612509,0.27934770
-4.93746873,2.64904517,0.14935669,2.30752310,0.00157284,0.01648673,0.04900002,0.29171152
-4.93146573,2.74438894,0.16009132,2.38255781,0.00168390,0.01788501,0.05246419,0.30539232
-4.92546273,2.84561453,0.17260996,2.46080652,0.00184106,0.01944276,0.05650312,0.32027768
-4.91945973,2.95227648,0.18688203,2.54196399,0.00204628,0.02115314,0.06109704,0.33625117
-4.91345673,3.06396877,0.20285909,2.62578599,0.00230129,0.02300708,0.06622066,0.35319323
-4.90745373,3.18031292,0.22047302,2.71207830,0.00260755,0.02499313,0.07184288,0.37098150
-4.90145073,3.30093831,0.23963400,2.80067859,0.00296616,0.02709736,0.07792645,0.38949041
-4.89544772,3.42545640,0.26022857,2.89143213,0.00337769,0.02930329,0.08442766,0.40859044
-4.88944472,3.55343047,0.28211778,2.98416314,0.00384211,0.03159182,0.09129611,0.42814682
-4.88344172,3.68434316,0.30513580,3.07864363,0.00435867,0.03394128,0.09847457,0.44801819
-4.87743872,3.81756424,0.32908903,3.17456184,0.00492574,0.03632747,0.10589901,0.46805504
-4.87143572,3.95232103,0.35375604,3.27149263,0.00554070,0.03872387,0.11349879,0.48809844
-4.86543272,4.08767410,0.37888843,3.36887206,0.00619991,0.04110186,0.12119711,0.50797895
-4.85942971,4.22250037,0.40421273,3.46597819,0.00689854,0.04343110,0.12891163,0.52751613
-4.85342671,4.35548568,0.42943345,3.56192000,0.00763062,0.04567998,0.13655541,0.54651859
-4.84742371,4.48512815,0.45423729,3.65563582,0.00838901,0.04781616,0.14403802,0.56478489
-4.84142071,4.60975330,0.47829841,3.74590205,0.00916543,0.04980720,0.15126690,0.58210520
-4.83541771,4.72754108,0.50128484,3.83135258,0.00995058,0.05162128,0.15814894,0.59826393
-4.82941471,4.83656431,0.52286554,3.91050859,0.01073424,0.05322795,0.16459217,0.61304315
-4.82341171,4.93483736,0.54271828,3.98181763,0.01150550,0.05459889,0.17050759,0.62622687
-4.81740870,5.02037325,0.56053773,4.04370064,0.01225293,0.05570871,0.17581105,0.63760593
-4.81140570,5.09124670,0.57604358,4.09460470,0.01296489,0.05653569,0.18042510,0.64698350
-4.80540270,5.14566024,0.58898848,4.13305912,0.01362980,0.05706248,0.18428083,0.65418075
-4.79939970,5.18201046,0.59916520,4.15773217,0.01423643,0.05727663,0.18731950,0.65904271
-4.79339670,5.19895089,0.60641296,4.16748557,0.01477425,0.05717115,0.18949406,0.66144385
-4.78739370,5.19544869,0.61062243,4.16142405,0.01523372,0.05674472,0.19077032,0.66129313
-4.78139070,5.17083196,0.61173937,4.13893737,0.01560657,0.05600197,0.19112795,0.65853850
-4.77538769,5.12482549,0.60976649,4.09973277,0.01588610,0.05495333,0.19056102,0.65317020
-4.76938469,5.05757303,0.60476367,4.04385601,0.01606740,0.05361495,0.18907828,0.64522310
-4.76338169,4.96964483,0.59684640,3.97170011,0.01614752,0.05200824,0.18670299,0.63477759
-4.75737869,4.86203016,0.58618245,3.88400128,0.01612556,0.05015935,0.18347239,0.62195912
-4.75137569,4.73611497,0.57298702,3.78182224,0.01600280,0.04809852,0.17943688,0.60693635
-4.74537269,4.59364589,0.55751655,3.66652384,0.01578265,0.04585924,0.17465874,0.58991782
-4.73936968,4.43668211,0.54006139,3.53972641,0.01547057,0.04347734,0.16921068,0.57114742
-4.73336668,4.26753745,0.52093770,3.40326262,0.01507399,0.04099009,0.16317405,0.55089868
-4.72736368,4.08871507,0.50047888,3.25912409,0.01460208,0.03843522,0.15663693,0.52946815
-4.72136068,3.90283783,0.47902690,3.10940415,0.01406556,0.03584994,0.14969211,0.50716810
-4.71535768,3.71257693,0.45692382,2.95623918,0.01347640,0.03327007,0.14243491,0.48431887
-4.70935468,3.52058191,0.43450380,2.80175091,0.01284755,0.03072925,0.13496123,0.46124099
-4.70335168,3.32941434,0.41208593,2.64799184,0.01219261,0.02825818,0.12736545,0.43824759
-4.69734867,3.14148761,0.38996795,2.49689564,0.01152552,0.02588408,0.11973865,0.41563708
-4.69134567,2.95901458,0.36842118,2.35023420,0.01086025,0.02363025,0.11216699,0.39368665
-4.68534267,2.78396453,0.34768654,2.20958221,0.01021052,0.02151575,0.10473024,0.37264649
-4.67933967,2.61803022,0.32797195,2.07629029,0.00958948,0.01955531,0.09750071,0.35273517
-4.67333667,2.46260553,0.30945077,1.95146673,0.00900950,0.01775931,0.09054241,0.33413603
-4.66733367,2.31877374,0.29226150,1.83596802,0.00848195,0.01613389,0.08391043,0.31699490
-4.66133067,2.18730589,0.27650844,1.73039767,0.00801699,0.01468125,0.07765078,0.30141902
-4.65532766,2.06866877,0.26226324,1.63511286,0.00762346,0.01340000,0.07180030,0.28747716
-4.64932466,1.96304139,0.24956716,1.55023793,0.00730876,0.01228556,0.06638700,0.27520098
-4.64332166,1.87033891,0.23843393,1.47568406,0.00707878,0.01133070,0.06143044,0.26458741
-4.63731866,1.79024280,0.22885304,1.41117382,0.00693782,0.01052609,0.05694247,0.25560203
-4.63131566,1.72223595,0.22079319,1.35626976,0.00688865,0.00986081,0.05292795,0.24818326
-4.62531266,1.66564141,0.21420606,1.31040590,0.00693247,0.00932298,0.04938565,0.24224718
-4.61930965,1.61966336,0.20902996,1.27292094,0.00706897,0.00890025,0.04630926,0.23769290
-4.61330665,1.58342919,0.20519351,1.24309242,0.00729643,0.00858034,0.04368829,0.23440814
-4.60730365,1.55603126,0.20261913,1.22017049,0.00761175,0.00835153,0.04150915,0.23227495
-4.60130065,1.53656724,0.20122639,1.20341060,0.00801063,0.00820302,0.03975600,0.23117536
-4.59529765,1.52417773,0.20093507,1.19210396,0.00848764,0.00812533,0.03841173,0.23099668
-4.58929465,1.51808015,0.20166792,1.18560499,0.00903641,0.00811052,0.03745871,0.23163636
-4.58329165,1.51759774,0.20335306,1.18335480,0.00964978,0.00815240,0.03687953,0.23300623
-4.57728864,1.52218269,0.20592600,1.18489998,0.01031998,0.00824665,0.03665756,0.23503582
-4.57128564,1.53143262,0.20933119,1.18990602,0.01103877,0.00839079,0.03677743,0.23767486
-4.56528264,1.54509966,0.21352305,1.19816473,0.01179767,0.00858413,0.03722533,0.24089464
-4.55927964,1.56309159,0.21846641,1.20959533,0.01258813,0.00882762,0.03798914,0.24468824
-4.55327664,1.58546487,0.22413645,1.22423893,0.01340167,0.00912360,0.03905841,0.24906961
-4.54727364,1.61240960,0.23051783,1.24224658,0.01423005,0.00947548,0.04042417,0.25407146
-4.54127064,1.64422668,0.23760333,1.26386098,0.01506539,0.00988741,0.04207862,0.25974204
-4.53526763,1.68129805,0.24539175,1.28939271,0.01590027,0.01036380,0.04401455,0.26614097
-4.52926463,1.72405091,0.25388525,1.31919156,0.01672780,0.01090897,0.04622473,0.27333413
-4.52326163,1.77291757,0.26308619,1.35361441,0.01754166,0.01152657,0.04870118,0.28138801
-4.51725863,1.82829242,0.27299359,1.39299085,0.01833607,0.01221925,0.05143427,0.29036361
-4.51125563,1.89048824,0.28359933,1.43758820,0.01910578,0.01298814,0.05441186,0.30031024
-4.50525263,1.95969383,0.29488430,1.48757774,0.01984600,0.01383252,0.05761845,0.31125955
-4.49924962,2.03593530,0.30681480,1.54300382,0.02055232,0.01474951,0.06103434,0.32322002
-4.49324662,2.11904313,0.31933927,1.60375768,0.02122060,0.01573383,0.06463495,0.33617229
-4.48724362,2.20862707,0.33238564,1.66955748,0.02184693,0.01677771,0.06839028,0.35006550
-4.48124062,2.30406049,0.34585957,1.73993595,0.02242746,0.01787087,0.07226459,0.36481507
-4.47523762,2.40447558,0.35964364,1.81423667,0.02295843,0.01900061,0.07621640,0.38030182
-4.46923462,2.50877012,0.37359777,1.89161957,0.02343605,0.02015209,0.08019868,0.39637276
-4.46323162,2.61562604,0.38756073,1.97107579,0.02385656,0.02130869,0.08415940,0.41284350
-4.45722861,2.72353932,0.40135301,2.05145151,0.02421626,0.02245240,0.08804242,0.42950215
-4.45122561,2.83086030,0.41478077,2.13148000,0.02451158,0.02356446,0.09178863,0.44611466
-4.44522261,2.93584259,0.42764080,2.20982051,0.02473918,0.02462591,0.09533729,0.46243131
-4.43921961,3.03669860,0.43972630,2.28510221,0.02489613,0.02561829,0.09862769,0.47819412
-4.43321661,3.13165909,0.45083324,2.35597143,0.02498008,0.02652429,0.10160085,0.49314472
-4.42721361,3.21903396,0.46076692,2.42113961,0.02498941,0.02732844,0.10420128,0.50703247
-4.42121061,3.29727143,0.46934842,2.47943009,0.02492341,0.02801769,0.10637878,0.51962231
-4.41520760,3.36501282,0.47642067,2.52982116,0.02478244,0.02858196,0.10809001,0.53070197
-4.40920460,3.42114028,0.48185383,2.57148366,0.02456804,0.02901460,0.10930002,0.54008838
-4.40320160,3.46481549,0.48554957,2.60381117,0.02428299,0.02931267,0.10998336,0.54763274
-4.39719860,3.49550757,0.48744429,2.62644170,0.02393134,0.02947714,0.11012498,0.55322432
-4.39119560,3.51300910,0.48751090,2.63926998,0.02351835,0.02951296,0.10972074,0.55679267
-4.38519260,3.51744010,0.48575924,2.64244998,0.02305041,0.02942891,0.10877752,0.55830830
-4.37918959,3.50923995,0.48223518,2.63638802,0.02253484,0.02923741,0.10731301,0.55778187
-4.37318659,3.48914838,0.47701841,2.62172703,0.02197970,0.02895411,0.10535507,0.55526206
-4.36718359,3.45817659,0.47021909,2.59932308,0.02139351,0.02859744,0.10294084,0.55083222
-4.36118059,3.41757071,0.46197370,2.57021566,0.02078502,0.02818802,0.10011560,0.54460617
-4.35517759,3.36876915,0.45244020,2.53559318,0.02016286,0.02774805,0.09693135,0.53672330
-4.34917459,3.31335651,0.44179290,2.49675562,0.01953529,0.02730064,0.09344533,0.52734331
-4.34317159,3.25301570,0.43021711,2.45507582,0.01890994,0.02686907,0.08971851,0.51664091
-4.33716858,3.18948068,0.41790411,2.41196114,0.01829358,0.02647615,0.08581401,0.50480058
-4.33116558,3.12449121,0.40504633,2.36881674,0.01769195,0.02614355,0.08179565,0.49201167
-4.32516258,3.05975112,0.39183313,2.32701169,0.01710963,0.02589120,0.07772661,0.47846403
-4.31915958,2.99689108,0.37844722,2.28784861,0.01655004,0.02573673,0.07366822,0.46434412
-4.31315658,2.93743641,0.36506164,2.25253740,0.01601539,0.02569501,0.06967892,0.44983181
-4.30715358,2.88278016,0.35183759,2.22217316,0.01550677,0.02577778,0.06581342,0.43509774
