energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.83791896,1.66216329,0.01048401,0.12628670,0.45115247,0.22634657,0.81184295,0.71896744,0.62236142,0.00000000
-5.83191596,1.73893934,0.01171667,0.13145642,0.47091136,0.24586710,0.82501947,0.75303223,0.65557023,0.00000000
-5.82591296,1.82047936,0.01301027,0.13714595,0.49218619,0.26646400,0.84033054,0.78885491,0.69057083,0.00000000
-5.81990995,1.90656278,0.01435290,0.14337764,0.51499464,0.28802180,0.85817408,0.82627930,0.72722766,0.00000000
-5.81390695,1.99687815,0.01573066,0.15016617,0.53932529,0.31040722,0.87891004,0.86511725,0.76537149,0.00000000
-5.80790395,2.09103281,0.01712784,0.15751770,0.56513762,0.33347216,0.90285031,0.90515627,0.80480330,0.00000000
-5.80190095,2.18856758,0.01852725,0.16542939,0.59236316,0.35705753,0.93025087,0.94616888,0.84529999,0.00000000
-5.79589795,2.28897501,0.01991056,0.17388913,0.62090781,0.38099785,0.96130629,0.98792297,0.88662161,0.00000000
-5.78989495,2.39171991,0.02125876,0.18287549,0.65065485,0.40512634,0.99614626,1.03019243,0.92851941,0.00000000
-5.78389195,2.49626012,0.02255268,0.19235787,0.68146836,0.42928015,1.03483384,1.07276700,0.97074422,0.00000000
-5.77788894,2.60206606,0.02377355,0.20229669,0.71319670,0.45330549,1.07736502,1.11546080,1.01305434,0.00000000
-5.77188594,2.70863726,0.02490356,0.21264367,0.74567578,0.47706235,1.12366909,1.15811845,1.05522250,0.00000000
-5.76588294,2.81551456,0.02592640,0.22334214,0.77873172,0.50042838,1.17360960,1.20061858,1.09704117,0.00000000
-5.75987994,2.92228688,0.02682784,0.23432729,0.81218276,0.52330192,1.22698531,1.24287400,1.13832596,0.00000000
-5.75387694,3.02859206,0.02759614,0.24552656,0.84584036,0.54560363,1.28353117,1.28482873,1.17891664,0.00000000
-5.74787394,3.13411148,0.02822246,0.25685989,0.87950936,0.56727693,1.34291903,1.32645166,1.21867590,0.00000000
-5.74187094,3.23855911,0.02870112,0.26824023,0.91298734,0.58828692,1.40475824,1.36772760,1.25748571,0.00000000
-5.73586793,3.34166556,0.02902976,0.27957401,0.94606344,0.60861799,1.46859630,1.40864593,1.29524177,0.00000000
-5.72986493,3.44315878,0.02920936,0.29076192,0.97851673,0.62827020,1.53391981,1.44918800,1.33184640,0.00000000
-5.72386193,3.54274284,0.02924414,0.30169984,1.01011467,0.64725456,1.60015620,1.48931396,1.36720044,0.00000000
-5.71785893,3.64007670,0.02914133,0.31228011,1.04061184,0.66558770,1.66667666,1.52895023,1.40119489,0.00000000
-5.71185593,3.73475500,0.02891080,0.32239308,1.06974939,0.68328604,1.73280076,1.56797846,1.43370305,0.00000000
-5.70585293,3.82629270,0.02856467,0.33192902,1.09725556,0.70036003,1.79780310,1.60622702,1.46457380,0.00000000
-5.69984992,3.91411522,0.02811672,0.34078030,1.12284743,0.71680872,1.86092247,1.64346584,1.49362676,0.00000000
-5.69384692,3.99755541,0.02758194,0.34884390,1.14623420,0.73261517,1.92137348,1.67940509,1.52064986,0.00000000
-5.68784392,4.07585827,0.02697586,0.35602406,1.16712199,0.74774283,1.97836091,1.71369814,1.54539969,0.00000000
-5.68184092,4.14819372,0.02631402,0.36223505,1.18522010,0.76213342,2.03109639,1.74594882,1.56760485,0.00000000
-5.67583792,4.21367718,0.02561149,0.36740391,1.20024866,0.77570629,2.07881710,1.77572284,1.58697235,0.00000000
-5.66983492,4.27139728,0.02488235,0.37147309,1.21194719,0.78835944,2.12080592,1.80256276,1.60319669,0.00000000
-5.66383192,4.32044931,0.02413933,0.37440271,1.22008394,0.79997217,2.15641217,1.82600591,1.61597140,0.00000000
-5.65782891,4.35997273,0.02339356,0.37617246,1.22446527,0.81040925,2.18507205,1.84560418,1.62500221,0.00000000
-5.65182591,4.38919066,0.02265433,0.37678296,1.22494476,0.81952643,2.20632787,1.86094481,1.63002140,0.00000000
-5.64582291,4.40744907,0.02192908,0.37625637,1.22143139,0.82717688,2.21984497,1.87167088,1.63080213,0.00000000
-5.63981991,4.41425346,0.02122335,0.37463636,1.21389633,0.83321831,2.22542529,1.87750036,1.62717224,0.00000000
-5.63381691,4.40930067,0.02054091,0.37198728,1.20237794,0.83752030,2.22301696,1.87824279,1.61902642,0.00000000
-5.62781391,4.39250389,0.01988396,0.36839249,1.18698443,0.83997142,2.21271892,1.87381254,1.60633607,0.00000000
-5.62181091,4.36400939,0.01925329,0.36395199,1.16789417,0.84048570,2.19478035,1.86423797,1.58915619,0.00000000
-5.61580790,4.32420355,0.01864860,0.35877940,1.14535323,0.83900807,2.16959452,1.84966586,1.56762875,0.00000000
-5.60980490,4.27370985,0.01806873,0.35299828,1.11967043,0.83551853,2.13768730,1.83036102,1.54198234,0.00000000
-5.60380190,4.21337545,0.01751195,0.34673808,1.09120987,0.83003459,2.09970052,1.80670096,1.51252801,0.00000000
-5.59779890,4.14424822,0.01697620,0.34012987,1.06038125,0.82261202,2.05637102,1.77916582,1.47965134,0.00000000
-5.59179590,4.06754488,0.01645927,0.33330186,1.02762849,0.81334385,2.00850606,1.74832419,1.44380119,0.00000000
-5.58579290,3.98461207,0.01595902,0.32637520,0.99341696,0.80235748,1.95695647,1.71481535,1.40547576,0.00000000
-5.57978989,3.89688191,0.01547347,0.31945993,0.95822006,0.78981031,1.90258842,1.67932884,1.36520642,0.00000000
-5.57378689,3.80582440,0.01500088,0.31265148,0.92250561,0.77588391,1.84625541,1.64258222,1.32354028,0.00000000
-5.56778389,3.71289882,0.01453980,0.30602779,0.88672278,0.76077724,1.78877158,1.60529806,1.28102241,0.00000000
-5.56178089,3.61950633,0.01408903,0.29964720,0.85128999,0.74469908,1.73088762,1.56818118,1.23817841,0.00000000
-5.55577789,3.52694601,0.01364763,0.29354715,0.81658438,0.72786034,1.67327027,1.53189692,1.19549825,0.00000000
-5.54977489,3.43637624,0.01321485,0.28774381,0.78293323,0.71046637,1.61648636,1.49705154,1.15342223,0.00000000
-5.54377189,3.34878301,0.01279004,0.28223265,0.75060765,0.69270986,1.56099186,1.46417527,1.11232942,0.00000000
-5.53776888,3.26495638,0.01237263,0.27698981,0.71981870,0.67476464,1.50712639,1.43370883,1.07252930,0.00000000
-5.53176588,3.18547600,0.01196204,0.27197434,0.69071610,0.65678060,1.45511302,1.40599367,1.03425668,0.00000000
-5.52576288,3.11070590,0.01155767,0.26713113,0.66338931,0.63888005,1.40506331,1.38126639,0.99767018,0.00000000
-5.51975988,3.04079861,0.01115886,0.26239435,0.63787100,0.62115557,1.35698698,1.35965736,0.96285397,0.00000000
-5.51375688,2.97570811,0.01076486,0.25769131,0.61414242,0.60366948,1.31080537,1.34119359,0.92982276,0.00000000
-5.50775388,2.91521056,0.01037492,0.25294651,0.59214057,0.58645483,1.26636808,1.32580558,0.89852944,0.00000000
-5.50175088,2.85893203,0.00998824,0.24808571,0.57176653,0.56951784,1.22347144,1.31333793,0.86887504,0.00000000
-5.49574787,2.80638140,0.00960407,0.24303985,0.55289469,0.55284154,1.18187809,1.30356314,0.84072024,0.00000000
-5.48974487,2.75698721,0.00922177,0.23774864,0.53538227,0.53639048,1.14133641,1.29619815,0.81389801,0.00000000
-5.48374187,2.71013655,0.00884081,0.23216367,0.51907886,0.52011612,1.10159902,1.29092297,0.78822658,0.00000000
-5.47773887,2.66521450,0.00846090,0.22625095,0.50383544,0.50396265,1.06243948,1.28740057,0.76352216,0.00000000
-5.47173587,2.62164233,0.00808198,0.21999273,0.48951262,0.48787289,1.02366644,1.28529739,0.73961096,0.00000000
-5.46573287,2.57891301,0.00770429,0.21338862,0.47598772,0.47179408,0.98513500,1.28430352,0.71633981,0.00000000
-5.45972986,2.53662258,0.00732837,0.20645597,0.46316054,0.45568309,0.94675468,1.28415180,0.69358524,0.00000000
-5.45372686,2.49449624,0.00695507,0.19922947,0.45095764,0.43951099,0.90849421,1.28463507,0.67126046,0.00000000
-5.44772386,2.45240810,0.00658553,0.19176007,0.43933500,0.42326676,0.87038299,1.28562059,0.64932034,0.00000000
-5.44172086,2.41039386,0.00622117,0.18411334,0.42827910,0.40695985,0.83250962,1.28706118,0.62776400,0.00000000
-5.43571786,2.36865601,0.00586362,0.17636719,0.41780646,0.39062169,0.79501767,1.28900225,0.60663530,0.00000000
-5.42971486,2.32756125,0.00551469,0.16860931,0.40796165,0.37430611,0.75809926,1.29158433,0.58602116,0.00000000
-5.42371186,2.28763026,0.00517630,0.16093415,0.39881400,0.35808845,0.72198692,1.29504082,0.56604795,0.00000000
-5.41770885,2.24952014,0.00485040,0.15343985,0.39045327,0.34206387,0.68694411,1.29969076,0.54687622,0.00000000
-5.41170585,2.21400017,0.00453894,0.14622507,0.38298418,0.32634448,0.65325503,1.30592672,0.52869398,0.00000000
-5.40570285,2.18192179,0.00424376,0.13938582,0.37652046,0.31105588,0.62121406,1.31419816,0.51170893,0.00000000
-5.39969985,2.15418391,0.00396662,0.13301255,0.37117835,0.29633301,0.59111540,1.32499076,0.49614002,0.00000000
-5.39369685,2.13169490,0.00370908,0.12718740,0.36706991,0.28231559,0.56324308,1.33880254,0.48220854,0.00000000
-5.38769385,2.11533277,0.00347249,0.12198192,0.36429651,0.26914338,0.53786170,1.35611771,0.47012931,0.00000000
-5.38169085,2.10590529,0.00325802,0.11745503,0.36294253,0.25695147,0.51520827,1.37737937,0.46010212,0.00000000
-5.37568784,2.10411150,0.00306661,0.11365164,0.36306984,0.24586566,0.49548512,1.40296239,0.45230383,0.00000000
-5.36968484,2.11050660,0.00289897,0.11060161,0.36471291,0.23599832,0.47885413,1.43314779,0.44688144,0.00000000
-5.36368184,2.12547160,0.00275565,0.10831935,0.36787514,0.22744473,0.46543233,1.46809989,0.44394629,0.00000000
-5.35767884,2.14918929,0.00263701,0.10680386,0.37252620,0.22028001,0.45528900,1.50784756,0.44356963,0.00000000
-5.35167584,2.18162771,0.00254330,0.10603937,0.37860086,0.21455690,0.44844412,1.55227068,0.44577968,0.00000000
-5.34567284,2.22253194,0.00247465,0.10599637,0.38599910,0.21030425,0.44486828,1.60109262,0.45056029,0.00000000
-5.33966983,2.27142488,0.00243113,0.10663312,0.39458762,0.20752642,0.44448401,1.65387945,0.45785117,0.00000000
-5.33366683,2.32761696,0.00241279,0.10789758,0.40420279,0.20620345,0.44716833,1.71004612,0.46754958,0.00000000
-5.32766383,2.39022455,0.00241967,0.10972951,0.41465473,0.20629203,0.45275649,1.76886945,0.47951355,0.00000000
-5.32166083,2.45819626,0.00245178,0.11206284,0.42573255,0.20772721,0.46104677,1.82950765,0.49356621,0.00000000
-5.31565783,2.53034600,0.00250919,0.11482818,0.43721045,0.21042470,0.47180605,1.89102542,0.50950118,0.00000000
-5.30965483,2.60539115,0.00259193,0.11795519,0.44885431,0.21428367,0.48477602,1.95242355,0.52708866,0.00000000
-5.30365183,2.68199423,0.00270001,0.12137497,0.46042876,0.21918991,0.49967973,2.01267163,0.54608192,0.00000000
-5.29764882,2.75880583,0.00283340,0.12502218,0.47170403,0.22501924,0.51622830,2.07074232,0.56622395,0.00000000
-5.29164582,2.83450697,0.00299193,0.12883681,0.48246270,0.23164099,0.53412735,2.12564544,0.58725381,0.00000000
-5.28564282,2.90784871,0.00317527,0.13276568,0.49250561,0.23892133,0.55308309,2.17646030,0.60891264,0.00000000
-5.27963982,2.97768730,0.00338286,0.13676341,0.50165709,0.24672654,0.57280774,2.22236463,0.63094876,0.00000000
-5.27363682,3.04301326,0.00361380,0.14079299,0.50976896,0.25492582,0.59302403,2.26265878,0.65312197,0.00000000
-5.26763382,3.10297313,0.00386681,0.14482586,0.51672340,0.26339376,0.61346880,2.29678413,0.67520673,0.00000000
-5.26163082,3.15688340,0.00414017,0.14884159,0.52243442,0.27201231,0.63389546,2.32433496,0.69699422,0.00000000
-5.25562781,3.20423601,0.00443163,0.15282717,0.52684802,0.28067222,0.65407540,2.34506342,0.71829330,0.00000000
-5.24962481,3.24469604,0.00473840,0.15677598,0.52994112,0.28927389,0.67379850,2.35887769,0.73893044,0.00000000
-5.24362181,3.27809203,0.00505709,0.16068657,0.53171936,0.29772778,0.69287272,2.36583378,0.75874882,0.00000000
-5.23761881,3.30440010,0.00538377,0.16456138,0.53221390,0.30595423,0.71112312,2.36612177,0.77760675,0.00000000
-5.23161581,3.32372345,0.00571394,0.16840540,0.53147756,0.31388294,0.72839058,2.36004757,0.79537568,0.00000000
-5.22561281,3.33626871,0.00604264,0.17222501,0.52958054,0.32145205,0.74453040,2.34801150,0.81193812,0.00000000
-5.21960980,3.34232096,0.00636449,0.17602704,0.52660592,0.32860703,0.75941118,2.33048514,0.82718563,0.00000000
-5.21360680,3.34221918,0.00667386,0.17981810,0.52264527,0.33529944,0.77291421,2.30798783,0.84101724,0.00000000
-5.20760380,3.33633364,0.00696494,0.18360426,0.51779461,0.34148559,0.78493361,2.28106418,0.85333843,0.00000000
-5.20160080,3.32504664,0.00723199,0.18739111,0.51215095,0.34712542,0.79537727,2.25026385,0.86406086,0.00000000
-5.19559780,3.30873745,0.00746941,0.19118416,0.50580938,0.35218143,0.80416890,2.21612436,0.87310295,0.00000000
-5.18959480,3.28777227,0.00767200,0.19498956,0.49886114,0.35661795,0.81125082,2.17915783,0.88039127,0.00000000
-5.18359180,3.26249915,0.00783508,0.19881503,0.49139236,0.36040069,0.81658773,2.13984180,0.88586274,0.00000000
-5.17758879,3.23324786,0.00795469,0.20267095,0.48348364,0.36349667,0.82017091,2.09861421,0.88946749,0.00000000
-5.17158579,3.20033405,0.00802771,0.20657144,0.47521032,0.36587452,0.82202277,2.05587232,0.89117216,0.00000000
-5.16558279,3.16406680,0.00805198,0.21053539,0.46664338,0.36750508,0.82220130,2.01197495,0.89096347,0.00000000
-5.15957979,3.12475838,0.00802640,0.21458726,0.45785066,0.36836237,0.82080397,1.96724737,0.88885163,0.00000000
-5.15357679,3.08273512,0.00795097,0.21875745,0.44889842,0.36842482,0.81797071,1.92198795,0.88487353,0.00000000
-5.14757379,3.03834793,0.00782678,0.22308247,0.43985284,0.36767666,0.81388564,1.87647560,0.87909522,0.00000000
-5.14157079,2.99198131,0.00765602,0.22760438,0.43078143,0.36610936,0.80877705,1.83097722,0.87161355,0.00000000
-5.13556778,2.94405982,0.00744187,0.23236995,0.42175416,0.36372316,0.80291547,1.78575418,0.86255670,0.00000000
-5.12956478,2.89505106,0.00718842,0.23742914,0.41284410,0.36052836,0.79660964,1.74106721,0.85208344,0.00000000
-5.12356178,2.84546467,0.00690052,0.24283323,0.40412757,0.35654647,0.79020031,1.69717930,0.84038114,0.00000000
-5.11755878,2.79584709,0.00658362,0.24863247,0.39568367,0.35181103,0.78405187,1.65435607,0.82766233,0.00000000
-5.11155578,2.74677211,0.00624362,0.25487352,0.38759332,0.34636800,0.77854219,1.61286384,0.81416013,0.00000000
-5.10555278,2.69882765,0.00588664,0.26159664,0.37993759,0.34027573,0.77405072,1.57296534,0.80012244,0.00000000
-5.09954977,2.65259937,0.00551887,0.26883286,0.37279574,0.33360448,0.77094551,1.53491340,0.78580534,0.00000000
-5.09354677,2.60865209,0.00514638,0.27660130,0.36624276,0.32643530,0.76956950,1.49894333,0.77146580,0.00000000
-5.08754377,2.56751006,0.00477495,0.28490668,0.36034675,0.31885862,0.77022673,1.46526431,0.75735418,0.00000000
-5.08154077,2.52963715,0.00440992,0.29373729,0.35516624,0.31097221,0.77316908,1.43405070,0.74370673,0.00000000
-5.07553777,2.49541840,0.00405610,0.30306338,0.35074753,0.30287898,0.77858414,1.40543388,0.73073853,0.00000000
-5.06953477,2.46514379,0.00371762,0.31283629,0.34712234,0.29468430,0.78658484,1.37949529,0.71863719,0.00000000
-5.06353177,2.43899557,0.00339792,0.32298822,0.34430588,0.28649336,0.79720149,1.35626128,0.70755767,0.00000000
-5.05752876,2.41703975,0.00309967,0.33343277,0.34229534,0.27840841,0.81037650,1.33570026,0.69761846,0.00000000
-5.05152576,2.39922263,0.00282480,0.34406627,0.34106918,0.27052608,0.82596243,1.31772241,0.68889926,0.00000000
-5.04552276,2.38537268,0.00257448,0.35476997,0.34058696,0.26293509,0.84372348,1.30218220,0.68144043,0.00000000
-5.03951976,2.37520786,0.00234918,0.36541290,0.34079013,0.25571415,0.86334056,1.28888377,0.67524419,0.00000000
-5.03351676,2.36834829,0.00214873,0.37585554,0.34160340,0.24893044,0.88441998,1.27758875,0.67027749,0.00000000
-5.02751376,2.36433375,0.00197240,0.38595396,0.34293700,0.24263862,0.90650549,1.26802658,0.66647651,0.00000000
-5.02151076,2.36264541,0.00181894,0.39556462,0.34468957,0.23688039,0.92909340,1.25990648,0.66375245,0.00000000
-5.01550775,2.36273073,0.00168675,0.40454941,0.34675162,0.23168470,0.95165024,1.25293078,0.66199850,0.00000000
-5.00950475,2.36403040,0.00157391,0.41278084,0.34900941,0.22706857,0.97363229,1.24680880,0.66109749,0.00000000
-5.00350175,2.36600620,0.00147829,0.42014730,0.35134926,0.22303838,0.99450627,1.24127066,0.66092982,0.00000000
-4.99749875,2.36816817,0.00139765,0.42655802,0.35366176,0.21959165,1.01377030,1.23608019,0.66138144,0.00000000
-4.99149575,2.37009993,0.00132974,0.43194757,0.35584608,0.21671909,1.03097424,1.23104648,0.66235115,0.00000000
-4.98549275,2.37148063,0.00127233,0.43627970,0.35781389,0.21440693,1.04573847,1.22603312,0.66375706,0.00000000
-4.97948974,2.37210245,0.00122331,0.43955030,0.35949286,0.21263917,1.05777021,1.22096496,0.66554176,0.00000000
-4.97348674,2.37188249,0.00118072,0.44178922,0.36082944,0.21139974,1.06687651,1.21583162,0.66767578,0.00000000
-4.96748374,2.37086820,0.00114282,0.44306083,0.36179088,0.21067438,1.07297330,1.21068775,0.67015931,0.00000000
-4.96148074,2.36923596,0.00110809,0.44346323,0.36236626,0.21045206,1.07608978,1.20564972,0.67302176,0.00000000
-4.95547774,2.36728236,0.00107526,0.44312593,0.36256651,0.21072591,1.07636792,1.20088891,0.67631939,0.00000000
-4.94947474,2.36540847,0.00104331,0.44220603,0.36242330,0.21149345,1.07405685,1.19662169,0.68013089,0.00000000
-4.94347174,2.36409745,0.00101149,0.44088304,0.36198695,0.21275619,1.06950222,1.19309653,0.68455112,0.00000000
-4.93746873,2.36388647,0.00097928,0.43935231,0.36132324,0.21451852,1.06313094,1.19057871,0.68968327,0.00000000
-4.93146573,2.36533382,0.00094637,0.43781732,0.36050941,0.21678601,1.05543178,1.18933329,0.69562986,0.00000000
-4.92546273,2.36898296,0.00091265,0.43648123,0.35962938,0.21956310,1.04693267,1.18960711,0.70248295,0.00000000
-4.91945973,2.37532492,0.00087817,0.43553777,0.35876854,0.22285044,1.03817575,1.19161055,0.71031402,0.00000000
-4.91345673,2.38476101,0.00084313,0.43516214,0.35800820,0.22664187,1.02969113,1.19550005,0.71916422,0.00000000
-4.90745373,2.39756759,0.00080779,0.43550208,0.35742010,0.23092148,1.02197075,1.20136216,0.72903530,0.00000000
-4.90145073,2.41386498,0.00077250,0.43666969,0.35706123,0.23566062,1.01544354,1.20920002,0.73988195,0.00000000
-4.89544772,2.43359205,0.00073764,0.43873440,0.35696917,0.24081544,1.01045309,1.21892299,0.75160587,0.00000000
-4.88944472,2.45648819,0.00070356,0.44171742,0.35715832,0.24632483,1.00723888,1.23034004,0.76405206,0.00000000
-4.88344172,2.48208380,0.00067062,0.44558814,0.35761711,0.25210916,1.00592227,1.24315754,0.77700767,0.00000000
-4.87743872,2.50970034,0.00063913,0.45026253,0.35830653,0.25806990,1.00649773,1.25698148,0.79020351,0.00000000
-4.87143572,2.53846014,0.00060931,0.45560394,0.35915996,0.26409014,1.00882998,1.27132458,0.80331840,0.00000000
-4.86543272,2.56730617,0.00058135,0.46142621,0.36008434,0.27003625,1.01265725,1.28561781,0.81598623,0.00000000
-4.85942971,2.59503105,0.00055533,0.46749901,0.36096285,0.27576043,1.01760050,1.29922622,0.82780554,0.00000000
-4.85342671,2.62031445,0.00053128,0.47355546,0.36165880,0.28110432,1.02317820,1.31146841,0.83835135,0.00000000
-4.84742371,2.64176720,0.00050912,0.47930139,0.36202060,0.28590339,1.02882607,1.32163896,0.84718864,0.00000000
-4.84142071,2.65798047,0.00048874,0.48442618,0.36188771,0.28999200,1.03392080,1.32903278,0.85388715,0.00000000
-4.83541771,2.66757774,0.00046995,0.48861449,0.36109717,0.29320888,1.03780662,1.33297048,0.85803660,0.00000000
-4.82941471,2.66926725,0.00045254,0.49155852,0.35949046,0.29540283,1.03982337,1.33282350,0.85926190,0.00000000
-4.82341171,2.66189258,0.00043624,0.49297003,0.35692033,0.29643830,1.03933491,1.32803807,0.85723749,0.00000000
-4.81740870,2.64447898,0.00042080,0.49259183,0.35325726,0.29620062,1.03575626,1.31815671,0.85170029,0.00000000
-4.81140570,2.61627324,0.00040595,0.49020791,0.34839534,0.29460067,1.02857849,1.30283640,0.84246050,0.00000000
-4.80540270,2.57677542,0.00039143,0.48565209,0.34225712,0.29157862,1.01738991,1.28186264,0.82940998,0.00000000
-4.79939970,2.52576088,0.00037702,0.47881443,0.33479732,0.28710671,1.00189293,1.25515860,0.81252751,0.00000000
-4.79339670,2.46329167,0.00036252,0.46964545,0.32600523,0.28119086,0.98191573,1.22278924,0.79188109,0.00000000
-4.78739370,2.38971695,0.00034779,0.45815785,0.31590567,0.27387100,0.95741833,1.18496000,0.76762679,0.00000000
-4.78139070,2.30566257,0.00033271,0.44442566,0.30455848,0.26522021,0.92849312,1.14201034,0.74000452,0.00000000
-4.77538769,2.21201038,0.00031724,0.42858110,0.29205663,0.25534266,0.89535983,1.09440247,0.70933086,0.00000000
-4.76938469,2.10986861,0.00030137,0.41080917,0.27852303,0.24437050,0.85835555,1.04270590,0.67598925,0.00000000
-4.76338169,2.00053482,0.00028513,0.39134041,0.26410634,0.23245980,0.81792042,0.98757854,0.64041814,0.00000000
-4.75737869,1.88545320,0.00026861,0.37044221,0.24897580,0.21978593,0.77457983,0.92974530,0.60309758,0.00000000
-4.75137569,1.76616857,0.00025194,0.34840907,0.23331557,0.20653836,0.72892422,0.86997529,0.56453495,0.00000000
-4.74537269,1.64427893,0.00023528,0.32555233,0.21731866,0.19291539,0.68158743,0.80905848,0.52525039,0.00000000
-4.73936968,1.52138889,0.00021880,0.30218989,0.20118095,0.17911887,0.63322470,0.74778298,0.48576263,0.00000000
-4.73336668,1.39906577,0.00020271,0.27863629,0.18509534,0.16534922,0.58449139,0.68691380,0.44657570,0.00000000
-4.72736368,1.27880012,0.00018724,0.25519353,0.16924642,0.15180101,0.53602313,0.62717380,0.40816713,0.00000000
-4.72136068,1.16197195,0.00017262,0.23214314,0.15380578,0.13865911,0.48841836,0.56922764,0.37097779,0.00000000
-4.71535768,1.04982359,0.00015908,0.20973953,0.13892815,0.12609561,0.44222360,0.51366884,0.33540397,0.00000000
-4.70935468,0.94343979,0.00014688,0.18820487,0.12474841,0.11426765,0.39792197,0.46101058,0.30179147,0.00000000
-4.70335168,0.84373495,0.00013625,0.16772569,0.11137960,0.10331596,0.35592507,0.41167985,0.27043196,0.00000000
-4.69734867,0.75144756,0.00012744,0.14845095,0.09891181,0.09336423,0.31656822,0.36601516,0.24156146,0.00000000
-4.69134567,0.66714084,0.00012070,0.13049167,0.08741195,0.08451918,0.28010878,0.32426725,0.21536062,0.00000000
-4.68534267,0.59120901,0.00011627,0.11392196,0.07692435,0.07687119,0.24672740,0.28660254,0.19195671,0.00000000
-4.67933967,0.52388806,0.00011440,0.09878115,0.06747194,0.07049525,0.21653168,0.25310867,0.17142682,0.00000000
-4.67333667,0.46526967,0.00011533,0.08507689,0.05905806,0.06545225,0.18956167,0.22380173,0.15380199,0.00000000
-4.66733367,0.41531738,0.00011929,0.07278889,0.05166852,0.06179028,0.16579692,0.19863447,0.13907197,0.00000000
-4.66133067,0.37388360,0.00012653,0.06187318,0.04527403,0.05954578,0.14516436,0.17750498,0.12719013,0.00000000
-4.65532766,0.34072660,0.00013727,0.05226647,0.03983263,0.05874449,0.12754655,0.16026546,0.11807831,0.00000000
-4.64932466,0.31552653,0.00015173,0.04389061,0.03529213,0.05940203,0.11279009,0.14673050,0.11163139,0.00000000
-4.64332166,0.29789977,0.00017009,0.03665679,0.03159246,0.06152397,0.10071354,0.13668476,0.10772131,0.00000000
