energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.87393697,1.26177896,-2.24854951,0.89542940,-1.69235047,0.34279825,-0.65768451,0.12285333,-0.26672345,0.00000000,-0.00000000,0.01144465,-0.00972041,0.32605282,-0.80180601,0.07231358,-0.05818716,0.43507720,-0.59590193
-5.86793397,1.24371518,-2.20394212,0.89583968,-1.60042360,0.34113589,-0.64122238,0.12175187,-0.26057533,0.00000000,-0.00000000,0.01106063,-0.00962869,0.32477234,-0.77398259,0.06986344,-0.06136892,0.42640383,-0.59526585
-5.86193097,1.22037824,-2.15776970,0.89170538,-1.51222377,0.33775552,-0.62387775,0.12013084,-0.25461661,0.00000000,-0.00000000,0.01065523,-0.00954649,0.32187223,-0.74552585,0.06717311,-0.06439660,0.41610878,-0.59455148
-5.85592796,1.19184120,-2.11007919,0.88282291,-1.42815393,0.33263135,-0.60569492,0.11798420,-0.24882928,0.00000000,-0.00000000,0.01022955,-0.00947709,0.31730435,-0.71657725,0.06427626,-0.06723127,0.40426984,-0.59366316
-5.84992496,1.15831625,-2.06095272,0.86914529,-1.34855751,0.32578581,-0.58674495,0.11532356,-0.24319396,0.00000000,-0.00000000,0.00978505,-0.00942285,0.31106946,-0.68729615,0.06120788,-0.06983639,0.39100285,-0.59250294
-5.84392196,1.12014904,-2.01051646,0.85077801,-1.27372814,0.31728783,-0.56712730,0.11217792,-0.23769109,0.00000000,-0.00000000,0.00932355,-0.00938511,0.30321539,-0.65786178,0.05800375,-0.07217859,0.37646046,-0.59097350
-5.83791896,1.07780980,-1.95894543,0.82797097,-1.20391783,0.30725009,-0.54696969,0.10859302,-0.23230162,0.00000000,-0.00000000,0.00884729,-0.00936417,0.29383397,-0.62847368,0.05469993,-0.07422848,0.36082989,-0.58898054
-5.83191596,1.03188156,-1.90646402,0.80110689,-1.13934293,0.29582497,-0.52642616,0.10463026,-0.22700735,0.00000000,-0.00000000,0.00835895,-0.00935931,0.28305689,-0.59935033,0.05133224,-0.07596115,0.34432996,-0.58643433
-5.82591296,0.98304575,-1.85334230,0.77068643,-1.08018767,0.28319968,-0.50567350,0.10036529,-0.22179083,0.00000000,-0.00000000,0.00786157,-0.00936879,0.27105055,-0.57072600,0.04793587,-0.07735664,0.32720737,-0.58325066
-5.81990995,0.93206562,-1.79988850,0.73731079,-1.02660502,0.26959050,-0.48490612,0.09588630,-0.21663505,0.00000000,-0.00000000,0.00735856,-0.00939001,0.25801015,-0.54284597,0.04454484,-0.07840019,0.30973231,-0.57935121
-5.81390695,0.87976815,-1.74643807,0.70166235,-0.97871488,0.25523654,-0.46432970,0.09129209,-0.21152291,0.00000000,-0.00000000,0.00685360,-0.00941952,0.24415325,-0.51596031,0.04119169,-0.07908231,0.29219360,-0.57466357
-5.80790395,0.82702485,-1.69334043,0.66448398,-0.93660013,0.24039305,-0.44415408,0.08668999,-0.20643671,0.00000000,-0.00000000,0.00635055,-0.00945322,0.22971297,-0.49031649,0.03790703,-0.07939873,0.27489344,-0.56912115
-5.80190095,0.77473225,-1.64094407,0.62655791,-0.90030057,0.22532475,-0.42458552,0.08219362,-0.20135764,0.00000000,-0.00000000,0.00585333,-0.00948650,0.21493120,-0.46615115,0.03471921,-0.07935020,0.25814196,-0.56266301
-5.79589795,0.72379255,-1.58958112,0.58868464,-0.86980578,0.21029922,-0.40581897,0.07792070,-0.19626548,0.00000000,-0.00000000,0.00536583,-0.00951441,0.20005193,-0.44368162,0.03165403,-0.07894218,0.24225163,-0.55523402
-5.78989495,0.67509504,-1.53955250,0.55166272,-0.84504723,0.19558066,-0.38803065,0.07399084,-0.19113859,0.00000000,-0.00000000,0.00489181,-0.00953183,0.18531498,-0.42309740,0.02873450,-0.07818446,0.22753178,-0.54678529
-5.78389195,0.62949873,-1.49111439,0.51626981,-0.82589067,0.18142421,-0.37137129,0.07052340,-0.18595416,0.00000000,-0.00000000,0.00443476,-0.00953367,0.17095036,-0.40455229,0.02598063,-0.07709071,0.21428324,-0.53727514
-5.77788894,0.58781653,-1.44446718,0.48324550,-0.81212932,0.16807088,-0.35596047,0.06763548,-0.18068878,0.00000000,-0.00000000,0.00399783,-0.00951505,0.15717332,-0.38815735,0.02340934,-0.07567801,0.20279321,-0.52667054
-5.77188594,0.55080127,-1.39974715,0.45327614,-0.80347880,0.15574333,-0.34188216,0.06544001,-0.17531940,0.00000000,-0.00000000,0.00358377,-0.00947150,0.14418029,-0.37397532,0.02103433,-0.07396638,0.19333047,-0.51494904
-5.76588294,0.51913366,-1.35702177,0.42698203,-0.79957431,0.14464241,-0.32918185,0.06404398,-0.16982449,0.00000000,-0.00000000,0.00319483,-0.00939906,0.13214570,-0.36201666,0.01886613,-0.07197834,0.18614088,-0.50210109
-5.75987994,0.49341223,-1.31628860,0.40490679,-0.79997073,0.13494453,-0.31786524,0.06354680,-0.16418541,0.00000000,-0.00000000,0.00283277,-0.00929451,0.12121968,-0.35223749,0.01691215,-0.06973845,0.18144325,-0.48813266
-5.75387694,0.47414522,-1.27747787,0.38750910,-0.80414583,0.12679985,-0.30789856,0.06403880,-0.15838792,0.00000000,-0.00000000,0.00249881,-0.00915540,0.11152674,-0.34453958,0.01517678,-0.06727297,0.17942557,-0.47306793
-5.74787394,0.46174431,-1.24045869,0.37515664,-0.81150709,0.12033114,-0.29921058,0.06559986,-0.15242370,0.00000000,-0.00000000,0.00219363,-0.00898020,0.10316510,-0.33877245,0.01366155,-0.06460947,0.18024164,-0.45695189
-5.74187094,0.45651999,-1.20504834,0.36812202,-0.82140195,0.11563339,-0.29169607,0.06829817,-0.14629172,0.00000000,-0.00000000,0.00191743,-0.00876830,0.09620690,-0.33473756,0.01236537,-0.06177652,0.18400803,-0.43985255
-5.73586793,0.45867851,-1.17102435,0.36658073,-0.83313138,0.11277383,-0.28522057,0.07218903,-0.13999948,0.00000000,-0.00000000,0.00166990,-0.00852008,0.09069890,-0.33219438,0.01128474,-0.05880339,0.19080149,-0.42186280
-5.72986493,0.46832034,-1.13813848,0.37061073,-0.84596651,0.11179244,-0.27962629,0.07731392,-0.13356395,0.00000000,-0.00000000,0.00145034,-0.00823689,0.08666372,-0.33086812,0.01041404,-0.05571978,0.20065683,-0.40310140
-5.72386193,0.48543985,-1.10613215,0.38019373,-0.85916772,0.11270286,-0.27473883,0.08369961,-0.12701213,0.00000000,-0.00000000,0.00125765,-0.00792095,0.08410143,-0.33045892,0.00974582,-0.05255552,0.21356529,-0.38371332
-5.71785893,0.50992650,-1.07475236,0.39521796,-0.87200549,0.11549350,-0.27037440,0.09135749,-0.12038131,0.00000000,-0.00000000,0.00109045,-0.00757533,0.08299136,-0.33065194,0.00927105,-0.04934034,0.22947363,-0.36386914
-5.71185593,0.54156732,-1.04376753,0.41548248,-0.88378223,0.12012884,-0.26634726,0.10028315,-0.11371885,0.00000000,-0.00000000,0.00094710,-0.00720382,0.08329417,-0.33112809,0.00897950,-0.04610351,0.24828385,-0.34376359
-5.70585293,0.58005089,-1.01298239,0.44070288,-0.89385430,0.12655096,-0.26247711,0.11045615,-0.10708162,0.00000000,-0.00000000,0.00082579,-0.00681078,0.08495386,-0.33157487,0.00886002,-0.04287361,0.26985383,-0.32361317
-5.69984992,0.62497287,-0.98225140,0.47051840,-0.90165296,0.13468114,-0.25859602,0.12184019,-0.10053506,0.00000000,-0.00000000,0.00072458,-0.00640103,0.08789997,-0.33169693,0.00890081,-0.03967818,0.29399892,-0.30365309
-5.69384692,0.67584327,-0.95148997,0.50450050,-0.90670376,0.14442161,-0.25455472,0.13438351,-0.09415192,0.00000000,-0.00000000,0.00064147,-0.00597968,0.09204964,-0.33122584,0.00908980,-0.03654342,0.32049455,-0.28413349
-5.68784392,0.73209535,-0.92068321,0.54216274,-0.90864296,0.15565744,-0.25022798,0.14801981,-0.08801080,0.00000000,-0.00000000,0.00057449,-0.00555196,0.09730969,-0.32992874,0.00941489,-0.03349389,0.34907994,-0.26531513
-5.68184092,0.79309641,-0.88989158,0.58297201,-0.90723061,0.16825856,-0.24551890,0.16266938,-0.08219442,0.00000000,-0.00000000,0.00052164,-0.00512306,0.10357869,-0.32761545,0.00986431,-0.03055217,0.37946289,-0.24746477
-5.67583792,0.85816014,-0.85925342,0.62636070,-0.90235936,0.18208192,-0.24036187,0.17824075,-0.07678789,0.00000000,-0.00000000,0.00048106,-0.00469803,0.11074894,-0.32414391,0.01042688,-0.02773863,0.41132561,-0.23085031
-5.66983492,0.92656050,-0.82898406,0.67173982,-0.89405854,0.19697386,-0.23472432,0.19463258,-0.07187679,0.00000000,-0.00000000,0.00045095,-0.00428159,0.11870841,-0.31942356,0.01109231,-0.02507118,0.44433135,-0.21573587
-5.66383192,0.99754683,-0.79937164,0.71851258,-0.88249326,0.21277253,-0.22860693,0.21173590,-0.06754539,0.00000000,-0.00000000,0.00042967,-0.00387805,0.12734270,-0.31341671,0.01185149,-0.02256506,0.47813185,-0.20237689
-5.65782891,1.07035964,-0.77076953,0.76608799,-0.86795847,0.22931051,-0.22204261,0.22943653,-0.06387480,0.00000000,-0.00000000,0.00041571,-0.00349121,0.13653685,-0.30613785,0.01269671,-0.02023271,0.51237505,-0.19101540
-5.65182591,1.14424664,-0.74358587,0.81389408,-0.85086802,0.24641750,-0.21509415,0.24761754,-0.06094125,0.00000000,-0.00000000,0.00040774,-0.00312431,0.14617717,-0.29765094,0.01362187,-0.01808368,0.54671297,-0.18187543
-5.64582291,1.21847842,-0.71827023,0.86139014,-0.83173917,0.26392300,-0.20785066,0.26616180,-0.05881451,0.00000000,-0.00000000,0.00040458,-0.00277996,0.15615299,-0.28806493,0.01462271,-0.01612466,0.58080933,-0.17515868
-5.63981991,1.29236301,-0.69529810,0.90807748,-0.81117323,0.28165897,-0.20042316,0.28495434,-0.05755631,0.00000000,-0.00000000,0.00040527,-0.00246016,0.16635819,-0.27752771,0.01569682,-0.01435943,0.61434653,-0.17104042
-5.63381691,1.36525883,-0.67515358,0.95350819,-0.78983284,0.29946239,-0.19293927,0.30388444,-0.05721902,0.00000000,-0.00000000,0.00040901,-0.00216628,0.17669274,-0.26621878,0.01684374,-0.01278906,0.64703167,-0.16966564
-5.62781391,1.43658526,-0.65831094,0.99729154,-0.76841712,0.31717758,-0.18553740,0.32284743,-0.05784436,0.00000000,-0.00000000,0.00041517,-0.00189910,0.18706393,-0.25434107,0.01806487,-0.01141199,0.67860129,-0.17114546
-5.62181091,1.50583052,-0.64521571,1.03909766,-0.74763549,0.33465826,-0.17836077,0.34174605,-0.05946231,0.00000000,-0.00000000,0.00042334,-0.00165881,0.19738741,-0.24211223,0.01936328,-0.01022425,0.70882468,-0.17555389
-5.61580790,1.57255632,-0.63626604,1.07865845,-0.72818136,0.35176931,-0.17155121,0.36049125,-0.06209017,0.00000000,-0.00000000,0.00043329,-0.00144515,0.20758803,-0.22975582,0.02074348,-0.00921967,0.73750549,-0.18292487
-5.60980490,1.63639930,-0.63179508,1.11576562,-0.71070674,0.36838807,-0.16524336,0.37900267,-0.06573179,0.00000000,-0.00000000,0.00044496,-0.00125738,0.21760028,-0.21749273,0.02221095,-0.00839013,0.76448172,-0.19324984
-5.60380190,1.69706923,-0.63205515,1.15026627,-0.69579892,0.38440525,-0.15955931,0.39720851,-0.07037710,0.00000000,-0.00000000,0.00045849,-0.00109442,0.22736855,-0.20553320,0.02377172,-0.00772582,0.78962417,-0.20647577
-5.59779890,1.75434410,-0.63720438,1.18205625,-0.68396002,0.39972545,-0.15460386,0.41504507,-0.07600184,0.00000000,-0.00000000,0.00047420,-0.00095487,0.23684706,-0.19406982,0.02543169,-0.00721550,0.81283349,-0.22250402
-5.59179590,1.80806285,-0.64729652,1.21107193,-0.67559045,0.41426718,-0.15046073,0.43245602,-0.08256767,0.00000000,-0.00000000,0.00049259,-0.00083713,0.24599942,-0.18327166,0.02719595,-0.00684677,0.83403612,-0.24119000
-5.58579290,1.85811598,-0.66227450,1.23728106,-0.67097682,0.42796260,-0.14718977,0.44939141,-0.09002259,0.00000000,-0.00000000,0.00051437,-0.00073943,0.25479810,-0.17327969,0.02906807,-0.00660633,0.85317961,-0.26234390
-5.57978989,1.90443514,-0.68196816,1.26067345,-0.67028473,0.44075687,-0.14482525,0.46580671,-0.09830192,0.00000000,-0.00000000,0.00054041,-0.00065988,0.26322352,-0.16420371,0.03104926,-0.00648020,0.87022756,-0.28573269
-5.57378689,1.94698225,-0.70609641,1.28125218,-0.67355686,0.45260729,-0.14337533,0.48166192,-0.10732960,0.00000000,-0.00000000,0.00057176,-0.00059661,0.27126308,-0.15612081,0.03313768,-0.00645400,0.88515484,-0.31108343
-5.56778389,1.98573904,-0.73427397,1.29902610,-0.68071617,0.46348226,-0.14282267,0.49692083,-0.11702007,0.00000000,-0.00000000,0.00060967,-0.00054771,0.27891004,-0.14907525,0.03532768,-0.00651317,0.89794324,-0.33808811
-5.56178089,2.02069782,-0.76602258,1.31400419,-0.69157403,0.47336009,-0.14312614,0.51155064,-0.12728061,0.00000000,-0.00000000,0.00065555,-0.00051136,0.28616230,-0.14307971,0.03760925,-0.00664320,0.90857818,-0.36640987
-5.55577789,2.05185396,-0.80078627,1.32619213,-0.70584294,0.48222791,-0.14422353,0.52552190,-0.13801408,0.00000000,-0.00000000,0.00071099,-0.00048582,0.29302127,-0.13811785,0.03996753,-0.00682984,0.91704651,-0.39569071
-5.54977489,2.07920072,-0.83795030,1.33559138,-0.72315294,0.49008041,-0.14603507,0.53880877,-0.14912208,0.00000000,-0.00000000,0.00077771,-0.00046950,0.29949070,-0.13414786,0.04238262,-0.00705933,0.92333578,-0.42556042
-5.54377189,2.10272645,-0.87686290,1.34220072,-0.74307106,0.49691886,-0.14846769,0.55138964,-0.16050839,0.00000000,-0.00000000,0.00085759,-0.00046094,0.30557555,-0.13110681,0.04482947,-0.00731864,0.92743481,-0.45564647
-5.53776888,2.12241434,-0.91685898,1.34601998,-0.76512269,0.50275007,-0.15141967,0.56324793,-0.17208251,0.00000000,-0.00000000,0.00095258,-0.00045888,0.31128111,-0.12891569,0.04727815,-0.00759567,0.92933560,-0.48558456
-5.53176588,2.13824443,-0.95728471,1.34705561,-0.78881381,0.50758548,-0.15478557,0.57437302,-0.18376317,0.00000000,-0.00000000,0.00106472,-0.00046224,0.31661205,-0.12748461,0.04969427,-0.00787944,0.92903636,-0.51502931
-5.52576288,2.15019752,-0.99752181,1.34532733,-0.81365302,0.51144040,-0.15846114,0.58476103,-0.19548171,0.00000000,-0.00000000,0.00119608,-0.00047016,0.32157169,-0.12671823,0.05203973,-0.00816038,0.92654523,-0.54366467
-5.51975988,2.15826036,-1.03701051,1.34087527,-0.83917219,0.51433326,-0.16234799,0.59441547,-0.20718500,0.00000000,-0.00000000,0.00134868,-0.00048202,0.32616135,-0.12652092,0.05427369,-0.00843046,0.92188440,-0.57121346
-5.51375688,2.16243150,-1.07526983,1.33376666,-0.86494465,0.51628489,-0.16635784,0.60334737,-0.21883782,0.00000000,-0.00000000,0.00152444,-0.00049742,0.33037979,-0.12680153,0.05635370,-0.00868342,0.91509422,-0.59744552
-5.50775388,2.16272703,-1.11191436,1.32410146,-0.89060025,0.51731787,-0.17041612,0.61157493,-0.23042453,0.00000000,-0.00000000,0.00172512,-0.00051620,0.33422272,-0.12747765,0.05823704,-0.00891496,0.90623675,-0.62218397
-5.50175088,2.15918571,-1.14666654,1.31201606,-0.91583627,0.51745585,-0.17446474,0.61912252,-0.24194985,0.00000000,-0.00000000,0.00195221,-0.00053849,0.33768238,-0.12847910,0.05988212,-0.00912288,0.89539849,-0.64530923
-5.49574787,2.15187262,-1.17936387,1.29768469,-0.94042408,0.51672284,-0.17846404,0.62601891,-0.25343871,0.00000000,-0.00000000,0.00220683,-0.00056464,0.34074720,-0.12975057,0.06124998,-0.00930720,0.88269190,-0.66676045
-5.48974487,2.14088124,-1.20996064,1.28131810,-0.96421093,0.51514256,-0.18239361,0.63229491,-0.26493510,0.00000000,-0.00000000,0.00248967,-0.00059529,0.34340143,-0.13125345,0.06230572,-0.00947030,0.86825554,-0.68653410
-5.48374187,2.12633350,-1.23852416,1.26315941,-0.98711725,0.51273779,-0.18625227,0.63798037,-0.27649995,0.00000000,-0.00000000,0.00280088,-0.00063133,0.34562502,-0.13296664,0.06301979,-0.00961692,0.85225272,-0.70467997
-5.47773887,2.10837785,-1.26522570,1.24347733,-1.00912967,0.50952979,-0.19005697,0.64310087,-0.28820816,0.00000000,-0.00000000,0.00313997,-0.00067390,0.34739340,-0.13488653,0.06336919,-0.00975422,0.83486873,-0.72129446
-5.47173587,2.08718559,-1.29032659,1.22255718,-1.03029029,0.50553788,-0.19384090,0.64767410,-0.30014475,0.00000000,-0.00000000,0.00350571,-0.00072439,0.34867751,-0.13702614,0.06333842,-0.00989174,0.81630681,-0.73651173
-5.46573287,2.06294589,-1.31416044,1.20069015,-1.05068303,0.50077923,-0.19765071,0.65170652,-0.31240058,0.00000000,-0.00000000,0.00389612,-0.00078441,0.34944401,-0.13941353,0.06292012,-0.01004130,0.79678319,-0.75049296
-5.45972986,2.03585989,-1.33711229,1.17816174,-1.07041806,0.49526893,-0.20154330,0.65519029,-0.32506756,0.00000000,-0.00000000,0.00430837,-0.00085577,0.34965562,-0.14208950,0.06211543,-0.01021689,0.77652149,-0.76341459
-5.45372686,2.00613478,-1.35959599,1.15524020,-1.08961531,0.48902038,-0.20558200,0.65810110,-0.33823379,0.00000000,-0.00000000,0.00473878,-0.00094044,0.34927178,-0.14510492,0.06093407,-0.01043448,0.75574702,-0.77545593
-5.44772386,1.97397837,-1.38203091,1.13216576,-1.10838811,0.48204614,-0.20983270,0.66039687,-0.35197880,0.00000000,-0.00000000,0.00518283,-0.00104052,0.34824960,-0.14851759,0.05939399,-0.01071175,0.73468136,-0.78678707
-5.44172086,1.93959495,-1.40481925,1.10914169,-1.12682810,0.47435915,-0.21435982,0.66201787,-0.36636906,0.00000000,-0.00000000,0.00563521,-0.00115818,0.34654509,-0.15238897,0.05752086,-0.01106780,0.71353770,-0.79755761
-5.43571786,1.90318294,-1.42832502,1.08632774,-1.14499223,0.46597434,-0.21922252,0.66288821,-0.38145411,0.00000000,-0.00000000,0.00608985,-0.00129558,0.34411468,-0.15678079,0.05534715,-0.01152279,0.69251724,-0.80788703
-5.42971486,1.86493480,-1.45285572,1.06383666,-1.16289268,0.45691073,-0.22447115,0.66291887,-0.39726328,0.00000000,-0.00000000,0.00654012,-0.00145483,0.34091705,-0.16175169,0.05291105,-0.01209748,0.67180698,-0.81785706
-5.42371186,1.82503935,-1.47864734,1.04173407,-1.18049022,0.44719370,-0.23014429,0.66201219,-0.41380328,0.00000000,-0.00000000,0.00697887,-0.00163787,0.33691521,-0.16735410,0.05025522,-0.01281276,0.65157905,-0.82750654
-5.41770885,1.78368656,-1.50585337,1.02004180,-1.19769123,0.43685751,-0.23626620,0.66006778,-0.43105664,0.00000000,-0.00000000,0.00739872,-0.00184641,0.33207867,-0.17363125,0.04742544,-0.01368908,0.63199161,-0.83682894
-5.41170585,1.74107453,-1.53453781,0.99874449,-1.21434860,0.42594792,-0.24284504,0.65698945,-0.44898096,0.00000000,-0.00000000,0.00779216,-0.00208184,0.32638576,-0.18061463,0.04446915,-0.01474583,0.61319118,-0.84577265
-5.40570285,1.69741809,-1.56467246,0.97779910,-1.23026601,0.41452455,-0.24987171,0.65269292,-0.46750907,0.00000000,-0.00000000,0.00815183,-0.00234509,0.31982584,-0.18832165,0.04143410,-0.01600067,0.59531618,-0.85424388
-5.39969985,1.65295847,-1.59613790,0.95714662,-1.24520545,0.40266310,-0.25731937,0.64711393,-0.48654986,0.00000000,-0.00000000,0.00847074,-0.00263657,0.31240141,-0.19675389,0.03836699,-0.01746884,0.57850136,-0.86211187
-5.39369685,1.60797315,-1.62872808,0.93672526,-1.25889713,0.39045698,-0.26514359,0.64021610,-0.50598973,0.00000000,-0.00000000,0.00874250,-0.00295607,0.30412994,-0.20589566,0.03531233,-0.01916239,0.56288265,-0.86921603
-5.38769385,1.56278497,-1.66215760,0.91648413,-1.27105112,0.37801834,-0.27328312,0.63199827,-0.52569457,0.00000000,-0.00000000,0.00896152,-0.00330268,0.29504523,-0.21571301,0.03231138,-0.02108947,0.54860193,-0.87537459
-5.38169085,1.51776962,-1.69607133,0.89639657,-1.28136999,0.36547834,-0.28166121,0.62250070,-0.54551209,0.00000000,-0.00000000,0.00912324,-0.00367470,0.28519837,-0.22615326,0.02940136,-0.02325358,0.53581128,-0.88039391
-5.37568784,1.47336061,-1.73005548,0.87647205,-1.28956147,0.35298650,-0.29018731,0.61180979,-0.56527442,0.00000000,-0.00000000,0.00922428,-0.00406962,0.27465809,-0.23714493,0.02661485,-0.02565288,0.52467623,-0.88407832
-5.36968484,1.43005111,-1.76364971,0.85676594,-1.29535060,0.34070907,-0.29875921,0.60006092,-0.58480087,0.00000000,-0.00000000,0.00926257,-0.00448410,0.26351049,-0.24859818,0.02397937,-0.02827963,0.51537751,-0.88623951
-5.36368184,1.38839191,-1.79635962,0.83738644,-1.29849056,0.32882653,-0.30726552,0.58743910,-0.60390080,0.00000000,-0.00000000,0.00923747,-0.00491392,0.25185816,-0.26040567,0.02151725,-0.03111968,0.50811109,-0.88670533
-5.35767884,1.34898548,-1.82766926,0.81849806,-1.29877181,0.31753006,-0.31558829,0.57417754,-0.62237665,0.00000000,-0.00000000,0.00914976,-0.00535408,0.23981862,-0.27244403,0.01924562,-0.03415215,0.50308628,-0.88532742
-5.35167584,1.31247579,-1.85705348,0.80032162,-1.29602919,0.30701727,-0.32360595,0.56055373,-0.64002698,0.00000000,-0.00000000,0.00900168,-0.00579884,0.22752226,-0.28457563,0.01717663,-0.03734930,0.50052174,-0.88198753
-5.34567284,1.27953435,-1.88398989,0.78313036,-1.29014692,0.29748719,-0.33119624,0.54688354,-0.65664973,0.00000000,-0.00000000,0.00879682,-0.00624182,0.21510978,-0.29665105,0.01531780,-0.04067660,0.50063959,-0.87660230
