energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.77788894,1.30366506,0.13997734,0.03863634,0.37036127,0.12755419,0.62922844,0.00000000,0.30649556,0.11954923
-5.77188594,1.24809526,0.13640555,0.03497708,0.35886117,0.12692995,0.60401718,0.00000000,0.28247213,0.11318330
-5.76588294,1.19130486,0.13245520,0.03159740,0.34670920,0.12588784,0.57789060,0.00000000,0.25959191,0.10681842
-5.75987994,1.13352731,0.12814634,0.02847819,0.33393736,0.12439228,0.55100520,0.00000000,0.23786723,0.10048109
-5.75387694,1.07502243,0.12350381,0.02560283,0.32058820,0.12241818,0.52352628,0.00000000,0.21731022,0.09419916
-5.74787394,1.01606934,0.11855711,0.02295664,0.30671457,0.11995181,0.49562439,0.00000000,0.19792949,0.08800097
-5.74187094,0.95695999,0.11334018,0.02052642,0.29237917,0.11699131,0.46747220,0.00000000,0.17972781,0.08191461
-5.73586793,0.89799333,0.10789096,0.01830005,0.27765407,0.11354681,0.43924183,0.00000000,0.16270056,0.07596722
-5.72986493,0.83947015,0.10225091,0.01626613,0.26261991,0.10964025,0.41110271,0.00000000,0.14683500,0.07018446
-5.72386193,0.78168831,0.09646438,0.01441379,0.24736491,0.10530470,0.38321954,0.00000000,0.13211019,0.06458997
-5.71785893,0.72493858,0.09057786,0.01273248,0.23198356,0.10058338,0.35575068,0.00000000,0.11849750,0.05920504
-5.71185593,0.66950063,0.08463913,0.01121190,0.21657507,0.09552829,0.32884665,0.00000000,0.10596145,0.05404834
-5.70585293,0.61563948,0.07869641,0.00984196,0.20124152,0.09019857,0.30264867,0.00000000,0.09446094,0.04913571
-5.69984992,0.56360211,0.07279735,0.00861280,0.18608582,0.08465869,0.27728746,0.00000000,0.08395059,0.04448008
-5.69384692,0.51361446,0.06698815,0.00751483,0.17120960,0.07897644,0.25288202,0.00000000,0.07438210,0.04009145
-5.68784392,0.46587873,0.06131261,0.00653882,0.15671099,0.07322093,0.22953852,0.00000000,0.06570565,0.03597692
-5.68184092,0.42057115,0.05581132,0.00567599,0.14268250,0.06746063,0.20734947,0.00000000,0.05787119,0.03214082
-5.67583792,0.37784028,0.05052088,0.00491813,0.12920907,0.06176152,0.18639297,0.00000000,0.05082961,0.02858482
-5.66983492,0.33780598,0.04547332,0.00425773,0.11636636,0.05618548,0.16673228,0.00000000,0.04453382,0.02530817
-5.66383192,0.30055905,0.04069561,0.00368807,0.10421942,0.05078892,0.14841575,0.00000000,0.03893968,0.02230790
-5.65782891,0.26616178,0.03620936,0.00320335,0.09282166,0.04562171,0.13147702,0.00000000,0.03400679,0.01957913
-5.65182591,0.23464923,0.03203069,0.00279883,0.08221434,0.04072644,0.11593564,0.00000000,0.02969927,0.01711534
-5.64582291,0.20603142,0.02817030,0.00247094,0.07242649,0.03613805,0.10179816,0.00000000,0.02598639,0.01490874
-5.63981991,0.18029625,0.02463364,0.00221738,0.06347521,0.03188374,0.08905946,0.00000000,0.02284318,0.01295057
-5.63381691,0.15741311,0.02142126,0.00203726,0.05536643,0.02798321,0.07770448,0.00000000,0.02025102,0.01123149
-5.62781391,0.13733706,0.01852931,0.00193115,0.04809599,0.02444910,0.06771022,0.00000000,0.01819817,0.00974192
-5.62181091,0.12001334,0.01595008,0.00190126,0.04165095,0.02128777,0.05904790,0.00000000,0.01668022,0.00847240
-5.61580790,0.10538202,0.01367262,0.00195141,0.03601119,0.01850004,0.05168525,0.00000000,0.01570054,0.00741394
-5.60980490,0.09338266,0.01168344,0.00208718,0.03115106,0.01608223,0.04558871,0.00000000,0.01527063,0.00655830
-5.60380190,0.08395855,0.00996713,0.00231585,0.02704101,0.01402708,0.04072559,0.00000000,0.01541023,0.00589823
-5.59779890,0.07706056,0.00850706,0.00264644,0.02364927,0.01232473,0.03706592,0.00000000,0.01614738,0.00542777
-5.59179590,0.07265014,0.00728594,0.00308959,0.02094331,0.01096366,0.03458407,0.00000000,0.01751816,0.00514227
-5.58579290,0.07070140,0.00628636,0.00365745,0.01889112,0.00993143,0.03325982,0.00000000,0.01956615,0.00503858
-5.57978989,0.07120218,0.00549128,0.00436346,0.01746233,0.00921541,0.03307902,0.00000000,0.02234154,0.00511497
-5.57378689,0.07415378,0.00488432,0.00522205,0.01662890,0.00880322,0.03403369,0.00000000,0.02589983,0.00537106
-5.56778389,0.07956950,0.00445010,0.00624824,0.01636565,0.00868311,0.03612154,0.00000000,0.03030012,0.00580763
-5.56178089,0.08747186,0.00417438,0.00745719,0.01665041,0.00884411,0.03934483,0.00000000,0.03560293,0.00642635
-5.55577789,0.09788849,0.00404413,0.00886360,0.01746392,0.00927600,0.04370879,0.00000000,0.04186759,0.00722940
-5.54977489,0.11084700,0.00404755,0.01048107,0.01878939,0.00996915,0.04921942,0.00000000,0.04914917,0.00821907
-5.54377189,0.12636874,0.00417401,0.01232132,0.02061189,0.01091422,0.05588087,0.00000000,0.05749508,0.00939724
-5.53776888,0.14446183,0.00441386,0.01439345,0.02291748,0.01210172,0.06369245,0.00000000,0.06694142,0.01076480
-5.53176588,0.16511377,0.00475833,0.01670309,0.02569224,0.01352157,0.07264553,0.00000000,0.07750908,0.01232113
-5.52576288,0.18828379,0.00519927,0.01925155,0.02892119,0.01516248,0.08272014,0.00000000,0.08919998,0.01406346
-5.51975988,0.21389550,0.00572893,0.02203508,0.03258711,0.01701149,0.09388190,0.00000000,0.10199333,0.01598634
-5.51375688,0.24183015,0.00633978,0.02504415,0.03666950,0.01905338,0.10607900,0.00000000,0.11584236,0.01808111
-5.50775388,0.27192080,0.00702422,0.02826283,0.04114350,0.02127027,0.11923968,0.00000000,0.13067155,0.02033550
-5.50175088,0.30394803,0.00777446,0.03166845,0.04597904,0.02364124,0.13327029,0.00000000,0.14637473,0.02273325
-5.49574787,0.33763727,0.00858232,0.03523133,0.05114010,0.02614212,0.14805406,0.00000000,0.16281399,0.02525397
-5.48974487,0.37265824,0.00943908,0.03891485,0.05658428,0.02874537,0.16345072,0.00000000,0.17981983,0.02787307
-5.48374187,0.40862661,0.01033547,0.04267574,0.06226251,0.03142022,0.17929709,0.00000000,0.19719257,0.03056191
-5.47773887,0.44510811,0.01126157,0.04646473,0.06811918,0.03413290,0.19540859,0.00000000,0.21470497,0.03328809
-5.47173587,0.48162494,0.01220685,0.05022739,0.07409243,0.03684705,0.21158189,0.00000000,0.23210629,0.03601596
-5.46573287,0.51766458,0.01316023,0.05390532,0.08011482,0.03952435,0.22759836,0.00000000,0.24912761,0.03870726
-5.45972986,0.55269063,0.01411016,0.05743757,0.08611423,0.04212521,0.24322858,0.00000000,0.26548828,0.04132195
-5.45372686,0.58615537,0.01504475,0.06076225,0.09201501,0.04460965,0.25823738,0.00000000,0.28090334,0.04381916
-5.44772386,0.61751368,0.01595197,0.06381837,0.09773937,0.04693822,0.27238963,0.00000000,0.29509163,0.04615821
-5.44172086,0.64623769,0.01681980,0.06654761,0.10320889,0.04907296,0.28545628,0.00000000,0.30778432,0.04829971
-5.43571786,0.67183161,0.01763645,0.06889628,0.10834620,0.05097842,0.29722052,0.00000000,0.31873345,0.05020670
-5.42971486,0.69384619,0.01839059,0.07081707,0.11307667,0.05262256,0.30748381,0.00000000,0.32772016,0.05184570
-5.42371186,0.71189215,0.01907152,0.07227071,0.11733014,0.05397768,0.31607155,0.00000000,0.33456218,0.05318769
-5.41770885,0.72565192,0.01966944,0.07322738,0.12104260,0.05502109,0.32283814,0.00000000,0.33912039,0.05420904
-5.41170585,0.73488943,0.02017558,0.07366785,0.12415772,0.05573581,0.32767115,0.00000000,0.34130393,0.05489220
-5.40570285,0.73945730,0.02058244,0.07358425,0.12662827,0.05611093,0.33049459,0.00000000,0.34107378,0.05522624
-5.39969985,0.73930129,0.02088392,0.07298048,0.12841730,0.05614191,0.33127105,0.00000000,0.33844468,0.05520715
-5.39369685,0.73446181,0.02107542,0.07187221,0.12949918,0.05583062,0.33000263,0.00000000,0.33348515,0.05483802
-5.38769385,0.72507249,0.02115400,0.07028651,0.12986024,0.05518517,0.32673070,0.00000000,0.32631579,0.05412881
-5.38169085,0.71135602,0.02111837,0.06826110,0.12949922,0.05421966,0.32153456,0.00000000,0.31710588,0.05309615
-5.37568784,0.69361726,0.02096898,0.06584328,0.12842747,0.05295362,0.31452895,0.00000000,0.30606854,0.05176273
-5.36968484,0.67223437,0.02070800,0.06308862,0.12666879,0.05141143,0.30586070,0.00000000,0.29345465,0.05015666
-5.36368184,0.64764803,0.02033923,0.06005940,0.12425899,0.04962155,0.29570461,0.00000000,0.27954581,0.04831068
-5.35767884,0.62034947,0.01986809,0.05682296,0.12124529,0.04761572,0.28425871,0.00000000,0.26464682,0.04626119
-5.35167584,0.59086777,0.01930144,0.05345003,0.11768537,0.04542812,0.27173922,0.00000000,0.24907784,0.04404736
-5.34567284,0.55975693,0.01864749,0.05001302,0.11364625,0.04309442,0.25837528,0.00000000,0.23316674,0.04171015
-5.33966983,0.52758316,0.01791557,0.04658444,0.10920305,0.04065103,0.24440370,0.00000000,0.21724175,0.03929130
-5.33366683,0.49491290,0.01711596,0.04323545,0.10443745,0.03813419,0.23006392,0.00000000,0.20162489,0.03683249
-5.32766383,0.46230179,0.01625968,0.04003461,0.09943623,0.03557933,0.21559329,0.00000000,0.18662610,0.03437448
-5.32166083,0.43028495,0.01535821,0.03704682,0.09428956,0.03302037,0.20122278,0.00000000,0.17253842,0.03195640
-5.31565783,0.39936866,0.01442328,0.03433244,0.08908938,0.03048920,0.18717324,0.00000000,0.15963408,0.02961511
-5.30965483,0.37002346,0.01346661,0.03194665,0.08392770,0.02801529,0.17365216,0.00000000,0.14816158,0.02738473
-5.30365183,0.34267883,0.01249968,0.02993903,0.07889494,0.02562535,0.16085109,0.00000000,0.13834365,0.02529618
-5.29764882,0.31771912,0.01153352,0.02835314,0.07407833,0.02334321,0.14894356,0.00000000,0.13037587,0.02337696
-5.29164582,0.29548073,0.01057844,0.02722639,0.06956041,0.02118970,0.13808359,0.00000000,0.12442593,0.02165092
-5.28564282,0.27625038,0.00964394,0.02658986,0.06541761,0.01918275,0.12840457,0.00000000,0.12063319,0.02013813
-5.27963982,0.26026412,0.00873850,0.02646818,0.06171896,0.01733751,0.12001865,0.00000000,0.11910850,0.01885486
-5.27363682,0.24770710,0.00786948,0.02687940,0.05852496,0.01566659,0.11301650,0.00000000,0.11993402,0.01781356
-5.26763382,0.23871372,0.00704307,0.02783487,0.05588660,0.01418032,0.10746722,0.00000000,0.12316296,0.01702292
-5.26163082,0.23336819,0.00626421,0.02933901,0.05384456,0.01288720,0.10341864,0.00000000,0.12881925,0.01648790
-5.25562781,0.23170537,0.00553660,0.03138907,0.05242861,0.01179420,0.10089776,0.00000000,0.13689692,0.01620986
-5.24962481,0.23371179,0.00486277,0.03397492,0.05165715,0.01090725,0.09991139,0.00000000,0.14735949,0.01618663
-5.24362181,0.23932694,0.00424409,0.03707870,0.05153710,0.01023164,0.10044690,0.00000000,0.16013930,0.01641263
-5.23761881,0.24844494,0.00368087,0.04067467,0.05206384,0.00977246,0.10247326,0.00000000,0.17513686,0.01687901
-5.23161581,0.26091652,0.00317249,0.04472900,0.05322153,0.00953500,0.10594217,0.00000000,0.19222068,0.01757381
-5.22561281,0.27655159,0.00271752,0.04919983,0.05498359,0.00952512,0.11078944,0.00000000,0.21122742,0.01848215
-5.21960980,0.29512243,0.00231384,0.05403735,0.05731342,0.00974953,0.11693662,0.00000000,0.23196286,0.01958646
-5.21360680,0.31636762,0.00195878,0.05918426,0.06016542,0.01021611,0.12429284,0.00000000,0.25420356,0.02086673
-5.20760380,0.33999684,0.00164926,0.06457640,0.06348616,0.01093398,0.13275692,0.00000000,0.27769968,0.02230089
-5.20160080,0.36569640,0.00138192,0.07014372,0.06721581,0.01191364,0.14221969,0.00000000,0.30217876,0.02386514
-5.19559780,0.39313568,0.00115324,0.07581146,0.07128973,0.01316691,0.15256658,0.00000000,0.32735058,0.02553442
-5.18959480,0.42197415,0.00095963,0.08150169,0.07564019,0.01470682,0.16368028,0.00000000,0.35291310,0.02728286
-5.18359180,0.45186901,0.00079754,0.08713506,0.08019819,0.01654729,0.17544356,0.00000000,0.37855922,0.02908431
-5.17758879,0.48248304,0.00066353,0.09263275,0.08489533,0.01870284,0.18774197,0.00000000,0.40398424,0.03091287
-5.17158579,0.51349242,0.00055431,0.09791853,0.08966560,0.02118802,0.20046657,0.00000000,0.42889372,0.03274344
-5.16558279,0.54459432,0.00046681,0.10292086,0.09444714,0.02401690,0.21351628,0.00000000,0.45301143,0.03455220
-5.15957979,0.57551369,0.00039819,0.10757506,0.09918376,0.02720234,0.22679995,0.00000000,0.47608702,0.03631716
-5.15357679,0.60600919,0.00034585,0.11182517,0.10382626,0.03075525,0.24023798,0.00000000,0.49790312,0.03801850
-5.14757379,0.63587769,0.00030748,0.11562577,0.10833343,0.03468379,0.25376335,0.00000000,0.51828145,0.03963896
-5.14157079,0.66495737,0.00028097,0.11894343,0.11267275,0.03899252,0.26732207,0.00000000,0.53708776,0.04116407
-5.13556778,0.69312905,0.00026447,0.12175778,0.11682064,0.04368163,0.28087292,0.00000000,0.55423527,0.04258231
-5.12956478,0.72031583,0.00025636,0.12406226,0.12076241,0.04874609,0.29438658,0.00000000,0.56968653,0.04388508
-5.12356178,0.74648088,0.00025519,0.12586437,0.12449172,0.05417499,0.30784414,0.00000000,0.58345359,0.04506669
-5.11755878,0.77162373,0.00025971,0.12718554,0.12800973,0.05995091,0.32123496,0.00000000,0.59559644,0.04612413
-5.11155578,0.79577504,0.00026881,0.12806049,0.13132395,0.06604946,0.33455420,0.00000000,0.60621994,0.04705680
-5.10555278,0.81899026,0.00028151,0.12853628,0.13444676,0.07243898,0.34779990,0.00000000,0.61546930,0.04786620
-5.09954977,0.84134247,0.00029697,0.12867096,0.13739377,0.07908038,0.36097000,0.00000000,0.62352432,0.04855550
-5.09354677,0.86291475,0.00031440,0.12853192,0.14018208,0.08592723,0.37405918,0.00000000,0.63059274,0.04912912
-5.08754377,0.88379244,0.00033312,0.12819403,0.14282850,0.09292605,0.38705600,0.00000000,0.63690283,0.04959235
-5.08154077,0.90405572,0.00035253,0.12773752,0.14534784,0.10001676,0.39994018,0.00000000,0.64269568,0.04995092
-5.07553777,0.92377273,0.00037207,0.12724586,0.14775140,0.10713340,0.41268040,0.00000000,0.64821723,0.05021060
-5.06953477,0.94299349,0.00039123,0.12680348,0.15004557,0.11420499,0.42523253,0.00000000,0.65371039,0.05037696
-5.06353177,0.96174494,0.00040956,0.12649346,0.15223084,0.12115656,0.43753858,0.00000000,0.65940748,0.05045509
-5.05752876,0.98002709,0.00042668,0.12639535,0.15430111,0.12791036,0.44952616,0.00000000,0.66552295,0.05044941
-5.05152576,0.99781042,0.00044222,0.12658292,0.15624329,0.13438720,0.46110878,0.00000000,0.67224672,0.05036360
-5.04552276,1.01503454,0.00045589,0.12712208,0.15803741,0.14050781,0.47218666,0.00000000,0.67973796,0.05020052
-5.03951976,1.03160798,0.00046741,0.12806888,0.15965700,0.14619437,0.48264830,0.00000000,0.68811966,0.04996227
-5.03351676,1.04740916,0.00047659,0.12946765,0.16106984,0.15137195,0.49237253,0.00000000,0.69747380,0.04965024
-5.02751376,1.06228828,0.00048326,0.13134936,0.16223907,0.15597005,0.50123107,0.00000000,0.70783727,0.04926520
-5.02151076,1.07607016,0.00048731,0.13373014,0.16312448,0.15992401,0.50909151,0.00000000,0.71919873,0.04880746
-5.01550775,1.08855779,0.00048869,0.13661010,0.16368404,0.16317645,0.51582055,0.00000000,0.73149627,0.04827699
-5.00950475,1.09953654,0.00048738,0.13997250,0.16387561,0.16567848,0.52128744,0.00000000,0.74461620,0.04767355
-5.00350175,1.10877896,0.00048341,0.14378318,0.16365858,0.16739086,0.52536751,0.00000000,0.75839307,0.04699686
-4.99749875,1.11605002,0.00047687,0.14799060,0.16299562,0.16828498,0.52794562,0.00000000,0.77261091,0.04624671
-4.99149575,1.12111270,0.00046786,0.15252617,0.16185429,0.16834358,0.52891956,0.00000000,0.78700610,0.04542307
-4.98549275,1.12373399,0.00045654,0.15730528,0.16020847,0.16756132,0.52820316,0.00000000,0.80127165,0.04452619
-4.97948974,1.12369101,0.00044309,0.16222877,0.15803967,0.16594501,0.52572907,0.00000000,0.81506329,0.04355671
-4.97348674,1.12077732,0.00042772,0.16718504,0.15533798,0.16351367,0.52145120,0.00000000,0.82800709,0.04251566
-4.96748374,1.11480923,0.00041067,0.17205267,0.15210280,0.16029823,0.51534663,0.00000000,0.83970869,0.04140462
-4.96148074,1.10563198,0.00039218,0.17670352,0.14834319,0.15634100,0.50741703,0.00000000,0.84976391,0.04022570
-4.95547774,1.09312561,0.00037250,0.18100632,0.14407798,0.15169479,0.49768944,0.00000000,0.85777042,0.03898160
-4.94947474,1.07721038,0.00035190,0.18483051,0.13933545,0.14642187,0.48621651,0.00000000,0.86334026,0.03767566
-4.94347174,1.05785144,0.00033064,0.18805026,0.13415275,0.14059261,0.47307604,0.00000000,0.86611255,0.03631190
-4.93746873,1.03506268,0.00030897,0.19054853,0.12857505,0.13428395,0.45836998,0.00000000,0.86576609,0.03489502
-4.93146573,1.00890944,0.00028714,0.19222096,0.12265441,0.12757776,0.44222271,0.00000000,0.86203112,0.03343041
-4.92546273,0.97950997,0.00026538,0.19297950,0.11644844,0.12055899,0.42477886,0.00000000,0.85469995,0.03192416
-4.91945973,0.94703542,0.00024391,0.19275544,0.11001890,0.11331390,0.40620058,0.00000000,0.84363563,0.03038305
-4.91345673,0.91170837,0.00022291,0.19150195,0.10343010,0.10592821,0.38666437,0.00000000,0.82877850,0.02881446
-4.90745373,0.87379984,0.00020258,0.18919574,0.09674735,0.09848536,0.36635757,0.00000000,0.81015008,0.02722638
-4.90145073,0.83362464,0.00018305,0.18583799,0.09003543,0.09106489,0.34547466,0.00000000,0.78785417,0.02562724
-4.89544772,0.79153549,0.00016445,0.18145430,0.08335710,0.08374102,0.32421337,0.00000000,0.76207503,0.02402588
-4.88944472,0.74791578,0.00014688,0.17609387,0.07677181,0.07658139,0.30277082,0.00000000,0.73307262,0.02243134
-4.88344172,0.70317129,0.00013042,0.16982769,0.07033449,0.06964607,0.28133974,0.00000000,0.70117522,0.02085278
-4.87743872,0.65772130,0.00011512,0.16274615,0.06409466,0.06298692,0.26010494,0.00000000,0.66676963,0.01929926
-4.87143572,0.61198917,0.00010102,0.15495586,0.05809563,0.05664705,0.23924002,0.00000000,0.63028951,0.01777961
-4.86543272,0.56639295,0.00008811,0.14657607,0.05237404,0.05066072,0.21890458,0.00000000,0.59220229,0.01630225
-4.85942971,0.52133621,0.00007639,0.13773473,0.04695954,0.04505339,0.19924181,0.00000000,0.55299526,0.01487501
-4.85342671,0.47719952,0.00006584,0.12856447,0.04187474,0.03984206,0.18037665,0.00000000,0.51316148,0.01350500
-4.84742371,0.43433286,0.00005642,0.11919856,0.03713536,0.03503572,0.16241448,0.00000000,0.47318610,0.01219845
-4.84142071,0.39304915,0.00004809,0.10976708,0.03275053,0.03063613,0.14544040,0.00000000,0.43353359,0.01096062
-4.83541771,0.35361923,0.00004078,0.10039348,0.02872326,0.02663851,0.12951903,0.00000000,0.39463642,0.00979574
-4.82941471,0.31626825,0.00003446,0.09119160,0.02505103,0.02303251,0.11469486,0.00000000,0.35688552,0.00870691
-4.82341171,0.28117366,0.00002906,0.08226323,0.02172646,0.01980313,0.10099309,0.00000000,0.32062282,0.00769614
-4.81740870,0.24846473,0.00002454,0.07369630,0.01873808,0.01693162,0.08842089,0.00000000,0.28613599,0.00676432
-4.81140570,0.21822355,0.00002088,0.06556373,0.01607103,0.01439648,0.07696899,0.00000000,0.25365547,0.00591130
-4.80540270,0.19048735,0.00001805,0.05792284,0.01370791,0.01217431,0.06661359,0.00000000,0.22335365,0.00513597
-4.79939970,0.16525197,0.00001607,0.05081548,0.01162949,0.01024063,0.05731852,0.00000000,0.19534602,0.00443631
-4.79339670,0.14247632,0.00001499,0.04426849,0.00981544,0.00857069,0.04903740,0.00000000,0.16969421,0.00380957
-4.78739370,0.12208750,0.00001490,0.03829479,0.00824505,0.00714006,0.04171604,0.00000000,0.14641032,0.00325237
-4.78139070,0.10398654,0.00001595,0.03289470,0.00689783,0.00592532,0.03529471,0.00000000,0.12546249,0.00276084
-4.77538769,0.08805423,0.00001837,0.02805751,0.00575412,0.00490447,0.02971041,0.00000000,0.10678121,0.00233078
-4.76938469,0.07415725,0.00002247,0.02376331,0.00479560,0.00405746,0.02489905,0.00000000,0.09026606,0.00195780
-4.76338169,0.06215398,0.00002869,0.01998473,0.00400581,0.00336655,0.02079747,0.00000000,0.07579256,0.00163744
-4.75737869,0.05190020,0.00003762,0.01668882,0.00337058,0.00281660,0.01734538,0.00000000,0.06321891,0.00136536
-4.75137569,0.04325441,0.00005001,0.01383868,0.00287845,0.00239543,0.01448705,0.00000000,0.05239228,0.00113741
-4.74537269,0.03608268,0.00006685,0.01139510,0.00252109,0.00209408,0.01217293,0.00000000,0.04315461,0.00094978
-4.73936968,0.03026305,0.00008937,0.00931793,0.00229371,0.00190705,0.01036105,0.00000000,0.03534765,0.00079909
-4.73336668,0.02568942,0.00011915,0.00756725,0.00219542,0.00183265,0.00901833,0.00000000,0.02881734,0.00068250
-4.72736368,0.02227503,0.00015812,0.00610440,0.00222964,0.00187318,0.00812176,0.00000000,0.02341729,0.00059777
-4.72136068,0.01995532,0.00020864,0.00489267,0.00240453,0.00203532,0.00765938,0.00000000,0.01901158,0.00054336
-4.71535768,0.01869049,0.00027359,0.00389795,0.00273338,0.00233037,0.00763126,0.00000000,0.01547681,0.00051847
-4.70935468,0.01846754,0.00035641,0.00308902,0.00323503,0.00277457,0.00805028,0.00000000,0.01270342,0.00052311
-4.70335168,0.01930190,0.00046119,0.00243784,0.00393426,0.00338942,0.00894283,0.00000000,0.01059651,0.00055816
-4.69734867,0.02123860,0.00059270,0.00191954,0.00486214,0.00420192,0.01034929,0.00000000,0.00907610,0.00062536
-4.69134567,0.02435300,0.00075650,0.00151246,0.00605634,0.00524481,0.01232442,0.00000000,0.00807696,0.00072738
-4.68534267,0.02875095,0.00095894,0.00119798,0.00756133,0.00655667,0.01493743,0.00000000,0.00754812,0.00086781
-4.67933967,0.03456839,0.00120722,0.00096033,0.00942840,0.00818199,0.01827174,0.00000000,0.00745207,0.00105114
-4.67333667,0.04197018,0.00150937,0.00078637,0.01171565,0.01017094,0.02242448,0.00000000,0.00776381,0.00128275
-4.66733367,0.05114819,0.00187425,0.00066533,0.01448757,0.01257913,0.02750544,0.00000000,0.00846959,0.00156888
-4.66133067,0.06231838,0.00231146,0.00058851,0.01781456,0.01546695,0.03363556,0.00000000,0.00956565,0.00191649
-4.65532766,0.07571692,0.00283131,0.00054906,0.02177199,0.01889878,0.04094485,0.00000000,0.01105673,0.00233322
-4.64932466,0.09159514,0.00344460,0.00054167,0.02643903,0.02294182,0.04956968,0.00000000,0.01295453,0.00282720
-4.64332166,0.11021329,0.00416249,0.00056234,0.03189712,0.02766460,0.05964939,0.00000000,0.01527608,0.00340690
