energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Li_s_up,Te_p_up,Te_d_up
-5.85592796,0.38232814,0.01303508,0.00142740,0.10989246,0.06155597,0.08206508,0.20850413,0.00000000
-5.84992496,0.35197436,0.01175764,0.00140188,0.09972416,0.05694601,0.07440393,0.19136736,0.00000000
-5.84392196,0.32434104,0.01056987,0.00144145,0.09047082,0.05291739,0.06721482,0.17550283,0.00000000
-5.83791896,0.29954591,0.00947266,0.00155083,0.08216842,0.04947512,0.06052255,0.16098444,0.00000000
-5.83191596,0.27770818,0.00846740,0.00173700,0.07486327,0.04662558,0.05435322,0.14788344,0.00000000
-5.82591296,0.25894414,0.00755591,0.00200941,0.06861211,0.04437584,0.04873340,0.13626593,0.00000000
-5.81990995,0.24336378,0.00674028,0.00238018,0.06348236,0.04273302,0.04368955,0.12619101,0.00000000
-5.81390695,0.23106875,0.00602292,0.00286426,0.05955250,0.04170389,0.03924766,0.11770969,0.00000000
-5.80790395,0.22215154,0.00540650,0.00347955,0.05691268,0.04129455,0.03543312,0.11086453,0.00000000
-5.80190095,0.21669587,0.00489400,0.00424698,0.05566531,0.04151039,0.03227082,0.10569004,0.00000000
-5.79589795,0.21477817,0.00448878,0.00519055,0.05592555,0.04235613,0.02978529,0.10221360,0.00000000
-5.78989495,0.21646972,0.00419464,0.00633720,0.05782162,0.04383604,0.02800099,0.10045689,0.00000000
-5.78389195,0.22183920,0.00401593,0.00771665,0.06149465,0.04595426,0.02694257,0.10043762,0.00000000
-5.77788894,0.23095536,0.00395759,0.00936105,0.06709790,0.04871510,0.02663494,0.10217128,0.00000000
-5.77188594,0.24388916,0.00402524,0.01130451,0.07479531,0.05212343,0.02710327,0.10567281,0.00000000
-5.76588294,0.26071524,0.00422518,0.01358245,0.08475901,0.05618481,0.02837267,0.11095792,0.00000000
-5.75987994,0.28151212,0.00456440,0.01623076,0.09716586,0.06090566,0.03046760,0.11804391,0.00000000
-5.75387694,0.30636109,0.00505049,0.01928481,0.11219284,0.06629302,0.03341090,0.12694980,0.00000000
-5.74787394,0.33534326,0.00569148,0.02277832,0.13001137,0.07235425,0.03722253,0.13769570,0.00000000
-5.74187094,0.36853496,0.00649571,0.02674196,0.15078056,0.07909629,0.04191793,0.15030129,0.00000000
-5.73586793,0.40600122,0.00747154,0.03120203,0.17463957,0.08652470,0.04750617,0.16478344,0.00000000
-5.72986493,0.44778771,0.00862703,0.03617887,0.20169927,0.09464246,0.05398779,0.18115303,0.00000000
-5.72386193,0.49391128,0.00996962,0.04168544,0.23203362,0.10344842,0.06135263,0.19941097,0.00000000
-5.71785893,0.54434947,0.01150570,0.04772584,0.26567098,0.11293567,0.06957758,0.21954377,0.00000000
-5.71185593,0.59902971,0.01324025,0.05429401,0.30258589,0.12308978,0.07862458,0.24151872,0.00000000
-5.70585293,0.65781861,0.01517637,0.06137265,0.34269177,0.13388704,0.08843877,0.26527901,0.00000000
-5.69984992,0.72051218,0.01731496,0.06893238,0.38583499,0.14529284,0.09894719,0.29073919,0.00000000
-5.69384692,0.78682766,0.01965430,0.07693136,0.43179075,0.15726027,0.11005798,0.31778103,0.00000000
-5.68784392,0.85639758,0.02218979,0.08531522,0.48026118,0.16972907,0.12166024,0.34625045,0.00000000
-5.68184092,0.92876671,0.02491372,0.09401748,0.53087608,0.18262515,0.13362471,0.37595551,0.00000000
-5.67583792,1.00339243,0.02781514,0.10296054,0.58319627,0.19586046,0.14580529,0.40666583,0.00000000
-5.66983492,1.07964873,0.03087981,0.11205700,0.63671987,0.20933367,0.15804126,0.43811367,0.00000000
-5.66383192,1.15683408,0.03409029,0.12121155,0.69089131,0.22293137,0.17016049,0.46999667,0.00000000
-5.65782891,1.23418295,0.03742606,0.13032316,0.74511281,0.23652988,0.18198323,0.50198230,0.00000000
-5.65182591,1.31088073,0.04086379,0.13928764,0.79875802,0.24999764,0.19332656,0.53371391,0.00000000
-5.64582291,1.38608144,0.04437769,0.14800029,0.85118718,0.26319807,0.20400926,0.56481823,0.00000000
-5.63981991,1.45892745,0.04793991,0.15635875,0.90176332,0.27599266,0.21385685,0.59491387,0.00000000
-5.63381691,1.52857039,0.05152092,0.16426567,0.94986850,0.28824438,0.22270677,0.62362074,0.00000000
-5.62781391,1.59419212,0.05509005,0.17163122,0.99491969,0.29982089,0.23041314,0.65056959,0.00000000
-5.62181091,1.65502481,0.05861589,0.17837533,1.03638323,0.31059779,0.23685122,0.67541157,0.00000000
-5.61580790,1.71036916,0.06206676,0.18442942,1.07378736,0.32046130,0.24192111,0.69782710,0.00000000
-5.60980490,1.75960981,0.06541109,0.18973766,1.10673226,0.32931066,0.24555061,0.71753378,0.00000000
-5.60380190,1.80222735,0.06861783,0.19425772,1.13489712,0.33705981,0.24769711,0.73429289,0.00000000
-5.59779890,1.83780635,0.07165668,0.19796084,1.15804405,0.34363850,0.24834836,0.74791430,0.00000000
-5.59179590,1.86603938,0.07449843,0.20083147,1.17601878,0.34899268,0.24752219,0.75825945,0.00000000
-5.58579290,1.88672690,0.07711515,0.20286636,1.18874833,0.35308433,0.24526506,0.76524256,0.00000000
-5.57978989,1.89977353,0.07948034,0.20407323,1.19623595,0.35589061,0.24164978,0.76882992,0.00000000
-5.57378689,1.90518109,0.08156918,0.20446919,1.19855389,0.35740276,0.23677219,0.76903757,0.00000000
-5.56778389,1.90303930,0.08335866,0.20407895,1.19583450,0.35762451,0.23074733,0.76592753,0.00000000
-5.56178089,1.89351491,0.08482781,0.20293306,1.18826046,0.35657043,0.22370508,0.75960294,0.00000000
-5.55577789,1.87684010,0.08595791,0.20106613,1.17605470,0.35426432,0.21578556,0.75020246,0.00000000
-5.54977489,1.85330104,0.08673280,0.19851535,1.15947070,0.35073765,0.20713453,0.73789431,0.00000000
-5.54377189,1.82322743,0.08713920,0.19531924,1.13878374,0.34602837,0.19789896,0.72287027,0.00000000
-5.53776888,1.78698341,0.08716704,0.19151675,1.11428347,0.34017995,0.18822304,0.70534007,0.00000000
-5.53176588,1.74496039,0.08680992,0.18714670,1.08626805,0.33324089,0.17824463,0.68552619,0.00000000
-5.52576288,1.69757183,0.08606545,0.18224764,1.05504015,0.32526453,0.16809240,0.66365951,0.00000000
-5.51975988,1.64525004,0.08493563,0.17685796,1.02090442,0.31630922,0.15788364,0.63997570,0.00000000
-5.51375688,1.58844454,0.08342724,0.17101633,0.98416656,0.30643874,0.14772279,0.61471241,0.00000000
-5.50775388,1.52762177,0.08155200,0.16476219,0.94513349,0.29572281,0.13770065,0.58810723,0.00000000
-5.50175088,1.46326547,0.07932676,0.15813650,0.90411424,0.28423766,0.12789419,0.56039629,0.00000000
-5.49574787,1.39587716,0.07677348,0.15118226,0.86142125,0.27206644,0.11836696,0.53181320,0.00000000
-5.48974487,1.32597626,0.07391905,0.14394511,0.81737141,0.25929942,0.10916984,0.50258836,0.00000000
-5.48374187,1.25409922,0.07079499,0.13647362,0.77228679,0.24603387,0.10034218,0.47294826,0.00000000
-5.47773887,1.18079731,0.06743693,0.12881938,0.72649444,0.23237353,0.09191313,0.44311480,0.00000000
-5.47173587,1.10663292,0.06388395,0.12103681,0.68032526,0.21842764,0.08390301,0.41330430,0.00000000
-5.46573287,1.03217423,0.06017781,0.11318270,0.63411178,0.20430959,0.07632474,0.38372629,0.00000000
-5.45972986,0.95798831,0.05636205,0.10531546,0.58818492,0.19013517,0.06918518,0.35458200,0.00000000
-5.45372686,0.88463307,0.05248099,0.09749415,0.54286979,0.17602053,0.06248630,0.32606257,0.00000000
-5.44772386,0.81264829,0.04857879,0.08977733,0.49848088,0.16207992,0.05622626,0.29834710,0.00000000
-5.44172086,0.74254638,0.04469846,0.08222185,0.45531685,0.14842338,0.05040025,0.27160055,0.00000000
-5.43571786,0.67480319,0.04088091,0.07488154,0.41365522,0.13515446,0.04500119,0.24597181,0.00000000
-5.42971486,0.60984966,0.03716423,0.06780602,0.37374751,0.12236808,0.04002027,0.22159189,0.00000000
-5.42371186,0.54806459,0.03358292,0.06103959,0.33581482,0.11014872,0.03544736,0.19857248,0.00000000
-5.41770885,0.48976906,0.03016746,0.05462031,0.30004446,0.09856895,0.03127131,0.17700496,0.00000000
-5.41170585,0.43522282,0.02694392,0.04857933,0.26658757,0.08768837,0.02748021,0.15696004,0.00000000
-5.40570285,0.38462270,0.02393386,0.04294040,0.23555810,0.07755310,0.02406157,0.13848791,0.00000000
-5.39969985,0.33810327,0.02115431,0.03771976,0.20703297,0.06819567,0.02100254,0.12161907,0.00000000
-5.39369685,0.29573954,0.01861803,0.03292617,0.18105353,0.05963543,0.01829013,0.10636577,0.00000000
-5.38769385,0.25755151,0.01633379,0.02856132,0.15762819,0.05187938,0.01591139,0.09272397,0.00000000
-5.38169085,0.22351031,0.01430687,0.02462030,0.13673594,0.04492332,0.01385368,0.08067574,0.00000000
-5.37568784,0.19354553,0.01253962,0.02109237,0.11833073,0.03875330,0.01210496,0.07019194,0.00000000
-5.36968484,0.16755329,0.01103198,0.01796180,0.10234621,0.03334730,0.01065401,0.06123513,0.00000000
-5.36368184,0.14540462,0.00978219,0.01520880,0.08870080,0.02867692,0.00949073,0.05376243,0.00000000
-5.35767884,0.12695374,0.00878729,0.01281046,0.07730264,0.02470914,0.00860640,0.04772828,0.00000000
-5.35167584,0.11204576,0.00804369,0.01074172,0.06805428,0.02140800,0.00799383,0.04308691,0.00000000
-5.34567284,0.10052347,0.00754759,0.00897627,0.06085685,0.01873609,0.00764754,0.03979438,0.00000000
-5.33966983,0.09223296,0.00729535,0.00748738,0.05561350,0.01665585,0.00756381,0.03781014,0.00000000
-5.33366683,0.08702778,0.00728366,0.00624861,0.05223206,0.01513065,0.00774067,0.03709797,0.00000000
-5.32766383,0.08477160,0.00750961,0.00523443,0.05062675,0.01412556,0.00817772,0.03762628,0.00000000
-5.32166083,0.08533924,0.00797065,0.00442074,0.05071898,0.01360779,0.00887598,0.03936774,0.00000000
-5.31565783,0.08861609,0.00866436,0.00378523,0.05243716,0.01354695,0.00983751,0.04229836,0.00000000
-5.30965483,0.09449616,0.00958815,0.00330761,0.05571573,0.01391494,0.01106503,0.04639582,0.00000000
-5.30365183,0.10287883,0.01073874,0.00296985,0.06049344,0.01468569,0.01256141,0.05163751,0.00000000
-5.29764882,0.11366459,0.01211173,0.00275620,0.06671096,0.01583462,0.01432920,0.05799800,0.00000000
-5.29164582,0.12675014,0.01370096,0.00265322,0.07430818,0.01733804,0.01637003,0.06544639,0.00000000
-5.28564282,0.14202305,0.01549790,0.00264972,0.08322123,0.01917242,0.01868412,0.07394354,0.00000000
-5.27963982,0.15935656,0.01749111,0.00273670,0.09337956,0.02131362,0.02126973,0.08343935,0.00000000
-5.27363682,0.17860469,0.01966568,0.00290722,0.10470317,0.02373622,0.02412285,0.09387043,0.00000000
-5.26763382,0.19959812,0.02200280,0.00315626,0.11710036,0.02641283,0.02723681,0.10515807,0.00000000
-5.26163082,0.22214125,0.02447948,0.00348063,0.13046603,0.02931361,0.03060216,0.11720692,0.00000000
-5.25562781,0.24601052,0.02706838,0.00387880,0.14468077,0.03240594,0.03420665,0.12990438,0.00000000
-5.24962481,0.27095442,0.02973791,0.00435078,0.15961084,0.03565431,0.03803543,0.14312086,0.00000000
-5.24362181,0.29669517,0.03245248,0.00489802,0.17510910,0.03902040,0.04207130,0.15671094,0.00000000
-5.23761881,0.32293215,0.03517297,0.00552324,0.19101689,0.04246345,0.04629523,0.17051549,0.00000000
-5.23161581,0.34934708,0.03785744,0.00623033,0.20716685,0.04594083,0.05068697,0.18436464,0.00000000
-5.22561281,0.37561062,0.04046206,0.00702415,0.22338643,0.04940877,0.05522569,0.19808162,0.00000000
-5.21960980,0.40139026,0.04294215,0.00791036,0.23950214,0.05282331,0.05989072,0.21148726,0.00000000
-5.21360680,0.42635909,0.04525339,0.00889523,0.25534407,0.05614137,0.06466227,0.22440488,0.00000000
-5.20760380,0.45020495,0.04735315,0.00998534,0.27075069,0.05932183,0.06952199,0.23666552,0.00000000
-5.20160080,0.47263960,0.04920178,0.01118725,0.28557335,0.06232664,0.07445349,0.24811310,0.00000000
-5.19559780,0.49340724,0.05076394,0.01250720,0.29968050,0.06512185,0.07944260,0.25860933,0.00000000
-5.18959480,0.51229211,0.05200981,0.01395064,0.31296116,0.06767852,0.08447735,0.26803804,0.00000000
-5.18359180,0.52912454,0.05291613,0.01552177,0.32532747,0.06997344,0.08954779,0.27630877,0.00000000
-5.17758879,0.54378516,0.05346712,0.01722309,0.33671619,0.07198959,0.09464541,0.28335934,0.00000000
-5.17158579,0.55620708,0.05365503,0.01905490,0.34708896,0.07371638,0.09976231,0.28915726,0.00000000
-5.16558279,0.56637580,0.05348053,0.02101476,0.35643143,0.07514959,0.10489020,0.29370002,0.00000000
-5.15957979,0.57432688,0.05295273,0.02309712,0.36475112,0.07629101,0.11001913,0.29701402,0.00000000
-5.15357679,0.58014167,0.05208890,0.02529287,0.37207437,0.07714791,0.11513615,0.29915243,0.00000000
-5.14757379,0.58394109,0.05091391,0.02758913,0.37844242,0.07773221,0.12022398,0.30019199,0.00000000
-5.14157079,0.58587812,0.04945940,0.02996906,0.38390703,0.07805957,0.12525980,0.30022891,0.00000000
-5.13556778,0.58612940,0.04776272,0.03241189,0.38852585,0.07814830,0.13021419,0.29937426,0.00000000
-5.12956478,0.58488638,0.04586566,0.03489312,0.39235800,0.07801836,0.13505046,0.29774899,0.00000000
-5.12356178,0.58234673,0.04381307,0.03738494,0.39546013,0.07769034,0.13972438,0.29547895,0.00000000
-5.11755878,0.57870642,0.04165144,0.03985679,0.39788318,0.07718454,0.14418434,0.29269017,0.00000000
-5.11155578,0.57415306,0.03942742,0.04227614,0.39967031,0.07652028,0.14837217,0.28950471,0.00000000
-5.10555278,0.56886075,0.03718651,0.04460953,0.40085595,0.07571544,0.15222438,0.28603722,0.00000000
-5.09954977,0.56298685,0.03497170,0.04682358,0.40146614,0.07478613,0.15567399,0.28239247,0.00000000
-5.09354677,0.55667067,0.03282247,0.04888628,0.40152020,0.07374676,0.15865282,0.27866395,0.00000000
-5.08754377,0.55003416,0.03077384,0.05076821,0.40103350,0.07261025,0.16109413,0.27493343,0.00000000
-5.08154077,0.54318437,0.02885575,0.05244380,0.40002116,0.07138846,0.16293549,0.27127163,0.00000000
-5.07553777,0.53621746,0.02709264,0.05389249,0.39850251,0.07009284,0.16412182,0.26773980,0.00000000
-5.06953477,0.52922382,0.02550330,0.05509980,0.39650567,0.06873509,0.16460824,0.26439197,0.00000000
-5.06353177,0.52229389,0.02410092,0.05605812,0.39407225,0.06732791,0.16436286,0.26127783,0.00000000
-5.05752876,0.51552407,0.02289346,0.05676735,0.39126146,0.06588571,0.16336908,0.25844579,0.00000000
-5.05152576,0.50902233,0.02188409,0.05723512,0.38815343,0.06442521,0.16162737,0.25594611,0.00000000
-5.04552276,0.50291295,0.02107182,0.05747684,0.38485138,0.06296582,0.15915654,0.25383378,0.00000000
-5.03951976,0.49734002,0.02045231,0.05751526,0.38148237,0.06152992,0.15599417,0.25217092,0.00000000
-5.03351676,0.49246929,0.02001861,0.05737983,0.37819652,0.06014275,0.15219641,0.25102845,0.00000000
-5.02751376,0.48848826,0.01976202,0.05710570,0.37516460,0.05883219,0.14783694,0.25048702,0.00000000
-5.02151076,0.48560429,0.01967288,0.05673247,0.37257403,0.05762816,0.14300533,0.25063689,0.00000000
-5.01550775,0.48404087,0.01974126,0.05630277,0.37062349,0.05656185,0.13780466,0.25157686,0.00000000
-5.00950475,0.48403220,0.01995761,0.05586071,0.36951637,0.05566473,0.13234868,0.25341225,0.00000000
-5.00350175,0.48581622,0.02031315,0.05545025,0.36945341,0.05496749,0.12675856,0.25625202,0.00000000
-4.99749875,0.48962672,0.02080027,0.05511372,0.37062487,0.05449880,0.12115936,0.26020508,0.00000000
-4.99149575,0.49568474,0.02141255,0.05489033,0.37320274,0.05428417,0.11567642,0.26537610,0.00000000
-4.98549275,0.50418993,0.02214480,0.05481502,0.37733347,0.05434485,0.11043179,0.27186105,0.00000000
-4.97948974,0.51531227,0.02299283,0.05491750,0.38313147,0.05469687,0.10554085,0.27974254,0.00000000
-4.97348674,0.52918482,0.02395304,0.05522172,0.39067407,0.05535034,0.10110930,0.28908550,0.00000000
-4.96748374,0.54589776,0.02502204,0.05574556,0.39999795,0.05630895,0.09723049,0.29993327,0.00000000
-4.96148074,0.56549425,0.02619603,0.05650106,0.41109758,0.05756986,0.09398341,0.31230434,0.00000000
-4.95547774,0.58796838,0.02747019,0.05749488,0.42392553,0.05912387,0.09143111,0.32619013,0.00000000
-4.94947474,0.61326533,0.02883817,0.05872920,0.43839487,0.06095587,0.08961990,0.34155372,0.00000000
-4.94347174,0.64128376,0.03029146,0.06020277,0.45438351,0.06304573,0.08857903,0.35832987,0.00000000
-4.93746873,0.67188043,0.03181899,0.06191227,0.47174014,0.06536929,0.08832104,0.37642619,0.00000000
-4.93146573,0.70487660,0.03340684,0.06385367,0.49029163,0.06789971,0.08884268,0.39572549,0.00000000
-4.92546273,0.74006600,0.03503802,0.06602365,0.50985133,0.07060886,0.09012627,0.41608927,0.00000000
-4.91945973,0.77722370,0.03669262,0.06842082,0.53022775,0.07346880,0.09214146,0.43736195,0.00000000
-4.91345673,0.81611546,0.03834799,0.07104681,0.55123324,0.07645324,0.09484733,0.45937586,0.00000000
-4.90745373,0.85650673,0.03997924,0.07390691,0.57269197,0.07953884,0.09819457,0.48195648,0.00000000
-4.90145073,0.89817074,0.04155988,0.07701043,0.59444669,0.08270634,0.10212778,0.50492774,0.00000000
-4.89544772,0.94089511,0.04306268,0.08037046,0.61636389,0.08594134,0.10658772,0.52811692,0.00000000
-4.88944472,0.98448626,0.04446059,0.08400325,0.63833695,0.08923482,0.11151330,0.55135895,0.00000000
-4.88344172,1.02877145,0.04572783,0.08792696,0.66028696,0.09258319,0.11684333,0.57449975,0.00000000
-4.87743872,1.07359795,0.04684100,0.09216007,0.68216114,0.09598792,0.12251791,0.59739838,0.00000000
-4.87143572,1.11882955,0.04778013,0.09671930,0.70392901,0.09945486,0.12847930,0.61992797,0.00000000
-4.86543272,1.16434040,0.04852975,0.10161728,0.72557633,0.10299311,0.13467240,0.64197523,0.00000000
-4.85942971,1.21000657,0.04907974,0.10686006,0.74709738,0.10661354,0.14104470,0.66343872,0.00000000
-4.85342671,1.25569611,0.04942611,0.11244458,0.76848589,0.11032718,0.14754579,0.68422606,0.00000000
-4.84742371,1.30125818,0.04957150,0.11835633,0.78972553,0.11414338,0.15412646,0.70425029,0.00000000
-4.84142071,1.34651220,0.04952553,0.12456730,0.81078033,0.11806802,0.16073757,0.72342580,0.00000000
-4.83541771,1.39123811,0.04930478,0.13103447,0.83158605,0.12210173,0.16732862,0.74166425,0.00000000
-4.82941471,1.43516860,0.04893267,0.13769886,0.85204306,0.12623846,0.17384640,0.75887082,0.00000000
-4.82341171,1.47798417,0.04843896,0.14448538,0.87201142,0.13046420,0.18023364,0.77494143,0.00000000
-4.81740870,1.51931197,0.04785911,0.15130350,0.89130871,0.13475632,0.18642800,0.78976111,0.00000000
-4.81140570,1.55872873,0.04723341,0.15804877,0.90971091,0.13908324,0.19236141,0.80320402,0.00000000
-4.80540270,1.59576821,0.04660594,0.16460514,0.92695659,0.14340474,0.19795990,0.81513512,0.00000000
-4.79939970,1.62993309,0.04602342,0.17084818,0.94275431,0.14767277,0.20314401,0.82541377,0.00000000
-4.79339670,1.66071083,0.04553394,0.17664884,0.95679294,0.15183282,0.20782992,0.83389904,0.00000000
-4.78739370,1.68759307,0.04518569,0.18187778,0.96875453,0.15582574,0.21193111,0.84045646,0.00000000
-4.78139070,1.71009728,0.04502564,0.18641004,0.97832896,0.15958995,0.21536062,0.84496600,0.00000000
-4.77538769,1.72778981,0.04509823,0.19012981,0.98522961,0.16306395,0.21803390,0.84733062,0.00000000
-4.76938469,1.74030872,0.04544418,0.19293497,0.98920915,0.16618894,0.21987187,0.84748490,0.00000000
-4.76338169,1.74738513,0.04609930,0.19474146,0.99007449,0.16891148,0.22080430,0.84540308,0.00000000
-4.75737869,1.74886169,0.04709344,0.19548690,0.98769996,0.17118600,0.22077312,0.84110585,0.00000000
-4.75137569,1.74470689,0.04844955,0.19513357,0.98203787,0.17297703,0.21973557,0.83466546,0.00000000
-4.74537269,1.73502419,0.05018290,0.19367042,0.97312583,0.17426106,0.21766691,0.82620844,0.00000000
-4.73936968,1.72005523,0.05230037,0.19111406,0.96109015,0.17502787,0.21456261,0.81591574,0.00000000
-4.73336668,1.70017670,0.05479999,0.18750871,0.94614524,0.17528136,0.21043979,0.80402002,0.00000000
-4.72736368,1.67589086,0.05767058,0.18292507,0.92858870,0.17503973,0.20533785,0.79080011,0.00000000
-4.72136068,1.64781009,0.06089164,0.17745813,0.90879251,0.17433506,0.19931817,0.77657275,0.00000000
-4.71535768,1.61663605,0.06443337,0.17122416,0.88719059,0.17321231,0.19246294,0.76168200,0.00000000
-4.70935468,1.58313462,0.06825693,0.16435680,0.86426337,0.17172780,0.18487308,0.74648685,0.00000000
-4.70335168,1.54810780,0.07231495,0.15700266,0.84052016,0.16994717,0.17666546,0.73134757,0.00000000
-4.69734867,1.51236391,0.07655220,0.14931650,0.81648016,0.16794306,0.16796938,0.71661158,0.00000000
-4.69134567,1.47668771,0.08090652,0.14145618,0.79265306,0.16579243,0.15892264,0.70259955,0.00000000
-4.68534267,1.44181178,0.08530997,0.13357772,0.76952019,0.16357385,0.14966725,0.68959242,0.00000000
-4.67933967,1.40839049,0.08969018,0.12583047,0.74751700,0.16136461,0.14034509,0.67782017,0.00000000
-4.67333667,1.37697790,0.09397185,0.11835277,0.72701783,0.15923802,0.13109366,0.66745270,0.00000000
-4.66733367,1.34801023,0.09807848,0.11126815,0.70832334,0.15726082,0.12204206,0.65859342,0.00000000
-4.66133067,1.32179383,0.10193409,0.10468215,0.69165143,0.15549088,0.11330749,0.65127582,0.00000000
-4.65532766,1.29849880,0.10546513,0.09867996,0.67713159,0.15397515,0.10499228,0.64546310,0.00000000
-4.64932466,1.27815837,0.10860224,0.09332480,0.66480306,0.15274814,0.09718159,0.64105083,0.00000000
-4.64332166,1.26067385,0.11128212,0.08865720,0.65461660,0.15183072,0.08994191,0.63787247,0.00000000
-4.63731866,1.24582468,0.11344915,0.08469501,0.64643974,0.15122944,0.08332025,0.63570743,0.00000000
-4.63131566,1.23328279,0.11505687,0.08143422,0.64006507,0.15093630,0.07734416,0.63429119,0.00000000
-4.62531266,1.22263070,0.11606928,0.07885043,0.63522112,0.15092912,0.07202238,0.63332692,0.00000000
-4.61930965,1.21338223,0.11646177,0.07690098,0.63158537,0.15117223,0.06734623,0.63249820,0.00000000
-4.61330665,1.20500505,0.11622179,0.07552752,0.62879872,0.15161780,0.06329145,0.63148206,0.00000000
-4.60730365,1.19694402,0.11534918,0.07465904,0.62648075,0.15220751,0.05982057,0.62996191,0.00000000
-4.60130065,1.18864456,0.11385614,0.07421513,0.62424537,0.15287460,0.05688551,0.62763983,0.00000000
-4.59529765,1.17957514,0.11176682,0.07410940,0.62171604,0.15354637,0.05443050,0.62424776,0.00000000
-4.58929465,1.16924820,0.10911667,0.07425299,0.61854025,0.15414677,0.05239492,0.61955730,0.00000000
-4.58329165,1.15723902,0.10595139,0.07455792,0.61440262,0.15459936,0.05071629,0.61338767,0.00000000
-4.57728864,1.14320185,0.10232573,0.07494039,0.60903636,0.15483021,0.04933298,0.60561189,0.00000000
-4.57128564,1.12688312,0.09830200,0.07532365,0.60223273,0.15477085,0.04818672,0.59616096,0.00000000
-4.56528264,1.10813126,0.09394850,0.07564064,0.59384818,0.15436104,0.04722488,0.58502594,0.00000000
-4.55927964,1.08690315,0.08933784,0.07583610,0.58380917,0.15355139,0.04640226,0.57225820,0.00000000
-4.55327664,1.06326699,0.08454522,0.07586825,0.57211442,0.15230552,0.04568255,0.55796770,0.00000000
-4.54727364,1.03740154,0.07964678,0.07570983,0.55883474,0.15060188,0.04503929,0.54231965,0.00000000
-4.54127064,1.00959187,0.07471792,0.07534868,0.54411035,0.14843490,0.04445642,0.52552954,0.00000000
-4.53526763,0.98022177,0.06983190,0.07478769,0.52814589,0.14581570,0.04392827,0.50785690,0.00000000
-4.52926463,0.94976285,0.06505840,0.07404413,0.51120339,0.14277201,0.04345922,0.48959778,0.00000000
-4.52326163,0.91876075,0.06046236,0.07314851,0.49359323,0.13934754,0.04306286,0.47107636,0.00000000
-4.51725863,0.88781873,0.05610299,0.07214294,0.47566360,0.13560058,0.04276077,0.45263577,0.00000000
-4.51125563,0.85757899,0.05203285,0.07107897,0.45778864,0.13160212,0.04258103,0.43462835,0.00000000
-4.50525263,0.82870226,0.04829728,0.07001522,0.44035572,0.12743334,0.04255639,0.41740557,0.00000000
-4.49924962,0.80184611,0.04493381,0.06901459,0.42375216,0.12318265,0.04272228,0.40130783,0.00000000
-4.49324662,0.77764270,0.04197185,0.06814141,0.40835188,0.11894242,0.04311466,0.38665437,0.00000000
