energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,1.90162626,-2.26954716,0.03609352,-0.03203730,0.19235483,-0.35570248,0.94574897,-1.12864093,0.43475871,-0.67625569,0.45443769,-0.45155143,0.20646634,-0.19395142,1.07588985,-1.10504014,0.00000000,-0.00000000
-5.93396698,1.87318593,-2.21384010,0.03732432,-0.03355624,0.17564900,-0.33175315,0.92487369,-1.08925385,0.40986343,-0.63954259,0.45821197,-0.45030599,0.20930495,-0.19661468,1.08093734,-1.10066612,0.00000000,-0.00000000
-5.92796398,1.84959155,-2.16144847,0.03841500,-0.03500846,0.16070111,-0.30799120,0.90746209,-1.05335403,0.38803354,-0.60341299,0.46262655,-0.45039191,0.21186322,-0.19936940,1.08682059,-1.09847831,0.00000000,-0.00000000
-5.92196098,1.83012962,-2.11258191,0.03934406,-0.03636908,0.14756232,-0.28472324,0.89308833,-1.02100510,0.36928221,-0.56832823,0.46739647,-0.45166375,0.21403007,-0.20213079,1.09294544,-1.09816189,0.00000000,-0.00000000
-5.91595798,1.81401554,-2.06726496,0.04009242,-0.03761365,0.13625611,-0.26222351,0.88126875,-0.99214221,0.35357646,-0.53469029,0.47222383,-0.45393041,0.21569913,-0.20480359,1.09870737,-1.09931449,0.00000000,-0.00000000
-5.90995498,1.80043543,-2.02535343,0.04064392,-0.03871878,0.12678341,-0.24073054,0.87148534,-0.96658455,0.34084769,-0.50283739,0.47680801,-0.45696299,0.21677258,-0.20728552,1.10351404,-1.10146347,0.00000000,-0.00000000
-5.90395198,1.78858615,-1.98655772,0.04098575,-0.03966280,0.11912775,-0.22044552,0.86320885,-0.94405169,0.33100202,-0.47304264,0.48085554,-0.46050384,0.21716469,-0.20947112,1.10680656,-1.10408576,0.00000000,-0.00000000
-5.89794897,1.77771146,-1.95047183,0.04110886,-0.04042638,0.11326005,-0.20153241,0.85592048,-0.92418303,0.32392978,-0.44551550,0.48408933,-0.46427635,0.21680475,-0.21125570,1.10807858,-1.10662933,0.00000000,-0.00000000
-5.89194597,1.76713298,-1.91660635,0.04100813,-0.04099304,0.10914277,-0.18411941,0.84913129,-0.90655921,0.31951366,-0.42040588,0.48625696,-0.46799513,0.21563951,-0.21253918,1.10689260,-1.10853528,0.00000000,-0.00000000
-5.88594297,1.75627465,-1.88442371,0.04068256,-0.04134964,0.10673330,-0.16830174,0.84239869,-0.89072464,0.31763519,-0.39781019,0.48713769,-0.47137614,0.21363479,-0.21322990,1.10289285,-1.10925969,0.00000000,-0.00000000
-5.87993997,1.74467990,-1.85337386,0.04013523,-0.04148675,0.10598627,-0.15414533,0.83533947,-0.87621002,0.31817914,-0.37777897,0.48654808,-0.47414641,0.21077642,-0.21324796,1.09581439,-1.10829436,0.00000000,-0.00000000
-5.87393697,1.73202104,-1.82292853,0.03937326,-0.04139889,0.10685487,-0.14169113,0.82763906,-0.86255389,0.32103587,-0.36032542,0.48434604,-0.47605293,0.20707034,-0.21252813,1.08548829,-1.10518549,0.00000000,-0.00000000
-5.86793397,1.71810098,-1.79261246,0.03840750,-0.04108469,0.10929103,-0.13095979,0.81905675,-0.84932229,0.32610153,-0.34543427,0.48043327,-0.47687044,0.20254208,-0.21102215,1.07184278,-1.09954965,0.00000000,-0.00000000
-5.86193097,1.70284743,-1.76203008,0.03725228,-0.04054692,0.11324454,-0.12195620,0.80942718,-0.83612585,0.33327628,-0.33307036,0.47475612,-0.47640785,0.19723543,-0.20870040,1.05490060,-1.09108641,0.00000000,-0.00000000
-5.85592796,1.68630050,-1.73088641,0.03592499,-0.03979241,0.11866135,-0.11467387,0.79865802,-0.82263363,0.34246074,-0.32318646,0.46730487,-0.47451308,0.19121060,-0.20555279,1.03477283,-1.07958728,0.00000000,-0.00000000
-5.84992496,1.66859453,-1.69900142,0.03444557,-0.03883181,0.12548098,-0.10909853,0.78672452,-0.80858319,0.35355109,-0.31572981,0.45811168,-0.47107624,0.18454184,-0.20158897,1.01164972,-1.06494061,0.00000000,-0.00000000
-5.84392196,1.64993566,-1.66631722,0.03283598,-0.03767929,0.13363351,-0.10521114,0.77366123,-0.79378686,0.36643322,-0.31064708,0.44724730,-0.46603113,0.17731471,-0.19683772,0.98578908,-1.04713247,0.00000000,-0.00000000
-5.83791896,1.63057635,-1.63289794,0.03111962,-0.03635216,0.14303628,-0.10298979,0.75955170,-0.77813400,0.38097635,-0.30788753,0.43481674,-0.45935501,0.16962309,-0.19134578,0.95750280,-1.02624363,0.00000000,-0.00000000
-5.83191596,1.61078862,-1.59892271,0.02932072,-0.03487034,0.15359055,-0.10241069,0.74451671,-0.76158937,0.39702684,-0.30740419,0.42095429,-0.45106693,0.16156607,-0.18517596,0.92714241,-1.00244292,0.00000000,-0.00000000
-5.82591296,1.59083745,-1.56467205,0.02746379,-0.03325587,0.16517860,-0.10344800,0.72870185,-0.74418810,0.41440247,-0.30915311,0.40581797,-0.44122458,0.15324491,-0.17840482,0.89508410,-0.97597741,0.00000000,-0.00000000
-5.81990995,1.57095593,-1.53050880,0.02557298,-0.03153226,0.17766126,-0.10607279,0.71226511,-0.72602752,0.43288786,-0.31309087,0.38958374,-0.42992015,0.14476013,-0.17111995,0.86171416,-0.94716001,0.00000000,-0.00000000
-5.81390695,1.55132354,-1.49685456,0.02367160,-0.02972394,0.19087642,-0.11025096,0.69536524,-0.70725653,0.45223150,-0.31917047,0.37243971,-0.41727514,0.13620876,-0.16341692,0.82741534,-0.91635520,0.00000000,-0.00000000
-5.80790395,1.53204875,-1.46416308,0.02178162,-0.02785562,0.20463856,-0.11594058,0.67815130,-0.68806324,0.47214453,-0.32733604,0.35458058,-0.40343480,0.12768208,-0.15539621,0.79255459,-0.88396349,0.00000000,-0.00000000
-5.80190095,1.51315673,-1.43289195,0.01992328,-0.02595172,0.21873950,-0.12308862,0.66075411,-0.66866140,0.49230184,-0.33751670,0.33620243,-0.38856208,0.11926364,-0.14716008,0.75747286,-0.85040542,0.00000000,-0.00000000
-5.79589795,1.49458305,-1.40347420,0.01811472,-0.02403584,0.23295044,-0.13162749,0.64327979,-0.64927657,0.51234536,-0.34962015,0.31749808,-0.37283170,0.11102776,-0.13880957,0.72247697,-0.81610585,0.00000000,-0.00000000
-5.78989495,1.47617331,-1.37629121,0.01637177,-0.02213024,0.24702549,-0.14147161,0.62580566,-0.63013262,0.53188973,-0.36352626,0.29865309,-0.35642435,0.10303853,-0.13044178,0.68783398,-0.78147914,0.00000000,-0.00000000
-5.78389195,1.45768893,-1.35164828,0.01470777,-0.02025544,0.26070626,-0.15251425,0.60837867,-0.61143918,0.55053016,-0.37908144,0.27984250,-0.33952145,0.09534925,-0.12214745,0.65376803,-0.74691588,0.00000000,-0.00000000
-5.77788894,1.43881849,-1.32975422,0.01313347,-0.01842985,0.27372782,-0.16462499,0.59101622,-0.59338074,0.56785214,-0.39609402,0.26122831,-0.32230040,0.08800228,-0.11400895,0.62045953,-0.71277148,0.00000000,-0.00000000
-5.77188594,1.41919403,-1.31070574,0.01165707,-0.01666958,0.28582544,-0.17764805,0.57370909,-0.57610771,0.58344282,-0.41433119,0.24295771,-0.30493068,0.08102935,-0.10609876,0.58804660,-0.67935726,0.00000000,-0.00000000
-5.76588294,1.39841129,-1.29447768,0.01028427,-0.01498817,0.29674208,-0.19140168,0.55642647,-0.55972991,0.59690336,-0.43351778,0.22516201,-0.28757073,0.07445219,-0.09847840,0.55662843,-0.64693400,0.00000000,-0.00000000
-5.75987994,1.37605285,-1.28091929,0.00901839,-0.01339661,0.30623614,-0.20567874,0.53912230,-0.54431264,0.60786181,-0.45333719,0.20795632,-0.27036564,0.06828346,-0.09119784,0.52627029,-0.61570823,0.00000000,-0.00000000
-5.75387694,1.35171263,-1.26975689,0.00786060,-0.01190324,0.31408926,-0.22024871,0.52174283,-0.52987539,0.61598591,-0.47343462,0.19143971,-0.25344573,0.06252788,-0.08429540,0.49700967,-0.58583110,0.00000000,-0.00000000
-5.74787394,1.32502077,-1.26060270,0.00681011,-0.01051389,0.32011370,-0.23486101,0.50423466,-0.51639316,0.62099515,-0.49342252,0.17569593,-0.23692583,0.05718351,-0.07779804,0.46886327,-0.55739983,0.00000000,-0.00000000
-5.74187094,1.29566717,-1.25296947,0.00586444,-0.00923201,0.32415893,-0.24924964,0.48655288,-0.50380029,0.62267152,-0.51288833,0.16079456,-0.22090529,0.05224317,-0.07172207,0.44183429,-0.53046137,0.00000000,-0.00000000
-5.73586793,1.26342287,-1.24629015,0.00501970,-0.00805881,0.32611721,-0.26313912,0.46866874,-0.49199630,0.62086842,-0.53140414,0.14679239,-0.20546861,0.04769579,-0.06607415,0.41591974,-0.50501801,0.00000000,-0.00000000
-5.72986493,1.22815788,-1.23994169,0.00427085,-0.00699355,0.32592780,-0.27625131,0.45057657,-0.48085366,0.61551730,-0.54853800,0.13373506,-0.19068643,0.04352778,-0.06085248,0.39111725,-0.48103451,0.00000000,-0.00000000
-5.72386193,1.18985485,-1.23327184,0.00361200,-0.00603378,0.32357959,-0.28831305,0.43229940,-0.47022671,0.60663161,-0.56386639,0.12165886,-0.17661700,0.03972430,-0.05604826,0.36743125,-0.45844640,0.00000000,-0.00000000
-5.71785893,1.14861795,-1.22562777,0.00303664,-0.00517561,0.31911210,-0.29906423,0.41389318,-0.45996154,0.59430807,-0.57698741,0.11059245,-0.16330777,0.03627039,-0.05164716,0.34487814,-0.43716891,0.00000000,-0.00000000
-5.71185593,1.10467655,-1.21638503,0.00253790,-0.00441399,0.31261474,-0.30826591,0.39544927,-0.44990614,0.57872501,-0.58753398,0.10055868,-0.15079716,0.03315201,-0.04763084,0.32349033,-0.41710611,0.00000000,-0.00000000
-5.70585293,1.05838388,-1.20497568,0.00210875,-0.00374301,0.30422445,-0.31570813,0.37709522,-0.43992030,0.56013802,-0.59518651,0.09157614,-0.13911636,0.03035678,-0.04397846,0.30331901,-0.39815990,0.00000000,-0.00000000
-5.69984992,1.01021080,-1.19091428,0.00174219,-0.00315614,0.29412181,-0.32121709,0.35899381,-0.42988490,0.53887309,-0.59968455,0.08366071,-0.12829103,0.02787471,-0.04066804,0.28443564,-0.38023837,0.00000000,-0.00000000
-5.69384692,0.96073516,-1.17382052,0.00143139,-0.00264647,0.28252586,-0.32466132,0.34134044,-0.41970998,0.51531764,-0.60083663,0.07682674,-0.11834287,0.02569860,-0.03767780,0.26693221,-0.36326324,0.00000000,-0.00000000
-5.68784392,0.91062757,-1.15343762,0.00116983,-0.00220694,0.26968789,-0.32595654,0.32435905,-0.40934136,0.48990994,-0.59852803,0.07108805,-0.10929101,0.02382437,-0.03498719,0.25092026,-0.34717617,0.00000000,-0.00000000
-5.68184092,0.86063425,-1.12964570,0.00095141,-0.00183052,0.25588456,-0.32506898,0.30829679,-0.39876547,0.46312733,-0.59272606,0.06645864,-0.10115317,0.02225114,-0.03257784,0.23652881,-0.33194354,0.00000000,-0.00000000
-5.67583792,0.81155793,-1.10246969,0.00077045,-0.00151036,0.24141062,-0.32201707,0.29341779,-0.38801208,0.43547396,-0.58348256,0.06295304,-0.09394654,0.02098125,-0.03043429,0.22390145,-0.31755981,0.00000000,-0.00000000
-5.66983492,0.76423781,-1.07208144,0.00062181,-0.00123991,0.22657164,-0.31687131,0.27999617,-0.37715506,0.40746842,-0.57093349,0.06058639,-0.08768837,0.02002004,-0.02854446,0.21319255,-0.30404916,0.00000000,-0.00000000
-5.66383192,0.71952928,-1.03879631,0.00050084,-0.00101302,0.21167700,-0.30975249,0.26830877,-0.36631094,0.37963203,-0.55529581,0.05937412,-0.08239626,0.01937556,-0.02689998,0.20456295,-0.29146567,0.00000000,-0.00000000
-5.65782891,0.67828443,-1.00306429,0.00040345,-0.00082401,0.19703347,-0.30082823,0.25862781,-0.35563555,0.35247794,-0.53686165,0.05933142,-0.07808823,0.01905821,-0.02549634,0.19817520,-0.27989182,0.00000000,-0.00000000
-5.65182591,0.64133384,-0.96545651,0.00032604,-0.00066770,0.18293957,-0.29030817,0.25121373,-0.34531875,0.32650167,-0.51599019,0.06047228,-0.07478239,0.01908017,-0.02433277,0.19418852,-0.26943576,0.00000000,-0.00000000
-5.64582291,0.60947024,-0.92664768,0.00026547,-0.00053941,0.16968086,-0.27843792,0.24630857,-0.33557777,0.30217316,-0.49309765,0.06280838,-0.07249643,0.01945486,-0.02341211,0.19275368,-0.26022723,0.00000000,-0.00000000
-5.63981991,0.58343438,-0.88739554,0.00021910,-0.00043501,0.15752631,-0.26549216,0.24412996,-0.32664927,0.27993057,-0.46864583,0.06634769,-0.07124692,0.02019628,-0.02274041,0.19400788,-0.25241257,0.00000000,-0.00000000
-5.63381691,0.56390329,-0.84851825,0.00018467,-0.00035087,0.14672565,-0.25176733,0.24486600,-0.31878067,0.26017582,-0.44312983,0.07109287,-0.07104830,0.02131827,-0.02232651,0.19806980,-0.24614905,0.00000000,-0.00000000
-5.62781391,0.55148095,-0.81087079,0.00016030,-0.00028384,0.13750778,-0.23757394,0.24867105,-0.31222105,0.24327173,-0.41706549,0.07703965,-0.07191183,0.02283376,-0.02218151,0.20503489,-0.24159862,0.00000000,-0.00000000
-5.62181091,0.54669116,-0.77532143,0.00014442,-0.00023122,0.13008001,-0.22322921,0.25566257,-0.30721221,0.22954067,-0.39097695,0.08417511,-0.07384438,0.02475396,-0.02231817,0.21497100,-0.23892155,0.00000000,-0.00000000
-5.61580790,0.54997238,-0.74272917,0.00013578,-0.00019074,0.12462801,-0.20905005,0.26591905,-0.30398012,0.21926436,-0.36538508,0.09247597,-0.07684722,0.02708756,-0.02275026,0.22791444,-0.23827014,0.00000000,-0.00000000
-5.60980490,0.56167435,-0.71392301,0.00013335,-0.00016048,0.12131628,-0.19534682,0.27947884,-0.30272729,0.21268453,-0.34079689,0.10190708,-0.08091482,0.02983989,-0.02349192,0.24386662,-0.23978270,0.00000000,-0.00000000
-5.60380190,0.58205580,-0.68968370,0.00013630,-0.00013888,0.12028888,-0.18241789,0.29634009,-0.30362631,0.21000415,-0.31769650,0.11242004,-0.08603373,0.03301210,-0.02455698,0.26279113,-0.24357811,0.00000000,-0.00000000
-5.59779890,0.61128313,-0.67072833,0.00014398,-0.00012465,0.12167023,-0.17054526,0.31646144,-0.30681491,0.21138876,-0.29653762,0.12395212,-0.09218159,0.03660039,-0.02595827,0.28461163,-0.24975100,0.00000000,-0.00000000
-5.59179590,0.64942958,-0.65769823,0.00015589,-0.00011676,0.12556572,-0.15999128,0.33976354,-0.31239259,0.21696768,-0.27773784,0.13642549,-0.09932633,0.04059531,-0.02770699,0.30921034,-0.25836788,0.00000000,-0.00000000
-5.58579290,0.69647451,-0.65115002,0.00017163,-0.00011439,0.13206194,-0.15099629,0.36613108,-0.32041901,0.22683471,-0.26167458,0.14974692,-0.10742566,0.04498115,-0.02981206,0.33642733,-0.26946409,0.00000000,-0.00000000
-5.57978989,0.75230259,-0.65154980,0.00019092,-0.00011692,0.14122641,-0.14377734,0.39541528,-0.33091422,0.24104813,-0.24868255,0.16380786,-0.11642675,0.04973539,-0.03227951,0.36606065,-0.28304175,0.00000000,-0.00000000
-5.57378689,0.81670273,-0.65927021,0.00021355,-0.00012386,0.15310664,-0.13852761,0.42743659,-0.34386037,0.25962995,-0.23905265,0.17848499,-0.12626628,0.05482842,-0.03511194,0.39786725,-0.29906869,0.00000000,-0.00000000
-5.56778389,0.88936673,-0.67458974,0.00023938,-0.00013485,0.16772850,-0.13541652,0.46198745,-0.35920500,0.28256408,-0.23303183,0.19364129,-0.13687071,0.06022328,-0.03830796,0.43156484,-0.31747821,0.00000000,-0.00000000
-5.56178089,0.96988759,-0.69769405,0.00026838,-0.00014964,0.18509388,-0.13459023,0.49883494,-0.37686552,0.30979376,-0.23082384,0.20912754,-0.14815691,0.06587578,-0.04186173,0.46683463,-0.33816981,0.00000000,-0.00000000
-5.55577789,1.05775773,-0.72867851,0.00030058,-0.00016804,0.20517772,-0.13617229,0.53772313,-0.39673450,0.34121808,-0.23259023,0.22478427,-0.16003302,0.07173468,-0.04576254,0.50332487,-0.36101047,0.00000000,-0.00000000
-5.54977489,1.15236737,-0.76755141,0.00033613,-0.00018998,0.22792452,-0.14026433,0.57837506,-0.41868546,0.37668800,-0.23845160,0.24044408,-0.17239952,0.07774223,-0.04999448,0.54065533,-0.38583670,0.00000000,-0.00000000
-5.54377189,1.25300330,-0.81423738,0.00037530,-0.00021541,0.25324451,-0.14694646,0.62049426,-0.44257882,0.41600202,-0.24848855,0.25593433,-0.18515053,0.08383489,-0.05453615,0.57842253,-0.41245695,0.00000000,-0.00000000
-5.53776888,1.35884864,-0.86858050,0.00041852,-0.00024436,0.28100976,-0.15627728,0.66376578,-0.46826736,0.45890185,-0.26274228,0.27108004,-0.19817518,0.08994433,-0.05936049,0.61620564,-0.44065439,0.00000000,-0.00000000
-5.53176588,1.46898385,-0.93034665,0.00046642,-0.00027693,0.31105039,-0.16829332,0.70785677,-0.49560108,0.50506856,-0.28121443,0.28570694,-0.21135909,0.09599865,-0.06443476,0.65357310,-0.47018993,0.00000000,-0.00000000
-5.52576288,1.58238960,-0.99922500,0.00051989,-0.00031332,0.34315131,-0.18300797,0.75241676,-0.52443097,0.55411951,-0.30386639,0.29964467,-0.22458586,0.10192383,-0.06972060,0.69008965,-0.50080540,0.00000000,-0.00000000
-5.51975988,1.69795192,-1.07482842,0.00058009,-0.00035379,0.37704973,-0.20040961,0.79707770,-0.55461133,0.60560654,-0.33061775,0.31272993,-0.23773849,0.10764532,-0.07517425,0.72532378,-0.53222668,0.00000000,-0.00000000
-5.51375688,1.81447009,-1.15669289,0.00064857,-0.00039876,0.41243377,-0.22045931,0.84145416,-0.58600071,0.65901579,-0.36134409,0.32480949,-0.25070078,0.11308980,-0.08074693,0.75885543,-0.56416692,0.00000000,-0.00000000
-5.50775388,1.93066761,-1.24427617,0.00072726,-0.00044882,0.44894243,-0.24308794,0.88514372,-0.61846107,0.71376958,-0.39587432,0.33574312,-0.26335856,0.11818706,-0.08638545,0.79028371,-0.59632971,0.00000000,-0.00000000
-5.50175088,2.04520655,-1.33695597,0.00081861,-0.00050472,0.48616727,-0.26819295,0.92772808,-0.65185547,0.76923056,-0.43398770,0.34540626,-0.27560084,0.12287178,-0.09203289,0.81923459,-0.62841227,0.00000000,-0.00000000
-5.49574787,2.15670536,-1.43402822,0.00092557,-0.00056750,0.52365584,-0.29563507,0.96877495,-0.68604426,0.82470837,-0.47541080,0.35369229,-0.28732086,0.12708541,-0.09762955,0.84536829,-0.66010860,0.00000000,-0.00000000
-5.48974487,2.26376018,-1.53470580,0.00105171,-0.00063850,0.56091716,-0.32523506,1.00784120,-0.72088015,0.87946893,-0.51981489,0.36051459,-0.29841694,0.13077788,-0.10311406,0.86838630,-0.69111277,0.00000000,-0.00000000
-5.48374187,2.36496931,-1.63811846,0.00120122,-0.00071941,0.59742912,-0.35677094,1.04447727,-0.75620247,0.93274625,-0.56681388,0.36580816,-0.30879333,0.13390910,-0.10842458,0.88803773,-0.72112224,0.00000000,-0.00000000
-5.47773887,2.45896060,-1.74331461,0.00137894,-0.00081236,0.63264781,-0.38997584,1.07823318,-0.79183110,0.98375672,-0.61596347,0.36953076,-0.31836095,0.13645033,-0.11350024,0.90412496,-0.74984147,0.00000000,-0.00000000
-5.47173587,2.54442091,-1.84926536,0.00159041,-0.00091995,0.66601868,-0.42453690,1.10866595,-0.82756061,1.03171544,-0.66676157,0.37166376,-0.32703814,0.13838512,-0.11828255,0.91650835,-0.77698558,0.00000000,-0.00000000
-5.46573287,2.62012702,-1.95487155,0.00184182,-0.00104533,0.69698900,-0.46009546,1.13534856,-0.86315516,1.07585426,-0.71865055,0.37221240,-0.33475134,0.13971005,-0.12271691,0.92510985,-0.80228438,0.00000000,-0.00000000
-5.45972986,2.68497682,-2.05897407,0.00213996,-0.00119224,0.72502160,-0.49624874,1.15788010,-0.89834464,1.11544083,-0.77102147,0.37120568,-0.34143587,0.14043496,-0.12675418,0.92991546,-0.82548652,0.00000000,-0.00000000
-5.45372686,2.73801978,-2.16036773,0.00249216,-0.00136506,0.74960909,-0.53255326,1.17589685,-0.93282259,1.14979809,-0.82322047,0.36869579,-0.34703674,0.14058290,-0.13035206,0.93097628,-0.84636386,0.00000000,-0.00000000
-5.44772386,2.77848537,-2.25781881,0.00290620,-0.00156879,0.77028821,-0.56853013,1.18908372,-0.96624632,1.17832347,-0.87455752,0.36475709,-0.35150948,0.14018955,-0.13347645,0.92840821,-0.86471591,0.00000000,-0.00000000
-5.44172086,2.80580817,-2.35008606,0.00339010,-0.00180911,0.78665365,-0.60367217,1.19718578,-0.99823952,1.20050689,-0.92431732,0.35948465,-0.35482103,0.13930234,-0.13610258,0.92239008,-0.88037426,0.00000000,-0.00000000
-5.43571786,2.81964848,-2.43594482,0.00395200,-0.00209230,0.79837084,-0.63745295,1.20001896,-1.02839741,1.21594681,-0.97177240,0.35299235,-0.35695058,0.13797916,-0.13821589,0.91316034,-0.89320685,0.00000000,-0.00000000
-5.42971486,2.81990729,-2.51421373,0.00459987,-0.00242523,0.80518695,-0.66933738,1.19747956,-1.05629459,1.22436371,-1.01619806,0.34541068,-0.35789051,0.13628664,-0.13981269,0.90101223,-0.90312180,0.00000000,-0.00000000
-5.42371186,2.80673472,-2.58378310,0.00534129,-0.00281524,0.80693978,-0.69879385,1.18955188,-1.08149528,1.22561012,-1.05688866,0.33688402,-0.35764707,0.13429830,-0.14090041,0.88628751,-0.91007084,0.00000000,-0.00000000
-5.41770885,2.78053112,-2.64364402,0.00618313,-0.00327003,0.80356392,-0.72530726,1.17631335,-1.10356559,1.21967682,-1.09317501,0.32756781,-0.35624100,0.13209236,-0.14149754,0.86936895,-0.91405186,0.00000000,-0.00000000
-5.41170585,2.74194065,-2.69291704,0.00713126,-0.00379748,0.79509399,-0.74839279,1.15793700,-1.12208740,1.20669482,-1.12444187,0.31762529,-0.35370795,0.12974946,-0.14163319,0.85067169,-0.91511065,0.00000000,-0.00000000
-5.40570285,2.69183722,-2.73087927,0.00819019,-0.00440548,0.78166458,-0.76760961,1.13469065,-1.13667320,1.18693290,-1.15014531,0.30722418,-0.35009855,0.12735026,-0.14134629,0.83063373,-0.91334141,0.00000000,-0.00000000
-5.39969985,2.63130307,-2.75698855,0.00936277,-0.00510166,0.76350706,-0.78257423,1.10693295,-1.14698105,1.16079071,-1.16982888,0.29653322,-0.34547817,0.12497319,-0.14068445,0.80970592,-0.90888614,0.00000000,-0.00000000
-5.39369685,2.56160089,-2.77090354,0.01064988,-0.00589313,0.74094313,-0.79297266,1.07510627,-1.15272907,1.12878777,-1.18313803,0.28571868,-0.33992630,0.12269216,-0.13970248,0.78834164,-0.90193270,0.00000000,-0.00000000
-5.38769385,2.48414035,-2.77249869,0.01205013,-0.00678623,0.71437550,-0.79857103,1.03972657,-1.15370858,1.09154866,-1.18983207,0.27494107,-0.33353548,0.12057461,-0.13846073,0.76698673,-0.89271151,0.00000000,-0.00000000
-5.38169085,2.40044049,-2.76187316,0.01355966,-0.00778613,0.68427607,-0.79922400,1.00137075,-1.14979512,1.04978516,-1.18979310,0.26435194,-0.32640989,0.11867978,-0.13702314,0.74606977,-0.88149103,0.00000000,-0.00000000
-5.37568784,2.31208938,-2.73935313,0.01517190,-0.00889661,0.65117205,-0.79488064,0.96066207,-1.14095690,1.00427592,-1.18303136,0.25409113,-0.31866344,0.11705730,-0.13545530,0.72599338,-0.86857209,0.00000000,-0.00000000
-5.36968484,2.22070285,-2.70548704,0.01687754,-0.01011968,0.61563063,-0.78558734,0.91825413,-1.12726000,0.95584466,-1.16968680,0.24428429,-0.31041764,0.11574625,-0.13382235,0.70712660,-0.85428116,0.00000000,-0.00000000
-5.36368184,2.12788385,-2.66103398,0.01866447,-0.01145534,0.57824290,-0.77148765,0.87481425,-1.10887014,0.90533770,-1.15002647,0.23504101,-0.30179907,0.11477458,-0.13218707,0.68979874,-0.83896303,0.00000000,-0.00000000
-5.35767884,2.03518406,-2.60694538,0.02051786,-0.01290130,0.53960762,-0.75281891,0.83100693,-1.08605080,0.85360174,-1.12443812,0.22645344,-0.29293674,0.11415899,-0.13060799,0.67429489,-0.82297297,0.00000000,-0.00000000
-5.35167584,1.94406915,-2.54434073,0.02242037,-0.01445277,0.50031546,-0.72990583,0.78747807,-1.05915777,0.80146276,-1.09341977,0.21859552,-0.28395935,0.11390525,-0.12913785,0.66085317,-0.80666880,0.00000000,-0.00000000
-5.34567284,1.85588890,-2.47447840,0.02435236,-0.01610236,0.46093441,-0.70315127,0.74484061,-1.02863046,0.74970678,-1.05756610,0.21152282,-0.27499258,0.11400890,-0.12782222,0.64966366,-0.79040313,0.00000000,-0.00000000
