energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.74787394,4.32190405,-2.19363251,1.80353210,-0.71569524,1.78337783,-0.16823749,0.00564746,-0.00083833,1.30491590,-0.06256832,0.00710479,-0.00700671,0.77270008,-1.38000301,0.36175472,-0.75636648,0.15642379,-0.31342722
-5.74187094,4.30232447,-2.09318356,1.78446137,-0.68274049,1.76725582,-0.16038895,0.00617793,-0.00078434,1.28554875,-0.05863850,0.00707232,-0.00647024,0.78670897,-1.31911239,0.36987834,-0.72546675,0.16217017,-0.30044121
-5.73586793,4.26809323,-1.99023337,1.75835565,-0.64899650,1.74472404,-0.15236137,0.00671889,-0.00073046,1.26122102,-0.05472381,0.00701220,-0.00596158,0.79877377,-1.25659741,0.37727781,-0.69378283,0.16767755,-0.28658502
-5.72986493,4.21991623,-1.88625126,1.72573092,-0.61499679,1.71621112,-0.14426243,0.00726389,-0.00067704,1.23240762,-0.05088169,0.00692572,-0.00548651,0.80867460,-1.19336261,0.38382461,-0.66178577,0.17285630,-0.27206356
-5.72386193,4.15866283,-1.78265689,1.68717723,-0.58125394,1.68221460,-0.13619601,0.00780591,-0.00062449,1.19962841,-0.04716504,0.00681474,-0.00505036,0.81622772,-1.13028429,0.38940585,-0.62992379,0.17761858,-0.25708587
-5.71785893,4.08532828,-1.68079161,1.64333904,-0.54824859,1.64328178,-0.12826029,0.00833751,-0.00057317,1.16343104,-0.04362126,0.00668155,-0.00465788,0.82128695,-1.06819276,0.39392498,-0.59861370,0.18188001,-0.24185990
-5.71185593,4.00099708,-1.58189342,1.59489558,-0.51641982,1.59999096,-0.12054618,0.00885102,-0.00052345,1.12437419,-0.04029145,0.00652879,-0.00431323,0.82374481,-1.00785674,0.39730228,-0.56823372,0.18556157,-0.22658743
-5.70585293,3.90680905,-1.48707595,1.54254217,-0.48615690,1.55293374,-0.11313599,0.00933866,-0.00047564,1.08301203,-0.03720982,0.00635934,-0.00401993,0.82353371,-0.94997019,0.39947536,-0.53911793,0.18859168,-0.21145955
-5.69984992,3.80392931,-1.39731175,1.48697313,-0.45779282,1.50269935,-0.10610241,0.00979275,-0.00043002,1.03988044,-0.03440333,0.00617625,-0.00378085,0.82062688,-0.89514162,0.40039946,-0.51155204,0.19090825,-0.19665265
-5.69384692,3.69352334,-1.31341988,1.42886694,-0.43159940,1.44986132,-0.09950773,0.01020590,-0.00038682,0.99548548,-0.03189147,0.00598263,-0.00359819,0.81503917,-0.84388616,0.40004784,-0.48577080,0.19246079,-0.18232511
-5.68784392,3.57673769,-1.23605781,1.36887391,-0.40778421,1.39496699,-0.09340335,0.01057118,-0.00034623,0.95029442,-0.02968625,0.00578156,-0.00347350,0.80682767,-0.79662011,0.39841205,-0.46195669,0.19321236,-0.16861475
-5.68184092,3.45468650,-1.16571729,1.30760674,-0.38648912,1.33853003,-0.08782951,0.01088234,-0.00030836,0.90472946,-0.02779239,0.00557605,-0.00340766,0.79609193,-0.75365797,0.39550211,-0.44023986,0.19314125,-0.15563697
-5.67583792,3.32844382,-1.10272408,1.24563394,-0.36779047,1.28102591,-0.08281525,0.01113395,-0.00027329,0.85916419,-0.02620761,0.00536897,-0.00340088,0.78297396,-0.71521178,0.39134677,-0.42069913,0.19224237,-0.14348376
-5.66983492,3.19904097,-1.04724091,1.18347606,-0.35170075,1.22289017,-0.07837855,0.01132153,-0.00024103,0.81392256,-0.02492307,0.00516304,-0.00345269,0.76765758,-0.68139250,0.38599350,-0.40336390,0.19052817,-0.13222331
-5.66383192,3.06746831,-0.99927342,1.12160433,-0.33817165,1.16451911,-0.07452658,0.01144175,-0.00021157,0.76928018,-0.02392396,0.00496079,-0.00356193,0.75036734,-0.65221317,0.37950848,-0.38821684,0.18802915,-0.12190043
-5.65782891,2.93468003,-0.95867877,1.06044152,-0.32709833,1.10627249,-0.07125614,0.01149245,-0.00018485,0.72546742,-0.02319013,0.00476455,-0.00372671,0.73136672,-0.62759371,0.37197634,-0.37519710,0.18479376,-0.11253747
-5.65182591,2.80160105,-0.92517620,1.00036446,-0.31832479,1.04847755,-0.06855413,0.01147273,-0.00016077,0.68267397,-0.02269685,0.00457650,-0.00394439,0.71095548,-0.60736706,0.36349969,-0.36420410,0.18088786,-0.10413575
-5.64582291,2.66913452,-0.89835963,0.94170766,-0.31165019,0.99143396,-0.06639819,0.01138298,-0.00013920,0.64105438,-0.02241563,0.00439867,-0.00421156,0.68946638,-0.59128651,0.35419839,-0.35510162,0.17639350,-0.09667746
-5.63981991,2.53816884,-0.87771164,0.88476764,-0.30683579,0.93541898,-0.06475735,0.01122484,-0.00012001,0.60073393,-0.02231506,0.00423298,-0.00452400,0.66726084,-0.57903400,0.34420842,-0.34772222,0.17140730,-0.09012777
-5.63381691,2.40958294,-0.86261884,0.82980741,-0.30361267,0.88069237,-0.06359276,0.01100118,-0.00010302,0.56181461,-0.02236172,0.00408126,-0.00487670,0.64472394,-0.57022936,0.33368044,-0.34187197,0.16603831,-0.08443727
-5.62781391,2.28424929,-0.85238819,0.77706061,-0.30168967,0.82750056,-0.06285859,0.01071602,-0.00008808,0.52438062,-0.02252108,0.00394533,-0.00526383,0.62225840,-0.56444027,0.32277797,-0.33733536,0.16040545,-0.07954441
-5.62181091,2.16303361,-0.84626437,0.72673511,-0.30076175,0.77607986,-0.06250285,0.01037437,-0.00007501,0.48850310,-0.02275837,0.00382698,-0.00567879,0.60027803,-0.56119287,0.31167513,-0.33388041,0.15463474,-0.07537814
-5.61580790,2.04679142,-0.84344765,0.67901571,-0.30051822,0.72665831,-0.06246853,0.00998213,-0.00006363,0.45424401,-0.02303950,0.00372806,-0.00611424,0.57920045,-0.55998293,0.30055402,-0.33126401,0.14885622,-0.07186038
-5.60980490,1.93636115,-0.84311235,0.63406580,-0.30065099,0.67945632,-0.06269459,0.00954592,-0.00005378,0.42165882,-0.02333187,0.00365048,-0.00656224,0.55943950,-0.56028749,0.28960186,-0.32923735,0.14320086,-0.06890854
-5.60380190,1.83255436,-0.84442559,0.59202803,-0.30086243,0.63468595,-0.06311726,0.00907288,-0.00004529,0.39079811,-0.02360515,0.00359623,-0.00701430,0.54139744,-0.56157667,0.27900779,-0.32755145,0.13779746,-0.06643786
-5.59779890,1.73614347,-0.84656590,0.55302394,-0.30087272,0.59254907,-0.06367130,0.00857051,-0.00003801,0.36170815,-0.02383200,0.00356742,-0.00746157,0.52545724,-0.56332577,0.26895962,-0.32596274,0.13276972,-0.06436359
-5.59179590,1.64784809,-0.84874165,0.51715289,-0.30042657,0.55323471,-0.06429141,0.00804648,-0.00003180,0.33443047,-0.02398862,0.00356625,-0.00789502,0.51197534,-0.56502704,0.25964046,-0.32423852,0.12823356,-0.06260308
-5.58579290,1.56832064,-0.85020861,0.48449032,-0.29929905,0.51691576,-0.06491364,0.00750841,-0.00002651,0.30900079,-0.02405533,0.00359504,-0.00830561,0.50127495,-0.56620134,0.25122560,-0.32216226,0.12429478,-0.06107752
-5.57978989,1.49813254,-0.85028657,0.45508577,-0.29730042,0.48374546,-0.06547692,0.00696375,-0.00002204,0.28544731,-0.02401690,0.00365624,-0.00868458,0.49364051,-0.56640895,0.24387949,-0.31953850,0.12104716,-0.05971361
-5.57378689,1.43776179,-0.84837436,0.42896085,-0.29427986,0.45385404,-0.06592445,0.00641958,-0.00001827,0.26378888,-0.02386282,0.00375239,-0.00902360,0.48931328,-0.56525961,0.23775324,-0.31619739,0.11857109,-0.05844491
-5.56778389,1.38758305,-0.84396291,0.40610763,-0.29012799,0.42734574,-0.06620514,0.00588252,-0.00001511,0.24403301,-0.02358750,0.00388612,-0.00931509,0.48848842,-0.56242128,0.23298252,-0.31199851,0.11693265,-0.05721296
-5.56178089,1.34786091,-0.83664611,0.38648746,-0.28477814,0.40429657,-0.06627493,0.00535855,-0.00001247,0.22617420,-0.02319022,0.00406017,-0.00955240,0.49131368,-0.55762743,0.22968612,-0.30683397,0.11618335,-0.05596825
-5.55577789,1.31874683,-0.82612888,0.37003072,-0.27820637,0.38475293,-0.06609791,0.00485300,-0.00001029,0.21019255,-0.02267511,0.00427735,-0.00973002,0.49788975,-0.55068260,0.22796505,-0.30063063,0.11636031,-0.05467081
-5.54977489,1.30028008,-0.81223247,0.35663748,-0.27043027,0.36873127,-0.06564732,0.00437043,-0.00000850,0.19605298,-0.02205097,0.00454053,-0.00984377,0.50827218,-0.54146602,0.22790243,-0.29335139,0.11748701,-0.05329068
-5.54377189,1.29239265,-0.79489668,0.34617921,-0.26150667,0.35621872,-0.06490627,0.00391463,-0.00000704,0.18370504,-0.02133102,0.00485263,-0.00989096,0.52247486,-0.52993325,0.22956385,-0.28499540,0.11957438,-0.05180810
-5.53776888,1.29491771,-0.77417899,0.33850157,-0.25152834,0.34717474,-0.06386824,0.00348860,-0.00000588,0.17308339,-0.02053262,0.00521656,-0.00987046,0.54047454,-0.51611568,0.23299835,-0.27559737,0.12262228,-0.05021353
-5.53176588,1.30760094,-0.75025081,0.33342814,-0.24061994,0.34153352,-0.06253732,0.00309456,-0.00000498,0.16410890,-0.01967694,0.00563524,-0.00978277,0.56221633,-0.50011810,0.23823979,-0.26522578,0.12662120,-0.04850740
-5.52576288,1.33011404,-0.72339094,0.33076502,-0.22893328,0.33920696,-0.06092813,0.00273399,-0.00000432,0.15669039,-0.01878864,0.00611148,-0.00962999,0.58761953,-0.48211433,0.24530838,-0.25398028,0.13155399,-0.04669979
-5.51975988,1.36206913,-0.69397671,0.33030600,-0.21664226,0.34008796,-0.05906553,0.00240768,-0.00000388,0.15072678,-0.01789561,0.00664795,-0.00941582,0.61658339,-0.46234119,0.25421233,-0.24198829,0.13739764,-0.04480995
-5.51375688,1.40303307,-0.66247313,0.33183807,-0.20393762,0.34405378,-0.05698408,0.00211579,-0.00000364,0.14610965,-0.01702866,0.00724707,-0.00914540,0.64899223,-0.44109119,0.26494929,-0.22940102,0.14412480,-0.04286562
-5.50775388,1.45254042,-0.62942064,0.33514706,-0.19102171,0.35096901,-0.05472726,0.00185792,-0.00000362,0.14272597,-0.01622132,0.00791088,-0.00882522,0.68471954,-0.41870407,0.27750747,-0.21638901,0.15170506,-0.04090241
-5.50175088,1.51010408,-0.59542194,0.34002288,-0.17810358,0.36068813,-0.05234654,0.00163319,-0.00000381,0.14046088,-0.01550975,0.00864093,-0.00846290,0.72363049,-0.39555780,0.29186617,-0.20313748,0.16010581,-0.03896308
-5.49574787,1.57522267,-0.56112853,0.34626443,-0.16539442,0.37305724,-0.04990037,0.00144033,-0.00000422,0.13920041,-0.01493262,0.00943805,-0.00806699,0.76558265,-0.37205921,0.30799574,-0.18984161,0.16929265,-0.03709677
-5.48974487,1.64738410,-0.52722735,0.35368366,-0.15310361,0.38791494,-0.04745297,0.00127773,-0.00000488,0.13883391,-0.01453111,0.01030222,-0.00764678,0.81042471,-0.34863479,0.32585673,-0.17670201,0.17922926,-0.03535829
-5.48374187,1.72606510,-0.49442807,0.36210866,-0.14143533,0.40509232,-0.04507323,0.00114352,-0.00000583,0.13925623,-0.01434893,0.01123235,-0.00721202,0.85799307,-0.32572189,0.34539838,-0.16392039,0.18987683,-0.03380743
-5.47773887,1.81072681,-0.46345135,0.37138579,-0.13058597,0.42441202,-0.04283345,0.00103565,-0.00000709,0.14036940,-0.01443241,0.01222607,-0.00677272,0.90810680,-0.30376057,0.36655645,-0.15169581,0.20119297,-0.03250827
-5.47173587,1.90080694,-0.43501830,0.38138065,-0.12074211,0.44568661,-0.04080828,0.00095192,-0.00000871,0.14208397,-0.01483050,0.01327952,-0.00633891,0.96056090,-0.28318638,0.38925056,-0.14022132,0.21313029,-0.03152858
-5.46573287,1.99570946,-0.40984126,0.39197811,-0.11207922,0.46871646,-0.03907354,0.00089006,-0.00001076,0.14431974,-0.01559477,0.01438720,-0.00592044,1.01511883,-0.26442416,0.41338128,-0.12968129,0.22563477,-0.03093919
-5.45972986,2.09479300,-0.38861589,0.40308128,-0.10476084,0.49328744,-0.03770522,0.00084776,-0.00001330,0.14700625,-0.01677937,0.01554183,-0.00552681,1.07150475,-0.24788284,0.43882728,-0.12024927,0.23864399,-0.03081340
-5.45372686,2.19735940,-0.37201446,0.41460992,-0.09893823,0.51916881,-0.03677843,0.00082270,-0.00001639,0.15008269,-0.01844077,0.01673421,-0.00516695,1.12939639,-0.23395138,0.46544277,-0.11208646,0.25208552,-0.03122632
-5.44772386,2.30264388,-0.36068014,0.42649814,-0.09475029,0.54611157,-0.03636650,0.00081259,-0.00002012,0.15349759,-0.02063744,0.01795326,-0.00484915,1.18841930,-0.22299542,0.49305571,-0.10534067,0.26587566,-0.03225423
-5.44172086,2.40980857,-0.35522194,0.43869203,-0.09232364,0.57384785,-0.03654002,0.00081517,-0.00002459,0.15720829,-0.02342923,0.01918604,-0.00458093,1.24814345,-0.21535488,0.52146699,-0.10014570,0.27991851,-0.03397379
-5.43571786,2.51794050,-0.35620998,0.45114710,-0.09177268,0.60209136,-0.03736592,0.00082825,-0.00002989,0.16118015,-0.02687659,0.02041788,-0.00436890,1.30808273,-0.21134195,0.55045091,-0.09662111,0.29410586,-0.03646114
-5.42971486,2.62605534,-0.36417079,0.46382610,-0.09319954,0.63053939,-0.03890651,0.00084975,-0.00003612,0.16538577,-0.03103956,0.02163262,-0.00421877,1.36769810,-0.21123945,0.57975714,-0.09487204,0.30831769,-0.03979089
-5.42371186,2.73310752,-0.37958232,0.47669708,-0.09669374,0.65887627,-0.04121851,0.00087764,-0.00004340,0.16980412,-0.03597644,0.02281294,-0.00413522,1.42640450,-0.21529933,0.60911433,-0.09498933,0.32242362,-0.04403488
-5.41770885,2.83800682,-0.40286832,0.48973207,-0.10233156,0.68677846,-0.04435203,0.00091004,-0.00005185,0.17441971,-0.04174227,0.02394073,-0.00412191,1.48358184,-0.22374100,0.63823520,-0.09704943,0.33628512,-0.04926080
-5.41170585,2.93964121,-0.43439207,0.50290633,-0.11017501,0.71392104,-0.04834945,0.00094516,-0.00006158,0.17922184,-0.04838715,0.02499761,-0.00418142,1.53858951,-0.23674949,0.66682321,-0.10111435,0.34975851,-0.05553063
-5.40570285,3.03690495,-0.47444922,0.51619806,-0.12027044,0.73998528,-0.05324432,0.00098139,-0.00007273,0.18420383,-0.05595428,0.02596545,-0.00431524,1.59078424,-0.25447312,0.69458026,-0.10723137,0.36269868,-0.06289894
-5.39969985,3.12873056,-0.52326001,0.52958867,-0.13264675,0.76466708,-0.05906019,0.00101724,-0.00008542,0.18936232,-0.06447799,0.02682693,-0.00452372,1.63954016,-0.27702095,0.72121538,-0.11543256,0.37496323,-0.07141104
-5.39369685,3.21412279,-0.58096082,0.54306323,-0.14731341,0.78768561,-0.06580950,0.00105141,-0.00009979,0.19469656,-0.07398171,0.02756616,-0.00480611,1.68427009,-0.30445967,0.74645358,-0.12573406,0.38641686,-0.08110109
-5.38769385,3.29219249,-0.64759556,0.55661109,-0.16425822,0.80879171,-0.07349252,0.00108277,-0.00011598,0.20020767,-0.08447599,0.02816920,-0.00516048,1.72444697,-0.33681031,0.77004468,-0.13813521,0.39693585,-0.09199025
-5.38169085,3.36218804,-0.72310715,0.57022623,-0.18344511,0.82777551,-0.08209634,0.00111039,-0.00013414,0.20589776,-0.09595669,0.02862465,-0.00558379,1.75962385,-0.37404469,0.79177130,-0.15261745,0.40641209,-0.10408480
-5.37568784,3.42352220,-0.80732955,0.58390730,-0.20481197,0.84447264,-0.09159422,0.00113356,-0.00015440,0.21176895,-0.10840339,0.02892404,-0.00607182,1.78945134,-0.41608195,0.81145568,-0.16914309,0.41475672,-0.11737455
-5.36968484,3.47579219,-0.89998089,0.59765707,-0.22826883,0.85876868,-0.10194495,0.00115177,-0.00017695,0.21782227,-0.12177815,0.02906224,-0.00661930,1.81369121,-0.46278527,0.82896471,-0.18765415,0.42190283,-0.13183141
-5.36368184,3.51879150,-1.00065820,0.61148106,-0.25369635,0.87060134,-0.11309276,0.00116475,-0.00020193,0.22405635,-0.13602472,0.02903766,-0.00721988,1.83222512,-0.51395907,0.84421289,-0.20807109,0.42780731,-0.14740833
-5.35767884,3.55251222,-1.10883416,0.62538541,-0.28094494,0.87996035,-0.12496742,0.00117241,-0.00022955,0.23046596,-0.15106823,0.02885239,-0.00786622,1.84505791,-0.56934682,0.85716294,-0.23029181,0.43245149,-0.16403862
-5.35167584,3.57713746,-1.22385625,0.63937386,-0.30983453,0.88688474,-0.13748482,0.00117491,-0.00025998,0.23704054,-0.16681538,0.02851218,-0.00855012,1.85231493,-0.62862979,0.86782397,-0.25419076,0.43584062,-0.18163576
-5.34567284,3.59302398,-1.34494871,0.65344410,-0.34015501,0.89145790,-0.15054800,0.00117258,-0.00029344,0.24376258,-0.18315534,0.02802622,-0.00926266,1.85423347,-0.69142688,0.87624730,-0.27961837,0.43800224,-0.20009366
-5.33966983,3.60067603,-1.47121748,0.66758346,-0.37166759,0.89380044,-0.16404856,0.00116596,-0.00033017,0.25060618,-0.19996109,0.02740693,-0.00999433,1.85114881,-0.75729557,0.88252019,-0.30640088,0.43898351,-0.21928750
