energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.29764882,1.43618573,0.17598690,1.11547435,0.00253527,0.02118975,0.00003422,0.21786133,0.14127972,0.05690413
-5.29164582,1.36651668,0.16908593,1.06239029,0.00247053,0.01967556,0.00003777,0.20666100,0.13424989,0.05461140
-5.28564282,1.29768918,0.16259756,1.00946938,0.00242338,0.01832546,0.00004306,0.19583572,0.12710509,0.05240632
-5.27963982,1.23053412,0.15669442,0.95723215,0.00239625,0.01716850,0.00005031,0.18558806,0.11995044,0.05034000
-5.27363682,1.16591443,0.15156783,0.90621832,0.00239241,0.01623386,0.00005981,0.17613046,0.11289819,0.04846765
-5.26763382,1.10471411,0.14742566,0.85697883,0.00241591,0.01555087,0.00007189,0.16768276,0.10606550,0.04684802
-5.26163082,1.04782797,0.14448989,0.81006862,0.00247146,0.01514911,0.00008694,0.16046971,0.09957246,0.04554277
-5.25562781,0.99615190,0.14299386,0.76604001,0.00256430,0.01505839,0.00010537,0.15471841,0.09354013,0.04461572
-5.24962481,0.95057344,0.14317917,0.72543664,0.00270012,0.01530874,0.00012767,0.15065568,0.08808886,0.04413205
-5.24362181,0.91196231,0.14529207,0.68878778,0.00288484,0.01593037,0.00015433,0.14850516,0.08333674,0.04415729
-5.23761881,0.88116063,0.14957934,0.65660277,0.00312451,0.01695337,0.00018590,0.14848429,0.07939825,0.04475622
-5.23161581,0.85897246,0.15628366,0.62936545,0.00342507,0.01840749,0.00022293,0.15080086,0.07638303,0.04599159
-5.22561281,0.84615239,0.16563833,0.60752838,0.00379222,0.02032157,0.00026600,0.15564923,0.07439476,0.04792272
-5.21960980,0.84339304,0.17786136,0.59150667,0.00423119,0.02272295,0.00031567,0.16320622,0.07353012,0.05060394
-5.21360680,0.85131150,0.19314909,0.58167151,0.00474654,0.02563669,0.00037252,0.17362647,0.07387767,0.05408296
-5.20760380,0.87043474,0.21166923,0.57834332,0.00534196,0.02908461,0.00043707,0.18703766,0.07551683,0.05839909
-5.20160080,0.90118434,0.23355372,0.58178468,0.00602006,0.03308429,0.00050981,0.20353531,0.07851664,0.06358149
-5.19559780,0.94386103,0.25889133,0.59219332,0.00678220,0.03764790,0.00059117,0.22317766,0.08293454,0.06964743
-5.18959480,0.99862962,0.28772052,0.60969534,0.00762836,0.04278108,0.00068151,0.24598056,0.08881504,0.07660062
-5.18359180,1.06550512,0.32002269,0.63433922,0.00855692,0.04848177,0.00078113,0.27191273,0.09618832,0.08442975
-5.17758879,1.14434088,0.35571624,0.66609087,0.00956469,0.05473916,0.00089019,0.30089170,0.10506884,0.09310729
-5.17158579,1.23481965,0.39465183,0.70483019,0.01064678,0.06153274,0.00100880,0.33278055,0.11545399,0.10258857
-5.16558279,1.33644842,0.43660908,0.75034965,0.01179665,0.06883166,0.00113693,0.36738589,0.12732293,0.11281140
-5.15957979,1.44855789,0.48129520,0.80235508,0.01300623,0.07659424,0.00127448,0.40445735,0.14063566,0.12369600
-5.15357679,1.57030705,0.52834573,0.86046907,0.01426603,0.08476792,0.00142123,0.44368860,0.15533244,0.13514565
-5.14757379,1.70069354,0.57732774,0.92423712,0.01556535,0.09328954,0.00157689,0.48472041,0.17133376,0.14704777
-5.14157079,1.83856973,0.62774545,0.99313641,0.01689261,0.10208604,0.00174111,0.52714547,0.18854077,0.15927566
-5.13556778,1.98266447,0.67904848,1.06658717,0.01823565,0.11107558,0.00191350,0.57051535,0.20683644,0.17169071
-5.12956478,2.13161002,0.73064251,1.14396633,0.01958214,0.12016907,0.00209361,0.61434916,0.22608736,0.18414519
-5.12356178,2.28397334,0.78190213,1.22462276,0.02091997,0.12927213,0.00228105,0.65814394,0.24614624,0.19648541
-5.11755878,2.43829064,0.83218561,1.30789365,0.02223771,0.13828728,0.00247543,0.70138642,0.26685509,0.20855526
-5.11155578,2.59310370,0.88085102,1.39312117,0.02352500,0.14711645,0.00267642,0.74356566,0.28804887,0.22019983
-5.10555278,2.74699638,0.92727313,1.47966855,0.02477297,0.15566366,0.00288378,0.78418624,0.30955969,0.23126927
-5.09954977,2.89862973,0.97086042,1.56693465,0.02597458,0.16383763,0.00309736,0.82278130,0.33122111,0.24162239
-5.09354677,3.04677361,1.01107155,1.65436628,0.02712484,0.17155443,0.00331714,0.85892501,0.35287255,0.25113012
-5.08754377,3.19033351,1.04743047,1.74146734,0.02822106,0.17873985,0.00354318,0.89224379,0.37436347,0.25967857
-5.08154077,3.32837082,1.07953952,1.82780420,0.02926288,0.18533146,0.00377568,0.92242579,0.39555704,0.26717160
-5.07553777,3.46011543,1.10708993,1.91300696,0.03025221,0.19128022,0.00401490,0.94922814,0.41633311,0.27353280
-5.06953477,3.58497001,1.12986906,1.99676625,0.03119310,0.19655158,0.00426117,0.97248169,0.43659021,0.27870675
-5.06353177,3.70250541,1.14776421,2.07882572,0.03209140,0.20112594,0.00451481,0.99209273,0.45624655,0.28265962
-5.05752876,3.81244760,1.16076258,2.15897064,0.03295443,0.20499855,0.00477611,1.00804196,0.47523965,0.28537902
-5.05152576,3.91465672,1.16894750,2.23701316,0.03379041,0.20817870,0.00504528,1.02038038,0.49352482,0.28687319
-5.04552276,4.00909958,1.17249107,2.31277524,0.03460792,0.21068836,0.00532230,1.02922252,0.51107241,0.28716952
-5.03951976,4.09581726,1.17164347,2.38607033,0.03541529,0.21256027,0.00560695,1.03473733,0.52786396,0.28631257
-5.03351676,4.17488982,1.16671969,2.45668512,0.03621992,0.21383560,0.00589868,1.03713714,0.54388758,0.28436163
-5.02751376,4.24640051,1.15808409,2.52436272,0.03702768,0.21456136,0.00619655,1.03666532,0.55913270,0.28138797
-5.02151076,4.31040186,1.14613379,2.58878865,0.03784231,0.21478758,0.00649919,1.03358331,0.57358468,0.27747202
-5.01550775,4.36688595,1.13128163,2.64958089,0.03866494,0.21456457,0.00680472,1.02815772,0.58721958,0.27270039
-5.00950475,4.41576119,1.11393959,2.70628502,0.03949367,0.21394028,0.00711080,1.02064815,0.59999956,0.26716309
-5.00350175,4.45683717,1.09450354,2.75837535,0.04032336,0.21295807,0.00741454,1.01129638,0.61186924,0.26095095
-4.99749875,4.48981914,1.07333991,2.80526241,0.04114551,0.21165479,0.00771257,1.00031760,0.62275336,0.25415338
-4.99149575,4.51431277,1.05077508,2.84630684,0.04194834,0.21005953,0.00800109,0.98789389,0.63255600,0.24685645
-4.98549275,4.52983918,1.02708778,2.88083944,0.04271704,0.20819289,0.00827592,0.97417048,0.64116156,0.23914152
-4.97948974,4.53585979,1.00250487,2.90818655,0.04343419,0.20606695,0.00853263,0.95925473,0.64843747,0.23108423
-4.97348674,4.53180972,0.97720042,2.92769956,0.04408032,0.20368581,0.00876662,0.94321786,0.65423864,0.22275402
-4.96748374,4.51713773,0.95129810,2.93878723,0.04463464,0.20104671,0.00897331,0.92609924,0.65841331,0.21421402
-4.96148074,4.49135062,0.92487641,2.94094901,0.04507580,0.19814168,0.00914826,0.90791279,0.66081025,0.20552135
-4.95547774,4.45405928,0.89797630,2.93380750,0.04538278,0.19495946,0.00928731,0.88865505,0.66128663,0.19672766
-4.94947474,4.40502347,0.87061068,2.91713822,0.04553577,0.19148771,0.00938681,0.86831437,0.65971627,0.18787995
-4.94347174,4.34419274,0.84277491,2.89089491,0.04551701,0.18771525,0.00944369,0.84688052,0.65599772,0.17902147
-4.93746873,4.27174050,0.81445777,2.85522865,0.04531165,0.18363425,0.00945565,0.82435407,0.65006171,0.17019268
-4.93146573,4.18808924,0.78565204,2.81049959,0.04490839,0.17924219,0.00942124,0.80075508,0.64187739,0.16143221
-4.92546273,4.09392488,0.75636415,2.75728024,0.04430010,0.17454345,0.00933996,0.77613029,0.63145716,0.15277763
-4.91945973,3.99019911,0.72662226,2.69634996,0.04348418,0.16955048,0.00921231,0.75055863,0.61885955,0.14426610
-4.91345673,3.87811925,0.69648243,2.62868051,0.04246282,0.16428451,0.00903980,0.72415462,0.60419020,0.13593486
-4.90745373,3.75912574,0.66603263,2.55541309,0.04124301,0.15877567,0.00882490,0.69706949,0.58760060,0.12782138
-4.90145073,3.63485824,0.63539429,2.47782779,0.03983641,0.15306262,0.00857105,0.66949003,0.56928495,0.11996338
-4.89544772,3.50711176,0.60472172,2.39730678,0.03825898,0.14719172,0.00828246,0.64163528,0.54947509,0.11239853
-4.88944472,3.37778499,0.57419935,2.31529272,0.03653050,0.14121576,0.00796409,0.61375138,0.52843388,0.10516408
-4.88344172,3.24882314,0.54403718,2.23324428,0.03467398,0.13519240,0.00762142,0.58610479,0.50644742,0.09829616
-4.87743872,3.12215820,0.51446482,2.15259072,0.03271487,0.12918238,0.00726033,0.55897446,0.48381647,0.09182915
-4.87143572,2.99964927,0.48572459,2.07468762,0.03068030,0.12324767,0.00688689,0.53264342,0.46084763,0.08579485
-4.86543272,2.88302578,0.45806413,2.00077540,0.02859827,0.11744957,0.00650720,0.50739013,0.43784459,0.08022175
-4.85942971,2.77383620,0.43172891,1.93194270,0.02649685,0.11184699,0.00612722,0.48348028,0.41510000,0.07513426
-4.85342671,2.67340429,0.40695519,1.86909580,0.02440339,0.10649489,0.00575258,0.46115926,0.39288826,0.07055213
-4.84742371,2.58279486,0.38396365,1.81293549,0.02234388,0.10144299,0.00538848,0.44064576,0.37145943,0.06648988
-4.84142071,2.50279003,0.36295397,1.76394194,0.02034237,0.09673477,0.00503952,0.42212673,0.35103463,0.06295654
-4.83541771,2.43387691,0.34410065,1.72236829,0.01842049,0.09240684,0.00470965,0.40575377,0.33180285,0.05995540
-4.82941471,2.37624657,0.32754990,1.68824257,0.01659714,0.08848852,0.00440208,0.39164117,0.31391924,0.05748406
-4.82341171,2.32980397,0.31341784,1.66137797,0.01488832,0.08500185,0.00411927,0.37986529,0.29750478,0.05553458
-4.81740870,2.29418785,0.30178966,1.64139046,0.01330700,0.08196171,0.00386292,0.37046540,0.28264717,0.05409378
-4.81140570,2.26879921,0.29271980,1.62772286,0.01186322,0.07937618,0.00363396,0.36344559,0.26940268,0.05314369
-4.80540270,2.25283651,0.28623273,1.61967402,0.01056424,0.07724705,0.00343266,0.35877751,0.25779879,0.05266206
-4.79939970,2.24533576,0.28232425,1.61643172,0.00941473,0.07557034,0.00325861,0.35640375,0.24783721,0.05262291
-4.79339670,2.24521329,0.28096294,1.61710758,0.00841706,0.07433688,0.00311088,0.35624144,0.23949714,0.05299711
-4.78739370,2.25130913,0.28209178,1.62077251,0.00757164,0.07353281,0.00298807,0.35818582,0.23273851,0.05375298
-4.78139070,2.26242892,0.28562942,1.62649113,0.00687724,0.07313998,0.00288839,0.36211360,0.22750491,0.05485673
-4.77538769,2.27738250,0.29147134,1.63335359,0.00633125,0.07313635,0.00280976,0.36788583,0.22372615,0.05627294
-4.76938469,2.29501779,0.29949059,1.64050364,0.00593004,0.07349617,0.00274994,0.37535020,0.22132036,0.05796496
-4.76338169,2.31424857,0.30953829,1.64716195,0.00566913,0.07419015,0.00270655,0.38434273,0.22019554,0.05989510
-4.75737869,2.33407554,0.32144384,1.65264381,0.00554340,0.07518553,0.00267717,0.39468885,0.22025061,0.06202496
-4.75137569,2.35360029,0.33501502,1.65637095,0.00554722,0.07644610,0.00265943,0.40620393,0.22137608,0.06431548
-4.74537269,2.37203225,0.35003822,1.65787725,0.00567447,0.07793226,0.00265102,0.41869348,0.22345442,0.06672714
-4.73936968,2.38868918,0.36627887,1.65680870,0.00591856,0.07960116,0.00264975,0.43195313,0.22636026,0.06922004
-4.73336668,2.40299205,0.38348239,1.65291809,0.00627240,0.08140687,0.00265359,0.44576872,0.22996060,0.07175407
-4.72736368,2.41445562,0.40137582,1.64605517,0.00672825,0.08330079,0.00266067,0.45991661,0.23411526,0.07428914
-4.72136068,2.42267589,0.41967025,1.63615349,0.00727768,0.08523213,0.00266934,0.47416454,0.23867753,0.07678549
-4.71535768,2.42731610,0.43806430,1.62321486,0.00791138,0.08714869,0.00267813,0.48827313,0.24349541,0.07920407
-4.70935468,2.42809273,0.45624851,1.60729279,0.00861910,0.08899776,0.00268580,0.50199830,0.24841323,0.08150716
-4.70335168,2.42476287,0.47391085,1.58847607,0.00938952,0.09072726,0.00269135,0.51509446,0.25327391,0.08365901
-4.69734867,2.41711416,0.49074304,1.56687367,0.01021021,0.09228698,0.00269401,0.52731878,0.25792171,0.08562665
-4.69134567,2.40495821,0.50644756,1.54260185,0.01106767,0.09362998,0.00269328,0.53843611,0.26220547,0.08738078
-4.68534267,2.38812808,0.52074526,1.51577423,0.01194736,0.09471395,0.00268897,0.54822471,0.26598223,0.08889677
-4.67933967,2.36647996,0.53338292,1.48649540,0.01283387,0.09550272,0.00268117,0.55648228,0.26912105,0.09015559
-4.67333667,2.33989898,0.54414077,1.45485819,0.01371109,0.09596742,0.00267033,0.56303228,0.27150684,0.09114481
-4.66733367,2.30830841,0.55283925,1.42094455,0.01456255,0.09608772,0.00265730,0.56772995,0.27304408,0.09185947
-4.66133067,2.27168160,0.55934492,1.38482972,0.01537170,0.09585266,0.00264332,0.57046785,0.27366016,0.09230277
-4.65532766,2.23005548,0.56357498,1.34658908,0.01612235,0.09526121,0.00263014,0.57118053,0.27330814,0.09248665
-4.64932466,2.18354437,0.56550015,1.30630704,0.01679904,0.09432254,0.00261995,0.56984799,0.27196888,0.09243206
-4.64332166,2.13235297,0.56514578,1.26408699,0.01738752,0.09305585,0.00261552,0.56649776,0.26965225,0.09216898
