energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up
-5.31565783,3.51483700,0.25983461,2.01897658,0.00069427,0.14825207,0.70404932,0.72614216,0.00824030,0.88052083
-5.30965483,3.55598533,0.26207750,2.05385752,0.00067491,0.15029820,0.70914746,0.72829511,0.00865529,0.88039057
-5.30365183,3.58449158,0.26375674,2.08046312,0.00065487,0.15193253,0.71285799,0.72801247,0.00905256,0.87776578
-5.29764882,3.59996885,0.26486995,2.09838852,0.00063407,0.15314006,0.71514785,0.72530804,0.00942613,0.87272015
-5.29164582,3.60214576,0.26540851,2.10733463,0.00061244,0.15390613,0.71597016,0.72021071,0.00977008,0.86532886
-5.28564282,3.59087184,0.26535718,2.10711466,0.00058999,0.15421637,0.71526488,0.71276415,0.01007860,0.85566654
-5.27963982,3.56612418,0.26469446,2.09765979,0.00056674,0.15405707,0.71296153,0.70302700,0.01034619,0.84380678
-5.27363682,3.52801519,0.26339372,2.07902365,0.00054279,0.15341565,0.70898373,0.69107364,0.01056775,0.82982316
-5.26763382,3.47680089,0.26142510,2.05138542,0.00051825,0.15228150,0.70325537,0.67699541,0.01073876,0.81379169
-5.26163082,3.41288896,0.25875791,2.01505127,0.00049328,0.15064692,0.69570790,0.66090202,0.01085540,0.79579439
-5.25562781,3.33684583,0.25536361,1.97045382,0.00046807,0.14850820,0.68628855,0.64292313,0.01091470,0.77592364
-5.24962481,3.24940162,0.25121893,1.91814922,0.00044284,0.14586678,0.67496861,0.62320972,0.01091463,0.75428697
-5.24362181,3.15145222,0.24630916,1.85881176,0.00041784,0.14273033,0.66175154,0.60193517,0.01085427,0.73101189
-5.23761881,3.04405745,0.24063118,1.79322568,0.00039334,0.13911375,0.64668015,0.57929569,0.01073379,0.70625017
-5.23161581,2.92843472,0.23419626,1.72227419,0.00036964,0.13503994,0.62984249,0.55551007,0.01055456,0.68018134
-5.22561281,2.80594778,0.22703226,1.64692571,0.00034705,0.13054033,0.61137604,0.53081846,0.01031915,0.65301502
-5.21960980,2.67809025,0.21918520,1.56821764,0.00032592,0.12565514,0.59146987,0.50548027,0.01003126,0.62499175
-5.21360680,2.54646425,0.21072009,1.48723780,0.00030662,0.12043320,0.57036465,0.47977104,0.00969571,0.59638232
-5.20760380,2.41275452,0.20172100,1.40510430,0.00028955,0.11493153,0.54835044,0.45397843,0.00931832,0.56748542
-5.20160080,2.27869880,0.19229020,1.32294411,0.00027511,0.10921451,0.52576238,0.42839740,0.00890577,0.53862370
-5.19559780,2.14605542,0.18254674,1.24187129,0.00026376,0.10335277,0.50297449,0.40332473,0.00846547,0.51013853
-5.18959480,2.01656942,0.17262420,1.16296539,0.00025598,0.09742182,0.48039185,0.37905323,0.00800540,0.48238353
-5.18359180,1.89193823,0.16266803,1.08725078,0.00025228,0.09150054,0.45844160,0.35586567,0.00753388,0.45571724
-5.17758879,1.77377843,0.15283233,1.01567764,0.00025318,0.08566941,0.43756307,0.33402890,0.00705945,0.43049544
-5.17158579,1.66359455,0.14327652,0.94910506,0.00025924,0.08000889,0.41819759,0.31378824,0.00659062,0.40706314
-5.16558279,1.56275118,0.13416176,0.88828689,0.00027105,0.07459763,0.40077825,0.29536249,0.00613574,0.38574697
-5.15957979,1.47244908,0.12564745,0.83386053,0.00028918,0.06951088,0.38572005,0.27893960,0.00570281,0.36684792
-5.15357679,1.39370589,0.11788781,0.78633893,0.00031424,0.06481901,0.37341076,0.26467333,0.00529931,0.35063497
-5.14757379,1.32734187,0.11102864,0.74610584,0.00034679,0.06058621,0.36420255,0.25268079,0.00493214,0.33733957
-5.14157079,1.27397061,0.10520444,0.71341420,0.00038739,0.05686935,0.35840476,0.24304107,0.00460741,0.32715124
-5.13556778,1.23399458,0.10053567,0.68838738,0.00043654,0.05371713,0.35627763,0.23579478,0.00433043,0.32021416
-5.12956478,1.20760509,0.09712647,0.67102311,0.00049467,0.05116932,0.35802720,0.23094458,0.00410561,0.31662492
-5.12356178,1.19478609,0.09506257,0.66119951,0.00056212,0.04925630,0.36380115,0.22845647,0.00393640,0.31643116
-5.11755878,1.19532129,0.09440954,0.65868293,0.00063912,0.04799872,0.37368558,0.22826176,0.00382524,0.31963105
-5.11155578,1.20880374,0.09521128,0.66313717,0.00072576,0.04740727,0.38770265,0.23025965,0.00377359,0.32617353
-5.10555278,1.23464746,0.09748877,0.67413365,0.00082196,0.04748259,0.40580887,0.23432015,0.00378184,0.33595906
-5.09954977,1.27210040,0.10123909,0.69116215,0.00092746,0.04821530,0.42789416,0.24028720,0.00384937,0.34884086
-5.09354677,1.32025850,0.10643462,0.71364200,0.00104177,0.04958608,0.45378150,0.24798209,0.00397456,0.36462644
-5.08754377,1.37808052,0.11302264,0.74093342,0.00116420,0.05156578,0.48322727,0.25720674,0.00415474,0.38307951
-5.08154077,1.44440363,0.12092518,0.77234900,0.00129383,0.05411573,0.51592242,0.26774717,0.00438633,0.40392218
-5.07553777,1.51795984,0.13003924,0.80716528,0.00142951,0.05718795,0.55149447,0.27937679,0.00466480,0.42683747
-5.06953477,1.59739345,0.14023761,0.84463448,0.00156986,0.06072569,0.58951063,0.29185973,0.00498476,0.45147232
-5.06353177,1.68127997,0.15137007,0.88399651,0.00171328,0.06466391,0.62948216,0.30495427,0.00534008,0.47744118
-5.05752876,1.76814664,0.16326527,0.92449136,0.00185801,0.06893006,0.67087020,0.31841618,0.00572395,0.50433023
-5.05152576,1.85649497,0.17573329,0.96537192,0.00200212,0.07344499,0.71309309,0.33200227,0.00612901,0.53170243
-5.04552276,1.94482550,0.18856879,1.00591735,0.00214358,0.07812413,0.75553547,0.34547412,0.00654752,0.55910358
-5.03951976,2.03166469,0.20155495,1.04544686,0.00228029,0.08287881,0.79755899,0.35860197,0.00697152,0.58606924
-5.03351676,2.11559395,0.21446794,1.08333394,0.00241016,0.08761793,0.83851467,0.37116881,0.00739303,0.61213267
-5.02751376,2.19528016,0.22708201,1.11902060,0.00253114,0.09224971,0.87775661,0.38297470,0.00780424,0.63683367
-5.02151076,2.26950716,0.23917493,1.15203143,0.00264130,0.09668374,0.91465693,0.39384113,0.00819774,0.65972815
-5.01550775,2.33720734,0.25053379,1.18198703,0.00273888,0.10083306,0.94862127,0.40361546,0.00856674,0.68039818
-5.00950475,2.39749196,0.26096071,1.20861614,0.00282235,0.10461639,0.97910456,0.41217515,0.00890530,0.69846229
-5.00350175,2.44967922,0.27027852,1.23176604,0.00289044,0.10796023,1.00562640,0.41943171,0.00920850,0.71358547
-4.99749875,2.49331842,0.27833594,1.25141049,0.00294223,0.11080099,1.02778542,0.42533414,0.00947263,0.72548876
-4.99149575,2.52820902,0.28501216,1.26765464,0.00297711,0.11308679,1.04527200,0.42987159,0.00969536,0.73395763
-4.98549275,2.55441320,0.29022059,1.28073636,0.00299487,0.11477910,1.05787870,0.43307513,0.00987583,0.73884905
-4.97948974,2.57226083,0.29391146,1.29102350,0.00299565,0.11585392,1.06550793,0.43501839,0.01001468,0.74009667
-4.97348674,2.58234596,0.29607334,1.29900687,0.00297996,0.11630256,1.06817637,0.43581694,0.01011412,0.73771387
-4.96748374,2.58551435,0.29673327,1.30528867,0.00294864,0.11613193,1.06601577,0.43562625,0.01017782,0.73179442
-4.96148074,2.58284190,0.29595559,1.31056657,0.00290287,0.11536432,1.05927004,0.43463833,0.01021082,0.72251055
-4.95547774,2.57560421,0.29383943,1.31561358,0.00284406,0.11403661,1.04828855,0.43307691,0.01021941,0.71010858
-4.94947474,2.56523816,0.29051497,1.32125429,0.00277384,0.11219904,1.03351589,0.43119137,0.01021085,0.69490198
-4.94347174,2.55329644,0.28613859,1.32833820,0.00269399,0.10991343,1.01547829,0.42924954,0.01019318,0.67726228
-4.93746873,2.54139677,0.28088719,1.33771081,0.00260640,0.10725109,0.99476727,0.42752962,0.01017492,0.65760803
-4.93146573,2.53116747,0.27495172,1.35018379,0.00251295,0.10429030,0.97202114,0.42631146,0.01016472,0.63639223
-4.92546273,2.52419146,0.26853046,1.36650497,0.00241550,0.10111371,0.94790491,0.42586755,0.01017112,0.61408879
-4.91945973,2.52195090,0.26182210,1.38732968,0.00231584,0.09780546,0.92308954,0.42645406,0.01020218,0.59117851
-4.91345673,2.52577457,0.25501899,1.41319417,0.00221557,0.09444848,0.89823118,0.42830226,0.01026518,0.56813506
-4.90745373,2.53679009,0.24830088,1.44449262,0.00211615,0.09112176,0.87395127,0.43161066,0.01036638,0.54541157
-4.90145073,2.55588287,0.24182932,1.48145835,0.00201881,0.08789789,0.85081813,0.43653811,0.01051074,0.52342832
-4.89544772,2.58366338,0.23574291,1.52415020,0.00192455,0.08484095,0.82933079,0.44319822,0.01070176,0.50256189
-4.88944472,2.62044397,0.23015367,1.57244473,0.00183411,0.08200472,0.80990552,0.45165526,0.01094133,0.48313624
-4.88344172,2.66622620,0.22514448,1.62603450,0.00174802,0.07943137,0.79286548,0.46192155,0.01122962,0.46541582
-4.87743872,2.72069887,0.22076778,1.68443267,0.00166657,0.07715060,0.77843388,0.47395666,0.01156511,0.44960101
-4.87143572,2.78324707,0.21704547,1.74698375,0.00158984,0.07517935,0.76673062,0.48766813,0.01194455,0.43582591
-4.86543272,2.85297147,0.21396994,1.81288029,0.00151772,0.07352190,0.75777252,0.50291396,0.01236314,0.42415837
-4.85942971,2.92871731,0.21150615,1.88118479,0.00144997,0.07217054,0.75147707,0.51950641,0.01281458,0.41460221
-4.85342671,3.00911180,0.20959467,1.95085625,0.00138622,0.07110656,0.74766922,0.53721731,0.01329134,0.40710140
-4.84742371,3.09260854,0.20815546,2.02078036,0.00132603,0.07030171,0.74609115,0.55578434,0.01378485,0.40154591
-4.84142071,3.17753742,0.20709220,2.08980237,0.00126890,0.06971988,0.74641432,0.57491835,0.01428577,0.39777891
-4.83541771,3.26215807,0.20629704,2.15676159,0.00121432,0.06931904,0.74825351,0.59431129,0.01478429,0.39560506
-4.82941471,3.34471531,0.20565553,2.22052629,0.00116182,0.06905328,0.75118217,0.61364461,0.01527039,0.39479945
-4.82341171,3.42349461,0.20505154,2.28002806,0.00111092,0.06887498,0.75474857,0.63259785,0.01573421,0.39511685
-4.81740870,3.49687590,0.20437201,2.33429439,0.00106125,0.06873686,0.75849217,0.65085721,0.01616625,0.39630104
-4.81140570,3.56338413,0.20351139,2.38247873,0.00101246,0.06859402,0.76195977,0.66812393,0.01655774,0.39809376
-4.80540270,3.62173506,0.20237554,2.42388682,0.00096432,0.06840573,0.76472073,0.68412219,0.01690086,0.40024323
-4.79939970,3.67087512,0.20088517,2.45799883,0.00091667,0.06813706,0.76638097,0.69860642,0.01718893,0.40251178
-4.79339670,3.71001407,0.19897847,2.48448651,0.00086940,0.06776021,0.76659527,0.71136785,0.01741669,0.40468265
-4.78739370,3.73864975,0.19661321,2.50322488,0.00082252,0.06725551,0.76507757,0.72224008,0.01758035,0.40656558
-4.78139070,3.75658421,0.19376787,2.51429818,0.00077608,0.06661213,0.76160888,0.73110364,0.01767778,0.40800138
-4.77538769,3.76393076,0.19044222,2.51799978,0.00073019,0.06582839,0.75604282,0.73788926,0.01770850,0.40886512
-4.76938469,3.76111176,0.18665699,2.51482609,0.00068500,0.06491179,0.74830854,0.74257989,0.01767372,0.40906817
-4.76338169,3.74884717,0.18245298,2.50546451,0.00064070,0.06387865,0.73841095,0.74521129,0.01757629,0.40855898
-4.75737869,3.72813409,0.17788935,2.49077566,0.00059751,0.06275346,0.72642852,0.74587113,0.01742060,0.40732265
-4.75137569,3.70021778,0.17304150,2.47177036,0.00055563,0.06156791,0.71250861,0.74469665,0.01721244,0.40537941
-4.74537269,3.66655484,0.16799831,2.44958176,0.00051529,0.06035976,0.69686059,0.74187072,0.01695882,0.40278198
-4.73936968,3.62876953,0.16285904,2.42543345,0.00047670,0.05917139,0.67974712,0.73761661,0.01666773,0.39961212
-4.73336668,3.58860439,0.15772993,2.40060415,0.00044004,0.05804828,0.66147381,0.73219124,0.01634793,0.39597626
-4.72736368,3.54786650,0.15272054,2.37639024,0.00040549,0.05703731,0.64237773,0.72587745,0.01600865,0.39200060
-4.72136068,3.50837108,0.14794007,2.35406688,0.00037319,0.05618510,0.62281520,0.71897523,0.01565928,0.38782564
-4.71535768,3.47188403,0.14349369,2.33484910,0.00034326,0.05553623,0.60314929,0.71179224,0.01530912,0.38360040
-4.70935468,3.44006542,0.13947900,2.31985398,0.00031577,0.05513164,0.58373746,0.70463412,0.01496707,0.37947665
-4.70335168,3.41441588,0.13598281,2.31006526,0.00029078,0.05500700,0.56491983,0.69779469,0.01464135,0.37560306
-4.69734867,3.39622770,0.13307816,2.30630162,0.00026829,0.05519138,0.54700851,0.69154659,0.01433927,0.37211975
-4.69134567,3.38654273,0.13082196,2.30918990,0.00024830,0.05570597,0.53027825,0.68613279,0.01406702,0.36915326
-4.68534267,3.38611862,0.12925304,2.31914422,0.00023075,0.05656317,0.51495887,0.68175911,0.01382947,0.36681224
-4.67933967,3.39540492,0.12839089,2.33635220,0.00021558,0.05776589,0.50122955,0.67858838,0.01363008,0.36518384
-4.67333667,3.41453024,0.12823499,2.36076872,0.00020269,0.05930712,0.48921529,0.67673628,0.01347085,0.36433113
-4.66733367,3.44330108,0.12876490,2.39211786,0.00019194,0.06116991,0.47898547,0.67626919,0.01335224,0.36429157
-4.66133067,3.48121264,0.12994099,2.42990314,0.00018320,0.06332761,0.47055451,0.67720409,0.01327332,0.36507645
-4.65532766,3.52747127,0.13170581,2.47342570,0.00017632,0.06574443,0.46388466,0.67951055,0.01323176,0.36667149
-4.64932466,3.58102787,0.13398614,2.52181004,0.00017110,0.06837637,0.45889039,0.68311466,0.01322408,0.36903846
-4.64332166,3.64062066,0.13669553,2.57403626,0.00016739,0.07117237,0.45544456,0.68790474,0.01324579,0.37211767
