energy_ev,total_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.79589795,2.36064600,0.68612224,0.36686710,0.79182726,0.46214713,0.00206808,0.04116437,0.03304865,1.30188198
-5.78989495,2.38252803,0.70028501,0.37191458,0.79955059,0.47053653,0.00189805,0.04129807,0.03189170,1.31527070
-5.78389195,2.40009666,0.71322735,0.37602924,0.80538404,0.47833513,0.00173634,0.04144993,0.03076094,1.32608208
-5.77788894,2.41320591,0.72484604,0.37918721,0.80930924,0.48540955,0.00158442,0.04163284,0.02966568,1.33421866
-5.77188594,2.42169052,0.73503680,0.38136690,0.81130493,0.49161821,0.00144342,0.04185850,0.02861317,1.33957441
-5.76588294,2.42536669,0.74369376,0.38254890,0.81134595,0.49681525,0.00131407,0.04213666,0.02760849,1.34203577
-5.75987994,2.42403595,0.75070976,0.38271605,0.80940346,0.50085497,0.00119674,0.04247433,0.02665463,1.34148428
-5.75387694,2.41749185,0.75597769,0.38185390,0.80544630,0.50359677,0.00109150,0.04287525,0.02575252,1.33780092
-5.74787394,2.40552911,0.75939263,0.37995142,0.79944343,0.50491000,0.00099808,0.04333939,0.02490126,1.33087158
-5.74187094,2.38795453,0.76085477,0.37700189,0.79136722,0.50467888,0.00091602,0.04386275,0.02409827,1.32059354
-5.73586793,2.36459919,0.76027294,0.37300397,0.78119744,0.50280696,0.00084460,0.04443718,0.02333959,1.30688242
-5.72986493,2.33533095,0.75756857,0.36796276,0.76892557,0.49922107,0.00078297,0.04505057,0.02262013,1.28967931
-5.72386193,2.30006681,0.75267993,0.36189097,0.75455919,0.49387452,0.00073015,0.04568713,0.02193396,1.26895760
-5.71785893,2.25878437,0.74556631,0.35480989,0.73812620,0.48674948,0.00068511,0.04632787,0.02127463,1.24472909
-5.71185593,2.21153166,0.73621201,0.34675023,0.71967844,0.47785835,0.00064676,0.04695127,0.02063541,1.21704915
-5.70585293,2.15843512,0.72462996,0.33775280,0.69929470,0.46724416,0.00061402,0.04753408,0.02000962,1.18602052
-5.69984992,2.09970504,0.71086470,0.32786881,0.67708269,0.45498002,0.00058587,0.04805228,0.01939078,1.15179565
-5.69384692,2.03563845,0.69499466,0.31716002,0.65318000,0.44116757,0.00056133,0.04848200,0.01877293,1.11457738
-5.68784392,1.96661914,0.67713346,0.30569842,0.62775386,0.42593461,0.00053949,0.04880061,0.01815075,1.07461799
-5.68184092,1.89311498,0.65743036,0.29356572,0.60099981,0.40943204,0.00051957,0.04898770,0.01751972,1.03221657
-5.67583792,1.81567245,0.63606959,0.28085247,0.57313919,0.39183014,0.00050086,0.04902607,0.01687629,0.98771483
-5.66983492,1.73490879,0.61326865,0.26765692,0.54441562,0.37331448,0.00048278,0.04890252,0.01621791,0.94149162
-5.66383192,1.65150174,0.58927553,0.25408363,0.51509062,0.35408153,0.00046487,0.04860862,0.01554311,0.89395614
-5.65782891,1.56617765,0.56436500,0.24024185,0.48543852,0.33433419,0.00044677,0.04814119,0.01485149,0.84554032
-5.65182591,1.47969784,0.53883382,0.22624382,0.45574087,0.31427734,0.00042822,0.04750260,0.01414373,0.79669042
-5.64582291,1.39284407,0.51299526,0.21220288,0.42628054,0.29411354,0.00040908,0.04670090,0.01342150,0.74785829
-5.63981991,1.30640324,0.48717277,0.19823157,0.39733571,0.27403910,0.00038926,0.04574959,0.01268743,0.69949243
-5.63381691,1.22115190,0.46169315,0.18443977,0.36917408,0.25424041,0.00036878,0.04466728,0.01194494,0.65202920
-5.62781391,1.13784101,0.43687931,0.17093289,0.34204723,0.23489085,0.00034771,0.04347703,0.01119817,0.60588437
-5.62181091,1.05718123,0.41304276,0.15781012,0.31618555,0.21614811,0.00032616,0.04220554,0.01045180,0.56144520
-5.61580790,0.97982930,0.39047614,0.14516295,0.29179376,0.19815212,0.00030430,0.04088215,0.00971093,0.51906339
-5.60980490,0.90637578,0.36944593,0.13307382,0.26904708,0.18102341,0.00028231,0.03953776,0.00898088,0.47904890
-5.60380190,0.83733440,0.35018556,0.12161504,0.24808827,0.16486216,0.00026039,0.03820361,0.00826709,0.44166487
-5.59779890,0.77313352,0.33288919,0.11084806,0.22902550,0.14974767,0.00023874,0.03691009,0.00757496,0.40712373
-5.59179590,0.71410965,0.31770634,0.10082289,0.21193106,0.13573832,0.00021755,0.03568558,0.00690969,0.37558466
-5.58579290,0.66050345,0.30473757,0.09157800,0.19684106,0.12287208,0.00019702,0.03455536,0.00627622,0.34715229
-5.57978989,0.61245821,0.29403139,0.08314042,0.18375591,0.11116735,0.00017729,0.03354061,0.00567914,0.32187677
-5.57378689,0.57002079,0.28558264,0.07552620,0.17264171,0.10062420,0.00015853,0.03265771,0.00512261,0.29975527
-5.56778389,0.53314519,0.27933229,0.06874112,0.16343240,0.09122596,0.00014084,0.03191758,0.00461032,0.28073459
-5.56178089,0.50169841,0.27516887,0.06278170,0.15603270,0.08294100,0.00012431,0.03132541,0.00414551,0.26471516
-5.55577789,0.47546861,0.27293150,0.05763637,0.15032163,0.07572480,0.00010900,0.03088054,0.00373098,0.25155600
-5.54977489,0.45417516,0.27241446,0.05328688,0.14615660,0.06952215,0.00009494,0.03057660,0.00336910,0.24108065
-5.54377189,0.43748038,0.27337323,0.04970974,0.14337795,0.06426936,0.00008216,0.03040197,0.00306187,0.23308386
-5.53776888,0.42500245,0.27553179,0.04687776,0.14181378,0.05989665,0.00007062,0.03034030,0.00281097,0.22733882
-5.53176588,0.41632912,0.27859100,0.04476158,0.14128496,0.05633033,0.00006030,0.03037145,0.00261783,0.22360464
-5.52576288,0.41103175,0.28223782,0.04333110,0.14161014,0.05349507,0.00005115,0.03047234,0.00248366,0.22163393
-5.51975988,0.40867903,0.28615496,0.04255679,0.14261063,0.05131587,0.00004310,0.03061816,0.00240951,0.22118013
-5.51375688,0.40885008,0.29003067,0.04241079,0.14411500,0.04971992,0.00003608,0.03078344,0.00239629,0.22200434
-5.50775388,0.41114633,0.29356832,0.04286781,0.14596326,0.04863821,0.00003001,0.03094331,0.00244477,0.22388151
-5.50175088,0.41520172,0.29649546,0.04390577,0.14801040,0.04800682,0.00002481,0.03107464,0.00255557,0.22660554
-5.49574787,0.42069104,0.29857186,0.04550611,0.15012932,0.04776795,0.00002039,0.03115719,0.00272912,0.22999339
-5.48974487,0.42733598,0.29959643,0.04765388,0.15221291,0.04787060,0.00001669,0.03117463,0.00296557,0.23388782
-5.48374187,0.43490881,0.29941269,0.05033759,0.15417534,0.04827099,0.00001360,0.03111543,0.00326476,0.23815890
-5.47773887,0.44323382,0.29791255,0.05354880,0.15595244,0.04893263,0.00001108,0.03097366,0.00362606,0.24270411
-5.47173587,0.45218639,0.29503843,0.05728160,0.15750126,0.04982611,0.00000905,0.03074959,0.00404829,0.24744719
-5.46573287,0.46169018,0.29078362,0.06153200,0.15879884,0.05092877,0.00000745,0.03045012,0.00452957,0.25233588
-5.45972986,0.47171261,0.28519096,0.06629731,0.15984031,0.05222404,0.00000625,0.03008916,0.00506725,0.25733868
-5.45372686,0.48225932,0.27834997,0.07157572,0.16063637,0.05370079,0.00000539,0.02968773,0.00565779,0.26244102
-5.44772386,0.49336788,0.27039272,0.07736593,0.16121048,0.05535264,0.00000486,0.02927410,0.00629666,0.26764092
-5.44172086,0.50510147,0.26148858,0.08366720,0.16159577,0.05717719,0.00000463,0.02888367,0.00697836,0.27294472
-5.43571786,0.51754315,0.25183823,0.09047966,0.16183190,0.05917543,0.00000470,0.02855891,0.00769636,0.27836296
-5.42971486,0.53079091,0.24166727,0.09780508,0.16196219,0.06135131,0.00000507,0.02834919,0.00844322,0.28390681
-5.42371186,0.54495437,0.23121967,0.10564806,0.16203096,0.06371138,0.00000575,0.02831055,0.00921061,0.28958541
-5.41770885,0.56015293,0.22075141,0.11401761,0.16208142,0.06626472,0.00000676,0.02850546,0.00998954,0.29540408
-5.41170585,0.57651588,0.21052453,0.12292910,0.16215407,0.06902307,0.00000815,0.02900260,0.01077051,0.30136369
-5.40570285,0.59418421,0.20080181,0.13240650,0.16228576,0.07200112,0.00000995,0.02987647,0.01154380,0.30746124
-5.39969985,0.61331398,0.19184222,0.14248474,0.16250942,0.07521689,0.00001221,0.03120711,0.01229975,0.31369141
-5.39369685,0.63408089,0.18389717,0.15321207,0.16285428,0.07869230,0.00001500,0.03307961,0.01302903,0.32004909
-5.38769385,0.65668540,0.17720758,0.16465222,0.16334673,0.08245364,0.00001840,0.03558357,0.01372302,0.32653266
-5.38169085,0.68135785,0.17200178,0.17688615,0.16401149,0.08653199,0.00002248,0.03881243,0.01437409,0.33314754
-5.37568784,0.70836291,0.16849395,0.19001318,0.16487302,0.09096341,0.00002734,0.04286257,0.01497591,0.33990982
-5.36968484,0.73800246,0.16688317,0.20415142,0.16595705,0.09578893,0.00003307,0.04783229,0.01552366,0.34684964
-5.36368184,0.77061642,0.16735273,0.21943715,0.16729189,0.10105405,0.00003976,0.05382045,0.01601427,0.35401369
-5.35767884,0.80658081,0.17006966,0.23602320,0.16890960,0.10680797,0.00004754,0.06092501,0.01644652,0.36146687
-5.35167584,0.84630271,0.17518425,0.25407620,0.17084661,0.11310217,0.00005650,0.06924123,0.01682106,0.36929251
-5.34567284,0.89021194,0.18282938,0.27377269,0.17314386,0.11998869,0.00006674,0.07885975,0.01714041,0.37759118
-5.33966983,0.93874934,0.19311975,0.29529425,0.17584635,0.12751789,0.00007839,0.08986445,0.01740881,0.38647794
-5.33366683,0.99235214,0.20615076,0.31882164,0.17900203,0.13573578,0.00009153,0.10233026,0.01763198,0.39607800
-5.32766383,1.05143679,0.22199717,0.34452841,0.18266013,0.14468122,0.00010625,0.11632094,0.01781688,0.40652108
-5.32166083,1.11638012,0.24071161,0.37257393,0.18686891,0.15438286,0.00012265,0.13188690,0.01797131,0.41793461
-5.31565783,1.18749969,0.26232298,0.40309654,0.19167310,0.16485617,0.00014078,0.14906331,0.01810358,0.43043617
-5.30965483,1.26503451,0.28683491,0.43620689,0.19711106,0.17610067,0.00016070,0.16786831,0.01822204,0.44412561
-5.30365183,1.34912724,0.31422445,0.47198189,0.20321190,0.18809751,0.00018245,0.18830184,0.01833470,0.45907732
-5.29764882,1.43980902,0.34444123,0.51045978,0.20999274,0.20080772,0.00020604,0.21034472,0.01844885,0.47533311
-5.29164582,1.53698795,0.37740705,0.55163632,0.21745629,0.21417109,0.00023146,0.23395843,0.01857069,0.49289631
-5.28564282,1.64044220,0.41301629,0.59546272,0.22558904,0.22810600,0.00025868,0.25908543,0.01870509,0.51172738
-5.27963982,1.74981835,0.45113700,0.64184506,0.23436001,0.24251022,0.00028764,0.28565005,0.01885540,0.53174148
-5.27363682,1.86463538,0.49161293,0.69064564,0.24372036,0.25726268,0.00031826,0.31356002,0.01902332,0.55280819
-5.26763382,1.98429429,0.53426625,0.74168596,0.25360385,0.27222635,0.00035041,0.34270848,0.01920897,0.57475365
-5.26163082,2.10809325,0.57890120,0.79475134,0.26392817,0.28725194,0.00038395,0.37297646,0.01941094,0.59736496
-5.25562781,2.23524752,0.62530820,0.84959688,0.27459717,0.30218262,0.00041871,0.40423563,0.01962655,0.62039684
-5.24962481,2.36491338,0.67326855,0.90595449,0.28550381,0.31685924,0.00045447,0.43635133,0.01985211,0.64358020
-5.24362181,2.49621492,0.72255939,0.96354059,0.29653382,0.33112613,0.00049101,0.46918553,0.02008335,0.66663229
-5.23761881,2.62827238,0.77295865,1.02206401,0.30756981,0.34483703,0.00052806,0.50259969,0.02031576,0.68926803
-5.23161581,2.76023068,0.82424989,1.08123387,0.31849572,0.35786105,0.00056533,0.53645744,0.02054514,0.71121178
-5.22561281,2.89128672,0.87622677,1.14076669,0.32920139,0.37008820,0.00060250,0.57062673,0.02076799,0.73220923
-5.21960980,3.02071423,0.92869688,1.20039280,0.33958692,0.38143438,0.00063926,0.60498158,0.02098195,0.75203861
-5.21360680,3.14788474,0.98148488,1.25986129,0.34956683,0.39184546,0.00067525,0.63940325,0.02118624,0.77052081
-5.20760380,3.27228400,1.03443485,1.31894378,0.35907366,0.40130036,0.00071011,0.67378084,0.02138192,0.78752782
-5.20160080,3.39352294,1.08741167,1.37743643,0.36806082,0.40981274,0.00074350,0.70801128,0.02157217,0.80298912
-5.19559780,3.51134282,1.14030147,1.43516059,0.37650472,0.41743143,0.00077505,0.74199887,0.02176236,0.81689563
-5.18959480,3.62561448,1.19301129,1.49196192,0.38440593,0.42423935,0.00080441,0.77565432,0.02196006,0.82930120
-5.18359180,3.73633183,1.24546773,1.54770825,0.39178933,0.43035101,0.00083127,0.80889351,0.02217495,0.84032125
-5.17758879,3.84360007,1.29761492,1.60228655,0.39870337,0.43590857,0.00085533,0.84163607,0.02241850,0.85012897
-5.17158579,3.94761936,1.34941183,1.65559904,0.40521823,0.44107670,0.00087633,0.87380385,0.02270366,0.85894892
-5.16558279,4.04866478,1.40082890,1.70755911,0.41142320,0.44603634,0.00089404,0.90531947,0.02304432,0.86704855
-5.15957979,4.14706363,1.45184428,1.75808718,0.41742328,0.45097761,0.00090831,0.93610507,0.02345477,0.87472789
-5.15357679,4.24317115,1.50243967,1.80710681,0.42333509,0.45609211,0.00091902,0.96608125,0.02394904,0.88230794
-5.14757379,4.33734588,1.55259586,1.85454150,0.42928236,0.46156504,0.00092613,0.99516641,0.02454020,0.89011812
-5.14157079,4.42992563,1.60228824,1.90031226,0.43539118,0.46756731,0.00092966,1.02327643,0.02523970,0.89848354
-5.13556778,4.52120527,1.65148211,1.94433619,0.44178513,0.47424809,0.00092969,1.05032470,0.02605664,0.90771242
-5.12956478,4.61141708,1.70012832,1.98652610,0.44858064,0.48172807,0.00092638,1.07622258,0.02699718,0.91808432
-5.12356178,4.70071477,1.74815903,2.02679125,0.45588262,0.49009376,0.00091995,1.10088018,0.02806397,0.92983962
-5.11755878,4.78916146,1.79548405,2.06503906,0.46378063,0.49939314,0.00091068,1.12420739,0.02925576,0.94317067
-5.11155578,4.87672248,1.84198786,2.10117780,0.47234575,0.50963275,0.00089893,1.14611526,0.03056710,0.95821495
-5.10555278,4.96326294,1.88752742,2.13511994,0.48162827,0.52077659,0.00088509,1.16651752,0.03198822,0.97505052
-5.09954977,5.04855039,1.93193126,2.16678610,0.49165619,0.53274672,0.00086961,1.18533233,0.03350512,0.99369391
-5.09354677,5.13226230,1.97499976,2.19610919,0.50243473,0.54542576,0.00085299,1.20248401,0.03509976,1.01410043
-5.08754377,5.21399815,2.01650694,2.22303861,0.51394668,0.55866103,0.00083574,1.21790501,0.03675056,1.03616690
-5.08154077,5.29329533,2.05620382,2.24754418,0.52615365,0.57227038,0.00081843,1.23153775,0.03843296,1.05973653
-5.07553777,5.36964838,2.09382331,2.26961951,0.53899805,0.58604928,0.00080165,1.24333646,0.04012020,1.08460575
-5.06953477,5.44253041,2.12908667,2.28928463,0.55240574,0.59977899,0.00078600,1.25326899,0.04178419,1.11053256
-5.06353177,5.51141574,2.16171121,2.30658749,0.56628905,0.61323548,0.00077212,1.26131831,0.04339651,1.13724600
-5.05752876,5.57580251,2.19141904,2.32160436,0.58055022,0.62619852,0.00076065,1.26748384,0.04492941,1.16445622
-5.05152576,5.63523407,2.21794646,2.33443879,0.59508483,0.63846069,0.00075224,1.27178241,0.04635682,1.19186468
-5.04552276,5.68931802,2.24105353,2.34521906,0.60978520,0.64983577,0.00074758,1.27424877,0.04765538,1.21917408
-5.03951976,5.73774168,2.26053325,2.35409423,0.62454358,0.66016617,0.00074733,1.27493554,0.04880531,1.24609736
-5.03351676,5.78028322,2.27621992,2.36122870,0.63925495,0.66932893,0.00075218,1.27391256,0.04979115,1.27236569
-5.02751376,5.81681757,2.28799614,2.36679542,0.65381938,0.67724020,0.00076280,1.27126557,0.05060240,1.29773478
-5.02151076,5.84731697,2.29579795,2.37096810,0.66814385,0.68385770,0.00077985,1.26709417,0.05123387,1.32198974
-5.01550775,5.87184581,2.29961787,2.37391256,0.68214361,0.68918129,0.00080399,1.26150910,0.05168584,1.34494792
-5.00950475,5.89055014,2.29950557,2.37577768,0.69574289,0.69325155,0.00083578,1.25462891,0.05196408,1.36646008
-5.00350175,5.90364255,2.29556600,2.37668642,0.70887530,0.69614633,0.00087579,1.24657609,0.05207948,1.38640989
-4.99749875,5.91138303,2.28795522,2.37672726,0.72148364,0.69797571,0.00092445,1.23747284,0.05204760,1.40471176
-4.99149575,5.91405717,2.27687410,2.37594663,0.73351952,0.69887533,0.00098211,1.22743669,0.05188798,1.42130755
-4.98549275,5.91195291,2.26256002,2.37434277,0.74494260,0.69899877,0.00104900,1.21657611,0.05162330,1.43616220
-4.97948974,5.90533714,2.24527743,2.37186145,0.75571968,0.69850901,0.00112517,1.20498648,0.05127836,1.44925874
-4.97348674,5.89443362,2.22530732,2.36839385,0.76582369,0.69756968,0.00121050,1.19274652,0.05087911,1.46059289
-4.96748374,5.87940345,2.20293648,2.36377684,0.77523246,0.69633640,0.00130465,1.17991541,0.05045154,1.47016769
-4.96148074,5.86032920,2.17844702,2.35779577,0.78392748,0.69494857,0.00140707,1.16653084,0.05002061,1.47798832
-4.95547774,5.83720347,2.15210642,2.35018988,0.79189261,0.69352216,0.00151696,1.15260806,0.04960929,1.48405745
-4.94947474,5.80992272,2.12415894,2.34065986,0.79911263,0.69214362,0.00163328,1.13814000,0.04923762,1.48837116
-4.94347174,5.77828635,2.09481835,2.32887772,0.80557177,0.69086533,0.00175471,1.12309850,0.04892202,1.49091578
-4.93746873,5.74200131,2.06426244,2.31449813,0.81125222,0.68970271,0.00187973,1.10743648,0.04867464,1.49166560
-4.93146573,5.70069187,2.03262945,2.29717115,0.81613252,0.68863311,0.00200658,1.09109111,0.04850298,1.49058162
-4.92546273,5.65391401,2.00001627,2.27655555,0.82018608,0.68759645,0.00213331,1.07398768,0.04840972,1.48761126
-4.91945973,5.60117393,1.96647867,2.25233226,0.82337973,0.68649774,0.00225782,1.05604402,0.04839264,1.48268917
-4.91345673,5.54194967,1.93203321,2.22421748,0.82567256,0.68521106,0.00237793,1.03717526,0.04844486,1.47573910
-4.90745373,5.47571513,1.89666070,2.19197480,0.82701508,0.68358513,0.00249137,1.01729869,0.04855521,1.46667667
-4.90145073,5.40196561,1.86031122,2.15542604,0.82734888,0.68144998,0.00259591,0.99633855,0.04870876,1.45541325
-4.89544772,5.32024372,1.82291018,2.11446028,0.82660693,0.67862459,0.00268942,0.97423055,0.04888749,1.44186061
-4.88944472,5.23016523,1.78436545,2.06904103,0.82471471,0.67492500,0.00276988,0.95092586,0.04907109,1.42593646
-4.88344172,5.13144370,1.74457520,2.01921119,0.82159211,0.67017288,0.00283549,0.92639467,0.04923782,1.40757061
-4.87743872,5.02391338,1.70343624,1.96509580,0.81715634,0.66420377,0.00288473,0.90062897,0.04936543,1.38671174
-4.87143572,4.90754965,1.66085263,1.90690268,0.81132575,0.65687511,0.00291638,0.87364471,0.04943208,1.36333442
-4.86543272,4.78248645,1.61674434,1.84492089,0.80402449,0.64807339,0.00292960,0.84548319,0.04941724,1.33744626
-4.85942971,4.64903018,1.57105565,1.77951731,0.79518791,0.63772039,0.00292392,0.81621175,0.04930252,1.30909491
-4.85342671,4.50766959,1.52376309,1.71113144,0.78476841,0.62577814,0.00289928,0.78592371,0.04907247,1.27837448
-4.84742371,4.35908122,1.47488261,1.64026869,0.77274162,0.61225242,0.00285602,0.75473772,0.04871514,1.24543132
-4.84142071,4.20413013,1.42447569,1.56749234,0.75911237,0.59719476,0.00279490,0.72279639,0.04822268,1.21046847
-4.83541771,4.04386565,1.37265414,1.49341440,0.74392035,0.58070278,0.00271700,0.69026441,0.04759159,1.17374878
-4.82941471,3.87951183,1.31958331,1.41868559,0.72724481,0.56291884,0.00262378,0.65732613,0.04682295,1.13559622
-4.82341171,3.71245275,1.26548354,1.34398469,0.70920822,0.54402719,0.00251695,0.62418257,0.04592244,1.09639515
-4.81740870,3.54421253,1.21062955,1.27000729,0.68997836,0.52424958,0.00239845,0.59104809,0.04490012,1.05658743
-4.81140570,3.37643042,1.15534773,1.19745426,0.66976873,0.50383953,0.00227039,0.55814663,0.04377013,1.01666712
-4.80540270,3.21083123,1.10001136,1.12702007,0.64883694,0.48307560,0.00213499,0.52570760,0.04255016,0.97717289
-4.79939970,3.04919161,1.04503357,1.05938103,0.62748118,0.46225364,0.00199447,0.49396155,0.04126086,0.93867813
-4.79339670,2.89330298,0.99085847,0.99518366,0.60603453,0.44167856,0.00185105,0.46313566,0.03992511,0.90177884
-4.78739370,2.74493189,0.93795046,0.93503343,0.58485746,0.42165576,0.00170686,0.43344913,0.03856713,0.86707978
-4.78139070,2.60577879,0.88678212,0.87948385,0.56432856,0.40248255,0.00156388,0.40510864,0.03721169,0.83517902
-4.77538769,2.47743640,0.83782112,0.82902623,0.54483382,0.38443986,0.00142393,0.37830389,0.03588317,0.80665142
-4.76938469,2.36134886,0.79151655,0.78408035,0.52675492,0.36778448,0.00128861,0.35320351,0.03460468,0.78203158
-4.76338169,2.25877284,0.74828520,0.74498602,0.51045687,0.35274215,0.00115929,0.32995126,0.03339729,0.76179678
-4.75737869,2.17074202,0.70849834,0.71199594,0.49627556,0.33950167,0.00103709,0.30866282,0.03227927,0.74635046
-4.75137569,2.09803605,0.67246947,0.68527003,0.48450562,0.32821016,0.00092287,0.28942323,0.03126543,0.73600696
-4.74537269,2.04115514,0.64044356,0.66487129,0.47538921,0.31896975,0.00081726,0.27228498,0.03036670,0.73097806
-4.73936968,2.00030134,0.61258833,0.65076351,0.46910610,0.31183564,0.00072064,0.25726704,0.02958975,0.73136183
-4.73336668,1.97536728,0.58898764,0.64281096,0.46576555,0.30681567,0.00063318,0.24435462,0.02893684,0.73713441
-4.72736368,1.96593306,0.56963767,0.64078011,0.46540031,0.30387125,0.00055483,0.23349994,0.02840583,0.74814514
-4.72136068,1.97127148,0.55444578,0.64434341,0.46796304,0.30291980,0.00048541,0.22462374,0.02799034,0.76411529
-4.71535768,1.99036202,0.54323217,0.65308535,0.47332536,0.30383831,0.00042457,0.21761774,0.02768010,0.78464066
-4.70935468,2.02191296,0.53573447,0.66651044,0.48127955,0.30646810,0.00037182,0.21234779,0.02746141,0.80919826
-4.70335168,2.06439145,0.53161489,0.68405318,0.49154305,0.31062048,0.00032662,0.20865766,0.02731773,0.83715677
-4.69734867,2.11606065,0.53046982,0.70508981,0.50376546,0.31608298,0.00028835,0.20637334,0.02723038,0.86779077
-4.69134567,2.17502268,0.53184149,0.72895144,0.51753792,0.32262617,0.00025634,0.20530775,0.02717930,0.90029834
-4.68534267,2.23926637,0.53523128,0.75493835,0.53240460,0.33001051,0.00022990,0.20526561,0.02714380,0.93382145
-4.67933967,2.30671798,0.54011419,0.78233503,0.54787582,0.33799314,0.00020836,0.20604832,0.02710336,0.96746853
-4.67333667,2.37529341,0.54595391,0.81042541,0.56344229,0.34633439,0.00019103,0.20745877,0.02703835,1.00033859
-4.66733367,2.44295001,0.55221802,0.83850804,0.57859016,0.35480364,0.00017727,0.20930578,0.02693075,1.03154582
-4.66133067,2.50773634,0.55839271,0.86591050,0.59281610,0.36318447,0.00016648,0.21140817,0.02676471,1.06024402
-4.65532766,2.56783804,0.56399653,0.89200278,0.60564195,0.37127886,0.00015808,0.21359822,0.02652701,1.08564975
-4.64932466,2.62161841,0.56859261,0.91620907,0.61662847,0.37891034,0.00015158,0.21572452,0.02620747,1.10706351
-4.64332166,2.66765221,0.57179910,0.93801774,0.62538752,0.38592616,0.00014650,0.21765407,0.02579912,1.12388805
