energy_ev,total_up,Co_p_up,Co_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.85592796,4.36682224,1.07521907,0.54918854,1.27356795,1.30677828,0.00782066,0.80163650,0.00654266,1.61922587
-5.84992496,4.44002950,1.11682621,0.57089191,1.29869154,1.31628510,0.00808130,0.78924406,0.00677651,1.67537246
-5.84392196,4.50747272,1.15588330,0.59235981,1.32093394,1.32443679,0.00831269,0.77576674,0.00704634,1.72881667
-5.83791896,4.56752247,1.19167341,0.61323461,1.33984661,1.33086917,0.00850860,0.76125654,0.00734438,1.77859216
-5.83191596,4.61858837,1.22350829,0.63315806,1.35499844,1.33522629,0.00866358,0.74576087,0.00766252,1.82377466
-5.82591296,4.65916225,1.25074968,0.65177941,1.36598911,1.33717024,0.00877310,0.72932171,0.00799244,1.86350746
-5.81990995,4.68786315,1.27283020,0.66876388,1.37246315,1.33639156,0.00883368,0.71197573,0.00832565,1.89702620
-5.81390695,4.70348237,1.28927299,0.68380115,1.37412400,1.33261981,0.00884294,0.69375561,0.00865366,1.92368195
-5.80790395,4.70502670,1.29970916,0.69661368,1.37074743,1.32563391,0.00879967,0.67469229,0.00896811,1.94296172
-5.80190095,4.69175769,1.30389210,0.70696441,1.36219362,1.31527170,0.00870385,0.65481802,0.00926089,1.95450539
-5.79589795,4.66322484,1.30170815,0.71466368,1.34841705,1.30143813,0.00855662,0.63416991,0.00952433,1.95811809
-5.78989495,4.61929077,1.29318264,0.71957489,1.32947360,1.28411175,0.00836020,0.61279366,0.00975136,1.95377757
-5.78389195,4.56014658,1.27848139,0.72161874,1.30552438,1.26334875,0.00811785,0.59074713,0.00993570,1.94163585
-5.77788894,4.48631634,1.25790702,0.72077575,1.27683584,1.23928450,0.00783368,0.56810344,0.01007197,1.92201508
-5.77188594,4.39864977,1.23189052,0.71708699,1.24377599,1.21213208,0.00751257,0.54495329,0.01015587,1.89539747
-5.76588294,4.29830299,1.20097819,0.71065280,1.20680677,1.18217793,0.00715995,0.52140625,0.01018426,1.86240978
-5.75987994,4.18670796,1.16581454,0.70162962,1.16647276,1.14977458,0.00678165,0.49759090,0.01015529,1.82380276
-5.75387694,4.06553157,1.12712187,0.69022495,1.12338667,1.11533083,0.00638376,0.47365375,0.01006840,1.78042654
-5.74787394,3.93662603,1.08567749,0.67669074,1.07821222,1.07929957,0.00597237,0.44975690,0.00992433,1.73320293
-5.74187094,3.80197282,1.04228945,0.66131531,1.03164509,1.04216406,0.00555347,0.42607460,0.00972511,1.68309570
-5.73586793,3.66362251,0.99777193,0.64441425,0.98439287,1.00442307,0.00513281,0.40278890,0.00947396,1.63108043
-5.72986493,3.52363314,0.95292127,0.62632065,0.93715472,0.96657561,0.00471570,0.38008456,0.00917516,1.57811481
-5.72386193,3.38400999,0.90849364,0.60737510,0.89060181,0.92910602,0.00430699,0.35814355,0.00883392,1.52511096
-5.71785893,3.24664905,0.86518514,0.58791576,0.84535918,0.89247007,0.00391091,0.33713944,0.00845622,1.47291071
-5.71185593,3.11328679,0.82361512,0.56826902,0.80198979,0.85708254,0.00353109,0.31723199,0.00804855,1.42226476
-5.70585293,2.98545786,0.78431311,0.54874103,0.76098144,0.82330695,0.00317047,0.29856213,0.00761777,1.37381648
-5.69984992,2.86446229,0.74770980,0.52961047,0.72273676,0.79144764,0.00283134,0.28124773,0.00717087,1.32809074
-5.69384692,2.75134306,0.71413201,0.51112261,0.68756675,0.76174458,0.00251530,0.26538021,0.00671478,1.28548791
-5.68784392,2.64687415,0.68380169,0.49348500,0.65568774,0.73437078,0.00222338,0.25102223,0.00625618,1.24628292
-5.68184092,2.55155905,0.65683854,0.47686475,0.62722185,0.70943237,0.00195602,0.23820644,0.00580136,1.21062895
-5.67583792,2.46563878,0.63326591,0.46138732,0.60220045,0.68697106,0.00171313,0.22693538,0.00535608,1.17856533
-5.66983492,2.38910822,0.61301931,0.44713684,0.58057051,0.66696865,0.00149422,0.21718246,0.00492547,1.15002863
-5.66383192,2.32173942,0.59595706,0.43415766,0.56220313,0.64935321,0.00129841,0.20889390,0.00451398,1.12486633
-5.65782891,2.26311000,0.58187225,0.42245706,0.54690379,0.63400653,0.00112454,0.20199145,0.00412536,1.10285197
-5.65182591,2.21263496,0.57050553,0.41200876,0.53442380,0.62077224,0.00097122,0.19637586,0.00376265,1.08370103
-5.64582291,2.16960019,0.56155792,0.40275707,0.52447227,0.60946437,0.00083692,0.19193076,0.00342826,1.06708666
-5.63981991,2.13319605,0.55470336,0.39462139,0.51672818,0.59987569,0.00072001,0.18852680,0.00312399,1.05265455
-5.63381691,2.10254980,0.54960038,0.38750090,0.51085205,0.59178582,0.00061883,0.18602591,0.00285114,1.04003640
-5.62781391,2.07675563,0.54590262,0.38127920,0.50649675,0.58496865,0.00053171,0.18428551,0.00261065,1.02886173
-5.62181091,2.05490182,0.54326802,0.37582877,0.50331736,0.57919891,0.00045707,0.18316241,0.00240314,1.01876766
-5.61580790,2.03609438,0.54136655,0.37101529,0.50097964,0.57425803,0.00039337,0.18251643,0.00222908,1.00940679
-5.60980490,2.01947718,0.53988654,0.36670150,0.49916717,0.56993901,0.00033920,0.18221356,0.00208887,1.00045322
-5.60380190,2.00424862,0.53853959,0.36275083,0.49758714,0.56605058,0.00029325,0.18212860,0.00198295,0.99160704
-5.59779890,1.98967515,0.53706425,0.35903069,0.49597469,0.56242059,0.00025436,0.18214737,0.00191186,0.98259747
-5.59179590,1.97510201,0.53522866,0.35541544,0.49409608,0.55889881,0.00022148,0.18216827,0.00187634,0.97318513
-5.58579290,1.95996159,0.53283233,0.35178911,0.49175073,0.55535925,0.00019369,0.18210343,0.00187731,0.96316365
-5.57978989,1.94377976,0.52970717,0.34804784,0.48877226,0.55170195,0.00017023,0.18187935,0.00191591,0.95236094
-5.57378689,1.92618053,0.52571802,0.34410211,0.48502870,0.54785442,0.00015042,0.18143709,0.00199348,0.94064035
-5.56778389,1.90688909,0.52076269,0.33987860,0.48042208,0.54377263,0.00013370,0.18073215,0.00211148,0.92790177
-5.56178089,1.88573335,0.51477165,0.33532191,0.47488729,0.53944154,0.00011963,0.17973388,0.00227146,0.91408265
-5.55577789,1.86264373,0.50770741,0.33039573,0.46839066,0.53487503,0.00010784,0.17842475,0.00247491,0.89915892
-5.54977489,1.83765119,0.49956351,0.32508376,0.46092788,0.53011520,0.00009802,0.17679924,0.00272315,0.88314557
-5.54377189,1.81088302,0.49036311,0.31938996,0.45252173,0.52523080,0.00008994,0.17486262,0.00301719,0.86609671
-5.53776888,1.78255626,0.48015721,0.31333830,0.44321933,0.52031480,0.00008342,0.17262947,0.00335760,0.84810484
-5.53176588,1.75296851,0.46902235,0.30697188,0.43308904,0.51548102,0.00007832,0.17012214,0.00374430,0.82929907
-5.52576288,1.72248590,0.45705775,0.30035131,0.42221718,0.51085960,0.00007452,0.16736904,0.00417644,0.80984217
-5.51975988,1.69152847,0.44438196,0.29355242,0.41070425,0.50659167,0.00007193,0.16440291,0.00465228,0.78992629
-5.51375688,1.66055300,0.43112901,0.28666333,0.39866115,0.50282306,0.00007048,0.16125903,0.00516901,0.76976730
-5.50775388,1.63003383,0.41744410,0.27978096,0.38620509,0.49969730,0.00007009,0.15797348,0.00572270,0.74959794
-5.50175088,1.60044219,0.40347888,0.27300699,0.37345549,0.49734830,0.00007069,0.15458143,0.00630825,0.72965981
-5.49574787,1.57222505,0.38938666,0.26644364,0.36053001,0.49589281,0.00007221,0.15111566,0.00691933,0.71019462
-5.48974487,1.54578409,0.37531747,0.26018918,0.34754074,0.49542315,0.00007456,0.14760512,0.00754848,0.69143502
-5.48374187,1.52145603,0.36141334,0.25433358,0.33459071,0.49600063,0.00007767,0.14407387,0.00818714,0.67359538
-5.47773887,1.49949523,0.34780393,0.24895444,0.32177097,0.49764981,0.00008142,0.14054017,0.00882582,0.65686308
-5.47173587,1.48005945,0.33460269,0.24411335,0.30915825,0.50035416,0.00008572,0.13701602,0.00945429,0.64139058
-5.46573287,1.46319954,0.32190370,0.23985286,0.29681328,0.50405338,0.00009045,0.13350697,0.01006181,0.62728888
-5.45972986,1.44885382,0.30977943,0.23619433,0.28478003,0.50864237,0.00009547,0.13001226,0.01063738,0.61462252
-5.45372686,1.43684720,0.29827932,0.23313660,0.27308559,0.51397230,0.00010065,0.12652540,0.01117009,0.60340649
-5.44772386,1.42689552,0.28742940,0.23065564,0.26174098,0.51985353,0.00010587,0.12303498,0.01164944,0.59360513
-5.44172086,1.41861459,0.27723282,0.22870517,0.25074263,0.52606038,0.00011097,0.11952576,0.01206560,0.58513313
-5.43571786,1.41153376,0.26767131,0.22721821,0.24007443,0.53233768,0.00011583,0.11597998,0.01240980,0.57785849
-5.42971486,1.40511321,0.25870741,0.22610949,0.22971039,0.53840860,0.00012031,0.11237879,0.01267460,0.57160735
-5.42371186,1.39876418,0.25028733,0.22527857,0.21961750,0.54398359,0.00012429,0.10870371,0.01285410,0.56617038
-5.41770885,1.39187116,0.24234433,0.22461352,0.20975881,0.54877008,0.00012767,0.10493806,0.01294421,0.56131044
-5.41170585,1.38381498,0.23480241,0.22399506,0.20009646,0.55248222,0.00013035,0.10106830,0.01294275,0.55677114
-5.40570285,1.37399576,0.22758008,0.22330087,0.19059452,0.55485068,0.00013226,0.09708506,0.01284951,0.55228596
-5.39969985,1.36185474,0.22059413,0.22240988,0.18122148,0.55563165,0.00013334,0.09298411,0.01266631,0.54758748
-5.39369685,1.34689402,0.21376319,0.22120654,0.17195227,0.55461504,0.00013358,0.08876684,0.01239688,0.54241635
-5.38769385,1.32869360,0.20701090,0.21958462,0.16276972,0.55163137,0.00013297,0.08444053,0.01204674,0.53652980
-5.38169085,1.30692502,0.20026875,0.21745067,0.15366553,0.54655715,0.00013154,0.08001828,0.01162303,0.52970918
-5.37568784,1.28136125,0.19347830,0.21472686,0.14464049,0.53931863,0.00012932,0.07551866,0.01113421,0.52176653
-5.36968484,1.25188270,0.18659292,0.21135319,0.13570427,0.52989389,0.00012640,0.07096499,0.01058983,0.51254979
-5.36368184,1.21847930,0.17957890,0.20728899,0.12687465,0.51831306,0.00012287,0.06638454,0.01000017,0.50194679
-5.35767884,1.18124883,0.17241611,0.20251375,0.11817632,0.50465710,0.00011885,0.06180748,0.00937597,0.48988762
-5.35167584,1.14039184,0.16509803,0.19702719,0.10963945,0.48905485,0.00011448,0.05726572,0.00872804,0.47634574
-5.34567284,1.09620351,0.15763138,0.19084867,0.10129798,0.47167900,0.00010993,0.05279177,0.00806701,0.46133765
-5.33966983,1.04906309,0.15003537,0.18401609,0.09318784,0.45274076,0.00010537,0.04841759,0.00740301,0.44492120
-5.33366683,0.99942132,0.14234053,0.17658412,0.08534527,0.43248378,0.00010097,0.04417351,0.00674548,0.42719279
-5.32766383,0.94778648,0.13458733,0.16862212,0.07780512,0.41117752,0.00009696,0.04008737,0.00610290,0.40828356
-5.32166083,0.89470969,0.12682461,0.16021161,0.07059947,0.38911016,0.00009351,0.03618368,0.00548271,0.38835465
-5.31565783,0.84076981,0.11910786,0.15144364,0.06375643,0.36658152,0.00009086,0.03248310,0.00489116,0.36759190
-5.30965483,0.78655861,0.11149738,0.14241588,0.05729922,0.34389601,0.00008921,0.02900204,0.00433331,0.34619999
-5.30365183,0.73266655,0.10405650,0.13322985,0.05124556,0.32135591,0.00008878,0.02575247,0.00381298,0.32439642
-5.29764882,0.67966947,0.09684977,0.12398807,0.04560738,0.29925509,0.00008977,0.02274196,0.00333280,0.30240541
-5.29164582,0.62811663,0.08994122,0.11479144,0.04039075,0.27787333,0.00009239,0.01997379,0.00289431,0.28045194
-5.28564282,0.57852014,0.08339273,0.10573691,0.03559611,0.25747126,0.00009684,0.01744733,0.00249802,0.25875616
-5.27963982,0.53134608,0.07726251,0.09691528,0.03121866,0.23828602,0.00010329,0.01515837,0.00214357,0.23752829
-5.27363682,0.48700732,0.07160377,0.08840954,0.02724897,0.22052774,0.00011190,0.01309969,0.00182983,0.21696418
-5.26763382,0.44585812,0.06646346,0.08029342,0.02367363,0.20437671,0.00012283,0.01126156,0.00155506,0.19724160
-5.26163082,0.40819047,0.06188137,0.07263043,0.02047611,0.18998140,0.00013617,0.00963234,0.00131705,0.17851739
-5.25562781,0.37423225,0.05788924,0.06547323,0.01763749,0.17745715,0.00015202,0.00819900,0.00111323,0.16092549
-5.24962481,0.34414690,0.05451026,0.05886348,0.01513737,0.16688569,0.00017040,0.00694773,0.00094079,0.14457582
-5.24362181,0.31803480,0.05175868,0.05283194,0.01295466,0.15831533,0.00019134,0.00586440,0.00079682,0.12955409
-5.23761881,0.29593607,0.04963970,0.04739895,0.01106840,0.15176184,0.00021476,0.00493508,0.00067835,0.11592233
-5.23161581,0.27783469,0.04814964,0.04257524,0.00945846,0.14721001,0.00024059,0.00414642,0.00058249,0.10372026
-5.22561281,0.26366388,0.04727631,0.03836291,0.00810630,0.14461591,0.00026865,0.00348609,0.00050642,0.09296713
-5.21960980,0.25331254,0.04699963,0.03475665,0.00699560,0.14390970,0.00029875,0.00294306,0.00044747,0.08366422
-5.21360680,0.24663264,0.04729257,0.03174508,0.00611285,0.14499906,0.00033063,0.00250789,0.00040316,0.07579759
-5.20760380,0.24344744,0.04812220,0.02931218,0.00544796,0.14777325,0.00036397,0.00217305,0.00037119,0.06934112
-5.20160080,0.24356020,0.04945107,0.02743878,0.00499472,0.15210756,0.00039841,0.00193307,0.00034948,0.06425962
-5.19559780,0.24676348,0.05123872,0.02610403,0.00475135,0.15786823,0.00043355,0.00178479,0.00033615,0.06051198
-5.18959480,0.25284851,0.05344337,0.02528680,0.00472091,0.16491772,0.00046899,0.00172755,0.00032952,0.05805412
-5.18359180,0.26161460,0.05602368,0.02496698,0.00491173,0.17312012,0.00050427,0.00176330,0.00032810,0.05684172
-5.17758879,0.27287826,0.05894060,0.02512674,0.00533780,0.18234661,0.00053896,0.00189679,0.00033059,0.05683266
-5.17158579,0.28648168,0.06215916,0.02575150,0.00601901,0.19248075,0.00057263,0.00213567,0.00033588,0.05798909
-5.16558279,0.30230035,0.06565025,0.02683081,0.00698146,0.20342344,0.00060491,0.00249058,0.00034301,0.06027897
-5.15957979,0.32024941,0.06939209,0.02835898,0.00825750,0.21509718,0.00063546,0.00297520,0.00035118,0.06367724
-5.15357679,0.34028845,0.07337157,0.03033550,0.00988581,0.22744963,0.00066398,0.00360622,0.00035972,0.06816647
-5.14757379,0.36242436,0.07758520,0.03276517,0.01191116,0.24045593,0.00069030,0.00440328,0.00036812,0.07373699
-5.14157079,0.38671207,0.08203964,0.03565800,0.01438405,0.25411990,0.00071431,0.00538880,0.00037596,0.08038652
-5.13556778,0.41325276,0.08675172,0.03902884,0.01736011,0.26847361,0.00073599,0.00658771,0.00038297,0.08811939
-5.12956478,0.44218952,0.09174798,0.04289669,0.02089921,0.28357549,0.00075543,0.00802705,0.00038897,0.09694521
-5.12356178,0.47370034,0.09706364,0.04728383,0.02506427,0.29950670,0.00077284,0.00973545,0.00039387,0.10687718
-5.11755878,0.50798837,0.10274092,0.05221456,0.02991978,0.31636589,0.00078850,0.01174245,0.00039768,0.11793007
-5.11155578,0.54526978,0.10882692,0.05771381,0.03552998,0.33426236,0.00080278,0.01407773,0.00040048,0.13011775
-5.10555278,0.58575941,0.11537092,0.06380552,0.04195674,0.35330800,0.00081611,0.01677010,0.00040241,0.14345065
-5.09954977,0.62965470,0.12242133,0.07051081,0.04925719,0.37360799,0.00082898,0.01984645,0.00040366,0.15793292
-5.09354677,0.67711848,0.13002228,0.07784613,0.05748107,0.39525097,0.00084192,0.02333053,0.00040445,0.17355963
-5.08754377,0.72826132,0.13821014,0.08582130,0.06666803,0.41829883,0.00085541,0.02724173,0.00040502,0.19031395
-5.08154077,0.78312428,0.14700997,0.09443768,0.07684478,0.44277688,0.00086996,0.03159375,0.00040562,0.20816455
-5.07553777,0.84166297,0.15643218,0.10368640,0.08802241,0.46866463,0.00088599,0.03639337,0.00040650,0.22706326
-5.06953477,0.90373372,0.16646959,0.11354690,0.10019391,0.49588805,0.00090383,0.04163923,0.00040786,0.24694327
-5.06353177,0.96908289,0.17709503,0.12398580,0.11333198,0.52431353,0.00092375,0.04732087,0.00040989,0.26771777
-5.05752876,1.03734006,0.18825961,0.13495612,0.12738742,0.55374419,0.00094585,0.05341788,0.00041271,0.28927945
-5.05152576,1.10801582,0.19989194,0.14639714,0.14228819,0.58391880,0.00097012,0.05989941,0.00041640,0.31150077
-5.04552276,1.18050465,0.21189822,0.15823469,0.15793918,0.61451361,0.00099640,0.06672403,0.00042097,0.33423508
-5.03951976,1.25409321,0.22416348,0.17038222,0.17422292,0.64514719,0.00102438,0.07383991,0.00042639,0.35731882
-5.03351676,1.32797405,0.23655378,0.18274231,0.19100119,0.67538829,0.00105361,0.08118554,0.00043252,0.38057462
-5.02751376,1.40126452,0.24891941,0.19520895,0.20811763,0.70476643,0.00108350,0.08869080,0.00043922,0.40381528
-5.02151076,1.47303020,0.26109910,0.20767025,0.22540125,0.73278501,0.00111335,0.09627847,0.00044625,0.42684864
-5.01550775,1.54231220,0.27292487,0.22001161,0.24267072,0.75893637,0.00114239,0.10386613,0.00045334,0.44948298
-5.00950475,1.60815695,0.28422749,0.23211922,0.25973942,0.78271811,0.00116976,0.11136843,0.00046018,0.47153288
-5.00350175,1.66964750,0.29484223,0.24388369,0.27642094,0.80365013,0.00119459,0.11869950,0.00046647,0.49282516
-4.99749875,1.72593452,0.30461464,0.25520359,0.29253475,0.82129143,0.00121600,0.12577560,0.00047185,0.51320461
-4.99149575,1.77626570,0.31340611,0.26598876,0.30791191,0.83525603,0.00123316,0.13251765,0.00047601,0.53253918
-4.98549275,1.82001188,0.32109880,0.27616320,0.32240040,0.84522710,0.00124530,0.13885378,0.00047864,0.55072429
-4.97948974,1.85668866,0.32759990,0.28566727,0.33586986,0.85096876,0.00125177,0.14472154,0.00047946,0.56768594
-4.97348674,1.88597209,0.33284472,0.29445909,0.34821539,0.85233480,0.00125201,0.15006976,0.00047825,0.58338233
-4.96748374,1.90770776,0.33679867,0.30251509,0.35936033,0.84927402,0.00124565,0.15485994,0.00047481,0.59780390
-4.96148074,1.92191245,0.33945787,0.30982951,0.36925766,0.84183190,0.00123244,0.15906709,0.00046903,0.61097154
-4.95547774,1.92876854,0.34084845,0.31641296,0.37789007,0.83014842,0.00121233,0.16267995,0.00046085,0.62293315
-4.94947474,1.92861104,0.34102445,0.32229006,0.38526873,0.81445234,0.00118543,0.16570067,0.00045028,0.63375851
-4.94347174,1.92190836,0.34006461,0.32749628,0.39143059,0.79505210,0.00115202,0.16814375,0.00043740,0.64353292
-4.93746873,1.90923746,0.33806806,0.33207415,0.39643469,0.77232390,0.00111253,0.17003460,0.00042232,0.65234969
-4.93146573,1.89125514,0.33514931,0.33606916,0.40035740,0.74669757,0.00106753,0.17140757,0.00040525,0.66030218
-4.92546273,1.86866679,0.33143264,0.33952547,0.40328719,0.71864091,0.00101770,0.17230371,0.00038642,0.66747573
-4.91945973,1.84219458,0.32704646,0.34248186,0.40531892,0.68864340,0.00096383,0.17276829,0.00036609,0.67394005
-4.91345673,1.81254671,0.32211769,0.34496809,0.40654834,0.65719984,0.00090674,0.17284835,0.00034456,0.67974262
-4.90745373,1.78038942,0.31676665,0.34700199,0.40706684,0.62479501,0.00084733,0.17259032,0.00032216,0.68490353
-4.90145073,1.74632329,0.31110264,0.34858749,0.40695699,0.59188962,0.00078646,0.17203793,0.00029921,0.68941219
-4.89544772,1.71086497,0.30522044,0.34971365,0.40628901,0.55890851,0.00072501,0.17123044,0.00027602,0.69322611
-4.88944472,1.67443505,0.29919795,0.35035493,0.40511831,0.52623123,0.00066380,0.17020138,0.00025290,0.69627209
-4.88344172,1.63735256,0.29309493,0.35047260,0.40348437,0.49418538,0.00060360,0.16897773,0.00023014,0.69844946
-4.87743872,1.59983610,0.28695292,0.35001715,0.40141081,0.46304284,0.00054508,0.16757972,0.00020800,0.69963561
-4.87143572,1.56201095,0.28079626,0.34893178,0.39890662,0.43301869,0.00048884,0.16602098,0.00018669,0.69969318
-4.86543272,1.52392150,0.27463409,0.34715647,0.39596848,0.40427281,0.00043537,0.16430932,0.00016640,0.69847867
-4.85942971,1.48554795,0.26846306,0.34463256,0.39258377,0.37691366,0.00038507,0.16244772,0.00014730,0.69585180
-4.85342671,1.44682564,0.26227060,0.34130747,0.38873424,0.35100387,0.00033821,0.16043567,0.00012948,0.69168522
-4.84742371,1.40766601,0.25603854,0.33713932,0.38439976,0.32656720,0.00029498,0.15827059,0.00011302,0.68587376
-4.84142071,1.36797731,0.24974664,0.33210101,0.37956219,0.30359631,0.00025549,0.15594934,0.00009797,0.67834280
-4.83541771,1.32768415,0.24337605,0.32618371,0.37420873,0.28206086,0.00021974,0.15346957,0.00008433,0.66905521
-4.82941471,1.28674427,0.23691226,0.31939938,0.36833489,0.26191543,0.00018768,0.15083092,0.00007208,0.65801642
-4.82341171,1.24516208,0.23034754,0.31178226,0.36194653,0.24310689,0.00015917,0.14803597,0.00006118,0.64527738
-4.81740870,1.20299788,0.22368267,0.30338929,0.35506125,0.22558086,0.00013405,0.14509087,0.00005157,0.63093528
-4.81140570,1.16037284,0.21692796,0.29429928,0.34770872,0.20928707,0.00011210,0.14200559,0.00004316,0.61513192
-4.80540270,1.11746943,0.21010347,0.28461119,0.33993030,0.19418329,0.00009309,0.13879395,0.00003587,0.59805009
-4.79939970,1.07452780,0.20323858,0.27444134,0.33177774,0.18023804,0.00007676,0.13547327,0.00002960,0.57990794
-4.79339670,1.03183834,0.19637093,0.26391999,0.32331145,0.16743178,0.00006285,0.13206381,0.00002425,0.56095198
-4.78739370,0.98973151,0.18954485,0.25318730,0.31459814,0.15575693,0.00005110,0.12858801,0.00001973,0.54144888
-4.78139070,0.94856525,0.18280945,0.24238902,0.30570833,0.14521671,0.00004126,0.12506971,0.00001594,0.52167674
-4.77538769,0.90871124,0.17621645,0.23167213,0.29671373,0.13582305,0.00003307,0.12153321,0.00001279,0.50191607
-4.76938469,0.87054064,0.16981801,0.22118055,0.28768478,0.12759371,0.00002633,0.11800246,0.00001019,0.48244116
-4.76338169,0.83440997,0.16366453,0.21105121,0.27868836,0.12054894,0.00002081,0.11450031,0.00000806,0.46351193
-4.75737869,0.80064814,0.15780267,0.20141058,0.26978597,0.11470782,0.00001633,0.11104786,0.00000633,0.44536682
-4.75137569,0.76954472,0.15227353,0.19237176,0.26103225,0.11008451,0.00001273,0.10766401,0.00000493,0.42821667
-4.74537269,0.74134016,0.14711125,0.18403221,0.25247400,0.10668466,0.00000985,0.10436513,0.00000382,0.41224003
-4.73936968,0.71621802,0.14234183,0.17647214,0.24414961,0.10450205,0.00000757,0.10116487,0.00000294,0.39757965
-4.73336668,0.69429943,0.13798232,0.16975348,0.23608888,0.10351570,0.00000577,0.09807416,0.00000224,0.38434036
-4.72736368,0.67563956,0.13404042,0.16391952,0.22831324,0.10368760,0.00000437,0.09510124,0.00000170,0.37258808
-4.72136068,0.66022637,0.13051422,0.15899496,0.22083607,0.10496098,0.00000329,0.09225181,0.00000128,0.36235007
-4.71535768,0.64798108,0.12739246,0.15498649,0.21366336,0.10725944,0.00000246,0.08952918,0.00000096,0.35361604
-4.70935468,0.63876052,0.12465481,0.15188362,0.20679428,0.11048677,0.00000182,0.08693449,0.00000071,0.34634018
-4.70335168,0.63236100,0.12227252,0.14965986,0.20022196,0.11452760,0.00000134,0.08446683,0.00000052,0.34044381
-4.69734867,0.62852350,0.12020923,0.14827400,0.19393414,0.11924881,0.00000098,0.08212343,0.00000038,0.33581869
-4.69134567,0.62694013,0.11842190,0.14767159,0.18791383,0.12450173,0.00000071,0.07989977,0.00000028,0.33233075
-4.68534267,0.62726155,0.11686196,0.14778646,0.18213995,0.13012498,0.00000051,0.07778965,0.00000020,0.32982413
-4.67933967,0.62910527,0.11547652,0.14854228,0.17658790,0.13594796,0.00000037,0.07578530,0.00000014,0.32812561
-4.67333667,0.63206460,0.11420974,0.14985416,0.17123022,0.14179480,0.00000026,0.07387746,0.00000010,0.32704919
-4.66733367,0.63571821,0.11300424,0.15163024,0.16603715,0.14748871,0.00000018,0.07205544,0.00000007,0.32640080
-4.66133067,0.63963986,0.11180260,0.15377333,0.16097737,0.15285649,0.00000013,0.07030729,0.00000005,0.32598314
-4.65532766,0.64340841,0.11054886,0.15618249,0.15601868,0.15773313,0.00000009,0.06861995,0.00000004,0.32560041
-4.64932466,0.64661753,0.10919007,0.15875467,0.15112888,0.16196626,0.00000006,0.06697951,0.00000003,0.32506305
-4.64332166,0.64888518,0.10767764,0.16138635,0.14627658,0.16542027,0.00000004,0.06537146,0.00000002,0.32419216
