energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.90395198,2.64830735,0.01191311,0.24426312,1.78523102,0.86695714,0.00884235,1.17433433,0.68811553,0.25574835
-5.89794897,2.62877509,0.01115512,0.25154084,1.79272566,0.87322724,0.00907261,1.14426562,0.66967396,0.24807789
-5.89194597,2.61419988,0.01040944,0.26008265,1.80460250,0.88213090,0.00931522,1.11444781,0.65100930,0.24076206
-5.88594297,2.60512842,0.00968504,0.26993980,1.82149931,0.89374253,0.00956823,1.08518019,0.63235939,0.23388369
-5.87993997,2.60202207,0.00899034,0.28113882,1.84399541,0.90809127,0.00982894,1.05676229,0.61396971,0.22751812
-5.87393697,2.60523599,0.00833301,0.29367835,1.87258560,0.92515559,0.01009393,1.02948605,0.59608589,0.22173148
-5.86793397,2.61500117,0.00771984,0.30752680,1.90765565,0.94485887,0.01035916,1.00362831,0.57894612,0.21657928
-5.86193097,2.63141013,0.00715662,0.32262073,1.94946065,0.96706666,0.01062007,0.97944397,0.56277393,0.21210549
-5.85592796,2.65440782,0.00664810,0.33886433,1.99810747,0.99158582,0.01087171,0.95716028,0.54777166,0.20834198
-5.84992496,2.68378823,0.00619788,0.35613002,2.05354235,1.01816601,0.01110892,0.93697253,0.53411493,0.20530856
-5.84392196,2.71919751,0.00580839,0.37426021,2.11554460,1.04650354,0.01132648,0.91904126,0.52194828,0.20301339
-5.83791896,2.76014361,0.00548090,0.39307040,2.18372675,1.07624783,0.01151933,0.90349110,0.51138230,0.20145394
-5.83191596,2.80601238,0.00521555,0.41235340,2.25754144,1.10701031,0.01168271,0.89041121,0.50249200,0.20061833
-5.82591296,2.85608957,0.00501134,0.43188466,2.33629488,1.13837560,0.01181238,0.87985711,0.49531682,0.20048704
-5.81990995,2.90958771,0.00486625,0.45142863,2.41916622,1.16991458,0.01190478,0.87185369,0.48986169,0.20103490
-5.81390695,2.96567692,0.00477728,0.47074578,2.50523230,1.20119890,0.01195715,0.86639913,0.48609942,0.20223319
-5.80790395,3.02351787,0.00474055,0.48960010,2.59349624,1.23181634,0.01196768,0.86346927,0.48397396,0.20405185
-5.80190095,3.08229567,0.00475144,0.50776683,2.68291895,1.26138630,0.01193556,0.86302226,0.48340428,0.20646165
-5.79589795,3.14125264,0.00480467,0.52503998,2.77245182,1.28957473,0.01186107,0.86500294,0.48428881,0.20943612
-5.78989495,3.19971866,0.00489446,0.54123937,2.86106925,1.31610781,0.01174554,0.86934675,0.48651001,0.21295327
-5.78389195,3.25713719,0.00501466,0.55621696,2.94779943,1.34078360,0.01159136,0.87598297,0.48993887,0.21699695
-5.77788894,3.31308598,0.00515888,0.56986192,3.03175219,1.36348101,0.01140188,0.88483688,0.49443923,0.22155769
-5.77188594,3.36729110,0.00532066,0.58210453,3.11214267,1.38416564,0.01118131,0.89583100,0.49987167,0.22663315
-5.76588294,3.41963367,0.00549355,0.59291842,3.18830983,1.40289206,0.01093459,0.90888525,0.50609691,0.23222792
-5.75987994,3.47014900,0.00567132,0.60232121,3.25972953,1.41980228,0.01066723,0.92391604,0.51297855,0.23835287
-5.75387694,3.51901797,0.00584803,0.61037338,3.32602151,1.43512033,0.01038511,0.94083458,0.52038532,0.24502394
-5.74787394,3.56655126,0.00601814,0.61717554,3.38695057,1.44914320,0.01009430,0.95954454,0.52819260,0.25226040
-5.74187094,3.61316717,0.00617664,0.62286400,3.44242229,1.46222832,0.00980089,0.97993927,0.53628352,0.26008283
-5.73586793,3.65936410,0.00631908,0.62760501,3.49247367,1.47477821,0.00951072,1.00189906,0.54454950,0.26851069
-5.72986493,3.70568925,0.00644169,0.63158774,3.53725976,1.48722287,0.00922930,1.02528856,0.55289049,0.27755972
-5.72386193,3.75270504,0.00654134,0.63501644,3.57703706,1.50000068,0.00896155,1.04995486,0.56121492,0.28723941
-5.71785893,3.80095493,0.00661562,0.63810192,3.61214467,1.51353878,0.00871173,1.07572637,0.56943955,0.29755044
-5.71185593,3.85093061,0.00666281,0.64105287,3.64298442,1.52823368,0.00848329,1.10241286,0.57748925,0.30848246
-5.70585293,3.90304192,0.00668186,0.64406728,3.67000074,1.54443308,0.00827880,1.12980680,0.58529685,0.32001228
-5.69984992,3.95759129,0.00667237,0.64732427,3.69366115,1.56241974,0.00809989,1.15768610,0.59280309,0.33210260
-5.69384692,4.01475364,0.00663449,0.65097671,3.71443824,1.58239810,0.00794725,1.18581822,0.59995679,0.34470135
-5.68784392,4.07456295,0.00656893,0.65514497,3.73279346,1.60448430,0.00782063,1.21396554,0.60671509,0.35774181
-5.68184092,4.13690579,0.00647683,0.65991189,3.74916322,1.62869998,0.00771890,1.24189186,0.61304395,0.37114341
-5.67583792,4.20152210,0.00635974,0.66531923,3.76394729,1.65497011,0.00764014,1.26936955,0.61891861,0.38481333
-5.66983492,4.26801282,0.00621951,0.67136587,3.77749975,1.68312492,0.00758169,1.29618709,0.62432421,0.39864871
-5.66383192,4.33585387,0.00605821,0.67800746,3.79012205,1.71290563,0.00754033,1.32215646,0.62925621,0.41253950
-5.65782891,4.40441526,0.00587813,0.68515798,3.80205822,1.74397374,0.00751242,1.34711981,0.63372069,0.42637164
-5.65182591,4.47298423,0.00568167,0.69269272,3.81349177,1.77592326,0.00749399,1.37095508,0.63773433,0.44003054
-5.64582291,4.54079093,0.00547127,0.70045283,3.82454411,1.80829517,0.00748095,1.39357986,0.64132400,0.45340452
-5.63981991,4.60703507,0.00524945,0.70825115,3.83527414,1.84059344,0.00746922,1.41495324,0.64452587,0.46638814
-5.63381691,4.67091206,0.00501868,0.71587906,3.84567895,1.87230167,0.00745489,1.43507537,0.64738406,0.47888505
-5.62781391,4.73163729,0.00478144,0.72311419,3.85569541,1.90289968,0.00743434,1.45398444,0.64994869,0.49081036
-5.62181091,4.78846744,0.00454014,0.72972862,3.86520265,1.93187924,0.00740438,1.47175131,0.65227352,0.50209224
-5.61580790,4.84071788,0.00429712,0.73549728,3.87402567,1.95875831,0.00736235,1.48847171,0.65441322,0.51267270
-5.60980490,4.88777574,0.00405467,0.74020627,3.88194001,1.98309328,0.00730619,1.50425673,0.65642030,0.52250761
-5.60380190,4.92910857,0.00381499,0.74366081,3.88867785,2.00448896,0.00723453,1.51922181,0.65834203,0.53156578
-5.59779890,4.96426871,0.00358021,0.74569252,3.89393565,2.02260607,0.00714668,1.53347506,0.66021745,0.53982750
-5.59179590,4.99289404,0.00335237,0.74616578,3.89738359,2.03716624,0.00704272,1.54710573,0.66207474,0.54728234
-5.58579290,5.01470585,0.00313342,0.74498300,3.89867675,2.04795477,0.00692342,1.56017342,0.66392906,0.55392664
-5.57978989,5.02950478,0.00292522,0.74208866,3.89746817,2.05482130,0.00679028,1.57269901,0.66578116,0.55976092
-5.57378689,5.03716597,0.00272955,0.73747189,3.89342341,2.05767884,0.00664544,1.58465792,0.66761687,0.56478721
-5.56778389,5.03763418,0.00254807,0.73116760,3.88623635,2.05650158,0.00649164,1.59597624,0.66940752,0.56900683
-5.56178089,5.03091986,0.00238236,0.72325618,3.87564556,2.05132181,0.00633219,1.60653019,0.67111139,0.57241860
-5.55577789,5.01709668,0.00223384,0.71386169,3.86145054,2.04222631,0.00617084,1.61614898,0.67267605,0.57501772
-5.54977489,4.99630074,0.00210383,0.70314862,3.84352692,2.02935267,0.00601174,1.62462108,0.67404159,0.57679540
-5.54377189,4.96873150,0.00199349,0.69131738,3.82183953,2.01288545,0.00585934,1.63170349,0.67514444,0.57773935
-5.53776888,4.93465396,0.00190380,0.67859863,3.79645247,1.99305252,0.00571835,1.63713362,0.67592158,0.57783490
-5.53176588,4.89440153,0.00183557,0.66524659,3.76753502,1.97012141,0.00559361,1.64064282,0.67631481,0.57706692
-5.52576288,4.84837860,0.00178939,0.65153155,3.73536268,1.94439559,0.00549002,1.64197095,0.67627482,0.57542214
-5.51975988,4.79706206,0.00176561,0.63773177,3.70031263,1.91621057,0.00541250,1.64088086,0.67576475,0.57289184
-5.51375688,4.74100050,0.00176432,0.62412511,3.66285335,1.88592951,0.00536589,1.63717205,0.67476286,0.56947454
-5.50775388,4.68081059,0.00178531,0.61098048,3.62352834,1.85393825,0.00535485,1.63069234,0.67326426,0.56517866
-5.50175088,4.61716973,0.00182807,0.59854955,3.58293447,1.82063953,0.00538384,1.62134720,0.67128137,0.56002467
-5.49574787,4.55080486,0.00189175,0.58705889,3.54169578,1.78644643,0.00545700,1.60910581,0.66884325,0.55404677
-5.48974487,4.48247733,0.00197516,0.57670285,3.50043381,1.75177490,0.00557807,1.59400387,0.66599364,0.54729383
-5.48374187,4.41296441,0.00207672,0.56763749,3.45973624,1.71703571,0.00575031,1.57614280,0.66278799,0.53982951
-5.47773887,4.34303821,0.00219451,0.55997563,3.42012537,1.68262592,0.00597643,1.55568568,0.65928964,0.53173163
-5.47173587,4.27344304,0.00232624,0.55378355,3.38202859,1.64892033,0.00625844,1.53285019,0.65556549,0.52309064
-5.46573287,4.20487272,0.00246928,0.54907912,3.34575254,1.61626322,0.00659762,1.50789925,0.65168140,0.51400746
-5.45972986,4.13794931,0.00262070,0.54583185,3.31146292,1.58496096,0.00699438,1.48112987,0.64769784,0.50459075
-5.45372686,4.07320453,0.00277732,0.54396460,3.27917130,1.55527587,0.00744817,1.45286126,0.64366594,0.49495371
-5.44772386,4.01106545,0.00293574,0.54335716,3.24873025,1.52742173,0.00795739,1.42342267,0.63962442,0.48521074
-5.44172086,3.95184539,0.00309241,0.54385143,3.21983723,1.50156131,0.00851936,1.39314198,0.63559762,0.47547403
-5.43571786,3.89574073,0.00324377,0.54525820,3.19204755,1.47780609,0.00913021,1.36233542,0.63159462,0.46585035
-5.42971486,3.84283403,0.00338624,0.54736509,3.16479571,1.45621816,0.00978485,1.33129910,0.62760977,0.45643811
-5.42371186,3.79310318,0.00351642,0.54994550,3.13742445,1.43681441,0.01047700,1.30030255,0.62362437,0.44732488
-5.41770885,3.74643617,0.00363107,0.55276820,3.10921967,1.41957252,0.01119920,1.26958438,0.61960950,0.43858546
-5.41170585,3.70265029,0.00372732,0.55560703,3.07944967,1.40443854,0.01194286,1.23935010,0.61552967,0.43028048
-5.40570285,3.66151474,0.00380265,0.55825045,3.04740627,1.39133552,0.01269838,1.20977176,0.61134708,0.42245566
-5.39969985,3.62277479,0.00385503,0.56051057,3.01244586,1.38017262,0.01345531,1.18098926,0.60702610,0.41514154
-5.39369685,3.58617630,0.00388297,0.56223103,2.97402782,1.37085425,0.01420251,1.15311274,0.60253760,0.40835380
-5.38769385,3.55148871,0.00388555,0.56329374,2.93174841,1.36328843,0.01492836,1.12622572,0.59786287,0.40209402
-5.38169085,3.51852520,0.00386244,0.56362393,2.88536829,1.35739412,0.01562108,1.10038857,0.59299675,0.39635070
-5.37568784,3.48715882,0.00381393,0.56319347,2.83483222,1.35310694,0.01626895,1.07564187,0.58794980,0.39110068
-5.36968484,3.45733371,0.00374089,0.56202225,2.78027998,1.35038303,0.01686064,1.05200940,0.58274929,0.38631067
-5.36368184,3.42907083,0.00364476,0.56017762,2.72204816,1.34920084,0.01738550,1.02950058,0.57743903,0.38193891
-5.35767884,3.40246806,0.00352748,0.55777194,2.66066278,1.34956086,0.01783388,1.00811223,0.57207798,0.37793693
-5.35167584,3.37769494,0.00339139,0.55495829,2.59682329,1.35148331,0.01819738,0.98782968,0.56673784,0.37425119
-5.34567284,3.35498244,0.00323921,0.55192464,2.53137899,1.35500406,0.01846914,0.96862736,0.56149972,0.37082483
-5.33966983,3.33460866,0.00307389,0.54888663,2.46529906,1.36016908,0.01864403,0.95046902,0.55645024,0.36759924
-5.33366683,3.31688134,0.00289856,0.54607921,2.39963774,1.36702773,0.01871881,0.93330780,0.55167721,0.36451561
-5.32766383,3.30211834,0.00271638,0.54374770,2.33549649,1.37562538,0.01869223,0.91708640,0.54726540,0.36151632
-5.32166083,3.29062722,0.00253050,0.54213820,2.27398461,1.38599574,0.01856505,0.90173753,0.54329238,0.35854625
-5.31565783,3.28268498,0.00234393,0.54148812,2.21618020,1.39815344,0.01834006,0.88718483,0.53982501,0.35555396
-5.30965483,3.27851893,0.00215949,0.54201686,2.16309291,1.41208703,0.01802192,0.87334437,0.53691654,0.35249272
-5.30365183,3.27828974,0.00197973,0.54391709,2.11562995,1.42775302,0.01761701,0.86012680,0.53460463,0.34932142
-5.29764882,3.28207717,0.00180688,0.54734686,2.07456632,1.44507104,0.01713324,0.84744003,0.53291026,0.34600526
-5.29164582,3.28986922,0.00164283,0.55242290,2.04052039,1.46392038,0.01657977,0.83519245,0.53183762,0.34251633
-5.28564282,3.30155485,0.00148909,0.55921518,2.01393526,1.48413821,0.01596670,0.82329645,0.53137490,0.33883403
-5.27963982,3.31692062,0.00134680,0.56774299,1.99506636,1.50551934,0.01530480,0.81167199,0.53149585,0.33494523
-5.27363682,3.33565110,0.00121670,0.57797269,1.98397535,1.52781764,0.01460512,0.80025016,0.53216199,0.33084433
-5.26763382,3.35733306,0.00109921,0.58981708,1.98053031,1.55074912,0.01387871,0.78897623,0.53332521,0.32653310
-5.26163082,3.38146301,0.00099443,0.60313654,1.98441172,1.57399641,0.01313634,0.77781222,0.53493064,0.32202038
-5.25562781,3.40745777,0.00090214,0.61774175,1.99512397,1.59721468,0.01238821,0.76673860,0.53691953,0.31732160
-5.24962481,3.43466768,0.00082190,0.63339808,2.01201154,1.62003858,0.01164371,0.75575514,0.53923192,0.31245820
-5.24362181,3.46239173,0.00075306,0.64983125,2.03427928,1.64209007,0.01091130,0.74488063,0.54180894,0.30745692
-5.23761881,3.48989417,0.00069481,0.66673432,2.06101584,1.66298693,0.01019830,0.73415169,0.54459468,0.30234896
-5.23161581,3.51642190,0.00064623,0.68377559,2.09121944,1.68235149,0.00951088,0.72362043,0.54753734,0.29716908
-5.22561281,3.54122206,0.00060633,0.70060716,2.12382501,1.69981936,0.00885403,0.71335128,0.55058982,0.29195467
-5.21960980,3.56355911,0.00057407,0.71687395,2.15773179,1.71504789,0.00823152,0.70341703,0.55370962,0.28674471
-5.21360680,3.58273092,0.00054843,0.73222279,2.19183061,1.72772395,0.00764602,0.69389427,0.55685809,0.28157870
-5.20760380,3.59808326,0.00052838,0.74631128,2.22502988,1.73757090,0.00709915,0.68485845,0.55999917,0.27649558
-5.20160080,3.60902226,0.00051298,0.75881616,2.25627969,1.74435429,0.00659163,0.67637880,0.56309768,0.27153262
-5.19559780,3.61502450,0.00050131,0.76944093,2.28459338,1.74788639,0.00612337,0.66851337,0.56611735,0.26672427
-5.18959480,3.61564444,0.00049256,0.77792248,2.30906600,1.74802905,0.00569362,0.66130436,0.56901867,0.26210111
-5.18359180,3.61051915,0.00048599,0.78403660,2.32888956,1.74469523,0.00530114,0.65477399,0.57175683,0.25768869
-5.17758879,3.59937033,0.00048095,0.78760214,2.34336455,1.73784874,0.00494429,0.64892120,0.57427987,0.25350657
-5.17158579,3.58200372,0.00047687,0.78848390,2.35190805,1.72750271,0.00462118,0.64371912,0.57652718,0.24956737
-5.16558279,3.55830628,0.00047326,0.78659412,2.35405826,1.71371650,0.00432976,0.63911370,0.57842855,0.24587596
-5.15957979,3.52824153,0.00046974,0.78189272,2.34947589,1.69659161,0.00406795,0.63502338,0.57990378,0.24242887
-5.15357679,3.49184335,0.00046598,0.77438624,2.33794265,1.67626653,0.00383370,0.63134005,0.58086311,0.23921390
-5.14757379,3.44920903,0.00046172,0.76412575,2.31935729,1.65291097,0.00362504,0.62793108,0.58120837,0.23621000
-5.14157079,3.40049181,0.00045677,0.75120383,2.29372971,1.62671979,0.00344018,0.62464260,0.58083483,0.23338743
-5.13556778,3.34589370,0.00045098,0.73575078,2.26117355,1.59790679,0.00327751,0.62130383,0.57963395,0.23070834
-5.12956478,3.28565877,0.00044427,0.71793029,2.22189784,1.56669871,0.00313564,0.61773228,0.57749661,0.22812758
-5.12356178,3.22006749,0.00043658,0.69793468,2.17619805,1.53332975,0.00301346,0.61373984,0.57431705,0.22559399
-5.11755878,3.14943220,0.00042789,0.67598006,2.12444693,1.49803675,0.00291010,0.60913931,0.56999704,0.22305188
-5.11155578,3.07409393,0.00041820,0.65230132,2.06708543,1.46105513,0.00282499,0.60375128,0.56445036,0.22044289
-5.10555278,2.99442049,0.00040757,0.62714730,2.00461390,1.42261576,0.00275785,0.59741109,0.55760724,0.21770804
-5.09954977,2.91080566,0.00039602,0.60077611,1.93758363,1.38294282,0.00270867,0.58997546,0.54941860,0.21478987
-5.09354677,2.82366927,0.00038364,0.57345077,1.86658879,1.34225246,0.00267775,0.58132863,0.53985973,0.21163470
-5.08754377,2.73345773,0.00037051,0.54543514,1.79225858,1.30075225,0.00266564,0.57138764,0.52893350,0.20819478
-5.08154077,2.64064458,0.00035671,0.51699024,1.71524966,1.25864140,0.00267315,0.56010656,0.51667256,0.20443027
-5.07553777,2.54573062,0.00034235,0.48837087,1.63623860,1.21611125,0.00270130,0.54747935,0.50314058,0.20031099
-5.06953477,2.44924319,0.00032752,0.45982264,1.55591411,1.17334622,0.00275127,0.53354134,0.48843242,0.19581778
-5.06353177,2.35173417,0.00031234,0.43157928,1.47496916,1.13052475,0.00282434,0.51836900,0.47267303,0.19094345
-5.05752876,2.25377634,0.00029689,0.40386025,1.39409264,1.08782012,0.00292183,0.50207822,0.45601518,0.18569319
-5.05152576,2.15595811,0.00028131,0.37686862,1.31396074,1.04540102,0.00304500,0.48482087,0.43863612,0.18008454
-5.04552276,2.05887627,0.00026567,0.35078923,1.23522787,1.00343172,0.00319493,0.46678004,0.42073306,0.17414678
-5.03951976,1.96312716,0.00025009,0.32578704,1.15851749,0.96207174,0.00337246,0.44816386,0.40251788,0.16791988
-5.03351676,1.86929630,0.00023466,0.30200573,1.08441274,0.92147505,0.00357806,0.42919842,0.38421120,0.16145296
-5.02751376,1.77794691,0.00021947,0.27956660,1.01344743,0.88178871,0.00381167,0.41011992,0.36603591,0.15480244
-5.02151076,1.68960788,0.00020460,0.25856767,0.94609737,0.84315111,0.00407267,0.39116649,0.34821070,0.14802990
-5.01550775,1.60476163,0.00019013,0.23908310,0.88277264,0.80568996,0.00435976,0.37256995,0.33094360,0.14119978
-5.00950475,1.52383262,0.00017613,0.22116298,0.82381095,0.76951998,0.00467085,0.35454807,0.31442604,0.13437705
-5.00350175,1.44717702,0.00016268,0.20483341,0.76947240,0.73474076,0.00500307,0.33729740,0.29882746,0.12762494
-4.99749875,1.37507413,0.00014982,0.19009701,0.71993608,0.70143463,0.00535270,0.32098722,0.28429093,0.12100284
-4.99149575,1.30772009,0.00013761,0.17693384,0.67529845,0.66966498,0.00571522,0.30575470,0.27092968,0.11456446
-4.98549275,1.24522428,0.00012612,0.16530267,0.63557380,0.63947508,0.00608534,0.29170157,0.25882493,0.10835637
-4.97948974,1.18760861,0.00011537,0.15514273,0.60069677,0.61088748,0.00645708,0.27889227,0.24802489,0.10241685
-4.97348674,1.13480978,0.00010544,0.14637579,0.57052684,0.58390421,0.00682395,0.26735374,0.23854494,0.09677528
-4.96748374,1.08668452,0.00009635,0.13890849,0.54485460,0.55850766,0.00717903,0.25707668,0.23036911,0.09145183
-4.96148074,1.04301759,0.00008816,0.13263506,0.52340964,0.53466233,0.00751521,0.24801824,0.22345247,0.08645768
-4.95547774,1.00353203,0.00008093,0.12744013,0.50586967,0.51231714,0.00782538,0.24010589,0.21772445,0.08179555
-4.94947474,0.96790144,0.00007470,0.12320168,0.49187052,0.49140853,0.00810265,0.23324226,0.21309291,0.07746057
-4.94347174,0.93576342,0.00006955,0.11979396,0.48101672,0.47186386,0.00834059,0.22731064,0.20944857,0.07344146
-4.93746873,0.90673384,0.00006553,0.11709040,0.47289212,0.45360524,0.00853342,0.22218091,0.20666980,0.06972183
-4.93146573,0.88042111,0.00006273,0.11496626,0.46707037,0.43655338,0.00867624,0.21771561,0.20462736,0.06628165
-4.92546273,0.85643995,0.00006122,0.11330116,0.46312481,0.42063142,0.00876519,0.21377575,0.20318902,0.06309874
-4.91945973,0.83442407,0.00006110,0.11198121,0.46063758,0.40576848,0.00879756,0.21022637,0.20222379,0.06015025
-4.91345673,0.81403732,0.00006246,0.11090086,0.45920772,0.39190271,0.00877194,0.20694142,0.20160575,0.05741405
-4.90745373,0.79498299,0.00006540,0.10996440,0.45845819,0.37898383,0.00868825,0.20380795,0.20121721,0.05486999
-4.90145073,0.77701101,0.00007003,0.10908703,0.45804179,0.36697499,0.00854771,0.20072948,0.20095128,0.05250098
-4.89544772,0.75992291,0.00007644,0.10819568,0.45764586,0.35585376,0.00835283,0.19762856,0.20071383,0.05029395
-4.88944472,0.74357472,0.00008475,0.10722941,0.45699607,0.34561252,0.00810731,0.19444838,0.20042471,0.04824049
-4.88344172,0.72787772,0.00009503,0.10613957,0.45585917,0.33625801,0.00781589,0.19115374,0.20001851,0.04633741
-4.87743872,0.71279756,0.00010738,0.10488975,0.45404504,0.32781026,0.00748419,0.18773115,0.19944471,0.04458707
-4.87143572,0.69835172,0.00012184,0.10345544,0.45140800,0.32030099,0.00711850,0.18418850,0.19866748,0.04299750
-4.86543272,0.68460591,0.00013847,0.10182368,0.44784762,0.31377161,0.00672560,0.18055409,0.19766511,0.04158243
-4.85942971,0.67166965,0.00015728,0.09999250,0.44330907,0.30827097,0.00631250,0.17687536,0.19642921,0.04036113
-4.85342671,0.65969134,0.00017825,0.09797031,0.43778308,0.30385302,0.00588625,0.17321733,0.19496378,0.03935821
-4.84742371,0.64885312,0.00020133,0.09577530,0.43130544,0.30057466,0.00545372,0.16966083,0.19328415,0.03860323
-4.84142071,0.63936583,0.00022642,0.09343468,0.42395616,0.29849374,0.00502143,0.16630062,0.19141598,0.03813024
-4.83541771,0.63146417,0.00025338,0.09098402,0.41585805,0.29766744,0.00459537,0.16324336,0.18939419,0.03797731
-4.82941471,0.62540206,0.00028206,0.08846642,0.40717472,0.29815120,0.00418090,0.16060560,0.18726193,0.03818580
-4.82341171,0.62144840,0.00031222,0.08593166,0.39810792,0.29999800,0.00378261,0.15851149,0.18506969,0.03879969
-4.81740870,0.61988304,0.00034363,0.08343528,0.38889390,0.30325827,0.00340432,0.15709054,0.18287428,0.03986470
-4.81140570,0.62099274,0.00037600,0.08103748,0.37979905,0.30798020,0.00304900,0.15647505,0.18073792,0.04142725
-4.80540270,0.62506721,0.00040904,0.07880192,0.37111430,0.31421035,0.00271881,0.15679748,0.17872728,0.04353336
-4.79939970,0.63239471,0.00044243,0.07679443,0.36314874,0.32199455,0.00241512,0.15818740,0.17691241,0.04622736
-4.79339670,0.64325725,0.00047586,0.07508143,0.35622204,0.33137877,0.00213857,0.16076834,0.17536564,0.04955039
-4.78739370,0.65792499,0.00050902,0.07372838,0.35065609,0.34240981,0.00188914,0.16465426,0.17416033,0.05353886
-4.78139070,0.67664988,0.00054163,0.07279796,0.34676592,0.35513567,0.00166626,0.16994588,0.17336943,0.05822269
-4.77538769,0.69965832,0.00057343,0.07234826,0.34484996,0.36960523,0.00146888,0.17672675,0.17306396,0.06362358
-4.76938469,0.72714278,0.00060420,0.07243089,0.34518029,0.38586721,0.00129560,0.18505939,0.17331129,0.06975316
-4.76338169,0.75925271,0.00063380,0.07308914,0.34799275,0.40396819,0.00114474,0.19498140,0.17417325,0.07661124
-4.75737869,0.79608455,0.00066211,0.07435620,0.35347770,0.42394957,0.00101444,0.20650187,0.17570422,0.08418417
-4.75137569,0.83767158,0.00068908,0.07625358,0.36177157,0.44584355,0.00090274,0.21959823,0.17794903,0.09244342
-4.74537269,0.88397361,0.00071473,0.07878974,0.37294964,0.46966803,0.00080769,0.23421368,0.18094098,0.10134452
-4.73936968,0.93486732,0.00073913,0.08195911,0.38702048,0.49542076,0.00072736,0.25025555,0.18469986,0.11082629
-4.73336668,0.99013761,0.00076240,0.08574138,0.40392238,0.52307281,0.00065989,0.26759456,0.18923017,0.12081073
-4.72736368,1.04947078,0.00078469,0.09010139,0.42352199,0.55256184,0.00060358,0.28606547,0.19451956,0.13120340
-4.72136068,1.11244998,0.00080617,0.09498938,0.44561551,0.58378541,0.00055684,0.30546886,0.20053770,0.14189442
-4.71535768,1.17855368,0.00082704,0.10034187,0.46993241,0.61659490,0.00051826,0.32557446,0.20723556,0.15276018
-4.70935468,1.24715768,0.00084747,0.10608302,0.49614181,0.65079043,0.00048660,0.34612589,0.21454525,0.16366574
-4.70335168,1.31754100,0.00086762,0.11212649,0.52386135,0.68611737,0.00046074,0.36684669,0.22238052,0.17446782
-4.69734867,1.38889605,0.00088759,0.11837783,0.55266843,0.72226475,0.00043975,0.38744769,0.23063794,0.18501836
-4.69134567,1.46034299,0.00090744,0.12473721,0.58211330,0.75886604,0.00042280,0.40763539,0.23919876,0.19516862
-4.68534267,1.53094830,0.00092715,0.13110253,0.61173382,0.79550254,0.00040920,0.42712101,0.24793156,0.20477352
-4.67933967,1.59974699,0.00094661,0.13737265,0.64107107,0.83170961,0.00039833,0.44563006,0.25669549,0.21369619
-4.67333667,1.66576801,0.00096565,0.14345079,0.66968535,0.86698556,0.00038967,0.46291184,0.26534412,0.22181251
-4.66733367,1.72806179,0.00098401,0.14924779,0.69717181,0.90080324,0.00038278,0.47874859,0.27372976,0.22901540
-4.66133067,1.78572903,0.00100134,0.15468521,0.72317505,0.93262389,0.00037724,0.49296368,0.28170805,0.23521873
-4.65532766,1.83794937,0.00101724,0.15969802,0.74740192,0.96191276,0.00037269,0.50542864,0.28914266,0.24036058
-4.64932466,1.88400879,0.00103124,0.16423687,0.76963193,0.98815587,0.00036880,0.51606843,0.29590990,0.24440572
-4.64332166,1.92332424,0.00104286,0.16826967,0.78972464,1.01087724,0.00036526,0.52486471,0.30190300,0.24734722
